SHW,Sherwin-Williams Company (The) Common Stock,NASDAQ
179.50,175.90,181.41,175.62
176.51,173.10,176.52,170.06
171.74,173.82,175.74,170.60
174.75,175.78,177.74,174.36
176.74,178.11,178.76,176.28
179.14,179.18,180.11,176.87
178.71,176.60,179.14,176.57
177.55,178.58,180.25,177.16
178.31,179.63,180.84,178.31
178.20,179.84,181.01,178.20
180.61,182.48,182.51,178.62
182.60,182.30,183.71,181.31
183.24,183.71,184.70,182.52
184.31,184.85,185.34,182.36
188.72,186.88,188.72,186.11
186.40,187.36,189.91,185.97
187.36,184.40,190.68,184.12
184.40,182.76,185.27,182.35
180.57,183.19,184.95,180.57
164.75,167.94,172.82,163.63
168.35,172.86,173.29,168.05
172.02,171.55,173.48,170.30
171.54,171.80,172.71,169.15
172.03,172.06,173.55,170.38
171.26,172.94,174.40,170.81
172.18,172.83,173.50,170.93
170.56,174.31,174.60,170.56
173.77,174.98,175.37,173.41
174.81,174.17,175.65,173.62
174.35,176.43,177.04,174.35
176.99,179.05,179.28,175.72
178.02,176.83,178.63,175.84
176.52,177.17,177.21,174.03
176.27,175.51,176.64,172.83
175.83,177.15,177.72,175.40
176.28,177.07,177.60,175.13
176.29,177.84,178.05,174.77
177.00,175.79,177.83,175.16
175.11,170.06,176.00,170.00
169.35,168.98,169.53,166.51
168.21,168.69,169.92,168.12
168.64,167.52,169.30,166.66
167.59,171.91,172.25,167.59
172.13,171.11,173.45,170.61
171.19,171.91,172.46,169.76
171.75,172.52,172.95,170.20
172.36,171.85,172.92,171.36
169.94,167.20,169.99,166.32
167.41,169.37,170.40,167.08
168.94,172.05,172.21,168.40
172.07,172.40,174.56,171.91
172.92,171.08,174.97,170.32
171.09,172.35,173.14,170.40
173.29,174.36,176.16,173.29
174.36,172.69,175.56,171.98
173.85,174.91,175.85,173.05
175.61,175.23,176.00,174.41
175.62,176.61,177.48,174.64
176.30,174.63,177.14,174.36
174.48,174.92,175.52,174.15
178.06,177.50,179.77,176.13
177.36,175.68,178.24,175.47
176.05,182.04,182.61,176.05
182.00,181.58,184.47,181.25
181.63,180.11,182.49,179.87
182.88,181.50,183.15,180.49
180.42,180.00,181.69,178.91
179.98,179.86,180.37,178.65
180.00,182.53,182.78,179.85
181.94,180.43,182.25,179.89
179.10,182.18,182.32,177.76
182.16,184.52,185.30,181.56
182.18,184.69,184.73,182.18
183.54,182.92,184.84,182.09
183.31,186.48,186.82,183.10
185.00,181.30,185.30,181.25
182.03,176.45,182.03,176.31
178.07,175.31,179.11,174.49
178.01,179.29,179.30,177.05
179.00,180.17,182.20,178.95
179.25,180.09,180.58,178.73
179.29,180.08,180.49,177.90
180.95,181.44,182.14,178.78
181.17,185.00,185.97,181.17
185.27,184.56,185.90,183.13
183.81,183.21,184.20,181.74
184.18,186.38,187.23,183.93
185.33,184.56,186.21,184.12
184.93,187.00,187.25,183.85
191.00,195.07,195.32,190.00
194.58,192.82,194.99,191.77
192.55,194.44,194.72,191.52
185.99,188.47,189.70,185.98
188.47,188.00,189.01,185.35
188.81,184.67,189.08,184.39
185.00,186.02,186.84,184.69
185.91,184.56,186.02,183.55
186.19,185.54,186.66,184.68
185.30,181.02,186.21,180.44
181.36,185.51,185.54,181.06
184.70,184.37,185.34,183.98
184.22,184.50,185.85,183.67
183.67,185.38,185.51,183.65
181.60,187.01,187.10,181.60
186.80,186.87,187.54,186.33
187.00,185.84,187.40,185.25
185.18,185.68,186.80,185.09
185.68,184.64,186.42,184.17
184.98,186.58,186.67,184.40
186.27,187.57,187.98,185.66
187.49,184.84,187.53,184.38
184.82,184.30,185.41,183.45
184.95,183.54,184.95,182.95
183.48,183.03,184.30,182.83
183.41,181.14,184.29,180.78
180.50,179.81,181.13,178.80
178.40,181.08,181.66,177.80
180.20,181.73,182.71,180.04
183.18,184.83,186.27,182.43
184.83,185.52,187.33,184.83
185.64,184.69,187.50,184.50
184.46,181.19,184.46,180.79
179.77,179.44,180.00,177.67
179.44,177.97,180.19,177.53
178.67,177.31,179.39,176.84
172.28,177.31,178.32,170.63
177.09,179.92,180.00,175.79
179.93,180.15,180.66,178.54
181.18,182.15,183.04,179.78
180.90,181.42,182.18,177.32
181.38,182.69,182.99,180.91
183.34,182.82,183.51,182.21
183.28,182.50,183.69,181.82
182.49,182.25,183.30,181.86
182.66,183.50,183.80,182.62
182.03,182.41,183.00,180.69
181.86,182.80,184.02,181.72
183.27,182.69,184.61,182.28
184.90,187.61,188.17,184.57
187.60,189.68,189.76,186.43
189.60,188.87,189.93,188.07
189.92,192.84,192.98,189.18
191.86,191.19,193.00,190.63
192.39,193.48,193.52,190.45
193.29,193.14,193.84,192.40
192.52,193.51,194.25,192.08
194.15,194.12,195.72,193.70
196.01,198.03,198.15,195.28
197.24,197.34,198.47,196.57
195.78,195.12,196.97,194.56
194.91,190.80,195.13,190.62
191.49,190.57,192.52,189.31
194.63,191.68,194.63,190.36
190.13,189.12,192.80,187.75
183.99,183.74,186.71,181.59
181.71,183.26,183.68,180.67
183.54,176.88,183.68,176.61
177.26,177.95,179.43,176.44
176.75,175.60,177.61,174.29
176.38,179.19,179.23,175.45
178.09,182.56,182.71,178.09
181.34,182.35,182.98,180.82
183.11,183.42,184.15,181.79
184.54,186.83,188.42,184.21
185.77,190.42,190.57,185.05
189.77,191.17,191.94,189.06
191.01,191.46,192.24,190.83
191.00,193.08,194.76,190.77
193.85,193.40,194.91,192.54
193.07,193.59,194.64,192.47
193.61,194.53,197.88,193.61
194.36,197.37,198.70,193.80
197.62,198.56,199.98,197.34
197.67,198.82,199.49,197.21
198.84,200.48,201.50,197.89
198.54,199.50,200.20,197.59
202.21,203.17,203.38,200.10
203.11,203.28,203.81,202.29
203.31,203.00,204.89,202.18
204.60,206.71,208.63,204.12
205.82,206.10,206.86,204.59
206.26,204.98,206.97,204.81
204.00,204.24,204.90,203.27
205.02,202.19,206.19,201.76
202.00,202.08,204.12,201.25
202.81,204.22,205.37,202.81
204.44,204.80,205.62,204.00
205.00,202.23,205.89,201.11
201.30,202.12,202.61,200.20
203.96,200.41,203.97,199.81
201.00,198.57,201.48,197.70
199.86,197.97,200.84,197.84
198.90,195.77,199.57,195.77
195.77,194.21,195.77,192.52
194.43,194.69,196.45,193.93
195.48,197.13,197.35,194.73
197.73,199.09,199.21,196.98
198.92,200.07,200.98,198.03
200.77,200.50,202.98,199.28
198.82,193.89,199.10,192.33
195.09,190.32,195.73,190.02
190.64,191.90,192.44,189.55
192.89,194.64,194.77,191.46
194.37,190.03,195.36,189.69
188.67,188.53,191.07,188.25
189.57,190.11,192.21,188.46
190.59,191.56,191.76,188.25
193.48,192.25,194.24,191.29
194.00,197.59,200.00,193.30
198.51,197.76,199.38,196.56
197.76,202.73,203.05,197.65
203.40,201.95,204.31,201.82
203.62,201.04,203.93,200.37
200.17,200.73,201.01,198.99
201.90,198.82,202.00,195.61
199.20,199.79,200.00,197.38
199.54,199.84,200.46,199.20
199.50,199.89,200.39,198.63
199.88,200.86,201.57,199.83
199.31,199.66,200.74,198.29
198.96,198.43,199.86,197.33
199.51,199.25,200.07,197.29
199.32,197.46,199.89,196.68
197.51,199.80,199.86,196.12
200.04,201.84,202.58,199.56
201.70,200.26,202.16,200.03
199.75,198.92,200.21,198.71
198.43,198.35,199.07,195.85
198.20,199.84,199.94,197.08
199.40,199.43,201.71,199.31
199.75,200.32,201.57,199.49
200.43,200.44,201.45,199.34
200.29,200.44,201.48,199.65
200.15,202.41,202.71,199.77
203.69,202.02,203.69,201.82
202.42,201.71,203.91,201.71
202.72,203.37,203.60,201.76
203.06,204.61,205.32,202.74
204.51,203.57,205.13,203.05
202.72,203.77,204.83,202.72
203.00,203.87,204.28,201.64
203.89,203.95,204.74,201.50
204.43,204.43,206.00,203.97
203.98,204.30,205.26,203.62
204.03,204.42,204.83,203.30
204.05,203.25,204.51,202.96
203.11,202.22,204.42,201.66
202.84,202.73,203.28,201.66
202.64,202.33,204.04,201.52
201.72,202.77,203.78,201.50
202.83,203.72,203.93,201.36
203.26,203.32,203.63,202.64
203.94,203.99,204.96,203.35
204.26,204.59,205.10,203.60
204.00,204.77,206.10,203.88
204.81,206.05,206.39,204.65
205.95,205.29,205.95,203.61
204.29,207.46,207.68,204.29
208.00,206.91,208.00,206.52
207.02,207.35,208.27,206.90
207.00,206.59,207.90,206.04
206.98,207.46,207.68,206.47
207.23,205.24,207.65,204.75
205.33,203.21,205.42,202.65
203.42,205.12,205.22,202.99
202.91,202.28,202.91,201.85
202.46,202.76,202.94,201.47
202.82,203.22,203.64,202.76
203.98,202.32,204.65,201.77
203.00,201.73,203.17,201.49
209.14,210.95,211.37,205.60
210.81,212.18,212.38,209.74
212.11,212.58,212.66,211.20
212.67,213.96,214.93,212.58
215.00,214.61,215.62,213.81
215.05,213.47,215.05,213.18
213.47,212.77,214.50,212.53
213.00,212.65,213.79,211.60
212.95,210.74,213.44,210.73
210.94,210.16,211.83,209.72
209.78,206.23,209.87,206.05
205.44,204.76,206.16,203.65
205.83,208.38,208.84,203.92
207.28,205.02,208.45,204.63
204.97,207.40,207.53,204.97
208.13,205.85,208.33,205.27
206.70,208.91,209.06,206.11
209.21,208.84,210.77,208.55
208.68,210.62,210.96,208.63
211.13,211.75,212.06,209.91
212.54,211.81,212.83,210.98
212.72,212.80,213.84,210.84
213.62,214.13,214.49,212.94
214.96,214.35,214.98,214.06
214.12,215.04,215.45,213.49
215.45,217.25,217.85,215.29
217.25,216.96,217.99,216.30
217.55,217.59,218.00,216.59
217.65,217.80,218.50,216.83
218.00,217.63,218.32,216.39
216.55,218.13,219.21,216.00
217.87,218.11,218.32,216.90
218.59,217.57,219.02,217.03
218.78,217.23,219.20,216.69
217.13,217.45,218.77,216.90
216.89,218.29,218.50,216.34
218.25,217.92,218.51,216.94
217.21,216.52,217.56,216.35
217.11,216.80,217.16,215.95
216.45,218.04,218.21,216.12
217.45,215.55,217.73,214.68
215.16,215.18,215.91,213.61
215.23,216.52,217.71,214.70
216.94,217.09,218.29,216.11
217.98,219.86,220.47,217.65
221.06,220.54,221.27,219.90
220.04,219.05,220.82,219.05
218.88,218.48,219.95,218.40
218.67,221.01,221.44,218.20
220.11,218.37,220.98,218.36
218.25,220.79,221.18,218.22
219.61,221.44,222.53,218.81
220.47,218.99,221.75,218.80
218.63,213.74,218.91,213.07
213.72,214.51,214.99,211.36
215.21,215.99,217.53,215.21
216.32,214.64,217.10,213.87
214.04,211.44,214.46,211.44
212.54,216.76,217.06,211.73
216.79,214.01,217.31,213.99
214.00,213.14,216.73,213.11
213.92,204.08,214.46,203.54
204.37,205.77,207.35,203.27
202.57,210.52,211.28,202.01
206.26,211.59,212.49,206.26
213.76,217.01,218.80,213.47
217.00,219.80,220.30,216.72
221.80,226.97,227.33,220.51
227.03,225.92,229.62,225.83
228.30,225.81,228.64,225.31
226.80,228.91,229.26,225.59
227.44,225.68,228.24,223.57
225.71,224.00,229.50,223.18
224.09,221.85,224.63,220.13
221.47,225.16,226.48,221.47
227.41,229.56,229.73,227.29
229.88,229.28,230.55,227.87
229.28,228.27,230.89,227.20
230.63,230.39,231.20,228.82
230.19,233.22,233.77,229.00
234.03,236.04,236.30,233.14
236.44,236.72,236.88,235.10
237.00,237.62,238.35,236.07
236.63,238.10,238.42,235.42
239.13,239.63,240.36,237.51
239.02,239.65,240.48,238.38
239.30,239.31,240.92,238.68
239.20,241.32,241.58,239.13
241.34,240.85,241.59,239.71
239.31,242.24,242.37,238.88
244.42,242.05,244.86,240.67
242.91,242.03,242.91,240.49
241.93,239.82,244.01,239.82
238.92,240.60,240.73,238.92
242.06,244.86,249.66,241.25
244.49,243.07,245.47,242.37
242.81,244.55,244.78,242.29
243.14,246.45,246.75,243.14
246.34,247.71,249.00,246.15
247.50,246.87,249.50,246.40
247.32,249.50,250.00,246.04
247.58,249.58,249.80,246.03
249.01,246.80,249.65,246.46
250.89,254.21,256.16,248.06
250.09,247.24,252.83,244.30
248.69,246.62,249.35,243.11
246.60,245.66,250.96,245.33
247.44,252.33,253.55,245.99
253.57,257.11,257.11,253.10
259.15,260.07,260.52,256.74
260.09,261.65,261.96,259.60
263.11,263.09,264.25,262.19
264.06,264.55,265.34,262.92
264.64,264.85,266.23,264.15
264.50,264.80,265.44,263.35
264.76,264.93,265.86,264.17
264.97,263.04,266.25,263.04
262.18,262.44,264.94,260.34
260.15,261.66,262.49,259.78
261.06,260.87,264.44,259.11
262.82,265.32,265.38,261.00
266.02,272.58,273.59,265.59
272.95,274.42,275.54,271.01
273.24,271.10,274.17,270.89
274.26,269.14,274.26,266.96
265.49,269.22,269.82,265.49
271.25,270.59,273.24,268.33
271.48,273.82,274.55,269.67
273.68,272.51,276.23,270.39
273.14,273.22,275.39,271.96
275.49,277.11,277.29,272.77
277.07,274.01,277.12,273.30
274.29,275.29,275.45,272.58
275.00,274.18,275.38,272.00
275.74,270.93,276.82,270.45
269.12,274.87,275.72,265.14
273.73,271.27,276.00,271.18
272.76,272.86,274.38,268.43
273.92,273.57,274.00,270.31
271.21,274.10,277.00,271.21
275.42,277.90,278.12,274.79
277.70,280.31,280.79,276.59
279.98,274.39,280.59,274.04
275.70,280.06,280.38,273.64
280.01,277.95,280.89,277.01
278.55,283.02,283.18,278.55
283.00,285.00,285.51,282.49
284.21,286.10,287.80,283.98
285.43,288.05,288.20,285.05
288.04,286.76,289.28,286.10
286.51,289.75,290.29,285.01
289.75,289.56,290.50,288.17
289.65,290.62,291.27,288.34
290.46,287.75,290.91,287.56
287.02,287.70,289.73,286.36
287.81,285.20,288.31,285.06
285.20,290.89,290.99,285.20
288.75,285.93,289.92,283.22
284.87,285.91,288.45,282.72
286.43,289.17,289.77,286.12
287.79,286.44,289.21,285.43
286.92,285.74,288.40,284.82
283.35,281.46,284.42,281.42
282.13,280.95,282.88,280.92
282.11,285.23,286.24,281.04
284.75,285.24,286.14,283.78
285.83,288.14,288.63,285.35
286.66,286.05,287.54,285.38
285.29,282.80,286.04,275.84
283.14,284.49,285.77,282.36
286.50,290.00,290.00,284.79
287.90,287.86,289.60,286.85
287.11,285.86,288.25,285.58
286.83,281.35,287.85,281.20
280.74,279.32,280.95,278.28
280.39,281.68,282.11,278.76
284.29,284.24,285.04,282.73
281.97,284.50,285.95,281.95
285.13,285.82,285.87,282.47
286.20,284.35,287.23,283.17
283.31,286.88,287.15,282.57
286.88,287.60,289.00,285.55
288.50,290.65,290.65,287.94
290.46,291.05,292.42,289.69
291.80,290.65,292.46,289.90
291.53,289.80,292.51,289.27
290.45,290.19,291.39,288.62
291.36,288.73,292.31,287.40
285.99,283.81,287.85,280.00
281.94,282.14,284.69,280.89
283.52,281.91,285.01,280.90
283.31,282.42,284.02,280.97
282.90,281.64,282.90,279.75
281.25,282.36,283.64,280.08
282.72,282.62,284.34,281.18
282.94,282.91,284.76,282.04
282.31,281.88,283.08,280.17
281.14,279.20,281.82,277.17
278.05,278.00,281.17,277.31
279.58,282.16,283.25,278.20
282.24,280.04,284.09,279.69
280.58,274.93,281.09,274.13
276.18,277.89,278.19,274.02
278.65,281.40,281.94,277.48
284.63,287.20,288.47,283.79
287.00,286.95,288.77,285.95
286.14,288.71,289.84,284.54
287.91,287.93,289.55,285.04
288.96,291.30,291.74,288.17
291.75,291.22,292.23,289.70
290.84,291.05,291.99,289.48
291.74,292.44,294.35,291.10
292.52,287.67,292.93,287.55
288.45,287.45,288.73,287.06
286.98,286.51,288.03,286.51
286.32,286.39,287.26,284.63
286.95,289.74,290.92,286.26
288.59,289.91,290.27,288.48
289.77,288.18,289.99,287.08
288.92,288.24,288.92,286.23
287.57,286.52,289.20,285.75
286.68,287.26,287.70,286.21
285.84,282.21,286.37,281.77
283.01,280.38,283.01,278.42
279.63,278.30,280.22,278.09
278.66,278.17,279.65,276.89
279.13,282.49,282.84,277.57
283.49,282.77,284.82,282.53
282.00,280.91,283.49,280.25
279.33,278.86,280.57,278.09
279.08,279.11,279.27,277.48
280.35,280.23,281.59,278.61
281.54,283.51,283.90,281.35
284.65,281.99,284.72,281.87
283.19,285.18,285.47,282.58
286.00,284.52,286.29,283.56
284.15,281.98,284.15,281.98
282.59,282.60,284.03,281.72
282.85,283.09,284.37,281.50
279.63,276.27,281.79,276.25
277.72,275.02,278.91,275.00
276.16,280.81,281.15,275.32
282.27,277.67,282.39,277.38
275.00,279.96,281.17,275.00
280.96,283.63,283.97,279.62
282.14,280.94,284.11,280.94
284.42,277.41,285.00,277.14
278.50,278.21,280.00,276.71
280.56,282.08,282.47,279.44
281.33,284.28,284.66,281.06
284.00,282.16,285.94,282.01
256.07,261.23,266.69,250.27
261.24,266.01,269.00,259.69
266.01,267.62,270.03,265.00
268.97,266.99,270.51,266.38
267.00,273.69,274.66,267.00
273.44,270.48,273.44,269.55
270.46,267.12,271.24,265.64
266.04,266.04,267.12,264.55
265.49,273.84,273.96,265.49
274.23,278.80,280.51,273.15
278.20,277.92,279.00,275.80
279.46,277.76,279.89,277.48
278.32,278.21,279.19,276.19
278.23,277.52,279.73,277.04
280.00,274.67,280.00,273.90
273.85,271.72,275.49,270.43
271.24,269.34,271.28,267.54
271.94,273.49,274.22,270.34
270.81,271.02,271.95,268.95
269.70,273.17,274.00,267.47
273.64,276.01,278.81,271.65
275.59,279.37,281.20,274.68
279.36,284.69,286.49,278.48
285.00,285.07,288.46,283.16
283.87,281.92,285.15,281.70
279.47,268.92,279.82,268.56
266.01,261.35,266.63,258.23
251.62,254.32,265.76,250.72
262.55,248.65,263.31,248.50
253.75,255.55,256.10,249.10
258.45,259.37,262.41,255.31
258.44,258.11,259.91,256.14
256.83,255.81,259.67,255.11
251.81,248.53,253.45,247.59
251.38,254.12,254.12,249.28
255.00,255.87,258.48,254.52
253.38,253.86,256.17,252.04
258.05,261.63,261.67,256.46
264.59,257.28,265.00,256.98
256.30,255.66,258.92,254.91
255.00,255.66,256.37,253.72
256.49,251.95,257.06,251.12
253.70,250.67,254.52,250.21
250.67,250.63,254.99,248.75
250.63,253.17,257.68,248.80
248.40,246.65,250.74,245.96
248.64,244.27,249.52,243.53
241.83,237.25,241.92,235.75
234.96,232.62,237.98,232.34
230.97,227.80,230.97,224.83
229.82,227.49,232.71,226.79
230.15,220.56,230.15,219.67
220.26,218.94,223.28,218.27
221.95,222.78,225.17,221.29
222.76,231.92,232.99,220.43
229.57,237.00,237.19,227.30
238.84,241.17,242.23,238.84
240.75,236.68,242.13,235.60
232.76,239.12,241.06,232.50
239.10,244.21,244.82,237.71
243.92,242.86,246.01,241.13
242.01,243.77,244.17,241.36
241.86,244.90,244.99,241.00
243.51,242.51,245.23,242.30
240.79,236.08,241.20,235.80
236.47,243.17,243.47,235.63
242.07,242.87,244.11,238.93
242.76,239.60,243.72,238.44
240.55,238.36,241.95,236.26
240.77,246.93,247.43,238.66
249.26,245.77,249.93,243.51
246.89,247.24,247.72,243.34
245.00,241.91,245.00,240.29
242.33,246.76,247.31,241.25
259.97,258.11,261.85,249.00
260.52,266.83,269.86,258.04
268.42,269.83,270.72,265.42
269.57,269.99,270.54,267.30
271.26,270.70,272.21,268.04
271.49,268.11,272.19,267.53
267.58,267.23,268.92,264.85
267.52,266.56,267.70,263.58
265.24,264.57,266.51,263.05
264.88,266.12,267.64,262.78
264.41,262.09,265.25,261.33
262.30,262.63,264.97,259.52
262.63,266.91,267.52,260.28
267.34,269.73,273.17,267.01
268.44,272.61,273.00,268.19
273.00,272.82,275.00,272.20
272.62,274.28,275.93,272.00
274.28,275.44,279.46,274.28
272.56,276.32,278.53,271.40
277.49,275.78,277.65,275.11
276.18,276.83,278.47,275.19
276.73,276.07,276.77,273.69
277.07,277.56,282.00,276.61
277.76,273.21,277.76,272.10
274.21,266.01,274.35,264.67
267.84,272.42,272.56,267.77
271.05,270.60,273.92,268.12
268.05,270.86,273.33,268.02
269.67,267.71,273.83,266.97
269.22,266.54,269.99,266.00
266.54,261.88,266.54,261.30
262.14,263.34,263.59,260.21
266.15,263.39,266.84,262.72
266.18,269.52,270.23,265.10
270.49,263.20,271.00,263.08
261.02,256.23,261.75,256.09
258.14,261.09,261.33,254.69
262.05,261.85,262.94,259.74
263.78,267.15,268.31,263.25
266.32,265.17,268.44,264.83
263.25,264.23,265.74,263.25
266.01,264.89,266.38,263.91
263.95,262.45,266.39,261.70
261.41,259.60,263.50,259.59
257.31,254.75,260.04,251.11
256.57,255.78,258.66,254.84
251.02,248.38,252.32,246.52
243.63,241.57,249.09,240.56
243.40,241.77,244.77,241.03
242.50,241.97,243.90,239.54
243.85,246.42,246.92,243.06
247.83,241.16,247.83,240.43
243.66,243.24,246.51,241.02
238.48,242.10,243.53,237.26
243.49,239.35,243.96,236.04
240.00,245.37,245.77,234.96
245.19,245.97,249.88,239.89
248.43,250.01,254.10,247.07
248.40,244.14,249.68,243.94
245.81,249.42,250.40,244.58
249.42,252.25,255.09,247.28
243.35,249.66,258.27,243.35
250.46,255.67,259.56,250.46
249.99,254.85,256.84,245.81
253.36,248.95,255.10,248.11
248.62,256.86,256.89,245.54
256.65,260.26,260.61,253.88
259.55,256.12,260.82,253.42
253.28,246.63,255.23,240.90
246.19,252.43,254.26,245.77
254.00,252.71,258.32,251.97
247.76,247.88,250.10,244.72
250.88,256.65,256.98,248.74
259.06,258.94,260.37,254.66
261.77,259.15,263.57,257.60
259.07,254.78,259.40,254.35
254.46,255.51,256.61,252.77
257.68,257.80,259.74,256.79
258.19,254.71,259.61,253.52
252.77,259.71,259.92,251.78
260.36,265.46,265.61,257.49
266.88,273.03,277.40,266.00
272.40,270.50,276.81,270.18
271.94,281.16,283.97,271.94
278.35,273.69,279.84,272.64
276.17,271.99,277.30,270.36
273.20,276.81,277.60,270.33
275.15,276.28,278.33,273.52
273.91,276.19,278.75,272.25
277.11,275.21,279.00,273.89
278.43,279.60,283.70,276.52
282.96,284.83,286.97,282.25
284.27,283.69,286.13,283.04
281.62,282.74,284.88,281.03
284.32,287.01,287.20,282.74
286.02,287.09,287.89,284.36
287.39,288.69,288.99,285.51
287.34,273.29,288.29,270.54
273.14,282.00,289.90,272.96
281.73,282.99,285.38,280.00
281.66,281.35,283.19,279.85
283.02,283.93,284.93,281.74
282.44,285.60,286.11,281.44
287.15,284.43,287.35,282.58
283.99,284.67,285.49,281.63
282.71,287.65,288.11,281.55
288.02,287.13,289.34,283.58
283.83,287.24,289.43,283.82
286.21,290.77,290.88,285.40
289.78,292.73,293.26,288.81
294.40,296.98,297.25,294.00
296.94,294.71,298.75,294.06
294.52,297.66,298.61,294.26
298.55,297.08,299.99,296.37
296.67,294.50,297.38,292.74
294.97,296.43,297.61,294.67
296.00,296.77,297.42,293.51
297.62,298.30,298.32,296.26
298.79,300.02,301.60,295.89
303.00,297.37,309.00,292.63
298.16,299.10,300.00,293.76
297.87,299.25,300.32,297.15
299.90,300.12,300.87,298.98
300.28,298.78,300.46,296.51
296.66,289.61,298.40,289.11
289.38,287.31,289.77,285.50
285.33,289.51,290.07,282.73
288.25,289.00,289.01,285.83
287.98,289.00,289.43,286.60
290.00,288.88,291.24,287.47
288.62,290.48,290.48,288.09
288.79,291.80,292.50,288.79
292.77,296.00,296.58,292.77
296.41,294.00,296.41,292.66
296.87,296.18,297.82,294.00
295.67,293.17,297.90,292.81
294.50,297.68,297.99,294.12
296.12,292.68,298.19,292.09
291.88,291.23,293.74,289.97
291.04,288.34,291.97,287.47
290.00,289.61,291.75,288.97
290.67,292.72,292.98,289.10
290.77,291.92,293.96,287.31
293.02,291.25,294.29,291.07
291.17,288.42,293.15,288.42
288.88,291.79,292.37,288.64
292.23,291.09,294.00,289.79
290.64,291.34,291.64,289.38
291.23,292.03,292.04,289.31
290.96,291.00,292.12,288.20
291.53,293.47,295.30,291.00
293.68,293.83,294.95,293.12
294.00,295.30,295.98,293.10
293.26,293.03,294.66,290.78
291.69,292.05,294.08,290.27
291.69,291.45,292.98,289.85
290.37,292.15,292.28,289.07
293.30,290.92,293.98,290.73
290.38,290.54,290.90,287.39
289.93,288.31,290.66,286.70
291.21,289.56,293.00,289.31
290.62,287.50,290.97,287.25
287.50,289.92,290.27,287.49
292.74,288.93,293.25,288.86
282.22,283.75,287.49,281.59
281.51,280.32,283.62,278.74
282.69,290.06,290.73,282.64
292.33,290.41,292.97,287.91
291.45,293.67,294.18,288.97
294.22,293.80,295.17,292.45
292.40,294.66,295.38,291.59
292.81,299.79,300.48,292.22
299.52,302.10,303.23,299.52
304.18,306.52,307.96,303.70
304.92,307.19,309.19,303.00
308.21,305.68,309.65,305.63
305.94,306.89,308.42,305.84
308.55,306.25,308.55,305.31
305.96,305.90,308.72,305.11
304.73,307.25,307.84,304.15
308.02,309.00,309.16,306.30
310.00,312.10,312.48,308.55
298.40,290.63,300.00,285.25
291.54,293.58,295.38,291.54
294.48,295.19,295.32,293.29
295.54,292.90,295.99,291.29
293.54,292.30,294.38,290.59
292.30,297.89,298.25,290.86
298.05,299.73,299.73,297.04
296.00,297.36,299.84,296.00
298.04,301.73,301.93,297.27
302.68,301.51,302.89,299.21
302.22,300.03,302.68,299.28
300.87,300.38,301.32,298.49
300.83,297.57,301.54,296.63
297.97,295.29,298.86,295.29
296.21,296.46,296.71,295.13
298.12,296.74,298.63,295.76
295.30,295.81,296.09,293.72
297.22,296.33,297.80,295.84
296.50,291.53,297.65,291.40
290.23,287.65,290.55,286.82
287.54,288.58,289.82,287.48
287.66,287.77,288.11,285.31
287.06,287.89,290.22,286.58
289.54,291.13,292.97,287.90
289.79,286.81,290.52,286.25
286.16,286.51,287.67,285.80
286.70,285.82,289.15,284.91
285.89,286.68,287.98,284.88
286.15,286.71,288.61,285.87
287.01,283.71,287.21,283.42
283.37,285.27,286.27,282.70
285.55,286.43,287.36,284.63
287.38,285.13,287.38,284.09
284.59,286.49,287.10,282.94
285.19,283.35,286.09,282.92
281.05,274.39,281.54,274.39
273.39,279.35,280.05,273.28
278.76,273.75,279.45,273.64
274.84,275.61,277.16,274.43
276.24,276.74,278.00,275.00
276.19,273.98,276.62,271.69
272.50,273.53,275.42,271.80
275.00,275.17,277.11,274.51
275.01,278.38,278.48,273.15
279.35,279.62,280.70,278.21
280.14,283.00,283.93,279.80
282.14,280.31,282.94,280.16
279.84,282.38,282.76,278.50
283.82,281.92,283.82,280.63
281.77,277.30,282.50,276.26
278.73,276.66,279.70,274.89
275.92,275.84,276.39,274.93
276.04,271.00,276.72,271.00
271.86,272.09,273.02,270.62
271.70,274.07,274.71,270.51
271.18,268.74,271.18,261.39
271.53,270.74,274.97,270.00
269.64,267.41,270.04,265.60
267.48,269.03,269.68,266.49
267.18,269.46,270.52,266.07
271.10,268.40,271.23,268.38
268.48,269.59,270.43,268.32
271.31,270.85,271.54,268.70
270.76,271.50,272.15,269.02
272.56,275.83,277.22,272.26
273.64,277.14,277.63,272.98
278.53,277.88,279.07,276.22
255.55,247.61,258.00,246.68
247.54,249.23,251.92,247.00
249.29,247.60,250.04,246.13
247.11,244.73,248.71,241.74
246.28,244.86,247.41,243.76
245.85,240.63,245.85,239.48
240.95,242.48,243.72,240.40
243.95,241.52,245.05,241.28
242.78,242.54,245.47,242.50
246.47,247.97,248.68,245.09
248.80,252.19,253.09,248.51
249.70,257.74,258.10,248.10
258.21,265.01,269.08,258.17
263.91,261.76,265.35,260.56
262.44,263.38,263.63,261.24
264.62,265.73,266.63,262.65
264.29,261.98,264.78,261.76
263.26,262.71,264.56,262.07
262.71,260.29,264.33,260.00
260.24,266.14,266.30,260.05
265.99,268.78,269.95,265.69
268.21,272.41,273.01,268.21
272.06,274.97,275.00,271.77
273.70,274.02,275.16,272.94
274.34,276.32,277.49,272.56
276.64,268.67,277.01,268.46
268.16,265.88,269.46,264.00
265.87,265.06,265.88,261.65
264.68,266.40,266.53,263.06
