UNXL,Uni-Pixel,NASDAQ
14.45,14.39,14.82,11.39
13.85,14.03,15.14,13.24
14.06,14.46,14.88,13.76
14.82,15.18,15.38,14.32
15.48,14.78,15.49,14.55
14.60,14.66,15.03,14.21
14.71,14.87,14.99,14.13
14.77,13.64,14.92,13.58
13.34,13.24,13.52,13.02
13.55,12.30,13.55,12.14
12.31,14.28,14.45,12.11
14.44,14.43,14.87,13.21
14.49,14.64,15.25,14.30
14.85,14.37,14.88,14.23
14.44,15.12,15.20,14.06
15.14,14.97,16.25,14.40
14.90,14.91,15.40,14.80
14.71,14.61,15.22,14.47
14.59,14.13,14.92,14.07
14.05,14.39,14.73,14.05
14.36,14.05,14.65,13.85
13.91,13.93,14.15,13.54
13.97,13.74,14.02,13.60
13.75,13.97,14.14,13.40
13.89,13.75,13.96,13.59
13.60,13.43,13.80,13.40
13.45,12.96,13.45,12.92
12.75,13.28,13.98,12.65
13.31,13.66,13.74,13.17
14.02,14.74,14.98,14.01
14.81,15.09,15.15,14.22
15.11,16.06,16.23,14.84
16.00,15.65,16.70,15.51
16.09,16.93,17.40,15.50
15.77,16.71,17.77,15.48
16.94,16.83,17.15,16.47
16.86,17.43,18.33,16.85
17.31,17.34,18.10,17.23
17.06,16.91,17.43,16.70
16.98,16.34,17.18,16.24
16.21,15.33,16.40,15.30
15.33,15.20,15.60,14.91
15.28,15.92,16.24,15.27
16.10,16.53,16.90,15.90
16.72,16.77,17.18,16.41
16.96,17.43,17.73,16.80
18.00,18.03,19.50,17.85
18.07,18.44,18.93,17.54
18.27,19.05,19.58,18.27
19.52,19.41,19.68,19.02
19.81,19.15,20.39,19.09
19.35,19.83,20.19,18.67
19.84,18.90,19.86,18.81
19.10,18.12,19.15,18.06
18.16,17.15,18.53,16.94
17.23,16.73,17.63,16.65
16.58,15.47,16.60,15.22
15.55,16.12,16.35,15.36
16.10,15.64,16.16,15.16
15.80,16.84,17.53,15.67
16.99,16.86,17.33,16.40
16.86,16.89,17.31,16.53
17.01,16.60,17.24,15.37
16.69,16.10,16.84,16.01
16.10,15.37,16.10,15.02
15.41,16.00,16.05,15.11
16.77,18.39,19.59,16.64
18.53,18.81,19.45,18.45
18.57,18.05,19.14,17.62
17.38,17.71,18.25,17.00
17.49,18.82,19.10,17.02
18.84,19.70,20.83,18.23
20.13,19.69,20.82,19.26
19.61,20.00,20.53,19.57
20.00,18.94,20.19,18.87
19.02,17.98,19.25,17.31
17.98,17.00,18.12,16.60
17.36,17.57,17.81,16.99
17.53,18.24,18.72,17.38
17.79,17.85,18.25,17.23
17.75,17.73,18.44,17.60
17.86,18.28,18.40,17.86
18.28,17.62,18.50,17.56
17.67,17.68,17.98,17.40
17.88,18.07,18.10,17.64
18.10,18.26,18.79,18.00
18.05,17.97,18.19,17.61
17.96,17.84,18.21,17.72
17.77,17.60,17.85,16.98
17.52,16.67,17.79,16.49
16.81,16.13,16.96,16.01
16.52,15.53,16.52,15.48
15.46,16.45,16.73,15.35
16.41,15.85,16.63,15.84
15.80,15.82,16.10,15.61
15.73,15.60,15.96,15.51
15.69,15.86,16.37,15.45
19.27,17.18,19.36,16.44
15.20,13.85,15.25,13.25
13.97,15.15,15.45,13.33
14.99,14.60,15.30,14.40
14.44,14.10,14.59,14.07
14.07,14.11,14.20,13.82
14.26,14.30,14.45,14.12
14.40,13.95,14.60,13.76
13.86,13.67,14.10,13.54
13.62,13.74,14.00,13.50
13.80,14.16,14.35,13.75
14.20,14.04,14.30,13.94
10.97,12.25,12.73,10.81
12.48,12.55,12.79,12.37
12.55,12.91,12.93,12.25
12.74,12.87,12.96,12.50
12.77,12.62,12.95,12.47
12.51,11.73,12.63,11.44
12.05,11.47,12.07,11.30
11.70,12.02,12.42,11.49
12.08,11.64,12.16,11.55
11.48,11.61,11.94,11.40
11.52,11.59,11.87,11.46
11.57,11.18,11.59,10.90
11.18,11.12,11.28,10.88
11.19,11.38,11.56,11.02
11.75,11.75,11.75,11.30
11.85,12.12,12.20,11.73
12.25,11.67,12.25,11.50
11.70,11.69,11.90,11.50
11.70,11.89,12.11,11.61
11.89,12.03,12.38,11.83
12.02,12.06,12.25,11.99
12.15,11.86,12.32,11.72
11.78,11.98,12.09,11.78
11.80,11.79,12.03,11.76
9.75,10.01,10.35,9.42
9.50,9.99,10.20,9.48
9.98,9.49,10.05,9.45
9.37,9.51,9.60,9.32
8.98,8.55,9.36,8.36
8.57,9.16,9.30,8.57
9.17,9.30,9.49,9.11
9.23,9.34,9.46,9.10
9.44,9.33,10.09,9.25
9.62,9.77,9.87,9.55
9.93,9.82,9.97,9.60
9.87,10.36,10.48,9.71
10.72,10.34,10.96,10.11
10.46,10.02,10.50,9.85
9.95,10.03,10.13,9.76
9.91,10.12,10.30,9.90
10.03,10.04,10.10,9.76
10.00,9.82,10.05,9.37
9.79,10.00,10.09,9.75
10.01,9.77,10.06,9.77
9.80,9.71,10.00,9.60
9.63,9.55,9.71,9.50
9.51,9.18,9.73,9.06
9.23,9.37,9.41,8.87
9.32,9.06,9.32,9.00
9.06,9.15,9.27,9.05
9.30,9.37,9.49,9.15
9.34,9.45,9.65,9.22
9.44,9.37,9.60,9.19
9.37,9.55,9.70,9.34
9.50,10.15,10.24,9.44
10.20,10.24,10.74,10.15
10.49,10.30,10.82,10.26
10.37,10.29,10.54,10.02
10.25,10.39,10.58,10.14
10.40,9.99,10.56,9.66
9.96,10.19,10.48,9.80
10.24,10.10,10.40,10.02
10.02,10.03,10.23,9.82
9.38,9.76,9.82,9.23
9.79,9.86,10.15,9.58
9.85,9.77,9.96,9.70
9.82,10.17,10.40,9.77
10.12,10.24,10.36,10.03
10.23,10.09,10.28,9.98
10.12,9.78,10.32,9.70
9.97,9.90,10.08,9.79
9.90,9.59,9.95,9.51
9.53,9.67,9.80,9.37
9.68,8.86,9.85,8.85
8.93,8.99,9.24,8.72
9.08,9.00,9.21,8.80
9.05,9.00,9.20,8.90
8.97,8.93,9.13,8.82
8.88,8.91,8.96,8.70
8.92,8.92,9.03,8.76
8.90,8.79,8.99,8.51
8.82,8.79,9.04,8.66
8.82,8.36,8.89,8.35
8.36,7.99,8.38,7.95
8.00,7.63,8.20,7.60
7.68,7.66,7.85,7.57
7.68,7.84,7.88,7.56
7.84,7.94,7.99,7.81
7.97,7.72,8.35,7.71
7.92,7.50,7.99,7.38
7.50,7.20,7.61,7.12
7.20,7.54,7.69,7.12
7.55,7.59,7.79,7.47
7.56,7.41,7.59,7.35
7.35,7.31,7.41,7.21
7.40,8.50,8.57,7.30
8.55,7.57,8.72,7.48
7.56,7.30,7.65,7.21
7.29,7.19,7.58,7.06
7.24,6.98,7.43,6.75
7.00,6.94,7.17,6.88
6.90,6.88,7.08,6.81
6.94,6.72,6.94,6.68
6.68,6.52,6.72,6.41
6.40,6.00,6.60,5.80
5.99,5.84,6.10,5.81
5.80,5.47,5.86,5.37
5.45,5.40,5.57,5.21
5.40,5.43,5.55,5.38
5.39,5.28,5.55,5.22
5.24,5.16,5.35,5.15
5.23,5.38,5.42,5.07
5.41,5.15,5.45,5.10
4.88,5.50,5.70,4.80
5.50,5.37,5.74,5.35
5.35,5.26,5.47,5.17
5.21,5.07,5.47,5.07
5.13,4.98,5.39,4.95
4.96,4.90,5.06,4.85
4.90,5.03,5.03,4.90
5.03,5.09,5.48,5.03
5.10,4.97,5.24,4.96
5.01,5.39,5.43,4.97
5.39,5.24,5.71,5.20
5.32,5.31,5.39,5.20
5.27,5.32,5.50,5.19
5.31,5.24,5.50,5.16
5.26,5.25,5.31,5.13
5.39,5.21,5.39,5.12
5.20,5.16,5.23,5.02
5.11,5.71,5.76,5.05
6.07,7.21,8.17,6.07
7.12,7.38,7.79,6.45
7.22,8.02,8.07,7.10
8.03,9.22,9.25,7.66
9.15,8.36,9.30,8.25
8.29,8.17,8.72,8.02
8.24,8.02,8.50,8.00
7.98,8.38,8.68,7.75
8.37,7.53,8.40,7.38
7.60,7.77,7.87,7.15
7.90,7.85,7.90,7.60
7.81,7.73,7.89,7.63
7.81,7.43,7.83,7.40
7.43,7.58,7.76,7.40
7.50,6.88,7.59,6.61
8.47,7.59,8.48,7.31
7.39,7.44,7.58,6.68
7.20,8.04,8.55,7.10
8.08,8.34,8.50,7.97
8.40,8.11,8.40,8.05
8.11,8.33,8.35,8.02
8.35,7.67,8.35,7.52
7.61,7.27,7.80,7.05
7.26,7.29,7.40,7.21
7.44,7.42,7.45,7.14
7.58,7.74,8.28,7.31
7.79,7.75,8.31,7.65
7.85,8.04,8.25,7.78
8.03,7.77,8.03,7.59
7.67,7.53,7.91,7.48
7.52,8.00,8.37,7.46
8.00,7.56,8.02,7.54
7.60,7.95,8.80,7.59
8.00,7.89,8.37,7.76
7.88,8.03,8.25,7.83
7.97,8.06,8.12,7.88
8.13,7.94,8.17,7.84
7.95,7.65,8.08,7.57
7.70,7.81,7.81,7.55
7.66,7.66,7.69,7.38
7.62,7.52,7.72,7.23
7.53,7.66,7.86,7.53
7.58,7.57,7.69,7.45
7.58,7.75,8.19,7.51
7.73,8.02,8.14,7.65
7.02,7.49,7.64,6.15
7.47,7.56,7.72,7.35
7.44,7.32,7.44,7.12
7.40,7.30,7.42,7.21
7.26,7.24,7.31,7.17
7.23,7.62,7.69,7.17
7.64,8.14,8.24,7.52
8.13,8.15,8.21,7.92
8.19,7.96,8.21,7.80
7.91,7.72,8.00,7.52
7.66,7.87,7.99,7.60
7.92,7.68,7.95,7.60
7.66,7.78,7.86,7.66
7.76,7.58,7.88,7.54
7.48,7.58,7.70,7.47
7.68,7.73,7.76,7.53
7.75,7.78,7.92,7.65
7.82,7.65,7.91,7.54
7.65,7.57,7.89,7.50
7.48,7.51,7.65,7.45
7.46,7.41,7.60,7.37
7.38,7.20,7.38,7.15
7.15,7.17,7.23,7.11
7.08,7.17,7.42,7.05
7.27,7.31,7.47,7.20
7.26,7.19,7.31,7.10
7.19,7.12,7.19,7.10
7.10,7.07,7.21,7.07
7.06,6.80,7.16,6.77
6.73,6.08,6.73,6.03
6.01,5.83,6.20,5.75
5.77,5.88,6.14,5.75
5.93,5.80,6.03,5.76
5.79,5.68,6.20,5.66
5.69,5.76,5.87,5.62
5.69,6.38,6.97,5.69
6.40,6.34,6.55,6.16
6.32,6.01,6.35,5.97
6.04,6.18,6.37,6.02
6.38,6.39,6.46,6.12
6.50,5.90,6.50,5.85
5.86,5.39,5.86,5.33
5.40,5.45,5.61,5.17
5.44,5.27,5.75,5.13
5.18,4.96,5.20,4.88
4.94,4.50,5.00,4.40
4.54,4.50,4.85,4.50
4.43,4.67,4.79,4.38
4.54,5.08,5.20,4.54
5.19,4.98,5.57,4.85
4.96,5.00,5.22,4.83
5.06,4.97,5.08,4.77
4.93,4.86,5.15,4.82
5.18,5.02,5.18,4.90
5.01,4.95,5.15,4.84
4.93,5.23,5.40,4.86
5.31,5.09,5.31,4.95
5.07,5.09,5.19,4.95
5.00,5.05,5.11,4.98
5.17,5.04,5.29,4.90
4.96,4.85,5.11,4.80
4.85,4.82,5.05,4.75
4.92,4.71,4.93,4.62
4.62,4.54,4.70,4.46
4.54,5.31,5.35,4.54
5.35,5.43,5.77,5.25
5.43,5.47,5.72,5.34
5.72,5.36,5.72,5.32
5.40,5.49,5.59,5.27
5.37,5.70,5.88,5.37
5.71,5.37,5.90,5.25
5.36,5.32,5.67,4.96
5.50,5.27,5.50,5.11
5.22,5.21,5.23,5.11
5.22,5.34,5.55,5.18
5.40,6.03,6.14,5.34
6.01,5.84,6.08,5.80
5.84,6.37,6.51,5.84
6.40,6.33,6.40,6.24
6.33,6.11,6.39,6.01
6.09,6.16,6.19,5.92
6.19,6.17,6.25,6.01
6.22,5.80,6.22,5.60
5.75,5.51,5.98,5.50
5.48,5.67,5.67,5.09
5.44,5.81,5.91,5.44
5.85,5.71,5.98,5.61
5.78,5.76,5.86,5.58
5.69,5.74,5.99,5.69
5.81,5.84,5.98,5.75
5.83,5.97,6.07,5.74
6.19,6.04,6.25,5.94
6.10,5.96,6.17,5.96
5.95,6.06,6.20,5.91
6.05,5.75,6.05,5.56
5.80,5.70,6.04,5.60
5.65,5.77,5.94,5.60
5.81,5.73,6.10,5.73
5.65,5.54,5.75,5.48
5.49,5.61,5.81,5.49
5.59,5.69,5.88,5.59
5.68,5.88,5.96,5.54
5.90,5.70,5.92,5.65
5.72,5.68,5.94,5.54
5.74,5.77,5.88,5.60
5.79,5.81,5.86,5.56
5.94,5.83,5.95,5.76
5.85,5.78,5.87,5.70
5.77,5.70,5.88,5.67
5.65,5.64,5.77,5.40
5.60,5.52,5.77,5.50
5.50,5.68,5.68,5.46
5.60,5.36,5.64,5.31
5.32,5.15,5.36,4.87
5.22,5.13,5.22,4.86
5.00,5.23,5.27,5.00
5.32,5.21,5.32,5.19
5.30,5.20,5.30,5.13
5.25,5.41,5.71,5.19
5.42,5.39,5.60,5.29
5.38,5.18,5.63,5.18
5.17,5.31,5.36,5.12
5.36,5.39,5.59,5.35
5.35,5.45,5.64,5.35
5.40,5.40,5.59,5.22
5.44,5.48,5.60,5.37
5.50,5.39,5.58,5.36
5.55,5.28,5.55,5.15
5.22,5.15,5.50,5.15
5.21,5.31,5.35,5.16
5.26,5.12,5.44,5.12
5.01,5.00,5.25,5.00
5.00,5.08,5.20,4.95
5.04,5.07,5.13,5.04
5.21,5.12,5.22,5.05
5.15,5.15,5.18,5.00
5.03,5.22,5.29,5.03
5.19,5.39,5.44,5.17
5.42,5.17,5.59,5.15
5.47,6.83,7.10,5.40
7.06,6.61,7.08,6.28
6.63,6.70,6.83,6.51
6.67,6.48,6.79,6.40
6.48,6.47,6.54,6.25
6.48,6.66,6.66,6.22
6.66,7.12,7.55,6.55
7.12,6.77,7.17,6.77
6.77,6.57,7.06,6.50
6.57,6.67,6.74,6.41
6.65,7.09,7.24,6.42
7.19,6.97,7.40,6.77
6.98,6.77,6.98,6.41
6.72,6.82,6.89,6.54
6.88,6.88,6.98,6.69
6.95,6.55,6.98,6.54
6.59,6.71,6.78,6.46
6.67,6.83,6.90,6.56
6.83,6.49,6.88,6.46
6.44,6.58,6.65,6.42
6.54,7.01,7.12,6.53
7.08,7.00,7.09,6.94
7.00,7.00,7.25,6.90
7.14,6.82,7.14,6.81
6.90,6.82,7.12,6.61
6.75,6.47,7.00,6.44
6.51,6.63,6.68,6.22
6.65,6.91,6.95,6.43
6.89,6.77,6.90,6.70
6.79,7.26,7.31,6.67
7.18,7.37,7.77,7.04
7.34,7.46,7.50,7.10
7.46,7.70,7.72,7.21
7.70,7.64,7.70,7.45
8.25,7.11,8.50,7.02
7.18,5.87,7.18,5.80
5.94,5.75,6.05,5.75
5.80,5.76,5.95,5.74
5.79,6.39,6.49,5.75
6.40,6.20,6.44,6.10
6.17,5.83,6.34,5.75
3.74,3.72,4.22,3.57
3.75,3.51,3.89,3.51
3.53,3.50,3.65,3.50
3.51,3.54,3.59,3.50
3.51,3.50,3.57,3.50
3.50,3.52,3.55,3.50
3.51,3.50,3.56,3.50
3.50,3.50,3.56,3.50
3.52,3.50,3.54,3.50
3.51,3.50,3.56,3.50
3.57,3.57,3.70,3.51
3.53,3.52,3.60,3.51
3.51,3.53,3.57,3.51
3.51,3.50,3.56,3.50
3.50,3.34,3.53,3.33
3.31,3.03,3.33,2.95
3.01,2.81,3.03,2.73
2.80,3.13,3.24,2.80
3.13,3.09,3.23,3.08
3.10,3.10,3.25,3.04
3.10,3.05,3.15,3.04
3.05,3.10,3.14,3.04
3.11,3.06,3.11,3.04
3.05,3.07,3.07,3.02
3.05,3.04,3.17,3.03
3.03,3.04,3.12,3.03
3.04,3.07,3.07,3.01
3.06,3.02,3.06,3.01
3.03,3.05,3.05,2.93
3.02,3.06,3.07,2.98
3.00,3.01,3.05,2.98
2.99,3.16,3.50,2.98
3.08,3.01,3.18,3.00
3.01,2.95,3.01,2.85
3.00,2.88,3.00,2.88
2.88,2.95,2.95,2.88
2.94,2.98,3.00,2.90
2.99,3.13,3.15,2.91
3.08,2.95,3.14,2.91
2.92,2.94,3.04,2.91
2.97,2.96,2.98,2.90
2.97,2.96,2.98,2.93
2.96,2.76,2.96,2.75
2.76,2.63,2.80,2.52
2.65,2.57,2.85,2.56
2.60,2.66,2.70,2.60
2.68,2.55,2.74,2.54
2.51,2.48,2.56,2.41
2.45,2.24,2.45,2.15
2.23,2.07,2.23,2.04
2.08,2.03,2.26,1.98
2.03,2.07,2.14,2.00
2.02,1.98,2.07,1.95
1.98,1.70,2.00,1.65
1.72,1.77,1.87,1.60
1.79,1.68,1.79,1.65
1.65,1.54,1.79,1.50
1.52,1.49,1.64,1.38
1.54,1.55,1.65,1.47
1.59,1.52,1.60,1.45
1.49,1.32,1.55,1.29
1.31,1.40,1.51,1.29
1.42,1.29,1.47,1.26
1.30,1.26,1.39,1.19
1.24,1.20,1.24,1.13
1.61,1.27,1.64,1.25
1.26,1.24,1.34,1.15
1.26,1.26,1.33,1.19
1.38,1.33,1.38,1.26
1.25,1.23,1.34,1.23
1.23,1.22,1.24,1.21
1.22,1.07,1.23,1.03
1.07,1.08,1.18,1.07
1.07,1.07,1.08,1.07
1.07,1.10,1.12,1.04
1.08,0.92,1.15,0.88
0.92,0.93,0.97,0.92
0.97,0.94,1.00,0.93
0.95,0.95,0.97,0.93
0.95,0.95,0.99,0.93
1.01,1.06,1.07,0.93
1.05,1.08,1.08,0.93
1.05,1.10,1.11,1.00
1.10,1.17,1.17,0.99
1.16,1.13,1.16,1.01
1.11,1.22,1.22,1.11
1.25,1.17,1.25,1.12
1.22,1.12,1.22,1.12
1.11,1.02,1.11,1.01
1.07,1.06,1.09,1.03
1.14,1.14,1.55,1.11
1.09,1.07,1.11,1.04
1.09,1.11,1.20,1.09
1.15,1.05,1.16,1.04
1.05,1.09,1.13,1.04
1.06,1.10,1.11,1.05
1.10,1.10,1.10,1.03
1.11,1.16,1.16,1.11
1.18,1.22,1.23,1.15
1.22,1.16,1.22,1.14
1.18,1.14,1.25,1.13
1.14,1.15,1.23,1.11
1.11,1.10,1.16,1.10
1.12,1.14,1.15,1.10
1.12,1.12,1.18,1.12
1.12,1.12,1.13,1.12
1.11,1.06,1.11,1.04
1.04,1.02,1.05,1.01
1.04,1.04,1.10,1.01
1.05,1.10,1.15,1.01
1.11,1.11,1.14,1.07
1.09,1.11,1.11,1.07
1.11,1.14,1.14,1.10
1.15,1.14,1.18,1.11
1.13,1.18,1.18,1.13
1.19,1.87,2.16,1.15
1.52,1.46,1.60,1.35
1.46,1.46,1.50,1.36
1.54,1.41,1.54,1.38
1.44,1.44,1.50,1.42
1.44,1.43,1.47,1.42
1.45,1.41,1.47,1.33
1.45,1.42,1.45,1.41
1.47,1.38,1.49,1.38
1.40,1.30,1.41,1.27
1.25,1.22,1.29,1.20
1.27,1.18,1.27,1.13
1.23,1.20,1.40,1.14
1.20,1.12,1.20,1.11
1.12,1.10,1.15,1.08
1.09,1.05,1.13,1.03
1.44,1.19,1.48,1.14
1.13,1.01,1.13,1.00
1.03,0.92,1.03,0.91
0.97,1.00,1.07,0.83
1.00,0.98,1.00,0.88
0.99,1.00,1.00,0.95
1.00,1.02,1.07,0.96
1.03,1.05,1.05,1.02
1.03,1.06,1.08,0.98
1.05,1.02,1.07,0.96
1.04,1.00,1.04,0.94
1.00,0.99,1.00,0.98
1.00,0.97,1.02,0.96
1.20,1.22,1.58,1.11
1.30,1.25,1.44,1.25
1.26,1.48,1.59,1.25
0.84,0.72,0.85,0.69
0.73,0.73,0.76,0.69
0.74,0.71,0.74,0.70
0.73,0.73,0.73,0.68
0.73,0.73,0.74,0.70
0.73,0.70,0.73,0.69
0.71,0.69,0.72,0.69
0.72,0.64,0.72,0.64
0.64,0.58,0.64,0.58
0.58,0.55,0.58,0.53
0.55,0.59,0.63,0.54
0.59,0.60,0.62,0.57
0.61,0.60,0.62,0.56
0.59,0.52,0.60,0.52
0.51,0.53,0.58,0.51
0.54,0.55,0.56,0.51
0.58,0.56,0.58,0.53
0.55,0.48,0.55,0.48
0.50,0.49,0.50,0.49
0.50,0.52,0.55,0.50
0.52,0.55,0.55,0.49
0.56,0.55,0.56,0.52
0.57,0.56,0.60,0.56
0.55,0.52,0.55,0.50
0.52,0.52,0.53,0.51
0.51,0.52,0.52,0.48
0.49,0.50,0.52,0.45
0.50,0.50,0.50,0.47
0.48,0.44,0.49,0.43
0.44,0.42,0.44,0.38
0.43,0.46,0.46,0.42
0.46,0.40,0.48,0.35
0.40,0.43,0.44,0.40
0.43,0.38,0.43,0.37
0.37,0.44,0.45,0.36
0.39,0.40,0.43,0.38
0.45,0.40,0.45,0.38
0.36,0.39,0.39,0.35
0.39,0.38,0.42,0.36
0.42,0.37,0.42,0.37
0.36,0.36,0.38,0.35
0.38,0.38,0.39,0.37
0.38,0.40,0.40,0.37
0.39,0.41,0.42,0.39
0.42,0.42,0.44,0.41
0.44,0.47,0.48,0.41
0.45,0.44,0.48,0.43
0.45,0.43,0.46,0.40
0.44,0.46,0.47,0.43
0.45,0.46,0.47,0.44
0.47,0.44,0.47,0.43
0.44,0.44,0.44,0.42
0.43,0.43,0.44,0.42
0.42,0.42,0.43,0.41
0.42,0.46,0.46,0.41
0.45,0.47,0.49,0.44
0.49,0.53,0.54,0.49
0.54,0.55,0.55,0.52
0.55,0.58,0.59,0.55
0.60,0.64,0.65,0.60
0.64,0.64,0.64,0.51
0.63,0.64,0.64,0.58
0.61,0.61,0.63,0.59
0.62,0.61,0.62,0.58
0.62,0.64,0.65,0.60
0.63,0.66,0.68,0.63
0.71,0.75,0.79,0.65
0.79,0.76,0.83,0.71
0.74,0.68,0.75,0.65
0.69,0.65,0.70,0.65
0.66,0.61,0.71,0.61
0.62,0.54,0.65,0.36
0.57,0.60,0.60,0.54
0.60,0.70,0.75,0.57
0.67,0.73,0.77,0.65
0.76,0.73,0.77,0.70
0.75,0.74,0.76,0.68
0.73,0.75,0.75,0.73
0.75,0.81,0.81,0.74
0.81,0.80,0.84,0.80
0.80,0.80,0.80,0.72
0.76,0.80,0.80,0.75
0.81,0.79,0.83,0.75
0.85,0.84,0.87,0.82
0.85,0.84,0.87,0.82
0.85,0.82,0.85,0.82
0.87,0.92,0.96,0.86
0.93,1.10,1.25,0.93
1.10,1.05,1.14,1.04
1.05,0.92,1.05,0.92
0.99,1.09,1.17,0.97
1.12,1.08,1.13,1.00
1.11,1.09,1.11,1.04
1.12,1.12,1.16,1.06
1.10,1.16,1.18,1.08
1.20,1.36,1.48,1.19
1.43,1.41,1.49,1.30
1.44,1.44,1.44,1.35
1.47,1.74,1.83,1.44
1.83,1.94,1.98,1.65
2.11,2.35,2.35,1.92
2.29,2.52,2.88,2.17
2.50,2.19,2.56,2.12
2.22,1.91,2.23,1.75
1.89,2.25,2.27,1.84
2.56,2.48,2.64,2.39
2.40,2.61,2.66,2.27
2.54,2.39,2.60,2.31
2.50,2.57,2.58,2.40
2.46,2.50,2.55,2.40
2.41,2.47,2.48,2.17
2.64,2.58,2.72,2.44
2.14,2.31,2.38,1.95
2.28,2.18,2.33,2.11
2.18,2.21,2.31,2.18
2.17,2.08,2.23,2.04
2.06,1.81,2.10,1.75
1.78,1.86,1.95,1.77
1.82,1.86,1.92,1.80
1.96,1.81,2.00,1.81
1.81,1.86,1.89,1.74
1.82,1.82,1.88,1.82
1.84,1.98,2.00,1.82
1.97,1.99,1.99,1.92
1.97,2.03,2.10,1.95
2.07,2.07,2.09,2.02
2.03,2.08,2.10,1.98
1.54,1.77,1.78,1.50
1.83,1.74,1.87,1.68
1.74,1.70,1.75,1.63
1.70,1.64,1.71,1.61
1.64,1.59,1.70,1.57
1.60,1.51,1.61,1.34
1.51,1.52,1.55,1.47
1.51,1.50,1.55,1.50
1.50,1.52,1.62,1.50
1.51,1.48,1.53,1.45
1.47,1.44,1.49,1.43
1.44,1.45,1.47,1.38
1.42,1.43,1.50,1.41
1.41,1.43,1.49,1.41
1.43,1.52,1.55,1.42
1.64,1.52,1.64,1.45
1.65,1.58,1.70,1.46
1.57,1.58,1.60,1.51
1.52,1.53,1.60,1.48
1.39,1.50,1.50,1.35
1.46,1.41,1.47,1.35
1.45,1.40,1.48,1.34
1.42,1.43,1.44,1.35
1.43,1.47,1.48,1.40
1.49,1.47,1.49,1.42
1.47,1.42,1.49,1.38
1.41,1.44,1.46,1.38
1.43,1.31,1.43,1.30
1.41,1.41,1.45,1.34
1.39,1.41,1.49,1.39
1.41,1.42,1.47,1.41
1.44,1.41,1.44,1.40
1.44,1.42,1.44,1.40
1.43,1.41,1.46,1.40
1.44,1.40,1.45,1.40
1.39,1.39,1.42,1.39
1.39,1.41,1.41,1.37
1.42,1.38,1.42,1.35
1.36,1.37,1.42,1.36
1.38,1.36,1.41,1.36
1.38,1.38,1.39,1.36
1.39,1.36,1.40,1.36
1.37,1.34,1.38,1.33
1.33,1.25,1.34,1.15
1.25,1.27,1.28,1.23
1.24,1.17,1.26,1.17
1.18,1.19,1.22,1.15
1.21,1.20,1.23,1.19
1.21,1.21,1.23,1.19
1.23,1.32,1.33,1.22
1.36,1.42,1.42,1.33
1.44,1.41,1.49,1.36
1.43,1.45,1.49,1.38
1.32,1.33,1.44,1.27
1.33,1.35,1.37,1.32
1.35,1.44,1.45,1.31
1.45,1.62,1.63,1.45
1.62,1.52,1.65,1.50
1.51,1.48,1.51,1.39
1.47,1.44,1.51,1.44
1.51,1.49,1.53,1.46
1.49,1.44,1.53,1.43
1.43,1.45,1.49,1.40
1.45,1.47,1.47,1.43
1.49,1.49,1.51,1.44
1.48,1.49,1.51,1.46
1.50,1.47,1.50,1.45
1.45,1.48,1.49,1.45
1.49,1.48,1.51,1.47
1.50,1.46,1.51,1.45
1.45,1.43,1.50,1.43
1.45,1.45,1.47,1.43
1.44,1.43,1.45,1.40
1.45,1.52,1.52,1.43
1.53,1.45,1.53,1.44
1.45,1.44,1.47,1.43
1.44,1.48,1.48,1.44
1.48,1.51,1.51,1.45
1.50,1.52,1.53,1.47
1.55,1.50,1.61,1.50
1.55,1.57,1.60,1.50
1.57,1.57,1.62,1.51
1.59,1.68,1.72,1.52
1.70,1.64,1.72,1.58
1.66,1.70,1.70,1.63
1.70,1.72,1.78,1.68
1.73,1.67,1.74,1.66
1.68,1.67,1.68,1.63
1.67,1.60,1.67,1.58
1.61,1.65,1.65,1.56
1.64,1.67,1.68,1.58
1.68,1.64,1.68,1.61
1.65,1.60,1.65,1.59
1.61,1.60,1.62,1.57
1.58,1.59,1.61,1.52
1.59,1.59,1.61,1.53
1.58,1.52,1.59,1.52
1.53,1.47,1.55,1.45
1.46,1.47,1.55,1.45
1.48,1.43,1.52,1.43
1.43,1.43,1.47,1.43
1.43,1.41,1.47,1.40
1.40,1.45,1.46,1.37
1.44,1.46,1.47,1.39
1.47,1.43,1.47,1.41
1.44,1.42,1.45,1.42
1.45,1.40,1.45,1.40
1.42,1.38,1.44,1.35
1.41,1.36,1.41,1.34
1.37,1.25,1.37,1.24
1.25,1.21,1.31,1.20
1.12,1.12,1.22,1.10
1.15,1.19,1.21,1.14
1.21,1.23,1.29,1.21
1.24,1.24,1.30,1.21
1.21,1.28,1.32,1.13
1.31,1.32,1.35,1.27
1.21,1.30,1.33,1.20
1.29,1.34,1.52,1.23
1.34,1.35,1.38,1.30
1.34,1.33,1.36,1.28
1.32,1.27,1.40,1.27
1.26,1.30,1.33,1.23
1.30,1.31,1.31,1.23
1.30,1.26,1.30,1.24
1.26,1.25,1.28,1.23
1.25,1.26,1.26,1.23
1.24,1.24,1.28,1.23
1.24,1.22,1.27,1.20
1.22,1.18,1.24,1.12
1.16,1.04,1.25,1.00
1.05,1.10,1.11,1.04
1.10,1.12,1.15,1.01
1.14,1.06,1.14,1.03
