DNBF,DNB Financial Corp - Common Stock,NASDAQ
17.53,17.14,17.53,16.50
17.10,17.68,17.68,17.09
17.66,17.14,17.75,16.53
17.03,17.03,17.03,17.03
17.03,17.03,17.03,17.03
17.15,17.38,17.39,17.15
17.59,17.71,17.71,17.59
17.25,17.40,17.40,17.25
17.22,17.22,17.22,17.22
16.50,16.96,17.30,16.50
17.06,17.19,17.19,17.06
17.12,17.20,17.20,17.12
17.05,17.05,17.05,17.05
17.14,17.14,17.14,17.14
17.25,17.25,17.35,17.02
17.71,17.71,17.71,17.71
17.70,17.70,17.70,17.70
17.70,17.70,17.70,17.70
17.70,17.70,17.70,17.70
17.54,17.54,17.54,17.54
17.50,17.50,17.50,17.50
17.61,17.70,17.70,17.58
17.75,17.80,18.17,17.75
17.85,17.85,17.85,17.85
17.82,18.00,18.00,17.82
18.00,18.05,18.80,17.52
18.23,18.23,18.23,18.23
18.99,18.00,18.99,18.00
17.94,17.94,17.94,17.94
17.94,17.94,17.94,17.94
17.97,17.97,17.97,17.97
17.97,17.97,17.97,17.97
18.05,17.80,18.05,17.68
17.97,17.95,17.97,17.95
17.89,18.50,18.50,17.89
17.41,17.80,18.00,17.35
17.80,17.80,17.80,17.80
18.00,18.00,18.00,18.00
17.65,17.81,18.23,17.65
17.97,17.97,17.97,17.97
18.00,18.29,18.29,18.00
18.29,18.29,18.29,18.29
18.29,18.29,18.29,18.29
18.00,18.00,18.00,18.00
18.10,18.10,18.10,18.10
18.23,18.23,18.23,18.23
18.23,18.23,18.23,18.23
18.23,18.23,18.23,18.23
18.23,18.23,18.23,18.23
18.21,19.00,19.00,18.21
18.96,18.53,18.99,16.03
19.00,18.26,19.00,18.26
18.35,18.35,18.35,18.35
18.32,19.98,19.98,18.20
19.77,19.50,19.77,19.50
19.50,19.50,19.50,19.50
19.50,19.44,19.50,19.44
19.43,19.45,19.50,18.25
19.97,21.00,23.43,19.71
21.15,22.64,22.99,21.14
22.79,21.20,22.79,20.56
21.31,21.31,21.31,21.31
21.30,21.30,21.30,21.30
19.13,20.42,20.42,19.00
20.40,20.40,20.40,20.40
21.08,21.08,21.08,21.08
21.88,21.88,21.88,21.88
21.95,21.80,21.95,21.80
21.81,21.77,21.81,19.94
19.69,19.69,19.69,19.69
19.79,20.96,21.00,19.79
20.83,20.83,20.83,20.83
20.83,20.83,20.83,20.83
19.89,20.95,20.99,19.89
20.77,20.77,20.77,20.77
20.77,20.77,20.77,20.77
20.00,20.00,20.03,20.00
20.05,19.50,20.05,19.24
19.55,20.00,20.00,19.35
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
19.40,20.00,20.00,19.40
20.00,20.00,20.00,20.00
19.95,22.00,22.00,19.95
22.00,22.00,22.00,22.00
19.61,19.61,19.61,19.61
20.02,20.02,20.02,20.02
20.02,20.02,20.02,20.02
20.02,20.02,20.02,20.02
20.02,20.02,20.02,20.02
20.05,20.05,20.05,20.05
20.57,20.00,20.57,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
20.95,20.95,20.95,20.95
20.20,20.03,20.20,20.03
20.21,20.11,20.21,20.11
20.11,20.11,20.11,20.11
20.11,20.11,20.11,20.11
20.11,20.11,20.11,20.11
20.11,20.11,20.11,20.11
20.11,20.11,20.11,20.11
20.97,21.20,21.25,20.97
21.00,21.00,21.00,20.96
21.00,21.00,21.00,21.00
21.00,21.00,21.00,21.00
21.00,19.54,21.00,19.54
19.88,19.88,19.88,19.88
19.64,19.64,19.64,19.64
19.60,19.81,19.81,19.60
19.81,19.81,19.81,19.81
19.81,19.81,19.81,19.81
19.63,19.80,19.80,19.63
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
18.55,20.40,20.40,18.51
20.00,20.00,20.01,20.00
20.43,20.43,20.43,20.43
20.43,20.43,20.43,20.43
20.43,20.43,20.43,20.43
19.05,19.05,19.05,19.05
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.00,20.75,20.75,20.00
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.75,20.75,20.75,20.75
20.70,20.70,20.70,20.70
20.48,20.48,20.48,20.48
20.50,20.50,20.50,20.50
20.50,20.65,20.65,20.50
20.00,20.00,20.00,20.00
20.25,20.25,20.25,20.25
20.10,20.25,20.25,20.10
20.10,20.26,20.26,20.10
20.50,20.65,20.65,20.50
20.65,20.70,20.70,20.05
20.50,20.03,20.50,20.00
20.31,20.40,20.43,20.31
20.40,20.70,20.70,20.40
20.50,20.65,20.65,20.50
20.66,20.66,20.66,20.66
20.50,20.50,20.50,20.50
20.61,20.61,20.61,20.61
20.66,20.50,20.66,20.47
20.50,20.50,20.50,20.50
20.55,20.63,20.66,20.55
20.65,20.60,20.66,20.60
20.60,20.60,20.60,20.60
20.65,20.65,20.65,20.65
20.66,20.66,20.66,20.66
20.66,20.66,20.66,20.66
20.66,20.66,20.66,20.66
20.05,20.05,20.05,20.05
19.06,19.00,19.07,18.53
19.14,19.00,19.14,18.80
19.00,19.42,19.42,19.00
19.07,19.00,19.07,19.00
19.40,19.05,19.50,19.05
20.45,19.97,20.45,19.97
18.85,18.85,18.85,18.85
18.85,18.85,18.85,18.85
19.05,19.05,19.05,19.05
19.05,19.05,19.05,19.05
19.50,19.50,19.50,19.50
19.89,19.89,19.89,19.89
19.89,19.89,19.89,19.89
18.97,19.10,19.14,18.97
19.98,19.60,19.99,19.04
19.99,19.99,19.99,19.99
19.99,19.99,19.99,19.99
19.05,19.05,19.05,19.05
19.99,19.99,19.99,19.99
19.43,20.00,20.00,19.40
20.15,19.70,20.27,19.70
19.70,19.70,19.70,19.70
19.90,19.90,19.90,19.90
20.50,20.49,20.50,20.49
20.49,20.49,20.49,20.49
20.50,20.50,20.50,20.50
19.96,20.50,20.50,19.96
20.50,20.50,20.50,20.50
19.61,19.52,19.61,19.52
19.52,19.52,19.52,19.52
20.00,20.05,20.23,19.95
20.05,20.05,20.05,20.05
20.13,20.05,20.13,20.05
20.20,20.20,20.20,20.20
20.16,20.16,20.16,20.16
19.60,19.60,19.60,19.60
20.18,20.18,20.18,20.18
20.19,20.20,20.20,20.19
20.28,20.50,20.50,20.13
20.50,20.50,20.50,20.50
20.00,19.80,20.00,19.80
19.80,19.83,19.93,19.78
20.35,20.15,20.35,20.09
20.09,20.10,20.10,20.09
19.75,19.75,19.75,19.75
20.50,20.25,20.50,20.00
19.51,19.69,19.75,19.50
19.69,19.69,19.69,19.69
19.75,20.00,20.00,19.75
20.00,20.00,20.00,20.00
19.96,20.24,20.48,19.96
20.24,20.24,20.24,20.24
19.67,20.00,20.00,19.67
20.00,20.00,20.00,20.00
20.45,20.30,20.45,20.30
20.20,20.46,20.46,20.20
19.28,20.47,20.47,19.28
20.50,20.50,20.50,20.50
20.50,20.50,20.50,20.50
20.50,20.50,20.50,20.50
20.60,20.70,20.70,20.50
20.69,20.69,20.69,20.69
20.70,20.70,20.70,20.70
20.70,20.70,20.70,20.70
20.75,20.80,20.80,20.70
20.97,20.80,22.75,20.70
20.70,21.00,21.00,20.70
20.80,20.80,20.80,20.80
21.00,21.35,21.35,21.00
21.35,21.35,21.35,21.35
21.48,21.50,21.50,21.48
21.25,21.25,21.25,21.25
22.90,22.90,22.90,22.90
22.90,22.90,22.90,22.90
22.90,22.90,22.90,22.90
20.43,20.43,20.43,20.43
20.43,20.43,20.43,20.43
20.43,20.43,20.43,20.43
20.62,20.62,20.62,20.62
21.25,21.25,21.25,21.25
21.25,21.25,21.25,21.25
21.25,21.25,21.25,21.25
22.75,22.75,22.75,20.56
22.75,22.75,22.75,22.75
22.70,22.75,22.75,22.70
22.75,22.75,22.75,22.75
22.75,22.75,22.75,22.75
21.20,21.20,21.20,21.20
22.00,22.90,22.90,22.00
22.90,22.90,22.90,22.90
21.00,21.22,21.25,21.00
21.05,21.25,21.25,21.05
21.25,21.25,21.25,21.25
20.60,21.00,21.95,20.50
21.35,21.25,21.36,21.25
20.56,21.25,21.30,20.56
21.25,21.25,21.25,21.25
21.05,21.25,21.25,21.05
20.55,21.25,21.33,20.55
21.25,21.25,21.25,21.25
20.66,21.00,21.00,20.57
21.80,21.50,21.80,21.00
21.92,21.50,21.99,21.31
21.00,21.92,21.99,21.00
21.88,21.66,21.88,21.50
21.66,21.66,21.66,21.66
21.90,21.05,21.90,21.05
21.05,21.05,21.05,21.05
21.06,21.06,21.06,21.06
21.30,21.05,21.30,21.05
21.02,21.03,21.16,21.00
21.03,21.03,21.03,21.03
21.03,21.03,21.03,21.03
21.20,20.76,21.20,20.76
22.00,22.00,22.00,22.00
21.43,21.34,21.43,20.95
21.28,21.30,21.30,21.28
21.30,21.30,21.30,21.30
21.30,21.30,21.30,21.30
21.30,21.30,21.30,21.30
21.25,21.33,21.40,21.25
21.31,21.50,21.50,21.30
21.50,21.50,21.50,21.50
21.74,21.95,21.95,21.74
21.68,21.64,21.70,21.63
21.99,21.99,21.99,21.99
21.90,22.00,22.00,21.90
22.00,21.75,22.00,21.75
21.75,21.75,21.75,21.75
21.75,21.75,21.75,21.75
21.90,22.00,22.00,21.90
21.98,22.00,22.00,21.98
22.00,21.95,22.00,21.95
22.00,21.42,22.00,21.35
21.50,21.50,21.50,21.50
22.00,21.95,22.00,21.91
21.90,21.95,21.95,21.80
21.80,21.80,21.80,21.80
22.00,22.00,22.00,22.00
21.94,21.88,21.94,21.75
21.75,21.75,21.75,21.75
21.75,21.75,21.75,21.75
21.75,21.75,21.75,21.75
21.75,21.75,21.75,21.75
21.30,21.30,21.30,21.30
21.90,22.00,22.00,21.80
22.00,22.00,22.00,22.00
21.35,21.35,21.35,21.35
21.41,21.41,21.41,21.41
22.00,22.00,22.00,22.00
21.97,22.00,22.00,21.85
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
21.80,21.40,21.80,21.40
21.40,21.40,21.40,21.40
21.45,21.45,21.45,21.40
21.45,21.45,21.45,21.45
21.45,21.45,21.45,21.44
21.45,21.45,21.53,21.44
21.09,21.26,21.45,21.07
21.50,21.60,21.80,21.50
22.00,21.35,22.00,21.35
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.40,21.40,21.40,21.40
21.06,21.06,21.06,21.06
21.25,21.25,21.25,21.25
21.05,21.00,21.05,21.00
21.08,21.27,21.40,21.08
21.26,21.26,21.26,21.26
21.25,21.30,21.30,21.25
21.30,21.30,21.30,21.30
21.90,21.90,21.90,21.90
21.94,21.95,22.00,21.94
21.59,21.90,21.90,21.59
21.90,22.05,22.05,21.90
22.05,22.05,22.05,22.05
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
21.54,21.75,21.75,21.50
22.00,22.00,22.00,22.00
22.00,22.00,22.00,22.00
21.30,21.30,21.30,21.30
22.07,21.92,22.20,21.76
22.20,22.14,22.20,21.92
21.35,21.35,21.35,21.35
22.17,21.55,22.20,21.31
21.36,21.36,21.36,21.36
21.36,21.36,21.36,21.36
21.48,21.48,21.48,21.48
21.48,21.30,21.48,21.30
21.14,21.15,21.15,21.14
21.22,21.04,21.22,21.01
21.01,21.02,21.07,21.01
21.02,21.02,21.02,21.02
21.02,21.02,21.02,21.02
21.25,21.25,21.25,21.25
21.25,21.25,21.25,21.25
21.18,21.18,21.18,21.18
21.18,21.18,21.18,21.18
21.15,21.72,21.72,21.15
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
21.72,21.72,21.72,21.72
22.06,22.06,22.06,22.06
22.06,22.06,22.06,22.06
22.06,22.06,22.06,22.06
21.55,21.41,22.20,21.41
21.96,21.40,21.96,21.40
21.35,21.35,21.35,21.35
21.35,21.35,21.75,21.35
21.35,21.36,21.36,21.35
21.36,21.36,21.36,21.36
21.60,21.60,21.60,21.60
21.60,21.60,21.60,21.60
21.35,21.36,21.36,21.35
21.36,21.45,21.45,21.35
21.36,21.45,21.45,21.36
21.45,21.45,21.45,21.35
21.45,21.45,21.45,21.45
21.72,21.72,21.72,21.72
21.71,21.71,21.71,21.71
21.40,21.83,23.00,21.35
21.90,21.65,21.90,21.35
22.30,21.91,22.30,21.86
22.35,22.98,22.99,21.89
22.20,22.00,22.20,22.00
22.80,21.77,22.80,21.77
22.60,22.97,22.97,22.60
22.50,22.70,23.00,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.55,22.55,22.55,22.55
22.55,22.55,22.55,22.55
22.50,22.21,22.50,22.21
22.99,22.83,22.99,22.30
22.83,22.83,22.83,22.83
23.00,22.66,23.00,22.50
22.70,23.00,23.00,22.70
23.00,23.00,23.00,23.00
23.00,23.00,23.00,23.00
22.41,22.59,22.59,22.41
22.59,22.59,22.59,22.59
22.59,22.59,22.59,22.59
22.59,22.57,22.59,22.01
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.50,22.50,22.50,22.50
22.59,22.59,22.59,22.59
22.59,22.59,22.59,22.59
22.56,22.56,22.56,22.56
22.56,22.56,22.56,22.56
22.50,22.50,22.50,22.50
22.92,23.00,23.00,22.92
23.46,24.92,25.00,23.46
24.50,24.75,24.75,24.50
24.75,24.75,24.75,24.75
23.08,23.13,23.13,23.08
24.70,22.56,24.75,22.56
24.74,24.75,24.80,24.74
25.00,25.06,26.00,25.00
25.74,25.80,25.81,25.70
25.90,25.86,25.90,25.86
26.00,25.30,26.00,25.30
25.50,25.50,25.50,25.50
25.50,25.50,25.50,25.50
26.00,26.00,26.00,26.00
25.22,28.90,28.90,25.22
30.00,27.00,30.00,27.00
28.00,26.95,28.00,25.75
25.55,25.55,25.55,25.55
26.00,26.00,26.01,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,25.50
26.00,26.00,26.00,26.00
26.00,24.63,26.00,24.63
25.52,25.52,25.52,25.52
25.10,26.00,26.00,25.10
26.00,26.00,26.00,26.00
25.50,25.09,25.50,25.09
25.09,25.09,25.09,25.09
25.00,25.00,25.25,24.58
25.00,25.00,25.08,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.25,25.25,25.25,25.25
25.05,25.00,25.05,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
26.00,25.62,26.00,25.19
25.62,26.34,26.34,25.62
26.55,27.10,27.10,26.55
27.20,26.95,27.45,26.95
26.86,26.63,26.94,26.63
26.72,26.75,26.78,26.58
26.90,25.38,26.90,25.05
25.51,25.70,25.75,25.07
25.80,27.05,27.55,25.80
27.05,26.94,27.28,26.94
26.90,25.60,27.01,25.43
26.30,25.65,26.30,25.15
25.85,25.46,25.85,25.46
25.50,25.85,25.85,25.33
26.29,25.95,26.58,25.95
26.20,25.45,26.20,25.15
25.45,25.45,25.45,25.37
25.50,25.60,25.69,25.50
25.80,25.80,26.00,25.76
26.10,27.14,27.79,26.07
26.58,26.58,26.58,26.58
26.20,26.08,26.20,25.06
26.10,26.15,26.60,25.55
26.20,26.20,26.25,25.95
26.50,26.61,27.00,26.25
26.60,26.83,27.25,26.60
26.77,26.25,26.90,25.64
25.26,25.26,25.26,25.26
25.81,25.68,25.81,25.50
26.12,26.12,26.12,26.12
25.63,25.67,26.25,25.63
26.05,25.78,26.35,25.64
26.08,26.20,26.75,25.86
26.15,25.85,26.50,25.64
25.70,26.38,27.17,25.67
26.28,26.28,26.85,25.65
26.08,25.99,26.60,25.59
26.00,25.99,26.00,25.89
26.00,26.51,26.74,25.60
25.79,25.50,26.94,25.50
25.55,26.05,26.95,25.05
25.50,26.48,26.48,25.50
26.47,26.00,26.47,26.00
25.81,25.78,26.06,25.77
25.78,25.78,25.78,25.78
25.80,26.02,26.36,25.09
26.00,25.84,26.55,25.52
25.20,25.50,26.25,25.20
25.19,25.23,26.10,25.19
25.28,25.50,25.93,25.07
25.51,25.50,25.85,25.20
25.40,25.41,25.76,25.30
25.69,25.95,26.15,25.46
26.02,26.24,26.50,25.46
25.82,25.75,27.49,25.55
25.90,26.17,26.47,25.26
25.61,26.14,26.15,25.61
25.75,25.84,26.28,25.60
25.89,26.04,26.05,25.68
26.15,26.00,26.33,25.81
25.31,25.31,25.31,25.31
25.76,26.00,26.58,25.75
25.60,26.30,26.70,25.60
26.29,26.45,26.94,26.25
26.36,26.38,26.38,26.16
26.18,26.39,26.39,26.18
26.50,27.80,27.80,26.35
26.11,26.63,26.75,26.11
26.50,28.00,28.00,26.45
28.00,28.00,28.00,27.51
28.00,28.00,28.00,28.00
27.00,27.44,27.80,26.87
27.01,27.13,27.30,26.90
27.13,27.13,27.13,27.13
26.90,26.84,27.13,26.75
26.55,26.96,27.30,26.55
26.96,26.96,26.96,26.96
26.61,26.50,27.49,26.50
26.88,26.58,26.88,26.58
26.86,26.54,26.86,26.50
26.89,26.66,26.89,26.65
26.50,27.11,27.60,26.50
26.62,26.99,26.99,26.55
26.84,27.16,27.50,26.70
26.50,26.41,26.50,26.29
27.03,26.19,27.03,26.16
25.76,26.23,26.23,25.76
26.30,26.30,26.30,26.30
25.80,25.76,26.30,25.76
26.24,25.85,26.24,25.54
25.37,26.00,26.05,25.27
25.54,26.10,26.10,25.51
26.01,26.04,26.04,26.01
25.79,26.00,26.00,25.79
26.30,26.22,26.30,26.22
26.30,26.02,26.30,25.99
26.30,26.00,26.30,26.00
26.00,25.94,26.00,25.76
25.97,25.96,25.97,25.83
25.79,26.30,26.54,25.79
26.30,26.60,26.97,26.19
26.18,26.75,26.75,26.07
25.88,26.60,26.60,25.88
26.06,26.40,26.41,26.02
26.39,26.39,26.39,26.08
26.30,26.60,26.60,26.30
26.60,26.60,26.60,26.60
26.47,26.63,26.70,26.47
26.63,26.63,26.63,26.63
26.30,26.33,26.33,26.30
26.33,26.33,26.33,26.33
27.37,26.34,27.37,26.34
26.20,26.14,26.75,26.14
26.45,26.50,26.74,26.14
26.51,26.70,27.00,26.51
26.83,26.95,27.94,26.83
26.89,26.89,26.89,26.89
26.68,26.68,26.68,26.68
27.00,27.49,28.00,27.00
27.02,26.80,27.86,26.80
27.81,26.85,27.81,26.85
27.04,27.99,27.99,27.04
27.99,27.99,27.99,27.99
26.70,26.70,26.70,26.70
26.70,26.70,26.70,26.70
26.93,26.93,26.93,26.93
26.93,26.93,26.93,26.93
26.93,26.93,26.93,26.93
26.85,26.85,26.85,26.85
26.85,26.85,26.85,26.85
26.85,26.85,26.85,26.85
26.85,26.85,26.85,26.85
27.31,27.37,27.51,27.12
28.00,28.00,28.00,28.00
28.00,28.00,28.00,28.00
27.20,27.20,27.20,27.20
27.20,27.20,27.20,27.20
27.99,28.28,28.35,27.70
28.06,28.40,28.40,27.58
28.25,28.80,29.45,28.25
29.00,29.16,29.50,29.00
30.00,29.95,30.00,29.75
29.75,29.75,29.75,29.75
29.75,29.75,29.75,29.75
27.44,28.99,28.99,27.44
28.98,28.98,28.98,28.98
28.75,28.45,28.75,28.40
28.45,28.45,28.45,28.45
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.90,27.64,27.90,27.49
27.57,27.55,27.57,27.55
27.60,27.99,27.99,27.60
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.50,27.50,27.50
27.50,27.90,28.35,27.50
28.00,27.51,28.00,27.50
27.51,27.51,27.51,27.51
27.51,27.51,27.51,27.51
27.51,27.51,27.51,27.51
27.50,27.55,27.75,27.50
27.98,27.55,27.98,27.55
27.89,27.89,27.89,27.87
28.99,28.90,28.99,28.90
30.00,28.00,30.00,27.99
28.00,28.00,28.00,28.00
29.45,29.50,29.50,29.45
29.21,29.21,29.21,29.21
27.05,27.69,28.00,27.05
28.16,28.00,28.16,27.93
28.95,28.40,28.95,28.40
28.64,29.50,29.50,28.64
28.80,28.51,29.42,27.08
28.05,28.09,28.30,28.05
28.44,29.25,29.25,28.05
28.00,27.95,28.12,27.95
27.95,27.95,27.95,27.95
27.95,27.95,27.95,27.95
28.50,28.50,28.51,28.50
28.50,28.15,28.50,28.15
28.33,28.25,28.60,28.10
27.60,28.25,29.00,27.60
27.66,28.42,28.45,27.66
28.00,28.80,28.80,27.81
29.32,28.78,29.32,28.78
28.78,28.78,28.78,28.78
28.86,28.45,28.95,28.45
29.40,29.40,29.40,29.40
29.35,29.40,29.40,29.35
28.74,28.74,28.74,28.74
29.30,28.45,29.30,28.31
28.00,28.50,28.74,27.93
28.00,28.15,28.15,28.00
28.34,28.35,28.35,28.34
28.20,28.21,28.21,28.20
28.30,28.38,28.39,28.30
28.15,28.75,28.75,28.15
28.70,28.50,29.00,28.50
28.50,28.50,28.50,28.50
28.39,28.39,28.39,28.39
28.95,28.50,28.95,28.10
28.90,29.05,29.05,28.90
28.40,29.40,29.40,28.26
29.40,29.40,29.40,29.40
28.75,29.34,29.34,28.75
28.91,29.40,29.40,28.91
29.40,29.40,29.40,29.40
29.40,29.40,29.40,29.40
29.40,29.40,29.40,29.40
29.40,29.40,29.40,29.40
29.04,28.80,29.04,28.41
28.75,28.75,28.78,28.75
28.76,28.76,28.76,28.76
28.76,28.76,28.76,28.76
28.76,28.76,28.76,28.76
29.40,29.35,29.40,28.17
29.40,29.40,29.40,29.22
29.40,29.38,29.40,29.35
29.45,29.39,29.45,29.36
29.50,29.40,29.50,28.80
29.40,29.40,29.40,28.85
29.45,29.40,29.45,28.72
29.40,29.40,29.40,28.96
29.26,28.59,29.40,28.04
28.85,28.82,29.14,28.00
28.91,29.05,29.05,28.91
29.22,29.20,29.40,28.16
28.80,29.05,29.05,28.80
29.34,29.30,29.34,28.64
28.22,29.00,29.00,28.22
28.50,29.01,29.35,28.50
29.29,29.25,29.35,29.23
29.22,28.52,29.25,28.52
29.16,29.50,29.50,28.56
29.43,29.43,29.43,29.43
29.20,28.79,29.25,28.26
28.38,28.50,28.79,28.21
28.48,28.37,28.48,28.20
28.01,28.28,28.40,28.01
28.11,28.11,28.11,28.11
28.10,28.14,28.14,28.00
27.90,27.90,27.90,27.90
27.80,27.80,27.80,27.80
27.80,27.80,27.80,27.80
27.65,27.44,27.72,26.83
26.90,26.90,26.90,26.90
27.82,27.34,27.82,27.34
27.34,27.34,27.34,27.34
28.48,28.48,28.48,28.48
28.48,28.48,28.48,28.48
28.34,28.00,28.40,28.00
27.02,27.25,27.25,27.02
27.35,27.24,27.35,27.24
27.24,27.24,27.24,27.24
27.24,27.24,27.24,27.24
25.40,25.40,25.40,25.40
25.40,25.40,25.40,25.40
27.00,25.45,27.00,25.45
25.45,25.45,25.45,25.45
25.45,25.45,25.45,25.45
25.45,25.45,25.45,25.45
26.45,26.55,26.55,26.45
26.55,26.61,26.61,26.55
26.61,26.61,26.61,26.61
26.61,26.61,26.61,26.61
25.72,26.19,27.90,25.50
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.43,27.43,27.43,27.43
27.50,27.14,27.50,27.14
27.14,27.14,27.14,27.14
27.14,27.21,27.21,27.14
27.21,27.21,27.21,27.21
27.52,27.83,27.90,27.40
27.81,27.57,27.90,27.35
27.25,27.90,27.90,27.14
27.90,27.90,27.90,27.90
26.72,26.08,27.08,26.08
26.74,26.04,26.74,25.76
26.05,25.96,26.06,25.96
25.95,25.85,25.95,25.85
25.89,25.94,25.94,25.50
26.30,26.30,26.30,26.30
25.99,25.86,25.99,25.79
25.65,25.53,25.76,25.50
25.80,25.60,26.30,25.60
25.92,25.94,26.00,25.60
25.20,24.91,25.43,24.91
24.10,24.17,25.00,24.10
24.05,24.50,25.00,24.05
25.05,25.03,25.05,25.03
24.97,24.97,24.97,24.97
24.97,24.97,24.97,24.97
24.50,24.25,24.50,24.00
24.04,23.05,24.04,23.05
23.57,24.00,24.00,23.57
23.90,23.60,23.90,23.60
24.00,24.00,24.00,24.00
23.71,23.71,23.72,23.71
24.00,23.75,24.00,23.75
23.75,23.75,23.75,23.75
23.75,23.75,23.75,23.75
24.00,23.99,24.00,23.99
24.35,24.05,24.50,23.75
24.05,24.05,24.05,24.05
23.77,24.61,24.85,23.77
24.31,24.55,25.91,24.31
24.85,25.00,25.25,24.85
25.15,25.15,25.15,25.15
25.26,25.91,25.91,25.26
25.60,25.60,25.60,25.60
25.76,25.76,25.76,25.76
25.72,25.90,25.90,25.60
25.59,25.91,25.91,25.59
26.63,26.47,26.63,26.00
26.50,26.04,26.50,26.04
26.06,26.06,26.06,26.06
26.00,26.00,26.00,25.38
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
25.93,25.93,25.93,25.93
25.93,25.93,25.93,25.93
25.93,25.93,25.93,25.93
25.93,25.93,25.93,25.93
25.93,25.93,25.93,25.93
25.93,25.93,25.93,25.93
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.26,25.26,25.26,25.26
25.88,25.88,25.88,25.88
26.00,26.00,26.25,25.59
25.63,25.42,26.00,25.20
25.85,25.85,25.85,25.85
25.50,25.50,25.50,25.50
25.49,25.50,25.50,25.45
26.01,26.01,26.01,26.01
26.01,26.01,26.01,26.01
26.00,26.00,26.00,26.00
26.00,26.00,26.00,26.00
25.45,25.45,25.45,25.45
26.00,25.92,26.00,25.58
25.92,25.92,25.92,25.92
25.25,25.73,25.73,25.25
25.44,25.36,25.58,25.35
25.36,25.36,25.36,25.36
25.36,25.36,25.36,25.36
25.36,25.36,25.36,25.36
25.30,25.30,25.30,25.30
25.30,25.30,25.30,25.30
25.30,25.30,25.30,25.30
25.30,25.30,25.30,25.30
25.30,25.30,25.30,25.30
25.36,25.35,25.46,25.35
25.75,25.45,25.75,25.40
25.35,25.35,25.35,25.35
25.35,25.35,25.35,25.35
25.39,25.35,25.39,25.35
25.35,25.35,25.35,25.35
25.35,25.35,25.40,25.35
25.50,25.45,25.90,25.35
25.90,25.90,25.95,25.90
25.35,25.35,25.35,25.35
25.40,25.50,25.50,25.40
25.50,25.65,25.65,25.50
25.70,25.01,25.70,25.01
25.01,25.01,25.01,25.01
25.10,25.08,25.13,25.05
25.10,25.09,25.25,25.09
25.10,25.50,25.50,25.10
25.51,25.51,25.51,25.51
25.75,25.75,25.75,25.75
25.50,25.05,25.60,25.05
25.05,25.05,25.05,25.05
26.25,25.05,26.25,25.05
25.50,25.75,25.75,25.50
26.20,26.25,26.25,26.13
26.45,26.45,26.45,26.22
26.40,26.50,26.65,26.30
26.50,26.50,26.50,26.50
26.25,26.30,26.50,26.25
25.75,26.15,26.15,25.50
26.10,27.10,27.10,26.10
26.41,27.60,27.60,26.41
27.45,27.45,27.45,26.85
27.30,27.30,27.30,27.30
27.25,27.30,27.35,27.25
27.00,27.50,28.20,25.80
26.55,27.50,27.50,26.50
25.85,26.50,27.20,25.85
26.25,27.30,27.30,26.25
27.00,28.30,28.45,26.60
