GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ
71.72,68.48,71.78,68.01
68.77,68.64,69.23,66.75
68.00,66.00,68.00,65.31
67.25,67.15,68.03,65.80
67.76,66.80,67.83,66.67
66.99,68.34,68.89,66.60
68.49,69.08,69.99,67.49
69.70,68.54,69.82,68.00
68.68,72.59,72.85,68.34
71.78,72.19,73.23,70.96
73.57,74.19,74.90,72.63
74.25,75.29,75.75,73.81
75.80,75.70,76.00,75.10
76.18,75.00,76.18,74.62
76.48,76.06,76.58,74.87
75.58,77.31,77.89,75.44
77.68,77.44,78.00,76.50
77.80,77.61,77.87,76.86
77.61,78.16,78.68,77.18
78.09,77.63,79.91,77.40
77.01,77.27,78.10,76.90
76.70,77.14,77.15,75.25
77.23,79.73,80.29,77.23
79.94,77.23,79.94,76.07
76.85,77.84,78.24,76.07
76.93,76.08,77.70,75.78
75.59,74.18,76.48,73.84
74.69,73.93,75.17,72.91
74.17,74.41,75.52,73.64
75.21,77.16,77.83,74.40
77.67,74.41,77.67,73.18
73.81,73.36,73.97,71.45
73.48,72.14,73.66,71.75
77.34,72.35,77.71,70.40
73.04,68.33,73.04,67.30
67.85,68.68,69.72,67.50
72.14,68.73,72.14,67.56
69.28,70.29,70.80,68.80
70.21,71.11,71.38,70.03
69.92,69.83,70.12,68.24
69.41,69.55,70.49,69.32
69.14,69.20,69.78,68.46
69.08,69.97,70.30,69.08
69.42,70.00,70.81,68.83
70.15,70.85,72.00,69.53
70.51,70.64,70.92,69.87
70.55,70.33,70.95,69.85
69.49,67.35,69.92,66.87
67.34,70.39,70.80,67.26
69.75,71.15,71.67,69.75
71.60,69.76,71.60,68.92
70.86,69.89,71.37,68.24
70.00,71.77,72.00,69.94
71.71,71.58,72.54,70.55
71.86,71.65,72.51,70.42
71.70,75.05,75.95,68.04
75.64,75.86,75.98,74.18
75.88,76.36,78.31,75.14
76.50,77.26,77.91,76.06
77.63,77.65,78.25,76.68
78.59,78.09,78.89,77.41
77.98,79.48,79.90,77.38
79.78,78.52,79.98,77.50
79.16,79.53,79.99,78.50
79.51,77.29,79.55,76.68
77.36,77.83,78.30,75.90
77.80,77.44,77.86,76.07
77.93,80.58,80.87,77.02
81.11,82.72,83.12,81.09
82.00,83.87,84.59,82.00
82.35,84.28,84.82,81.90
84.26,83.03,85.45,82.76
82.22,86.21,86.60,80.78
86.44,84.52,87.19,83.27
84.36,85.51,85.99,83.50
85.04,82.78,85.04,82.25
83.03,81.89,83.52,81.07
81.91,79.84,82.86,79.67
80.86,83.30,83.64,79.60
84.01,88.57,88.75,84.01
87.75,88.16,88.50,86.26
87.91,87.01,88.53,85.99
88.01,89.32,89.80,86.96
88.75,89.50,91.48,88.02
90.28,89.70,91.11,89.13
89.72,91.09,91.95,89.72
91.44,89.96,91.66,89.69
89.06,88.52,89.81,87.30
88.98,87.41,88.98,86.40
87.95,88.41,88.89,86.64
88.21,87.43,89.12,87.23
88.99,97.40,99.50,88.98
98.00,98.70,99.60,96.00
98.84,97.42,99.20,96.75
97.17,95.62,97.21,94.58
95.92,99.28,99.50,95.64
98.55,98.59,100.97,97.84
99.60,99.24,100.80,97.57
99.80,97.60,99.80,97.14
97.42,98.64,100.52,95.91
98.15,99.11,100.43,97.79
98.31,99.31,99.49,97.51
98.52,101.24,101.47,98.52
101.13,101.88,103.54,100.44
102.20,105.55,105.88,98.41
105.85,103.55,107.93,101.38
103.20,97.56,103.20,97.03
97.36,96.50,99.46,95.80
97.10,98.68,99.66,96.37
100.51,91.64,100.51,90.46
91.51,84.77,91.51,83.50
83.98,88.94,89.41,81.58
88.29,86.86,88.50,85.93
87.20,87.27,87.91,85.74
87.62,89.65,90.42,86.71
89.24,90.31,91.60,88.02
90.72,91.66,92.00,89.36
91.68,91.14,92.15,91.00
92.17,92.63,93.20,91.40
92.72,90.17,93.06,89.99
89.83,88.78,90.75,87.43
89.19,87.40,89.49,86.89
87.08,87.96,88.89,86.97
87.92,88.18,89.41,87.16
88.49,90.64,90.84,88.16
90.45,91.81,91.95,89.39
91.81,92.99,93.29,90.23
92.57,94.75,95.98,92.57
94.94,93.20,95.21,92.89
93.95,93.22,94.00,92.33
93.52,94.07,94.70,92.60
94.38,93.99,94.89,93.01
94.55,93.99,94.64,93.21
94.52,96.37,97.42,93.72
96.13,94.64,96.25,93.78
94.07,93.67,94.82,93.06
93.70,91.42,94.10,90.97
88.19,87.64,89.45,82.21
88.20,88.78,89.42,86.87
89.16,86.20,89.53,85.66
86.57,85.59,88.00,84.86
85.99,86.82,87.50,84.85
86.41,85.01,87.04,84.68
85.63,86.47,87.83,84.43
86.42,87.35,87.90,86.16
86.83,85.39,87.51,85.17
85.53,85.06,86.51,84.60
86.14,86.69,87.68,86.01
87.27,86.89,87.93,86.61
86.71,83.33,88.26,82.11
83.29,81.92,84.29,80.69
82.41,80.47,84.01,78.41
80.56,81.14,81.61,80.00
80.72,80.43,82.36,80.03
80.95,80.92,81.79,80.51
79.22,79.52,80.60,79.03
79.54,74.35,79.94,74.11
74.98,79.00,79.27,74.82
78.85,73.49,78.85,73.37
72.21,69.96,73.00,65.55
70.60,70.97,71.67,69.86
71.19,71.70,71.81,69.00
71.60,72.42,74.22,71.60
72.72,72.22,73.38,71.26
71.90,72.71,73.58,71.32
72.98,72.31,73.73,71.57
73.02,74.68,75.33,72.60
74.88,73.78,75.27,73.67
74.06,73.73,74.73,73.17
74.33,72.65,75.36,72.45
72.97,73.87,74.78,72.68
74.17,73.22,74.41,73.17
73.56,73.84,74.54,73.02
73.80,75.11,75.12,73.01
75.27,76.77,77.79,75.27
76.50,74.20,76.95,73.50
75.27,75.08,77.41,74.84
74.79,75.10,76.00,74.46
75.99,76.51,76.95,75.18
77.16,76.57,77.86,75.53
76.70,74.90,77.59,74.01
75.21,73.75,76.60,73.60
73.06,72.64,74.09,71.63
72.97,71.17,73.49,70.56
71.22,71.04,71.95,70.50
71.64,70.77,72.19,70.62
70.96,71.98,72.04,70.61
72.15,72.36,73.20,71.95
72.32,74.05,76.67,71.62
74.68,62.89,76.15,60.70
64.00,66.77,69.02,64.00
67.24,67.13,67.48,65.10
67.85,65.25,67.85,65.12
65.34,64.64,65.34,62.59
64.69,66.04,66.95,63.51
66.58,66.17,66.58,63.53
66.43,63.57,66.43,63.16
63.68,65.48,65.92,63.50
65.88,64.80,66.21,64.64
65.23,62.23,65.36,61.44
61.78,60.79,62.23,59.44
61.04,63.54,63.93,60.13
64.01,64.42,64.76,62.04
64.18,61.62,64.73,60.99
61.12,60.83,61.69,59.90
61.68,62.86,63.10,60.39
63.05,63.06,64.20,60.83
63.83,64.84,64.98,63.48
64.90,66.20,66.84,64.18
66.31,65.99,66.60,65.20
66.02,64.60,66.25,64.18
63.99,63.28,65.10,63.02
63.22,62.40,63.49,61.00
61.97,61.40,62.80,61.00
61.54,59.55,62.25,58.28
59.86,58.05,60.12,57.84
58.01,58.13,58.68,56.70
58.01,57.62,58.26,56.78
57.55,58.39,59.24,57.55
57.71,57.99,58.77,57.29
58.18,56.99,58.72,56.96
57.45,55.97,57.50,55.31
48.00,47.68,49.45,41.63
47.50,49.94,50.68,47.00
50.36,48.28,50.61,48.20
48.51,49.28,50.45,47.20
50.56,48.83,51.00,48.50
48.87,48.80,49.93,47.72
48.80,49.24,49.49,47.94
49.15,50.04,50.20,48.76
50.15,49.25,50.32,48.00
49.38,48.85,49.90,48.26
48.85,50.21,50.39,48.08
50.39,50.99,51.15,50.25
51.07,52.04,52.19,51.07
52.05,51.23,52.25,50.79
51.56,51.87,51.98,50.72
51.87,50.72,52.00,50.23
51.05,51.75,52.20,50.51
51.41,52.39,53.04,50.79
52.21,50.72,52.51,50.16
50.57,52.01,52.02,49.83
52.39,54.54,54.67,52.05
54.82,55.88,56.62,54.22
55.68,55.39,55.90,54.67
55.01,54.65,56.06,54.01
54.78,55.07,55.72,54.13
55.29,55.38,55.65,53.25
55.38,56.73,56.86,55.04
56.67,56.82,57.92,55.76
56.62,57.29,57.33,55.93
57.43,55.90,58.37,55.78
56.26,54.73,56.50,53.29
54.70,54.40,55.06,53.29
54.35,51.82,55.09,51.65
51.55,53.15,53.93,51.26
53.25,53.54,53.95,52.52
53.27,53.79,54.23,53.23
53.54,55.08,55.60,53.02
55.18,54.42,55.50,54.26
54.43,53.13,54.94,52.98
53.26,53.94,54.13,53.01
53.97,51.40,53.97,50.92
51.18,51.39,51.71,49.69
51.53,49.52,51.94,49.32
48.85,45.57,48.85,45.52
45.43,45.52,46.14,45.02
45.94,45.03,45.94,44.58
44.66,43.99,45.03,43.80
44.08,43.93,44.24,43.22
43.75,42.89,44.08,42.66
42.87,43.01,43.51,42.74
42.88,43.20,43.51,42.79
43.50,43.69,44.22,43.50
43.70,43.13,43.88,42.85
43.03,43.59,43.97,42.91
43.30,43.89,44.01,43.06
43.82,43.34,44.06,42.30
43.33,42.40,43.43,42.36
42.60,41.20,42.70,41.18
40.71,40.24,41.20,39.77
40.37,39.65,40.62,38.28
39.70,39.62,41.33,38.54
39.39,39.12,40.00,38.84
38.98,38.40,39.88,38.40
35.13,39.50,41.27,34.01
39.67,39.19,40.99,38.78
39.53,40.55,40.79,39.32
40.28,39.16,40.71,39.02
39.28,39.38,40.15,39.10
39.54,38.64,40.06,38.44
38.88,38.98,39.49,38.17
39.26,40.61,40.64,38.88
40.71,41.12,41.54,40.71
41.02,40.36,41.22,39.86
40.40,41.16,41.27,39.03
41.05,40.33,41.27,39.95
40.50,40.72,41.07,40.23
40.79,42.41,42.66,40.73
42.45,41.73,42.76,41.58
41.55,40.73,42.22,40.57
40.73,41.12,41.17,40.13
41.11,40.44,41.68,40.11
40.76,40.79,41.37,40.18
40.80,39.70,41.68,39.37
39.65,39.51,40.40,39.05
39.24,39.33,39.70,38.86
39.22,39.75,40.00,38.62
39.73,40.15,40.21,39.08
39.86,42.49,42.72,39.86
42.52,41.05,42.52,40.27
40.95,41.24,42.21,39.85
41.19,41.20,41.71,40.58
41.30,41.55,42.65,40.90
41.61,40.42,41.99,40.00
40.58,39.41,40.87,38.47
39.13,38.25,39.13,37.48
38.15,38.12,38.53,37.56
38.27,38.92,38.96,37.57
38.75,38.26,38.75,37.35
38.41,37.92,38.52,37.41
37.37,37.30,38.11,36.89
37.25,35.15,38.14,35.00
35.32,32.01,35.32,31.45
31.71,32.88,33.15,31.32
33.29,32.11,33.93,32.04
32.10,30.69,32.72,30.44
30.50,29.52,30.71,29.45
29.49,29.24,29.73,27.89
29.11,28.16,29.28,28.06
27.97,27.38,28.28,26.62
27.44,27.59,28.29,27.09
27.81,27.88,28.69,27.20
27.51,29.70,30.04,27.21
29.00,31.18,31.63,29.00
31.24,28.01,31.52,27.71
28.08,29.27,29.30,27.52
29.55,29.12,30.15,28.83
29.21,28.65,30.10,28.58
29.15,29.79,30.21,28.68
29.69,29.07,30.72,28.71
28.62,28.32,28.73,27.73
28.47,30.25,30.40,28.19
30.40,29.99,31.44,29.74
29.95,30.45,30.87,29.09
31.20,30.79,31.25,30.06
30.74,31.28,32.34,30.64
31.00,30.85,31.79,30.39
31.03,31.85,32.30,30.58
31.77,32.21,32.88,31.12
32.30,32.98,33.47,31.95
33.11,32.92,34.06,32.07
33.10,32.02,33.52,30.84
31.72,32.66,33.66,31.29
32.59,31.28,32.70,30.42
31.47,33.34,33.77,31.27
33.40,32.55,33.40,31.46
32.65,33.41,33.94,32.50
33.40,31.04,33.40,30.73
31.04,32.49,32.70,30.99
29.95,29.54,31.86,28.25
29.25,28.08,29.75,27.60
28.09,27.97,29.17,27.86
27.83,28.27,28.61,27.09
27.34,26.36,27.84,25.76
26.80,26.07,27.41,24.73
25.81,26.96,27.49,25.35
27.00,27.48,28.74,26.88
27.17,25.20,27.17,24.97
25.16,25.87,26.03,24.77
25.76,24.70,26.01,24.57
24.42,27.11,27.31,24.42
26.49,26.44,27.39,26.16
26.35,25.38,26.79,25.02
24.92,24.93,25.28,24.30
25.36,24.27,25.74,24.16
24.13,24.58,25.76,24.07
24.40,25.94,26.48,24.17
26.54,26.80,27.41,26.07
26.98,29.53,29.73,26.39
29.23,29.68,30.26,28.58
29.18,27.03,29.88,26.90
26.91,26.42,27.11,25.61
26.54,26.73,27.45,26.40
26.71,27.46,28.07,26.70
27.20,27.73,27.94,27.16
27.39,26.50,27.77,26.24
26.47,26.58,26.92,25.75
26.27,24.88,26.47,24.51
24.70,23.57,25.03,23.14
23.97,24.02,24.53,23.50
24.28,26.03,26.33,23.97
25.95,25.87,26.21,24.79
25.37,24.31,25.37,23.76
24.51,24.19,25.10,23.71
23.70,24.32,24.58,23.26
24.68,23.54,24.90,23.46
23.61,24.36,24.45,23.50
24.33,24.71,24.78,23.41
24.78,25.97,26.10,24.74
26.23,25.85,26.43,25.71
25.67,26.12,26.66,25.41
26.24,27.05,27.10,25.84
26.65,26.19,27.04,25.77
26.16,24.06,26.38,23.92
24.26,23.80,24.72,23.28
23.56,23.98,24.66,23.33
24.29,27.29,27.60,24.29
27.85,28.41,28.88,27.37
27.94,26.99,28.47,26.76
24.03,23.42,25.25,22.29
23.48,21.57,23.52,21.41
21.62,19.99,21.81,19.52
20.01,19.26,21.00,18.57
18.88,19.28,19.42,18.13
19.55,19.13,19.96,18.92
19.25,19.15,19.58,18.82
19.01,19.64,19.69,18.70
19.29,19.35,19.73,19.01
19.31,19.03,19.31,18.60
18.99,18.31,19.43,18.29
18.22,18.10,18.75,17.56
18.10,18.69,18.75,17.84
18.75,18.85,19.38,18.54
18.64,18.75,19.08,18.51
18.76,18.63,19.24,18.59
18.63,19.17,19.22,18.63
19.14,18.40,19.16,18.13
18.35,18.12,18.52,17.57
18.00,18.10,18.31,17.64
17.90,17.17,18.35,17.14
17.18,16.93,17.46,16.55
16.55,17.08,17.25,16.55
17.04,16.71,17.49,16.40
16.88,17.15,17.32,16.70
16.94,16.81,17.49,16.19
16.75,15.64,17.00,15.54
15.50,15.52,15.75,15.10
15.41,15.78,15.81,14.95
15.53,15.59,15.98,15.33
15.72,16.80,17.03,15.71
16.75,17.35,17.55,16.75
17.09,17.69,17.76,17.09
17.68,17.02,17.91,17.00
17.13,16.80,17.57,16.78
16.70,16.72,16.94,16.19
16.84,16.50,16.98,15.93
16.28,16.51,16.56,15.89
16.49,15.84,16.55,15.79
15.82,16.08,16.18,15.59
16.12,17.86,17.94,16.12
17.87,19.74,19.81,17.80
19.70,18.36,19.70,18.35
18.35,18.20,18.61,17.43
18.17,18.54,18.79,18.16
18.57,18.42,18.75,18.37
18.55,19.35,19.55,18.42
19.52,22.35,22.51,19.17
22.32,22.01,22.86,21.53
21.84,20.95,22.23,20.41
20.94,20.85,21.39,20.63
21.02,20.19,21.02,19.98
20.17,20.76,20.80,19.94
20.76,21.57,21.78,20.50
21.56,21.09,21.70,20.93
21.18,21.45,22.04,20.95
21.43,21.75,21.92,21.01
21.60,21.70,21.78,21.17
21.72,21.60,21.94,20.97
21.63,21.17,21.83,20.77
21.26,20.77,21.54,20.73
20.99,20.95,21.49,20.64
21.21,20.62,21.43,20.25
20.52,19.16,20.52,19.07
19.17,18.64,20.06,17.69
18.68,18.47,18.83,18.38
18.36,19.51,19.53,17.88
19.63,19.98,20.30,19.50
20.13,19.63,20.30,19.56
19.53,19.11,19.57,18.00
19.16,18.98,19.24,18.67
18.85,18.79,19.02,18.25
18.80,19.15,19.27,18.59
19.20,20.31,20.46,19.08
20.16,20.01,20.49,18.91
19.84,19.96,20.11,19.61
19.96,20.33,20.38,19.57
20.28,20.25,20.31,19.49
20.25,20.58,20.90,20.11
20.70,20.21,20.86,19.92
20.24,21.67,22.02,20.20
21.68,22.16,22.32,20.46
22.09,21.47,22.36,21.35
21.40,22.59,22.65,21.33
22.42,23.12,23.41,22.42
23.29,22.84,23.40,22.60
23.08,23.16,23.76,23.02
23.19,22.63,23.59,22.29
22.51,22.67,22.75,22.30
22.44,22.49,22.59,21.86
22.40,22.55,22.92,22.29
22.64,22.75,23.24,22.50
22.88,22.83,23.22,22.65
22.81,22.41,22.83,22.19
22.58,22.33,22.69,22.06
22.38,23.21,23.33,22.28
23.13,25.21,26.75,23.13
24.94,24.08,25.09,22.95
23.94,23.73,24.21,23.20
23.43,23.12,23.73,22.86
23.36,23.05,23.49,22.54
23.16,22.52,23.45,22.37
22.69,21.28,22.81,21.25
20.85,19.79,21.14,19.71
19.70,19.74,20.01,18.81
19.51,18.45,19.67,18.34
18.53,17.83,18.63,17.71
18.08,17.95,18.08,17.67
17.88,17.79,17.88,17.36
17.79,18.21,18.46,17.65
18.19,17.78,18.38,17.40
17.81,17.44,17.99,17.32
17.40,17.02,17.78,16.53
17.00,16.69,17.12,16.55
16.67,17.13,17.35,16.67
16.97,17.35,17.49,16.65
17.32,17.46,17.95,17.27
17.46,16.75,17.46,16.68
16.50,15.99,16.82,15.92
16.02,16.79,17.01,15.79
16.65,17.47,17.69,16.65
17.36,17.70,17.99,17.08
17.57,17.44,17.97,17.38
17.23,16.92,17.63,16.55
16.94,16.95,17.85,16.73
17.07,16.62,17.97,16.46
16.69,17.43,17.88,16.12
15.30,16.78,18.11,15.30
16.46,17.39,17.49,15.70
16.90,17.05,17.49,16.82
16.84,17.36,17.55,16.84
17.08,15.83,17.26,15.70
15.63,15.73,16.74,15.33
15.64,15.95,16.17,15.27
15.96,15.58,15.96,15.15
15.41,15.52,15.75,15.21
15.43,14.95,15.86,14.95
14.64,15.30,15.51,14.63
14.49,14.51,15.49,14.35
15.20,14.20,15.28,14.06
14.35,14.14,14.47,13.77
14.39,15.77,15.86,14.24
15.81,16.71,16.78,15.49
16.52,17.71,17.85,15.47
17.08,16.87,17.81,16.69
17.21,17.15,17.40,16.56
17.03,17.74,18.08,16.95
17.35,16.38,17.58,15.79
16.63,16.56,17.79,15.51
16.84,15.54,17.26,15.53
15.62,15.54,16.74,15.16
15.35,15.67,15.71,15.00
15.64,15.54,15.77,15.10
15.66,15.56,16.02,15.36
15.73,16.89,17.13,15.53
17.01,16.48,17.19,16.18
16.18,15.99,16.46,15.78
16.14,16.23,16.67,15.66
15.90,15.32,16.65,15.15
15.48,14.29,15.48,14.15
14.30,15.02,15.13,14.00
15.19,14.54,15.19,13.99
14.42,13.77,14.51,13.72
13.91,13.83,14.35,13.74
14.01,13.81,14.26,13.44
14.00,13.16,15.01,13.13
13.15,14.39,14.40,12.73
14.56,14.94,15.33,14.19
15.00,15.80,16.19,14.84
15.95,15.33,16.43,15.01
15.33,15.94,16.18,15.12
16.00,15.07,16.23,15.06
15.18,15.21,16.01,14.51
14.97,15.51,15.87,14.90
15.42,15.47,15.62,15.11
15.35,16.52,16.56,15.18
16.61,16.29,16.61,15.99
16.08,16.15,16.81,15.78
16.09,17.00,17.30,16.09
16.98,16.09,17.23,15.85
16.22,16.58,17.21,16.20
16.55,17.46,17.55,16.08
17.44,16.57,17.56,16.37
16.29,15.37,16.63,15.29
15.41,15.93,16.30,15.41
15.84,15.83,16.29,15.70
15.95,15.36,16.47,15.10
15.32,16.65,17.09,15.01
16.78,18.13,18.39,16.45
18.14,18.19,18.73,17.72
18.02,17.65,18.91,17.39
17.46,18.37,18.41,17.18
18.39,17.51,18.45,17.24
17.51,17.02,17.51,16.50
17.10,16.00,17.10,15.43
15.66,15.27,16.14,15.14
15.25,15.45,15.73,14.78
15.29,15.43,15.81,14.65
15.37,14.58,15.38,14.54
14.80,14.87,15.25,14.24
13.50,10.76,13.75,10.19
10.65,11.41,11.65,10.60
11.30,12.02,12.32,11.29
12.11,13.05,13.15,11.93
12.95,12.87,13.27,12.68
12.76,12.59,12.83,12.41
12.71,12.73,12.96,12.37
12.80,12.59,12.91,12.37
12.39,12.27,12.70,12.07
12.43,12.21,12.70,12.09
12.04,11.11,12.25,11.10
10.80,10.43,11.13,10.39
10.19,10.36,11.00,10.16
10.44,10.80,10.99,10.29
10.69,10.95,11.10,10.55
10.68,10.64,10.83,10.38
10.53,10.38,11.06,10.27
10.53,10.88,10.99,10.47
10.90,11.09,11.22,10.64
11.11,11.21,11.37,11.02
11.17,10.96,11.47,10.92
11.03,11.98,12.03,10.77
11.99,12.86,13.07,11.82
13.13,14.05,14.25,12.82
14.11,13.83,14.20,13.69
13.62,13.68,13.83,13.45
13.93,13.63,14.35,13.44
13.50,14.32,14.66,13.26
14.32,14.07,14.63,14.06
13.93,14.23,14.51,13.66
14.20,14.17,14.30,13.73
13.71,13.64,13.93,13.02
13.21,11.81,13.31,11.73
11.89,11.56,12.01,11.55
11.68,11.00,11.99,10.08
11.26,10.77,11.71,10.26
10.89,9.61,11.10,9.56
9.71,9.42,9.81,9.39
9.00,9.34,9.39,8.57
9.44,8.40,9.49,8.06
8.24,8.90,8.99,7.62
8.81,9.48,9.61,8.71
9.83,10.15,10.30,9.77
9.85,9.57,10.45,9.50
9.82,9.39,10.18,9.27
9.30,9.80,10.19,9.19
10.16,10.03,10.53,9.96
10.06,10.81,10.84,10.06
10.58,10.02,10.78,10.02
9.65,9.24,9.82,9.06
9.47,9.32,9.49,8.73
9.08,10.01,11.50,9.08
9.84,10.19,10.54,9.52
10.00,9.81,10.22,9.14
9.66,9.68,10.40,9.24
9.65,9.17,9.82,9.00
9.08,9.41,9.52,8.63
9.63,10.28,10.67,9.34
10.51,9.47,10.90,8.90
9.63,10.10,10.54,9.37
10.29,9.49,10.32,9.09
9.27,9.18,9.46,8.97
9.45,9.89,10.34,9.45
9.79,9.56,10.30,9.47
9.32,10.09,10.40,9.24
10.01,10.04,10.30,9.30
10.26,10.58,11.28,10.19
10.64,11.17,11.79,10.58
11.45,12.70,12.73,10.61
12.61,13.81,13.81,12.23
13.70,13.98,14.69,13.70
14.17,13.65,14.40,13.26
13.72,14.12,14.36,13.63
14.01,12.01,14.57,11.96
12.23,12.15,12.65,11.75
12.14,11.62,12.15,11.35
11.81,12.47,12.75,11.55
12.23,12.28,12.88,12.08
12.01,11.54,12.01,11.05
11.55,11.64,11.92,11.28
11.66,12.33,12.59,11.52
12.48,11.99,12.78,11.65
11.92,12.41,12.44,11.78
12.17,12.38,12.66,12.03
12.13,11.42,12.38,11.36
11.38,11.53,11.76,11.20
11.56,11.90,12.20,11.20
11.67,12.35,12.37,11.24
12.51,12.88,13.19,12.14
12.84,12.34,13.15,12.33
12.09,12.20,12.49,11.82
12.13,12.63,13.03,12.04
12.51,12.40,12.89,12.30
12.53,13.24,13.39,12.15
13.00,12.84,13.34,12.70
13.13,13.17,13.52,13.01
13.32,13.13,13.64,13.01
13.26,14.06,14.16,13.13
14.11,14.29,14.84,13.88
14.30,14.03,14.30,13.79
13.83,14.32,14.49,13.51
13.91,14.42,15.05,13.68
14.55,14.99,15.05,14.55
14.93,14.86,15.10,14.81
15.03,15.19,15.30,14.66
15.23,15.73,15.91,15.23
15.67,15.82,15.95,15.25
15.86,15.47,16.20,15.26
15.56,16.29,16.92,15.07
16.31,15.81,16.45,15.75
15.93,16.36,16.71,15.68
16.35,16.67,16.68,15.92
16.36,15.56,16.50,15.26
15.64,15.28,16.01,15.20
15.66,14.84,15.76,14.78
14.17,15.99,16.12,14.17
15.96,15.67,16.35,15.50
15.75,16.93,16.99,15.59
16.89,17.33,17.63,16.62
17.43,17.63,17.82,16.95
17.50,16.67,17.70,16.61
17.02,17.48,17.90,16.48
17.53,17.92,18.32,17.29
17.91,16.93,17.91,16.79
16.73,16.34,16.73,15.67
16.44,17.21,17.30,16.09
17.09,17.08,17.78,16.75
17.20,17.31,17.51,16.74
17.41,18.01,18.15,17.41
18.21,17.53,18.21,17.50
17.39,17.53,17.68,16.96
17.57,17.33,18.66,17.32
17.12,17.57,17.95,16.62
17.32,17.73,17.75,17.05
17.79,17.74,18.26,17.43
17.99,19.00,19.59,17.99
19.05,19.36,19.92,19.05
19.70,19.29,19.88,18.82
18.94,18.87,19.25,18.74
18.48,18.34,18.81,18.03
18.03,18.46,19.21,18.00
18.33,18.68,19.04,18.10
18.52,17.88,18.93,17.80
17.54,17.29,17.70,16.96
17.25,17.46,18.02,17.25
17.79,17.98,18.45,17.47
17.91,17.41,18.00,17.07
17.51,17.08,18.35,17.07
17.38,17.56,18.00,17.38
16.62,16.72,17.29,16.30
16.50,15.61,16.50,15.35
15.91,15.92,16.37,15.70
16.18,15.78,16.82,15.57
15.80,16.37,16.39,15.31
16.38,17.43,17.52,16.38
17.06,16.17,17.06,15.80
15.99,16.21,16.44,15.74
16.42,15.90,16.75,15.62
16.10,16.63,16.72,15.99
16.80,16.72,16.86,16.31
17.02,17.68,17.84,16.80
17.65,17.04,17.78,16.95
17.33,16.66,17.33,16.01
16.92,16.59,16.92,16.42
16.37,16.71,16.82,16.21
16.64,16.17,16.64,16.14
16.08,16.41,16.47,16.05
16.43,16.18,16.70,16.06
16.22,16.20,16.26,15.70
16.04,15.48,16.04,15.36
15.40,15.92,16.07,15.40
16.04,16.03,16.90,15.90
16.04,15.94,16.29,15.60
15.77,16.50,16.64,15.56
16.39,15.69,16.58,15.53
15.83,15.51,16.19,15.00
15.43,15.86,15.98,15.06
15.81,15.94,16.05,15.47
14.83,17.19,17.20,14.51
17.30,17.07,17.64,16.97
17.13,17.21,17.36,16.85
17.25,17.42,17.53,17.16
17.63,17.46,17.90,17.41
17.48,17.49,17.81,17.13
17.87,18.20,18.60,17.65
18.10,17.20,18.77,17.03
17.23,16.96,17.70,16.72
16.98,17.15,17.66,16.72
17.12,17.25,17.53,16.65
17.13,17.59,17.66,16.99
17.60,18.21,18.46,17.60
18.05,18.02,18.45,17.02
17.92,18.10,18.70,17.92
18.20,18.71,18.95,18.08
18.68,18.85,19.23,18.31
19.03,18.04,19.10,17.91
17.95,17.67,18.54,17.66
17.58,17.41,17.92,17.08
17.67,18.20,18.27,17.60
18.14,18.46,18.55,17.91
18.67,17.96,18.67,17.91
18.16,18.58,18.70,18.09
18.22,17.39,18.49,17.27
17.19,17.94,17.95,17.11
17.58,17.12,17.61,17.05
17.29,17.05,17.42,16.89
17.17,17.44,17.51,17.10
17.28,17.37,17.49,16.96
17.58,17.00,17.86,16.77
16.98,16.85,16.98,16.45
17.13,17.68,17.91,17.13
18.04,18.46,18.49,17.84
18.29,18.14,18.50,17.71
18.22,18.61,19.03,18.22
18.33,18.66,19.01,18.32
18.79,19.09,19.43,18.56
19.18,19.38,19.96,19.10
19.56,19.48,19.80,19.32
19.50,19.24,19.85,19.18
19.44,19.37,19.52,18.66
19.66,20.18,20.46,19.07
20.35,19.72,20.62,19.63
19.65,19.31,19.76,19.02
19.64,19.48,19.91,19.11
19.45,18.96,19.45,18.54
18.84,18.92,19.13,18.56
18.79,17.73,18.94,17.48
17.86,17.45,18.06,17.14
17.44,17.40,17.83,16.91
17.73,17.46,17.89,17.08
17.60,17.67,18.02,17.55
17.49,17.59,17.78,16.77
17.29,17.62,17.94,17.21
17.62,18.37,18.57,17.58
18.28,18.30,18.58,18.16
18.09,18.29,18.56,17.75
18.55,18.74,18.83,18.38
18.66,18.57,18.95,18.26
18.37,18.43,18.55,18.13
18.62,18.28,18.72,18.09
18.08,18.23,18.40,18.08
18.32,18.47,18.68,17.90
18.38,18.55,18.76,18.23
18.80,19.33,19.50,18.64
19.23,19.41,19.62,18.95
19.41,20.87,20.88,19.30
21.00,21.86,22.36,20.91
21.84,21.91,22.27,21.34
22.03,21.79,22.30,21.36
21.98,21.65,22.54,21.17
21.26,21.42,22.02,20.81
20.60,19.52,21.00,19.22
19.69,21.33,21.44,19.55
21.65,21.05,21.71,20.94
21.12,21.25,21.81,21.06
21.29,21.13,21.31,20.62
21.02,21.25,21.42,20.81
21.41,20.79,21.43,20.52
20.62,20.26,20.72,19.96
20.69,21.17,21.65,20.69
21.53,20.85,21.53,20.72
20.75,20.45,20.97,20.29
20.63,21.98,22.13,20.63
