JJS,iPath Bloomberg Softs Subindex Total Return SM Index ETN,NASDAQ
50.97,49.92,50.97,49.92
49.04,49.05,49.05,49.04
49.38,49.42,49.50,49.38
49.81,49.45,49.81,49.45
49.15,49.05,49.15,49.05
48.87,48.61,48.89,48.55
49.52,49.64,49.64,49.18
49.43,49.38,49.43,49.38
49.38,49.38,49.38,49.38
51.12,51.35,51.86,51.12
52.04,51.34,52.04,51.34
51.61,51.62,51.62,51.61
51.62,51.62,51.62,51.62
51.73,51.73,51.73,51.73
52.59,52.73,52.73,52.44
52.73,52.73,52.73,52.73
51.04,50.64,51.04,49.78
50.64,50.64,50.64,50.64
51.14,51.17,51.17,51.14
51.17,51.17,51.17,51.17
51.17,51.17,51.17,51.17
53.00,52.95,53.00,52.95
53.51,53.51,53.51,53.51
53.51,53.51,53.51,53.51
53.51,53.51,53.51,53.51
55.00,55.81,55.83,55.00
56.07,55.96,56.10,55.93
56.25,56.63,56.63,56.20
57.03,57.15,57.15,57.02
57.16,57.80,57.84,57.16
58.85,59.17,59.17,58.85
58.44,58.13,58.70,58.13
59.20,58.69,59.20,58.69
59.12,59.25,59.29,58.60
59.82,59.82,59.82,59.82
58.23,58.32,58.67,57.22
59.65,58.40,59.65,58.39
57.95,58.35,58.35,57.95
59.28,59.28,59.28,58.57
60.30,60.97,60.97,59.82
60.23,61.94,61.94,60.23
60.39,60.08,60.39,60.06
60.04,59.25,60.04,58.26
58.91,57.63,58.94,57.63
57.11,56.45,57.11,56.45
57.04,57.78,57.78,57.04
57.64,57.93,57.97,57.64
59.53,59.93,59.93,59.01
61.04,62.25,62.68,60.92
63.04,62.54,63.13,62.27
62.72,63.92,64.04,61.63
63.71,64.18,64.32,63.71
65.04,66.00,66.68,65.04
65.00,63.74,65.00,62.79
64.42,64.30,64.42,63.93
64.89,64.88,65.23,64.77
67.04,67.02,67.33,66.98
68.23,67.57,68.35,67.55
67.53,68.05,68.20,67.53
69.86,70.71,70.80,69.60
69.63,69.81,70.68,69.50
69.60,69.04,69.65,67.79
69.62,68.56,69.62,68.45
69.69,70.33,70.33,68.45
70.65,70.55,70.78,70.33
72.54,72.40,73.09,71.82
73.13,72.24,73.30,71.00
74.70,75.26,75.67,74.60
76.42,76.01,76.42,74.58
76.89,77.79,78.00,76.43
80.21,80.17,81.33,77.65
80.06,78.12,80.64,77.03
77.36,74.84,77.86,73.93
72.98,71.28,72.98,69.23
73.00,71.45,73.00,69.21
71.30,69.37,71.48,68.50
68.81,68.51,69.28,67.96
71.43,72.53,72.99,70.39
71.30,69.09,71.30,68.40
68.50,68.69,69.93,67.40
66.50,67.89,67.89,65.06
69.92,68.85,69.92,68.34
67.69,67.99,68.74,67.66
68.68,68.48,69.69,67.70
68.00,67.96,68.21,67.50
69.90,70.15,70.15,68.66
70.09,70.75,71.07,69.88
70.84,72.89,73.70,70.84
72.81,72.50,73.03,72.24
73.59,71.96,73.59,71.55
71.49,72.45,72.49,70.48
72.96,73.19,73.69,72.49
72.97,73.86,74.10,72.92
75.50,76.98,77.14,75.50
78.34,77.21,78.34,75.84
77.00,77.38,77.93,76.81
77.64,78.36,78.36,77.64
79.09,81.48,81.51,79.09
83.15,83.39,83.57,81.83
86.10,83.47,87.73,83.16
82.35,82.40,82.43,80.97
82.89,82.89,83.83,82.10
81.00,82.62,83.00,78.10
83.31,83.16,83.70,82.88
83.46,81.41,83.54,81.40
81.62,79.80,81.77,78.84
81.50,81.05,81.62,80.61
81.84,81.30,82.68,80.95
81.33,79.80,82.43,79.04
79.55,80.38,81.44,79.00
80.74,78.37,81.14,78.01
80.48,79.10,80.55,76.55
79.51,79.97,80.90,79.03
80.99,82.12,82.18,80.99
83.03,82.00,83.42,81.05
82.14,81.08,82.15,80.71
79.65,78.93,80.55,78.60
79.01,79.92,80.39,79.01
81.28,80.23,81.28,79.96
79.00,81.45,81.85,78.01
81.85,83.74,83.85,81.85
84.50,84.27,84.71,83.55
83.50,82.88,84.23,82.25
84.04,85.60,85.82,83.87
86.45,87.35,87.50,86.15
88.00,86.99,88.00,86.70
86.57,87.46,87.63,86.00
90.05,88.70,90.05,87.38
89.98,90.74,91.14,89.69
91.22,86.59,91.24,85.21
86.59,85.85,87.17,85.85
88.22,87.36,88.22,86.39
86.90,85.45,86.90,85.11
85.95,87.73,87.83,85.01
89.04,89.83,89.97,88.76
89.94,88.00,89.94,87.59
87.34,87.27,89.00,87.00
88.70,87.99,88.70,87.09
89.54,90.81,91.78,89.54
91.88,93.64,93.87,91.42
91.00,89.21,91.10,89.02
89.71,88.55,90.51,87.70
86.99,87.23,88.11,85.54
85.34,85.99,86.94,85.00
85.61,89.16,89.23,85.12
91.01,91.75,92.00,90.93
92.64,90.78,92.64,89.19
92.03,93.54,93.97,92.03
93.85,95.14,95.64,93.48
95.70,95.07,96.65,93.91
98.20,96.08,98.24,95.39
96.60,96.02,96.94,95.60
96.62,96.26,96.70,95.45
95.49,92.18,95.49,91.84
90.60,92.34,93.03,90.37
89.84,90.20,90.62,89.16
85.75,85.03,86.72,84.15
86.40,84.77,91.55,84.48
86.00,89.02,92.97,86.00
90.48,90.90,91.82,89.50
91.04,90.62,91.04,89.57
88.96,91.10,91.23,88.27
89.03,88.72,89.63,88.17
88.64,90.82,91.09,88.13
90.67,90.84,91.54,89.70
88.26,87.48,88.75,87.20
88.08,87.23,88.61,87.05
87.52,88.12,88.22,86.25
88.57,88.79,88.88,87.63
87.75,87.86,88.61,87.40
88.10,87.80,88.15,87.52
87.64,89.33,89.70,86.67
90.73,89.92,91.00,89.39
90.56,89.60,90.94,89.17
90.21,88.09,90.25,87.69
88.02,88.24,89.00,87.96
88.13,86.93,88.13,86.32
87.86,86.29,88.80,85.93
85.47,85.52,86.17,85.21
85.93,85.81,86.66,85.73
85.31,85.61,85.74,84.69
84.96,84.86,85.90,84.75
86.59,85.60,87.11,85.47
85.42,85.76,85.97,85.00
85.90,84.35,86.08,84.35
85.08,83.61,85.13,83.40
83.16,82.19,83.36,81.58
82.24,82.19,82.68,81.37
81.06,83.09,83.49,80.94
82.24,82.79,83.06,82.24
83.60,82.97,84.13,82.96
81.80,79.94,81.80,79.94
78.31,77.56,79.02,77.23
79.33,77.41,79.61,77.41
77.23,78.68,78.68,77.23
79.00,79.59,80.20,78.86
78.72,77.44,78.72,77.31
77.16,77.56,77.56,76.61
77.98,76.80,78.02,76.68
77.11,77.67,77.89,77.03
77.25,78.58,79.07,77.03
79.82,80.59,81.00,79.82
79.11,78.09,79.11,77.99
77.46,78.65,78.66,77.00
77.36,77.40,77.94,77.36
78.55,77.93,78.55,77.82
79.57,79.27,80.37,78.97
79.18,78.63,79.18,78.15
79.26,78.97,79.38,78.97
79.93,80.31,80.52,79.91
80.85,78.80,80.94,78.47
80.13,81.62,81.63,80.12
81.88,82.10,83.30,81.88
80.34,79.21,80.34,79.20
80.62,79.99,80.63,79.44
79.92,80.56,80.80,79.74
80.93,81.28,81.60,80.93
80.71,81.76,81.84,80.71
82.45,81.51,82.45,81.51
81.49,81.43,81.64,81.10
81.15,79.81,81.30,79.56
78.58,79.47,80.15,77.69
80.02,79.43,80.16,78.96
79.60,80.08,80.25,79.12
79.69,80.15,80.66,79.69
79.15,79.34,79.39,78.95
77.00,79.47,79.62,76.58
78.94,79.58,79.59,78.94
77.92,79.86,79.86,77.92
81.20,82.00,82.00,81.20
81.36,81.87,82.11,81.36
80.78,80.85,81.24,80.39
81.99,82.54,82.54,80.72
83.29,83.41,83.45,82.64
82.79,82.22,82.79,82.14
83.99,84.99,85.19,83.99
84.67,83.61,84.87,83.61
81.83,81.90,82.15,81.70
82.62,83.40,83.50,82.62
83.78,84.28,85.75,83.75
83.37,81.03,83.37,80.86
80.77,79.80,80.82,79.59
76.13,79.24,79.54,76.13
79.35,79.58,79.58,79.17
79.04,78.59,79.19,78.59
80.13,79.60,80.13,79.48
81.26,81.67,81.89,80.82
81.37,80.62,81.37,80.61
81.27,82.18,82.25,81.27
82.30,82.08,82.30,81.36
81.92,79.98,82.02,79.97
79.70,79.53,80.24,79.40
80.34,79.62,80.50,79.29
79.18,80.05,80.05,79.18
77.59,78.11,78.11,77.59
76.61,77.48,77.70,76.46
78.13,76.35,78.13,76.33
74.91,74.28,75.52,72.98
76.48,74.00,76.60,72.60
75.19,75.71,76.11,75.10
76.63,77.23,77.52,76.62
76.91,77.61,77.74,76.91
78.36,78.06,78.66,77.77
78.37,79.83,79.83,78.32
81.12,83.26,83.37,81.12
81.96,82.69,82.69,81.18
82.98,84.59,85.39,82.81
85.73,84.60,85.73,84.32
85.60,85.37,85.97,85.00
86.47,83.89,87.21,83.59
83.33,83.82,83.82,83.27
83.27,84.75,84.75,83.27
85.30,85.15,85.30,85.13
84.63,85.13,85.58,84.51
85.94,85.89,85.94,85.40
85.58,85.45,86.06,85.36
85.40,84.91,85.57,84.60
82.91,83.28,83.34,82.87
84.35,84.50,84.50,84.35
85.39,84.92,85.55,84.92
84.45,83.81,84.45,82.84
84.26,84.40,84.40,84.13
84.93,84.38,84.93,84.27
84.18,84.33,84.33,83.82
83.73,83.83,83.83,83.73
81.02,80.54,81.49,80.48
79.95,80.53,80.54,79.62
80.91,80.17,81.23,79.99
78.60,77.34,78.60,77.34
74.32,74.06,74.84,74.06
73.70,73.27,73.77,73.13
74.47,73.75,74.47,73.75
75.34,74.72,75.40,74.53
73.19,72.82,73.19,72.82
74.29,74.10,75.55,73.93
74.46,72.79,74.46,72.79
72.16,72.59,73.66,71.12
73.21,73.33,73.39,72.94
73.91,73.93,73.93,73.91
73.96,74.61,74.61,73.96
74.58,74.58,74.58,74.58
75.86,75.07,75.86,74.95
74.23,74.50,74.82,74.23
74.89,74.90,74.90,74.89
76.72,77.18,77.18,76.72
78.64,78.99,79.18,78.16
77.43,77.53,77.88,77.31
78.09,77.02,78.09,76.84
77.46,77.15,78.02,77.15
76.07,75.57,76.38,75.24
76.56,76.56,76.56,76.56
78.19,78.22,78.34,77.94
77.93,76.45,77.93,76.45
76.17,75.03,76.34,75.02
76.86,77.50,77.50,76.86
77.16,76.60,77.17,76.60
74.57,74.54,74.57,74.54
73.11,73.47,73.57,73.11
73.97,73.87,73.97,73.78
73.30,73.83,73.99,73.30
73.61,74.18,74.18,73.61
74.45,73.77,74.82,73.77
74.12,74.47,74.56,74.01
73.83,73.28,73.89,73.28
73.83,73.65,74.13,73.65
73.62,73.70,73.70,73.34
73.87,72.53,73.87,72.53
73.08,74.18,74.18,73.08
73.90,73.30,73.92,73.30
73.03,72.04,73.03,71.99
72.04,72.04,72.04,72.04
71.37,71.40,71.51,71.17
70.62,70.37,70.82,70.37
70.10,69.62,70.33,69.62
69.93,69.17,69.93,69.17
71.09,69.27,71.09,69.13
69.56,69.30,69.56,69.30
70.63,70.64,70.64,70.60
71.00,70.14,71.00,70.14
70.97,69.79,70.97,69.48
70.79,71.32,71.32,70.79
71.62,71.52,71.62,71.42
71.02,69.64,71.02,69.62
69.88,70.48,70.48,69.88
69.61,69.61,69.61,69.61
68.60,68.49,68.60,67.38
68.10,67.97,68.16,67.97
66.64,66.14,66.79,66.14
66.96,66.51,66.96,66.51
66.55,66.55,66.55,66.55
66.82,67.09,67.09,66.71
68.34,67.80,68.34,67.52
67.51,67.28,67.51,67.28
67.96,67.79,68.13,67.79
68.21,68.21,68.21,68.21
68.32,68.54,68.56,68.32
69.45,68.76,69.45,68.76
68.73,68.87,69.15,68.54
69.08,69.30,69.37,69.08
70.00,71.00,71.00,69.92
71.66,70.72,71.75,70.72
70.33,68.40,70.33,68.40
68.40,68.40,68.40,68.40
68.97,69.40,69.57,68.26
69.67,69.64,69.67,69.64
70.22,71.10,71.10,70.22
70.95,70.50,71.15,70.50
70.50,70.50,70.50,70.50
70.46,70.75,71.22,70.46
70.75,70.75,70.75,70.75
71.70,72.13,72.13,71.70
72.25,72.25,72.44,72.20
72.21,71.76,72.21,71.76
72.31,71.60,72.37,71.60
70.90,70.07,70.90,70.02
71.45,70.80,71.47,70.80
70.80,70.80,70.80,70.80
70.02,69.09,70.02,69.09
69.70,69.09,69.70,68.72
68.59,68.40,69.55,67.43
68.60,69.15,69.15,68.54
69.87,69.45,69.87,69.41
69.96,70.25,70.25,69.96
70.07,70.83,70.83,70.07
71.05,70.65,71.05,70.65
70.71,69.57,70.71,69.57
69.20,69.20,69.20,69.20
69.64,68.42,69.64,68.42
68.61,68.22,68.61,68.22
68.09,68.09,68.09,68.09
67.74,68.02,68.02,67.74
68.17,68.07,68.17,67.88
69.33,69.33,69.33,69.33
68.84,68.92,68.92,68.84
68.73,68.73,68.73,68.73
69.62,69.72,69.72,69.62
69.72,69.72,69.72,69.72
70.13,70.13,70.13,70.13
69.69,69.49,69.69,69.49
69.16,69.67,69.68,69.01
69.07,68.88,69.07,68.88
69.41,69.60,69.70,69.41
68.04,66.99,68.04,66.99
66.99,66.99,66.99,66.99
66.59,66.76,66.76,66.59
66.07,65.93,66.07,65.93
64.83,65.25,65.25,64.83
65.87,65.88,65.88,65.87
66.14,66.08,66.14,65.94
67.63,68.00,68.00,67.63
68.00,68.00,68.00,68.00
67.82,68.00,68.00,67.82
68.23,68.29,68.29,68.16
68.65,68.01,68.65,68.01
68.03,68.08,68.08,68.03
68.08,68.08,68.08,68.08
68.08,68.08,68.08,68.08
68.08,68.08,68.08,68.08
67.30,66.90,67.30,66.73
66.73,66.73,66.73,66.73
66.73,66.73,66.73,66.73
66.80,67.74,67.74,66.80
67.03,67.03,67.03,67.03
67.03,67.03,67.03,67.03
66.89,66.33,66.89,66.33
66.70,66.70,66.70,66.70
65.91,65.36,65.91,65.36
65.36,65.36,65.36,65.36
66.84,66.75,66.84,66.75
64.78,64.78,64.78,64.78
64.78,63.37,64.78,63.37
63.84,63.85,64.00,63.84
63.66,63.66,63.66,63.66
64.14,63.40,64.21,63.29
63.33,63.95,63.95,63.29
63.45,64.13,64.13,63.20
64.25,64.31,64.46,64.18
64.50,63.58,64.50,63.58
63.40,63.00,63.40,63.00
62.87,62.59,62.87,62.59
62.74,62.74,62.74,62.74
62.55,62.76,62.76,62.55
62.48,61.92,62.70,61.85
61.42,61.50,61.50,61.42
61.38,61.38,61.38,61.38
61.70,61.62,61.70,61.62
60.94,60.61,60.94,60.61
60.16,60.70,60.70,60.16
60.41,60.41,60.41,60.41
59.91,58.99,59.92,58.99
59.02,59.20,59.30,59.01
59.93,59.64,59.93,59.45
59.56,59.54,59.56,59.54
60.10,59.99,60.10,59.99
59.93,59.50,59.93,59.50
59.50,58.99,59.50,58.68
58.20,57.19,58.20,57.19
56.07,55.73,56.07,55.73
56.49,56.49,56.49,56.24
56.25,56.20,56.25,56.20
56.81,56.17,56.82,56.17
55.10,55.11,55.15,55.10
55.49,55.49,55.49,55.49
53.84,53.84,53.84,53.84
53.60,53.74,53.74,53.50
53.86,53.83,53.91,53.75
54.86,54.91,54.91,54.86
55.90,55.90,55.90,55.90
55.12,55.49,55.49,55.12
56.08,56.08,56.08,56.08
55.61,55.98,55.99,55.61
55.98,55.98,55.98,55.98
55.64,55.64,55.64,55.64
55.64,55.76,55.76,55.64
55.95,55.95,55.95,55.95
57.01,57.99,58.34,57.01
57.38,57.22,57.49,57.22
57.20,57.00,57.20,57.00
56.62,55.54,56.62,55.54
55.73,55.81,55.81,55.73
57.18,57.10,57.28,56.97
58.35,58.33,58.35,58.33
57.47,56.92,57.47,56.92
58.37,59.23,59.29,58.37
59.82,60.45,60.46,59.77
61.50,61.88,61.88,61.49
62.47,61.40,62.96,61.40
61.34,61.55,61.57,60.96
62.79,62.81,62.85,62.00
62.81,62.81,62.81,62.81
63.75,63.04,64.00,63.04
61.77,62.50,62.50,61.75
63.35,63.24,63.45,63.00
63.13,63.33,63.33,63.13
63.33,63.33,63.33,63.33
62.12,63.39,63.39,62.12
63.66,63.66,63.66,63.66
64.59,65.54,65.54,64.59
64.91,64.91,64.91,64.91
64.97,64.97,64.97,64.97
63.56,62.84,63.56,62.84
62.61,62.61,62.61,62.61
61.75,61.68,61.75,61.68
62.34,62.34,62.34,62.34
62.34,62.34,62.34,62.34
61.47,61.47,61.47,61.47
60.88,60.85,60.88,60.85
60.87,61.21,61.21,60.68
61.52,61.65,61.65,61.52
61.65,61.65,61.65,61.65
60.50,60.45,60.50,60.35
59.86,59.85,59.86,59.54
58.60,58.74,58.74,58.60
58.74,58.74,58.74,58.74
58.74,58.74,58.74,58.74
57.67,57.50,57.67,56.94
57.31,56.95,57.31,56.92
57.09,57.30,57.80,56.92
57.99,58.36,58.36,57.86
57.80,57.61,58.33,57.61
57.44,57.56,57.56,57.33
57.14,57.14,57.14,57.14
56.96,56.96,56.96,56.96
57.76,57.71,57.76,57.71
57.81,58.04,58.04,57.81
57.99,57.71,57.99,57.71
58.00,58.25,58.25,58.00
58.25,58.25,58.25,58.25
58.25,58.25,58.25,58.25
57.59,56.79,57.59,55.84
55.60,55.60,55.60,55.60
56.68,56.68,56.68,56.68
57.44,57.35,57.44,57.35
57.35,57.35,57.35,57.35
58.04,58.04,58.04,58.04
58.19,58.19,58.19,58.19
59.45,59.44,59.51,59.29
59.44,58.54,59.44,58.54
58.40,58.08,58.40,57.97
58.08,57.28,58.15,57.28
57.16,57.20,57.22,57.16
57.58,57.23,57.63,57.20
57.09,57.33,57.33,57.09
58.00,57.83,58.02,57.80
56.98,56.82,57.12,56.51
56.70,57.32,57.32,56.70
56.98,57.40,57.46,56.96
58.20,58.72,58.72,58.15
59.64,59.32,59.64,59.24
59.44,59.71,59.71,59.41
59.48,59.30,59.48,59.08
58.62,58.34,58.62,58.15
58.22,58.22,58.22,58.22
58.42,58.14,58.42,58.14
57.79,57.12,57.79,57.10
56.54,56.53,56.54,56.53
55.71,55.60,55.71,55.44
55.56,55.26,55.63,55.12
56.14,56.06,56.14,56.06
56.92,56.92,56.92,56.92
55.96,56.28,56.28,55.85
56.79,56.85,57.21,56.67
56.64,57.09,57.10,56.64
55.78,55.64,55.78,55.64
55.11,55.15,55.15,55.11
54.87,54.87,54.87,54.87
54.42,54.42,54.42,54.42
53.52,53.52,53.52,53.52
53.52,53.52,53.52,53.52
53.52,53.52,53.52,53.52
53.14,53.14,53.14,53.14
53.14,53.14,53.14,53.14
53.26,52.71,53.27,52.71
52.43,52.44,52.62,52.40
52.69,52.67,52.74,52.66
53.66,53.53,53.66,53.53
53.35,52.61,53.35,52.61
53.14,52.70,53.14,52.70
52.47,52.83,52.83,52.47
52.50,52.91,52.91,52.50
54.20,54.27,54.27,54.20
53.98,54.03,54.03,53.98
53.67,53.67,53.67,53.67
52.65,52.65,52.65,52.65
52.63,52.38,52.90,52.37
52.90,52.70,52.92,52.70
53.13,53.13,53.13,53.13
53.44,53.58,53.58,53.43
53.21,53.16,53.21,53.16
53.97,53.59,53.97,53.59
53.68,53.34,53.68,53.34
53.08,53.00,53.08,52.97
53.30,53.18,53.30,53.16
53.45,53.18,53.45,53.18
52.60,52.54,52.60,52.54
52.43,52.56,52.56,52.43
52.21,51.88,52.21,51.88
51.34,51.48,51.61,51.34
52.02,52.27,52.27,51.98
52.72,53.11,53.11,52.72
53.22,52.84,53.22,52.78
52.70,52.86,52.93,52.70
52.62,52.68,52.68,52.62
52.92,52.86,52.92,52.86
52.86,53.16,53.16,52.86
53.20,53.20,53.20,53.20
53.68,53.44,53.68,53.32
53.00,52.98,53.00,52.98
53.20,53.00,53.20,52.83
53.72,53.71,53.75,53.71
52.67,52.73,52.73,52.62
52.73,52.73,52.73,52.73
52.78,52.78,52.78,52.78
52.06,52.09,52.09,52.06
52.30,52.40,52.47,52.24
52.40,52.40,52.40,52.40
53.33,53.33,53.33,53.33
53.33,53.14,53.33,53.14
52.82,52.84,52.84,52.82
52.84,52.84,52.84,52.84
52.96,52.96,52.96,52.96
52.96,52.96,52.96,52.96
52.90,52.90,52.90,52.90
53.02,53.02,53.02,53.02
52.80,53.02,53.02,52.65
52.62,52.64,52.64,52.60
53.15,53.38,53.38,53.15
53.02,53.02,53.02,53.02
52.94,53.54,53.54,52.94
53.60,53.62,53.62,53.59
53.49,53.49,53.49,53.49
53.20,52.90,53.20,52.88
53.04,52.74,53.07,52.61
52.02,52.02,52.02,52.02
52.02,52.02,52.02,52.02
52.02,52.02,52.02,52.02
52.12,52.11,52.12,52.11
52.11,52.11,52.11,52.11
51.40,51.34,51.40,51.34
50.78,50.86,50.86,50.76
50.75,50.64,50.78,50.62
51.28,51.01,51.30,50.84
51.70,51.50,51.78,51.48
51.30,51.14,51.34,50.92
51.64,51.81,51.86,51.64
51.68,51.14,51.80,51.14
51.20,51.24,51.36,51.20
51.80,51.70,51.80,51.70
51.95,52.28,52.54,51.95
51.66,51.68,51.68,51.59
51.68,51.68,51.68,51.68
52.44,52.02,52.54,52.02
52.02,52.02,52.02,52.02
52.56,52.95,52.99,52.54
53.68,53.17,53.68,53.16
53.10,53.28,53.28,53.10
52.71,52.71,52.71,52.71
52.71,52.71,52.71,52.71
53.52,53.52,53.52,53.52
53.66,53.75,53.75,53.66
52.18,52.08,52.34,52.08
52.10,52.06,52.10,52.04
52.20,51.72,52.20,51.72
51.53,51.62,51.62,51.53
51.64,51.64,51.64,51.50
51.43,51.25,51.43,51.25
51.25,51.25,51.25,51.25
51.43,51.38,51.46,51.38
51.38,51.38,51.38,51.38
51.31,50.94,51.31,50.94
51.04,50.94,51.05,50.94
51.28,51.26,51.33,51.16
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
51.26,51.26,51.26,51.26
50.10,50.10,50.12,49.98
50.28,50.30,50.33,50.20
50.55,50.28,50.55,50.28
50.37,50.50,50.50,50.31
50.92,51.08,51.08,50.89
50.86,51.14,51.14,50.86
51.10,50.36,51.10,50.36
49.80,49.58,49.80,49.52
49.46,49.45,49.46,49.43
49.25,49.22,49.25,49.15
49.14,49.67,49.71,49.14
49.83,50.38,50.38,49.83
49.92,49.19,49.96,49.19
49.71,50.19,50.19,49.71
50.19,50.19,50.19,50.19
50.19,50.19,50.19,50.19
50.84,50.84,50.84,50.84
50.93,50.84,50.94,50.84
51.25,51.57,51.57,51.25
51.57,51.57,51.57,51.57
50.56,50.58,50.58,50.56
50.58,50.58,50.58,50.58
49.90,49.54,49.90,49.54
49.40,49.40,49.40,49.40
49.23,49.23,49.23,49.23
48.79,48.79,48.79,48.79
48.31,48.31,48.31,48.31
48.20,47.92,48.20,47.92
47.63,47.66,47.67,47.63
47.30,47.30,47.30,47.30
47.35,47.25,47.35,47.25
46.94,46.94,46.94,46.94
46.68,46.68,46.68,46.68
46.68,46.68,46.68,46.68
46.86,46.86,46.86,46.86
47.15,47.15,47.15,47.15
47.01,47.10,47.10,47.01
47.31,47.31,47.31,47.31
47.31,47.31,47.31,47.31
47.68,47.49,47.68,47.49
47.30,47.32,47.46,47.30
47.36,47.34,47.41,47.34
47.24,47.30,47.30,47.24
47.64,47.98,47.99,47.64
47.95,47.94,48.12,47.94
47.88,47.60,47.88,47.60
