MLSS,Milestone Scientific,NASDAQ
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.15,1.15,1.15,1.15
1.10,1.10,1.10,1.10
1.10,1.10,1.10,1.10
1.15,1.35,1.35,1.12
1.40,1.35,1.40,1.16
1.15,1.10,1.15,1.10
1.10,1.10,1.10,1.10
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.35,1.35,1.25
1.35,1.35,1.35,1.35
1.15,1.27,1.27,1.15
1.29,1.40,1.40,1.25
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.25,1.35,1.35,1.25
1.30,1.30,1.30,1.30
1.30,1.35,1.35,1.25
1.35,1.35,1.35,1.35
1.25,1.29,1.29,1.25
1.27,1.25,1.27,1.25
1.30,1.40,1.40,1.25
1.35,1.35,1.35,1.35
1.35,1.40,1.40,1.25
1.16,1.35,1.35,1.16
1.40,1.35,1.40,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.20,1.35,1.20
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.20,1.16,1.35,1.16
1.20,1.11,1.20,1.11
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.20,1.15,1.20,1.15
1.20,1.15,1.20,1.15
1.15,1.15,1.15,1.15
1.20,1.18,1.20,1.18
1.20,1.20,1.20,1.20
1.20,1.15,1.20,1.15
1.15,1.15,1.15,1.15
1.15,1.16,1.16,1.12
1.16,1.16,1.16,1.16
1.16,1.16,1.16,1.16
1.12,1.20,1.20,1.12
1.15,1.11,1.15,1.11
1.15,1.20,1.25,1.15
1.18,1.23,1.23,1.18
1.20,1.23,1.23,1.14
1.23,1.23,1.23,1.23
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.15,1.23,1.23,1.15
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.20,1.25,1.25,1.20
1.24,1.30,1.30,1.24
1.29,1.35,1.35,1.29
1.35,1.35,1.35,1.35
1.25,1.35,1.35,1.25
1.35,1.35,1.35,1.35
1.33,1.30,1.33,1.30
1.30,1.30,1.30,1.30
1.24,1.35,1.35,1.24
1.38,1.35,1.40,1.35
1.41,1.45,1.45,1.38
1.45,1.55,1.60,1.45
1.60,1.65,1.65,1.48
1.60,1.95,1.95,1.60
1.90,1.60,1.90,1.45
1.60,1.50,1.60,1.50
1.50,1.50,1.50,1.50
1.49,1.60,1.60,1.49
1.45,1.30,1.50,1.30
1.30,1.30,1.30,1.30
1.35,1.35,1.35,1.35
1.30,1.30,1.30,1.23
1.30,1.30,1.30,1.30
1.30,1.25,1.30,1.20
1.21,1.45,1.45,1.20
1.37,1.30,1.37,1.22
1.45,1.45,1.45,1.45
1.45,1.55,1.55,1.45
1.45,1.55,1.55,1.22
1.55,1.55,1.55,1.55
1.40,1.45,1.45,1.40
1.40,1.40,1.50,1.40
1.45,1.50,1.50,1.40
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.60,1.60,1.50
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.59,1.75,1.75,1.50
1.75,1.75,1.75,1.75
1.53,1.53,1.53,1.53
1.53,1.53,1.53,1.53
1.53,1.71,1.74,1.20
1.31,1.50,1.65,1.31
1.40,1.60,1.60,1.30
1.50,1.55,1.55,1.50
1.36,1.50,1.60,1.36
1.60,1.60,1.60,1.60
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.60,1.40,1.60,1.40
1.37,1.50,1.50,1.37
1.41,1.43,1.43,1.41
1.60,1.60,1.79,1.60
1.65,1.65,1.65,1.65
1.65,1.70,1.70,1.50
1.60,1.70,1.70,1.58
1.70,1.75,1.75,1.70
1.74,1.70,1.74,1.70
1.68,1.68,1.68,1.68
1.70,1.75,1.75,1.65
1.75,1.68,1.75,1.68
1.68,1.68,1.98,1.57
1.99,1.55,1.99,1.55
1.95,1.65,1.95,1.65
1.74,1.69,1.74,1.69
1.70,1.61,1.73,1.60
1.60,1.50,1.70,1.28
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.55,1.70,1.70,1.40
1.40,1.65,1.65,1.35
1.50,1.50,1.50,1.50
1.75,1.60,1.75,1.60
1.60,1.52,1.75,1.51
1.84,1.84,1.84,1.84
1.55,1.55,1.55,1.55
1.55,1.84,1.84,1.55
1.84,1.84,1.84,1.84
1.56,1.84,1.84,1.56
1.59,1.75,1.75,1.55
1.75,1.75,1.75,1.75
1.59,1.65,1.65,1.57
1.57,1.57,1.57,1.57
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.63,1.63,1.50
1.51,1.50,1.59,1.50
1.48,1.50,1.50,1.45
1.48,1.40,1.48,1.40
1.30,1.40,1.40,1.30
1.39,1.39,1.39,1.39
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.60,1.75,1.75,1.60
1.75,1.75,1.75,1.75
1.45,1.51,1.72,1.45
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.55,1.55,1.55,1.55
1.45,1.54,1.54,1.45
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.59,1.50,1.60,1.45
1.47,1.48,1.48,1.47
1.45,1.39,1.45,1.39
1.35,1.40,1.45,1.35
1.40,1.40,1.40,1.40
1.60,1.60,1.60,1.60
1.60,1.59,1.60,1.36
1.50,1.50,1.50,1.50
1.55,1.60,1.60,1.55
1.67,1.51,1.71,1.50
1.59,1.51,1.59,1.51
1.40,1.17,1.60,1.17
1.50,1.58,1.58,1.50
1.57,1.50,1.59,1.50
1.50,1.50,1.50,1.35
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.53,1.50,1.53,1.50
1.50,1.55,1.59,1.50
1.50,1.60,1.60,1.50
1.50,1.50,1.50,1.38
1.60,1.60,1.60,1.60
1.60,1.58,1.60,1.41
1.60,1.60,1.60,1.60
1.41,1.50,1.60,1.41
1.50,1.50,1.50,1.50
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.44,1.44,1.44,1.44
1.60,1.50,1.60,1.50
1.42,1.60,1.60,1.42
1.44,1.40,1.60,1.39
1.40,1.40,1.60,1.40
1.60,1.59,1.60,1.36
1.35,1.40,1.40,1.35
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.40,1.50,1.50,1.40
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.46,1.46,1.46,1.46
1.45,1.50,1.50,1.45
1.50,1.50,1.60,1.50
1.50,1.50,1.50,1.50
1.52,1.41,1.52,1.41
1.50,1.50,1.52,1.50
1.60,1.54,1.69,1.54
1.54,1.51,1.54,1.51
1.52,1.50,1.52,1.50
1.50,1.51,1.55,1.50
1.60,1.60,1.60,1.50
1.65,1.52,1.70,1.52
1.55,1.62,1.71,1.54
1.62,1.62,1.62,1.62
1.60,1.66,1.75,1.60
1.70,1.70,1.70,1.70
1.71,1.72,1.72,1.71
1.74,1.80,1.80,1.72
1.80,1.81,1.90,1.80
1.81,1.81,1.81,1.81
1.95,2.03,2.25,1.95
2.03,1.87,2.03,1.87
1.95,2.02,2.02,1.83
1.81,2.02,2.02,1.81
2.02,1.95,2.02,1.95
1.88,1.95,1.95,1.88
1.95,1.95,1.95,1.95
1.95,1.93,1.95,1.93
1.88,1.88,1.88,1.88
1.84,1.85,1.85,1.83
1.85,1.85,1.85,1.85
1.81,1.80,1.81,1.80
1.95,1.85,1.95,1.80
1.90,1.90,1.90,1.90
1.93,1.95,1.95,1.87
1.95,2.00,2.00,1.95
2.00,1.95,2.00,1.95
1.85,1.95,1.95,1.85
1.95,1.95,1.95,1.95
1.87,1.81,1.98,1.81
1.81,1.80,1.87,1.80
1.80,1.80,1.80,1.80
1.90,1.90,2.00,1.83
1.90,1.89,1.90,1.89
1.89,2.03,2.03,1.80
2.03,2.03,2.03,2.03
2.05,2.00,2.05,2.00
1.90,1.85,1.90,1.85
1.85,1.85,1.85,1.85
1.85,1.85,1.85,1.85
2.08,2.08,2.08,2.08
1.99,1.80,1.99,1.80
1.80,1.80,1.80,1.80
1.84,1.84,1.89,1.84
2.00,2.00,2.00,2.00
1.84,2.01,2.20,1.84
2.01,1.96,2.03,1.96
1.90,1.84,1.95,1.84
1.95,1.91,1.95,1.91
1.93,1.93,1.93,1.93
1.93,1.80,1.93,1.80
1.81,1.81,1.81,1.81
1.84,1.91,1.91,1.84
1.91,1.88,2.03,1.88
1.88,1.88,1.88,1.88
1.90,1.85,1.90,1.84
1.95,1.95,1.95,1.95
1.85,1.85,1.85,1.85
1.85,1.83,1.85,1.83
1.83,1.83,1.83,1.83
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.82
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.95
1.95,1.95,1.95,1.93
1.90,1.95,1.95,1.90
1.95,1.95,2.00,1.95
1.95,1.95,1.95,1.95
2.00,2.00,2.00,2.00
2.03,2.00,2.03,2.00
2.00,2.03,2.05,2.00
1.96,1.96,1.96,1.96
2.00,2.00,2.00,2.00
2.05,2.00,2.05,2.00
2.05,2.02,2.05,2.02
2.02,2.02,2.02,2.02
1.95,2.02,2.02,1.95
2.05,2.05,2.15,2.05
2.00,1.90,2.00,1.90
1.90,1.85,1.90,1.85
1.80,1.90,1.90,1.80
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.95,2.00,2.14,1.95
2.00,2.00,2.00,2.00
2.14,2.01,2.25,2.01
2.05,2.20,2.20,2.05
2.15,2.12,2.25,2.10
2.12,2.21,2.21,2.12
2.21,2.21,2.21,2.21
2.20,2.06,2.20,2.06
2.05,2.00,2.05,2.00
2.00,2.05,2.05,2.00
2.05,2.00,2.05,2.00
1.95,1.95,1.95,1.85
1.95,1.95,1.95,1.95
1.93,1.85,1.93,1.85
1.85,1.85,1.86,1.85
1.90,2.00,2.00,1.90
1.90,1.87,1.95,1.87
1.93,1.93,1.93,1.93
1.93,1.93,1.93,1.93
1.90,1.85,1.90,1.85
1.88,1.85,1.88,1.85
1.88,1.93,1.93,1.88
1.93,1.93,1.93,1.93
1.90,1.80,1.90,1.76
1.80,1.80,1.80,1.80
1.92,1.87,1.92,1.85
1.99,1.86,1.99,1.86
1.88,1.99,1.99,1.88
1.99,2.00,2.00,1.99
2.00,2.00,2.01,1.99
2.04,2.05,2.05,2.01
1.99,2.05,2.05,1.99
2.05,2.18,2.20,2.05
2.15,2.10,2.15,2.10
2.10,2.05,2.10,2.05
2.07,2.05,2.07,2.05
2.06,2.02,2.06,2.02
2.05,2.13,2.13,2.03
2.13,2.13,2.13,2.13
2.08,2.10,2.10,2.05
2.09,2.15,2.16,2.09
2.18,2.17,2.18,2.15
2.18,2.14,2.18,2.09
2.16,2.09,2.16,2.01
2.20,2.20,2.20,2.15
2.20,1.92,2.20,1.92
1.95,2.08,2.08,1.91
2.20,2.18,2.25,2.11
2.20,2.20,2.25,2.20
2.20,2.00,2.20,2.00
2.15,2.03,2.15,2.03
2.05,2.15,2.15,2.05
2.15,2.10,2.15,2.10
2.11,2.15,2.15,2.10
2.20,2.18,2.20,2.18
2.20,2.25,2.25,2.20
3.00,2.05,3.00,1.85
2.00,1.99,2.00,1.99
1.99,2.15,2.15,1.99
1.98,2.20,2.25,1.98
2.19,2.25,2.25,2.03
2.12,2.10,2.12,2.10
2.10,2.05,2.20,2.05
1.96,2.06,2.06,1.96
2.20,2.20,2.20,2.06
2.17,2.20,2.20,2.17
2.20,2.18,2.20,2.18
2.18,2.18,2.18,2.18
2.25,2.22,2.25,2.18
2.22,2.22,2.22,2.22
2.15,2.33,2.38,2.15
2.38,2.17,2.50,2.17
2.20,2.20,2.20,2.20
2.32,2.33,2.33,2.32
2.39,2.45,2.45,2.25
2.40,2.40,2.45,2.35
2.45,2.38,2.45,2.35
2.41,2.30,2.41,2.25
2.48,2.35,2.49,2.35
2.58,2.45,2.58,2.40
2.50,2.55,2.55,2.46
2.58,2.50,2.58,2.50
2.57,2.54,2.57,2.40
2.56,2.50,2.60,2.50
2.60,2.72,2.75,2.57
2.74,2.66,2.74,2.63
2.72,2.75,2.75,2.65
2.75,2.80,2.80,2.66
2.90,2.90,2.95,2.73
2.95,2.90,2.95,2.90
2.80,2.92,2.99,2.80
2.85,2.80,2.92,2.80
2.75,2.78,2.85,2.61
2.79,2.75,2.85,2.75
2.75,2.60,2.75,2.60
2.65,2.60,2.65,2.60
2.65,2.62,2.74,2.45
2.62,2.72,2.72,2.50
2.66,2.90,2.90,2.66
2.90,2.77,2.90,2.69
2.77,2.73,2.77,2.73
2.73,2.77,2.77,2.69
2.70,2.77,2.77,2.70
2.89,2.95,2.98,2.82
2.93,3.00,3.00,2.46
3.00,3.00,3.00,2.96
3.00,3.00,3.00,2.76
2.99,2.97,2.99,2.70
2.85,2.70,2.86,2.70
2.65,2.91,2.91,2.65
2.76,2.62,2.76,2.47
2.70,2.85,2.90,2.70
2.75,2.70,2.78,2.70
2.70,2.75,2.88,2.70
2.75,2.75,2.75,2.75
2.70,2.74,2.74,2.70
2.74,2.80,2.85,2.74
2.73,2.73,2.73,2.71
2.71,2.55,2.71,2.51
2.60,2.60,2.60,2.57
2.60,2.60,2.60,2.60
2.65,2.85,2.85,2.65
2.80,2.84,2.95,2.80
2.83,2.85,2.87,2.83
2.85,2.82,2.85,2.82
2.81,2.80,2.81,2.80
2.80,2.80,2.80,2.80
2.97,2.92,2.97,2.80
2.90,2.89,2.91,2.80
2.89,2.92,2.92,2.89
2.93,2.85,2.93,2.85
2.85,2.81,2.85,2.81
2.81,2.81,2.81,2.81
2.81,2.95,2.95,2.81
2.95,2.81,2.95,2.81
2.80,2.95,2.95,2.80
2.90,2.90,2.90,2.89
2.71,2.71,2.71,2.71
2.71,3.00,3.00,2.71
2.80,2.82,3.01,2.52
2.82,2.82,2.82,2.82
2.81,2.80,2.84,2.80
2.80,2.65,2.80,2.65
2.59,2.59,2.59,2.59
2.69,2.70,2.70,2.69
2.75,2.80,2.80,2.75
2.75,2.75,2.75,2.75
2.72,2.65,2.72,2.65
2.60,2.65,2.65,2.60
2.65,2.64,2.65,2.46
2.51,2.79,2.79,2.45
2.79,2.79,2.79,2.79
2.56,2.85,2.85,2.45
2.70,2.70,2.70,2.70
2.70,2.60,2.80,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.69,2.65,2.70,2.65
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.60,2.65,2.65,2.60
2.70,2.70,2.70,2.70
2.70,2.55,2.70,2.50
2.55,2.55,2.55,2.45
2.55,2.55,2.55,2.55
2.55,2.45,2.55,2.45
2.48,2.48,2.55,2.48
2.55,2.55,2.60,2.55
2.55,2.65,2.65,2.55
2.65,2.46,2.65,2.46
2.65,2.80,2.85,2.65
2.99,2.99,2.99,2.99
2.90,2.42,2.99,2.40
2.46,2.55,2.60,2.46
2.50,2.50,2.50,2.50
2.50,2.60,2.60,2.50
2.59,2.65,2.65,2.59
2.65,3.04,3.04,2.65
2.95,3.10,3.10,2.95
3.18,4.00,4.00,3.18
3.75,3.60,4.00,3.50
3.55,3.40,3.58,3.05
3.30,3.25,3.38,3.20
3.30,3.21,3.30,3.20
3.05,3.20,3.30,3.05
3.18,3.20,3.25,3.16
3.16,3.35,3.38,3.16
3.06,3.31,3.65,3.06
3.30,3.65,3.68,3.30
3.70,3.77,3.88,3.47
3.85,3.69,3.85,3.42
3.35,3.69,3.75,3.35
3.42,3.76,3.80,3.42
3.62,3.65,3.71,3.62
3.70,3.57,3.70,3.55
3.70,3.47,3.70,3.20
3.40,3.56,3.65,3.40
3.50,3.60,3.60,3.22
3.36,3.45,3.50,3.36
3.35,3.50,3.50,3.30
3.56,3.50,3.58,3.49
3.54,3.40,3.54,3.36
3.40,3.50,3.50,3.35
3.45,3.55,3.80,3.40
3.40,3.42,3.48,3.30
3.42,3.52,3.55,3.40
3.45,3.35,3.45,3.31
3.40,3.29,3.40,3.26
3.32,3.40,3.40,3.32
3.35,3.44,3.50,3.30
3.45,3.45,3.45,3.40
3.37,3.30,3.37,3.30
3.29,3.30,3.40,3.29
3.29,3.28,3.36,3.28
3.26,3.47,3.79,3.20
3.25,3.50,3.50,3.25
3.50,3.31,3.50,3.31
3.35,3.30,3.35,3.28
3.26,3.27,3.27,3.15
3.17,2.90,3.17,2.69
3.00,3.10,3.30,2.78
3.13,3.20,3.42,2.85
3.21,3.27,3.45,2.90
3.06,3.20,3.25,3.04
3.20,3.20,3.20,3.20
3.15,3.25,3.25,2.96
3.14,3.19,3.19,3.10
3.20,3.25,3.25,3.17
3.20,3.10,3.20,3.00
3.04,3.06,3.27,2.82
3.15,2.90,3.68,2.84
2.91,2.93,3.15,2.83
3.04,3.04,3.16,2.96
3.00,2.80,3.00,2.70
2.75,2.85,2.85,2.75
2.85,2.75,2.85,2.75
2.75,2.72,2.90,2.59
2.65,2.62,2.68,2.52
2.63,2.79,2.80,2.62
2.60,2.56,2.60,2.52
2.70,2.75,2.80,2.67
2.70,2.65,2.73,2.65
2.65,2.65,2.70,2.60
2.65,2.70,2.70,2.62
2.70,2.69,2.71,2.60
2.68,2.70,2.70,2.54
2.63,2.55,2.69,2.53
2.63,2.60,2.67,2.52
2.60,2.75,2.75,2.60
2.80,2.99,3.00,2.75
3.00,3.00,3.00,2.91
2.80,2.97,3.00,2.80
2.99,3.00,3.00,2.93
2.99,3.08,3.15,2.99
3.09,2.98,3.15,2.87
2.86,3.15,3.15,2.78
3.05,3.08,3.14,2.99
3.08,2.62,3.30,2.62
2.80,3.15,3.15,2.80
3.13,3.05,3.14,3.02
3.06,3.08,3.10,2.80
3.02,3.05,3.15,2.90
3.11,3.02,3.20,3.02
2.90,2.94,2.94,2.90
3.08,3.18,3.18,3.00
3.12,3.07,3.12,3.02
2.96,3.06,3.07,2.80
2.92,3.00,3.05,2.91
3.14,3.19,3.19,3.14
3.12,3.00,3.12,2.97
3.10,3.05,3.20,3.00
3.06,3.20,3.30,3.01
3.01,2.95,3.02,2.93
2.95,2.95,2.95,2.95
2.89,2.85,2.89,2.85
2.96,3.01,3.02,2.87
2.92,2.90,2.99,2.85
2.97,2.98,3.00,2.92
3.05,3.00,3.05,3.00
3.00,2.92,3.02,2.84
2.87,2.83,2.87,2.76
2.83,2.71,3.00,2.70
2.75,2.75,2.82,2.65
2.70,2.62,2.72,2.62
2.74,2.70,2.83,2.70
2.75,2.69,2.85,2.62
2.73,2.70,2.74,2.70
2.70,2.70,2.70,2.70
2.60,2.64,2.64,2.55
2.64,2.64,2.64,2.64
2.54,2.63,2.64,2.40
2.51,2.42,2.51,2.40
2.37,2.66,2.81,2.30
2.60,2.60,2.60,2.60
2.56,2.61,2.65,2.56
2.60,2.60,2.60,2.60
2.68,2.68,2.69,2.68
2.60,2.59,2.70,2.51
2.50,2.40,2.50,2.40
2.35,2.44,2.44,2.35
2.36,2.35,2.45,2.35
2.38,2.44,2.45,2.35
2.36,2.42,2.52,2.35
2.40,2.49,2.49,2.40
2.37,2.40,2.40,2.35
2.35,2.38,2.40,2.35
2.42,2.42,2.42,2.42
2.44,2.42,2.44,2.41
2.35,2.48,2.48,2.35
2.47,2.37,2.72,2.35
2.36,2.41,2.41,2.36
2.45,2.45,2.45,2.39
2.45,2.50,2.68,2.37
2.50,2.43,2.51,2.37
2.45,2.45,2.54,2.37
2.49,2.60,2.70,2.49
2.58,2.52,2.65,2.50
2.64,2.55,2.72,2.52
2.65,2.45,2.66,2.38
2.50,2.44,2.50,2.41
2.20,2.21,2.30,2.15
2.17,2.20,2.20,2.00
2.19,2.16,2.19,1.90
2.10,2.17,2.17,2.10
2.20,2.18,2.20,2.12
2.21,2.27,2.27,2.20
2.30,2.25,2.30,2.25
2.27,2.31,2.31,2.24
2.31,2.33,2.33,2.30
2.35,2.35,2.35,2.31
2.34,2.36,2.36,2.30
2.35,2.54,2.56,2.35
2.49,2.53,2.53,2.49
2.41,2.30,2.41,2.30
2.43,2.36,2.43,2.31
2.36,2.41,2.42,2.32
2.33,2.41,2.41,2.30
2.41,2.41,2.41,2.41
2.33,2.30,2.33,2.30
2.27,2.25,2.32,2.25
2.00,1.83,2.00,1.80
1.81,1.90,1.90,1.81
1.91,1.85,1.91,1.81
1.83,1.84,1.90,1.81
1.98,1.85,1.98,1.85
1.82,1.82,1.82,1.82
1.82,1.82,1.82,1.82
1.80,1.83,1.83,1.75
1.71,1.71,1.71,1.71
1.70,1.70,1.70,1.70
2.00,1.72,2.00,1.72
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.67,1.67,1.67,1.67
1.61,1.61,1.67,1.61
1.50,1.35,1.55,1.30
1.32,1.27,1.32,1.21
1.27,1.27,1.35,1.17
1.38,1.47,1.60,1.15
1.60,1.48,1.60,1.43
1.47,1.54,1.59,1.47
1.42,1.43,1.53,1.40
1.41,1.44,1.46,1.41
1.50,1.43,1.52,1.43
1.46,1.53,1.53,1.46
1.59,1.60,1.67,1.55
1.62,1.71,1.81,1.55
1.75,1.75,1.94,1.73
1.68,1.65,1.78,1.65
1.67,1.74,1.74,1.67
1.75,1.75,1.78,1.70
1.72,1.67,1.75,1.67
1.66,1.76,1.84,1.66
1.76,1.80,1.90,1.75
1.80,1.80,1.82,1.80
1.80,1.80,1.90,1.80
1.81,1.81,1.86,1.60
1.91,1.76,1.91,1.65
1.80,1.89,1.95,1.80
1.89,1.85,1.92,1.85
1.81,1.78,1.81,1.75
1.70,1.89,1.94,1.70
1.81,1.91,1.91,1.81
1.70,1.88,1.90,1.70
1.88,1.99,2.06,1.87
1.95,1.85,1.95,1.83
1.82,1.75,1.84,1.67
1.68,1.78,1.79,1.68
1.74,1.73,1.74,1.72
1.60,1.60,1.60,1.58
1.60,1.55,1.60,1.34
1.55,1.70,1.75,1.55
1.70,1.75,1.75,1.70
1.69,1.75,1.75,1.68
1.83,1.86,2.03,1.82
1.80,1.85,1.85,1.61
1.85,1.81,1.88,1.68
1.86,1.76,1.86,1.76
1.85,1.98,1.99,1.85
1.96,1.75,1.96,1.75
1.80,1.73,1.82,1.70
1.79,1.75,1.80,1.75
1.79,1.73,1.80,1.65
1.75,1.78,1.86,1.75
1.75,1.90,1.90,1.75
1.89,1.96,1.99,1.88
1.98,1.90,1.99,1.90
1.90,1.97,1.98,1.90
1.97,1.97,1.98,1.97
1.98,1.98,1.98,1.96
1.98,2.01,2.02,1.98
2.02,2.00,2.02,1.98
2.00,2.05,2.10,1.99
2.05,2.34,2.39,2.05
2.35,2.45,2.55,2.25
2.42,2.35,2.42,2.07
2.35,2.29,2.35,2.26
2.50,2.33,2.50,2.21
2.15,2.19,2.24,2.03
2.12,2.27,2.35,2.12
2.29,2.25,2.72,2.10
2.27,2.15,2.29,2.15
2.24,2.24,2.24,2.24
2.13,2.26,2.53,2.05
2.32,2.23,2.32,2.10
2.19,2.36,2.45,2.19
2.37,2.35,2.50,2.35
2.25,2.30,2.45,2.25
2.35,2.30,2.47,2.30
2.30,2.25,2.40,2.15
2.26,2.40,2.51,2.26
2.38,2.69,2.74,2.37
2.60,2.74,2.78,2.60
2.73,2.61,2.77,2.60
2.65,2.55,2.70,2.50
2.65,2.68,2.72,2.60
2.68,2.75,2.83,2.58
2.73,2.97,2.99,2.65
3.02,2.97,3.18,2.85
3.20,3.10,3.20,2.83
3.04,2.96,3.04,2.85
2.94,2.84,2.94,2.66
2.74,2.75,2.88,2.61
2.82,2.78,2.84,2.75
2.79,2.60,2.79,2.60
2.63,2.40,2.65,2.40
2.43,2.64,2.64,2.43
2.48,2.61,2.73,2.48
2.59,2.15,2.59,2.00
2.21,2.45,2.69,2.20
2.39,2.59,2.59,2.39
2.58,2.65,2.81,2.50
2.60,2.70,2.71,2.56
2.76,2.83,2.94,2.70
2.83,2.80,2.93,2.74
2.75,2.80,2.85,2.70
2.80,2.83,2.92,2.79
2.85,2.90,2.90,2.78
2.88,2.90,2.98,2.80
2.88,2.90,2.96,2.79
2.93,2.90,2.95,2.90
2.89,2.85,2.99,2.85
2.81,2.81,2.87,2.81
2.85,2.84,2.86,2.68
2.75,2.80,2.84,2.75
2.71,2.80,2.80,2.60
2.76,2.64,2.76,2.64
2.68,2.81,2.85,2.60
2.82,2.80,2.90,2.80
2.81,2.95,3.04,2.81
3.00,2.86,3.00,2.74
2.88,2.96,2.99,2.86
2.92,2.91,2.95,2.89
2.91,2.92,2.92,2.91
2.95,2.93,2.95,2.90
2.95,2.93,2.95,2.90
2.89,2.76,2.94,2.75
2.75,2.74,2.75,2.61
2.74,2.65,2.74,2.65
2.66,2.66,2.71,2.55
2.57,2.56,2.66,2.54
2.52,2.53,2.66,2.50
2.53,2.41,2.57,2.32
2.34,2.51,2.59,2.30
2.54,2.54,2.65,2.40
2.73,2.72,2.79,2.68
2.74,2.73,2.76,2.73
2.74,2.65,2.76,2.60
2.65,2.63,2.70,2.50
2.60,2.60,2.63,2.55
2.55,2.49,2.60,2.46
2.50,2.30,2.57,2.27
2.26,2.36,2.45,2.26
2.37,2.37,2.39,2.35
2.25,2.50,2.50,2.12
2.39,2.51,2.51,2.31
2.56,2.45,2.67,2.38
2.45,2.37,2.45,2.24
2.35,2.35,2.38,2.29
2.31,2.18,2.40,2.14
2.18,2.34,2.34,2.17
2.36,2.25,2.36,2.25
2.27,2.19,2.27,2.17
2.21,2.15,2.21,2.15
2.19,2.23,2.23,2.05
2.08,2.04,2.09,2.03
2.09,1.94,2.10,1.91
2.00,2.04,2.10,1.85
1.94,2.14,2.20,1.92
2.22,2.28,2.38,2.18
2.23,2.07,2.23,2.05
2.03,2.10,2.10,2.00
2.03,1.95,2.12,1.95
1.98,2.08,2.08,1.95
2.03,2.00,2.11,1.98
2.08,2.05,2.11,1.95
2.03,2.05,2.12,2.03
2.05,2.03,2.10,2.02
2.15,2.16,2.16,2.02
2.19,2.07,2.19,2.05
2.05,2.05,2.06,2.02
1.99,1.98,2.03,1.95
1.98,1.98,1.98,1.98
1.96,1.93,1.96,1.88
1.82,1.85,1.92,1.81
1.86,1.84,1.86,1.83
1.84,1.81,1.84,1.76
1.84,1.86,1.91,1.82
1.94,1.90,1.95,1.89
2.00,1.95,2.03,1.95
1.95,1.95,2.05,1.95
1.95,1.95,2.05,1.90
2.00,2.00,2.00,1.95
2.00,2.05,2.05,2.00
2.05,1.95,2.05,1.90
1.85,1.90,1.90,1.85
1.90,1.85,1.90,1.80
1.85,1.85,1.90,1.85
1.85,1.90,1.90,1.85
1.85,1.85,1.85,1.80
1.85,1.85,1.85,1.80
1.85,1.90,1.90,1.85
1.95,1.85,1.95,1.85
1.85,1.85,1.95,1.80
1.80,1.80,1.86,1.70
1.75,1.75,1.75,1.75
1.80,2.05,2.05,1.80
2.05,1.90,2.05,1.85
1.85,1.80,1.85,1.80
1.81,1.80,1.85,1.80
1.85,1.80,1.85,1.75
1.80,1.80,1.80,1.80
1.75,1.70,1.75,1.65
1.65,1.70,1.70,1.65
1.69,1.70,1.70,1.69
1.50,1.75,1.75,1.41
1.70,1.70,1.70,1.66
1.70,1.70,1.70,1.65
1.70,1.75,1.75,1.70
1.70,1.70,1.70,1.70
1.70,1.75,1.75,1.70
1.75,1.70,1.75,1.70
1.65,1.70,1.70,1.65
1.65,1.60,1.72,1.55
1.60,1.50,1.65,1.50
