HBP,Huttig Building Products,NASDAQ
2.20,2.36,2.50,2.20
2.36,2.36,2.36,2.35
2.35,2.36,2.50,2.35
2.40,2.30,2.40,2.30
2.45,2.36,2.50,2.34
2.50,2.36,2.50,2.28
2.40,2.36,2.50,2.35
2.35,2.36,2.45,2.35
2.36,2.36,2.36,2.36
2.35,2.30,2.35,2.30
2.35,2.36,2.40,2.35
2.36,2.36,2.40,2.33
2.34,2.34,2.36,2.34
2.37,2.36,2.39,2.34
2.39,2.27,2.39,2.25
2.37,2.31,2.41,2.31
2.38,2.38,2.38,2.37
2.33,2.36,2.36,2.31
2.34,2.25,2.35,2.25
2.25,2.30,2.31,2.25
2.30,2.30,2.30,2.30
2.30,2.30,2.31,2.30
2.30,2.36,2.37,2.30
2.37,2.36,2.38,2.36
2.40,2.36,2.45,2.30
2.36,2.36,2.36,2.36
2.36,2.35,2.47,2.35
2.40,2.39,2.42,2.39
2.40,2.39,2.45,2.39
2.39,2.39,2.39,2.39
2.48,2.35,2.48,2.35
2.40,2.35,2.41,2.35
2.35,2.35,2.40,2.35
2.40,2.40,2.40,2.40
2.42,2.49,2.49,2.40
2.49,2.49,2.89,2.49
2.49,2.60,2.60,2.49
2.50,2.58,2.58,2.40
2.51,2.50,2.51,2.45
2.42,2.45,2.55,2.42
2.45,2.45,2.45,2.45
2.47,2.45,2.47,2.45
2.47,2.47,2.47,2.41
2.41,2.47,2.47,2.40
2.40,2.45,2.47,2.40
2.44,2.43,2.45,2.41
2.41,2.45,2.45,2.40
2.41,2.41,2.43,2.41
2.42,2.45,2.45,2.11
2.40,2.41,2.42,2.11
2.35,2.40,2.40,2.30
2.30,2.37,2.40,2.30
2.37,2.38,2.38,2.37
2.40,2.40,2.45,2.40
2.45,2.40,2.46,2.40
2.37,2.40,2.40,2.35
2.30,2.38,2.40,2.30
2.30,2.38,2.40,2.18
2.32,2.36,2.50,2.11
2.31,2.47,2.47,2.31
2.31,2.40,2.47,2.31
2.40,2.40,2.40,2.40
2.47,2.41,2.47,2.40
2.40,2.40,2.40,2.40
2.35,2.40,2.40,2.35
2.40,2.40,2.40,2.35
2.45,2.40,2.55,2.40
2.50,2.43,2.50,2.43
2.43,2.44,2.44,2.40
2.41,2.46,2.49,2.30
2.40,2.49,2.49,2.40
2.49,2.56,2.60,2.49
2.53,2.50,2.60,2.50
2.55,2.65,2.65,2.55
2.55,2.50,2.55,2.50
2.50,2.50,2.55,2.40
2.50,2.50,2.55,2.41
2.50,2.50,2.50,2.50
2.50,2.45,2.50,2.45
2.61,2.50,2.73,2.50
2.50,2.50,2.75,2.50
2.50,2.53,2.53,2.50
2.53,2.52,2.53,2.52
2.52,2.49,2.56,2.49
2.49,2.49,2.49,2.49
2.49,2.45,2.49,2.45
2.43,2.43,2.43,2.43
2.45,2.50,2.50,2.45
2.46,2.46,2.46,2.46
2.48,2.50,2.50,2.48
2.48,2.70,2.75,2.48
2.58,2.55,2.65,2.55
2.55,2.50,2.55,2.50
2.48,2.60,2.72,2.48
2.60,2.60,2.60,2.58
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.60,2.63,2.66,2.60
2.63,2.63,2.63,2.63
2.64,2.65,2.65,2.63
2.70,2.70,2.70,2.70
2.65,2.70,2.70,2.65
2.65,2.65,2.75,2.65
2.65,2.66,2.66,2.65
2.70,2.65,2.70,2.65
2.65,2.65,2.65,2.65
2.65,2.70,2.70,2.65
2.70,2.70,2.75,2.68
2.66,2.66,2.66,2.66
2.66,2.67,2.70,2.66
2.70,2.75,2.75,2.67
2.75,2.75,2.75,2.75
2.76,2.73,2.76,2.73
2.75,2.75,2.76,2.75
2.73,2.95,3.14,2.73
2.90,3.11,3.11,2.90
3.20,3.65,3.65,3.14
3.25,3.55,3.80,3.25
3.60,3.90,3.96,3.35
3.90,3.56,3.90,3.55
3.72,3.49,3.75,3.35
3.68,3.51,3.68,3.40
3.40,3.40,3.50,3.40
3.40,3.50,3.52,3.40
3.51,3.57,3.59,3.50
3.53,3.57,3.57,3.53
3.46,3.52,3.52,3.41
3.57,3.74,3.74,3.56
3.45,3.46,3.75,3.41
3.60,3.74,3.74,3.60
3.74,3.74,3.75,3.60
3.75,3.79,3.80,3.65
3.80,3.86,3.88,3.80
3.85,4.15,4.41,3.85
4.18,4.40,4.40,4.03
4.51,4.85,5.10,4.40
4.95,4.85,4.95,4.83
4.81,4.75,4.90,4.45
4.62,4.55,4.62,4.11
4.60,4.74,4.74,4.41
4.99,4.58,4.99,4.55
4.55,4.50,4.74,4.50
4.55,4.47,4.75,4.43
4.49,4.49,4.71,4.35
4.40,4.41,4.49,4.40
4.55,4.58,4.60,4.42
4.67,4.50,4.70,4.40
4.50,4.28,4.50,4.20
4.36,4.07,4.36,4.07
4.06,4.17,4.30,3.78
3.90,3.79,4.15,3.46
3.37,3.81,3.82,3.37
3.62,3.80,3.90,3.62
3.79,3.95,3.95,3.79
3.92,4.09,4.15,3.80
4.15,4.16,4.39,4.05
4.05,4.19,4.28,4.04
4.28,4.03,4.54,4.03
4.25,4.24,4.25,4.07
4.22,4.37,4.50,4.20
4.49,4.25,4.50,4.16
4.50,4.44,4.50,4.43
4.44,4.51,4.51,4.39
4.45,4.47,4.47,4.45
4.47,4.57,4.79,4.47
4.47,4.69,4.69,4.47
4.74,4.55,4.74,4.48
4.50,4.51,4.79,4.50
4.25,4.62,4.68,4.25
4.52,4.59,4.59,4.49
4.45,4.52,4.69,4.45
4.50,4.52,4.57,4.50
4.50,4.54,4.69,4.50
4.50,4.60,4.70,4.50
4.65,4.71,4.73,4.55
4.73,4.82,4.82,4.61
4.72,4.80,4.80,4.72
4.79,5.15,5.30,4.79
5.14,5.08,5.15,4.76
5.08,5.05,5.08,4.90
5.00,5.04,5.04,4.90
4.89,4.97,5.00,4.87
4.92,4.98,5.05,4.51
4.96,4.85,4.96,4.76
4.95,5.02,5.12,4.91
4.90,5.10,5.30,4.84
5.14,5.21,5.23,5.00
5.17,5.16,5.30,4.87
5.19,4.97,5.19,4.97
5.02,4.97,5.11,4.92
4.94,4.75,5.00,4.75
4.75,4.79,5.00,4.56
4.70,4.66,4.79,4.53
4.57,4.58,4.84,4.53
4.51,4.52,4.62,4.50
4.51,4.73,4.89,4.50
4.84,4.51,4.88,4.51
4.58,4.48,4.69,4.48
4.52,4.50,4.65,4.50
4.56,4.78,4.78,4.43
4.72,4.57,4.75,4.50
4.62,4.49,4.65,4.43
4.44,4.50,4.56,4.44
4.36,4.31,4.47,4.25
4.33,4.37,4.37,4.32
4.30,4.37,4.37,4.27
4.32,4.53,4.53,4.27
4.40,4.70,4.70,4.29
4.68,4.56,4.85,4.46
4.49,4.43,4.49,4.43
4.49,4.48,4.49,4.45
4.45,4.30,4.47,4.27
4.39,4.31,4.39,4.31
4.33,4.41,4.41,4.31
4.45,4.40,4.64,4.40
4.41,4.45,4.49,4.40
4.46,4.50,4.50,4.42
4.41,4.48,4.49,4.40
4.45,4.48,4.48,4.40
4.40,4.45,4.60,4.40
4.47,4.47,4.50,4.42
4.42,4.44,4.47,4.40
4.48,4.40,4.48,4.36
4.47,4.47,4.50,4.47
4.41,4.40,4.47,4.40
4.39,4.41,4.43,4.30
4.49,4.46,4.49,4.44
4.40,4.49,4.50,4.33
4.49,4.49,4.49,4.49
4.45,4.43,4.45,4.43
4.40,4.50,4.56,4.40
4.45,4.45,4.45,4.45
4.49,4.48,4.50,4.41
4.46,4.47,4.59,4.45
4.64,4.45,4.64,4.31
4.40,4.57,4.57,4.32
4.50,4.35,4.50,4.35
4.42,4.48,4.48,4.35
4.41,4.40,4.41,4.40
4.36,4.45,4.45,4.36
4.48,4.39,4.48,4.25
4.35,4.36,4.40,4.31
4.32,4.39,4.46,4.32
4.39,4.30,4.42,4.30
4.34,4.35,4.40,4.34
4.39,4.35,4.40,4.31
4.40,4.38,4.45,4.30
4.37,4.30,4.37,4.30
4.08,4.35,4.35,4.08
4.39,4.47,4.49,4.35
4.38,4.50,4.50,4.27
4.50,4.47,4.50,4.27
4.31,4.35,4.35,4.31
4.50,4.49,4.50,4.35
4.47,4.41,4.47,4.40
4.48,5.45,5.45,4.40
5.07,4.72,5.07,4.54
4.78,4.50,4.80,4.40
4.69,4.60,4.69,4.55
4.60,4.51,4.60,4.35
4.56,4.36,4.56,4.35
4.32,4.32,4.35,4.30
4.28,4.30,4.33,4.27
4.27,4.25,4.30,4.25
4.25,4.28,4.29,4.25
4.27,4.25,4.27,4.22
4.20,4.22,4.25,4.20
4.17,4.29,4.29,4.17
4.22,4.21,4.22,4.16
4.17,4.14,4.20,4.05
4.05,4.06,4.15,4.02
4.12,4.22,4.24,3.90
4.11,4.02,4.27,4.02
4.00,3.94,4.00,3.90
3.90,4.16,4.30,3.90
4.06,4.35,4.38,4.05
4.16,3.99,4.16,3.99
4.09,3.95,4.19,3.84
3.85,3.65,3.90,3.55
3.64,3.86,3.88,3.51
3.70,3.89,3.93,3.67
3.90,3.97,4.13,3.69
4.04,3.78,4.04,3.78
3.75,3.98,3.98,3.75
4.00,4.10,4.10,3.92
3.91,4.10,4.13,3.91
4.00,3.86,4.13,3.82
4.00,4.08,4.10,4.00
4.10,4.10,4.10,4.00
4.09,4.01,4.10,4.01
4.00,4.02,4.10,4.00
4.10,4.12,4.12,4.03
4.00,4.11,4.11,4.00
4.02,4.02,4.12,4.01
4.01,4.15,4.15,4.01
4.01,4.15,4.15,4.01
4.07,4.02,4.15,4.02
4.10,4.05,4.22,4.05
4.04,4.06,4.11,3.91
3.88,4.03,4.10,3.88
4.10,4.00,4.10,3.87
4.00,4.18,4.40,4.00
4.28,4.06,4.40,4.01
4.01,4.00,4.02,3.90
3.93,3.96,3.96,3.90
4.00,4.00,4.01,3.97
3.96,3.91,4.00,3.90
3.90,3.99,3.99,3.86
3.91,3.93,3.98,3.85
3.89,3.72,3.89,3.70
3.66,3.71,3.71,3.66
3.67,3.82,3.82,3.66
3.71,4.02,4.02,3.70
4.04,3.97,4.04,3.91
3.74,3.76,3.90,3.74
3.75,3.69,4.07,3.69
3.78,3.66,3.78,3.62
3.61,3.70,3.75,3.61
3.76,3.92,3.96,3.75
3.85,3.85,3.85,3.85
3.78,3.70,3.84,3.70
3.68,3.69,3.70,3.60
3.65,3.37,3.65,3.33
3.30,3.56,3.56,3.30
3.43,3.43,3.49,3.42
3.40,3.46,3.46,3.39
3.42,3.42,3.42,3.42
3.38,3.14,3.38,3.10
3.24,3.14,3.24,2.82
3.12,3.07,3.18,3.07
3.12,3.05,3.12,2.86
2.96,3.00,3.09,2.95
2.95,2.70,3.05,2.70
2.94,2.89,2.96,2.76
2.94,3.18,3.31,2.94
3.27,3.27,3.50,3.27
3.43,3.57,3.57,3.43
3.63,3.53,3.71,3.51
3.64,3.51,3.70,3.51
3.51,3.69,3.69,3.50
3.71,3.51,3.71,3.51
3.52,3.50,3.60,3.50
3.52,3.62,3.62,3.50
3.66,3.63,3.71,3.50
3.58,3.50,3.58,3.50
3.51,3.50,3.59,3.50
3.59,3.56,3.59,3.50
3.51,3.50,3.51,3.50
3.51,3.52,3.52,3.50
3.50,3.51,3.51,3.28
3.35,3.22,3.36,3.22
3.22,3.22,3.22,3.22
3.30,3.31,3.39,3.25
3.24,3.40,3.40,3.22
3.32,3.32,3.32,3.32
3.31,3.37,3.37,3.31
3.34,3.34,3.34,3.34
3.31,3.23,3.31,3.23
3.31,3.31,3.31,3.31
3.35,3.49,3.49,3.35
3.47,3.35,3.47,3.35
3.35,3.39,3.40,3.27
3.27,3.29,3.33,3.27
3.30,3.35,3.37,3.26
3.27,3.35,3.35,3.27
3.31,3.35,3.35,3.31
3.35,3.27,3.35,3.27
3.30,3.35,3.35,3.28
3.30,3.30,3.30,3.26
3.26,3.37,3.37,3.22
3.50,3.31,3.50,3.05
3.23,3.23,3.24,3.12
3.20,3.22,3.25,3.11
3.14,3.15,3.25,3.03
3.03,3.14,3.17,3.03
3.09,3.14,3.20,3.09
3.15,3.15,3.20,3.10
3.11,3.10,3.47,3.10
3.10,3.16,3.30,3.10
3.15,3.34,3.36,3.15
3.15,3.24,3.28,3.10
3.19,3.27,3.44,3.19
3.33,3.44,3.50,3.17
3.35,3.48,3.48,3.35
3.44,3.35,3.46,3.35
3.63,3.15,3.63,3.15
3.20,3.30,3.33,3.20
3.30,3.29,3.31,3.29
3.25,3.54,3.54,3.24
3.27,3.35,3.62,3.24
3.32,3.26,3.35,3.24
3.24,3.49,3.49,3.24
3.37,3.36,3.49,3.27
3.58,3.30,3.58,3.30
3.28,3.16,3.29,3.15
3.17,3.28,3.58,3.17
3.22,3.34,3.34,3.22
3.38,3.27,3.39,3.20
3.20,3.36,3.36,3.20
3.12,3.23,3.35,3.12
3.12,3.13,3.30,3.12
3.16,3.22,3.22,3.16
3.14,3.19,3.26,3.13
3.19,3.29,3.40,3.14
3.13,3.17,3.20,3.12
3.32,3.24,3.32,3.13
3.21,3.23,3.25,3.13
3.15,3.20,3.20,3.15
3.19,3.18,3.19,3.18
3.21,3.38,3.39,3.19
3.33,3.29,3.38,3.15
3.17,3.18,3.28,3.17
3.24,3.26,3.28,3.13
3.25,3.18,3.40,3.15
3.35,3.20,3.35,3.18
3.27,3.18,3.27,3.18
3.18,3.12,3.28,3.11
3.18,3.14,3.29,3.11
3.12,3.10,3.29,3.10
3.18,3.10,3.18,3.10
3.15,3.06,3.16,3.06
3.11,3.15,3.27,3.11
3.29,3.15,3.29,3.11
3.22,3.06,3.22,3.06
3.07,3.26,3.30,3.06
3.25,3.30,3.30,3.25
3.17,3.17,3.17,3.17
3.08,3.11,3.20,3.08
3.10,3.13,3.28,3.08
3.09,3.01,3.10,3.00
3.00,3.00,3.03,2.96
2.97,2.84,3.00,2.84
2.95,2.99,3.08,2.81
3.05,2.95,3.05,2.81
2.96,3.02,3.02,2.95
2.93,2.86,2.99,2.85
2.86,2.86,2.97,2.85
2.86,2.86,2.96,2.85
2.87,2.84,3.28,2.81
2.86,2.93,2.99,2.85
2.86,2.86,2.96,2.85
2.85,2.86,2.97,2.85
2.86,2.86,2.88,2.86
2.86,2.86,2.99,2.86
2.87,2.88,2.89,2.85
2.89,2.85,2.89,2.85
2.85,2.87,2.87,2.85
2.87,2.94,2.94,2.87
2.99,2.85,2.99,2.85
2.85,2.86,2.87,2.85
2.85,2.88,2.92,2.85
2.87,2.85,2.87,2.85
2.87,2.87,2.98,2.86
2.92,3.00,3.26,2.92
3.19,3.13,3.20,3.05
3.20,3.19,3.22,3.15
3.14,3.28,3.35,3.14
3.34,3.60,3.70,3.27
3.50,3.62,3.72,3.48
3.50,3.66,3.66,3.50
3.51,3.51,3.66,3.51
3.50,3.94,4.12,3.50
3.80,3.84,3.85,3.69
3.77,3.65,3.81,3.55
3.69,3.66,3.70,3.65
3.64,3.61,3.69,3.53
3.61,3.61,3.64,3.60
3.65,3.89,3.90,3.65
3.80,3.73,3.89,3.73
3.78,3.65,3.80,3.65
3.65,3.69,3.73,3.55
3.70,3.69,3.70,3.55
3.51,3.53,3.57,3.51
3.53,3.53,3.57,3.53
3.51,3.45,3.58,3.45
3.40,3.40,3.48,3.40
3.44,3.40,3.53,3.36
3.61,3.51,3.61,3.27
3.50,3.33,3.50,3.22
3.43,3.48,3.50,3.35
3.42,3.30,3.48,3.29
3.29,3.36,3.39,3.29
3.36,3.36,3.36,3.36
3.26,3.37,3.38,3.25
3.34,3.37,3.39,3.34
3.38,3.28,3.38,3.28
3.25,3.41,3.41,3.25
3.40,3.47,3.63,3.34
3.40,3.40,3.40,3.40
3.62,3.15,3.62,3.15
3.23,3.26,3.27,3.23
3.18,3.18,3.20,3.15
3.13,3.10,3.20,3.10
3.11,3.11,3.19,3.11
3.15,3.11,3.15,3.11
3.14,3.12,3.17,3.12
3.15,3.11,3.15,3.11
3.15,3.15,3.15,3.12
3.11,3.14,3.16,3.11
3.10,3.12,3.17,3.10
3.17,3.15,3.21,3.10
3.13,3.10,3.13,3.10
3.08,3.13,3.20,3.05
3.09,3.05,3.15,3.03
3.10,3.14,3.23,3.02
3.08,3.09,3.09,3.08
3.08,3.28,3.28,3.08
3.16,3.12,3.16,3.09
3.08,3.14,3.14,3.08
3.16,3.17,3.19,3.11
3.11,3.15,3.50,3.11
3.25,3.20,3.30,3.13
3.21,3.20,3.22,3.15
3.23,3.11,3.24,3.11
3.13,3.08,3.13,3.06
3.11,3.06,3.16,3.02
3.04,3.21,3.21,3.04
3.25,3.15,3.25,3.14
3.08,3.11,3.11,3.07
3.08,3.07,3.10,3.07
3.01,2.98,3.06,2.84
2.97,2.99,3.06,2.93
3.03,3.15,3.15,2.96
3.19,3.23,3.24,3.18
3.30,3.23,3.30,3.20
3.29,3.23,3.30,3.21
3.29,3.10,3.29,3.10
3.10,3.07,3.15,3.06
3.07,3.13,3.29,3.06
3.42,3.25,3.45,3.21
3.19,3.21,3.29,3.19
3.23,3.30,3.32,3.23
3.27,3.27,3.30,3.27
3.27,3.29,3.30,3.27
3.29,3.18,3.29,3.17
3.22,3.14,3.23,3.13
3.23,3.21,3.23,3.15
3.10,3.13,3.20,3.10
3.14,3.16,3.21,3.13
3.13,3.18,3.19,3.13
3.16,3.13,3.16,3.13
3.12,3.13,3.20,3.12
3.09,3.23,3.24,3.09
3.25,3.24,3.25,3.13
3.13,3.20,3.24,3.13
3.09,3.09,3.09,3.09
3.08,3.06,3.08,2.99
3.05,3.10,3.24,3.05
3.16,3.07,3.16,3.06
3.15,3.06,3.15,3.06
3.12,3.11,3.15,3.11
3.13,3.15,3.15,3.13
3.10,3.14,3.15,3.10
3.14,3.09,3.15,3.09
3.14,3.15,3.15,3.13
3.13,3.14,3.15,3.10
3.06,3.15,3.15,3.06
3.13,3.11,3.15,3.06
3.07,3.14,3.15,3.07
3.08,3.14,3.14,3.06
3.07,3.13,3.13,3.06
3.08,3.15,3.15,3.08
3.12,3.10,3.12,3.07
3.10,3.10,3.10,3.10
3.10,3.15,3.15,3.10
3.15,3.15,3.15,3.14
3.15,3.10,3.15,3.10
3.11,3.11,3.11,3.11
3.10,3.08,3.10,3.08
3.11,3.08,3.11,3.07
3.07,3.08,3.08,3.07
3.13,3.07,3.13,3.07
3.07,3.12,3.15,3.07
3.10,3.12,3.15,3.07
3.15,3.14,3.15,3.08
3.15,3.10,3.15,3.07
3.10,3.10,3.10,3.08
3.07,3.27,3.34,3.06
3.26,3.33,3.46,3.26
3.35,3.38,3.44,3.31
3.35,3.32,3.35,3.30
3.35,3.36,3.40,3.34
3.39,3.36,3.46,3.36
3.42,3.40,3.43,3.37
3.40,3.38,3.40,3.35
3.38,3.38,3.39,3.38
3.40,3.42,3.42,3.38
3.43,3.51,3.58,3.40
3.52,3.53,3.60,3.45
3.50,3.56,3.60,3.45
3.59,3.58,3.62,3.58
3.60,3.43,3.60,3.40
3.49,3.46,3.54,3.40
3.51,3.55,3.75,3.49
3.52,3.50,3.63,3.50
3.58,3.50,3.60,3.49
3.48,3.55,3.56,3.45
3.55,3.58,3.58,3.50
3.58,3.48,3.58,3.45
3.48,3.69,3.69,3.48
3.70,3.65,3.70,3.61
3.57,3.53,3.58,3.43
3.50,3.54,3.68,3.50
3.61,3.55,3.63,3.47
3.54,3.58,3.58,3.51
3.60,3.60,3.60,3.41
3.60,3.56,3.60,3.42
3.60,3.59,3.60,3.46
3.54,3.45,3.57,3.38
3.41,3.49,3.50,3.41
3.51,3.50,3.51,3.46
3.45,3.55,3.62,3.45
3.51,3.60,3.68,3.51
3.66,3.69,3.70,3.66
3.68,3.70,3.70,3.55
3.64,3.69,3.70,3.64
3.66,3.64,3.69,3.59
3.69,3.66,3.69,3.60
3.63,3.68,3.70,3.60
3.56,3.61,3.68,3.53
3.62,3.57,3.67,3.55
3.54,3.54,3.69,3.52
3.67,3.58,3.67,3.56
3.53,3.55,3.59,3.53
3.51,3.42,3.58,3.41
3.42,3.51,3.58,3.42
3.52,3.51,3.64,3.44
3.56,3.55,3.67,3.54
3.50,3.54,3.55,3.46
3.51,3.53,3.54,3.45
3.53,3.55,3.56,3.53
3.47,3.50,3.64,3.47
3.58,3.47,3.64,3.47
3.47,3.53,3.56,3.47
3.49,3.47,3.56,3.47
3.57,3.51,3.57,3.48
3.53,3.80,3.92,3.53
3.70,3.57,3.70,3.56
3.60,3.55,3.73,3.51
3.55,3.50,3.59,3.47
3.46,3.35,3.56,3.34
3.30,3.34,3.45,3.26
3.35,3.33,3.35,3.26
3.34,3.37,3.45,3.33
3.38,3.25,3.38,3.18
3.30,3.19,3.30,3.17
3.15,3.16,3.25,3.12
3.24,3.20,3.25,3.13
3.14,3.19,3.19,3.01
3.22,3.22,3.26,3.02
3.22,3.26,3.31,3.22
3.20,3.15,3.20,3.15
3.19,3.09,3.22,3.07
3.30,3.08,3.34,3.04
3.15,3.13,3.15,3.02
3.10,3.19,3.40,3.10
3.33,3.19,3.33,3.16
3.43,3.27,3.48,3.23
3.15,3.23,3.33,3.08
3.17,3.28,3.29,3.16
3.24,3.22,3.33,3.21
3.06,3.06,3.17,3.03
3.21,3.20,3.21,3.11
3.16,3.12,3.32,3.12
3.10,3.04,3.10,3.04
3.04,3.04,3.04,3.03
3.05,3.08,3.34,3.05
3.18,3.28,3.28,3.11
3.27,3.24,3.27,3.24
3.28,3.17,3.28,3.17
3.22,3.20,3.28,3.20
3.27,3.27,3.29,3.18
3.26,3.27,3.27,3.18
3.27,3.30,3.31,3.22
3.38,3.51,3.60,3.38
3.52,3.44,3.55,3.44
3.50,3.51,3.54,3.45
3.51,3.55,3.55,3.49
3.54,3.44,3.55,3.44
3.46,3.62,3.71,3.46
3.70,3.60,3.75,3.60
3.70,3.71,3.75,3.62
3.74,3.70,3.74,3.70
3.73,3.70,3.74,3.61
3.70,3.70,3.78,3.61
3.71,3.70,3.80,3.65
3.77,3.81,3.83,3.70
3.82,3.76,3.82,3.76
3.78,3.73,3.81,3.61
3.68,3.75,3.83,3.68
3.75,3.75,3.83,3.74
3.78,3.73,3.79,3.69
3.72,3.75,3.75,3.66
3.75,3.68,3.83,3.62
3.74,3.83,3.83,3.71
3.83,3.71,3.90,3.70
3.75,3.75,3.80,3.72
3.83,3.68,3.94,3.68
3.76,3.71,3.83,3.70
3.66,3.77,3.79,3.66
3.82,3.80,3.83,3.56
3.79,3.79,3.83,3.75
3.80,3.99,4.00,3.80
4.00,4.25,4.32,3.99
4.25,4.12,4.29,4.12
4.09,3.95,4.10,3.83
4.00,4.19,4.21,3.99
4.23,4.27,4.28,4.23
4.31,4.31,4.42,4.29
4.42,4.38,4.65,4.33
4.31,4.21,4.46,4.20
4.25,4.38,4.58,4.25
4.36,4.50,4.60,4.21
4.48,4.55,4.60,4.33
4.55,4.59,4.60,4.52
4.52,4.57,4.61,4.40
4.58,4.60,4.69,4.54
4.60,4.60,4.75,4.55
4.63,4.59,4.75,4.55
4.66,4.65,4.74,4.62
4.72,5.00,5.24,4.69
5.00,4.96,5.08,4.83
4.97,4.71,5.01,4.49
4.70,4.93,5.00,4.67
4.96,4.72,4.99,4.55
4.71,4.90,5.00,4.71
4.90,4.73,4.90,4.71
4.82,4.50,4.82,4.38
4.50,4.60,4.67,4.50
4.55,4.52,4.60,4.45
4.49,4.52,4.56,4.45
4.52,4.51,4.61,4.29
4.51,4.61,4.61,4.50
4.68,4.69,4.86,4.38
4.73,4.80,4.85,4.64
4.78,4.64,4.80,4.57
4.64,4.59,4.64,4.57
4.63,4.64,4.81,4.61
4.63,4.52,4.79,4.52
4.69,4.65,4.69,4.51
4.53,4.68,4.84,4.53
4.66,4.70,4.81,4.63
4.72,4.78,4.81,4.61
4.75,4.98,5.04,4.67
4.95,4.98,5.01,4.81
5.00,4.97,5.05,4.91
4.97,5.33,5.67,4.97
5.36,5.42,5.50,5.13
5.51,5.45,5.68,5.40
5.54,5.41,5.58,5.30
5.39,5.44,5.50,5.26
5.50,5.24,5.50,5.13
5.32,5.42,5.49,5.24
5.50,5.52,5.66,5.42
5.57,5.46,5.70,5.42
5.50,5.44,5.58,5.42
5.42,5.51,5.64,5.42
5.30,5.50,5.59,5.15
5.46,5.02,5.48,5.00
4.99,5.24,5.43,4.99
5.32,5.17,5.34,5.11
5.12,5.25,5.40,5.03
5.25,5.76,5.91,5.21
5.81,6.00,6.42,5.81
5.99,6.00,6.02,5.50
6.00,5.94,6.05,5.81
6.00,6.24,6.60,5.97
6.52,6.39,6.89,6.25
6.60,6.47,6.75,6.31
6.50,6.22,6.68,6.20
6.27,6.54,6.65,6.27
6.65,6.60,6.70,6.50
6.69,6.77,7.00,6.67
6.75,6.40,6.79,6.28
6.35,5.99,6.38,5.52
5.75,5.66,5.94,5.39
5.61,5.64,5.87,5.61
5.65,5.53,5.69,5.25
5.50,5.60,5.71,5.23
5.56,5.59,5.71,5.48
5.62,5.56,5.71,5.45
5.59,5.59,5.69,5.51
5.58,5.43,5.65,5.30
5.75,6.24,6.25,5.65
6.23,6.31,6.51,6.06
6.36,5.78,6.37,5.51
5.81,6.02,6.05,5.60
6.02,6.42,6.50,6.02
6.50,6.45,6.72,6.37
6.46,6.03,6.58,6.00
6.08,5.85,6.38,5.61
5.87,5.84,5.95,5.81
5.92,6.07,6.15,5.89
6.11,5.96,6.11,5.88
5.95,5.82,6.07,5.65
5.87,5.93,5.95,5.76
5.93,6.01,6.02,5.89
5.92,6.16,6.20,5.83
6.20,6.29,6.50,6.11
6.43,6.18,6.45,6.17
6.19,6.37,6.38,6.06
6.34,6.22,6.40,6.13
6.19,6.35,6.41,6.13
6.36,6.49,6.57,6.35
6.54,6.50,6.69,6.43
6.56,6.36,6.60,6.09
6.40,6.24,6.48,6.17
6.26,6.05,6.27,5.87
6.00,6.09,6.23,5.96
6.04,6.04,6.14,5.98
6.02,5.78,6.04,5.70
5.74,6.01,6.02,5.71
5.97,5.82,6.00,5.68
5.83,5.90,5.95,5.75
5.90,5.81,5.96,5.70
5.82,5.72,5.85,5.71
5.76,5.97,6.02,5.76
5.96,5.90,5.99,5.87
5.96,5.93,5.97,5.64
5.94,5.91,6.02,5.90
5.89,5.92,6.02,5.89
5.88,5.89,6.00,5.88
5.89,5.92,6.01,5.85
5.89,5.91,5.98,5.85
5.93,5.71,5.94,5.69
5.73,5.78,5.81,5.62
5.79,5.84,5.95,5.79
5.85,5.82,5.90,5.78
5.76,5.83,5.90,5.76
5.77,5.54,5.87,5.41
5.51,5.65,5.77,5.48
5.63,5.72,5.87,5.62
5.76,5.73,5.80,5.65
5.65,5.66,5.84,5.63
5.65,5.60,5.70,5.36
5.67,5.58,5.67,5.51
5.57,5.50,5.59,5.39
5.54,5.54,5.64,5.45
5.50,5.57,5.65,5.42
5.52,5.57,5.66,5.51
5.55,5.49,5.64,5.44
5.48,5.57,5.79,5.40
5.57,5.51,5.62,5.48
5.51,5.40,5.51,5.37
5.40,5.05,5.41,4.76
4.98,4.98,5.05,4.75
4.91,4.83,4.95,4.76
4.80,4.80,4.98,4.80
4.75,4.93,4.94,4.70
4.95,4.75,4.98,4.71
4.75,4.75,4.88,4.65
4.79,4.70,4.89,4.70
4.71,4.84,4.86,4.66
4.75,5.00,5.05,4.75
5.00,5.23,5.26,5.00
5.16,5.27,5.30,5.00
5.23,5.03,5.25,5.01
5.13,5.32,5.39,5.13
5.35,5.27,5.37,5.25
5.26,5.28,5.44,5.06
5.35,5.56,5.65,5.28
5.57,5.49,5.61,5.36
5.48,5.68,5.70,5.48
5.60,5.70,5.85,5.52
5.75,5.77,5.80,5.70
5.76,5.81,5.87,5.75
5.83,6.03,6.09,5.80
6.10,6.12,6.19,5.97
6.16,6.04,6.16,6.00
6.08,6.09,6.10,6.03
6.06,6.17,6.20,5.82
6.20,6.26,6.38,6.05
