COWN,Cowen Group,NASDAQ
48.64,47.52,48.80,47.04
46.72,46.56,47.52,45.44
47.04,48.16,48.32,46.11
48.64,47.84,48.96,47.68
48.32,47.52,48.32,47.20
47.52,46.24,47.68,46.24
47.04,48.16,48.32,46.75
48.32,48.00,48.32,47.68
47.68,48.00,48.16,47.68
48.80,48.00,48.80,47.84
48.48,48.00,49.12,48.00
48.64,48.96,49.76,47.68
48.80,48.80,49.60,48.08
49.76,49.44,49.76,48.64
49.12,48.80,50.72,48.64
49.76,49.60,51.20,48.80
49.60,49.44,50.56,49.14
50.24,49.60,50.24,49.44
49.44,50.24,51.04,48.96
50.24,50.88,51.20,50.24
50.72,51.52,52.00,50.56
51.84,51.36,52.00,51.20
51.52,50.56,51.84,50.56
50.24,54.40,54.88,50.08
54.40,53.92,55.52,53.60
53.92,52.80,54.72,52.48
53.44,52.16,53.84,52.00
52.48,51.68,52.80,51.68
52.48,52.96,53.60,52.00
53.76,51.36,55.04,50.08
55.68,57.28,58.96,52.32
56.96,57.76,58.40,56.64
57.60,57.60,58.24,56.96
57.92,57.60,58.72,56.99
57.60,56.32,57.92,55.68
55.84,57.28,57.28,54.56
57.12,56.80,57.44,55.68
56.80,57.44,57.76,56.00
56.48,55.84,57.28,55.20
55.20,56.80,57.28,55.20
55.36,55.36,57.28,55.04
55.20,57.12,57.12,54.72
56.80,56.16,57.44,55.04
56.16,54.88,56.88,54.88
54.88,53.92,56.00,53.60
53.92,53.52,54.40,53.28
52.96,52.32,54.24,52.32
52.48,52.96,53.76,52.16
52.96,52.96,54.24,52.72
52.80,51.84,52.96,51.20
52.00,52.48,52.96,51.36
52.80,53.28,54.16,52.64
53.12,52.64,54.32,52.48
53.12,52.32,53.12,50.72
52.32,52.96,53.52,51.84
52.96,53.76,54.72,52.96
53.76,53.76,54.24,52.96
53.44,53.76,53.92,52.64
54.40,54.40,55.36,53.76
55.36,56.00,56.60,55.04
56.32,56.64,56.96,56.00
56.64,57.12,57.44,56.00
57.76,56.64,57.76,56.16
56.96,56.32,57.60,56.00
56.16,56.48,56.64,55.76
56.32,55.68,56.48,55.44
55.52,55.92,56.48,54.88
56.00,55.36,56.00,54.72
54.72,55.52,55.84,54.56
55.04,55.04,55.52,54.08
55.20,56.16,56.32,55.20
55.84,56.24,56.32,55.68
56.00,56.48,56.96,56.00
56.32,56.64,56.96,56.16
56.16,56.16,56.64,55.68
56.00,55.68,56.48,55.68
55.68,55.84,56.32,55.68
56.16,56.16,56.16,55.84
56.00,57.12,57.44,55.84
56.80,56.64,57.44,56.16
58.24,56.96,58.40,56.48
57.28,57.04,57.76,56.32
56.96,58.24,58.40,56.64
59.20,59.20,59.36,58.40
59.20,59.84,60.00,59.20
60.00,59.52,60.16,57.60
59.20,59.84,60.00,59.12
60.32,60.48,60.64,59.52
60.80,61.28,61.44,60.00
61.28,63.52,64.48,60.96
63.84,63.36,64.56,62.16
63.68,64.32,65.04,62.72
64.16,63.52,65.12,63.04
63.04,63.84,64.32,62.40
64.00,64.00,64.16,63.04
63.84,63.84,64.00,63.20
63.84,63.52,64.32,63.52
64.32,59.04,64.80,58.72
59.04,60.00,60.32,57.60
59.68,60.64,60.80,58.88
60.48,61.12,61.44,59.52
60.80,62.08,62.08,60.48
61.92,62.88,63.04,61.76
62.72,63.04,63.36,62.24
63.20,62.56,63.68,62.40
62.40,62.40,63.04,61.76
62.56,61.60,62.88,61.28
61.60,62.88,62.88,61.44
63.52,63.04,63.52,62.40
63.20,63.84,64.80,62.72
64.16,63.84,64.48,63.52
64.00,64.00,64.32,63.68
64.00,64.64,66.08,64.00
64.80,65.60,66.08,64.16
65.60,65.28,65.60,64.80
65.44,64.00,65.44,62.88
63.84,64.16,64.80,63.52
64.48,64.00,64.64,62.88
63.52,64.00,64.00,63.20
63.68,63.36,64.00,63.04
63.68,61.60,64.00,61.44
60.18,61.12,62.56,60.16
61.60,61.92,63.04,61.44
62.40,61.60,63.20,61.44
61.60,61.44,61.76,59.68
61.44,61.44,61.76,59.20
61.28,60.96,61.44,60.56
60.80,60.96,61.12,58.72
61.12,62.08,62.48,60.96
62.08,63.36,63.36,61.12
63.20,63.68,64.00,62.56
64.00,62.72,64.00,62.40
62.72,61.76,63.04,61.76
62.08,62.56,63.04,61.60
62.08,61.60,62.40,61.12
61.44,61.92,62.40,60.96
62.40,62.56,62.88,61.44
63.04,63.36,63.36,62.40
63.04,61.92,63.20,61.44
62.40,62.56,62.88,61.60
62.88,63.84,63.84,61.92
64.00,61.28,64.16,60.32
61.44,61.12,61.44,60.32
60.96,63.68,63.84,60.56
63.52,63.52,63.84,62.88
63.84,64.48,64.64,63.12
64.80,69.60,69.76,64.80
67.20,68.80,70.56,67.04
68.16,68.00,68.48,65.12
67.36,66.40,67.84,65.92
66.40,66.56,67.84,65.60
66.88,67.36,67.68,66.32
67.04,64.96,67.52,64.80
65.60,66.24,66.88,65.60
65.44,65.28,66.72,64.96
65.28,65.28,65.92,64.80
65.92,66.08,66.88,64.96
65.92,63.04,66.40,62.80
63.20,62.56,63.20,61.92
62.40,61.28,63.20,60.48
60.96,61.28,61.60,60.48
61.44,62.24,63.04,60.32
62.40,61.44,63.04,60.96
61.12,63.04,63.36,60.80
63.20,61.60,63.36,60.32
61.92,62.56,62.56,61.76
61.92,60.96,62.56,60.64
61.28,62.40,62.56,60.64
62.72,62.88,63.36,61.92
63.20,64.48,64.64,62.88
64.16,62.72,64.16,62.24
63.04,64.16,64.48,62.64
63.84,64.80,65.28,63.52
65.28,68.48,69.28,64.64
68.16,69.92,70.56,68.00
68.64,65.60,72.32,65.44
65.60,65.76,67.68,64.80
65.76,67.20,68.00,65.76
67.84,69.44,69.60,67.36
69.76,67.84,69.92,67.36
67.36,68.80,69.92,67.36
68.64,68.16,69.92,67.68
68.16,67.68,68.96,67.20
67.20,65.44,67.36,64.96
66.40,67.04,69.12,66.40
67.04,69.12,69.28,65.76
69.12,72.16,72.32,68.32
72.48,75.36,75.68,71.84
76.00,76.16,76.32,74.88
76.00,75.20,77.28,73.52
75.84,73.44,76.64,73.44
73.44,68.64,75.14,68.33
68.80,68.64,69.12,67.04
68.48,68.48,68.96,68.00
68.64,70.56,72.16,68.16
70.40,72.96,73.44,70.40
73.28,72.16,73.92,71.84
72.32,71.52,72.80,70.08
71.84,67.36,72.00,67.36
67.20,64.16,69.12,64.00
64.16,63.36,64.32,62.56
63.20,65.12,65.28,62.56
64.64,62.72,64.96,62.40
62.40,61.92,63.52,61.76
62.24,61.28,63.52,60.40
61.92,62.32,63.04,59.04
62.56,62.72,64.64,61.60
62.56,64.32,65.12,60.16
64.64,65.44,66.24,64.08
65.28,66.24,66.96,64.48
65.92,65.60,66.48,65.28
66.08,67.84,68.48,64.64
68.00,67.04,68.00,66.56
67.20,67.04,67.84,64.80
67.68,66.40,67.84,66.40
66.40,65.76,66.40,64.64
65.44,65.12,66.64,64.32
64.96,65.28,66.24,64.32
64.48,64.96,65.20,63.54
64.48,63.52,64.88,63.36
67.04,63.20,67.04,61.92
63.52,64.00,64.80,62.72
63.52,64.00,64.48,62.08
64.00,66.72,67.20,64.00
66.72,66.24,67.04,65.44
64.32,64.96,66.08,64.32
64.64,61.28,64.64,60.88
60.96,61.44,62.40,60.80
61.12,61.60,62.40,61.12
61.76,61.12,62.56,60.16
61.92,63.20,64.00,61.92
63.04,64.16,64.48,62.08
64.00,64.32,64.64,63.84
65.28,65.44,66.40,64.80
65.44,64.80,65.60,64.48
65.28,65.44,65.92,64.64
66.88,66.08,67.04,65.28
66.24,66.08,66.56,65.28
66.08,64.96,66.40,64.72
64.80,65.28,65.60,64.48
65.12,67.04,67.04,64.96
67.20,67.84,68.00,66.72
67.36,68.32,68.64,66.72
68.32,68.16,68.96,67.20
68.00,67.52,68.80,66.80
67.04,65.60,68.16,65.44
65.76,66.72,67.04,65.76
66.72,67.04,68.16,66.72
67.36,68.80,69.12,67.04
69.12,69.12,69.60,68.00
69.12,69.60,69.92,68.64
70.24,70.72,71.20,69.12
70.56,70.08,71.20,69.60
69.92,68.64,70.88,68.32
68.16,68.56,68.80,68.00
68.64,67.84,68.64,66.88
67.20,68.64,69.44,67.20
68.48,67.52,69.28,67.36
67.84,68.64,69.28,67.36
68.48,68.96,69.84,68.16
69.12,69.28,69.92,68.64
69.28,67.52,69.28,67.36
67.52,65.92,68.64,64.64
65.92,65.60,66.40,64.96
64.80,66.40,66.56,64.64
66.08,67.20,67.76,65.92
68.32,69.44,69.76,68.00
69.60,70.56,70.96,68.16
71.36,69.92,71.36,69.28
69.12,67.84,69.60,66.72
66.24,69.28,69.60,65.76
68.48,68.72,68.96,67.84
69.12,68.96,69.12,67.84
68.80,68.48,69.28,68.00
68.96,68.32,69.12,67.36
67.52,66.88,68.32,66.72
67.20,65.92,67.20,65.44
66.40,66.40,67.20,65.60
67.20,66.56,67.36,65.60
65.44,64.00,66.56,63.36
64.00,64.16,64.64,63.36
64.32,63.84,64.64,62.56
64.00,63.20,64.00,62.72
63.36,64.34,65.12,62.56
64.80,64.00,66.24,63.04
63.84,64.48,64.64,63.04
64.80,65.28,65.92,64.16
65.12,65.12,65.28,64.80
65.60,65.60,66.08,65.12
66.40,64.32,66.56,64.32
65.28,64.32,65.28,62.64
65.28,65.60,65.92,64.16
65.60,65.60,65.92,65.28
65.28,64.80,66.40,64.32
64.64,65.12,65.76,63.84
65.28,65.12,65.44,64.48
65.44,65.92,66.40,65.12
65.76,65.76,66.40,65.60
65.60,64.64,65.60,64.32
64.16,64.48,64.80,63.84
64.64,65.44,65.60,64.00
66.08,66.88,67.20,65.28
67.36,66.24,67.36,65.12
66.08,65.28,66.72,65.12
64.96,64.80,65.60,64.34
64.80,65.60,66.08,64.80
65.60,65.44,65.91,64.64
65.92,65.76,66.56,65.44
65.28,66.24,66.48,64.96
66.40,65.76,66.56,65.12
65.44,64.48,65.60,64.00
64.00,64.32,64.62,63.36
64.16,63.36,64.32,63.20
63.52,63.68,64.16,63.20
63.68,62.48,63.87,61.44
61.92,62.56,62.88,61.44
62.40,61.92,63.04,61.76
62.24,60.96,62.24,58.88
60.64,60.96,61.44,59.68
60.96,62.08,62.08,60.16
61.12,61.12,61.60,60.40
61.28,60.00,61.76,59.84
60.16,57.92,60.16,56.32
57.92,60.80,61.28,57.68
61.76,60.80,61.76,60.64
60.80,60.00,60.96,59.60
59.84,59.68,60.80,59.20
59.68,61.12,61.28,58.72
60.80,59.04,61.12,58.88
58.56,59.84,61.28,57.28
59.68,58.88,60.56,58.56
59.36,59.68,60.16,58.40
58.56,60.96,61.12,56.80
60.00,60.32,61.44,59.04
61.44,59.36,61.44,59.20
58.88,60.96,62.08,58.88
61.12,61.92,62.72,61.12
62.08,60.96,62.88,60.32
61.28,61.12,62.72,60.48
60.80,61.28,61.44,60.16
61.12,60.80,61.28,59.68
61.28,64.00,64.64,61.28
64.48,63.84,65.28,63.36
63.36,62.72,64.48,62.08
64.00,64.64,64.80,60.16
64.48,64.16,65.12,63.84
63.68,63.84,64.32,63.04
64.48,62.72,64.48,61.76
63.20,65.60,65.60,62.56
65.12,65.12,65.60,63.52
65.28,66.40,66.40,64.48
65.92,66.56,66.88,65.12
66.08,67.52,67.52,66.08
68.48,66.48,68.48,65.92
66.24,65.92,66.72,65.44
65.60,63.84,65.92,63.52
64.16,64.64,65.12,63.84
64.32,64.80,65.12,63.04
64.32,65.12,65.36,64.16
65.92,65.44,65.92,64.96
65.28,65.76,66.72,65.28
65.76,67.68,69.12,65.44
67.20,67.84,68.16,66.88
67.84,67.84,68.80,67.52
67.68,68.80,69.28,66.72
68.80,68.80,70.08,67.92
69.12,69.76,70.24,68.80
69.76,70.08,70.48,68.80
69.92,72.48,73.92,69.92
72.00,72.00,74.40,71.84
71.04,74.56,74.56,71.04
74.08,73.12,74.56,72.64
72.80,73.28,74.56,72.80
72.16,72.80,74.24,72.00
73.44,72.48,74.24,72.00
72.48,72.32,73.76,71.68
72.16,74.56,74.56,72.16
75.20,74.40,75.36,72.64
74.40,75.20,75.84,74.08
74.88,75.04,76.00,74.88
75.36,75.28,76.00,74.88
75.20,75.52,76.00,75.04
76.00,75.68,76.64,74.56
76.00,75.52,76.32,75.36
75.04,75.52,76.00,74.56
75.84,76.80,76.96,74.56
77.44,75.20,77.44,74.72
74.88,74.56,76.64,73.60
74.40,72.96,75.52,71.36
73.60,74.88,75.52,73.28
75.04,75.20,76.80,74.72
75.04,75.04,75.68,73.76
74.88,73.28,75.84,72.32
74.08,73.12,75.36,71.68
72.00,72.00,72.16,70.56
72.16,70.56,72.64,69.28
70.08,71.04,71.52,69.76
71.04,70.40,71.52,69.44
70.08,70.08,71.52,69.12
70.88,71.84,71.84,69.36
72.00,71.36,72.00,70.88
71.36,70.08,71.36,69.60
68.96,69.76,70.72,68.80
70.40,67.52,70.40,67.52
67.84,67.68,68.00,66.88
66.88,66.56,67.68,65.60
66.88,66.72,67.44,66.08
67.36,69.92,70.08,67.36
69.28,70.72,71.04,69.28
71.20,72.96,73.44,71.20
73.28,74.88,75.68,73.12
74.88,75.20,75.68,73.76
75.20,75.36,75.52,74.32
75.04,75.04,75.20,73.92
75.36,75.20,75.84,74.40
75.52,76.16,76.64,75.20
76.48,75.52,76.64,74.40
75.20,75.52,76.00,75.04
75.20,75.36,75.52,74.88
75.52,75.84,76.00,74.08
77.92,76.72,77.92,75.36
77.12,78.88,79.52,77.12
79.04,78.56,80.80,78.24
79.36,83.20,83.36,79.36
83.20,84.64,85.28,83.20
85.44,85.92,86.40,83.84
86.24,83.52,86.40,83.36
83.36,83.36,84.00,81.92
83.84,85.28,85.60,83.68
84.32,83.36,85.60,82.72
81.28,84.48,85.28,80.48
83.36,83.84,84.16,81.44
83.68,84.00,84.64,83.04
83.84,85.28,86.56,83.84
85.60,85.12,85.60,84.32
85.60,85.76,86.88,84.64
85.28,85.12,85.92,84.48
85.12,86.72,87.20,83.84
86.88,87.36,87.68,86.08
87.52,86.88,88.48,86.56
86.88,85.92,88.16,85.60
85.92,85.60,86.40,85.12
85.60,83.52,85.60,82.88
83.04,83.52,84.00,81.60
83.84,82.40,84.16,82.24
83.20,82.88,83.20,82.08
82.88,83.20,83.20,82.24
82.72,83.68,84.16,82.40
84.32,84.48,85.60,84.00
84.48,85.44,86.08,83.20
85.60,84.48,86.40,84.48
84.96,86.08,86.72,84.64
86.40,87.52,88.00,85.60
88.00,88.32,89.92,87.20
88.00,89.44,89.76,88.00
89.76,89.60,90.88,88.96
90.24,90.24,90.40,89.28
90.24,91.04,91.20,89.76
90.56,89.92,91.20,89.12
90.56,90.40,90.72,90.08
91.04,90.88,92.00,90.24
91.20,92.00,92.32,90.56
92.16,92.48,93.12,91.52
92.96,92.96,94.56,92.48
93.60,91.68,94.72,91.52
91.20,93.28,93.60,91.20
93.28,92.32,94.24,92.32
91.84,89.44,95.18,88.48
89.60,92.00,92.32,89.12
92.32,91.20,92.94,91.04
90.56,90.56,91.20,89.28
90.56,91.04,91.52,89.28
90.40,91.36,92.00,89.28
92.64,91.04,93.12,90.56
91.20,92.80,93.60,91.20
92.96,94.40,94.88,91.04
91.20,89.44,91.36,86.24
89.44,87.52,89.44,86.56
87.84,87.84,88.48,87.36
88.16,92.48,92.96,88.08
92.80,90.72,93.12,90.40
90.24,91.36,91.84,89.28
91.52,91.36,92.16,90.72
91.36,91.36,92.16,90.88
90.72,90.40,91.36,89.60
91.20,94.56,94.88,90.72
94.72,93.44,94.72,93.44
92.80,94.40,94.72,92.48
94.56,96.16,96.48,93.28
96.32,96.80,98.08,96.16
97.44,100.24,101.12,96.48
99.52,98.72,101.28,97.92
98.40,101.12,101.52,97.60
101.92,101.60,102.08,100.64
101.28,100.72,101.92,99.36
102.24,100.64,102.88,100.48
100.96,99.68,101.12,97.28
99.68,99.52,100.16,97.92
98.56,99.20,99.68,97.44
99.68,100.16,101.28,98.88
100.64,100.00,101.12,99.52
100.16,99.20,100.16,97.92
98.72,99.68,100.16,98.24
100.00,100.32,101.76,99.52
100.32,100.40,101.12,100.16
100.48,99.04,100.96,98.88
99.52,101.12,101.60,99.20
101.60,104.00,104.00,101.36
103.20,100.96,103.36,100.32
102.72,102.40,104.16,101.52
103.36,103.04,104.00,102.24
103.20,101.92,103.20,100.80
101.28,102.24,102.40,100.64
102.40,101.28,102.40,98.72
100.16,99.52,101.28,99.04
100.48,100.64,101.60,99.84
102.08,101.28,103.04,100.48
102.08,101.28,102.80,100.64
101.28,103.04,103.84,101.28
103.20,102.40,103.36,101.84
102.56,104.16,105.44,102.56
104.80,104.48,105.44,104.16
101.76,96.48,102.72,94.56
96.00,95.04,96.64,93.28
94.40,95.84,95.84,94.08
95.52,93.92,96.00,93.28
93.60,93.12,94.08,91.20
92.64,90.08,92.64,89.04
91.04,90.56,91.68,90.00
91.52,91.68,92.00,89.60
92.96,91.84,98.32,91.52
92.00,90.40,95.10,89.92
89.92,92.32,94.24,89.92
92.96,90.88,93.92,90.08
91.20,90.56,92.00,89.44
90.08,89.12,91.68,88.74
88.48,86.72,88.96,85.92
86.72,90.72,91.36,80.96
89.60,87.52,90.08,86.72
86.24,88.96,89.60,84.80
88.96,89.44,90.32,86.40
88.80,91.04,91.84,88.00
90.24,88.80,90.28,87.52
88.16,87.36,88.80,87.20
87.04,86.40,87.20,86.24
85.12,82.88,85.84,82.72
80.96,81.60,83.84,80.80
76.96,81.68,83.20,72.48
84.00,80.96,84.00,80.00
82.88,80.00,82.88,78.56
80.32,80.80,82.16,78.88
80.80,83.68,83.84,80.80
83.68,84.64,84.96,83.04
82.40,81.28,85.60,80.24
82.72,82.08,82.72,80.16
81.44,80.48,82.24,80.16
79.20,80.64,81.20,78.08
81.76,81.12,82.40,80.48
82.56,82.56,84.00,81.60
82.40,81.12,82.88,80.48
80.48,82.24,82.56,80.00
82.88,81.12,83.84,80.96
80.96,81.28,82.00,80.48
80.96,83.04,83.04,80.48
83.20,81.28,83.84,81.12
80.00,78.72,80.96,78.40
79.36,79.36,80.32,78.72
78.40,77.92,78.88,76.48
77.60,80.00,80.88,77.36
80.00,78.40,80.96,76.64
79.20,74.56,79.65,74.40
74.40,72.16,74.56,70.72
72.48,72.48,73.44,70.72
73.12,72.96,73.44,69.76
73.12,72.48,73.28,72.16
72.00,72.32,72.80,71.04
72.64,75.04,75.04,72.32
74.88,76.48,77.84,74.24
76.32,76.64,78.40,75.68
76.00,70.56,76.00,69.60
70.40,68.80,70.40,67.20
68.80,67.52,68.80,65.60
67.36,67.68,69.44,66.40
67.20,66.56,67.84,65.76
66.88,70.40,70.56,65.92
70.40,68.96,71.20,67.20
68.48,69.60,70.72,68.48
69.44,66.56,70.40,65.76
66.56,65.76,67.52,65.76
66.40,65.12,68.80,64.96
65.92,67.36,67.36,65.84
67.36,66.72,68.45,66.40
66.08,66.56,68.13,63.68
66.56,68.80,68.80,66.24
68.16,67.20,69.60,61.92
67.52,67.36,68.00,66.80
67.04,69.44,70.24,66.88
69.28,69.60,70.08,68.48
69.60,70.24,73.92,69.44
70.72,70.08,71.52,68.96
69.76,74.56,75.12,69.76
74.24,72.64,75.20,71.28
72.64,71.52,75.20,71.36
71.68,72.16,73.12,71.52
72.00,71.68,72.44,71.04
70.88,71.04,73.04,70.88
71.20,71.68,71.84,69.76
71.52,72.48,73.44,71.36
72.32,74.88,74.88,72.16
74.88,74.72,76.32,73.76
74.88,76.00,76.00,74.88
75.68,73.12,76.32,72.32
72.96,73.76,73.76,71.36
73.60,74.88,75.28,73.44
74.88,76.48,77.12,74.56
76.32,76.00,76.96,75.04
76.00,75.68,76.48,71.52
75.68,72.32,75.76,70.72
72.64,72.64,74.24,71.92
72.32,73.12,73.90,72.32
72.64,69.60,73.44,69.12
68.64,68.16,69.44,67.68
67.68,67.68,69.04,66.72
67.84,68.32,69.28,67.36
66.88,65.28,68.64,65.28
65.12,61.60,65.12,60.80
62.08,62.72,63.76,61.68
63.52,64.00,64.32,62.72
64.48,64.64,65.12,63.36
64.64,63.52,64.64,62.40
63.52,63.52,64.32,62.88
64.00,63.68,64.00,62.00
64.00,64.16,64.32,63.42
64.00,65.12,65.92,64.00
65.12,62.56,65.25,62.56
62.88,61.12,63.20,60.32
60.80,61.76,62.56,60.80
61.44,61.28,62.56,60.96
60.48,59.84,60.64,58.40
59.84,59.20,60.16,59.20
59.20,57.76,60.48,57.12
56.64,56.80,60.32,56.16
57.12,55.04,57.92,54.88
54.72,52.80,55.04,51.84
53.12,52.48,53.60,51.84
52.00,49.28,53.60,48.96
49.44,49.92,50.88,47.52
48.48,48.48,49.44,47.36
48.96,45.28,48.96,45.12
44.32,41.76,45.66,41.76
41.28,42.40,43.04,39.44
43.52,46.72,46.96,43.20
46.56,45.44,47.28,45.44
46.08,48.00,48.00,45.60
48.00,45.92,48.24,45.92
46.24,44.64,47.92,44.64
44.96,45.76,45.92,41.92
45.44,47.36,47.68,44.24
46.56,45.44,47.20,45.44
45.60,44.16,47.52,42.40
44.16,44.72,47.12,43.20
44.16,43.20,45.20,43.20
42.56,42.40,44.24,41.28
41.12,42.24,42.88,41.12
42.88,43.04,44.80,42.40
42.08,43.20,43.36,40.96
43.84,47.44,47.52,43.04
49.12,48.96,49.12,47.36
49.60,53.12,53.20,48.43
52.96,52.48,53.12,51.36
52.16,52.80,53.12,50.80
53.44,54.08,54.08,52.16
53.76,53.76,54.40,52.64
52.96,53.60,54.24,52.80
53.60,50.88,53.76,50.08
55.20,55.52,56.00,53.44
55.52,54.24,56.00,53.60
54.88,56.64,57.12,54.24
56.64,55.68,56.96,53.76
55.84,56.00,57.44,54.72
56.80,58.88,59.28,55.68
58.56,60.48,61.44,58.56
59.84,57.60,60.64,57.20
57.76,58.08,58.72,56.96
58.40,57.12,59.20,56.72
56.96,58.88,60.00,56.96
58.40,56.96,59.20,56.00
56.32,55.52,56.80,54.88
55.36,56.00,59.36,55.36
56.00,56.80,57.44,54.24
57.12,59.04,60.00,56.88
59.20,56.96,59.84,56.96
56.96,61.28,61.68,56.32
61.60,58.72,63.52,58.08
58.08,57.28,58.88,56.64
57.92,56.32,57.92,55.76
54.88,60.64,61.28,54.56
62.40,60.16,62.40,59.84
60.00,60.96,62.08,60.00
60.16,61.28,61.68,59.84
59.84,60.32,62.00,59.84
59.84,57.12,60.00,57.12
56.64,57.76,58.88,56.16
56.96,56.64,58.24,56.48
56.96,56.32,59.04,56.00
56.96,55.36,59.20,55.20
55.36,58.88,59.36,55.04
59.20,60.96,61.92,58.42
61.12,60.64,61.76,59.52
60.32,58.40,60.80,58.40
58.40,60.00,60.24,58.26
60.00,59.36,60.48,58.88
59.84,59.84,60.00,58.88
59.68,60.16,61.12,59.68
60.64,61.12,61.92,60.00
60.96,59.52,61.76,59.04
60.16,61.28,61.44,59.04
61.12,61.12,62.24,60.00
60.64,57.92,61.28,57.60
51.20,55.76,56.32,50.40
55.52,57.44,57.44,53.44
56.48,56.16,57.44,54.56
55.68,53.92,56.96,53.76
53.60,51.68,55.04,50.72
51.68,52.80,53.44,50.40
53.12,51.20,53.44,51.20
51.20,54.88,54.88,51.20
54.56,53.28,55.20,52.96
53.44,52.32,53.84,51.20
52.00,51.84,54.24,51.68
52.00,50.72,53.12,49.92
50.56,48.96,51.12,48.64
48.64,49.92,50.24,48.48
49.60,48.32,50.32,48.32
48.80,50.08,50.24,48.32
49.92,48.80,51.35,48.48
49.76,54.72,54.88,49.44
54.72,55.04,56.96,52.96
55.20,54.24,56.48,53.60
54.08,52.96,54.40,52.96
53.28,53.60,54.24,53.28
52.96,55.52,55.52,51.52
55.68,56.00,56.80,55.20
56.64,56.96,57.92,56.64
56.96,59.52,59.52,56.96
59.52,55.84,59.52,55.84
56.32,54.56,56.64,54.24
54.24,54.24,54.88,52.64
53.44,52.00,53.60,52.00
51.68,52.64,53.60,51.36
52.00,52.48,54.08,51.68
52.32,51.20,53.20,50.88
50.88,51.36,51.68,49.44
51.52,52.00,53.92,51.04
52.80,52.80,54.08,52.64
52.80,51.84,53.28,50.72
52.00,49.76,53.28,49.60
50.24,50.08,52.13,49.12
47.20,48.00,48.96,47.04
47.36,43.68,48.00,43.68
44.00,46.72,47.20,43.68
47.52,47.84,47.84,46.08
47.84,47.36,48.16,46.24
46.72,48.32,49.44,46.24
48.16,47.20,48.80,45.92
46.88,47.84,48.80,46.40
47.84,51.36,51.52,47.84
52.00,54.72,54.88,51.76
55.04,52.64,55.52,52.64
52.80,53.28,54.40,52.80
53.44,50.24,53.60,50.24
51.20,50.72,51.68,50.56
51.20,49.60,51.20,49.60
49.44,49.28,50.40,49.28
48.96,47.36,49.28,47.36
47.52,49.76,49.76,46.72
49.44,49.28,50.56,48.48
49.12,48.64,49.12,48.48
48.48,47.68,48.96,47.68
47.52,48.96,49.76,47.36
48.96,49.12,49.92,48.48
49.12,50.24,50.24,48.16
49.92,49.92,50.72,47.20
50.08,48.80,51.04,48.64
48.96,48.00,49.84,46.72
47.20,51.20,51.20,46.72
50.72,50.40,51.20,50.16
50.56,52.32,52.64,50.56
52.32,52.64,52.80,49.92
52.48,49.92,52.96,49.92
49.76,51.84,51.84,49.28
52.48,51.36,52.64,49.92
51.20,51.52,51.84,49.92
51.52,53.92,53.92,51.52
53.44,50.56,54.40,50.40
50.56,51.20,51.20,50.08
50.88,53.28,53.28,50.72
52.80,52.32,52.96,51.20
52.32,54.72,54.72,51.52
54.08,53.92,54.96,52.80
54.08,51.04,54.88,50.88
51.04,53.92,53.92,50.56
53.76,54.40,54.72,53.12
53.92,56.48,56.64,53.92
56.96,60.00,60.00,56.48
60.16,60.00,61.28,59.20
60.48,57.92,60.96,57.12
57.92,58.24,59.20,57.44
57.92,56.64,59.04,56.64
56.48,59.20,59.20,56.48
58.88,60.48,60.80,58.40
59.36,55.84,60.16,55.84
55.84,56.64,57.04,54.56
55.84,55.36,57.60,54.24
55.20,53.44,55.52,53.44
53.44,55.20,55.20,53.44
55.20,54.24,55.20,53.36
54.40,55.52,56.80,54.40
56.00,55.52,56.64,55.20
55.68,55.68,56.64,54.40
56.00,56.16,56.80,55.36
56.00,55.52,58.08,55.52
55.04,53.28,57.60,53.12
53.12,55.68,55.68,53.12
55.68,58.08,58.24,55.04
57.76,55.36,58.40,55.20
55.84,58.08,58.56,55.20
56.96,56.80,58.24,56.64
56.96,55.36,57.92,55.20
55.52,59.52,60.00,55.52
58.08,60.00,60.16,56.16
59.84,58.72,60.00,58.08
58.40,60.00,60.80,57.60
59.20,58.40,60.00,58.40
59.20,60.00,60.00,57.60
58.40,57.60,59.20,57.60
58.40,59.20,60.00,58.40
58.40,56.80,60.00,56.00
57.60,56.00,58.40,56.00
56.80,58.40,60.00,56.80
58.40,56.80,58.40,56.00
56.00,55.20,57.60,55.20
56.00,54.40,56.00,54.40
53.60,51.20,54.40,51.20
50.40,52.80,53.60,50.40
54.40,53.60,54.40,51.20
56.00,52.80,56.80,52.00
51.20,52.00,52.80,49.60
52.00,50.40,52.00,50.40
51.20,50.40,52.00,50.00
51.20,48.80,51.20,48.00
48.80,48.00,49.79,48.00
49.60,46.40,50.40,46.40
47.20,48.00,48.80,47.20
48.00,50.40,52.00,48.00
52.00,51.20,53.60,49.60
51.20,51.20,52.00,48.80
52.80,49.60,52.80,49.60
50.40,49.60,50.80,48.00
49.60,51.20,52.00,48.80
51.20,54.40,54.40,51.20
53.60,56.80,56.80,52.80
56.00,56.80,57.60,53.60
57.60,57.60,59.20,56.80
57.60,58.40,59.20,56.80
60.00,60.00,61.60,59.20
60.00,60.00,62.40,58.00
60.80,59.20,60.80,58.40
60.80,58.40,60.80,57.60
58.40,56.00,59.20,55.20
14.20,13.80,14.20,13.80
14.20,14.05,15.42,13.70
14.05,14.90,14.95,13.60
