KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ
62.47,63.07,63.42,61.99
63.23,62.16,63.45,61.86
61.56,61.17,62.42,60.26
61.38,62.26,62.27,61.03
62.51,62.16,62.70,61.84
62.42,62.49,62.83,62.28
62.46,61.94,62.77,61.64
62.45,62.62,62.94,61.90
62.42,62.56,62.84,61.74
62.26,62.71,62.72,62.18
63.66,62.31,63.85,62.09
62.43,62.63,63.18,62.38
63.19,63.61,63.74,62.47
63.67,64.64,64.89,63.39
64.94,65.00,65.94,64.61
65.12,64.59,65.12,64.24
64.85,64.80,65.46,64.50
65.09,65.03,65.32,64.72
64.71,65.10,65.39,64.71
65.30,65.28,65.99,65.16
65.15,64.97,65.27,64.45
64.97,65.28,65.85,64.97
65.23,65.71,66.12,64.82
66.10,64.87,66.10,63.90
64.28,66.04,66.49,63.20
65.61,66.10,66.50,65.10
65.94,65.39,66.17,64.66
65.68,65.78,66.09,65.02
65.93,65.25,66.42,65.25
65.24,66.24,66.30,65.24
65.81,66.24,66.46,65.81
66.12,66.07,66.72,65.91
66.00,65.49,66.00,65.08
65.07,65.15,65.50,64.84
65.44,65.75,66.39,65.17
65.90,66.30,67.48,65.43
66.13,66.94,66.95,65.51
66.89,66.63,66.95,66.25
66.78,66.91,67.28,66.46
66.17,66.74,66.90,65.47
66.31,67.32,67.48,66.31
68.43,68.75,69.22,67.60
69.13,69.62,70.00,68.56
69.39,68.53,69.53,68.26
68.94,69.50,69.70,68.58
69.43,69.89,70.31,68.80
69.94,69.79,70.40,69.59
69.17,69.49,69.99,69.10
69.60,69.93,70.19,69.56
69.98,69.95,70.31,69.71
69.79,69.12,70.44,68.84
69.76,69.42,70.68,69.10
69.56,69.97,70.47,68.94
70.30,70.16,70.57,69.65
70.53,69.91,70.53,69.25
69.87,70.14,70.41,69.56
70.45,70.94,71.25,70.45
70.98,71.45,72.08,70.42
71.44,70.09,71.44,70.04
70.48,69.77,70.67,69.55
70.60,69.84,70.86,69.46
69.53,71.16,71.36,69.53
71.28,71.96,72.67,70.02
72.29,71.35,72.33,70.73
71.45,71.00,71.72,70.67
70.94,70.55,71.61,70.17
70.65,70.58,71.45,70.06
70.58,70.49,71.47,70.27
70.74,71.53,71.53,70.39
71.04,71.27,71.58,70.88
70.71,71.25,71.41,70.27
70.89,71.66,71.95,70.71
71.09,72.24,72.63,71.09
72.28,72.26,72.59,71.17
72.02,72.63,72.76,71.76
72.08,72.50,72.80,72.03
72.52,72.00,72.58,71.65
72.08,71.34,72.28,70.01
72.12,72.03,72.21,71.61
72.15,72.66,72.90,71.63
72.49,72.28,73.17,71.14
72.27,72.21,73.11,71.68
72.86,72.71,73.07,72.31
72.72,73.03,73.28,72.60
73.29,67.37,73.47,66.30
66.99,65.77,67.38,62.60
65.72,66.09,66.62,64.96
65.20,66.15,66.85,65.20
66.09,66.15,66.41,65.73
66.35,66.76,66.92,65.31
66.94,67.70,67.95,66.52
67.60,67.98,68.64,67.45
68.14,67.50,68.57,67.30
67.53,67.45,68.47,67.38
67.32,67.23,67.63,66.82
67.54,67.95,68.41,67.54
67.81,67.34,67.81,66.55
67.83,67.30,67.91,67.00
67.45,65.97,67.61,65.57
65.91,66.01,66.95,65.50
65.86,65.99,66.57,65.47
65.96,65.59,65.96,65.03
65.09,65.23,65.42,64.82
65.10,65.66,65.91,64.51
65.70,66.20,66.99,65.70
66.26,66.09,66.77,65.44
66.32,66.92,67.74,66.32
66.94,66.58,67.38,66.37
66.58,66.90,67.79,66.27
66.75,66.40,66.75,66.09
66.59,65.98,66.83,65.76
66.17,66.59,67.00,65.56
66.90,67.48,67.75,66.66
67.89,67.32,68.20,67.23
67.41,66.97,67.94,66.39
66.73,66.59,67.48,66.00
66.51,66.81,67.57,66.51
66.95,67.74,67.88,66.77
68.18,68.26,68.79,68.09
68.41,68.14,68.75,67.93
68.14,68.30,68.76,67.52
68.30,67.37,68.30,67.04
67.37,67.75,68.27,67.07
67.39,67.53,67.73,66.90
67.87,67.92,68.41,67.52
67.83,68.14,68.30,67.35
68.21,68.88,69.44,67.85
68.91,68.44,69.64,68.26
68.69,68.64,68.97,67.62
68.73,69.41,69.97,68.73
69.44,70.34,70.62,69.44
70.55,69.64,70.62,69.52
69.57,70.33,70.44,69.57
70.46,69.78,70.99,69.53
70.06,70.24,70.69,69.71
70.17,71.69,71.82,69.65
71.61,71.35,72.04,70.73
71.40,70.74,71.40,69.60
70.88,70.42,71.20,69.84
70.51,70.11,70.51,69.46
70.51,69.94,70.82,69.21
69.58,68.28,69.61,68.05
68.48,68.79,69.51,68.16
69.10,68.22,69.64,68.13
69.60,69.52,69.82,69.11
69.52,69.85,70.41,69.49
69.96,69.56,70.64,69.36
70.14,69.42,70.69,68.83
69.32,70.08,70.46,68.96
70.13,70.15,70.54,69.39
69.78,69.00,70.95,68.32
68.99,68.30,69.27,67.94
68.57,69.14,69.33,68.25
68.60,69.23,70.07,68.60
69.64,69.60,69.77,68.74
68.83,69.81,70.77,68.83
69.75,68.49,70.37,67.50
68.69,67.69,68.75,67.25
67.27,67.62,67.95,66.83
67.82,66.88,68.30,66.78
67.19,68.54,69.35,67.11
68.40,68.53,68.97,67.90
68.72,68.79,69.30,68.72
68.84,67.57,69.10,67.48
67.19,67.48,67.92,67.19
67.69,68.79,69.11,67.69
70.05,68.94,70.05,67.43
68.64,68.33,69.41,67.76
68.33,68.34,68.81,67.74
68.69,68.81,68.97,67.97
69.61,69.49,70.83,69.38
69.66,68.52,70.13,68.20
68.65,69.03,69.80,68.05
69.04,70.13,70.24,68.92
70.12,70.55,70.64,69.55
70.20,70.57,70.67,69.80
71.29,71.30,72.21,71.00
71.41,71.88,71.95,70.61
72.17,72.30,72.77,71.70
72.63,72.30,72.63,71.25
71.97,71.80,72.40,71.40
71.68,71.89,72.45,71.04
71.40,70.90,72.35,70.87
71.13,71.51,71.62,70.27
71.20,71.29,71.95,70.35
71.73,71.52,72.29,71.18
71.76,72.71,72.78,71.25
72.75,72.63,72.75,71.33
72.35,71.81,72.39,71.35
72.01,72.38,73.33,72.01
72.28,71.88,73.01,71.15
72.01,72.65,72.96,71.65
72.96,71.50,72.96,71.41
71.60,71.37,72.44,71.02
71.39,71.25,72.00,71.02
71.39,71.42,72.12,70.87
71.79,71.93,72.45,71.53
72.21,73.33,74.06,71.78
73.35,72.73,73.98,72.57
73.24,72.52,74.09,72.39
72.21,71.05,72.94,70.90
71.19,71.25,71.51,70.78
71.68,72.30,72.76,71.13
72.51,71.81,73.18,71.03
71.04,71.36,71.78,69.96
71.92,72.60,73.26,71.49
72.76,73.01,73.35,71.53
73.35,73.09,73.78,72.79
73.26,73.33,73.75,72.84
73.38,73.71,74.27,73.18
73.91,73.07,74.24,72.13
72.51,72.55,73.33,72.18
71.61,70.84,72.31,70.52
70.86,70.78,71.22,70.37
70.90,70.25,71.47,69.91
70.53,70.62,71.45,70.32
70.38,70.40,70.85,69.32
70.24,70.32,70.80,69.61
70.17,70.37,71.32,69.96
70.22,69.68,70.59,69.25
69.43,69.44,70.01,68.89
69.49,69.39,71.49,68.78
69.48,68.47,69.96,68.00
68.29,68.67,68.80,67.76
69.15,69.74,70.48,68.47
69.90,68.54,70.51,68.46
68.65,68.18,68.65,67.85
67.77,67.75,67.93,66.43
67.52,67.89,68.03,67.34
67.89,68.76,69.13,67.89
68.55,67.79,69.09,67.60
67.94,68.05,69.07,67.91
68.32,68.03,68.68,67.95
68.14,68.89,69.32,67.70
69.37,69.06,69.53,68.76
68.82,68.61,68.87,68.46
68.81,69.11,69.44,68.35
69.34,68.47,69.37,68.01
68.75,68.73,69.17,68.00
68.70,68.81,69.35,68.51
68.69,69.45,69.83,68.52
69.93,71.32,71.85,69.54
71.74,71.63,72.13,70.75
71.53,71.46,71.99,71.08
71.51,71.63,71.97,71.00
71.71,71.42,71.71,70.82
71.33,70.64,71.41,70.25
70.39,70.99,71.26,70.37
70.88,70.44,71.08,70.09
70.15,70.93,71.19,70.15
71.14,71.39,71.64,70.63
71.72,72.13,72.34,71.32
72.56,71.96,72.94,71.49
71.99,71.43,72.38,71.20
71.21,71.44,71.90,71.05
71.18,72.01,72.23,71.08
72.04,72.04,72.71,71.52
71.56,72.95,73.11,71.56
72.58,72.87,72.99,71.86
73.15,73.04,73.81,72.92
72.66,72.70,73.41,72.39
72.97,73.16,73.58,72.73
72.95,72.62,73.10,72.34
72.80,74.33,74.72,72.60
74.68,73.02,74.73,72.64
71.91,72.05,74.63,71.63
71.72,72.16,72.33,71.60
72.76,72.51,72.86,71.99
72.22,72.46,73.06,72.03
72.91,72.40,73.57,72.00
71.96,71.99,72.54,71.72
71.75,72.57,72.92,71.44
72.46,73.40,73.49,72.45
73.39,73.69,74.83,73.39
73.31,72.58,74.44,72.24
75.72,75.14,76.14,73.52
75.03,75.96,76.21,74.31
76.27,75.89,76.80,75.06
76.26,76.81,77.74,75.34
77.21,77.30,77.78,76.22
76.57,77.22,77.57,76.25
77.27,77.30,77.71,76.62
77.17,78.00,78.24,76.33
77.74,77.76,78.43,77.23
77.51,77.53,78.39,76.26
77.61,77.45,77.73,76.78
77.36,78.32,78.94,77.33
78.69,78.53,79.93,78.17
78.53,80.05,80.18,78.26
80.07,79.59,80.33,79.28
79.39,79.43,79.85,78.96
80.10,79.63,80.36,78.96
80.28,80.01,80.43,79.80
80.00,79.54,80.00,79.06
79.36,79.37,79.76,78.54
79.17,79.76,79.86,77.87
79.72,80.26,80.78,79.17
80.59,79.95,80.59,79.60
80.20,80.67,81.45,80.01
79.98,81.05,81.49,79.97
80.67,80.12,81.35,79.99
79.95,80.55,80.88,79.51
80.85,80.48,81.62,80.38
80.51,79.97,81.41,79.37
80.20,79.06,81.43,78.91
78.76,80.32,80.75,78.65
80.53,79.80,80.76,79.27
79.54,79.92,80.00,78.94
80.18,79.19,80.18,78.97
79.03,80.28,80.40,78.65
79.95,80.38,80.88,79.95
80.46,79.59,80.46,79.34
79.64,79.92,80.19,78.99
80.06,80.54,80.92,79.87
80.83,80.05,81.00,79.73
79.94,78.89,80.99,78.17
78.42,78.01,79.10,77.34
77.85,77.80,79.06,77.75
77.75,77.32,77.81,76.79
77.25,76.96,77.25,75.94
76.88,76.51,76.95,76.11
75.84,76.61,76.87,75.25
76.73,76.22,76.87,76.13
76.31,75.70,76.53,74.67
75.51,75.21,75.96,74.31
75.89,74.46,75.89,74.29
74.57,74.85,75.76,74.25
74.32,74.16,74.94,73.91
73.95,74.97,75.07,73.24
74.97,73.33,75.21,72.66
72.65,72.67,73.34,71.92
72.94,72.26,73.88,72.01
72.89,73.14,73.95,72.30
72.45,73.54,74.24,71.69
72.69,73.82,74.81,72.57
74.87,74.88,75.71,73.79
74.87,75.14,75.58,74.08
71.55,71.28,72.28,69.00
71.00,70.31,71.50,69.97
70.66,70.44,71.35,70.10
70.75,69.97,71.39,69.75
69.85,68.92,69.85,68.28
69.28,69.21,70.01,68.69
69.13,69.31,69.86,68.63
69.26,69.12,69.43,68.26
69.86,69.55,69.86,68.85
69.52,70.15,70.44,68.86
70.23,69.83,70.49,69.14
70.24,70.02,71.00,69.53
70.10,70.77,71.33,69.87
71.02,72.35,72.45,71.02
72.33,71.77,72.62,71.16
71.53,71.64,72.23,71.25
71.50,72.61,72.74,71.50
72.38,71.96,72.85,71.75
71.82,72.65,73.54,71.10
72.71,72.65,72.95,72.29
72.83,72.78,73.64,72.70
72.58,71.70,72.58,70.86
71.30,73.01,73.43,70.32
73.80,72.99,74.52,72.62
72.86,73.15,73.99,72.56
73.25,73.65,74.53,73.25
73.91,74.24,75.11,73.56
74.07,72.78,74.48,72.50
72.67,73.16,73.98,72.59
73.22,73.17,73.95,72.48
72.89,73.60,74.14,72.37
73.40,73.16,73.95,73.06
73.01,73.60,74.54,73.01
73.21,73.08,73.99,72.83
72.61,74.16,75.30,72.61
73.80,72.95,74.60,72.75
73.13,72.68,74.09,72.28
71.81,71.11,71.81,70.10
71.35,70.51,71.50,70.02
70.15,70.17,71.32,69.80
70.55,70.65,71.82,69.36
71.37,71.68,72.26,70.60
71.26,71.75,72.01,71.05
71.70,70.83,71.92,70.70
71.24,71.00,71.98,70.16
70.92,71.22,72.10,70.92
71.37,71.83,72.51,71.36
71.56,72.00,72.74,71.54
71.92,71.91,72.80,71.75
72.28,71.43,72.48,71.24
71.28,71.69,72.24,70.82
71.17,71.20,71.46,70.49
71.46,70.68,71.46,70.25
71.00,70.50,71.11,70.07
71.07,70.96,71.36,70.37
70.71,70.76,71.11,70.02
70.89,70.88,71.71,69.39
71.37,70.89,72.57,70.06
70.33,70.58,70.74,69.41
70.86,70.14,71.96,69.82
69.94,70.36,71.58,69.65
70.58,70.46,71.42,70.09
70.11,69.96,70.69,69.57
70.40,70.26,71.48,69.71
70.26,69.77,70.72,69.27
69.58,69.24,70.33,68.42
68.80,69.95,70.90,68.52
70.26,69.05,70.97,68.69
69.17,69.72,70.31,68.50
69.39,69.31,70.13,69.08
69.64,70.15,70.55,69.44
70.62,71.43,72.08,70.43
71.43,71.81,72.66,71.11
72.16,72.33,72.89,71.77
72.14,72.40,72.72,71.70
72.47,72.06,72.97,71.54
72.16,71.64,73.30,71.28
71.35,71.15,71.84,70.09
71.70,71.85,72.40,71.19
72.04,71.99,72.76,71.78
72.01,71.73,72.69,71.00
71.77,71.46,72.29,69.60
71.21,72.91,73.72,70.93
73.89,75.34,75.65,73.65
75.48,75.85,76.49,75.02
76.16,77.34,78.39,75.68
76.93,75.86,78.01,74.91
75.80,75.66,76.70,75.19
75.78,75.55,76.30,75.17
75.70,76.02,76.49,74.77
75.77,75.99,76.92,75.34
75.75,75.18,75.86,74.31
75.39,75.41,75.83,73.95
74.97,75.09,75.74,74.23
75.41,75.40,76.07,74.96
74.75,75.37,75.78,74.02
75.60,76.25,76.41,75.01
76.57,76.22,77.01,75.54
75.92,76.03,76.46,75.10
76.00,76.34,76.98,75.57
76.34,76.95,77.30,75.77
76.29,76.74,77.28,75.76
76.43,76.61,76.86,75.83
77.11,76.66,77.35,76.42
76.65,76.75,76.98,76.10
76.82,77.02,77.38,76.27
77.31,76.13,78.17,76.04
75.72,76.07,76.65,75.53
75.90,76.06,76.13,74.89
76.16,76.85,77.39,76.16
76.26,76.89,77.24,75.95
76.57,77.04,77.05,76.01
76.93,77.34,77.90,76.86
77.24,77.64,78.32,77.24
77.68,77.30,78.06,77.27
77.67,77.57,78.05,76.95
77.16,76.67,77.54,75.60
76.37,76.49,76.73,76.09
76.37,76.34,76.65,75.67
76.64,76.41,77.09,76.30
76.34,76.88,77.58,76.21
77.06,77.14,78.00,76.87
77.45,78.59,79.49,77.22
78.80,78.85,79.66,78.18
79.18,78.25,79.55,78.03
78.02,78.54,78.90,77.89
77.89,78.91,79.22,77.61
79.27,79.14,79.95,78.93
79.14,79.16,80.53,79.02
79.48,79.70,80.39,79.11
80.56,78.83,81.99,77.42
78.41,80.37,81.10,78.41
80.58,81.68,82.69,80.58
81.46,81.79,81.95,81.13
82.00,82.48,82.87,81.72
82.43,81.41,82.71,80.99
81.10,81.25,81.69,80.76
81.86,81.54,81.92,81.19
81.70,82.08,82.68,80.73
82.71,82.66,83.36,81.67
82.88,83.10,83.65,82.88
83.35,83.72,84.36,83.18
83.38,83.23,83.51,83.05
83.18,82.85,83.54,82.57
82.99,82.37,82.99,81.83
82.23,82.21,82.36,81.87
82.30,81.88,82.30,81.56
81.88,81.53,81.98,81.47
81.07,80.80,81.56,80.38
80.63,81.00,81.35,80.36
81.16,81.54,81.95,80.75
81.22,81.13,81.75,80.73
81.67,81.09,81.67,80.87
80.65,83.22,83.52,80.65
83.53,83.11,84.17,82.79
82.68,82.45,83.00,82.15
82.31,82.18,82.67,81.92
81.80,82.14,82.61,81.76
82.37,82.42,82.92,82.18
82.47,82.84,83.41,82.26
82.66,83.94,84.08,82.27
83.44,84.00,84.50,83.08
83.17,83.93,84.56,83.17
84.00,84.19,84.71,83.49
84.37,84.20,84.62,83.58
84.05,83.82,84.28,83.30
83.85,84.00,84.58,83.38
84.40,84.64,84.94,84.00
84.32,85.54,85.84,84.22
85.69,85.52,86.16,85.35
85.45,85.53,85.76,84.30
85.94,84.92,85.94,84.70
84.40,83.76,85.65,83.70
84.29,83.08,84.90,82.32
83.37,83.64,84.14,82.93
83.95,83.01,85.21,82.84
82.81,82.84,83.66,81.68
83.25,83.03,83.35,81.08
82.90,82.68,84.00,80.81
83.45,83.55,83.91,83.09
83.33,82.62,85.12,82.14
82.86,83.17,84.08,82.43
83.46,82.58,83.61,82.39
82.25,81.08,82.29,80.87
81.64,82.64,82.72,81.35
82.65,82.55,84.07,82.15
82.70,81.66,83.04,81.36
81.87,80.53,82.50,79.84
80.13,85.55,88.47,80.13
86.37,85.44,87.19,84.75
85.08,86.81,87.03,84.65
86.86,85.70,87.78,85.69
84.77,86.19,86.88,84.55
86.60,87.57,88.17,85.29
86.88,84.73,87.58,84.48
84.51,84.45,85.75,84.14
84.92,83.66,84.92,82.67
83.66,84.84,84.91,83.43
85.05,84.86,86.46,84.73
84.45,85.13,86.26,84.45
84.45,83.95,85.47,83.64
84.35,85.38,86.09,84.00
84.72,84.13,85.65,83.61
84.33,84.19,84.70,83.69
84.10,84.41,84.89,83.54
83.97,85.24,85.88,83.97
84.77,86.48,86.53,84.16
86.81,85.42,87.69,85.02
84.59,84.20,86.81,83.44
84.10,83.10,86.65,82.87
81.88,82.28,83.98,81.88
80.25,80.51,81.92,77.96
82.38,79.01,84.12,78.34
79.81,79.49,81.32,77.92
79.81,82.15,82.35,79.69
81.72,83.24,83.30,81.55
82.70,83.58,83.63,81.81
82.59,81.87,83.70,81.10
82.66,82.21,83.48,80.49
81.92,82.40,83.26,80.74
81.87,82.38,82.99,81.45
83.16,82.84,84.54,82.48
83.43,82.42,84.44,81.97
82.30,82.74,83.40,82.09
82.31,82.97,83.54,81.67
82.99,81.44,83.28,80.97
81.48,82.27,82.52,81.38
82.44,84.25,84.32,82.43
83.96,84.84,85.24,83.11
83.84,84.29,85.63,83.84
84.73,84.36,85.45,83.90
83.72,83.10,84.31,82.59
83.23,82.52,84.00,81.93
82.05,81.92,86.21,80.89
82.34,82.01,88.92,81.66
81.91,81.02,82.57,80.13
81.14,80.13,81.45,79.57
81.09,80.25,81.09,79.38
80.55,79.87,81.74,78.59
79.34,81.39,81.40,79.34
81.91,82.45,82.85,81.34
82.32,84.02,84.37,82.32
84.39,85.03,85.62,82.87
84.95,86.31,87.00,84.67
85.79,86.75,88.70,85.79
86.21,84.52,87.30,84.34
84.45,84.36,85.67,83.41
84.37,83.40,85.48,83.16
83.52,83.50,84.33,83.02
83.85,83.01,84.37,82.61
82.50,82.18,83.27,81.47
81.90,81.95,87.08,81.56
81.64,81.47,82.68,81.16
81.57,81.87,84.92,81.10
83.00,82.01,83.59,81.65
81.61,80.91,83.43,80.50
80.38,80.44,81.56,79.67
80.52,80.61,81.48,79.93
80.75,80.63,81.36,78.10
80.90,81.29,82.24,80.15
80.86,81.56,82.22,80.38
81.13,82.22,82.66,81.13
82.22,82.31,82.41,81.44
82.37,82.51,82.85,81.67
81.92,83.59,83.80,81.63
83.47,81.96,83.97,81.57
81.99,82.61,83.92,81.92
83.09,82.39,83.55,82.06
81.66,81.45,83.90,80.44
80.79,81.22,82.39,80.49
81.42,81.62,82.14,80.62
81.23,81.13,82.49,80.78
81.42,82.97,83.13,81.15
82.67,82.48,84.23,82.02
83.00,83.32,84.08,82.85
83.64,83.00,83.96,82.06
82.97,84.24,84.31,82.97
84.20,84.87,85.87,84.11
84.53,85.70,86.26,84.42
85.87,85.72,88.28,85.39
85.88,87.49,88.03,85.69
87.25,86.81,88.00,86.59
86.98,86.64,87.93,86.16
86.62,88.18,88.37,86.29
87.96,86.69,88.40,86.02
85.70,84.75,86.76,82.80
84.68,83.80,85.62,83.24
83.80,84.13,84.78,83.60
82.97,82.73,85.49,82.40
82.79,83.83,85.26,82.21
84.42,83.46,85.54,83.01
83.70,84.77,84.89,83.16
84.81,83.38,85.44,83.34
82.86,82.69,84.29,75.61
83.33,81.10,83.60,79.68
81.31,82.97,83.20,80.56
83.35,84.61,84.81,82.39
84.63,84.69,85.19,84.35
84.70,84.41,84.99,82.93
84.73,85.17,85.41,84.32
84.75,85.44,85.56,83.41
85.32,83.66,85.45,83.66
82.84,82.03,83.56,81.17
82.32,82.00,82.88,81.25
80.71,80.72,84.01,80.35
79.84,80.34,80.39,79.19
79.98,78.75,81.53,78.51
78.85,78.17,79.38,77.22
78.55,77.89,78.60,76.44
78.12,77.07,78.91,76.73
77.33,78.68,79.00,76.49
76.96,76.69,77.90,76.10
77.14,76.53,77.51,75.56
75.58,75.06,75.80,73.87
74.81,74.21,75.38,74.10
75.11,75.06,75.79,74.27
74.51,74.56,75.48,74.43
74.91,76.28,76.85,74.73
76.08,74.54,76.64,74.42
75.01,74.95,75.55,74.03
74.98,77.74,77.82,74.98
77.42,75.21,77.50,75.15
74.45,75.15,75.29,73.63
75.62,76.83,76.98,74.55
77.07,77.08,78.90,76.36
76.76,74.48,77.51,74.46
74.22,76.07,76.38,74.22
75.35,74.24,75.84,73.93
74.47,73.89,74.87,73.66
73.20,73.71,74.40,70.15
74.32,75.82,76.17,72.39
76.10,77.56,77.97,75.22
71.00,75.87,76.84,70.14
75.64,77.25,77.85,74.56
76.96,76.25,77.84,75.28
76.78,76.06,78.58,75.91
75.82,75.06,76.26,74.75
74.55,76.09,76.37,74.16
76.20,76.81,76.84,75.33
77.18,77.65,78.14,76.94
77.65,76.61,78.31,76.48
79.08,78.68,79.67,77.43
78.82,80.33,80.54,78.68
80.47,80.74,83.02,80.32
81.26,80.46,81.91,79.93
80.61,81.55,81.96,80.19
80.90,79.24,81.38,78.40
79.80,80.63,81.31,79.00
80.69,80.99,81.83,79.85
81.55,80.97,81.68,79.93
80.22,80.79,81.34,80.13
80.25,80.13,80.65,79.24
80.23,81.62,81.70,78.76
81.76,83.48,83.99,81.17
84.07,83.66,84.49,82.63
83.11,82.69,84.32,82.14
82.59,84.09,84.81,81.94
83.85,81.61,84.85,81.61
81.43,82.98,83.02,81.13
83.23,83.45,84.16,82.45
83.25,85.21,85.36,81.98
85.29,85.19,85.96,84.75
85.20,84.54,85.49,84.38
83.47,85.01,85.16,83.47
84.91,83.48,85.05,83.38
83.07,82.86,83.51,80.75
82.76,82.97,83.75,81.74
82.40,81.57,82.80,81.15
82.40,83.87,84.26,81.30
83.62,84.62,85.99,83.62
84.46,85.35,85.93,83.83
85.86,85.54,86.87,85.20
85.83,85.74,86.62,84.79
85.38,86.48,86.86,84.91
86.62,86.22,87.67,85.95
86.41,87.27,87.76,85.95
87.29,86.58,89.32,85.99
87.54,88.00,88.64,86.55
88.23,87.96,91.06,87.37
88.34,89.63,89.64,87.22
89.65,90.02,90.33,88.24
89.82,93.59,94.17,89.64
93.50,93.98,95.63,92.65
94.15,94.83,95.65,93.96
95.24,94.24,96.06,93.40
93.58,92.15,93.71,91.37
91.19,90.56,92.18,90.26
90.87,89.74,91.67,89.61
89.74,90.86,91.03,89.11
90.39,86.59,90.39,86.50
87.00,87.47,87.63,86.19
87.58,87.56,88.16,86.65
88.12,86.53,89.04,86.11
86.59,86.36,88.06,85.91
86.86,86.44,88.50,85.43
86.24,86.36,87.65,85.20
86.02,84.37,86.93,83.88
82.60,84.09,84.14,81.74
84.81,84.23,84.93,83.90
84.26,84.19,84.97,83.58
84.35,84.54,85.29,84.16
84.64,86.28,87.43,84.32
86.83,86.11,88.68,85.81
85.97,85.44,88.29,85.39
85.95,85.71,86.64,85.48
85.54,86.10,86.28,84.66
85.90,86.37,87.43,85.30
86.50,87.66,87.94,86.22
87.90,88.60,89.41,87.74
88.31,88.71,89.31,87.91
89.32,90.13,91.08,89.00
89.56,88.47,89.63,87.81
87.55,87.64,88.30,86.16
87.64,85.99,87.71,85.69
85.85,85.47,86.21,85.01
85.99,87.31,87.90,85.75
87.14,87.08,87.18,85.59
86.82,87.50,87.76,86.82
88.08,89.15,89.66,88.08
89.22,89.46,89.87,88.24
90.00,90.73,91.95,89.71
91.63,92.21,92.64,90.91
89.48,86.83,90.93,86.83
86.75,85.31,87.80,84.74
86.05,86.61,88.58,85.99
87.68,87.85,88.33,86.99
88.39,90.41,90.53,84.84
90.49,90.89,92.57,90.48
90.53,89.65,91.29,89.15
87.82,89.82,90.08,87.82
90.06,89.81,90.92,89.25
90.25,91.52,92.70,90.25
91.67,92.94,93.34,91.59
93.11,93.00,93.54,92.16
93.50,93.69,93.77,92.71
94.00,93.87,94.65,93.14
94.08,93.66,94.65,92.15
93.60,93.65,94.46,92.36
93.80,88.80,93.80,88.29
86.10,85.57,86.78,84.99
83.26,83.67,85.05,80.44
83.48,84.51,85.04,82.79
84.21,82.33,84.21,81.68
82.41,83.68,83.83,82.33
84.20,83.13,84.45,82.46
83.18,83.29,84.11,82.84
83.35,82.85,83.52,82.37
83.09,82.88,83.27,82.13
82.87,81.84,82.88,81.58
81.82,83.10,83.10,81.07
82.92,83.35,84.25,82.71
83.38,84.07,84.58,83.01
84.22,84.29,85.30,83.86
84.08,83.50,84.60,83.19
83.72,84.85,85.01,83.58
85.35,85.53,86.15,84.26
85.47,83.49,85.59,83.29
83.84,85.08,85.56,83.52
85.19,84.27,85.76,84.27
84.08,84.03,85.16,83.37
84.37,84.71,85.50,84.03
84.17,83.72,84.64,83.10
83.32,84.83,84.91,82.96
85.23,85.49,86.02,84.81
85.21,83.77,85.21,83.48
83.74,85.17,86.45,83.61
85.46,84.19,86.69,84.06
84.12,85.00,85.21,83.65
85.00,85.33,85.60,84.26
84.88,85.23,85.74,84.08
85.21,85.62,86.18,84.32
86.24,85.63,86.76,84.69
86.59,88.97,89.05,86.59
89.14,89.36,89.54,87.19
89.37,86.84,89.37,83.52
86.84,83.97,86.89,83.78
83.08,84.43,85.10,83.01
83.32,81.98,83.90,80.71
82.11,82.11,82.89,81.69
82.23,83.05,83.39,81.81
82.57,83.32,83.44,81.45
83.77,84.63,84.97,83.32
85.08,84.39,85.93,84.32
84.80,85.49,85.81,84.55
86.44,85.92,88.02,85.84
85.55,85.42,87.86,84.85
85.10,85.00,85.79,84.65
84.74,85.44,85.78,83.95
85.31,88.22,88.40,84.12
87.87,85.87,87.90,85.65
86.76,86.49,87.79,85.45
86.97,85.74,88.68,84.71
85.43,84.06,86.44,83.99
84.62,84.80,85.57,83.88
84.39,84.99,85.70,84.15
85.32,84.73,87.46,83.24
84.73,84.50,85.74,84.33
83.84,82.03,83.90,81.46
81.74,81.41,82.80,81.25
80.44,80.87,81.27,78.74
81.15,80.35,82.13,79.71
80.55,80.98,82.33,79.50
82.11,81.48,82.48,80.78
81.67,78.88,81.67,78.66
76.25,71.30,76.41,70.61
70.24,71.75,71.88,69.41
71.86,71.57,72.99,71.35
71.87,72.46,73.33,71.10
72.35,72.45,72.76,71.57
72.70,71.76,72.70,71.01
71.69,71.98,72.53,71.42
71.79,72.49,73.50,71.64
72.90,71.58,74.07,71.43
71.77,71.45,73.61,71.40
71.73,72.69,73.09,71.50
72.67,72.74,73.47,71.99
73.75,73.16,74.14,72.60
73.01,74.26,74.99,73.01
74.34,76.99,77.45,74.34
78.09,78.86,80.55,77.01
79.31,80.25,80.89,78.81
80.68,83.02,83.13,80.35
82.66,84.83,84.93,81.72
84.83,84.75,85.69,83.87
85.10,81.67,85.22,81.63
81.47,82.03,83.15,79.40
82.71,82.84,82.94,81.94
82.97,81.99,83.30,81.64
81.76,84.28,84.37,81.38
84.38,85.15,85.68,84.37
85.23,83.91,85.23,83.27
83.39,83.46,83.87,81.88
83.92,82.39,84.28,82.16
82.86,82.51,83.74,82.22
82.15,82.80,83.86,82.15
83.41,84.95,85.10,83.19
