CADC,China Advanced Construction Materials Group,NASDAQ
3.78,4.04,4.08,3.78
4.07,3.84,4.07,3.84
3.61,4.26,4.26,3.61
3.96,4.20,4.25,3.96
4.25,4.25,4.25,4.25
4.26,3.85,4.26,3.85
4.08,3.96,4.20,3.84
4.07,4.32,4.32,4.07
4.20,4.14,4.32,4.08
3.96,3.72,3.96,3.72
3.72,3.60,3.72,3.60
3.82,3.72,3.84,3.72
3.72,4.10,4.10,3.72
3.84,3.84,3.90,3.84
3.84,3.60,3.96,3.60
3.83,3.88,3.88,3.60
3.84,3.84,4.08,3.84
3.96,4.05,4.18,3.96
3.84,3.98,3.98,3.84
4.31,3.88,4.31,3.84
3.72,3.84,3.96,3.72
3.72,3.60,4.05,3.36
3.60,3.60,3.95,3.24
N/A,N/A,N/A,N/A
3.72,3.78,3.78,3.72
3.48,3.84,3.84,3.36
3.68,3.60,3.84,3.42
3.84,3.36,3.84,3.36
3.60,3.37,4.68,3.37
4.23,3.48,4.23,3.48
3.84,3.72,3.84,3.72
3.65,3.84,3.95,3.60
3.84,3.49,3.84,3.48
3.60,3.48,3.60,3.48
3.60,3.60,3.60,3.60
4.08,3.48,4.08,3.48
3.60,3.60,3.96,3.48
3.48,3.60,3.60,3.48
3.49,3.53,3.74,3.48
3.68,3.63,4.35,2.65
3.55,5.07,5.87,3.55
4.95,3.80,5.07,3.78
4.10,3.91,4.10,3.88
4.17,4.02,4.17,3.88
4.12,3.91,4.25,3.88
4.15,4.17,4.21,3.91
4.17,4.40,4.48,4.17
4.30,4.60,4.60,4.30
4.84,4.57,5.14,4.54
4.95,4.26,4.95,4.21
4.14,4.12,4.32,4.06
4.15,3.96,4.15,3.96
4.01,4.05,4.07,3.89
3.91,3.98,3.98,3.91
4.03,4.03,4.03,4.03
4.03,3.82,4.03,3.73
3.61,3.75,4.00,3.61
3.73,3.51,3.73,3.40
3.50,3.50,3.50,3.40
3.40,3.32,3.42,3.30
3.28,3.47,3.47,3.27
3.50,3.55,3.55,3.50
3.68,3.74,3.86,3.67
3.77,3.97,3.98,3.48
3.73,3.74,3.74,3.55
3.55,3.77,3.77,3.25
3.56,3.51,3.76,3.42
3.58,3.67,3.73,3.57
3.58,3.55,3.59,3.55
3.61,3.50,3.80,3.48
3.60,3.56,3.65,3.54
3.50,3.50,3.63,3.50
3.50,3.59,3.70,3.26
3.60,3.88,4.30,3.29
3.64,3.64,3.64,3.64
3.78,3.73,4.19,3.53
3.87,3.73,4.29,3.43
3.75,3.96,3.96,3.48
4.28,4.13,4.28,3.90
N/A,N/A,N/A,N/A
4.13,4.12,4.13,4.12
4.03,3.78,4.07,3.77
3.92,3.91,4.28,3.75
3.75,3.82,3.82,3.75
3.85,4.15,4.39,3.84
4.13,4.06,4.13,4.06
4.00,3.89,4.01,3.83
4.08,3.85,4.15,3.85
4.06,4.11,4.26,4.00
4.20,4.06,4.23,4.06
4.00,4.63,4.99,4.00
4.65,4.97,4.97,4.60
5.00,4.72,5.00,4.70
4.83,4.85,4.86,4.83
4.90,5.67,5.90,4.90
5.70,6.11,6.15,5.20
6.00,6.03,6.06,6.00
6.11,6.12,6.75,6.00
6.15,6.50,6.68,6.15
6.55,6.58,7.18,6.55
6.64,6.56,6.64,6.55
6.71,6.38,6.71,6.11
6.12,5.39,6.12,5.10
5.39,5.39,5.39,5.39
5.39,5.03,5.39,5.03
5.19,5.30,5.89,5.05
5.33,5.35,5.35,5.30
5.08,4.91,5.08,4.91
5.04,5.52,5.52,5.04
5.46,5.10,5.46,5.07
5.23,5.11,5.73,5.11
5.75,5.75,5.75,5.75
5.11,5.00,5.11,5.00
5.00,5.00,5.00,5.00
5.21,5.23,5.25,5.21
5.20,5.20,5.20,5.20
5.25,4.88,5.25,4.88
5.75,5.09,5.75,5.09
5.00,5.00,5.00,5.00
5.12,5.12,5.12,5.12
5.17,5.17,5.17,5.17
5.00,5.45,5.45,5.00
5.25,5.25,5.25,5.25
5.05,4.98,5.05,4.98
4.94,4.92,4.94,4.92
4.90,4.90,4.91,4.90
4.90,4.88,4.90,4.88
4.89,4.98,4.98,4.88
4.88,4.88,4.90,4.88
4.85,4.85,4.85,4.85
4.85,4.59,4.85,4.55
4.63,4.63,4.63,4.63
4.81,5.10,5.35,4.67
5.26,4.70,5.26,4.59
4.68,5.27,5.29,4.68
5.38,4.99,5.38,4.99
4.76,4.88,5.30,4.70
4.90,4.85,5.01,4.75
4.62,4.80,5.25,4.62
4.80,4.79,5.00,4.79
4.79,4.79,4.79,4.79
4.78,4.80,4.97,4.75
4.85,4.94,5.02,4.60
4.73,4.88,4.93,4.60
4.81,4.80,4.83,4.70
4.96,4.81,5.18,4.72
4.79,4.85,5.05,4.79
4.76,4.80,4.82,4.76
4.80,4.78,5.04,4.75
4.89,5.00,5.00,4.89
4.86,5.06,5.39,4.80
4.87,4.83,4.92,4.83
4.80,4.85,4.88,4.80
4.83,4.78,4.83,4.78
4.94,4.99,5.27,4.94
5.41,7.50,9.24,5.23
7.53,6.83,8.25,6.44
6.83,7.38,7.60,6.83
7.39,7.32,7.88,6.96
7.26,6.69,7.48,6.65
6.92,6.82,7.00,6.05
6.74,6.77,6.80,6.06
6.19,6.70,6.72,6.19
6.70,6.50,6.79,6.27
6.40,6.70,6.70,6.32
6.60,6.69,6.70,6.33
6.61,6.51,6.70,6.36
6.45,6.69,6.69,6.36
6.60,6.51,6.60,6.42
6.68,6.69,6.69,6.68
6.69,6.68,6.69,6.51
6.55,6.60,6.60,6.16
6.19,8.00,8.00,6.19
6.70,5.77,6.70,5.15
5.60,5.97,5.98,5.60
5.98,5.90,6.03,5.79
6.10,5.73,6.19,5.73
5.68,5.85,6.00,5.52
5.90,6.00,6.00,5.50
5.91,5.73,6.00,5.49
5.73,5.41,5.73,5.41
5.46,5.80,5.80,5.46
5.59,5.25,5.59,5.25
5.20,5.25,5.39,5.19
5.26,5.20,5.26,5.17
5.25,5.57,5.57,5.20
5.55,5.55,5.55,5.55
5.55,5.93,6.22,5.55
5.75,5.50,6.00,5.32
5.51,5.46,5.51,5.22
5.12,5.46,5.48,5.12
5.15,5.22,5.35,5.14
5.22,5.15,5.28,5.15
5.15,5.24,5.24,5.15
5.21,5.33,5.33,5.18
5.31,5.31,5.31,5.29
5.35,5.23,5.60,5.10
5.20,5.21,5.30,5.10
5.33,5.70,5.75,5.33
5.60,5.31,5.84,5.20
5.20,5.35,5.35,5.20
5.60,5.13,5.60,5.13
5.12,5.08,5.12,5.08
5.25,5.12,5.25,5.12
5.09,5.25,5.25,4.81
5.19,4.95,5.21,4.94
4.91,4.93,4.93,4.91
5.12,5.15,5.19,5.01
5.01,5.00,5.01,5.00
5.00,5.00,5.00,4.88
5.01,5.01,5.01,5.01
5.07,5.15,5.15,5.05
5.09,4.92,5.09,4.90
5.18,5.03,5.18,4.94
5.22,4.98,5.22,4.98
4.95,5.07,5.07,4.90
N/A,N/A,N/A,N/A
5.08,5.14,5.14,5.08
5.17,5.10,5.17,5.10
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.92,4.92,4.92,4.92
N/A,N/A,N/A,N/A
5.01,5.00,5.01,4.95
4.92,4.94,4.94,4.86
N/A,N/A,N/A,N/A
4.85,4.85,4.85,4.85
4.85,5.34,5.34,4.85
4.87,4.87,5.24,4.86
4.87,5.00,5.00,4.87
5.00,5.16,5.16,4.97
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.99,4.93,5.05,4.90
4.90,4.80,4.90,4.74
4.90,5.16,5.17,4.89
N/A,N/A,N/A,N/A
4.87,4.05,4.87,4.04
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.08,4.06,4.08,4.06
4.06,3.90,4.11,3.90
N/A,N/A,N/A,N/A
3.86,3.89,3.89,3.86
4.24,4.24,4.24,4.24
4.22,4.31,4.31,4.22
N/A,N/A,N/A,N/A
3.95,3.99,3.99,3.95
3.97,3.99,3.99,3.97
3.58,3.58,3.58,3.55
3.54,3.58,3.58,3.51
3.58,3.50,3.58,3.50
3.79,3.56,3.79,3.48
3.53,3.63,3.63,3.53
3.62,3.64,3.74,3.62
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.64,3.50,3.64,3.50
N/A,N/A,N/A,N/A
3.61,3.64,3.64,3.61
3.68,3.68,3.68,3.68
3.72,3.76,3.76,3.72
4.00,3.72,4.00,3.70
3.63,3.98,3.98,3.63
3.99,4.61,4.61,3.80
5.07,4.73,5.07,4.30
4.76,5.14,5.14,4.60
5.23,5.22,5.23,4.90
5.23,4.74,5.23,4.51
4.74,4.99,5.18,4.74
5.43,5.43,5.43,5.43
4.40,4.65,4.84,4.35
4.71,4.45,4.71,4.45
4.08,4.27,4.27,4.08
4.27,4.44,4.44,4.10
4.39,4.25,4.39,4.25
N/A,N/A,N/A,N/A
4.47,4.27,4.47,4.27
4.30,4.30,4.30,4.30
4.45,4.30,4.47,4.28
4.27,4.36,4.42,4.27
4.30,4.30,4.30,4.30
4.12,4.12,4.12,4.12
4.12,3.96,4.14,3.48
N/A,N/A,N/A,N/A
3.76,3.76,3.76,3.76
3.77,3.85,4.04,3.57
3.93,3.75,3.93,3.61
3.79,4.43,4.93,3.65
4.40,4.84,5.19,4.40
4.63,4.25,4.63,4.25
4.09,4.34,4.34,4.05
4.26,4.20,4.26,4.00
4.11,4.38,4.38,4.11
4.38,4.38,4.38,4.38
4.18,4.16,4.18,4.16
N/A,N/A,N/A,N/A
4.26,4.44,4.55,3.88
4.76,4.40,4.96,3.95
4.26,4.64,5.40,4.20
4.75,4.73,4.80,4.37
4.72,4.72,4.73,4.72
4.71,4.70,4.94,4.70
4.70,4.71,4.86,4.59
N/A,N/A,N/A,N/A
4.30,4.30,4.30,4.30
4.60,4.80,4.81,4.08
4.70,4.69,4.70,4.34
4.68,4.62,4.68,4.59
4.63,4.63,4.63,4.63
4.49,4.54,4.54,4.49
4.50,4.17,4.50,4.17
4.17,4.17,4.17,4.06
4.15,3.93,4.17,3.93
3.95,4.00,4.00,3.94
3.75,3.97,3.98,3.75
3.87,3.79,3.87,3.79
3.85,4.08,4.25,3.80
4.21,4.20,4.21,4.20
4.12,4.07,4.12,4.05
4.05,4.25,4.25,4.05
4.29,4.22,4.32,4.01
4.01,3.97,4.08,3.97
4.10,4.98,6.79,4.10
4.78,4.52,4.89,4.38
4.42,4.62,4.74,4.30
4.69,4.46,4.69,4.17
4.30,3.89,4.33,3.79
4.18,3.99,4.18,3.89
4.08,4.06,4.08,3.90
3.93,3.98,4.07,3.91
3.93,4.05,4.05,3.93
3.90,4.04,4.04,3.90
4.00,3.98,4.15,3.90
4.09,3.80,4.09,3.77
3.61,3.73,3.79,3.61
3.68,3.57,3.83,3.56
3.65,3.66,3.75,3.64
3.62,3.57,3.65,3.57
3.68,3.68,3.68,3.68
3.77,3.82,3.90,3.65
3.71,3.90,3.90,3.61
3.94,3.94,4.21,3.77
4.16,4.35,4.35,4.15
4.09,4.08,4.26,4.08
4.05,3.84,4.12,3.84
3.92,4.04,4.17,3.92
4.06,4.19,4.20,3.99
N/A,N/A,N/A,N/A
3.96,3.96,4.08,3.96
3.99,3.91,4.00,3.90
3.83,3.82,3.90,3.80
3.79,3.75,3.85,3.75
3.85,3.85,3.85,3.85
3.95,3.85,4.13,3.85
3.96,3.95,3.96,3.95
4.13,4.13,5.63,4.02
4.68,4.21,4.68,4.01
4.10,4.11,4.21,4.08
4.10,4.30,4.30,4.07
4.08,4.26,4.37,4.08
6.53,5.60,6.82,5.35
5.40,5.43,5.61,5.19
5.38,5.35,5.38,5.05
5.34,5.94,6.19,5.07
6.10,5.98,6.30,5.66
6.00,5.68,6.00,5.60
5.78,5.60,5.79,5.60
5.68,5.83,5.99,5.62
5.68,5.61,5.95,5.53
5.44,5.58,5.75,5.44
5.31,5.56,5.60,5.31
5.43,5.43,5.65,5.43
5.39,5.52,5.64,5.39
5.63,5.51,6.17,5.51
5.61,5.46,5.80,5.35
5.43,5.73,5.73,5.30
5.61,5.36,5.65,5.35
5.40,5.31,5.55,5.31
5.43,5.36,5.43,5.01
5.14,5.10,5.40,5.10
5.14,5.05,5.37,5.00
5.08,5.17,5.23,5.05
5.20,5.05,5.23,5.05
5.18,5.17,5.22,5.05
5.14,5.02,5.14,5.00
5.00,4.90,5.00,4.88
4.80,4.95,4.95,4.80
4.81,4.72,4.88,4.55
4.72,4.50,4.72,4.33
4.44,4.31,4.44,4.26
4.26,4.33,4.33,4.26
4.31,4.31,4.31,4.30
4.30,4.41,4.78,4.30
4.45,4.79,4.79,4.45
5.56,5.01,5.62,4.80
5.34,4.99,5.43,4.55
5.22,4.95,5.22,4.69
4.75,4.90,5.07,4.55
4.62,5.04,5.04,4.56
4.94,4.83,4.94,4.80
4.81,5.08,5.12,4.81
4.94,5.08,5.20,4.85
5.12,4.87,5.12,4.87
4.99,5.09,5.09,4.67
5.06,5.04,5.06,4.90
4.84,4.90,5.04,4.84
4.77,5.36,5.79,4.77
5.29,5.30,5.60,5.01
5.18,5.14,5.32,5.00
5.20,5.25,5.25,4.92
5.34,5.31,5.42,5.14
5.30,5.48,5.74,5.03
5.56,5.46,5.60,5.25
5.66,5.62,5.70,5.37
5.51,5.51,5.51,5.51
5.48,5.48,5.48,5.44
5.43,5.36,5.45,5.34
5.51,5.52,5.65,5.51
5.70,5.78,5.97,5.26
5.62,5.72,5.72,5.36
5.68,5.50,5.69,5.41
5.39,4.24,5.50,4.24
4.19,4.05,4.39,4.00
4.05,4.34,4.34,4.05
4.06,4.24,4.34,4.06
4.08,4.08,4.08,4.08
4.23,4.22,4.23,4.11
4.06,4.24,4.37,4.06
4.37,4.14,4.51,4.10
4.05,4.02,4.22,3.93
4.02,3.91,4.04,3.91
3.89,3.95,4.23,3.89
4.08,3.81,4.08,3.77
3.79,3.90,4.01,3.79
N/A,N/A,N/A,N/A
3.80,3.80,3.86,3.79
3.81,3.91,4.00,3.81
4.14,4.10,4.14,4.10
4.05,3.95,4.13,3.86
4.01,4.12,4.12,4.00
4.12,4.12,4.12,4.12
4.00,3.97,4.03,3.97
4.05,4.05,4.05,4.05
N/A,N/A,N/A,N/A
3.92,3.89,4.11,3.86
N/A,N/A,N/A,N/A
4.09,4.09,4.09,3.94
4.02,4.00,4.02,4.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.91,3.89,3.91,3.82
3.77,3.86,3.86,3.77
3.85,3.86,3.86,3.84
N/A,N/A,N/A,N/A
3.91,3.82,3.99,3.82
3.96,3.94,4.20,3.89
3.92,4.30,4.55,3.92
4.50,4.35,4.59,4.31
4.49,4.14,4.49,4.13
4.45,4.22,4.48,4.21
4.15,4.47,4.47,4.15
4.20,4.31,4.31,4.20
4.22,4.30,4.40,4.20
4.12,3.94,4.21,3.94
N/A,N/A,N/A,N/A
4.00,4.09,4.15,3.90
4.19,4.12,4.19,4.12
4.14,4.00,4.14,4.00
3.90,4.16,4.17,3.90
4.07,4.09,4.09,4.07
4.10,4.09,4.10,4.06
4.10,4.16,4.16,4.09
4.16,4.05,4.16,4.05
4.11,4.03,4.11,4.03
4.04,3.93,4.13,3.92
4.09,3.97,4.09,3.97
4.06,4.06,4.06,4.06
3.89,4.12,4.12,3.89
4.05,4.42,4.43,4.05
4.20,4.22,4.24,4.18
4.43,4.10,4.43,4.00
4.01,4.19,4.19,3.94
4.00,3.95,4.17,3.91
3.94,3.89,3.97,3.88
4.03,3.95,4.03,3.95
4.03,4.00,4.03,3.99
3.97,3.93,3.97,3.91
3.92,3.88,3.92,3.87
3.90,3.86,3.91,3.86
3.94,3.95,3.95,3.94
3.97,3.94,3.97,3.94
3.90,3.94,3.94,3.90
3.91,4.00,4.00,3.91
3.90,3.88,3.90,3.88
3.96,3.85,3.96,3.85
N/A,N/A,N/A,N/A
3.87,3.94,3.96,3.87
3.83,3.92,3.92,3.83
3.82,3.90,3.90,3.82
4.00,3.95,4.00,3.82
3.91,4.22,4.69,3.91
4.35,4.56,4.79,4.27
4.37,4.24,4.45,4.22
4.24,4.46,4.71,4.24
4.59,4.64,4.64,4.30
4.58,4.44,4.58,4.25
N/A,N/A,N/A,N/A
4.55,4.28,4.55,4.28
4.22,4.23,4.26,4.22
4.23,4.47,4.47,4.23
4.24,4.22,4.24,4.17
4.09,4.09,4.09,4.09
3.95,3.91,4.07,3.91
3.80,3.80,3.80,3.80
4.06,3.83,4.06,3.82
3.87,3.87,3.87,3.87
3.99,3.98,3.99,3.98
3.81,4.02,4.03,3.81
3.83,3.81,3.83,3.78
3.61,3.67,3.69,3.61
N/A,N/A,N/A,N/A
3.69,3.70,3.70,3.68
3.75,3.73,3.75,3.65
3.65,3.65,3.65,3.65
3.65,3.65,3.65,3.65
3.61,3.63,3.63,3.61
3.51,3.53,3.61,3.51
3.52,3.47,3.52,3.46
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.53,3.53,3.53,3.53
3.51,3.51,3.51,3.51
N/A,N/A,N/A,N/A
3.51,3.56,3.74,3.51
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.53,3.46,3.63,3.46
3.60,3.58,3.60,3.58
3.42,3.42,3.43,3.42
3.45,3.46,3.46,3.45
3.43,3.43,3.43,3.43
N/A,N/A,N/A,N/A
3.47,3.47,3.47,3.47
3.58,3.58,3.58,3.58
3.58,3.58,3.58,3.58
3.32,3.32,3.35,3.32
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.38,3.40,3.40,3.38
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.33,3.11,3.33,3.11
3.16,3.01,3.16,3.01
N/A,N/A,N/A,N/A
3.02,3.03,3.03,3.02
N/A,N/A,N/A,N/A
2.97,2.63,3.14,2.63
3.02,2.99,3.02,2.89
2.96,3.33,3.33,2.96
N/A,N/A,N/A,N/A
3.34,3.34,3.34,3.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
3.27,3.27,3.27,3.27
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.97,2.95,2.97,2.95
2.95,2.95,3.05,2.95
N/A,N/A,N/A,N/A
2.97,2.97,2.97,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.71,2.76,2.76,2.71
3.05,3.00,3.05,3.00
3.03,3.03,3.03,3.03
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.57,3.19,3.19,2.56
2.93,2.87,2.93,2.87
2.98,2.55,2.98,2.55
2.52,2.65,2.65,2.52
2.60,2.60,2.60,2.60
2.53,2.53,2.53,2.53
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.54,2.54,2.54,2.54
2.74,2.71,3.18,2.71
2.88,2.75,2.89,2.75
N/A,N/A,N/A,N/A
2.80,2.80,2.80,2.80
2.83,2.96,2.96,2.82
2.91,2.97,2.97,2.81
N/A,N/A,N/A,N/A
2.97,2.97,2.97,2.97
2.69,2.69,2.69,2.69
2.72,2.72,2.87,2.72
2.31,2.31,2.33,2.31
2.34,2.34,2.34,2.34
2.32,1.70,2.32,1.62
1.72,1.72,1.72,1.70
1.75,1.61,1.75,1.61
2.30,2.22,2.30,2.22
2.00,1.71,2.00,1.62
1.70,1.67,1.70,1.65
1.96,1.69,1.96,1.68
1.90,2.00,2.28,1.74
2.00,1.83,2.00,1.83
1.83,1.83,1.83,1.83
1.78,1.71,1.78,1.71
1.79,1.79,1.79,1.79
1.74,1.68,1.76,1.66
1.74,1.71,1.79,1.71
1.65,1.68,1.77,1.65
1.63,1.63,1.63,1.63
1.72,1.66,1.72,1.65
1.66,1.66,1.66,1.66
1.70,1.74,1.74,1.70
1.70,1.72,1.90,1.68
1.64,1.73,1.73,1.63
1.63,1.62,1.70,1.62
1.62,1.60,1.68,1.54
1.61,1.61,1.61,1.61
N/A,N/A,N/A,N/A
1.51,1.51,1.52,1.51
1.52,1.55,1.62,1.52
1.60,1.55,1.60,1.55
1.46,1.52,1.61,1.46
1.50,2.19,2.20,1.47
2.00,1.72,2.00,1.61
1.51,1.77,1.77,1.51
1.58,1.75,1.80,1.58
1.78,1.80,1.80,1.78
1.79,1.62,1.79,1.62
1.78,1.63,1.78,1.63
1.71,1.65,1.72,1.60
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.67,1.76,1.99,1.67
1.74,1.79,1.79,1.74
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.00,1.95,2.00,1.67
N/A,N/A,N/A,N/A
1.90,1.90,1.90,1.90
2.19,1.95,2.20,1.95
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.67,1.57,1.67,1.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.50,1.55,1.55,1.50
1.63,1.70,1.70,1.63
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.46,1.46,1.46,1.46
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.52,1.52,1.52,1.52
N/A,N/A,N/A,N/A
1.60,1.60,1.60,1.60
1.68,1.70,1.70,1.68
N/A,N/A,N/A,N/A
1.95,1.84,1.95,1.84
1.80,1.65,1.95,1.65
N/A,N/A,N/A,N/A
1.70,1.70,1.70,1.70
1.52,1.52,1.52,1.52
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.58,1.58,1.58,1.58
1.77,1.77,1.77,1.77
1.85,1.85,1.85,1.85
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.60,1.60,1.60,1.60
1.80,1.85,1.85,1.80
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.84,1.98,1.99,1.83
1.85,1.94,1.94,1.85
1.85,1.80,1.85,1.80
1.90,2.15,2.30,1.85
2.31,2.20,2.31,2.01
2.40,2.26,2.40,1.80
2.06,2.30,2.50,1.90
2.20,2.38,2.38,2.08
2.26,2.20,2.26,2.20
2.10,2.23,2.23,2.10
2.33,2.23,2.40,2.20
2.20,2.12,2.21,2.12
2.05,2.33,2.40,2.05
2.37,2.80,3.00,2.30
2.92,2.65,3.00,2.57
2.71,2.96,2.96,2.65
3.09,3.05,3.10,2.90
3.18,2.90,3.18,2.88
2.64,2.60,3.37,2.60
2.73,2.75,2.75,2.73
2.51,2.72,2.86,2.51
2.61,2.92,3.33,2.56
2.89,2.87,3.09,2.87
2.60,3.20,3.28,2.60
3.15,3.05,3.15,2.87
2.78,2.78,2.78,2.78
2.82,2.79,2.83,2.79
2.72,2.75,2.77,2.58
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.81,2.81,2.81,2.81
2.49,2.79,2.91,2.49
3.13,2.71,3.13,2.58
2.96,2.73,2.96,2.67
2.60,2.60,2.78,2.46
2.56,2.25,2.71,2.23
2.50,2.37,2.57,2.26
2.46,2.34,2.46,2.10
2.23,2.22,2.23,2.13
2.20,2.14,2.25,2.13
2.29,2.20,2.35,2.09
N/A,N/A,N/A,N/A
2.25,2.25,2.25,2.25
2.25,2.25,2.25,2.25
2.25,2.51,2.73,2.25
2.76,2.83,3.14,2.32
3.00,2.88,3.29,2.88
2.36,2.40,2.71,2.36
2.40,2.39,2.44,2.30
2.25,2.56,2.60,2.18
2.53,2.38,2.55,2.24
N/A,N/A,N/A,N/A
2.30,2.31,2.49,2.20
2.39,2.48,2.49,2.33
2.39,2.48,2.48,2.39
2.48,2.52,2.52,2.48
2.52,2.53,2.54,2.52
2.53,2.53,2.53,2.53
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.51,2.51,2.51,2.51
2.48,2.48,2.49,2.38
2.49,2.49,2.49,2.49
2.30,2.48,2.49,2.24
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
2.49,2.49,2.49,2.49
N/A,N/A,N/A,N/A
2.49,2.39,2.79,2.39
2.42,2.41,2.64,2.38
2.60,2.72,2.84,2.44
2.51,2.67,2.74,2.47
2.42,2.65,2.96,2.40
2.80,2.82,3.64,2.78
4.67,3.71,5.68,3.58
3.58,3.41,3.70,3.10
3.09,3.21,3.60,3.07
3.17,2.85,3.46,2.81
2.77,3.14,3.57,2.77
3.03,2.97,3.14,2.85
2.91,2.82,3.26,2.81
2.82,2.90,2.98,2.52
3.00,3.15,3.30,2.85
3.21,3.12,3.60,2.98
3.22,3.05,3.24,2.98
3.05,2.82,3.05,2.81
2.93,2.82,2.96,2.75
2.86,2.92,2.95,2.85
2.72,2.85,2.85,2.72
2.99,2.99,3.00,2.76
3.03,3.06,3.10,2.90
2.97,2.83,3.05,2.83
2.98,2.84,2.98,2.84
2.88,2.87,2.96,2.82
2.77,2.89,2.95,2.77
2.84,3.13,3.39,2.84
3.14,3.18,3.24,2.91
3.13,3.23,3.34,3.12
3.29,3.43,4.18,3.23
3.57,3.21,3.71,3.04
3.10,3.13,3.45,3.10
3.20,3.43,3.50,3.12
3.21,3.36,3.38,3.16
3.20,3.19,3.37,3.17
3.19,3.21,3.57,3.19
3.25,3.19,3.31,3.16
3.22,3.15,3.24,3.15
3.19,3.20,3.48,3.16
3.33,3.08,3.52,3.08
3.04,3.06,3.28,3.04
3.05,3.06,3.16,2.97
3.11,3.00,3.11,3.00
3.15,3.02,3.15,3.02
3.05,3.06,3.17,3.05
3.00,3.02,3.06,3.00
3.09,2.91,3.09,2.91
3.03,3.10,3.24,2.98
3.24,3.18,3.24,3.06
3.13,3.21,3.21,3.06
3.21,2.88,3.21,2.75
2.98,3.12,3.17,2.77
3.23,3.22,3.39,3.20
3.20,2.98,3.20,2.80
2.98,2.94,3.05,2.86
2.85,2.82,2.93,2.82
2.85,2.85,2.90,2.84
2.85,2.74,2.86,2.67
2.64,2.63,2.76,2.42
2.60,2.48,2.72,2.47
2.60,2.60,2.65,2.42
2.55,2.84,2.97,2.45
2.85,3.18,3.19,2.64
3.13,2.80,3.20,2.80
2.85,2.75,2.85,2.68
2.65,2.75,2.95,2.65
2.65,2.60,2.70,2.60
2.60,2.60,2.70,2.60
2.60,2.60,2.60,2.55
2.55,2.55,2.55,2.45
2.50,2.40,2.55,2.20
2.40,2.40,2.40,2.30
2.45,2.35,2.50,2.35
2.35,2.40,2.40,2.35
2.35,2.45,2.45,2.35
2.45,2.35,2.45,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.15,2.05,2.15,1.80
2.25,2.15,2.25,2.15
N/A,N/A,N/A,N/A
2.03,2.00,2.03,2.00
1.90,1.90,1.95,1.50
1.95,2.00,2.00,1.71
2.10,2.10,2.15,2.10
2.30,2.30,2.40,2.25
2.40,2.35,2.50,2.30
2.50,2.55,2.70,2.00
2.60,2.45,2.65,2.10
2.35,2.40,2.45,2.30
2.30,2.21,2.40,2.21
