JXSB,Jacksonville Bancorp Inc. - Common Stock,NASDAQ
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.52,11.52,11.52
11.52,11.54,11.54,11.33
11.25,10.60,11.25,10.25
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.50,10.50,10.50,10.50
10.50,10.50,10.50,10.50
12.50,11.65,12.50,11.65
10.82,10.82,10.82,10.82
10.55,10.52,10.59,10.52
10.52,10.52,10.52,10.52
10.52,10.52,10.52,10.52
10.28,11.00,11.00,10.25
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
11.49,11.49,11.49,11.49
11.48,11.97,11.97,11.48
10.26,10.50,10.90,10.21
11.02,11.17,11.17,11.02
11.17,11.17,11.17,11.17
10.33,9.53,10.33,9.53
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
9.53,9.53,9.53,9.53
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
10.29,10.45,10.59,10.21
10.48,10.45,10.60,10.45
11.99,10.58,11.99,10.51
10.58,10.58,10.58,10.58
11.30,10.61,11.30,10.50
11.11,10.81,11.11,10.45
10.56,10.65,10.65,10.55
10.65,10.65,10.65,10.65
10.45,10.43,10.45,10.42
10.25,10.40,10.40,10.25
10.30,10.30,10.30,10.26
10.30,10.30,10.30,10.30
10.45,10.30,10.45,10.30
10.35,10.30,10.35,10.30
10.30,10.30,10.30,10.30
10.30,10.35,10.35,10.30
10.35,10.35,10.35,10.35
10.38,10.38,10.38,10.38
10.43,10.37,10.44,10.37
10.13,10.13,10.30,10.13
10.15,10.19,10.19,10.15
10.14,10.11,10.14,10.11
10.11,10.11,10.11,10.11
10.38,10.12,10.38,10.12
10.12,10.12,10.12,10.12
10.37,10.11,10.37,10.10
10.11,10.11,10.11,10.11
10.10,10.43,10.44,9.35
10.43,10.43,10.43,10.43
9.50,9.99,9.99,9.50
10.00,10.25,10.40,10.00
10.15,10.15,10.15,10.15
9.60,9.60,9.60,9.60
9.60,9.60,9.60,9.60
10.00,10.40,10.40,10.00
9.79,9.85,9.85,9.79
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
9.85,9.85,9.85,9.85
10.20,10.40,10.40,10.20
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.15,10.15,10.15,10.15
10.35,10.28,10.38,10.28
10.28,10.43,10.43,10.28
10.40,10.44,10.44,10.40
10.25,10.44,10.44,10.25
10.44,10.44,10.44,10.44
10.44,10.44,10.44,10.44
10.44,10.44,10.44,10.44
10.44,9.90,10.44,9.88
9.90,9.90,9.90,9.90
10.01,10.01,10.01,10.01
10.01,10.01,10.01,10.01
10.36,10.40,10.40,10.36
10.40,10.40,10.40,10.40
10.38,10.38,10.38,10.38
10.38,10.38,10.38,10.38
10.05,10.05,10.05,10.05
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.41,10.41,10.41,10.41
10.37,10.44,10.44,10.35
10.48,10.59,10.59,10.44
10.07,10.50,10.50,10.01
10.50,10.50,10.50,10.50
10.43,10.43,10.43,10.43
10.25,10.25,10.25,10.25
10.25,10.25,10.28,10.25
10.25,10.43,10.43,10.20
10.30,10.20,10.31,10.20
10.21,10.25,10.25,10.21
10.24,10.20,10.25,10.20
10.26,10.25,10.26,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.43,10.44,10.44,10.43
10.44,10.44,10.44,10.44
10.44,10.44,10.44,10.44
10.40,10.40,10.40,10.39
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.31,10.32,10.32,10.31
10.32,10.32,10.32,10.32
10.32,10.32,10.32,10.32
10.32,10.32,10.32,10.32
10.32,10.32,10.32,10.32
10.32,10.32,10.32,10.32
10.32,10.32,10.32,10.32
10.25,10.30,10.44,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.44,10.70,10.74,10.44
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.49,10.45,10.49,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.45,10.45,10.45,10.45
10.50,10.50,10.50,10.50
11.23,11.13,11.23,11.05
10.78,10.78,10.78,10.78
10.78,10.78,10.78,10.78
10.78,10.78,10.78,10.78
11.24,11.24,11.24,11.24
10.80,10.83,10.83,10.80
10.83,10.83,10.83,10.83
10.83,10.83,10.83,10.83
10.83,10.83,10.83,10.83
11.25,10.84,11.25,10.84
10.84,10.84,10.84,10.84
10.84,10.84,10.84,10.84
10.84,10.84,10.84,10.84
10.84,10.84,10.84,10.84
11.29,11.31,11.86,11.26
11.50,11.35,11.85,11.32
11.42,11.50,11.50,11.33
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.50,11.50,11.50,11.50
11.63,11.63,11.64,11.62
11.63,11.63,11.63,11.63
11.90,11.90,11.90,11.90
11.90,11.90,11.90,11.90
12.00,12.90,12.90,12.00
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.90,12.90,12.90,12.90
12.11,12.20,12.20,12.11
12.60,12.25,12.60,12.10
12.11,12.15,12.15,12.11
12.26,12.11,12.60,12.11
12.41,12.41,12.41,12.41
12.41,12.41,12.41,12.41
12.41,12.41,12.41,12.41
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.31,12.31,12.31,12.31
12.31,12.31,12.31,12.30
12.47,12.50,12.50,12.47
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.25,12.25,12.26,12.25
12.25,12.25,12.25,12.25
12.74,12.64,12.74,12.64
12.00,12.33,12.40,12.00
12.33,12.33,12.33,12.33
12.33,12.33,12.33,12.33
12.33,12.33,12.33,12.33
12.25,12.49,12.49,12.25
12.49,12.50,12.50,12.49
12.72,12.66,12.75,12.66
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.74,12.75,12.75,12.74
12.70,12.70,12.70,12.70
12.70,12.70,12.70,12.70
12.75,12.75,12.75,12.75
12.36,12.35,12.36,12.35
12.35,12.35,12.35,12.35
12.70,12.60,12.70,12.60
12.60,12.60,12.60,12.60
12.61,12.45,12.61,12.44
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.55,12.60,12.60,12.55
12.74,12.74,12.74,12.74
12.60,12.50,12.60,12.50
12.55,12.62,12.62,12.55
12.55,12.63,12.63,12.55
12.63,12.63,12.63,12.63
12.69,12.74,12.74,12.69
12.64,12.60,12.65,12.60
12.75,12.75,12.98,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.74,12.75,13.00,12.74
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.71,12.75,12.75,12.71
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.50,12.54,12.54,12.50
12.54,12.54,12.54,12.54
12.66,12.51,12.66,12.51
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.52,12.51,12.52,12.51
12.51,12.63,12.63,12.51
12.70,12.70,12.70,12.67
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.52,12.52,12.52,12.50
12.52,12.52,12.52,12.52
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.50,12.50,12.50,12.50
12.70,12.82,12.89,12.70
12.82,12.82,12.82,12.82
12.88,12.90,12.90,12.88
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.87,12.90,12.75
13.08,13.08,13.08,13.08
13.08,13.08,13.08,13.08
12.89,12.81,12.89,12.80
12.82,12.82,12.82,12.82
13.98,13.93,13.98,13.51
13.93,13.93,13.93,13.93
13.93,13.93,13.93,13.93
13.93,13.75,13.93,13.75
13.75,13.75,13.75,13.72
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.25,13.40,13.40,13.25
13.40,13.40,13.40,13.40
13.37,13.14,13.40,13.10
13.06,13.00,13.06,13.00
12.80,12.80,12.80,12.80
12.80,12.80,12.80,12.80
13.30,13.30,13.30,13.30
13.30,13.30,13.30,13.30
12.85,12.85,12.85,12.85
12.85,12.85,12.85,12.85
13.10,13.10,13.10,13.10
13.07,13.10,13.10,13.07
12.84,12.80,12.84,12.80
12.80,12.80,12.80,12.80
12.80,12.80,12.80,12.80
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.65,13.70,13.70,13.65
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.70,13.70,13.70,13.70
13.68,13.70,13.70,13.68
13.70,13.70,13.70,13.70
13.26,13.26,13.26,13.26
13.26,13.26,13.26,13.26
13.26,13.26,13.26,13.26
13.25,13.25,13.26,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.40,13.40,13.40,13.40
13.40,13.40,13.40,13.40
13.25,13.25,13.26,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.66,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.28,13.23
13.21,13.21,13.21,13.21
13.21,13.20,13.21,13.20
13.63,13.25,13.63,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.25,13.25,13.25,13.25
13.32,13.25,13.32,13.25
13.00,13.08,13.08,12.98
13.08,13.08,13.08,13.08
13.24,13.75,13.75,13.23
13.75,13.57,13.75,13.57
13.70,13.69,13.75,13.69
13.31,13.39,13.45,13.31
13.50,13.50,13.50,13.48
13.26,13.26,13.29,13.26
13.32,13.30,13.35,13.25
13.30,13.30,13.30,13.30
13.30,13.30,13.30,13.30
13.30,13.30,13.30,13.30
13.69,13.50,13.69,13.50
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
13.50,13.50,13.50,13.50
13.68,13.42,13.68,13.42
13.42,13.42,13.42,13.42
13.42,13.42,13.42,13.42
13.42,13.42,13.42,13.42
13.42,13.42,13.42,13.42
13.73,13.75,13.75,13.73
13.75,13.75,13.76,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.76,14.00,14.00,13.76
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.72,13.70,13.72,13.70
13.71,13.71,13.71,13.71
13.71,13.71,13.71,13.71
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,13.98,14.00,13.98
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
14.00,14.00,14.00,14.00
13.80,13.80,13.80,13.80
13.80,13.80,13.80,13.80
13.80,13.80,13.80,13.80
13.75,13.75,13.75,13.75
13.75,13.71,13.77,13.71
13.63,13.75,13.75,13.63
13.75,13.75,13.75,13.75
13.75,13.75,13.75,13.75
13.64,13.64,13.64,13.64
13.64,13.64,13.64,13.64
13.60,14.00,14.00,13.57
13.85,13.75,13.85,13.75
13.75,13.75,13.75,13.75
13.99,13.99,13.99,13.99
13.99,13.99,13.99,13.99
13.99,13.99,13.99,13.99
13.99,14.00,14.00,13.95
14.00,14.19,14.19,14.00
14.19,14.19,14.19,14.19
14.27,14.27,14.27,14.27
14.27,14.27,14.27,14.27
14.25,13.95,14.25,13.95
13.95,13.95,13.95,13.95
13.96,14.01,14.01,13.96
14.01,14.01,14.01,14.01
14.29,14.25,14.30,14.25
14.25,14.25,14.25,14.25
14.11,14.11,14.11,14.11
14.25,14.15,14.25,14.15
14.15,14.15,14.15,14.15
14.15,14.15,14.15,14.15
14.15,14.15,14.15,14.15
14.15,14.15,14.15,14.15
14.98,14.98,14.98,14.98
14.98,14.98,14.98,14.98
14.27,14.30,14.30,14.27
14.30,14.30,14.30,14.30
14.30,14.30,14.30,14.30
14.41,14.41,14.41,14.41
14.50,14.50,14.50,14.49
14.50,14.50,14.50,14.50
14.99,14.41,14.99,14.40
14.41,14.41,14.41,14.41
14.43,14.36,14.54,14.36
14.26,14.26,14.26,14.26
14.80,14.80,14.80,14.80
14.77,14.75,14.77,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.75,14.75,14.75,14.75
14.94,14.65,14.94,14.65
14.65,14.65,14.65,14.65
14.80,14.80,14.80,14.80
14.90,14.90,14.90,14.90
14.90,14.66,14.90,14.66
14.66,14.66,14.66,14.66
14.83,14.83,14.83,14.83
14.90,14.90,14.90,14.90
14.88,14.85,14.88,14.85
14.85,14.85,14.85,14.85
14.79,14.82,14.98,14.79
14.90,15.14,15.14,14.90
15.14,15.14,15.14,15.14
15.12,15.12,15.12,15.12
14.99,15.12,15.12,14.98
15.12,15.40,15.69,15.12
15.09,15.20,15.32,15.07
15.14,15.10,15.24,15.06
15.10,15.08,15.28,15.08
15.11,15.10,15.28,15.08
15.15,15.10,15.26,15.09
15.10,15.10,15.10,15.10
15.20,15.20,15.20,15.20
15.10,15.50,15.50,15.00
15.25,15.23,15.60,15.20
15.20,15.20,15.20,15.20
15.50,15.12,15.53,15.12
15.30,15.30,15.30,15.30
15.20,15.20,15.21,15.20
15.32,15.09,15.32,15.09
15.12,15.10,15.12,15.09
15.10,15.10,15.10,15.10
15.10,15.10,15.10,15.10
15.21,15.21,15.21,15.21
15.20,15.68,15.68,15.11
15.68,15.25,15.68,15.25
15.23,15.23,15.23,15.23
15.69,15.65,15.72,15.65
15.45,15.65,15.65,15.45
15.98,15.99,15.99,15.98
16.06,16.06,16.06,16.06
16.13,16.50,16.50,16.12
16.50,16.50,16.50,16.50
15.92,15.92,15.92,15.92
15.96,16.45,17.98,15.96
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
16.24,16.70,16.95,16.20
16.75,16.70,16.75,16.70
16.85,16.70,16.85,16.67
16.95,16.65,17.45,16.65
16.65,16.65,16.65,16.65
16.65,16.65,16.65,16.65
16.86,16.85,17.15,16.70
16.85,16.85,16.85,16.85
17.23,17.25,17.25,17.22
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.34,17.34,17.34,17.34
17.49,17.76,17.76,17.49
17.79,17.79,17.79,17.79
17.79,17.79,17.79,17.79
17.73,17.73,17.73,17.73
17.97,17.40,17.99,17.40
17.40,17.13,17.40,17.13
17.13,17.13,17.13,17.13
17.21,17.25,17.25,16.50
17.25,17.25,17.25,17.25
16.75,16.50,16.75,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.63,16.63,16.63,16.63
16.63,15.27,16.79,15.27
15.27,17.19,17.19,15.24
16.98,16.41,16.98,16.41
16.41,16.41,16.41,16.41
16.41,16.41,16.41,16.41
16.35,16.90,16.90,16.35
16.80,16.80,16.80,16.80
17.00,16.71,17.00,16.71
16.51,16.51,16.51,16.51
16.65,16.50,16.69,15.86
16.40,16.89,16.93,16.40
16.87,16.87,16.87,16.87
16.50,16.50,16.50,16.50
16.25,16.00,16.25,16.00
16.11,16.11,16.11,16.11
16.10,15.55,16.50,15.55
16.50,16.50,17.00,16.50
17.00,17.00,17.00,17.00
17.10,17.10,17.10,17.10
16.96,16.41,16.96,16.41
16.53,16.53,16.53,16.53
16.53,16.53,16.53,16.53
16.99,16.99,16.99,16.99
16.90,16.90,16.90,16.90
16.90,16.90,16.90,16.90
16.90,16.90,16.90,16.90
15.70,15.70,15.70,15.70
15.70,15.70,15.70,15.70
15.74,16.50,16.50,15.74
16.50,16.50,16.50,16.50
15.56,15.56,15.56,15.56
15.56,15.56,15.56,15.56
15.69,16.00,16.00,15.69
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
15.84,16.00,16.01,15.84
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.20,16.20,16.20,16.20
16.25,16.25,16.25,16.25
16.25,16.25,16.25,16.25
16.40,16.45,16.45,16.40
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
16.25,16.45,16.45,16.25
16.45,16.45,16.45,16.45
16.45,16.45,16.45,16.45
16.50,16.50,16.50,16.50
16.45,16.45,16.45,16.45
16.10,16.10,16.10,16.10
16.10,16.10,16.10,16.10
16.06,16.06,16.06,16.06
16.20,16.20,16.20,16.20
16.49,16.49,16.49,16.49
16.49,16.49,16.49,16.49
16.50,16.50,16.50,16.50
16.49,16.50,16.50,16.49
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
15.65,15.65,15.65,15.65
15.72,15.72,15.72,15.72
15.83,16.50,16.50,15.83
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.50,16.50,16.50,16.50
16.95,16.98,16.98,16.95
16.98,16.98,16.98,16.98
17.00,17.35,17.35,17.00
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.00,17.25,17.00
17.25,17.25,17.25,17.20
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.35,17.35,17.35,17.35
17.04,17.35,17.35,17.04
17.35,17.35,17.35,17.35
17.35,17.35,17.35,17.35
17.35,17.35,17.35,17.35
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.34,17.34,17.34,17.34
17.34,17.34,17.34,17.34
17.35,17.25,17.35,17.25
17.40,17.35,17.40,17.35
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.02,17.25,17.02
17.07,17.35,17.35,17.07
17.25,17.25,17.25,17.25
17.25,17.30,17.30,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.25,17.25
17.25,17.25,17.26,17.25
17.25,17.25,17.25,17.25
17.21,17.21,17.21,17.21
17.21,17.25,17.25,17.21
17.25,17.25,17.25,17.25
17.25,17.25,17.30,17.25
17.04,17.25,17.25,17.04
17.25,17.25,17.25,17.25
17.25,17.30,17.30,17.25
17.30,17.29,17.30,17.29
17.30,17.30,17.30,17.30
17.30,17.30,17.30,17.30
17.35,17.33,17.40,17.25
17.33,17.33,17.33,17.33
17.33,17.35,17.35,17.33
17.35,17.35,17.35,17.25
17.35,17.35,17.35,17.35
17.35,17.00,17.35,17.00
17.30,17.25,17.35,17.25
17.25,17.35,17.35,17.25
17.35,17.25,17.35,17.25
17.35,17.35,17.35,17.35
17.37,17.40,17.40,17.35
17.35,17.25,17.35,17.25
17.35,17.40,17.49,17.35
17.42,17.40,17.46,17.40
17.50,17.50,17.50,17.50
17.50,17.55,17.55,17.50
17.75,17.75,17.75,17.75
17.75,17.75,17.75,17.75
17.74,17.75,17.75,17.74
17.75,17.75,17.75,17.70
17.75,18.06,18.06,17.75
18.06,18.06,18.06,18.06
18.00,17.75,18.00,17.75
18.09,18.23,18.41,17.91
18.01,18.33,18.33,18.01
18.35,18.41,18.41,18.33
18.50,18.00,18.55,18.00
18.10,18.10,18.75,17.56
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
18.10,18.10,18.10,18.10
18.17,18.30,18.39,18.17
18.34,18.39,18.39,18.34
18.65,18.65,18.65,18.65
18.50,18.50,18.50,18.50
18.50,18.83,18.83,18.50
18.78,18.78,18.78,18.78
18.80,18.80,18.83,18.78
18.89,19.00,19.00,18.89
19.00,19.00,19.00,19.00
18.91,18.91,18.91,18.91
19.00,19.41,19.45,19.00
19.25,19.25,19.25,19.25
19.25,19.25,19.25,19.25
19.30,19.30,19.30,18.90
18.95,18.95,18.95,18.95
19.08,19.08,19.08,19.08
19.17,19.80,19.80,19.17
19.69,19.34,19.72,18.77
18.32,19.13,19.13,18.32
19.13,19.13,19.13,19.13
18.80,18.75,18.80,18.75
18.75,18.75,18.75,18.75
18.75,18.75,18.75,18.75
18.70,18.70,18.70,18.70
18.70,19.00,19.73,18.70
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.01,19.00,19.01,19.00
19.03,19.01,19.03,19.01
19.01,19.01,19.01,19.01
19.06,19.10,19.10,19.06
19.12,19.00,19.12,19.00
19.00,19.00,19.00,19.00
19.00,19.00,19.00,19.00
19.05,19.35,19.35,19.05
19.68,19.25,19.68,18.76
19.68,19.68,19.68,19.68
19.00,19.00,19.00,19.00
19.00,18.95,19.00,18.75
19.70,19.40,19.70,19.40
19.35,19.10,19.35,19.10
19.09,19.34,19.50,19.00
19.11,19.19,19.19,19.00
19.19,19.19,19.19,19.19
19.10,19.10,19.10,19.00
18.42,19.25,19.25,18.42
19.19,19.35,19.35,19.19
19.33,19.33,19.33,19.33
19.02,19.02,19.02,19.02
19.00,18.75,19.00,18.75
18.85,18.85,18.85,18.85
18.86,18.86,18.86,18.86
18.85,18.85,18.85,18.85
18.85,18.85,18.85,18.85
19.05,19.05,19.05,19.05
19.05,19.10,19.10,19.05
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.07,19.08,19.08,19.07
19.05,19.05,19.05,19.05
19.05,19.05,19.05,19.05
19.05,19.05,19.05,19.05
19.13,19.13,19.13,19.13
18.95,18.95,18.96,18.95
18.87,18.87,18.87,18.87
18.87,18.87,18.87,18.87
18.87,18.87,18.87,18.87
19.05,19.05,19.05,19.05
19.05,19.05,19.05,19.05
19.08,19.07,19.08,19.07
19.07,19.07,19.07,19.07
19.07,19.07,19.07,19.07
19.07,19.07,19.07,19.07
19.07,19.07,19.07,19.07
19.07,19.07,19.07,19.07
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.08,19.00,19.08,18.98
19.00,19.00,19.00,19.00
19.34,19.35,19.35,19.34
19.24,19.24,19.24,19.24
18.85,19.77,20.00,18.85
19.77,19.77,19.77,19.77
19.06,19.16,19.16,19.06
19.07,19.79,19.79,19.07
19.42,19.27,19.42,19.27
19.27,19.27,19.27,19.27
19.80,19.80,19.80,19.80
19.77,19.74,19.77,19.74
19.55,19.55,19.55,19.55
19.59,19.13,19.59,19.10
