INS,Intelligent Systems Corporation Common Stock,NASDAQ
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.20,1.20,1.20,1.20
1.20,1.20,1.20,1.20
1.28,1.23,1.30,1.23
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.18,1.18,1.20,1.18
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.18,1.18,1.18,1.18
1.20,1.18,1.26,1.18
1.18,1.18,1.24,1.17
1.23,1.19,1.23,1.18
1.17,1.15,1.22,1.15
1.15,1.17,1.23,1.15
1.21,1.12,1.21,1.12
1.12,1.12,1.17,1.12
1.15,1.12,1.24,1.12
1.21,1.11,1.21,1.11
1.13,1.12,1.17,1.11
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.12,1.12,1.12,1.12
1.19,1.14,1.19,1.14
1.06,1.14,1.20,1.06
1.20,1.20,1.20,1.20
1.13,1.18,1.18,1.13
1.12,1.08,1.20,1.08
1.08,1.08,1.08,1.08
1.09,1.09,1.11,1.04
1.09,1.09,1.09,1.09
0.91,1.09,1.09,0.91
1.19,1.15,1.19,1.15
1.15,1.20,1.20,1.14
1.30,1.26,1.33,1.23
1.25,1.25,1.25,1.25
1.24,1.16,1.25,1.16
1.17,1.20,1.20,1.17
1.16,1.10,1.16,1.07
1.03,1.03,1.03,1.03
1.15,1.23,1.35,1.15
1.20,1.16,1.20,1.06
1.16,1.16,1.16,1.16
1.17,1.16,1.19,1.16
1.17,1.16,1.20,1.16
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.23,1.23,1.23,1.23
1.22,1.22,1.22,1.22
1.17,1.22,1.22,1.15
1.20,1.23,1.23,1.18
1.22,1.22,1.22,1.20
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.21,1.10,1.21,1.10
1.19,1.04,1.19,1.04
1.04,1.04,1.04,1.04
1.04,1.04,1.04,1.04
1.04,1.02,1.04,1.02
1.06,1.02,1.09,1.02
1.05,1.08,1.08,1.05
1.08,1.08,1.08,1.08
1.16,1.11,1.16,1.11
1.11,1.11,1.11,1.11
1.08,1.06,1.09,1.05
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.02,1.02,1.02,1.02
1.04,1.06,1.06,1.04
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.00,0.99,1.00,0.98
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
1.04,1.11,1.11,1.04
1.04,1.02,1.04,0.99
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.00,1.04,1.07,1.00
1.01,1.00,1.06,1.00
1.00,1.00,1.00,1.00
1.00,1.00,1.00,1.00
1.05,1.03,1.05,0.99
1.03,1.00,1.05,1.00
1.00,1.00,1.00,0.99
1.00,1.00,1.00,1.00
1.01,1.06,1.06,1.00
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.06,1.06,1.06,1.06
1.00,1.06,1.06,1.00
1.06,1.14,1.14,1.06
1.10,1.10,1.10,1.10
1.06,1.06,1.06,1.06
1.07,1.06,1.12,1.06
1.06,1.06,1.06,1.06
1.06,1.05,1.11,1.05
1.09,1.07,1.09,1.05
1.07,1.07,1.07,1.07
1.15,1.14,1.15,1.11
1.15,1.15,1.15,1.15
1.14,1.12,1.14,1.12
1.12,1.12,1.12,1.12
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.10,1.13,1.13,1.10
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.13,1.13,1.13,1.13
1.06,1.06,1.06,1.06
1.17,1.69,1.85,1.17
1.74,1.35,1.74,1.30
1.46,1.23,1.47,1.17
1.20,1.18,1.20,1.16
1.24,1.16,1.24,1.15
1.12,1.10,1.12,1.05
1.06,1.12,1.45,1.06
1.15,1.13,1.17,1.09
1.16,1.09,1.18,1.09
1.02,1.05,1.06,0.98
1.01,1.05,1.08,1.01
1.09,1.15,1.20,1.04
1.22,1.28,1.71,1.20
1.28,1.25,1.40,1.25
1.39,1.16,1.40,1.13
1.23,1.25,1.26,1.16
1.28,1.20,1.36,1.16
1.21,1.30,1.31,1.21
1.40,1.40,1.40,1.40
1.32,1.29,1.39,1.25
1.27,1.27,1.27,1.27
1.30,1.26,1.30,1.26
1.28,1.22,1.28,1.22
1.22,1.22,1.22,1.22
1.23,1.23,1.23,1.23
1.15,1.18,1.18,1.15
1.14,1.22,1.22,1.14
1.24,1.35,1.35,1.24
1.31,1.27,1.40,1.17
1.27,1.27,1.27,1.27
1.29,1.30,1.30,1.18
1.30,1.29,1.30,1.24
1.29,1.29,1.29,1.29
1.28,1.18,1.28,1.18
1.25,1.30,1.30,1.25
1.26,1.18,1.31,1.18
1.19,1.35,1.35,1.19
1.27,1.29,1.35,1.13
1.29,1.28,1.29,1.28
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.32,1.32,1.19
1.31,1.25,1.31,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.22,1.25,1.22
1.22,1.22,1.22,1.22
1.22,1.45,1.48,1.22
1.47,1.37,1.47,1.32
1.32,1.32,1.33,1.32
1.32,1.32,1.32,1.32
1.40,1.35,1.50,1.35
1.45,1.47,1.47,1.45
1.50,1.50,1.50,1.50
1.49,1.47,1.50,1.47
1.42,1.40,1.42,1.34
1.34,1.40,1.40,1.34
1.37,1.48,1.49,1.37
1.50,1.49,1.50,1.48
1.43,1.28,1.50,1.18
1.33,1.33,1.39,1.30
1.38,1.40,1.40,1.35
1.33,1.30,1.33,1.27
1.45,1.45,1.45,1.35
1.89,1.40,1.89,1.35
1.35,1.40,1.40,1.35
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.41,1.57,1.40
1.48,1.40,1.48,1.40
1.45,1.40,1.45,1.40
1.46,1.70,1.78,1.41
1.47,1.57,1.57,1.42
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.55,1.75,1.98,1.55
1.80,1.62,1.80,1.62
1.68,1.72,1.72,1.64
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.70,1.82,1.82,1.70
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.81,1.82,1.82,1.81
1.85,1.82,1.96,1.57
1.83,2.09,2.20,1.82
2.14,2.43,2.50,2.01
2.48,2.12,2.50,2.01
2.19,2.21,2.29,2.05
2.19,2.72,2.96,2.19
2.80,2.70,2.80,2.46
2.40,2.20,2.60,2.02
2.30,1.90,2.30,1.80
1.86,1.94,2.01,1.85
1.95,1.90,1.99,1.85
1.91,1.91,1.97,1.91
1.93,1.83,1.94,1.83
1.86,1.84,1.89,1.83
1.84,1.76,1.85,1.67
1.75,1.88,1.88,1.74
1.93,1.94,1.94,1.88
1.99,1.81,1.99,1.70
1.87,1.88,1.95,1.72
1.80,1.82,1.90,1.80
1.82,1.85,1.85,1.80
1.84,1.80,1.85,1.80
1.78,1.76,1.78,1.73
1.76,1.82,1.82,1.76
1.85,1.85,1.85,1.85
1.82,1.81,1.87,1.76
1.89,1.83,1.89,1.79
1.86,1.81,1.86,1.81
1.84,1.92,2.00,1.66
1.93,1.95,2.03,1.89
2.03,1.85,2.03,1.82
1.85,1.85,1.86,1.72
1.85,1.85,1.85,1.85
1.89,1.88,1.89,1.85
1.84,1.89,1.91,1.84
1.88,1.81,1.88,1.81
1.81,1.82,1.86,1.81
1.82,1.82,1.82,1.82
1.80,1.75,1.80,1.75
1.79,1.76,1.79,1.76
1.76,1.67,1.76,1.57
1.69,1.61,1.69,1.61
1.60,1.65,1.69,1.53
1.68,1.68,1.68,1.68
1.65,1.57,1.65,1.55
1.51,1.54,1.58,1.51
1.54,1.47,1.56,1.47
1.49,1.57,1.60,1.47
1.53,1.60,1.61,1.53
1.63,1.69,1.69,1.63
1.68,1.51,1.68,1.51
1.51,1.57,1.60,1.51
1.63,1.57,1.63,1.57
1.64,1.66,1.66,1.64
1.66,1.66,1.66,1.66
1.70,1.56,1.70,1.45
1.52,1.52,1.52,1.52
1.54,1.60,1.62,1.54
1.60,1.62,1.62,1.60
1.50,1.48,1.50,1.48
1.48,1.48,1.48,1.46
1.46,1.46,1.46,1.46
1.42,1.46,1.49,1.38
1.48,1.52,1.53,1.44
1.45,1.39,1.45,1.39
1.40,1.50,1.54,1.31
1.43,1.43,1.43,1.40
1.34,1.67,1.74,1.34
1.72,1.31,1.72,1.31
1.38,1.30,1.38,1.13
1.30,1.30,1.32,1.22
1.30,1.27,1.30,1.26
1.26,1.26,1.27,1.26
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.26,1.26,1.26,1.26
1.21,1.33,1.45,1.21
1.35,1.35,1.35,1.35
1.34,1.27,1.46,1.19
1.27,1.27,1.27,1.27
1.30,1.72,1.72,1.28
1.70,1.60,1.70,1.51
1.60,1.64,1.64,1.60
1.64,1.64,1.64,1.64
1.57,1.66,1.66,1.57
1.66,1.66,1.66,1.66
1.66,1.66,1.66,1.66
1.59,1.36,1.59,1.33
1.37,1.35,1.41,1.34
1.33,1.34,1.34,1.33
1.33,1.59,1.66,1.33
1.56,1.65,1.65,1.53
1.68,1.71,1.72,1.68
1.58,1.71,1.76,1.22
1.73,1.58,1.73,1.58
1.47,1.47,1.47,1.47
1.51,1.51,1.51,1.51
1.53,1.33,1.57,1.33
1.43,1.54,1.54,1.43
1.51,1.52,1.52,1.44
1.48,1.47,1.48,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.41,1.39,1.54,1.39
1.31,1.32,1.32,1.31
1.35,1.35,1.35,1.35
1.44,1.69,1.83,1.44
1.72,1.85,1.93,1.72
1.80,1.91,1.98,1.76
1.88,1.78,1.88,1.78
1.71,1.71,1.79,1.71
1.88,1.81,1.88,1.81
1.95,1.84,1.95,1.84
1.85,1.77,1.85,1.71
1.77,1.72,1.77,1.72
1.72,1.72,1.72,1.72
1.71,1.71,1.71,1.71
1.82,1.71,1.82,1.71
1.77,1.78,1.89,1.66
1.78,1.78,1.78,1.78
1.61,1.63,1.66,1.61
1.63,1.63,1.63,1.63
1.61,1.67,1.67,1.61
1.62,1.62,1.62,1.62
1.67,1.67,1.67,1.67
1.64,1.61,1.64,1.61
1.61,1.61,1.61,1.61
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.65,1.65,1.65,1.65
1.61,1.61,1.61,1.61
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.60,1.60,1.60,1.60
1.54,1.50,1.55,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.35,1.36,1.40,1.31
1.36,1.36,1.36,1.36
1.45,1.42,1.45,1.31
1.38,1.51,1.51,1.38
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.36,1.56,1.56,1.36
1.45,1.55,1.55,1.45
1.55,1.55,1.55,1.55
1.36,1.44,1.46,1.33
1.35,1.61,1.68,1.35
1.61,1.61,1.61,1.61
1.69,1.69,1.69,1.69
1.79,1.77,1.80,1.77
1.76,1.92,1.92,1.76
1.69,1.70,1.77,1.69
1.74,1.72,1.74,1.72
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.56,1.69,1.69,1.56
1.69,1.69,1.69,1.69
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.69,1.62,1.88,1.58
1.56,1.70,1.70,1.56
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.75,1.75,1.75,1.75
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.65,1.78,1.78,1.65
1.68,1.82,1.82,1.60
1.82,1.82,1.82,1.82
1.64,1.68,1.70,1.57
1.68,1.68,1.68,1.68
1.64,1.73,1.73,1.62
1.73,1.72,1.80,1.72
1.73,1.70,1.73,1.70
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.72,1.72,1.72,1.72
1.72,1.72,1.72,1.72
1.78,1.55,1.78,1.55
1.47,1.45,1.58,1.44
1.36,1.49,1.49,1.35
1.48,1.40,1.48,1.21
1.45,1.80,1.80,1.38
1.68,1.63,1.68,1.61
1.63,1.53,1.66,1.53
1.53,1.56,1.56,1.44
1.52,1.49,1.52,1.37
1.49,1.49,1.49,1.49
1.49,1.49,1.49,1.49
1.41,1.58,1.58,1.36
1.52,1.50,1.52,1.50
1.52,1.60,1.60,1.50
1.32,1.51,1.60,1.32
1.58,1.55,1.58,1.51
1.55,1.55,1.55,1.55
1.37,1.51,1.52,1.37
1.47,1.47,1.47,1.47
1.57,1.59,1.59,1.57
1.59,1.59,1.59,1.59
1.52,1.52,1.62,1.51
1.51,1.52,1.52,1.51
1.51,1.52,1.52,1.51
1.52,1.52,1.52,1.52
1.58,1.62,1.62,1.58
1.62,1.68,1.68,1.58
1.68,1.68,1.68,1.68
1.62,1.62,1.62,1.62
1.66,1.66,1.66,1.66
1.66,1.66,1.66,1.66
1.66,1.66,1.66,1.66
1.66,1.57,1.68,1.57
1.57,1.57,1.57,1.57
1.45,1.54,1.55,1.45
1.54,1.58,1.59,1.50
1.50,1.51,1.51,1.50
1.50,1.51,1.51,1.50
1.51,1.51,1.51,1.51
1.64,1.64,1.65,1.63
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.55,1.60,1.63,1.55
1.60,1.60,1.60,1.60
1.60,1.53,1.60,1.53
1.54,1.60,1.60,1.54
1.55,1.55,1.55,1.55
1.53,1.53,1.53,1.53
1.53,1.53,1.53,1.53
1.50,1.50,1.50,1.42
1.45,1.45,1.45,1.45
1.47,1.47,1.47,1.47
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.59,1.59,1.59,1.59
1.55,1.55,1.55,1.47
1.47,1.46,1.48,1.46
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.46,1.55,1.55,1.42
1.43,1.51,1.51,1.43
1.46,1.46,1.46,1.46
1.59,1.50,1.59,1.50
1.46,1.50,1.50,1.45
1.45,1.53,1.53,1.45
1.50,1.50,1.50,1.50
1.45,1.53,1.53,1.45
1.47,1.55,1.55,1.47
1.55,1.50,1.55,1.45
1.48,1.50,1.50,1.35
1.39,1.47,1.47,1.39
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.50,1.55,1.55,1.50
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.55,1.61,1.62,1.55
1.61,1.61,1.61,1.61
1.60,1.62,1.69,1.60
1.62,1.62,1.62,1.62
1.60,1.69,1.69,1.60
1.57,1.60,1.60,1.57
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.54,1.68,1.69,1.52
1.68,1.68,1.68,1.68
1.58,1.71,1.75,1.53
1.71,1.71,1.71,1.71
1.82,1.84,1.84,1.82
1.82,1.85,1.85,1.82
1.98,1.72,1.98,1.67
1.80,1.80,1.80,1.80
1.77,1.98,1.98,1.77
1.79,1.79,1.79,1.79
1.78,1.82,1.82,1.69
1.92,1.66,1.92,1.65
1.66,1.66,1.66,1.66
1.66,1.66,1.66,1.66
1.66,1.66,1.66,1.66
1.64,1.65,1.65,1.64
1.64,1.64,1.64,1.64
1.64,1.68,1.68,1.64
1.68,1.68,1.68,1.68
1.65,1.65,1.65,1.65
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.69,1.69,1.64
1.69,1.69,1.69,1.69
1.69,1.69,1.69,1.69
1.57,1.57,1.57,1.57
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.61,1.61,1.61,1.61
1.55,1.54,1.55,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.56,1.54,1.56,1.54
1.52,1.54,1.54,1.50
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.51,1.51,1.51,1.51
1.62,1.63,1.63,1.62
1.58,1.58,1.58,1.58
1.59,1.67,1.74,1.59
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.65,1.75,1.75,1.65
1.82,1.82,1.82,1.82
1.75,1.75,1.75,1.75
1.65,1.54,1.65,1.48
1.54,1.69,1.69,1.54
1.69,1.61,1.78,1.61
1.74,1.74,1.74,1.74
1.75,1.75,1.76,1.75
1.65,1.78,1.78,1.62
1.78,1.78,1.78,1.78
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.66,1.65,1.66,1.64
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.56,1.63,1.63,1.55
1.74,1.67,1.79,1.67
1.67,1.66,1.67,1.66
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.57,1.57,1.57,1.57
1.54,1.58,1.58,1.54
1.61,1.63,1.63,1.54
1.63,1.63,1.63,1.63
1.60,1.55,1.60,1.55
1.55,1.59,1.59,1.55
1.65,1.68,1.68,1.55
1.68,1.68,1.68,1.68
1.65,1.68,1.71,1.59
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.55,1.62,1.62,1.51
1.61,1.68,1.68,1.61
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.77,1.77,1.77,1.77
1.54,1.54,1.54,1.54
1.54,1.55,1.55,1.50
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.49,1.50,1.50,1.49
1.50,1.50,1.50,1.50
1.47,1.47,1.47,1.47
1.45,1.45,1.45,1.45
1.57,1.57,1.57,1.57
1.67,1.40,1.67,1.40
1.40,1.45,1.46,1.40
1.45,1.45,1.45,1.45
1.47,1.47,1.47,1.47
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.35,1.45,1.45,1.35
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.61,1.56,1.65,1.36
1.56,1.56,1.56,1.56
1.42,1.45,1.52,1.37
1.45,1.45,1.45,1.45
1.49,1.55,1.55,1.49
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.42,1.42,1.42,1.42
1.55,1.56,1.56,1.55
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.50,1.58,1.58,1.50
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.56,1.56,1.56,1.56
1.52,1.58,1.58,1.52
1.58,1.58,1.58,1.58
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.48,1.48,1.48,1.48
1.47,1.50,1.50,1.47
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.49,1.47,1.49,1.47
1.47,1.47,1.47,1.47
1.47,1.44,1.47,1.44
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.39,1.29,1.39,1.29
1.39,1.39,1.39,1.39
1.28,1.48,1.48,1.07
1.44,1.45,1.45,1.40
1.46,1.44,1.46,1.44
1.40,1.43,1.43,1.31
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.35,1.50,1.52,1.33
1.47,1.42,1.47,1.34
1.36,1.37,1.39,1.36
1.37,1.37,1.37,1.37
1.39,1.39,1.44,1.39
1.36,1.37,1.37,1.36
1.39,1.39,1.39,1.39
1.43,1.44,1.44,1.43
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.46,1.46,1.46,1.46
1.46,1.46,1.46,1.46
1.52,1.52,1.52,1.52
1.50,1.50,1.50,1.50
1.50,1.55,1.56,1.50
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.50,1.45,1.50,1.43
1.45,1.39,1.45,1.33
1.37,1.35,1.37,1.35
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.32,1.33,1.33,1.30
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.33,1.33,1.33,1.33
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.27,1.30,1.32,1.27
1.30,1.30,1.30,1.30
1.26,1.26,1.26,1.26
1.22,1.32,1.32,1.22
1.33,1.28,1.33,1.28
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28
1.24,1.25,1.30,1.22
1.21,1.21,1.21,1.21
1.21,1.21,1.21,1.21
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.21,1.28,1.28,1.21
1.24,1.25,1.25,1.22
1.23,1.25,1.25,1.23
1.32,1.34,1.34,1.32
1.34,1.34,1.34,1.34
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.32,1.32,1.32,1.32
1.30,1.30,1.30,1.30
1.40,1.75,1.75,1.35
1.97,1.65,1.97,1.65
1.76,1.50,1.92,1.50
1.55,1.54,1.64,1.46
1.56,1.56,1.56,1.56
1.43,1.45,1.60,1.31
1.32,1.36,1.36,1.32
1.32,1.37,1.37,1.32
1.32,1.35,1.35,1.32
1.35,1.35,1.35,1.35
1.32,1.32,1.36,1.31
1.32,1.32,1.32,1.32
1.27,1.32,1.32,1.27
1.32,1.32,1.32,1.32
1.35,1.30,1.35,1.30
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.36,1.53,1.53,1.29
1.53,1.51,1.53,1.51
1.51,1.51,1.51,1.51
1.40,1.42,1.42,1.40
1.40,1.33,1.40,1.33
1.47,1.47,1.47,1.47
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.30,1.40,1.29
1.30,1.30,1.30,1.30
1.24,1.30,1.30,1.24
1.34,1.35,1.35,1.34
1.44,1.44,1.44,1.44
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.36,1.31,1.36,1.30
1.46,1.40,1.46,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.30,1.33,1.33,1.26
1.38,1.51,1.52,1.38
1.52,1.47,1.54,1.47
1.29,1.30,1.30,1.29
1.30,1.30,1.30,1.30
1.38,1.36,1.38,1.36
1.36,1.36,1.43,1.36
1.36,1.36,1.36,1.36
1.32,1.32,1.32,1.32
1.27,1.32,1.39,1.25
1.45,1.19,1.45,1.17
1.21,1.20,1.21,1.19
1.25,1.25,1.25,1.25
1.39,1.24,1.39,1.14
1.28,1.35,1.35,1.28
1.30,1.25,1.30,1.19
1.25,1.25,1.25,1.25
1.24,1.20,1.25,1.20
1.20,1.30,1.30,1.20
