OPXA,Opexa Therapeutics,NASDAQ
1.46,1.45,1.52,1.44
1.53,1.51,1.67,1.46
1.55,1.48,1.60,1.46
1.53,1.54,1.55,1.49
1.55,1.50,1.55,1.45
1.52,1.53,1.58,1.50
1.53,1.68,1.68,1.51
1.65,1.61,1.65,1.55
1.61,1.65,1.67,1.55
1.64,1.68,1.68,1.60
1.65,1.65,1.67,1.60
1.65,1.57,1.65,1.55
1.55,1.55,1.62,1.54
1.54,1.57,1.58,1.50
1.53,1.52,1.56,1.51
1.50,1.56,1.60,1.50
1.58,1.65,1.73,1.55
1.67,1.66,1.70,1.60
1.68,1.60,1.68,1.54
1.61,1.61,1.65,1.58
1.64,1.61,1.65,1.59
1.50,1.48,1.52,1.42
1.49,1.48,1.53,1.46
1.53,1.51,1.53,1.45
1.53,1.49,1.55,1.48
1.50,1.48,1.55,1.48
1.51,1.51,1.54,1.50
1.52,1.47,1.53,1.46
1.48,1.48,1.52,1.46
1.50,1.43,1.50,1.43
1.47,1.41,1.49,1.41
1.41,1.26,1.50,1.25
2.08,2.92,3.70,2.00
1.50,1.41,1.57,1.39
1.44,1.37,1.45,1.36
1.38,1.36,1.41,1.28
1.42,1.38,1.47,1.35
1.42,1.35,1.42,1.32
1.35,1.36,1.38,1.28
1.40,1.41,1.47,1.38
1.46,1.44,1.47,1.41
1.45,1.42,1.45,1.41
1.45,1.37,1.45,1.37
1.39,1.37,1.41,1.35
1.38,1.41,1.41,1.35
1.43,1.47,1.54,1.37
1.49,1.46,1.50,1.42
1.44,1.45,1.50,1.42
1.45,1.46,1.49,1.44
1.45,1.46,1.49,1.43
1.46,1.44,1.46,1.43
1.43,1.45,1.46,1.41
1.48,1.51,1.54,1.47
1.53,1.53,1.54,1.48
1.54,1.65,1.67,1.54
1.71,1.60,1.74,1.55
1.58,1.67,1.69,1.55
1.67,1.71,1.77,1.60
1.69,1.84,1.91,1.66
1.85,1.72,1.87,1.71
1.73,1.73,1.80,1.70
1.72,1.69,1.77,1.63
1.70,1.74,1.75,1.65
1.74,1.83,1.83,1.68
1.84,1.80,1.84,1.74
1.81,1.91,2.06,1.81
1.96,2.00,2.04,1.84
1.99,2.34,2.40,1.94
2.38,2.25,2.44,2.22
2.23,2.19,2.27,2.10
2.21,2.02,2.24,2.00
2.06,2.08,2.15,2.01
2.10,1.98,2.14,1.95
2.00,2.03,2.09,1.98
2.09,2.07,2.23,2.00
2.15,2.00,2.16,1.97
1.98,1.79,1.98,1.65
1.82,1.85,1.92,1.82
1.87,1.77,1.89,1.75
1.78,1.81,1.83,1.72
1.83,1.86,1.86,1.77
1.84,1.84,1.89,1.84
1.84,2.00,2.08,1.83
2.01,1.90,2.05,1.90
2.01,1.96,2.01,1.92
1.96,1.92,1.99,1.90
1.92,1.93,1.93,1.84
1.95,1.98,1.98,1.88
1.95,2.07,2.17,1.95
2.08,2.02,2.15,1.99
2.00,1.96,2.06,1.95
1.95,1.89,1.98,1.88
1.90,1.85,1.90,1.80
1.87,1.85,1.93,1.82
1.85,1.88,1.91,1.85
1.88,2.06,2.08,1.86
2.05,1.98,2.17,1.93
1.97,1.89,2.05,1.88
1.88,1.88,1.92,1.80
1.85,1.95,2.02,1.85
1.95,1.97,2.02,1.95
1.98,1.99,2.05,1.97
1.99,2.02,2.04,1.93
2.03,2.29,2.37,2.03
2.35,2.26,2.56,2.21
2.35,2.12,2.38,2.05
2.14,2.15,2.25,2.07
2.17,2.19,2.23,2.12
2.27,2.18,2.32,2.15
2.17,2.10,2.23,2.04
2.08,2.08,2.10,2.02
2.05,2.08,2.14,2.04
2.11,2.05,2.12,2.05
2.05,2.02,2.08,1.98
2.04,2.00,2.04,1.98
1.98,2.02,2.15,1.95
2.03,2.04,2.12,1.99
2.06,2.02,2.07,2.00
2.04,1.99,2.04,1.98
1.98,1.92,1.99,1.90
1.91,1.88,1.94,1.82
1.90,1.91,2.00,1.89
1.94,1.92,1.99,1.91
1.90,1.90,2.03,1.90
1.90,1.88,1.90,1.80
1.70,1.68,1.71,1.65
1.70,1.70,1.72,1.68
1.70,1.69,1.72,1.69
1.70,1.73,1.76,1.65
1.75,1.71,1.75,1.70
1.71,1.90,1.90,1.71
1.95,1.87,1.95,1.81
1.85,1.83,1.90,1.83
1.83,1.82,1.85,1.80
1.83,1.87,1.90,1.83
1.88,1.83,1.88,1.82
1.82,1.90,1.93,1.82
1.94,1.94,2.04,1.88
1.97,1.87,1.97,1.85
1.87,1.90,1.92,1.84
1.94,1.87,1.94,1.83
1.83,1.83,1.92,1.82
1.82,1.88,1.92,1.82
1.87,1.87,1.88,1.83
1.88,1.86,1.94,1.83
1.87,1.85,1.87,1.83
1.85,1.83,1.85,1.81
1.84,1.83,1.86,1.75
1.83,1.84,1.86,1.78
1.82,1.80,1.82,1.76
1.78,1.71,1.80,1.69
1.68,1.73,1.78,1.68
1.73,1.70,1.74,1.66
1.72,1.75,1.81,1.72
1.75,1.74,1.75,1.72
1.72,1.70,1.78,1.68
1.70,1.75,1.76,1.69
1.74,1.70,1.74,1.68
1.74,1.73,1.74,1.65
1.73,1.73,1.76,1.70
1.74,1.73,1.76,1.69
1.73,1.71,1.74,1.65
1.73,1.74,1.86,1.73
1.72,1.71,1.74,1.69
1.73,1.72,1.75,1.70
1.74,1.72,1.75,1.70
1.72,1.69,1.74,1.69
1.68,1.68,1.70,1.65
1.68,1.74,1.82,1.64
1.76,1.77,1.80,1.70
1.80,1.89,1.99,1.78
1.90,1.88,1.93,1.80
1.87,1.85,1.92,1.80
1.86,1.82,1.91,1.80
1.80,1.75,1.80,1.72
1.75,1.77,1.79,1.75
1.76,1.78,1.79,1.73
1.77,1.74,1.80,1.72
1.76,1.78,1.78,1.70
1.76,1.86,1.96,1.74
1.90,1.84,2.04,1.80
1.84,1.93,2.00,1.80
1.95,1.85,1.99,1.83
1.83,1.86,1.90,1.82
1.87,1.89,1.95,1.84
1.89,2.17,2.20,1.89
2.16,2.00,2.16,2.00
2.00,1.91,2.02,1.91
1.91,1.98,2.01,1.86
2.01,1.94,2.13,1.87
1.94,1.90,2.00,1.88
1.91,1.87,1.95,1.84
1.86,1.87,1.93,1.83
1.88,1.86,1.94,1.84
1.87,1.87,1.90,1.80
1.88,1.92,1.93,1.84
1.92,1.91,1.93,1.82
1.90,1.86,1.92,1.83
1.88,1.78,1.88,1.75
1.75,1.71,1.79,1.67
1.71,1.70,1.74,1.68
1.71,1.77,1.78,1.71
1.77,1.70,1.79,1.67
1.68,1.60,1.69,1.56
1.58,1.46,1.63,1.46
1.46,1.40,1.54,1.26
1.45,1.51,1.52,1.38
1.51,1.49,1.57,1.46
1.50,1.59,1.62,1.48
1.65,1.66,1.67,1.62
1.65,1.63,1.70,1.62
1.65,1.60,1.65,1.56
1.60,1.58,1.60,1.56
1.58,1.52,1.62,1.50
1.52,1.48,1.54,1.43
1.55,1.60,1.62,1.51
1.62,1.59,1.62,1.56
1.60,1.59,1.60,1.53
1.55,1.60,1.62,1.55
1.60,1.52,1.60,1.49
1.53,1.47,1.53,1.44
1.46,1.44,1.50,1.43
1.45,1.48,1.49,1.43
1.47,1.49,1.57,1.45
1.50,1.53,1.55,1.50
1.55,1.51,1.58,1.45
1.53,1.48,1.56,1.47
1.54,1.46,1.54,1.43
1.48,1.44,1.49,1.39
1.45,1.39,1.48,1.38
1.40,1.37,1.41,1.37
1.40,1.45,1.49,1.37
1.45,1.40,1.47,1.39
1.40,1.41,1.47,1.40
1.41,1.44,1.44,1.39
1.46,1.55,1.60,1.42
1.63,1.59,1.64,1.55
1.60,1.53,1.61,1.52
1.53,1.58,1.58,1.50
1.58,1.56,1.60,1.54
1.56,1.60,1.62,1.56
1.61,1.62,1.64,1.61
1.62,1.62,1.67,1.60
1.61,1.64,1.67,1.61
1.65,1.70,1.75,1.64
1.68,1.68,1.75,1.68
1.68,1.67,1.71,1.66
1.66,1.66,1.67,1.64
1.67,1.68,1.70,1.66
1.68,1.69,1.72,1.66
1.68,1.64,1.68,1.61
1.63,1.65,1.68,1.61
1.65,1.64,1.66,1.62
1.64,1.64,1.69,1.63
1.64,1.64,1.66,1.60
1.65,1.64,1.68,1.62
1.65,1.67,1.72,1.64
1.69,1.66,1.69,1.66
1.67,1.68,1.71,1.66
1.66,1.68,1.70,1.66
1.67,1.64,1.68,1.64
1.66,1.64,1.69,1.64
1.62,1.61,1.66,1.61
1.61,1.61,1.63,1.59
1.58,1.57,1.60,1.46
1.57,1.58,1.58,1.56
1.60,1.59,1.64,1.57
1.58,1.54,1.60,1.54
1.54,1.55,1.66,1.54
1.55,1.50,1.59,1.50
1.48,1.53,1.54,1.45
1.53,1.60,1.63,1.52
1.62,1.58,1.63,1.55
1.58,1.58,1.61,1.51
1.56,1.55,1.62,1.55
1.53,1.60,1.61,1.51
1.62,1.60,1.63,1.57
1.59,1.62,1.62,1.59
1.64,1.57,1.64,1.54
1.57,1.53,1.57,1.51
1.51,1.56,1.59,1.51
1.56,1.53,1.59,1.53
1.53,1.52,1.54,1.48
1.50,1.49,1.59,1.48
1.45,1.42,1.51,1.42
1.40,1.49,1.53,1.40
1.48,1.47,1.52,1.43
1.47,1.49,1.50,1.47
1.49,1.51,1.57,1.49
1.56,1.53,1.56,1.50
1.49,1.48,1.49,1.42
1.48,1.50,1.55,1.47
1.50,1.44,1.53,1.43
1.46,1.46,1.50,1.44
1.47,1.46,1.49,1.43
1.46,1.47,1.48,1.44
1.46,1.47,1.49,1.44
1.44,1.46,1.50,1.44
1.47,1.43,1.47,1.42
1.43,1.45,1.47,1.43
1.45,1.45,1.47,1.41
1.44,1.46,1.47,1.43
1.43,1.43,1.47,1.42
1.42,1.45,1.46,1.42
1.45,1.44,1.47,1.42
1.45,1.40,1.45,1.38
1.42,1.42,1.47,1.40
1.44,1.42,1.45,1.36
1.38,1.37,1.43,1.36
1.36,1.34,1.41,1.32
1.34,1.27,1.40,1.25
1.14,1.11,1.23,1.08
1.10,1.08,1.18,1.08
1.11,1.15,1.19,1.09
1.15,1.09,1.16,1.09
1.09,1.04,1.12,1.00
1.02,0.99,1.02,0.95
0.99,0.92,1.02,0.90
0.92,0.89,0.98,0.85
0.89,0.92,0.92,0.89
0.97,0.95,1.00,0.92
1.07,0.99,1.07,0.97
0.99,1.03,1.07,0.99
1.04,1.00,1.04,0.95
1.02,0.97,1.02,0.96
1.01,0.95,1.02,0.94
0.95,0.93,0.99,0.90
0.93,0.91,0.98,0.90
0.90,0.87,0.92,0.86
0.86,0.79,0.90,0.75
0.82,0.76,0.86,0.73
0.78,0.80,0.81,0.75
0.80,0.80,0.80,0.74
0.78,0.87,0.90,0.78
0.89,0.87,0.91,0.86
0.88,0.88,0.91,0.86
0.89,0.98,0.99,0.88
1.00,1.04,1.05,1.00
1.04,1.00,1.05,0.98
1.01,0.97,1.01,0.95
1.00,1.03,1.03,0.95
1.02,0.99,1.02,0.98
0.99,1.01,1.07,0.98
1.01,1.01,1.04,0.95
1.03,1.00,1.05,0.97
0.97,0.95,1.00,0.94
0.95,0.94,0.98,0.90
0.92,0.87,0.94,0.85
0.85,0.92,0.92,0.85
0.90,0.84,0.93,0.77
0.81,0.88,0.88,0.80
0.85,0.86,0.89,0.84
0.87,0.87,0.90,0.86
0.93,0.89,0.93,0.83
0.89,0.87,0.90,0.85
0.87,0.86,0.88,0.85
0.86,0.84,0.89,0.82
0.87,0.83,0.87,0.82
0.85,0.83,0.85,0.80
0.84,0.81,0.84,0.79
0.82,0.87,0.87,0.82
0.85,0.89,0.90,0.85
0.91,0.90,0.93,0.88
0.89,0.85,0.89,0.83
0.90,0.82,0.90,0.81
0.82,0.84,0.88,0.81
0.90,0.83,0.90,0.83
0.81,0.80,0.83,0.78
0.80,0.83,0.83,0.77
0.83,0.80,0.87,0.80
0.80,0.81,0.84,0.80
0.80,0.77,0.82,0.77
0.77,0.76,0.82,0.76
0.80,0.77,0.82,0.75
0.79,0.74,0.81,0.74
0.74,0.72,0.74,0.70
0.78,0.80,0.80,0.74
0.80,0.86,0.86,0.80
0.86,0.83,0.86,0.83
0.83,0.85,0.87,0.82
0.83,0.79,0.85,0.78
0.82,0.80,0.82,0.79
0.85,0.81,0.85,0.79
0.82,0.78,0.85,0.76
0.77,0.73,0.79,0.73
0.73,0.72,0.77,0.71
0.74,0.77,0.83,0.71
0.80,0.80,0.84,0.77
0.82,0.73,0.83,0.73
0.79,0.76,0.80,0.74
0.78,0.83,0.88,0.78
0.83,0.80,0.89,0.78
0.82,0.88,0.90,0.80
0.88,0.80,0.90,0.80
0.80,0.82,0.88,0.78
0.85,0.80,0.88,0.80
0.82,0.83,0.85,0.80
0.83,0.82,0.87,0.76
0.82,0.80,0.82,0.76
0.78,0.82,0.82,0.77
0.83,0.83,0.84,0.79
0.78,0.79,0.80,0.76
0.79,0.78,0.80,0.78
0.78,0.73,0.84,0.72
0.73,0.71,0.74,0.70
0.70,0.71,0.72,0.70
0.72,0.72,0.72,0.70
0.71,0.70,0.73,0.69
0.69,0.69,0.72,0.69
0.69,0.73,0.74,0.69
0.73,0.72,0.75,0.72
0.73,0.74,0.75,0.70
0.72,0.76,0.76,0.72
0.74,0.72,0.76,0.72
0.74,0.74,0.75,0.70
0.75,0.71,0.75,0.71
0.72,0.73,0.74,0.71
0.74,0.71,0.74,0.68
0.74,0.73,0.74,0.70
0.74,0.73,0.75,0.71
0.68,0.69,0.74,0.67
0.68,0.71,0.72,0.68
0.72,0.75,0.77,0.70
0.76,0.86,0.91,0.75
0.86,0.79,0.90,0.76
0.83,0.82,0.87,0.78
0.85,0.91,0.95,0.82
0.96,0.88,1.08,0.87
0.88,0.83,0.91,0.80
0.86,0.81,0.86,0.80
0.92,0.76,0.96,0.73
0.76,0.82,0.84,0.76
0.71,0.67,0.71,0.65
0.68,0.65,0.68,0.63
0.68,0.64,0.68,0.63
0.65,0.69,0.71,0.64
0.68,0.69,0.71,0.66
0.69,0.66,0.69,0.65
0.67,0.64,0.67,0.64
0.65,0.65,0.65,0.63
0.63,0.62,0.65,0.59
0.62,0.62,0.63,0.60
0.61,0.60,0.62,0.60
0.62,0.60,0.62,0.59
0.62,0.55,0.62,0.55
0.55,0.53,0.55,0.53
0.56,0.55,0.56,0.53
0.53,0.51,0.54,0.50
0.51,0.51,0.52,0.50
0.51,0.50,0.52,0.50
0.50,0.50,0.53,0.50
0.52,0.50,0.52,0.49
0.52,0.50,0.55,0.49
0.52,0.50,0.52,0.49
0.50,0.48,0.50,0.47
0.49,0.43,0.49,0.41
0.44,0.42,0.44,0.40
0.43,0.43,0.44,0.42
0.44,0.42,0.44,0.41
0.44,0.41,0.44,0.41
0.43,0.45,0.46,0.41
0.47,0.43,0.47,0.43
0.43,0.44,0.45,0.42
0.44,0.43,0.44,0.43
0.43,0.39,0.44,0.38
0.39,0.39,0.41,0.38
0.39,0.38,0.41,0.38
0.38,0.39,0.40,0.38
0.38,0.39,0.39,0.38
0.39,0.39,0.40,0.37
0.39,0.38,0.43,0.37
0.39,0.38,0.39,0.37
0.37,0.39,0.39,0.37
0.39,0.39,0.40,0.37
0.37,0.38,0.39,0.37
0.38,0.38,0.40,0.38
0.40,0.42,0.47,0.39
0.42,0.39,0.45,0.38
0.39,0.38,0.41,0.37
0.39,0.37,0.40,0.37
0.37,0.35,0.37,0.33
0.35,0.38,0.40,0.35
0.38,0.39,0.42,0.38
0.40,0.39,0.41,0.39
0.41,0.39,0.42,0.36
0.47,0.52,0.54,0.43
0.60,0.61,0.73,0.57
0.64,0.57,0.66,0.56
0.53,0.50,0.56,0.49
0.49,0.57,0.58,0.46
0.57,0.54,0.57,0.52
0.54,0.53,0.54,0.51
0.52,0.50,0.53,0.49
0.50,0.50,0.52,0.47
0.50,0.48,0.51,0.47
0.49,0.60,0.60,0.48
0.59,0.60,0.66,0.55
0.62,0.56,0.62,0.52
0.57,0.59,0.60,0.54
0.59,0.55,0.59,0.53
0.53,0.52,0.58,0.52
0.52,0.52,0.55,0.52
0.52,0.56,0.56,0.52
0.56,0.54,0.57,0.52
0.50,0.49,0.52,0.44
0.50,0.48,0.51,0.48
0.49,0.48,0.51,0.46
0.48,0.45,0.49,0.45
0.45,0.43,0.46,0.41
0.44,0.45,0.49,0.43
0.44,0.45,0.48,0.44
0.45,0.44,0.47,0.44
0.44,0.43,0.46,0.42
0.43,0.42,0.45,0.41
0.42,0.44,0.45,0.41
0.45,0.45,0.48,0.44
0.44,0.44,0.47,0.44
0.44,0.45,0.48,0.44
0.46,0.48,0.51,0.45
0.46,0.47,0.51,0.46
0.47,0.48,0.49,0.46
0.49,0.52,0.53,0.46
0.51,0.47,0.53,0.47
0.47,0.48,0.49,0.46
0.45,0.48,0.49,0.44
0.47,0.48,0.49,0.45
0.48,0.44,0.48,0.42
0.42,0.41,0.43,0.40
0.41,0.42,0.43,0.41
0.42,0.41,0.43,0.41
0.40,0.40,0.43,0.40
0.41,0.40,0.41,0.39
0.40,0.38,0.40,0.37
0.39,0.40,0.40,0.38
0.40,0.39,0.41,0.38
0.40,0.41,0.41,0.37
0.40,0.38,0.40,0.38
0.39,0.39,0.40,0.38
0.38,0.40,0.40,0.36
0.40,0.40,0.41,0.38
0.47,0.39,0.47,0.38
0.41,0.39,0.43,0.37
0.41,0.38,0.41,0.37
0.38,0.39,0.41,0.38
0.39,0.37,0.40,0.36
0.37,0.37,0.38,0.36
0.36,0.36,0.37,0.35
0.35,0.32,0.36,0.30
0.32,0.32,0.34,0.32
0.33,0.33,0.36,0.32
0.35,0.38,0.40,0.34
0.38,0.38,0.41,0.35
0.42,0.42,0.43,0.39
0.42,0.45,0.47,0.41
0.45,0.44,0.46,0.43
0.46,0.42,0.47,0.42
0.42,0.44,0.46,0.40
0.46,0.45,0.46,0.40
0.45,0.42,0.46,0.42
0.42,0.44,0.45,0.42
0.45,0.45,0.45,0.42
0.45,0.47,0.48,0.43
0.48,0.48,0.52,0.46
0.50,0.48,0.51,0.48
0.49,0.45,0.49,0.44
0.45,0.50,0.50,0.45
0.50,0.49,0.51,0.46
0.49,0.47,0.49,0.47
0.47,0.48,0.50,0.45
0.47,0.48,0.50,0.46
0.48,0.46,0.49,0.43
0.43,0.36,0.45,0.34
2.74,2.43,2.76,2.33
2.45,3.13,4.24,2.45
3.00,3.00,3.34,2.75
3.02,3.01,3.02,2.78
3.02,3.06,3.07,2.85
3.46,3.35,3.69,3.20
3.40,3.18,3.44,3.10
3.21,3.28,3.30,3.14
3.28,3.20,3.32,3.17
3.20,3.13,3.25,2.97
3.10,3.08,3.16,2.96
3.12,3.06,3.12,3.04
3.06,3.22,3.26,3.06
3.18,3.38,3.40,3.18
3.42,3.30,3.43,3.24
3.29,3.13,3.40,3.13
3.09,3.05,3.40,3.05
3.05,3.00,3.32,2.93
3.02,3.15,3.20,2.95
3.21,3.08,3.21,3.03
3.13,3.07,3.43,3.04
3.09,3.08,3.22,3.07
3.14,2.98,3.14,2.96
3.02,2.83,3.11,2.77
2.83,2.94,2.95,2.80
2.97,3.03,3.13,2.93
3.25,3.48,4.22,3.24
3.45,3.13,3.53,3.10
3.12,3.26,3.37,3.03
3.35,3.27,3.39,3.13
3.35,3.26,3.39,3.16
3.47,3.36,3.66,3.25
3.31,3.35,3.57,3.22
3.39,3.30,3.44,3.23
3.39,3.11,3.39,3.03
3.12,3.00,3.13,2.91
3.06,2.97,3.06,2.90
3.00,3.04,3.21,2.92
3.00,3.02,3.11,3.00
3.05,3.45,3.70,2.93
3.67,3.87,5.10,3.61
3.85,4.09,4.80,3.70
4.13,4.09,4.27,3.91
4.10,3.93,4.10,3.80
3.91,3.76,3.91,3.65
3.63,3.58,3.79,3.55
3.61,3.30,3.61,3.22
3.21,3.22,3.35,3.20
3.15,3.03,3.20,3.01
3.01,3.04,3.11,2.96
3.00,3.08,3.14,2.98
3.04,3.04,3.18,3.01
3.00,2.98,3.10,2.95
3.06,2.93,3.06,2.90
2.94,2.98,3.03,2.91
2.98,3.03,3.05,2.98
3.05,3.15,3.23,3.02
3.18,3.02,3.19,2.99
3.02,3.02,3.11,3.00
3.04,3.03,3.11,2.99
2.99,3.11,3.17,2.99
3.13,3.07,3.19,3.07
3.07,2.90,3.13,2.90
2.95,2.86,2.99,2.84
2.83,2.77,2.92,2.77
2.75,2.77,2.91,2.75
2.78,2.68,2.87,2.60
2.71,2.73,2.75,2.66
2.70,2.48,2.73,2.42
2.44,2.45,2.50,2.36
2.46,2.31,2.47,2.26
2.28,2.08,2.32,2.00
2.06,2.10,2.22,2.06
2.10,1.93,2.13,1.91
1.99,1.98,2.06,1.89
1.92,1.94,2.02,1.88
1.95,1.83,2.00,1.77
1.81,1.88,1.93,1.69
1.88,1.84,1.96,1.82
1.93,1.92,1.93,1.87
1.94,2.03,2.49,1.83
2.05,2.00,2.07,1.91
2.00,1.92,2.00,1.92
1.99,1.95,2.10,1.93
1.98,1.96,1.99,1.92
1.99,1.95,2.09,1.93
2.03,1.91,2.03,1.91
1.87,1.87,1.92,1.85
1.93,2.00,2.12,1.93
2.00,2.01,2.04,2.00
1.88,1.92,1.95,1.85
1.85,1.88,1.92,1.85
1.89,1.75,1.95,1.71
1.73,1.72,1.79,1.72
1.84,1.85,1.88,1.73
1.91,2.05,2.07,1.89
2.06,2.06,2.11,2.03
2.03,2.04,2.08,2.03
2.05,2.28,2.30,2.02
2.35,2.42,2.57,2.35
2.40,2.44,2.48,2.35
2.38,2.35,2.38,2.11
2.33,2.34,2.40,2.26
2.42,2.35,2.42,2.25
2.35,2.39,2.42,2.33
2.40,2.35,2.40,2.16
2.40,2.29,2.42,2.18
2.18,2.04,2.27,2.04
2.00,2.00,2.13,2.00
2.00,2.17,2.20,1.99
2.13,2.02,2.16,2.02
2.03,1.99,2.08,1.99
1.99,1.94,2.03,1.93
1.97,2.05,2.07,1.92
2.05,1.96,2.09,1.96
1.98,1.96,2.01,1.93
1.94,1.98,2.02,1.92
2.00,2.08,2.09,1.96
2.10,2.08,2.18,2.04
2.10,2.16,2.17,2.07
2.18,2.18,2.19,2.08
2.15,2.05,2.20,2.02
2.09,2.16,2.18,2.09
2.20,2.40,2.43,2.13
2.44,2.29,2.44,2.22
2.25,2.28,2.39,2.25
2.32,2.32,2.35,2.20
2.35,2.52,2.59,2.34
2.54,2.75,2.76,2.49
2.74,2.60,2.80,2.57
2.63,2.67,2.75,2.61
2.74,2.73,2.77,2.65
2.74,2.57,2.74,2.56
2.62,2.59,2.73,2.53
2.62,2.45,2.63,2.42
2.64,2.55,2.67,2.47
2.52,2.45,2.55,2.45
2.47,2.58,2.63,2.47
2.54,2.50,2.63,2.47
2.54,2.46,2.55,2.45
2.47,2.44,2.50,2.41
2.41,2.40,2.49,2.20
2.40,2.40,2.49,2.37
2.36,2.37,2.49,2.23
2.34,2.30,2.40,2.20
2.27,2.27,2.31,2.21
2.25,2.35,2.37,2.20
2.27,2.40,2.41,2.27
2.40,2.52,2.55,2.40
2.50,2.51,2.54,2.41
2.42,2.47,2.57,2.41
2.44,2.37,2.45,2.36
2.34,2.34,2.50,2.33
2.35,2.33,2.45,2.20
2.33,2.32,2.37,2.20
2.29,2.39,2.39,2.26
2.38,2.16,2.38,2.06
2.10,2.10,2.29,2.05
2.09,2.13,2.28,2.09
2.05,2.12,2.26,2.05
2.08,2.19,2.23,2.08
2.14,2.09,2.16,2.07
2.09,2.14,2.24,2.09
2.19,2.15,2.22,2.12
2.19,2.58,2.59,2.17
2.62,3.29,4.29,2.58
3.11,3.07,3.28,2.88
3.03,3.07,3.12,2.94
3.05,3.25,3.25,2.95
3.25,3.43,3.45,3.20
3.46,3.37,3.46,3.29
3.27,3.29,3.33,3.24
3.30,3.27,3.34,3.21
3.22,3.10,3.22,3.02
3.08,3.16,3.18,3.07
3.32,3.19,3.32,3.09
3.12,3.37,3.94,3.01
3.61,3.67,3.76,3.30
3.75,3.63,3.85,3.45
3.68,3.54,3.75,3.41
3.50,3.31,3.50,3.31
3.38,3.43,3.75,3.28
3.48,3.66,3.88,3.48
3.71,3.81,3.81,3.52
3.77,3.84,4.08,3.72
3.92,3.87,3.92,3.70
3.45,4.00,4.03,3.32
3.99,3.91,4.05,3.63
3.89,3.92,4.10,3.60
3.92,3.99,4.10,3.84
3.96,4.13,4.28,3.85
4.20,4.20,4.30,4.08
4.14,4.01,4.25,3.67
4.01,4.19,4.22,3.81
4.20,4.25,4.33,4.20
4.25,4.26,4.33,4.15
4.30,4.39,4.52,4.24
4.44,4.39,4.56,4.34
4.35,4.24,4.44,4.03
4.16,4.28,4.33,4.16
4.29,4.38,4.73,4.29
4.33,4.12,4.38,4.12
4.12,4.11,4.22,3.89
3.97,4.07,4.14,3.95
4.10,4.02,4.10,4.01
4.05,4.10,4.16,4.02
4.10,4.10,4.21,4.02
4.10,4.13,4.20,4.09
4.11,4.22,4.24,4.11
4.25,4.18,4.30,4.10
4.20,4.16,4.22,4.05
4.11,4.18,4.29,4.11
4.20,4.06,4.25,4.01
4.10,3.93,4.12,3.93
4.01,4.10,4.13,3.95
4.12,4.15,4.16,4.03
4.16,4.18,4.20,4.15
4.17,4.17,4.19,4.11
4.19,4.15,4.48,4.15
4.10,4.19,4.35,4.10
3.85,4.19,4.19,3.85
4.16,4.18,4.19,4.09
4.21,4.13,4.21,4.11
4.14,4.16,4.21,4.10
4.12,4.27,4.29,4.10
4.21,4.20,4.29,4.18
4.18,4.43,4.47,4.18
4.45,4.69,4.75,4.45
4.75,4.52,4.93,4.48
4.52,4.30,4.63,4.28
4.35,4.43,4.48,4.28
4.40,4.42,4.52,4.33
4.47,4.32,4.60,4.27
4.40,4.17,4.40,4.08
4.17,4.24,4.27,4.17
4.38,4.31,4.48,4.29
4.30,4.34,4.47,4.30
4.31,4.31,4.44,4.24
4.33,4.37,4.45,4.31
4.30,4.23,4.36,4.21
4.21,4.18,4.23,4.02
4.19,4.09,4.21,4.07
4.15,3.22,4.15,2.92
3.30,3.32,3.59,3.12
3.34,3.48,3.52,3.12
3.48,3.40,3.66,3.35
3.50,3.44,3.54,3.36
3.39,3.20,3.44,3.13
3.20,3.29,3.35,3.12
3.27,3.27,3.39,3.21
3.28,3.21,3.35,3.19
3.25,3.18,3.29,3.15
3.16,3.18,3.26,3.13
3.19,3.24,3.25,3.03
3.20,3.17,3.28,3.15
3.20,3.25,3.28,3.03
3.28,3.20,3.31,3.17
3.20,3.38,3.40,3.20
3.37,3.54,3.54,3.36
3.59,3.92,4.38,3.56
3.90,3.96,4.12,3.76
4.10,3.93,4.10,3.75
3.96,3.88,3.97,3.79
3.88,3.77,3.89,3.61
3.80,3.83,3.83,3.65
3.80,3.80,3.80,3.50
3.80,3.55,3.80,3.50
3.65,3.40,3.65,3.25
3.45,3.45,3.65,3.35
3.50,3.45,3.55,3.35
3.40,3.40,3.50,3.35
3.55,3.45,3.55,3.40
3.40,3.35,3.40,3.30
3.40,3.40,3.45,3.30
1.25,1.05,1.45,1.00
1.00,0.85,1.05,0.75
0.80,0.80,0.85,0.77
0.78,0.64,0.80,0.61
0.63,0.67,0.70,0.51
0.70,0.67,0.77,0.65
0.74,0.57,0.74,0.53
0.57,0.57,0.62,0.55
0.58,0.58,0.60,0.50
0.56,0.60,0.62,0.55
0.60,0.58,0.60,0.56
0.59,0.56,0.59,0.55
0.55,0.56,0.58,0.50
0.57,0.59,0.60,0.55
0.59,0.55,0.59,0.55
0.55,0.67,0.74,0.55
0.73,1.47,1.49,0.68
1.36,1.05,1.37,1.03
1.03,0.91,1.04,0.85
0.89,1.15,1.20,0.87
1.10,1.08,1.14,0.97
1.03,1.03,1.18,1.02
1.04,0.95,1.04,0.90
0.90,0.92,0.95,0.89
0.95,0.92,0.96,0.86
0.91,0.82,0.91,0.80
0.82,0.95,0.98,0.77
