WYNN,Wynn Resorts,NASDAQ
132.98,129.69,133.61,127.37
126.63,124.12,127.00,121.84
126.42,125.60,127.45,125.55
127.51,127.23,129.45,126.62
128.07,128.60,129.70,127.55
128.40,127.97,129.26,127.89
129.28,128.46,130.55,128.27
128.38,126.18,129.15,124.91
125.19,126.14,127.00,124.57
127.41,127.08,127.95,125.55
127.32,126.98,129.09,126.78
127.21,126.59,127.89,125.42
126.44,127.27,127.55,125.97
129.50,131.63,132.46,128.10
131.41,130.78,131.84,129.77
130.78,131.99,132.83,130.56
132.51,132.47,133.44,131.18
133.14,131.51,133.43,130.91
131.62,133.10,133.99,131.62
133.30,133.09,133.30,132.02
132.36,133.38,133.65,131.19
133.18,131.52,133.59,131.43
132.68,131.13,132.78,130.38
131.12,130.16,131.67,128.41
128.51,130.98,131.22,128.51
128.90,131.27,133.00,128.80
132.50,133.07,134.34,131.90
134.06,133.13,134.75,132.61
135.26,137.44,138.07,134.35
137.45,139.85,140.18,136.42
139.08,140.90,141.06,139.08
140.90,139.18,141.45,138.63
139.15,139.01,139.82,137.47
138.47,139.45,140.15,137.56
139.08,138.13,139.53,137.27
137.41,138.43,139.37,137.07
138.90,139.62,140.38,138.11
139.59,140.17,140.64,139.13
139.03,139.08,139.61,137.69
139.36,138.57,140.82,138.47
138.34,139.18,141.31,138.01
139.36,139.90,140.79,139.12
139.70,139.04,140.67,138.18
139.55,141.26,141.89,139.38
141.26,141.93,142.25,140.84
141.79,142.94,146.04,141.79
141.19,139.21,141.96,138.75
139.38,140.77,141.50,138.70
140.50,141.87,142.68,140.33
142.59,141.04,142.64,140.26
142.30,141.68,143.88,141.30
141.51,141.38,142.38,140.50
141.60,142.69,143.50,141.24
143.73,143.43,144.17,141.23
143.42,145.35,146.36,143.33
146.47,149.24,149.90,146.27
149.74,150.87,151.19,148.86
151.25,149.65,151.25,148.74
150.10,150.35,150.81,148.90
151.89,149.98,152.61,149.71
150.43,150.76,152.20,150.30
150.41,153.03,153.47,150.08
153.80,154.56,155.00,152.80
154.99,155.22,155.87,153.87
155.04,155.03,155.64,154.21
154.57,156.12,157.49,154.36
156.72,157.61,158.13,155.13
158.01,159.74,159.85,157.90
159.02,158.00,159.24,157.31
156.42,158.01,158.89,155.39
157.81,160.07,160.15,157.74
159.28,161.35,161.62,158.84
161.76,160.66,162.33,159.11
159.11,160.18,161.06,158.81
159.03,159.04,160.59,158.14
159.69,157.21,161.53,156.79
158.39,157.73,158.95,155.77
159.00,162.35,163.66,159.00
162.31,166.61,166.78,162.31
165.75,167.15,167.81,164.66
167.76,167.20,170.16,166.20
168.20,168.58,170.79,167.36
168.40,169.46,169.84,167.11
171.21,171.92,172.75,170.15
172.43,173.13,173.34,171.63
173.14,169.99,173.38,168.31
169.67,166.46,170.19,166.19
167.76,172.85,173.22,166.90
168.06,168.18,168.91,163.80
168.08,168.40,168.88,165.50
168.89,168.80,168.89,166.76
169.99,169.55,171.97,168.00
168.58,166.25,169.53,165.63
166.96,167.70,167.95,166.42
167.88,166.49,168.38,165.92
165.00,165.20,166.38,164.54
166.75,164.38,166.89,163.42
165.05,159.51,165.35,159.37
159.86,163.71,164.24,159.86
163.99,165.03,166.18,162.95
164.82,167.38,167.65,164.40
165.75,170.21,170.24,165.60
170.12,168.51,170.31,167.76
168.51,166.39,169.66,165.60
164.55,163.59,166.64,163.00
163.19,159.20,163.81,158.14
160.47,158.39,160.96,157.48
159.97,163.53,165.00,159.32
163.57,162.45,164.02,161.12
163.15,163.67,164.61,162.90
163.72,164.00,164.83,163.01
164.19,165.56,166.45,163.50
165.85,165.87,167.41,164.95
165.57,164.74,167.37,164.12
164.00,163.31,165.37,161.88
162.72,167.78,168.99,162.13
167.67,171.41,172.87,167.10
173.00,173.16,174.00,169.72
173.50,178.53,179.12,173.50
178.49,181.15,181.76,176.41
181.24,180.70,183.44,180.02
180.84,179.49,182.41,178.48
181.02,181.76,182.26,179.92
183.05,182.82,185.41,181.24
183.23,182.48,184.01,180.84
183.53,186.67,186.96,181.50
187.35,185.11,187.35,183.06
186.01,185.35,186.07,181.89
186.65,185.15,186.65,184.01
185.99,189.25,190.80,185.18
189.35,191.04,191.58,188.81
191.21,191.25,191.90,190.03
190.83,193.29,194.39,190.70
193.30,194.21,194.53,191.83
194.14,197.94,199.88,193.12
198.15,196.00,198.75,195.12
198.29,195.86,198.84,195.20
196.65,201.51,202.88,196.65
202.67,205.29,205.40,201.37
205.75,204.77,206.49,203.15
204.35,206.86,207.24,202.26
206.10,203.47,209.74,203.36
203.94,207.60,207.94,202.54
207.90,210.10,210.41,207.09
209.06,210.09,210.12,207.84
209.28,215.70,215.99,209.28
216.56,212.27,216.99,209.98
209.42,208.79,209.50,206.03
206.50,205.26,206.90,203.72
203.89,193.14,204.34,192.96
195.07,191.83,195.79,189.03
193.00,197.15,198.80,193.00
195.56,193.87,196.54,193.12
196.39,201.51,202.73,195.48
205.27,217.42,219.91,204.31
216.06,209.47,216.62,205.80
211.51,213.55,214.16,208.31
202.99,209.55,211.00,202.20
212.88,216.70,217.50,211.00
217.92,221.95,222.45,216.04
222.18,222.37,224.62,221.34
222.01,224.29,224.94,220.17
224.89,221.12,226.00,220.00
219.02,221.28,223.76,218.01
220.30,222.34,222.45,219.60
222.21,224.10,225.86,221.51
223.32,220.92,223.99,219.21
220.95,223.50,225.92,220.94
224.50,228.35,228.75,221.84
229.57,235.59,236.61,229.19
236.76,235.15,240.52,233.61
235.86,236.89,240.03,234.46
237.60,241.96,242.22,236.22
242.06,242.49,244.00,239.50
239.57,242.88,244.58,238.07
245.26,247.95,248.00,244.44
248.72,247.76,249.31,245.60
248.99,247.83,249.10,247.00
248.85,246.65,249.25,244.97
246.71,240.57,246.88,239.64
241.99,240.13,245.21,238.90
238.75,239.54,240.14,236.08
240.00,232.23,240.97,230.82
230.31,229.65,231.54,227.18
230.57,233.28,235.36,229.52
233.33,234.32,236.90,232.09
233.94,229.01,236.23,227.77
227.29,228.59,229.40,224.27
227.56,226.20,231.95,226.06
227.23,224.29,227.39,219.25
225.19,219.50,226.69,219.46
220.87,214.87,221.00,212.76
211.51,213.76,214.16,207.06
214.11,217.51,220.50,212.97
219.88,222.15,225.69,219.38
229.42,227.18,231.00,226.35
230.00,227.46,230.43,225.77
226.95,222.32,229.78,220.29
223.18,213.64,225.50,211.73
212.81,210.71,212.98,206.32
210.84,212.87,215.00,207.45
216.64,220.30,222.11,214.41
222.02,210.84,224.68,209.30
208.04,211.33,214.27,206.00
212.78,210.40,218.00,208.00
210.24,202.82,211.62,194.64
204.70,205.00,209.00,202.90
204.59,208.00,209.08,204.38
207.50,204.44,209.90,202.64
208.00,216.09,216.99,206.83
216.65,206.82,217.54,205.44
209.12,213.13,213.40,206.10
211.22,201.49,211.94,200.18
201.78,193.64,204.36,188.43
196.36,203.61,204.87,195.43
199.92,203.89,204.86,198.23
205.22,206.63,207.50,200.92
214.30,221.68,222.33,213.00
219.73,216.65,220.06,214.01
216.16,207.55,217.85,207.48
207.40,204.94,209.58,196.55
197.67,196.45,207.00,195.10
198.94,200.49,201.90,196.40
200.80,203.68,207.24,200.80
203.75,206.00,207.39,201.43
205.31,201.22,205.46,200.07
200.97,201.72,202.35,195.09
201.84,201.77,203.35,197.52
200.48,203.56,206.30,198.52
202.09,200.20,204.34,199.08
201.13,204.85,205.00,200.55
205.75,208.35,210.26,204.66
208.77,207.86,209.25,205.17
208.32,215.65,215.98,208.32
216.68,218.01,218.64,214.45
218.24,219.99,220.00,215.73
220.00,214.97,220.00,213.96
215.23,218.02,218.04,213.60
212.93,208.23,212.93,206.60
206.52,210.21,211.00,206.00
210.14,205.85,211.99,205.59
206.29,204.98,207.17,204.07
200.24,199.05,201.49,195.80
197.16,197.87,198.23,193.50
198.83,201.08,202.00,198.24
201.08,197.21,201.88,196.77
198.02,201.06,201.47,197.04
198.50,199.12,199.91,197.00
197.50,197.45,198.73,196.25
196.09,199.40,199.62,194.73
200.79,202.61,205.00,200.70
202.90,200.79,203.66,200.15
199.12,201.16,201.45,197.18
201.70,201.64,204.91,201.13
201.19,203.60,204.98,200.62
206.60,208.04,210.15,206.13
209.72,206.89,211.01,206.61
208.02,207.56,208.51,205.51
207.93,210.14,212.36,207.64
210.14,211.63,212.73,209.41
212.05,211.91,213.08,211.01
209.43,208.58,210.93,206.40
206.96,202.18,207.94,200.66
201.50,206.06,206.23,199.37
201.98,203.19,204.30,200.25
202.62,202.73,204.30,201.30
204.65,202.92,207.39,202.60
204.64,202.51,205.16,200.25
204.12,203.86,204.80,202.21
199.37,199.19,203.10,198.50
200.62,201.00,202.00,199.91
200.10,202.51,202.61,199.60
203.87,207.29,208.37,203.38
207.37,206.25,207.97,205.33
207.22,205.03,208.26,204.49
203.90,204.47,206.15,203.01
205.66,210.97,211.09,205.66
211.26,217.41,220.50,211.20
218.30,218.61,219.20,214.74
216.19,213.20,218.68,212.72
212.57,210.04,214.57,208.36
210.00,213.50,214.32,208.57
212.42,209.09,213.92,207.53
204.97,200.54,205.55,198.95
199.71,195.18,202.56,194.27
195.66,200.72,201.59,194.45
201.02,200.24,202.85,197.80
200.43,200.20,201.99,197.54
201.33,201.34,204.73,201.00
202.07,202.23,203.50,200.60
202.99,201.33,203.68,198.80
202.66,202.90,203.50,200.35
203.73,203.36,205.48,202.19
204.65,202.53,204.65,201.73
202.77,200.51,202.88,200.50
198.53,200.12,200.34,198.35
201.02,200.46,201.31,198.36
199.19,199.28,200.00,197.13
199.15,196.20,199.37,195.28
195.45,196.79,197.60,193.07
197.32,192.88,197.32,191.89
189.10,185.05,189.96,180.63
185.12,185.24,187.88,183.92
185.50,184.77,186.85,183.98
184.48,185.66,185.96,182.32
186.33,184.71,186.33,183.11
184.70,184.26,186.57,183.20
182.58,182.28,183.12,180.75
181.11,186.10,186.90,181.09
186.20,182.53,186.52,182.00
182.10,180.72,182.66,179.37
175.44,179.87,181.03,172.53
177.50,183.10,184.22,177.17
184.65,187.83,190.45,184.56
189.52,185.28,189.52,183.73
181.87,181.28,184.31,179.07
180.28,182.83,183.82,180.01
182.70,185.95,186.29,181.87
184.03,181.96,184.60,180.52
184.19,184.50,187.49,184.00
182.48,178.99,183.13,178.25
179.31,187.08,189.11,175.77
185.00,182.30,185.11,180.38
183.00,181.76,185.37,178.00
182.92,182.28,185.11,180.56
187.59,183.79,187.98,183.59
179.94,180.28,183.64,179.19
180.73,183.29,183.75,178.50
183.61,178.07,184.44,177.77
177.77,176.71,181.50,176.55
176.33,173.44,177.73,170.05
171.37,173.84,177.72,171.12
171.33,174.31,175.62,168.80
173.31,182.07,184.58,173.03
185.61,182.45,187.60,181.05
182.89,181.66,183.52,179.60
182.94,184.59,185.62,182.07
185.09,182.42,186.00,181.70
183.98,183.49,185.90,183.10
183.88,184.72,185.55,182.17
183.68,183.67,185.69,182.89
182.93,185.25,185.65,181.50
190.95,185.93,192.45,184.52
184.17,187.65,188.80,184.06
190.98,190.01,190.98,188.52
189.96,189.51,191.73,188.45
186.90,185.26,187.00,182.21
182.00,179.74,182.99,177.10
179.98,178.71,179.99,176.52
177.59,177.18,178.78,176.28
177.69,177.89,180.11,176.42
178.67,180.35,180.81,177.03
179.47,180.29,180.68,179.15
181.00,182.63,183.59,180.75
182.89,183.99,184.83,181.88
182.83,182.63,182.99,180.97
181.10,182.08,183.12,179.33
182.07,180.02,182.51,179.54
179.71,177.85,181.69,174.90
182.00,179.64,182.45,179.07
180.42,180.22,180.83,178.22
181.13,178.01,182.15,177.11
178.32,177.06,178.62,176.50
178.06,178.61,179.01,175.89
177.03,174.50,177.12,174.05
174.32,174.25,175.60,173.40
170.57,169.57,172.21,168.81
168.85,162.92,168.86,161.35
163.15,163.90,165.02,162.01
161.00,157.59,162.97,157.32
155.54,156.63,156.97,155.11
156.83,146.75,156.83,145.10
147.90,148.88,151.43,146.65
147.10,147.48,149.89,146.42
148.77,145.16,149.87,144.85
143.75,140.52,144.49,140.31
137.82,138.97,139.24,133.58
142.05,145.10,145.23,142.05
144.90,150.11,151.95,144.90
150.39,147.48,151.47,146.27
148.07,151.69,153.35,147.96
152.09,150.90,153.30,150.03
151.11,150.37,152.38,149.70
150.00,153.00,154.76,149.41
152.78,151.20,153.78,150.10
151.37,148.76,152.30,148.20
148.59,146.89,149.23,142.15
145.72,144.39,146.17,141.84
143.50,141.31,144.34,139.26
144.22,145.46,147.21,143.25
147.06,147.21,149.03,146.39
150.05,149.05,151.62,148.70
149.03,148.46,149.50,146.76
150.22,149.81,153.53,148.11
147.75,148.60,149.33,145.41
149.40,147.65,151.00,147.24
145.31,146.99,147.87,144.38
146.97,142.03,146.99,138.11
138.93,142.89,143.92,138.93
144.13,147.23,147.65,143.74
146.54,146.01,147.47,144.82
146.84,155.83,156.71,146.84
155.80,155.04,157.75,153.10
156.45,153.48,156.75,152.78
154.19,152.97,157.23,149.59
150.89,147.95,151.33,147.66
148.22,149.74,149.79,145.44
149.64,155.80,156.94,148.10
151.51,146.11,154.90,144.19
146.51,146.64,148.20,144.45
148.79,146.24,148.89,145.59
145.73,148.45,149.58,145.51
151.23,154.65,156.38,150.78
153.31,151.24,153.51,150.50
151.87,154.72,154.99,150.64
155.48,159.34,160.41,154.73
158.71,157.00,159.21,154.82
157.89,158.52,160.05,156.92
158.73,158.57,159.73,157.40
158.26,158.47,158.49,156.25
155.19,154.33,156.42,152.90
150.23,147.00,150.27,146.85
145.48,143.05,145.48,140.96
143.04,142.77,145.77,142.27
143.34,142.50,144.13,141.59
142.50,142.43,145.40,142.31
142.09,140.07,144.76,139.61
138.69,138.82,139.00,135.45
138.26,139.00,139.25,136.76
137.63,137.00,138.07,136.03
135.50,132.84,136.18,131.63
130.96,129.51,132.46,129.48
129.48,126.63,129.81,126.17
127.92,126.32,129.63,125.12
125.39,127.07,128.14,124.41
125.09,125.65,127.46,122.50
126.00,124.58,127.95,124.41
123.64,122.92,124.14,121.53
125.01,130.11,130.40,124.48
131.78,129.98,133.25,129.73
129.67,132.04,136.36,127.61
132.12,129.50,132.26,128.94
130.01,129.22,130.04,127.56
127.89,126.86,128.53,126.25
127.00,126.25,127.04,125.83
126.71,127.46,128.16,125.67
126.62,125.88,129.84,125.80
126.11,125.53,127.05,123.69
125.72,129.40,129.56,125.00
127.94,130.72,132.04,127.42
130.73,127.88,131.59,127.88
129.85,129.28,131.56,127.84
132.37,136.63,136.93,132.05
136.20,136.02,136.35,133.34
135.00,133.60,135.49,133.34
130.59,127.53,131.28,126.69
126.99,130.02,130.26,125.60
130.06,127.35,130.87,127.20
126.10,125.50,128.19,124.51
126.82,128.95,130.14,126.53
129.49,126.77,129.55,126.40
127.43,129.07,129.93,125.71
126.92,128.08,129.55,126.15
129.39,130.09,131.30,128.91
130.55,128.83,131.01,128.55
128.54,130.48,132.00,127.62
116.20,108.77,117.05,108.27
108.59,111.07,111.76,108.32
111.64,112.71,113.31,110.00
113.28,117.18,118.93,113.15
116.82,116.44,117.90,115.33
116.27,113.69,116.82,113.17
113.41,113.95,115.80,113.19
115.02,117.84,118.00,114.80
117.75,114.08,117.79,114.00
113.63,112.18,113.98,112.08
112.39,110.97,112.84,110.76
111.52,108.79,111.57,108.55
107.98,106.79,109.23,106.02
106.29,106.86,107.22,105.21
106.80,106.34,107.05,105.44
106.81,107.69,109.20,106.34
107.51,108.10,109.69,107.51
108.36,106.54,108.81,106.47
106.05,104.12,106.29,103.75
104.57,103.56,104.59,102.92
102.94,102.99,103.76,102.40
102.75,100.69,102.99,100.45
101.03,98.29,101.03,97.89
98.30,100.06,101.35,98.05
100.67,102.05,102.80,100.27
105.63,109.44,109.95,105.50
109.36,109.14,109.62,107.37
105.97,102.40,106.26,102.35
102.20,102.28,103.25,101.48
102.54,103.22,103.93,101.53
103.48,104.45,104.58,102.31
103.81,102.79,104.24,102.30
101.83,102.79,103.70,101.79
102.15,102.82,103.84,101.63
103.39,104.26,104.58,102.45
104.44,105.26,106.86,104.44
105.39,103.11,105.47,102.82
103.50,100.95,103.87,100.53
100.34,100.26,100.74,97.76
99.91,98.21,100.24,97.97
98.73,97.99,99.00,97.81
97.78,96.50,97.93,96.29
93.78,93.93,95.99,93.59
95.90,98.67,100.24,95.36
102.89,103.07,107.27,102.45
104.14,103.54,105.00,102.43
102.23,103.88,104.97,102.09
104.35,111.35,112.00,103.22
108.62,104.14,109.50,103.81
106.26,105.20,109.05,104.81
106.78,103.90,106.98,103.52
108.81,107.89,110.31,107.28
107.60,107.26,108.74,106.57
107.13,103.42,107.13,102.45
104.42,103.80,104.88,102.76
103.80,101.71,103.88,101.53
101.16,100.02,102.00,99.85
100.09,101.42,102.09,99.85
100.92,101.25,101.88,99.70
104.20,104.30,105.65,103.01
104.84,102.43,104.84,101.45
100.03,99.23,101.26,98.10
98.89,98.01,99.99,97.38
98.17,96.03,99.80,95.87
99.24,104.12,104.70,99.01
103.92,103.23,105.43,101.81
103.10,100.80,103.72,100.00
101.10,100.30,102.30,99.33
101.01,101.27,103.71,100.80
100.72,100.70,102.61,99.99
100.43,103.14,103.78,100.42
104.87,104.00,104.99,102.70
102.00,99.53,102.14,98.61
97.22,97.45,97.84,94.13
97.58,94.62,98.23,94.59
94.65,92.17,95.46,92.04
92.00,91.91,93.48,90.91
91.64,90.90,92.00,90.38
90.36,90.25,91.14,89.18
89.00,85.58,90.00,85.50
83.60,81.77,84.73,81.33
75.00,76.48,78.15,72.75
79.31,75.71,79.61,75.60
77.61,74.29,77.66,71.25
76.15,78.52,78.98,75.68
77.68,78.20,79.33,77.04
77.23,75.05,77.68,74.92
72.90,70.99,73.64,70.51
73.34,72.43,73.50,70.88
71.89,73.82,74.16,71.89
72.38,73.07,74.55,72.34
74.54,74.85,76.48,74.32
75.97,73.04,76.75,73.00
71.95,69.67,72.05,68.11
69.60,67.72,70.72,67.24
67.50,68.47,68.65,66.72
67.94,70.35,70.45,67.87
70.77,73.78,75.10,70.55
73.33,70.27,73.49,70.00
69.60,68.44,70.05,68.11
68.77,66.56,68.96,66.32
65.00,63.93,65.13,63.86
63.29,60.24,63.30,60.06
59.90,59.83,61.80,59.75
60.72,58.23,60.76,58.13
57.93,54.42,57.95,54.37
53.46,53.22,55.09,52.26
54.44,53.12,54.48,52.50
53.43,51.71,53.84,50.96
55.27,63.52,63.76,54.75
63.80,64.89,67.25,60.55
64.58,67.85,68.32,64.52
69.03,71.99,73.48,68.99
71.51,75.91,76.48,70.80
75.00,75.40,76.25,73.20
74.70,71.20,76.32,70.84
70.90,70.32,72.76,69.65
70.67,72.37,72.85,70.54
75.65,73.76,77.25,70.93
66.55,72.90,75.30,66.35
70.91,68.25,71.00,67.16
68.80,66.92,69.89,66.25
67.14,64.47,67.29,64.33
65.57,63.18,66.20,61.27
63.97,67.60,68.07,63.72
67.42,66.41,67.88,65.46
66.17,64.56,67.56,64.12
64.27,67.30,67.43,63.30
68.99,69.90,71.33,68.16
69.26,69.95,70.63,68.51
71.65,72.19,73.67,70.64
71.78,74.26,75.48,70.95
74.88,72.87,75.69,71.50
72.95,72.98,74.82,72.26
73.51,73.99,74.19,72.58
71.11,68.15,71.40,66.51
67.29,67.25,68.46,65.19
67.68,65.80,68.00,64.61
65.37,64.70,68.00,64.17
64.27,62.20,64.81,62.05
62.13,63.49,63.88,60.65
64.28,61.56,64.45,61.15
61.47,61.31,62.30,57.66
61.20,61.78,62.65,60.53
61.80,59.56,61.89,59.09
59.50,60.23,61.47,59.50
59.64,62.95,64.00,59.64
63.42,62.25,63.43,61.64
61.55,61.05,61.92,59.28
61.45,62.77,62.92,60.83
63.79,66.81,67.29,63.50
66.26,68.50,71.58,66.03
68.45,65.08,68.82,63.69
65.07,64.60,66.24,62.94
64.10,64.60,65.15,63.12
62.80,61.80,63.63,60.44
66.76,69.91,73.00,65.66
70.00,66.46,70.08,66.31
65.55,63.13,66.33,62.07
63.30,62.77,64.80,61.88
63.74,66.04,67.20,63.39
67.17,68.99,69.20,65.83
69.10,64.27,69.19,64.20
64.11,63.40,65.44,63.26
63.51,65.76,66.09,62.80
65.92,67.65,68.49,65.01
68.15,68.95,69.75,67.90
68.65,69.17,69.56,67.81
69.00,68.34,69.08,66.49
69.05,70.12,71.27,68.95
69.57,68.64,70.71,68.38
68.61,69.19,69.89,68.07
67.03,68.77,69.27,64.64
69.24,70.07,72.64,67.65
67.73,66.44,68.88,65.36
63.94,60.19,64.01,59.80
61.51,57.74,63.09,57.55
59.01,56.79,59.99,56.01
58.45,55.62,58.62,54.93
56.16,52.47,56.89,51.63
52.76,51.50,52.99,49.95
53.16,58.37,59.13,52.05
59.85,59.13,61.12,57.31
57.51,56.33,57.70,52.52
56.42,56.68,57.47,54.33
59.00,59.17,60.79,57.96
60.98,61.00,63.75,60.17
61.64,63.41,63.74,59.66
62.69,62.23,65.00,61.25
64.67,63.15,66.41,62.29
63.71,67.34,67.36,63.55
66.51,67.10,67.68,63.55
65.54,62.00,65.95,61.26
62.47,63.17,63.91,59.53
62.49,63.78,65.50,61.31
63.31,61.91,64.34,61.50
61.08,58.80,61.46,57.05
57.47,58.45,60.76,56.58
59.01,58.14,60.20,57.61
58.46,59.69,61.66,56.51
62.75,69.14,69.28,62.30
70.84,74.65,76.00,69.85
75.31,76.21,78.27,73.66
75.65,78.45,79.75,73.55
76.37,77.18,77.69,75.65
79.18,79.53,81.32,78.62
79.71,79.65,80.77,78.23
78.44,79.67,80.03,75.57
78.92,80.63,80.80,77.80
81.39,82.17,83.60,81.18
82.17,82.48,83.12,81.61
84.45,84.51,86.24,84.17
85.08,85.00,85.37,83.30
84.15,88.35,88.87,83.58
88.37,85.44,88.39,84.32
83.50,83.99,85.80,82.08
83.20,80.27,83.85,80.12
81.42,81.56,82.44,79.77
82.74,84.06,84.77,81.30
83.54,86.06,87.21,83.20
86.16,85.22,87.17,84.66
86.07,83.25,86.49,81.95
82.89,86.30,86.60,82.70
86.70,88.80,89.28,86.60
91.68,94.02,96.56,91.36
93.08,92.74,93.30,90.06
94.33,95.00,96.60,93.68
94.75,91.76,94.77,91.50
90.50,93.47,93.68,89.55
93.53,92.83,93.89,89.61
94.72,94.14,95.43,92.15
95.65,93.99,95.99,91.74
94.08,93.43,94.62,92.01
91.84,94.74,95.25,90.34
94.56,93.40,96.22,93.17
91.62,90.92,93.30,90.40
91.70,89.55,91.82,85.72
95.04,99.99,100.84,94.77
100.62,98.78,102.44,97.40
99.63,98.31,101.45,98.30
97.76,97.19,98.22,95.52
96.37,97.68,98.20,95.73
101.00,97.67,101.16,96.60
97.42,97.67,98.66,96.81
97.09,96.48,97.38,95.90
96.71,99.99,100.40,96.71
99.27,99.39,100.98,98.50
96.79,95.79,97.18,94.36
95.53,96.00,96.77,94.38
95.83,90.94,95.83,89.94
90.94,89.66,92.28,89.26
89.39,89.17,91.09,88.88
88.36,89.22,92.37,88.29
88.02,88.30,90.78,87.77
91.30,94.28,94.49,90.77
92.99,94.45,95.73,91.58
92.38,91.23,93.47,90.12
91.07,89.62,91.56,88.98
91.61,91.21,92.86,88.58
91.55,89.62,92.17,89.06
89.84,94.03,94.09,89.72
93.99,92.96,94.24,92.06
93.69,93.42,94.39,91.51
92.53,89.95,93.29,89.73
89.84,90.88,91.84,89.55
90.88,91.23,93.60,90.29
90.41,88.45,91.64,88.09
87.70,88.45,89.32,87.16
88.93,88.96,90.26,88.61
89.30,91.48,91.98,89.00
92.38,93.22,93.59,91.70
93.87,96.65,97.19,93.80
97.45,94.62,97.45,93.81
94.55,95.96,96.80,94.09
96.40,96.18,97.70,95.70
94.01,96.73,97.01,93.08
96.84,99.41,99.87,96.01
98.92,98.50,98.94,96.06
96.99,98.69,99.40,96.25
98.38,101.11,101.98,98.13
102.00,101.32,103.36,100.05
100.49,100.79,101.41,99.62
99.94,100.45,101.03,98.45
99.63,100.15,102.75,99.55
99.36,101.54,101.72,98.27
101.66,101.60,104.10,100.87
100.68,101.20,101.59,99.18
102.31,103.19,103.75,101.60
104.02,100.29,105.69,100.14
100.52,101.81,102.05,99.53
102.35,100.72,102.88,100.64
102.00,101.70,102.90,101.14
97.87,92.29,99.65,91.95
90.75,87.69,90.75,86.34
90.20,88.28,90.48,87.40
90.00,91.28,92.04,88.90
91.44,90.64,92.00,89.15
90.80,91.79,93.95,90.64
91.25,89.10,91.25,88.12
88.56,89.93,90.07,87.26
90.07,88.96,90.97,88.18
89.79,89.75,90.74,89.20
91.30,94.10,96.06,91.28
95.87,96.50,96.57,94.51
96.48,94.88,96.48,93.97
93.78,92.02,94.75,90.78
92.56,92.22,93.80,92.14
92.36,96.66,96.93,92.13
96.00,95.17,96.20,94.53
94.29,94.18,94.96,93.19
94.08,93.89,95.35,93.43
94.50,95.77,95.91,93.49
97.25,97.41,99.00,96.26
100.01,103.47,103.86,99.90
103.25,102.24,103.77,100.20
102.52,104.66,104.91,101.00
96.14,97.95,103.00,96.01
97.95,97.93,99.50,94.82
97.56,96.92,97.85,96.05
96.03,97.66,98.11,95.50
98.02,98.25,98.83,96.33
98.93,97.51,99.31,97.35
97.66,100.05,100.27,97.57
99.96,100.19,101.20,99.06
100.40,99.59,100.78,98.81
100.20,102.66,103.78,100.01
99.50,99.75,100.88,99.23
100.98,103.74,104.44,100.16
104.06,101.42,104.06,100.62
101.88,101.33,102.10,100.87
100.95,99.68,101.38,98.25
98.79,97.38,99.00,95.94
97.69,97.10,97.70,96.12
98.02,96.39,98.91,96.25
96.01,90.81,96.48,90.35
91.62,90.51,92.46,90.06
90.69,89.85,91.30,88.87
89.35,90.72,91.80,89.30
90.86,90.15,91.81,89.64
89.27,89.32,90.95,88.50
93.58,93.17,95.26,93.00
93.80,92.38,94.05,91.11
92.96,92.79,93.88,91.82
93.49,94.35,95.24,93.25
95.94,95.78,96.71,95.02
96.37,98.41,98.50,95.23
97.57,104.01,104.07,97.08
103.06,103.71,104.79,102.20
104.50,107.25,107.68,103.26
106.88,108.68,109.50,104.73
108.65,108.57,109.27,106.72
108.28,103.96,108.43,103.45
103.73,103.49,104.82,102.42
104.09,103.00,105.22,101.51
103.51,102.29,104.08,101.72
101.08,102.14,102.55,98.38
101.55,100.81,101.67,99.66
100.14,100.74,102.11,99.77
101.56,101.66,101.75,98.50
101.17,100.59,103.63,100.00
98.14,97.42,98.45,94.80
100.29,99.28,101.25,98.93
99.27,96.38,99.59,96.16
96.32,97.94,98.37,95.88
97.50,97.74,98.60,97.10
97.63,97.01,97.99,96.14
97.19,98.67,99.49,97.01
99.83,97.70,101.06,97.38
97.33,96.43,97.91,96.00
95.75,94.95,95.79,92.82
95.67,93.37,96.34,91.91
91.23,93.10,94.14,91.06
94.49,92.98,94.88,92.57
92.79,95.52,95.94,92.79
95.14,96.00,97.24,95.01
95.50,95.27,96.23,94.50
96.82,96.80,97.89,96.40
96.65,95.57,96.67,95.15
95.23,95.75,97.55,95.23
97.05,94.18,97.05,93.12
94.29,94.18,95.55,93.75
94.66,94.55,95.05,93.42
96.43,98.23,99.75,95.95
97.77,96.52,98.11,95.86
92.21,87.53,92.93,86.73
88.23,88.04,89.20,86.57
89.95,87.86,90.00,87.32
87.90,86.67,88.48,86.18
85.35,87.84,88.53,84.60
89.16,85.30,89.65,84.80
84.79,84.98,85.53,82.51
84.50,84.51,85.99,82.76
84.95,86.87,87.55,84.88
86.78,86.57,87.92,85.90
87.79,90.44,90.66,87.35
91.23,92.35,94.00,90.89
94.71,97.38,98.45,94.25
97.06,98.10,98.31,96.00
97.95,101.32,101.53,97.55
101.51,101.55,102.20,100.47
101.41,102.00,103.15,100.76
101.18,99.79,102.55,99.20
101.80,101.99,104.90,101.52
101.00,99.27,101.00,97.33
98.00,98.64,99.60,97.40
99.56,98.37,100.39,97.97
99.00,102.18,102.30,98.75
