KONE,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,NASDAQ
2.53,2.53,2.53,2.53
2.09,2.34,2.50,2.09
2.27,2.17,2.47,2.17
2.22,2.10,2.22,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.10,2.10,2.10,2.10
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
1.77,2.45,2.52,1.77
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.51,2.51,2.51,2.51
2.12,2.44,2.44,2.12
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.00,2.38,2.38,1.94
2.05,2.10,2.11,1.99
1.97,1.97,1.97,1.97
2.13,2.13,2.13,2.13
1.94,2.13,2.13,1.94
2.14,2.01,2.14,2.00
1.85,3.01,3.01,1.85
3.00,4.88,5.44,2.95
4.88,3.70,5.10,3.55
3.70,3.18,3.70,3.15
3.12,3.45,3.49,2.80
3.45,3.19,3.45,3.12
3.40,3.43,3.45,2.85
3.14,2.97,3.42,2.90
3.48,3.05,3.48,3.00
3.00,3.18,3.18,3.00
3.18,3.18,3.18,3.18
3.25,3.06,3.25,3.02
3.09,3.00,3.09,3.00
2.75,2.97,3.10,2.75
2.85,2.86,2.86,2.85
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.86,2.86,2.86,2.86
2.80,2.85,2.85,2.80
2.75,2.75,2.75,2.75
2.75,2.65,2.75,2.08
2.65,2.65,2.65,2.65
2.50,2.34,2.94,2.10
2.48,2.24,2.48,2.24
2.63,2.72,2.80,2.52
2.89,2.75,2.90,2.75
2.88,2.65,2.88,2.61
2.45,2.88,2.88,2.45
2.80,2.80,2.80,2.80
2.71,2.71,2.71,2.71
2.40,2.80,2.80,2.40
2.58,2.60,2.80,2.50
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.62,2.62,2.62,2.62
2.79,2.76,2.99,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.63,2.60,2.65,2.51
2.52,2.98,2.98,2.52
2.60,2.74,2.98,2.60
2.98,2.61,2.98,2.60
2.64,2.70,2.98,2.64
2.61,2.89,2.90,2.61
2.97,2.70,2.97,2.66
2.75,2.75,2.75,2.75
2.96,3.15,3.46,2.75
3.08,3.01,3.15,3.01
3.02,3.01,3.02,3.00
3.01,3.01,3.01,3.01
2.81,2.90,2.92,2.81
3.20,3.20,3.20,3.19
3.25,3.25,3.25,3.23
2.96,3.11,3.12,2.96
3.02,3.01,3.02,3.01
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.88,2.88,2.88,2.88
2.75,2.64,2.78,2.61
2.67,2.65,2.76,2.65
2.67,2.65,2.90,2.48
2.60,2.75,2.75,2.60
2.70,2.63,2.70,2.61
2.63,2.63,2.63,2.63
2.61,2.60,2.61,2.60
2.44,2.48,2.49,1.99
2.32,2.52,2.52,2.32
2.55,2.27,2.55,2.26
2.31,2.09,2.31,1.95
2.09,2.09,2.09,2.09
2.10,2.37,2.37,2.07
2.36,2.36,2.36,2.36
2.38,2.38,2.38,2.38
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.21,2.21,2.21,2.21
2.30,2.50,2.50,2.30
2.34,2.35,2.35,2.23
2.45,2.50,2.62,2.38
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.09,2.58,2.58,2.09
2.55,2.55,2.55,2.55
2.35,2.60,2.60,2.35
2.60,2.60,2.60,2.60
2.08,2.08,2.08,2.08
2.46,2.90,3.34,2.45
3.00,2.86,3.35,2.80
2.99,3.30,3.30,2.99
3.00,3.05,3.29,2.99
3.14,3.30,3.30,2.95
3.23,2.99,3.36,2.66
2.94,2.96,3.03,2.94
2.90,2.95,2.95,2.90
2.93,2.84,2.95,2.80
2.90,2.80,2.90,2.80
2.80,2.80,2.80,2.80
2.75,2.75,2.75,2.75
2.76,3.07,3.21,2.75
3.11,3.00,3.40,3.00
3.07,2.82,3.07,2.82
2.98,2.96,3.02,2.89
3.05,3.11,3.11,3.04
3.12,3.18,3.25,3.12
3.36,3.19,3.36,3.00
3.13,3.15,3.40,3.05
3.15,3.15,3.15,3.15
3.38,3.88,3.99,3.23
3.72,4.72,5.40,3.51
5.50,5.37,6.00,5.35
5.60,5.10,5.60,4.36
5.00,4.95,5.07,4.27
7.13,12.30,16.74,6.76
10.60,10.56,13.48,10.00
10.40,10.05,11.20,9.55
9.85,9.60,11.20,9.51
9.74,10.99,13.70,9.54
10.55,9.82,11.38,9.82
9.71,10.71,11.25,9.70
10.70,10.16,10.97,9.70
10.20,10.44,10.97,10.15
10.25,10.06,10.60,9.77
10.01,10.02,10.28,9.83
9.97,8.11,9.97,8.01
8.29,7.15,8.29,7.05
7.06,7.40,7.88,6.94
7.89,7.34,7.96,7.14
7.38,7.38,7.48,6.50
7.01,7.18,7.41,7.01
7.11,8.15,8.43,6.91
8.20,7.80,8.38,7.75
7.68,7.63,8.00,7.25
7.55,7.60,7.80,7.42
7.60,7.27,7.65,7.26
7.74,7.70,7.74,7.26
7.40,7.28,7.60,7.27
7.25,7.65,8.30,7.25
7.41,7.46,7.98,7.41
7.30,7.35,7.90,7.29
7.50,7.41,7.50,7.24
7.97,7.27,7.97,7.27
7.36,7.01,7.36,7.00
7.00,7.05,7.05,6.51
6.92,7.01,7.19,6.85
7.06,7.80,8.12,7.06
8.00,8.02,8.48,8.00
8.03,7.64,8.09,7.26
7.94,7.30,7.94,7.03
7.04,7.02,7.05,7.02
7.30,7.12,7.30,6.86
7.24,6.43,7.24,6.04
6.37,6.21,6.37,6.01
6.21,6.19,6.23,6.01
6.37,6.23,6.38,6.15
6.25,6.09,6.25,5.81
6.20,6.20,6.24,6.16
6.47,6.46,6.50,6.05
6.56,6.15,6.62,6.15
6.28,6.28,6.28,6.28
6.15,6.53,6.75,6.15
6.61,6.90,6.90,6.61
6.64,6.88,6.89,6.60
6.83,6.88,6.88,6.83
6.37,6.37,6.37,6.37
6.35,6.32,6.35,6.31
6.34,6.40,6.48,6.32
6.46,6.33,6.78,6.31
6.36,6.35,6.36,6.33
6.56,6.54,6.56,6.54
6.40,6.45,6.45,6.40
6.41,5.55,6.41,5.48
5.54,4.82,5.54,4.75
4.74,4.53,4.74,4.26
4.55,4.69,4.69,4.45
4.70,4.70,4.70,4.60
4.66,4.08,4.66,4.00
4.01,3.97,4.08,3.81
3.99,4.11,4.15,3.99
4.18,4.18,4.18,4.18
3.99,3.91,4.05,3.91
3.93,4.13,4.20,3.93
4.15,4.05,4.15,4.05
3.92,3.99,4.00,3.91
3.91,3.91,3.91,3.91
3.99,3.89,3.99,3.83
3.77,3.89,3.89,3.77
3.78,3.87,3.88,3.78
3.80,3.70,3.80,3.62
3.70,3.70,3.70,3.70
3.51,2.66,3.51,2.66
2.90,3.41,3.50,2.86
3.41,4.42,4.96,3.21
4.68,4.25,5.22,4.12
4.24,4.50,4.63,4.05
4.49,4.36,4.49,4.31
4.31,4.31,4.38,4.30
4.28,4.27,4.28,4.24
4.27,4.68,5.00,4.27
5.17,4.92,5.17,4.92
4.74,4.76,5.00,4.70
4.95,5.06,5.06,4.60
4.58,4.95,4.95,4.58
4.63,4.80,5.00,4.37
6.45,5.40,6.59,5.33
5.69,5.16,5.75,5.03
5.29,5.35,5.47,5.17
5.10,5.65,6.16,5.10
5.65,5.59,5.96,5.42
5.44,5.17,5.75,5.17
5.00,5.09,5.65,5.00
5.35,5.30,5.93,5.10
5.33,5.30,5.37,5.30
5.30,5.31,5.55,5.30
5.31,5.31,5.31,5.31
5.21,5.25,5.25,5.21
5.25,5.20,5.47,5.08
5.05,5.21,5.21,5.05
5.17,5.17,5.17,5.17
5.05,4.84,5.09,4.50
5.00,4.69,5.00,4.46
4.69,6.79,7.61,4.69
6.70,6.40,6.88,6.00
5.16,5.50,5.98,4.52
5.44,5.26,5.56,4.86
5.26,5.84,7.10,5.01
5.56,6.56,6.93,5.55
6.82,6.37,6.83,6.16
6.45,7.26,9.50,5.66
7.78,6.47,7.78,5.96
6.45,5.91,6.60,5.88
5.97,6.25,6.85,5.97
6.04,6.16,6.24,6.00
6.02,6.05,6.25,6.01
6.08,5.95,6.08,5.95
6.44,6.38,6.44,6.01
6.34,6.29,6.34,6.00
6.33,6.31,6.71,6.04
6.00,6.41,6.41,6.00
6.24,6.24,6.42,6.05
5.98,6.55,6.55,5.98
6.43,6.15,6.48,6.05
6.19,5.98,6.67,5.95
6.70,5.76,6.70,5.62
5.90,5.62,5.90,5.62
5.70,5.44,5.80,5.19
5.55,5.61,5.61,5.55
5.54,5.54,5.54,5.54
5.44,5.20,5.44,5.07
5.57,5.32,5.57,5.08
5.30,5.06,5.51,5.06
5.01,4.95,5.68,4.59
4.82,4.81,4.82,4.79
4.40,4.75,4.75,4.01
5.00,4.95,5.00,4.89
4.95,4.95,4.95,4.95
5.06,5.00,5.13,5.00
4.50,4.28,4.50,4.26
4.48,4.48,4.48,4.43
4.31,4.46,4.50,4.11
4.50,4.42,4.74,4.40
4.34,4.33,4.50,4.16
4.58,4.60,4.90,4.31
4.30,4.85,4.85,4.30
4.42,5.00,5.23,4.42
5.00,4.99,5.00,4.91
4.92,4.92,4.92,4.92
4.84,4.84,4.84,4.84
5.00,4.91,5.00,4.88
5.51,5.00,5.51,5.00
4.70,4.50,5.12,4.50
4.50,4.50,4.50,4.50
4.39,4.49,4.49,4.39
4.43,4.43,4.43,4.43
4.63,4.40,4.63,4.40
4.20,4.23,4.23,4.20
4.29,4.41,4.43,4.29
4.16,4.19,4.19,4.15
4.15,4.15,4.15,4.15
4.10,4.16,4.42,4.04
4.15,4.15,4.15,4.15
4.00,4.00,4.00,4.00
4.00,3.49,4.00,3.22
3.34,3.34,3.34,3.34
3.20,3.16,3.48,3.15
3.16,3.16,3.16,3.16
2.94,3.05,3.05,2.57
3.05,3.05,3.05,3.05
2.86,3.05,3.05,2.67
3.05,3.05,3.05,3.05
3.05,2.95,3.05,2.74
2.72,2.95,3.20,2.70
2.90,2.85,2.90,2.84
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.74,2.45,2.74,2.27
2.45,2.56,2.60,2.40
2.37,2.42,2.68,2.37
2.39,2.53,2.59,2.38
2.50,2.62,2.74,2.40
2.40,2.67,2.71,2.40
2.67,2.82,2.82,2.67
2.86,2.84,2.86,2.84
3.09,3.06,3.09,3.06
3.00,3.05,3.05,2.84
2.82,2.99,2.99,2.82
2.96,2.98,2.98,2.96
2.98,2.98,2.98,2.98
2.80,2.98,2.98,2.80
2.97,2.97,2.97,2.97
2.79,2.79,2.79,2.79
2.77,2.96,2.99,2.75
3.00,2.84,3.10,2.61
2.99,2.85,3.01,2.66
2.87,2.89,2.89,2.87
2.88,2.89,2.89,2.88
2.78,2.80,2.88,2.78
2.54,2.89,2.89,2.54
2.65,2.75,2.78,2.65
2.80,2.85,2.85,2.80
2.90,2.90,2.90,2.90
2.90,2.90,2.90,2.90
2.76,2.85,2.85,2.74
2.74,2.80,2.83,2.65
2.73,2.87,2.87,2.63
2.87,2.87,2.87,2.87
2.87,2.87,2.87,2.87
2.84,2.85,2.87,2.84
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.67,2.72,2.85,2.45
3.08,3.08,3.08,3.08
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
2.77,2.90,2.90,2.77
2.90,2.90,2.90,2.90
2.47,2.47,2.98,2.02
2.64,2.64,2.64,2.64
2.28,2.70,2.70,2.28
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.40,3.00,3.00,2.40
2.66,2.94,2.94,2.65
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.50,2.93,2.93,2.45
2.89,3.19,3.19,2.48
2.81,2.81,3.05,2.50
2.82,2.58,3.02,2.58
2.69,2.60,2.70,2.60
2.50,2.62,2.62,2.40
2.40,2.46,2.62,2.40
2.62,2.59,2.62,2.58
2.58,2.42,2.61,2.40
2.42,2.42,2.42,2.42
2.42,2.61,2.61,2.42
2.46,2.46,2.46,2.46
2.46,2.46,2.46,2.46
2.58,2.62,2.62,2.58
2.62,2.62,2.62,2.62
2.65,3.22,3.90,2.65
3.41,4.12,5.90,3.41
4.00,3.35,4.17,3.12
3.77,3.33,3.98,3.33
3.44,3.16,3.49,3.05
3.16,3.15,3.24,3.15
3.05,3.14,3.22,3.00
3.36,4.85,5.50,3.15
4.86,4.43,4.93,4.20
4.40,4.33,4.60,4.15
4.55,4.43,4.55,4.33
4.40,4.60,5.25,4.07
5.00,4.23,5.00,4.21
4.21,4.24,4.51,3.75
4.19,4.33,4.70,4.15
4.17,4.16,4.25,4.15
4.19,4.10,4.30,4.10
4.10,4.07,4.15,4.00
4.10,4.20,4.37,4.10
4.20,4.20,4.20,4.20
4.21,4.17,4.34,4.11
4.05,4.20,4.20,4.05
4.01,4.01,4.01,4.01
4.17,4.05,4.17,4.05
4.01,3.72,4.05,3.72
3.51,3.38,3.55,3.35
3.37,3.54,3.65,3.36
3.54,3.55,3.55,3.54
3.37,3.37,3.37,2.97
3.12,3.30,3.40,3.12
3.31,3.18,3.31,3.12
3.18,3.18,3.18,3.18
3.03,3.03,3.04,3.02
3.05,3.04,3.05,3.00
3.00,3.15,3.15,3.00
3.25,3.02,3.25,3.00
3.00,2.79,3.00,2.67
2.78,2.76,2.78,2.70
2.70,2.61,2.79,2.40
2.60,2.55,2.60,2.55
2.55,2.51,2.57,2.50
2.45,2.61,2.61,2.45
2.65,2.79,2.80,2.61
2.81,3.09,3.10,2.79
3.09,3.17,3.17,3.08
3.17,3.09,3.40,3.09
3.09,3.40,3.40,3.09
3.40,3.40,3.40,3.40
2.99,2.99,2.99,2.99
2.77,2.81,2.83,2.77
2.76,2.76,2.76,2.76
2.76,2.76,2.76,2.76
2.84,3.00,3.00,2.84
3.00,3.12,3.19,3.00
3.40,3.30,3.65,3.30
3.60,3.13,3.60,3.13
3.29,3.12,3.29,3.12
4.15,6.19,7.88,4.15
5.69,5.37,6.01,5.10
5.35,5.69,6.10,5.21
5.74,5.66,7.39,5.60
5.65,6.26,6.46,5.40
6.12,5.87,6.41,5.61
6.41,5.89,6.41,5.73
5.53,5.55,5.72,5.16
5.06,5.20,5.97,5.06
5.25,5.07,5.25,5.05
5.06,4.78,5.06,4.66
4.72,4.63,4.87,4.57
4.57,5.49,5.74,4.57
5.52,5.46,5.73,4.82
5.28,4.99,5.36,4.83
4.86,4.97,5.18,4.63
4.85,4.70,4.97,4.70
4.61,4.97,4.97,4.61
4.97,4.71,4.97,4.56
4.75,4.54,4.75,4.53
4.52,4.20,4.52,4.09
4.29,4.22,4.40,4.13
4.35,3.93,4.40,3.86
3.98,4.20,4.20,3.98
4.16,4.25,4.27,4.08
4.25,4.34,4.34,4.17
4.34,4.34,4.34,4.34
4.52,4.52,4.52,4.52
4.60,4.26,4.95,4.26
4.38,4.05,4.38,4.00
4.08,3.73,4.08,3.25
3.62,3.68,3.68,3.50
3.77,3.84,3.84,3.67
3.70,4.00,4.10,3.55
3.92,3.88,3.99,3.70
3.85,3.84,3.85,3.81
3.91,4.42,4.70,3.66
4.50,4.20,4.50,4.09
4.20,4.20,4.20,4.20
4.30,4.30,4.30,4.30
4.05,4.01,4.05,4.01
4.00,3.98,4.02,3.98
3.95,4.06,4.10,3.89
3.95,4.00,4.16,3.83
4.15,4.09,4.15,4.09
4.19,4.20,4.38,4.12
4.30,4.68,5.06,4.20
4.65,5.25,5.75,4.62
5.42,5.46,5.80,5.29
5.30,6.30,6.60,4.81
6.40,5.94,6.40,5.89
5.81,5.51,6.04,5.51
5.49,5.00,5.49,5.00
4.88,5.03,5.06,4.68
4.84,5.16,5.16,4.61
4.84,4.95,5.22,4.62
4.71,4.76,4.76,4.62
4.62,4.57,4.75,4.27
4.58,4.62,4.86,4.34
4.49,4.50,4.73,4.37
4.90,4.63,4.96,4.63
4.37,4.26,4.79,4.26
4.70,3.78,4.70,3.50
3.54,3.39,3.69,3.35
3.79,4.52,4.87,3.46
7.12,5.80,7.70,5.49
5.37,5.04,5.64,5.01
4.91,4.82,5.03,4.75
4.80,4.85,4.92,4.68
5.09,5.61,5.67,5.08
5.61,5.77,5.79,5.20
5.94,5.65,5.94,5.40
5.53,6.04,6.61,5.53
6.02,5.86,6.14,5.76
5.83,5.85,6.20,5.78
5.71,5.71,5.83,5.71
5.56,5.34,5.56,5.25
5.63,5.33,5.73,5.31
5.57,5.47,5.58,5.41
6.12,5.85,6.12,5.38
5.56,5.62,5.86,5.56
5.33,5.00,5.61,5.00
5.17,4.65,5.17,4.65
4.71,4.66,5.15,4.60
4.58,4.72,4.95,4.58
4.76,4.72,4.76,4.72
4.73,4.68,4.90,4.59
4.58,4.40,4.59,4.21
4.28,3.94,4.54,3.88
4.33,4.24,4.35,4.00
4.23,4.07,4.32,4.07
4.18,4.30,4.30,4.06
4.48,4.22,4.59,4.12
4.29,4.14,4.30,4.13
4.14,4.14,4.30,4.14
4.10,4.06,4.45,3.40
3.92,4.05,4.05,3.92
3.95,4.05,4.05,3.66
4.05,4.05,4.05,4.05
3.88,3.82,3.90,3.75
3.74,3.92,4.15,3.74
3.92,3.92,3.92,3.92
4.19,3.54,4.19,3.51
3.54,3.54,3.54,3.54
3.65,3.72,3.98,3.53
3.80,4.12,4.19,3.80
4.20,4.10,4.20,3.85
4.08,4.08,4.08,4.08
3.96,4.00,4.19,3.96
4.08,4.03,4.08,4.00
4.05,4.15,4.15,3.95
4.18,4.19,4.19,4.16
4.07,4.09,4.12,3.96
4.01,4.09,4.16,3.98
4.16,4.00,4.16,3.99
4.15,4.13,4.15,4.13
4.00,4.00,4.00,4.00
4.01,3.94,4.01,3.94
3.94,3.94,3.94,3.94
3.94,3.94,3.94,3.94
3.93,3.93,3.93,3.93
3.93,3.85,3.99,3.70
3.72,3.72,3.80,3.65
3.72,3.72,3.72,3.72
3.76,3.94,3.94,3.74
3.82,3.69,3.82,3.69
3.70,3.71,3.80,3.66
3.50,3.96,3.96,3.50
3.95,4.05,4.15,3.77
3.99,4.13,4.14,3.98
4.01,4.13,4.40,3.90
3.96,3.90,4.10,3.74
3.95,3.86,3.95,3.84
3.82,3.99,4.11,3.82
4.06,3.89,4.06,3.77
3.80,3.60,3.80,3.50
3.68,3.60,3.68,3.60
3.55,3.45,3.55,3.40
3.41,3.36,3.42,3.36
3.59,3.70,3.70,3.59
3.75,3.75,3.75,3.75
3.51,3.46,3.60,3.46
3.53,3.51,3.80,3.46
3.55,3.51,3.59,3.51
3.69,3.51,3.69,3.51
3.61,3.49,3.61,3.41
3.50,3.57,3.57,3.47
3.57,3.57,3.57,3.40
3.50,3.39,3.50,3.39
3.40,3.38,3.40,3.38
3.49,3.36,3.49,3.36
3.23,3.20,3.27,3.20
3.21,3.23,3.24,3.21
3.33,3.39,3.48,3.33
3.43,3.28,3.43,3.28
3.26,3.21,3.29,3.21
3.32,3.24,3.32,3.24
3.24,3.02,3.24,3.01
3.13,3.01,3.13,3.01
3.19,3.17,3.36,3.15
3.12,3.04,3.12,2.93
2.97,2.94,2.97,2.73
2.94,3.38,3.67,2.94
3.50,3.09,3.50,2.94
3.00,2.99,3.04,2.91
3.02,4.38,4.85,3.02
4.54,3.50,4.54,3.50
3.98,3.47,3.98,3.44
3.32,3.48,3.48,3.30
3.43,3.39,3.48,3.32
3.36,3.59,3.64,3.31
3.44,3.51,3.68,3.44
3.33,3.38,3.40,3.19
3.42,3.16,3.42,3.16
3.03,3.08,3.20,3.02
3.01,3.11,3.12,2.87
3.12,3.00,3.18,2.99
3.00,3.03,3.03,2.91
3.00,3.06,3.09,3.00
3.15,3.02,3.23,3.02
3.05,3.05,3.05,3.02
2.92,3.39,3.39,2.92
3.33,3.33,3.33,3.33
3.53,3.40,3.76,3.24
3.39,3.38,3.41,3.33
3.36,3.30,3.53,3.26
3.25,3.38,3.38,3.25
3.35,3.26,3.35,3.26
3.48,3.37,3.50,3.30
3.34,3.34,3.34,3.34
3.45,3.21,3.45,3.21
3.10,3.21,3.39,3.10
3.39,3.20,3.39,3.20
3.30,3.27,3.38,3.21
3.20,3.20,3.36,3.20
3.22,3.29,3.38,3.20
3.20,3.07,3.20,3.06
3.25,3.00,3.35,3.00
4.36,3.60,5.70,3.50
3.30,3.19,3.60,2.94
3.17,3.19,3.31,3.12
3.12,2.90,3.18,2.90
2.90,2.77,2.90,2.67
2.83,2.77,3.18,2.67
2.70,2.62,2.81,2.60
2.60,2.69,2.73,2.59
2.61,2.76,2.96,2.61
2.77,2.61,2.77,2.61
2.84,2.20,2.91,2.05
2.27,2.29,2.30,2.25
2.26,2.12,2.26,2.12
2.30,2.13,2.32,2.13
2.13,2.25,2.26,2.10
2.16,2.16,2.28,2.15
2.28,2.23,2.41,2.11
2.32,2.19,2.35,2.09
2.20,2.31,2.31,2.20
2.29,2.31,2.31,2.22
2.28,2.28,2.28,2.25
2.31,2.42,2.57,2.26
2.60,2.46,2.71,2.25
2.46,2.38,2.51,2.38
2.27,2.28,2.31,2.12
2.25,2.34,2.35,2.25
2.34,2.34,2.34,2.34
2.35,2.38,2.42,2.35
2.28,2.45,2.45,2.28
2.40,2.38,2.40,2.17
2.33,2.23,2.35,2.19
2.22,2.32,2.32,2.17
2.26,2.32,2.42,2.22
2.36,2.33,2.37,2.33
2.28,2.45,2.45,2.28
2.28,2.37,2.37,2.28
2.28,2.39,2.40,2.28
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.41,2.45,2.45,2.35
2.47,2.45,2.47,2.45
2.45,2.45,2.45,2.45
2.35,2.38,2.46,2.30
2.39,2.35,2.46,2.35
2.37,2.34,2.37,2.34
2.45,2.39,2.45,2.38
2.32,2.32,2.32,2.32
2.30,2.37,2.39,2.30
2.34,2.28,2.34,2.20
2.30,2.26,2.36,2.25
2.30,2.32,2.32,2.30
2.40,2.38,2.47,2.38
2.38,2.38,2.38,2.38
2.18,2.22,2.24,2.18
2.21,2.23,2.25,2.20
2.23,2.23,2.23,2.23
2.19,2.21,2.26,2.19
2.19,2.30,2.46,2.19
2.31,2.29,2.31,2.29
2.29,2.29,2.29,2.29
2.29,2.29,2.29,2.29
2.28,2.42,2.42,2.28
2.35,2.43,2.43,2.33
2.32,2.28,2.32,2.28
2.28,2.28,2.28,2.28
2.25,2.25,2.25,2.25
2.26,2.32,2.35,2.26
2.32,2.32,2.32,2.32
2.35,2.29,2.35,2.26
2.25,2.30,2.30,2.24
2.41,2.41,2.41,2.41
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.30,2.30,2.31,2.30
2.31,2.26,2.31,2.26
2.24,2.39,2.39,2.24
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.38,2.30,2.38,2.30
2.32,2.32,2.32,2.32
2.34,2.24,2.34,2.24
2.32,2.32,2.32,2.32
2.36,2.36,2.36,2.36
2.36,2.36,2.36,2.36
2.36,2.36,2.36,2.36
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.35,2.35,2.30
2.41,2.45,2.59,2.35
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.36,2.36,2.36,2.36
2.58,2.42,2.60,2.41
2.59,2.59,2.59,2.58
2.60,2.46,2.60,2.46
2.47,2.57,2.60,2.47
2.58,2.86,3.21,2.58
2.97,2.74,2.97,2.74
2.89,2.74,2.89,2.74
2.74,2.67,2.74,2.60
2.76,2.68,2.76,2.65
2.59,2.60,2.67,2.59
2.67,2.62,2.67,2.62
2.61,2.61,2.61,2.61
2.58,2.62,2.72,2.58
2.88,2.72,2.88,2.72
2.72,2.72,2.72,2.72
2.65,2.84,2.87,2.65
2.83,2.85,2.85,2.81
2.69,2.47,2.69,2.45
2.52,2.50,2.52,2.50
2.57,2.66,2.68,2.57
2.85,3.10,3.43,2.72
1.34,1.97,1.98,1.15
1.92,1.75,1.92,1.65
1.74,1.75,1.85,1.65
1.79,1.65,1.79,1.65
1.73,1.62,1.75,1.62
1.64,1.70,1.73,1.62
1.60,1.63,1.65,1.60
1.70,1.65,1.70,1.65
1.63,1.65,1.65,1.60
1.65,1.75,1.88,1.65
1.61,1.70,1.72,1.61
1.70,1.70,1.70,1.70
1.66,1.64,1.66,1.64
1.76,1.68,1.79,1.66
1.74,7.30,10.19,1.74
10.99,10.20,13.85,9.16
10.83,8.76,11.16,8.05
8.42,9.75,10.88,8.02
9.25,8.25,9.45,8.02
8.30,8.10,8.75,8.01
8.55,8.52,9.43,8.25
8.80,7.80,8.80,6.89
7.66,7.80,8.00,7.13
7.70,7.80,8.22,7.18
7.70,7.62,7.73,7.18
7.50,7.59,8.65,7.39
7.50,7.21,7.90,7.15
7.50,7.79,8.00,7.00
7.69,7.68,8.75,7.49
8.20,7.66,8.20,7.42
7.96,7.65,8.29,7.50
7.50,7.31,8.00,7.26
7.30,6.36,7.58,6.23
6.38,6.10,6.64,5.90
5.89,5.70,6.27,5.60
5.57,5.48,5.77,5.20
5.32,5.53,6.00,5.25
5.30,5.70,5.88,5.30
5.69,5.29,5.69,5.25
5.28,5.21,5.40,4.99
5.23,5.20,5.40,5.20
5.26,6.26,7.24,5.13
6.12,6.38,6.83,6.00
6.22,6.15,7.20,6.00
6.21,6.76,6.93,6.17
6.81,7.98,8.88,6.81
7.95,7.29,8.60,7.20
7.22,7.37,7.65,7.11
7.25,7.05,7.25,6.90
6.97,6.80,7.15,6.50
6.56,6.59,6.69,6.16
6.63,6.20,6.64,6.20
6.42,6.31,6.99,6.25
6.19,6.53,6.57,6.17
6.42,6.38,6.50,6.17
6.41,6.64,7.40,6.41
6.70,6.25,6.70,6.25
6.32,6.06,6.32,5.74
6.22,6.17,6.22,5.91
6.13,6.30,6.35,6.01
6.14,6.30,6.56,5.97
6.21,6.38,6.56,6.20
6.45,6.41,7.88,6.41
6.28,6.28,6.56,6.24
6.32,6.06,6.47,6.01
6.10,6.03,6.33,6.00
6.09,5.86,6.09,5.75
5.99,5.61,5.99,5.39
5.55,5.40,5.63,5.13
5.38,5.40,5.54,5.38
5.40,5.50,5.80,5.32
5.41,5.22,5.60,5.20
5.33,5.39,5.39,5.15
5.30,4.98,5.36,4.92
4.84,4.50,4.84,4.49
4.50,4.37,4.51,4.28
4.41,4.52,4.68,4.31
4.73,4.70,4.73,4.55
4.73,5.10,5.73,4.66
5.09,6.59,6.95,4.81
6.77,5.82,7.80,5.80
5.66,5.49,5.98,5.31
5.28,5.31,5.70,5.20
5.53,5.20,5.72,5.20
5.32,5.32,5.71,5.32
5.36,5.64,5.80,4.97
5.63,5.21,6.29,5.19
5.35,5.18,5.35,4.60
5.11,4.94,5.88,4.80
4.94,4.65,5.11,4.53
4.73,4.80,4.90,4.65
4.80,4.38,4.92,4.27
4.67,4.60,4.67,4.15
4.57,4.21,4.82,4.21
4.26,4.47,4.63,4.20
4.36,4.25,4.67,4.12
4.25,4.66,5.09,4.18
4.64,5.18,5.40,4.64
5.54,6.19,7.48,4.62
6.14,5.45,6.14,5.20
5.60,5.55,5.80,5.50
5.54,5.50,6.20,4.95
5.43,5.07,5.65,5.02
5.38,5.12,5.38,4.73
5.38,4.79,5.40,4.78
4.84,5.35,5.60,4.82
5.16,5.26,5.64,4.92
