GVI,iShares Intermediate Government/Credit Bond ETF,NASDAQ
109.82,109.77,109.92,109.58
109.60,109.37,109.84,109.27
108.84,108.89,109.17,108.33
109.15,109.18,109.25,108.86
109.55,109.44,109.57,109.33
109.60,109.80,109.81,109.59
109.59,109.83,109.92,109.53
109.57,109.70,109.77,109.57
109.66,109.71,109.83,109.66
109.88,109.69,109.88,109.69
109.23,108.90,109.24,108.90
109.17,109.38,109.40,109.17
109.34,109.38,109.47,109.34
109.37,109.21,109.43,109.18
109.61,109.71,109.79,109.55
109.82,109.63,109.97,109.59
109.68,109.80,109.88,109.68
109.93,109.85,109.93,109.82
110.10,110.10,110.26,110.04
110.09,110.14,110.23,110.04
110.09,110.15,110.33,110.09
110.25,110.30,110.35,110.16
110.12,110.32,110.35,110.12
110.14,110.06,110.14,109.92
109.79,110.13,110.13,109.79
110.00,110.19,110.21,109.97
110.12,110.02,110.16,109.94
109.98,109.92,110.18,109.89
109.70,110.13,110.14,109.64
109.70,109.62,109.70,109.46
109.71,109.85,110.01,109.71
109.77,109.92,109.94,109.71
109.71,109.90,109.93,109.71
109.80,110.02,110.04,109.78
109.87,110.07,110.11,109.87
109.90,110.12,110.12,109.88
109.98,110.03,110.15,109.89
109.61,109.70,109.76,109.61
109.60,109.71,109.72,109.57
109.33,109.47,109.50,109.23
109.36,109.14,109.45,109.09
109.10,109.02,109.17,109.01
109.19,109.24,109.38,109.19
109.17,108.96,109.31,108.96
108.92,108.92,109.09,108.74
108.82,109.09,109.27,108.76
109.20,109.22,109.31,109.20
109.24,109.39,109.42,109.24
109.23,109.21,109.40,109.21
108.86,109.26,109.38,108.86
109.27,109.26,109.36,109.14
108.65,108.80,109.02,108.46
108.87,108.63,108.92,108.61
108.39,108.20,108.40,108.20
108.78,108.57,108.78,108.44
108.78,108.63,108.78,108.62
108.50,108.50,108.62,108.47
108.64,108.80,108.80,108.52
108.86,108.73,108.89,108.71
108.72,108.84,108.86,108.72
109.23,109.01,109.32,108.99
109.04,109.13,109.15,109.03
109.06,109.69,109.91,108.46
109.66,109.76,109.91,109.63
109.55,109.75,109.81,109.53
109.60,109.81,109.83,109.60
109.77,109.93,109.98,109.77
109.97,109.97,110.03,109.87
109.85,109.85,109.98,109.84
110.00,109.94,110.11,109.92
109.90,110.10,110.10,109.87
109.84,109.87,109.93,109.74
109.87,109.93,110.06,109.87
109.84,110.05,110.09,109.84
109.90,109.81,109.93,109.80
109.95,109.93,110.02,109.83
109.81,109.77,109.91,109.75
109.86,109.78,109.92,109.75
109.69,109.74,109.80,109.67
109.85,109.79,109.99,109.78
109.70,109.63,110.00,109.63
109.77,109.73,109.86,109.70
109.77,109.90,109.93,109.65
110.08,110.23,110.29,110.05
110.21,110.18,110.26,110.17
110.17,110.16,110.22,110.10
110.35,110.52,110.54,110.35
110.53,110.46,110.58,110.46
110.51,110.43,110.55,110.38
110.45,110.47,110.55,110.44
110.45,110.47,110.56,110.45
110.41,110.55,110.60,110.41
110.55,110.56,110.75,110.40
110.55,110.47,110.55,110.39
109.88,110.12,110.22,109.88
110.14,110.21,110.22,110.14
110.03,110.08,110.09,109.97
110.09,110.21,110.28,110.08
110.22,110.33,110.33,110.22
109.92,109.91,110.00,109.83
109.80,109.73,109.91,109.72
109.82,109.75,109.88,109.73
109.87,110.03,110.06,109.82
110.16,110.34,112.50,110.04
110.34,110.29,110.34,110.21
110.23,110.41,110.45,110.23
110.33,110.31,110.38,110.27
110.25,110.12,110.41,110.11
109.99,110.19,110.25,109.98
110.12,110.27,110.30,110.10
110.17,110.30,110.30,110.17
110.23,110.47,110.47,110.23
110.47,110.23,110.47,110.16
110.01,110.24,110.26,110.01
110.07,109.93,110.07,109.86
110.00,110.14,110.16,109.99
109.81,109.85,110.01,109.81
109.76,109.90,109.97,109.76
109.78,109.91,110.00,109.75
109.83,109.83,110.00,109.77
109.93,110.07,110.12,109.91
109.91,109.96,110.13,109.87
109.85,109.85,109.97,109.72
110.15,109.90,110.17,109.75
109.85,109.93,109.98,109.78
109.81,110.08,110.17,109.76
110.08,110.02,110.29,109.71
109.76,109.65,109.80,109.56
109.71,109.64,109.83,109.59
109.72,109.61,109.74,109.51
109.47,109.46,109.65,109.45
109.36,109.27,109.52,109.24
109.24,109.48,109.51,109.22
109.54,109.34,109.59,109.33
109.28,109.42,109.51,109.23
109.45,109.55,109.69,109.25
109.34,109.40,109.57,109.34
109.46,109.52,109.69,109.46
109.56,109.63,109.69,109.56
109.50,109.38,109.56,109.37
109.40,109.44,109.47,109.33
109.65,109.87,109.88,109.65
109.86,109.93,110.02,109.86
109.99,109.80,109.99,109.71
109.73,109.74,109.74,109.63
109.65,109.86,109.91,109.38
109.81,109.89,109.93,109.75
109.87,109.81,109.93,109.66
110.02,109.78,110.02,109.66
109.90,109.90,110.13,109.83
110.04,110.11,110.18,109.96
109.96,110.01,110.06,109.96
110.00,110.02,110.07,109.94
109.93,110.19,110.43,109.87
110.27,110.27,110.29,110.18
110.35,110.36,110.38,110.28
110.11,110.49,110.50,110.09
110.43,110.28,110.44,110.26
110.30,110.26,110.39,110.22
110.20,110.17,110.24,110.15
110.26,110.27,110.40,110.26
110.38,110.38,110.38,110.26
110.20,110.19,110.24,110.16
110.10,110.15,110.21,110.06
110.33,110.33,110.35,110.17
110.34,110.19,110.38,110.19
110.20,110.47,110.49,110.20
110.45,110.32,110.58,110.31
110.16,110.24,110.30,110.16
110.12,110.39,110.39,110.12
110.34,110.23,110.35,110.21
110.36,110.41,110.48,110.32
110.41,110.53,110.60,110.39
110.50,110.57,110.70,110.50
110.44,110.51,110.67,110.44
110.51,110.63,110.63,110.41
110.53,110.31,110.55,110.31
110.18,110.33,110.49,110.18
110.29,110.25,110.33,110.21
110.12,110.08,110.15,109.96
110.00,109.97,110.12,109.97
109.84,110.00,110.16,109.84
110.12,110.27,110.27,110.09
110.08,110.45,110.45,110.07
110.65,110.42,110.71,110.31
110.28,110.22,110.37,110.20
110.25,110.40,110.40,110.25
110.46,109.94,110.46,109.81
109.82,109.91,109.97,109.78
109.75,110.01,110.04,109.75
109.73,109.94,109.98,109.73
109.77,109.91,110.02,109.77
109.98,110.13,110.18,109.98
110.00,110.20,110.22,110.00
110.12,110.10,110.17,110.01
109.92,110.01,110.14,109.92
109.87,109.88,109.99,109.87
109.80,109.75,109.97,109.63
109.73,109.76,109.87,109.73
109.96,110.02,110.13,109.76
110.10,110.15,110.24,110.09
110.16,110.16,110.19,110.13
110.07,110.40,110.44,110.06
110.49,110.51,110.66,110.34
110.58,110.67,110.68,110.53
110.46,110.53,110.59,110.45
110.37,110.58,110.64,110.37
110.39,110.38,110.48,110.33
110.32,110.12,110.39,110.11
110.18,110.21,110.25,110.15
110.20,110.12,110.20,110.06
110.28,110.23,110.35,110.17
110.13,110.30,110.31,110.13
110.38,110.32,110.47,110.32
110.33,110.26,110.42,110.20
110.27,110.29,110.33,110.19
110.32,110.53,110.57,110.32
110.27,110.41,110.51,110.27
110.27,110.43,110.49,110.23
110.31,110.28,110.41,110.14
110.34,110.35,110.35,110.23
110.25,110.44,110.44,110.23
110.48,110.53,110.55,110.40
110.41,110.48,110.63,110.41
110.41,110.42,110.44,110.36
110.54,110.57,110.59,110.52
110.59,110.78,110.85,110.59
110.83,110.84,110.95,110.81
110.76,110.77,110.83,110.76
110.81,110.82,110.91,110.79
110.80,110.98,111.00,110.80
110.78,110.90,110.93,110.78
110.78,110.87,110.87,110.77
110.95,110.93,110.99,110.77
111.00,111.02,111.02,110.79
110.98,111.26,111.28,110.98
111.29,111.13,111.39,111.11
111.01,111.11,111.22,111.01
110.93,110.74,110.93,110.70
110.56,110.65,110.76,110.56
110.72,110.55,110.72,110.52
110.70,110.64,110.75,110.64
110.69,110.61,110.77,110.61
110.74,110.53,110.74,110.42
110.53,110.46,110.55,110.33
110.55,110.51,110.60,110.48
110.54,110.55,110.70,110.44
110.46,110.54,110.61,110.40
110.69,110.49,110.69,110.44
110.60,110.32,110.60,110.30
110.34,110.58,110.60,110.31
110.51,110.49,110.71,110.40
110.35,110.41,110.59,110.35
110.59,110.53,110.61,110.43
110.51,110.60,110.65,110.51
110.70,110.78,110.78,110.68
110.74,110.80,110.94,110.74
110.88,110.84,110.98,110.76
110.88,110.89,110.89,110.80
110.54,110.60,110.67,110.54
110.51,110.44,110.51,110.40
110.36,110.37,110.38,110.22
110.21,110.41,110.43,110.21
110.37,110.51,110.58,110.37
110.38,110.53,110.59,110.37
110.76,110.64,110.76,110.58
110.71,110.69,110.76,110.62
110.67,110.70,110.70,110.56
110.52,110.62,110.74,110.52
110.49,110.58,110.63,110.49
110.70,110.73,110.74,110.66
110.80,110.67,110.80,110.59
110.74,110.71,110.77,110.68
110.71,110.78,110.79,110.61
110.80,110.80,110.87,110.71
110.70,110.62,110.86,110.58
110.68,110.71,110.76,110.65
110.73,110.67,110.73,110.57
110.65,110.67,110.76,110.63
110.57,110.52,110.57,110.38
110.32,110.49,110.50,110.32
110.43,110.54,110.67,110.41
110.60,110.66,110.71,110.59
110.62,110.65,110.67,110.53
110.71,110.66,110.78,110.63
110.66,110.83,110.93,110.59
110.89,110.82,111.02,110.78
110.83,110.77,110.86,110.67
110.84,110.79,110.84,110.73
110.86,110.87,110.92,110.83
110.94,110.99,111.00,110.87
110.91,111.06,111.24,110.91
111.03,110.98,111.04,110.93
111.03,111.01,111.04,110.93
110.96,110.70,110.97,110.70
110.78,110.76,110.84,110.74
110.74,110.71,110.82,110.67
110.78,110.73,110.78,110.69
110.85,110.84,110.87,110.75
110.90,110.89,110.95,110.84
110.95,110.98,111.04,110.92
110.88,110.98,111.09,110.88
110.61,110.65,110.72,110.59
110.53,110.64,110.71,110.53
110.60,110.51,110.64,110.50
110.68,110.64,110.71,110.60
110.70,110.52,110.71,110.47
110.36,110.32,110.41,110.30
110.20,110.20,110.31,110.19
110.29,110.18,110.35,110.18
110.08,110.09,110.19,110.06
110.18,110.14,110.22,110.13
110.14,110.13,110.26,110.10
110.20,110.08,110.30,109.72
109.95,110.06,110.08,109.92
110.01,110.17,110.18,109.99
110.07,110.27,110.35,110.07
110.26,110.30,110.35,110.24
110.31,110.21,110.34,110.21
110.27,110.34,110.40,110.21
110.27,110.18,110.45,110.09
110.26,110.32,110.34,110.25
110.24,110.25,110.40,110.24
110.30,110.61,110.63,110.30
110.49,110.39,110.68,110.39
110.22,110.38,110.47,110.22
110.37,110.59,110.62,110.37
110.68,110.85,110.87,110.66
110.74,111.13,111.13,110.73
110.99,110.99,111.14,110.94
111.05,111.00,111.07,110.73
111.15,111.27,111.32,111.09
111.19,111.32,111.37,111.18
112.00,111.52,112.51,111.23
111.66,111.50,111.72,111.34
111.40,111.40,111.47,111.27
111.43,111.53,111.62,111.39
111.31,111.38,111.52,111.30
111.32,111.32,111.39,111.27
111.51,111.13,111.51,111.10
111.20,111.14,111.31,111.10
111.16,111.26,111.27,111.15
111.27,111.17,111.27,111.14
111.09,110.91,111.15,110.89
110.99,110.92,111.15,110.59
110.92,110.87,111.08,110.85
110.69,110.62,110.78,110.52
110.70,110.60,110.83,110.58
110.56,110.71,110.71,110.51
110.60,110.51,110.65,110.48
110.73,110.81,110.81,110.66
110.86,110.57,110.94,110.57
110.58,110.61,110.77,110.55
110.69,110.60,110.78,110.60
110.64,110.74,110.75,110.62
110.63,110.74,110.85,110.61
110.74,110.75,110.89,110.67
110.81,110.78,110.86,110.70
110.55,110.61,110.78,110.55
110.78,110.70,110.85,110.70
110.76,110.85,110.87,110.76
110.77,110.87,110.94,110.77
110.99,111.08,111.12,110.89
111.03,111.09,111.17,111.03
111.21,111.23,111.29,111.18
111.26,111.03,111.32,111.02
110.91,110.78,110.91,110.78
110.76,110.81,110.83,110.68
110.66,110.88,110.91,110.66
110.74,110.50,110.83,110.43
110.49,110.56,110.70,110.48
110.86,110.74,110.86,110.60
110.76,110.91,110.97,110.76
110.88,110.75,110.98,110.72
110.97,111.18,111.21,110.87
110.81,110.88,111.04,110.80
111.09,111.06,111.10,110.87
110.95,110.80,111.14,110.77
110.65,110.70,110.73,110.60
110.77,110.82,110.82,110.67
110.75,110.81,111.07,110.66
110.57,110.56,110.88,110.50
110.60,110.34,110.60,110.19
110.41,110.41,110.50,110.33
110.53,110.55,110.70,110.49
110.52,110.59,110.76,109.85
110.61,110.65,110.82,110.57
110.64,110.95,111.02,110.64
110.80,110.89,111.08,110.80
111.10,111.21,111.47,111.08
111.22,111.35,111.40,111.10
111.19,111.32,111.33,111.14
111.31,111.38,111.56,111.30
111.48,111.50,111.61,111.45
111.55,111.62,111.72,111.40
111.86,111.72,111.91,111.65
111.91,112.23,112.24,111.83
112.09,111.79,112.18,111.79
111.89,112.02,112.23,111.89
112.00,111.79,112.18,111.74
112.06,111.68,112.06,111.55
111.89,111.98,112.06,111.83
112.15,111.87,112.15,111.79
112.14,111.99,112.23,111.93
111.95,112.31,112.44,111.95
112.11,112.01,112.28,112.01
112.51,112.70,112.71,112.41
112.28,112.51,112.52,112.27
112.13,112.03,112.29,111.98
111.98,112.22,112.27,111.85
112.02,111.98,112.11,111.93
111.58,111.40,111.71,111.40
111.56,111.34,111.56,111.31
111.36,111.27,111.39,111.18
111.20,111.16,111.42,111.13
111.21,111.40,111.46,111.21
111.32,111.22,111.44,111.21
111.09,110.98,111.30,110.85
111.06,111.23,111.41,110.99
111.21,111.09,111.32,111.07
111.31,111.07,111.51,111.00
111.19,111.34,111.42,111.17
111.44,111.65,111.70,111.15
111.52,111.77,111.79,111.48
111.52,111.42,111.71,111.39
111.62,111.51,111.62,111.39
111.35,110.99,111.46,110.99
111.27,111.01,111.27,111.01
111.00,111.04,111.19,110.99
111.02,111.12,111.23,111.02
110.92,110.60,110.92,110.59
110.73,110.77,110.82,110.71
110.99,110.96,111.02,110.81
110.90,110.96,111.00,110.86
111.10,111.04,111.38,110.96
111.14,110.92,111.17,110.92
111.13,111.04,111.20,110.99
111.13,111.07,111.17,111.03
111.22,111.73,111.81,111.07
111.73,111.39,111.73,111.34
111.63,111.69,111.70,111.53
111.72,111.67,111.98,111.59
111.94,111.80,111.94,111.62
112.00,111.66,112.08,111.65
111.61,111.50,111.61,111.41
111.63,111.66,111.70,111.57
111.74,111.63,111.97,111.58
111.74,111.80,111.86,111.68
111.79,111.86,111.94,111.79
111.90,111.79,111.92,111.79
112.15,111.94,112.17,111.92
111.93,111.92,112.04,111.84
112.05,111.89,112.16,111.80
111.85,111.79,111.92,111.66
111.85,111.72,112.01,111.70
111.75,111.88,111.89,111.74
112.19,112.04,112.20,111.96
112.06,112.06,112.19,112.05
112.02,112.19,112.24,111.97
112.03,112.06,112.20,111.99
112.18,112.01,112.18,111.95
111.99,112.00,112.10,111.90
112.07,111.74,112.07,111.73
111.77,111.89,111.98,111.75
112.14,112.14,112.14,111.99
112.08,112.06,112.09,111.94
111.83,111.88,111.98,111.77
111.56,111.69,111.75,111.56
111.52,111.64,111.72,111.40
111.51,111.33,111.51,111.23
111.31,111.27,111.43,111.21
111.36,111.14,111.36,111.04
111.15,110.92,111.15,110.84
110.87,111.12,111.19,110.87
111.30,111.37,111.50,111.30
111.24,110.83,111.24,110.83
110.91,110.93,111.00,110.78
111.19,111.00,111.19,110.96
111.17,111.17,111.29,111.12
111.25,111.41,111.48,111.23
111.26,111.17,111.32,111.09
110.86,110.93,111.10,110.86
111.08,111.02,111.15,110.99
111.09,111.20,111.26,111.09
111.04,111.12,111.14,110.98
111.04,111.20,111.29,110.95
111.15,111.20,111.29,111.12
111.25,111.29,111.36,111.22
111.27,111.31,111.46,111.27
111.18,110.94,111.20,110.86
110.77,110.73,110.79,110.63
110.59,110.44,110.59,110.34
110.47,110.58,110.67,110.47
110.13,110.21,110.35,110.13
110.27,110.33,110.53,110.26
110.17,110.21,110.25,110.11
109.98,109.92,110.10,109.92
110.06,110.23,110.33,110.00
110.17,110.22,110.42,110.17
110.51,110.32,110.58,110.31
110.39,110.44,110.46,110.35
110.34,110.63,110.65,110.18
110.47,110.62,110.65,110.43
110.66,110.83,110.98,110.66
110.63,110.51,110.67,110.45
110.33,110.40,110.51,110.33
110.30,110.50,110.50,110.30
110.35,110.29,110.40,110.23
110.09,110.21,110.22,110.05
110.52,110.56,110.65,110.36
110.57,110.57,110.74,110.41
110.19,110.17,110.30,110.14
110.42,110.35,110.49,110.33
110.62,110.76,110.82,110.53
110.90,110.84,111.08,110.79
110.69,110.97,111.06,110.69
110.71,110.70,110.82,110.47
110.41,110.41,110.52,110.25
110.29,110.20,110.36,110.19
110.45,110.41,110.45,110.33
110.29,110.58,110.60,110.29
110.43,110.47,110.57,110.27
110.38,110.47,110.53,110.20
110.29,110.25,110.38,110.24
110.23,110.35,110.42,110.23
110.38,110.44,110.51,110.35
110.32,110.59,110.59,110.29
110.64,110.58,110.67,110.49
110.68,110.68,110.74,110.65
110.63,110.61,110.71,110.55
110.62,110.56,110.65,110.46
110.50,110.59,110.60,110.45
110.88,110.83,110.92,110.76
110.64,110.84,110.85,110.64
110.78,110.40,110.80,110.38
110.38,110.26,110.38,110.23
110.32,110.35,110.47,110.32
110.37,110.44,110.51,110.34
110.43,110.34,110.53,110.28
110.65,110.71,110.80,110.62
110.80,110.69,110.96,110.69
110.63,110.53,110.66,110.48
110.39,110.39,110.53,110.30
110.54,110.54,110.70,110.53
110.48,110.47,110.55,110.42
110.33,110.79,110.84,110.33
110.77,110.85,110.89,110.74
110.93,110.98,111.06,110.82
111.14,111.00,111.49,110.87
110.99,110.84,110.99,110.66
110.65,110.61,110.91,110.61
110.56,110.72,110.79,110.56
110.89,110.64,110.91,110.57
110.72,110.50,110.77,110.46
110.52,110.65,110.65,110.43
110.55,110.60,110.67,110.44
110.63,110.62,110.73,110.61
110.65,110.70,110.83,110.57
110.57,110.54,110.66,110.49
110.35,110.66,110.68,110.33
110.60,110.48,110.61,110.43
110.56,110.68,110.73,110.54
110.68,110.62,110.71,110.60
110.62,110.28,110.63,110.24
110.28,110.27,110.42,110.24
110.34,110.81,110.81,110.24
110.90,111.07,111.07,110.84
110.90,110.77,110.90,110.67
110.89,110.93,111.06,110.84
110.99,110.89,110.99,110.84
111.02,111.02,111.15,110.90
110.76,110.78,110.86,110.72
110.76,110.87,110.96,110.76
111.00,111.02,111.08,110.91
111.10,111.09,111.15,110.98
110.97,110.95,111.03,110.89
111.45,111.31,111.52,111.20
111.30,111.21,111.32,110.64
111.00,111.28,111.30,110.94
111.33,111.24,111.33,111.06
111.10,111.04,111.32,111.02
110.88,110.99,111.11,110.54
111.11,111.00,111.20,110.93
111.36,111.10,111.36,111.03
111.33,111.44,111.53,111.28
111.31,111.30,111.41,111.22
111.40,111.32,111.48,111.27
111.27,111.32,111.36,111.17
111.18,111.18,111.24,111.07
111.21,111.41,111.52,111.21
111.36,111.50,111.54,111.29
111.36,111.15,111.36,111.11
111.20,111.17,111.42,111.11
111.22,111.33,111.37,111.22
111.27,110.96,111.28,110.93
110.82,110.73,110.89,110.70
110.67,110.74,110.82,110.67
110.58,110.53,110.59,110.41
110.40,110.38,110.49,110.32
110.43,110.25,110.47,110.20
110.25,110.28,110.33,110.16
110.00,109.93,110.00,109.82
109.77,109.88,109.93,109.72
109.95,109.98,110.09,109.88
109.75,109.94,110.07,109.75
109.96,109.93,110.09,109.93
110.07,110.18,110.21,110.05
110.36,110.22,110.36,110.19
110.16,110.26,110.30,110.05
110.12,110.14,110.28,110.09
110.22,110.21,110.30,110.20
110.30,110.13,110.30,110.13
110.10,110.16,110.26,110.07
110.22,110.31,110.35,110.19
110.32,110.29,110.41,110.25
110.44,110.29,110.44,110.29
110.32,110.35,110.43,110.29
110.25,110.50,110.53,110.14
110.40,110.32,110.40,110.24
110.10,109.86,110.13,109.76
109.96,109.98,110.05,109.90
110.01,110.11,110.22,109.97
110.17,110.09,110.17,110.03
110.12,110.13,110.27,109.96
110.19,110.06,110.19,109.98
110.21,110.32,110.37,110.17
110.15,109.94,110.15,109.83
109.75,109.81,109.86,109.73
109.72,109.62,109.83,109.58
109.67,109.77,109.83,109.67
109.82,109.94,109.98,109.79
110.01,109.89,110.03,109.87
109.91,109.87,109.93,109.77
109.78,109.74,109.83,109.69
109.64,109.68,109.72,109.61
109.64,109.68,109.75,109.53
109.57,109.40,109.59,109.36
109.42,109.47,109.54,109.32
109.58,109.61,109.71,109.47
109.73,109.77,109.89,109.61
109.74,109.82,109.89,109.72
109.98,110.08,110.15,109.90
110.13,110.23,110.24,109.90
110.07,110.41,110.41,110.06
110.18,110.13,110.35,110.11
110.19,110.32,110.46,110.09
110.47,110.45,110.52,110.15
110.33,110.42,110.44,110.28
110.56,110.50,110.81,110.43
110.45,110.37,110.46,110.26
110.61,110.68,110.72,110.51
110.70,110.63,110.74,110.54
110.36,110.55,110.59,110.33
110.57,110.57,110.62,110.43
110.56,110.71,110.71,110.49
110.51,110.72,110.75,110.43
110.66,110.68,110.86,110.58
110.98,110.91,111.06,110.83
110.69,110.55,110.72,110.50
110.73,110.90,110.93,110.73
110.89,110.91,111.24,110.82
111.01,111.15,111.15,110.88
111.01,111.17,111.19,110.88
111.25,111.45,111.48,111.10
111.53,111.31,111.58,111.23
111.22,111.31,111.55,111.15
111.65,111.50,111.81,111.39
111.31,111.16,111.38,111.07
110.90,110.98,111.14,110.90
110.81,111.03,111.16,110.80
110.98,111.25,111.31,110.97
111.06,111.30,111.30,111.06
111.27,111.25,111.29,111.20
111.17,111.42,111.48,111.05
111.43,111.39,111.72,111.35
111.56,111.60,111.70,111.50
111.42,111.38,111.57,111.26
111.40,111.43,111.49,111.25
111.31,110.94,111.34,110.83
110.94,110.87,110.95,110.77
110.98,110.99,111.07,110.76
110.87,110.88,110.95,110.76
110.76,110.72,110.83,110.63
110.97,111.05,111.12,110.92
111.03,110.88,111.03,110.83
110.80,110.76,111.02,110.69
110.84,110.68,110.84,110.63
110.65,110.77,110.85,110.63
110.82,110.77,110.94,110.62
110.65,111.15,111.15,110.55
111.23,111.22,111.30,111.15
111.28,111.35,111.49,111.28
111.33,111.26,111.36,111.26
111.19,111.19,111.40,111.14
111.18,111.40,111.45,111.17
111.37,111.36,111.43,111.25
111.30,111.36,111.48,111.24
111.44,111.77,111.80,111.43
111.77,111.89,111.89,111.65
111.90,112.06,112.07,111.74
111.84,111.82,111.87,111.70
111.69,111.78,111.89,111.69
111.80,111.89,112.04,111.80
111.99,111.93,112.05,111.80
112.09,112.09,112.14,111.94
112.02,112.12,112.12,112.02
111.96,112.10,112.13,111.96
112.00,111.93,112.06,111.90
111.88,111.91,111.99,111.83
111.89,111.84,111.93,111.83
111.88,112.02,112.07,111.88
112.03,111.97,112.04,111.91
112.00,111.94,112.09,111.91
112.00,111.82,112.08,111.78
111.70,111.75,111.78,111.65
111.66,111.73,111.79,111.66
111.68,111.63,111.75,111.61
111.69,111.53,111.69,111.47
111.67,111.77,111.80,111.51
111.85,111.96,112.02,111.81
111.88,112.03,112.08,111.84
111.84,111.85,111.91,111.78
112.06,111.99,112.08,111.90
112.08,112.13,112.14,111.97
112.07,112.20,112.28,111.98
112.21,112.12,112.29,112.00
112.22,112.26,112.28,112.15
112.13,112.23,112.29,112.10
112.25,112.23,112.54,112.15
112.18,112.14,112.27,112.08
112.13,112.20,112.26,112.07
112.24,112.07,112.24,112.04
111.95,111.96,112.06,111.92
111.77,111.57,111.79,111.51
111.56,111.49,111.61,111.43
111.58,111.52,111.66,111.47
111.57,111.57,111.61,111.48
111.53,111.53,111.58,111.39
111.53,111.54,111.61,111.44
111.67,111.72,111.76,111.55
111.74,111.62,111.80,111.49
111.55,111.71,111.76,111.52
111.59,111.48,111.60,111.40
111.58,111.63,111.66,111.51
112.07,112.07,112.12,112.00
112.05,112.07,112.14,112.01
112.11,112.16,112.20,112.05
112.12,112.17,112.22,112.12
112.23,112.25,112.34,112.19
112.34,112.43,112.47,112.25
112.44,112.53,112.60,112.40
112.59,112.47,112.79,112.44
112.49,112.66,112.80,112.42
112.68,112.70,112.87,112.61
112.77,112.67,112.77,112.54
112.53,112.47,112.63,112.41
112.50,112.37,112.54,112.31
112.30,112.40,112.41,112.27
112.36,112.26,112.38,112.20
112.81,112.86,113.00,112.26
113.17,113.09,113.32,112.98
113.17,113.20,113.25,113.08
113.29,113.09,113.31,113.05
113.22,113.35,113.43,113.07
113.35,113.26,113.35,113.06
113.36,113.54,113.59,113.36
113.26,113.53,114.00,113.25
113.57,113.54,113.57,113.17
113.42,113.60,113.62,113.31
113.60,113.34,113.63,113.13
113.31,113.12,113.32,112.93
113.26,113.20,113.34,113.00
113.10,112.96,113.16,112.82
112.95,112.84,112.98,112.73
112.87,112.73,112.95,112.72
112.78,112.87,113.02,112.78
112.73,112.88,112.98,112.70
112.87,113.03,113.05,112.70
112.77,112.95,113.14,112.77
112.95,112.91,113.08,112.88
112.95,112.95,113.03,112.80
113.01,113.06,113.13,112.84
113.09,113.16,113.24,113.01
113.26,113.33,113.46,113.23
113.00,113.04,113.17,112.92
112.98,113.02,113.13,112.86
113.01,112.92,113.08,112.85
113.10,113.15,113.30,113.09
113.07,112.84,113.07,112.74
112.84,112.84,112.96,112.61
112.86,112.94,113.10,112.76
112.94,113.00,113.20,112.94
113.08,112.81,113.14,112.68
113.12,113.07,113.27,112.92
112.84,113.03,113.12,112.81
112.95,112.87,112.99,112.80
112.90,112.98,113.08,112.70
112.94,113.06,113.18,112.84
112.89,112.86,113.02,112.82
113.32,113.03,113.32,112.94
112.93,112.99,113.13,112.92
113.02,113.03,113.18,112.98
112.92,112.96,113.03,112.90
112.99,112.68,113.10,112.63
112.79,112.82,112.90,112.67
112.91,112.82,112.95,112.80
112.90,112.77,113.00,112.75
112.59,112.68,112.79,112.43
112.65,112.66,112.80,112.54
112.60,112.88,112.99,112.60
112.96,112.90,113.02,112.84
112.87,112.62,112.88,112.57
112.50,112.40,112.52,112.37
112.39,112.46,112.53,112.30
112.49,112.25,112.49,112.14
112.19,112.38,112.51,112.19
112.35,112.42,112.59,112.28
112.58,112.50,112.58,112.44
112.54,112.50,112.55,112.43
112.54,112.47,112.62,112.42
112.50,112.66,112.68,112.37
112.71,112.76,112.81,112.69
112.65,112.83,112.88,112.65
112.87,112.86,112.98,112.77
112.98,112.96,113.09,112.84
113.07,112.93,113.11,112.92
112.89,113.00,113.11,112.82
112.89,112.84,113.12,112.80
112.75,112.63,112.77,112.60
112.61,112.43,112.61,112.36
112.43,112.25,112.49,112.21
112.25,112.28,112.38,112.20
112.33,112.25,112.38,112.15
112.54,112.15,112.54,111.93
112.13,112.19,112.30,112.01
112.07,112.19,112.26,112.07
112.40,112.25,112.41,112.17
112.24,112.18,112.39,112.18
112.30,112.25,112.40,112.22
112.21,112.41,112.53,112.21
112.35,112.44,112.66,112.35
112.57,112.40,112.58,112.37
112.50,112.49,112.55,112.37
112.39,112.34,112.52,112.29
112.37,112.40,112.46,112.33
112.31,112.28,112.36,112.25
112.14,112.09,112.20,111.98
112.08,112.04,112.18,111.98
112.13,112.15,112.23,112.06
111.80,112.08,112.14,111.78
112.16,112.18,112.31,112.03
112.05,112.22,112.26,112.04
112.27,112.27,112.36,112.19
112.06,112.15,112.21,111.87
112.14,112.03,112.24,111.91
111.79,111.40,111.79,111.31
111.26,111.07,111.39,111.06
111.11,110.86,111.11,110.80
110.64,110.82,111.02,110.59
110.72,110.55,110.86,110.53
110.46,110.67,110.67,110.46
110.59,110.52,110.65,110.37
110.21,110.14,110.53,110.13
110.37,110.16,110.37,110.13
110.14,110.22,110.28,110.12
110.00,110.06,110.15,109.89
110.11,110.00,110.11,109.96
110.09,110.15,110.20,110.08
110.22,110.15,110.24,110.03
110.09,109.92,110.09,109.91
109.54,109.67,109.68,109.51
109.70,109.81,109.88,109.59
109.79,109.80,109.87,109.61
