WBC,Wabco Holdings Inc. Common Stock,NASDAQ
75.31,73.73,75.38,73.37
74.22,72.71,74.32,72.50
71.53,72.07,72.29,70.48
73.98,72.81,73.98,72.49
73.42,73.66,73.99,72.84
74.28,74.69,75.11,74.25
74.58,74.69,75.05,74.38
75.08,75.52,75.90,74.91
75.55,74.89,76.05,74.76
74.16,74.47,74.72,73.95
75.20,76.47,76.57,74.93
76.74,76.80,77.23,76.30
77.21,77.42,77.90,77.02
77.47,76.72,77.80,76.57
77.93,77.83,78.48,77.62
77.78,78.72,78.79,77.52
78.82,79.17,79.31,78.56
79.08,78.39,79.13,78.00
79.03,79.00,79.50,78.58
79.22,79.51,79.88,78.86
79.75,80.52,81.11,79.59
80.47,80.28,81.10,79.98
80.82,79.95,81.49,79.69
80.31,80.72,80.92,79.69
80.23,79.85,80.54,78.99
80.99,78.68,81.40,74.00
78.69,78.95,79.75,78.55
79.42,79.26,79.58,78.55
79.31,79.06,79.86,79.05
79.85,79.94,80.38,79.65
79.53,80.01,80.19,79.07
79.91,79.69,80.03,79.29
79.22,78.33,79.54,77.96
78.22,78.47,78.94,77.25
79.26,79.38,80.31,78.95
79.25,79.31,79.92,79.18
79.00,79.56,80.01,79.00
79.50,79.39,79.78,79.07
79.40,78.74,79.61,78.68
78.06,77.68,78.16,77.14
77.67,79.02,79.23,77.52
78.94,77.17,79.11,76.81
77.12,78.16,78.50,77.12
77.97,76.89,78.42,76.80
77.05,79.75,80.00,76.88
79.86,79.02,79.86,78.64
78.98,79.28,79.72,78.67
78.50,77.58,78.60,77.36
77.44,77.80,78.20,77.36
77.60,78.45,78.84,77.54
78.60,77.99,78.60,77.50
79.67,78.46,79.92,78.32
78.32,79.09,79.28,77.79
79.23,80.63,80.86,79.00
80.96,81.05,81.61,79.62
81.00,82.07,82.28,80.67
82.50,84.22,84.88,81.66
83.98,83.54,84.18,83.31
83.31,82.56,83.34,82.39
82.73,82.51,82.73,81.71
86.04,85.67,86.26,83.48
85.45,86.24,86.26,85.05
86.07,85.95,86.64,85.00
86.41,85.93,86.76,85.81
86.24,85.08,86.29,85.08
85.00,84.44,85.40,83.83
84.22,84.35,85.63,84.16
84.29,84.58,85.19,83.83
84.54,84.15,84.82,83.80
83.77,83.80,84.25,83.53
82.71,84.26,84.74,82.63
84.50,84.25,85.29,83.59
83.62,84.74,84.89,83.43
84.67,84.36,85.00,83.49
84.47,84.85,85.27,84.01
83.85,83.85,84.25,83.51
83.59,81.75,83.89,81.42
82.06,82.18,82.86,80.81
83.61,83.89,84.70,82.99
83.78,84.87,84.90,83.78
84.14,84.90,85.31,83.98
85.06,84.44,85.83,83.82
84.86,85.30,85.85,84.43
84.66,86.10,86.10,84.66
86.66,87.05,87.09,86.17
86.85,87.61,87.76,86.83
88.09,87.50,88.43,87.02
86.77,87.04,87.29,85.90
87.40,86.84,87.40,86.28
87.43,87.33,88.44,85.07
87.62,87.67,88.23,87.32
87.24,87.20,87.45,86.03
87.57,86.49,88.24,85.87
86.47,85.68,87.02,85.44
86.07,85.32,86.28,84.45
85.44,86.37,86.38,85.20
85.52,87.89,88.99,85.52
88.18,88.93,89.19,88.10
88.96,86.91,89.12,86.36
86.90,86.36,87.63,86.09
86.43,87.03,87.66,86.18
86.95,86.14,87.03,85.75
85.54,86.97,86.99,85.54
87.15,87.17,87.55,86.53
87.40,86.97,87.61,86.49
86.99,85.87,87.23,85.50
85.89,84.73,86.24,84.36
84.93,84.19,85.35,83.94
84.68,84.89,85.69,84.50
85.04,85.75,85.84,84.80
86.12,86.41,86.65,85.80
86.78,87.27,87.41,86.37
87.16,88.27,88.36,86.94
88.47,88.60,89.08,88.13
89.94,89.47,91.69,89.08
89.94,89.51,90.59,89.20
89.47,89.47,90.03,88.80
89.30,89.19,89.86,89.06
90.11,90.29,90.52,89.60
90.43,91.11,91.19,90.43
90.76,90.37,91.14,90.18
90.24,89.40,90.60,89.14
89.18,89.16,89.36,88.69
88.95,89.60,89.76,88.95
89.65,91.29,91.43,89.65
91.29,91.70,92.00,91.02
91.99,92.00,92.00,90.16
91.50,91.74,91.98,91.03
92.06,92.83,92.83,91.65
93.43,92.73,93.80,92.48
92.88,93.02,93.25,92.53
93.44,93.13,93.54,92.14
93.20,92.63,93.20,92.07
92.53,93.10,93.27,92.00
93.19,93.41,93.75,93.09
93.11,92.20,93.41,91.74
92.18,92.55,92.87,91.83
92.73,92.71,93.14,92.14
92.91,94.01,94.20,91.96
93.97,92.80,94.42,92.48
92.87,92.15,93.00,91.79
92.51,93.07,93.16,92.02
93.20,92.79,94.08,92.35
93.27,93.05,93.72,92.25
93.07,93.60,94.57,92.88
93.89,93.77,94.26,93.57
94.49,95.06,95.20,93.97
95.48,95.95,95.95,94.95
96.02,95.02,96.03,94.42
94.72,93.02,94.72,92.77
92.47,89.28,92.74,89.25
89.56,89.56,90.11,87.54
89.85,90.02,90.41,89.32
88.53,86.56,88.53,86.47
86.86,86.99,87.41,85.83
86.30,86.22,87.14,86.06
86.29,84.36,86.61,84.16
84.98,85.67,85.76,84.21
85.49,85.75,86.19,83.92
85.81,87.59,87.69,85.81
88.02,87.92,89.05,87.54
87.92,87.68,88.02,87.00
88.03,89.43,89.87,88.01
89.72,90.00,90.48,89.13
88.95,94.81,95.68,88.62
95.25,96.37,96.82,94.53
96.34,97.40,97.53,95.71
96.97,97.26,98.28,96.94
97.63,99.22,99.37,97.39
99.41,99.21,99.80,98.52
99.07,100.08,101.36,99.07
100.35,100.71,100.71,99.45
100.46,100.20,101.43,99.97
99.46,101.13,101.26,99.24
101.31,102.45,103.15,101.00
100.50,101.08,101.74,99.38
102.01,102.36,102.76,101.69
102.41,103.04,103.50,102.36
103.24,103.68,104.39,103.24
104.04,103.87,104.31,103.46
103.64,104.37,104.47,102.82
105.00,104.61,106.10,103.91
103.95,104.14,104.17,102.69
104.43,102.56,105.28,102.08
102.27,102.69,103.68,100.80
103.60,104.64,105.08,103.60
104.70,104.53,104.84,104.05
104.61,104.95,105.77,104.14
104.31,105.02,105.32,103.67
105.70,105.34,106.72,105.07
105.41,103.41,105.73,102.32
104.99,105.00,106.17,104.58
105.35,103.69,105.89,103.54
103.81,102.45,103.81,101.65
102.46,104.44,105.11,102.41
105.26,105.56,106.34,104.70
106.28,107.62,107.65,106.00
108.18,107.43,109.00,107.28
107.41,106.80,108.28,106.72
107.21,104.97,107.73,104.36
104.62,102.29,105.22,101.10
103.93,104.48,104.69,102.27
104.96,106.62,106.81,104.20
106.85,103.91,106.85,103.55
103.40,102.06,104.04,101.45
103.00,102.30,103.53,101.69
102.74,101.88,103.24,100.31
105.04,107.23,107.50,103.11
106.96,107.37,109.59,106.10
107.60,108.46,108.74,106.43
108.85,108.16,110.07,108.04
108.04,108.88,110.28,108.04
109.50,108.52,109.50,107.99
108.50,108.83,110.79,107.50
109.92,105.89,110.64,104.21
106.40,106.14,106.53,104.35
106.25,107.01,107.40,105.32
107.11,106.82,107.79,106.22
107.16,106.49,108.12,106.32
105.72,105.86,106.73,104.77
105.74,104.52,105.94,104.35
104.74,105.09,105.15,103.58
104.92,105.04,106.96,104.71
104.98,104.89,105.31,104.06
105.65,107.69,107.92,105.44
108.00,107.11,108.50,107.02
106.82,106.00,107.46,105.74
105.77,104.96,105.77,103.58
104.95,107.11,107.19,104.75
107.08,108.29,108.90,106.91
107.37,106.16,107.74,105.42
108.26,107.88,108.43,107.05
108.03,106.92,108.85,106.85
107.11,108.00,108.35,106.59
108.30,108.50,108.65,107.56
108.35,107.25,108.62,106.81
107.64,107.16,107.74,106.61
107.00,106.77,107.34,106.44
107.30,108.36,108.72,106.24
107.89,108.44,109.16,107.59
108.09,108.49,109.26,107.76
108.98,109.04,109.71,107.79
109.38,110.25,110.54,108.80
109.93,110.52,111.65,109.52
109.93,110.32,110.45,109.38
109.63,109.25,109.75,108.60
109.00,106.51,109.20,106.32
106.49,107.30,107.52,105.87
106.99,107.05,107.66,105.96
106.94,107.45,107.86,106.41
107.61,109.06,109.16,107.17
109.41,109.34,109.60,108.65
109.54,110.68,110.89,109.11
110.64,110.62,111.54,110.40
110.01,109.88,111.51,109.85
109.50,110.45,110.64,108.96
110.31,108.83,110.31,108.69
108.63,107.80,109.08,107.80
107.94,106.82,107.94,106.63
107.29,108.91,109.19,106.86
108.93,109.52,109.88,108.90
110.00,110.15,110.93,109.40
109.73,108.98,110.02,108.75
108.90,107.70,109.08,106.63
107.71,106.77,107.95,106.68
105.11,105.08,106.13,104.45
105.39,106.06,106.31,104.93
108.27,106.15,108.27,105.88
106.06,105.63,106.54,105.38
106.07,106.19,106.84,105.64
105.46,104.66,106.67,104.51
104.50,104.63,104.99,104.17
104.63,104.34,105.29,104.24
105.08,104.95,105.94,104.90
105.37,105.71,106.13,105.00
106.01,105.33,106.28,105.24
102.50,103.70,104.50,100.10
103.83,101.85,104.24,101.78
102.02,99.68,102.53,99.54
99.95,99.55,100.22,99.14
98.06,97.48,99.16,97.14
97.40,97.27,97.96,95.88
98.00,99.17,99.60,97.19
99.15,98.98,101.44,98.54
98.43,98.76,99.83,98.01
99.20,97.85,99.68,97.55
98.02,99.67,99.83,98.00
100.37,99.87,100.45,99.75
99.75,99.80,100.80,99.46
100.14,101.11,101.17,99.98
101.01,101.39,101.47,100.45
101.51,101.38,102.12,100.57
101.90,103.16,103.22,101.79
103.48,103.46,104.31,103.42
103.00,104.45,104.64,103.00
104.68,103.99,104.83,103.77
103.76,103.37,103.76,102.81
103.87,103.90,104.20,103.51
104.03,103.02,104.22,102.95
102.94,103.05,103.53,102.50
102.60,102.86,103.23,102.01
102.88,103.20,103.25,102.35
103.09,102.61,103.46,101.96
103.22,101.82,103.25,101.65
102.21,101.82,102.62,101.20
101.50,101.01,101.64,100.56
100.46,100.89,101.45,100.02
100.40,98.84,100.79,98.64
98.50,96.57,98.50,95.60
96.47,96.18,96.47,95.67
95.87,94.86,96.00,94.50
94.95,94.00,95.05,93.77
93.85,94.25,94.48,93.39
94.50,94.01,95.00,93.94
94.01,93.88,94.37,93.59
94.34,92.79,94.34,92.65
92.30,92.66,92.82,91.69
92.12,93.28,93.73,91.25
92.93,93.44,93.66,92.43
93.33,93.22,93.61,92.90
94.39,95.14,95.83,94.06
94.12,93.34,94.12,93.14
93.09,90.95,93.24,90.73
90.50,89.84,90.95,89.42
89.56,89.86,90.23,88.24
90.79,90.39,91.08,90.00
90.60,89.36,91.64,89.31
88.53,86.46,88.60,86.30
86.63,88.72,88.87,85.99
88.97,87.54,89.00,86.88
87.23,86.40,87.59,86.22
86.36,85.61,87.03,85.54
86.03,87.26,88.19,86.03
85.71,89.25,89.54,85.22
88.10,90.69,90.91,87.60
91.90,92.50,92.84,91.50
92.47,92.70,93.50,91.77
93.17,95.20,95.23,93.11
95.29,92.68,95.29,92.61
94.05,95.18,96.24,94.02
95.18,97.94,98.40,94.18
97.28,94.27,97.37,93.73
94.91,96.31,96.31,94.88
96.72,95.24,97.40,94.68
95.05,95.28,97.56,94.14
96.95,97.38,97.60,96.32
99.21,98.93,99.83,98.55
98.51,98.02,98.85,97.23
101.67,100.52,101.93,99.38
100.37,102.31,102.47,100.26
102.18,101.98,103.02,101.90
102.36,102.03,102.78,101.57
102.16,101.85,102.42,101.37
101.55,102.24,102.48,101.36
102.24,101.09,102.24,100.81
101.16,101.16,101.48,100.43
101.25,102.14,103.02,101.13
101.99,103.25,103.56,101.86
103.63,103.12,103.77,102.46
102.89,103.12,103.44,102.01
103.96,103.36,104.13,102.86
103.95,103.71,104.20,102.94
103.97,103.53,104.36,103.41
103.48,103.00,103.95,102.46
102.90,102.62,103.76,101.96
102.56,101.96,102.95,101.57
102.24,102.16,102.59,101.72
102.47,105.15,105.33,102.47
105.16,105.15,105.42,104.55
105.59,104.66,105.93,104.41
105.99,104.60,108.10,104.34
103.45,105.56,105.70,103.22
105.29,101.77,105.29,101.70
101.98,103.21,105.07,101.84
102.33,101.56,102.47,101.40
101.95,102.26,103.05,101.26
101.59,100.80,103.73,100.78
100.93,102.55,102.79,100.64
106.04,105.19,106.09,103.63
105.16,104.91,106.20,104.38
104.98,104.69,105.54,104.55
105.00,106.07,106.59,104.93
106.10,105.57,106.28,105.30
105.82,106.16,106.52,105.42
106.11,105.81,106.43,105.28
105.61,105.10,105.79,104.28
105.58,104.78,106.08,104.70
105.91,105.63,108.16,104.52
104.79,101.40,104.90,101.20
101.61,100.50,101.61,98.84
100.98,101.40,101.89,100.60
102.22,102.99,103.18,101.80
103.16,100.24,103.31,100.08
100.25,99.58,100.81,98.73
99.86,99.55,101.51,98.60
99.00,98.92,99.35,97.59
98.56,94.54,99.12,94.44
94.10,95.47,95.70,92.86
95.64,96.18,96.53,94.64
96.15,98.48,98.62,95.36
99.27,99.58,99.58,97.32
99.22,98.23,99.43,98.15
98.21,100.15,100.25,98.18
98.80,98.51,99.44,97.23
99.49,97.25,99.74,96.99
95.99,97.33,97.43,95.29
96.91,95.17,97.55,94.98
95.40,97.90,98.04,95.16
98.96,99.66,100.64,98.78
98.96,99.29,100.16,98.87
99.78,99.71,100.37,99.23
100.05,100.41,100.81,99.77
99.87,100.37,100.83,99.54
100.49,101.06,101.25,99.38
100.76,102.36,102.76,100.50
103.10,103.06,104.11,102.50
104.22,109.54,110.96,104.16
109.06,110.10,110.55,108.49
109.88,112.85,113.00,109.88
112.56,116.38,116.63,112.20
116.08,117.77,118.95,115.76
117.37,119.02,119.57,117.37
118.86,118.90,120.42,118.54
118.47,119.26,119.33,118.25
118.80,117.67,119.00,116.40
117.85,116.83,118.61,116.56
116.83,118.55,118.96,116.70
118.50,117.57,118.99,117.47
116.87,116.67,117.48,116.14
116.75,116.59,117.24,116.20
116.12,115.52,116.78,115.14
115.91,115.49,116.33,115.29
114.67,113.87,115.12,113.62
114.33,115.20,115.32,114.00
116.00,117.42,117.90,115.60
116.79,116.73,117.69,115.70
117.18,117.49,117.90,116.60
117.07,116.30,117.83,116.20
115.86,118.26,118.64,115.01
117.70,117.05,117.76,115.91
118.26,118.80,119.06,117.09
118.80,118.15,119.01,117.96
118.80,118.58,119.12,117.56
118.55,116.72,118.71,116.48
116.35,116.83,117.40,115.71
116.84,119.74,119.88,116.10
121.00,122.38,122.79,120.65
121.91,122.88,123.53,121.47
122.88,121.22,122.88,120.35
120.52,121.14,122.98,120.32
121.03,122.45,122.68,120.81
122.96,122.29,123.00,121.83
122.70,121.55,122.76,120.87
121.31,120.82,121.59,120.64
120.95,121.00,121.36,120.76
121.00,119.53,121.56,119.43
119.64,119.88,120.03,118.73
120.37,122.57,122.65,118.82
122.74,126.69,127.76,122.29
125.39,126.57,127.07,123.70
127.86,128.83,129.52,127.31
129.30,130.84,131.38,128.47
131.96,133.21,133.31,130.61
126.94,124.34,129.32,122.46
123.50,126.11,126.12,123.00
126.45,127.76,129.37,125.58
127.12,126.00,127.40,125.59
125.71,125.42,126.28,124.59
124.93,124.45,126.05,124.10
125.33,125.92,126.41,124.85
126.15,126.47,127.26,125.71
126.24,124.91,127.31,124.49
125.60,125.94,126.46,124.44
125.76,125.27,126.40,124.87
126.91,126.81,127.97,126.20
127.19,126.49,127.19,126.48
126.08,126.98,127.38,125.55
127.69,130.78,131.47,127.69
130.18,129.98,131.27,129.40
129.91,129.22,130.39,128.58
128.94,130.36,130.49,128.64
130.22,129.25,130.88,128.62
129.58,130.73,131.45,129.58
130.88,131.48,131.98,130.88
131.06,131.89,132.27,130.97
131.50,131.00,131.90,130.51
131.66,132.23,133.00,131.00
132.40,128.45,133.00,128.34
128.07,126.42,128.24,123.80
127.03,125.59,127.20,125.00
124.93,125.20,125.79,124.64
125.80,126.03,126.69,125.34
125.58,125.17,126.28,124.62
124.91,125.54,126.12,124.54
125.08,124.50,125.51,124.31
124.34,124.20,125.41,124.01
125.00,127.14,127.43,124.26
127.04,126.86,127.17,126.23
126.58,126.42,126.73,125.78
124.89,124.70,125.03,124.34
124.86,123.88,125.17,123.56
123.99,124.21,124.70,123.62
124.48,125.75,126.09,124.00
126.05,126.16,126.27,125.50
127.09,126.87,127.28,125.77
126.75,124.62,126.86,124.57
124.19,124.13,124.59,123.48
123.88,123.76,124.92,123.32
123.99,123.61,124.70,123.44
122.48,121.33,123.41,120.73
121.97,123.72,124.29,121.70
124.80,123.84,124.91,123.21
124.29,124.45,124.96,123.47
123.52,123.54,124.84,122.78
124.03,122.51,124.03,120.78
121.06,118.33,121.84,117.26
120.27,118.27,120.58,117.52
119.89,120.34,120.53,119.11
121.65,123.20,123.26,121.30
122.88,123.17,123.72,122.54
122.97,121.13,123.84,121.01
122.04,122.23,122.59,121.26
122.47,123.59,123.74,122.00
123.40,123.37,123.93,122.82
123.05,122.39,123.41,121.96
121.93,122.10,122.93,121.24
122.36,122.78,123.77,122.09
119.50,117.90,120.50,115.45
116.54,116.53,117.75,115.44
117.00,119.39,120.43,116.65
119.58,120.83,121.08,118.93
120.46,121.29,121.40,119.47
122.23,123.47,123.64,121.46
123.42,122.32,123.74,121.70
122.16,121.91,123.90,121.23
122.32,122.67,124.32,122.15
122.71,122.90,123.81,121.44
122.70,123.53,124.52,122.70
124.53,126.03,126.39,123.97
124.20,122.92,124.85,122.23
121.92,121.26,122.77,119.35
121.04,120.49,121.83,120.40
120.16,121.62,121.66,120.00
121.23,122.46,122.53,120.05
122.28,121.74,123.20,121.34
121.30,120.67,121.56,119.40
119.64,116.27,120.29,116.15
115.10,112.35,115.79,112.27
104.35,110.66,114.37,101.38
114.10,110.03,115.29,109.79
111.84,112.31,112.98,109.61
113.92,116.33,117.34,113.92
115.94,116.74,117.14,115.58
116.06,115.32,117.46,115.07
113.71,110.77,114.73,110.47
111.87,113.76,113.82,111.34
114.40,114.92,116.66,114.37
113.55,112.29,113.62,111.38
114.58,114.49,115.80,113.57
115.88,113.31,116.27,113.12
112.49,113.06,113.97,112.45
112.97,113.22,113.68,111.73
113.81,113.78,114.74,112.65
114.67,115.87,116.01,113.98
116.40,117.73,118.22,116.32
117.00,116.74,117.51,116.07
114.92,111.63,115.08,111.14
111.70,110.00,112.71,109.65
107.91,106.35,108.71,106.17
106.34,104.43,106.93,104.30
102.76,104.15,104.43,100.92
103.97,102.96,106.10,102.07
101.68,101.58,101.81,100.34
101.61,104.09,105.50,101.45
105.40,104.83,105.95,102.35
104.99,105.60,106.45,104.08
104.53,105.08,105.17,102.78
106.00,108.49,109.08,105.97
108.00,109.04,109.41,106.49
110.12,111.90,112.38,109.94
111.70,112.92,113.43,111.52
113.14,113.91,114.70,112.70
114.09,113.50,114.64,113.05
112.59,111.71,112.87,110.60
111.63,110.32,112.70,110.14
110.67,109.83,110.67,107.74
109.79,108.80,109.79,106.81
109.48,108.28,109.48,107.04
108.00,109.14,110.29,107.26
110.04,108.32,110.68,108.21
100.43,110.04,112.29,99.13
110.51,111.02,111.97,109.85
109.86,112.61,112.97,109.86
109.45,107.96,109.94,107.58
108.00,112.15,112.59,107.89
111.80,111.43,112.20,110.67
111.77,112.23,112.88,111.14
112.03,114.32,114.81,112.03
114.38,114.75,115.11,112.52
115.16,112.67,115.80,112.50
112.50,112.91,114.03,110.96
112.55,112.70,115.37,110.84
111.87,110.64,111.87,109.87
110.43,110.60,111.00,109.52
110.91,112.02,112.35,110.28
110.49,107.60,111.88,107.45
107.58,106.82,107.98,105.69
106.68,106.45,107.74,106.09
106.85,103.75,106.85,103.58
104.43,105.06,105.33,103.67
105.01,104.61,105.51,104.34
105.14,105.42,106.05,104.71
105.52,105.26,106.49,105.03
104.55,105.83,106.22,104.52
105.98,106.26,107.38,105.98
106.52,107.40,107.62,106.19
107.20,107.48,107.96,106.73
107.48,106.74,108.43,105.75
106.80,106.30,107.74,105.78
104.53,98.87,106.32,97.65
98.79,99.99,100.15,97.98
99.72,100.06,102.20,98.64
100.00,101.00,101.69,98.00
98.77,101.69,103.28,98.77
101.71,101.01,102.72,99.99
99.15,96.81,99.87,95.91
97.02,96.80,97.61,95.60
97.64,97.53,98.39,96.69
97.91,98.50,99.57,96.64
98.13,97.59,98.71,97.18
96.78,96.61,97.21,95.61
98.00,97.39,98.27,96.95
98.00,99.52,100.17,97.54
100.02,101.55,102.42,99.81
101.08,101.93,102.70,101.00
101.45,101.79,102.12,100.71
102.41,103.73,103.96,102.00
103.36,102.54,103.56,102.48
102.32,102.26,103.07,102.22
100.24,101.15,102.06,99.41
101.40,101.16,101.47,100.19
100.05,98.45,101.12,97.86
95.91,93.34,96.64,92.70
94.28,90.45,94.28,90.24
90.77,89.50,91.15,88.46
90.39,89.29,90.62,87.92
89.97,87.21,91.00,87.00
86.70,87.19,87.65,84.64
84.59,86.79,87.28,84.39
87.22,85.31,87.89,84.33
83.66,84.83,85.50,81.66
84.56,85.84,87.12,83.97
87.68,87.55,89.64,86.82
86.68,85.65,87.09,85.37
86.55,87.09,87.24,86.24
86.76,85.95,87.49,85.49
87.08,85.90,87.23,84.63
86.16,89.65,89.73,85.27
88.64,90.69,91.20,87.34
89.18,87.40,89.56,87.23
87.84,88.77,90.12,84.79
88.96,90.45,91.70,87.91
89.57,89.72,90.92,88.52
88.26,88.88,89.50,87.13
87.42,88.82,89.33,86.83
89.25,89.92,91.44,88.12
86.32,86.59,91.27,84.76
87.60,89.72,91.38,87.06
90.81,92.52,92.89,89.81
93.75,96.09,97.13,93.10
96.03,92.18,96.26,92.04
91.77,91.35,91.77,90.46
92.94,93.79,94.66,92.65
93.23,93.60,94.42,92.52
92.19,95.00,95.02,91.61
95.24,93.77,95.91,92.86
94.76,94.44,95.19,94.01
94.50,94.30,95.68,93.23
95.09,96.04,96.31,94.45
96.27,96.15,96.66,95.38
96.55,97.69,98.48,96.23
98.06,98.74,99.54,96.45
98.59,99.86,100.98,98.59
98.37,96.26,99.35,95.99
97.07,97.38,98.01,95.73
97.46,96.83,97.90,95.68
97.48,100.18,100.32,97.12
101.18,100.38,102.72,100.30
99.68,99.43,100.07,98.47
98.67,100.96,101.29,98.67
101.36,105.87,106.32,100.52
106.34,107.02,107.23,104.60
107.00,105.56,107.55,104.93
104.56,105.24,105.99,104.28
105.09,103.86,105.37,103.35
102.57,103.84,104.15,101.58
104.20,104.72,104.90,103.41
104.18,106.65,107.87,102.69
108.32,106.24,108.78,105.58
106.23,106.92,107.36,105.54
104.76,107.24,107.27,104.02
107.31,105.50,107.34,105.23
103.60,104.03,104.63,103.45
103.88,104.98,105.00,102.87
104.37,103.93,105.08,103.26
104.97,104.91,106.59,104.14
105.47,105.73,106.95,105.04
105.86,106.54,107.09,105.40
107.74,110.78,110.88,107.03
111.45,110.89,111.45,109.91
110.68,111.16,111.67,110.50
110.99,111.09,111.65,109.23
111.55,111.65,112.27,111.10
111.92,111.10,111.95,110.48
111.88,111.46,111.93,110.69
111.50,113.50,115.15,110.13
113.72,112.14,114.72,110.92
112.09,113.29,113.51,111.14
111.93,113.91,114.15,111.91
113.55,112.32,114.36,111.99
112.23,112.16,112.91,110.63
112.73,112.68,113.04,110.92
111.34,111.70,112.38,110.07
110.50,107.20,111.00,106.95
107.75,106.00,108.10,105.82
105.38,106.26,106.75,105.12
105.77,105.05,106.67,104.94
105.83,107.47,108.03,105.11
107.06,106.48,108.54,106.26
106.71,105.34,108.08,104.91
105.16,103.69,105.60,103.21
104.18,104.19,105.32,103.63
103.92,103.79,106.06,103.10
102.95,103.24,104.88,102.25
102.35,100.81,102.86,99.39
101.06,101.10,102.11,100.66
100.92,100.46,101.73,100.18
101.49,102.67,103.18,101.05
103.27,105.51,106.25,103.11
105.69,104.99,106.45,104.96
105.00,106.02,106.32,105.00
106.19,107.90,108.12,106.19
106.94,107.67,107.85,105.74
107.43,108.88,108.99,107.43
108.62,107.01,109.07,106.19
107.50,108.48,109.11,106.42
108.73,109.49,110.01,106.02
110.00,109.78,110.88,107.40
108.77,108.68,109.21,108.02
107.49,105.91,107.49,105.69
105.32,104.78,106.65,104.50
104.35,104.16,105.23,103.47
104.61,103.70,105.52,103.54
102.99,103.92,104.21,101.57
103.95,105.12,105.50,103.36
106.96,106.73,108.22,105.81
106.33,105.25,106.95,104.58
105.70,105.39,106.12,104.95
107.34,108.67,108.72,106.48
101.18,95.00,103.49,95.00
93.69,89.87,93.69,87.98
87.09,88.07,90.41,85.16
88.79,89.64,90.20,88.51
90.00,91.57,91.74,89.28
91.60,89.89,92.25,89.41
89.35,87.00,89.39,86.00
86.62,88.38,88.52,84.48
87.70,87.26,89.04,86.26
88.59,89.50,89.71,87.69
90.32,91.56,92.53,90.32
92.65,95.07,95.34,92.65
94.90,92.63,95.46,91.85
94.16,92.97,94.54,92.54
93.15,93.32,93.74,92.79
93.03,93.83,94.06,92.60
93.08,92.09,93.47,91.87
97.00,98.72,99.80,94.30
99.69,98.38,100.69,98.00
98.14,97.71,98.63,96.09
97.71,97.34,98.13,96.50
97.59,99.56,99.97,97.59
100.12,99.90,100.82,99.42
99.42,99.21,99.80,98.39
98.82,100.27,100.43,98.82
99.94,98.96,100.29,98.44
98.52,98.03,98.84,97.58
97.77,99.20,99.91,97.67
99.06,99.14,100.37,98.49
99.77,100.85,101.03,99.67
101.40,101.07,102.10,100.82
100.92,101.01,101.81,100.78
101.40,101.11,101.75,100.96
101.42,101.34,102.35,101.29
100.88,101.44,101.75,100.73
101.41,103.05,103.90,101.41
102.91,103.01,103.42,102.45
102.83,103.00,103.40,102.32
103.00,104.71,105.12,102.60
104.20,105.70,106.04,104.20
104.97,105.17,105.58,104.46
105.85,106.86,107.00,105.63
106.97,106.68,107.89,106.42
106.12,106.87,107.00,106.12
107.27,106.78,107.99,106.53
106.65,107.02,107.74,106.65
106.79,107.06,107.93,106.36
106.53,106.76,107.29,106.13
107.05,106.75,107.86,105.86
107.44,107.65,108.35,107.03
107.91,107.57,108.16,106.85
106.95,107.73,108.09,106.95
107.53,106.89,107.66,106.22
106.51,104.61,106.80,104.37
103.67,106.31,106.92,103.67
105.09,104.33,105.88,103.82
104.34,104.40,104.82,103.60
104.65,106.14,106.60,104.65
105.02,105.25,105.64,104.66
106.12,105.91,110.05,105.76
106.47,106.05,106.47,105.17
106.89,108.87,109.13,106.72
109.96,110.85,111.03,109.65
110.71,108.76,110.71,108.71
108.37,108.12,109.12,107.74
107.51,109.53,109.73,107.24
109.99,112.26,112.54,109.47
112.15,111.20,112.81,110.79
112.78,113.53,113.85,112.08
113.43,112.68,113.61,112.55
113.13,112.97,114.05,112.38
114.16,113.15,114.16,112.80
112.66,113.51,113.63,112.27
113.71,111.70,113.71,110.96
111.99,111.85,113.23,111.63
111.80,110.46,112.00,109.84
110.74,108.77,110.79,108.62
107.68,107.79,108.40,107.13
108.55,107.28,109.18,107.21
107.10,106.06,107.57,106.05
107.72,106.87,107.72,106.44
106.82,105.72,106.98,105.38
106.00,99.51,106.62,98.97
98.11,99.16,99.61,97.83
100.85,99.37,101.99,98.97
99.47,96.92,99.81,96.69
96.39,97.19,98.28,96.39
96.95,98.05,98.21,96.20
97.88,97.49,98.84,97.19
97.77,98.46,98.59,97.37
98.78,97.70,99.68,96.60
97.45,96.60,98.18,96.52
96.82,96.81,97.87,96.52
96.59,97.35,98.78,96.25
99.51,99.31,100.24,98.81
99.10,99.23,99.68,98.05
98.46,100.12,100.85,98.46
101.00,101.42,103.86,101.00
101.02,103.87,104.07,101.02
104.64,102.20,105.82,102.13
102.07,103.34,103.52,101.43
102.67,102.79,103.76,102.52
102.75,101.35,103.23,101.31
100.42,100.00,101.54,99.73
100.92,100.39,101.59,99.87
100.75,102.01,102.09,100.45
101.79,102.00,103.42,101.79
101.99,100.66,101.99,99.90
100.30,96.61,100.54,96.49
96.24,98.41,98.91,96.10
99.39,98.51,100.09,98.31
99.28,101.02,101.56,98.69
100.15,102.36,102.72,99.34
104.25,107.19,108.39,104.13
