V,Visa Inc.,NASDAQ
180.00,179.50,181.50,178.80
178.11,178.27,179.48,175.68
179.80,180.47,181.38,178.50
181.89,182.65,183.14,180.48
183.44,184.26,185.00,182.50
184.26,182.75,184.72,182.22
183.90,185.22,187.46,183.63
185.08,185.24,187.04,184.26
184.18,187.04,187.44,183.93
188.87,190.79,190.86,187.50
191.60,188.10,192.77,188.06
188.95,187.20,189.53,186.60
187.35,186.70,187.81,185.81
189.34,189.96,190.06,187.52
189.90,190.72,190.73,189.15
191.50,190.25,191.83,189.80
190.19,189.38,190.73,188.70
188.44,189.64,189.95,188.14
190.21,191.01,191.40,189.95
191.08,189.92,191.99,189.40
190.21,191.22,191.31,189.25
190.73,188.58,191.47,188.54
189.79,186.75,189.85,185.66
191.00,194.61,196.00,191.00
194.00,193.20,194.60,191.83
192.86,191.97,193.49,191.25
192.70,191.44,193.20,191.15
193.75,177.01,194.90,170.99
181.76,179.17,181.76,173.28
181.62,184.00,184.09,180.84
184.00,184.54,185.14,182.80
184.21,182.89,184.31,180.85
181.41,181.39,182.00,179.90
182.41,180.78,182.56,179.93
180.80,179.81,181.35,179.56
179.40,179.76,179.98,178.40
180.50,179.23,180.64,178.68
179.51,178.35,181.49,178.35
177.45,173.93,177.49,173.45
173.72,173.13,174.73,172.36
172.33,174.98,176.89,172.21
174.61,173.22,175.27,172.90
173.26,178.39,181.50,172.52
179.64,178.92,181.43,177.02
180.40,179.10,180.59,177.62
179.46,175.00,179.46,174.97
172.98,174.17,175.08,172.57
173.37,175.21,175.79,173.37
175.11,175.37,177.28,174.79
175.41,174.42,175.50,173.81
176.03,177.02,178.40,175.25
176.90,176.19,177.88,175.25
176.13,176.21,176.70,175.23
176.32,176.67,177.89,175.05
177.28,178.55,178.65,177.28
182.41,184.59,184.65,181.33
185.00,186.31,186.53,182.91
186.43,185.06,187.81,185.06
185.49,189.00,189.30,185.20
190.96,189.38,191.08,188.88
189.32,191.60,191.90,188.56
190.42,193.65,194.00,190.17
194.53,194.71,198.00,194.01
195.30,198.83,198.83,193.87
197.96,196.24,200.86,196.00
196.24,193.34,196.80,192.62
193.27,191.56,194.00,190.68
192.45,193.56,194.50,191.66
191.99,193.05,193.71,191.81
190.80,191.10,191.96,190.25
191.29,193.22,193.61,190.07
191.90,191.82,193.00,191.00
191.99,188.65,192.11,187.74
188.64,190.48,191.15,188.01
187.95,186.33,187.95,186.32
186.24,182.53,188.38,182.51
183.40,183.85,184.70,180.11
185.94,189.03,189.12,185.55
188.80,192.20,192.20,187.50
190.37,193.44,193.79,190.02
193.03,191.37,194.42,191.37
192.42,195.63,195.81,191.84
195.67,198.28,198.75,195.47
198.72,200.45,200.99,196.95
201.05,200.04,201.68,199.26
200.05,199.98,202.68,199.51
198.68,198.89,199.11,197.18
199.87,202.91,203.38,199.61
203.74,203.06,203.90,201.52
203.57,203.08,204.50,202.45
203.48,204.24,205.25,203.48
204.86,203.82,204.90,201.64
197.05,196.67,198.90,194.26
198.95,199.16,200.97,198.52
199.68,196.42,200.00,196.19
195.38,197.37,197.97,195.00
198.74,199.02,200.19,197.39
199.97,196.10,200.36,196.10
195.77,198.29,198.46,195.77
198.64,199.27,199.70,198.22
198.81,198.27,199.18,196.85
196.65,199.78,199.78,196.50
199.93,200.15,200.23,198.77
199.76,202.00,202.54,199.74
202.00,199.90,202.71,199.27
200.35,197.39,200.40,196.82
197.78,198.12,200.20,197.67
199.28,201.61,202.00,197.45
201.70,202.12,202.34,199.84
202.52,201.93,202.65,201.31
202.66,203.52,203.60,201.62
203.50,203.99,204.83,203.03
204.51,203.46,205.07,203.46
204.10,205.13,206.49,204.10
199.93,201.75,202.60,199.93
201.78,202.74,203.33,201.08
202.19,201.71,202.94,201.52
203.70,201.87,203.84,201.00
201.78,201.59,202.70,201.36
200.91,199.43,201.69,199.43
201.00,205.66,207.91,201.00
204.97,203.44,205.65,202.50
204.51,207.36,208.00,203.92
208.04,207.75,210.57,207.29
208.62,213.25,213.81,207.84
213.10,215.35,215.48,210.00
214.93,216.08,217.87,214.54
216.72,215.97,218.20,215.90
216.99,218.03,218.83,216.55
218.47,218.73,219.59,217.02
218.99,220.20,220.25,218.99
221.00,219.67,221.40,219.15
220.59,220.91,221.62,219.70
221.52,222.68,222.72,221.03
221.54,221.01,222.03,219.50
221.75,221.16,222.49,220.23
221.18,219.83,222.31,219.59
220.75,221.51,222.11,220.46
221.42,222.22,223.00,220.64
223.55,221.91,224.52,221.66
221.84,221.13,222.74,220.01
222.02,218.90,224.19,218.61
218.74,222.65,222.65,218.33
222.85,223.76,224.90,221.83
223.19,221.77,223.76,221.29
222.05,232.18,232.26,222.04
234.39,231.93,235.50,230.82
232.40,232.99,233.82,231.68
231.66,228.25,232.33,227.66
226.40,221.25,226.96,221.25
222.07,216.22,222.07,215.12
217.62,220.96,222.36,217.40
219.10,217.12,220.74,216.50
225.75,220.88,226.00,216.31
216.13,215.43,218.90,215.11
216.51,213.47,217.84,212.07
214.16,214.54,215.88,211.38
213.24,215.61,216.74,213.12
216.08,219.01,219.01,215.78
220.19,221.78,222.00,218.46
221.89,220.55,222.13,219.99
221.13,222.33,222.89,220.05
223.44,224.17,224.90,222.89
222.85,224.05,224.75,222.46
224.27,226.00,226.24,223.51
226.48,226.06,228.48,225.62
225.87,223.88,227.79,223.68
224.16,223.46,224.97,222.59
223.73,223.36,224.67,222.98
223.73,226.19,227.43,223.47
226.19,227.11,228.43,225.49
227.23,226.11,227.90,225.26
226.19,226.28,227.80,225.60
226.47,225.94,227.99,220.70
223.24,221.44,224.04,219.59
225.15,225.50,225.97,222.58
225.62,222.81,225.80,222.30
223.76,223.86,226.07,223.32
224.95,225.56,225.73,223.54
225.51,225.50,226.37,224.72
225.95,227.18,228.39,224.63
226.12,226.10,227.68,225.29
226.66,220.78,227.49,220.43
220.62,220.77,221.92,218.56
221.99,223.78,223.88,221.38
224.60,226.41,226.77,223.25
226.61,223.82,227.09,222.00
224.12,221.82,224.12,220.91
222.97,223.37,232.67,219.70
225.39,220.75,226.23,219.10
222.19,218.40,223.04,218.40
219.95,215.68,220.19,215.68
214.89,215.77,216.17,213.05
214.48,212.09,216.34,210.52
212.79,215.86,215.86,211.67
217.08,214.70,218.16,214.55
214.78,214.66,216.50,213.37
215.79,215.01,216.28,213.38
215.57,207.70,215.71,205.75
206.78,203.41,207.44,201.02
202.82,202.59,205.92,202.00
204.58,207.54,207.78,202.62
208.26,201.55,209.07,200.15
199.23,196.63,200.00,194.84
199.80,201.01,201.95,198.01
203.84,204.05,204.94,199.17
207.00,209.36,209.56,205.48
210.34,207.95,211.54,207.95
208.98,209.13,209.50,208.39
209.34,209.97,210.58,208.53
210.30,208.82,210.30,208.00
209.80,209.40,210.50,207.59
200.00,198.93,203.80,198.56
199.50,201.42,201.93,199.01
201.89,202.67,204.05,201.79
202.26,202.61,203.64,201.90
204.10,206.09,207.31,203.36
205.74,204.42,207.10,204.00
203.75,207.13,207.88,203.00
206.70,205.36,207.02,205.20
207.01,208.70,209.00,204.44
208.93,210.90,212.10,208.61
210.18,210.81,210.87,208.15
211.08,211.70,212.48,211.03
211.99,212.06,212.69,211.40
211.20,209.86,211.88,209.86
209.00,207.45,209.69,206.42
207.59,209.81,210.09,207.59
209.38,210.36,210.98,208.85
210.32,207.92,210.32,207.40
208.85,210.10,210.67,208.59
210.13,209.37,210.28,208.70
209.99,212.07,212.27,209.71
212.99,214.50,214.52,212.82
214.50,213.80,214.50,213.01
214.00,214.67,214.69,213.50
215.88,214.83,215.95,213.33
215.37,213.52,215.69,212.84
213.03,211.32,213.23,210.80
211.16,211.43,211.43,209.45
212.12,212.22,212.50,210.62
212.53,213.00,213.40,211.61
213.49,212.58,213.99,211.63
213.00,214.25,214.78,212.75
212.99,212.68,213.91,212.12
212.39,211.77,213.17,211.23
211.87,211.29,212.07,210.85
210.88,210.24,210.99,209.97
210.14,210.81,211.92,209.90
210.45,211.25,211.25,209.03
211.47,210.32,212.16,208.02
211.52,209.49,212.12,209.10
209.00,209.47,209.81,208.18
209.27,207.79,210.59,207.38
207.31,209.06,210.49,207.31
209.83,208.96,209.86,207.56
208.10,209.28,209.90,207.86
208.66,210.71,211.74,208.50
211.95,214.25,215.35,211.83
214.88,214.84,215.49,214.25
215.31,216.51,217.00,215.10
216.43,216.74,217.55,215.64
216.77,215.26,216.89,213.15
215.50,216.16,216.28,214.51
213.80,215.54,216.89,212.68
215.95,217.00,217.04,214.37
218.75,221.03,222.36,217.65
221.67,221.78,224.75,220.90
222.94,222.67,223.16,221.08
221.94,217.88,222.00,217.83
219.18,220.20,221.89,218.92
219.53,219.22,220.13,218.51
220.92,221.26,222.59,220.61
221.49,221.20,222.54,220.68
223.39,222.74,223.85,221.83
214.10,214.77,216.70,211.34
214.42,214.22,214.96,213.12
214.40,213.50,215.71,213.33
213.49,214.06,214.79,213.45
213.27,211.01,213.36,211.01
209.87,211.81,213.06,209.78
212.85,212.16,213.17,211.52
211.50,210.54,212.39,209.17
209.98,210.69,211.38,209.81
211.18,209.04,211.45,208.60
208.88,210.46,210.55,208.21
211.04,210.58,211.22,210.03
210.09,210.30,211.20,209.45
210.95,211.43,212.10,210.46
212.09,212.52,212.59,211.31
212.89,210.19,213.32,209.93
211.49,214.32,214.43,211.27
214.75,215.00,215.69,214.13
214.58,216.20,216.44,214.43
216.50,215.75,216.97,215.71
216.20,216.09,216.95,215.30
217.20,216.02,217.32,215.85
216.49,216.73,218.00,216.18
217.12,217.13,217.53,215.29
215.00,214.60,215.74,213.77
214.56,212.52,215.00,212.10
213.41,214.73,214.97,212.71
215.07,214.90,216.16,214.31
215.44,214.26,216.12,214.00
214.36,214.21,214.37,213.10
214.01,215.77,216.22,213.50
215.29,214.28,215.47,214.00
214.07,216.88,218.65,214.04
216.70,214.95,216.75,214.45
214.88,214.04,215.75,212.75
213.85,214.64,215.61,213.85
214.91,217.30,217.78,213.65
217.00,215.53,217.49,213.70
215.93,216.44,216.68,215.15
217.69,216.25,218.15,215.49
216.98,213.88,216.98,213.75
213.90,212.46,213.90,212.46
212.78,214.41,215.00,212.25
214.04,210.71,214.27,210.42
211.45,211.94,212.22,210.56
210.21,210.93,211.46,209.12
211.17,213.37,214.02,211.02
212.85,210.01,213.81,209.75
209.00,209.72,210.00,207.80
211.03,211.99,212.30,210.18
212.59,211.79,213.15,211.66
210.81,208.05,211.09,207.85
208.03,212.36,212.54,207.70
212.21,207.71,212.21,207.58
207.89,204.98,209.57,204.98
204.50,204.28,207.75,203.72
204.41,202.72,205.90,202.44
200.86,200.25,201.97,196.95
197.09,203.00,203.21,195.19
204.84,206.00,206.57,203.57
205.53,207.85,208.20,205.14
209.78,213.31,213.38,207.90
213.29,210.92,213.95,210.77
213.87,214.28,215.90,212.68
213.63,213.48,214.15,211.86
213.06,213.41,214.73,212.21
214.61,216.71,216.86,214.06
216.31,214.66,218.40,213.75
228.53,236.65,239.28,228.02
237.29,241.43,242.50,237.29
240.98,241.54,243.20,239.00
239.65,242.97,243.01,239.10
244.16,249.53,252.34,244.00
249.51,250.09,250.90,247.54
250.12,252.43,252.43,249.04
251.98,250.21,252.40,248.53
249.18,249.73,249.88,248.16
248.85,251.95,252.16,248.34
252.40,250.92,252.40,249.59
251.14,248.84,251.16,248.73
248.58,249.80,251.43,248.16
249.79,249.73,251.73,249.07
250.23,249.86,250.83,247.19
247.53,251.67,251.89,247.51
255.14,254.22,256.56,252.82
255.00,254.62,255.25,253.60
255.36,257.26,258.00,254.82
257.48,257.26,258.95,255.60
258.58,258.19,259.50,257.90
256.27,258.15,260.65,256.27
259.17,260.01,260.25,258.23
259.64,261.60,261.88,258.69
262.08,261.14,262.25,260.05
261.64,263.35,263.49,261.00
263.50,263.10,265.63,262.52
259.50,264.14,264.73,259.50
263.78,261.72,264.84,261.00
262.95,263.12,265.58,262.51
260.53,256.78,264.45,256.78
258.17,256.70,258.85,253.09
252.92,253.41,258.45,252.35
254.12,259.08,259.56,253.70
261.84,264.16,264.45,261.14
263.36,261.67,264.58,261.38
262.42,264.21,264.31,262.03
265.01,265.26,266.42,264.06
265.49,267.63,268.85,265.38
267.63,266.62,269.32,266.62
266.48,265.43,267.70,265.05
265.10,264.55,265.38,263.08
265.48,262.20,267.25,262.18
263.38,265.02,266.75,262.49
263.49,259.17,263.50,258.87
259.79,257.50,260.78,254.86
258.44,260.95,261.14,257.45
263.20,264.45,265.12,262.63
263.61,260.53,264.47,259.77
261.04,260.02,262.00,259.14
262.02,260.78,265.81,259.11
256.64,255.56,258.60,254.12
256.71,253.13,257.47,252.36
251.90,254.95,255.10,251.50
256.22,256.84,259.69,254.26
256.16,257.28,259.63,254.50
255.45,257.60,259.00,253.37
258.52,258.29,260.65,258.18
256.94,256.53,257.29,253.80
253.79,250.99,253.79,248.58
252.53,246.36,253.01,246.30
247.53,248.00,248.80,245.17
260.40,254.91,263.62,254.91
256.31,255.34,256.31,249.70
256.71,259.79,260.45,254.74
259.59,264.89,266.73,259.10
267.25,271.80,271.80,265.90
271.75,267.42,272.45,266.04
267.41,265.46,268.34,265.28
266.75,264.55,267.87,263.63
264.98,265.99,266.30,264.25
267.62,270.91,270.91,267.06
272.75,269.63,272.75,268.78
271.48,270.87,271.99,269.87
270.87,269.12,271.00,268.15
270.07,269.10,270.07,268.00
269.04,273.00,273.00,267.06
272.96,273.01,273.32,270.25
273.81,272.47,273.81,271.17
271.26,273.01,274.23,271.26
273.20,273.75,274.50,272.02
273.47,271.31,274.19,271.31
276.71,278.29,278.29,274.44
278.65,275.30,278.65,273.50
275.15,273.75,275.15,272.25
275.00,274.13,275.14,273.75
273.40,269.34,274.48,269.25
270.52,271.42,272.21,269.08
269.64,265.20,269.86,265.20
265.63,264.75,267.38,263.05
266.40,269.58,270.00,266.30
268.84,265.03,268.84,264.50
266.89,269.02,270.05,266.63
268.06,264.50,268.36,264.14
264.09,267.67,267.98,259.01
66.83,66.81,67.19,65.75
67.25,67.41,67.70,66.78
68.03,67.08,68.21,67.07
67.10,67.10,67.69,66.84
67.10,65.73,67.43,65.73
65.25,65.59,66.30,65.02
65.52,65.54,65.81,65.15
66.02,65.66,66.32,65.50
65.47,65.41,66.21,65.39
65.45,65.18,65.52,64.45
64.99,65.29,65.62,64.81
64.73,65.20,65.64,64.41
65.38,65.80,66.19,65.31
65.89,66.50,66.84,65.80
66.57,66.44,66.82,65.76
66.69,66.34,66.69,65.93
66.22,65.61,66.80,65.51
65.52,65.53,65.94,64.88
65.60,65.68,65.91,65.30
65.53,65.65,66.01,65.35
65.10,64.52,65.50,64.35
65.00,64.72,65.21,64.58
65.03,65.35,65.83,64.99
65.82,68.01,69.98,65.79
68.20,67.72,68.22,67.52
68.13,67.48,68.18,67.31
68.39,67.10,68.61,66.93
67.31,66.77,67.50,66.41
66.86,67.34,68.46,66.78
67.18,66.05,67.50,65.42
65.22,65.77,66.66,65.15
66.05,65.58,66.14,65.47
65.77,65.96,66.39,65.60
66.15,65.67,66.65,65.23
65.58,66.58,66.78,65.54
67.14,69.47,70.16,67.01
69.30,69.02,69.70,68.79
68.55,68.69,69.00,67.97
68.75,68.65,68.88,68.19
68.96,70.00,70.03,68.85
70.10,69.57,70.69,69.31
69.74,70.00,70.24,69.13
70.14,70.16,70.56,70.00
70.25,69.78,70.32,69.48
69.55,69.37,69.87,69.28
69.30,69.62,69.85,69.30
69.31,68.54,69.50,68.31
68.85,69.49,69.74,68.50
69.48,69.56,69.78,68.80
69.33,68.68,69.60,68.52
69.13,69.11,69.45,68.43
68.73,69.04,69.46,68.01
69.26,68.95,69.50,68.89
68.63,68.21,69.15,68.03
68.29,68.37,68.70,68.00
68.19,67.68,68.29,67.62
67.67,67.95,68.09,67.53
68.22,69.63,69.67,68.11
69.70,69.64,70.02,69.42
69.43,69.33,69.74,69.02
68.72,68.57,68.99,68.17
68.45,69.01,69.17,68.29
69.11,68.75,69.41,68.51
68.90,69.50,69.84,68.88
69.27,68.69,69.33,68.48
69.32,69.09,69.44,68.90
69.10,69.42,69.59,69.09
69.11,68.86,69.40,68.76
69.38,68.62,69.38,68.51
68.70,68.75,69.21,68.41
67.99,66.72,68.49,66.69
67.34,67.15,67.48,66.76
67.94,67.85,68.30,67.53
68.15,68.24,68.32,67.62
67.55,68.12,68.12,67.36
68.11,67.77,68.20,66.53
67.01,66.73,67.32,66.65
67.65,67.05,67.94,67.02
67.98,68.42,68.54,67.91
69.05,69.52,69.60,68.83
69.97,70.10,70.30,69.47
70.13,70.02,70.28,69.69
70.43,70.57,70.59,69.97
70.40,70.88,70.96,70.28
71.29,72.70,73.00,71.23
72.84,72.02,72.88,71.76
71.94,71.97,72.15,71.62
72.20,71.75,72.25,71.20
76.78,74.80,76.92,74.40
74.28,73.86,74.71,73.58
74.30,74.74,75.18,73.85
74.95,76.01,76.43,74.67
75.89,76.38,76.76,75.24
76.45,75.34,76.51,75.32
75.59,75.77,76.04,75.01
75.53,75.27,76.08,75.03
76.05,74.98,76.17,74.92
75.30,73.58,75.42,73.55
73.68,74.21,74.31,73.32
74.89,74.38,75.18,73.85
73.81,73.36,74.27,73.22
72.87,73.54,73.83,72.39
73.43,73.93,74.43,73.38
73.85,74.22,74.40,73.45
74.00,74.41,74.44,73.50
74.26,74.47,74.73,74.01
74.20,74.40,74.96,73.67
73.56,73.95,74.53,72.81
72.50,71.19,73.62,70.96
64.16,68.36,69.36,60.00
71.69,66.97,71.80,66.60
69.37,70.69,70.99,67.90
71.94,72.40,72.49,70.80
72.10,72.46,72.67,71.60
71.91,71.30,72.08,70.82
69.41,68.96,70.39,68.50
69.94,69.62,69.95,68.70
70.45,70.40,71.08,69.99
69.29,69.16,69.91,68.64
70.75,70.53,71.01,69.55
70.75,69.60,71.38,69.43
69.50,70.23,70.65,69.46
69.86,70.76,70.81,69.46
70.72,70.01,70.80,69.61
70.48,70.51,70.75,69.51
70.45,70.99,71.11,70.05
71.30,70.96,72.32,70.50
69.82,69.79,70.81,69.71
70.62,70.78,71.32,70.22
70.00,70.25,70.39,69.31
70.16,70.95,71.15,69.90
70.35,70.24,70.63,69.64
71.19,70.69,71.46,70.21
70.19,67.20,70.28,67.03
67.52,68.53,68.70,67.20
69.32,69.66,69.66,68.26
70.09,69.99,70.77,68.98
68.80,70.67,70.73,68.36
71.06,72.23,72.34,70.92
72.22,72.08,72.54,71.83
72.68,73.22,73.23,72.45
73.00,73.90,73.93,72.83
74.04,73.98,74.09,73.40
73.74,74.99,75.43,73.67
74.46,75.00,75.25,74.15
74.84,74.20,75.26,73.72
74.96,75.34,75.41,74.58
75.33,76.00,76.54,74.79
75.93,76.99,77.33,75.93
76.64,76.28,76.89,75.93
76.94,75.46,76.94,75.31
75.89,76.42,76.85,75.64
77.46,77.07,77.63,74.95
78.08,78.18,78.31,77.09
78.03,77.52,78.18,77.06
77.82,78.87,78.89,77.44
78.59,78.51,78.71,77.93
78.72,77.58,78.81,77.56
75.19,75.22,76.21,74.53
75.13,77.90,78.58,74.81
78.37,78.35,78.83,77.90
78.42,79.26,79.71,78.42
79.57,78.75,79.57,78.32
78.40,78.04,78.40,77.29
77.65,79.48,79.53,77.61
79.85,79.18,80.25,79.17
78.86,78.31,79.15,78.14
78.02,78.11,78.97,77.77
77.79,78.90,78.91,77.58
78.94,78.83,79.28,78.47
78.96,80.46,80.50,78.74
80.60,80.15,81.01,79.85
80.59,80.19,81.00,79.98
80.59,80.11,80.78,79.56
79.23,79.79,80.20,79.21
79.78,79.56,80.09,79.56
79.64,79.84,80.15,79.61
80.06,79.01,80.13,78.96
79.53,79.91,79.93,78.77
79.83,79.04,80.15,78.97
79.36,78.29,79.77,78.08
78.58,80.40,80.40,78.45
80.13,79.55,80.49,79.07
78.98,79.07,79.67,78.36
78.83,77.88,79.75,77.40
77.91,78.12,79.11,77.63
77.14,76.11,77.14,75.52
76.20,76.87,77.33,75.58
78.37,78.62,79.45,78.21
79.45,79.86,79.98,78.15
79.98,78.69,80.28,78.63
78.04,76.32,78.19,76.28
76.90,77.17,77.36,76.40
77.43,77.38,77.49,76.66
78.08,78.56,78.66,77.56
78.35,78.26,78.71,78.18
78.04,78.53,78.65,77.82
79.00,79.21,79.39,78.90
79.07,78.35,79.19,78.26
78.24,77.55,78.80,77.55
76.06,75.70,76.38,75.01
76.25,76.27,76.51,75.54
75.00,75.27,75.85,74.85
73.76,73.79,75.09,73.35
74.06,72.88,74.51,72.75
73.11,73.92,74.08,72.66
74.52,74.76,75.00,74.02
75.27,73.10,75.39,72.99
73.15,73.80,74.52,72.66
71.94,71.83,72.95,70.66
72.94,71.39,73.02,70.66
69.96,70.68,71.41,69.04
70.72,71.56,72.33,70.10
72.67,72.70,73.18,72.13
72.76,71.74,72.91,71.58
72.18,71.88,72.27,71.55
71.98,70.91,72.48,70.58
71.42,69.33,71.85,69.33
70.43,74.49,74.50,68.76
74.08,74.38,74.78,73.25
73.50,73.40,74.21,73.13
73.76,74.38,74.63,72.43
74.10,73.68,74.63,72.76
73.56,71.54,73.61,70.55
69.95,67.77,70.04,66.30
66.39,68.33,69.48,66.12
69.14,70.15,71.03,69.07
67.79,68.47,69.07,67.43
69.44,70.42,70.47,69.12
71.41,71.10,71.75,70.40
71.73,72.03,72.12,71.30
71.89,71.24,72.25,71.02
71.03,71.53,71.72,70.30
72.28,73.06,73.19,72.10
72.95,72.15,73.12,71.99
71.25,71.85,72.19,70.38
71.96,73.27,73.34,71.94
73.74,72.73,73.91,72.69
72.86,72.39,73.90,72.39
72.99,74.64,74.64,72.90
74.50,74.30,74.60,73.66
74.48,73.91,74.50,73.36
74.22,73.90,74.25,73.61
73.39,71.94,73.45,71.35
71.50,70.62,71.52,70.51
71.00,70.68,71.08,69.90
71.14,70.22,71.40,69.58
71.15,71.63,72.01,70.68
71.60,71.49,71.72,70.95
71.18,71.91,71.91,70.66
71.68,72.37,72.83,71.51
72.28,73.14,73.67,72.17
73.50,73.78,74.10,73.13
73.58,73.77,73.94,73.15
73.24,72.96,73.65,72.93
72.95,73.91,74.17,72.77
73.65,74.14,74.16,73.41
74.14,74.08,74.27,73.72
74.02,75.38,75.59,73.92
75.90,76.78,77.00,75.84
76.62,76.48,76.92,75.95
76.25,77.59,78.25,75.80
77.97,77.83,78.31,77.53
77.14,76.97,77.47,76.58
77.08,78.21,78.28,77.00
77.71,77.58,77.98,77.19
78.08,78.03,78.62,77.81
78.36,77.82,78.78,77.77
77.72,78.52,78.55,77.65
79.03,79.71,79.93,78.91
79.76,80.33,80.67,79.31
80.25,80.08,80.69,79.90
80.20,81.45,81.55,79.83
81.50,80.75,81.73,80.37
80.88,81.15,81.64,80.55
81.50,80.79,81.67,80.68
78.00,79.11,79.36,77.28
78.69,78.14,78.84,77.82
78.45,78.53,78.70,78.11
78.41,78.76,79.00,78.17
78.35,77.68,79.27,77.60
77.52,77.24,78.01,76.86
77.81,78.46,78.47,77.16
77.43,77.19,78.36,76.93
76.56,77.07,77.38,76.35
77.14,77.36,77.70,77.01
77.23,77.72,77.80,76.78
77.69,78.22,78.36,77.58
78.42,79.20,79.33,78.41
79.14,77.30,79.33,77.29
77.80,77.89,78.19,77.07
77.71,76.83,78.28,76.83
77.02,77.80,78.06,76.96
77.57,76.79,77.92,76.52
76.71,77.43,77.88,76.40
76.87,76.88,77.25,76.22
77.34,77.67,78.04,77.18
77.76,77.21,77.99,77.14
77.66,79.38,79.50,77.66
79.50,79.06,79.67,78.95
79.40,79.00,79.40,78.87
78.84,79.66,79.66,78.84
79.86,78.94,79.87,78.76
78.69,79.22,79.32,78.57
79.27,79.95,79.95,78.93
79.55,79.94,80.20,79.16
80.29,80.54,80.90,80.17
80.70,80.60,81.00,80.54
80.60,81.65,81.71,80.47
81.23,81.26,81.54,80.98
80.75,80.18,80.75,79.84
79.00,78.40,80.18,78.38
78.12,78.57,78.75,77.96
78.57,78.17,78.84,78.05
77.89,78.35,78.52,77.14
78.32,76.99,78.33,76.83
78.30,77.34,78.38,77.32
77.81,77.33,78.01,77.15
77.58,76.53,77.76,76.53
77.76,78.23,78.24,76.87
74.80,75.05,76.04,74.45
74.18,73.34,74.58,73.25
75.04,75.16,75.50,74.49
75.98,76.74,76.76,75.71
76.99,74.17,77.14,73.80
74.50,74.48,75.94,74.10
74.25,74.67,74.97,73.83
74.12,74.06,74.75,73.83
74.32,74.51,75.29,74.27
75.30,76.42,76.55,74.79
76.81,76.52,77.19,76.39
76.68,77.48,77.57,76.55
77.68,77.46,77.78,77.20
78.06,78.14,78.54,77.69
78.65,78.30,78.75,78.05
78.35,78.31,78.70,78.23
77.75,78.72,78.89,77.63
78.75,79.36,79.75,78.75
79.44,78.79,79.73,78.40
79.98,79.91,80.08,78.33
80.17,78.94,80.17,78.73
78.98,78.49,79.06,77.94
78.46,78.53,78.79,77.53
78.69,79.19,80.00,78.55
79.24,78.05,79.35,78.00
78.31,78.26,78.53,77.73
78.07,78.28,78.47,77.75
78.28,78.71,78.71,78.21
78.83,79.48,79.65,78.75
79.73,80.14,80.24,79.66
80.23,79.95,80.34,79.80
79.96,80.06,80.48,79.95
79.97,79.68,80.22,79.51
80.00,80.12,80.28,79.84
79.80,80.02,80.08,79.65
80.13,80.91,81.15,80.02
80.42,80.81,80.91,80.22
80.71,80.84,80.86,80.40
80.01,80.27,80.59,79.91
80.01,80.47,80.47,79.74
80.34,81.06,81.08,79.96
81.37,80.80,81.76,80.80
80.80,80.29,80.98,80.19
80.29,80.32,80.52,80.00
80.62,80.57,81.14,80.17
80.54,80.87,80.99,80.54
81.00,81.17,81.19,80.72
80.95,80.90,81.20,80.71
81.14,81.30,81.55,80.97
81.57,82.00,82.15,81.50
82.00,82.53,82.53,81.81
82.48,83.24,83.26,82.36
83.02,82.97,83.63,82.59
82.40,81.33,82.81,81.33
81.34,82.97,83.13,81.18
82.41,81.89,82.44,81.62
81.46,81.49,82.22,81.45
81.42,82.01,82.13,81.19
81.74,82.07,82.26,81.42
82.43,82.51,83.04,82.23
82.97,82.48,83.23,82.32
82.92,83.22,83.25,82.27
83.42,83.36,83.79,83.20
83.33,82.54,83.45,82.52
82.15,81.81,82.26,81.69
81.79,82.16,82.38,81.50
82.38,82.97,83.01,81.94
82.72,81.92,83.06,81.79
82.16,82.70,83.04,81.68
82.42,82.86,83.11,82.30
83.28,82.73,83.53,82.58
82.96,83.35,83.45,82.90
83.12,83.36,83.48,82.88
83.49,82.88,83.70,82.64
83.13,83.12,83.54,82.94
82.68,82.04,82.79,81.57
81.84,82.25,82.54,81.82
81.65,81.87,82.13,81.11
82.04,82.45,83.19,82.04
82.58,82.15,82.69,82.04
81.50,81.58,82.37,81.35
81.65,82.81,82.87,81.65
83.05,82.50,83.10,82.17
82.02,82.35,82.54,81.58
83.27,83.17,83.59,82.71
83.17,82.03,83.17,81.70
81.62,81.75,82.26,81.41
81.96,81.92,82.27,81.61
82.52,82.22,83.36,82.11
82.44,82.51,82.90,82.36
82.64,81.62,82.69,81.33
80.89,80.58,81.38,80.52
80.75,80.65,81.13,80.54
80.65,80.36,81.24,80.33
81.64,82.51,82.53,81.45
82.39,82.88,83.16,82.15
81.81,83.24,83.30,81.22
83.30,81.87,83.96,81.42
81.59,81.88,82.63,81.52
82.02,78.38,82.22,77.30
78.23,78.57,79.54,77.80
78.79,80.08,80.19,78.76
80.32,81.07,81.20,80.18
81.15,80.82,81.50,80.53
81.23,81.69,81.78,80.90
81.69,79.93,81.69,79.26
79.98,79.57,79.99,78.95
79.99,80.13,80.37,79.74
79.66,79.08,80.01,79.05
79.12,79.15,79.58,78.95
79.45,77.32,79.45,77.28
77.57,75.43,77.62,75.25
75.40,75.72,76.25,75.17
76.63,77.31,77.60,76.55
77.94,77.11,77.97,76.71
