AGU,Agrium Inc. Common Stock,NASDAQ
90.69,90.04,91.33,89.73
89.49,89.74,89.85,88.92
89.15,88.81,89.27,88.44
89.85,90.42,90.75,89.01
89.86,91.54,91.75,89.64
91.80,94.77,95.22,91.26
94.34,92.38,94.34,92.29
92.68,91.64,92.99,90.86
91.66,92.07,92.48,91.12
91.80,90.76,91.80,90.56
90.73,90.55,90.84,89.84
91.23,91.26,91.97,90.44
91.24,90.42,91.40,89.81
89.69,89.41,90.36,89.25
89.94,89.12,90.12,88.82
89.02,89.89,89.97,88.46
89.48,88.80,89.98,88.38
89.30,89.33,89.75,89.07
89.10,89.53,90.22,88.64
89.46,89.24,90.35,88.72
87.71,86.36,88.68,85.77
86.40,86.01,86.70,84.36
84.97,84.42,85.04,83.33
84.82,85.52,86.06,84.64
85.71,87.03,87.34,84.96
87.79,86.52,87.91,86.00
85.94,86.96,87.88,85.94
87.43,87.10,87.53,86.85
86.66,87.90,87.95,86.56
87.30,87.91,87.91,87.01
87.69,87.78,88.23,87.05
88.52,89.96,90.27,88.50
90.45,91.68,91.94,89.82
91.94,90.74,92.09,90.22
92.08,93.34,93.59,91.94
93.30,91.68,93.30,91.03
91.82,91.79,92.39,91.60
91.80,89.79,91.90,89.52
89.85,89.51,90.17,89.03
89.29,89.33,90.74,89.27
89.60,89.59,90.02,88.36
89.29,89.08,89.62,88.68
89.36,88.80,89.73,88.28
88.98,87.97,89.02,87.31
87.97,88.26,88.68,87.09
87.82,88.38,88.60,87.25
88.16,91.43,92.21,87.94
84.99,86.50,88.47,83.78
85.01,85.00,85.24,83.79
85.36,83.48,85.76,82.12
83.50,83.21,83.72,77.19
82.78,82.79,83.37,82.31
82.15,81.65,82.50,80.35
81.60,83.05,83.53,80.75
83.75,87.26,87.37,83.43
87.26,85.42,87.67,85.00
85.21,86.91,87.16,85.20
86.86,86.94,87.26,86.40
86.87,86.81,87.82,86.44
85.57,86.98,87.36,85.10
86.42,86.05,86.78,84.99
86.10,85.89,86.88,85.65
86.25,86.41,86.74,85.35
85.47,85.28,86.17,85.19
85.63,86.91,87.41,85.05
86.79,86.71,86.94,86.40
89.38,89.47,89.99,88.73
88.84,88.04,89.60,87.67
87.91,86.86,88.00,86.61
86.90,86.09,87.00,86.04
86.54,85.78,86.58,85.59
86.00,85.04,86.76,84.98
85.00,84.88,85.13,84.40
85.18,84.71,85.18,83.99
85.00,85.18,85.86,85.00
86.31,87.34,87.45,85.49
87.72,89.69,89.96,87.16
89.23,88.27,89.41,87.57
88.38,88.40,88.74,87.46
88.30,89.45,90.45,88.05
90.39,91.89,92.38,90.34
91.50,90.69,92.02,90.35
90.58,91.97,92.50,90.02
91.93,90.99,92.64,90.61
91.30,89.99,91.60,89.72
89.86,87.02,90.00,86.59
86.58,86.34,86.86,86.10
86.62,86.32,87.30,86.21
86.08,84.96,86.16,84.51
84.62,84.92,85.21,84.54
84.46,84.03,84.61,83.60
83.88,84.27,84.49,83.68
83.90,85.47,86.37,83.64
85.73,86.21,86.81,85.73
86.12,87.32,87.68,85.89
86.37,87.73,88.65,86.37
87.54,84.52,87.54,84.40
84.57,83.45,84.75,82.64
84.36,82.40,84.66,82.40
82.53,83.18,83.55,81.60
83.10,83.78,83.99,82.72
83.44,83.50,84.38,83.32
83.91,84.26,84.62,83.70
84.36,85.76,85.98,84.10
85.85,86.86,87.26,85.83
86.83,87.14,87.35,86.52
87.46,86.89,87.95,86.54
86.80,87.15,87.41,86.29
86.82,86.18,86.92,85.40
86.03,86.01,86.31,85.70
86.00,86.46,86.88,84.95
86.90,85.90,87.50,85.45
86.15,85.88,86.54,85.50
85.81,85.32,86.45,84.96
85.49,85.55,85.96,84.76
86.45,88.61,89.06,86.29
88.42,87.27,88.42,86.44
84.84,87.23,88.11,84.75
87.57,88.07,89.30,86.80
87.86,90.07,90.24,87.31
90.01,90.96,91.24,89.81
90.86,90.74,91.27,90.30
89.99,90.75,90.89,89.52
90.62,90.57,90.92,90.06
90.75,89.99,91.05,89.87
90.84,90.09,90.94,89.93
89.91,89.11,90.27,88.81
89.27,89.73,90.08,88.84
90.42,88.91,90.42,88.87
88.80,88.85,89.18,88.48
89.03,89.12,89.46,88.53
89.26,88.93,89.44,88.68
88.96,89.61,89.98,88.72
90.07,90.07,91.10,89.60
90.27,90.84,91.62,90.15
90.50,90.49,90.77,90.01
91.25,92.58,92.82,90.25
92.42,91.08,92.92,90.95
91.39,90.43,91.68,90.28
90.70,90.46,91.12,90.22
90.35,90.38,90.54,90.00
90.50,89.43,90.50,89.40
89.28,88.53,89.40,87.85
88.63,89.40,89.70,88.47
89.71,89.75,90.45,89.32
89.86,90.26,90.76,89.80
90.01,90.09,90.60,89.61
90.00,90.60,90.61,89.83
90.66,90.64,91.24,90.41
91.06,91.13,91.20,90.34
91.02,91.60,91.83,90.68
91.40,91.77,92.13,91.26
91.32,91.18,91.61,90.53
91.09,91.44,91.45,90.92
91.42,91.48,91.60,91.01
91.26,91.39,92.11,90.98
91.83,90.72,91.83,90.60
91.05,90.48,91.05,90.21
90.36,88.84,90.36,88.84
88.94,90.57,90.63,88.55
90.72,90.49,90.93,89.80
90.49,91.56,91.87,89.83
91.60,91.44,92.15,91.06
91.73,93.66,94.18,91.28
94.35,94.70,95.17,93.80
95.06,95.32,95.79,94.66
95.20,93.88,95.20,93.50
93.90,93.88,95.09,92.71
94.00,92.60,94.21,92.25
92.10,91.16,92.89,90.71
90.76,89.19,91.04,88.75
89.08,88.22,89.58,87.87
88.22,88.25,89.12,87.96
87.91,87.32,88.27,87.09
87.38,87.57,87.86,85.92
86.43,87.10,87.43,86.32
87.77,86.38,87.91,86.31
86.46,86.26,86.75,85.87
85.81,85.69,85.96,84.30
85.80,86.39,86.94,85.25
87.04,87.15,87.87,86.95
87.00,87.22,88.05,87.00
87.50,88.16,88.30,86.89
88.04,88.32,89.29,87.66
88.01,88.22,88.44,87.48
88.14,88.26,88.86,87.92
88.70,87.82,88.99,87.69
87.72,88.08,89.15,87.46
87.96,88.78,88.97,87.95
88.89,90.53,91.51,88.56
90.90,91.00,92.19,90.60
91.25,91.36,91.76,90.92
91.51,91.56,91.75,90.96
91.60,91.78,92.04,91.02
92.09,92.28,92.92,91.84
91.40,93.42,93.67,91.40
93.82,93.83,94.13,93.10
93.99,95.21,95.25,93.72
95.77,96.70,96.96,95.62
96.66,96.04,96.82,95.84
96.00,96.37,96.49,95.48
96.36,94.70,96.55,94.60
93.93,94.60,94.72,93.28
94.76,93.43,95.11,93.06
92.89,93.56,94.17,92.75
94.83,93.95,94.84,93.87
93.93,94.04,94.15,93.43
94.04,93.88,94.83,93.27
93.68,93.78,94.44,93.12
94.06,93.85,94.74,93.75
94.07,93.59,94.76,92.84
94.00,95.57,95.85,94.00
96.00,95.69,96.50,95.41
94.80,96.32,96.56,94.58
96.60,96.41,97.13,95.89
97.00,97.52,97.92,96.20
97.48,97.52,97.97,96.39
94.87,96.15,96.63,93.50
95.76,94.49,95.88,94.12
95.28,94.22,95.33,93.90
93.86,92.76,94.09,92.51
92.84,93.73,94.17,92.33
93.67,94.19,94.62,93.40
94.11,92.61,94.19,92.12
92.27,91.60,92.40,91.49
91.94,92.30,92.92,91.40
92.28,93.07,93.10,92.08
93.50,93.87,94.17,93.47
93.80,93.10,94.05,92.54
93.27,93.60,93.65,92.89
93.99,94.75,94.93,93.50
94.48,94.27,94.71,94.08
94.65,93.88,94.80,93.54
93.68,94.21,94.32,93.16
94.43,94.82,95.01,93.62
95.43,95.71,96.33,95.27
95.41,96.07,96.58,95.40
96.06,95.54,96.39,95.35
95.66,96.32,96.45,95.27
96.04,95.89,96.08,95.41
95.74,95.82,96.32,95.47
94.61,94.63,95.44,92.45
93.41,92.79,94.64,92.38
92.39,91.13,92.52,90.83
91.40,92.36,92.51,91.25
92.50,93.50,93.52,92.47
94.45,94.15,95.26,93.69
93.95,91.90,94.28,91.74
91.58,91.82,92.06,91.31
91.74,92.37,92.57,91.59
91.88,91.97,92.22,91.33
91.75,91.07,91.76,90.71
90.83,90.57,91.16,90.35
90.78,90.83,90.83,89.94
91.00,90.32,91.32,90.22
90.42,89.73,90.44,89.72
89.88,89.52,90.13,89.04
89.43,89.89,90.03,89.25
89.89,90.07,90.25,89.72
89.81,89.95,90.46,89.42
89.89,90.32,91.08,89.61
90.49,90.97,91.36,89.93
91.16,90.80,91.32,90.53
91.06,90.89,91.86,90.69
90.62,91.19,91.40,90.62
91.18,91.07,91.19,90.40
91.29,90.73,91.32,90.47
90.50,90.65,90.74,90.44
90.56,91.97,91.99,90.56
91.86,92.54,92.64,91.12
92.52,93.57,93.71,92.14
93.49,93.37,93.72,93.08
93.86,93.46,94.07,93.32
93.59,93.21,93.60,92.78
93.45,92.64,93.45,92.62
92.88,91.69,93.00,91.55
91.22,92.14,92.32,91.22
91.87,91.89,92.04,91.35
92.00,91.63,92.26,91.58
91.88,90.07,91.95,89.91
91.19,91.28,91.70,90.47
91.43,91.40,91.58,91.08
91.42,90.10,91.46,89.73
90.02,89.92,90.12,89.46
89.89,89.52,90.34,89.25
88.99,88.71,89.21,88.08
88.74,88.32,89.22,88.21
88.60,89.66,89.71,88.58
89.82,90.00,90.46,89.67
90.13,90.54,90.62,89.96
90.41,91.24,91.81,89.84
91.17,91.50,91.81,91.17
91.49,91.27,91.49,90.88
91.27,91.53,91.84,91.27
91.59,91.88,91.92,90.82
92.20,92.04,92.90,91.99
91.96,92.14,92.44,91.71
92.14,92.26,92.39,91.57
92.47,92.45,92.86,92.05
92.42,91.90,92.48,91.54
91.78,91.08,92.05,91.08
90.84,90.54,91.28,90.04
90.54,91.58,91.72,90.28
91.20,92.10,92.44,90.92
91.74,92.11,92.36,91.35
92.94,90.43,93.29,89.62
90.17,90.44,90.44,88.77
90.42,90.60,90.89,90.35
90.47,90.04,90.90,89.85
89.98,90.28,90.32,89.58
90.37,90.96,91.03,90.22
91.12,92.06,92.19,91.04
92.46,92.99,93.13,92.22
93.05,93.02,93.68,92.80
92.97,93.21,93.29,92.51
93.20,93.71,93.90,92.82
93.60,93.00,93.88,92.80
93.09,92.98,93.30,92.76
93.35,94.36,94.67,93.28
94.56,94.19,94.88,93.35
93.83,94.86,94.90,93.67
94.94,94.63,94.95,93.92
94.58,94.35,94.93,94.23
94.49,94.03,94.75,93.96
94.26,93.86,94.32,93.52
93.90,93.88,94.25,93.28
93.46,93.35,94.20,93.26
92.90,91.79,92.91,91.37
91.54,91.27,91.89,90.35
90.79,90.99,91.54,90.73
90.93,91.81,91.88,90.40
91.59,92.33,92.64,91.32
92.16,92.87,93.25,92.16
93.03,93.15,93.48,92.59
93.20,93.49,93.52,92.90
93.79,93.13,93.79,92.80
92.72,92.29,93.10,92.20
93.11,94.49,95.10,92.55
94.19,93.62,94.33,92.77
93.54,91.38,93.54,91.00
90.29,90.73,90.83,89.86
90.32,89.52,90.32,89.48
89.15,89.00,89.54,88.43
88.48,87.97,88.60,87.64
85.64,85.80,86.77,84.45
85.20,84.02,85.33,83.52
84.50,85.62,85.96,84.36
85.15,84.63,85.20,84.51
84.64,86.50,86.62,84.27
86.35,85.03,86.35,84.77
84.90,84.19,85.28,84.17
84.33,83.44,85.24,83.41
83.69,83.88,85.65,83.03
83.04,83.97,84.23,82.02
82.73,83.49,85.00,82.46
83.91,82.79,83.91,82.76
82.69,83.84,83.99,82.61
84.46,85.51,85.79,84.02
85.23,85.13,85.81,85.01
85.65,86.38,86.57,85.49
89.80,92.82,93.74,89.47
93.48,94.74,94.82,93.14
94.85,95.94,96.18,94.85
95.75,95.53,96.23,94.80
94.62,96.60,97.42,94.62
96.55,97.82,98.00,96.47
97.45,96.44,97.62,95.94
95.35,97.19,98.50,95.00
97.32,98.14,98.62,96.45
97.73,98.41,98.99,97.10
98.99,98.42,100.31,98.08
98.86,97.88,99.60,97.44
98.08,98.50,98.85,97.60
98.49,100.71,100.83,98.49
100.81,99.76,101.23,99.66
99.20,100.28,100.47,98.77
100.00,99.85,100.61,99.78
100.11,102.29,103.93,99.86
102.93,101.98,103.59,101.58
102.04,101.46,102.24,101.20
102.71,102.27,103.18,101.70
101.48,99.56,101.48,99.35
99.51,98.84,99.79,98.76
97.72,97.24,97.86,95.94
96.75,97.42,98.33,96.25
96.71,96.14,97.61,95.35
96.14,96.41,97.07,95.69
96.45,97.78,98.43,95.55
97.47,96.70,97.70,96.52
97.10,96.96,98.05,96.33
96.43,95.37,96.62,94.78
95.22,96.16,96.19,94.51
96.36,94.67,96.78,94.27
94.81,94.00,95.39,93.87
93.38,91.53,93.38,91.46
91.36,91.28,92.41,91.04
91.23,92.42,94.24,90.92
92.84,94.47,94.70,91.88
95.86,95.84,96.42,94.36
96.47,95.95,96.68,95.19
95.95,95.46,96.27,95.16
95.68,95.71,96.44,95.02
95.82,95.91,96.51,95.51
96.16,95.80,96.28,95.17
94.95,95.32,95.93,94.95
95.40,95.12,95.83,94.61
95.11,94.72,95.45,94.48
94.97,95.37,95.55,94.44
94.64,94.04,95.14,93.22
94.77,94.01,94.81,93.09
94.78,97.66,97.86,94.58
98.42,99.78,100.48,98.01
100.14,99.55,100.45,99.29
99.28,100.54,100.58,98.46
100.90,100.02,102.00,99.79
99.09,97.00,99.57,96.20
98.02,97.86,99.21,96.86
97.83,100.12,100.26,97.49
100.57,102.51,102.57,100.44
101.90,102.01,102.37,100.75
102.89,107.20,107.68,102.89
106.86,104.51,106.86,104.42
104.02,104.50,105.32,104.02
104.22,106.25,107.16,103.86
106.91,104.39,106.94,104.27
104.63,105.61,105.61,103.25
104.32,106.65,108.30,104.00
107.69,108.08,109.46,106.64
108.41,108.19,108.88,107.21
106.90,105.64,107.52,105.43
106.91,106.40,107.81,106.08
106.20,105.03,106.20,104.30
105.28,105.63,106.34,104.85
104.86,106.00,106.44,104.77
106.14,106.52,107.70,105.68
108.27,106.98,108.27,106.26
107.17,108.58,109.02,107.16
108.96,108.14,109.13,107.64
107.47,106.97,108.02,106.36
106.22,108.64,109.32,105.93
108.30,108.46,108.71,106.82
107.38,109.89,109.89,107.38
111.77,113.77,114.68,109.21
114.10,115.87,116.65,113.63
115.37,114.39,115.95,114.16
114.50,115.53,115.84,114.50
115.30,116.39,116.81,114.71
116.48,114.86,116.70,114.51
114.30,112.58,114.45,112.45
112.50,111.75,113.70,111.49
110.73,110.42,111.38,109.82
110.89,111.77,112.20,110.52
109.90,110.10,110.66,109.51
110.07,109.97,110.57,109.57
110.64,110.72,111.70,110.03
109.84,110.42,110.71,109.34
110.54,112.62,112.82,110.45
111.91,112.29,113.10,111.43
111.83,111.44,112.14,109.80
109.82,106.95,109.86,106.87
107.52,108.70,110.16,107.09
108.88,109.15,109.79,108.43
109.10,109.47,111.28,108.75
109.73,109.34,112.08,109.02
109.52,107.50,110.89,107.09
106.85,106.30,107.18,105.97
106.28,106.99,108.49,106.13
105.88,104.27,106.36,104.05
104.65,104.09,104.79,103.32
104.13,104.83,106.49,104.13
104.89,104.88,106.23,104.81
104.77,105.35,105.91,104.51
106.03,105.16,106.87,105.02
105.08,106.23,107.38,105.08
106.59,106.95,107.78,106.21
107.06,106.65,108.52,106.21
107.31,106.07,107.51,105.44
106.38,105.53,106.60,105.17
105.69,107.21,107.90,105.46
107.08,106.38,107.46,106.07
106.54,104.39,106.69,103.63
104.23,105.14,105.17,103.14
103.70,104.55,104.75,103.06
104.29,106.03,106.54,104.23
106.30,105.16,107.00,105.08
105.22,103.79,105.75,103.53
103.69,105.00,105.13,103.36
104.82,105.34,105.78,104.74
104.67,103.63,104.67,103.17
103.44,104.32,104.74,102.79
104.62,104.51,106.18,104.45
104.56,103.61,105.14,103.47
104.13,107.13,107.77,103.33
106.60,108.67,108.86,105.49
109.51,108.74,110.21,108.64
108.59,108.19,109.07,107.74
108.49,108.47,108.98,106.50
108.38,107.23,109.03,107.14
107.93,107.36,108.18,106.64
107.30,107.68,107.80,106.58
107.43,106.39,107.68,106.33
105.85,106.42,106.80,105.20
106.64,106.97,107.47,106.19
107.09,109.52,110.13,106.58
109.06,108.62,109.39,108.40
107.61,106.01,107.61,105.37
106.08,104.58,106.09,104.15
104.01,105.30,105.49,103.84
104.80,103.96,105.24,103.86
103.97,103.32,103.99,101.82
103.44,104.15,104.73,103.12
104.06,105.17,105.88,103.86
104.43,103.90,104.53,102.74
103.53,103.79,104.27,102.82
103.64,102.20,103.64,101.96
102.25,102.89,103.11,101.80
103.85,104.02,104.63,103.67
104.01,104.17,104.68,103.93
103.46,104.06,104.23,102.82
103.29,104.20,104.69,103.15
103.97,104.00,104.66,103.50
103.75,103.66,104.82,102.55
104.09,104.20,104.84,103.50
103.38,101.61,104.09,101.43
101.69,102.89,103.38,101.55
102.65,103.71,103.93,102.65
103.75,103.05,103.96,102.89
103.78,106.04,106.25,103.41
105.20,104.35,105.55,103.68
103.50,102.10,103.95,101.75
102.37,105.95,106.16,102.16
106.22,109.36,109.46,105.21
108.66,106.84,108.66,106.38
106.03,107.93,108.94,105.74
107.19,105.18,107.19,102.93
104.34,103.10,104.79,102.84
104.32,101.53,104.50,101.33
102.42,103.22,103.34,102.02
104.02,104.88,105.86,103.50
104.93,105.71,106.00,103.75
105.51,105.14,106.20,104.41
106.08,105.26,106.36,104.69
105.16,106.17,107.75,104.57
105.99,103.65,106.17,102.64
103.67,104.98,105.13,103.67
104.51,102.70,104.72,101.88
103.16,102.23,103.25,100.51
101.87,101.18,101.87,100.27
100.69,99.22,101.59,98.87
99.56,98.82,99.89,97.06
99.06,98.96,99.30,97.90
98.76,100.76,100.79,98.16
101.20,102.26,102.74,101.19
102.22,100.97,102.25,100.68
101.18,101.86,102.46,100.61
102.58,102.11,102.80,101.76
102.02,99.83,103.44,98.77
99.73,100.78,100.99,99.38
101.10,103.80,103.90,100.54
103.08,103.32,103.39,100.98
102.91,101.68,102.91,100.99
101.44,102.76,102.78,100.70
103.10,104.66,104.82,102.54
104.70,105.92,106.49,104.31
105.65,106.36,106.76,104.90
106.15,105.09,106.53,104.65
104.37,102.25,105.48,102.20
101.30,97.48,101.36,97.17
94.36,94.93,98.12,92.84
97.48,95.58,98.05,95.36
97.78,99.00,99.06,96.30
99.61,102.85,103.49,99.51
101.93,103.01,103.26,101.35
102.33,103.87,104.26,101.61
100.92,100.05,103.38,99.41
101.03,100.52,101.22,98.33
100.74,101.13,101.74,100.03
100.29,99.26,100.37,98.86
100.75,102.20,102.32,100.71
103.03,102.51,103.85,101.94
102.17,103.30,104.01,102.17
102.74,102.63,103.46,101.39
102.77,101.57,103.50,101.41
101.62,103.19,103.55,101.37
103.51,104.91,105.60,103.45
104.70,102.27,104.70,102.12
101.37,99.91,101.65,99.57
99.96,98.61,100.00,97.27
97.15,95.19,97.15,92.02
95.53,92.40,95.53,92.16
91.73,92.39,93.25,89.31
93.27,91.45,93.27,91.20
89.77,87.38,89.91,86.60
87.36,88.20,88.99,87.33
89.11,89.50,89.92,87.87
90.19,87.96,90.30,87.20
87.07,89.93,89.93,86.84
91.05,91.82,93.05,91.04
91.86,93.18,93.51,91.56
93.40,95.02,96.44,93.20
94.77,95.53,96.36,94.77
95.80,95.70,97.26,95.44
95.90,95.37,97.55,95.00
95.05,95.06,96.38,93.63
95.11,97.24,97.64,94.90
97.53,96.87,98.05,96.41
96.65,95.22,96.73,95.00
94.72,94.89,95.08,93.77
94.88,94.55,96.17,94.16
94.41,92.83,95.03,92.19
93.12,94.87,95.11,91.93
95.41,96.17,96.95,95.24
96.46,95.45,97.21,95.42
94.71,93.44,94.84,92.80
93.47,94.72,96.27,93.46
93.95,94.75,95.09,93.40
94.72,93.07,95.00,92.79
92.87,94.23,94.36,92.82
93.85,96.34,96.98,93.56
96.43,95.42,97.21,95.06
96.60,96.29,99.99,95.08
95.69,96.88,97.11,94.25
96.41,97.81,98.25,96.41
97.69,95.68,97.93,95.20
96.05,95.04,96.05,94.12
93.85,94.03,94.83,93.08
93.96,94.49,94.86,92.66
94.25,95.02,95.38,93.85
95.43,94.42,95.81,93.65
94.39,94.60,95.51,93.95
94.49,94.92,95.83,94.42
94.92,95.10,95.60,93.97
94.66,96.05,97.20,94.60
95.84,97.50,98.06,95.34
97.20,97.12,98.20,96.81
97.37,97.06,97.45,96.43
96.62,98.73,99.14,96.34
98.72,98.88,99.60,98.46
98.90,98.44,99.55,98.19
98.87,97.80,99.49,97.10
97.56,98.92,99.10,96.81
97.87,97.78,97.92,96.16
96.48,96.01,97.43,95.53
96.23,96.37,97.38,95.35
96.30,96.09,97.92,95.79
94.41,94.01,96.13,93.78
93.88,93.01,94.31,92.63
93.24,93.44,94.97,92.56
93.79,94.36,94.67,92.06
94.43,92.21,94.72,92.03
91.86,92.07,93.14,91.55
92.55,89.29,92.96,88.78
89.19,90.85,91.62,89.15
91.57,93.05,93.10,90.84
93.06,92.55,93.21,91.60
91.93,91.51,92.72,91.06
91.42,91.46,92.15,90.46
91.15,90.22,91.83,90.02
89.88,89.34,90.18,89.00
88.10,88.95,89.03,86.63
89.28,88.26,91.01,87.28
86.83,85.65,88.37,85.14
84.15,83.73,85.88,83.67
83.80,82.74,84.25,82.54
83.44,81.90,83.79,81.06
82.42,83.72,84.01,82.03
84.38,83.35,84.54,83.20
83.37,86.18,86.66,82.53
83.94,85.31,85.40,81.90
84.73,85.64,86.71,84.49
84.33,86.44,87.38,83.73
86.78,86.47,87.23,85.17
88.54,87.80,88.96,87.25
87.31,84.77,87.41,84.70
85.58,85.89,86.62,84.98
85.40,85.39,86.74,84.09
85.46,86.96,87.14,84.64
86.99,86.87,87.57,85.12
87.24,85.53,87.37,84.67
84.52,83.34,84.76,82.79
84.61,86.06,86.28,82.81
86.73,87.32,87.87,85.70
86.88,86.16,87.15,85.21
84.88,84.01,85.85,83.72
82.50,83.69,84.95,79.94
83.97,82.11,84.29,81.70
80.62,81.92,82.55,80.30
82.32,82.53,82.77,80.96
83.62,83.02,83.69,81.32
83.50,84.53,85.94,83.49
85.29,84.45,85.35,83.87
83.77,82.00,83.98,81.93
82.73,82.66,83.83,82.44
82.03,82.00,82.32,80.69
81.10,82.23,82.51,80.45
83.07,84.37,84.55,82.55
85.07,86.49,87.30,84.83
86.65,85.93,86.65,85.57
87.51,88.00,88.24,86.35
87.19,87.34,87.63,86.30
87.50,88.17,88.34,87.06
88.03,86.24,88.35,86.00
86.10,87.96,88.49,85.91
87.53,87.35,88.25,87.07
87.79,88.19,88.78,87.53
88.45,87.72,88.47,86.37
88.57,89.19,89.51,88.21
89.10,89.93,90.60,88.83
89.68,89.25,89.75,88.59
89.10,89.99,91.00,88.95
90.43,91.48,91.69,90.23
91.34,92.02,92.26,91.34
91.92,92.21,92.94,91.49
91.55,91.04,92.00,90.72
90.89,90.86,91.31,89.89
90.10,89.55,90.10,88.91
89.59,89.91,90.00,88.72
88.86,89.07,89.47,87.72
89.58,90.36,90.46,89.31
90.19,88.29,90.68,87.92
87.49,88.46,88.72,86.65
88.39,86.99,88.46,86.62
86.38,85.70,87.01,85.66
85.68,86.51,86.61,84.56
86.19,86.24,86.30,85.27
87.43,87.61,88.37,87.21
87.72,87.90,88.38,86.95
88.23,89.28,89.36,87.66
89.48,88.15,90.00,87.89
87.71,83.22,87.76,82.87
83.12,83.67,83.90,81.17
83.31,83.88,84.24,83.01
84.29,87.04,87.06,84.20
87.43,86.99,88.05,86.65
86.75,86.03,88.29,85.91
86.44,86.08,87.09,85.61
86.00,86.40,87.13,85.60
86.43,85.80,86.89,85.76
85.88,86.20,86.59,85.53
85.83,87.00,87.16,84.70
86.76,86.12,87.11,85.76
86.36,86.00,86.49,85.45
85.45,84.30,86.14,84.30
83.75,86.16,86.95,83.56
86.78,83.78,87.12,83.58
83.50,84.40,84.68,83.15
84.07,84.60,84.98,83.49
84.63,87.71,88.12,84.25
87.69,86.60,87.75,86.56
88.57,87.43,89.36,87.05
87.16,86.49,87.88,86.36
86.68,89.52,89.89,86.68
89.02,89.98,90.76,89.02
89.68,88.24,90.40,87.58
87.33,87.70,88.45,86.84
88.10,87.87,88.92,87.67
88.35,89.44,90.24,87.86
88.95,88.65,89.70,88.50
89.19,90.63,91.01,89.09
91.00,90.62,92.05,90.48
90.22,91.28,92.02,90.04
91.73,90.20,91.76,89.88
90.05,90.51,90.53,88.64
90.05,91.08,91.40,90.05
91.10,91.88,92.10,90.75
92.54,94.38,94.68,92.11
94.76,95.63,96.53,94.76
96.11,95.84,96.68,95.46
94.43,94.70,95.00,93.30
94.00,93.92,94.71,93.18
94.06,93.64,95.25,93.02
93.69,94.00,94.17,93.22
94.24,93.05,94.74,92.91
92.24,92.69,92.79,91.25
93.10,93.78,94.42,92.40
95.16,94.83,96.19,94.50
94.99,94.26,94.99,93.73
94.68,93.71,95.00,93.68
94.63,95.80,96.34,94.63
92.12,92.01,93.77,91.48
90.76,88.66,90.90,87.68
89.11,88.61,89.19,87.97
89.54,89.38,90.32,89.03
89.74,90.42,91.00,88.57
89.90,90.73,91.96,89.72
90.38,88.60,90.69,88.57
88.03,89.12,89.52,87.62
89.79,88.96,90.28,88.84
89.47,89.25,89.81,88.68
89.38,90.04,90.39,89.18
90.68,91.26,91.99,90.66
91.22,92.87,93.98,90.75
94.00,95.53,96.48,93.74
95.49,95.75,96.32,95.07
95.65,96.52,96.61,95.15
94.98,94.02,95.74,93.68
94.09,94.32,95.61,93.52
94.04,93.13,94.45,92.76
92.88,92.39,93.11,92.01
92.36,92.00,92.47,91.30
92.00,93.01,93.26,91.89
93.06,92.31,93.59,91.94
91.38,91.40,92.16,90.48
90.89,90.76,91.76,90.12
90.61,90.09,91.32,89.94
90.12,90.69,91.20,89.82
90.45,90.20,91.16,89.93
88.83,89.40,89.60,87.75
90.55,89.91,90.90,89.86
90.01,91.17,91.19,89.62
91.15,92.02,92.10,91.15
92.48,91.97,92.85,91.60
92.14,92.48,92.73,91.84
92.04,90.59,92.99,90.35
90.59,92.51,92.67,90.59
92.92,92.08,93.11,91.36
91.85,92.08,92.49,91.20
92.09,90.99,92.42,90.90
90.50,90.61,90.87,89.96
90.30,91.28,91.39,89.71
92.20,92.14,93.00,91.80
92.13,91.51,92.16,91.17
91.28,91.10,91.84,90.88
91.53,89.04,91.94,88.73
89.00,89.48,89.92,89.00
89.33,95.76,100.24,89.33
95.12,96.36,96.66,94.99
96.18,96.66,96.77,95.01
97.00,98.18,98.95,96.40
97.99,96.35,98.34,96.13
96.10,97.15,97.38,96.05
96.98,96.08,97.28,95.77
95.25,95.21,95.82,94.19
94.88,92.64,96.61,91.65
91.09,88.65,91.93,88.21
89.10,88.38,90.30,88.32
88.30,89.61,90.42,88.28
89.42,89.60,89.88,88.97
89.82,90.04,90.11,89.35
90.00,90.87,92.04,90.00
91.46,91.46,91.86,90.66
92.25,92.61,92.90,91.84
91.77,91.66,92.02,90.56
91.48,90.34,91.78,90.06
90.09,90.77,90.87,89.62
90.32,91.27,91.32,90.07
91.36,90.76,91.78,90.44
91.34,90.69,91.62,90.18
90.27,89.94,90.81,88.28
90.06,88.76,90.06,88.39
88.94,89.97,90.40,88.70
89.92,90.07,90.38,89.63
89.54,89.53,90.13,89.05
90.12,90.04,90.52,89.44
89.81,89.41,90.07,89.15
88.89,89.05,89.36,88.50
88.43,89.31,89.34,87.78
89.87,89.49,90.42,89.28
89.78,88.01,89.83,87.89
88.73,89.96,90.28,88.73
89.96,90.92,91.57,89.89
90.51,90.18,90.77,89.88
89.89,91.03,91.38,89.35
91.01,92.84,92.95,90.80
93.06,92.73,93.48,91.87
91.97,93.37,94.33,91.97
94.40,93.32,94.45,93.03
93.25,93.05,93.95,92.48
93.24,91.82,93.30,91.78
92.52,90.54,92.52,89.69
90.63,91.25,91.59,90.46
89.48,90.25,91.27,88.65
89.46,89.51,90.32,89.17
