AGU,Agrium Inc. Common Stock,NASDAQ
90.84,92.62,92.91,90.17
91.94,95.47,96.11,91.77
94.01,95.10,96.12,93.07
95.42,97.85,99.24,95.21
97.52,97.85,97.99,95.78
97.80,98.13,99.07,97.63
97.79,98.48,98.58,96.26
97.87,97.87,98.28,96.90
97.88,97.84,98.65,97.43
97.29,98.40,98.52,97.05
98.84,100.81,101.00,98.77
100.97,99.31,101.06,98.71
98.97,97.69,99.28,97.49
97.96,98.07,98.68,97.34
98.33,98.25,99.15,97.88
97.79,98.20,98.51,97.31
99.10,100.85,101.94,98.30
101.43,100.77,103.00,100.46
100.96,100.15,101.07,99.85
100.80,102.41,103.16,100.44
102.08,103.24,103.53,101.54
103.55,104.96,105.01,102.85
105.36,106.65,106.82,104.97
106.64,109.38,109.71,106.47
109.39,106.83,109.73,106.72
106.66,103.02,106.80,102.69
102.79,101.50,104.20,101.28
100.60,102.02,103.44,100.22
102.05,100.06,102.39,99.91
100.00,98.86,101.04,98.61
99.33,100.93,101.37,98.50
100.72,99.79,100.98,99.08
99.72,100.70,100.93,99.27
100.63,100.28,101.70,99.48
100.78,102.98,103.61,100.78
102.39,100.18,103.13,99.73
100.17,100.92,101.17,100.15
100.88,100.55,101.79,100.00
100.70,100.19,102.33,100.08
100.89,103.22,103.68,100.87
103.24,103.46,103.95,102.77
103.29,102.43,103.46,101.60
102.39,102.52,103.07,101.59
103.58,102.91,104.20,102.47
102.82,105.40,105.44,102.59
106.63,105.50,106.63,103.74
105.50,105.38,105.84,104.43
