CBPO,China Biologic Products,NASDAQ
22.00,21.42,22.05,21.00
21.50,22.34,23.36,21.50
22.35,23.00,23.30,22.30
22.87,23.21,23.38,22.34
23.27,23.19,23.40,23.17
23.44,23.51,23.68,23.30
23.34,23.65,23.65,23.12
23.50,23.44,23.52,23.34
23.70,24.10,24.10,23.40
23.98,24.51,24.78,23.55
24.57,24.73,25.04,24.57
24.61,24.75,25.31,24.37
24.76,24.59,24.78,24.50
24.72,24.73,24.75,24.44
24.87,25.60,26.00,24.42
25.82,25.50,25.82,24.89
25.65,25.53,25.95,24.82
25.53,25.94,25.96,25.50
26.00,26.00,26.00,25.52
26.00,25.98,26.03,25.82
26.15,25.95,26.37,25.87
26.00,25.62,26.00,25.60
25.57,24.94,25.85,24.91
25.00,24.78,25.26,24.52
25.00,25.37,25.41,25.00
25.42,25.69,25.96,25.36
25.70,26.08,26.24,25.30
25.81,24.61,26.01,24.56
24.56,24.60,24.95,24.55
24.50,26.19,26.50,23.30
26.37,25.56,26.37,25.34
25.36,25.04,25.90,24.67
25.12,23.53,26.24,23.30
23.67,23.42,24.00,23.40
22.82,23.35,23.54,22.61
23.32,23.83,24.05,23.18
23.73,23.39,23.73,23.00
23.46,23.46,23.68,23.40
23.55,23.08,23.72,23.05
22.89,23.13,23.35,21.86
23.18,23.52,23.75,23.18
23.26,23.39,23.65,23.24
23.60,24.73,25.00,23.51
24.98,24.81,25.00,24.52
25.00,24.73,25.00,24.62
24.66,24.36,24.82,24.26
23.73,24.43,24.47,23.69
24.43,24.54,24.65,24.21
24.30,24.30,24.52,24.07
24.58,24.52,24.59,23.50
24.85,24.50,24.85,23.95
24.50,24.50,24.50,24.07
24.50,24.76,24.82,23.79
24.50,25.50,25.50,24.15
25.12,25.89,25.89,25.04
25.68,25.73,25.80,25.31
25.41,24.61,25.43,24.58
24.74,24.26,24.96,23.80
25.00,25.26,25.26,24.40
25.25,25.21,25.41,24.98
25.15,24.68,25.15,24.50
24.50,24.20,24.73,24.10
24.17,24.85,25.14,24.16
24.85,25.12,25.61,24.85
25.48,25.80,25.80,25.19
25.88,27.15,27.44,25.82
27.43,28.12,28.30,27.28
28.12,28.06,28.74,28.02
28.77,29.21,29.86,28.21
29.41,29.97,29.97,29.09
29.66,30.30,30.32,29.54
30.00,29.48,30.38,29.20
29.25,29.00,29.25,28.66
28.70,29.44,29.95,28.70
29.43,28.55,29.43,28.53
28.28,27.00,28.80,26.50
27.00,26.76,27.67,26.74
26.85,27.77,28.11,26.85
27.40,27.52,27.72,27.01
27.34,27.66,28.25,27.34
27.70,28.30,28.30,27.36
27.94,29.77,29.96,27.94
29.72,29.50,29.72,29.11
29.68,29.15,29.75,28.43
29.01,29.50,29.56,28.50
29.41,29.25,29.46,28.55
29.25,28.60,29.44,28.29
28.59,28.58,29.29,28.37
28.94,28.83,29.40,28.58
28.50,28.53,28.79,28.50
28.73,28.61,28.75,28.60
28.75,28.61,28.75,28.61
28.92,29.37,29.81,28.75
29.66,28.94,29.93,28.75
29.34,30.00,30.30,29.34
30.00,29.35,30.00,29.03
29.66,29.59,29.80,29.11
28.11,28.62,29.30,26.70
27.62,28.27,29.00,27.62
28.27,28.58,28.79,28.00
27.81,29.00,29.00,27.81
29.00,29.17,30.00,28.85
28.43,28.73,28.99,28.30
28.73,29.59,29.60,28.34
29.60,29.22,29.60,28.81
29.27,29.49,29.49,28.32
29.35,29.49,29.50,28.82
29.45,29.57,29.60,29.19
29.60,29.54,29.60,29.29
29.43,29.16,29.60,29.12
29.35,29.54,29.59,29.12
29.54,29.59,29.59,29.06
29.59,29.57,29.59,29.25
29.50,29.20,29.57,29.05
29.17,29.14,29.47,28.82
29.16,29.27,29.49,29.16
29.36,29.13,29.43,28.90
28.88,28.80,29.18,28.73
28.73,28.55,28.85,28.42
28.32,28.18,28.39,27.49
28.16,29.20,29.37,28.16
29.00,29.68,30.00,28.72
29.98,29.10,29.99,28.70
28.95,29.25,29.40,28.95
28.92,28.16,29.21,28.16
28.49,29.80,29.82,28.30
29.51,28.30,29.90,28.30
28.44,29.31,29.43,28.41
29.03,29.42,29.49,28.69
29.25,28.90,29.49,28.90
28.90,29.37,29.72,28.90
29.21,28.92,29.30,28.72
28.80,28.85,29.14,28.71
28.86,27.23,28.86,26.67
26.81,28.11,28.49,26.80
26.98,26.80,27.85,26.66
27.00,27.60,28.28,27.00
27.89,28.40,28.74,27.89
28.45,27.66,28.45,27.61
27.76,28.73,28.95,27.76
28.73,28.62,28.90,28.03
28.92,28.31,28.92,28.20
28.52,28.70,28.80,28.32
28.69,28.85,28.90,28.69
28.95,28.64,28.95,28.64
28.54,28.94,28.95,28.50
28.24,28.83,28.88,28.24
28.80,28.81,29.16,27.58
28.90,28.69,28.98,28.43
29.12,28.85,29.12,28.65
28.01,29.20,29.20,28.01
29.24,28.81,29.24,27.87
28.85,28.90,29.06,28.33
28.90,28.80,29.14,28.60
28.88,28.60,29.22,28.35
28.76,28.58,28.92,28.48
28.46,28.33,28.80,28.16
28.34,28.59,28.61,27.34
28.51,27.92,28.51,27.80
27.90,28.06,28.48,27.90
28.00,27.97,28.35,27.80
28.09,27.90,28.10,27.86
27.81,27.90,28.32,27.75
27.91,27.92,28.20,27.72
27.85,29.29,29.49,27.85
29.48,33.94,34.86,29.42
34.49,37.98,38.60,34.30
37.81,37.03,37.83,36.45
37.00,35.72,37.13,34.22
35.21,35.38,36.88,35.00
35.52,35.68,36.36,35.50
36.87,35.72,36.87,35.68
35.97,35.11,36.46,35.01
35.06,36.89,38.26,35.01
36.91,36.90,37.09,36.31
36.96,37.71,37.71,36.96
37.80,37.85,38.00,37.25
37.95,37.69,37.95,37.25
37.45,36.76,37.45,36.50
35.36,35.91,37.26,35.36
37.00,36.39,37.00,35.99
36.23,36.06,36.33,35.52
36.49,36.25,37.61,36.25
36.40,35.98,36.40,35.38
35.80,35.58,36.53,35.42
36.99,36.00,37.03,35.99
36.00,35.73,36.76,35.35
36.39,33.40,36.40,33.39
33.45,32.41,34.53,31.55
32.50,33.02,33.76,32.50
33.50,35.04,35.87,33.50
35.00,32.85,35.00,32.45
33.17,34.18,34.98,33.17
34.24,34.75,35.20,34.24
34.66,36.17,36.17,34.61
36.17,36.07,36.17,35.54
35.98,35.88,36.89,33.95
36.21,36.00,36.73,35.11
36.13,35.78,36.36,34.83
35.87,37.00,37.00,35.87
36.90,36.90,36.97,36.79
37.00,36.70,37.00,36.26
36.60,35.73,36.60,34.75
35.52,35.76,36.00,35.16
35.97,36.53,36.53,35.51
36.92,37.00,37.00,36.13
36.79,37.39,37.39,36.65
37.50,37.65,37.77,37.41
37.85,38.52,39.00,37.45
38.52,40.16,40.96,38.52
40.50,39.23,40.50,37.11
39.35,38.43,39.35,37.00
38.40,36.76,38.40,36.02
36.74,36.60,37.30,36.40
37.41,36.54,37.41,36.32
36.31,36.30,37.51,36.12
37.42,37.29,37.58,36.43
37.29,38.45,39.60,37.27
38.51,38.76,40.00,37.88
39.73,36.63,39.73,36.00
36.87,37.00,38.40,33.49
39.49,38.12,39.49,37.25
38.27,40.43,40.50,38.11
40.01,40.42,40.60,39.68
40.22,40.28,40.62,39.91
40.10,39.45,40.10,39.00
39.60,39.98,40.16,39.15
40.00,40.70,41.00,39.94
40.58,40.04,40.58,39.98
40.14,39.92,40.41,39.65
40.20,43.08,43.34,40.18
42.86,43.67,44.43,42.63
43.30,45.27,45.60,43.30
44.99,45.25,45.38,44.51
45.00,45.50,45.70,45.00
45.31,45.32,45.50,45.31
45.40,45.41,45.45,45.00
45.34,45.32,45.50,45.30
45.00,45.93,46.00,44.95
45.26,47.52,48.47,45.26
46.58,47.84,48.28,46.58
46.92,48.07,48.10,44.90
47.12,47.97,48.38,47.12
47.23,48.06,48.49,47.23
47.36,47.65,48.32,45.21
46.76,47.37,47.97,45.55
46.54,47.41,48.57,46.54
46.48,47.51,48.51,46.48
46.17,42.11,46.17,41.63
41.99,41.66,42.69,40.68
42.08,42.55,43.54,41.01
50.00,43.44,50.00,42.76
43.49,41.97,43.69,41.02
41.49,40.78,42.15,40.50
40.40,38.91,41.30,38.50
39.38,42.89,43.14,37.50
42.50,44.47,45.10,41.81
44.31,45.53,46.88,43.21
45.11,47.84,48.48,44.10
47.14,46.85,47.99,44.89
45.92,44.76,46.50,44.56
45.00,49.58,51.55,44.28
48.59,49.86,51.50,47.77
48.84,47.26,49.07,46.65
46.58,46.00,47.41,45.52
45.26,45.91,47.00,45.26
45.24,47.14,47.83,45.24
46.58,46.95,48.49,46.58
46.51,45.00,46.92,45.00
45.30,47.07,47.74,45.07
47.11,47.76,48.31,46.90
47.90,46.17,47.90,46.17
46.20,46.42,46.90,45.93
46.63,46.07,46.67,45.62
45.70,45.55,46.52,45.00
45.60,45.16,45.97,45.01
45.12,45.26,45.70,45.03
45.47,45.29,45.97,44.69
45.00,44.97,45.26,44.75
44.89,45.29,45.89,44.76
45.23,44.96,45.67,44.69
44.69,46.27,46.27,44.69
45.82,46.41,46.62,44.76
46.45,45.50,46.55,45.35
45.85,44.95,46.19,44.95
45.44,45.20,45.71,44.71
45.10,45.00,45.18,44.55
45.00,44.90,45.80,44.87
45.41,45.13,45.94,44.88
45.70,45.51,46.54,45.12
46.48,45.00,46.66,44.91
45.22,44.97,45.82,44.90
45.00,46.06,46.07,45.00
46.07,46.38,47.18,46.07
46.80,47.91,48.00,46.55
48.00,51.74,51.91,48.00
52.03,55.57,56.18,51.57
58.00,54.70,58.00,52.72
54.64,53.77,54.64,53.07
52.97,53.12,53.60,52.79
53.00,53.55,54.54,53.00
53.86,53.09,54.00,52.75
53.00,53.38,53.70,53.00
53.50,53.57,53.92,53.00
53.84,53.48,53.84,53.00
53.49,52.91,53.49,52.54
52.50,53.16,53.29,51.51
52.90,53.39,53.40,52.63
53.11,53.77,54.00,51.94
53.89,54.28,55.00,53.08
54.41,55.84,55.99,52.64
56.00,54.21,56.00,53.88
54.31,54.31,55.53,53.50
54.13,53.99,54.25,53.75
53.75,54.01,54.53,53.69
54.27,53.96,56.00,53.51
54.05,53.99,54.94,53.69
54.09,53.89,54.68,53.69
54.09,52.64,54.09,52.28
52.34,53.86,54.33,52.12
53.88,53.96,54.24,53.16
54.22,52.82,54.78,51.78
53.22,53.41,53.92,52.14
53.92,53.69,54.89,53.50
53.96,53.44,54.97,52.97
53.44,53.34,54.23,53.30
53.61,52.83,53.97,52.41
52.96,53.57,54.37,52.07
53.43,52.02,53.43,52.00
52.25,49.62,52.28,49.11
50.11,49.06,50.11,48.54
48.50,50.23,51.08,47.23
49.63,50.80,51.00,49.59
51.70,51.97,53.59,51.00
52.06,52.00,52.98,51.35
52.71,52.11,54.10,51.11
52.05,54.67,56.85,51.37
54.69,54.68,56.45,54.40
55.23,55.95,56.20,54.68
56.25,56.12,58.50,55.50
56.19,57.78,58.32,55.55
58.30,56.50,58.30,55.91
56.50,59.65,61.33,56.50
60.98,60.25,62.20,59.89
63.27,65.00,65.45,59.94
65.62,64.21,67.60,62.02
64.97,63.27,67.05,62.29
63.99,68.98,69.97,63.81
68.90,68.90,69.50,64.14
62.75,64.30,66.86,56.00
64.94,66.28,68.36,64.94
65.77,68.73,69.00,64.80
68.50,66.35,69.00,65.49
66.73,66.60,67.15,64.52
66.20,67.12,68.56,65.94
67.99,66.82,68.28,66.32
67.22,67.31,67.66,64.37
66.70,68.02,68.25,65.52
68.32,67.51,69.20,67.38
68.11,68.49,71.13,67.64
68.49,69.50,70.00,67.23
69.36,68.87,69.99,68.72
68.50,68.48,69.35,67.03
68.86,66.36,68.86,65.59
66.32,69.29,69.92,66.06
69.42,68.31,69.42,67.69
68.05,67.92,69.24,67.48
68.65,66.53,68.94,66.11
66.20,67.93,68.83,66.20
67.51,66.95,67.55,65.00
66.70,65.30,68.02,65.01
65.24,65.08,67.12,64.28
64.25,65.00,65.72,64.25
65.00,65.04,65.82,64.66
65.00,62.85,65.49,62.83
62.67,61.91,62.67,60.01
62.07,65.84,66.07,62.07
66.18,67.14,67.48,65.90
67.41,65.94,69.14,63.15
66.84,65.38,67.31,65.12
65.71,64.79,65.71,64.00
65.17,65.42,66.11,65.00
65.42,67.00,67.83,65.40
67.46,67.67,68.80,65.94
67.22,67.23,69.00,66.34
67.65,67.70,69.25,66.31
67.67,66.29,68.32,65.90
66.30,66.00,68.87,65.41
66.00,68.70,69.23,65.20
69.10,68.41,71.27,67.23
68.00,66.93,68.00,66.62
67.00,67.35,68.35,65.90
68.05,66.21,68.98,65.75
66.46,66.77,68.90,66.22
66.62,66.65,68.96,65.52
66.16,66.64,67.41,64.92
67.00,64.98,67.33,64.36
64.49,65.83,66.29,64.49
66.19,67.48,67.50,65.17
67.52,68.30,68.59,66.60
68.52,69.23,69.98,67.65
69.21,68.60,69.43,68.14
68.77,67.95,69.52,67.68
68.19,67.91,68.87,66.00
67.80,68.14,68.88,67.01
68.15,67.21,68.51,66.50
67.01,68.00,68.22,66.50
67.49,67.47,69.28,66.64
67.66,68.50,68.57,67.14
68.95,67.94,69.25,67.81
68.05,67.60,68.33,67.50
68.09,68.36,68.67,67.62
68.80,68.09,68.84,68.01
68.54,68.70,68.80,68.15
68.92,69.12,69.45,68.09
69.38,73.23,74.83,69.34
73.46,71.78,74.12,70.42
71.86,78.46,79.28,71.86
78.50,77.25,79.06,76.31
77.81,76.49,79.05,76.05
76.81,71.94,77.81,70.72
71.80,71.96,72.98,71.51
72.52,76.91,76.93,72.52
77.15,76.60,78.00,75.90
76.98,77.99,78.00,76.66
78.00,78.00,78.40,77.06
78.00,79.71,80.23,77.64
80.33,81.80,82.94,78.51
81.80,82.88,84.97,81.42
83.00,82.72,83.00,81.06
82.14,81.58,82.23,79.77
81.01,80.62,81.79,79.91
80.43,80.80,80.97,79.62
80.80,81.25,82.10,80.74
81.50,82.75,83.00,80.53
82.30,83.59,84.19,81.96
83.78,85.29,86.00,83.27
85.29,87.65,87.90,84.77
88.41,87.55,89.00,85.02
87.83,86.30,87.83,83.93
86.50,87.97,88.58,85.50
88.50,86.14,88.56,84.23
86.00,87.32,87.40,84.74
87.52,91.24,91.70,87.52
92.45,92.40,93.65,91.18
92.61,95.51,96.80,92.42
96.12,96.84,97.12,93.58
96.95,93.78,97.50,93.70
93.78,92.69,94.96,92.10
92.33,93.67,94.44,92.33
93.59,93.10,95.06,92.47
93.51,94.89,95.62,93.10
94.25,96.83,97.31,93.84
97.82,98.35,102.00,97.65
99.02,99.70,101.08,97.37
99.92,100.08,101.70,99.61
101.07,97.70,102.80,97.30
96.97,96.02,97.61,94.82
96.01,99.62,99.90,94.79
100.50,100.51,101.81,99.47
100.81,99.67,102.00,97.74
99.11,98.94,100.45,98.18
99.18,98.59,99.66,97.77
99.32,97.03,99.94,95.80
97.40,97.55,100.00,95.05
98.29,96.80,98.96,95.07
96.07,95.64,96.79,93.25
96.09,98.20,98.57,96.09
98.30,97.32,99.25,96.64
96.65,98.48,99.59,96.65
99.61,99.08,99.68,98.32
98.06,98.93,99.31,95.11
99.54,102.02,102.58,99.54
100.92,103.21,104.00,100.92
103.20,100.64,103.54,100.01
100.25,99.91,101.36,98.65
100.75,100.89,101.70,99.23
100.40,101.56,101.85,100.12
101.96,103.18,103.80,101.90
103.00,103.11,103.64,101.70
103.80,104.32,104.90,102.02
104.20,107.87,107.99,103.94
108.00,109.24,109.26,107.70
109.50,109.18,109.78,108.48
110.00,110.14,110.66,108.68
110.49,109.99,111.03,108.21
110.16,111.83,111.99,110.13
112.26,112.50,113.36,111.08
112.50,113.77,114.00,111.30
114.20,120.85,120.86,114.20
121.10,119.54,121.22,118.23
120.39,118.59,120.39,117.58
117.50,103.86,117.75,103.62
102.82,105.90,107.00,97.75
104.48,105.20,106.50,102.05
105.16,110.01,111.00,105.00
110.00,109.14,110.38,108.09
108.08,109.91,110.26,106.30
111.00,114.11,114.60,109.73
115.00,118.25,118.54,114.01
118.88,117.26,120.39,116.00
116.94,117.00,117.71,114.05
118.86,116.63,119.00,115.75
117.55,119.57,119.98,114.40
119.19,118.02,120.47,116.21
118.95,119.09,119.29,118.14
118.09,116.11,120.64,115.25
115.85,111.49,117.22,110.05
112.00,115.16,116.39,112.00
116.38,113.44,116.76,112.55
113.21,115.42,116.15,112.38
113.92,112.44,114.78,110.00
112.00,102.03,112.00,100.00
95.37,97.66,101.29,91.37
102.00,103.26,106.56,101.00
109.20,111.03,112.30,105.22
114.16,115.20,115.92,112.21
115.60,117.29,118.00,114.63
117.40,113.88,118.44,113.32
116.67,118.66,118.79,114.48
119.00,118.32,119.00,116.00
119.00,121.64,122.50,118.62
121.72,119.69,121.93,117.65
120.24,118.65,121.90,117.44
119.69,118.71,119.69,118.27
118.14,116.98,119.82,116.00
115.18,114.41,115.18,112.51
115.14,119.02,120.18,115.14
120.63,121.26,121.41,118.25
120.77,119.79,121.10,117.41
120.00,122.36,124.26,117.20
123.89,123.78,124.90,122.36
124.31,123.83,126.93,123.06
124.20,123.43,126.86,123.10
123.28,122.81,128.00,117.20
123.65,119.61,123.65,115.47
119.68,119.81,122.30,119.55
118.72,113.46,120.61,112.19
111.44,109.00,112.75,106.33
109.52,108.73,111.32,107.98
109.09,109.63,111.30,107.57
107.92,111.14,111.39,106.33
110.40,110.18,111.52,110.07
109.96,110.61,112.09,108.91
109.66,98.72,110.45,98.50
98.11,97.26,101.48,96.94
89.70,89.01,95.00,88.89
92.49,94.56,102.00,92.49
93.56,97.08,97.50,91.26
99.31,99.84,101.03,97.50
100.83,100.21,101.34,97.37
98.77,94.84,100.25,93.68
92.49,93.57,94.34,91.57
93.98,96.65,96.99,92.84
97.20,94.16,97.72,93.44
92.99,94.40,97.94,92.41
97.07,99.37,99.56,96.12
102.35,99.66,103.70,97.75
98.48,98.68,100.92,97.45
98.21,99.84,99.90,96.89
99.50,96.88,100.77,96.35
96.66,94.11,96.66,93.65
94.68,94.47,96.41,93.33
93.99,95.97,96.94,93.45
95.20,93.17,96.95,93.02
93.95,89.69,94.38,87.12
88.26,90.18,90.30,88.26
90.24,88.04,91.20,87.82
87.45,89.05,91.44,87.11
90.19,83.23,91.43,81.62
83.16,82.62,84.95,80.60
82.19,83.42,85.49,81.51
84.68,89.82,90.24,84.68
89.44,89.13,89.94,86.55
88.18,92.67,92.80,88.17
93.58,91.99,95.45,90.14
92.10,92.53,92.60,89.66
93.89,91.83,94.98,90.46
90.65,94.72,96.37,90.39
95.62,97.22,98.08,94.53
98.51,98.83,100.73,97.00
97.93,100.23,101.44,97.30
100.36,100.00,102.75,97.70
100.34,100.81,101.69,99.30
101.03,102.90,103.11,100.52
103.36,104.55,105.03,100.85
105.59,102.54,105.79,102.07
102.93,99.84,102.93,97.32
100.96,97.96,101.94,95.70
98.63,105.02,105.54,97.31
105.48,109.05,109.80,104.00
108.64,106.67,109.64,105.82
107.19,110.23,110.78,106.67
110.49,109.89,111.15,108.74
110.49,113.94,114.82,109.21
115.00,115.11,115.48,112.87
115.32,115.62,116.56,114.01
115.00,114.59,117.26,111.58
113.72,114.59,116.63,110.00
114.21,114.99,115.75,113.80
115.00,114.58,115.00,111.00
113.52,115.04,115.15,111.17
115.50,114.70,116.00,113.66
113.92,117.42,117.75,113.52
116.33,113.15,118.30,112.01
113.40,119.02,119.50,113.33
119.46,126.11,127.00,117.54
125.95,117.02,125.95,115.78
117.23,119.96,122.90,116.64
120.81,119.84,121.43,119.60
119.98,118.52,121.21,116.20
118.24,118.28,119.37,117.37
118.28,119.88,120.92,117.94
120.00,121.94,126.00,119.45
122.00,117.52,122.00,117.21
118.56,120.51,121.82,117.81
120.00,118.86,123.15,118.69
119.50,116.56,119.94,115.95
117.01,118.74,119.00,116.50
119.00,118.45,119.56,116.50
117.26,119.28,120.87,117.26
119.21,116.87,120.22,116.61
116.43,121.32,122.75,116.43
119.89,121.38,123.00,119.89
120.15,122.82,125.00,118.26
122.82,127.70,129.65,119.45
128.00,131.45,132.05,125.00
132.11,131.69,133.04,129.73
131.45,128.30,133.40,126.95
129.51,134.73,134.87,128.52
134.52,134.11,137.68,130.14
135.78,137.58,138.72,133.39
137.01,139.77,140.38,136.95
138.85,141.39,142.05,137.09
141.71,142.13,142.74,140.16
142.00,140.91,142.98,138.84
140.56,142.46,143.21,139.35
139.00,142.08,142.50,134.79
142.03,132.11,144.29,129.72
131.63,124.99,131.63,123.42
122.76,128.87,129.36,120.98
130.17,129.91,135.50,129.71
130.38,126.26,131.48,123.08
126.43,132.84,133.18,126.43
132.10,117.96,132.93,117.26
117.82,126.98,128.00,113.60
122.00,125.83,126.34,118.77
128.00,126.89,130.49,124.39
124.55,122.61,126.65,118.27
124.00,120.28,125.68,118.54
121.86,124.72,124.93,119.73
124.66,130.40,135.45,124.30
129.40,130.53,131.83,125.75
130.00,125.35,131.20,124.09
126.39,122.82,126.50,122.16
122.00,128.27,128.87,122.00
127.80,126.45,129.85,123.03
125.39,122.41,127.96,120.76
123.08,120.40,123.76,115.82
120.57,121.61,122.84,117.00
120.62,117.19,123.67,116.26
115.00,105.52,116.99,104.98
104.81,106.84,110.94,104.50
108.24,107.58,111.63,106.90
105.31,106.48,107.65,103.56
107.80,106.77,108.99,105.24
108.59,111.33,115.87,108.59
113.93,119.26,119.99,111.00
119.20,114.51,120.99,114.12
113.98,116.67,120.00,112.90
118.21,116.59,118.90,115.01
117.39,116.71,120.93,115.64
115.75,111.76,115.75,111.13
112.47,113.02,114.84,111.50
125.75,116.18,125.75,114.00
115.95,114.00,120.18,112.04
112.50,117.64,117.78,112.50
110.00,111.11,111.89,109.00
110.37,110.70,111.49,109.50
110.63,110.00,111.00,109.01
110.00,110.68,111.04,109.36
109.77,109.28,111.89,109.02
109.00,105.56,109.08,105.09
107.40,106.12,108.51,105.22
107.00,108.25,108.44,106.52
108.25,111.72,112.20,107.19
111.77,109.86,111.77,107.77
109.22,110.94,111.65,108.86
109.80,113.87,114.50,109.60
113.75,111.27,114.00,110.66
111.04,112.48,114.63,111.04
113.00,112.75,113.96,111.65
112.18,110.00,114.87,109.50
109.50,110.30,110.54,107.53
110.77,110.76,112.60,109.64
110.50,113.04,113.57,110.50
114.08,114.17,116.16,112.15
113.92,114.48,116.57,113.92
113.40,114.99,115.50,112.90
115.15,116.78,117.02,113.96
116.00,114.23,118.01,114.02
114.87,122.76,123.21,114.18
122.50,121.97,122.75,120.00
122.97,120.37,122.99,119.20
121.24,119.79,121.24,118.55
119.84,121.81,122.00,118.84
122.00,122.75,123.80,121.24
123.28,122.50,123.75,122.00
122.25,123.39,124.26,121.34
123.00,127.14,128.47,122.22
128.13,126.26,128.13,125.35
127.21,124.12,127.21,121.07
124.93,126.98,129.18,124.31
126.65,128.74,129.23,124.28
128.05,128.17,128.64,126.37
128.81,124.01,129.54,123.75
123.19,119.23,123.52,115.67
118.23,119.99,121.80,116.84
119.99,117.00,120.52,114.45
117.44,120.43,120.94,114.51
119.22,117.51,120.47,116.31
116.80,117.06,118.07,115.71
117.15,119.57,121.04,115.08
117.83,119.03,119.94,115.04
118.05,115.53,118.15,115.29
116.33,118.61,118.86,115.00
118.32,118.44,120.50,117.68
118.31,116.49,118.31,115.00
116.26,115.01,116.98,114.46
115.29,115.33,119.78,112.46
115.77,113.40,115.77,111.66
113.40,115.19,115.19,112.22
114.50,112.67,116.80,112.42
113.84,113.75,114.32,112.70
113.44,114.97,115.24,112.99
114.73,115.48,116.25,114.30
115.55,114.84,115.86,114.04
115.23,116.17,117.59,114.10
115.79,117.39,117.58,114.49
116.76,117.96,118.61,116.20
117.96,116.99,119.39,116.82
116.67,114.06,116.97,113.52
118.49,118.53,120.00,116.29
118.24,119.64,120.21,117.82
119.66,117.04,119.72,116.24
117.29,117.36,119.04,116.00
116.56,117.78,118.45,115.78
116.72,116.27,117.29,115.86
115.59,110.03,116.14,109.80
110.00,107.59,111.05,107.00
108.41,109.94,111.78,107.79
109.00,107.65,110.33,107.15
108.74,107.85,109.97,106.00
108.20,105.81,111.10,105.30
106.86,106.96,110.00,106.64
106.90,105.72,108.81,105.19
106.89,106.14,107.79,105.27
103.21,101.69,103.42,101.01
101.00,101.05,104.25,100.53
102.34,104.07,104.99,101.10
104.44,105.75,107.57,104.16
105.49,106.32,106.87,104.52
106.24,107.18,108.13,106.24
106.40,108.15,108.82,105.62
108.54,112.34,112.48,107.69
113.00,114.13,114.59,112.35
114.78,116.39,117.17,113.96
117.13,115.10,118.25,114.94
115.45,115.19,117.45,113.22
114.92,112.80,117.27,110.51
113.56,112.88,114.51,112.15
112.63,111.72,114.90,110.37
111.96,111.05,112.19,110.70
110.42,109.74,111.10,109.58
110.24,110.40,110.66,109.22
110.99,109.81,111.66,108.90
110.29,110.64,111.43,109.56
110.13,113.14,114.09,110.13
113.27,119.74,120.31,113.27
120.00,117.70,120.05,117.17
118.08,121.60,123.88,116.27
121.65,119.38,121.65,118.67
120.09,119.55,120.91,119.16
119.88,119.88,120.38,117.21
120.25,120.55,121.27,118.51
121.01,121.47,122.76,120.57
123.11,134.17,137.38,123.11
133.17,126.98,133.19,126.83
126.59,128.27,129.43,125.22
129.00,126.24,129.00,124.89
126.63,126.99,127.50,125.87
127.36,125.64,127.36,124.02
125.00,125.23,125.80,123.58
125.01,124.73,125.29,123.59
125.00,120.51,125.00,120.43
113.10,115.43,120.46,112.51
114.16,115.98,116.58,113.90
115.34,114.81,116.78,113.25
115.46,114.43,116.56,114.24
115.23,112.12,115.40,111.62
111.18,111.75,115.40,111.00
112.71,112.02,115.37,111.27
112.20,112.08,113.50,111.09
111.69,111.00,113.00,110.68
110.11,110.04,111.62,110.00
110.00,110.57,111.90,109.77
111.40,112.13,112.83,110.41
112.01,120.00,121.34,112.01
120.00,117.94,120.98,116.98
118.15,121.23,121.54,116.48
120.68,115.82,122.40,115.41
115.22,119.85,120.23,115.06
118.26,118.36,119.07,114.94
119.18,120.19,121.10,118.96
119.58,122.16,122.37,119.24
122.12,122.35,122.69,120.95
122.69,121.23,123.16,120.76
122.36,122.28,123.71,121.08
122.50,123.75,124.65,121.21
124.83,125.22,126.12,124.25
121.71,126.09,126.22,120.89
123.06,120.93,124.98,120.22
122.99,122.14,123.28,121.09
122.88,125.67,125.88,122.20
125.00,123.73,126.16,123.24
123.85,124.48,125.39,122.03
123.63,121.78,124.87,121.61
122.29,123.35,124.64,121.88
124.20,125.43,126.47,123.45
124.75,123.58,124.75,123.07
123.53,122.71,124.07,121.59
123.68,123.18,124.74,122.69
122.79,120.09,122.79,119.36
120.29,120.00,120.79,118.55
118.67,118.63,119.75,117.06
119.63,117.01,119.63,115.65
116.87,115.93,118.30,115.56
117.51,116.52,117.91,115.73
115.88,115.51,115.88,114.70
115.16,115.37,115.98,115.01
114.76,114.02,115.71,113.02
114.79,113.21,114.92,112.87
113.00,114.92,114.95,112.75
115.38,119.28,119.50,115.38
120.00,121.83,122.73,118.86
121.52,120.00,122.60,119.30
120.78,118.11,120.78,116.21
118.54,118.87,120.57,117.92
118.29,117.99,118.82,117.01
119.00,117.05,121.70,113.07
117.05,119.10,119.99,116.15
121.00,119.56,121.00,117.77
118.89,118.16,119.95,116.62
120.64,121.05,122.88,119.21
122.91,122.29,123.53,120.36
122.06,125.34,125.81,121.71
125.99,123.64,125.99,123.07
123.43,121.39,123.43,118.23
120.49,116.31,121.07,116.17
116.28,116.54,117.64,115.12
116.00,116.32,117.06,114.91
116.72,118.37,118.57,116.27
118.61,115.98,119.21,115.55
115.08,117.90,118.04,114.74
118.12,119.92,119.92,117.03
119.36,118.91,119.98,117.84
118.90,120.28,120.98,117.65
120.40,119.72,122.19,119.43
119.11,113.59,119.11,113.54
113.95,114.80,116.83,112.86
114.80,115.09,116.87,113.94
114.84,116.79,116.83,114.31
116.26,115.06,116.26,112.97
