OESX,Orion Energy Systems,NASDAQ
2.12,2.12,2.12,2.00
2.10,2.20,2.35,2.10
2.18,2.09,2.18,2.00
2.14,2.35,2.38,2.10
2.36,2.40,2.44,2.34
2.40,2.48,2.48,2.40
2.45,2.41,2.45,2.40
2.45,2.44,2.47,2.44
2.46,2.35,2.46,2.34
2.31,2.37,2.40,2.30
2.37,2.32,2.39,2.32
2.36,2.31,2.38,2.30
2.31,2.35,2.36,2.31
2.38,2.35,2.38,2.33
2.30,2.44,2.49,2.30
2.48,2.50,2.54,2.43
2.50,2.44,2.50,2.36
2.35,2.44,2.50,2.30
2.44,2.44,2.46,2.36
2.43,2.44,2.45,2.43
2.47,2.72,2.74,2.47
2.75,2.99,3.00,2.70
3.00,2.97,3.00,2.90
3.00,2.91,3.00,2.86
2.90,3.17,3.25,2.83
3.25,3.62,3.69,3.25
3.58,3.44,3.61,3.40
3.32,3.44,3.46,3.11
3.59,3.60,3.69,3.44
3.44,3.88,3.90,3.44
3.77,3.98,4.09,3.77
4.00,3.88,4.00,3.80
3.95,4.05,4.22,3.90
4.10,4.15,4.22,3.92
4.24,4.08,4.30,4.08
4.03,3.88,4.03,3.56
3.95,3.78,3.95,3.56
3.80,3.52,3.89,3.43
3.53,3.34,3.53,3.30
3.33,3.16,3.48,3.08
3.31,3.47,3.54,3.31
3.53,3.74,3.80,3.50
3.81,3.93,4.00,3.81
3.93,3.90,4.09,3.85
3.97,3.81,3.99,3.72
3.80,3.73,3.89,3.61
3.65,3.66,3.80,3.52
3.55,3.65,3.65,3.44
3.65,3.58,3.75,3.51
3.64,3.46,3.75,3.46
3.51,3.50,3.75,3.50
3.60,3.54,3.65,3.51
3.55,3.60,3.65,3.50
3.60,3.50,3.60,3.50
3.50,3.71,3.71,3.49
3.86,3.81,3.90,3.76
3.81,3.85,3.89,3.74
3.86,3.83,3.90,3.69
3.82,3.86,3.90,3.71
4.00,3.80,4.00,3.80
3.81,3.91,3.95,3.80
3.89,3.81,3.90,3.79
3.83,3.89,3.89,3.78
3.93,4.12,4.44,3.90
4.14,4.30,4.44,4.02
4.30,4.15,4.43,4.03
4.25,4.05,4.25,3.92
4.05,4.07,4.25,4.00
4.00,3.86,4.02,3.39
3.80,3.76,3.88,3.60
3.75,3.88,4.05,3.64
3.83,3.76,4.00,3.75
3.70,3.69,3.70,3.50
3.69,3.68,3.76,3.50
3.64,3.71,3.72,3.50
3.66,3.64,3.89,3.55
3.64,3.61,3.73,3.51
3.63,3.95,3.95,3.63
3.88,3.90,4.00,3.77
3.63,4.07,4.18,3.60
4.07,3.77,4.08,3.76
3.75,3.80,3.95,3.75
3.92,3.80,3.96,3.72
3.84,3.76,3.90,3.76
3.77,3.87,3.94,3.65
3.82,4.04,4.10,3.75
4.00,4.04,4.05,3.95
4.01,4.04,4.05,3.98
4.04,4.13,4.35,3.98
4.13,4.23,4.24,4.05
4.19,4.30,4.30,4.15
4.23,4.25,4.30,4.21
4.25,4.25,4.30,4.25
4.21,4.26,4.30,4.21
4.29,4.60,4.69,4.25
4.65,4.48,4.79,4.48
4.48,4.28,4.56,4.25
4.74,4.84,4.84,4.45
4.95,5.40,5.48,4.95
5.51,5.73,5.79,5.29
5.79,5.97,6.00,5.41
6.00,6.40,6.44,5.89
6.50,6.31,6.71,6.22
6.31,6.20,6.47,6.07
6.27,6.23,6.47,6.20
6.20,5.95,6.48,5.95
6.00,5.95,6.13,5.71
5.95,6.05,6.10,5.83
6.10,6.52,6.64,6.10
6.60,6.38,6.61,6.30
6.45,6.37,6.50,6.29
6.46,6.39,6.46,6.12
6.39,6.21,6.39,6.07
6.22,5.92,6.22,5.85
6.00,5.78,6.00,5.65
5.66,5.84,6.03,5.61
5.83,6.15,6.20,5.77
6.16,6.25,6.25,5.86
6.09,6.04,6.13,5.91
5.97,5.99,5.99,5.52
5.93,5.79,5.97,5.72
6.00,5.86,6.00,5.64
5.81,6.17,6.17,5.75
6.14,6.89,6.89,5.92
6.90,6.96,6.98,6.67
6.90,6.39,6.97,6.16
6.38,6.60,6.67,6.24
6.94,6.81,6.94,6.65
7.08,6.95,7.22,6.71
7.00,6.92,7.01,6.92
7.00,6.93,7.06,6.84
6.93,6.76,6.95,6.75
6.59,6.74,6.83,6.50
6.69,6.80,6.94,6.66
6.72,6.97,7.13,6.51
7.03,6.84,7.14,6.75
6.75,6.43,6.88,6.31
6.50,6.73,6.75,6.45
6.74,7.00,7.05,6.61
7.00,6.96,7.10,6.83
7.02,7.07,7.07,6.96
7.08,7.31,7.71,7.05
7.25,7.60,8.05,7.25
7.52,7.95,7.95,7.52
8.00,7.74,8.11,7.25
7.87,7.35,7.87,7.33
7.35,6.86,7.39,6.46
6.67,6.69,6.94,6.03
6.56,6.56,6.81,6.46
6.51,6.02,6.59,6.01
6.08,6.17,6.84,6.01
6.14,6.37,6.38,6.02
6.21,6.24,6.50,6.10
6.35,6.33,6.36,6.20
6.18,6.59,6.70,6.18
6.60,6.27,6.60,6.18
6.18,6.18,6.20,5.87
6.18,5.95,6.23,5.87
4.85,4.85,5.43,4.71
5.08,5.00,5.20,4.91
5.00,5.00,5.12,4.86
5.04,5.11,5.11,4.96
5.48,5.71,5.97,5.48
5.64,5.63,5.85,5.57
5.54,5.50,5.64,5.46
5.50,5.57,5.64,5.38
5.47,5.40,5.53,5.40
5.25,5.43,5.60,5.25
5.38,5.38,5.53,5.35
5.34,5.02,5.36,4.86
5.50,5.67,6.05,5.50
5.60,5.69,5.80,5.51
5.79,5.44,5.80,5.41
5.44,5.53,5.72,5.44
5.39,5.63,5.64,5.23
5.74,5.83,5.92,5.48
5.81,6.20,6.29,5.78
6.27,6.44,6.49,6.27
6.52,6.30,6.61,6.30
6.25,6.30,6.46,6.20
6.41,6.38,6.50,6.27
6.40,6.33,6.43,6.30
6.39,6.32,6.39,6.30
6.30,6.33,6.40,6.22
6.30,6.46,6.53,6.30
6.46,6.54,6.55,6.46
6.50,6.40,6.58,6.39
6.39,6.55,6.55,6.37
6.49,6.73,6.76,6.45
6.81,6.54,6.81,6.39
6.55,6.44,6.65,6.44
6.56,6.70,7.11,6.56
6.64,6.60,6.82,6.51
6.67,7.02,7.12,6.67
7.05,7.25,7.36,7.02
7.25,7.23,7.29,7.06
7.25,7.39,7.42,7.12
6.83,7.09,7.09,6.36
7.02,6.63,7.07,6.53
6.51,6.11,6.58,6.07
6.04,6.03,6.29,5.91
5.96,6.07,6.07,5.91
6.03,5.99,6.08,5.91
5.91,5.82,6.00,5.71
5.79,5.45,5.81,5.37
5.53,5.42,5.57,5.24
6.18,5.53,6.18,5.39
5.59,5.56,5.59,5.35
5.54,5.78,5.94,5.45
5.69,5.47,5.83,5.37
5.50,5.47,5.57,5.31
5.48,5.57,5.72,5.30
5.58,5.39,5.72,5.33
5.38,5.21,5.40,5.20
5.21,5.24,5.35,5.06
5.19,5.30,5.37,5.15
5.32,5.19,5.40,5.05
5.26,5.39,5.51,5.21
5.34,5.34,5.46,5.24
5.34,5.25,5.40,5.24
5.30,4.90,5.41,4.86
4.95,4.64,5.09,4.39
4.40,4.73,4.73,4.20
4.60,4.66,4.74,4.43
4.08,4.76,5.00,4.00
4.67,4.52,4.84,4.51
4.53,4.20,4.53,4.16
4.26,4.18,4.31,4.15
4.31,4.30,4.35,4.24
4.33,4.20,4.59,4.18
4.26,4.87,5.15,4.26
4.92,4.70,5.00,4.67
4.73,4.98,5.09,4.61
5.05,4.73,5.05,4.73
4.72,4.76,4.90,4.72
4.84,4.70,4.85,4.68
4.72,4.40,4.79,4.38
4.34,4.26,4.34,4.14
4.18,4.08,4.26,4.05
4.02,4.06,4.10,4.00
4.10,4.07,4.11,4.01
4.03,4.20,4.28,4.02
4.22,4.18,4.32,4.18
4.20,4.14,4.20,4.09
4.14,4.08,4.14,4.03
4.10,3.94,4.15,3.85
3.92,3.85,3.95,3.75
3.86,3.90,4.03,3.83
3.96,4.01,4.13,3.92
4.07,4.05,4.12,4.00
4.05,4.20,4.39,4.05
4.27,4.14,4.27,4.14
4.15,4.11,4.21,4.11
4.15,4.16,4.19,4.11
4.16,4.26,4.26,4.09
4.40,4.20,4.44,4.20
4.11,3.98,4.29,3.98
4.04,4.07,4.21,4.01
4.12,4.20,4.30,4.12
4.16,4.35,4.45,4.16
4.43,4.25,4.54,4.25
4.43,4.33,4.49,4.26
4.33,4.15,4.39,4.07
4.13,4.25,4.25,4.00
4.15,4.12,4.27,4.11
4.16,4.20,4.27,4.15
4.22,4.33,4.37,4.16
4.36,4.35,4.43,4.30
4.40,4.33,4.50,4.33
4.35,4.30,4.39,4.30
4.36,4.33,4.43,4.25
4.35,4.30,4.38,4.26
4.33,4.33,4.38,4.33
4.35,4.36,4.47,4.33
4.35,4.68,4.72,4.32
4.66,4.50,4.70,4.50
4.51,4.46,4.56,4.35
4.42,4.47,4.54,4.42
4.49,4.45,4.56,4.42
4.36,4.21,4.40,4.17
4.23,4.17,4.26,4.16
4.17,4.33,4.51,4.17
4.15,4.99,5.00,4.05
4.82,5.05,5.18,4.80
5.01,5.23,5.23,5.00
5.25,5.24,5.29,5.11
5.21,5.11,5.36,5.03
5.10,4.94,5.19,4.80
5.00,4.91,5.00,4.76
4.90,4.95,4.95,4.84
4.95,4.84,4.95,4.75
4.83,4.87,4.92,4.77
4.92,4.79,4.92,4.70
4.72,4.78,4.81,4.68
4.76,4.82,4.82,4.66
4.79,4.78,4.79,4.68
4.74,4.77,4.89,4.70
4.83,4.79,4.83,4.72
4.80,4.79,4.83,4.71
4.80,4.76,4.84,4.71
4.73,4.77,4.80,4.70
4.75,4.92,4.92,4.75
4.90,4.86,4.96,4.85
4.95,6.04,6.32,4.88
5.88,5.78,5.92,5.53
5.78,5.60,5.95,5.54
5.60,5.43,5.68,5.37
5.40,5.45,5.57,5.37
5.45,5.42,5.60,5.42
5.40,5.54,5.60,5.40
5.59,5.60,5.71,5.51
5.64,5.53,5.64,5.51
5.53,5.50,5.61,5.47
5.37,5.60,5.60,5.16
5.67,5.48,5.67,5.39
5.49,5.55,5.55,5.41
5.60,5.55,5.60,5.40
5.53,5.51,5.53,5.38
5.47,5.40,5.55,5.40
5.41,5.35,5.41,5.29
5.29,5.33,5.52,5.22
5.31,5.35,5.38,5.28
5.33,5.16,5.37,5.15
5.12,5.26,5.31,5.01
5.28,5.29,5.37,5.28
5.34,5.15,5.34,5.10
5.15,5.05,5.26,5.05
5.08,5.09,5.12,4.91
5.05,4.95,5.15,4.95
4.95,4.85,4.95,4.75
4.82,4.86,4.90,4.77
4.86,4.80,4.89,4.76
4.75,4.79,4.80,4.71
4.71,5.08,5.13,4.71
5.08,5.10,5.21,5.08
5.04,5.41,5.50,4.96
5.50,5.75,5.82,5.36
5.70,5.70,5.85,5.65
5.76,5.80,5.87,5.71
5.76,5.75,5.88,5.60
5.68,5.67,5.74,5.61
5.66,5.77,5.84,5.60
5.74,5.88,5.88,5.65
5.81,5.76,5.85,5.72
5.84,5.75,5.84,5.66
5.79,5.72,5.80,5.62
5.67,5.94,5.94,5.60
4.48,5.40,5.50,4.48
5.40,4.97,5.40,4.59
4.89,4.55,4.89,4.46
4.40,4.50,4.68,4.40
4.44,4.42,4.67,4.37
4.34,4.60,4.60,4.34
4.51,4.53,4.68,4.46
4.52,4.49,4.53,4.40
4.58,4.40,4.58,4.40
4.50,4.40,4.56,4.23
4.31,4.35,4.48,4.30
4.31,4.47,4.52,4.31
4.46,4.50,4.62,4.44
4.54,4.57,4.61,4.47
4.60,4.51,4.61,4.50
4.53,4.50,4.54,4.46
4.43,4.48,4.51,4.41
4.50,4.44,4.58,4.36
4.41,4.47,4.52,4.36
4.43,4.55,4.57,4.42
4.56,4.71,4.73,4.54
4.74,4.64,4.79,4.39
4.62,4.63,4.69,4.59
4.67,4.69,4.81,4.59
4.70,4.59,4.72,4.59
4.58,4.50,4.60,4.49
4.49,4.47,4.56,4.45
4.50,5.01,5.46,4.42
5.11,5.35,5.40,5.10
5.40,5.21,5.40,5.15
5.24,5.52,5.64,5.24
5.62,5.62,5.79,5.60
5.65,5.32,5.69,5.32
5.64,5.48,5.64,5.40
5.51,5.56,5.70,5.51
5.61,5.75,5.75,5.61
5.73,5.25,5.73,5.25
5.30,5.41,5.42,5.11
5.49,5.50,5.50,5.20
5.50,5.31,5.50,5.20
5.27,4.96,5.33,4.96
5.06,4.90,5.15,4.90
4.93,5.00,5.05,4.90
5.16,5.26,5.26,4.97
5.25,5.01,5.25,5.01
5.01,4.84,5.12,4.84
4.91,4.99,5.00,4.81
4.98,4.76,4.98,4.76
4.76,4.77,4.84,4.70
4.70,4.72,4.75,4.57
4.80,4.83,4.95,4.80
5.13,4.97,5.13,4.95
4.98,4.97,4.99,4.83
4.90,4.92,4.98,4.83
4.90,4.85,4.99,4.80
4.87,4.95,5.02,4.80
4.92,4.87,4.95,4.82
4.90,4.95,5.02,4.80
5.01,4.53,5.01,4.48
4.65,4.58,4.66,4.50
4.69,4.73,4.80,4.65
4.76,5.00,5.01,4.76
5.01,4.90,5.01,4.84
4.95,5.09,5.10,4.88
5.02,5.00,5.13,4.69
4.60,4.71,4.76,4.47
4.70,4.71,4.71,4.47
4.49,4.16,4.49,4.04
4.15,4.15,4.32,4.10
4.04,4.22,4.30,3.86
4.34,4.34,4.42,4.22
4.25,4.01,4.31,3.90
3.80,3.61,3.83,3.60
3.69,3.59,3.75,3.52
3.64,3.68,3.70,3.60
3.70,3.78,3.92,3.66
3.81,3.78,3.89,3.76
3.85,3.58,3.85,3.58
3.58,3.63,3.73,3.51
3.61,3.53,3.62,3.49
3.55,3.52,3.58,3.48
3.54,3.52,3.58,3.48
3.51,3.46,3.61,3.33
3.40,3.34,3.45,3.26
3.35,3.20,3.35,3.13
3.15,3.04,3.20,3.03
3.06,3.06,3.18,3.03
3.08,2.97,3.10,2.75
3.03,2.95,3.05,2.89
2.96,3.00,3.04,2.86
2.95,2.89,3.00,2.89
2.90,2.83,2.99,2.72
2.79,2.95,2.96,2.72
2.95,3.16,3.28,2.94
3.16,3.17,3.28,3.16
3.20,3.06,3.23,3.02
3.07,3.21,3.22,3.03
3.26,3.35,3.48,3.26
3.37,3.33,3.39,3.16
3.33,3.14,3.35,3.08
3.20,3.10,3.31,3.10
3.14,3.23,3.35,3.12
3.18,3.38,3.47,3.18
3.42,3.38,3.47,3.37
3.39,3.29,3.42,3.29
3.33,3.37,3.40,3.33
3.39,3.39,3.40,3.36
3.42,3.28,3.48,3.26
3.31,3.28,3.40,3.28
3.31,3.29,3.41,3.29
3.32,3.34,3.35,3.31
3.35,3.14,3.35,3.10
3.17,3.17,3.41,3.16
3.25,3.22,3.32,3.19
3.24,3.16,3.28,3.16
3.22,3.22,3.23,3.18
3.25,3.18,3.25,3.18
3.16,3.13,3.29,3.12
3.14,3.15,3.21,3.13
3.10,3.12,3.21,3.10
3.12,3.02,3.14,3.02
3.08,2.99,3.14,2.99
3.05,3.09,3.12,2.99
3.09,2.98,3.09,2.97
2.98,3.03,3.03,2.98
3.00,3.07,3.07,3.00
3.07,3.00,3.09,2.98
2.97,2.95,3.01,2.89
2.93,2.88,2.93,2.86
2.83,2.75,2.87,2.75
2.81,2.68,2.86,2.68
2.69,2.84,2.84,2.69
2.80,2.82,2.93,2.80
2.84,2.82,2.84,2.82
2.85,2.60,2.85,2.60
2.66,2.56,2.69,2.56
2.53,2.23,2.67,2.20
2.30,2.21,2.31,2.17
2.38,2.62,2.63,2.24
2.65,2.63,2.69,2.60
2.71,2.68,2.74,2.62
2.69,2.83,2.83,2.68
2.84,3.04,3.10,2.83
3.09,2.93,3.09,2.83
2.90,2.81,2.92,2.75
2.79,2.90,2.90,2.75
2.90,2.74,2.97,2.73
2.76,2.77,2.82,2.69
2.76,2.92,2.95,2.76
2.92,2.85,2.94,2.85
2.91,2.89,3.08,2.86
2.83,2.86,3.11,2.80
2.88,2.69,2.88,2.58
2.66,2.64,2.78,2.56
2.64,2.77,2.84,2.64
2.74,2.83,2.83,2.68
2.85,2.78,2.85,2.76
2.68,2.85,2.89,2.68
2.86,2.77,2.86,2.73
2.75,2.73,2.94,2.73
2.71,2.68,2.77,2.68
2.55,2.41,2.64,2.40
2.50,2.51,2.55,2.36
2.49,2.51,2.59,2.49
2.54,2.48,2.56,2.45
2.43,2.46,2.56,2.38
2.45,2.39,2.46,2.36
2.37,2.16,2.44,2.15
1.96,2.26,2.33,1.96
2.33,2.26,2.43,2.15
2.32,2.31,2.40,2.10
2.35,2.36,2.49,2.34
2.33,2.25,2.39,2.22
2.29,2.25,2.33,2.24
2.22,2.24,2.28,2.22
2.26,2.20,2.29,2.20
2.20,2.16,2.24,2.12
2.19,2.12,2.24,2.08
2.19,2.13,2.20,2.11
2.12,2.07,2.19,2.04
2.00,2.16,2.16,2.00
2.16,2.18,2.20,2.10
2.15,2.17,2.22,2.14
2.20,2.16,2.20,2.12
2.16,2.15,2.17,2.12
2.16,2.15,2.18,2.06
2.23,2.16,2.25,2.01
2.10,2.11,2.15,2.06
2.10,2.10,2.12,2.07
2.06,2.05,2.10,2.01
2.03,2.06,2.10,2.03
2.06,2.05,2.12,2.05
2.02,2.00,2.05,1.99
2.00,2.05,2.08,2.00
2.08,2.06,2.10,2.02
2.05,2.13,2.25,2.03
2.14,2.09,2.22,2.07
2.08,2.09,2.11,2.05
2.00,2.07,2.10,1.98
2.04,2.07,2.09,2.02
1.96,2.08,2.08,1.92
2.08,2.01,2.10,2.01
2.05,2.00,2.05,1.98
2.01,2.02,2.03,2.01
2.02,1.99,2.02,1.97
1.99,2.08,2.11,1.99
2.06,2.05,2.09,2.01
2.05,2.09,2.13,2.05
2.10,2.10,2.13,2.08
2.10,2.06,2.11,2.06
2.07,2.09,2.10,2.06
2.12,2.08,2.18,2.07
2.05,2.05,2.08,2.03
2.02,2.03,2.05,2.00
2.03,2.08,2.09,2.01
2.09,2.08,2.13,2.06
2.07,2.09,2.10,2.06
2.16,2.09,2.16,2.08
2.05,2.09,2.15,2.04
2.09,2.05,2.13,2.05
2.05,2.07,2.12,2.03
2.00,1.99,2.05,1.96
1.98,2.00,2.03,1.94
1.99,1.95,2.02,1.95
1.95,1.86,1.99,1.85
1.86,1.86,1.91,1.82
1.84,1.80,1.90,1.73
1.76,1.82,1.84,1.76
1.75,1.87,1.87,1.72
1.87,2.04,2.04,1.84
2.09,2.12,2.17,2.05
2.12,2.25,2.28,2.11
2.26,2.23,2.28,2.21
2.26,2.25,2.31,2.24
2.27,2.02,2.27,2.00
2.00,2.00,2.05,1.97
2.01,1.99,2.03,1.96
1.97,1.99,2.00,1.97
2.00,1.96,2.00,1.94
1.98,1.98,2.10,1.98
2.00,2.00,2.03,1.97
2.03,1.93,2.03,1.92
1.97,1.95,1.98,1.92
1.96,1.92,1.96,1.90
1.90,1.87,1.92,1.85
1.88,1.79,1.88,1.76
1.81,1.82,1.85,1.77
1.83,1.89,1.97,1.82
1.91,1.81,1.91,1.79
1.83,1.82,1.85,1.81
1.85,1.97,2.02,1.85
1.97,1.83,1.97,1.75
1.84,1.68,1.84,1.58
1.65,1.76,1.78,1.65
1.78,1.69,1.78,1.69
1.71,1.96,1.98,1.71
1.98,1.96,1.98,1.85
1.94,2.03,2.07,1.90
2.03,1.96,2.17,1.93
2.05,2.00,2.05,1.90
2.00,1.96,2.03,1.88
1.98,2.00,2.04,1.91
1.97,2.05,2.05,1.96
2.03,2.09,2.17,2.00
2.05,2.15,2.15,2.00
2.12,2.22,2.24,2.09
2.17,2.25,2.26,2.17
2.26,2.16,2.26,2.16
2.15,2.26,2.26,2.15
2.27,2.40,2.40,2.27
2.50,2.31,2.50,2.27
2.29,2.28,2.31,2.23
2.29,2.27,2.30,2.24
2.25,2.21,2.25,2.16
2.20,2.20,2.21,2.18
2.23,2.14,2.23,2.13
2.16,2.18,2.24,2.05
2.16,2.11,2.20,2.11
2.07,2.03,2.13,1.99
1.98,1.92,2.05,1.92
1.93,1.93,1.98,1.93
1.96,1.89,1.96,1.86
1.86,1.93,1.96,1.84
1.90,1.92,1.98,1.90
2.00,2.16,2.20,1.92
2.19,2.28,2.28,2.19
2.30,2.28,2.32,2.20
2.26,2.16,2.26,2.10
2.15,2.05,2.19,1.98
2.03,2.00,2.14,1.96
2.01,2.17,2.18,1.98
2.18,2.19,2.23,2.02
2.15,2.12,2.25,2.09
2.15,2.10,2.18,2.07
2.10,2.01,2.10,1.97
2.05,2.00,2.05,2.00
2.02,2.00,2.02,2.00
1.99,2.00,2.02,1.99
2.02,1.85,2.03,1.76
1.87,1.94,2.09,1.86
1.92,1.88,1.92,1.80
1.93,1.89,1.93,1.85
1.92,1.93,1.95,1.81
1.97,1.95,1.98,1.90
2.00,2.06,2.07,1.89
2.00,1.97,2.00,1.93
1.95,1.92,1.98,1.88
1.94,1.92,1.94,1.90
1.92,1.94,1.95,1.87
1.94,2.03,2.05,1.94
1.99,2.06,2.06,1.99
2.06,2.06,2.18,2.04
2.20,2.15,2.20,2.09
2.15,2.15,2.20,2.13
2.11,2.18,2.20,2.11
2.12,2.15,2.20,2.09
2.09,2.10,2.13,1.95
1.80,1.37,1.80,1.34
1.36,1.24,1.37,1.20
1.32,1.20,1.36,1.18
1.26,1.33,1.35,1.21
1.35,1.30,1.35,1.24
1.32,1.24,1.33,1.24
1.27,1.25,1.32,1.24
1.32,1.22,1.33,1.22
1.28,1.30,1.30,1.25
1.30,1.33,1.34,1.24
1.35,1.36,1.43,1.32
1.37,1.37,1.39,1.32
1.40,1.41,1.46,1.37
1.44,1.37,1.47,1.35
1.38,1.37,1.38,1.35
1.38,1.36,1.38,1.34
1.36,1.34,1.38,1.32
1.35,1.42,1.44,1.34
1.47,1.39,1.47,1.37
1.38,1.38,1.39,1.34
1.37,1.27,1.42,1.26
1.31,1.34,1.37,1.30
1.39,1.33,1.39,1.30
1.32,1.33,1.35,1.30
1.34,1.37,1.37,1.30
1.40,1.46,1.46,1.33
1.47,1.45,1.49,1.43
1.44,1.46,1.46,1.39
1.46,1.46,1.47,1.43
1.43,1.40,1.46,1.40
1.41,1.46,1.46,1.41
1.45,1.46,1.46,1.42
1.43,1.40,1.43,1.40
1.40,1.40,1.44,1.38
1.40,1.39,1.44,1.38
1.39,1.38,1.43,1.38
1.43,1.43,1.47,1.41
1.50,1.46,1.50,1.41
1.46,1.42,1.49,1.41
1.42,1.36,1.50,1.36
1.39,1.36,1.43,1.33
1.38,1.44,1.46,1.35
1.46,1.44,1.46,1.41
1.43,1.40,1.44,1.40
1.41,1.47,1.47,1.41
1.49,1.48,1.49,1.43
1.48,1.53,1.66,1.48
1.55,1.55,1.55,1.52
1.55,1.52,1.55,1.52
1.55,1.46,1.55,1.45
1.48,1.51,1.55,1.48
1.51,1.50,1.54,1.49
1.49,1.48,1.49,1.45
1.46,1.45,1.53,1.43
1.46,1.46,1.50,1.44
1.49,1.48,1.50,1.44
1.47,1.45,1.49,1.44
1.43,1.34,1.43,1.34
1.33,1.35,1.38,1.32
1.42,1.38,1.50,1.34
1.38,1.38,1.45,1.38
1.40,1.37,1.45,1.37
1.37,1.38,1.42,1.37
1.45,1.40,1.45,1.34
1.39,1.34,1.40,1.33
1.36,1.31,1.37,1.28
1.27,1.29,1.40,1.26
1.26,1.26,1.29,1.25
1.27,1.30,1.30,1.25
1.29,1.27,1.30,1.21
1.29,1.30,1.62,1.27
1.25,1.29,1.39,1.21
1.31,1.40,1.50,1.31
1.40,1.35,1.40,1.35
1.35,1.33,1.47,1.31
1.36,1.36,1.39,1.35
1.38,1.31,1.44,1.24
1.32,1.24,1.33,1.20
1.24,1.27,1.32,1.24
1.30,1.29,1.34,1.24
1.31,1.32,1.50,1.31
1.35,1.38,1.42,1.35
1.43,1.43,1.44,1.35
1.41,1.35,1.42,1.33
1.31,1.27,1.35,1.25
1.28,1.27,1.35,1.27
1.29,1.28,1.34,1.26
1.30,1.29,1.36,1.28
1.29,1.23,1.31,1.17
1.24,1.22,1.32,1.17
1.27,1.22,1.30,1.22
1.23,1.15,1.25,1.13
1.15,1.18,1.21,1.13
1.18,1.20,1.23,1.16
1.15,1.15,1.20,1.12
1.15,1.13,1.20,1.04
1.14,1.19,1.19,1.11
1.19,1.19,1.21,1.14
1.19,1.16,1.20,1.12
1.14,1.18,1.19,1.13
1.15,1.28,1.38,1.11
1.38,1.22,1.38,1.16
1.23,1.19,1.29,1.16
1.23,1.19,1.24,1.16
1.19,1.24,1.25,1.19
1.23,1.21,1.26,1.20
1.22,1.18,1.25,1.16
1.18,1.19,1.22,1.16
1.18,1.20,1.21,1.16
1.25,1.22,1.28,1.21
1.25,1.33,1.36,1.25
1.35,1.36,1.38,1.30
1.36,1.44,1.46,1.36
1.44,1.45,1.50,1.40
1.46,1.43,1.46,1.40
1.43,1.40,1.48,1.37
1.42,1.40,1.47,1.40
1.49,1.42,1.51,1.40
1.40,1.40,1.48,1.36
1.39,1.45,1.47,1.39
1.45,1.45,1.49,1.40
1.26,1.41,1.44,1.22
1.38,1.40,1.43,1.38
1.40,1.42,1.43,1.38
1.42,1.36,1.43,1.35
1.36,1.34,1.41,1.27
1.35,1.40,1.41,1.31
1.39,1.41,1.43,1.33
1.42,1.43,1.43,1.40
1.43,1.42,1.44,1.40
1.43,1.38,1.44,1.38
1.38,1.33,1.40,1.30
1.37,1.35,1.39,1.33
1.35,1.35,1.40,1.34
1.34,1.30,1.40,1.30
1.32,1.33,1.34,1.29
1.32,1.29,1.34,1.29
1.33,1.32,1.33,1.29
1.31,1.29,1.32,1.28
1.28,1.31,1.32,1.27
1.32,1.32,1.34,1.31
1.33,1.31,1.35,1.30
1.33,1.31,1.34,1.30
1.35,1.34,1.35,1.32
1.36,1.39,1.39,1.31
1.39,1.36,1.40,1.35
1.37,1.36,1.43,1.36
1.33,1.32,1.37,1.30
1.30,1.32,1.37,1.30
1.30,1.31,1.34,1.30
1.30,1.32,1.35,1.30
1.33,1.35,1.35,1.33
1.35,1.38,1.38,1.32
1.35,1.35,1.39,1.35
1.37,1.37,1.39,1.34
1.34,1.37,1.39,1.33
1.38,1.37,1.40,1.36
1.40,1.40,1.40,1.35
1.36,1.36,1.40,1.36
1.37,1.36,1.39,1.35
1.35,1.35,1.38,1.33
1.34,1.34,1.38,1.33
1.34,1.33,1.36,1.33
1.33,1.33,1.38,1.32
1.35,1.36,1.39,1.35
1.38,1.48,1.49,1.34
1.49,1.45,1.49,1.40
1.47,1.47,1.49,1.43
1.45,1.40,1.49,1.37
1.42,1.40,1.42,1.35
1.39,1.36,1.41,1.36
1.42,1.35,1.42,1.35
1.46,1.36,1.46,1.35
1.41,1.33,1.41,1.32
1.36,1.37,1.38,1.30
1.36,1.38,1.46,1.31
1.39,1.41,1.43,1.39
1.40,1.40,1.42,1.38
1.38,1.33,1.42,1.30
1.36,1.34,1.37,1.34
1.32,1.28,1.35,1.27
1.30,1.22,1.33,1.21
1.22,1.18,1.28,1.18
1.20,1.19,1.21,1.16
1.20,1.21,1.30,1.16
1.18,1.17,1.22,1.12
1.39,1.36,1.41,1.25
1.37,1.34,1.40,1.33
1.37,1.42,1.52,1.36
1.43,1.46,1.48,1.43
1.43,1.51,1.54,1.43
1.49,1.50,1.53,1.41
1.51,1.58,1.62,1.46
1.64,1.80,1.81,1.64
1.76,1.81,1.86,1.66
1.84,1.81,1.84,1.76
1.80,1.80,1.81,1.77
1.83,1.81,1.83,1.77
1.80,1.77,1.81,1.77
1.75,1.80,1.81,1.75
1.78,1.78,1.79,1.76
1.79,1.79,1.79,1.77
1.78,1.78,1.80,1.76
1.77,1.91,1.93,1.77
1.95,1.97,2.00,1.91
1.99,1.97,2.04,1.95
2.05,2.19,2.19,2.02
2.25,2.17,2.25,2.10
2.15,2.18,2.25,2.10
