NSAT,Norsat International Inc. (NEW) Common Stock,NASDAQ
0.50,0.50,0.50,0.50
0.48,0.50,0.50,0.48
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.50,0.50,0.50,0.50
0.50,0.51,0.51,0.50
0.49,0.50,0.50,0.49
0.49,0.49,0.49,0.49
0.49,0.48,0.49,0.47
0.48,0.48,0.48,0.48
0.49,0.48,0.49,0.48
0.47,0.48,0.48,0.47
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.48,0.48,0.49,0.47
0.47,0.47,0.47,0.46
0.47,0.48,0.48,0.47
0.48,0.48,0.48,0.48
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.46,0.47,0.48,0.46
0.47,0.46,0.47,0.46
0.47,0.47,0.47,0.47
0.48,0.47,0.48,0.46
0.46,0.47,0.47,0.46
0.47,0.47,0.47,0.47
0.45,0.46,0.46,0.45
0.46,0.46,0.46,0.46
0.45,0.47,0.47,0.45
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.45
0.45,0.42,0.45,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.43,0.43,0.42
0.43,0.43,0.43,0.43
0.42,0.42,0.42,0.41
0.43,0.43,0.43,0.43
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.42,0.41,0.42,0.41
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.43,0.44,0.44,0.43
0.45,0.45,0.45,0.45
0.41,0.42,0.42,0.41
0.42,0.42,0.42,0.42
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.42,0.42,0.42,0.42
0.41,0.42,0.42,0.41
0.41,0.42,0.42,0.41
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.44,0.44,0.42
0.44,0.44,0.44,0.44
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.44,0.44,0.45,0.44
0.44,0.44,0.44,0.44
0.46,0.44,0.46,0.44
0.44,0.45,0.45,0.44
0.45,0.45,0.45,0.45
0.42,0.42,0.42,0.42
0.42,0.42,0.45,0.42
0.43,0.42,0.43,0.42
0.43,0.43,0.43,0.43
0.43,0.43,0.44,0.43
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.43,0.45,0.45,0.43
0.47,0.46,0.47,0.46
0.46,0.46,0.46,0.46
0.44,0.45,0.45,0.44
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.43,0.44,0.44,0.43
0.46,0.48,0.48,0.46
0.50,0.49,0.50,0.48
0.49,0.51,0.53,0.49
0.51,0.51,0.51,0.51
0.51,0.50,0.53,0.49
0.48,0.47,0.48,0.47
0.47,0.47,0.48,0.47
0.47,0.47,0.47,0.47
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.47
0.47,0.47,0.47,0.47
0.47,0.49,0.49,0.47
0.47,0.46,0.47,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.50,0.50,0.50,0.50
0.50,0.50,0.52,0.50
0.49,0.48,0.50,0.48
0.47,0.50,0.50,0.47
0.52,0.52,0.52,0.52
0.49,0.49,0.49,0.49
0.50,0.50,0.50,0.50
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.45,0.45,0.45,0.44
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.44
0.44,0.45,0.47,0.44
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.46,0.49,0.49,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.45,0.48,0.48,0.45
0.48,0.48,0.48,0.48
0.45,0.45,0.45,0.45
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.45,0.44,0.45,0.44
0.44,0.44,0.44,0.44
0.45,0.45,0.45,0.45
0.44,0.44,0.44,0.44
0.46,0.45,0.46,0.45
0.45,0.45,0.45,0.45
0.46,0.44,0.46,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.44,0.44,0.44,0.44
0.44,0.45,0.47,0.44
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.47,0.47,0.47,0.47
0.45,0.45,0.45,0.45
0.45,0.44,0.47,0.44
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.45,0.46,0.46,0.45
0.46,0.46,0.47,0.46
0.47,0.47,0.47,0.46
0.47,0.47,0.50,0.46
0.47,0.51,0.51,0.47
0.50,0.51,0.51,0.50
0.51,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.52,0.53,0.50
0.51,0.51,0.51,0.51
0.49,0.50,0.52,0.49
0.50,0.50,0.50,0.50
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.48
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.48,0.48,0.50,0.48
0.48,0.48,0.48,0.48
0.46,0.46,0.46,0.46
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.48,0.48,0.48,0.48
0.47,0.48,0.48,0.47
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.48,0.49,0.49,0.48
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.46,0.45,0.46,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.44,0.44,0.44,0.44
0.48,0.51,0.52,0.48
0.51,0.51,0.51,0.51
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.46
0.47,0.47,0.47,0.47
0.49,0.49,0.50,0.49
0.49,0.49,0.49,0.49
0.53,0.50,0.53,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.52,0.51,0.52,0.51
0.49,0.47,0.49,0.46
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.51,0.51,0.51,0.51
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.49
0.49,0.50,0.50,0.49
0.51,0.50,0.52,0.50
0.51,0.51,0.51,0.50
0.51,0.51,0.51,0.51
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.48,0.48,0.49,0.48
0.48,0.48,0.48,0.48
0.50,0.48,0.50,0.48
0.50,0.50,0.50,0.50
0.51,0.50,0.51,0.49
0.52,0.50,0.52,0.50
0.50,0.50,0.50,0.50
0.51,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.49,0.47,0.49,0.47
0.47,0.46,0.47,0.46
0.49,0.49,0.49,0.49
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.46
0.48,0.47,0.48,0.46
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.44
0.45,0.48,0.48,0.45
0.47,0.47,0.47,0.46
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.45,0.45,0.45,0.45
0.46,0.46,0.46,0.45
0.48,0.48,0.48,0.48
0.47,0.48,0.50,0.47
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.49,0.49,0.49,0.49
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.47,0.47,0.47,0.47
0.46,0.47,0.47,0.46
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.48,0.46,0.48,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.47,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.46,0.46,0.46,0.46
0.47,0.46,0.47,0.46
0.46,0.46,0.46,0.46
0.47,0.45,0.47,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.44,0.45,0.44
0.45,0.46,0.46,0.44
0.47,0.45,0.47,0.45
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.46,0.46,0.46,0.46
0.46,0.46,0.48,0.46
0.45,0.46,0.46,0.45
0.44,0.45,0.46,0.44
0.46,0.46,0.46,0.45
0.47,0.46,0.47,0.46
0.47,0.46,0.47,0.46
0.45,0.46,0.46,0.45
0.46,0.46,0.46,0.46
0.45,0.46,0.48,0.45
0.47,0.45,0.47,0.45
0.47,0.47,0.48,0.47
0.47,0.47,0.47,0.47
0.47,0.48,0.48,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.47,0.48,0.49,0.47
0.46,0.45,0.46,0.45
0.48,0.48,0.48,0.48
0.50,0.49,0.52,0.49
0.49,0.49,0.49,0.49
0.52,0.52,0.52,0.52
0.52,0.52,0.52,0.52
0.50,0.50,0.50,0.50
0.49,0.50,0.50,0.49
0.49,0.49,0.49,0.49
0.49,0.51,0.51,0.49
0.50,0.51,0.52,0.50
0.51,0.51,0.51,0.51
0.51,0.52,0.52,0.51
0.51,0.51,0.51,0.51
0.50,0.53,0.53,0.50
0.54,0.54,0.54,0.54
0.51,0.52,0.53,0.51
0.52,0.53,0.55,0.52
0.53,0.53,0.53,0.53
0.53,0.53,0.53,0.53
0.54,0.54,0.54,0.54
0.51,0.51,0.51,0.51
0.49,0.48,0.49,0.48
0.51,0.51,0.51,0.51
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.47,0.47,0.47,0.47
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.48
0.47,0.47,0.47,0.47
0.46,0.47,0.47,0.45
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.45,0.44,0.45,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.45,0.44,0.47,0.44
0.44,0.44,0.44,0.44
0.43,0.44,0.44,0.43
0.45,0.45,0.45,0.45
0.45,0.45,0.45,0.45
0.43,0.42,0.43,0.42
0.42,0.42,0.42,0.41
0.42,0.42,0.42,0.42
0.42,0.42,0.42,0.42
0.43,0.41,0.43,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.41,0.41,0.41,0.41
0.43,0.42,0.43,0.42
0.42,0.42,0.42,0.42
0.42,0.43,0.43,0.42
0.43,0.43,0.43,0.43
0.43,0.43,0.43,0.43
0.44,0.44,0.44,0.44
0.44,0.44,0.44,0.44
0.43,0.43,0.43,0.43
0.44,0.43,0.44,0.43
0.43,0.43,0.43,0.43
0.47,0.47,0.47,0.47
0.47,0.45,0.47,0.45
0.47,0.47,0.47,0.47
0.47,0.47,0.47,0.47
0.46,0.46,0.46,0.45
4.25,4.28,4.28,4.25
4.52,4.52,4.52,4.52
4.49,4.49,4.49,4.49
4.51,4.51,4.51,4.51
4.51,4.51,4.51,4.51
4.51,4.51,4.51,4.51
4.51,4.45,4.51,4.45
4.45,4.45,4.45,4.45
4.60,4.61,4.61,4.60
4.72,4.75,4.75,4.72
4.75,4.75,4.75,4.75
4.81,4.81,4.81,4.81
4.69,4.69,4.69,4.69
4.74,4.74,4.74,4.74
4.92,4.92,4.92,4.80
4.82,5.10,5.10,4.82
5.29,5.30,5.30,5.10
5.00,5.28,5.49,5.00
5.49,5.41,5.50,5.40
5.36,5.35,5.37,5.35
5.30,5.15,5.30,5.03
5.10,5.10,5.16,5.10
5.55,5.30,5.55,5.15
5.30,5.30,5.30,5.30
5.07,5.26,5.30,5.02
5.42,5.41,5.42,5.41
5.37,5.38,5.52,5.37
5.49,5.61,5.63,5.30
5.60,5.51,5.74,5.51
5.36,5.20,5.47,5.20
5.07,5.09,5.18,5.07
5.02,5.04,5.13,5.01
5.04,5.06,5.06,5.04
5.04,5.04,5.05,5.04
4.90,4.99,4.99,4.90
5.00,5.02,5.08,5.00
4.92,4.91,4.96,4.91
4.88,4.86,4.89,4.86
4.81,4.93,4.94,4.81
4.81,5.04,5.12,4.81
5.02,5.51,5.75,5.02
5.40,5.44,5.44,5.19
5.40,5.27,5.40,5.20
5.27,5.32,5.32,5.27
5.42,5.42,5.42,5.42
5.37,5.54,5.54,5.37
5.43,5.43,5.43,5.43
5.38,5.48,5.48,5.38
5.48,5.50,5.56,5.47
5.48,5.48,5.48,5.38
5.43,5.45,5.50,5.43
5.50,5.52,5.52,5.50
5.52,5.60,5.62,5.52
5.55,5.50,5.55,5.50
5.40,5.36,5.40,5.32
5.31,5.34,5.35,5.31
5.34,5.34,5.34,5.33
5.33,5.35,5.36,5.33
5.31,5.32,5.32,5.31
5.35,5.31,5.35,5.31
5.31,5.28,5.32,5.28
5.24,5.05,5.28,5.05
5.04,5.04,5.04,5.04
5.08,5.10,5.10,5.08
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.14,5.07,5.14,5.06
4.95,4.99,4.99,4.95
5.10,5.10,5.10,5.10
4.95,4.95,4.95,4.93
4.96,4.95,4.96,4.95
4.96,4.96,4.96,4.96
4.95,4.95,4.95,4.95
4.99,4.96,5.03,4.96
4.96,4.96,4.96,4.96
4.92,4.89,4.92,4.89
4.88,4.75,4.88,4.74
4.60,4.92,4.92,4.60
4.91,4.96,4.96,4.86
4.98,5.02,5.02,4.95
4.99,4.96,4.99,4.94
4.97,4.97,4.97,4.97
4.96,4.44,4.98,4.35
4.39,4.70,4.70,4.39
4.63,4.66,4.66,4.63
4.70,4.69,4.70,4.68
4.50,4.48,4.55,4.48
4.52,4.62,4.65,4.52
4.65,4.69,4.69,4.65
4.80,4.97,5.04,4.76
4.90,4.95,4.95,4.90
4.91,4.94,4.94,4.91
4.98,4.99,5.02,4.98
4.98,5.00,5.02,4.95
5.01,5.03,5.03,5.01
5.00,5.02,5.03,5.00
5.02,5.02,5.02,5.02
5.06,5.10,5.10,5.03
5.04,5.04,5.04,5.04
5.03,5.03,5.03,5.03
5.05,5.05,5.05,5.01
5.03,5.04,5.04,5.03
4.82,5.02,5.02,4.82
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
4.95,5.04,5.06,4.95
5.05,5.09,5.09,5.05
5.04,5.02,5.06,5.02
5.02,5.02,5.02,5.02
4.81,5.00,5.00,4.81
5.02,5.04,5.04,5.02
5.00,5.02,5.02,5.00
5.02,5.02,5.02,5.02
4.98,5.00,5.00,4.91
4.99,5.00,5.02,4.99
4.81,4.97,4.98,4.81
4.95,4.95,4.95,4.95
5.00,5.00,5.04,5.00
4.99,4.99,4.99,4.99
4.95,4.95,4.97,4.91
4.90,4.94,4.94,4.81
4.87,4.90,4.90,4.87
4.92,4.95,4.95,4.92
4.90,4.97,4.97,4.90
4.91,4.89,4.91,4.89
4.81,4.90,4.97,4.81
4.93,4.82,4.93,4.82
4.89,4.85,4.89,4.69
4.85,4.86,4.86,4.85
4.88,4.85,4.88,4.82
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.85,4.85,4.85,4.85
4.71,4.99,4.99,4.71
4.99,4.99,4.99,4.99
4.91,4.87,4.91,4.79
4.87,4.87,4.87,4.86
4.81,4.82,4.82,4.80
4.50,4.68,4.74,4.50
4.77,4.71,4.79,4.71
4.71,4.71,4.71,4.71
4.70,4.72,4.73,4.70
4.70,4.67,4.70,4.67
4.67,4.67,4.67,4.67
4.68,4.61,4.68,4.61
4.84,4.60,4.84,4.60
4.92,4.58,4.92,4.58
4.56,4.62,4.62,4.56
4.54,4.54,4.55,4.54
4.40,4.32,4.43,4.22
4.36,4.46,4.46,4.36
4.42,4.25,4.42,4.24
4.25,4.37,4.37,4.25
4.37,4.37,4.37,4.37
4.37,4.37,4.37,4.37
4.26,4.46,4.47,4.26
4.46,4.46,4.46,4.46
4.42,4.35,4.42,4.32
4.35,4.34,4.35,4.34
3.90,4.21,4.24,3.90
4.20,4.20,4.20,4.20
4.18,4.12,4.18,4.12
4.12,4.12,4.12,4.12
4.06,4.06,4.06,4.06
4.02,3.98,4.03,3.98
3.96,4.07,4.07,3.96
4.07,4.07,4.07,4.07
3.28,3.98,4.00,3.28
3.95,3.96,3.96,3.95
3.95,4.56,4.66,3.95
4.52,4.50,4.52,4.46
4.49,4.41,4.50,4.41
4.51,4.33,4.51,4.33
4.36,4.36,4.36,4.36
4.20,4.20,4.29,4.20
4.20,4.20,4.20,4.20
4.19,4.19,4.19,4.19
4.19,4.19,4.19,4.19
4.29,4.29,4.30,4.29
4.36,4.45,4.45,4.35
4.27,4.27,4.33,4.27
4.27,4.27,4.27,4.27
4.27,4.27,4.27,4.27
4.46,4.34,4.52,4.34
4.32,4.08,4.32,3.99
4.08,4.11,4.11,4.04
4.15,4.09,4.15,4.09
4.09,4.09,4.09,4.09
4.15,4.11,4.15,4.11
4.11,4.29,4.29,4.11
4.11,4.11,4.11,4.11
4.15,4.11,4.16,4.11
4.11,4.10,4.11,4.10
4.11,4.30,4.30,4.10
4.30,4.30,4.30,4.30
4.11,4.15,4.15,4.05
4.10,4.16,4.16,4.10
4.18,4.22,4.25,4.17
4.19,4.30,4.30,4.15
4.30,4.30,4.30,4.30
4.70,4.63,4.70,4.32
4.38,4.65,4.65,4.38
4.57,4.57,4.57,4.57
4.77,4.57,4.77,4.57
4.55,4.44,4.55,4.44
4.42,4.41,4.42,4.41
4.37,4.54,4.55,4.32
4.46,4.46,4.46,4.46
4.50,4.50,4.50,4.50
4.84,4.45,4.84,4.40
4.42,4.42,4.42,4.42
4.39,4.45,4.45,4.33
4.40,4.63,4.63,4.40
4.72,4.55,4.73,4.55
4.83,4.57,4.83,4.45
4.47,4.56,4.56,4.47
4.57,4.55,4.57,4.44
4.64,4.55,4.64,4.51
4.57,4.57,4.57,4.57
4.50,4.57,4.61,4.50
4.52,4.53,4.57,4.52
4.49,4.55,4.60,4.49
4.50,4.50,4.52,4.50
4.50,4.48,4.50,4.45
4.50,4.51,4.51,4.48
4.46,4.49,4.59,4.45
4.60,4.45,4.60,4.43
4.46,4.43,4.47,4.43
4.41,4.46,4.48,4.41
4.43,4.44,4.48,4.43
4.41,4.43,4.44,4.40
4.36,4.38,4.38,4.36
4.18,4.37,4.39,4.18
4.45,4.37,4.45,4.37
4.42,4.42,4.42,4.39
4.38,4.38,4.38,4.38
4.39,4.39,4.39,4.39
4.48,4.38,4.48,4.38
4.38,4.38,4.38,4.38
4.40,4.43,4.43,4.40
4.43,4.49,4.49,4.38
4.37,4.36,4.37,4.36
4.38,4.31,4.38,4.31
4.38,4.38,4.38,4.38
4.31,4.31,4.32,4.28
4.31,4.35,4.35,4.29
4.35,4.35,4.35,4.35
4.26,4.29,4.30,4.26
4.26,4.26,4.26,4.26
4.21,4.21,4.22,4.10
4.15,4.09,4.15,4.09
4.11,4.14,4.15,4.02
4.05,4.05,4.05,4.05
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.23,4.21,4.23,4.21
4.21,4.21,4.21,4.21
4.15,4.21,4.21,4.15
4.21,4.26,4.26,4.21
4.25,4.25,4.25,4.25
4.20,4.23,4.23,4.20
4.23,4.22,4.23,4.22
4.21,4.22,4.36,4.18
4.25,4.15,4.25,4.07
4.08,4.08,4.08,4.07
4.08,4.08,4.08,4.08
4.02,4.02,4.09,4.00
3.98,4.00,4.00,3.97
4.05,4.13,4.16,4.04
3.90,4.15,4.15,3.90
4.20,4.27,4.27,4.20
4.27,4.36,4.36,4.25
4.37,4.35,4.38,4.35
4.33,4.41,4.41,4.33
4.41,4.41,4.41,4.41
4.32,4.32,4.32,4.27
4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32
4.45,4.45,4.45,4.45
4.45,4.45,4.45,4.45
4.40,4.33,4.40,4.33
4.35,4.35,4.35,4.35
4.80,4.89,4.89,4.58
4.98,4.84,4.98,4.76
4.79,4.73,4.90,4.66
4.80,4.80,4.80,4.79
4.65,4.80,4.80,4.65
4.90,5.03,5.08,4.89
5.38,5.10,5.44,5.08
5.08,5.18,5.18,5.05
5.20,5.13,5.20,5.10
5.14,5.20,5.20,5.09
5.02,5.15,5.20,5.02
5.15,5.15,5.30,5.15
5.29,5.25,5.29,5.14
5.24,5.24,5.24,5.14
5.24,5.13,5.24,5.13
5.15,5.25,5.25,5.13
5.25,5.17,5.25,5.14
5.17,5.21,5.25,5.16
5.01,5.27,5.30,5.01
5.14,5.16,5.30,5.14
5.16,5.20,5.32,5.16
5.35,5.24,5.35,5.24
5.25,5.34,5.34,5.24
5.46,5.42,5.46,5.32
5.45,5.50,5.50,5.40
5.51,5.57,5.66,5.51
5.74,5.70,5.75,5.61
5.70,5.75,5.87,5.70
5.80,5.78,5.80,5.73
5.80,5.74,5.80,5.71
5.73,5.85,5.85,5.61
5.85,5.85,5.88,5.72
5.85,5.71,5.85,5.70
5.52,5.51,5.59,5.51
5.51,5.51,5.59,5.51
5.41,5.56,5.59,5.41
5.57,5.61,5.63,5.57
5.61,5.53,5.61,5.53
5.51,5.66,5.66,5.35
5.65,5.77,5.78,5.65
5.80,5.82,5.90,5.80
5.82,5.74,5.82,5.60
5.70,5.57,5.70,5.54
5.56,5.55,5.65,5.49
5.55,5.55,5.55,5.55
5.36,5.42,5.47,5.36
5.33,5.54,5.55,5.33
5.50,5.75,5.75,5.38
5.74,5.69,5.74,5.64
5.65,5.74,5.74,5.46
5.74,6.04,6.15,5.58
5.52,5.98,6.00,5.52
5.68,5.90,5.90,5.68
5.79,5.93,5.93,5.74
6.03,6.03,6.03,6.03
6.03,6.22,6.35,6.03
6.23,5.79,6.23,5.76
5.85,5.98,5.98,5.85
6.01,6.00,6.09,6.00
6.14,6.27,6.60,6.14
6.75,7.13,8.75,6.75
7.13,7.19,7.25,7.01
7.24,7.17,7.30,7.03
7.20,7.13,7.20,7.13
7.15,6.99,7.15,6.80
6.76,6.99,7.06,6.76
6.99,6.79,6.99,6.61
6.65,6.65,6.65,6.65
6.56,6.36,6.72,6.36
6.20,5.72,6.20,5.62
5.87,5.99,5.99,5.87
6.08,6.22,6.22,6.08
6.17,6.00,6.21,5.73
6.00,6.13,6.13,6.00
6.15,6.21,6.91,6.15
6.26,6.16,6.30,6.16
6.20,6.15,6.20,6.15
6.40,6.36,6.40,6.36
6.10,6.23,6.27,5.94
6.40,6.65,6.80,6.31
7.00,6.85,7.00,6.70
7.00,6.83,7.12,6.71
6.66,6.68,6.74,6.66
7.00,6.98,7.00,6.95
6.98,6.72,6.98,6.10
6.61,6.51,6.62,6.34
6.60,6.50,6.60,6.41
6.59,6.54,6.63,6.49
6.59,6.36,6.70,6.36
6.41,6.65,6.72,6.41
6.80,6.57,6.92,6.51
6.26,6.44,6.54,6.26
6.59,6.62,6.62,6.59
6.62,6.57,6.62,6.39
6.65,6.50,6.65,6.47
6.47,6.38,6.53,6.38
6.38,6.38,6.38,6.26
6.36,6.44,6.44,6.19
6.27,6.25,6.39,6.25
6.27,6.00,6.30,6.00
6.18,6.23,6.25,6.02
6.12,6.17,6.48,6.12
6.10,6.17,6.30,6.10
6.01,6.22,6.25,6.00
6.20,6.15,6.23,6.15
6.11,6.11,6.17,6.11
6.00,6.11,6.19,6.00
6.24,6.30,6.30,6.22
6.30,6.30,6.30,6.20
6.17,6.20,6.30,6.16
6.21,6.17,6.21,6.17
6.30,6.20,6.30,6.20
6.25,6.21,6.25,6.21
6.25,6.13,6.25,6.12
6.25,6.20,6.25,6.13
6.35,6.35,6.46,6.35
6.35,6.34,6.35,6.34
6.27,6.26,6.35,6.25
6.48,6.29,6.48,6.25
6.37,6.28,6.37,6.25
6.20,6.30,6.30,6.16
6.29,6.27,6.29,6.21
6.35,6.29,6.40,6.21
6.29,6.28,6.30,6.22
6.23,6.19,6.28,6.17
6.16,6.19,6.20,6.14
6.19,6.16,6.19,6.06
6.15,6.12,6.20,6.00
6.01,6.25,6.27,6.00
6.30,6.52,6.52,6.18
6.48,6.22,6.55,6.17
5.86,6.24,6.25,5.86
6.17,6.21,6.36,6.15
6.20,6.00,6.22,6.00
6.16,6.12,6.22,6.07
6.28,6.34,6.34,6.16
6.33,6.34,6.34,6.33
7.12,7.88,7.98,7.12
7.90,7.79,8.05,7.55
7.78,7.94,7.97,7.71
7.93,7.90,8.01,7.86
7.97,7.98,8.04,7.90
7.95,8.05,8.16,7.95
8.05,7.95,8.07,7.92
7.90,7.99,8.02,7.85
8.00,7.88,8.00,7.84
8.02,7.99,8.02,7.92
7.99,7.91,7.99,7.85
7.99,8.00,8.01,7.90
8.02,8.02,8.02,7.97
7.92,7.94,8.00,7.90
7.95,7.99,7.99,7.90
7.97,7.98,7.99,7.90
7.99,8.00,8.00,7.97
7.95,7.95,7.95,7.90
7.88,7.98,7.98,7.88
7.98,7.97,7.98,7.92
7.90,7.90,8.00,7.90
7.95,8.00,8.00,7.90
8.00,8.00,8.00,7.95
7.80,7.85,7.95,7.80
7.80,7.85,7.85,7.80
7.90,7.85,7.95,7.85
8.00,7.85,8.00,7.85
7.85,7.85,7.85,7.85
7.95,7.95,8.00,7.90
7.95,8.00,8.00,7.95
8.00,7.95,8.00,7.90
7.80,7.87,7.87,7.80
7.90,8.00,8.00,7.90
8.00,8.00,8.00,7.95
7.90,7.96,7.97,7.90
8.00,7.95,8.00,7.92
7.95,8.00,8.00,7.95
8.15,7.95,8.15,7.70
7.95,8.00,8.00,7.88
7.95,7.90,7.95,7.90
7.85,7.90,8.00,7.80
7.95,7.95,8.00,7.90
7.95,7.95,8.05,7.95
7.95,7.90,7.95,7.90
7.85,7.85,7.90,7.85
7.85,7.90,7.95,7.85
7.90,7.90,7.90,7.65
7.90,7.85,7.90,7.85
7.85,7.80,7.90,7.80
7.80,7.90,7.95,7.80
7.85,7.80,7.90,7.80
7.85,7.90,7.90,7.80
7.85,7.65,7.86,7.65
7.65,7.90,7.90,7.65
7.80,7.85,7.90,7.80
