VTI,Vanguard Total Stock Market ETF,NASDAQ
83.47,82.15,83.47,81.90
82.63,82.36,82.78,81.47
81.11,80.92,81.61,80.19
81.66,81.73,81.99,81.11
82.40,82.49,82.69,82.05
83.02,83.10,83.40,82.99
82.93,82.67,83.31,82.51
83.29,83.36,83.94,83.11
83.33,83.27,83.89,82.94
82.99,83.39,83.59,82.83
84.02,84.28,84.30,83.33
84.71,84.73,84.96,84.56
85.23,85.33,85.46,84.88
85.29,85.37,85.63,85.12
86.43,86.61,86.64,86.11
86.54,86.69,86.83,86.44
86.91,87.02,87.11,86.73
87.07,86.63,87.10,86.42
87.01,86.91,87.13,86.76
87.09,87.40,87.59,87.01
87.20,87.53,87.53,87.10
87.69,87.72,87.82,87.47
87.93,87.56,88.00,87.51
87.95,87.21,87.99,87.03
87.00,87.53,87.57,86.95
87.23,87.54,87.57,86.79
87.42,87.24,87.57,87.02
87.54,87.33,87.62,87.10
87.43,87.42,88.00,87.32
88.10,88.53,88.60,88.07
88.43,88.57,88.62,88.19
88.51,88.58,88.69,88.34
88.51,88.00,88.54,87.77
87.66,87.65,87.78,87.29
88.09,88.01,88.18,87.56
87.90,87.79,88.17,87.47
87.39,87.73,87.83,87.25
87.92,87.92,88.04,87.32
87.90,87.46,88.00,87.44
86.82,86.16,86.82,86.05
86.08,85.88,86.34,85.73
85.65,85.30,86.06,85.30
85.43,85.86,86.14,85.36
85.63,85.36,86.09,85.12
85.55,86.12,86.28,85.55
86.41,86.48,86.56,85.99
86.59,86.26,86.86,86.14
85.37,84.73,85.65,84.68
84.72,85.04,85.34,84.60
84.88,85.27,85.68,84.85
85.44,84.77,85.45,84.62
85.77,85.20,85.92,84.84
85.27,85.96,86.08,85.12
86.01,86.06,86.27,85.99
86.40,86.13,86.64,85.31
86.43,87.10,87.13,86.42
87.66,87.78,87.78,87.43
87.70,88.01,88.02,87.49
88.03,87.74,88.12,87.65
87.87,87.92,88.00,87.62
88.93,88.43,89.00,88.30
88.54,88.90,88.90,88.54
88.92,89.94,90.12,88.58
90.07,89.80,90.23,89.66
89.89,89.20,90.00,89.08
88.51,88.37,88.68,87.99
88.24,88.23,88.76,88.01
88.34,88.07,88.50,87.95
88.22,88.41,88.66,88.10
87.99,88.06,88.15,87.79
87.38,87.65,87.88,87.10
87.74,88.41,88.48,87.67
87.91,88.26,88.31,87.61
88.04,87.51,88.16,87.04
87.57,88.15,88.24,87.44
87.45,87.36,87.86,87.30
87.25,86.20,87.43,86.16
86.38,86.14,86.51,85.63
87.08,88.08,88.12,87.06
87.98,88.70,88.73,87.90
88.12,89.09,89.13,87.98
88.89,88.41,89.15,88.28
88.99,89.65,89.67,88.88
89.35,90.31,90.35,89.26
90.71,90.95,90.98,90.45
91.00,90.90,91.14,90.72
91.22,91.42,91.73,91.01
91.17,90.99,91.22,90.63
91.25,91.34,91.39,90.91
91.57,91.67,91.67,91.26
91.65,91.74,91.85,91.46
91.95,92.20,92.20,91.80
92.35,91.66,92.40,91.31
91.59,91.39,91.95,91.18
91.44,91.51,91.79,91.00
91.81,91.93,91.97,91.56
91.70,91.66,91.86,91.27
92.08,91.90,92.24,91.67
92.19,90.68,92.19,90.60
90.75,91.89,91.89,90.67
91.79,91.95,92.07,91.73
91.76,91.81,91.95,91.46
91.38,92.59,92.60,91.30
92.74,93.03,93.09,92.48
93.03,93.44,93.44,93.00
93.72,93.00,93.72,92.78
92.98,92.73,93.22,92.55
92.89,92.44,93.18,92.16
92.77,93.27,93.33,92.65
93.39,93.73,93.75,93.22
93.96,93.63,93.97,93.50
93.63,93.72,94.01,93.52
93.93,93.99,94.04,93.76
94.07,93.86,94.34,93.86
94.06,93.66,94.18,93.54
93.40,93.30,93.59,92.94
92.97,93.17,93.62,92.48
93.14,92.90,93.26,92.82
93.80,93.86,93.97,93.48
94.25,94.07,94.28,93.95
93.93,93.76,94.15,93.72
93.88,92.60,93.88,92.50
92.56,92.43,92.76,92.18
92.69,92.46,92.72,92.25
92.94,93.11,93.34,92.88
93.24,92.83,93.24,92.57
93.03,94.33,94.34,92.16
94.13,94.20,94.24,93.83
93.86,94.33,94.53,93.84
94.84,94.89,94.95,94.65
94.99,95.15,95.21,94.90
95.40,95.60,95.64,95.26
95.73,95.54,95.92,95.43
95.60,95.57,95.66,95.41
95.72,95.92,96.00,95.66
95.76,95.08,95.76,94.82
95.29,95.06,95.44,94.95
95.50,94.81,95.56,94.67
95.19,95.42,95.59,95.10
95.44,95.49,95.62,95.09
95.83,95.57,95.83,95.10
95.78,95.84,95.87,95.30
95.75,94.63,95.88,94.39
94.93,95.67,95.73,94.73
95.94,96.15,96.29,95.84
96.05,96.08,96.12,95.79
96.00,95.71,96.13,95.55
96.36,96.03,96.36,95.44
96.27,96.21,96.30,95.91
95.77,95.38,95.85,94.91
94.77,93.32,94.89,93.29
93.32,92.72,93.60,92.21
92.89,93.37,93.47,92.80
92.67,92.41,93.08,92.18
93.23,93.49,93.78,92.96
92.44,92.88,93.55,92.28
92.84,90.70,93.05,90.54
91.20,91.39,91.63,90.78
91.02,91.25,91.44,90.39
91.49,92.36,92.37,91.35
92.94,93.55,93.61,92.53
93.62,93.66,93.74,93.26
93.99,94.73,94.95,93.82
94.91,94.86,95.21,94.63
94.15,95.44,95.52,94.15
95.40,95.90,96.05,95.22
96.06,96.18,96.27,95.77
95.97,95.54,96.50,95.44
95.65,96.18,96.33,95.33
96.39,96.10,96.53,96.03
96.38,96.65,97.27,96.31
96.77,96.61,97.01,96.28
96.83,96.71,97.10,96.45
96.63,97.22,97.22,96.47
97.17,97.40,97.86,96.74
96.57,96.69,96.88,96.01
97.93,98.21,98.35,97.64
98.26,98.23,98.38,98.09
98.54,98.41,98.65,98.27
98.84,98.38,98.85,98.00
98.32,98.31,98.40,97.73
98.50,97.76,98.63,97.53
97.36,97.83,97.86,97.03
98.18,96.70,98.27,96.42
96.51,96.58,97.07,96.43
97.09,97.35,97.66,97.06
97.65,98.18,98.28,97.50
98.21,97.62,98.28,97.02
97.39,98.11,98.19,97.21
98.57,97.75,98.69,97.65
98.11,97.18,98.20,96.73
97.20,97.10,97.58,96.59
97.52,96.29,97.65,96.27
96.09,96.09,96.50,95.69
96.37,96.52,97.09,96.28
97.10,97.47,97.58,97.05
97.89,98.23,98.27,97.75
98.46,98.54,98.66,98.18
98.72,98.27,98.74,97.96
98.84,96.92,98.85,96.77
96.60,95.76,96.81,95.48
95.76,96.18,96.38,95.35
96.50,97.33,97.33,96.22
97.30,95.19,97.35,95.03
94.66,94.25,95.31,94.10
95.02,94.89,95.20,94.12
95.13,95.54,95.60,94.03
96.21,96.54,96.55,95.75
96.42,96.73,96.97,96.26
96.78,97.12,97.12,96.57
97.26,97.62,97.91,97.19
97.62,97.37,97.68,97.30
97.84,97.50,97.90,96.96
97.19,96.55,97.25,96.34
96.90,96.69,97.22,95.65
97.00,97.17,97.30,96.77
97.17,97.53,97.56,96.76
97.41,97.56,97.84,97.14
97.59,97.48,98.03,97.35
97.00,97.64,97.70,96.66
97.40,96.74,97.49,96.71
97.03,97.19,97.21,96.16
97.09,96.93,97.80,96.66
96.93,97.17,97.17,96.50
97.61,98.27,98.30,97.55
98.40,98.21,98.57,98.14
98.14,97.67,98.19,97.52
97.36,96.77,97.43,96.21
96.92,97.18,97.19,96.43
96.94,97.63,97.68,96.78
97.52,96.90,97.62,96.62
97.23,97.65,97.72,97.10
97.69,97.98,98.19,97.53
98.10,98.49,98.51,98.01
98.83,99.14,99.16,98.78
99.16,99.03,99.26,98.82
99.26,99.56,99.56,99.00
99.44,99.58,99.68,99.29
99.80,99.70,99.84,99.16
99.45,99.66,99.72,99.32
99.38,99.87,99.97,99.33
100.02,100.68,100.76,99.64
100.99,101.20,101.25,100.85
101.20,101.37,101.67,101.14
101.21,101.35,101.35,100.98
101.06,101.01,101.12,100.73
100.88,100.29,100.93,100.06
100.45,100.62,100.69,100.11
100.45,100.70,100.89,100.31
100.56,101.06,101.20,100.46
101.08,101.81,101.84,100.87
101.90,101.93,102.00,101.53
102.20,102.17,102.20,101.98
102.19,102.14,102.25,101.95
101.54,101.01,102.07,100.91
100.82,101.52,101.60,100.78
101.53,101.46,101.53,100.76
101.22,101.73,101.75,101.22
101.55,101.77,101.91,101.55
102.07,102.50,102.82,102.00
102.53,102.44,102.63,102.36
102.74,102.98,103.00,102.66
102.80,102.44,102.81,102.31
102.34,101.66,102.34,101.35
101.91,102.10,102.16,101.65
101.03,101.65,101.95,100.87
101.63,101.74,101.79,101.30
102.30,102.23,102.41,102.16
102.30,101.97,102.50,101.51
102.36,102.23,102.48,101.95
101.88,101.05,102.28,100.91
101.34,102.14,102.24,101.30
101.83,101.90,102.38,101.45
102.29,102.42,102.63,102.24
102.58,102.66,102.78,102.37
102.84,102.68,102.92,102.57
102.37,102.14,102.42,101.93
102.18,102.11,102.28,101.51
102.29,101.74,102.48,101.72
102.12,101.81,102.26,101.38
101.12,99.74,101.28,99.74
99.55,99.49,100.14,98.96
99.74,100.17,100.38,99.21
99.70,99.29,100.13,98.93
98.82,99.31,99.78,98.72
99.82,98.79,99.88,98.56
98.96,99.93,99.97,98.77
100.32,100.29,100.74,100.22
100.17,100.11,100.49,99.77
100.52,100.82,100.90,100.31
100.93,101.26,101.26,100.87
101.62,101.27,101.74,100.52
101.86,102.18,102.22,101.73
102.41,102.69,102.76,102.30
102.50,102.93,103.03,102.42
103.00,103.16,103.31,102.81
103.12,103.01,103.26,102.78
103.60,103.55,103.75,103.38
103.65,103.74,103.96,103.61
103.81,103.68,103.87,103.52
103.28,103.57,103.65,103.19
103.75,103.88,103.93,103.42
104.04,103.96,104.27,103.56
104.39,103.85,104.44,103.70
104.01,103.63,104.39,103.37
103.59,104.11,104.12,103.21
103.97,103.90,104.16,103.55
103.77,103.17,103.84,102.99
103.23,103.56,103.60,102.85
103.15,103.75,103.76,103.09
103.69,103.08,103.69,102.78
103.10,102.81,103.24,102.56
102.55,103.54,103.69,102.53
103.70,103.65,104.16,103.19
104.02,104.18,104.23,103.88
104.59,103.98,104.59,103.74
103.75,103.02,103.80,102.83
102.75,102.36,103.10,102.35
101.98,102.69,102.75,101.64
102.43,101.08,102.52,101.05
101.29,101.90,102.10,101.11
101.02,101.72,101.84,100.90
101.86,101.24,102.00,101.13
101.11,99.91,101.34,99.66
99.86,99.96,100.31,98.81
100.70,101.08,101.27,100.36
101.57,100.88,101.61,100.57
100.39,99.32,100.57,99.29
99.35,100.97,101.07,98.74
100.75,98.89,100.92,98.87
98.85,97.66,99.34,97.65
97.71,96.10,98.01,96.03
96.59,96.40,97.50,96.04
95.19,95.86,96.21,93.58
93.78,96.07,96.72,93.78
97.44,97.12,97.80,96.67
97.02,98.09,98.13,96.93
98.61,100.03,100.12,98.61
100.30,99.25,100.48,99.20
100.27,100.45,101.08,100.04
100.58,101.15,101.18,100.20
100.85,101.01,101.11,100.35
101.44,102.32,102.33,101.29
102.46,102.17,102.68,101.45
101.88,102.80,103.07,101.72
104.00,104.02,104.20,103.53
104.19,104.08,104.46,103.83
103.90,103.70,103.96,103.15
104.50,104.19,104.51,103.82
104.32,104.70,104.70,103.88
104.71,104.78,104.88,104.35
104.88,105.10,105.10,104.69
105.17,105.20,105.24,104.90
104.81,105.18,105.30,104.74
105.32,105.16,105.56,104.73
105.23,105.17,105.33,104.94
105.00,105.16,105.30,104.83
105.24,105.78,105.97,105.22
105.65,105.51,105.72,105.03
105.07,105.81,105.83,104.94
106.85,106.37,106.94,106.06
106.65,106.76,106.77,106.50
106.92,106.74,107.07,106.50
106.77,106.98,107.00,106.63
106.95,106.60,107.01,106.48
106.50,105.70,106.55,105.53
105.80,106.36,106.49,105.75
106.44,106.84,106.99,106.38
106.70,106.71,107.01,106.24
106.86,106.95,107.17,106.70
106.77,106.19,107.07,105.80
105.04,106.25,106.33,104.82
105.97,104.51,106.19,104.37
104.93,104.99,105.99,104.76
104.22,103.34,104.75,103.33
103.75,102.59,104.18,102.24
102.03,101.83,104.01,101.80
102.25,104.01,104.21,102.01
105.56,106.47,106.47,105.03
106.61,106.91,107.25,106.38
106.66,106.77,106.78,106.28
107.24,107.01,107.24,106.82
107.35,107.04,107.35,107.02
107.31,107.36,107.63,107.27
107.36,107.59,107.71,107.29
107.42,107.06,107.46,106.99
107.19,106.00,107.39,105.98
106.49,105.92,106.72,105.27
105.35,104.10,105.55,103.86
104.40,103.08,104.50,102.51
104.09,104.31,104.45,103.55
105.21,106.15,106.24,105.11
106.32,105.27,106.35,104.92
105.55,104.52,105.55,104.12
105.33,104.28,106.00,103.43
103.04,103.71,103.79,102.50
104.05,102.66,104.26,102.57
102.61,104.02,104.11,102.42
104.42,104.17,104.53,103.20
103.93,104.64,104.95,103.60
105.24,106.23,106.31,104.27
106.11,105.75,106.28,105.68
105.75,106.19,106.22,105.20
105.37,104.95,105.61,104.36
105.64,103.53,105.72,103.41
103.70,104.52,104.62,102.82
103.67,103.10,104.51,102.95
103.49,104.26,104.33,102.25
104.90,105.86,105.87,104.71
105.44,105.49,106.14,105.24
105.94,106.65,106.72,105.84
106.88,106.33,107.18,106.02
105.99,105.80,106.35,105.59
106.50,106.88,107.04,105.84
106.67,106.93,107.19,106.37
107.47,107.96,107.99,107.27
108.00,108.47,108.48,107.92
108.37,108.64,108.76,108.13
108.42,108.70,108.75,108.27
108.39,108.67,108.88,108.26
108.47,109.28,109.32,108.01
109.17,109.27,109.27,108.86
109.28,109.52,109.63,109.04
109.49,109.48,109.78,109.26
109.45,109.41,109.53,109.02
109.35,109.02,109.48,108.97
109.11,109.69,109.72,109.02
109.47,109.24,109.61,108.74
108.90,108.80,108.96,108.20
109.03,108.97,109.10,108.63
108.47,107.46,108.66,107.24
107.60,107.86,108.05,107.52
107.00,106.22,107.10,106.21
106.43,106.14,106.49,105.98
106.47,107.47,107.51,106.42
107.37,106.87,107.40,106.17
107.36,108.21,108.23,107.26
107.80,108.00,108.19,107.47
107.68,109.24,109.63,107.35
109.03,108.85,109.20,108.57
109.49,109.76,110.02,109.37
109.72,109.57,110.09,109.57
109.54,108.99,109.74,108.94
108.64,106.79,108.75,106.79
106.39,106.58,107.12,105.98
106.60,106.87,106.97,106.42
107.59,108.23,108.39,107.52
107.73,107.25,108.67,107.00
107.34,107.05,107.41,106.39
107.03,107.39,107.70,106.85
107.27,108.13,108.41,106.79
108.13,107.77,108.54,107.77
108.00,108.23,108.43,107.72
108.20,108.61,108.71,107.74
108.87,109.12,109.15,108.64
109.04,108.69,109.43,108.66
108.66,108.85,108.98,108.16
109.24,109.40,109.69,109.08
109.23,109.35,109.63,109.06
108.70,108.08,108.80,107.61
108.67,108.96,109.18,108.62
109.45,108.93,109.52,108.75
109.08,109.39,109.50,108.53
109.14,109.73,110.08,109.10
109.92,109.85,110.00,109.62
110.19,109.28,110.28,109.17
109.54,109.57,109.65,108.50
109.01,109.09,109.46,108.63
108.78,107.91,108.92,107.47
108.40,108.90,108.98,108.23
109.24,109.28,109.66,109.12
109.17,107.98,109.36,107.88
108.38,107.68,108.54,107.01
107.60,108.09,108.37,107.38
109.11,109.45,109.59,109.08
109.33,108.99,109.59,108.93
108.48,108.67,109.01,107.93
108.97,108.73,109.30,108.58
109.33,109.81,109.85,109.10
109.88,109.94,109.99,109.60
109.81,110.35,110.50,109.75
110.38,110.30,110.56,110.12
110.34,110.23,110.68,110.03
110.18,110.51,110.66,110.07
110.38,110.30,110.56,110.22
110.02,109.15,110.02,108.87
109.45,110.15,110.28,109.20
109.97,110.05,110.08,109.57
109.99,109.31,110.02,109.18
109.80,109.58,109.96,109.06
109.25,109.50,109.93,108.95
109.78,109.88,110.22,109.53
109.50,109.00,109.80,108.77
108.91,108.91,109.20,108.33
108.88,108.24,108.96,108.18
108.25,108.15,108.48,107.73
108.70,109.47,109.66,108.59
109.71,109.77,110.01,109.58
109.28,109.06,109.50,108.88
108.28,108.57,108.76,107.87
108.45,109.16,109.25,108.40
109.33,109.34,109.69,108.74
109.58,110.43,110.76,109.58
110.39,109.94,110.42,109.86
110.68,110.61,110.90,110.45
110.73,110.72,110.85,110.46
110.56,109.88,110.71,109.86
110.20,109.54,110.24,109.45
109.29,109.01,109.39,108.65
108.03,106.73,108.50,106.65
107.62,107.02,107.65,106.68
108.02,107.72,108.11,107.28
108.05,107.58,108.20,107.35
106.99,107.30,107.79,106.62
107.44,107.90,108.00,105.93
107.10,106.09,107.28,105.91
107.15,106.31,107.69,106.27
107.58,107.60,107.84,107.10
108.58,108.82,108.89,108.38
108.80,109.32,109.50,108.59
109.37,109.17,109.56,108.91
109.85,109.93,109.95,109.65
109.99,109.96,110.00,109.65
110.05,109.97,110.21,109.78
109.88,109.49,110.04,109.30
109.10,109.33,109.50,109.00
109.47,108.70,109.53,108.52
108.75,107.56,108.83,107.39
107.06,106.85,107.46,106.60
107.16,108.12,108.23,106.78
108.18,108.86,108.98,108.06
108.57,108.95,109.04,108.17
109.31,108.84,109.34,108.70
108.99,108.45,108.99,107.89
108.45,108.27,108.75,108.00
108.84,108.64,109.34,108.46
108.92,107.74,108.92,107.24
107.62,107.43,107.70,106.89
108.08,108.77,108.85,108.05
108.00,107.79,108.23,107.37
107.01,107.90,108.03,106.09
107.91,107.75,108.24,107.44
107.70,108.16,108.23,107.54
107.89,108.85,108.86,107.51
108.78,108.57,108.90,108.37
108.05,107.60,108.45,107.08
106.80,105.26,107.00,105.25
104.32,102.23,104.74,102.18
96.40,98.12,101.27,93.00
101.41,96.95,101.72,96.87
99.99,100.47,100.58,97.39
101.97,102.90,103.05,100.92
102.59,102.98,103.32,102.37
102.53,102.21,103.01,101.95
99.95,99.21,100.83,98.75
100.78,101.07,101.08,99.55
101.58,101.20,102.44,100.90
99.92,99.76,100.41,99.26
101.59,102.27,102.32,101.06
103.24,100.88,103.40,100.69
100.88,101.41,102.07,100.63
101.04,101.86,101.88,100.70
101.91,101.47,101.91,101.20
101.81,102.75,102.97,101.53
102.87,103.62,103.73,102.70
103.64,103.47,105.02,103.24
102.05,101.84,102.89,101.59
102.42,102.25,103.02,101.67
101.00,100.88,101.24,100.21
101.04,100.68,101.28,100.34
100.02,100.32,100.53,99.10
100.76,99.61,100.87,99.07
99.06,96.94,99.13,96.80
97.23,96.92,97.84,96.37
98.11,98.72,98.79,97.55
98.96,98.92,99.12,97.71
97.96,100.36,100.37,97.38
101.10,102.21,102.36,101.04
102.21,101.88,102.46,101.38
102.44,102.80,102.88,101.70
102.53,103.69,103.88,102.38
103.80,103.83,104.06,103.43
103.85,103.85,103.95,103.51
103.29,103.09,104.17,102.99
103.05,102.56,103.44,102.38
102.92,104.11,104.12,102.63
104.37,104.51,104.54,103.85
104.30,104.63,104.67,103.97
104.39,104.51,104.91,104.19
104.71,103.69,104.86,103.59
104.28,105.21,105.43,104.12
106.13,106.31,106.47,105.67
106.26,106.06,106.30,105.85
105.83,105.71,105.94,105.26
105.94,107.10,107.12,105.62
106.72,106.94,107.18,106.68
107.14,106.53,107.28,106.50
106.78,107.93,108.00,106.68
107.71,108.20,108.57,107.55
108.51,107.94,108.53,107.57
108.04,107.82,108.23,107.21
107.57,107.84,107.85,106.92
107.90,106.76,107.90,106.20
106.46,107.00,107.04,106.29
107.27,106.54,107.27,106.53
105.97,104.95,106.16,104.95
104.76,103.84,104.88,103.81
103.80,105.35,105.36,103.69
105.51,105.22,106.09,104.97
105.58,106.90,107.00,105.54
106.91,106.76,107.08,106.62
107.23,107.22,107.60,106.98
107.23,107.11,107.59,106.88
106.57,107.39,107.59,106.31
107.51,107.47,107.66,107.25
107.59,107.63,107.76,107.22
107.78,107.17,107.85,107.11
107.59,108.18,108.21,107.37
108.10,107.05,108.27,106.88
107.29,105.45,107.48,105.06
105.81,107.39,107.54,105.62
107.23,106.55,107.27,106.06
105.94,105.91,106.40,105.27
105.55,105.00,106.75,104.48
105.18,105.31,106.06,104.92
104.17,103.24,104.43,103.07
103.36,103.61,103.72,102.18
104.44,104.72,105.19,104.36
105.46,106.24,106.42,104.70
106.44,104.68,106.47,104.68
104.17,102.90,104.36,102.90
103.19,103.13,103.28,102.37
103.65,104.06,104.26,103.04
104.63,105.36,105.40,104.51
105.22,105.23,105.60,105.08
104.88,105.00,105.00,104.32
105.69,106.12,106.24,105.54
105.96,105.32,106.00,105.25
104.93,104.30,105.32,104.30
102.58,102.74,102.95,101.58
102.90,102.97,103.18,102.30
101.53,101.59,102.23,100.95
99.90,99.10,100.80,98.87
99.61,97.97,99.99,97.78
98.55,97.91,98.67,96.78
98.80,98.58,99.17,97.28
99.00,96.04,99.20,95.78
96.36,97.51,98.18,95.33
95.05,95.46,95.88,94.22
96.57,95.36,96.67,94.50
94.00,94.42,95.27,91.79
94.70,94.79,95.96,93.82
96.33,96.81,96.89,95.95
96.64,95.22,96.65,95.11
95.60,96.67,96.82,95.44
96.40,95.57,97.32,95.05
96.56,95.95,96.66,95.05
96.45,98.33,98.36,96.35
97.75,98.35,98.81,97.37
97.50,96.45,97.55,96.16
97.09,97.03,97.29,94.89
96.79,97.26,97.92,96.47
96.94,95.26,97.00,94.95
94.20,93.78,94.38,92.50
92.84,93.66,94.47,92.70
94.19,93.72,95.27,93.62
92.39,92.56,93.06,91.58
93.47,94.36,94.38,93.01
95.62,96.08,96.09,94.96
96.77,97.67,97.93,96.59
97.90,97.28,97.92,97.09
96.85,97.30,97.36,96.43
98.24,98.72,98.80,98.11
98.38,97.53,98.52,97.47
96.58,98.03,98.14,95.99
98.27,99.19,99.19,97.82
99.67,99.11,99.76,98.96
99.12,98.32,99.69,98.32
99.13,100.66,100.68,98.84
100.52,101.22,101.24,100.26
101.13,101.72,101.75,100.85
101.89,102.07,102.60,101.40
101.65,102.28,102.56,101.56
101.73,101.01,101.80,100.91
101.50,101.50,101.70,100.98
101.80,101.47,102.30,100.40
102.37,103.19,103.24,102.33
102.88,103.07,103.32,102.69
102.00,102.24,102.26,101.76
101.99,102.88,103.09,101.91
102.87,103.67,103.92,102.60
103.95,104.13,104.28,103.80
103.98,104.23,104.36,103.80
103.75,104.20,104.52,103.61
104.04,103.35,104.04,103.28
102.76,103.32,103.33,102.53
103.58,103.39,103.71,103.07
103.19,104.54,104.55,102.96
105.04,104.94,105.39,104.73
104.97,104.82,105.22,104.70
104.30,105.48,105.57,103.95
105.49,105.04,105.55,104.89
104.31,104.02,104.55,103.87
104.09,105.16,105.20,103.90
104.50,103.90,104.74,103.44
104.57,104.20,104.90,103.91
104.65,103.91,105.05,103.91
104.10,104.92,105.10,103.78
105.50,106.15,106.17,105.43
106.24,106.11,106.39,105.90
106.12,106.06,106.19,105.87
105.74,106.77,106.79,105.61
107.02,107.07,107.31,106.61
107.21,107.18,107.64,106.83
107.26,106.65,107.33,106.48
106.51,106.80,106.93,106.24
106.50,106.54,106.59,106.06
106.78,106.83,107.05,106.44
106.66,107.09,107.33,106.42
106.63,106.13,107.30,105.87
105.80,105.51,105.96,104.81
105.80,106.33,106.40,105.47
105.62,105.26,105.68,104.82
104.76,104.64,105.17,104.37
104.95,104.60,105.17,104.37
104.14,104.98,104.99,104.00
104.87,105.09,105.34,104.77
105.50,106.34,106.40,105.41
106.09,105.37,106.29,105.34
105.82,105.33,105.88,104.72
105.08,104.42,105.48,104.22
104.58,105.46,105.75,104.41
105.26,104.51,105.46,104.16
104.26,104.50,105.20,103.82
104.08,104.09,104.36,103.37
104.54,104.89,105.14,104.45
104.92,104.76,105.12,104.66
105.22,106.16,106.37,105.22
106.51,106.93,107.14,106.51
107.02,106.91,107.14,106.73
106.97,107.39,107.39,106.95
107.57,107.34,107.69,106.96
107.00,107.63,107.70,106.80
107.40,107.99,107.99,107.11
107.78,107.69,107.87,106.94
107.84,108.25,108.46,107.80
108.39,108.46,108.81,108.32
108.61,108.84,108.93,108.50
108.45,108.62,108.73,108.22
107.78,107.50,107.92,107.16
107.15,106.61,107.68,106.59
105.90,105.95,106.33,105.36
106.19,105.84,106.60,105.74
105.30,106.15,106.18,104.70
106.12,105.80,106.12,105.39
106.93,106.52,107.39,106.46
106.80,106.75,106.99,106.39
106.80,106.51,107.28,106.44
107.42,107.98,108.00,107.14
104.12,104.05,105.94,103.86
103.22,101.98,103.23,101.51
103.08,103.85,103.86,102.83
104.68,105.71,105.83,104.65
106.01,107.16,107.20,105.62
107.16,107.37,107.75,107.07
106.94,106.57,107.00,106.14
106.20,107.22,107.26,105.88
107.37,107.17,107.77,106.75
107.91,108.84,108.99,107.86
109.19,109.29,109.62,109.00
109.88,110.20,110.40,109.68
110.43,110.14,110.50,109.81
110.72,110.67,110.99,110.46
110.89,110.55,110.97,110.29
110.65,110.86,110.93,110.44
110.62,110.64,110.75,110.40
110.68,111.23,111.33,110.66
111.18,110.79,111.29,110.52
110.90,111.32,111.36,110.71
111.24,111.03,111.27,110.69
111.06,111.15,111.34,110.63
111.41,111.02,111.42,110.56
110.89,111.16,111.38,110.66
111.09,111.42,111.62,110.82
111.40,111.27,111.67,111.00
111.19,110.43,111.23,109.95
110.39,110.84,110.86,110.21
110.85,110.97,111.18,110.69
111.42,111.89,111.92,111.32
111.99,111.82,112.12,111.69
111.94,111.92,112.18,111.75
111.94,111.59,112.05,111.42
111.98,112.15,112.26,111.73
111.97,112.04,112.17,111.76
112.29,112.45,112.64,112.07
112.23,111.81,112.24,111.81
111.84,111.95,112.03,111.27
111.92,112.30,112.30,111.71
112.00,112.14,112.23,111.73
112.04,112.17,112.25,111.77
112.48,112.47,112.78,112.44
112.43,111.84,112.46,111.59
111.70,111.77,112.07,111.55
111.87,111.54,112.55,111.05
111.72,112.15,112.33,111.70
112.16,111.97,112.30,111.66
111.88,111.65,111.90,111.20
111.77,111.71,111.89,110.97
112.19,112.28,112.51,111.92
112.46,112.60,112.62,112.02
112.54,112.75,112.75,112.29
112.57,112.46,112.67,112.26
111.72,109.66,111.73,109.65
109.19,111.19,111.40,109.05
109.95,108.92,110.01,108.57
109.05,108.93,109.71,108.61
108.86,110.05,110.25,108.74
109.75,109.61,109.77,109.22
110.19,109.77,110.50,109.52
110.29,109.72,110.33,109.69
110.11,110.98,111.08,109.71
111.63,111.79,111.92,111.53
111.59,111.15,111.68,111.11
110.64,110.27,110.87,110.21
110.23,110.90,110.95,109.99
111.06,111.55,111.60,110.46
111.48,110.46,111.62,110.17
110.97,111.33,111.71,110.75
111.09,110.99,111.23,110.63
111.12,110.49,111.22,110.10
110.78,110.92,111.22,110.59
110.75,110.96,111.09,110.39
111.15,110.54,111.23,110.06
110.54,111.14,111.44,110.54
110.94,109.66,110.95,109.24
109.78,109.79,110.13,109.46
109.01,109.40,109.72,108.48
110.00,109.37,110.32,109.36
109.38,109.06,109.54,108.94
109.92,109.70,110.03,109.50
109.94,110.05,110.25,109.62
109.90,109.84,110.17,109.42
109.41,109.80,109.90,109.20
110.39,110.35,110.60,110.13
110.25,109.88,110.33,109.79
109.47,109.55,109.97,109.26
110.00,109.18,110.00,109.08
109.11,108.82,109.56,108.47
109.05,108.89,109.21,108.81
109.10,108.08,109.19,107.39
107.87,107.33,108.08,107.11
107.42,106.86,107.63,106.71
106.89,106.79,107.51,106.69
108.41,109.15,109.17,108.21
109.01,109.62,109.99,108.73
108.77,110.98,111.33,108.50
111.59,111.37,112.13,110.48
111.00,111.41,111.51,110.69
111.78,111.70,112.05,111.29
112.04,112.57,112.60,111.76
112.37,112.41,112.53,112.14
112.53,112.98,113.04,112.35
113.05,112.77,113.12,112.67
113.12,113.62,113.63,112.87
113.88,113.95,114.04,113.44
113.72,114.11,114.12,113.49
114.35,114.55,114.55,114.21
114.32,113.89,114.41,113.80
113.90,114.05,114.35,113.68
114.47,113.78,114.55,113.78
114.03,113.31,114.03,113.07
113.34,113.31,113.67,113.15
113.90,114.10,114.37,113.77
