COP,ConocoPhillips Common Stock,NASDAQ
60.77,60.36,60.80,59.55
59.78,59.35,59.90,58.71
59.81,59.83,60.02,59.37
60.37,60.33,60.45,59.76
60.62,60.34,61.10,60.31
60.30,60.50,60.77,60.04
60.73,61.23,61.63,60.73
61.21,61.79,62.18,61.05
61.47,61.84,62.01,61.06
62.11,62.31,62.42,61.52
62.51,63.04,63.21,62.31
63.31,63.50,63.68,63.20
63.62,63.53,63.88,63.31
64.11,64.32,64.44,63.88
64.26,64.84,64.85,64.25
64.79,65.26,65.32,64.67
65.24,64.95,65.40,64.71
65.24,65.56,65.64,65.13
65.37,65.30,65.78,65.15
65.59,66.00,66.00,65.28
66.08,65.83,66.17,65.72
65.97,66.12,66.24,65.92
66.25,65.59,66.25,65.13
65.41,65.71,65.93,65.30
65.41,65.72,65.73,65.33
65.54,65.18,65.58,64.90
65.45,64.83,65.46,64.51
64.92,64.86,65.64,64.86
65.72,66.09,66.29,65.52
65.96,67.23,67.23,65.79
67.00,67.19,67.42,66.57
67.12,67.09,67.47,66.63
66.93,66.52,66.97,66.28
67.04,67.09,67.29,66.37
67.01,66.83,67.02,66.17
66.32,66.10,66.52,66.06
66.43,66.90,67.30,66.30
67.15,67.16,67.50,66.72
66.76,67.62,67.70,66.62
67.37,67.38,67.91,66.97
67.41,65.83,67.41,65.79
65.82,65.98,66.40,65.56
65.97,65.52,66.02,65.29
65.58,66.15,66.43,65.45
66.26,66.55,66.65,66.04
66.59,66.31,66.94,66.21
65.95,66.02,66.56,65.94
66.18,66.77,67.33,66.18
66.51,66.16,66.55,65.98
66.28,66.30,66.54,66.12
66.96,66.79,66.99,66.51
66.87,67.66,68.10,66.71
67.66,67.77,68.11,67.46
67.88,68.20,68.76,67.45
68.25,68.87,68.92,68.05
68.90,68.66,68.97,68.32
68.73,69.16,69.38,68.58
69.19,68.78,69.21,68.72
69.14,69.19,69.42,68.88
69.77,69.34,69.81,69.14
69.31,69.70,69.92,69.26
69.59,70.56,70.94,69.42
70.60,70.84,70.90,70.06
70.85,71.00,71.09,70.27
70.66,70.58,70.73,69.80
70.63,70.40,71.04,70.34
70.49,70.32,70.69,70.04
70.34,70.23,70.44,69.89
70.16,70.31,70.38,69.92
69.69,69.51,69.92,69.30
69.46,70.04,70.46,69.32
70.02,70.36,70.57,69.75
70.19,70.17,70.32,69.57
70.18,70.97,70.99,70.03
70.40,70.88,71.18,70.15
70.77,70.17,71.13,70.15
70.24,69.77,70.39,69.62
69.80,71.08,71.11,69.69
70.82,71.71,71.85,70.76
71.30,71.96,72.03,71.25
71.90,71.89,72.24,71.48
72.32,72.96,73.09,72.20
72.68,73.41,73.47,72.54
73.58,73.43,73.59,72.73
73.53,73.05,73.58,72.90
73.26,73.26,73.53,72.88
72.92,72.39,72.92,71.95
72.67,73.39,73.49,72.44
73.53,74.06,74.10,73.01
73.91,73.89,74.06,73.60
74.20,74.34,74.59,74.00
74.40,73.25,74.48,72.87
73.66,73.33,74.48,73.28
73.56,73.09,73.56,72.21
73.37,73.33,73.51,72.84
73.03,72.57,73.28,72.50
73.19,73.90,73.97,73.11
73.85,72.51,73.93,72.27
72.49,73.69,73.72,72.37
73.46,73.56,73.83,73.33
73.25,72.82,73.47,72.61
72.74,73.34,73.36,72.57
73.58,73.68,73.80,73.20
73.55,73.30,73.57,72.75
73.47,72.31,73.63,72.20
72.12,72.26,72.69,71.76
72.49,72.25,72.93,72.09
72.47,73.34,73.60,72.40
73.49,74.02,74.07,73.24
73.76,72.81,73.92,72.75
72.82,72.93,73.51,72.49
72.94,72.62,73.40,72.38
72.64,72.80,73.54,72.50
73.39,72.57,73.49,72.25
72.47,72.47,73.14,72.14
72.34,71.41,72.62,71.12
71.21,70.84,71.35,70.12
71.18,70.77,71.48,70.20
70.60,70.44,70.99,70.20
70.21,70.31,70.63,69.81
70.32,69.11,70.33,69.05
69.16,69.48,69.79,68.91
69.54,69.43,70.16,69.29
69.65,69.79,70.14,69.52
69.81,69.06,69.85,69.04
69.45,69.40,69.60,68.23
69.07,69.08,69.38,68.72
69.10,69.88,70.49,69.05
70.08,69.56,70.75,69.45
69.63,69.93,69.98,69.31
70.00,70.19,70.44,69.93
70.07,70.39,70.59,70.06
70.47,69.91,70.64,69.87
69.95,70.65,70.74,69.75
70.27,69.78,70.92,69.53
70.08,69.96,70.35,69.83
70.34,70.26,70.81,70.02
70.25,70.37,70.49,69.96
70.48,69.69,70.48,69.52
69.81,69.46,69.93,69.13
69.62,68.87,69.78,68.79
68.68,67.74,68.75,67.48
67.83,68.32,68.38,67.66
68.37,68.08,68.70,67.81
68.05,67.83,68.07,67.09
68.02,67.51,68.29,67.50
68.08,68.26,68.27,67.71
68.49,68.37,68.79,68.05
68.05,67.85,68.59,67.60
67.77,66.57,67.77,66.40
66.28,65.86,66.60,65.64
65.95,66.21,66.28,65.73
66.17,65.82,66.21,65.34
66.60,65.75,66.65,65.32
65.05,64.95,65.48,64.35
65.10,63.86,65.39,63.77
64.02,63.71,64.08,63.45
63.68,63.46,63.81,62.74
63.68,64.30,64.40,63.46
64.79,64.97,65.00,64.16
64.96,64.58,64.96,64.13
64.65,65.57,65.70,64.60
66.63,65.22,66.79,65.09
64.44,64.71,65.11,64.23
64.66,65.53,65.65,64.50
65.57,65.37,65.73,65.20
65.26,65.00,66.00,64.99
64.98,64.92,65.20,64.87
64.99,64.68,65.03,64.63
65.00,66.42,66.79,64.98
66.30,66.52,66.85,66.14
66.63,66.13,66.80,65.83
66.00,66.25,66.25,65.34
66.29,66.50,66.88,65.62
66.36,66.31,67.20,65.98
66.80,66.50,66.89,66.35
66.58,66.30,67.00,66.25
66.60,66.39,66.67,66.30
66.64,66.51,67.00,66.31
66.40,66.89,66.94,66.10
67.00,66.53,67.39,66.28
66.17,66.54,66.75,66.01
66.78,66.32,66.84,66.09
66.09,66.60,66.71,66.04
66.74,67.29,67.29,66.65
67.42,68.10,68.12,67.35
68.38,67.50,68.41,67.03
67.41,67.90,68.00,67.11
68.46,67.48,68.48,67.47
67.68,67.56,68.07,67.40
67.94,68.39,68.47,67.68
68.71,68.60,69.19,68.49
68.61,69.29,69.61,68.61
69.43,70.35,70.40,69.17
70.76,70.35,70.99,70.13
70.47,70.31,70.67,70.13
70.31,70.89,71.00,70.25
70.92,70.20,70.92,70.18
70.83,70.22,71.00,70.04
70.24,69.48,70.24,69.33
70.01,70.07,70.23,69.46
70.11,71.54,71.56,70.07
70.73,69.71,70.83,69.71
70.28,70.87,71.36,69.98
71.63,71.51,71.63,70.59
71.47,72.94,73.02,71.29
73.38,73.78,73.87,73.19
73.57,74.77,74.89,73.55
74.73,74.60,74.95,74.20
74.69,74.17,74.69,73.94
74.16,74.02,74.54,73.95
74.42,74.49,74.64,73.95
74.44,74.40,74.50,74.14
74.56,74.65,74.83,74.08
74.99,74.68,75.34,74.67
75.03,74.31,75.03,74.16
75.01,75.03,75.33,74.05
74.88,76.52,76.85,74.87
76.40,76.89,77.30,76.22
77.20,77.08,77.30,76.64
77.62,78.11,78.22,77.34
77.92,77.01,78.07,76.77
77.10,77.64,77.65,76.91
78.11,78.41,78.42,77.79
78.45,78.64,78.82,78.24
78.74,78.53,78.79,78.35
78.46,78.11,78.68,77.52
78.11,78.06,78.24,77.45
78.01,78.43,78.57,77.94
78.50,78.54,78.68,78.12
78.24,78.53,78.66,78.04
78.40,78.46,78.75,78.14
78.53,78.43,78.77,78.30
78.46,79.04,79.05,78.46
79.81,79.57,80.54,79.51
79.49,79.55,79.84,78.90
79.42,79.94,80.11,79.21
80.21,79.48,80.55,79.05
79.47,79.82,79.87,79.28
79.72,79.80,79.99,79.58
79.81,80.05,80.06,79.50
80.36,80.84,81.18,80.22
80.57,80.85,81.13,80.40
80.83,81.63,81.66,80.56
81.50,81.95,82.10,81.46
82.15,82.86,83.24,82.13
82.80,83.08,83.09,82.05
83.19,83.69,83.83,82.92
83.18,83.75,83.78,82.64
83.57,84.24,84.30,83.18
84.27,84.77,84.77,84.14
85.11,85.36,85.46,84.78
85.59,86.10,86.43,85.47
86.02,84.80,86.02,84.79
84.65,85.62,85.73,84.65
85.59,85.96,85.97,84.56
85.75,86.00,86.06,85.40
85.81,85.73,85.93,85.22
86.25,86.11,86.39,85.64
85.81,85.86,85.98,85.31
85.73,86.40,86.40,85.54
85.84,86.10,86.21,85.18
85.98,86.04,86.65,85.73
86.07,85.80,86.29,85.71
84.91,85.67,85.93,82.78
85.52,84.73,85.61,84.44
85.13,85.84,85.90,84.92
85.63,84.71,85.80,84.32
85.22,86.69,86.76,85.17
86.02,84.68,86.40,84.58
84.90,84.76,85.21,84.52
84.88,84.53,85.17,84.33
84.93,86.02,86.11,84.86
86.12,86.76,86.87,85.69
86.68,86.25,87.09,86.24
86.16,85.92,86.64,85.78
86.00,85.19,86.11,85.08
85.01,84.71,85.44,84.70
85.25,84.63,85.89,84.11
84.22,82.50,84.56,82.37
81.91,80.70,81.93,79.83
80.76,81.98,82.16,80.30
81.44,79.74,81.59,79.38
79.65,80.61,81.50,79.50
80.83,79.59,80.98,79.17
79.69,81.33,81.43,79.69
81.73,80.80,81.88,80.76
80.52,80.42,80.76,80.09
81.19,80.89,81.42,80.72
81.12,80.17,81.21,79.95
80.26,80.62,80.89,79.81
80.95,79.34,80.95,78.91
79.65,79.91,80.18,79.40
80.19,80.50,80.60,79.77
80.57,80.98,81.07,80.40
80.68,80.24,80.91,79.87
80.33,80.80,80.99,80.31
80.73,80.54,81.00,80.53
80.88,81.03,81.47,80.61
80.89,80.66,81.00,80.54
80.87,81.22,81.23,80.66
81.06,80.22,81.10,79.77
80.98,80.90,81.37,80.80
81.14,79.85,81.24,79.45
79.78,80.35,80.49,79.47
79.94,79.03,80.05,78.66
79.47,78.96,79.75,78.44
78.76,78.99,79.01,77.71
78.23,79.38,79.45,78.02
79.21,78.45,79.22,78.11
78.24,79.40,79.62,77.96
79.50,80.75,81.28,79.32
81.00,80.64,81.09,80.37
80.84,79.97,80.87,79.65
80.46,80.56,81.00,80.31
80.33,79.68,80.33,79.41
79.54,78.91,79.84,78.86
78.85,78.72,79.08,77.59
78.70,77.57,78.70,77.57
77.60,78.12,78.47,77.12
77.50,77.84,77.95,76.78
77.32,76.52,77.64,75.92
76.27,75.00,76.52,74.58
74.57,74.69,75.13,73.37
74.95,74.77,75.17,74.11
75.26,74.96,75.74,74.32
74.62,73.91,75.34,73.89
73.68,74.53,74.63,72.66
73.45,71.44,73.57,71.40
71.40,70.36,71.90,69.91
70.12,68.07,70.62,68.00
68.27,66.20,68.62,65.91
63.79,66.25,66.35,63.56
64.96,66.93,67.37,64.89
67.93,68.08,70.02,67.50
68.18,68.83,68.96,67.33
70.07,70.59,70.84,69.65
71.00,69.44,71.45,69.38
70.79,70.00,70.92,69.70
69.99,70.07,70.26,69.11
69.02,68.83,69.16,68.26
69.08,70.22,70.28,68.69
71.91,70.75,72.15,70.21
69.37,71.35,71.91,69.25
71.59,72.15,72.24,70.07
72.26,70.56,72.57,70.47
69.20,68.77,69.84,68.21
69.95,69.88,70.25,68.98
69.72,71.32,71.35,69.49
71.44,72.16,72.31,71.40
72.82,71.60,73.22,71.46
71.52,71.75,71.95,71.07
71.36,71.20,71.88,71.09
70.78,70.35,71.00,69.54
70.57,71.41,71.46,70.49
71.03,71.42,71.77,70.61
71.53,71.67,72.15,71.07
72.36,72.13,72.48,71.32
72.13,73.21,73.25,72.13
74.47,73.64,74.68,73.18
73.56,73.33,73.79,72.66
73.90,71.73,73.91,71.57
71.75,70.83,71.75,70.55
67.70,66.07,68.14,65.65
65.93,67.77,67.90,65.40
67.33,69.21,69.58,67.24
69.66,70.80,71.22,69.28
70.16,69.31,70.43,68.68
69.37,67.85,69.37,67.46
66.98,65.03,67.13,64.88
64.35,64.96,66.25,63.37
63.91,63.54,64.15,62.83
63.30,63.61,65.45,63.30
62.69,62.45,63.79,62.31
63.28,61.69,63.50,61.50
61.44,63.22,64.98,60.84
64.14,66.94,67.67,64.01
69.22,69.75,69.84,66.66
69.63,70.98,71.00,68.63
70.08,69.52,70.45,68.49
70.32,71.05,71.37,69.80
70.54,70.13,70.63,68.94
70.55,69.88,70.79,69.52
70.45,70.11,70.68,69.55
69.61,69.93,70.20,69.27
69.34,69.06,69.75,68.70
68.50,68.92,69.48,68.23
67.71,65.64,67.98,65.43
65.29,62.93,66.60,62.88
64.01,63.35,64.23,62.85
64.85,64.93,65.49,63.90
64.94,64.92,65.34,64.01
64.15,63.07,64.27,62.61
63.19,62.44,63.83,61.51
61.82,62.62,62.78,60.85
63.61,61.41,63.87,61.38
61.75,63.08,63.48,61.48
62.81,63.19,63.28,61.76
63.89,64.54,64.78,63.23
65.10,65.30,65.58,64.00
65.35,64.65,65.71,64.64
64.89,65.82,66.00,63.89
65.29,65.54,66.15,65.06
65.26,62.58,65.45,62.50
63.18,62.82,63.58,60.64
62.23,62.98,63.81,61.15
64.47,65.77,65.78,63.41
66.93,67.74,67.96,66.51
66.62,65.87,66.66,65.24
67.02,67.57,67.59,66.29
68.24,67.49,68.38,67.18
67.97,67.85,68.61,67.64
67.86,67.99,68.11,66.50
67.23,67.88,68.47,66.80
68.24,68.04,68.85,67.62
68.83,69.88,70.11,68.70
69.15,69.47,69.97,68.52
68.03,67.73,69.06,67.61
66.06,67.42,67.85,65.42
67.19,67.38,67.42,66.33
66.68,66.92,67.54,66.51
67.47,67.09,67.48,66.76
67.47,67.53,67.84,66.96
66.89,65.85,66.89,65.59
66.00,65.20,66.10,65.13
65.36,64.40,65.36,63.83
64.36,64.78,65.27,64.27
64.79,64.25,64.79,63.67
64.01,63.33,64.08,63.33
63.00,62.79,63.68,62.67
62.77,61.97,63.34,61.97
60.99,60.87,61.72,60.69
60.95,61.30,61.87,60.81
61.58,61.36,61.91,61.32
60.76,61.64,61.80,60.57
61.21,62.40,62.46,60.83
62.01,62.01,62.48,61.38
61.54,63.64,64.31,61.51
62.78,62.76,63.31,62.44
63.15,63.84,64.12,63.00
64.00,63.23,64.18,63.21
63.45,62.55,63.62,62.52
63.22,63.05,63.50,62.66
63.95,63.24,64.14,62.92
62.96,62.93,63.09,62.46
63.48,64.00,64.15,63.40
63.25,62.26,63.47,62.24
62.71,63.02,63.49,62.64
62.71,63.18,63.41,62.57
63.42,65.39,65.88,63.40
65.26,65.79,66.04,65.07
66.07,64.81,66.23,64.80
65.02,67.00,67.46,64.86
67.36,66.53,67.40,66.38
66.90,66.34,67.42,66.33
66.82,68.36,68.55,66.74
68.91,69.40,69.66,68.50
68.99,69.01,69.72,68.21
68.59,67.69,68.59,67.18
68.09,68.61,69.25,68.05
68.61,68.02,68.99,67.65
67.95,67.88,68.14,67.13
68.26,68.26,68.88,68.01
67.85,67.51,67.87,67.03
67.78,67.06,67.97,67.00
67.20,67.74,67.76,67.01
67.42,68.06,68.31,67.22
69.02,67.92,69.03,67.66
67.74,67.44,67.98,66.97
67.41,67.02,67.62,66.70
67.44,67.20,68.36,66.98
67.96,67.23,68.17,66.79
67.53,66.62,67.53,66.10
67.14,67.17,67.37,66.36
67.12,65.28,67.20,65.11
65.29,65.40,65.65,65.05
65.80,65.39,66.03,65.15
65.54,65.42,66.11,65.33
65.25,65.76,66.06,65.06
65.75,66.04,66.22,65.18
65.75,65.12,65.75,65.11
64.75,64.78,64.95,64.12
65.13,65.58,65.75,64.87
65.04,65.11,65.66,64.90
64.57,63.84,64.82,63.50
63.94,63.82,64.99,63.70
63.53,63.86,63.95,63.11
63.70,63.68,64.08,63.44
64.46,63.61,64.47,63.24
63.70,64.07,64.32,63.40
63.81,63.80,64.29,63.62
63.41,63.00,63.74,62.93
62.76,63.04,64.22,62.71
62.92,63.43,63.47,62.78
63.78,63.06,64.33,63.06
63.91,64.02,64.24,63.49
63.97,64.03,64.24,63.85
63.76,63.51,63.85,63.12
63.08,63.27,63.64,62.80
63.44,63.43,63.55,62.69
63.88,63.09,64.13,62.71
63.15,62.93,63.50,62.80
62.55,62.35,63.28,62.13
62.48,62.58,62.97,62.19
62.68,63.17,63.35,62.51
63.13,62.83,63.55,62.83
63.17,62.22,63.17,62.13
62.15,62.18,62.28,61.72
61.42,61.01,61.74,61.00
61.53,61.41,61.61,60.86
61.51,60.03,61.51,59.69
60.18,60.52,60.77,60.18
59.52,59.06,59.76,58.72
58.90,59.65,59.90,58.24
59.14,58.36,59.72,58.08
59.65,58.67,59.76,58.66
59.31,59.13,59.54,58.67
59.11,58.93,59.20,58.64
58.75,59.53,59.74,58.69
59.11,58.42,59.55,58.13
58.61,57.95,58.78,57.68
57.60,57.20,57.89,56.65
57.18,56.57,57.20,56.16
56.76,56.49,57.16,56.17
56.29,55.83,56.39,55.67
55.10,54.04,55.31,53.30
53.95,52.09,53.95,51.98
51.34,50.65,52.02,50.54
50.94,52.24,52.96,50.87
52.05,52.90,53.44,52.00
52.99,52.07,53.29,51.88
51.43,50.34,51.45,50.25
49.80,49.71,50.47,49.33
49.59,49.87,50.34,49.59
50.30,49.12,50.85,49.03
48.89,50.28,50.36,48.33
50.25,48.84,50.65,48.60
48.89,50.20,50.21,48.55
49.28,50.40,50.52,49.06
50.21,51.54,51.88,50.15
51.00,50.10,51.05,49.86
49.99,49.77,50.29,49.69
49.48,49.56,49.81,49.26
49.62,49.51,49.79,49.12
49.28,47.68,49.28,47.05
47.45,47.00,48.10,47.00
46.66,45.39,47.38,45.38
41.98,42.93,44.93,41.10
45.02,42.19,45.02,42.14
42.93,43.41,43.57,42.25
44.62,45.87,46.53,44.45
45.56,46.82,48.00,45.56
46.30,49.15,49.32,45.70
48.17,47.75,48.17,46.79
48.30,48.19,48.66,47.00
48.50,48.18,49.87,47.77
47.21,47.20,47.60,46.86
48.27,48.46,48.68,47.15
49.05,47.85,49.70,47.59
48.00,48.43,48.75,47.33
47.74,47.36,47.76,46.95
47.12,46.77,47.15,46.34
47.15,47.28,47.79,47.11
47.71,49.47,49.54,47.64
49.41,50.13,50.91,49.06
49.15,48.36,49.52,47.93
48.85,48.75,49.00,48.14
47.73,48.62,49.00,47.61
48.72,47.86,48.98,47.81
47.51,47.76,48.23,47.33
48.54,47.19,48.54,46.92
46.44,45.85,47.05,45.84
46.28,46.57,46.69,45.72
46.92,47.96,48.00,46.90
48.69,48.16,49.40,47.54
47.58,51.19,51.19,47.56
51.94,52.98,53.12,51.51
53.18,55.14,55.53,53.06
55.94,55.27,56.38,53.84
55.00,56.28,56.54,54.59
56.59,56.10,56.69,55.21
56.07,55.27,56.10,54.46
54.78,55.04,55.90,54.36
55.05,55.46,55.70,54.88
54.36,55.23,55.28,53.80
55.69,55.23,55.95,54.51
54.49,53.69,54.78,53.48
53.90,53.54,54.25,53.19
53.41,52.97,53.82,52.90
53.33,54.58,54.76,53.19
54.30,54.61,54.81,53.65
54.56,52.95,54.57,52.94
52.01,51.69,52.13,50.74
51.75,53.34,53.67,51.58
52.19,53.62,54.54,51.14
53.93,53.35,54.17,52.59
53.00,54.94,55.25,52.87
55.30,56.73,57.15,55.16
56.73,56.34,56.80,55.47
55.88,56.28,57.24,55.77
55.77,55.77,56.44,55.00
55.63,54.64,56.14,54.39
54.48,54.65,55.15,54.00
54.52,53.44,54.74,53.33
52.45,51.97,53.08,51.80
51.89,51.83,52.11,51.03
51.90,54.37,54.44,51.59
54.15,53.90,54.69,53.45
54.44,54.48,55.07,53.44
54.19,53.56,54.47,53.18
53.62,52.93,54.05,52.64
52.79,53.28,53.77,52.47
53.46,55.32,55.61,53.38
54.99,54.38,55.08,54.32
53.83,53.48,54.09,53.25
53.51,54.05,54.49,53.35
54.46,54.61,54.75,53.90
54.21,52.55,54.57,52.18
52.81,51.61,52.98,51.48
50.84,51.19,51.49,50.16
49.73,48.99,50.29,48.16
47.65,48.30,49.15,46.88
48.35,48.47,49.74,47.75
48.23,49.22,49.95,48.01
48.25,48.13,48.45,46.81
47.58,49.53,50.14,47.40
50.35,50.56,51.06,50.14
50.30,49.35,50.84,49.12
49.37,47.28,49.46,46.92
47.05,45.93,47.58,45.76
46.03,45.10,46.15,44.56
45.18,46.28,46.56,44.91
47.29,49.03,49.07,47.27
49.04,48.59,49.21,48.06
47.61,47.19,47.79,46.94
48.23,47.77,48.37,47.20
46.94,46.60,47.74,46.54
46.06,46.69,47.20,45.88
46.41,46.88,47.77,46.08
46.67,47.40,47.52,45.99
46.10,45.35,46.32,45.04
44.74,44.06,45.62,43.92
44.18,43.29,44.59,42.86
43.32,41.12,43.62,40.60
41.87,40.25,42.04,39.13
40.75,39.00,41.79,38.87
39.21,41.25,41.83,38.66
39.34,39.36,40.45,38.36
39.74,36.40,39.89,35.60
35.54,34.75,35.61,32.71
34.87,36.91,37.34,34.64
38.21,37.67,39.57,36.74
36.80,34.20,37.48,34.19
35.07,35.35,35.91,33.44
34.92,36.21,37.73,34.18
37.92,38.02,39.43,37.08
38.09,39.08,39.27,37.52
38.24,38.60,38.98,37.61
37.61,36.59,38.18,36.44
37.59,38.63,38.73,35.76
38.50,35.32,39.00,35.02
34.02,32.90,34.41,31.59
31.95,34.43,34.50,31.68
33.22,33.58,34.16,32.70
33.29,32.34,34.38,32.06
31.23,31.88,32.38,31.05
32.29,32.90,33.35,31.90
33.49,32.76,33.70,32.55
33.30,33.91,34.39,33.03
34.48,33.70,34.51,33.44
33.15,32.87,33.28,32.09
33.69,34.45,34.70,33.51
33.92,32.92,34.61,32.91
32.10,32.96,33.04,31.82
33.07,33.06,33.35,31.97
33.86,34.12,34.81,33.82
34.57,33.83,34.59,33.58
34.07,34.46,34.75,33.34
34.28,36.49,36.51,34.10
36.50,38.56,38.81,36.32
38.92,41.12,41.68,38.80
41.25,41.40,42.44,40.90
41.20,38.62,41.25,38.56
39.35,39.05,39.72,38.38
38.87,39.03,39.14,38.36
39.80,40.52,40.66,39.73
39.70,40.01,40.46,39.39
39.21,39.83,39.85,38.82
40.24,41.87,41.97,40.18
42.40,43.01,43.78,42.19
43.59,43.02,44.40,42.45
42.73,42.58,43.41,42.16
42.25,41.92,42.78,41.91
41.29,39.85,41.68,39.81
38.93,40.04,40.10,38.53
40.10,39.68,40.15,39.02
39.02,39.62,39.72,38.56
40.48,40.08,40.76,39.57
39.96,40.27,40.54,39.70
39.39,39.78,39.92,38.79
39.79,39.10,40.34,38.98
38.75,39.04,39.29,38.19
39.40,40.75,40.98,39.17
40.43,40.31,41.03,39.74
41.62,41.23,41.89,40.93
41.45,41.19,41.98,41.15
41.57,43.47,43.83,41.36
43.63,43.58,43.96,43.01
43.83,44.22,44.30,43.46
43.75,43.70,44.16,43.52
42.09,45.00,45.00,42.04
45.21,47.06,47.10,44.97
46.73,47.08,47.66,46.09
46.99,46.23,47.32,46.12
46.34,47.62,47.74,46.26
47.16,46.27,47.23,45.84
46.60,48.08,48.17,46.34
48.55,48.11,48.91,47.82
48.13,47.67,49.35,47.50
47.90,47.79,48.83,46.95
47.56,46.85,47.69,46.12
46.10,45.08,46.26,44.71
45.17,43.41,45.65,43.19
44.54,43.21,44.98,42.76
42.73,42.76,43.58,42.27
42.31,41.65,42.49,41.12
41.62,42.87,42.89,41.58
42.87,43.68,44.42,42.31
44.05,43.73,44.69,43.05
43.37,43.02,43.92,42.84
43.79,44.08,44.51,43.79
43.88,43.78,44.45,43.46
43.38,43.34,44.12,43.05
42.75,43.36,43.62,42.07
43.52,43.58,43.99,43.04
43.20,43.59,43.92,43.00
43.92,43.46,43.98,43.29
43.90,44.90,45.06,43.85
45.42,44.73,45.78,44.68
44.27,44.33,44.43,43.85
44.59,43.79,45.27,43.68
43.37,44.06,44.08,43.21
43.75,44.38,44.63,43.45
44.39,44.18,44.72,43.70
44.80,45.52,45.63,44.47
45.97,47.54,47.57,45.80
47.95,47.49,48.45,47.44
46.72,46.57,47.14,46.55
45.90,44.51,46.12,44.26
43.96,43.88,44.96,43.80
43.84,44.32,44.60,43.35
43.91,43.71,44.51,43.41
43.20,43.16,43.32,42.22
43.60,44.15,44.74,43.51
45.00,44.69,45.36,44.57
44.58,44.80,45.08,44.25
45.12,43.99,45.18,43.91
44.60,45.63,45.64,44.27
43.32,43.17,44.42,42.92
42.51,40.78,42.66,40.52
41.97,41.95,42.14,41.44
42.50,43.91,44.22,42.19
43.72,43.60,44.12,43.21
43.85,43.51,44.42,43.50
42.72,41.70,42.77,41.36
41.55,41.90,42.03,41.17
42.30,41.51,42.79,41.19
42.35,42.30,42.43,41.62
42.74,42.45,42.96,42.40
43.16,43.80,44.29,43.11
43.80,42.87,44.05,42.11
43.51,43.02,43.52,42.68
43.27,42.94,43.48,42.68
42.73,42.71,42.94,42.21
42.45,41.91,42.65,41.70
41.72,42.03,42.33,41.28
41.80,41.04,42.21,40.88
41.11,40.76,41.29,40.62
40.43,40.24,40.67,39.81
40.05,40.79,40.86,39.95
40.94,40.07,41.44,40.00
40.25,40.26,40.77,39.67
39.77,40.82,40.90,39.67
40.41,39.61,40.42,39.42
39.81,39.79,40.05,38.80
39.82,40.31,40.34,39.50
40.17,40.10,40.46,39.66
40.29,40.60,40.64,39.92
40.98,41.56,41.80,40.91
41.74,41.24,41.93,41.04
41.45,40.60,41.54,40.50
40.79,41.39,41.71,40.32
41.55,41.37,41.65,41.18
41.66,42.18,42.24,41.57
42.18,42.86,43.06,41.76
42.69,43.20,43.25,42.40
43.34,43.59,43.69,43.14
43.28,43.32,43.48,43.02
42.74,42.63,42.93,42.31
42.60,43.22,43.33,42.46
42.96,42.96,43.37,42.85
42.90,42.78,43.03,42.42
42.90,42.30,43.29,42.14
42.18,42.35,42.47,42.02
42.59,42.23,42.87,42.10
42.06,41.05,42.13,40.77
40.90,40.60,41.10,40.13
41.15,40.92,41.31,40.82
41.04,41.00,41.23,40.61
41.22,41.48,41.50,41.02
41.92,43.28,43.34,41.67
42.83,42.25,43.43,42.22
41.97,42.67,43.13,41.56
41.92,41.01,42.02,40.67
40.86,39.99,41.45,39.88
40.01,40.03,40.49,39.76
39.62,39.87,39.98,39.50
40.12,39.28,40.24,39.28
39.33,39.01,39.83,39.00
39.48,40.06,40.13,39.34
40.75,41.02,41.33,40.75
40.36,39.94,41.21,39.60
40.08,40.02,40.77,39.99
39.54,39.43,39.60,39.00
39.60,42.18,42.27,39.12
41.97,43.66,44.16,41.97
43.82,43.47,44.12,43.23
43.68,43.43,43.81,42.80
43.43,42.87,43.54,42.59
43.50,43.91,44.12,43.31
44.07,44.52,44.56,43.53
44.50,44.22,44.69,44.02
44.63,44.39,45.04,44.36
44.32,43.33,44.59,43.18
43.17,43.47,43.54,42.57
42.65,42.15,42.69,41.87
42.35,41.67,42.74,41.64
41.58,41.10,41.82,40.82
41.59,40.65,41.62,40.37
40.96,41.72,42.10,40.88
41.38,41.49,42.07,41.09
41.17,41.54,41.60,40.96
41.87,42.24,42.56,41.64
42.13,41.81,42.65,41.77
41.25,41.80,42.29,41.13
42.19,44.00,44.85,42.15
44.70,44.97,45.84,44.29
44.76,43.45,44.80,43.25
43.97,43.54,44.07,42.54
42.92,43.23,43.56,42.35
43.46,43.60,44.01,43.09
43.34,42.76,43.80,42.68
43.50,43.92,44.00,43.18
43.63,44.33,44.85,43.50
43.47,45.73,46.21,43.39
45.67,44.78,45.74,44.35
44.31,43.94,44.68,43.42
43.58,44.13,44.26,43.42
44.25,45.28,45.59,44.25
45.16,44.38,45.65,44.18
44.80,43.61,45.08,43.50
43.71,44.76,44.96,43.67
45.64,46.36,46.50,45.54
46.29,46.07,46.69,45.28
45.72,46.30,46.45,45.53
45.80,45.75,46.04,45.17
46.72,45.50,46.85,45.39
44.47,44.23,44.55,43.83
46.30,48.52,49.32,46.23
50.14,48.22,50.15,48.04
48.05,48.12,48.48,47.73
48.83,48.88,50.10,48.63
48.47,49.90,50.04,48.13
