INVT,Inventergy Global,NASDAQ
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.80,0.80,0.80
0.80,0.77,0.82,0.77
0.79,0.77,0.79,0.77
0.78,0.78,0.78,0.78
0.77,0.87,0.87,0.76
0.88,0.81,0.88,0.81
0.81,0.81,0.81,0.81
0.88,0.80,0.88,0.80
0.79,0.79,0.79,0.79
0.77,0.85,0.85,0.74
0.80,0.81,0.81,0.78
0.81,0.76,0.81,0.76
0.76,0.78,0.78,0.76
0.81,0.87,0.90,0.77
0.89,0.95,0.95,0.80
0.94,0.94,0.94,0.87
0.96,0.98,0.98,0.96
0.96,0.92,0.96,0.87
0.98,0.94,0.98,0.87
0.98,0.94,0.98,0.88
0.90,0.91,0.92,0.85
0.90,0.89,0.92,0.87
0.93,0.92,0.93,0.88
0.93,0.92,0.93,0.86
1.00,0.98,1.19,0.93
0.98,0.96,0.98,0.89
0.97,0.89,0.97,0.84
0.91,0.92,1.09,0.85
1.03,1.02,1.03,0.92
1.04,0.95,1.04,0.94
1.00,0.92,1.00,0.92
0.95,0.92,0.95,0.92
0.92,0.89,0.93,0.87
0.95,1.01,1.08,0.91
1.01,1.07,1.10,1.01
1.11,1.15,1.17,1.10
1.10,1.08,1.11,1.00
1.07,1.08,1.10,1.07
1.10,1.11,1.14,1.08
1.11,1.10,1.14,1.08
1.12,1.05,1.12,1.04
1.08,1.08,1.08,1.04
1.04,1.04,1.07,1.03
1.06,1.07,1.10,1.06
1.09,1.08,1.09,1.03
1.06,1.04,1.10,1.01
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.03,1.03,1.03,1.03
1.04,1.04,1.08,1.04
1.08,1.06,1.14,1.04
1.12,1.13,1.13,1.12
1.06,1.07,1.08,1.04
1.06,1.06,1.07,1.05
1.06,1.14,1.14,1.05
1.10,1.06,1.13,1.06
1.11,1.11,1.11,1.11
1.05,1.06,1.06,1.05
1.05,1.06,1.11,1.05
1.06,1.06,1.06,1.06
1.06,1.07,1.07,1.06
1.06,1.06,1.07,1.06
1.06,0.98,1.07,0.98
0.97,0.98,0.98,0.97
0.97,1.01,1.07,0.97
1.00,0.98,1.00,0.97
0.98,0.98,0.98,0.98
1.00,1.00,1.00,1.00
0.99,1.04,1.04,0.94
1.01,1.00,1.01,0.92
0.96,0.96,0.96,0.95
1.05,1.06,1.09,1.05
1.09,1.05,1.09,1.05
1.06,1.00,1.06,1.00
1.01,1.01,1.01,1.01
1.02,1.02,1.02,1.02
1.09,1.02,1.09,0.99
1.01,1.01,1.01,1.01
0.99,1.00,1.00,0.99
1.00,1.00,1.03,1.00
1.00,1.00,1.00,1.00
1.02,0.97,1.02,0.97
0.99,0.99,0.99,0.99
0.96,0.97,1.00,0.95
1.00,0.98,1.00,0.98
0.96,0.99,0.99,0.96
0.97,0.96,0.97,0.96
0.99,1.03,1.07,0.99
1.03,1.06,1.09,1.03
1.06,1.07,1.10,1.05
1.09,1.00,1.09,1.00
1.00,1.03,1.14,1.00
1.05,1.06,1.09,1.05
1.09,1.09,1.09,1.09
1.05,1.13,1.13,1.03
1.12,1.04,1.12,1.04
1.05,1.05,1.06,1.05
1.06,1.05,1.06,1.05
1.09,1.05,1.09,1.03
1.05,1.03,1.05,1.03
1.02,1.06,1.06,1.01
1.11,1.13,1.13,1.11
1.03,1.05,1.05,1.03
1.07,1.01,1.07,1.01
1.07,1.01,1.07,0.97
1.05,1.04,1.05,1.04
0.98,0.98,0.98,0.98
0.96,1.05,1.05,0.96
1.00,1.00,1.09,1.00
1.05,1.05,1.08,1.05
1.05,1.05,1.05,1.05
1.03,1.06,1.06,1.03
1.06,1.05,1.06,1.05
1.00,0.96,1.00,0.96
0.99,1.05,1.05,0.99
1.05,1.06,1.06,1.05
1.03,1.19,1.20,1.03
1.25,1.52,1.59,1.21
1.59,1.32,1.67,1.28
1.27,1.18,1.30,1.18
1.20,1.36,1.36,1.20
1.20,1.20,1.24,1.20
1.23,1.13,1.23,1.13
1.10,1.24,1.28,1.10
2.28,2.33,3.38,2.23
2.33,2.55,2.75,2.31
2.49,2.49,2.55,2.12
2.49,2.53,2.67,2.38
2.47,2.55,2.67,2.43
2.52,2.63,2.65,2.39
2.65,2.56,2.70,2.53
2.56,2.40,2.62,2.39
2.48,2.43,2.55,2.40
2.55,2.62,2.65,2.36
2.55,2.78,2.82,2.55
3.39,3.17,4.65,3.00
3.03,3.12,3.22,2.86
3.12,3.25,3.37,2.91
3.25,3.16,3.38,3.15
3.15,3.30,3.35,3.10
3.30,3.52,3.74,3.30
3.50,3.64,3.75,3.50
3.64,3.70,3.75,3.60
3.72,4.22,4.36,3.65
4.17,4.08,4.44,4.03
4.03,3.67,4.34,3.55
3.74,3.78,4.25,3.62
3.75,3.85,3.91,3.75
4.10,3.99,4.10,3.76
3.87,3.86,4.00,3.71
3.75,3.65,3.80,3.55
3.57,3.64,3.69,3.55
3.67,3.55,3.68,3.55
3.55,3.70,3.75,3.50
3.70,3.57,3.70,3.50
3.50,3.50,3.53,3.30
3.44,3.67,3.78,3.44
3.70,3.85,3.94,3.67
3.90,4.22,4.25,3.89
4.22,4.15,4.30,3.96
4.15,4.29,4.29,4.12
4.34,5.15,5.17,4.22
5.10,4.93,5.12,4.76
5.10,4.77,5.10,4.77
4.91,5.61,5.99,4.91
5.65,5.61,5.95,5.34
5.70,5.45,5.70,5.25
5.48,5.64,5.73,5.30
5.50,5.27,5.50,5.25
5.41,5.49,5.49,5.28
5.50,5.80,5.89,5.31
5.90,5.85,6.21,5.75
5.96,5.91,6.18,5.78
5.91,5.93,5.95,5.37
6.19,6.80,6.93,6.07
7.00,6.99,7.15,6.75
6.99,6.83,7.05,6.80
7.00,7.05,7.11,6.85
7.05,7.20,7.27,7.05
7.07,7.01,7.49,7.00
7.00,6.54,7.29,6.20
6.72,6.05,6.72,5.88
6.10,5.83,6.30,5.74
5.70,5.09,6.13,4.76
4.83,5.77,5.97,4.80
6.00,5.62,6.00,5.50
5.84,6.28,6.30,5.65
6.34,5.97,6.46,5.76
6.05,5.96,6.09,5.66
5.92,5.42,5.97,5.40
5.68,4.96,5.69,4.90
4.90,4.73,4.90,4.63
4.70,4.80,5.02,4.66
4.80,5.06,5.28,4.77
5.13,4.95,5.25,4.81
4.95,5.04,5.15,4.90
5.00,4.93,5.23,4.89
4.90,4.90,5.15,4.77
4.78,4.61,4.83,4.60
4.70,4.61,4.76,4.60
4.60,4.57,4.62,4.50
4.61,5.08,5.19,4.61
5.09,4.84,5.09,4.81
4.76,4.69,5.15,4.60
4.66,4.05,4.67,3.56
4.07,4.28,4.50,4.07
4.28,4.08,4.55,4.07
4.01,4.63,5.26,3.85
5.00,4.96,5.13,4.76
5.01,5.15,5.23,4.94
5.17,4.75,5.17,4.65
4.80,4.66,4.80,4.65
4.80,4.50,4.97,4.50
4.48,4.23,4.49,4.10
4.20,4.18,4.42,4.15
4.21,4.12,4.21,3.86
4.15,4.14,4.16,3.80
4.05,4.14,4.20,3.82
4.15,4.13,4.20,3.93
4.10,3.81,4.10,3.78
3.85,2.98,3.85,2.78
3.02,2.67,3.02,2.43
2.61,2.71,2.72,2.51
2.76,2.37,2.86,2.36
2.39,2.37,2.40,2.28
2.38,2.10,2.38,1.98
2.08,2.41,2.41,2.08
2.44,3.49,4.18,2.37
3.85,4.14,4.95,3.60
4.36,3.42,4.44,3.16
3.49,3.58,3.62,3.21
3.57,3.60,3.70,3.41
3.50,3.83,3.93,3.23
3.94,3.54,3.97,3.48
3.70,3.30,3.74,3.23
3.23,2.80,3.27,2.61
2.83,2.62,2.95,2.62
2.62,2.45,2.62,2.30
2.47,2.62,2.67,2.45
2.67,2.42,2.67,2.28
2.28,2.49,2.53,2.28
4.91,3.85,5.69,3.75
4.20,3.81,4.24,3.40
4.02,3.82,4.02,3.69
3.72,3.42,3.86,3.41
3.65,3.40,3.65,3.20
3.25,3.29,3.29,2.90
3.10,2.99,3.25,2.98
3.09,2.91,3.15,2.91
3.05,3.03,3.05,2.84
3.01,2.96,3.13,2.69
2.89,2.93,3.12,2.85
2.95,2.75,3.00,2.70
2.69,2.78,2.84,2.65
2.75,2.75,2.80,2.68
2.65,2.75,2.82,2.65
2.84,2.80,2.85,2.66
2.73,2.63,2.78,2.63
2.66,2.55,2.70,2.52
2.51,2.45,2.54,2.42
2.49,2.45,2.55,2.33
2.56,2.57,2.70,2.46
2.66,2.54,2.75,2.50
2.51,2.45,2.72,2.37
2.40,2.20,2.40,2.14
2.20,2.03,2.26,1.92
2.30,1.85,2.30,1.84
2.10,2.05,2.20,1.82
2.09,1.95,2.19,1.85
1.98,2.03,2.03,1.88
2.05,2.05,2.19,2.00
2.05,1.95,2.18,1.95
2.03,1.97,2.11,1.95
1.96,1.96,2.06,1.92
1.98,2.06,2.08,1.92
2.12,2.05,2.25,1.97
2.01,1.88,2.07,1.85
1.92,2.05,2.05,1.84
1.91,1.75,1.91,1.72
1.75,1.63,1.75,1.56
1.66,1.66,1.74,1.63
1.66,1.77,1.88,1.65
1.79,1.77,1.84,1.71
1.76,1.77,1.84,1.75
1.81,1.91,1.93,1.76
1.98,1.85,1.99,1.81
1.86,1.78,1.87,1.76
1.76,1.85,1.95,1.76
1.80,1.78,1.97,1.78
1.88,1.71,1.88,1.66
1.75,1.78,1.80,1.70
1.75,1.74,1.77,1.70
2.09,2.16,2.24,1.81
2.18,2.08,2.42,1.96
2.10,1.99,2.10,1.87
1.98,2.02,2.05,1.91
2.01,1.93,2.01,1.80
1.86,1.87,1.95,1.83
1.87,1.77,1.87,1.77
1.85,1.90,1.90,1.71
1.91,1.89,1.91,1.80
1.89,1.88,1.90,1.76
1.92,1.88,2.02,1.77
1.88,1.87,1.89,1.78
1.82,1.78,1.87,1.73
1.80,1.72,1.80,1.72
1.73,2.18,2.28,1.72
2.10,1.96,2.27,1.91
2.03,1.88,2.03,1.86
1.88,1.80,1.88,1.76
1.80,1.80,1.99,1.78
1.78,1.82,1.87,1.78
1.89,1.80,1.89,1.78
1.80,1.94,1.96,1.72
1.90,1.83,1.92,1.76
1.81,1.75,1.85,1.75
1.77,1.71,1.85,1.71
1.72,1.63,1.74,1.55
1.57,1.63,1.66,1.47
1.62,1.65,1.66,1.54
1.62,1.78,1.78,1.53
1.80,1.67,1.80,1.66
1.79,1.67,1.79,1.53
1.63,1.60,1.65,1.56
1.60,1.53,1.60,1.53
1.53,1.43,1.53,1.40
1.43,1.36,1.43,1.22
1.35,1.31,1.36,1.27
1.37,1.31,1.40,1.28
1.29,1.27,1.31,1.26
1.28,1.29,1.33,1.26
1.31,1.34,1.35,1.26
1.33,1.37,1.42,1.29
1.40,1.37,1.52,1.35
1.40,1.31,1.43,1.29
1.34,1.31,1.34,1.30
1.30,1.34,1.42,1.27
1.38,1.40,1.45,1.36
1.39,1.46,1.51,1.39
1.46,1.38,1.48,1.38
1.41,1.33,1.49,1.33
1.33,1.31,1.37,1.31
1.31,1.32,1.33,1.31
1.33,1.28,1.33,1.27
1.30,1.31,1.33,1.29
1.33,1.33,1.35,1.28
1.37,1.31,1.37,1.30
1.31,1.28,1.32,1.25
1.26,1.30,1.30,1.20
1.28,1.30,1.36,1.27
1.29,1.28,1.30,1.27
1.26,1.28,1.30,1.24
1.31,1.22,1.36,1.22
1.20,0.90,1.24,0.73
0.83,0.87,0.88,0.75
0.81,0.89,0.96,0.80
0.89,0.86,0.92,0.86
0.87,0.94,1.00,0.86
0.92,0.90,0.98,0.86
0.93,0.90,0.93,0.85
0.90,0.85,0.90,0.80
0.88,0.81,0.93,0.81
0.84,0.78,0.84,0.77
0.78,0.77,0.83,0.74
0.82,0.81,0.88,0.76
0.85,0.76,0.87,0.74
0.75,0.76,0.81,0.75
0.76,0.76,0.79,0.76
0.78,0.73,0.78,0.73
0.70,0.68,0.73,0.68
0.68,0.64,0.69,0.61
0.62,0.66,0.66,0.60
0.67,0.60,0.67,0.60
0.59,0.61,0.62,0.59
0.60,0.64,0.64,0.60
0.66,0.60,0.66,0.60
0.60,0.63,0.70,0.60
0.66,0.64,0.67,0.64
0.64,0.59,0.66,0.59
0.60,0.59,0.62,0.59
0.59,0.63,0.70,0.57
0.63,0.59,0.65,0.55
0.57,0.58,0.60,0.56
0.61,0.65,0.68,0.51
0.67,0.70,0.84,0.62
0.83,0.76,0.85,0.70
0.75,0.69,0.75,0.65
0.72,0.66,0.72,0.65
0.67,0.68,0.71,0.67
0.72,0.68,0.72,0.65
0.62,0.62,0.67,0.62
0.60,0.60,0.62,0.60
0.60,0.68,0.72,0.60
0.71,0.62,0.71,0.60
0.61,0.66,0.67,0.61
0.62,0.65,0.71,0.62
0.63,0.63,0.69,0.63
0.70,0.68,0.70,0.66
0.66,0.63,0.68,0.63
0.62,0.69,0.74,0.62
0.72,0.72,0.72,0.66
0.69,0.64,0.72,0.64
0.61,0.63,0.67,0.61
0.64,0.62,0.68,0.61
0.61,0.63,0.66,0.61
0.67,0.64,0.68,0.62
0.64,0.67,0.69,0.64
0.65,0.63,0.68,0.63
0.63,0.61,0.65,0.61
0.62,0.63,0.66,0.62
0.62,0.62,0.64,0.62
0.63,0.58,0.64,0.56
0.61,0.59,0.61,0.58
0.66,0.61,0.70,0.60
0.61,0.59,0.64,0.56
0.59,0.57,0.60,0.56
0.56,0.53,0.57,0.52
0.54,0.52,0.55,0.51
0.53,0.51,0.57,0.51
0.50,0.50,0.55,0.45
0.50,0.47,0.50,0.45
0.49,0.45,0.50,0.44
0.42,0.52,0.58,0.39
0.52,0.50,0.52,0.45
0.50,0.49,0.51,0.47
0.49,0.50,0.51,0.46
0.52,0.51,0.52,0.46
0.49,0.54,0.56,0.49
0.53,0.56,0.60,0.53
0.59,0.80,0.80,0.58
0.84,0.72,0.85,0.66
0.76,0.64,0.76,0.61
0.74,0.74,0.79,0.65
0.82,0.75,0.82,0.70
0.75,0.71,0.75,0.68
0.72,0.82,0.90,0.72
0.81,0.82,0.82,0.72
0.77,0.86,0.94,0.77
0.94,0.81,0.94,0.80
0.81,0.82,0.89,0.75
0.81,0.84,0.88,0.80
0.84,0.77,0.88,0.75
0.77,0.67,0.79,0.67
0.68,0.70,0.73,0.66
0.73,0.69,0.73,0.69
0.70,0.65,0.70,0.65
0.63,0.45,0.63,0.44
0.46,0.47,0.49,0.45
0.48,0.38,0.48,0.35
0.39,0.42,0.44,0.39
0.42,0.39,0.42,0.38
0.39,0.41,0.42,0.39
0.41,0.39,0.42,0.39
0.41,0.40,0.41,0.37
0.38,0.39,0.40,0.38
0.41,0.40,0.41,0.39
0.40,0.38,0.40,0.38
0.38,0.39,0.40,0.37
0.37,0.37,0.40,0.37
0.37,0.34,0.39,0.34
0.34,0.36,0.37,0.33
0.38,0.36,0.38,0.36
0.36,0.35,0.37,0.35
0.35,0.35,0.38,0.34
0.37,0.34,0.37,0.34
0.34,0.33,0.37,0.33
0.34,0.31,0.35,0.31
0.32,0.35,0.35,0.31
0.33,0.37,0.37,0.32
0.34,0.36,0.37,0.34
0.34,0.33,0.37,0.31
0.34,0.31,0.34,0.28
0.29,0.31,0.33,0.28
0.32,0.33,0.35,0.32
0.34,0.31,0.35,0.30
0.34,0.41,0.44,0.31
0.39,0.38,0.41,0.37
0.40,0.37,0.40,0.34
0.38,0.32,0.38,0.32
0.32,0.30,0.34,0.28
0.29,0.31,0.34,0.29
0.31,0.30,0.31,0.29
0.30,0.29,0.31,0.28
0.30,0.29,0.30,0.28
0.29,0.28,0.30,0.25
0.29,0.31,0.32,0.28
0.29,0.29,0.32,0.28
0.30,0.30,0.30,0.28
0.31,0.29,0.31,0.26
0.28,0.34,0.35,0.28
0.35,0.34,0.35,0.33
0.34,0.34,0.35,0.34
0.34,0.32,0.35,0.30
0.29,0.30,0.32,0.28
0.30,0.32,0.32,0.30
0.33,0.32,0.33,0.30
0.30,0.31,0.32,0.30
0.31,0.36,0.36,0.31
0.34,0.37,0.43,0.34
0.37,0.33,0.38,0.31
0.33,0.33,0.33,0.31
0.33,0.38,0.39,0.31
0.37,0.35,0.37,0.33
0.35,0.35,0.37,0.33
0.35,0.35,0.37,0.32
0.37,0.37,0.40,0.37
0.36,0.37,0.39,0.35
0.35,0.35,0.37,0.32
0.35,0.33,0.37,0.32
0.34,0.35,0.35,0.34
0.35,0.35,0.38,0.33
0.35,0.35,0.37,0.33
0.34,0.33,0.35,0.33
0.32,0.31,0.32,0.31
0.31,0.31,0.32,0.30
0.30,0.30,0.34,0.29
0.30,0.30,0.31,0.28
0.31,0.29,0.31,0.28
0.28,0.29,0.30,0.28
0.29,0.30,0.30,0.26
0.30,0.28,0.30,0.27
0.26,0.26,0.28,0.25
0.25,0.26,0.27,0.25
0.27,0.26,0.27,0.25
0.25,0.26,0.26,0.25
0.26,0.26,0.27,0.23
0.26,0.31,0.31,0.26
0.30,0.34,0.35,0.30
0.35,0.39,0.40,0.34
0.37,0.37,0.40,0.34
0.38,0.37,0.40,0.35
0.37,0.30,0.37,0.28
0.30,0.32,0.32,0.28
0.33,0.30,0.34,0.29
0.33,0.29,0.33,0.29
0.33,0.34,0.37,0.32
0.36,0.33,0.36,0.30
0.32,0.30,0.32,0.30
0.30,0.30,0.34,0.29
0.31,0.30,0.34,0.30
0.32,0.30,0.32,0.30
0.30,0.29,0.31,0.29
0.28,0.30,0.30,0.28
0.30,0.29,0.30,0.28
0.28,0.27,0.30,0.25
0.27,0.26,0.29,0.26
0.26,0.26,0.30,0.25
0.27,0.27,0.28,0.27
0.27,0.27,0.27,0.26
0.27,0.28,0.30,0.27
0.29,0.30,0.34,0.29
0.30,0.34,0.34,0.30
0.34,0.33,0.34,0.31
0.31,0.31,0.33,0.30
0.31,0.31,0.34,0.31
0.31,0.34,0.34,0.31
0.35,0.33,0.35,0.31
0.32,0.34,0.35,0.32
0.35,0.40,0.43,0.35
0.38,0.43,0.43,0.37
0.43,0.42,0.47,0.40
0.42,0.39,0.42,0.37
0.39,0.39,0.41,0.39
0.40,0.39,0.43,0.39
0.40,0.41,0.43,0.40
0.42,0.42,0.42,0.39
0.42,0.40,0.42,0.40
0.42,0.39,0.42,0.39
0.42,0.39,0.42,0.39
0.41,0.39,0.41,0.37
0.39,0.36,0.41,0.36
0.33,0.40,0.40,0.32
0.40,0.39,0.40,0.35
0.39,0.34,0.39,0.34
0.34,0.30,0.36,0.27
0.32,0.31,0.35,0.30
0.31,0.33,0.34,0.31
0.34,0.31,0.34,0.31
0.34,0.30,0.34,0.30
0.32,0.30,0.32,0.27
0.31,0.29,0.31,0.29
0.30,0.28,0.30,0.26
0.26,0.28,0.29,0.26
0.27,0.29,0.32,0.27
0.29,0.31,0.31,0.28
0.30,0.31,0.32,0.28
0.33,0.33,0.35,0.29
0.34,0.30,0.34,0.26
0.30,0.30,0.31,0.26
0.31,0.26,0.31,0.22
0.26,0.26,0.27,0.25
0.27,0.25,0.27,0.24
0.25,0.25,0.27,0.24
0.26,0.25,0.26,0.24
0.24,0.24,0.26,0.24
0.26,0.25,0.27,0.24
0.25,0.23,0.26,0.21
0.23,0.25,0.25,0.22
0.24,0.25,0.25,0.23
0.25,0.22,0.26,0.22
0.24,0.24,0.24,0.23
0.23,0.16,0.24,0.13
0.17,0.16,0.17,0.14
0.16,0.18,0.18,0.16
0.19,0.16,0.19,0.16
0.16,0.16,0.16,0.12
0.16,0.17,0.19,0.13
0.17,0.15,0.18,0.14
0.16,0.14,0.16,0.13
0.16,0.14,0.17,0.12
0.12,0.15,0.15,0.12
0.15,0.15,0.17,0.12
0.14,0.15,0.16,0.14
0.13,0.15,0.15,0.13
0.14,0.15,0.18,0.14
0.15,0.15,0.17,0.14
0.15,0.13,0.16,0.13
0.13,0.13,0.14,0.12
0.13,0.10,0.13,0.10
0.11,0.10,0.11,0.08
0.77,1.31,1.83,0.71
1.33,1.29,1.63,1.16
1.44,2.47,2.88,1.31
2.20,2.10,2.40,1.92
1.99,2.00,2.04,1.67
1.87,2.04,2.30,1.78
1.97,1.82,2.04,1.72
1.75,1.68,1.77,1.60
1.66,1.64,1.80,1.60
1.68,1.38,1.71,1.24
1.36,1.39,1.44,1.33
1.43,1.43,1.48,1.34
1.39,1.38,1.45,1.23
1.31,1.36,1.37,1.26
1.35,2.16,2.82,1.35
2.06,1.86,2.22,1.80
1.80,1.61,1.92,1.51
1.53,1.56,1.75,1.52
1.56,1.49,1.62,1.43
1.50,1.24,1.50,1.15
1.91,2.10,3.67,1.91
2.04,1.75,2.20,1.71
1.75,1.55,1.77,1.51
1.55,1.53,1.66,1.42
1.51,1.57,1.64,1.45
1.52,1.91,1.91,1.50
1.80,1.84,1.95,1.64
1.82,1.75,1.82,1.65
1.68,1.75,1.76,1.56
1.70,1.78,1.78,1.59
1.88,1.70,1.88,1.61
1.65,1.66,1.70,1.50
1.60,1.70,1.75,1.59
1.67,1.72,1.74,1.65
1.74,1.71,1.74,1.65
1.75,1.79,1.80,1.67
1.73,1.85,1.89,1.61
1.85,2.10,2.80,1.76
2.20,1.97,2.20,1.87
1.95,1.98,2.19,1.90
1.95,2.04,2.10,1.95
1.99,2.09,2.09,1.90
1.97,2.22,2.22,1.97
2.17,2.08,2.17,2.06
2.14,2.22,2.40,2.09
2.22,2.10,2.28,2.06
2.08,1.97,2.10,1.80
2.18,2.06,2.55,2.00
2.11,2.03,2.11,2.00
2.05,1.90,2.05,1.86
1.99,1.96,1.99,1.90
1.94,1.89,1.97,1.85
1.84,1.90,2.06,1.70
1.91,1.89,1.91,1.71
1.89,1.81,1.95,1.80
1.84,1.82,1.89,1.74
1.81,1.91,1.91,1.81
1.90,1.89,1.94,1.83
1.89,1.98,2.03,1.89
1.98,1.91,2.10,1.91
1.95,1.94,2.10,1.76
1.83,1.87,1.96,1.83
1.84,1.84,1.95,1.81
1.83,1.77,1.85,1.74
1.80,1.80,1.84,1.72
1.85,1.85,1.88,1.70
1.84,1.74,1.84,1.71
1.74,1.82,1.85,1.63
1.83,1.88,1.95,1.76
1.90,1.94,2.01,1.83
1.89,2.02,2.08,1.86
2.08,2.12,2.28,2.04
2.15,1.99,2.23,1.80
2.00,1.95,2.15,1.90
1.98,1.91,2.11,1.90
1.90,1.96,1.98,1.90
1.87,1.89,1.94,1.86
1.96,1.99,2.04,1.80
1.98,1.83,1.98,1.83
1.80,1.98,1.99,1.80
2.55,2.50,3.30,2.48
2.33,2.08,2.43,2.07
2.07,1.91,2.07,1.90
1.88,1.77,1.97,1.75
1.79,1.72,1.85,1.72
1.70,1.72,1.84,1.70
1.74,1.91,2.33,1.74
2.01,1.87,2.01,1.81
1.87,1.94,2.00,1.80
1.93,1.87,1.99,1.86
1.87,1.90,1.91,1.84
1.89,1.87,1.91,1.86
1.87,1.90,1.90,1.82
1.89,1.87,1.91,1.80
1.93,1.93,1.95,1.82
1.93,1.83,1.93,1.80
1.89,1.87,1.89,1.82
1.89,1.87,1.89,1.85
1.93,1.89,1.93,1.85
1.93,1.88,1.93,1.80
1.90,1.90,1.90,1.85
1.91,1.86,1.93,1.85
1.87,1.87,2.04,1.85
2.01,1.92,2.01,1.87
1.89,1.88,1.93,1.85
1.92,1.91,2.03,1.87
1.90,1.95,1.98,1.90
1.87,1.86,1.94,1.86
1.92,1.94,2.01,1.85
2.01,2.08,2.28,1.97
2.12,1.85,2.13,1.82
1.85,1.72,1.85,1.71
1.72,1.74,1.80,1.68
1.79,1.74,1.83,1.69
1.73,1.63,1.73,1.55
1.63,1.65,1.70,1.58
1.63,1.67,1.70,1.55
1.62,1.65,1.69,1.57
1.69,1.62,1.69,1.60
1.65,1.66,1.68,1.63
1.68,1.70,1.75,1.66
1.75,1.65,1.75,1.64
1.65,1.61,1.65,1.58
1.58,1.61,1.75,1.57
1.62,1.71,2.15,1.58
1.76,1.66,1.79,1.62
1.66,1.63,1.74,1.62
1.64,1.62,1.65,1.60
1.62,1.53,1.62,1.48
1.54,1.46,1.56,1.45
1.50,1.45,1.51,1.37
1.40,1.34,1.40,1.27
1.41,1.41,1.50,1.36
1.39,1.38,1.40,1.29
1.40,1.44,1.49,1.38
2.13,1.67,2.25,1.63
1.67,1.60,1.67,1.47
1.58,1.52,1.58,1.40
1.51,1.50,1.51,1.31
1.46,1.53,1.53,1.39
1.52,1.50,1.53,1.44
1.44,1.49,1.52,1.44
1.50,1.49,1.50,1.43
1.48,1.49,1.50,1.45
1.47,1.48,1.51,1.45
1.50,1.58,1.58,1.49
1.58,1.59,1.61,1.55
1.63,1.53,1.63,1.50
1.53,1.50,1.53,1.49
1.51,1.44,1.51,1.39
1.48,1.45,1.51,1.40
1.46,1.46,1.49,1.42
1.44,1.45,1.50,1.37
1.43,1.41,1.46,1.40
1.44,1.46,1.46,1.40
1.42,1.42,1.44,1.39
1.42,1.39,1.74,1.39
1.43,1.45,1.45,1.39
1.44,1.44,1.50,1.41
1.42,1.38,1.42,1.38
1.37,1.37,1.38,1.30
1.35,1.39,1.39,1.35
1.39,1.42,1.60,1.34
1.39,1.40,1.42,1.30
1.56,1.37,1.57,1.35
1.37,1.36,1.44,1.35
1.40,1.37,1.42,1.37
1.39,1.36,1.39,1.36
1.36,1.37,1.44,1.36
1.38,1.41,1.45,1.38
1.41,1.40,1.45,1.40
1.41,1.42,1.45,1.40
1.48,1.50,1.53,1.42
1.47,1.41,1.47,1.38
1.45,1.44,1.50,1.42
1.60,1.56,1.97,1.48
1.57,1.54,1.62,1.48
1.53,1.53,1.56,1.49
1.52,1.59,1.69,1.46
1.58,1.55,1.58,1.49
1.54,1.53,1.60,1.48
1.52,1.49,1.59,1.46
1.48,1.46,1.52,1.46
1.48,1.52,1.52,1.45
1.51,1.47,1.54,1.46
1.49,1.48,1.53,1.45
1.49,1.54,1.58,1.45
1.53,1.54,1.60,1.46
1.53,1.56,1.58,1.51
1.53,1.55,1.60,1.47
1.53,1.63,1.63,1.53
1.62,1.73,1.75,1.61
1.75,1.66,1.75,1.55
1.65,1.61,1.74,1.54
1.61,1.63,1.63,1.56
1.64,1.67,1.67,1.55
1.54,1.55,1.68,1.53
1.55,1.61,1.65,1.55
1.60,1.55,1.64,1.55
1.60,1.65,1.68,1.60
1.61,1.56,1.65,1.56
1.57,1.64,1.69,1.57
1.69,1.80,2.19,1.69
1.88,1.88,1.99,1.72
1.95,1.60,1.95,1.59
1.59,1.49,1.67,1.46
1.46,1.29,1.48,1.28
1.35,1.27,1.35,1.24
1.26,1.24,1.70,1.20
0.92,0.85,0.92,0.80
0.84,0.80,0.84,0.78
0.82,0.76,0.82,0.74
0.78,0.75,0.80,0.72
0.73,0.77,0.79,0.73
0.76,0.69,0.76,0.68
0.69,0.76,0.79,0.69
0.76,0.71,0.83,0.70
0.74,0.68,0.74,0.61
0.68,0.67,0.70,0.67
0.70,0.63,0.70,0.63
0.64,0.66,0.70,0.63
0.67,0.68,0.69,0.66
0.69,0.75,0.80,0.69
0.77,0.75,0.80,0.72
0.74,0.73,0.78,0.70
0.74,0.70,0.74,0.68
0.72,0.65,0.73,0.64
0.66,0.69,0.73,0.64
0.73,0.70,0.73,0.68
0.68,0.69,0.71,0.60
0.72,0.66,0.72,0.64
0.69,0.68,0.70,0.65
0.68,0.65,0.68,0.62
0.59,0.56,0.65,0.55
0.57,0.58,0.60,0.56
0.58,0.62,0.63,0.58
0.64,0.63,0.64,0.58
0.61,0.61,0.64,0.58
0.62,0.60,0.64,0.59
0.61,0.65,0.65,0.57
0.64,0.68,0.71,0.63
0.72,0.61,0.72,0.61
0.61,0.63,0.65,0.61
0.62,0.63,0.68,0.61
0.61,0.64,0.64,0.61
0.63,0.62,0.65,0.60
0.61,0.61,0.62,0.59
0.62,0.65,0.65,0.52
0.65,0.59,0.65,0.54
0.60,0.57,0.60,0.57
