INVT,Inventergy Global,NASDAQ
0.58,0.57,0.60,0.55
0.56,0.56,0.61,0.55
0.55,0.57,0.62,0.55
0.57,0.56,0.60,0.56
0.56,0.56,0.59,0.55
0.56,0.56,0.59,0.55
0.59,0.55,0.59,0.53
0.53,0.48,0.55,0.44
0.54,0.47,0.58,0.45
0.50,0.47,0.50,0.46
0.48,0.46,0.49,0.45
0.45,0.47,0.48,0.45
0.47,0.44,0.47,0.39
0.44,0.48,0.48,0.41
0.69,0.67,0.77,0.55
0.71,0.66,0.75,0.65
0.66,0.61,0.66,0.55
0.59,0.62,0.64,0.51
0.70,0.75,0.78,0.64
0.80,0.79,0.92,0.73
0.81,0.77,0.85,0.75
0.74,0.69,0.74,0.64
0.66,0.61,0.68,0.59
0.73,0.71,0.74,0.65
0.72,0.66,0.72,0.65
0.67,0.63,0.67,0.60
0.60,0.61,0.63,0.60
0.60,0.56,0.61,0.55
