ASR,Grupo Aeroportuario del Sureste,NASDAQ
103.30,99.96,105.46,99.44
100.44,103.72,104.44,99.52
101.21,101.10,102.45,100.25
102.14,103.06,103.71,101.87
103.48,105.01,105.02,102.99
105.80,108.28,109.28,105.80
108.21,111.24,111.72,107.06
113.46,113.46,115.74,112.01
112.93,114.02,115.17,112.92
113.81,114.56,114.99,112.44
114.67,114.65,116.19,112.59
114.91,115.88,117.54,114.91
116.16,116.44,117.10,115.46
115.85,114.99,116.96,114.19
116.49,114.64,117.82,113.98
114.32,114.59,114.81,113.27
114.48,114.00,115.15,113.66
114.25,114.00,114.57,113.09
114.47,115.82,116.41,114.28
115.74,115.41,117.34,114.92
114.91,113.99,114.95,112.38
113.98,114.21,115.60,112.42
114.26,116.21,116.29,114.12
117.78,117.50,118.33,116.64
117.37,118.73,119.05,116.49
117.99,118.96,119.20,116.48
119.13,116.52,119.67,116.39
116.60,116.47,118.18,115.60
116.46,118.46,118.75,113.70
118.96,119.84,120.60,117.86
119.79,123.99,124.46,119.79
123.32,123.83,124.45,122.85
123.76,122.78,123.86,122.56
121.64,120.94,121.96,119.70
121.29,125.09,125.27,120.79
124.92,126.29,126.66,124.92
126.06,124.00,127.07,123.49
123.60,123.70,124.58,120.92
123.93,123.30,124.68,122.38
122.50,121.70,123.25,120.65
121.00,117.60,121.00,117.34
116.86,117.50,118.54,115.55
117.41,116.35,117.55,116.12
115.90,113.80,116.42,113.79
113.45,113.70,115.16,112.59
114.15,114.03,114.79,112.46
114.31,112.76,114.31,112.51
112.33,110.89,112.33,109.57
111.00,108.25,111.00,108.10
108.20,110.56,110.56,107.80
110.71,112.00,112.46,109.12
113.10,111.84,113.21,111.44
111.91,114.99,115.15,111.91
115.45,113.03,115.45,112.00
113.72,113.60,114.53,112.34
114.00,118.13,118.51,113.16
118.82,119.31,120.18,118.18
119.39,116.72,120.18,116.64
116.60,114.34,116.66,114.30
115.30,113.44,115.86,113.06
114.86,114.43,115.63,114.18
114.42,112.50,114.42,112.12
112.22,119.96,119.97,111.56
120.26,119.71,121.54,118.62
119.99,116.29,119.99,115.78
116.45,116.68,117.69,114.88
116.23,114.58,117.28,114.50
114.50,114.23,115.50,112.68
114.58,113.44,115.70,112.89
113.00,111.40,113.36,110.93
110.85,108.86,110.96,108.40
109.49,113.55,114.02,109.16
112.57,115.43,115.50,110.57
114.54,113.23,115.65,112.22
113.00,114.14,115.75,113.00
113.72,115.25,115.72,113.72
115.05,114.00,115.49,113.04
113.81,112.04,114.26,111.09
112.90,116.54,117.94,112.89
116.62,117.78,118.90,116.62
117.46,117.10,118.00,116.00
116.62,114.87,117.85,113.67
115.19,116.81,118.00,115.02
116.70,118.43,119.08,116.70
118.74,118.28,119.48,117.29
117.97,118.83,121.04,117.90
120.03,122.92,124.19,119.67
122.76,121.72,123.98,120.00
121.52,121.32,121.79,119.47
120.62,122.58,123.21,120.45
122.78,123.44,123.90,122.54
123.43,121.30,124.85,120.94
121.29,120.68,121.71,119.95
120.28,119.01,120.80,118.15
118.98,122.00,122.47,118.98
123.14,122.81,124.20,121.50
121.39,120.54,121.76,120.12
120.72,122.29,123.15,120.72
121.83,119.80,122.46,118.35
119.32,117.95,119.32,115.96
118.04,118.15,120.79,118.04
118.09,118.80,120.38,117.08
118.37,122.43,123.11,118.37
122.60,126.48,128.43,121.38
126.84,128.98,129.70,126.84
129.48,127.42,129.48,126.25
127.04,126.05,127.40,124.95
126.57,121.25,126.57,121.25
121.32,123.40,123.99,119.80
122.72,124.83,126.61,122.72
124.83,126.86,127.59,124.83
126.99,127.21,127.90,125.00
126.99,130.04,131.34,126.48
130.04,134.53,135.46,127.47
134.14,127.79,134.14,126.67
126.92,128.05,129.50,125.52
127.00,129.43,130.81,126.05
129.58,129.46,133.52,128.48
131.57,132.49,135.30,130.50
132.90,131.05,134.38,130.52
131.46,133.34,133.76,129.98
132.59,130.35,132.82,129.99
130.04,129.94,131.65,129.23
129.92,129.37,130.72,128.58
130.18,129.94,130.50,129.10
129.83,129.00,129.84,127.60
129.25,130.55,132.07,125.04
127.98,128.97,130.28,127.98
128.68,130.54,131.70,128.68
127.48,125.81,128.02,124.93
126.94,125.90,126.94,125.50
125.90,124.83,125.90,124.40
125.38,125.25,125.80,124.75
125.50,125.01,126.61,124.55
125.88,124.63,125.88,124.00
122.41,121.89,125.58,120.90
122.38,117.25,122.91,116.71
117.62,112.70,117.62,112.49
112.69,117.35,117.96,112.69
117.19,119.14,119.19,116.22
117.93,116.22,117.93,115.14
116.68,116.66,118.04,116.31
116.60,116.65,117.41,115.32
117.08,119.12,119.25,116.22
118.68,118.86,120.68,117.49
119.12,116.08,119.27,115.32
115.50,115.31,116.20,115.19
116.00,115.07,116.00,114.05
115.09,115.32,116.91,114.97
114.35,116.19,116.76,114.14
116.00,114.33,116.00,114.00
114.32,112.17,114.32,110.20
112.28,112.40,113.24,111.32
111.01,111.50,112.67,110.39
112.87,111.88,113.20,111.39
110.63,112.62,113.73,110.63
112.62,109.87,113.75,109.21
111.36,111.49,112.47,110.46
111.18,109.30,112.88,108.14
109.87,110.28,112.86,109.36
110.90,110.30,112.85,110.00
110.37,109.64,110.45,109.52
109.64,109.96,111.60,109.13
109.86,108.91,110.48,108.84
108.13,110.76,110.76,108.13
110.69,109.91,111.20,109.11
110.40,109.85,111.28,109.76
109.83,108.13,110.91,108.01
108.00,107.00,108.92,107.00
107.61,107.14,109.35,106.83
108.47,108.81,110.94,107.79
108.22,108.90,109.65,107.46
109.98,108.80,109.98,108.04
108.80,110.82,111.23,108.80
111.00,111.20,112.20,110.11
111.04,110.35,111.62,109.48
111.20,110.57,111.66,109.30
110.35,110.81,111.19,110.05
111.29,115.44,115.97,111.16
115.92,117.06,117.24,114.31
115.89,113.36,115.91,112.87
113.95,115.11,115.99,112.84
115.09,113.34,115.39,112.91
113.70,110.77,115.45,109.26
110.84,111.82,112.59,109.45
112.71,114.74,115.74,112.38
115.22,113.17,116.14,112.61
113.56,112.18,115.68,111.41
112.21,116.01,116.47,111.38
116.25,118.54,119.36,115.42
119.76,118.49,121.00,117.94
119.67,120.68,122.06,119.24
121.56,120.94,122.10,120.42
121.29,122.17,122.35,120.32
122.69,122.70,123.90,122.02
123.81,122.64,124.87,122.09
123.42,125.68,125.96,123.42
125.90,125.45,125.90,122.27
125.55,123.63,125.55,122.44
124.53,122.35,124.66,121.77
122.05,120.27,122.21,119.36
120.76,124.67,125.88,119.66
124.92,123.50,124.92,120.90
123.46,123.40,124.94,122.18
123.01,123.39,124.07,121.12
123.40,125.15,125.40,122.34
125.52,125.29,125.89,123.90
125.43,126.06,127.28,125.42
126.00,125.30,126.00,124.42
125.73,125.86,126.56,125.51
125.70,124.43,126.36,124.16
124.00,125.65,126.16,123.62
126.11,125.52,126.74,124.60
124.74,123.91,125.67,123.73
123.97,123.71,125.00,122.47
124.04,123.48,124.93,122.20
123.55,122.25,123.55,120.77
122.50,124.40,125.00,120.82
124.27,124.96,125.96,123.59
124.86,124.55,124.88,123.79
124.64,126.10,126.90,124.64
126.49,127.60,127.78,126.20
127.11,124.88,128.00,124.42
124.58,126.55,127.19,124.26
127.00,127.01,127.86,125.88
127.23,127.71,128.10,126.37
127.14,127.58,128.56,126.42
127.40,126.00,127.53,125.10
126.47,127.30,127.83,125.76
127.42,127.43,128.16,126.06
127.72,126.90,128.75,126.40
126.93,128.20,128.74,126.71
128.01,130.22,131.37,128.01
130.35,130.69,130.85,130.07
130.92,130.00,131.10,129.63
129.67,128.56,129.79,127.69
129.24,129.22,129.71,128.17
129.58,128.62,129.58,128.01
128.71,129.19,129.96,128.15
129.53,128.64,129.53,127.83
128.44,128.79,129.00,127.52
128.99,129.49,129.95,128.66
129.82,131.25,132.33,129.01
131.50,130.47,131.84,130.11
130.43,130.10,130.92,129.48
129.61,129.93,130.75,129.56
130.31,131.15,131.25,130.08
131.33,130.40,131.79,129.80
130.68,130.18,130.68,129.66
130.19,130.94,131.04,129.34
131.10,131.45,131.60,129.16
131.43,130.25,131.52,129.83
130.19,131.62,131.95,129.88
131.97,131.89,132.00,130.16
131.85,130.46,132.06,130.28
129.90,131.58,131.98,129.90
131.68,131.98,132.14,131.00
131.94,128.40,132.01,127.34
128.35,127.02,129.27,126.02
127.57,126.24,128.04,126.01
126.59,126.78,127.77,125.28
127.08,127.83,128.65,127.00
127.91,127.57,129.87,127.16
127.26,127.48,128.44,125.25
128.18,125.84,128.18,125.24
124.64,124.72,126.20,123.46
124.56,125.58,127.86,124.28
126.71,127.00,127.93,126.39
126.99,126.41,128.00,126.06
128.00,126.50,128.67,126.00
126.90,125.39,127.19,124.81
125.75,128.40,128.60,125.67
128.04,127.63,128.55,127.03
128.49,126.89,128.79,126.56
126.80,126.95,127.36,126.44
126.73,127.31,128.21,124.52
127.57,127.68,128.66,126.78
127.74,126.07,128.72,125.56
126.19,126.51,127.88,125.62
126.74,127.65,128.04,125.48
126.30,124.48,126.56,123.98
124.49,124.38,125.60,122.94
123.95,124.32,124.90,123.78
123.26,123.36,124.90,123.10
123.35,124.41,124.86,123.34
124.50,124.43,125.10,123.81
124.84,124.59,125.59,123.39
125.23,128.28,128.95,125.02
127.53,127.46,128.20,127.22
127.04,127.61,128.97,126.61
128.93,128.52,129.93,128.13
128.51,128.42,128.98,127.50
129.06,129.99,130.04,129.06
129.59,129.51,130.78,128.52
128.98,128.23,129.50,128.15
128.61,129.62,129.62,128.15
128.88,129.69,130.28,128.73
129.69,128.45,129.69,128.32
128.85,128.37,129.78,128.12
128.87,129.37,129.48,128.38
128.78,129.57,130.96,128.62
130.10,128.48,131.54,127.38
129.46,130.85,131.20,128.94
131.35,131.53,131.70,129.94
131.97,135.56,136.87,131.59
135.64,135.39,137.00,134.96
135.58,133.23,137.90,132.51
133.07,131.64,134.54,130.32
134.00,132.30,134.09,131.48
132.17,131.14,132.63,130.89
130.64,131.00,133.19,130.43
130.71,130.46,131.48,128.99
130.28,130.04,131.58,129.16
130.68,130.18,130.92,129.65
130.18,129.95,130.25,128.71
130.10,131.02,132.24,129.27
131.14,127.40,132.20,127.31
127.27,125.98,127.61,125.12
125.49,126.85,128.38,123.00
126.97,125.66,126.97,124.51
125.25,126.21,126.79,125.25
124.86,127.20,128.11,123.81
126.78,128.49,129.72,126.78
127.87,126.98,128.78,126.29
126.82,125.21,126.82,124.27
123.14,129.24,130.38,123.14
132.38,132.78,133.98,131.00
132.89,129.78,132.89,129.44
129.97,130.65,131.90,128.34
130.70,127.23,130.70,127.08
126.94,123.99,127.32,123.72
123.99,123.56,125.12,123.23
123.54,122.25,123.76,122.25
122.23,120.59,122.23,117.91
119.15,122.51,123.32,118.18
123.39,123.34,123.81,122.01
122.22,126.36,126.46,122.22
126.56,125.83,127.38,124.89
125.51,127.49,128.40,125.35
128.88,128.81,129.71,127.60
128.65,128.80,129.41,128.13
127.65,128.66,129.26,127.58
129.12,130.36,131.01,129.02
130.90,130.04,131.44,129.94
129.39,131.93,132.68,129.39
133.36,134.68,134.86,132.23
134.44,133.26,134.44,132.16
132.96,134.40,134.44,132.73
134.78,135.15,135.84,133.73
134.80,134.76,135.82,132.82
135.26,135.97,137.23,134.66
136.47,133.80,136.47,132.90
133.16,133.78,133.94,132.46
133.49,133.52,133.66,132.11
133.08,131.79,134.16,130.88
131.40,131.93,133.08,131.24
132.08,129.69,132.40,129.49
129.78,128.60,129.95,128.34
129.10,133.27,133.96,128.36
133.06,134.61,135.54,133.06
135.44,132.98,135.44,132.90
133.42,134.84,135.04,132.81
135.34,135.83,136.65,134.26
136.29,136.35,138.03,135.39
136.27,133.80,136.27,133.68
133.44,130.51,133.44,129.77
130.06,125.33,130.06,125.11
125.21,128.34,129.92,124.98
130.08,126.21,130.08,125.39
126.90,127.24,128.02,125.61
127.14,126.36,129.68,125.01
126.33,125.91,126.48,125.29
124.90,125.49,126.24,124.90
125.47,125.64,126.15,125.07
125.21,125.25,126.91,124.75
125.36,120.83,125.36,118.62
120.96,121.30,121.98,118.70
121.24,124.47,126.21,120.91
124.76,130.84,132.82,124.51
130.90,128.06,131.48,126.73
127.76,131.43,131.76,127.76
131.45,134.62,135.39,131.22
135.76,134.56,135.76,133.82
133.49,134.12,134.60,133.49
134.27,132.89,134.83,132.18
132.89,131.99,133.54,131.11
131.64,131.84,132.65,131.04
131.86,129.23,132.87,128.45
128.62,126.07,128.62,125.45
126.21,126.74,129.49,125.36
127.56,128.53,129.32,125.76
129.23,131.58,132.30,128.17
131.40,130.15,134.26,129.90
130.47,129.62,130.47,129.31
131.25,133.39,133.93,130.84
131.37,130.50,133.65,130.01
130.00,127.52,130.30,126.48
126.99,132.97,133.17,126.16
134.07,136.27,136.73,133.10
136.62,137.04,139.63,135.16
137.51,137.41,138.85,137.16
137.95,133.87,137.95,133.38
134.34,139.93,140.53,134.34
138.99,139.00,139.74,138.65
139.19,136.50,139.90,135.24
136.02,135.41,136.09,133.85
135.35,130.91,135.35,129.35
131.80,134.54,135.05,129.94
135.61,131.00,136.50,130.59
131.05,130.43,132.49,130.19
131.35,131.25,133.54,130.78
131.05,134.77,134.77,131.05
134.57,133.65,134.57,133.37
133.07,131.85,133.26,131.23
131.53,127.87,132.19,127.12
128.37,133.74,133.78,128.37
133.90,133.21,133.90,131.65
132.26,133.39,133.68,130.92
133.03,132.27,133.21,130.69
131.66,132.11,132.34,131.25
132.20,132.82,132.83,130.92
132.59,134.25,134.32,131.70
133.97,136.06,136.22,133.56
136.00,135.39,136.00,135.00
137.84,135.40,137.84,135.11
135.39,137.43,137.79,135.39
136.89,136.58,138.20,134.89
136.30,136.32,136.55,135.08
135.48,134.29,135.52,133.20
134.37,131.40,136.77,131.20
131.24,129.12,131.66,128.11
129.38,126.99,129.88,126.90
126.20,126.03,128.28,125.56
126.21,127.69,128.42,125.69
129.11,132.62,133.79,128.92
132.24,129.43,133.06,128.96
129.13,129.45,131.14,128.60
128.42,131.36,131.99,128.42
128.97,135.31,135.98,128.50
134.21,132.84,135.89,132.41
133.98,137.89,138.41,133.98
137.39,137.06,137.79,136.08
136.47,137.50,138.98,136.47
137.94,137.41,138.70,136.28
136.46,136.24,137.22,135.87
136.23,138.73,138.93,135.54
137.88,136.45,139.94,135.88
135.52,134.42,137.28,134.35
135.11,140.61,141.24,135.11
141.06,141.11,142.40,140.44
140.57,139.93,143.32,139.89
140.00,143.16,143.67,139.92
143.60,145.62,146.89,143.46
146.32,144.55,146.32,143.29
144.09,144.61,144.96,143.34
144.45,140.52,144.45,140.27
140.33,139.33,140.96,139.14
139.50,142.27,142.44,139.50
142.68,141.31,142.68,139.78
140.33,140.56,140.99,139.16
140.47,139.95,141.18,139.69
141.11,141.97,141.99,139.67
141.91,144.30,145.23,140.53
143.65,150.59,150.88,143.65
152.43,151.54,152.82,150.34
151.52,152.28,153.25,150.17
151.53,150.86,154.29,150.22
150.73,149.69,151.96,148.88
149.62,144.57,149.62,144.16
145.18,145.98,146.16,144.03
146.66,146.75,147.32,145.22
144.00,148.23,149.21,143.80
149.01,149.29,149.66,147.50
149.29,148.77,151.08,148.27
150.21,150.06,152.61,149.20
149.98,149.55,150.68,147.16
149.28,146.48,149.82,146.15
147.42,146.45,148.59,145.10
147.55,150.67,152.77,147.55
150.40,153.52,153.52,150.14
152.87,152.57,154.00,150.73
152.30,150.06,152.30,149.98
150.59,150.21,151.41,148.75
150.08,150.06,153.08,148.53
150.16,149.42,150.88,148.32
148.22,146.65,149.57,145.70
145.80,150.21,150.43,145.48
149.42,147.70,150.10,146.12
146.72,144.04,149.29,143.81
145.53,143.40,145.53,142.67
143.45,144.97,145.17,143.08
144.87,144.79,145.89,142.90
144.38,142.24,145.07,140.86
141.17,140.29,141.58,138.18
140.86,140.59,141.41,138.76
141.17,139.71,142.02,139.26
140.63,140.32,141.93,139.78
141.22,141.76,141.77,139.48
140.88,143.18,144.52,140.88
142.03,139.64,142.03,138.78
139.66,142.12,142.41,138.81
143.11,141.94,144.25,141.21
143.15,141.45,143.86,140.52
141.35,140.31,143.05,139.74
141.17,142.80,143.69,140.40
143.16,142.89,143.32,142.37
142.53,142.28,143.29,140.70
142.72,144.64,144.97,142.01
144.32,144.47,144.60,143.61
143.13,139.34,143.16,138.99
140.82,141.87,142.34,140.03
141.85,140.34,143.12,138.28
140.30,143.23,143.65,140.30
141.81,142.78,143.57,140.91
142.15,143.62,144.58,140.38
142.75,143.79,144.65,141.40
145.68,145.79,147.59,144.80
147.20,147.27,148.31,145.75
147.52,148.96,149.37,147.52
149.07,149.50,149.84,149.07
149.22,149.89,151.31,148.50
150.51,151.20,152.10,149.94
151.19,150.28,151.19,149.17
150.66,149.53,150.66,149.07
150.19,149.81,150.65,149.36
149.87,146.30,150.20,145.88
146.61,149.99,151.15,146.61
150.11,146.96,150.11,145.05
146.64,145.21,146.64,144.39
144.86,147.77,149.80,144.86
147.65,146.50,147.65,146.35
146.03,146.42,146.60,144.75
146.59,149.61,149.89,146.50
149.42,153.98,154.20,148.95
154.17,153.56,154.57,152.67
153.81,155.52,157.17,153.68
155.67,153.70,155.67,152.90
153.41,156.45,157.16,153.41
157.17,156.04,158.14,155.55
153.84,154.02,154.27,152.82
153.67,154.24,154.24,151.49
152.65,153.91,154.93,152.57
153.97,155.62,155.81,153.91
154.79,153.07,155.26,152.43
152.70,151.71,152.75,151.38
150.79,147.03,150.79,146.47
146.02,146.25,147.50,145.68
144.68,140.97,145.68,140.87
134.49,137.77,140.47,131.47
142.17,140.43,143.17,140.36
142.76,143.98,143.98,140.73
145.46,145.55,145.86,143.67
145.02,145.74,146.66,144.84
145.23,145.74,146.34,143.88
143.84,144.69,145.04,142.32
145.75,145.56,145.83,143.65
142.64,145.70,146.06,142.64
144.05,145.70,146.02,143.40
149.14,147.00,149.14,146.95
148.71,145.11,148.95,145.03
145.31,149.54,149.61,145.31
148.44,148.80,150.10,148.44
148.77,149.26,150.12,147.94
149.36,153.37,153.37,149.36
153.83,157.32,157.42,153.52
155.40,157.74,160.46,155.40
156.00,157.54,157.92,155.95
157.69,155.61,158.21,154.92
153.74,153.99,154.77,152.49
154.38,153.04,154.38,151.02
151.51,153.96,154.52,149.42
154.92,152.14,154.92,151.96
152.08,151.42,152.08,148.78
151.27,148.19,152.24,147.61
149.78,152.27,152.81,148.34
152.50,152.85,153.48,149.82
151.51,155.27,155.49,150.59
156.30,156.62,157.80,155.72
156.76,156.35,156.92,155.02
157.05,157.39,159.73,156.31
157.68,157.51,157.68,154.49
157.95,158.76,159.62,157.95
158.70,160.21,160.21,157.20
159.14,158.27,159.32,157.80
157.75,159.94,160.37,157.34
160.60,160.12,162.02,158.75
160.71,161.22,161.97,158.89
160.52,160.29,160.61,158.51
160.22,163.62,164.04,158.62
163.20,160.92,164.18,159.75
161.49,165.82,167.86,161.49
166.45,158.01,167.82,156.05
159.43,161.37,162.05,157.76
160.25,159.28,160.25,157.18
159.14,156.96,159.49,155.18
155.93,153.99,157.63,153.70
155.27,154.74,156.44,154.16
155.65,154.89,156.41,154.74
155.15,160.62,161.13,155.15
160.73,160.58,161.54,159.19
160.49,159.82,160.49,158.52
157.81,159.67,160.26,157.77
159.39,154.22,159.39,153.57
154.08,155.47,155.89,153.82
155.10,156.52,157.22,154.42
155.01,153.71,156.40,153.57
154.09,154.83,155.58,151.64
154.81,155.61,156.12,153.30
155.48,157.43,158.48,155.27
157.19,155.66,158.70,154.97
156.05,160.20,162.05,156.05
160.85,160.20,162.78,159.61
159.92,159.78,160.58,158.50
159.60,157.14,159.87,157.09
157.02,154.09,158.93,153.12
155.08,153.53,155.35,153.53
154.46,151.02,154.46,150.69
151.88,152.08,154.42,150.42
152.17,149.97,152.39,147.99
150.79,145.39,151.47,144.71
145.06,148.59,150.01,142.94
147.36,146.28,148.47,145.31
144.72,146.27,146.55,142.61
146.33,146.35,148.36,145.66
146.83,144.00,146.83,143.71
142.64,139.14,142.64,138.74
139.61,140.18,140.30,138.84
140.87,144.71,145.11,140.79
145.68,145.88,148.39,145.18
146.26,144.03,146.26,143.14
144.99,142.97,145.08,142.37
144.10,143.32,145.01,142.86
143.90,145.34,146.23,143.90
145.54,144.86,145.67,142.96
145.04,143.70,145.49,143.49
144.34,143.61,144.34,142.90
143.91,143.66,144.50,143.34
143.40,140.49,143.40,140.19
139.64,140.67,142.10,139.64
139.23,137.41,139.23,135.21
138.05,134.45,138.86,133.95
133.88,132.09,134.33,131.98
130.86,129.52,132.24,129.00
130.08,128.06,130.99,127.78
128.16,127.19,128.69,126.21
127.35,129.84,130.37,127.19
130.29,126.22,130.29,125.53
126.01,125.55,126.60,123.45
122.16,121.43,123.26,120.20
120.00,124.14,125.30,119.99
122.06,122.50,123.16,120.02
122.08,123.27,124.54,120.69
124.82,126.54,128.04,124.82
126.53,127.52,128.56,125.22
126.88,130.92,131.22,126.88
130.01,128.48,131.67,127.11
128.79,130.64,130.99,128.12
131.86,136.70,137.41,131.86
135.66,136.01,136.45,134.62
134.77,131.98,134.77,130.55
132.20,132.46,132.85,129.72
132.93,134.50,135.32,132.81
133.86,132.91,133.86,132.10
131.27,130.31,131.28,129.14
129.00,129.96,130.76,128.01
131.05,131.73,132.74,130.33
129.96,129.98,130.94,128.13
130.55,132.51,132.55,130.08
134.00,134.63,135.53,131.98
135.44,139.48,140.62,135.22
140.92,138.51,141.23,137.87
139.18,137.16,139.18,136.22
138.62,139.45,140.86,138.52
138.21,139.91,139.94,138.21
137.86,138.23,138.90,136.52
138.99,140.08,140.26,138.10
139.72,139.80,140.73,138.24
140.48,139.94,141.36,139.22
140.57,142.72,142.93,140.50
142.28,144.90,145.24,142.02
144.89,142.26,144.89,142.02
141.73,140.70,144.04,140.66
140.34,140.50,140.83,139.33
140.11,140.09,142.13,137.31
140.78,140.52,142.76,139.98
139.94,138.75,140.34,136.46
139.98,142.64,142.70,139.04
140.87,141.92,142.74,139.67
141.06,139.77,142.10,138.64
139.89,142.31,143.53,139.74
143.87,146.34,147.40,143.76
146.99,148.97,150.52,146.93
148.85,148.31,149.13,147.45
148.27,150.71,151.58,147.28
148.58,146.98,150.11,145.80
146.10,147.81,148.51,145.61
148.18,148.81,150.43,147.27
148.91,150.33,150.96,148.02
151.20,147.45,151.96,147.45
147.54,150.17,152.28,147.54
148.78,147.41,150.01,147.41
147.32,145.62,149.40,144.73
144.03,142.94,145.16,142.93
142.79,144.30,145.37,141.89
144.30,146.11,146.33,143.06
147.21,146.90,148.19,146.73
147.39,145.74,148.34,145.68
146.18,147.26,149.03,145.78
147.52,148.25,149.09,146.80
149.19,148.28,150.87,148.28
149.00,149.94,151.02,148.02
149.90,146.58,151.13,146.13
148.56,149.31,150.17,148.02
149.72,148.50,149.97,148.39
148.05,143.52,148.05,143.19
143.89,144.19,144.39,142.44
143.30,145.50,145.82,143.22
146.96,148.46,148.46,145.87
148.05,151.76,151.81,147.95
151.79,153.53,154.60,151.08
153.44,153.84,155.52,153.19
155.00,157.64,158.09,153.78
156.15,155.56,156.35,154.32
154.20,151.87,154.20,151.51
153.27,152.25,153.27,151.45
151.39,151.40,152.70,150.18
150.08,150.51,151.40,149.72
150.57,155.32,155.99,150.57
154.76,155.59,156.94,154.46
156.71,157.65,158.97,156.39
156.55,155.08,157.57,154.06
155.90,159.02,159.61,155.90
158.70,156.97,158.70,155.36
156.21,154.79,156.48,153.92
153.33,153.69,156.36,152.50
155.11,155.58,155.60,154.00
155.53,152.24,155.53,152.12
152.65,152.88,155.00,151.66
155.02,152.55,155.33,151.47
152.71,154.26,154.71,151.86
154.38,157.29,157.48,154.38
157.48,157.39,159.47,156.48
157.10,156.07,157.10,154.41
155.29,155.27,156.23,153.85
155.29,156.36,157.72,154.30
154.94,155.47,156.36,154.94
156.41,156.53,157.47,155.62
156.87,159.00,159.55,156.87
159.19,158.75,159.38,158.28
155.70,154.03,155.70,153.33
152.90,151.47,153.33,149.02
150.66,150.89,151.26,148.02
150.74,152.57,154.38,148.80
152.00,149.86,152.00,145.88
150.23,151.90,153.78,149.27
153.51,155.89,158.26,153.48
155.99,157.45,158.19,153.96
158.36,157.22,158.53,155.78
160.49,160.00,160.92,157.81
152.94,151.20,156.26,150.16
150.72,148.72,151.60,145.27
150.54,151.65,152.30,149.23
153.95,154.95,155.53,151.78
154.03,159.55,160.11,153.86
159.34,155.41,160.83,155.04
152.72,154.23,155.18,152.44
153.38,151.01,153.83,149.31
150.73,150.13,153.30,149.00
151.34,153.30,153.64,151.34
153.84,154.06,155.93,152.79
154.98,155.64,156.64,154.98
156.20,154.80,156.20,154.14
155.82,155.77,156.80,154.40
156.44,155.09,159.08,154.44
154.97,156.12,156.35,154.41
155.14,154.57,155.16,153.23
154.31,158.76,159.10,153.48
158.54,158.92,161.16,158.42
158.83,159.90,160.86,157.99
159.82,152.22,159.82,151.55
153.45,152.75,155.19,151.90
153.49,149.61,153.49,148.56
149.08,149.12,149.64,147.53
149.43,153.71,154.44,149.43
153.26,152.08,153.96,150.20
151.65,148.78,151.65,147.34
148.11,152.00,152.22,148.11
152.22,152.14,152.63,151.15
152.30,154.12,154.54,152.30
155.02,153.19,156.89,152.62
153.40,155.96,156.40,153.40
156.42,156.41,158.41,154.41
157.90,158.31,159.22,156.23
159.18,158.49,159.85,157.12
160.09,161.54,164.10,156.94
162.87,159.84,163.19,158.47
159.82,161.60,163.12,158.21
162.18,164.28,165.05,160.54
164.04,161.95,164.04,160.95
161.53,161.76,162.42,159.46
161.41,156.40,161.41,155.70
156.28,158.21,158.31,155.48
158.31,158.89,159.62,156.64
158.80,153.84,161.51,153.24
154.11,154.69,156.08,153.48
155.04,154.84,155.87,152.22
154.46,152.46,157.53,150.35
152.30,156.23,156.58,152.30
156.51,157.87,158.46,155.72
158.83,159.65,160.17,157.36
158.36,156.59,158.36,155.00
156.31,154.71,157.02,154.13
152.78,149.73,152.92,148.88
149.42,147.02,149.42,142.89
145.58,145.94,146.40,143.08
145.86,143.48,146.71,142.79
143.60,143.10,143.77,142.53
142.39,141.43,142.93,140.93
142.00,140.18,143.18,139.19
140.33,140.40,142.79,139.58
141.12,143.03,143.06,139.86
144.49,145.54,145.96,143.01
145.06,142.36,145.37,141.73
141.98,140.88,143.20,140.68
140.96,145.62,146.43,140.96
145.61,147.87,148.43,144.44
147.23,144.29,149.64,144.27
145.42,146.42,148.17,144.28
146.68,145.94,147.86,145.16
146.82,151.64,152.05,146.82
152.45,152.95,153.80,152.12
152.12,152.42,153.72,150.82
151.98,151.33,153.12,150.39
151.88,155.11,156.41,151.88
154.70,154.07,155.50,153.55
154.56,154.59,155.50,153.43
152.68,151.03,153.35,150.84
152.47,154.14,155.15,152.47
154.23,154.54,155.10,151.64
156.17,160.44,160.75,156.14
161.15,161.07,161.82,159.42
160.87,162.04,162.97,160.34
160.18,161.95,162.30,159.98
162.83,162.51,163.47,162.05
162.97,162.84,163.85,162.18
162.13,160.94,165.20,160.21
161.79,161.22,161.79,159.17
160.64,159.79,162.82,159.17
159.80,159.00,160.09,158.54
159.61,155.37,160.37,155.25
155.12,152.76,155.39,152.58
154.95,152.30,154.95,151.43
152.34,151.44,154.02,150.58
155.46,164.21,165.40,155.46
163.19,164.30,164.94,161.66
146.82,153.13,160.35,144.96
152.56,142.63,152.56,141.67
140.40,135.52,140.40,135.10
135.53,143.94,145.26,135.53
144.80,149.00,149.90,144.80
147.60,148.65,148.87,146.23
149.06,149.31,150.42,148.66
147.99,148.45,149.08,147.14
149.14,149.88,150.87,149.14
150.91,151.38,151.50,150.14
151.03,149.91,151.03,148.49
150.64,150.72,151.96,148.23
151.43,149.94,151.43,149.64
150.04,146.32,150.04,146.32
146.82,144.37,146.96,143.86
143.75,144.93,146.10,143.75
144.22,140.51,144.98,140.22
142.29,143.76,144.95,141.00
