ABEO,Abeona Therapeutics Inc. - Common Stock,NASDAQ
0.50,0.50,0.50,0.50
0.50,0.48,0.50,0.42
0.44,0.48,0.48,0.44
0.44,0.43,0.44,0.43
0.44,0.48,0.49,0.44
0.49,0.48,0.49,0.43
0.48,0.48,0.48,0.43
N/A,N/A,N/A,N/A
0.48,0.48,0.48,0.48
0.47,0.50,0.50,0.47
0.51,0.44,0.51,0.44
0.42,0.50,0.51,0.42
0.43,0.50,0.50,0.42
0.43,0.45,0.45,0.42
0.45,0.45,0.45,0.45
0.43,0.43,0.43,0.43
0.42,0.45,0.45,0.42
0.45,0.45,0.45,0.41
0.41,0.41,0.41,0.41
0.40,0.43,0.43,0.38
0.45,0.44,0.47,0.40
0.40,0.42,0.42,0.39
0.40,0.40,0.40,0.39
0.40,0.40,0.40,0.39
0.40,0.38,0.40,0.38
0.38,0.46,0.46,0.38
0.46,0.40,0.46,0.39
0.39,0.38,0.39,0.38
0.38,0.37,0.40,0.37
0.30,0.40,0.43,0.30
0.40,0.43,0.44,0.35
0.43,0.43,0.43,0.43
0.45,0.46,0.46,0.39
N/A,N/A,N/A,N/A
0.45,0.42,0.45,0.38
0.40,0.43,0.43,0.36
0.43,0.44,0.44,0.37
0.37,0.42,0.44,0.36
0.42,0.41,0.42,0.36
0.41,0.41,0.41,0.36
0.36,0.38,0.39,0.32
0.38,0.37,0.38,0.37
0.33,0.36,0.36,0.33
0.36,0.33,0.36,0.33
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.33,0.34,0.30
0.33,0.33,0.35,0.30
0.36,0.34,0.36,0.32
0.32,0.34,0.34,0.32
0.34,0.34,0.34,0.33
0.32,0.32,0.32,0.32
0.34,0.36,0.36,0.34
0.36,0.37,0.37,0.34
0.37,0.39,0.39,0.35
0.37,0.40,0.40,0.37
0.38,0.37,0.41,0.33
0.36,0.38,0.38,0.33
0.35,0.37,0.37,0.35
0.32,0.38,0.38,0.32
0.37,0.36,0.37,0.33
0.37,0.33,0.38,0.33
0.40,0.35,0.40,0.34
0.33,0.40,0.40,0.33
0.38,0.41,0.42,0.38
0.40,0.40,0.44,0.39
0.40,0.39,0.47,0.37
0.47,0.40,0.47,0.35
0.40,0.38,0.40,0.34
0.36,0.45,0.45,0.34
0.46,0.36,0.46,0.36
0.39,0.45,0.45,0.37
0.40,0.42,0.43,0.38
0.39,0.36,0.39,0.36
0.36,0.39,0.40,0.36
0.37,0.40,0.40,0.37
0.40,0.38,0.40,0.33
0.38,0.39,0.40,0.35
0.36,0.36,0.39,0.36
0.36,0.38,0.40,0.34
0.34,0.39,0.40,0.34
0.39,0.39,0.42,0.38
0.39,0.38,0.39,0.38
0.35,0.39,0.39,0.35
0.39,0.38,0.39,0.34
0.38,0.35,0.38,0.34
0.34,0.34,0.37,0.34
0.34,0.35,0.38,0.33
0.35,0.34,0.35,0.33
0.33,0.34,0.34,0.32
0.34,0.33,0.34,0.32
0.32,0.33,0.33,0.32
0.33,0.34,0.34,0.31
0.32,0.34,0.34,0.32
0.32,0.32,0.32,0.30
0.32,0.34,0.34,0.30
0.31,0.32,0.34,0.31
0.32,0.34,0.34,0.32
0.31,0.33,0.33,0.30
0.30,0.32,0.32,0.30
0.30,0.33,0.33,0.30
0.33,0.33,0.33,0.31
0.32,0.32,0.32,0.30
0.32,0.32,0.32,0.30
0.32,0.32,0.32,0.30
0.32,0.30,0.32,0.29
0.28,0.32,0.32,0.28
0.30,0.30,0.32,0.29
0.30,0.30,0.30,0.28
0.30,0.30,0.30,0.28
0.29,0.30,0.30,0.28
0.29,0.30,0.30,0.26
0.28,0.30,0.30,0.25
0.26,0.29,0.29,0.26
0.29,0.30,0.30,0.29
0.30,0.30,0.30,0.26
0.26,0.27,0.28,0.25
0.25,0.27,0.27,0.25
0.27,0.27,0.27,0.25
0.25,0.26,0.26,0.25
0.26,0.29,0.29,0.26
0.26,0.28,0.29,0.25
0.26,0.26,0.28,0.26
0.26,0.29,0.29,0.26
0.27,0.27,0.27,0.26
0.28,0.28,0.28,0.26
0.26,0.27,0.28,0.24
0.25,0.27,0.27,0.25
0.25,0.27,0.27,0.24
0.26,0.25,0.26,0.24
0.25,0.26,0.26,0.23
0.23,0.24,0.25,0.21
0.24,0.23,0.24,0.23
0.23,0.26,0.26,0.22
0.22,0.24,0.26,0.22
0.23,0.25,0.25,0.23
0.24,0.25,0.25,0.24
0.25,0.26,0.26,0.23
0.26,0.27,0.27,0.26
0.27,0.31,0.32,0.27
0.32,0.30,0.33,0.27
0.30,0.30,0.30,0.25
0.29,0.28,0.30,0.25
0.30,0.28,0.30,0.28
0.27,0.30,0.30,0.27
0.30,0.29,0.30,0.27
0.29,0.29,0.29,0.27
0.27,0.30,0.30,0.27
0.30,0.35,0.38,0.29
0.36,0.36,0.38,0.34
0.37,0.38,0.38,0.36
0.38,0.38,0.41,0.38
0.39,0.38,0.39,0.33
0.35,0.38,0.38,0.33
0.38,0.38,0.39,0.38
0.38,0.36,0.38,0.33
0.34,0.36,0.39,0.34
0.34,0.33,0.34,0.31
0.31,0.32,0.32,0.31
0.31,0.30,0.31,0.30
0.30,0.32,0.32,0.30
0.32,0.33,0.35,0.30
0.34,0.34,0.34,0.30
0.34,0.32,0.34,0.30
0.30,0.31,0.32,0.30
0.31,0.33,0.33,0.30
0.30,0.33,0.33,0.30
0.33,0.38,0.39,0.32
0.38,0.33,0.38,0.31
0.33,0.37,0.38,0.33
0.36,0.36,0.36,0.34
0.36,0.39,0.39,0.34
0.38,0.38,0.38,0.36
0.36,0.39,0.39,0.36
0.39,0.39,0.39,0.39
0.37,0.39,0.39,0.37
0.37,0.36,0.39,0.36
0.38,0.38,0.38,0.38
0.36,0.38,0.39,0.36
0.39,0.39,0.39,0.36
0.36,0.37,0.39,0.36
0.37,0.37,0.37,0.36
0.37,0.44,0.51,0.37
0.44,0.44,0.45,0.41
0.42,0.42,0.48,0.42
0.41,0.44,0.45,0.41
0.44,0.47,0.48,0.41
0.47,0.48,0.48,0.44
0.48,0.48,0.49,0.45
0.48,0.50,0.51,0.48
0.52,0.59,0.59,0.50
0.60,0.56,0.60,0.52
0.48,0.58,0.58,0.48
0.59,0.57,0.59,0.53
0.53,0.52,0.57,0.50
0.57,0.52,0.57,0.50
0.52,0.55,0.55,0.50
0.55,0.54,0.57,0.51
0.51,0.52,0.52,0.48
0.48,0.52,0.52,0.47
0.52,0.51,0.52,0.45
0.51,0.50,0.51,0.45
0.49,0.50,0.51,0.47
0.49,0.50,0.50,0.47
0.47,0.51,0.51,0.46
0.46,0.48,0.48,0.45
0.43,0.46,0.48,0.40
0.46,0.46,0.46,0.46
0.43,0.46,0.46,0.43
0.45,0.45,0.46,0.45
0.46,0.46,0.46,0.46
0.45,0.45,0.45,0.40
0.45,0.44,0.45,0.44
0.48,0.52,0.52,0.43
0.52,0.48,0.52,0.46
0.48,0.52,0.52,0.45
0.51,0.49,0.51,0.46
0.47,0.47,0.50,0.42
0.47,0.50,0.50,0.45
0.50,0.49,0.50,0.46
0.45,0.47,0.50,0.45
0.50,0.45,0.50,0.42
0.45,0.45,0.45,0.43
0.45,0.44,0.45,0.42
0.44,0.44,0.44,0.42
0.42,0.48,0.48,0.42
0.45,0.50,0.52,0.45
0.49,0.51,0.51,0.46
0.49,0.48,0.49,0.44
0.48,0.44,0.48,0.44
0.44,0.44,0.47,0.44
0.44,0.44,0.44,0.41
0.45,0.47,0.47,0.42
0.43,0.47,0.47,0.40
0.42,0.47,0.47,0.42
0.42,0.46,0.46,0.42
0.42,0.46,0.46,0.42
N/A,N/A,N/A,N/A
0.42,0.42,0.42,0.38
0.42,0.46,0.46,0.40
0.39,0.41,0.46,0.36
0.37,0.34,0.37,0.33
0.34,0.34,0.34,0.32
0.34,0.34,0.34,0.33
0.32,0.34,0.34,0.32
0.34,0.32,0.34,0.32
0.35,0.32,0.35,0.32
0.32,0.32,0.32,0.32
0.32,0.33,0.33,0.32
0.32,0.32,0.33,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.32,0.32,0.32,0.32
0.31,0.32,0.32,0.31
N/A,N/A,N/A,N/A
0.32,0.31,0.32,0.29
0.30,0.28,0.30,0.26
0.28,0.30,0.30,0.28
0.28,0.30,0.30,0.28
0.31,0.30,0.31,0.30
0.32,0.30,0.32,0.28
0.28,0.28,0.28,0.28
0.28,0.29,0.29,0.28
0.29,0.27,0.32,0.27
0.27,0.28,0.28,0.27
0.27,0.28,0.28,0.27
0.26,0.27,0.28,0.26
0.27,0.26,0.27,0.25
0.26,0.26,0.26,0.25
0.27,0.26,0.27,0.25
0.25,0.26,0.26,0.24
0.24,0.23,0.24,0.23
0.23,0.27,0.35,0.23
0.28,0.30,0.33,0.28
0.30,0.30,0.30,0.28
0.30,0.30,0.30,0.28
0.29,0.30,0.30,0.29
0.28,0.29,0.29,0.28
0.27,0.28,0.30,0.27
0.29,0.25,0.29,0.25
0.27,0.26,0.27,0.25
0.25,0.26,0.28,0.25
0.27,0.27,0.28,0.26
0.26,0.27,0.27,0.24
0.27,0.27,0.27,0.27
0.26,0.27,0.27,0.26
0.27,0.27,0.27,0.27
0.27,0.28,0.28,0.26
0.28,0.30,0.30,0.26
0.30,0.32,0.32,0.26
0.32,0.32,0.32,0.32
0.32,0.33,0.33,0.31
0.33,0.35,0.35,0.31
0.33,0.35,0.35,0.33
0.32,0.33,0.33,0.30
0.33,0.33,0.33,0.30
0.30,0.35,0.35,0.30
0.30,0.35,0.35,0.30
0.35,0.31,0.35,0.30
0.30,0.30,0.33,0.30
0.33,0.32,0.33,0.32
0.33,0.33,0.33,0.30
0.30,0.33,0.33,0.30
0.30,0.30,0.30,0.30
0.32,0.33,0.33,0.30
0.33,0.33,0.33,0.30
0.29,0.33,0.33,0.29
0.29,0.32,0.33,0.29
0.30,0.32,0.32,0.30
0.32,0.31,0.32,0.30
0.31,0.31,0.31,0.31
N/A,N/A,N/A,N/A
0.29,0.31,0.31,0.29
0.28,0.31,0.31,0.28
0.26,0.26,0.26,0.24
0.26,0.26,0.26,0.24
0.26,0.26,0.26,0.24
0.24,0.30,0.30,0.24
0.30,0.31,0.33,0.26
0.30,0.31,0.31,0.27
0.31,0.31,0.31,0.31
0.31,0.30,0.33,0.27
0.28,0.28,0.30,0.28
0.27,0.27,0.27,0.27
0.27,0.27,0.27,0.26
0.27,0.27,0.27,0.27
0.26,0.26,0.27,0.26
0.26,0.26,0.27,0.26
0.25,0.26,0.26,0.25
0.25,0.24,0.25,0.24
0.22,0.24,0.24,0.22
0.22,0.23,0.23,0.22
0.23,0.22,0.23,0.22
0.20,0.22,0.22,0.20
0.21,0.23,0.24,0.18
0.18,0.22,0.22,0.18
0.22,0.20,0.22,0.19
0.20,0.22,0.22,0.19
0.22,0.24,0.24,0.20
0.20,0.22,0.23,0.19
10.00,10.00,10.00,10.00
8.90,8.50,8.90,6.50
7.60,8.85,8.85,7.50
8.90,8.90,8.90,8.90
9.00,9.50,9.50,9.00
10.00,10.00,10.00,10.00
10.50,10.50,10.50,10.50
13.00,11.55,15.00,11.00
12.00,11.45,12.00,11.45
10.50,9.75,10.50,8.75
8.76,9.65,9.65,8.76
8.80,8.50,8.80,8.20
8.05,7.06,8.05,7.00
7.10,7.65,7.70,6.75
7.20,7.49,7.50,7.20
7.12,7.00,7.12,6.80
6.00,6.85,7.00,6.00
6.51,6.90,6.90,6.51
6.51,7.10,7.10,6.51
7.25,7.50,7.50,7.25
7.18,7.18,7.18,7.18
7.50,7.12,7.50,7.12
7.05,7.07,8.00,7.05
7.05,7.05,7.05,7.05
7.01,7.01,7.01,7.00
7.01,7.01,7.01,7.01
7.01,7.03,7.03,6.60
6.42,7.00,7.15,6.42
N/A,N/A,N/A,N/A
6.50,6.99,6.99,6.50
N/A,N/A,N/A,N/A
6.60,7.00,7.00,6.60
6.60,6.90,6.90,6.40
6.50,6.00,6.60,5.05
6.00,6.00,6.75,6.00
5.41,6.55,6.55,5.41
5.75,6.15,6.15,5.75
5.48,6.00,6.00,5.48
5.41,5.83,5.83,5.40
N/A,N/A,N/A,N/A
3.85,3.70,3.85,3.67
3.70,3.65,3.70,3.33
3.55,3.44,3.65,3.42
3.52,3.64,3.65,3.37
3.30,3.50,3.50,3.30
3.65,3.56,3.70,3.55
3.52,3.45,3.75,3.45
3.37,3.40,3.40,3.20
3.71,3.21,3.75,3.21
3.40,3.25,3.50,3.21
3.47,3.34,3.48,3.34
3.30,3.30,3.40,3.30
3.25,3.24,3.25,3.20
3.20,3.50,3.50,3.20
3.35,3.27,3.35,3.07
3.15,3.10,3.16,3.08
3.10,3.10,3.25,3.10
3.08,3.25,3.45,3.08
3.35,3.13,3.35,3.13
3.12,3.19,3.32,3.08
3.08,3.10,3.17,3.08
3.19,3.14,3.24,3.09
3.17,3.20,3.30,3.17
3.16,3.23,3.25,3.10
3.25,3.35,3.35,3.18
3.21,3.25,3.25,3.09
3.10,3.14,3.29,3.10
3.10,3.19,3.30,3.10
3.15,3.15,3.15,3.15
3.15,3.10,3.15,3.09
3.08,3.10,3.15,3.08
3.08,3.09,3.40,3.07
3.10,3.00,3.10,2.96
2.96,3.00,3.10,2.89
3.04,3.13,3.20,3.02
3.11,3.10,3.11,2.88
3.10,3.10,3.12,2.92
2.92,3.10,3.10,2.92
3.00,3.10,3.29,3.00
3.00,3.10,3.20,3.00
3.09,3.10,3.10,3.09
3.11,3.10,3.18,3.00
3.05,3.12,3.23,3.05
3.10,3.20,3.20,3.10
3.16,3.12,3.20,3.10
3.20,3.30,3.43,3.17
3.33,3.33,3.44,3.25
3.38,3.49,3.52,3.25
3.53,3.50,3.59,3.42
3.51,3.55,3.60,3.45
3.55,3.50,3.59,3.38
3.55,3.49,3.55,3.42
3.46,3.47,3.55,3.36
3.44,3.48,3.49,3.40
3.49,3.48,3.49,3.21
3.48,3.40,3.48,3.20
3.28,3.49,3.49,3.28
3.39,3.28,3.49,3.11
3.30,3.33,3.40,3.29
3.29,3.31,3.49,3.22
3.42,2.91,3.48,2.91
3.19,3.10,3.32,2.95
3.19,3.11,3.19,3.06
3.05,3.04,3.11,2.94
3.03,3.00,3.10,2.98
3.06,3.04,3.10,3.01
3.01,3.12,3.13,3.01
3.33,3.14,3.33,2.93
3.03,3.02,3.03,2.95
3.05,3.17,3.29,3.05
3.12,3.19,3.19,3.00
3.22,3.18,3.23,3.15
3.14,3.18,3.21,3.07
3.22,3.51,3.71,3.13
3.52,3.50,3.55,3.32
3.41,3.35,3.50,3.26
3.40,3.36,3.44,3.28
3.55,3.20,4.64,3.20
3.25,3.32,3.40,3.22
3.35,3.34,3.35,3.13
3.35,3.19,3.35,3.13
3.25,3.17,3.25,3.11
3.17,3.37,3.46,3.11
3.40,3.63,3.85,3.14
3.70,3.78,3.87,3.56
3.80,3.47,3.85,3.33
3.48,3.24,3.49,3.23
3.19,2.77,3.31,2.76
2.77,2.81,2.98,2.75
2.79,2.83,2.91,2.75
2.82,2.86,2.95,2.79
4.54,5.97,7.77,4.33
9.10,8.60,11.15,8.20
10.27,7.30,10.50,7.17
7.35,7.34,7.95,6.66
7.56,9.80,9.80,7.40
9.06,9.00,10.29,8.81
8.90,8.60,9.29,8.55
9.38,8.34,9.49,8.05
7.99,7.98,8.44,7.80
8.45,9.27,9.44,8.05
9.16,9.50,10.83,9.07
10.19,9.30,10.85,9.04
9.23,8.85,9.54,8.68
8.80,8.76,9.08,8.60
8.62,8.99,9.13,8.55
9.19,8.85,9.93,8.76
8.88,8.68,9.10,8.57
8.60,7.85,8.66,7.68
7.66,7.08,7.80,7.08
7.08,7.69,8.00,7.08
7.63,7.42,7.86,7.32
7.40,7.24,7.70,7.15
7.38,7.30,7.57,7.17
7.98,7.45,8.20,7.44
7.46,7.27,7.54,7.12
7.20,7.07,7.36,6.88
8.01,7.54,8.04,7.42
7.32,7.33,7.59,7.21
7.51,7.32,7.64,7.14
7.22,7.08,7.36,7.07
7.02,6.91,7.16,6.88
6.90,6.53,6.94,6.49
6.62,6.61,6.72,6.25
6.61,6.65,6.74,6.30
6.51,6.84,7.15,6.51
6.87,6.37,6.89,6.32
6.32,6.34,6.48,6.21
6.36,6.17,6.39,6.00
6.08,5.81,6.19,5.52
5.68,5.06,5.70,4.88
5.06,4.99,5.28,4.98
5.03,5.10,5.25,4.98
5.05,4.80,5.09,4.63
4.65,4.83,4.85,4.62
4.70,4.73,4.82,4.65
4.81,5.07,5.11,4.76
5.01,5.55,5.68,5.01
5.61,6.66,6.72,5.60
6.65,6.41,6.68,6.15
6.41,6.04,6.41,5.97
6.10,5.66,6.18,5.60
5.66,6.00,6.11,5.53
6.30,5.79,6.40,5.68
5.81,5.78,5.83,5.63
5.69,5.90,6.00,5.50
5.90,5.90,6.12,5.84
5.89,5.74,6.07,5.71
5.75,5.46,5.86,5.38
5.86,5.95,6.10,5.51
6.00,6.12,6.36,5.79
6.10,6.00,6.22,5.92
6.02,6.45,6.59,6.02
6.42,6.56,6.75,6.33
6.54,6.88,6.99,6.48
6.83,6.36,7.00,6.30
6.37,5.84,6.37,5.70
5.80,5.57,5.80,5.49
5.61,5.81,5.90,5.60
5.75,5.92,6.00,5.68
5.81,5.77,5.95,5.51
5.70,5.63,5.82,5.57
5.56,5.35,5.76,5.21
5.36,5.41,5.51,5.14
5.43,5.24,5.49,5.21
5.19,5.39,5.47,5.11
5.39,5.01,5.39,4.89
4.85,4.83,5.06,4.70
4.27,4.31,4.38,4.03
4.48,4.40,4.61,4.32
4.50,4.58,4.61,4.40
4.59,4.70,4.85,4.58
4.68,4.82,4.84,4.68
4.75,4.67,4.96,4.63
4.61,4.64,4.85,4.54
4.83,4.82,4.88,4.68
4.86,4.60,4.87,4.55
4.49,4.76,4.81,4.48
4.89,4.73,4.89,4.66
4.82,5.02,5.11,4.74
5.03,5.31,5.52,4.99
5.32,5.48,5.60,5.28
5.39,5.16,5.50,5.10
5.24,5.19,5.30,5.07
5.17,4.99,5.25,4.82
4.96,5.18,5.23,4.85
5.09,5.26,5.43,4.98
5.37,5.16,5.37,5.07
4.96,4.84,5.14,4.77
4.81,4.88,5.05,4.80
4.80,4.93,5.14,4.75
5.04,4.58,5.07,4.41
4.59,4.22,4.59,4.10
4.16,3.98,4.38,3.73
4.04,4.05,4.32,3.85
4.03,4.14,4.22,3.82
4.04,4.31,4.38,3.95
4.35,4.25,4.39,4.01
4.25,4.02,4.25,3.90
4.02,4.15,4.19,3.94
4.11,4.22,4.32,4.00
4.20,4.44,4.60,4.10
4.61,4.22,4.61,4.15
4.18,3.97,4.27,3.95
3.99,3.98,4.16,3.90
3.88,4.21,4.29,3.88
4.25,4.15,4.27,4.13
4.16,4.06,4.27,3.86
4.04,3.96,4.13,3.92
3.97,3.80,4.00,3.73
3.81,3.84,3.92,3.74
3.95,4.03,4.07,3.75
4.15,3.96,4.22,3.90
4.08,3.93,4.08,3.85
3.92,4.08,4.13,3.85
4.04,4.02,4.14,3.94
4.03,3.95,4.08,3.91
4.06,4.17,4.21,3.99
4.13,4.38,4.52,4.11
4.46,4.48,4.54,4.32
4.45,4.38,4.54,4.33
4.34,4.46,4.49,4.15
4.46,4.46,4.65,4.38
4.42,4.49,4.58,4.34
4.48,4.26,4.51,4.26
4.20,4.11,4.44,4.08
4.08,3.94,4.21,3.88
3.89,3.94,3.95,3.74
3.92,4.01,4.05,3.81
4.00,4.00,4.07,3.95
4.00,4.07,4.10,3.95
4.10,4.19,4.39,4.05
4.18,4.48,4.55,4.14
4.44,4.52,4.55,4.36
4.50,4.68,4.71,4.50
4.70,4.80,4.82,4.63
4.80,4.65,4.80,4.50
4.69,4.47,4.69,4.32
4.47,4.18,4.49,4.15
4.19,4.06,4.30,4.04
4.09,4.05,4.21,4.01
4.02,3.67,4.05,3.60
3.65,3.73,3.76,3.60
3.69,3.56,3.76,3.51
3.56,3.59,3.66,3.51
3.51,3.52,3.58,3.41
3.55,3.42,3.57,3.30
3.44,3.42,3.70,3.40
3.52,3.58,3.70,3.51
3.61,3.59,3.70,3.58
3.57,3.53,3.68,3.40
3.63,3.54,3.63,3.43
3.55,3.52,3.57,3.46
3.48,3.64,3.66,3.48
3.60,3.65,3.70,3.60
3.62,3.53,3.67,3.50
3.54,3.52,3.57,3.47
3.47,3.47,3.68,3.47
3.41,3.36,3.54,3.35
3.29,3.42,3.48,3.25
3.37,3.50,3.68,3.30
3.43,3.23,3.48,3.23
3.17,2.93,3.22,2.92
3.01,2.92,3.08,2.91
3.01,2.80,3.33,2.67
2.83,2.68,2.95,2.57
2.68,2.50,2.70,2.40
2.64,2.95,3.14,2.64
2.86,2.79,2.89,2.52
2.97,2.83,2.97,2.72
2.71,2.84,2.92,2.55
2.83,2.85,3.00,2.78
2.91,2.84,3.04,2.76
2.83,2.72,2.94,2.69
2.77,2.65,2.77,2.54
2.65,2.50,2.69,2.47
2.52,2.46,2.65,2.41
2.43,2.61,2.63,2.42
2.57,2.50,2.59,2.40
2.42,2.32,2.65,2.30
2.35,2.35,2.43,2.24
2.36,2.47,2.55,2.36
2.45,2.40,2.64,2.35
2.32,2.45,2.49,2.32
2.41,2.46,2.53,2.27
2.50,2.37,2.54,2.37
2.29,2.31,2.35,2.25
2.32,2.40,2.41,2.25
2.47,2.49,2.55,2.37
2.56,2.61,2.73,2.54
2.63,2.65,2.77,2.63
2.65,2.64,2.67,2.61
2.69,2.48,2.69,2.29
2.49,2.38,2.57,2.37
2.37,2.40,2.45,2.28
2.44,2.30,2.46,2.26
2.38,2.40,2.44,2.33
2.43,2.24,2.50,2.21
2.30,2.10,2.30,2.05
2.15,2.25,2.27,2.15
2.28,2.35,2.49,2.18
2.37,2.56,2.90,2.31
2.58,2.82,2.90,2.58
2.82,2.63,2.82,2.59
2.68,2.68,2.71,2.61
2.73,2.71,2.76,2.66
2.72,2.79,2.79,2.69
2.80,2.95,2.99,2.75
2.92,2.84,3.00,2.84
2.84,2.75,2.99,2.68
2.74,2.80,2.87,2.70
2.82,2.90,2.92,2.77
2.88,2.94,2.98,2.83
2.94,2.89,2.98,2.88
2.87,2.63,2.96,2.63
2.61,2.67,2.88,2.51
2.72,2.60,2.73,2.45
2.61,2.86,2.87,2.58
2.89,2.66,2.95,2.58
2.67,2.56,2.78,2.55
2.55,2.83,2.90,2.53
2.88,3.01,3.19,2.85
3.00,3.03,3.16,2.67
3.05,2.96,3.13,2.90
2.96,2.75,2.96,2.74
2.78,2.64,2.81,2.61
2.70,2.61,2.72,2.60
2.60,2.57,2.68,2.50
2.57,2.66,2.71,2.54
2.68,2.75,2.82,2.67
2.75,2.78,2.86,2.75
2.79,2.81,2.86,2.72
2.85,2.73,2.85,2.66
2.86,2.69,2.86,2.65
2.70,2.74,2.78,2.66
2.75,2.77,2.80,2.70
2.78,2.74,2.79,2.72
2.76,2.73,2.76,2.60
2.74,2.75,2.81,2.65
2.72,2.78,2.82,2.71
2.78,2.72,2.78,2.65
2.72,2.69,2.72,2.51
2.66,2.62,2.66,2.53
2.60,2.44,2.61,2.41
2.42,2.42,2.49,2.29
2.41,2.41,2.45,2.32
2.40,2.48,2.52,2.40
2.52,2.48,2.52,2.42
2.45,2.44,2.48,2.41
2.35,2.27,2.38,2.27
2.28,2.35,2.40,2.28
2.30,2.41,2.41,2.30
2.41,2.42,2.46,2.37
2.43,2.51,2.52,2.41
2.46,2.45,2.59,2.44
2.48,2.49,2.53,2.41
2.51,2.52,2.56,2.50
2.57,2.67,2.73,2.50
2.65,3.04,3.12,2.65
3.07,3.22,3.29,3.00
3.25,3.26,3.36,3.21
3.32,2.92,3.35,2.91
2.86,2.99,3.04,2.86
3.10,3.04,3.11,2.94
3.05,3.03,3.09,3.00
3.02,3.14,3.15,2.99
3.13,3.08,3.20,3.00
3.08,3.16,3.18,3.01
3.11,3.16,3.18,3.11
3.12,3.11,3.23,3.06
3.05,3.00,3.18,2.96
2.96,2.96,3.10,2.88
2.95,2.90,3.05,2.89
2.87,2.85,2.88,2.77
2.88,2.89,2.95,2.83
2.92,2.80,2.94,2.78
2.78,2.76,2.86,2.58
2.74,2.68,2.78,2.50
2.76,2.71,2.76,2.60
2.57,2.56,2.67,2.46
2.47,2.44,2.65,2.34
2.44,2.43,2.60,2.36
2.43,2.37,2.44,2.33
2.39,2.36,2.42,2.32
2.36,2.43,2.45,2.36
2.43,2.42,2.45,2.31
2.42,2.34,2.44,2.32
2.34,2.32,2.44,2.32
2.35,2.37,2.40,2.35
2.39,2.37,2.45,2.36
2.37,2.44,2.49,2.37
2.45,2.43,2.50,2.35
2.44,2.37,2.44,2.31
2.33,2.42,2.45,2.33
2.45,2.41,2.48,2.36
2.38,2.41,2.56,2.38
2.44,2.48,2.51,2.41
2.51,2.48,2.61,2.45
2.47,2.50,2.56,2.46
2.52,2.55,2.75,2.47
2.55,2.54,2.60,2.53
2.55,2.51,2.64,2.42
2.51,2.56,2.61,2.50
2.59,2.69,2.71,2.54
2.74,2.82,2.86,2.70
2.87,2.98,3.00,2.80
3.00,3.27,3.36,2.98
3.38,3.63,3.81,3.38
3.63,3.47,3.64,3.43
3.45,3.67,3.77,3.45
3.75,3.82,3.92,3.50
3.85,3.76,3.90,3.72
3.81,3.61,3.81,3.58
3.55,3.58,3.63,3.52
3.62,3.91,3.95,3.59
3.94,3.93,4.09,3.80
3.98,4.08,4.25,3.98
4.09,4.37,4.39,4.05
4.40,4.14,4.40,4.10
4.14,4.16,4.20,4.05
4.10,4.28,4.34,4.10
4.29,4.34,4.36,4.21
4.33,4.28,4.34,4.16
4.33,4.31,4.37,4.16
4.24,4.20,4.26,4.16
4.07,4.10,4.20,3.90
4.04,4.06,4.13,3.95
4.30,4.29,4.33,4.10
4.33,4.47,4.50,4.21
4.50,4.69,4.78,4.45
4.73,4.79,4.85,4.54
5.12,5.14,5.20,4.91
5.12,4.86,5.17,4.77
4.80,5.03,5.09,4.80
5.04,4.92,5.05,4.84
4.93,4.99,5.03,4.86
5.00,4.97,5.14,4.92
4.97,4.86,5.03,4.84
4.86,5.11,5.14,4.84
5.14,5.78,5.85,5.11
6.01,6.57,6.74,5.69
6.68,6.39,6.80,6.05
6.38,6.29,6.42,6.15
6.30,6.11,6.37,6.04
6.18,5.61,6.18,5.46
5.65,5.74,5.83,5.61
6.15,5.91,6.15,5.90
5.97,6.00,6.00,5.82
6.00,6.15,6.30,6.00
6.20,6.01,6.21,5.93
5.90,6.69,7.00,5.90
6.68,6.56,6.72,6.30
6.53,6.79,7.19,6.41
6.91,6.86,7.14,6.74
6.81,6.59,6.87,6.48
6.56,6.54,6.75,6.46
6.50,6.71,6.74,6.25
6.78,6.74,7.12,6.71
6.70,6.80,6.81,6.40
6.86,7.95,8.10,6.75
7.88,7.76,8.00,7.50
7.77,8.70,9.44,7.76
8.77,8.34,8.86,8.00
8.30,8.20,8.80,8.05
8.55,8.00,8.65,7.90
7.90,7.45,7.90,7.20
7.40,7.25,7.45,7.12
7.30,7.05,7.30,6.95
7.00,6.55,7.05,6.50
6.55,6.50,6.70,6.20
6.45,6.35,6.52,6.15
6.35,5.70,6.40,5.55
5.70,5.55,5.80,5.55
5.70,5.55,5.93,5.45
5.50,5.30,5.90,5.25
5.35,6.10,6.25,5.35
6.15,6.00,6.15,5.85
6.10,6.45,6.94,5.95
6.55,7.40,7.40,6.50
7.50,7.20,7.65,6.70
7.05,7.00,7.30,6.90
7.00,7.25,7.30,6.90
7.30,7.25,7.34,7.05
7.30,7.25,7.40,7.15
7.20,6.95,7.24,6.90
6.95,7.00,7.20,6.60
7.10,7.05,7.20,6.95
7.15,6.90,7.18,6.85
6.90,6.55,6.90,6.40
6.60,6.25,6.78,5.95
6.20,6.20,6.40,6.10
