USLM,United States Lime & Minerals,NASDAQ
49.71,49.13,50.48,48.19
49.13,48.89,49.57,48.18
48.90,49.48,49.48,47.86
50.13,49.24,50.13,48.46
49.67,52.84,53.22,48.85
52.96,52.25,54.15,51.51
52.73,52.78,55.29,52.34
53.21,51.73,53.73,51.58
51.84,52.17,53.75,51.69
52.97,51.16,53.80,50.51
51.28,52.52,53.03,50.57
52.33,52.71,53.02,52.01
52.85,52.58,52.85,51.70
52.87,54.65,54.73,52.77
54.75,54.64,56.15,53.93
54.36,55.08,55.60,54.25
55.22,55.21,55.52,54.52
55.89,56.92,57.79,55.47
57.00,58.12,58.80,56.96
58.24,58.40,58.62,57.69
58.09,58.25,58.95,57.40
58.55,58.27,58.75,57.83
58.54,58.18,58.80,58.11
58.33,60.96,61.01,58.25
60.93,59.70,60.93,58.50
60.66,59.06,60.66,58.68
59.41,60.17,60.35,58.95
60.74,59.64,60.75,59.38
59.80,59.36,59.80,59.13
59.90,59.60,59.98,58.61
59.88,59.59,60.14,59.18
59.80,59.13,59.80,58.68
58.67,59.39,60.19,58.67
59.99,59.77,60.77,58.84
59.72,59.20,60.37,59.09
59.69,60.03,60.13,58.92
59.99,60.32,61.46,59.75
60.66,61.01,61.35,60.30
60.67,60.55,61.10,60.22
60.21,60.37,60.77,59.57
60.82,60.00,61.43,59.75
59.88,60.30,61.05,59.42
59.77,60.00,60.38,59.77
60.18,60.01,60.76,57.20
60.00,60.61,60.61,59.76
60.47,59.73,60.47,59.73
59.57,59.01,59.99,58.90
59.02,59.06,59.80,58.91
59.23,59.20,59.50,58.85
58.45,58.82,58.82,58.10
59.24,59.50,59.99,58.86
60.00,59.99,60.58,59.14
60.21,59.48,60.58,59.32
59.28,58.92,59.59,58.41
58.71,58.86,59.43,58.28
59.10,58.54,59.10,58.16
58.31,58.39,59.15,57.95
58.23,58.34,58.50,58.00
58.01,58.83,58.90,57.97
59.03,59.68,59.81,58.56
59.26,59.42,60.00,58.90
59.99,59.46,59.99,58.36
59.50,58.96,59.50,58.64
58.79,59.28,59.28,58.79
58.97,59.43,59.91,58.97
59.19,59.13,59.72,58.76
58.97,59.10,59.47,58.57
58.72,59.43,59.70,58.69
59.74,58.48,59.74,58.36
58.88,58.60,59.51,58.47
58.05,58.74,58.88,58.05
58.47,57.56,58.59,57.13
57.63,56.63,58.79,56.30
56.44,57.29,57.48,56.35
56.46,56.64,57.41,56.46
56.93,54.90,56.93,54.16
54.69,55.14,57.00,54.48
55.66,57.89,58.25,55.66
57.83,57.37,58.33,56.42
57.15,57.53,58.16,57.13
57.51,57.14,58.28,56.77
57.41,56.89,58.53,56.40
56.43,56.58,57.42,55.34
57.15,57.58,57.88,55.57
57.20,56.58,57.74,56.58
56.77,57.20,57.35,56.72
56.62,57.00,57.12,56.55
57.27,57.16,57.60,56.76
57.66,57.50,57.66,55.90
57.20,56.48,57.20,56.16
56.50,56.72,56.98,56.03
56.64,55.91,56.65,55.65
55.57,55.56,56.20,55.56
55.50,55.49,56.47,54.78
55.75,56.36,56.89,55.24
56.55,56.54,57.38,55.67
56.15,57.19,57.30,56.15
57.68,56.66,58.57,56.64
57.06,56.39,57.36,56.17
56.14,56.80,57.52,55.80
56.39,56.50,57.11,56.39
56.53,56.30,56.53,55.71
56.28,56.48,56.99,56.00
56.29,56.90,56.90,56.11
57.43,57.83,58.21,56.81
57.47,57.24,58.20,56.37
58.16,57.37,58.16,56.85
57.55,56.54,57.94,56.45
56.89,56.89,57.24,55.77
56.71,57.23,57.40,56.04
58.13,57.41,58.13,56.85
57.39,57.70,57.78,57.00
57.46,57.71,57.94,56.74
57.35,57.00,58.50,56.04
56.88,57.23,57.49,56.00
56.52,56.88,57.00,56.52
56.92,56.24,57.75,55.91
56.84,57.86,57.88,56.42
57.74,57.60,58.00,57.60
57.12,57.45,57.83,57.11
57.79,56.41,58.82,56.00
56.79,57.00,57.65,56.09
57.02,57.60,57.84,56.91
57.00,57.43,57.82,57.00
56.79,57.88,57.96,56.79
57.74,57.74,58.75,57.11
57.79,57.56,58.32,57.12
57.40,58.23,58.33,56.94
58.13,58.83,58.86,57.70
58.60,60.05,60.05,58.60
60.35,60.97,61.99,60.18
61.34,61.80,61.80,60.89
62.40,61.49,62.50,60.29
61.86,61.17,62.00,60.13
60.73,60.20,61.22,59.84
60.00,60.61,61.29,59.69
60.56,59.27,60.60,59.02
59.70,58.00,59.70,57.58
57.40,58.54,59.03,57.01
58.88,57.28,58.88,57.28
57.52,57.49,58.43,57.01
57.01,56.78,58.97,56.45
57.65,56.97,57.65,56.97
57.01,58.58,59.03,56.85
58.55,57.46,58.99,57.46
57.64,56.55,57.64,56.49
56.91,57.11,57.49,56.17
56.85,57.64,58.55,56.85
57.50,57.37,57.88,57.15
57.95,55.79,57.95,55.71
56.08,55.64,57.45,55.64
56.06,55.55,56.44,55.34
56.20,54.58,56.34,53.10
54.57,55.45,56.19,54.12
55.45,54.55,55.45,54.50
53.80,54.01,54.37,53.75
53.12,53.86,54.25,52.53
52.64,53.56,54.00,52.64
53.57,54.40,54.70,53.57
54.41,54.21,55.00,53.45
54.00,54.28,55.18,53.40
55.10,55.52,55.84,54.10
55.19,55.69,56.79,54.62
55.61,55.98,56.38,55.51
56.07,56.13,56.48,55.31
56.47,55.95,56.50,55.22
55.53,55.46,56.28,55.31
55.59,56.81,56.88,55.30
56.76,56.86,57.38,56.75
57.50,56.87,57.50,56.43
56.32,56.87,56.87,56.32
56.78,56.40,56.98,56.03
56.33,56.41,56.69,56.26
56.22,56.60,56.83,55.82
56.15,54.37,56.50,54.31
54.95,55.67,56.78,54.95
55.70,55.68,55.91,55.00
56.20,56.56,56.56,56.09
57.24,57.06,57.89,56.61
57.23,56.81,57.69,56.01
57.02,56.65,57.17,56.57
56.40,57.60,57.60,56.05
57.01,55.56,57.80,55.56
56.00,56.47,57.40,55.01
56.60,55.98,57.18,55.52
56.20,58.24,58.25,55.32
57.97,58.06,58.95,57.62
57.94,57.89,59.37,56.25
57.95,57.99,58.48,57.36
58.00,56.51,58.02,56.51
57.14,57.00,57.14,56.50
56.24,56.22,56.73,56.20
56.22,56.55,56.55,56.12
56.92,56.02,57.02,56.00
56.90,56.30,56.90,56.30
56.77,57.53,57.90,56.25
57.53,56.62,57.71,56.62
56.97,56.81,57.82,56.35
57.15,56.40,57.15,56.13
56.21,55.79,56.52,55.23
55.59,55.99,56.44,55.25
55.62,56.38,56.49,55.62
56.70,56.19,57.20,55.14
55.84,55.48,55.84,54.51
55.25,55.90,56.42,54.97
55.15,55.60,55.98,54.47
56.26,55.98,56.62,55.80
56.07,56.38,56.57,55.45
56.38,54.04,56.38,54.04
54.62,54.40,54.62,54.00
54.40,54.39,55.43,53.44
54.03,54.57,54.81,54.03
54.14,53.77,54.40,53.01
53.20,53.94,54.47,53.20
54.40,54.02,54.62,53.65
53.92,54.06,54.49,53.83
54.72,55.41,56.48,54.72
55.25,54.31,55.50,54.13
53.97,56.54,56.73,53.97
55.73,55.21,56.10,54.65
54.51,56.27,56.27,54.17
56.01,55.00,56.01,54.81
54.98,54.98,55.67,54.37
55.89,57.44,57.45,54.80
56.81,56.99,57.83,56.58
56.96,56.52,57.10,56.34
56.68,56.94,57.04,56.45
56.99,57.07,57.07,56.55
56.66,58.69,58.90,56.57
56.65,57.87,58.60,56.65
57.79,59.37,59.90,57.79
58.56,59.96,61.22,58.30
59.77,59.88,60.00,59.25
59.88,63.29,63.45,59.88
62.49,63.27,63.68,62.49
64.22,64.31,64.68,62.55
64.30,64.09,65.36,63.10
64.30,63.43,64.30,62.82
63.35,62.58,63.54,62.30
62.65,63.53,63.53,62.06
63.18,64.26,64.99,63.18
64.76,66.78,67.25,64.76
66.40,67.98,68.50,64.20
67.74,66.50,67.74,66.29
66.41,66.66,66.67,65.35
66.09,64.40,66.94,63.90
64.50,65.29,65.65,64.00
65.60,66.90,67.59,65.60
66.56,67.53,68.20,66.50
68.15,67.18,68.18,66.83
67.10,67.11,68.17,66.97
67.66,67.55,67.66,66.60
67.72,67.00,67.74,66.14
66.75,65.72,67.00,65.31
65.97,66.47,66.89,65.92
66.43,65.93,66.43,65.41
65.45,65.58,66.73,65.22
65.88,64.80,66.20,64.05
65.08,65.52,66.20,65.08
65.81,65.74,66.00,65.12
66.20,65.83,66.63,65.16
65.16,65.06,65.78,63.60
64.32,64.26,64.80,63.75
64.97,64.29,65.64,64.29
63.97,64.40,65.69,63.52
63.73,63.70,64.28,63.43
63.89,63.89,64.77,63.20
63.70,62.70,64.17,62.70
62.70,62.41,63.40,62.20
62.77,61.57,62.77,61.30
61.57,62.78,63.06,61.57
61.91,61.00,62.72,60.00
61.04,61.97,62.05,61.04
62.01,61.70,62.30,60.58
61.70,61.30,62.70,57.55
62.56,60.05,62.56,59.89
59.52,59.81,60.90,59.52
60.27,59.68,60.27,59.30
60.03,58.43,60.34,57.95
57.89,57.62,57.97,57.00
57.81,57.35,58.19,57.26
57.57,57.68,57.94,57.43
57.91,57.41,57.91,57.10
56.66,57.49,57.92,56.66
57.49,57.29,57.68,56.91
57.23,57.19,58.10,57.10
57.36,57.65,57.85,57.30
57.69,57.42,58.02,57.41
57.40,57.53,57.71,57.37
57.10,57.11,57.52,57.10
57.72,57.50,57.84,57.11
57.53,58.31,58.58,57.53
58.10,58.50,58.61,58.10
58.40,58.58,58.94,58.40
58.55,58.35,58.72,58.12
58.51,58.66,59.47,58.39
59.01,58.65,59.15,58.52
58.60,59.18,59.37,58.60
58.88,59.53,59.53,58.88
60.00,60.70,61.20,59.98
60.98,62.32,62.32,60.40
61.40,61.89,62.00,61.40
62.04,61.26,62.27,59.82
62.05,60.22,62.05,58.95
60.24,60.48,60.73,59.99
60.50,60.35,60.50,59.44
60.50,59.82,60.50,59.56
60.50,60.45,60.50,60.02
59.61,59.36,60.12,59.10
60.50,59.13,60.50,58.81
58.50,58.50,59.26,58.00
58.81,59.70,59.70,58.81
60.25,59.21,60.25,59.00
60.47,59.36,60.47,59.05
59.32,57.26,59.84,57.26
57.44,55.66,57.67,55.63
55.35,57.22,57.62,55.35
57.49,57.61,57.61,56.60
58.54,57.35,58.54,57.20
57.51,57.43,58.24,57.35
57.40,58.01,58.51,57.34
58.02,58.13,58.93,57.09
59.52,60.51,61.46,58.69
60.37,61.54,61.60,60.18
62.14,60.00,62.24,60.00
60.16,60.07,61.34,60.06
60.27,59.00,60.75,58.85
59.34,61.68,61.68,59.34
60.70,58.94,60.98,58.70
58.85,58.82,59.49,57.60
58.94,59.44,60.35,57.87
60.00,61.22,61.49,59.77
61.50,63.46,64.95,60.50
61.85,63.15,64.42,61.26
64.30,62.82,64.30,58.90
62.50,63.79,63.97,62.50
64.52,64.13,64.99,60.88
63.54,63.29,65.20,61.32
64.19,65.02,65.32,62.80
66.00,64.44,66.00,63.57
64.44,64.86,65.64,63.62
64.09,67.13,67.55,64.09
67.07,67.86,67.96,66.42
67.16,69.72,69.98,66.88
70.00,70.11,70.80,68.80
70.12,67.16,71.92,65.96
66.95,67.00,68.00,66.95
67.02,67.09,68.17,67.02
67.72,67.50,68.96,66.61
67.90,68.96,68.96,67.00
69.00,71.06,71.30,68.55
71.38,73.60,73.86,71.22
74.57,74.66,75.17,72.37
74.74,72.36,76.98,71.80
72.39,72.22,72.69,71.57
71.85,72.36,72.69,71.85
72.50,74.35,74.73,72.50
74.09,72.86,74.26,72.46
71.46,72.27,72.73,71.37
73.27,71.63,73.27,70.68
71.26,70.24,71.26,68.56
69.01,69.23,69.45,68.91
69.71,69.52,69.71,68.57
68.65,68.20,70.20,66.19
68.75,67.23,69.30,66.50
67.17,69.23,69.40,67.17
68.02,71.49,71.99,68.02
70.95,70.62,72.47,70.62
71.37,72.02,72.81,71.28
71.27,69.78,73.00,69.74
69.03,71.30,71.85,69.03
70.31,69.86,71.55,69.38
70.27,68.99,70.84,68.64
68.27,67.01,69.16,66.50
66.96,69.16,69.69,66.86
68.58,71.21,72.35,68.58
72.15,72.32,73.57,71.21
72.82,73.56,73.90,72.00
73.50,73.50,75.74,72.48
73.49,71.45,73.49,71.45
70.10,70.96,71.23,67.78
70.96,72.39,74.35,70.93
72.07,71.47,72.35,71.13
70.82,72.92,73.00,70.82
72.20,72.31,73.77,72.20
73.17,72.86,75.28,72.32
73.80,71.96,73.80,71.32
71.73,72.31,73.92,70.87
72.54,69.99,72.72,69.64
70.63,70.49,70.86,67.42
70.53,71.55,71.98,70.53
71.46,73.41,74.75,71.03
70.02,72.62,73.38,70.02
72.71,73.97,76.13,72.64
73.01,71.21,73.46,71.21
71.83,71.06,72.36,70.44
71.28,72.31,72.31,70.02
71.75,71.98,73.20,71.73
72.66,73.02,73.22,71.62
73.50,73.03,73.50,72.60
73.19,73.41,73.62,72.62
73.30,72.98,73.30,72.57
73.93,72.67,73.93,71.69
72.77,72.31,73.91,70.72
71.97,71.10,72.10,70.11
71.10,69.15,71.83,69.10
69.44,70.86,70.86,69.00
71.86,72.98,73.15,71.86
72.08,71.39,72.93,70.98
71.01,72.42,72.69,71.01
72.49,72.19,73.44,71.51
72.00,71.08,72.33,71.05
70.75,71.71,72.28,70.75
71.71,71.50,71.72,71.40
71.91,70.99,71.91,70.75
70.75,71.95,72.53,70.75
71.16,71.38,72.24,71.16
71.20,72.07,72.07,71.01
71.38,70.98,71.38,70.76
70.78,68.99,70.78,68.99
68.87,68.70,68.87,67.01
68.45,68.15,68.89,66.62
67.77,68.18,68.79,67.77
67.50,67.04,67.70,67.04
68.28,67.50,68.28,67.00
67.19,64.85,67.38,63.22
64.15,62.76,64.78,62.30
62.51,62.12,62.61,62.03
62.18,62.96,65.74,62.02
63.00,62.98,63.36,62.85
62.76,63.33,63.87,62.76
63.33,63.35,64.21,63.33
65.63,63.29,65.63,63.28
65.33,64.32,65.33,63.49
63.50,64.41,65.52,63.50
65.17,64.69,65.17,64.22
64.87,64.74,64.87,63.52
64.74,65.15,65.38,64.02
64.61,63.90,64.76,63.90
64.02,65.08,65.53,63.05
64.56,64.07,65.04,63.01
65.16,65.16,65.16,65.16
64.18,62.23,64.40,62.23
62.70,63.92,64.03,62.70
63.86,64.10,64.11,63.15
64.08,64.49,64.50,63.36
63.80,64.50,64.50,63.80
64.50,63.65,64.50,63.16
63.14,64.70,65.20,63.08
64.70,65.20,65.20,64.21
65.18,65.60,66.26,64.75
65.53,66.73,66.78,65.11
66.95,66.92,67.74,66.73
69.94,66.83,69.94,66.41
66.13,66.82,68.47,65.41
68.10,67.13,68.10,66.51
66.31,66.37,66.71,66.25
66.03,66.69,67.89,66.00
66.64,66.60,66.76,66.33
68.07,68.71,68.71,67.94
68.01,67.77,68.35,67.20
66.79,66.82,67.25,66.43
66.36,67.67,69.02,66.36
67.25,68.05,68.05,67.25
68.21,66.85,68.85,66.20
67.11,67.64,67.65,66.66
67.50,67.50,67.50,67.50
67.50,66.00,67.50,66.00
67.85,66.69,67.85,66.12
66.36,63.73,66.37,63.04
63.80,62.02,63.80,62.00
62.20,62.33,63.24,62.20
62.05,61.93,62.05,61.93
62.52,62.70,62.78,62.10
61.50,59.41,61.65,59.00
59.00,59.32,59.63,58.60
59.32,59.90,60.00,59.00
60.07,61.07,62.76,60.07
61.46,61.67,63.37,61.46
61.66,63.74,63.74,60.25
64.38,63.08,64.60,61.85
63.38,61.48,63.91,60.62
60.93,60.58,61.64,60.58
61.20,61.29,62.31,60.59
60.79,59.42,61.19,59.40
60.00,61.58,61.58,60.00
60.00,60.00,60.00,60.00
59.57,59.39,60.81,59.39
60.03,61.59,61.59,60.03
60.16,60.55,61.35,60.00
59.44,60.50,60.94,59.44
61.50,59.54,61.50,59.54
60.60,60.60,60.60,60.60
61.19,59.88,61.19,59.88
60.11,59.50,60.11,59.50
62.53,60.29,62.97,59.52
60.32,60.25,60.32,59.60
60.25,59.42,60.34,59.42
63.59,59.52,63.59,59.28
60.48,59.28,60.48,59.28
60.90,60.19,60.90,59.32
59.99,59.80,60.19,59.47
59.61,59.46,59.99,59.46
59.76,59.90,60.43,59.76
59.60,59.60,59.60,59.60
60.49,59.60,60.49,59.60
59.64,60.20,60.25,59.47
60.12,59.43,60.50,59.43
59.00,58.51,59.22,58.50
59.13,58.12,59.13,58.12
59.00,58.70,59.00,58.23
58.30,57.64,59.00,57.61
57.05,57.31,58.00,57.05
57.06,57.32,57.32,57.06
57.04,57.51,58.27,57.04
57.56,57.55,58.37,57.55
58.12,58.07,58.66,57.45
58.03,57.75,58.03,57.71
57.53,57.90,58.08,57.53
58.06,58.25,58.25,58.02
57.63,58.46,58.46,57.63
58.06,57.71,58.06,57.71
58.01,57.31,58.01,57.31
58.10,57.45,58.10,57.45
57.77,57.74,58.15,57.39
57.96,56.51,57.96,56.51
57.18,56.50,57.18,56.50
55.53,54.51,56.10,54.50
55.60,55.05,55.60,55.05
55.21,55.00,55.80,55.00
55.00,55.00,55.00,55.00
55.50,54.00,55.55,54.00
55.49,54.69,55.49,54.35
55.38,54.53,55.38,54.15
54.86,54.01,54.86,54.01
54.47,54.06,54.80,54.06
56.85,53.70,56.85,53.70
55.50,55.94,57.90,53.50
55.04,53.78,55.04,53.78
56.19,58.00,58.00,55.69
55.57,54.02,55.70,54.01
54.42,53.75,55.00,52.25
54.19,53.70,54.19,53.70
53.82,53.37,53.83,53.22
53.74,53.01,54.80,52.74
51.51,52.06,53.33,51.51
51.16,51.21,51.25,49.61
48.21,50.80,50.98,48.21
50.10,48.52,52.68,48.46
48.31,50.31,50.76,48.31
50.71,49.69,51.10,49.14
49.50,50.29,51.57,49.23
49.69,49.24,50.30,49.24
48.52,48.70,49.59,48.52
51.74,51.95,51.95,51.74
51.84,51.84,51.84,51.84
51.16,52.26,52.31,51.16
52.28,52.44,52.44,50.88
52.35,51.00,52.35,50.44
52.28,52.78,52.78,51.75
52.27,52.27,52.27,52.27
53.55,53.55,53.55,53.55
53.93,52.06,53.93,52.06
50.28,50.53,50.53,50.26
50.58,51.40,51.40,50.58
50.60,51.36,52.80,49.02
51.40,50.60,51.43,50.60
50.19,49.20,50.35,49.10
48.56,47.07,48.59,47.07
47.01,47.80,49.12,46.87
47.80,47.22,48.50,47.22
47.10,45.76,47.78,45.65
46.70,45.67,47.80,45.66
46.04,45.65,46.78,45.65
45.56,46.74,47.89,45.56
46.50,46.84,46.84,45.76
49.39,50.85,51.62,47.10
51.48,48.26,52.15,48.26
48.65,49.79,49.79,48.30
49.60,48.76,49.61,48.50
49.29,51.78,51.78,49.29
50.22,50.16,54.23,49.79
49.99,48.97,49.99,48.97
48.52,48.55,48.55,48.19
48.79,48.55,48.80,47.94
48.52,48.50,50.00,47.29
51.00,46.50,51.00,46.07
46.98,47.52,48.35,46.96
47.01,47.11,47.50,46.30
46.80,46.62,47.65,46.01
46.95,46.50,46.95,45.75
50.88,46.40,50.88,46.40
46.64,46.46,47.14,46.30
46.48,47.31,47.31,46.34
47.75,48.41,51.13,47.51
47.99,48.85,49.62,47.05
48.99,50.49,50.57,48.90
50.56,51.88,52.44,50.00
51.65,49.73,52.75,48.95
48.90,50.00,50.49,48.90
49.52,49.77,49.77,48.30
49.42,49.35,50.72,49.35
49.52,49.60,50.00,49.45
49.92,50.36,51.37,49.67
50.10,50.45,50.46,50.10
50.45,49.49,50.65,47.82
49.05,51.20,52.17,49.05
51.27,51.03,51.60,50.51
51.00,51.01,51.53,50.90
51.07,51.73,51.80,50.73
52.16,50.01,52.16,48.75
50.00,48.75,50.00,48.16
48.75,51.42,51.80,48.75
51.27,52.36,52.98,50.60
52.44,52.30,52.65,51.32
51.99,51.81,52.64,49.51
51.77,54.80,55.52,51.74
55.16,53.87,55.16,53.50
54.42,53.00,54.42,51.96
52.61,53.50,53.82,52.61
53.55,53.25,54.10,52.54
52.84,54.01,54.01,52.84
53.71,53.03,54.05,52.18
53.39,53.67,54.21,53.19
53.21,54.86,56.25,53.21
54.70,54.95,55.14,54.00
54.86,55.55,55.60,53.95
53.00,55.05,55.57,53.00
55.75,55.25,55.75,54.23
54.91,55.01,55.75,54.31
55.15,54.57,55.66,54.57
55.00,55.64,55.64,54.59
55.21,55.53,55.53,54.75
55.58,55.09,55.75,54.99
55.00,55.00,55.37,54.80
54.99,55.35,55.50,54.34
54.38,54.93,55.37,54.35
55.01,54.96,55.32,54.17
54.94,55.03,55.36,54.75
55.00,55.30,55.38,54.76
54.96,55.01,55.38,54.42
54.68,54.20,55.36,53.76
54.57,55.01,55.24,53.76
53.62,54.94,55.21,53.62
55.35,55.26,55.35,53.75
54.49,55.03,55.30,53.76
55.27,55.16,55.38,54.96
55.00,55.06,55.38,53.91
55.40,55.22,55.45,54.67
55.00,55.48,56.20,54.01
55.46,54.93,55.46,54.63
55.81,54.81,55.81,53.80
54.56,54.50,55.00,53.97
54.94,54.76,55.18,54.51
54.80,54.63,54.82,54.20
54.01,55.24,55.24,53.60
55.00,54.97,55.00,54.61
54.78,54.48,55.28,54.30
54.38,53.61,55.04,53.60
53.83,53.75,53.90,52.92
53.50,53.49,53.99,52.20
53.11,52.08,53.79,52.08
51.99,50.39,51.99,50.39
50.88,50.91,51.30,50.35
51.00,50.38,51.05,50.00
50.00,49.77,50.80,49.15
50.16,50.98,50.99,48.41
50.87,51.03,51.15,50.64
51.28,51.52,51.59,51.00
51.37,51.56,52.00,51.37
51.68,51.11,51.84,51.11
51.18,51.47,51.99,50.51
51.39,51.00,51.60,50.87
50.84,51.63,51.69,50.84
51.07,52.98,53.17,51.07
52.33,53.68,54.15,52.33
53.66,53.18,54.00,52.35
53.20,52.60,54.03,51.11
52.25,52.27,52.34,51.22
52.40,51.73,53.10,51.30
51.40,51.67,51.95,51.09
51.15,52.87,53.33,51.15
52.50,53.06,53.48,50.39
52.89,53.31,53.50,52.89
53.50,54.22,54.70,52.95
52.69,53.95,54.50,51.81
53.80,53.58,54.10,53.27
53.93,54.13,54.13,53.26
53.97,55.42,55.95,53.87
55.17,56.38,56.71,55.05
56.27,57.50,57.50,56.16
57.39,57.75,57.98,56.95
57.49,58.00,59.23,57.30
57.88,56.70,57.89,56.70
57.20,57.07,58.55,56.35
56.84,57.63,58.00,56.13
57.99,58.69,60.50,57.75
58.68,58.10,58.68,57.41
57.95,60.01,60.80,57.83
60.23,58.20,60.94,57.87
57.95,57.18,58.26,55.01
57.30,57.62,58.42,57.30
58.04,58.74,58.80,57.47
58.01,57.91,59.90,57.47
57.63,57.98,58.73,57.50
58.31,57.80,58.39,57.80
57.84,57.85,58.25,57.21
57.11,57.86,58.37,57.00
57.57,57.56,58.46,57.30
57.41,57.47,58.27,57.41
57.75,56.93,58.17,56.85
57.79,57.02,57.87,56.12
57.59,56.50,57.59,56.50
56.60,56.29,57.00,56.07
56.37,55.32,56.79,55.06
55.33,55.03,55.33,54.55
55.24,55.29,55.75,53.96
54.22,54.75,55.36,54.22
56.87,53.21,57.28,53.06
53.11,53.57,55.00,53.11
53.82,53.70,55.40,53.10
53.58,52.50,53.75,52.43
52.42,53.97,54.60,52.42
54.22,52.46,54.70,52.13
52.48,53.60,54.02,52.15
53.27,53.00,54.03,52.81
52.81,53.24,54.60,52.76
53.20,52.54,54.14,52.28
52.70,52.02,53.12,51.28
52.60,52.42,53.49,52.06
52.41,51.92,52.41,51.40
52.00,51.52,52.51,51.46
51.52,51.26,52.01,51.00
51.26,51.00,51.63,51.00
51.00,51.55,51.70,50.75
51.70,50.95,52.06,50.95
51.50,50.90,51.50,50.80
51.12,51.93,52.08,51.05
51.93,51.62,52.35,51.62
51.88,51.93,52.40,51.51
52.00,53.49,53.49,52.00
52.72,55.48,56.05,52.72
55.62,57.52,58.25,55.41
57.52,56.72,58.43,56.51
56.77,55.81,56.81,55.26
55.83,55.51,55.83,55.18
53.39,56.85,57.02,53.11
57.97,58.08,58.20,56.19
57.97,57.91,58.45,57.50
58.47,58.16,58.50,56.28
57.95,57.10,57.95,54.49
57.60,57.25,57.87,55.59
57.78,57.78,57.89,55.36
57.94,57.76,58.15,54.83
58.27,58.01,58.27,57.18
57.89,57.35,58.10,56.89
56.22,58.70,59.00,56.22
58.83,58.61,58.83,56.77
57.47,57.81,58.30,57.47
57.95,57.30,57.95,55.81
57.57,58.62,58.75,55.85
57.92,58.85,58.85,57.75
58.31,58.99,58.99,57.82
58.76,59.60,60.25,58.20
59.36,59.58,60.07,57.66
59.39,58.61,59.39,57.08
58.70,59.56,60.00,58.70
60.34,60.20,61.67,59.49
60.13,59.90,60.25,59.20
60.49,59.51,60.78,59.33
59.52,58.84,59.80,58.44
58.16,60.42,60.42,58.16
60.82,60.86,60.92,60.27
60.71,61.30,61.50,59.05
61.73,61.99,62.22,61.50
60.95,62.30,63.10,60.95
62.33,62.11,62.50,61.33
61.15,61.66,61.66,61.09
61.50,61.50,61.50,60.78
61.70,62.29,62.30,61.06
62.49,63.00,63.80,62.33
63.25,63.12,63.25,60.64
63.00,63.00,63.93,62.50
62.91,63.39,63.39,62.58
63.23,63.04,63.54,62.50
64.00,63.82,64.00,62.50
63.70,63.39,63.70,63.00
63.25,63.97,63.97,63.25
64.09,64.09,64.09,64.09
63.25,63.25,63.36,63.18
63.28,63.25,63.28,63.00
63.30,63.02,63.30,63.02
63.00,63.01,63.20,61.90
63.29,62.79,63.29,60.24
62.71,62.99,63.50,62.33
63.25,63.24,63.25,63.24
63.01,62.70,63.05,62.30
62.89,63.55,63.55,62.89
63.37,63.60,63.60,63.00
63.60,63.19,63.60,63.19
62.58,63.05,63.24,62.58
62.31,63.59,63.59,62.31
63.06,63.17,63.17,63.06
64.00,64.74,64.74,63.58
64.16,63.55,64.27,63.51
63.06,64.13,64.50,63.05
63.98,65.12,65.24,63.98
65.26,65.99,66.00,64.34
66.54,64.55,66.62,64.55
64.98,64.43,65.22,64.05
64.67,65.28,65.59,64.09
64.82,64.84,65.00,62.32
64.70,64.70,64.70,64.70
64.38,63.76,65.02,63.76
63.37,64.80,65.21,63.37
64.76,64.78,64.80,64.51
64.70,64.50,64.97,64.50
65.00,64.83,65.20,63.33
64.79,65.22,65.75,64.79
65.02,65.44,65.50,65.00
65.50,65.88,66.50,65.50
65.69,63.71,65.69,63.07
66.10,64.70,66.10,64.70
64.63,64.64,65.19,64.63
64.75,65.37,65.50,64.75
65.28,66.00,66.50,65.28
66.00,66.00,66.50,65.89
66.03,65.33,66.20,65.33
65.86,65.43,65.86,65.41
64.92,66.59,66.95,64.92
66.42,65.50,66.42,65.25
65.60,65.26,65.60,65.26
65.50,65.99,65.99,65.50
65.79,65.21,65.85,65.21
64.92,65.00,65.99,64.92
65.03,65.45,65.99,64.93
65.45,65.56,66.00,65.09
65.26,65.46,65.90,65.26
65.50,65.50,66.00,65.40
65.90,65.43,65.99,65.43
65.60,65.55,65.93,65.55
65.89,65.98,65.98,65.00
65.87,66.49,66.59,65.80
66.50,65.95,66.50,65.95
66.00,67.02,67.30,65.73
67.08,66.98,67.82,66.70
67.41,67.60,67.82,66.33
67.53,65.79,67.53,65.79
66.39,65.86,66.40,65.77
65.85,65.55,66.00,65.35
65.65,66.33,66.85,65.34
65.70,65.44,66.19,65.34
65.83,65.52,65.83,65.06
65.34,65.98,65.98,65.01
65.97,68.22,68.74,65.97
68.75,67.80,68.75,65.00
69.19,68.73,69.25,66.05
68.70,69.80,70.62,68.05
69.34,69.78,71.49,69.15
69.55,70.20,71.61,69.55
71.26,71.65,72.00,69.16
71.52,71.63,71.64,70.30
70.43,72.47,73.69,69.61
72.47,73.00,74.22,72.47
73.37,74.49,74.75,72.50
75.02,75.69,75.70,74.86
75.84,73.07,76.25,72.83
73.04,72.85,74.00,72.30
73.18,72.55,73.20,72.55
73.75,72.97,73.89,72.00
72.99,73.57,74.00,63.60
73.65,75.85,75.92,73.65
74.40,76.00,76.25,73.87
