PSMT,PriceSmart,NASDAQ
24.94,24.56,24.94,24.52
24.72,24.94,24.94,24.37
24.98,24.92,25.15,24.69
24.56,23.97,24.60,23.55
24.03,23.23,24.03,23.16
23.16,23.60,23.64,22.59
23.79,23.57,23.79,23.32
23.99,23.36,24.22,23.30
23.49,23.85,23.86,23.40
24.08,24.54,24.70,24.08
25.25,25.18,25.40,24.71
25.16,24.97,25.22,24.82
25.18,25.47,25.49,25.12
25.50,25.54,25.69,25.39
25.58,25.57,25.70,25.29
25.37,24.79,25.41,24.60
24.96,25.63,25.64,24.96
25.51,26.20,26.20,25.51
26.19,25.48,26.21,25.38
25.81,26.55,26.56,25.81
26.33,26.78,26.78,26.18
26.80,27.49,27.50,26.57
27.50,27.86,27.91,27.18
27.86,27.79,27.99,27.02
27.98,27.34,27.98,26.66
27.00,28.00,28.04,27.00
28.17,27.79,28.24,27.30
27.66,27.43,27.96,27.14
27.62,27.52,27.62,27.14
27.29,27.24,27.53,27.11
27.09,27.85,27.87,27.00
27.90,27.89,27.98,27.56
27.61,27.45,27.89,27.33
26.88,26.22,27.00,26.14
25.85,26.02,26.18,25.67
25.99,25.62,25.99,25.36
25.51,25.55,25.78,25.27
25.71,26.19,26.32,25.46
26.22,26.59,26.90,25.95
26.44,25.41,26.75,25.41
25.31,25.51,25.60,25.02
25.67,25.76,25.98,25.38
25.53,26.14,26.25,25.43
25.93,26.15,26.24,25.78
26.15,25.90,26.41,25.71
26.19,26.37,26.57,26.04
26.20,25.84,26.20,25.75
25.06,25.81,26.53,25.06
26.16,26.89,26.92,26.12
26.75,27.23,27.25,26.63
27.46,27.72,27.85,27.33
27.71,26.99,27.71,26.90
27.18,27.40,27.50,27.12
27.40,27.47,27.65,27.04
27.50,27.58,27.68,27.44
27.70,28.16,28.20,27.57
28.19,28.47,28.50,28.10
28.35,28.69,28.70,28.12
28.70,28.49,28.70,28.24
28.75,28.73,29.08,28.26
28.69,29.08,29.08,28.69
29.00,29.04,29.10,28.90
29.00,28.99,29.24,28.93
28.92,28.73,29.20,28.66
28.99,29.03,29.05,28.50
29.05,29.08,29.15,28.98
29.20,29.14,29.20,28.66
28.94,29.02,29.20,28.78
29.20,29.13,29.20,28.70
29.20,29.40,29.41,28.99
29.24,29.07,29.35,28.73
29.15,29.22,29.38,28.98
29.08,28.98,29.38,28.88
29.25,29.10,29.25,28.91
28.78,29.29,29.48,28.78
29.18,29.23,29.40,29.15
29.20,29.24,29.40,28.92
29.29,29.40,29.50,29.24
29.40,29.73,29.74,29.34
29.89,29.84,30.09,29.77
29.79,29.90,30.06,29.75
29.45,29.45,30.00,29.13
29.64,29.77,30.08,29.47
29.77,29.23,30.10,28.91
29.25,29.50,29.51,29.08
29.73,29.60,29.87,29.56
29.36,29.50,29.75,29.15
29.30,29.42,29.49,29.07
29.73,29.55,29.73,29.33
29.40,29.33,29.48,29.25
29.53,29.05,29.53,28.80
29.24,29.76,29.81,29.24
29.72,29.62,29.80,29.22
29.85,30.23,30.24,29.85
30.25,30.38,30.42,30.11
30.40,30.44,30.56,30.26
30.55,30.21,30.88,30.02
30.24,31.00,31.00,30.03
30.62,31.67,31.80,30.62
31.32,31.54,31.89,31.32
31.78,31.95,32.00,31.75
31.62,31.80,31.98,31.60
31.92,31.72,31.93,31.51
31.98,32.55,32.71,31.71
32.57,32.54,32.66,31.65
32.66,32.66,32.69,32.41
32.31,32.63,32.70,32.01
32.70,33.27,33.36,32.65
33.05,33.28,33.48,33.05
33.10,33.12,33.16,32.62
32.96,33.57,33.74,32.34
33.75,34.45,34.86,33.35
34.56,34.82,34.86,33.91
34.80,34.94,34.99,34.80
34.95,35.30,35.63,34.86
35.50,38.01,38.01,35.36
38.14,39.21,39.33,38.10
39.30,38.66,39.93,38.38
38.83,38.66,39.00,38.42
38.76,38.91,39.77,38.76
38.81,38.53,39.61,38.24
38.29,38.01,38.66,37.56
38.00,38.26,38.36,37.09
38.34,37.84,38.83,37.52
37.98,37.49,37.98,37.35
37.75,37.34,37.75,36.67
37.51,36.99,37.51,36.91
36.87,37.65,37.98,36.77
37.68,38.05,38.09,37.61
38.20,38.08,38.39,37.93
38.39,37.96,38.47,37.90
37.90,38.22,38.43,37.76
38.23,38.03,38.50,38.01
38.22,38.22,38.73,38.10
38.44,37.30,38.46,36.97
37.36,37.98,38.07,37.03
38.15,37.58,38.15,37.26
39.35,38.47,39.61,37.93
38.47,38.37,38.62,37.89
38.75,39.93,39.93,38.59
39.65,39.31,39.91,39.05
39.37,39.73,39.95,39.20
39.76,40.25,40.29,39.70
40.38,40.40,40.53,40.00
40.31,39.60,40.52,39.42
39.24,39.56,39.91,39.23
39.88,39.48,39.88,39.32
39.41,39.31,39.65,39.27
39.00,38.41,39.10,38.21
38.35,39.00,39.38,38.35
39.13,38.23,39.13,38.17
38.22,36.80,38.22,36.70
36.80,36.49,37.15,36.33
36.52,36.60,37.01,36.10
36.40,35.51,36.79,35.26
35.30,35.66,35.95,35.13
35.66,36.53,36.63,35.47
36.85,37.72,37.78,36.69
37.60,37.82,37.82,37.37
37.85,38.14,38.14,37.65
38.20,37.98,38.62,37.83
37.69,37.68,38.17,37.45
37.81,37.29,38.42,37.29
37.33,37.34,37.81,37.22
37.42,38.38,38.52,37.42
38.25,38.65,38.87,37.99
38.79,37.75,38.79,37.61
37.31,36.41,37.51,36.25
36.41,34.79,36.41,34.26
34.74,35.49,35.59,34.03
35.62,35.79,35.88,35.41
36.05,35.59,36.09,35.34
35.78,35.09,35.78,34.92
35.06,34.90,35.30,34.75
35.00,34.99,35.60,34.84
35.07,35.07,35.27,34.82
35.12,34.64,35.49,34.52
34.59,35.06,35.43,34.59
35.17,35.23,35.50,35.00
34.76,34.60,35.21,34.55
34.31,34.24,34.53,34.07
33.99,33.44,33.99,32.16
32.59,33.86,34.27,32.34
33.75,33.50,33.79,33.40
33.95,33.70,34.06,33.26
34.00,33.20,34.56,33.09
33.39,33.22,33.42,32.52
33.27,32.86,33.27,32.63
32.80,32.31,32.80,31.20
32.45,33.86,33.91,32.30
33.84,34.57,34.90,33.60
34.60,34.65,35.17,33.92
34.58,35.74,35.84,34.45
35.91,36.57,36.77,35.36
36.44,36.64,36.77,36.11
36.77,37.28,37.62,36.20
37.41,37.09,37.42,36.72
36.90,37.54,38.07,36.59
38.14,37.41,38.14,37.00
39.16,38.46,39.16,37.50
38.65,38.22,38.68,38.21
38.12,38.42,38.53,38.05
38.10,38.41,39.14,37.50
38.50,38.50,38.68,38.29
38.45,39.40,39.50,38.25
39.27,39.17,39.28,38.43
38.74,39.15,39.20,38.46
39.20,38.54,39.30,38.50
38.97,39.35,39.36,38.70
39.35,39.47,39.51,39.25
39.29,39.28,39.35,38.41
39.38,40.05,40.33,38.17
40.17,41.28,41.50,39.87
41.34,41.17,41.47,40.72
41.25,41.64,41.87,40.98
41.86,40.92,42.05,40.87
40.23,41.18,41.41,39.77
41.18,41.85,42.04,41.13
41.60,41.07,42.09,40.23
41.66,44.86,45.13,41.10
44.76,46.35,47.02,44.76
46.40,46.73,46.82,45.75
46.76,46.68,47.23,46.25
46.60,47.76,47.78,46.27
47.52,47.13,47.80,46.82
47.00,46.15,47.31,45.93
46.07,45.27,46.51,45.18
45.27,46.36,46.84,44.72
46.83,46.29,46.99,46.01
46.06,42.68,46.08,42.64
42.16,42.77,43.45,41.91
42.94,41.18,42.94,41.01
41.05,41.11,41.60,40.26
41.09,42.08,42.54,40.68
42.17,42.72,43.09,42.05
44.42,46.65,46.91,44.35
46.87,44.70,46.88,44.70
44.70,44.89,44.95,43.11
44.21,44.57,46.10,44.01
44.76,43.34,45.11,43.26
43.84,44.40,45.16,43.65
44.17,43.85,44.80,43.42
44.07,44.05,44.86,43.50
44.00,43.10,44.67,43.01
43.40,43.38,44.45,43.32
44.14,43.96,44.45,43.54
43.53,43.91,44.31,43.53
43.95,44.00,44.89,43.40
44.40,45.74,45.91,44.40
45.54,47.37,47.40,44.89
47.34,47.46,48.26,47.26
47.24,46.54,47.82,46.47
46.00,47.19,47.47,45.44
47.27,47.25,47.59,46.88
47.42,48.53,48.64,46.79
48.61,50.53,50.59,48.61
51.12,50.12,51.82,50.11
49.75,51.23,51.34,49.55
50.68,52.51,52.77,50.50
52.77,53.62,53.93,52.54
53.85,54.25,54.75,53.61
56.98,60.20,61.04,56.02
59.85,59.20,59.95,57.22
58.37,57.69,58.71,56.34
57.62,58.86,59.77,57.31
59.47,59.45,59.88,58.70
59.79,59.44,60.01,58.48
59.69,59.82,59.98,58.89
59.64,59.42,60.00,58.40
59.80,60.09,60.38,59.52
60.20,59.53,60.25,58.28
59.80,59.85,60.29,59.03
59.83,61.20,61.58,59.34
60.63,60.86,62.27,60.61
60.71,60.63,61.93,60.25
60.04,57.39,60.42,56.06
57.24,57.23,58.74,56.00
56.67,58.52,58.60,55.17
60.26,61.05,61.30,59.29
60.16,58.10,61.47,58.07
58.44,61.54,62.25,57.51
60.58,55.78,60.58,55.75
56.82,57.97,59.37,54.55
55.40,52.20,57.80,51.67
53.62,57.26,57.50,52.95
56.51,54.61,56.88,54.50
54.75,57.33,58.24,54.22
58.43,56.99,59.54,55.77
57.59,56.50,57.98,54.66
55.93,54.95,56.44,54.00
55.35,55.35,56.11,53.52
54.09,52.60,55.02,52.20
51.49,52.99,54.22,51.37
54.53,54.92,55.85,53.52
55.35,57.21,57.35,53.30
57.46,58.92,59.24,57.34
59.25,56.87,60.07,56.51
56.47,57.68,57.77,55.25
58.19,61.80,62.02,58.00
61.00,63.81,64.64,60.67
64.62,65.46,66.66,64.50
66.27,64.38,68.05,64.18
62.53,62.81,63.81,61.43
60.80,63.81,64.24,60.42
65.57,66.13,66.25,65.12
65.72,66.70,67.00,65.19
66.68,67.00,67.51,64.85
67.10,67.81,67.97,65.51
68.08,69.74,69.76,66.57
70.20,72.64,73.19,70.00
73.08,72.74,73.19,71.24
73.14,73.28,73.93,72.00
72.12,74.16,74.59,71.40
74.90,72.56,75.16,72.52
72.70,70.81,74.28,70.80
68.36,69.07,70.69,67.73
68.75,68.28,69.86,65.99
68.67,66.15,69.20,64.76
68.00,67.02,68.58,66.62
67.21,65.72,68.00,65.64
67.00,63.93,67.10,61.34
62.90,62.32,65.46,61.51
61.50,57.80,62.57,57.55
58.20,61.43,61.65,56.25
61.79,65.15,66.38,61.39
65.18,66.38,66.51,64.13
67.20,70.57,72.36,66.99
71.14,72.93,74.12,70.72
74.76,72.85,74.76,71.45
73.66,74.52,75.50,73.30
74.04,73.50,75.68,72.08
74.33,71.68,74.74,69.50
70.72,70.38,72.41,70.23
70.01,71.65,72.16,68.31
71.13,70.65,72.72,70.02
70.59,71.58,71.82,70.14
72.17,73.77,73.94,71.57
74.14,75.82,76.67,73.17
75.60,72.10,76.22,71.85
73.08,72.45,73.81,69.79
75.92,77.13,77.76,73.75
78.00,76.15,78.71,74.97
75.93,76.04,77.52,75.11
73.40,73.71,75.82,72.83
74.70,75.59,75.93,74.19
76.50,75.96,76.50,72.82
75.31,74.64,75.71,74.00
74.90,74.90,75.73,73.15
75.62,77.71,77.99,73.68
69.00,75.85,76.02,59.34
76.00,68.71,76.40,67.35
69.10,67.86,69.70,67.79
67.40,67.92,68.62,66.92
67.19,67.27,68.56,66.31
66.65,66.36,68.78,65.80
66.50,66.98,68.00,66.27
66.97,63.97,68.98,63.72
62.67,64.18,64.83,62.18
64.22,63.83,64.98,63.00
63.26,63.50,64.12,62.56
63.26,62.80,64.00,62.70
64.62,65.82,67.20,64.62
65.83,64.57,65.83,63.78
66.67,67.85,67.87,65.78
67.32,68.03,68.94,66.66
67.16,68.27,69.35,67.15
69.62,71.55,71.55,69.00
71.87,69.85,72.27,69.59
69.51,67.25,69.58,66.09
66.74,66.06,66.86,65.32
66.19,66.90,67.53,65.93
66.63,67.01,67.19,65.45
67.43,66.15,68.58,65.60
65.60,64.27,67.05,63.80
65.26,66.10,66.70,64.56
66.78,66.59,67.67,65.86
67.29,67.68,68.67,67.26
69.15,70.58,70.75,69.09
70.52,68.51,70.86,67.75
68.87,67.18,69.43,66.29
67.62,68.74,68.83,67.19
69.14,70.46,70.52,68.30
70.25,69.29,70.27,68.60
69.71,70.65,70.75,68.83
70.77,69.59,70.98,69.51
72.79,70.31,72.79,69.61
70.33,69.61,70.33,69.23
69.46,70.58,70.85,68.11
65.96,60.63,66.24,56.55
61.17,59.67,61.47,57.75
60.76,59.08,60.76,58.63
58.52,59.11,59.39,58.52
59.52,60.86,61.42,59.11
60.23,60.97,61.08,60.01
61.85,63.20,63.27,61.47
63.55,65.98,66.63,63.25
66.54,66.47,66.91,65.84
66.46,67.24,67.96,66.05
67.78,66.80,67.88,66.37
66.64,67.20,67.46,65.95
66.31,68.25,68.97,66.31
68.67,67.70,68.77,67.16
67.29,67.26,67.77,66.55
67.02,66.56,67.35,66.09
66.67,66.65,66.88,65.26
67.29,66.23,67.29,65.82
66.77,66.91,67.37,65.43
67.99,66.01,67.99,65.88
65.98,66.36,66.57,64.35
65.06,68.52,68.60,65.04
68.90,69.68,69.85,68.23
69.95,71.20,72.08,69.70
70.27,72.03,72.10,69.80
72.25,72.80,73.44,70.70
72.17,72.63,72.81,71.54
72.29,69.72,72.47,69.36
69.75,69.72,70.54,69.55
70.00,68.09,70.10,66.89
68.80,68.06,69.74,67.70
67.81,67.64,68.53,67.27
67.74,68.20,69.24,67.40
68.07,67.73,68.72,67.17
67.85,66.75,67.85,66.42
66.55,65.53,67.20,64.20
65.50,64.63,66.08,64.33
65.18,64.71,65.66,64.64
64.94,63.49,65.67,63.05
63.50,64.00,64.27,63.08
63.60,63.86,64.00,63.06
64.10,64.64,64.68,63.16
64.97,66.91,67.49,64.74
67.14,67.57,68.15,66.47
67.86,68.64,69.08,67.71
68.90,69.69,69.72,68.32
69.97,69.23,70.25,69.02
69.51,70.46,70.49,68.66
70.77,68.95,70.77,68.56
68.79,68.48,69.04,68.11
68.04,68.78,69.43,67.43
68.76,69.32,69.92,68.36
69.06,70.06,70.17,68.31
70.01,70.25,70.40,68.73
70.48,71.99,72.28,70.27
71.82,72.61,73.08,71.82
72.75,71.80,73.67,71.50
71.43,71.80,72.22,70.89
72.47,72.81,73.25,71.78
72.95,73.63,74.05,72.95
73.78,72.28,74.46,72.00
71.43,71.08,71.88,70.00
70.50,74.56,75.62,69.57
73.54,75.32,75.94,73.51
75.04,75.15,76.32,73.50
75.70,75.23,76.50,74.78
75.64,78.00,78.38,75.53
77.94,76.68,77.94,76.41
77.33,75.38,77.52,74.17
76.04,78.01,78.94,75.94
78.35,79.25,79.39,77.78
79.12,78.16,79.75,77.34
79.01,79.97,80.63,78.31
79.44,81.21,81.30,78.47
81.33,77.71,81.36,77.08
78.77,78.82,79.97,78.55
79.73,79.40,79.77,77.72
79.88,83.12,83.84,79.48
83.44,82.54,83.75,82.21
82.55,81.48,83.15,81.22
80.62,83.38,83.76,80.49
83.84,83.35,83.95,82.09
82.97,81.46,84.32,81.31
80.43,76.51,80.55,76.00
75.47,75.70,76.87,74.05
75.17,77.09,77.80,74.78
77.85,77.54,78.55,76.17
77.00,77.46,79.06,76.26
76.69,75.37,77.05,75.19
75.33,74.79,76.59,74.39
74.82,74.05,75.78,73.27
74.28,71.13,74.65,71.00
71.12,69.95,71.99,69.39
69.88,71.47,71.59,69.27
71.57,71.02,72.06,70.34
69.99,69.36,71.07,68.65
69.81,69.52,70.40,69.01
69.59,69.97,70.78,69.13
70.73,70.94,71.01,69.45
70.58,68.99,71.24,68.67
69.77,67.58,70.27,66.79
65.94,65.03,66.32,64.67
65.00,66.31,66.82,64.88
65.92,66.19,66.70,65.44
66.68,68.18,68.75,66.60
69.21,65.93,69.21,65.05
65.75,65.56,66.08,64.94
65.98,63.82,66.68,63.81
64.16,64.16,65.00,63.03
63.86,63.18,64.33,63.07
63.25,62.14,63.91,62.00
62.23,62.00,62.60,61.15
61.79,63.50,64.09,61.42
64.01,66.88,67.12,64.01
66.75,67.28,67.31,65.88
66.90,64.37,66.91,63.80
64.55,63.70,64.55,62.75
63.09,64.00,64.34,62.50
63.95,64.21,64.75,62.68
64.21,64.12,64.55,63.31
63.47,63.86,63.90,62.10
65.21,67.51,68.34,64.99
67.51,66.95,67.72,66.75
67.02,66.95,67.49,66.35
66.58,66.56,67.50,66.14
66.00,63.14,66.02,62.86
63.13,63.05,63.72,61.69
59.25,66.64,67.83,59.00
66.28,67.37,67.59,65.29
66.49,66.85,67.96,65.65
67.27,69.48,69.62,66.85
69.51,70.28,70.35,68.38
70.58,70.34,71.63,69.90
70.25,71.39,72.23,70.00
72.00,71.79,72.68,70.56
71.19,70.23,71.50,69.79
69.30,68.89,69.52,68.41
69.25,69.25,69.65,68.65
70.00,69.97,70.13,68.75
70.73,72.06,73.03,70.73
71.94,73.75,74.66,71.94
74.00,72.80,74.33,72.59
72.20,72.02,72.94,71.54
72.10,69.06,72.31,69.06
68.99,70.47,70.85,68.86
71.76,70.87,72.40,70.31
71.02,71.19,71.98,71.00
71.35,72.41,73.00,70.72
71.98,71.41,72.92,71.23
71.22,71.35,71.66,69.70
71.53,70.86,71.60,69.73
70.53,70.80,71.04,68.87
71.00,71.09,71.47,70.15
70.45,72.06,72.12,69.99
72.26,74.01,74.18,71.64
74.03,74.71,74.92,74.00
74.81,74.64,75.37,74.32
74.76,74.12,75.75,74.00
74.00,74.21,74.69,73.53
74.13,73.66,74.56,73.21
73.33,74.57,75.11,73.33
74.84,73.66,74.84,73.50
73.64,72.53,74.10,72.32
72.72,72.54,73.99,72.16
72.15,73.28,73.85,72.05
74.12,73.14,74.12,72.32
72.77,73.12,73.47,71.11
72.47,72.98,73.56,71.60
73.76,75.18,75.99,73.76
75.54,75.47,76.00,75.26
75.23,76.65,77.06,75.23
76.34,76.49,76.80,76.03
76.40,77.49,77.72,76.40
77.80,78.98,79.15,77.13
79.17,78.19,79.87,77.95
77.77,77.48,78.18,77.29
77.15,78.22,78.51,76.76
75.04,77.11,77.34,75.00
76.90,77.11,77.91,76.82
78.07,76.34,78.23,75.82
76.28,75.83,76.69,75.35
75.71,75.99,76.76,75.48
76.00,74.24,76.30,74.08
74.49,76.29,76.98,74.34
75.79,75.72,77.21,75.14
75.95,76.05,77.34,75.37
76.28,75.26,76.44,74.14
75.15,77.01,77.48,75.15
77.55,78.88,79.41,76.96
78.95,78.40,79.93,78.10
78.25,78.72,78.81,77.28
78.72,76.28,78.72,76.05
76.49,77.89,78.46,76.19
78.40,78.13,79.29,77.62
77.96,79.16,79.33,77.92
79.19,79.76,79.93,78.22
79.99,81.04,81.38,79.79
81.02,81.74,82.39,80.22
81.83,82.11,82.50,81.25
81.44,78.95,83.12,77.72
79.01,78.59,79.83,78.35
77.58,78.71,79.34,77.09
78.89,77.82,79.07,77.77
78.70,78.00,78.93,77.66
78.00,77.97,78.22,77.80
81.00,82.87,86.00,80.80
78.13,81.43,83.49,78.11
81.87,80.21,82.15,80.00
80.41,82.47,83.05,79.12
82.90,83.91,84.16,82.37
82.71,78.96,82.71,77.88
79.05,76.80,79.62,76.53
76.29,76.45,77.68,75.10
76.44,77.16,77.98,75.66
76.89,74.70,78.82,74.05
75.00,72.44,75.83,71.71
72.18,76.07,76.80,70.36
75.67,74.69,76.05,73.73
75.40,75.28,76.92,74.83
75.01,76.43,76.88,74.63
76.74,76.28,77.64,74.92
76.72,77.35,77.58,76.32
77.42,76.48,78.00,75.24
76.33,75.91,77.95,75.72
75.76,77.45,77.65,74.54
78.18,77.07,78.18,76.53
77.00,77.52,78.00,75.64
78.02,78.12,78.90,76.59
78.34,78.39,78.72,77.56
78.53,79.09,79.35,77.59
78.48,78.57,79.93,78.35
78.99,75.27,79.22,75.04
75.64,76.19,76.34,73.40
76.53,75.29,76.82,74.42
75.50,75.03,75.73,74.62
75.08,74.08,75.99,73.89
74.08,74.67,74.90,73.50
75.00,75.49,76.00,74.68
75.66,75.18,77.03,75.00
75.35,75.56,76.20,75.00
75.36,75.45,75.98,74.36
74.54,75.55,75.56,74.09
75.40,75.27,75.95,75.14
75.25,74.46,75.77,73.52
74.22,74.45,74.90,73.91
74.08,74.44,75.44,74.03
74.30,76.99,77.35,74.05
79.22,76.87,79.24,75.33
76.97,78.03,78.93,76.00
78.55,78.60,79.13,77.40
78.03,77.23,78.86,77.08
77.11,75.75,77.39,75.05
75.80,77.87,78.44,75.67
81.59,77.31,81.99,77.25
77.43,78.91,78.92,76.92
78.40,77.41,79.48,76.85
77.00,78.82,79.44,77.00
78.42,78.04,79.50,76.95
78.52,78.76,79.18,77.07
78.51,78.37,78.92,77.41
78.12,78.54,78.65,77.35
78.64,77.43,78.64,77.24
77.41,77.78,78.86,76.99
77.51,77.90,78.00,77.05
77.75,77.26,78.26,77.15
77.04,77.14,77.24,76.27
77.00,75.89,77.09,75.26
75.99,77.01,77.50,75.98
77.37,78.04,78.49,76.93
77.88,77.10,77.99,76.75
77.46,77.99,78.69,76.51
77.73,77.37,77.73,76.60
76.96,75.35,76.96,74.79
75.26,74.28,76.05,72.63
74.39,74.00,74.78,73.00
73.97,73.50,74.11,73.22
73.46,71.93,73.82,71.02
71.93,71.62,72.25,71.41
72.05,70.99,72.05,70.02
71.36,73.37,73.93,71.24
73.35,73.19,74.47,73.13
73.10,73.52,74.55,72.71
73.78,74.26,74.70,73.57
74.28,73.42,74.89,73.25
73.56,73.86,74.79,73.22
73.75,74.37,75.28,73.69
74.09,74.15,74.76,73.81
73.75,74.79,75.08,73.50
74.49,74.17,74.70,73.73
74.35,74.50,74.75,74.17
74.79,74.29,75.00,74.17
74.46,75.65,76.09,74.46
76.32,76.41,76.76,75.64
76.41,75.35,76.70,75.07
74.98,75.21,75.68,74.83
75.27,75.28,76.43,74.41
75.59,75.74,76.16,75.11
75.90,75.77,76.54,74.89
74.94,75.89,76.08,74.87
75.84,75.44,76.00,74.40
75.94,77.83,77.97,75.79
77.35,77.32,77.76,76.05
77.41,77.45,77.98,76.80
77.68,78.47,78.86,77.53
78.98,77.84,78.98,77.00
77.53,78.11,78.21,77.12
78.27,77.83,78.72,77.48
77.77,78.51,78.99,77.24
78.76,78.83,80.24,78.20
78.56,78.10,78.70,77.06
78.34,78.82,79.10,78.09
77.75,79.04,79.23,77.54
79.50,80.42,80.45,78.73
80.50,80.21,81.00,79.45
82.50,84.82,85.93,81.00
84.10,84.98,85.42,83.93
83.19,84.93,85.24,83.19
84.67,82.63,84.72,82.30
83.11,83.60,83.85,82.60
83.04,82.81,83.84,82.39
83.14,83.60,83.91,82.88
83.58,85.18,85.92,83.58
85.52,85.07,85.88,84.59
85.77,85.83,85.90,84.45
85.66,86.29,86.54,85.62
86.50,88.39,89.79,86.50
87.68,89.23,89.65,87.57
89.43,88.92,90.54,88.49
88.79,89.23,89.27,88.11
88.63,88.49,89.77,88.36
88.68,89.00,89.66,88.18
89.83,89.83,90.60,89.31
89.65,90.48,90.94,89.65
89.80,88.00,89.80,86.91
87.66,88.52,88.61,87.63
88.15,87.16,88.15,86.63
87.20,87.22,88.50,86.62
87.35,87.83,88.31,86.85
87.82,89.69,89.95,87.65
89.53,90.44,90.99,89.21
90.44,88.51,90.53,87.55
88.71,87.81,89.19,87.00
87.79,89.03,89.74,87.79
89.25,89.03,89.28,88.62
88.92,87.65,90.18,87.11
87.01,86.93,87.30,86.54
86.66,87.00,87.78,86.01
87.90,87.19,89.24,86.61
86.71,85.70,87.08,85.12
86.03,85.54,86.86,85.42
85.13,84.43,86.13,84.42
84.77,84.43,85.12,83.28
84.35,83.77,84.84,83.38
83.92,83.73,84.65,83.35
83.71,85.14,85.17,82.97
85.93,88.78,89.91,85.93
89.32,88.90,89.79,88.56
88.16,88.26,89.14,86.91
88.92,87.08,88.92,87.03
87.24,87.43,87.55,86.30
87.39,87.01,88.65,86.73
87.77,88.08,88.53,87.07
88.30,90.58,90.58,88.30
90.94,89.98,92.67,89.88
89.16,87.54,89.42,86.99
