TRCB,Two River Bancorp - Common Stock,NASDAQ
6.38,6.35,6.38,6.34
6.40,6.40,6.40,6.40
6.39,6.39,6.39,6.39
6.45,6.45,6.45,6.26
6.45,6.45,6.45,6.45
6.45,6.44,6.45,6.30
6.34,6.34,6.45,6.34
6.34,6.34,6.34,6.34
6.31,6.45,6.45,6.31
6.52,6.45,6.60,6.31
6.53,6.55,6.55,6.31
6.53,6.53,6.55,6.35
6.40,6.40,6.40,6.35
6.32,6.50,6.50,6.32
6.42,6.50,6.60,6.42
6.50,6.50,6.50,6.50
6.52,6.51,6.60,6.50
6.56,6.65,6.65,6.56
6.69,6.61,6.80,6.52
6.60,6.80,6.80,6.60
6.70,6.65,6.70,6.65
6.80,7.12,7.20,6.65
7.01,7.09,7.09,7.00
7.13,7.01,7.13,6.92
7.06,7.01,7.21,6.97
7.25,7.01,7.25,7.01
6.91,7.05,7.05,6.91
7.05,7.06,7.27,7.03
7.04,7.39,7.39,7.04
7.48,7.59,7.59,7.41
7.56,7.50,7.56,7.50
7.49,7.42,7.50,7.40
7.31,7.31,7.31,7.31
7.29,7.45,7.45,7.25
7.49,7.16,7.49,7.16
7.45,7.16,7.45,7.15
7.30,7.35,7.35,7.25
7.25,7.25,7.25,7.25
7.50,7.36,7.50,7.36
7.38,7.44,7.44,7.38
7.58,7.46,7.59,7.46
7.46,7.46,7.46,7.46
7.47,7.57,7.60,7.47
7.57,7.59,7.60,7.57
7.60,7.50,7.60,7.46
7.50,7.58,7.58,7.45
7.51,7.60,7.60,7.51
7.54,7.60,7.60,7.52
7.46,7.49,7.52,7.46
7.45,7.47,7.49,7.45
7.48,7.60,7.64,7.48
7.62,7.65,7.65,7.62
7.60,7.50,7.65,7.50
7.63,7.63,7.63,7.63
7.60,7.60,7.60,7.60
7.49,7.41,7.50,7.41
7.43,7.43,7.55,7.43
7.40,7.40,7.40,7.40
7.40,7.42,7.42,7.40
7.44,7.42,7.45,7.42
7.40,7.41,7.43,7.40
7.44,7.44,7.44,7.44
7.40,7.35,7.40,7.30
7.40,7.40,7.40,7.40
7.50,7.42,7.50,7.25
7.49,7.28,7.49,7.25
7.27,7.31,7.31,7.27
7.27,7.27,7.28,7.25
7.30,7.30,7.30,7.30
7.30,7.27,7.30,7.27
7.25,7.25,7.25,7.25
7.29,7.29,7.31,7.29
7.30,7.35,7.35,7.30
7.37,7.25,7.37,7.25
7.25,7.25,7.25,7.25
7.15,7.25,7.25,7.14
7.34,7.35,7.35,7.34
7.32,7.30,7.35,7.30
7.32,7.25,7.32,7.25
7.33,7.34,7.34,7.25
7.25,7.25,7.25,7.24
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
7.30,7.30,7.30,7.30
7.25,7.28,7.30,7.25
7.33,7.30,7.33,7.25
7.25,7.25,7.26,7.25
7.27,7.33,7.35,7.27
7.30,7.29,7.30,7.28
7.28,7.45,7.45,7.28
7.34,7.27,7.50,7.27
7.34,7.30,7.34,7.29
7.26,7.26,7.26,7.26
7.28,7.25,7.28,7.25
7.32,7.26,7.32,7.25
7.42,7.40,7.42,7.40
7.28,7.28,7.28,7.25
7.21,7.31,7.31,7.21
7.30,7.30,7.30,7.20
7.30,7.28,7.30,7.12
7.21,7.23,7.23,7.21
7.24,7.15,7.29,7.15
7.23,7.30,7.30,7.19
7.22,7.25,7.35,7.22
7.20,7.30,7.32,7.20
7.21,7.26,7.26,7.20
7.26,7.26,7.26,7.26
7.26,7.26,7.26,7.26
7.29,7.29,7.29,7.29
7.28,7.29,7.29,7.19
7.30,7.15,7.30,7.15
7.20,7.25,7.25,7.20
7.31,7.49,7.49,7.31
7.15,7.43,7.48,7.10
7.43,7.38,7.43,7.37
7.35,7.74,7.74,7.35
7.71,7.40,7.71,7.40
7.38,7.38,7.38,7.20
7.29,7.28,7.30,7.25
7.36,7.25,7.36,7.25
7.25,7.30,7.30,7.25
7.30,7.45,7.47,7.18
7.35,7.50,7.50,7.35
7.44,7.44,7.44,7.43
7.39,7.40,7.40,7.21
7.29,7.51,7.51,7.17
7.30,7.30,7.30,7.30
7.30,7.25,7.35,7.15
7.35,7.35,7.44,7.30
7.57,7.30,7.57,7.30
7.26,7.27,7.27,7.26
7.26,7.21,7.26,7.15
7.23,7.31,7.33,7.23
7.26,7.26,7.26,7.21
7.21,7.21,7.25,7.16
7.18,7.29,7.29,6.90
7.26,7.48,7.48,7.26
7.18,7.36,7.37,7.18
7.35,7.46,7.46,7.35
7.47,7.51,7.63,7.47
7.51,7.51,7.51,7.51
7.35,7.35,7.35,7.35
7.51,7.25,7.51,7.25
7.34,7.20,7.34,7.20
7.20,7.20,7.20,7.20
7.21,7.30,7.30,7.21
7.30,7.30,7.30,7.30
7.32,7.30,7.32,7.30
7.39,7.42,7.42,7.39
7.35,7.50,7.50,7.35
7.50,7.50,7.50,7.50
7.50,7.35,7.50,7.35
7.41,7.43,7.43,7.41
7.46,7.55,7.56,7.46
7.56,7.54,7.56,7.54
7.54,7.54,7.54,7.54
7.56,7.56,7.60,7.56
7.58,7.68,7.70,7.56
7.55,7.68,7.74,7.50
7.74,7.52,7.74,7.52
7.51,7.65,7.65,7.49
7.70,7.68,7.95,7.65
7.63,7.69,7.79,7.50
7.70,7.66,7.85,7.60
7.64,7.68,7.70,7.63
7.68,7.65,7.68,7.65
7.75,7.75,7.75,7.75
7.70,7.70,7.70,7.70
7.79,7.76,7.84,7.65
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.78,7.75,7.85,7.70
7.84,7.99,8.00,7.84
7.99,7.99,7.99,7.99
7.95,8.11,8.11,7.89
8.10,7.96,8.10,7.80
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
7.85,8.00,8.00,7.85
7.77,7.95,8.00,7.77
7.95,7.95,7.95,7.95
7.90,7.90,7.90,7.90
7.96,8.05,8.07,7.92
7.94,7.96,8.00,7.77
8.00,8.12,8.12,8.00
8.06,8.09,8.12,8.05
8.10,8.01,8.10,8.01
8.10,8.13,8.13,8.08
8.13,8.16,8.19,8.11
8.06,8.22,8.23,8.00
8.15,8.15,8.20,7.92
8.15,8.15,8.15,8.15
7.97,7.90,8.00,7.85
7.92,7.87,7.98,7.87
7.90,7.96,7.96,7.90
7.99,7.99,8.00,7.90
7.95,8.10,8.10,7.95
8.22,8.22,8.22,8.22
8.22,8.22,8.22,8.22
8.11,8.00,8.11,8.00
7.83,8.00,8.00,7.83
7.95,7.96,8.06,7.95
8.01,8.00,8.01,8.00
8.00,8.16,8.16,8.00
8.01,8.05,8.09,8.00
8.00,8.04,8.06,8.00
8.04,8.04,8.04,8.04
8.04,8.03,8.05,8.00
8.10,8.10,8.19,8.10
8.30,8.01,8.33,8.00
8.15,8.15,8.17,8.01
8.12,8.20,8.29,8.02
8.10,8.10,8.10,8.10
8.31,8.20,8.31,8.17
8.03,8.29,8.29,8.03
8.14,8.14,8.14,8.14
8.10,8.10,8.12,8.08
8.04,8.07,8.07,8.01
8.03,8.03,8.03,8.03
8.06,8.05,8.06,8.05
8.05,8.02,8.24,8.02
8.23,8.18,8.23,8.18
8.20,8.20,8.20,8.20
8.20,8.03,8.20,8.02
8.05,8.20,8.20,8.05
8.02,8.20,8.20,8.02
8.07,8.10,8.10,8.05
8.25,8.11,8.25,8.10
8.09,8.18,8.27,8.09
8.28,8.18,8.28,8.18
8.25,8.25,8.25,8.25
8.24,8.24,8.24,8.24
8.24,8.24,8.24,8.24
8.19,8.25,8.25,8.19
8.30,8.24,8.30,8.24
8.24,8.24,8.24,8.24
8.13,8.13,8.13,8.13
8.23,8.47,8.54,8.12
8.53,8.14,8.55,8.11
8.16,8.18,8.39,8.11
8.39,8.31,8.39,8.31
8.44,8.15,8.53,8.15
8.44,8.44,8.44,8.15
8.11,8.45,8.49,8.11
8.29,8.45,8.50,8.23
8.48,8.23,8.48,8.15
8.47,8.31,8.57,8.18
8.19,8.29,8.52,8.19
8.29,8.35,8.46,8.29
8.48,8.40,8.48,8.40
8.49,8.32,8.49,8.31
8.47,8.36,8.47,8.36
8.49,8.50,8.50,8.31
8.50,8.41,8.50,8.41
8.50,8.50,8.50,8.50
8.50,8.50,8.50,8.46
8.49,8.50,8.50,8.35
8.57,8.51,8.57,8.47
8.57,8.46,8.57,8.46
8.50,8.71,8.72,8.46
8.72,8.58,8.72,8.50
8.65,8.54,8.65,8.54
8.66,8.58,8.67,8.53
8.58,8.50,8.67,8.50
8.56,8.48,8.63,8.37
8.38,8.39,8.64,8.31
8.64,8.45,8.64,8.45
8.59,8.61,8.63,8.50
8.68,8.63,8.68,8.57
8.55,8.60,8.64,8.45
8.67,8.57,8.67,8.49
8.67,8.66,8.67,8.50
8.91,8.75,8.91,8.67
8.52,8.62,8.80,8.52
8.47,8.47,8.77,8.46
8.48,8.80,8.80,8.48
8.73,8.66,8.83,8.48
8.60,8.94,8.94,8.52
8.88,8.63,8.88,8.55
8.89,8.62,8.89,8.55
8.88,8.63,8.88,8.62
8.61,8.16,8.61,8.16
8.13,8.25,8.28,8.11
8.25,8.17,8.30,8.11
8.20,8.12,8.23,8.12
8.15,8.22,8.23,8.15
8.16,8.22,8.35,8.15
8.35,8.32,8.35,8.27
8.26,8.36,8.38,8.13
8.36,8.42,8.42,8.03
8.82,8.47,8.82,8.16
8.32,8.25,8.32,8.25
8.25,8.18,8.35,8.18
8.13,8.22,8.30,8.13
8.15,8.24,8.37,8.12
8.20,8.20,8.20,8.20
8.26,8.27,8.27,8.26
8.20,8.25,8.25,8.20
8.37,8.32,8.37,8.26
8.25,8.29,8.35,8.15
8.20,8.25,8.25,8.20
8.33,8.25,8.33,8.22
8.27,8.39,8.39,8.25
8.26,8.25,8.28,8.25
8.22,8.20,8.22,8.20
8.13,8.19,8.46,8.13
8.03,8.20,8.22,8.03
8.25,8.08,8.34,8.08
8.27,8.27,8.28,8.06
8.10,8.23,8.25,8.10
8.18,8.14,8.19,8.01
8.09,8.32,8.32,8.06
8.17,8.06,8.17,7.81
8.06,8.09,8.11,8.06
8.11,8.09,8.32,8.09
8.08,8.11,8.11,8.08
8.08,7.97,8.10,7.97
8.18,7.95,8.18,7.95
7.81,7.91,7.95,7.75
7.91,7.91,7.91,7.91
8.03,7.85,8.03,7.70
8.15,8.15,8.15,8.15
8.08,7.95,8.08,7.95
7.90,7.94,7.94,7.90
7.94,7.94,7.94,7.94
8.10,8.11,8.11,8.10
8.11,8.11,8.11,8.11
8.11,8.11,8.11,8.11
7.90,7.92,7.97,7.81
7.92,7.92,7.92,7.92
7.78,7.97,7.97,7.78
7.81,7.87,7.90,7.80
7.80,8.00,8.00,7.80
7.90,7.89,8.01,7.86
7.98,8.21,8.21,7.91
7.92,8.09,8.09,7.92
7.92,8.06,8.06,7.92
8.15,8.25,8.34,8.15
7.76,8.25,8.25,7.76
8.15,8.15,8.15,8.15
8.15,8.15,8.15,8.15
8.16,8.15,8.22,8.15
8.34,8.20,8.34,8.17
8.20,8.16,8.20,8.14
8.12,8.12,8.12,8.12
8.25,8.20,8.30,8.20
8.16,8.16,8.16,8.16
8.15,8.17,8.34,8.15
8.21,8.18,8.25,8.18
8.20,8.20,8.21,8.20
8.14,8.20,8.20,8.12
8.20,8.23,8.25,8.15
8.21,8.25,8.25,8.20
8.25,8.44,8.44,8.25
8.21,8.26,8.26,8.20
8.46,8.46,8.46,8.46
8.46,8.29,8.46,8.18
8.35,8.41,8.41,8.16
8.19,8.24,8.24,8.15
8.16,8.28,8.28,8.11
8.27,8.31,8.31,8.15
8.26,8.24,8.26,8.18
8.24,8.27,8.28,8.17
8.25,8.27,8.27,8.25
8.30,8.42,8.42,8.25
8.34,8.27,8.37,8.27
8.40,8.46,8.46,8.40
8.39,8.43,8.44,8.39
8.27,8.40,8.40,8.27
8.27,8.28,8.28,8.25
8.26,8.39,8.42,8.25
8.33,8.40,8.90,8.25
8.48,8.36,8.89,8.27
8.72,8.36,8.72,8.27
8.39,8.36,8.59,8.29
8.42,8.40,8.50,8.27
8.48,8.39,8.50,8.28
8.50,8.70,8.70,8.30
8.73,8.32,8.73,8.32
8.51,8.26,8.69,8.26
8.31,8.46,8.54,8.25
8.98,8.45,8.99,8.27
8.45,8.32,8.45,8.27
8.37,8.35,8.41,8.35
8.45,8.48,8.49,8.35
8.48,8.39,8.48,8.35
8.39,8.43,8.44,8.39
8.45,8.41,8.45,8.35
8.40,8.45,8.45,8.27
8.30,8.40,8.44,8.28
8.34,8.40,8.41,8.27
8.31,8.59,8.60,8.31
8.31,8.55,8.59,8.31
8.36,8.42,8.59,8.31
8.36,8.57,8.59,8.36
8.29,8.46,8.46,8.29
8.30,8.30,8.36,8.30
8.55,8.40,8.55,8.36
8.40,8.38,8.57,8.26
8.50,8.37,8.50,8.35
8.55,8.39,8.69,8.33
8.31,8.44,8.52,8.31
8.45,8.45,8.58,8.45
8.55,8.53,8.55,8.46
8.62,8.52,8.73,8.49
8.40,8.40,8.40,8.40
8.40,8.28,8.46,8.28
8.28,8.19,8.31,8.19
8.27,8.37,8.45,8.27
8.40,8.33,8.50,8.31
8.43,8.60,8.60,8.33
8.60,8.79,8.80,8.58
8.55,8.46,8.59,8.45
8.45,8.47,8.47,8.45
8.58,8.48,8.58,8.45
8.62,8.52,8.69,8.52
8.52,8.62,8.70,8.52
8.55,8.45,8.55,8.22
8.41,8.43,8.52,8.40
8.49,8.52,8.52,8.49
8.52,8.57,8.57,8.50
8.48,8.56,8.70,8.48
8.57,8.56,8.63,8.50
8.51,8.60,8.60,8.47
8.52,8.52,8.52,8.52
8.65,8.68,8.70,8.56
8.56,8.61,8.65,8.56
8.69,8.57,8.69,8.57
8.62,8.69,8.69,8.62
8.65,8.81,9.14,8.65
8.85,8.70,8.85,8.58
8.70,8.56,8.70,8.56
8.55,8.68,8.68,8.55
8.63,8.68,8.95,8.62
8.94,8.53,8.94,8.51
8.62,8.62,8.71,8.62
8.52,8.63,8.68,8.52
8.63,8.63,8.63,8.63
8.90,8.63,8.90,8.63
8.72,8.69,8.90,8.64
8.64,8.57,8.64,8.55
8.55,8.66,8.74,8.55
8.68,8.69,8.79,8.65
8.70,8.73,8.73,8.65
8.70,8.87,8.95,8.69
8.90,8.71,8.90,8.68
8.91,8.73,8.91,8.66
8.92,8.71,8.92,8.71
8.80,8.72,8.85,8.72
8.92,8.68,8.98,8.52
8.66,8.58,8.90,8.58
8.45,8.85,8.85,8.45
8.85,8.85,8.85,8.85
8.88,8.88,8.88,8.88
8.95,8.95,8.95,8.95
8.95,8.73,8.95,8.70
8.72,8.78,8.78,8.71
8.81,8.76,8.81,8.76
8.76,8.76,8.76,8.76
8.77,8.77,8.82,8.77
8.77,8.77,8.78,8.77
8.77,8.77,8.77,8.77
8.93,8.95,9.00,8.85
9.06,8.92,9.06,8.92
8.86,9.06,9.06,8.85
9.00,9.00,9.00,9.00
9.00,9.05,9.10,9.00
9.10,9.03,9.17,9.03
9.00,9.00,9.01,9.00
9.00,9.00,9.03,9.00
9.00,9.00,9.00,9.00
8.99,9.00,9.00,8.98
8.95,9.00,9.00,8.94
8.99,9.20,9.20,8.99
9.00,9.03,9.04,9.00
9.02,9.02,9.02,9.02
9.00,8.99,9.02,8.99
9.00,8.95,9.00,8.95
8.99,8.96,9.04,8.95
8.95,9.12,9.12,8.94
9.00,9.01,9.01,9.00
9.18,9.22,9.23,9.17
9.22,9.22,9.22,9.22
9.50,9.50,9.63,9.26
9.30,9.25,9.30,9.25
9.24,9.25,9.25,9.24
9.25,9.25,9.25,9.25
9.06,9.25,9.25,9.02
9.20,9.20,9.20,9.19
9.16,9.16,9.16,9.16
9.13,9.09,9.13,9.02
9.05,9.05,9.05,9.05
9.25,9.36,9.64,9.25
9.42,9.41,9.42,9.41
9.17,9.16,9.34,9.15
9.25,9.16,9.25,9.16
9.39,9.31,9.39,9.31
9.19,9.08,9.39,9.00
9.00,9.16,9.16,9.00
9.16,9.04,9.16,9.04
9.15,9.01,9.25,9.01
9.17,9.17,9.17,9.17
9.00,9.00,9.00,9.00
9.00,8.95,9.03,8.82
8.95,9.00,9.05,8.95
8.99,9.21,9.21,8.99
8.99,9.06,9.20,8.95
9.10,9.24,9.24,9.10
9.24,9.27,9.27,9.24
9.00,9.00,9.19,8.95
9.21,9.14,9.23,9.00
8.77,9.00,9.02,8.75
9.00,9.01,9.10,8.86
8.87,9.00,9.00,8.87
9.00,8.82,9.00,8.80
8.95,8.80,9.00,8.80
8.95,8.96,8.96,8.90
9.05,8.95,9.08,8.95
8.95,8.95,9.00,8.95
8.95,8.92,9.00,8.92
8.92,8.92,8.92,8.92
9.00,9.00,9.00,8.99
9.15,9.07,9.15,8.87
8.95,8.93,9.00,8.87
8.98,9.11,9.11,8.98
9.11,9.00,9.12,8.88
9.05,9.24,9.24,9.00
9.10,8.86,9.20,8.86
8.85,9.00,9.00,8.85
8.88,9.09,9.10,8.86
9.21,8.95,9.21,8.85
9.19,9.03,9.19,9.03
9.01,9.01,9.01,9.01
9.01,9.01,9.01,9.01
9.09,9.09,9.11,9.00
9.00,9.06,9.10,9.00
9.08,9.14,9.14,9.00
9.14,9.00,9.14,9.00
9.15,9.02,9.15,8.92
9.09,9.00,9.09,9.00
9.15,9.09,9.15,8.96
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.06,9.15,9.49,9.05
9.15,9.15,9.15,9.15
9.06,9.02,9.15,9.00
9.02,9.02,9.02,9.02
9.14,9.14,9.14,9.05
9.20,9.05,9.20,9.05
9.08,8.99,9.15,8.81
8.95,8.99,9.09,8.95
9.00,8.98,9.08,8.98
9.00,9.04,9.20,8.98
9.13,9.11,9.13,9.11
9.00,9.17,9.17,9.00
9.19,8.92,9.19,8.92
9.00,9.06,9.06,9.00
9.14,9.13,9.14,9.13
9.12,9.12,9.15,9.00
9.18,8.91,9.18,8.91
8.90,8.97,9.09,8.90
8.88,9.00,9.09,8.88
8.92,8.92,8.92,8.92
8.96,8.92,8.96,8.92
9.00,9.05,9.05,9.00
9.00,9.00,9.07,9.00
9.05,9.11,9.11,9.00
9.12,8.99,9.13,8.93
9.05,8.90,9.05,8.90
8.90,8.90,8.90,8.90
8.90,9.00,9.00,8.90
8.90,8.90,8.90,8.90
8.91,8.90,8.99,8.90
8.88,9.00,9.00,8.60
9.00,9.00,9.00,9.00
8.79,9.05,9.13,8.76
9.02,9.02,9.02,9.02
8.77,8.86,8.86,8.77
8.90,9.03,9.04,8.90
8.94,9.11,9.13,8.89
9.11,9.14,9.14,9.09
9.14,9.14,9.14,9.14
8.93,8.93,8.93,8.93
9.02,9.13,9.13,8.99
9.10,8.97,9.10,8.97
9.05,9.12,9.17,8.97
8.95,8.95,9.00,8.95
9.00,9.00,9.15,9.00
9.01,9.05,9.05,8.99
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
9.18,9.10,9.18,8.98
9.10,9.00,9.17,8.98
8.96,9.15,9.20,8.96
9.08,9.22,9.22,9.05
9.12,9.20,9.20,9.05
9.07,9.19,9.20,9.05
9.15,9.19,9.19,9.10
9.06,9.16,9.16,9.06
9.05,9.19,9.20,9.05
9.19,9.19,9.19,9.19
9.19,9.29,9.30,9.19
9.39,9.49,9.49,9.35
9.40,9.40,9.40,9.40
9.93,9.93,9.93,9.93
9.51,9.39,9.54,9.28
9.39,9.39,9.39,9.39
9.39,9.39,9.39,9.39
9.25,9.25,9.32,9.23
9.44,9.44,9.44,9.44
9.48,9.50,9.57,9.36
9.50,9.50,9.50,9.50
9.44,9.35,9.44,9.34
9.41,9.41,9.41,9.41
9.41,9.41,9.41,9.41
9.41,9.41,9.41,9.41
9.45,9.15,9.46,9.15
9.30,9.50,9.50,9.30
9.49,9.36,9.49,9.36
9.36,9.36,9.36,9.36
9.31,9.96,9.96,9.31
9.89,9.45,9.89,9.40
9.60,9.60,9.60,9.60
9.36,9.65,9.68,9.36
9.35,9.76,9.76,9.25
9.76,9.76,9.76,9.76
9.76,9.76,9.76,9.76
9.92,9.66,9.95,9.53
9.76,9.51,9.77,9.51
9.74,9.61,9.75,9.61
9.60,9.92,9.92,9.54
9.98,9.98,9.98,9.98
9.98,9.98,9.98,9.98
9.75,9.97,9.97,9.55
9.97,9.97,9.97,9.97
9.93,9.94,9.94,9.88
9.84,9.84,9.84,9.84
9.84,9.84,9.84,9.84
9.75,9.95,9.95,9.75
9.73,9.52,9.74,9.52
9.60,9.70,9.87,9.57
9.83,9.83,9.83,9.83
9.66,9.65,9.66,9.65
9.83,9.78,9.83,9.78
9.80,9.61,9.80,9.61
9.60,9.80,9.80,9.60
9.70,9.46,9.75,9.41
9.50,9.70,9.73,9.50
9.52,9.66,9.67,9.02
9.46,9.46,9.46,9.46
9.29,9.35,9.37,9.15
9.35,9.14,9.35,9.14
9.14,9.14,9.14,9.14
9.03,9.34,9.34,9.03
9.34,9.34,9.34,9.34
9.33,9.30,9.37,9.30
9.70,9.70,9.70,9.70
9.70,9.47,9.73,9.36
9.70,9.70,9.70,9.70
9.47,9.47,9.68,9.47
9.45,9.49,9.49,9.35
9.49,9.49,9.49,9.49
9.49,9.49,9.49,9.49
9.29,9.29,9.29,9.29
9.24,9.27,9.30,9.24
9.25,9.25,9.29,9.21
9.23,9.23,9.24,9.00
9.23,9.23,9.23,9.23
9.03,9.03,9.03,9.03
9.03,9.03,9.03,9.03
9.36,9.17,9.36,8.99
8.99,8.99,8.99,8.99
9.10,9.10,9.10,9.10
9.07,9.00,9.07,9.00
9.15,9.07,9.15,9.00
9.07,9.20,9.20,9.00
9.20,9.20,9.20,9.20
9.10,9.10,9.49,9.10
9.29,9.22,9.29,8.99
9.15,9.01,9.16,9.00
9.13,9.02,9.32,9.02
9.00,9.10,9.37,9.00
8.99,9.02,9.18,8.75
8.80,9.00,9.25,8.80
8.94,8.99,9.12,8.91
9.24,9.15,9.49,9.10
9.20,9.12,9.36,9.10
9.11,9.12,9.31,9.10
9.12,9.15,9.45,9.00
9.15,9.64,9.70,9.02
9.06,9.50,9.73,9.01
9.60,9.70,9.74,9.10
9.74,9.74,9.74,9.38
9.70,9.40,9.74,9.20
9.57,9.52,9.60,9.49
9.40,9.34,9.47,9.33
9.35,9.37,9.67,9.35
9.50,9.35,9.55,9.35
9.40,9.50,9.50,9.36
9.50,9.50,9.57,9.50
9.50,9.50,9.55,9.50
9.51,9.50,9.60,9.50
9.59,9.50,9.60,9.50
9.70,9.51,9.70,9.51
9.55,9.64,9.68,9.50
9.64,9.64,9.64,9.64
9.68,9.64,9.68,9.64
9.64,9.57,9.70,9.57
9.69,9.53,9.69,9.53
9.52,9.50,9.55,9.46
9.69,9.50,9.69,9.50
9.69,9.52,9.69,9.52
9.53,9.54,9.55,9.53
9.56,9.46,9.56,9.46
9.55,9.46,9.55,9.40
9.48,9.48,9.48,9.48
9.56,9.37,9.56,9.37
9.54,9.55,9.59,9.52
9.46,9.55,9.59,9.46
9.55,9.56,9.59,9.50
9.58,9.58,9.62,9.57
9.60,9.55,9.60,9.55
9.63,9.60,9.63,9.56
9.63,9.59,9.63,9.59
9.70,9.70,9.78,9.61
9.71,9.71,9.80,9.71
9.77,9.90,9.90,9.77
9.90,9.95,9.95,9.86
9.97,10.01,10.01,9.95
10.05,10.02,10.22,10.02
10.05,10.14,10.19,10.00
10.00,10.22,10.22,10.00
10.22,10.33,10.58,10.22
10.46,10.33,10.46,10.30
10.28,10.28,10.28,10.28
10.38,10.25,10.38,10.24
10.26,10.21,10.35,10.21
10.35,10.34,10.35,10.34
10.21,10.33,10.78,10.21
10.50,10.70,10.70,10.50
10.89,10.49,10.89,10.49
10.63,10.87,10.89,10.30
10.94,10.91,10.94,10.85
10.95,10.89,10.97,10.88
10.90,10.90,10.90,10.89
10.94,11.09,11.09,10.85
11.18,11.18,11.24,11.15
11.18,11.18,11.18,11.18
10.91,11.10,11.10,10.91
11.10,11.10,11.10,11.10
10.88,11.00,11.00,10.50
10.98,11.09,11.13,10.98
11.10,11.10,11.10,11.10
10.90,10.95,11.01,10.90
10.80,10.98,11.15,10.80
10.85,10.75,10.85,10.75
10.76,10.66,10.80,10.36
10.58,10.75,10.80,10.58
10.54,10.55,10.68,10.43
10.45,10.26,10.45,10.26
10.39,10.27,10.74,10.25
10.39,10.39,10.39,10.39
10.74,10.85,10.85,10.70
10.82,10.86,10.94,10.70
10.54,10.91,10.91,10.36
10.91,10.80,10.92,10.41
10.76,10.79,10.89,10.65
10.89,10.79,10.89,10.66
10.80,10.94,10.94,10.73
11.01,10.95,11.10,10.76
10.92,10.93,10.96,10.92
11.02,10.84,11.12,10.84
11.10,11.10,11.10,11.10
11.00,11.12,11.24,11.00
11.24,11.24,11.24,11.09
11.17,11.17,11.17,11.17
11.15,11.16,11.20,11.12
11.20,11.07,11.20,11.07
11.15,11.10,11.15,11.07
11.10,11.10,11.17,11.10
11.19,11.19,11.19,11.19
11.21,11.20,11.40,11.06
11.23,11.21,11.23,11.16
11.21,11.18,11.34,11.18
11.45,11.39,11.45,11.26
11.35,11.39,11.39,11.25
11.39,11.26,11.40,11.26
11.31,11.30,11.39,11.30
11.31,11.31,11.35,11.30
11.30,11.38,11.39,11.30
11.36,11.38,11.40,11.36
11.45,11.40,11.45,11.36
11.40,11.40,11.40,11.40
11.40,11.40,11.40,11.40
11.49,11.38,11.49,11.38
11.35,11.37,11.38,11.25
11.30,11.27,11.49,11.27
11.49,11.45,11.49,11.45
11.50,11.50,11.50,11.47
11.41,11.50,11.50,11.41
11.50,11.47,11.50,11.46
11.47,11.49,11.50,11.47
11.50,11.44,11.50,11.43
11.48,11.50,11.54,11.48
11.50,11.45,11.50,11.45
11.50,11.74,11.74,11.46
11.75,11.79,11.79,11.69
11.82,11.79,11.91,11.72
11.89,11.75,11.89,11.61
11.78,11.78,11.89,11.52
11.67,11.67,11.81,11.67
11.41,11.61,11.74,11.41
11.46,11.47,11.62,11.46
11.40,11.47,11.54,11.40
11.47,11.67,11.80,11.47
11.56,11.49,11.75,11.48
11.66,11.66,11.66,11.66
11.54,11.55,11.55,11.51
11.61,11.60,11.61,11.60
11.67,11.55,11.67,11.50
11.49,11.65,11.65,11.49
11.66,11.64,11.87,11.64
11.64,11.64,11.64,11.64
11.64,11.62,11.72,11.57
11.61,11.55,11.61,11.47
11.51,11.34,11.75,10.81
11.68,11.54,11.84,11.30
11.74,11.52,11.74,11.40
11.53,11.38,11.66,11.38
11.35,11.61,11.68,11.35
11.74,11.60,11.74,11.38
11.37,11.69,11.81,11.01
11.70,11.70,11.70,11.65
11.72,11.85,11.86,11.64
11.81,11.77,11.86,11.77
11.75,11.74,11.77,11.74
11.71,11.57,11.79,11.56
11.69,11.74,11.74,11.40
11.49,11.81,11.81,11.48
11.73,11.80,11.87,11.71
11.85,11.78,11.85,11.65
11.83,11.72,11.83,11.70
11.73,11.84,11.84,11.68
11.84,11.80,11.84,11.72
11.87,11.95,11.95,11.80
11.85,11.85,11.85,11.85
11.84,11.89,11.95,11.80
11.85,11.89,11.91,11.81
11.91,11.78,11.91,11.73
11.83,11.76,11.83,11.75
11.76,11.82,11.83,11.76
11.75,11.76,11.76,11.75
11.72,11.72,11.72,11.72
11.93,11.92,11.94,11.75
11.94,11.75,11.94,11.75
11.84,11.89,11.95,11.84
11.89,11.95,11.95,11.79
11.95,12.10,12.10,11.76
12.15,12.15,12.25,12.10
12.18,12.25,12.25,12.11
12.25,12.49,12.50,12.13
12.49,12.58,12.60,12.48
12.72,12.98,12.98,12.70
12.98,12.96,13.15,12.83
13.08,13.10,13.10,13.00
12.83,13.10,13.14,12.83
13.00,13.14,13.14,12.95
13.04,13.50,13.72,12.91
13.68,13.70,13.71,13.60
13.65,13.84,13.99,13.65
13.97,13.42,13.99,13.42
13.42,13.50,13.50,13.41
13.48,13.43,13.52,13.26
