Y,Alleghany Corporation Common Stock,NASDAQ
287.55,291.88,292.82,287.43
292.37,292.47,294.44,291.34
291.00,296.53,296.53,290.12
298.13,299.84,299.84,297.03
299.20,297.97,300.47,297.20
297.89,297.85,298.83,296.35
297.85,298.24,298.92,296.60
300.00,297.02,301.80,297.02
295.01,292.34,298.95,292.27
292.00,293.00,293.92,290.00
294.33,291.66,295.35,290.66
292.30,300.44,300.44,292.30
298.80,293.51,298.80,293.51
286.00,297.65,297.99,285.02
299.90,298.50,299.90,295.98
299.47,298.00,299.85,297.55
299.50,303.65,303.65,298.00
301.70,296.24,302.36,296.24
296.90,297.99,300.17,295.65
300.00,299.60,300.00,297.00
299.94,298.00,299.94,296.35
299.93,303.67,303.67,298.74
299.25,300.50,303.00,298.94
300.99,303.25,303.25,300.51
302.53,302.65,303.00,301.41
303.00,306.00,306.00,301.78
304.36,303.88,304.89,302.59
302.95,300.92,304.10,300.92
301.10,299.18,302.82,299.18
299.00,295.00,299.00,295.00
298.96,299.86,299.86,297.16
297.76,295.79,298.65,295.79
296.80,297.55,298.05,292.50
297.80,297.76,300.35,296.94
300.00,303.03,304.02,299.54
305.05,305.11,305.11,301.36
304.95,302.56,305.70,300.79
305.00,305.70,305.70,301.67
304.11,294.98,304.30,292.00
296.13,298.29,298.29,295.14
297.00,297.14,299.16,296.58
297.03,294.86,297.44,294.84
294.95,300.10,300.10,294.07
300.95,302.60,302.63,300.95
303.85,304.16,304.60,303.48
306.00,305.80,307.86,304.50
305.81,306.10,306.43,304.10
305.56,295.37,305.56,295.37
296.28,298.06,298.90,296.27
297.75,298.53,298.55,295.29
300.91,304.34,304.34,296.58
305.64,302.53,305.64,302.53
302.71,299.90,302.71,299.35
299.89,301.89,303.00,299.54
301.00,299.49,302.41,299.49
297.99,300.48,300.48,297.99
300.83,300.26,301.23,298.82
303.00,305.84,305.84,299.78
304.50,303.29,305.87,303.00
307.63,311.00,311.00,306.75
310.71,304.86,310.71,303.83
302.35,298.00,302.53,298.00
294.12,301.37,301.78,292.15
303.30,305.45,306.38,301.80
304.95,298.19,304.95,298.19
298.25,298.61,303.17,295.76
298.95,301.26,303.00,298.95
301.69,296.10,302.21,296.10
297.95,299.18,301.27,297.95
301.11,303.06,303.80,301.11
301.83,302.00,303.20,301.83
301.63,298.51,302.49,298.51
299.00,299.29,301.47,299.00
300.99,303.77,303.77,300.99
299.23,301.97,304.00,299.23
302.96,303.36,304.40,300.81
300.01,301.25,303.61,300.01
302.82,304.17,304.42,302.36
303.34,304.00,304.47,302.05
302.99,301.79,303.00,299.27
301.00,300.72,302.20,300.60
302.38,302.86,303.69,301.18
302.93,301.05,303.63,299.98
302.08,302.18,302.45,300.44
302.28,304.25,304.25,301.90
304.46,305.50,306.89,303.24
305.40,304.18,308.42,304.18
304.58,302.01,306.64,302.01
302.71,306.09,307.12,302.71
306.36,307.93,308.00,306.05
308.83,307.41,310.18,307.41
306.96,306.37,307.05,304.99
306.00,310.00,310.00,305.91
309.67,306.26,309.67,306.26
305.51,308.47,308.47,305.50
307.88,308.61,309.23,307.88
309.90,310.00,311.00,308.77
310.48,307.78,310.99,307.78
309.00,306.37,309.97,306.11
306.91,309.96,310.53,306.75
311.21,308.23,311.21,307.92
308.00,308.10,309.12,307.09
309.00,306.86,309.00,306.86
308.00,306.06,308.00,305.40
305.82,305.87,307.30,304.49
307.16,306.77,308.00,306.50
308.00,308.54,308.54,306.00
307.81,304.05,307.81,303.70
304.13,306.61,306.77,304.13
306.38,307.93,309.24,305.00
306.79,305.50,309.03,305.50
304.65,304.80,306.99,304.65
306.00,305.50,306.35,303.05
306.15,308.98,308.98,305.51
308.74,313.14,313.14,308.48
313.93,312.80,313.93,311.44
313.98,313.00,314.00,312.00
313.88,305.59,313.88,305.59
308.78,308.78,308.78,305.56
308.78,310.75,310.75,307.99
309.06,309.00,309.73,308.76
309.62,312.00,312.00,308.88
312.00,315.00,317.71,311.36
316.59,317.46,317.46,315.17
317.00,318.90,318.90,315.80
318.50,319.40,319.71,318.50
318.59,320.46,320.46,318.59
320.49,323.88,323.95,320.49
324.92,322.42,324.92,322.42
322.59,324.26,325.50,322.59
325.09,327.56,327.56,323.92
328.11,333.29,334.38,328.11
333.62,337.94,337.94,333.02
333.00,338.25,339.54,333.00
339.63,338.41,342.55,338.41
338.01,336.67,339.92,336.67
338.49,338.00,339.98,337.05
338.38,340.75,340.75,337.36
340.23,336.58,340.37,335.69
337.65,336.46,337.99,336.24
339.83,342.24,342.71,338.67
340.44,338.20,341.06,338.20
338.20,332.59,338.20,332.59
335.04,331.50,335.68,331.50
331.97,332.36,333.41,329.48
328.98,329.10,330.11,328.98
329.21,326.16,329.21,325.39
324.86,324.40,327.00,321.91
317.50,323.00,324.49,315.50
324.10,322.25,325.32,322.25
324.10,323.18,324.10,322.63
324.87,321.93,326.35,321.93
325.66,327.53,327.53,323.33
326.16,329.62,330.36,326.16
330.56,325.25,330.56,324.78
324.69,325.42,326.51,324.00
325.24,325.05,327.59,324.35
326.75,327.53,330.50,325.68
327.05,332.32,333.29,326.03
328.02,333.50,333.74,328.00
332.03,330.98,333.16,330.68
332.00,338.90,338.90,330.69
338.58,336.36,340.91,336.03
336.71,335.60,337.87,333.92
335.28,334.58,337.04,334.58
334.57,337.36,338.98,334.57
337.63,334.77,337.63,334.77
335.16,332.64,335.16,332.24
333.86,330.21,333.86,330.10
330.50,330.69,332.84,329.16
329.92,329.91,333.50,329.44
330.46,330.75,330.75,329.11
328.88,332.60,334.70,328.50
332.76,333.37,333.91,329.92
335.21,336.77,337.63,332.89
334.84,335.06,338.19,334.70
333.59,334.70,336.38,330.79
334.93,331.13,334.93,330.38
330.09,330.46,330.46,325.73
329.21,329.33,330.00,328.38
328.75,329.00,329.07,327.67
329.20,331.00,332.32,326.59
331.50,333.75,334.84,330.52
333.39,331.97,335.82,331.97
331.30,329.00,332.16,329.00
329.35,333.87,334.50,329.35
334.52,331.82,335.34,331.82
331.80,330.60,333.02,329.54
330.42,326.26,330.50,326.26
326.96,329.00,329.00,325.79
328.90,327.97,329.00,327.55
327.29,328.50,328.79,326.65
328.65,325.62,328.65,325.50
325.16,328.20,328.41,325.16
328.45,328.05,328.98,328.05
328.01,326.49,328.21,326.49
325.02,325.45,327.06,325.02
326.14,327.27,327.78,325.97
327.44,329.58,329.58,326.06
328.94,330.26,330.26,327.97
329.12,332.00,334.90,329.00
333.61,333.17,334.35,331.73
332.11,328.29,335.56,328.22
328.81,328.99,330.68,326.45
326.78,327.66,329.35,326.56
327.50,326.00,329.11,325.68
327.24,326.23,327.81,325.57
326.52,324.75,327.96,324.75
325.77,328.49,328.50,325.77
327.51,326.56,329.31,325.94
327.27,326.50,327.67,324.81
326.75,328.20,330.77,326.62
328.00,327.10,329.51,327.10
328.22,326.90,328.49,325.33
328.32,324.20,328.32,324.01
323.32,325.71,327.74,323.32
325.71,327.19,329.42,325.71
327.12,327.07,328.48,326.77
325.23,324.26,329.54,323.91
325.35,327.00,329.32,324.60
327.92,329.00,329.00,327.01
329.00,329.47,329.50,328.50
330.23,332.00,334.19,329.57
332.11,333.11,333.50,329.34
333.16,334.30,335.78,332.01
334.41,332.26,334.41,329.97
333.34,334.83,337.96,332.98
334.32,333.98,334.51,332.42
333.98,333.27,334.58,333.27
331.28,331.06,334.20,330.17
329.72,331.90,334.03,329.72
334.03,335.00,335.78,334.03
335.90,335.25,335.96,334.78
335.15,333.00,335.46,333.00
332.08,329.01,332.08,329.01
330.85,329.41,330.85,329.41
329.20,328.25,330.00,327.12
328.11,330.60,331.54,323.54
329.99,328.95,330.50,328.95
327.55,329.36,330.00,326.74
328.40,329.80,330.50,328.40
329.25,328.84,332.89,328.84
329.88,329.16,331.26,328.10
329.79,329.41,330.04,327.38
330.02,329.98,333.00,329.69
329.05,328.52,331.79,328.52
328.60,331.17,331.17,328.39
330.00,315.81,330.00,311.10
317.96,307.00,317.96,296.97
307.67,278.74,309.80,278.74
283.00,304.19,305.69,280.31
298.08,279.88,304.41,279.41
288.95,300.25,301.37,281.29
302.42,298.32,303.00,296.49
301.93,300.00,301.93,299.72
299.91,298.27,301.04,298.27
300.29,299.77,300.29,299.43
293.70,291.81,299.25,290.51
292.84,294.72,298.99,292.84
298.00,292.55,299.48,288.55
293.62,296.86,297.28,293.62
296.35,299.00,299.00,292.88
299.26,294.01,299.26,292.74
293.59,292.89,299.41,291.04
293.88,299.15,300.69,293.88
297.16,297.84,299.00,296.48
297.36,298.96,299.52,296.73
297.79,295.07,298.45,295.07
291.00,289.80,294.93,289.80
283.62,284.99,287.74,282.07
287.92,297.70,297.81,287.76
296.12,290.63,296.12,290.63
288.92,283.05,291.68,281.30
280.99,283.00,285.50,280.99
284.56,283.54,284.65,280.21
285.00,286.00,291.07,281.07
288.01,289.82,289.82,283.96
290.00,285.29,290.00,283.37
282.06,283.81,288.29,280.00
284.00,285.73,291.17,283.00
285.10,281.95,288.58,281.95
280.38,286.79,288.44,280.29
285.58,288.61,288.61,284.65
290.01,292.00,293.05,289.79
295.29,286.99,295.62,285.40
286.56,282.05,288.18,282.05
285.59,287.99,288.95,283.60
284.79,288.50,294.10,284.20
286.98,282.05,293.66,282.05
281.76,288.49,290.22,280.77
289.63,286.03,289.63,282.40
284.88,289.31,289.31,282.51
290.38,279.93,290.38,279.93
281.83,286.97,287.45,281.25
285.00,284.41,286.44,283.34
284.40,286.76,289.69,283.69
284.52,286.83,289.69,284.52
289.40,290.14,292.11,287.83
289.90,283.30,289.90,283.30
284.19,293.58,293.58,283.31
292.73,289.50,295.97,289.50
288.45,294.42,295.87,288.45
297.00,303.01,305.37,297.00
302.65,307.15,308.56,302.06
306.68,306.78,308.74,305.05
308.26,312.30,314.25,308.11
319.07,320.25,320.25,315.01
317.80,319.80,320.53,317.21
317.25,317.32,319.01,315.12
313.04,303.92,314.95,303.92
306.25,315.18,315.22,306.25
317.00,319.85,320.15,314.05
319.94,318.55,320.81,317.49
317.80,319.04,319.50,317.06
319.78,319.15,321.01,318.22
317.95,319.49,320.34,312.72
320.51,321.57,321.57,317.99
322.58,320.15,323.40,318.05
319.74,313.77,320.86,313.73
313.95,312.90,314.85,311.27
311.88,308.43,313.81,308.43
309.51,312.47,314.97,309.51
313.06,314.26,316.88,311.54
308.06,293.01,308.06,282.51
293.49,285.70,296.22,285.70
286.00,278.25,286.00,278.25
277.96,277.15,280.82,277.03
281.07,287.56,287.56,280.53
289.35,283.65,289.35,282.90
289.06,288.00,289.06,285.31
288.73,279.31,291.01,278.14
280.56,280.10,284.97,280.10
281.95,286.16,287.07,280.36
286.00,284.48,286.00,283.58
285.45,285.63,286.39,283.25
284.34,281.85,285.17,281.85
284.34,286.65,286.84,283.73
284.51,282.62,284.51,282.42
284.41,283.55,286.08,282.76
283.59,283.17,287.27,283.17
285.40,283.13,285.96,283.13
284.00,286.54,286.54,284.00
286.00,284.13,287.00,282.91
285.84,287.57,287.74,285.23
287.48,287.73,287.73,286.69
287.05,285.24,287.70,283.45
286.22,286.68,289.00,285.50
285.25,285.50,287.75,285.01
285.82,285.35,285.82,283.00
286.40,286.38,286.56,284.59
286.38,285.29,287.10,284.32
287.97,284.86,287.97,284.86
286.00,285.00,286.40,284.58
283.67,285.92,285.92,281.51
284.10,286.45,286.45,283.66
286.45,284.95,286.45,284.21
284.70,286.00,286.95,284.70
286.00,286.47,286.80,285.79
287.40,286.29,287.40,285.61
286.00,284.25,289.35,283.03
285.45,286.00,286.22,284.95
286.00,286.66,286.66,285.03
286.50,286.00,286.50,285.39
286.00,286.25,286.34,285.52
286.49,287.46,287.47,285.57
286.69,287.00,287.23,285.86
287.00,287.06,287.24,286.32
287.20,287.00,287.53,286.93
286.83,288.05,288.39,285.20
286.21,287.00,287.89,285.37
288.10,289.35,290.40,287.00
289.10,295.53,296.77,288.90
296.41,298.70,298.70,296.17
300.00,303.53,303.53,297.84
302.56,302.25,302.84,299.32
302.60,305.19,306.48,301.00
304.50,305.77,305.91,303.47
305.95,307.13,307.96,303.60
306.49,306.00,306.67,304.52
306.90,306.66,308.10,305.18
306.92,303.62,306.92,302.90
303.46,303.27,304.76,302.06
302.40,300.88,303.52,299.78
300.82,301.00,302.00,300.01
301.00,303.50,303.50,300.78
302.41,301.00,305.34,299.92
299.99,302.53,302.53,299.68
304.00,313.73,317.23,303.21
313.35,319.66,320.00,309.54
319.70,316.76,323.00,308.89
324.95,324.64,326.56,318.90
322.48,322.85,324.64,322.14
324.00,328.50,328.99,322.16
328.99,325.25,330.00,319.09
321.80,322.50,324.87,321.32
325.00,317.91,325.00,315.42
320.45,323.31,323.31,317.01
323.87,330.61,330.61,322.00
329.95,331.80,331.80,324.10
327.39,329.51,331.26,323.24
328.09,330.00,330.00,326.85
329.35,338.80,338.95,329.00
335.07,331.46,335.98,330.01
329.44,330.65,331.34,327.50
329.72,331.60,332.35,328.26
332.64,328.96,333.60,328.96
327.08,328.32,329.08,324.86
328.23,329.41,330.61,326.49
333.52,333.17,334.16,328.02
333.17,331.07,334.34,329.61
331.50,331.17,333.11,327.89
330.72,331.14,331.83,325.95
331.62,329.10,333.00,329.10
330.19,331.38,334.80,329.39
331.99,335.54,335.78,330.13
335.00,334.02,336.75,333.27
332.81,334.83,335.78,331.75
331.84,332.11,333.53,329.60
331.10,328.82,332.08,327.51
330.37,332.80,333.60,328.74
332.80,337.04,337.04,332.42
337.15,331.85,338.39,331.85
332.95,334.10,336.44,331.78
335.70,338.11,339.80,335.70
337.05,336.61,337.13,334.61
335.69,337.54,338.94,334.10
338.84,335.48,339.11,334.73
333.07,336.39,337.34,328.66
335.81,338.61,339.47,334.97
339.98,339.15,340.98,338.06
338.00,340.28,341.00,336.58
340.25,341.35,341.88,337.80
340.46,342.90,344.22,339.47
342.14,344.00,346.70,341.62
342.13,343.03,345.61,339.67
344.42,340.60,344.99,340.01
340.75,338.01,342.99,335.52
338.79,339.58,339.58,334.16
337.65,340.50,341.68,335.15
337.58,339.30,343.34,336.22
340.89,340.65,343.14,339.66
338.02,341.32,342.18,334.05
340.41,338.35,340.41,336.89
338.81,335.84,339.61,334.80
337.36,327.50,337.92,327.50
328.16,327.29,330.15,326.64
328.79,327.00,328.79,322.97
326.77,324.65,327.36,323.12
325.05,326.33,326.48,324.30
324.56,327.60,327.99,323.11
327.34,333.00,333.00,325.83
333.00,329.50,333.00,329.00
332.00,329.37,332.39,328.36
327.44,329.00,330.35,327.10
328.07,329.00,329.00,324.29
327.10,323.90,327.84,322.87
325.54,320.78,329.41,319.08
319.25,325.35,325.36,318.43
327.93,329.00,330.56,326.16
331.28,325.03,332.57,324.35
325.69,328.62,329.23,325.00
330.90,330.00,333.61,328.95
330.85,330.45,332.00,327.77
332.16,328.20,332.16,325.94
327.42,331.99,332.29,327.10
331.78,328.96,333.70,327.46
328.51,332.40,332.87,328.51
333.40,334.12,334.80,331.73
334.02,335.10,335.34,330.60
333.50,329.75,335.95,329.10
329.98,330.73,336.28,328.79
329.00,328.50,330.32,328.15
329.00,328.50,333.99,327.35
328.61,331.93,332.89,328.51
330.86,336.70,336.70,330.86
339.00,339.75,339.93,336.85
339.48,339.89,341.00,335.54
340.50,342.59,342.74,339.93
342.76,344.28,344.81,341.89
343.06,341.45,343.88,339.30
341.84,342.68,342.75,340.02
344.43,342.18,344.43,340.85
343.00,343.02,343.96,340.67
342.26,341.20,342.48,339.15
341.36,342.86,344.00,341.25
341.79,342.56,343.95,340.72
343.80,345.21,345.21,342.27
343.97,344.52,347.00,343.97
344.35,344.06,346.38,344.06
343.08,340.41,343.85,340.41
338.48,338.39,340.72,337.82
339.55,338.11,340.00,336.50
339.56,338.89,340.34,338.01
341.95,342.54,344.00,339.81
343.43,345.97,348.06,341.79
345.50,344.09,346.85,342.54
343.11,345.81,346.63,341.83
346.00,339.67,346.94,339.00
339.29,340.05,344.48,339.29
344.77,345.68,346.07,340.33
346.00,344.23,346.87,343.81
345.00,346.02,349.64,342.51
345.00,343.60,347.08,343.44
343.78,341.38,346.85,340.41
340.69,341.38,341.91,339.00
341.60,337.14,341.60,336.42
338.09,339.52,341.35,336.80
339.97,336.25,339.97,334.42
336.01,334.80,337.15,334.65
334.79,335.51,335.89,333.53
336.84,334.76,337.17,334.22
335.00,334.05,335.92,333.16
334.18,333.20,335.47,329.05
334.10,328.19,334.82,328.19
328.95,330.15,330.39,328.69
330.58,332.42,336.08,330.16
333.88,334.20,335.18,332.61
335.00,334.35,337.09,332.66
332.30,334.70,335.00,330.96
337.98,337.15,337.98,334.90
338.58,343.69,343.69,336.69
345.70,347.28,352.36,345.68
348.11,352.84,353.14,347.10
352.60,346.30,353.88,344.49
345.26,347.50,347.71,342.53
346.45,347.70,348.35,340.06
349.55,350.65,353.36,349.22
350.70,351.09,351.85,345.54
351.57,353.78,353.97,350.10
353.70,352.32,357.67,352.31
352.75,354.76,357.16,351.82
354.82,354.10,356.90,350.86
353.30,352.18,353.78,350.74
354.08,353.33,358.63,352.66
353.30,355.00,359.58,352.14
356.92,351.61,359.85,351.38
352.75,346.75,353.67,344.25
347.47,347.31,349.40,345.28
345.49,344.94,348.20,344.40
345.41,345.33,346.42,341.26
346.46,346.85,347.03,344.00
346.58,346.42,349.84,345.98
347.50,349.83,351.00,343.00
350.05,349.80,351.59,348.51
348.52,353.19,353.68,348.41
352.62,351.41,354.31,350.23
351.56,350.61,352.59,350.21
352.77,350.50,353.95,349.86
351.67,346.27,352.34,345.81
348.00,350.40,350.46,347.04
351.06,352.93,354.69,350.38
353.35,353.50,354.41,351.85
354.58,355.46,364.89,353.59
355.17,351.28,355.17,349.39
351.43,351.05,353.24,348.98
349.42,347.53,350.27,345.12
347.88,349.20,352.46,344.34
352.00,348.94,352.60,348.48
349.75,348.40,349.75,345.70
344.00,347.60,349.00,342.01
346.83,349.27,355.46,346.01
348.89,340.08,349.18,336.07
340.69,345.96,347.46,339.31
346.96,348.11,349.23,345.72
345.34,341.14,346.45,335.17
341.35,332.44,342.04,330.90
332.79,330.22,335.37,330.22
330.15,325.56,333.20,322.12
326.64,331.81,337.67,313.85
332.17,327.46,334.14,325.74
327.75,327.77,329.57,324.64
328.87,328.57,331.89,324.60
330.00,326.66,331.14,322.20
326.75,327.99,329.64,323.41
327.97,336.69,336.69,326.01
336.44,334.81,339.01,333.40
334.48,331.33,338.33,327.72
332.32,328.34,332.97,326.55
328.85,334.19,334.93,325.26
334.80,330.08,334.99,326.61
330.31,351.00,351.00,327.84
343.92,335.10,344.49,333.62
336.77,334.98,337.65,334.33
334.58,334.01,336.61,332.40
333.57,332.83,335.83,331.55
334.19,333.69,334.77,331.57
334.04,333.00,335.03,331.90
334.60,337.19,337.19,330.01
337.55,334.88,340.21,333.83
334.68,331.67,334.68,330.44
331.24,327.80,332.08,327.18
328.00,332.45,333.01,328.00
333.35,332.54,334.33,329.83
330.00,329.21,332.25,329.06
330.66,330.40,331.89,328.42
326.94,329.91,335.32,326.02
331.63,335.45,337.41,331.63
335.73,331.52,335.73,331.28
332.95,329.84,334.91,327.09
329.36,331.76,337.56,329.36
331.99,335.42,336.58,328.13
340.49,343.43,343.43,337.67
342.95,343.98,346.50,341.34
344.12,348.00,348.00,343.35
346.75,345.48,349.27,345.47
346.00,343.30,346.00,341.75
345.20,345.84,346.50,343.60
347.80,351.36,351.89,346.31
351.69,350.62,351.69,349.15
350.37,357.30,357.30,350.37
355.91,354.18,357.49,351.58
353.80,348.55,353.92,348.40
349.02,349.62,350.65,347.04
349.00,351.20,352.39,348.96
351.89,359.47,360.59,351.89
358.02,359.91,360.98,355.20
361.29,359.82,363.70,356.76
360.02,356.97,361.34,353.26
358.26,359.81,360.58,356.30
359.90,361.35,364.42,358.39
361.76,362.12,364.51,360.18
359.63,360.59,363.77,358.79
362.78,364.87,366.34,362.49
365.07,366.77,368.00,363.92
367.72,367.20,369.25,362.73
364.73,366.48,367.89,363.33
366.01,369.12,369.12,364.68
368.76,375.63,375.71,368.59
375.17,375.17,375.99,373.62
374.20,374.96,377.63,373.26
376.84,378.30,380.54,375.90
377.22,373.64,377.92,373.64
373.99,376.76,377.24,373.04
376.98,377.03,382.36,376.70
377.20,374.17,379.57,373.54
374.35,377.06,377.88,372.93
378.58,377.33,382.37,377.14
379.53,372.35,379.67,372.13
373.80,376.13,377.89,372.01
376.06,376.00,377.58,373.17
376.67,377.87,382.14,376.46
375.36,377.01,378.00,370.20
375.84,378.65,379.64,373.98
378.54,384.01,384.17,378.03
383.93,382.61,385.96,380.14
382.86,386.09,386.51,381.19
388.46,387.16,388.54,385.81
385.62,386.23,387.94,382.83
386.71,388.16,388.62,383.03
389.30,389.18,391.02,387.60
389.90,394.34,394.61,387.64
392.45,379.50,394.99,379.50
381.53,390.15,392.90,381.06
390.63,390.28,391.32,386.31
390.88,393.34,393.64,389.45
391.00,389.98,392.61,387.01
390.23,389.89,390.46,387.95
389.89,384.94,390.09,384.94
385.39,388.40,390.86,385.00
382.00,386.40,390.75,380.96
386.41,395.92,395.92,386.12
394.42,390.65,394.75,388.68
391.42,389.60,391.95,386.19
389.49,385.70,389.49,381.50
385.96,385.68,386.23,381.49
383.00,381.74,384.50,381.17
383.29,386.08,387.41,382.37
385.63,388.35,390.78,384.56
388.87,390.87,391.88,387.12
390.83,390.27,391.95,389.06
389.94,392.50,392.53,387.55
390.76,374.61,392.57,374.35
376.19,377.18,378.33,374.08
376.51,380.59,381.35,374.50
378.75,378.25,383.19,377.50
377.72,381.11,383.50,377.27
381.14,379.54,382.67,377.00
381.71,386.42,387.51,379.59
385.44,388.90,389.78,385.20
390.00,391.55,393.40,388.31
391.75,390.70,394.71,387.63
391.09,390.55,393.45,387.17
390.50,393.74,393.74,382.36
392.76,386.35,393.71,384.96
387.97,386.88,389.49,380.22
389.39,384.80,391.54,383.61
383.19,391.84,392.72,383.19
391.98,399.00,399.00,390.08
397.80,397.51,398.80,395.94
398.21,392.85,398.21,391.50
392.97,392.03,393.59,390.15
390.69,391.13,393.01,388.86
393.16,393.37,396.10,392.50
392.95,400.00,400.00,392.14
399.99,400.00,403.36,398.24
402.35,398.13,402.70,395.83
397.75,398.00,399.33,396.52
399.90,396.97,400.09,395.56
397.87,393.74,399.36,391.77
390.51,394.02,395.80,389.96
393.94,396.21,396.97,390.74
400.34,395.05,400.34,391.90
392.78,391.89,393.75,388.25
392.40,396.60,397.08,390.93
394.82,390.00,398.77,390.00
390.12,381.51,390.34,377.40
381.99,379.10,383.89,377.54
379.35,378.13,381.80,377.75
377.99,384.84,384.90,377.99
386.00,388.13,388.38,383.50
388.48,390.99,392.08,387.13
389.43,387.14,389.43,385.37
389.56,384.77,389.56,383.77
383.74,382.94,384.00,380.05
384.30,384.05,386.02,382.07
385.79,389.47,389.98,385.56
388.81,392.43,394.17,388.66
392.38,384.76,392.38,383.48
