RBPAA,Royal Bancshares of Pennsylvania,NASDAQ
1.52,1.43,1.53,1.43
1.37,1.45,1.46,1.37
1.37,1.20,1.37,1.18
1.31,1.23,1.33,1.16
1.23,1.34,1.36,1.17
1.31,1.40,1.49,1.16
1.42,1.42,1.42,1.42
1.42,1.35,1.42,1.32
1.45,1.44,1.45,1.44
1.31,1.35,1.35,1.31
1.35,1.47,1.47,1.35
1.43,1.40,1.46,1.40
1.45,1.47,1.48,1.35
1.43,1.40,1.43,1.35
1.49,1.60,1.77,1.49
1.42,1.49,1.60,1.33
1.49,1.55,1.60,1.38
1.55,1.60,1.60,1.50
1.48,1.84,1.84,1.48
1.79,1.79,1.79,1.79
1.62,1.75,1.77,1.51
1.80,1.80,1.80,1.78
1.61,1.79,1.79,1.61
1.84,1.80,1.84,1.79
1.85,1.80,1.90,1.80
1.85,1.85,1.85,1.85
1.85,1.90,1.98,1.85
1.88,1.92,1.96,1.88
1.93,1.82,1.99,1.82
1.75,1.81,1.81,1.75
1.81,1.80,1.81,1.80
1.80,1.68,1.81,1.65
1.65,1.65,1.69,1.65
1.65,1.67,1.67,1.64
1.64,1.61,1.64,1.59
1.65,1.48,1.68,1.46
1.47,1.49,1.49,1.45
1.47,1.49,1.49,1.47
1.50,1.55,1.55,1.50
1.58,1.65,1.65,1.58
1.60,1.60,1.60,1.57
1.60,1.60,1.70,1.60
1.60,1.62,1.62,1.60
1.62,1.62,1.62,1.62
1.55,1.50,1.55,1.50
1.51,1.50,1.51,1.50
1.50,1.45,1.50,1.45
1.49,1.46,1.50,1.46
1.48,1.46,1.50,1.46
1.46,1.46,1.47,1.46
1.47,1.47,1.50,1.46
1.50,1.50,1.50,1.50
1.50,1.41,1.54,1.35
1.44,1.41,1.44,1.40
1.45,1.44,1.47,1.44
1.44,1.42,1.44,1.42
1.42,1.43,1.49,1.42
1.43,1.41,1.43,1.41
1.43,1.42,1.43,1.40
1.40,1.40,1.42,1.40
1.43,1.43,1.45,1.43
1.44,1.41,1.57,1.41
1.45,1.45,1.45,1.40
1.45,1.43,1.45,1.43
1.39,1.39,1.46,1.39
1.39,1.39,1.40,1.39
1.40,1.37,1.40,1.37
1.37,1.39,1.39,1.37
1.39,1.39,1.39,1.39
1.38,1.36,1.38,1.36
1.36,1.36,1.36,1.36
1.34,1.34,1.34,1.34
1.39,1.52,1.54,1.39
1.69,1.52,1.69,1.50
1.50,1.41,1.60,1.34
1.41,1.66,1.67,1.41
1.63,1.50,1.63,1.50
1.66,1.59,1.66,1.56
1.66,1.52,1.72,1.52
1.55,1.53,1.71,1.53
1.59,1.59,1.59,1.59
1.64,1.69,1.71,1.64
1.67,1.67,1.67,1.67
1.61,1.71,1.73,1.61
1.71,1.71,1.72,1.71
1.66,1.75,1.75,1.66
1.66,1.69,1.75,1.60
1.65,1.66,1.74,1.65
1.62,1.69,1.75,1.62
1.69,1.62,1.69,1.62
1.60,1.62,1.62,1.60
1.62,1.58,1.66,1.58
1.54,1.55,1.55,1.54
1.57,1.54,1.57,1.53
1.52,1.41,1.52,1.41
1.43,1.36,1.43,1.35
1.39,1.39,1.42,1.37
1.41,1.41,1.41,1.41
1.35,1.35,1.40,1.30
1.32,1.35,1.40,1.32
1.35,1.35,1.35,1.35
1.36,1.34,1.39,1.31
1.37,1.41,1.43,1.37
1.49,1.46,1.49,1.37
1.41,1.43,1.48,1.36
1.41,1.43,1.44,1.36
1.59,1.47,1.71,1.44
1.44,1.50,1.54,1.44
1.46,1.45,1.50,1.45
1.49,1.45,1.49,1.45
1.52,1.42,1.52,1.36
1.44,1.46,1.53,1.40
1.57,1.42,1.57,1.42
1.42,1.44,1.44,1.42
1.43,1.40,1.43,1.40
1.43,1.49,1.49,1.43
1.46,1.44,1.46,1.44
1.40,1.44,1.44,1.40
1.45,1.48,1.48,1.45
1.41,1.39,1.43,1.36
1.41,1.35,1.41,1.35
1.38,1.45,1.45,1.38
1.36,1.38,1.40,1.36
1.40,1.41,1.45,1.40
1.37,1.44,1.44,1.35
1.45,1.37,1.45,1.32
1.33,1.37,1.37,1.32
1.30,1.40,1.40,1.30
1.33,1.36,1.41,1.33
1.35,1.36,1.36,1.33
1.33,1.39,1.39,1.33
1.40,1.37,1.40,1.37
1.38,1.36,1.38,1.36
1.35,1.39,1.39,1.30
1.35,1.38,1.39,1.33
1.39,1.40,1.40,1.39
1.34,1.40,1.40,1.34
1.40,1.35,1.40,1.35
1.35,1.39,1.39,1.35
1.40,1.42,1.49,1.40
1.49,1.49,1.49,1.44
1.50,1.49,1.50,1.45
1.49,1.46,1.50,1.46
1.49,1.59,1.59,1.48
1.59,1.56,1.59,1.53
1.45,1.51,1.51,1.44
1.49,1.53,1.54,1.49
1.55,1.65,1.70,1.55
1.68,1.56,1.68,1.56
1.66,1.66,1.66,1.58
1.66,1.66,1.66,1.66
1.57,1.56,1.57,1.56
1.58,1.57,1.63,1.57
1.57,1.49,1.59,1.49
1.49,1.49,1.49,1.49
1.47,1.47,1.66,1.44
1.47,1.47,1.47,1.47
1.50,1.50,1.65,1.50
1.50,1.50,1.50,1.50
1.51,1.51,1.51,1.50
1.46,1.46,1.46,1.46
1.41,1.46,1.59,1.40
1.44,1.49,1.58,1.42
1.46,1.50,1.59,1.46
1.57,1.46,1.57,1.46
1.46,1.48,1.48,1.46
1.48,1.55,1.55,1.47
1.48,1.58,1.58,1.48
1.59,1.84,1.97,1.59
1.85,2.10,2.10,1.85
2.37,2.99,3.50,2.10
3.09,2.90,3.09,2.50
2.80,2.65,2.80,2.53
2.65,2.39,2.65,2.35
2.56,2.46,2.83,2.38
2.55,2.41,2.60,2.41
2.30,2.49,2.56,2.30
2.49,2.50,2.56,2.41
2.50,2.68,2.79,2.48
2.63,2.90,3.00,2.51
2.90,3.00,3.03,2.86
3.15,2.78,3.15,2.65
2.65,2.76,2.92,2.65
2.80,2.74,2.90,2.58
2.69,2.89,2.89,2.65
2.95,2.82,2.96,2.70
2.84,2.90,2.97,2.82
2.90,2.88,2.98,2.79
2.80,2.91,2.91,2.73
2.98,3.00,3.00,2.85
3.00,2.89,3.00,2.78
2.97,3.14,3.15,2.84
3.16,3.05,3.19,3.02
3.07,3.18,3.18,3.05
3.12,3.15,3.15,3.10
3.20,3.30,3.40,3.12
3.37,3.40,3.41,3.16
3.40,3.50,3.88,3.40
3.59,3.48,3.59,3.41
3.50,3.15,3.50,3.15
3.16,3.15,3.19,3.00
3.13,3.13,3.15,3.00
3.12,3.10,3.13,2.92
3.08,3.07,3.09,2.91
2.90,2.99,3.05,2.90
3.00,2.90,3.00,2.90
2.91,2.95,2.95,2.91
2.95,2.91,3.10,2.91
2.98,2.90,2.98,2.90
2.92,2.98,2.98,2.90
2.95,2.94,3.04,2.94
2.91,2.95,2.95,2.90
3.00,3.10,3.16,3.00
3.06,2.93,3.08,2.91
2.95,2.94,2.95,2.93
2.87,2.81,2.87,2.81
2.71,2.61,2.74,2.56
2.66,2.33,2.66,2.33
2.42,2.35,2.42,2.34
2.35,2.26,2.35,2.25
2.32,2.01,2.32,1.98
2.06,2.17,2.24,1.95
2.22,2.25,2.25,2.22
2.26,2.25,2.26,2.25
2.26,2.25,2.29,2.25
2.25,2.25,2.37,2.25
2.25,2.23,2.25,2.23
2.24,2.23,2.24,2.23
2.22,2.18,2.22,2.15
2.20,2.42,2.50,2.20
2.32,2.29,2.35,2.22
2.23,2.23,2.30,2.21
2.25,2.23,2.25,2.23
2.22,2.28,2.31,2.22
2.29,2.40,2.45,2.29
2.50,2.36,2.50,2.35
2.45,2.40,2.45,2.30
2.30,2.26,2.30,2.26
2.28,2.31,2.50,2.23
2.33,2.34,2.35,2.32
2.34,2.34,2.34,2.34
2.30,2.30,2.30,2.30
2.30,2.23,2.35,2.22
2.28,2.36,2.46,2.28
2.45,2.46,2.46,2.45
2.29,2.30,2.35,2.28
2.25,2.25,2.25,2.25
2.24,2.15,2.24,2.13
2.07,2.00,2.19,2.00
2.00,1.96,2.08,1.95
2.00,2.00,2.01,1.96
1.99,1.97,1.99,1.92
1.95,1.92,1.98,1.92
1.95,1.79,1.95,1.79
1.80,1.75,1.80,1.75
1.75,1.75,1.79,1.75
1.75,1.80,1.80,1.75
1.79,1.78,1.79,1.76
1.75,1.75,1.79,1.75
1.79,1.73,1.79,1.69
1.71,1.69,1.71,1.69
1.73,1.73,1.77,1.73
1.73,1.70,1.75,1.70
1.68,1.64,1.68,1.63
1.66,1.63,1.66,1.60
1.62,1.61,1.62,1.60
1.60,1.60,1.61,1.60
1.58,1.76,1.83,1.58
1.71,1.93,1.95,1.71
1.83,1.99,2.00,1.76
1.89,2.01,2.07,1.89
2.10,2.02,2.15,2.01
2.08,2.03,2.12,2.01
2.12,2.20,2.41,2.09
2.24,2.10,2.29,2.09
2.10,2.10,2.12,2.01
2.08,2.00,2.09,2.00
2.09,2.12,2.34,2.04
2.12,2.14,2.15,2.07
2.14,2.09,2.14,2.06
2.04,2.03,2.10,1.97
1.99,2.09,2.09,1.98
2.12,2.07,2.25,1.98
2.05,2.09,2.09,1.97
2.01,1.86,2.01,1.82
1.83,1.75,1.94,1.65
1.75,1.78,1.87,1.75
1.76,1.80,1.90,1.75
1.81,1.81,1.90,1.75
1.81,1.75,1.81,1.74
1.77,1.55,1.85,1.51
1.56,1.56,1.60,1.50
1.60,1.44,1.60,1.38
1.44,1.44,1.45,1.30
1.46,1.51,1.55,1.43
1.54,1.54,1.54,1.50
1.50,1.51,1.52,1.50
1.51,1.50,1.53,1.48
1.51,1.48,1.52,1.46
1.49,1.50,1.50,1.48
1.53,1.50,1.53,1.48
1.51,1.54,1.55,1.48
1.54,1.70,1.70,1.51
1.70,1.67,1.70,1.65
1.68,1.68,1.71,1.58
1.64,1.63,1.67,1.62
1.62,1.72,1.72,1.62
1.70,1.71,1.74,1.67
1.72,1.83,1.85,1.70
1.84,1.90,1.94,1.80
1.90,1.93,1.93,1.87
1.93,1.81,1.93,1.64
1.78,1.75,1.78,1.70
1.75,1.71,1.79,1.70
1.71,1.73,1.77,1.65
1.75,1.65,1.80,1.65
1.62,1.68,1.73,1.62
1.73,1.69,1.76,1.68
1.68,1.67,1.70,1.67
1.68,1.67,1.72,1.60
1.70,1.69,1.70,1.67
1.66,1.67,1.69,1.65
1.66,1.61,1.68,1.61
1.64,1.62,1.64,1.61
1.60,1.60,1.63,1.60
1.65,1.65,1.66,1.61
1.63,1.64,1.69,1.62
1.65,1.63,1.67,1.63
1.63,1.63,1.63,1.61
1.61,1.57,1.64,1.47
1.60,1.59,1.60,1.53
1.69,1.62,1.70,1.62
1.64,1.74,1.74,1.64
1.74,1.67,1.74,1.67
1.69,1.74,1.74,1.67
1.74,1.75,1.80,1.74
1.79,1.78,1.80,1.75
1.77,1.81,1.81,1.75
1.82,1.87,1.92,1.82
1.88,1.84,1.88,1.74
1.82,1.96,1.97,1.81
1.96,1.94,1.96,1.89
1.91,1.94,1.95,1.88
1.91,1.88,1.91,1.88
1.88,1.88,1.89,1.87
1.93,1.87,1.93,1.81
1.87,1.94,1.94,1.87
1.90,1.83,1.90,1.80
1.86,1.90,1.90,1.80
1.84,1.90,1.90,1.82
1.92,1.78,1.92,1.75
1.78,1.78,1.78,1.75
1.80,1.79,1.80,1.75
1.80,1.78,1.80,1.75
1.81,1.80,1.81,1.78
1.82,1.80,1.83,1.78
1.82,1.80,1.82,1.78
1.79,1.79,1.80,1.76
1.76,1.78,1.79,1.75
1.78,1.79,1.80,1.78
1.80,1.80,1.80,1.78
1.80,1.79,1.80,1.77
1.80,1.80,1.80,1.78
1.80,1.80,1.84,1.78
1.81,1.70,1.82,1.70
1.75,1.70,1.77,1.70
1.70,1.75,1.78,1.70
1.74,1.71,1.74,1.71
1.74,1.73,1.75,1.71
1.73,1.70,1.73,1.70
1.71,1.68,1.75,1.62
1.65,1.70,1.70,1.60
1.70,1.66,1.70,1.65
1.70,1.60,1.70,1.60
1.67,1.57,1.67,1.54
1.57,1.59,1.64,1.57
1.61,1.56,1.61,1.55
1.55,1.55,1.64,1.52
1.56,1.56,1.69,1.52
1.58,1.60,1.68,1.55
1.61,1.64,1.68,1.57
1.68,1.68,1.69,1.65
1.70,1.73,1.73,1.68
1.69,1.68,1.70,1.63
1.69,1.66,1.69,1.59
1.69,1.64,1.70,1.62
1.62,1.61,1.64,1.60
1.60,1.63,1.66,1.60
1.60,1.70,1.70,1.60
1.68,1.76,1.76,1.64
1.77,1.73,1.77,1.69
1.71,1.70,1.79,1.62
1.70,1.65,1.75,1.64
1.65,1.74,1.79,1.65
1.75,1.71,1.75,1.64
1.68,1.68,1.75,1.68
1.68,1.75,1.79,1.68
1.79,1.69,1.79,1.69
1.79,1.78,1.79,1.75
1.79,1.71,1.79,1.71
1.72,1.79,1.79,1.72
1.79,1.77,1.79,1.72
1.74,1.79,1.80,1.72
1.79,1.80,1.84,1.79
1.79,1.80,1.83,1.79
1.84,1.81,1.84,1.80
1.81,1.80,1.81,1.79
1.84,1.80,1.84,1.80
1.80,1.76,1.80,1.71
1.73,1.90,1.90,1.73
1.75,1.76,1.90,1.75
1.80,1.81,1.90,1.79
1.84,1.80,1.85,1.79
1.77,1.86,1.90,1.75
1.84,1.82,1.89,1.82
1.81,1.81,1.85,1.81
1.79,1.83,1.85,1.79
1.82,1.80,1.83,1.76
1.86,1.83,1.86,1.78
1.76,1.79,1.79,1.76
1.79,1.80,1.84,1.79
1.80,1.81,1.83,1.80
1.81,1.77,1.84,1.77
1.85,1.72,1.85,1.68
1.72,1.67,1.75,1.67
1.75,1.71,1.75,1.71
1.70,1.70,1.71,1.70
1.71,1.76,1.77,1.70
1.76,1.78,1.80,1.76
1.80,1.78,1.80,1.78
1.80,1.79,1.80,1.78
1.81,1.75,1.81,1.75
1.75,1.70,1.75,1.69
1.73,1.70,1.74,1.70
1.75,1.71,1.75,1.70
1.72,1.72,1.72,1.70
1.75,1.72,1.75,1.68
1.78,1.70,1.78,1.70
1.75,1.70,1.75,1.70
1.70,1.70,1.73,1.70
1.70,1.81,1.81,1.70
1.80,1.71,1.80,1.71
1.72,1.70,1.75,1.70
1.70,1.71,1.75,1.70
1.68,1.71,1.75,1.68
1.71,1.71,1.71,1.70
1.71,1.71,1.71,1.71
1.71,1.71,1.74,1.71
1.71,1.70,1.71,1.66
1.70,1.74,1.74,1.70
1.71,1.71,1.75,1.70
1.71,1.74,1.74,1.66
1.70,1.70,1.71,1.68
1.69,1.80,1.80,1.69
1.82,1.76,1.82,1.74
1.89,1.82,1.90,1.81
1.81,1.83,1.83,1.81
1.80,1.78,1.89,1.76
1.80,1.81,1.88,1.80
1.88,1.72,1.88,1.72
1.72,1.72,1.78,1.72
1.71,1.72,1.74,1.71
1.75,1.72,1.75,1.72
1.78,1.78,1.83,1.73
1.81,1.79,1.83,1.71
1.77,1.78,1.83,1.76
1.78,1.75,1.78,1.75
1.89,1.80,1.89,1.80
1.78,1.83,1.83,1.76
1.84,1.82,1.98,1.80
1.80,1.85,1.87,1.80
1.82,1.92,1.95,1.82
1.95,1.94,2.11,1.91
1.91,1.90,1.97,1.90
1.88,1.86,1.90,1.82
1.83,1.81,1.88,1.80
1.80,1.80,1.84,1.78
1.81,1.84,1.84,1.81
1.84,1.80,1.85,1.80
1.78,1.84,1.84,1.78
1.84,1.83,1.85,1.83
1.85,1.81,1.88,1.79
1.84,1.86,1.87,1.82
1.82,1.85,1.86,1.81
1.81,1.85,1.89,1.80
1.87,1.81,1.87,1.80
1.81,1.83,1.87,1.81
1.80,1.81,1.86,1.77
1.80,1.85,1.85,1.80
1.85,1.85,1.90,1.84
1.87,1.80,1.87,1.77
1.80,1.83,1.83,1.80
1.83,1.80,1.84,1.80
1.83,1.83,1.84,1.82
1.83,1.87,1.89,1.83
1.90,1.90,1.90,1.83
1.84,1.84,1.85,1.84
1.85,1.90,1.94,1.84
1.92,1.83,1.95,1.83
1.89,1.85,1.92,1.84
1.87,1.91,1.91,1.81
1.92,1.94,2.00,1.83
1.90,1.90,1.94,1.82
1.91,1.80,1.97,1.80
1.88,1.89,1.90,1.82
1.82,1.89,1.90,1.81
1.89,1.97,1.98,1.89
1.93,1.93,1.97,1.93
1.89,2.32,2.49,1.89
2.23,2.05,2.30,2.00
2.15,2.00,2.15,1.90
2.05,1.98,2.05,1.90
1.89,2.01,2.01,1.86
2.01,2.06,2.06,1.90
1.98,1.94,2.00,1.92
1.95,1.94,2.01,1.94
2.01,1.96,2.01,1.90
1.92,2.02,2.02,1.92
2.05,2.10,2.10,1.99
2.03,2.06,2.06,2.00
2.09,2.04,2.09,2.00
1.97,2.02,2.03,1.95
1.99,2.05,2.05,1.96
2.04,1.97,2.04,1.93
1.97,1.99,2.00,1.95
1.96,1.96,2.03,1.93
1.98,1.95,2.03,1.94
1.97,1.91,1.98,1.90
1.94,1.91,1.97,1.91
1.94,1.91,1.99,1.91
1.95,1.97,2.01,1.93
1.95,2.00,2.01,1.92
2.03,1.97,2.03,1.93
1.91,1.97,1.98,1.91
1.95,2.00,2.00,1.92
2.00,2.06,2.10,1.97
1.91,2.06,2.07,1.91
2.05,2.05,2.08,2.05
2.05,2.05,2.09,2.05
2.09,2.05,2.09,2.00
2.02,2.08,2.08,2.02
2.04,2.05,2.06,2.03
2.06,2.08,2.08,2.05
2.05,2.05,2.09,2.02
2.05,2.07,2.10,2.05
2.05,2.08,2.10,2.05
2.15,2.06,2.15,2.06
2.03,2.12,2.12,2.03
2.06,2.07,2.07,2.02
2.10,2.06,2.10,2.05
2.10,2.10,2.10,2.03
2.10,2.09,2.10,2.06
2.05,2.06,2.13,2.05
2.06,2.11,2.12,2.06
2.11,2.13,2.13,2.06
2.12,2.11,2.15,2.07
2.15,2.14,2.15,2.10
2.06,2.14,2.15,2.06
2.13,2.11,2.16,2.10
2.10,2.12,2.12,2.07
2.07,2.08,2.15,2.07
2.11,2.14,2.15,2.11
2.11,2.14,2.14,2.06
2.10,2.07,2.15,2.05
2.10,2.08,2.12,2.08
2.13,2.14,2.15,2.11
2.10,2.06,2.15,2.06
2.07,2.13,2.13,2.07
2.13,2.09,2.13,2.06
2.10,2.13,2.13,2.07
2.11,2.06,2.11,2.06
2.07,2.10,2.14,2.06
2.07,2.13,2.13,2.07
2.09,2.10,2.14,2.07
2.12,2.12,2.12,2.12
2.12,2.11,2.14,2.08
2.12,2.12,2.13,2.12
2.08,2.11,2.11,2.07
2.07,2.13,2.13,2.07
2.07,2.10,2.13,2.07
2.13,2.10,2.13,2.06
2.12,2.15,2.15,2.12
2.15,2.10,2.15,2.08
2.12,2.14,2.15,2.11
2.10,2.11,2.15,2.10
2.15,2.14,2.15,2.08
2.06,2.01,2.08,2.01
2.07,2.12,2.13,2.05
2.12,2.11,2.15,2.10
2.08,2.10,2.15,2.07
2.13,2.14,2.14,2.11
2.15,2.15,2.18,2.12
2.11,2.18,2.18,2.11
2.18,2.07,2.18,2.07
2.13,2.18,2.18,2.13
2.20,2.19,2.20,2.19
2.20,2.09,2.25,2.09
2.10,2.24,2.25,2.10
2.23,2.23,2.23,2.16
2.23,2.29,2.30,2.14
2.30,2.20,2.33,2.15
2.27,2.17,2.29,2.16
2.21,2.17,2.30,2.16
2.16,2.16,2.16,2.16
2.15,2.19,2.19,2.15
2.20,2.16,2.20,2.16
2.19,2.20,2.20,2.15
2.20,2.28,2.29,2.15
2.26,2.24,2.26,2.24
2.25,2.16,2.25,2.16
2.21,2.21,2.21,2.11
2.21,2.15,2.21,2.15
2.18,2.20,2.20,2.10
2.15,2.20,2.25,2.07
2.11,2.22,2.24,2.11
2.22,2.04,2.22,2.02
2.12,2.16,2.19,2.07
2.18,2.18,2.21,2.12
2.15,2.19,2.19,2.14
2.10,2.14,2.14,2.10
2.14,2.17,2.19,2.14
2.19,2.13,2.20,2.12
2.13,2.13,2.13,2.13
2.16,2.09,2.19,2.09
2.15,2.15,2.16,2.06
2.14,2.11,2.15,2.10
2.11,2.08,2.12,2.08
2.10,2.06,2.12,2.06
2.06,2.09,2.12,2.06
2.06,2.06,2.09,2.06
2.05,2.04,2.05,2.04
2.10,2.08,2.10,2.02
2.06,2.10,2.14,2.06
2.08,2.10,2.10,2.05
2.06,2.14,2.14,2.06
2.14,2.11,2.14,2.10
2.12,2.13,2.14,2.12
2.08,2.10,2.13,2.08
2.13,2.09,2.14,2.08
2.06,2.04,2.09,2.04
2.08,2.06,2.09,2.05
2.09,2.09,2.09,2.09
2.05,2.03,2.06,1.93
1.94,1.94,2.07,1.90
1.98,2.00,2.00,1.97
2.00,2.03,2.03,2.00
2.03,2.01,2.03,2.01
2.00,1.98,2.00,1.96
1.96,2.01,2.01,1.91
1.98,1.95,1.98,1.90
1.94,1.95,1.95,1.94
1.98,2.00,2.00,1.95
1.99,1.99,2.01,1.88
1.90,1.97,2.01,1.90
1.90,2.05,2.10,1.90
2.01,2.02,2.02,2.01
1.97,1.96,2.03,1.96
1.95,2.05,2.16,1.95
2.15,2.04,2.15,2.01
2.00,1.99,2.00,1.90
1.92,1.99,1.99,1.92
1.93,1.91,2.00,1.91
1.99,2.01,2.09,1.97
2.03,2.05,2.10,2.01
1.96,2.06,2.06,1.95
2.01,2.05,2.09,1.92
2.10,2.10,2.10,2.09
2.10,2.08,2.10,1.96
2.10,2.15,2.16,1.99
2.16,2.16,2.16,2.15
2.13,2.11,2.15,2.10
2.13,2.05,2.15,2.05
2.05,2.01,2.05,2.01
2.01,1.96,2.02,1.95
2.00,2.00,2.01,1.97
2.00,2.04,2.05,2.00
2.01,1.96,2.10,1.96
2.07,2.00,2.07,1.96
2.01,1.95,2.04,1.95
2.08,2.10,2.10,2.08
2.14,2.00,2.14,2.00
2.07,2.00,2.10,2.00
2.00,1.98,2.04,1.95
1.98,1.94,2.00,1.94
1.94,1.91,2.03,1.91
1.91,1.86,1.94,1.85
1.91,1.91,1.94,1.88
1.91,2.00,2.04,1.90
2.00,1.95,2.05,1.95
1.94,2.09,2.09,1.92
2.00,2.13,2.13,1.92
2.12,2.07,2.13,2.01
2.03,2.02,2.13,2.02
2.05,2.01,2.12,2.00
2.01,2.00,2.11,2.00
2.01,2.01,2.09,1.97
2.00,2.00,2.06,1.95
1.95,1.95,2.05,1.95
1.99,1.95,2.05,1.95
2.00,2.13,2.19,2.00
2.17,2.18,2.25,2.15
2.18,2.11,2.19,2.10
2.10,2.17,2.25,2.10
2.20,2.22,2.29,2.12
2.28,2.16,2.36,2.16
2.16,2.19,2.29,2.16
2.22,2.20,2.35,2.17
2.20,2.16,2.31,2.16
2.24,2.35,2.45,2.24
2.41,2.43,2.50,2.36
2.46,2.50,2.72,2.45
2.66,2.65,2.75,2.61
2.69,2.89,2.91,2.66
2.95,2.80,2.95,2.61
2.66,2.90,3.31,2.66
2.99,3.00,3.19,2.80
3.00,3.20,3.23,3.00
3.20,3.20,3.23,3.12
3.18,2.95,3.20,2.88
2.92,3.04,3.16,2.91
3.01,2.95,3.10,2.94
2.92,2.96,3.01,2.92
2.92,3.08,3.09,2.92
3.08,2.99,3.10,2.91
2.99,2.92,3.06,2.92
3.04,3.00,3.09,2.97
3.02,2.98,3.09,2.98
3.06,2.91,3.06,2.90
2.90,2.90,2.91,2.85
2.87,2.84,2.97,2.81
2.89,2.79,2.94,2.79
2.95,2.88,2.95,2.79
2.90,2.90,2.90,2.80
2.84,2.85,2.89,2.80
2.90,2.75,2.90,2.75
2.83,2.85,2.91,2.64
2.89,2.85,2.89,2.79
2.84,2.79,2.85,2.79
2.76,2.82,2.82,2.76
2.82,2.81,2.82,2.80
2.76,2.79,2.81,2.76
2.75,2.74,2.78,2.73
2.75,2.76,2.84,2.75
2.84,2.75,2.84,2.75
2.75,2.75,2.84,2.75
2.81,2.77,2.84,2.77
2.77,2.76,2.77,2.73
2.80,2.76,2.81,2.73
2.78,2.67,2.80,2.66
2.70,2.67,2.71,2.60
2.62,2.60,2.65,2.53
2.61,2.49,2.68,2.45
2.50,2.49,2.50,2.48
2.50,2.46,2.51,2.45
2.49,2.43,2.49,2.43
2.46,2.42,2.49,2.35
2.42,2.40,2.42,2.36
2.36,2.40,2.45,2.36
2.41,2.36,2.46,2.36
2.36,2.29,2.40,2.28
2.35,2.24,2.35,2.22
2.35,2.34,2.35,2.16
2.27,2.26,2.39,2.26
2.20,2.26,2.32,2.19
2.29,2.25,2.30,2.25
2.25,2.26,2.26,2.25
2.27,2.29,2.30,2.26
2.27,2.27,2.28,2.27
2.29,2.30,2.30,2.26
2.26,2.27,2.30,2.25
2.29,2.32,2.35,2.29
2.34,2.36,2.52,2.30
2.42,2.50,2.65,2.41
2.55,2.63,2.66,2.55
2.55,2.65,2.75,2.45
2.65,2.61,2.65,2.45
2.61,2.56,2.65,2.55
2.53,2.48,2.65,2.47
2.41,2.47,2.50,2.30
2.30,2.41,2.47,2.30
2.35,2.36,2.39,2.28
2.34,2.33,2.36,2.30
2.29,2.40,2.42,2.29
2.40,2.37,2.40,2.35
2.34,2.36,2.38,2.23
2.34,2.39,2.40,2.30
2.40,2.40,2.40,2.39
2.40,2.40,2.40,2.37
2.40,2.37,2.41,2.37
2.39,2.41,2.41,2.39
2.41,2.37,2.41,2.37
2.38,2.39,2.40,2.37
2.37,2.36,2.40,2.30
2.40,2.36,2.40,2.36
2.35,2.37,2.37,2.33
2.34,2.37,2.39,2.34
2.34,2.36,2.39,2.34
2.36,2.36,2.37,2.33
2.36,2.35,2.36,2.33
2.36,2.40,2.40,2.36
2.40,2.44,2.49,2.40
2.43,2.40,2.45,2.40
2.43,2.40,2.43,2.40
2.40,2.39,2.42,2.39
2.42,2.39,2.42,2.39
2.42,2.49,2.49,2.42
2.47,2.48,2.49,2.47
2.49,2.43,2.49,2.42
2.43,2.47,2.49,2.42
2.49,2.40,2.49,2.39
2.47,2.35,2.49,2.35
2.38,2.40,2.40,2.36
2.40,2.39,2.40,2.35
2.39,2.39,2.40,2.39
2.39,2.38,2.45,2.38
2.38,2.38,2.40,2.38
2.39,2.38,2.39,2.38
2.38,2.42,2.42,2.34
2.36,2.40,2.42,2.36
2.38,2.39,2.40,2.34
2.41,2.37,2.44,2.37
2.36,2.37,2.37,2.36
2.40,2.38,2.40,2.38
2.39,2.38,2.40,2.36
2.39,2.44,2.45,2.39
2.43,2.37,2.45,2.37
2.40,2.36,2.43,2.36
2.38,2.36,2.38,2.36
2.36,2.30,2.36,2.25
2.31,2.29,2.32,2.25
2.28,2.34,2.34,2.28
2.30,2.40,2.45,2.28
2.28,2.37,2.44,2.26
2.34,2.31,2.38,2.30
2.31,2.34,2.34,2.31
2.30,2.32,2.32,2.27
2.31,2.28,2.31,2.28
2.30,2.37,2.39,2.30
2.35,2.40,2.43,2.35
2.35,2.35,2.35,2.35
2.31,2.31,2.31,2.31
2.50,2.54,2.58,2.43
2.54,2.59,2.70,2.50
2.59,2.52,2.61,2.52
2.58,2.52,2.59,2.52
2.56,2.56,2.56,2.53
2.57,2.60,2.65,2.57
2.62,2.60,2.62,2.52
2.64,2.60,2.64,2.54
2.65,2.64,2.65,2.61
2.64,2.60,2.64,2.58
2.60,2.52,2.60,2.52
2.59,2.54,2.60,2.53
2.55,2.54,2.55,2.53
2.55,2.50,2.55,2.50
2.53,2.56,2.60,2.52
2.51,2.52,2.61,2.51
2.51,2.60,2.60,2.51
2.62,2.71,2.75,2.62
2.72,2.84,2.88,2.72
2.87,2.83,2.90,2.82
2.80,2.72,2.88,2.65
2.72,2.71,2.80,2.69
2.71,2.76,2.78,2.68
2.75,2.81,2.88,2.75
2.80,2.77,2.84,2.69
2.80,2.82,2.85,2.70
2.84,2.80,2.89,2.75
2.84,2.77,2.84,2.76
2.75,2.78,2.83,2.70
2.76,2.78,2.90,2.72
2.76,2.81,2.88,2.76
2.86,2.80,2.90,2.77
