JEM,iPath GEMS Index ETN,NASDAQ
45.75,45.75,45.75,45.75
44.93,44.93,44.93,44.93
46.00,46.00,46.00,46.00
44.45,44.60,44.60,44.45
44.60,44.60,44.60,44.60
45.89,45.00,45.89,45.00
45.00,45.00,45.00,45.00
46.00,46.99,46.99,45.50
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
49.41,47.00,49.41,47.00
47.00,45.12,47.00,45.12
44.96,44.96,44.96,44.96
45.71,45.20,48.12,44.82
47.97,44.95,47.97,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.15,44.04,44.15,44.04
41.22,44.02,44.15,41.22
43.03,44.40,44.40,42.51
42.77,44.54,46.87,42.77
42.75,43.74,43.96,42.75
42.86,42.37,43.47,42.37
41.53,44.92,44.92,40.86
45.00,43.69,45.00,42.03
43.47,43.47,43.47,43.47
43.47,43.47,43.47,43.47
45.94,45.90,45.94,45.90
46.24,46.24,46.24,46.24
44.20,43.94,44.20,43.94
44.61,44.61,44.61,44.61
45.60,45.15,45.60,45.15
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
46.15,44.50,46.15,44.47
44.50,44.50,44.50,44.50
44.56,44.51,44.56,44.51
44.81,44.81,44.81,44.81
44.81,44.81,44.81,44.81
44.81,44.81,44.81,44.81
44.85,44.85,44.85,44.85
44.85,44.85,44.85,44.85
44.85,44.85,44.85,44.85
42.44,45.54,45.54,42.43
45.00,46.50,46.50,44.50
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
45.23,45.23,45.23,45.23
44.81,44.81,44.81,44.81
44.81,44.81,44.81,44.81
44.81,44.81,44.81,44.81
45.48,45.48,45.48,45.48
45.48,45.48,45.48,45.48
45.48,45.48,45.48,45.48
45.48,45.48,45.48,45.48
44.65,45.42,45.45,44.01
45.42,45.42,45.42,45.42
45.48,45.43,45.48,45.43
45.43,45.43,45.43,45.43
46.65,46.85,46.85,46.65
47.00,47.00,47.00,47.00
45.77,45.79,45.79,45.77
45.79,45.79,45.79,45.79
46.61,46.18,46.61,46.18
46.18,46.18,46.18,46.18
46.18,46.18,46.18,46.18
45.75,45.74,45.75,45.74
45.74,45.74,45.74,45.74
46.45,46.41,46.45,46.41
46.41,46.41,46.41,46.41
46.41,46.41,46.41,46.41
46.41,46.41,46.41,46.41
45.17,45.01,45.26,45.01
45.01,45.01,45.01,45.01
45.01,45.01,45.01,45.01
45.01,45.01,45.01,45.01
45.01,45.01,45.01,45.01
43.06,43.03,43.06,43.03
43.03,43.03,43.03,43.03
43.03,43.03,43.03,43.03
43.03,43.03,43.03,43.03
43.03,43.03,43.03,43.03
43.98,43.95,43.98,43.95
43.95,43.95,43.95,43.95
43.95,43.95,43.95,43.95
43.95,43.95,43.95,43.95
43.95,43.95,43.95,43.95
42.87,42.87,42.87,42.87
42.87,42.87,42.87,42.87
38.58,42.91,42.91,38.58
42.91,42.91,42.91,42.91
43.53,43.53,43.53,43.53
43.53,43.53,43.53,43.53
43.53,43.53,43.53,43.53
43.53,43.53,43.53,43.53
43.53,43.53,43.53,43.53
43.53,43.53,43.53,43.53
42.21,42.21,42.21,42.21
39.24,42.25,42.25,39.24
42.34,42.34,42.34,42.34
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95
43.92,41.92,44.00,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
41.92,41.92,41.92,41.92
42.91,43.84,43.84,42.90
43.84,43.84,43.84,43.84
43.84,43.84,43.84,43.84
43.84,43.84,43.84,43.84
42.31,43.57,43.57,42.31
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
43.57,43.57,43.57,43.57
44.55,44.50,44.55,44.50
44.50,44.50,44.50,44.50
44.50,44.50,44.50,44.50
43.74,43.90,44.60,43.74
43.90,43.90,43.90,43.90
44.00,44.00,44.00,44.00
45.00,44.11,45.00,44.11
44.11,44.11,44.11,44.11
44.11,44.11,44.11,44.11
44.11,44.11,44.11,44.11
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
43.66,43.66,43.66,43.66
45.72,45.19,46.44,45.15
45.42,45.43,45.47,45.21
47.06,45.18,47.06,45.18
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.31,45.31,45.31,45.31
45.62,45.62,45.62,45.62
45.62,45.62,45.62,45.62
45.62,45.62,45.62,45.62
45.62,45.62,45.62,45.62
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
44.56,43.15,44.56,43.15
43.15,43.15,43.15,43.15
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
45.97,45.97,45.97,45.97
44.83,44.83,44.83,44.83
44.83,44.83,44.83,44.83
44.83,44.83,44.83,44.83
44.83,44.83,44.83,44.83
44.83,44.83,44.83,44.83
47.48,45.80,47.48,45.80
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
46.13,46.13,46.13,46.13
46.36,46.55,46.55,46.36
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
46.55,46.55,46.55,46.55
47.15,47.15,47.15,47.15
47.15,47.15,47.15,47.15
47.10,47.04,47.10,47.04
46.99,46.27,46.99,46.27
46.74,45.99,46.74,45.99
45.99,45.99,45.99,45.99
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
