MCF,Contango Oil & Gas Company Common Stock,NASDAQ
34.47,33.90,34.56,33.64
34.10,34.99,35.33,33.52
34.46,35.19,35.74,34.20
35.30,35.08,35.52,34.30
35.15,34.07,35.15,33.59
34.30,33.57,34.62,33.51
33.64,33.75,33.89,33.50
33.59,34.15,34.54,33.22
34.20,34.50,34.84,34.15
34.49,34.73,34.85,34.40
35.33,35.89,35.97,34.83
35.85,36.67,36.67,35.61
36.64,38.76,39.73,36.22
38.80,39.10,39.21,38.77
39.33,39.04,39.33,38.49
38.90,38.67,38.96,37.99
38.32,38.92,39.18,38.32
38.80,38.59,38.81,38.16
38.78,38.85,39.46,38.24
39.12,39.05,39.40,38.68
39.20,39.22,39.68,38.85
39.22,39.37,39.62,38.89
39.62,39.40,39.62,39.27
39.56,39.19,39.56,38.55
39.31,39.82,40.06,39.31
39.36,39.14,39.82,38.78
38.87,38.48,39.38,38.18
38.67,38.41,38.70,37.68
38.35,38.66,39.41,37.97
39.08,38.93,39.63,38.71
38.53,38.95,39.10,38.00
39.09,39.05,39.28,38.50
39.09,38.90,39.67,38.49
39.05,38.69,39.32,38.23
38.88,38.95,39.47,38.50
39.03,38.68,39.65,38.33
38.21,38.74,39.00,38.16
38.95,39.16,39.40,38.24
38.73,38.67,38.92,38.33
38.21,38.48,38.66,37.62
38.50,38.49,39.13,38.38
38.54,38.40,38.67,37.99
38.40,37.93,38.98,37.70
37.70,37.07,38.21,36.95
37.33,37.21,37.51,36.94
37.23,38.01,38.11,37.14
38.00,37.87,38.46,37.82
37.58,37.67,38.16,37.56
37.75,37.54,38.28,37.38
37.59,37.08,37.59,36.66
36.87,35.86,36.96,35.86
36.13,35.84,36.51,35.27
35.75,36.69,36.74,35.75
36.74,36.45,36.95,36.15
36.62,36.39,36.93,36.09
36.25,36.87,36.94,36.23
37.02,37.12,37.50,36.67
37.04,36.89,37.20,36.55
37.00,36.40,37.05,36.23
36.50,36.40,36.97,36.17
36.55,35.85,37.14,35.56
35.68,36.51,36.54,35.10
36.53,37.09,37.15,36.50
37.10,36.60,37.50,36.12
36.97,36.82,36.97,35.73
36.52,37.24,37.48,35.98
37.20,36.75,37.35,36.45
36.82,36.80,36.93,35.67
36.68,36.45,36.72,35.94
36.09,36.70,36.83,35.81
36.74,36.75,36.93,36.24
36.66,37.75,37.75,36.46
37.45,37.79,37.96,37.04
37.61,37.94,38.25,37.53
37.88,38.24,38.46,37.76
37.82,38.15,38.24,37.82
37.94,38.01,38.24,37.94
38.25,37.69,38.25,37.65
38.12,38.19,38.29,37.70
38.05,38.20,38.25,38.05
38.26,38.21,38.26,38.14
38.22,38.74,38.75,38.10
38.75,40.70,41.19,38.60
40.60,41.61,42.08,40.60
42.26,42.98,43.84,41.53
42.81,43.14,43.63,42.22
43.50,43.60,43.86,43.18
43.18,42.94,43.60,42.37
42.74,44.35,44.39,42.43
44.67,44.59,45.19,43.93
43.84,44.90,45.10,43.84
44.91,45.31,45.49,44.72
45.35,43.76,45.41,43.39
43.77,42.85,44.20,42.57
42.71,43.40,43.44,41.65
42.89,44.78,45.08,42.82
44.49,42.68,45.13,42.63
43.06,42.90,44.20,42.50
43.06,42.06,43.30,41.58
42.23,43.29,43.90,42.23
43.13,42.91,44.08,42.70
43.13,42.80,43.59,41.01
42.70,46.27,46.27,42.11
46.22,47.13,47.64,45.32
47.15,47.58,47.70,46.89
47.65,47.20,47.65,46.65
47.20,46.49,47.40,46.02
46.79,46.47,46.83,45.61
46.84,47.93,48.00,46.25
48.00,48.44,48.66,46.53
48.24,47.23,48.50,47.06
47.35,48.08,48.47,46.95
47.76,47.31,47.76,46.52
47.35,47.11,47.52,46.95
47.58,47.69,48.13,46.78
47.11,46.75,48.69,46.35
46.42,46.96,48.05,46.14
46.79,47.91,47.98,46.46
48.04,45.92,48.30,45.28
46.35,46.22,46.35,44.89
45.93,45.22,46.59,44.67
44.10,44.01,44.69,43.52
44.03,44.21,44.49,42.95
44.21,43.66,44.76,42.93
43.81,44.76,44.90,43.67
44.59,43.19,44.75,42.48
43.19,43.38,43.70,42.36
43.20,44.44,45.25,43.09
44.58,46.18,46.19,43.94
46.43,45.73,46.47,45.41
45.91,46.46,47.00,45.36
46.63,46.44,46.78,45.94
46.73,47.83,47.83,46.12
47.75,47.08,48.80,46.71
47.31,47.26,47.84,46.22
47.02,45.99,47.48,44.61
45.88,45.57,46.30,44.53
45.35,45.88,47.15,44.82
45.91,46.70,47.63,45.87
46.49,46.85,47.68,45.98
47.13,46.30,47.30,45.55
46.43,46.74,46.99,45.78
47.00,45.52,47.00,45.13
45.88,46.46,46.69,45.39
46.40,45.27,47.07,45.24
45.01,45.62,46.09,44.61
45.68,45.25,46.24,44.41
45.26,45.08,46.12,44.26
44.96,46.70,47.44,44.65
47.50,45.60,47.73,45.24
45.17,44.39,45.29,44.24
44.35,43.45,44.59,43.17
43.60,43.62,44.15,43.02
43.06,42.53,43.59,42.27
42.79,42.90,43.48,42.40
42.25,41.96,43.12,41.55
41.78,40.62,42.48,40.09
41.03,41.37,42.44,40.45
41.56,41.35,42.10,40.40
41.55,41.59,42.42,41.50
41.66,41.79,41.94,40.93
41.14,40.85,41.28,40.43
40.85,41.71,41.95,40.40
41.95,42.95,43.68,41.67
42.50,44.09,44.39,42.14
44.18,44.34,45.02,43.97
44.60,45.74,45.92,44.60
45.48,45.23,45.97,44.96
44.72,46.40,46.65,44.72
46.70,47.38,47.62,45.76
47.31,48.55,49.16,46.98
48.44,47.65,48.61,47.45
47.50,46.20,47.50,45.82
45.88,46.82,46.93,45.47
46.98,47.42,47.66,46.18
47.42,48.05,48.55,47.40
48.87,49.35,50.44,48.00
49.24,49.82,50.10,48.96
49.97,48.87,50.10,48.45
49.29,48.27,49.35,48.03
48.42,49.42,49.66,48.04
49.52,47.24,50.00,47.22
47.14,47.33,47.92,46.67
47.70,46.46,47.70,45.70
46.33,46.50,47.45,45.73
46.80,47.68,48.61,46.16
47.56,48.01,48.42,47.53
47.90,47.77,48.24,47.28
47.50,48.87,48.93,46.75
48.94,47.04,49.35,47.04
47.41,47.95,48.32,46.91
48.50,48.28,48.81,47.90
48.62,47.21,48.62,47.00
47.11,46.69,47.61,46.41
46.64,46.78,47.55,46.38
47.03,47.74,48.07,46.60
47.74,47.68,48.38,46.80
47.67,48.48,48.90,47.15
48.43,48.44,48.85,47.87
48.73,47.42,49.28,47.05
47.39,47.27,48.08,46.58
47.36,48.18,48.94,47.36
48.44,47.98,48.48,47.75
47.80,47.26,47.87,46.45
46.77,46.79,47.79,46.64
47.44,47.41,47.64,46.83
47.42,47.50,47.90,46.76
47.84,47.70,48.27,47.28
47.62,48.17,48.63,47.55
48.04,48.53,48.80,47.33
48.47,48.15,48.66,47.71
47.99,48.30,48.88,47.81
48.54,47.92,48.85,47.68
47.58,46.67,47.84,46.33
47.07,45.71,47.46,44.99
46.15,47.08,47.62,46.02
46.07,48.04,48.04,45.38
47.83,47.49,48.00,46.65
47.48,47.20,48.08,46.81
46.72,47.21,47.82,46.65
47.20,46.74,47.78,46.71
46.99,47.33,48.00,46.06
47.12,45.58,48.00,45.49
45.24,45.20,46.38,44.93
45.29,45.79,46.04,45.00
45.81,44.26,46.25,43.11
44.34,42.64,44.75,42.54
42.45,41.73,42.45,40.77
41.63,41.59,42.24,40.85
41.30,42.08,42.55,41.25
42.01,42.10,42.22,41.37
42.38,42.97,43.24,42.31
43.20,42.50,44.38,42.37
42.50,42.12,43.03,40.50
42.20,43.38,43.40,42.00
43.11,43.30,43.63,42.28
43.00,43.73,43.90,42.52
43.60,42.99,43.71,42.69
42.47,39.79,42.62,39.67
39.74,40.15,40.36,39.52
39.81,39.91,40.08,39.41
40.01,40.67,40.74,39.08
40.93,41.51,41.68,40.43
41.38,41.54,42.29,41.10
41.33,41.98,42.09,41.02
41.95,41.43,41.98,41.15
41.52,41.95,42.81,41.40
42.20,41.75,42.27,41.10
41.75,42.46,42.72,41.53
42.12,42.28,42.74,41.57
42.23,42.45,42.54,42.01
42.49,42.67,42.80,42.23
42.63,42.85,42.85,42.16
42.80,43.05,43.40,42.44
42.89,41.82,43.04,41.50
41.44,42.63,42.82,41.43
42.71,42.07,42.72,41.52
41.77,41.68,42.43,41.68
41.82,42.31,42.41,41.67
42.33,42.37,42.78,41.74
42.85,42.36,42.85,41.65
42.53,42.61,42.98,42.26
42.33,41.15,42.33,41.12
41.19,41.81,42.14,40.50
41.87,42.39,42.53,41.48
41.50,40.85,41.75,40.66
40.75,40.07,41.29,40.00
40.45,40.60,40.99,40.10
40.38,39.50,40.42,38.80
39.82,40.06,40.33,38.81
39.88,39.00,40.69,38.79
38.76,38.98,39.28,38.33
38.71,39.20,39.26,38.36
38.02,40.17,40.50,38.02
40.13,41.03,41.06,39.73
41.10,40.72,41.10,40.41
40.43,40.61,40.91,39.99
40.56,40.49,40.77,40.09
40.42,40.97,41.25,40.21
41.20,40.95,41.54,40.63
40.38,40.23,41.00,39.75
40.28,39.61,40.41,39.19
39.70,40.79,41.02,39.26
40.49,39.35,40.95,38.82
39.20,40.11,40.58,38.75
40.33,40.09,40.97,39.13
39.93,40.71,41.11,39.88
40.70,41.69,41.73,40.43
41.54,40.00,41.54,37.56
40.18,40.18,40.22,39.55
40.15,39.68,40.17,38.98
40.15,39.27,40.15,39.12
39.38,38.53,39.38,38.10
38.45,38.35,39.17,38.22
38.26,38.42,38.65,37.70
38.34,39.20,39.38,37.85
39.23,39.39,39.66,38.62
39.39,40.63,40.69,39.31
40.75,41.00,41.43,40.27
41.17,40.13,41.24,39.96
39.91,39.64,40.22,39.29
39.77,39.62,39.89,39.07
39.60,38.86,39.67,38.62
39.15,38.81,39.50,38.66
38.81,38.06,39.06,37.62
37.87,38.32,38.39,37.30
38.07,36.96,38.07,36.62
36.79,37.23,37.72,36.00
36.99,37.78,37.87,36.59
37.45,38.08,38.50,37.26
38.14,37.43,38.28,37.12
37.37,36.78,37.55,36.64
36.67,36.68,37.32,36.67
36.66,36.75,37.19,36.32
36.64,35.98,36.87,35.64
36.20,35.75,36.20,35.15
35.39,35.19,35.73,34.74
35.00,35.02,35.91,34.56
35.08,35.70,35.91,34.37
35.37,34.60,35.50,34.39
34.53,34.30,34.82,33.84
33.75,34.28,34.42,33.61
34.36,33.24,34.75,32.80
33.10,31.94,33.63,31.52
31.79,32.17,32.36,31.01
32.46,32.40,32.81,31.85
32.43,33.05,33.59,32.25
32.72,32.81,33.50,32.37
32.61,33.35,33.50,31.77
33.29,32.40,33.29,32.12
33.75,32.29,34.08,31.81
32.20,31.56,32.66,29.80
31.74,32.31,32.94,30.49
31.85,34.00,34.18,30.97
33.44,35.66,36.13,33.31
36.13,33.48,36.25,33.41
33.53,33.47,34.12,32.48
33.80,34.72,35.19,33.80
35.48,32.90,36.45,32.74
33.33,34.12,35.05,32.86
34.10,34.53,34.72,33.23
33.83,33.35,33.83,32.10
33.72,35.92,35.96,33.43
36.15,36.38,37.92,35.99
36.04,35.71,36.32,34.18
35.39,36.57,36.63,33.30
37.45,34.71,37.99,34.28
34.28,33.00,34.67,32.91
33.43,36.45,36.62,33.01
36.47,36.32,37.11,35.06
36.40,38.29,38.47,36.04
38.33,36.78,38.96,35.98
36.60,37.99,38.80,36.00
37.57,37.24,38.48,36.95
37.18,36.50,37.30,35.90
36.50,37.01,37.40,36.36
36.88,35.29,36.88,34.98
35.36,35.77,36.60,34.93
35.86,36.00,36.85,34.94
35.96,36.63,37.01,35.96
37.50,37.55,37.88,36.73
37.60,37.28,37.90,36.75
37.49,37.50,38.20,36.58
38.15,37.25,38.41,37.04
35.60,33.81,36.13,33.63
33.92,34.99,35.23,32.55
34.98,33.64,36.42,33.50
33.00,34.03,34.66,33.00
33.27,32.78,33.90,32.46
32.45,32.06,33.00,31.68
31.95,29.95,31.95,29.84
29.80,31.14,31.63,29.41
30.64,29.13,30.64,28.52
29.42,29.11,30.93,28.76
28.25,29.01,30.12,28.07
29.34,28.53,29.76,28.33
28.43,29.40,31.40,28.15
29.60,31.60,33.35,28.80
32.84,30.84,33.74,30.27
30.97,32.75,33.34,30.10
32.45,31.62,32.45,30.99
32.05,32.43,32.63,31.70
32.85,32.10,32.85,31.33
32.49,31.77,32.49,31.50
31.72,31.35,32.45,31.06
31.15,30.43,31.34,30.11
30.17,29.24,30.52,28.86
29.08,29.69,29.97,28.29
29.19,28.07,29.19,27.71
28.13,27.06,28.25,26.32
27.34,25.59,27.50,25.44
25.95,26.04,26.87,25.35
26.12,26.03,26.59,25.11
25.89,25.28,25.89,24.18
25.51,26.15,26.39,24.57
25.90,28.39,28.61,25.69
28.88,26.68,28.88,26.54
26.70,27.90,28.08,26.59
27.54,26.54,27.54,25.90
26.73,27.63,28.26,26.73
28.02,28.00,28.14,26.70
28.04,28.85,29.75,28.04
28.57,29.19,29.81,28.01
29.01,30.00,30.69,28.80
29.80,29.00,30.97,28.59
29.29,29.91,30.35,27.54
29.42,30.07,30.73,28.98
30.50,32.01,32.15,30.04
32.64,31.89,33.17,30.90
31.19,30.13,32.23,28.99
29.81,29.47,30.96,29.40
29.79,29.84,30.37,28.99
29.40,29.17,30.72,29.01
28.70,28.15,28.95,27.10
28.07,28.55,29.33,26.89
28.97,29.40,31.13,28.97
29.71,30.56,30.88,29.27
30.45,30.46,30.70,29.61
29.92,27.09,30.03,26.85
26.47,26.67,27.29,25.22
26.74,25.37,26.74,25.04
25.07,25.20,25.69,24.15
25.49,24.59,25.57,24.41
24.51,25.49,25.52,24.29
25.33,24.34,25.38,23.90
24.26,23.53,24.59,23.17
23.55,22.91,23.78,22.52
23.00,21.04,23.05,20.93
20.94,21.69,21.69,20.51
21.43,21.71,21.74,21.16
21.49,21.75,22.05,21.38
21.88,21.80,22.38,21.64
21.54,21.56,21.90,21.29
21.66,22.02,22.11,21.50
22.22,22.40,22.69,22.17
22.09,22.56,22.65,21.89
22.46,22.18,22.87,22.08
21.96,21.31,22.78,20.83
21.01,22.03,22.30,20.25
21.62,21.10,21.92,21.06
21.00,21.42,21.78,20.99
21.35,20.94,22.34,20.93
20.98,22.26,22.33,20.82
22.50,22.04,22.55,21.63
22.37,22.76,23.06,22.30
22.49,21.80,22.83,21.66
22.09,21.89,22.38,21.50
21.65,22.00,22.38,21.63
22.08,22.36,22.97,22.02
22.15,22.75,23.20,22.07
23.06,23.17,23.27,22.50
23.16,23.50,23.93,22.53
23.53,22.61,23.60,22.48
22.72,22.72,22.89,22.12
22.89,22.65,22.89,22.21
22.88,22.12,22.89,22.05
22.31,22.81,22.90,21.83
22.98,23.73,23.82,22.68
23.56,22.65,23.63,22.65
22.59,22.05,22.88,21.53
21.94,21.80,22.32,21.74
21.79,20.46,21.79,20.42
20.57,20.44,21.08,20.01
20.45,21.59,21.63,20.45
21.48,21.86,22.26,21.00
21.99,21.65,22.15,21.51
21.65,22.03,22.30,21.65
22.16,24.91,25.09,21.81
24.85,25.07,25.41,24.12
24.78,22.63,25.26,22.59
22.52,21.40,22.67,21.32
21.59,20.74,22.27,20.68
21.04,20.46,21.09,20.05
20.50,20.74,20.91,20.26
21.02,20.88,21.08,18.73
20.90,18.57,20.91,18.22
18.38,18.65,19.69,18.28
18.71,16.98,19.10,16.94
17.05,16.38,17.56,16.34
16.36,16.52,16.97,16.03
16.50,16.98,17.06,16.35
16.86,15.02,16.86,15.02
15.11,15.21,15.29,14.62
15.30,15.30,15.79,14.91
14.95,14.91,15.30,14.44
14.70,14.15,14.88,14.12
14.13,14.04,14.31,13.70
13.95,14.15,14.25,13.80
14.15,13.78,14.34,13.72
13.76,13.59,13.88,13.08
13.58,14.23,15.00,13.58
14.30,13.65,14.64,13.60
13.63,12.28,13.63,12.26
12.26,12.41,12.42,11.71
12.41,12.71,12.86,12.31
12.81,12.75,13.06,12.63
12.92,12.45,13.11,12.41
12.50,11.70,12.50,11.70
11.66,11.43,11.71,11.32
11.45,11.50,11.77,11.38
11.48,12.73,12.73,11.46
12.78,12.93,13.28,12.73
13.06,12.85,13.23,12.60
12.78,12.04,12.90,11.99
12.15,12.74,13.00,11.80
12.70,13.08,13.19,12.56
13.13,12.89,13.22,12.88
12.98,12.53,12.98,12.41
12.54,12.57,12.83,12.25
12.24,12.10,12.63,11.99
12.21,12.27,12.42,12.07
12.19,11.96,12.34,11.66
11.95,12.07,12.13,11.82
11.80,11.92,12.05,11.61
11.86,11.98,12.24,11.50
11.91,11.80,12.05,11.59
11.99,11.56,12.11,11.56
11.54,11.51,11.69,11.38
11.51,11.56,11.80,11.39
11.54,11.87,12.01,11.53
11.75,11.43,11.97,11.34
11.56,11.12,11.71,10.98
11.14,10.56,11.21,10.52
10.51,9.87,10.51,9.81
9.92,10.25,10.34,9.92
10.21,10.26,10.27,10.03
10.20,10.09,10.40,9.84
10.02,9.77,10.02,9.42
9.57,9.42,9.98,9.37
9.41,9.70,9.75,9.03
9.70,9.81,10.10,9.54
9.74,9.60,9.95,9.53
9.59,9.18,9.66,9.15
8.99,9.14,9.41,8.72
9.19,9.13,9.51,8.77
9.24,8.55,9.42,8.55
8.65,8.81,8.93,8.33
8.05,8.14,9.08,8.00
8.15,8.52,8.53,7.83
8.31,7.93,8.37,7.71
7.11,8.22,8.25,7.11
8.16,7.83,8.20,7.82
7.87,7.98,8.25,7.87
7.92,7.80,8.00,7.61
7.67,7.76,8.01,7.52
7.69,7.68,7.89,7.46
7.71,7.34,7.71,7.23
7.03,7.69,7.80,7.03
7.30,7.00,7.55,6.96
7.15,6.68,7.19,6.60
6.75,6.83,6.95,6.61
6.97,7.71,7.76,6.94
7.68,8.98,9.05,7.68
8.85,9.31,9.39,8.36
8.88,9.06,9.50,8.87
9.21,9.24,9.33,8.72
9.29,9.41,9.80,9.07
9.27,9.42,9.60,9.18
9.45,9.49,9.67,9.20
9.53,9.27,9.75,9.14
9.31,9.46,9.60,9.03
9.27,9.25,9.55,9.10
9.16,9.42,9.52,8.94
9.39,9.40,9.66,9.30
9.48,9.67,9.97,9.42
9.68,9.41,9.79,9.28
9.21,8.88,9.23,8.62
8.94,8.97,9.28,8.86
8.84,9.00,9.20,8.75
9.06,8.17,9.06,8.15
8.06,8.41,8.49,7.95
8.44,8.21,8.44,7.90
8.08,7.84,8.12,7.82
7.89,7.78,8.09,7.76
7.92,7.60,7.92,7.51
7.76,7.23,7.88,7.20
7.16,7.89,7.91,7.12
8.02,8.80,9.00,7.95
8.81,9.41,9.63,8.61
9.56,9.68,10.15,9.25
9.55,10.30,10.31,9.48
10.43,10.10,10.46,9.90
10.19,9.47,10.19,9.26
9.36,9.61,10.13,9.36
9.64,9.74,9.91,9.54
9.72,10.14,10.17,9.56
10.26,9.81,10.30,9.59
9.70,9.47,9.70,9.29
9.47,9.74,9.90,9.43
9.57,9.03,9.69,8.96
9.13,8.98,9.43,8.76
8.99,8.80,9.15,8.57
8.73,7.82,8.77,7.81
7.71,7.41,7.71,7.15
7.44,7.64,7.84,7.38
7.65,7.85,7.98,7.65
7.86,7.65,7.96,7.43
7.59,8.42,8.51,7.45
8.40,8.65,9.13,8.29
8.65,7.61,8.91,7.40
7.58,7.93,8.18,7.27
7.80,8.79,8.85,7.80
8.86,8.16,8.98,8.13
8.15,8.41,8.61,8.00
8.47,8.05,8.60,8.00
7.87,7.57,8.27,7.51
7.53,7.93,8.02,7.39
7.97,7.73,8.17,7.54
7.75,8.43,8.79,7.51
8.71,8.35,8.84,8.21
8.28,7.86,8.35,7.63
7.91,7.45,7.91,7.38
7.50,7.44,7.74,7.15
7.51,7.89,7.98,7.50
7.89,8.20,8.27,7.65
8.10,8.01,8.19,7.95
8.01,7.71,8.30,7.69
7.78,7.98,8.14,7.63
7.90,7.45,8.00,7.41
7.50,7.31,7.64,7.27
7.23,7.00,7.23,6.87
6.79,6.58,6.95,6.45
6.45,6.77,6.99,6.45
6.80,6.79,7.19,6.60
6.70,7.00,7.05,6.52
6.70,6.73,7.05,6.68
6.60,6.30,6.88,6.18
6.45,6.82,6.82,6.23
6.84,6.50,6.99,6.42
6.55,6.23,6.75,6.12
6.23,6.08,6.30,6.06
6.30,5.79,6.47,5.74
5.79,5.94,6.07,5.73
6.12,6.74,6.75,6.02
6.73,6.36,6.73,6.24
6.31,6.27,6.49,6.10
6.47,6.31,6.49,6.03
6.13,6.31,6.43,6.10
6.30,6.41,6.50,6.25
6.40,6.40,6.53,6.05
6.33,6.36,6.40,6.17
6.16,5.71,6.17,5.67
5.58,5.06,5.64,5.03
5.07,4.50,5.20,4.46
4.31,4.15,4.35,3.89
4.27,4.11,4.32,3.96
4.11,4.05,4.38,3.90
4.10,4.15,4.32,3.95
3.95,4.19,4.19,3.68
4.28,4.03,4.36,3.95
3.87,4.15,4.25,3.71
4.13,4.46,4.65,4.13
4.90,4.77,4.93,4.59
4.76,4.51,4.91,4.50
4.57,4.97,5.01,4.51
4.97,5.76,5.99,4.94
6.02,6.17,6.49,5.91
6.18,6.41,6.66,6.04
6.11,6.03,6.19,5.74
5.74,5.69,5.86,5.68
5.72,5.96,5.99,5.50
6.02,6.46,6.50,6.02
6.44,6.16,6.51,6.09
5.91,6.21,6.37,5.70
6.15,5.80,6.15,5.59
5.80,5.80,6.25,5.70
5.55,5.57,5.71,5.19
5.56,5.81,5.97,5.55
5.98,5.59,5.98,5.34
5.60,6.26,6.33,5.56
6.35,5.79,6.36,5.73
5.63,5.44,5.65,5.27
5.68,5.90,5.95,5.67
5.92,5.39,5.92,5.29
5.01,5.44,5.47,5.01
5.47,5.28,5.47,5.03
5.39,5.69,5.89,5.33
5.85,6.03,6.09,5.58
6.20,6.19,6.47,5.74
5.99,6.79,6.79,5.99
6.77,6.97,7.32,6.61
7.10,7.35,7.96,6.97
7.75,7.96,8.01,7.44
7.89,7.65,7.89,7.51
7.86,8.12,8.39,7.55
8.05,8.46,8.53,7.83
8.70,9.26,9.34,8.70
9.42,9.17,9.59,8.98
8.99,9.14,9.17,8.48
9.01,9.85,10.00,9.01
9.91,10.69,10.89,9.52
10.98,11.47,11.69,10.50
11.40,12.17,12.50,11.00
11.55,12.31,12.84,11.55
12.01,11.54,12.14,11.30
11.30,11.84,12.04,11.05
11.62,11.60,11.84,10.41
11.12,11.50,11.60,11.12
11.87,11.07,11.89,10.99
11.05,11.79,11.79,11.05
11.33,11.20,11.60,10.85
10.95,11.10,11.71,10.87
10.97,10.82,11.24,10.52
11.04,11.09,11.29,10.80
10.91,11.00,11.39,10.80
11.34,11.38,11.55,11.17
11.53,11.30,11.75,11.26
11.40,11.48,11.70,11.18
11.39,11.71,11.83,11.15
11.80,11.61,11.83,11.35
11.43,11.62,11.81,11.08
11.27,12.10,12.46,10.62
12.14,12.50,13.19,12.14
12.45,12.80,12.85,12.16
12.84,12.34,13.05,12.21
12.48,12.61,12.87,12.48
12.61,12.43,12.65,12.15
12.51,12.60,12.79,12.15
12.75,12.76,13.04,12.56
12.75,12.40,13.00,12.39
12.56,12.58,12.86,12.03
12.58,12.26,13.09,12.09
12.09,12.25,12.44,11.74
12.31,11.85,12.49,11.84
12.25,12.13,12.62,11.87
11.92,12.25,12.59,11.92
12.28,11.93,12.35,11.29
11.89,12.32,12.84,11.89
12.31,12.48,12.65,11.97
12.41,12.54,13.01,12.26
12.38,12.55,12.69,12.24
12.98,12.75,13.34,12.59
12.65,12.42,13.04,12.37
12.45,12.38,12.71,12.20
12.18,11.99,12.22,11.81
12.07,12.33,12.42,11.80
12.18,12.00,12.30,11.80
12.13,11.94,12.20,11.69
12.00,11.90,12.43,11.85
12.12,11.84,12.34,11.69
11.85,11.16,11.91,10.81
11.27,10.82,11.43,10.81
10.60,11.67,11.80,10.60
11.41,11.65,11.70,11.25
11.67,11.33,11.84,11.31
11.47,12.10,12.17,11.22
12.20,12.17,12.29,12.05
12.25,12.14,12.33,11.93
12.00,12.96,13.09,11.95
12.66,12.81,12.97,12.27
12.57,12.82,13.15,12.57
12.81,13.40,13.42,12.65
13.34,13.23,13.50,12.86
13.05,12.76,13.22,12.53
12.87,13.81,13.84,12.87
14.00,13.81,14.14,13.70
13.58,13.76,13.99,13.56
13.79,13.01,13.79,13.00
13.14,13.03,13.27,12.89
12.36,11.83,12.50,11.66
11.80,11.47,11.80,11.24
11.73,12.20,12.33,11.73
12.32,12.31,12.74,11.79
12.23,12.24,12.33,11.76
12.18,12.75,12.80,12.10
12.37,11.83,12.37,11.63
11.67,12.28,12.32,11.67
12.47,11.77,12.70,11.70
11.96,12.23,12.24,11.55
12.35,12.36,12.49,12.03
12.60,12.75,12.85,12.53
12.67,12.75,12.79,11.99
12.77,12.27,12.77,12.23
12.50,12.71,12.81,12.30
12.62,12.51,12.74,12.13
12.44,12.18,12.72,12.06
12.06,12.48,12.59,11.76
12.54,12.50,12.75,12.27
10.10,9.49,10.20,9.32
9.55,9.39,9.62,9.30
9.29,9.45,9.64,9.20
9.55,9.63,9.64,9.15
9.64,9.45,9.69,9.35
9.42,9.23,9.57,9.23
9.32,9.12,9.45,9.07
9.15,8.57,9.22,8.52
8.52,9.14,9.27,8.26
8.35,9.57,9.75,8.25
9.51,9.51,9.75,9.36
9.58,9.67,9.79,9.48
9.74,9.70,9.74,9.41
9.70,9.60,9.94,9.45
9.81,9.73,10.00,9.60
9.79,9.85,10.00,9.63
9.90,10.05,10.10,9.78
10.10,9.99,10.13,9.85
9.95,10.09,10.20,9.86
10.22,10.53,10.59,10.10
10.48,10.35,10.64,10.29
10.18,10.25,10.33,9.95
10.12,10.36,10.47,10.04
10.25,10.19,10.44,10.08
10.26,10.35,10.54,10.06
10.36,10.38,10.75,10.15
10.25,10.36,10.43,10.15
10.33,10.13,10.48,10.05
10.08,9.66,10.20,9.66
9.46,9.85,9.96,9.46
10.00,9.76,10.14,9.64
9.78,10.00,10.04,9.61
10.00,10.32,10.32,9.92
10.35,10.38,10.59,10.29
10.23,9.92,10.40,9.83
9.76,9.93,9.98,9.55
9.80,9.60,9.83,9.38
9.57,9.13,9.59,9.10
9.14,9.34,9.35,9.10
9.28,9.40,9.40,8.92
9.31,9.17,9.60,9.09
9.18,8.98,9.25,8.93
9.04,9.52,9.52,9.04
9.60,9.50,9.83,9.45
9.49,9.17,9.59,9.09
9.19,9.06,9.34,9.00
8.94,8.82,8.97,8.67
8.91,9.56,9.58,8.63
9.65,9.75,10.00,9.65
9.84,10.22,10.30,9.64
10.24,10.04,10.29,9.73
10.04,10.05,10.15,9.87
10.18,10.89,10.95,10.18
11.98,11.58,11.98,11.31
11.58,10.80,11.78,10.73
11.06,11.19,11.50,11.00
11.20,10.82,11.23,10.75
10.79,10.66,10.94,10.60
10.56,10.53,11.03,10.36
10.57,10.49,11.05,10.30
10.38,9.99,10.43,9.92
10.12,9.97,10.38,9.90
10.12,10.04,10.46,10.01
9.95,10.42,10.56,9.72
10.19,10.00,10.39,9.87
10.04,10.03,10.21,9.75
9.91,9.69,9.91,9.55
9.56,9.34,9.65,9.22
9.36,9.34,9.67,9.29
9.34,8.68,9.34,8.59
8.46,7.83,8.50,7.61
7.85,8.28,8.29,7.67
8.15,8.00,8.15,7.76
7.81,7.66,8.03,7.43
7.51,7.74,7.85,7.48
7.88,7.93,8.07,7.73
7.79,7.92,8.16,7.59
7.89,8.48,8.48,7.89
8.41,8.87,8.98,8.25
8.80,9.29,9.33,8.56
9.23,9.01,9.39,8.57
9.15,9.00,9.37,8.83
8.96,8.93,9.02,8.68
8.93,8.98,9.18,8.78
9.00,9.21,9.29,9.00
9.31,9.39,9.58,9.25
9.44,9.29,9.50,9.04
9.22,9.28,9.31,9.03
9.27,9.25,9.43,9.12
9.29,8.49,9.29,8.46
8.28,8.21,8.45,8.12
8.90,9.89,10.06,8.55
10.16,9.54,10.30,9.42
9.49,9.58,9.88,9.35
9.65,9.70,9.94,9.54
