CYAN,Cyanotech Corporation - Common Stock,NASDAQ
5.32,5.48,5.58,5.22
5.39,5.52,5.53,5.37
5.50,5.75,5.90,5.47
5.80,5.79,5.90,5.75
5.86,5.96,5.98,5.79
5.94,6.49,6.70,5.94
6.50,6.41,6.50,6.28
6.45,6.45,6.50,6.28
6.49,6.46,6.49,6.35
6.40,6.41,6.46,6.40
6.40,6.33,6.41,6.30
6.30,6.30,6.33,6.28
6.33,6.33,6.33,6.33
6.34,6.31,6.68,6.30
6.30,5.92,6.30,5.35
6.01,6.03,6.44,6.00
6.01,6.18,6.28,6.01
6.18,5.98,6.19,5.97
6.02,6.08,6.28,6.02
6.11,6.16,6.20,6.09
6.23,6.17,6.25,6.12
6.22,6.15,6.23,6.10
6.18,6.18,6.23,6.08
6.22,6.16,6.25,6.12
6.18,6.12,6.24,6.12
6.14,6.24,6.24,6.06
6.20,6.12,6.20,6.09
6.08,6.08,6.15,5.99
6.19,6.19,6.19,6.10
6.14,6.11,6.17,6.03
6.08,6.06,6.11,6.04
6.04,6.01,6.04,5.94
6.02,5.98,6.03,5.95
6.00,6.00,6.03,5.96
5.85,5.98,6.03,5.82
5.89,6.02,6.02,5.87
5.75,5.83,6.02,5.67
5.76,5.80,5.86,5.46
5.70,5.61,5.80,5.60
5.64,5.55,5.82,5.52
5.46,5.65,5.65,5.40
5.66,5.97,6.00,5.65
5.99,5.90,6.00,5.88
5.90,5.75,5.90,5.65
5.77,5.85,5.90,5.73
5.81,5.87,5.96,5.80
5.83,5.79,5.94,5.73
5.66,5.64,5.88,5.63
5.62,5.75,5.94,5.62
5.62,5.56,5.98,5.51
5.70,5.73,5.73,5.52
5.70,5.65,6.00,5.55
5.60,5.58,5.91,5.54
5.63,5.66,5.66,5.58
5.62,5.48,5.63,5.41
5.45,5.35,5.55,5.32
5.36,5.38,5.53,5.35
5.38,5.50,5.68,5.38
5.60,5.65,5.68,5.60
5.68,5.60,5.68,5.50
5.60,5.61,5.68,5.60
5.60,5.60,5.67,5.60
5.60,5.47,5.67,5.42
5.49,5.68,5.68,5.49
5.68,5.73,5.73,5.55
5.70,5.74,5.75,5.64
5.72,5.71,5.72,5.65
5.79,5.66,5.79,5.65
5.71,5.71,5.71,5.65
5.73,5.85,5.91,5.73
5.75,5.84,5.84,5.75
5.82,5.76,5.82,5.76
5.80,5.75,5.80,5.75
5.70,5.66,5.77,5.53
5.63,5.68,5.78,5.55
5.60,5.70,5.70,5.53
5.66,5.53,5.69,5.51
5.51,5.55,5.80,5.50
5.65,5.49,5.68,5.41
5.67,5.50,5.67,5.49
5.41,5.25,5.41,5.17
5.18,5.26,5.31,5.18
5.23,5.20,5.36,5.01
5.20,5.16,5.30,5.13
5.24,5.15,5.25,5.15
5.20,5.05,5.20,4.94
5.18,4.95,5.18,4.93
4.91,4.88,5.00,4.76
4.75,4.96,4.99,4.75
4.92,5.36,5.39,4.90
5.17,5.33,5.33,5.06
5.28,5.39,5.39,5.25
5.34,5.37,5.37,5.30
5.30,5.40,5.40,5.30
5.39,5.32,5.40,5.25
5.38,5.35,5.38,5.30
5.35,5.37,5.39,5.32
5.39,5.39,5.39,5.34
5.28,4.90,5.28,4.81
4.87,5.04,5.10,4.76
5.00,4.89,5.00,4.85
4.92,4.95,5.00,4.92
4.91,4.98,5.00,4.91
5.00,5.02,5.19,4.92
5.14,5.05,5.14,5.04
5.00,4.88,5.12,4.78
4.83,4.87,4.88,4.80
4.78,4.81,4.93,4.78
4.87,4.83,4.97,4.81
4.85,4.75,4.85,4.75
4.86,4.79,4.99,4.77
4.86,4.83,5.02,4.81
4.80,4.86,4.91,4.80
N/A,N/A,N/A,N/A
4.77,4.79,4.97,4.77
4.80,4.82,4.94,4.76
4.85,4.90,4.93,4.83
4.86,4.87,4.96,4.75
4.96,4.87,4.97,4.76
4.85,4.83,4.99,4.80
4.85,4.80,5.04,4.79
4.85,4.69,4.85,4.58
4.70,4.80,4.88,4.70
4.80,4.83,4.83,4.78
4.88,4.80,4.88,4.78
4.81,4.80,4.81,4.80
4.79,4.75,4.80,4.70
4.75,4.78,4.85,4.72
4.71,4.65,4.75,4.64
4.69,4.81,4.97,4.61
4.84,4.76,4.84,4.76
4.85,4.80,4.87,4.75
4.80,4.98,5.04,4.80
5.02,4.98,5.02,4.85
4.95,4.93,4.98,4.86
4.95,4.70,4.95,4.70
4.68,4.64,4.73,4.51
4.61,4.76,4.84,4.57
4.71,4.84,4.93,4.69
4.89,4.98,4.99,4.89
5.00,5.03,5.03,4.91
4.97,4.98,5.01,4.81
5.02,4.95,5.04,4.86
4.92,4.96,5.00,4.85
4.93,4.83,4.93,4.83
4.89,4.87,4.98,4.83
4.86,4.92,4.92,4.85
4.97,5.03,5.03,4.95
5.08,5.28,5.40,5.08
5.35,5.25,5.55,5.07
5.26,5.29,5.29,5.10
5.38,5.02,5.45,4.95
4.99,4.90,5.24,4.83
4.91,5.11,5.13,4.85
5.16,5.21,5.37,5.10
5.17,5.01,5.45,5.01
5.02,5.06,5.32,5.00
5.34,5.22,5.34,5.14
5.12,5.00,5.21,5.00
4.98,5.07,5.08,4.98
5.04,5.20,5.21,5.01
5.05,5.05,5.05,5.05
5.21,5.14,5.21,5.01
5.03,5.05,5.13,5.01
5.10,5.10,5.14,5.01
5.05,5.04,5.05,5.04
5.08,5.10,5.11,5.08
5.05,5.45,5.45,5.05
5.47,5.62,5.66,5.31
5.70,5.50,5.73,5.45
5.47,5.40,5.50,5.40
5.38,5.34,5.40,5.34
5.40,5.34,5.40,5.31
5.40,5.66,6.50,5.40
5.75,6.00,6.27,5.75
6.09,5.95,6.09,5.95
6.17,6.60,6.75,6.17
6.81,6.54,6.81,6.31
6.69,6.31,6.69,6.28
6.34,6.33,6.40,6.24
6.35,6.29,6.45,6.27
6.24,5.52,6.30,5.43
5.51,5.55,5.64,5.51
5.64,5.80,5.86,5.64
5.72,5.72,5.86,5.67
5.58,5.51,5.58,5.44
5.46,5.33,5.47,5.29
5.38,5.34,5.38,5.33
5.38,5.39,5.45,5.28
5.44,5.59,5.77,5.44
5.61,5.56,5.63,5.49
5.52,5.50,5.59,5.50
5.49,5.20,5.49,5.17
5.31,5.30,5.31,5.28
5.36,5.27,5.36,5.27
5.27,5.24,5.30,5.08
5.41,5.35,5.47,5.27
5.47,5.45,5.49,5.30
5.49,5.46,5.58,5.37
5.45,5.44,5.60,5.42
5.40,5.26,5.45,5.25
5.35,5.30,5.49,5.26
5.13,5.21,5.23,5.13
5.26,5.19,5.26,5.16
5.21,5.14,5.21,5.14
5.11,5.01,5.11,4.90
5.01,4.95,5.21,4.92
5.07,5.00,5.11,5.00
4.98,5.06,5.06,4.96
5.08,5.05,5.11,5.00
4.96,5.00,5.08,4.95
5.00,5.00,5.02,5.00
4.94,5.01,5.07,4.94
5.00,5.03,5.05,4.98
5.00,4.95,5.02,4.94
4.90,4.98,4.98,4.89
4.98,4.98,4.98,4.98
4.99,4.91,4.99,4.91
4.91,4.85,4.91,4.69
4.76,4.94,4.94,4.70
4.86,4.86,4.87,4.72
4.80,4.93,4.93,4.75
4.77,4.90,4.92,4.76
4.89,4.89,4.89,4.89
4.87,4.80,4.87,4.75
4.79,4.82,4.83,4.75
4.76,4.80,4.80,4.76
4.77,4.84,4.84,4.75
4.82,4.76,4.82,4.76
4.82,4.82,4.82,4.82
4.84,4.87,4.87,4.84
4.76,4.75,4.88,4.75
4.75,4.80,4.89,4.75
4.75,4.62,4.77,4.61
4.76,4.74,4.76,4.62
4.76,4.67,4.90,4.61
4.76,4.99,5.00,4.76
5.00,4.85,5.00,4.85
4.85,4.81,5.00,4.80
4.74,4.73,4.74,4.60
4.72,4.70,4.79,4.70
4.78,4.56,4.78,4.56
4.59,4.60,4.63,4.50
4.56,4.58,4.62,4.52
4.53,4.60,4.75,4.53
N/A,N/A,N/A,N/A
4.68,4.73,4.73,4.68
4.73,4.71,4.87,4.70
4.80,4.87,4.96,4.66
N/A,N/A,N/A,N/A
4.81,4.89,4.91,4.77
4.80,4.80,4.87,4.80
4.76,4.81,4.81,4.76
4.78,4.61,4.78,4.61
4.62,4.60,4.66,4.60
4.60,4.58,4.97,4.58
4.60,4.64,4.64,4.59
4.60,4.41,4.94,4.41
4.60,4.50,4.60,4.45
4.63,4.56,4.65,4.54
4.55,4.58,4.65,4.55
4.56,4.84,4.85,4.55
4.90,4.88,4.93,4.79
4.83,4.60,4.83,4.59
4.61,4.78,4.79,4.61
4.61,4.62,4.78,4.50
4.62,4.65,4.70,4.62
4.70,4.66,4.77,4.62
4.61,4.63,4.70,4.61
4.60,4.78,5.12,4.60
4.93,4.72,4.95,4.64
4.68,4.73,4.99,4.68
4.75,4.61,4.90,4.61
4.72,4.63,4.72,4.63
4.65,4.66,4.91,4.62
4.75,4.68,4.86,4.68
4.70,4.72,4.87,4.70
4.79,4.77,5.04,4.68
N/A,N/A,N/A,N/A
4.82,4.81,4.88,4.80
4.80,4.80,4.82,4.80
4.74,4.77,4.77,4.72
4.71,4.70,4.75,4.70
4.69,4.60,4.96,4.60
4.60,4.54,4.66,4.52
4.56,4.52,4.64,4.50
4.81,4.45,4.81,4.36
4.55,4.70,4.93,4.55
4.70,4.77,4.82,4.70
4.77,4.77,4.77,4.77
4.70,4.56,4.70,4.49
4.61,4.60,4.63,4.44
4.55,4.72,4.84,4.55
4.60,4.71,4.71,4.59
4.56,4.67,4.69,4.55
4.58,4.69,4.69,4.57
4.63,4.68,4.68,4.60
4.64,4.69,4.69,4.60
4.70,4.70,4.75,4.66
4.61,4.69,4.75,4.61
4.61,4.64,4.64,4.61
4.73,4.80,4.80,4.65
4.72,4.66,4.77,4.65
4.72,4.72,4.75,4.62
4.68,4.76,4.77,4.68
4.72,4.76,4.76,4.66
4.76,4.70,4.76,4.70
4.70,4.76,4.76,4.70
4.72,4.62,4.73,4.62
4.60,4.61,4.62,4.60
4.60,4.62,4.75,4.59
4.64,4.61,4.64,4.61
4.61,4.61,4.61,4.60
4.61,4.61,4.61,4.53
4.74,4.71,4.74,4.66
4.72,4.72,4.73,4.62
4.73,4.72,4.73,4.61
4.64,4.61,4.64,4.61
4.69,4.69,4.69,4.69
4.72,4.66,4.73,4.59
4.61,4.63,4.64,4.60
4.61,4.66,4.66,4.61
4.66,4.71,4.71,4.66
4.62,4.73,4.73,4.52
4.71,4.64,4.72,4.58
4.69,4.74,4.74,4.69
4.74,4.74,4.75,4.70
4.70,4.72,4.78,4.70
4.77,4.76,4.80,4.72
N/A,N/A,N/A,N/A
4.61,4.71,4.79,4.60
4.57,4.51,4.57,4.51
4.58,4.60,4.60,4.52
4.63,4.66,4.68,4.56
4.54,4.64,4.70,4.27
4.73,4.66,4.74,4.39
4.49,4.52,4.55,4.49
4.60,4.68,4.68,4.60
4.69,4.73,4.79,4.57
4.61,4.77,4.77,4.61
4.54,4.77,4.78,4.54
4.80,4.64,4.80,4.64
4.75,4.74,4.75,4.74
4.63,4.78,4.78,4.63
4.72,4.72,4.78,4.68
4.80,4.83,4.92,4.67
4.85,4.93,4.93,4.83
4.88,4.86,4.90,4.85
4.90,4.94,4.94,4.86
4.90,4.85,4.90,4.85
4.90,4.88,4.91,4.87
4.79,4.94,4.94,4.79
5.25,6.06,6.20,5.25
6.15,5.98,6.48,5.90
6.02,6.52,6.52,6.02
6.65,7.03,7.18,6.53
7.25,7.70,7.75,7.25
7.74,7.84,7.95,7.71
7.90,7.06,7.90,7.02
6.80,6.25,6.80,6.16
6.40,6.31,6.59,6.30
6.29,6.35,6.50,6.29
6.26,6.37,6.49,6.26
6.43,6.46,6.49,6.43
6.45,6.54,6.54,6.45
6.44,6.12,6.90,6.10
6.10,6.02,6.12,6.02
6.00,6.08,6.09,5.92
6.01,6.05,6.10,5.92
6.00,5.92,6.15,5.92
5.99,6.14,6.42,5.92
5.98,6.16,6.20,5.95
6.14,5.95,6.14,5.95
5.96,6.06,6.08,5.96
6.05,5.90,6.13,5.90
6.02,5.94,6.02,5.91
5.88,5.93,6.04,5.88
5.88,5.93,6.25,5.88
6.09,6.06,6.09,6.01
6.25,6.59,6.84,6.25
6.55,6.50,6.56,6.32
6.41,6.50,6.55,6.25
6.50,7.00,7.00,6.50
6.98,6.84,6.98,6.65
6.87,6.85,6.90,6.84
6.77,6.89,6.90,6.77
6.84,6.93,6.94,6.81
6.95,6.90,6.95,6.90
6.82,6.64,6.82,6.64
6.65,6.64,6.75,6.55
6.62,6.70,6.74,6.62
6.70,6.62,6.76,6.62
6.51,6.70,6.70,6.51
6.72,6.61,6.77,6.61
6.65,6.77,6.77,6.65
6.50,6.67,6.68,6.50
6.60,6.69,6.70,6.60
6.60,6.52,6.64,6.45
6.53,6.39,6.53,6.35
6.37,6.32,6.47,6.32
6.44,6.10,6.44,6.00
6.11,6.32,6.45,6.11
6.26,6.26,6.26,6.26
6.19,6.35,6.35,6.19
6.15,6.48,6.57,6.15
6.56,6.49,6.56,6.16
6.50,6.46,6.50,6.30
6.13,6.58,6.58,6.13
6.55,7.03,7.10,6.53
7.10,7.11,7.25,7.02
7.25,7.18,7.25,6.87
7.12,7.23,7.25,6.92
7.23,7.25,7.25,7.01
7.25,7.32,7.32,7.24
7.30,7.30,7.31,7.12
7.40,8.59,9.20,7.40
8.87,8.72,8.93,8.63
8.50,8.32,9.11,7.92
8.48,8.40,8.48,8.17
8.18,8.38,8.39,8.17
8.35,8.25,8.38,8.18
8.07,8.02,8.19,8.02
8.02,8.18,8.49,8.02
8.01,8.16,8.38,8.01
8.17,8.12,8.17,8.01
8.08,8.14,8.14,8.00
8.01,8.09,8.15,8.00
8.01,8.14,8.14,7.50
8.00,7.97,8.00,7.96
8.00,8.08,8.08,8.00
8.06,7.95,8.07,7.95
7.93,8.07,8.09,7.93
8.01,8.24,8.25,8.01
8.15,8.55,8.91,8.15
8.71,8.92,9.04,8.71
8.82,8.95,8.99,8.68
9.02,9.00,9.25,8.95
8.91,8.99,9.00,8.50
8.84,8.97,8.99,8.84
9.00,8.91,9.01,8.50
8.60,8.72,9.01,8.60
8.83,8.80,8.83,8.61
8.90,8.83,8.95,8.66
8.77,8.71,8.81,8.70
8.61,8.39,8.65,8.08
8.39,8.54,8.58,8.39
8.66,8.60,8.81,8.50
8.58,8.42,8.58,8.42
8.42,8.75,8.75,8.42
8.75,8.92,9.02,8.64
8.93,9.64,9.93,8.93
9.70,9.65,9.70,9.50
9.75,9.85,9.90,9.70
9.75,9.74,9.78,9.74
9.69,9.80,9.80,9.57
9.69,9.69,9.78,9.56
9.57,9.64,9.65,9.55
9.60,9.40,9.60,9.30
9.48,9.60,9.60,9.23
9.31,9.42,9.57,9.31
9.43,9.18,9.58,9.16
9.18,9.11,9.49,9.11
9.06,9.23,9.37,9.02
9.11,9.24,9.31,9.11
9.18,9.11,9.29,9.09
9.05,9.11,9.18,9.02
9.06,9.11,9.13,9.04
9.14,9.15,9.23,9.06
9.17,9.10,9.19,9.10
9.06,9.09,9.10,9.03
9.06,9.30,9.43,9.06
9.21,9.02,9.23,9.02
9.03,8.97,9.03,8.84
9.07,8.97,9.07,8.97
8.96,9.00,9.05,8.91
9.00,8.93,9.00,8.91
8.91,9.00,9.25,8.91
8.96,9.02,9.21,8.96
9.24,9.11,9.24,9.08
9.13,9.14,9.14,9.12
9.15,9.16,9.25,9.09
9.11,9.15,9.19,9.10
9.01,9.18,9.18,9.01
8.97,9.18,9.20,8.97
9.14,9.15,9.25,9.14
9.15,9.16,9.16,9.15
9.23,9.18,9.23,9.18
9.16,9.29,9.37,9.16
9.28,9.38,9.38,9.20
9.38,9.51,9.75,9.38
9.56,9.31,9.84,9.00
9.68,9.42,9.69,9.08
9.43,9.39,9.43,9.31
9.40,9.06,9.40,9.05
9.15,9.23,9.23,9.05
9.12,9.19,9.26,9.03
9.05,9.15,9.27,9.05
9.03,9.26,9.28,9.03
9.25,9.30,9.44,9.18
9.19,9.31,9.44,9.19
9.31,9.22,9.45,9.12
9.30,9.35,9.35,9.30
9.31,9.45,9.67,9.31
9.60,9.60,9.60,9.36
9.56,9.87,9.88,9.56
9.87,9.87,9.87,9.50
9.68,9.72,9.87,9.66
9.67,9.90,9.90,9.67
9.90,10.25,10.25,9.81
10.29,10.20,10.85,10.18
10.47,9.47,10.47,9.40
9.71,9.63,9.76,9.63
9.74,9.55,9.74,9.55
9.56,9.48,9.56,9.30
9.42,9.21,9.42,9.10
9.00,8.75,9.20,8.75
8.75,8.67,8.79,8.33
8.89,8.89,8.89,8.72
8.68,8.85,8.85,8.68
8.81,8.74,8.98,8.74
8.38,8.12,8.45,7.61
8.00,8.01,8.15,7.90
8.03,8.10,8.11,8.02
8.09,8.12,8.24,8.06
8.08,7.96,8.10,7.90
7.85,7.94,7.94,7.82
7.83,7.96,7.97,7.83
7.99,8.05,8.24,7.99
7.93,7.74,7.93,7.74
7.75,8.04,8.14,7.75
8.17,7.86,8.17,7.86
8.21,8.13,8.21,8.13
8.08,8.11,8.21,8.08
8.01,7.83,8.01,7.83
7.83,7.86,8.23,7.83
7.96,8.04,8.04,7.90
8.10,7.95,8.10,7.85
7.55,7.58,7.92,7.50
7.74,7.90,7.92,7.69
7.66,7.88,7.99,7.66
7.88,7.65,7.88,7.54
7.58,7.58,7.63,7.55
7.56,7.71,7.94,7.53
7.64,7.69,7.85,7.61
N/A,N/A,N/A,N/A
7.87,7.63,7.87,7.56
7.63,7.28,7.67,7.12
6.85,7.02,7.10,6.80
6.63,6.85,6.63,6.63
6.92,7.19,7.19,6.92
7.05,7.27,7.52,7.00
7.21,7.73,7.84,7.21
6.98,7.56,7.74,6.98
7.60,7.25,7.60,6.95
6.72,6.72,7.10,6.52
6.65,6.50,7.19,6.50
6.69,6.23,6.69,6.15
6.43,6.12,6.43,6.09
6.39,6.20,6.39,6.12
6.55,6.29,6.55,6.29
6.34,6.21,6.34,6.10
6.10,6.22,6.60,6.10
6.22,6.09,6.22,6.09
6.49,6.34,6.49,6.06
6.05,6.46,6.46,6.05
6.48,6.20,6.49,6.08
6.04,5.95,6.14,5.86
6.21,6.05,6.21,5.95
6.01,6.12,6.12,6.01
6.15,6.18,6.18,6.15
5.95,5.96,5.96,5.95
5.95,5.73,5.97,5.55
5.74,5.87,5.87,5.70
5.86,5.86,5.86,5.86
5.94,5.94,5.94,5.94
5.96,5.80,5.96,5.80
5.91,5.68,5.91,5.68
6.02,5.84,6.02,5.84
N/A,N/A,N/A,N/A
5.77,5.78,5.96,5.77
5.80,5.80,5.80,5.80
5.77,5.76,5.77,5.76
5.77,5.60,5.77,5.56
5.89,5.86,5.89,5.86
N/A,N/A,N/A,N/A
5.91,5.91,5.95,5.82
6.00,6.08,6.14,5.66
6.00,6.00,6.00,5.61
5.65,5.68,5.77,5.65
5.70,5.76,5.79,5.70
5.79,5.80,6.09,5.79
5.62,5.75,5.92,5.59
5.60,5.60,5.60,5.60
5.90,5.60,5.90,5.60
5.95,5.95,5.95,5.95
N/A,N/A,N/A,N/A
5.91,5.96,5.96,5.91
5.95,5.72,5.95,5.67
5.69,6.00,6.00,5.69
5.94,5.95,5.95,5.94
5.85,5.85,5.85,5.85
5.95,5.90,5.96,5.89
N/A,N/A,N/A,N/A
5.89,5.74,5.90,5.74
5.60,5.60,5.60,5.60
5.51,5.60,5.69,5.51
5.52,5.61,5.61,5.50
5.75,5.54,5.75,5.50
5.60,5.65,5.65,5.60
5.64,5.58,5.91,5.54
5.60,5.54,5.60,5.51
5.70,5.55,5.90,5.53
5.52,5.52,5.72,5.50
5.54,5.60,5.60,5.53
5.88,5.83,5.88,5.83
5.66,5.66,5.66,5.66
5.81,5.83,5.85,5.81
5.70,5.73,5.79,5.70
5.70,5.66,5.70,5.65
5.65,5.49,5.67,5.40
5.52,5.46,5.52,5.42
5.44,5.30,5.44,5.20
5.26,5.35,5.35,5.25
5.33,5.35,5.35,5.27
5.30,5.27,5.30,5.24
5.13,5.10,5.46,5.10
5.16,5.13,5.16,5.13
5.28,5.48,5.80,5.25
5.19,5.19,5.19,5.19
5.19,5.18,5.60,5.18
5.14,5.10,5.14,5.09
5.10,5.19,5.21,5.10
5.29,5.25,5.29,5.25
N/A,N/A,N/A,N/A
5.11,5.11,5.11,5.11
5.11,5.20,5.29,5.11
5.17,5.15,5.24,5.14
5.71,5.32,5.71,5.07
5.46,5.25,5.55,5.25
5.21,5.11,5.26,5.10
5.09,5.06,5.15,5.06
5.05,5.06,5.08,5.05
5.01,5.10,5.14,5.00
5.17,5.09,5.17,5.09
5.26,5.26,5.26,5.26
5.32,5.26,5.40,5.03
5.09,5.05,5.32,5.05
5.15,5.16,5.25,5.08
5.05,5.00,5.14,5.00
5.05,4.96,5.05,4.75
5.08,5.06,5.08,4.81
5.00,4.99,5.00,4.92
5.00,5.41,5.52,4.94
5.65,5.36,5.65,5.10
5.58,5.25,5.80,5.20
5.07,5.18,5.21,5.07
5.27,5.12,5.62,5.10
5.15,5.01,5.15,5.01
4.99,5.14,5.19,4.99
5.01,5.18,5.18,5.01
5.06,5.11,5.11,5.02
5.02,5.11,5.11,5.02
5.11,5.00,5.11,5.00
4.94,4.80,4.95,4.75
4.80,4.74,4.80,4.71
4.73,4.93,4.94,4.73
4.68,3.89,4.70,3.60
3.79,4.12,4.13,3.79
4.25,4.16,4.49,4.15
4.61,4.50,4.64,4.06
4.28,4.10,4.28,4.00
4.14,4.14,4.14,4.14
4.35,4.14,4.35,4.03
4.45,4.08,4.45,4.08
4.28,4.36,4.36,4.28
4.34,4.18,4.41,4.18
4.16,4.42,4.47,4.16
4.24,4.46,4.46,4.24
4.21,4.21,4.21,4.21
4.24,4.28,4.52,4.24
4.50,4.45,4.58,4.31
4.50,4.60,4.78,4.43
4.58,4.62,4.62,4.58
4.68,4.98,4.98,4.68
4.86,4.87,4.87,4.86
4.99,4.74,4.99,4.70
5.37,4.96,5.37,4.96
4.89,4.92,4.95,4.89
4.90,4.90,4.90,4.90
4.90,4.96,5.05,4.66
4.92,4.92,4.93,4.76
5.12,5.06,5.12,4.97
5.06,5.06,5.06,5.01
4.99,4.99,5.03,4.90
5.03,5.06,5.08,4.98
5.09,5.12,5.25,5.04
5.19,5.17,5.19,5.17
4.98,5.05,5.15,4.98
5.20,5.19,5.20,5.02
4.98,4.98,5.11,4.98
5.03,5.16,5.20,5.03
5.09,5.20,5.24,5.09
5.19,5.25,5.25,5.19
5.15,4.97,5.15,4.97
4.91,4.87,4.92,4.87
4.93,5.08,5.08,4.93
5.10,5.02,5.10,5.00
5.02,5.02,5.02,5.02
N/A,N/A,N/A,N/A
5.00,5.00,5.00,4.88
4.88,4.87,5.00,4.87
4.83,4.76,4.89,4.76
4.79,4.83,4.83,4.79
4.98,4.93,4.98,4.93
N/A,N/A,N/A,N/A
4.85,4.95,4.95,4.77
5.00,4.91,5.00,4.86
5.00,4.98,5.00,4.86
4.85,4.90,4.90,4.85
N/A,N/A,N/A,N/A
4.86,4.89,4.90,4.85
4.99,4.91,5.00,4.91
4.91,4.92,4.98,4.90
4.90,4.90,4.96,4.90
4.90,4.90,4.90,4.90
4.99,5.00,5.00,4.99
5.01,5.50,5.67,5.01
5.29,5.41,5.75,5.28
5.51,5.46,5.66,5.40
5.66,5.65,5.80,5.60
N/A,N/A,N/A,N/A
5.62,5.21,5.65,5.21
5.31,5.45,5.50,5.31
5.31,5.41,5.55,5.31
N/A,N/A,N/A,N/A
5.32,5.05,5.32,5.03
5.20,4.95,5.20,4.95
5.00,5.06,5.06,5.00
5.04,4.99,5.04,4.95
5.23,4.96,5.27,4.95
4.90,5.03,5.04,4.90
5.29,4.95,5.29,4.95
5.00,5.05,5.30,4.95
5.47,5.07,5.47,5.07
5.11,5.19,5.27,4.95
5.18,5.42,5.56,5.15
5.41,5.31,5.42,5.17
5.42,5.39,5.42,5.21
5.36,5.31,5.36,5.13
5.37,5.35,5.38,5.29
5.21,5.27,5.30,5.21
5.25,5.12,5.25,5.12
5.12,5.09,5.15,5.05
5.12,5.25,5.28,5.07
5.20,5.29,5.29,5.20
5.28,4.90,5.29,4.89
4.95,5.05,5.09,4.95
5.18,4.90,5.20,4.90
4.93,4.93,5.17,4.91
5.05,5.00,5.14,4.90
5.00,5.15,5.20,4.94
5.25,5.23,5.29,5.09
5.29,5.12,5.30,5.10
5.33,5.14,5.33,5.14
N/A,N/A,N/A,N/A
5.33,5.33,5.33,5.33
5.36,5.36,5.36,5.25
5.15,5.16,5.16,5.15
5.19,5.21,5.26,5.19
5.21,5.21,5.21,5.21
5.05,5.15,5.17,5.05
5.16,5.12,5.16,5.12
5.09,5.13,5.20,5.09
5.13,5.00,5.13,5.00
5.00,5.00,5.00,5.00
5.00,4.83,5.01,4.66
4.68,4.95,4.95,4.68
5.04,4.91,5.04,4.91
4.79,4.72,4.79,4.72
4.72,4.73,4.73,4.72
4.73,4.73,4.73,4.73
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.79,4.80,4.84,4.75
4.81,4.60,4.81,4.60
4.75,4.75,4.75,4.75
4.64,4.35,4.64,4.35
4.48,4.48,4.48,4.48
4.50,4.43,4.59,4.40
4.51,4.25,4.51,4.25
4.33,4.36,4.41,4.33
4.41,4.36,4.41,4.36
4.25,4.28,4.30,4.25
4.33,4.30,4.35,4.30
4.21,4.20,4.40,4.15
4.15,3.98,4.16,3.75
3.92,3.75,3.99,3.32
3.79,3.78,3.90,3.75
3.83,3.96,3.97,3.83
4.01,3.95,4.01,3.93
3.93,3.95,3.97,3.93
3.97,4.08,4.10,3.97
N/A,N/A,N/A,N/A
4.01,3.93,4.09,3.93
3.98,3.94,4.00,3.88
3.99,3.83,3.99,3.82
3.93,3.93,3.93,3.93
3.88,3.62,4.01,3.57
3.61,3.71,3.79,3.61
3.62,3.56,3.68,3.56
3.82,3.62,3.82,3.62
3.57,3.47,3.57,3.43
3.48,3.48,3.48,3.48
3.53,3.50,3.53,3.50
3.45,3.43,3.75,3.43
3.45,3.46,3.64,3.45
3.44,3.44,3.55,3.44
3.45,4.00,4.00,3.42
4.01,3.90,4.05,3.67
3.84,3.77,3.84,3.75
3.89,3.79,3.89,3.77
3.78,3.66,3.82,3.66
3.89,3.89,3.89,3.89
3.67,3.67,3.67,3.67
3.60,3.62,3.62,3.60
3.71,3.70,3.74,3.70
3.69,3.69,3.69,3.69
N/A,N/A,N/A,N/A
3.68,3.75,3.80,3.67
3.68,3.61,3.70,3.61
3.72,3.78,3.78,3.72
3.68,3.75,3.80,3.68
3.55,3.69,3.74,3.55
3.83,3.75,3.83,3.75
3.75,3.75,3.75,3.75
3.60,3.74,3.82,3.60
3.74,3.81,3.82,3.74
3.66,3.70,3.83,3.65
3.90,3.90,4.00,3.84
3.90,3.94,3.94,3.85
4.09,4.10,4.10,4.00
3.93,4.07,4.07,3.90
4.10,4.10,4.24,4.10
4.11,4.12,4.13,3.89
3.85,4.07,4.08,3.85
4.02,4.08,4.08,4.02
4.08,4.08,4.08,4.08
4.09,4.05,4.09,4.05
3.86,3.95,4.25,3.85
3.71,3.75,3.88,3.71
3.75,3.75,3.75,3.75
4.05,4.10,4.10,4.05
3.76,3.92,3.93,3.75
3.84,3.70,3.84,3.65
3.90,3.70,3.90,3.70
3.55,3.88,3.88,3.55
3.95,4.15,4.45,3.70
4.10,4.00,4.12,4.00
4.00,3.90,4.05,3.71
4.15,3.95,4.15,3.90
4.00,3.95,4.01,3.76
3.98,3.98,3.98,3.98
N/A,N/A,N/A,N/A
4.10,3.90,4.10,3.90
4.05,3.95,4.05,3.95
3.90,3.91,3.91,3.90
4.10,3.95,4.10,3.90
3.95,3.90,3.95,3.85
4.00,3.85,4.01,3.85
3.92,3.85,3.92,3.85
3.90,3.85,3.90,3.84
3.75,3.84,3.95,3.65
3.75,3.65,3.75,3.65
