VDE,Vanguard Energy ETF,NASDAQ
112.78,111.97,112.78,110.82
110.80,110.28,111.38,109.01
111.64,111.68,112.01,110.75
113.01,112.41,113.01,111.45
112.90,112.64,113.55,112.59
112.56,112.44,113.06,111.84
113.43,113.06,114.01,112.75
113.22,113.38,114.25,112.84
113.25,113.42,113.58,112.49
114.35,114.82,114.86,113.35
115.45,115.52,116.14,115.34
116.40,116.84,116.87,116.00
116.99,116.15,117.09,115.90
118.23,117.25,118.23,116.47
117.80,117.61,117.80,116.75
117.78,117.51,117.86,117.31
117.58,116.88,117.72,116.13
117.16,117.36,117.76,117.14
117.76,118.64,118.95,117.76
118.96,120.16,120.19,118.85
120.04,119.91,120.31,119.80
120.06,120.16,120.55,119.95
120.30,118.81,120.30,118.17
118.40,119.40,119.59,118.26
119.10,119.12,119.18,118.22
118.81,118.11,118.87,117.73
118.35,117.99,118.43,117.23
118.18,118.31,119.09,118.13
118.99,119.83,119.93,118.95
119.31,119.22,119.47,118.60
119.00,119.00,119.07,118.38
118.75,118.31,119.25,117.99
117.90,117.81,118.31,117.43
118.44,118.50,118.65,117.41
118.54,118.17,118.66,117.63
117.70,117.58,118.06,117.29
117.88,117.78,118.05,117.06
117.77,117.35,118.03,117.26
116.57,116.71,117.05,116.15
116.39,116.31,116.64,115.78
116.18,114.37,116.18,114.31
114.39,115.07,115.69,114.27
115.07,114.40,115.37,114.26
114.90,116.05,116.39,114.72
116.27,116.87,116.97,115.68
117.23,116.74,117.55,116.45
115.65,115.97,116.77,115.65
116.38,117.90,118.28,116.38
117.81,116.72,117.81,116.47
117.19,116.54,117.20,116.18
117.67,117.14,117.88,116.56
117.07,117.84,118.12,116.81
118.00,118.25,118.73,118.00
118.63,118.37,119.15,117.60
118.69,119.68,119.78,118.69
119.99,119.74,119.99,118.78
119.77,120.59,120.59,119.28
120.58,119.95,120.68,119.85
120.16,119.98,120.43,119.75
121.00,119.98,121.00,119.85
120.00,120.65,120.95,120.00
120.66,121.95,122.44,120.21
121.98,121.78,122.52,121.58
121.98,120.81,122.10,120.60
120.35,120.25,120.78,119.96
120.04,120.46,121.25,119.92
120.77,120.51,121.06,120.39
120.67,120.56,120.94,120.13
120.30,120.24,120.45,119.84
118.86,119.31,119.79,118.48
119.10,120.22,120.50,119.10
119.62,120.52,120.66,119.18
120.18,119.57,120.24,118.95
119.69,120.66,121.06,119.32
119.56,119.71,120.45,119.38
119.53,118.44,119.99,118.44
118.35,117.91,118.45,117.25
119.03,120.14,120.14,118.77
119.93,121.46,121.75,119.64
120.89,122.25,122.36,120.55
121.87,121.76,122.56,121.39
122.62,123.49,123.77,122.56
123.48,123.88,123.88,123.13
124.92,125.10,125.10,124.20
125.22,124.58,125.58,124.35
125.08,125.18,125.96,124.67
124.41,123.35,124.43,122.92
123.45,124.33,124.46,122.93
124.75,124.70,125.11,123.96
124.77,124.79,125.06,124.32
125.18,125.76,125.77,125.17
125.95,124.96,126.21,124.11
124.94,124.72,125.84,124.32
124.64,124.21,124.71,122.72
124.78,125.95,126.02,124.61
125.50,124.98,125.73,124.89
125.75,125.25,126.33,125.00
125.79,123.39,125.79,123.03
123.42,125.37,125.37,123.26
125.50,125.60,125.86,125.15
125.45,124.37,125.46,124.03
123.78,125.25,125.32,123.75
125.42,126.21,126.25,125.16
127.03,126.97,127.03,126.04
127.71,125.87,127.71,125.55
125.74,125.88,126.46,125.00
126.23,125.56,126.79,125.20
125.93,126.76,126.92,125.77
127.17,127.48,127.49,126.22
127.43,126.32,127.43,125.86
126.32,126.06,126.67,125.49
125.79,125.04,126.25,124.50
125.45,124.93,125.94,124.64
125.09,124.93,125.73,124.17
124.64,125.32,125.63,124.51
125.08,124.93,125.55,123.98
124.61,124.46,125.03,124.25
125.63,124.90,125.75,124.47
125.36,124.98,125.39,124.45
124.69,124.58,125.36,124.46
124.68,122.81,124.68,122.51
122.66,123.40,123.89,122.55
123.06,122.93,123.17,122.42
123.76,124.15,124.62,123.39
124.02,123.46,124.17,122.93
123.92,125.33,125.44,122.84
125.00,125.54,125.74,124.74
123.61,123.85,124.20,123.43
124.47,123.90,124.79,123.86
124.06,124.74,124.80,124.03
125.04,125.66,125.75,124.98
126.25,126.38,126.48,125.71
126.50,125.43,126.59,125.32
125.68,126.43,126.57,125.37
125.98,124.62,126.10,124.20
124.97,124.32,125.30,124.01
124.82,124.29,124.82,123.73
124.70,125.26,125.32,124.05
125.21,124.45,125.21,124.00
124.54,124.02,124.63,123.01
124.11,124.23,124.26,123.37
123.88,121.82,124.03,121.65
122.15,123.33,123.34,122.15
123.63,123.00,123.63,122.86
122.75,123.17,123.18,122.25
123.36,123.06,124.14,122.80
123.85,123.77,124.09,122.88
124.23,124.42,124.51,123.67
123.91,122.98,123.93,122.36
122.09,120.30,122.27,120.30
120.64,119.69,120.69,118.99
119.95,120.72,120.90,119.74
119.81,120.07,120.88,119.22
120.79,120.36,120.83,119.61
118.82,118.68,119.67,118.10
118.64,116.54,119.01,116.31
116.95,117.50,117.84,116.75
117.39,116.33,117.39,116.17
116.60,118.20,118.41,116.60
118.75,119.44,119.54,118.18
119.50,118.69,119.51,118.28
118.88,120.40,120.75,118.73
120.63,120.37,121.10,120.26
119.67,121.00,121.38,119.51
121.32,122.69,122.94,121.19
123.05,123.31,123.49,122.72
123.08,123.22,124.48,123.08
123.26,124.10,124.37,123.16
124.28,123.38,124.37,123.34
123.74,125.42,126.33,123.74
125.24,125.28,125.52,124.36
125.38,124.54,125.45,124.17
124.37,124.57,124.72,123.72
124.64,125.29,125.81,124.57
124.51,124.58,125.91,124.14
125.69,125.98,126.37,125.28
125.65,124.65,125.69,124.35
124.77,125.44,125.54,124.66
126.00,125.69,126.00,125.27
125.71,125.95,125.99,124.93
126.07,124.32,126.09,124.00
123.57,124.45,124.78,123.43
124.74,123.21,124.74,122.82
123.37,123.56,123.82,123.21
124.18,124.35,124.60,123.82
124.58,125.45,125.76,124.52
125.65,124.42,125.65,123.77
124.09,125.02,125.18,123.50
125.78,125.50,126.38,125.45
125.95,125.14,126.40,124.98
125.64,126.17,126.39,125.64
126.86,125.62,127.00,125.47
125.52,126.78,126.96,125.34
127.00,128.37,128.57,127.00
128.99,128.41,129.15,128.00
128.76,129.14,129.14,128.38
128.97,129.65,129.79,128.87
129.79,130.16,130.69,129.66
131.26,129.64,131.33,129.48
129.47,127.63,129.47,127.60
127.90,128.94,129.13,127.71
129.28,129.70,129.73,128.26
129.40,127.89,130.00,127.63
127.17,127.56,128.33,127.17
128.28,129.18,129.49,127.88
129.08,130.79,130.81,128.70
131.58,132.43,132.44,131.41
132.49,133.62,133.93,132.29
133.80,134.45,134.47,133.38
134.04,134.20,134.58,133.54
134.23,134.79,135.22,134.20
135.20,134.68,135.31,134.51
134.47,133.97,134.76,133.52
134.50,134.23,134.50,133.08
134.85,134.85,136.01,134.84
134.72,134.92,134.95,133.83
134.73,134.31,134.95,134.05
134.36,134.84,135.66,134.00
134.25,135.45,135.66,134.06
135.44,135.53,136.17,135.38
136.15,136.53,136.77,135.24
136.37,134.50,136.37,134.49
134.70,134.51,134.85,133.97
135.26,135.32,135.37,134.52
135.49,135.80,135.92,135.33
135.83,135.81,136.24,135.59
135.56,134.19,135.56,133.13
134.17,133.86,134.17,133.29
133.82,134.32,134.71,133.65
134.19,133.97,134.51,133.75
134.50,135.55,135.73,134.50
135.60,135.33,136.08,135.30
135.59,135.13,135.81,135.07
135.47,135.40,135.74,134.90
135.44,135.69,136.10,135.13
136.07,136.77,136.82,135.52
136.77,136.65,136.77,135.95
136.97,136.30,137.04,136.00
136.23,136.82,136.99,136.10
136.87,136.75,136.92,136.30
137.03,137.55,137.78,136.30
138.01,138.79,138.94,137.96
138.90,138.97,139.69,138.61
138.90,138.76,139.07,138.45
138.34,139.30,139.56,138.16
140.00,139.85,140.77,139.63
140.17,141.24,141.24,139.47
141.52,141.92,142.22,141.33
141.75,141.75,141.77,140.91
141.80,142.82,142.86,141.44
143.00,143.78,143.78,142.51
144.35,145.14,145.19,144.07
145.44,145.60,145.97,145.25
145.60,142.54,145.60,142.32
142.09,143.60,143.64,141.77
143.69,143.74,143.76,142.37
143.36,143.79,143.81,143.00
143.70,143.96,144.04,143.14
144.49,144.13,144.72,143.79
144.14,143.89,144.33,143.57
144.36,144.57,144.58,143.69
144.36,143.31,144.36,143.07
143.07,143.14,143.43,142.53
143.50,144.05,144.09,143.14
143.00,142.55,143.11,141.89
142.35,141.37,142.39,141.08
142.15,142.68,142.89,142.10
142.46,141.94,142.59,141.03
142.47,144.10,144.12,142.47
143.99,141.93,144.43,141.76
142.37,142.44,142.81,141.68
142.17,142.64,142.75,141.84
143.30,143.75,144.11,143.30
144.00,144.58,144.64,143.46
144.88,144.72,145.25,144.32
144.28,143.59,144.33,143.44
143.54,143.28,143.65,142.36
143.24,142.83,143.69,142.80
143.47,142.02,143.87,141.55
141.01,138.58,141.04,138.47
138.03,137.48,138.54,136.28
137.54,139.75,140.01,136.98
139.22,136.73,139.22,135.88
135.68,137.19,138.68,135.68
137.70,136.22,138.01,135.65
136.58,138.59,138.68,136.32
139.35,138.77,140.11,138.68
138.39,137.74,138.52,137.17
138.32,138.27,138.90,137.74
138.39,137.48,138.52,137.23
138.00,138.46,138.62,137.33
139.10,138.92,139.26,138.29
139.21,139.93,140.25,139.17
139.84,140.27,140.37,139.25
140.31,140.33,140.70,139.73
140.02,139.48,140.02,138.92
140.10,140.80,140.86,139.94
140.99,141.47,142.22,140.87
141.66,141.37,141.90,140.97
140.87,141.36,141.56,140.80
141.63,142.26,142.29,141.29
142.05,140.38,142.05,139.86
141.29,140.92,141.75,140.80
141.16,138.92,141.24,138.31
138.81,139.88,139.89,138.13
139.33,137.72,139.33,137.11
137.57,136.94,138.39,136.29
136.85,136.73,136.85,135.07
135.92,136.94,137.08,135.06
136.62,134.88,136.62,134.47
134.73,135.73,136.02,134.09
135.54,137.33,138.21,135.43
137.65,136.76,137.85,136.51
137.17,135.97,137.17,135.63
136.38,135.91,136.93,135.84
135.49,133.77,135.49,133.33
133.62,133.37,134.75,133.37
133.30,133.60,134.32,131.46
133.46,131.48,133.53,131.46
131.65,133.13,133.65,130.97
132.10,132.80,133.01,131.21
132.64,131.12,132.98,130.36
131.12,128.44,131.66,128.00
127.89,127.95,128.65,125.51
128.65,127.77,128.65,126.65
128.02,127.87,129.05,126.91
127.12,126.03,128.61,126.02
125.86,127.10,127.13,123.50
126.32,122.26,126.35,122.05
122.22,120.60,123.20,119.30
120.20,116.75,121.63,116.70
117.25,115.27,118.71,114.71
113.77,116.14,116.49,111.95
113.81,118.38,119.40,113.30
120.33,119.26,121.81,118.28
119.02,120.29,120.41,118.50
121.58,123.89,124.15,121.50
124.26,121.57,124.94,121.46
123.32,123.72,124.93,122.49
123.61,123.35,123.64,121.72
121.76,120.74,121.76,119.52
121.23,123.56,123.76,120.70
124.51,123.90,125.77,122.70
123.08,123.38,123.93,122.00
124.05,125.89,126.00,122.48
126.00,123.71,127.21,123.43
122.52,120.99,122.52,120.09
122.44,123.02,123.66,121.35
122.24,124.53,124.53,121.91
124.72,126.30,127.09,124.72
127.18,125.06,127.80,124.72
125.21,125.46,125.75,124.00
124.59,124.45,125.96,124.25
123.93,122.73,123.93,120.94
123.20,124.01,124.12,122.55
123.04,123.37,124.03,122.79
123.12,123.43,124.30,122.81
123.58,124.03,124.37,122.37
124.08,125.61,125.73,123.90
127.75,127.17,128.23,126.31
126.98,126.26,127.45,125.69
126.75,124.22,127.00,124.00
123.67,122.66,123.91,122.53
117.86,114.24,118.20,113.97
113.56,114.64,115.03,112.52
114.08,115.97,116.96,113.76
116.49,117.39,118.34,116.29
116.42,116.37,117.06,115.25
116.10,114.89,116.28,114.47
113.49,110.13,113.76,109.90
110.04,111.36,111.77,109.51
109.72,107.72,109.73,107.08
107.72,107.70,110.46,107.49
106.57,105.54,107.49,105.44
106.32,104.46,107.37,104.17
103.64,105.40,108.66,103.24
105.44,110.05,110.99,105.44
110.79,110.21,111.08,106.00
111.06,113.51,113.70,109.82
113.10,112.50,113.10,111.33
113.00,113.93,114.27,112.46
113.45,113.01,113.45,111.72
113.60,112.91,113.99,112.43
113.56,113.22,114.12,112.60
112.99,112.43,113.39,112.01
111.96,111.62,112.81,110.92
111.00,112.18,112.56,110.53
110.78,107.73,111.27,107.10
107.73,106.11,108.31,105.31
107.46,106.37,107.78,105.59
107.40,108.67,108.80,106.78
108.75,107.91,108.95,106.86
106.65,104.89,106.65,104.19
105.27,104.03,106.00,103.00
103.15,104.40,104.55,101.33
105.49,102.93,105.82,102.87
103.40,106.29,106.38,103.40
105.77,106.29,106.37,104.43
106.84,108.33,108.46,106.62
109.26,108.87,109.28,107.01
108.44,107.96,109.50,107.88
108.50,109.54,109.76,107.43
108.67,109.48,110.00,108.41
109.33,105.23,109.33,104.94
105.75,105.41,106.06,103.05
104.70,106.20,107.52,103.89
107.43,109.52,109.58,106.86
110.94,112.79,113.31,110.74
111.58,110.87,111.83,109.94
111.97,112.72,113.23,111.57
113.50,112.70,113.74,112.20
113.04,112.90,114.21,112.60
113.28,112.49,113.28,110.68
111.22,111.83,112.20,110.44
113.25,113.44,113.95,112.68
114.55,115.76,115.86,114.33
115.58,116.15,116.30,114.50
115.31,114.60,115.64,114.35
112.19,113.86,114.58,111.64
113.78,113.41,114.17,112.49
112.44,112.87,113.68,111.92
113.47,113.01,113.86,112.48
113.23,113.74,113.91,112.63
113.29,111.75,113.29,111.14
112.16,111.41,112.25,111.29
111.55,110.52,111.55,109.54
110.80,110.93,111.56,110.07
111.09,110.64,111.31,109.55
110.60,110.11,110.62,109.94
109.49,108.28,109.88,107.97
108.27,107.53,109.31,107.48
106.92,105.98,107.19,105.92
106.20,106.28,106.73,105.51
106.54,105.75,106.93,105.66
105.00,105.23,105.30,104.00
104.68,106.38,106.43,104.20
105.94,105.87,106.31,105.22
105.29,108.94,109.52,105.07
107.62,107.19,108.05,106.90
108.07,108.48,109.22,107.91
108.75,108.31,109.58,108.27
108.59,107.60,108.59,107.56
108.18,108.91,109.68,108.09
109.93,108.86,110.44,108.44
108.46,107.93,108.58,107.57
108.94,110.18,110.38,108.94
109.32,109.28,110.06,108.62
109.81,109.54,110.50,109.32
109.14,109.84,110.50,108.90
110.39,111.96,112.54,110.01
111.71,112.18,112.88,111.56
112.55,111.07,112.93,111.00
111.36,112.75,112.96,111.36
113.01,113.27,113.48,112.68
113.66,112.37,113.95,112.22
112.93,114.42,114.75,112.93
115.21,117.16,117.39,114.92
116.89,116.77,117.85,115.87
116.48,115.73,116.48,114.85
116.07,116.25,117.43,116.03
116.46,114.90,116.71,114.50
115.32,115.64,116.07,114.42
116.02,116.53,117.28,115.99
116.18,115.68,116.18,115.21
116.26,115.59,116.60,115.45
115.72,116.22,116.36,115.25
116.10,117.30,117.41,115.47
117.76,116.99,117.88,116.28
117.21,117.25,117.40,116.30
117.64,116.89,117.93,116.43
117.99,115.64,118.46,115.55
116.79,115.21,117.08,114.64
115.02,113.90,115.02,113.08
114.76,115.70,115.83,113.48
115.90,113.63,115.95,113.52
113.63,114.25,114.79,113.34
115.03,113.85,115.23,113.48
114.33,113.74,114.88,113.58
113.21,114.16,114.52,112.88
114.06,114.20,114.32,113.45
113.56,112.64,113.56,112.48
113.11,112.89,113.24,112.19
113.48,113.97,114.17,113.08
114.84,113.49,114.84,113.00
112.56,111.64,112.80,111.24
111.69,111.51,112.49,110.86
111.09,111.06,111.29,110.33
111.10,111.05,111.61,110.72
111.26,110.74,111.29,110.54
110.98,111.53,112.02,110.55
111.37,110.76,112.01,110.66
110.21,109.29,110.38,109.11
108.95,110.12,111.03,108.77
109.79,109.61,110.32,109.32
110.24,109.55,110.86,109.55
110.64,110.99,111.28,110.64
111.01,110.56,111.44,110.43
109.80,109.28,109.96,109.10
108.41,108.95,109.50,108.13
109.24,109.79,109.85,108.66
110.53,109.58,110.87,109.09
109.96,109.52,110.31,109.42
108.93,108.47,109.40,108.38
109.40,109.58,109.67,108.71
109.33,110.04,110.15,109.30
109.76,109.35,110.36,109.27
109.30,108.13,109.41,108.12
108.01,108.33,108.36,107.44
107.01,106.37,107.60,106.29
107.25,106.95,107.48,106.35
107.10,105.29,107.42,105.00
105.73,105.71,106.36,105.54
104.32,104.17,105.23,103.81
104.19,105.28,105.54,102.50
104.46,103.09,105.14,102.59
104.12,103.55,104.86,103.51
104.20,103.99,104.64,103.47
104.17,104.62,104.86,103.98
104.47,105.69,105.91,104.34
105.32,103.71,105.57,103.35
104.14,103.61,104.45,103.45
103.49,102.32,103.49,101.98
102.33,100.91,102.58,100.78
101.00,101.04,102.00,100.72
100.64,100.20,101.13,100.06
100.45,100.05,101.02,99.28
100.15,97.98,100.15,97.60
97.02,96.49,97.69,96.08
96.92,99.44,99.88,96.62
99.26,100.91,101.01,98.84
100.74,100.32,101.04,99.84
99.71,97.82,99.71,97.66
96.98,95.77,97.38,95.51
95.99,95.34,96.94,94.93
96.11,94.54,97.09,94.46
94.16,96.25,96.43,93.40
95.82,94.36,96.67,94.07
94.88,97.53,97.58,94.59
95.51,97.59,97.62,94.31
97.13,99.31,99.55,96.71
98.71,97.77,98.97,97.67
97.90,97.57,98.75,97.38
97.06,97.66,98.25,96.68
97.64,97.29,97.75,96.74
96.77,94.51,96.82,94.02
94.35,92.33,94.83,92.30
91.73,89.20,92.36,89.14
84.74,84.47,87.91,82.50
87.62,83.40,88.10,83.28
84.23,86.20,86.31,83.78
88.92,90.77,90.87,87.06
90.28,92.60,93.73,90.28
91.94,93.81,94.27,90.32
90.80,90.37,92.96,89.60
91.24,91.15,92.03,89.04
91.66,91.49,93.38,90.93
90.58,89.91,90.58,89.56
90.96,91.23,91.34,89.74
91.85,89.34,92.90,89.17
89.63,89.72,90.25,88.47
89.05,88.95,89.06,87.72
88.25,88.15,88.60,87.68
88.42,89.20,89.54,88.42
89.99,91.88,91.95,89.88
92.01,91.85,93.44,91.17
90.42,89.23,90.65,88.79
90.09,89.74,90.40,89.20
88.39,88.77,89.70,88.21
87.31,85.52,87.40,85.48
85.00,85.86,86.41,84.34
86.74,86.02,86.82,85.30
85.09,82.82,85.64,82.79
83.50,82.83,83.88,82.20
83.66,84.76,85.00,83.44
85.76,84.89,86.81,84.18
83.97,88.47,88.47,83.78
89.80,91.20,91.41,89.48
91.51,93.47,94.07,90.94
94.69,94.64,95.84,92.65
94.41,96.59,96.90,93.85
97.00,95.89,97.00,95.29
95.91,94.56,96.00,93.68
93.79,93.65,95.06,93.33
93.40,94.53,94.86,93.29
94.10,96.16,96.16,93.68
96.43,96.20,96.73,94.98
95.32,94.21,95.49,93.75
93.99,94.59,95.03,93.65
94.24,93.32,94.54,93.16
93.73,95.00,95.16,93.73
94.63,94.83,95.64,93.92
94.66,92.44,94.66,92.41
91.32,91.22,91.50,90.33
91.81,93.39,94.00,91.24
92.86,93.81,94.90,92.86
94.17,94.50,95.45,93.17
93.94,96.66,97.09,93.75
97.46,99.13,99.85,97.10
99.37,98.18,99.46,97.46
97.73,97.19,98.73,96.80
96.33,96.77,97.06,95.35
96.49,95.69,97.56,95.31
95.50,96.01,96.74,95.01
95.99,93.99,96.06,93.75
92.78,91.68,93.26,91.55
91.50,91.31,92.03,90.18
91.03,94.42,94.47,91.00
94.01,93.21,94.53,93.02
93.80,94.85,94.97,93.08
94.31,93.55,94.78,92.82
93.60,92.47,94.04,92.38
92.23,93.11,93.63,91.79
93.56,95.32,95.74,93.48
94.61,94.58,95.41,93.95
93.83,93.81,94.24,93.48
94.08,94.26,95.13,93.88
94.16,94.83,94.91,94.08
94.15,91.85,94.57,91.56
92.37,90.09,92.48,89.64
89.11,89.37,89.94,87.71
87.51,85.84,87.51,84.66
84.16,84.79,86.04,83.00
85.03,85.89,87.80,84.78
85.81,86.57,87.77,85.46
85.60,83.49,85.60,83.41
83.24,83.88,84.39,82.19
84.80,86.23,86.60,84.80
86.24,85.64,86.71,84.69
85.57,83.38,85.75,83.35
83.41,81.87,83.41,81.87
82.10,81.80,82.57,81.05
82.11,82.97,83.34,81.77
83.39,85.97,86.00,83.39
86.13,85.19,86.13,84.89
83.95,83.47,84.03,83.10
84.58,84.05,85.17,83.55
82.99,82.74,84.05,82.72
82.26,83.12,83.62,82.12
82.89,83.11,83.75,81.68
83.02,83.41,83.43,82.01
81.55,80.17,81.60,79.57
78.72,78.17,80.40,77.81
78.83,77.18,78.83,76.84
77.51,75.43,77.56,74.50
76.66,75.61,76.88,73.57
76.60,74.04,77.26,73.31
74.70,77.26,77.94,73.65
74.26,75.07,75.66,73.64
75.60,73.21,75.88,72.07
72.00,71.10,72.21,68.64
70.98,73.39,74.25,70.62
76.26,76.62,77.20,74.82
75.29,72.97,76.90,72.92
74.30,75.89,75.89,73.35
75.72,75.46,77.56,74.52
78.70,77.85,79.02,76.36
78.11,79.98,80.06,77.65
78.67,78.37,79.04,77.29
76.78,75.79,77.85,75.45
77.32,78.64,78.69,74.27
78.95,78.78,80.28,78.37
77.81,77.10,77.96,76.37
75.36,76.84,77.25,74.42
75.87,75.01,76.35,73.75
74.93,74.60,76.43,73.94
73.13,74.27,74.77,72.20
75.35,76.18,76.53,74.57
77.38,76.86,77.73,75.77
78.30,79.28,79.69,77.46
80.03,78.53,80.18,78.07
77.81,78.15,78.17,76.68
79.70,80.07,80.45,79.33
79.50,77.43,79.74,77.24
76.00,78.18,78.30,75.73
77.94,78.33,78.42,76.65
79.72,78.91,79.88,78.64
79.31,78.21,79.49,77.97
78.97,79.84,80.05,77.74
79.40,82.14,82.19,79.00
82.00,83.81,83.97,81.86
84.50,84.99,86.40,83.42
85.06,87.26,87.37,84.83
86.67,82.86,86.80,82.79
84.34,84.54,85.60,83.17
84.32,84.33,84.49,82.69
85.73,86.59,87.00,85.50
86.23,85.87,86.25,84.92
85.36,85.46,85.48,83.84
86.03,87.25,87.41,85.64
88.00,88.65,89.38,87.22
89.59,88.68,89.66,87.87
87.74,87.64,88.28,86.72
86.86,87.33,88.00,86.86
86.79,84.96,87.04,84.92
83.64,85.49,85.49,83.26
85.72,85.09,85.72,84.32
84.07,85.43,85.57,83.48
86.34,85.70,86.75,85.17
85.49,85.82,86.50,85.36
84.37,84.46,84.77,83.89
84.38,83.79,85.31,83.58
83.76,83.19,83.79,82.84
83.93,85.15,85.20,83.25
84.58,84.59,85.37,83.85
86.25,86.58,87.01,86.01
87.18,86.34,87.56,86.33
86.91,89.36,89.79,86.62
89.58,89.62,89.96,88.60
89.86,89.71,89.98,89.15
89.23,88.56,89.34,88.30
86.74,90.03,90.21,86.35
90.71,92.03,92.10,90.17
91.52,92.95,93.67,91.29
93.08,92.43,93.51,92.25
92.62,94.00,94.32,92.62
93.86,92.76,93.86,92.09
93.39,94.24,94.30,92.90
94.93,96.19,96.44,94.46
95.60,94.73,96.57,94.40
95.00,94.64,95.99,93.17
94.54,94.39,94.70,93.12
93.22,91.78,93.39,91.27
91.61,90.44,92.61,89.91
91.94,91.07,92.57,90.30
90.49,90.96,92.17,90.25
90.46,89.33,90.46,88.18
89.83,91.17,91.18,89.78
90.97,91.44,92.31,90.08
92.36,91.68,93.10,90.93
91.33,90.40,91.95,90.19
91.33,92.08,92.37,91.33
92.06,92.59,93.38,91.85
92.51,91.43,92.85,90.90
90.55,91.36,91.54,89.46
91.79,91.95,92.08,91.00
91.38,91.72,92.11,90.95
92.19,92.05,92.61,91.50
92.63,93.90,94.00,92.63
94.45,93.36,94.74,93.12
93.19,93.41,93.43,92.40
93.50,93.03,94.49,92.73
92.20,93.31,93.47,91.79
92.37,93.10,93.10,91.95
93.00,92.86,93.94,92.12
93.56,95.06,95.10,93.55
95.50,97.19,97.43,95.50
97.91,97.07,98.27,96.73
96.11,96.50,96.79,95.64
95.30,94.24,95.81,93.95
93.53,93.76,95.02,93.07
93.24,93.68,94.12,92.50
93.19,93.47,94.50,92.75
92.57,92.96,93.04,91.08
93.62,94.02,94.22,93.45
95.19,94.87,95.65,94.77
94.02,95.33,95.55,93.72
95.65,94.76,95.71,94.69
95.75,96.44,96.44,95.42
92.63,92.81,94.28,92.46
91.87,89.90,91.90,89.20
91.43,92.51,92.56,91.24
93.34,94.39,94.95,93.29
94.25,95.12,95.16,93.75
95.00,95.84,96.09,94.92
94.50,93.58,94.76,92.61
93.22,94.11,94.16,92.48
94.58,93.08,95.30,92.45
94.26,94.40,94.68,93.44
94.83,94.45,95.25,94.44
95.57,97.01,97.47,95.52
96.78,96.04,97.24,95.14
96.77,96.44,97.00,96.22
96.97,96.36,97.28,96.02
95.94,96.45,96.49,95.42
96.13,95.78,96.34,95.50
95.34,95.70,96.15,94.54
95.51,94.73,96.38,94.52
95.00,94.95,95.12,94.38
94.31,92.99,94.38,92.64
92.50,93.56,93.62,92.39
93.60,92.55,94.46,92.16
92.52,92.37,92.94,91.81
91.25,93.29,93.36,90.89
92.25,90.11,92.32,89.79
90.83,90.82,91.36,89.21
90.90,92.66,92.67,90.49
92.27,92.74,93.39,92.16
92.87,93.66,93.70,92.62
94.25,94.99,95.62,94.00
95.27,94.41,95.29,94.06
94.63,93.29,94.85,93.09
93.74,94.62,95.09,93.44
94.93,95.14,95.48,94.65
95.80,96.01,96.29,95.52
96.00,96.25,96.54,95.41
96.03,96.48,96.58,95.58
96.86,98.40,98.40,96.86
98.11,97.60,98.11,97.28
96.58,96.53,96.83,95.92
96.47,97.06,97.34,96.47
96.61,96.64,97.20,96.40
96.60,96.44,96.85,96.09
96.57,96.20,97.45,95.72
95.85,96.82,96.96,95.85
97.13,96.41,97.51,96.14
95.98,95.06,96.10,94.48
94.67,94.74,94.90,93.96
95.43,95.75,96.08,95.27
96.08,97.25,97.31,96.03
97.59,97.62,97.84,97.08
98.14,99.37,99.54,97.71
98.42,96.41,98.52,96.41
95.75,97.27,97.64,95.48
96.12,94.36,96.12,94.04
94.09,93.17,95.21,92.89
93.35,94.24,94.86,93.35
93.00,93.49,93.80,92.86
94.33,93.44,94.47,93.41
92.81,92.02,93.25,91.98
92.76,94.12,94.17,92.70
95.14,94.49,95.56,94.37
93.91,93.01,94.82,92.58
93.70,92.67,93.93,92.60
92.00,92.07,92.24,91.02
92.37,96.27,96.39,91.84
96.28,96.36,97.40,95.46
96.90,97.69,98.19,96.40
97.72,97.52,97.83,96.79
97.75,96.60,98.00,96.23
97.56,98.13,98.57,97.56
98.46,98.33,98.84,97.49
98.36,97.76,98.75,97.49
97.76,99.43,99.82,97.76
99.11,98.27,99.19,97.75
97.87,97.77,98.16,97.00
96.99,97.23,97.67,95.96
97.73,96.72,98.06,96.59
96.46,96.20,96.99,95.72
97.15,96.54,97.34,96.16
97.17,97.93,98.67,97.17
97.48,97.84,98.18,96.80
97.12,97.23,97.37,96.61
97.30,96.88,97.52,95.80
96.62,96.14,97.80,96.08
95.23,96.28,96.72,95.10
96.73,95.95,96.83,95.90
95.75,95.26,96.90,94.80
94.99,94.07,95.30,93.91
94.58,94.14,95.07,93.08
93.30,93.04,93.53,91.90
93.19,93.37,93.72,92.60
93.04,92.90,93.81,92.27
94.31,94.90,94.93,94.09
94.48,95.09,95.67,94.31
93.78,96.99,97.56,93.78
97.00,97.26,98.10,96.61
96.91,95.76,96.91,94.90
95.65,96.28,96.32,94.83
97.22,99.02,99.08,97.09
98.83,98.31,99.42,98.03
99.11,97.76,99.81,97.48
98.27,98.24,98.67,97.66
99.63,100.61,100.65,99.59
100.83,100.58,101.14,99.38
100.24,101.06,101.29,99.89
100.64,100.53,100.75,99.98
100.94,98.98,100.95,98.83
96.93,97.62,98.19,96.65
101.47,103.25,104.05,101.18
105.00,103.59,105.50,103.41
103.60,103.73,104.19,103.06
104.70,104.62,105.45,104.20
103.82,104.63,104.88,103.29
