FXA,Guggenheim CurrencyShares Australian Dollar Trust,NASDAQ
95.15,93.18,95.61,93.14
92.08,92.04,92.33,91.71
92.14,92.47,92.62,91.95
92.31,92.70,93.06,92.29
92.75,92.76,92.88,92.32
93.27,92.88,93.54,92.57
93.16,92.87,93.39,92.75
92.05,91.58,92.15,91.27
91.86,92.32,92.50,91.77
91.53,91.41,91.74,91.36
90.66,90.83,90.97,90.63
91.06,90.60,91.06,90.50
91.12,91.36,91.46,91.12
92.01,92.00,92.04,91.39
91.86,91.15,92.08,90.98
91.91,91.89,91.96,91.30
90.60,90.67,90.83,90.46
90.87,91.17,91.18,90.83
92.25,92.63,92.64,92.10
92.86,92.42,93.02,92.12
91.77,91.81,91.83,91.30
92.30,92.04,92.30,92.00
92.54,92.57,92.82,92.52
92.55,93.03,93.11,92.40
92.29,91.69,92.32,91.42
91.77,92.70,92.78,91.77
92.73,92.87,92.88,92.46
92.44,92.15,92.50,92.05
91.03,90.82,91.10,90.60
89.88,90.04,90.26,89.52
89.52,89.18,89.52,89.08
89.03,89.03,89.36,88.73
89.01,89.33,89.35,88.93
89.60,89.89,90.05,89.52
89.57,89.91,90.25,89.57
90.85,91.15,91.35,90.84
91.65,91.95,92.16,91.64
91.76,91.49,91.89,91.44
90.97,91.15,91.18,90.81
91.34,91.46,91.62,91.29
91.14,91.45,91.52,90.68
92.14,91.92,92.22,91.80
91.62,91.23,91.66,91.13
90.89,90.95,91.08,90.89
90.26,89.89,90.62,89.83
90.26,90.20,90.48,90.09
90.01,90.43,90.59,89.97
90.68,90.33,90.68,90.28
89.73,89.99,90.06,89.54
89.16,89.51,89.64,89.05
89.54,89.46,89.66,89.34
89.46,89.14,89.47,89.11
90.34,90.58,90.73,90.11
91.57,91.74,91.92,91.57
91.45,91.37,91.59,91.20
92.08,91.93,92.18,91.88
92.20,92.43,92.47,92.15
93.05,93.22,93.22,92.91
92.92,93.34,93.43,92.92
92.52,92.73,92.86,92.52
92.60,92.55,92.69,92.42
93.80,93.23,93.82,93.13
93.60,93.66,93.74,93.50
93.58,95.13,95.14,93.50
95.07,94.51,95.08,94.38
94.28,94.20,94.43,93.90
94.52,94.55,94.69,94.49
94.07,94.02,94.25,93.77
93.78,93.84,93.99,93.70
93.77,93.64,93.93,93.53
93.21,93.27,93.39,93.18
93.50,93.43,93.69,93.34
94.00,94.06,94.07,93.70
93.59,93.89,93.92,93.48
94.02,94.06,94.20,93.76
94.42,94.38,94.62,94.31
94.10,94.34,94.49,94.10
94.71,94.37,94.78,94.29
94.56,94.52,94.64,94.30
94.40,94.69,94.78,94.39
94.62,94.76,94.85,94.60
94.88,95.07,95.13,94.75
95.29,95.21,95.47,95.08
95.47,95.60,95.65,95.30
96.28,96.35,96.56,96.27
96.79,96.82,96.83,96.67
96.75,96.67,96.87,96.60
97.22,97.19,97.41,97.04
96.40,96.36,96.46,96.19
96.06,96.28,96.35,95.85
96.08,95.99,96.20,95.84
95.90,95.81,95.97,95.71
95.12,94.89,95.22,94.87
95.11,94.84,95.21,94.56
95.20,94.64,95.25,94.64
94.62,94.32,94.67,94.22
94.96,95.16,95.18,94.95
95.13,94.94,95.13,94.85
95.29,95.31,95.40,95.12
94.74,94.49,94.86,94.42
93.86,93.83,93.91,93.56
93.60,93.61,93.68,93.49
93.29,93.02,93.37,92.74
93.04,93.36,93.36,92.96
93.07,93.28,93.37,92.96
93.59,93.80,93.80,93.59
94.14,93.81,94.21,93.70
94.22,94.35,94.37,94.14
93.93,93.47,94.06,93.25
92.50,92.31,92.65,92.13
91.69,91.74,91.84,91.53
91.68,91.74,91.76,91.52
91.09,91.42,91.46,91.03
90.94,90.91,90.97,90.76
91.17,91.14,91.55,91.14
91.21,91.06,91.25,90.81
91.28,91.41,91.46,91.18
90.17,90.34,90.41,90.02
90.19,90.71,90.79,90.13
90.80,91.06,91.17,90.75
90.82,91.11,91.19,90.82
91.60,91.60,91.71,91.44
91.01,90.55,91.02,90.52
89.52,89.34,89.52,89.22
89.43,89.66,89.70,89.34
89.43,89.51,89.75,89.43
89.13,89.08,89.16,88.88
89.13,88.56,89.50,88.24
88.54,88.68,88.71,88.42
89.07,89.34,89.41,89.02
89.38,89.45,89.56,89.34
89.26,89.35,89.36,89.20
88.92,89.08,89.10,88.87
89.17,88.79,89.24,88.72
89.04,89.20,89.43,89.04
89.46,89.43,89.63,89.30
88.95,89.09,89.41,88.95
89.91,89.38,90.01,89.38
89.45,89.70,89.74,89.42
89.14,89.20,89.35,88.95
89.43,89.17,89.55,89.00
88.92,88.99,89.01,88.78
89.41,90.01,90.07,89.38
90.78,90.67,90.89,90.51
89.98,89.62,90.01,89.60
89.13,89.13,89.35,89.05
88.13,88.27,88.27,87.93
87.97,87.77,87.99,87.70
88.17,88.14,88.25,88.04
88.69,88.57,88.75,88.43
88.05,87.74,88.05,87.42
87.21,87.05,87.31,86.98
87.48,87.59,87.70,87.35
88.01,87.84,88.01,87.77
87.56,87.45,87.84,87.39
88.01,87.97,88.03,87.70
87.16,87.62,87.67,87.15
88.03,87.51,88.46,87.50
89.18,89.33,89.42,88.99
89.15,89.14,90.05,88.99
89.68,89.62,89.82,89.60
89.56,89.62,89.69,89.48
89.41,89.51,89.53,89.37
90.15,90.41,90.50,90.11
90.49,90.32,90.57,90.27
89.68,89.94,89.98,89.68
90.37,90.42,90.42,90.21
90.47,90.37,90.53,90.35
90.39,90.05,90.44,90.04
89.69,90.21,90.29,89.66
89.70,89.77,89.87,89.65
89.97,90.44,90.57,89.97
90.42,90.22,90.43,90.21
89.86,89.76,89.91,89.55
89.49,89.70,89.82,89.43
89.56,89.34,89.60,89.29
89.24,89.29,89.41,89.15
89.56,89.50,89.56,89.39
89.73,89.86,89.92,89.70
90.67,90.90,91.16,90.65
91.09,90.72,91.10,90.66
90.41,90.23,90.41,90.17
90.37,89.69,90.46,89.67
89.60,89.96,89.97,89.53
90.82,90.30,91.07,90.21
90.27,90.34,90.54,90.27
90.80,90.93,91.04,90.80
91.15,91.30,91.41,91.15
91.11,90.49,91.29,90.31
90.37,90.46,90.58,90.26
90.86,90.95,91.09,90.79
91.36,91.38,91.61,91.25
91.59,91.75,91.85,91.55
92.41,92.43,92.51,92.34
92.51,92.72,92.85,92.45
92.63,92.64,92.69,92.52
92.48,92.87,92.92,92.48
92.35,92.51,92.58,92.32
92.50,92.44,92.57,92.34
92.36,92.33,92.40,92.20
92.89,92.90,93.10,92.83
92.66,92.71,92.77,92.62
93.51,93.60,93.70,93.37
93.68,93.93,94.03,93.55
94.09,94.17,94.36,94.09
94.04,94.00,94.14,94.00
94.18,94.28,94.32,94.17
93.65,93.61,93.66,93.43
93.82,93.82,93.94,93.64
93.64,93.35,93.64,93.31
93.32,93.37,93.56,93.32
93.73,93.75,93.86,93.70
92.84,93.00,93.00,92.80
92.72,92.70,92.83,92.68
92.89,92.84,93.06,92.81
92.93,92.73,92.93,92.59
92.81,92.84,92.94,92.74
92.87,93.04,93.13,92.71
92.61,92.70,92.82,92.61
92.19,92.72,92.74,92.19
92.66,92.74,92.81,92.64
93.60,93.57,93.68,93.55
93.30,93.36,93.45,93.23
93.90,93.81,93.95,93.75
93.72,93.62,93.72,93.53
93.85,93.69,93.85,93.63
93.89,93.60,93.89,93.56
94.05,93.82,94.07,93.79
93.63,93.62,93.70,93.37
93.72,93.71,93.78,93.69
93.63,93.38,93.73,93.35
92.60,92.64,92.75,92.55
92.27,92.49,92.50,92.19
92.53,92.35,92.57,92.28
92.46,92.44,92.58,92.43
92.78,92.72,92.79,92.47
92.40,92.47,92.47,92.28
93.00,93.17,93.17,92.92
93.13,93.18,93.23,93.04
92.38,92.48,92.69,92.35
92.60,92.62,92.63,92.47
92.77,92.79,92.81,92.62
93.12,93.39,93.47,93.10
93.39,93.33,93.42,93.23
93.50,93.56,93.56,93.42
93.75,93.77,93.80,93.65
93.99,93.87,94.00,93.84
94.09,94.27,94.42,94.09
93.98,94.06,94.09,93.90
93.83,94.07,94.08,93.83
93.41,93.44,93.50,93.40
93.53,94.02,94.05,93.28
94.28,94.07,94.30,94.00
94.00,93.99,94.00,93.89
94.39,94.28,94.39,94.20
93.94,93.86,93.99,93.81
94.01,94.10,94.13,93.94
94.22,94.21,94.25,94.09
94.30,94.35,94.42,94.23
94.09,94.42,94.50,94.09
94.76,94.96,95.03,94.76
94.43,94.42,94.49,94.31
93.39,93.58,93.65,93.31
93.68,93.78,93.78,93.68
94.11,94.06,94.20,94.00
93.95,94.19,94.28,93.95
93.75,94.02,94.03,93.75
94.10,93.97,94.14,93.83
93.98,94.01,94.06,93.94
93.85,93.79,94.04,93.57
93.67,93.73,93.73,93.65
93.93,93.63,93.93,93.63
93.78,94.00,94.07,93.78
93.93,93.86,93.93,93.81
94.24,94.03,94.24,93.97
94.61,94.66,94.68,94.50
94.39,94.32,94.39,94.25
94.30,94.07,94.33,94.06
94.22,94.21,94.25,94.14
94.00,93.97,94.04,93.89
93.52,93.41,93.60,93.16
93.06,93.08,93.19,93.01
93.09,93.11,93.34,93.03
93.23,93.35,93.36,93.23
93.17,93.08,93.17,92.97
93.23,93.50,93.77,93.20
92.75,92.85,92.85,92.68
92.74,92.80,92.92,92.74
92.66,92.68,92.71,92.62
92.73,92.79,92.80,92.68
93.16,93.09,93.20,93.05
93.21,93.26,93.32,93.18
93.21,93.33,93.33,93.09
93.30,93.34,93.41,93.26
93.34,93.15,93.37,93.11
93.09,92.95,93.25,92.84
93.02,93.08,93.16,92.98
93.32,93.19,93.32,93.06
93.08,93.10,93.10,93.02
93.37,93.16,93.37,93.16
93.58,93.47,93.58,93.40
93.70,93.69,93.72,93.61
93.55,93.50,93.65,93.46
92.90,92.79,92.90,92.69
93.39,93.46,93.49,93.37
93.84,93.55,93.87,93.49
93.83,93.81,93.97,93.77
93.26,92.87,93.31,92.85
92.35,92.10,92.39,91.98
91.56,91.65,91.70,91.47
91.12,90.95,91.22,90.94
90.50,90.47,90.63,90.37
90.39,90.32,90.55,90.31
90.42,91.00,91.17,90.30
90.66,89.77,90.77,89.62
89.72,89.93,90.05,89.65
89.90,89.40,89.93,89.31
88.73,88.32,88.92,88.32
88.78,88.57,88.78,88.44
88.59,88.91,88.98,88.59
87.99,87.96,88.30,87.88
87.98,87.78,88.00,87.68
87.45,87.38,87.60,87.25
87.43,87.68,87.68,87.43
87.14,87.30,87.46,87.06
87.87,88.01,88.29,87.69
86.97,86.75,87.01,86.48
87.17,87.60,87.85,87.17
88.25,88.19,88.36,88.08
87.85,88.50,88.53,87.46
88.38,87.84,88.52,87.77
87.32,86.91,87.34,86.90
87.80,87.67,87.89,87.56
87.42,87.13,87.42,87.01
88.09,88.21,88.64,87.28
87.22,87.63,87.93,87.20
87.72,87.73,87.80,87.55
87.83,88.02,88.08,87.83
88.21,87.88,88.28,87.84
87.93,87.83,88.21,87.83
87.87,87.63,87.89,87.61
88.21,88.06,88.31,88.06
88.03,88.14,88.23,88.03
88.76,88.71,88.79,88.58
88.98,88.11,89.23,88.01
88.14,88.43,88.50,88.13
87.94,88.15,88.17,87.78
87.04,86.91,87.15,86.83
87.19,87.37,87.44,87.15
85.95,85.96,85.98,85.65
86.02,85.70,86.10,85.66
86.25,86.40,86.58,86.14
86.62,86.22,86.65,86.13
86.50,86.99,87.13,86.43
87.23,87.22,87.50,87.14
87.46,87.22,87.54,87.21
86.79,87.67,87.84,86.74
87.28,87.23,87.28,87.07
87.38,87.31,87.42,87.26
86.53,86.21,86.58,86.13
86.17,86.38,86.46,86.12
87.03,86.76,87.09,86.72
86.38,86.21,86.39,86.13
85.40,85.43,85.62,85.24
85.19,85.62,85.68,85.14
85.19,85.22,85.50,85.13
85.14,85.00,85.31,84.84
84.47,84.45,84.61,84.33
84.24,84.04,84.30,83.98
83.80,83.85,84.16,83.66
83.44,83.28,83.44,83.19
83.09,82.93,83.18,82.92
83.06,82.98,83.68,82.95
83.19,83.29,83.33,82.93
82.79,82.64,82.81,82.53
82.62,82.60,82.87,82.37
82.10,82.13,82.39,82.07
82.39,82.26,82.41,82.13
81.95,81.37,82.46,81.17
81.83,81.68,81.95,81.56
81.77,81.54,81.82,81.28
81.45,81.41,81.51,81.36
81.13,81.04,81.19,80.96
81.14,81.17,81.21,81.14
81.32,81.31,81.34,81.17
81.47,81.44,81.58,81.36
82.00,81.99,82.10,81.89
81.86,81.73,82.01,81.69
81.07,80.98,81.31,80.97
80.80,80.91,81.03,80.79
81.16,80.99,81.36,80.96
80.53,80.74,80.85,80.40
81.04,81.18,81.35,81.02
81.72,82.09,82.12,81.72
81.44,81.64,81.76,81.44
81.51,81.70,81.75,81.40
81.58,81.61,81.74,81.47
82.43,82.30,82.47,82.15
81.86,82.44,82.46,81.80
82.01,81.83,82.07,81.77
82.30,80.99,82.39,80.87
81.02,80.29,81.31,80.21
79.25,79.29,79.67,79.17
79.27,79.31,79.43,79.24
79.65,79.50,79.80,79.33
79.81,79.17,80.00,79.10
77.91,77.79,78.11,77.35
77.60,77.97,78.05,77.50
78.04,78.06,78.31,77.98
76.94,78.05,78.45,76.89
77.75,77.81,77.98,77.45
77.90,78.22,78.23,77.86
77.97,78.06,78.32,77.83
78.10,78.12,78.37,78.10
77.64,77.72,77.94,77.55
77.44,77.09,77.44,76.96
76.88,77.46,77.82,76.88
77.70,77.69,77.82,77.63
78.12,78.23,78.32,77.99
77.98,78.29,78.37,77.78
77.93,77.96,78.16,77.87
78.40,78.49,78.52,78.25
78.12,78.09,78.19,77.97
77.75,78.39,78.41,77.51
78.98,78.98,79.07,78.90
78.51,78.00,78.55,77.97
78.14,78.23,78.36,78.14
77.85,77.68,77.85,77.66
78.22,78.13,78.45,78.13
78.41,78.26,78.41,78.07
77.99,77.70,77.99,77.55
77.50,77.21,77.50,77.11
77.34,77.10,77.35,77.09
76.70,76.20,76.82,76.12
76.00,75.76,76.12,75.65
77.11,77.01,77.19,76.86
76.66,76.33,76.66,76.14
76.69,76.48,76.82,76.42
76.40,76.20,76.40,76.11
76.35,77.91,78.03,76.34
76.50,76.36,76.61,76.20
77.24,77.83,78.08,77.24
78.43,78.96,79.08,78.35
79.03,78.85,79.03,78.72
79.00,78.51,79.00,78.46
78.61,78.26,78.61,78.22
78.13,77.68,78.13,77.60
76.68,76.52,76.76,76.44
76.17,76.28,76.43,76.10
76.20,76.00,76.31,75.99
75.76,75.81,76.10,75.64
76.38,76.07,76.68,75.89
76.53,76.40,76.57,76.38
77.13,76.92,77.25,76.84
77.29,76.97,77.29,76.90
76.71,76.88,76.99,76.71
75.97,75.96,76.02,75.65
76.28,76.29,76.51,76.23
76.30,76.81,77.00,76.10
77.99,77.97,78.27,77.72
77.88,77.86,77.96,77.68
77.72,77.28,77.76,77.17
77.28,77.16,77.59,77.14
77.81,77.74,77.85,77.61
77.34,77.88,77.98,77.34
78.22,78.37,78.51,78.05
78.40,78.63,78.79,78.25
79.41,80.22,80.31,79.41
80.39,80.29,80.80,80.19
78.96,79.28,79.29,78.73
78.68,78.41,78.68,78.09
78.34,78.46,78.51,78.34
79.10,79.47,79.53,78.96
80.18,79.81,80.31,79.66
79.59,79.06,79.59,79.00
79.60,79.33,79.61,79.00
79.04,79.04,79.17,78.93
79.56,79.92,80.04,79.54
80.94,81.06,81.24,80.92
81.34,80.84,81.39,80.72
80.22,80.48,80.70,80.12
80.03,79.89,80.15,79.82
79.37,79.23,79.47,79.15
78.90,78.90,79.16,78.72
78.78,78.99,79.00,78.78
78.40,78.26,78.42,78.17
77.98,77.37,77.98,77.32
77.11,77.36,77.36,77.10
76.43,76.58,76.62,76.26
76.44,76.56,76.71,76.44
76.53,76.05,76.53,76.00
77.38,77.69,77.90,77.33
77.77,77.85,78.14,77.73
76.96,76.82,77.04,76.68
76.07,76.26,76.58,76.07
76.50,77.07,77.09,76.34
77.07,76.86,77.09,76.76
77.61,77.65,77.69,77.45
77.27,77.68,77.68,77.18
76.94,77.35,77.47,76.94
77.68,77.71,77.77,77.59
77.65,77.46,77.67,77.45
76.95,77.41,77.65,76.51
78.40,78.03,78.47,78.02
77.65,77.74,77.78,77.48
77.80,77.31,77.87,77.27
77.03,77.40,77.56,77.03
77.25,77.11,77.25,76.90
77.47,77.48,77.60,77.43
76.58,76.61,76.63,76.49
76.54,76.93,77.15,76.52
77.15,77.19,77.29,76.94
76.59,76.48,76.75,76.44
76.20,76.29,76.37,76.16
75.10,74.98,75.30,74.95
74.13,74.51,74.73,74.01
74.30,74.29,74.48,74.20
74.59,74.50,74.59,74.26
74.29,74.46,74.49,74.17
74.07,74.12,74.19,73.88
74.60,74.51,74.65,74.47
74.27,73.82,74.39,73.62
74.23,74.08,74.36,74.05
73.86,73.87,73.88,73.73
73.72,73.78,73.96,73.56
73.79,74.23,74.47,73.79
73.85,73.78,73.89,73.66
73.68,73.62,73.84,73.61
72.82,72.96,72.98,72.71
73.26,72.83,73.28,72.82
73.25,73.36,73.49,73.06
73.25,73.02,73.52,72.96
72.81,73.03,73.04,72.73
73.63,73.19,73.74,73.04
72.89,72.76,73.23,72.62
73.96,73.84,74.30,73.78
73.71,73.57,73.76,73.38
73.38,73.49,73.52,73.38
73.49,74.09,74.17,73.49
73.61,74.12,74.20,73.61
73.09,73.05,73.13,72.88
73.50,73.88,73.89,73.49
73.30,73.70,73.70,73.27
73.85,73.75,74.01,73.71
73.81,73.80,73.93,73.69
73.30,73.46,73.48,73.30
73.34,73.58,73.78,73.19
73.23,73.47,73.66,73.23
73.52,73.38,73.57,73.31
71.80,71.85,72.34,71.66
72.06,71.41,72.12,71.39
71.37,71.20,71.42,70.79
71.38,71.70,71.84,71.37
71.33,71.72,71.74,71.33
71.22,71.23,71.31,70.89
70.58,70.21,70.58,70.17
70.22,70.42,70.43,70.04
70.06,70.07,70.60,70.06
69.57,69.25,69.57,69.11
70.14,70.32,70.40,70.00
70.51,70.17,70.53,70.12
70.56,70.73,71.01,70.56
70.74,70.88,70.94,70.62
71.22,71.37,71.54,71.19
71.20,71.52,71.54,70.89
71.68,72.04,72.06,71.63
71.64,71.76,72.75,71.47
72.76,72.00,72.76,71.90
71.52,71.36,71.60,71.25
70.89,70.95,70.96,70.62
70.57,69.95,70.57,69.94
69.79,70.36,70.47,69.79
70.16,70.37,70.38,70.15
70.01,69.92,70.16,69.92
70.03,69.98,70.29,69.86
70.28,70.25,70.39,70.16
70.78,70.34,70.80,70.25
70.16,70.48,70.50,70.16
70.69,70.88,70.97,70.66
71.28,71.77,71.77,71.23
72.17,72.18,72.38,72.04
71.94,72.62,73.01,71.92
73.20,73.31,73.39,73.17
73.76,73.63,73.85,73.55
72.63,72.66,73.06,72.58
72.73,73.16,73.19,72.60
72.96,73.33,73.47,72.96
72.85,72.78,72.88,72.52
72.73,72.49,72.73,72.49
72.79,72.64,72.95,72.53
72.28,72.22,72.33,72.10
72.25,72.18,72.44,72.04
72.20,72.23,72.35,72.13
72.59,72.53,72.74,72.53
72.40,72.06,72.44,72.00
71.39,71.06,71.63,70.90
70.82,70.79,71.04,70.79
71.03,71.41,71.55,70.97
71.39,71.43,71.50,71.34
71.65,71.97,71.98,71.61
71.64,71.54,71.67,71.40
71.65,71.43,71.68,71.43
70.70,70.52,70.74,70.28
70.42,70.54,70.55,70.42
70.33,70.30,70.41,70.25
70.65,70.65,70.66,70.52
70.99,71.32,71.32,70.99
71.27,71.31,71.35,71.14
70.97,70.99,71.02,70.88
71.30,71.25,71.31,71.18
71.05,71.11,71.14,70.72
71.84,71.99,72.18,71.79
72.53,72.40,72.57,72.38
71.97,71.94,72.12,71.90
72.31,72.57,72.57,72.31
72.51,72.57,72.62,72.40
71.94,72.00,72.02,71.94
72.31,72.39,72.58,72.31
72.89,73.28,73.35,72.89
73.14,73.03,73.25,72.98
73.25,73.48,73.58,72.99
73.60,73.39,73.88,73.39
72.80,72.66,72.86,72.65
72.00,72.10,72.26,71.96
72.41,72.26,72.42,71.91
73.02,72.78,73.11,72.77
72.13,71.91,72.22,71.87
72.38,72.46,72.68,72.33
72.22,71.99,72.22,71.70
72.09,72.33,72.78,71.80
71.46,71.30,71.52,71.02
71.38,71.83,72.01,71.38
71.84,71.92,71.97,71.75
72.49,72.34,72.55,72.28
72.20,72.51,72.51,72.17
72.81,72.74,72.81,72.74
72.72,72.59,72.72,72.56
72.97,73.07,73.10,72.90
73.00,72.98,73.03,72.86
73.18,72.97,73.30,72.79
70.74,71.87,71.88,70.74
71.64,71.62,71.65,71.36
70.83,70.68,70.93,70.55
70.06,70.06,70.34,69.94
69.96,69.76,70.02,69.64
70.22,69.95,70.29,69.73
70.07,69.92,70.22,69.69
70.21,69.70,70.27,69.59
69.63,69.90,70.00,69.41
68.90,68.66,69.02,68.33
69.25,69.28,69.39,69.09
68.78,69.21,69.28,68.45
69.30,70.19,70.22,69.28
70.32,70.14,70.48,70.05
69.89,69.57,69.95,69.57
70.01,70.23,70.27,69.98
70.64,70.31,70.86,70.06
71.20,70.91,71.20,70.83
71.07,70.84,71.14,70.67
70.72,71.06,71.18,70.69
70.57,70.53,70.67,70.45
70.95,71.81,71.91,70.80
72.36,72.03,72.41,71.95
71.32,70.73,71.39,70.70
70.75,70.91,71.11,70.64
70.27,70.70,70.96,70.27
70.77,71.13,71.17,70.76
70.97,71.03,71.09,70.79
70.74,71.05,71.13,70.69
71.34,71.07,71.34,70.89
71.21,71.84,71.86,71.20
71.52,71.49,71.60,71.48
70.80,71.53,71.56,70.77
72.20,72.43,72.50,72.20
72.33,72.18,72.33,72.13
71.55,72.04,72.14,71.52
72.05,72.35,72.43,71.94
72.12,71.33,72.12,71.25
71.37,71.43,71.60,71.36
71.58,71.81,71.83,71.31
72.17,72.95,73.02,72.17
73.32,73.63,73.71,73.32
74.04,74.32,74.42,74.04
74.23,74.70,74.85,74.23
74.59,74.35,74.67,74.35
74.77,74.86,75.30,74.77
74.75,74.52,74.75,74.31
75.29,75.62,75.84,75.29
75.42,75.09,75.44,75.04
74.69,74.60,74.71,74.48
74.33,75.64,75.64,74.31
76.27,76.48,76.59,76.09
76.30,76.05,76.30,76.02
76.07,75.87,76.10,75.85
76.12,76.31,76.46,76.12
75.77,75.30,75.77,75.27
75.18,75.41,75.41,75.13
75.61,75.47,75.63,75.43
75.40,76.52,76.53,75.32
76.79,76.75,77.13,76.54
77.04,76.75,77.25,76.70
76.33,76.80,76.84,76.01
76.38,76.07,76.38,76.05
75.36,75.37,75.37,75.14
75.63,76.14,76.20,75.61
75.14,75.11,75.30,74.96
75.56,75.56,75.72,75.50
75.89,76.02,76.23,75.89
76.59,76.91,76.92,76.22
76.73,76.60,76.73,76.44
77.15,76.96,77.27,76.96
77.07,77.24,77.34,76.96
77.18,77.55,77.64,77.16
77.99,78.26,78.30,77.99
78.09,77.96,78.26,77.96
77.96,77.45,77.96,77.40
77.40,77.15,77.65,77.01
77.21,77.10,77.28,77.10
77.64,77.44,77.67,77.36
76.05,75.85,76.08,75.69
76.02,76.32,76.54,76.02
76.37,76.09,76.44,75.95
76.28,76.61,76.61,76.14
75.27,74.92,75.27,74.86
74.75,74.58,74.83,74.51
74.96,74.66,74.96,74.61
73.56,73.70,73.73,73.50
73.24,73.10,73.27,73.10
73.48,73.68,73.75,73.48
73.70,73.80,73.95,73.62
73.60,73.33,73.60,73.15
72.74,72.73,72.81,72.59
72.93,72.97,73.05,72.91
73.32,73.28,73.55,73.27
72.63,72.30,73.04,72.28
72.08,72.30,72.34,71.99
72.40,72.31,72.40,72.19
72.00,72.26,72.29,72.00
71.68,71.84,71.97,71.64
72.04,72.07,72.09,71.83
72.39,72.28,72.39,72.19
72.06,71.93,72.16,71.78
72.49,72.35,72.64,72.35
72.40,72.54,72.66,72.36
72.10,72.27,72.33,72.10
73.23,73.71,73.71,73.22
73.74,73.71,73.82,73.53
74.40,74.57,74.61,74.38
74.71,74.76,74.82,74.68
74.33,74.40,74.47,74.25
74.15,73.81,74.21,73.73
73.87,73.88,74.08,73.87
73.75,73.62,73.82,73.53
74.01,74.01,74.48,74.00
73.32,73.72,73.74,72.91
73.95,74.03,74.09,73.81
74.75,74.59,74.81,74.53
74.94,74.61,74.94,74.61
75.07,75.11,75.24,74.91
75.72,76.14,76.17,75.72
74.64,74.72,75.17,74.40
74.15,73.53,74.16,73.31
74.01,73.93,74.04,73.59
74.45,74.46,74.62,74.32
74.38,74.64,74.68,74.36
74.95,74.96,75.02,74.82
74.81,74.59,74.81,74.57
74.90,75.22,75.22,74.78
75.14,74.87,75.19,74.77
75.45,75.66,75.74,75.35
75.58,75.40,75.58,75.28
76.28,76.33,76.58,76.26
76.33,76.10,76.38,76.10
76.35,76.39,76.50,76.31
76.15,76.03,76.15,75.87
75.87,76.06,76.10,75.81
75.01,75.12,75.14,74.82
74.75,74.86,74.93,74.72
74.90,75.03,75.11,74.90
74.73,74.72,74.77,74.50
74.69,74.72,74.75,74.64
75.42,75.12,75.45,75.12
74.79,74.88,75.07,74.32
75.28,75.10,75.28,75.05
75.80,76.09,76.15,75.72
75.68,75.30,75.72,75.30
76.21,76.06,76.39,76.01
75.79,75.85,75.86,75.72
76.17,76.30,76.39,76.16
76.01,76.22,76.27,76.01
76.34,76.54,76.73,76.34
76.64,76.73,76.86,76.64
77.35,77.08,77.40,77.08
77.24,77.09,77.24,77.04
77.19,76.54,77.20,76.50
76.65,76.77,76.90,76.65
76.92,76.99,77.09,76.75
76.32,76.47,76.73,76.20
76.71,76.97,76.98,76.70
76.18,76.28,76.30,76.09
76.28,76.34,76.35,76.19
76.53,76.21,76.53,76.19
76.25,76.11,76.31,76.06
76.08,76.19,76.20,76.08
76.61,75.64,76.91,75.62
75.50,75.79,75.82,75.50
75.40,75.13,75.44,75.07
75.04,75.24,75.25,75.04
75.15,75.55,75.58,75.07
75.88,75.69,75.96,75.51
76.26,76.83,76.85,76.26
76.90,76.74,76.98,76.71
77.11,76.42,77.11,76.41
75.77,75.55,75.78,75.46
75.07,75.62,75.68,75.07
75.05,74.66,75.11,74.51
74.67,74.73,74.93,74.63
74.75,75.13,75.23,74.69
74.82,74.94,74.95,74.81
75.56,75.40,75.73,75.40
75.54,75.55,75.63,75.48
75.83,76.28,76.29,75.65
76.68,76.45,76.75,76.31
76.29,76.21,76.35,76.20
76.48,76.41,76.51,76.37
76.59,76.71,76.74,76.58
76.74,76.91,76.96,76.50
76.80,76.47,76.90,76.30
76.60,76.62,76.75,76.55
76.71,76.78,76.81,76.60
76.62,76.28,76.62,76.13
76.23,76.18,76.34,75.98
75.79,75.86,75.87,75.69
76.25,75.86,76.26,75.56
76.01,76.06,76.27,76.01
75.65,75.42,75.65,75.35
75.63,75.73,75.73,75.60
75.51,75.74,75.80,75.42
76.34,76.11,76.48,76.10
76.23,76.25,76.29,76.19
76.78,76.68,76.80,76.65
76.78,77.22,77.30,76.75
76.68,76.29,76.74,76.29
76.14,76.03,76.16,75.92
76.30,76.02,76.30,76.01
76.25,76.47,76.57,76.25
76.75,76.45,76.75,76.42
76.08,75.88,76.08,75.88
75.82,76.01,76.01,75.75
76.08,76.12,76.13,75.98
76.88,76.52,76.88,76.41
76.68,76.52,76.75,76.52
76.65,76.83,76.84,76.65
76.88,76.79,76.88,76.68
76.97,77.16,77.17,76.95
77.06,77.70,77.72,77.05
76.84,76.59,76.98,76.22
76.23,76.02,76.37,75.73
75.83,75.46,75.83,75.28
75.48,75.51,75.53,75.29
75.15,75.60,75.62,75.15
74.86,74.74,74.98,74.69
74.75,74.21,74.79,74.00
73.83,73.39,73.85,73.34
73.66,73.63,73.83,73.50
74.07,74.03,74.07,73.79
73.87,73.91,74.03,73.82
74.51,74.32,74.51,74.28
74.70,74.82,74.96,74.65
74.54,74.89,74.93,74.52
74.32,73.86,74.35,73.80
73.92,74.17,74.19,73.74
