CYCC,Cyclacel Pharmaceuticals,NASDAQ
131.04,127.68,131.88,126.00
124.32,121.80,129.36,122.65
120.12,120.96,124.32,117.60
122.64,120.96,123.48,119.28
121.80,126.00,126.00,120.96
126.00,126.00,126.00,119.28
125.16,121.80,125.19,121.80
123.48,126.00,126.00,121.80
126.00,129.36,129.36,122.64
nan,126.00,nan,nan
126.84,122.64,126.84,120.96
126.00,126.00,127.84,124.32
126.84,131.04,136.08,126.84
130.20,131.88,135.24,128.52
151.20,138.60,166.32,136.92
140.28,133.56,140.28,131.88
136.92,128.52,137.76,127.68
129.36,122.64,129.36,119.28
123.48,121.80,123.48,117.60
129.36,131.88,134.40,124.32
131.04,129.36,132.72,126.84
131.04,141.96,146.16,130.20
142.80,147.00,155.40,137.76
151.20,143.64,152.04,142.80
146.16,147.00,147.84,138.60
147.00,147.84,151.20,143.64
147.84,144.48,148.68,142.80
147.00,144.48,147.00,142.80
147.00,144.48,147.84,142.80
147.00,141.12,147.00,138.60
141.12,136.92,141.12,131.04
136.08,138.18,139.44,135.24
140.28,140.28,141.12,137.76
139.44,140.28,143.64,136.92
141.12,136.92,141.12,136.92
136.92,141.12,142.80,136.08
141.96,142.80,143.64,139.44
142.80,137.76,142.80,137.76
137.76,137.76,140.28,135.24
136.92,135.24,139.44,134.40
138.60,135.24,139.44,135.24
138.60,133.56,139.44,133.56
137.75,135.24,138.60,134.40
135.24,136.08,137.76,135.24
138.60,135.24,138.60,135.24
135.24,136.92,137.76,135.24
136.08,135.24,137.76,134.40
136.08,136.92,137.76,134.40
136.08,137.76,138.60,135.24
138.60,136.92,138.60,134.40
136.92,135.24,136.92,131.04
135.24,136.08,136.92,135.24
137.76,133.56,137.76,131.04
133.56,134.40,135.24,133.56
134.40,126.84,136.08,124.32
126.84,121.80,128.52,120.96
126.00,123.48,128.52,120.96
129.36,134.40,140.28,126.84
141.96,140.28,146.16,135.24
140.28,138.60,145.32,138.60
138.60,132.72,141.96,132.72
131.88,134.40,137.76,130.20
135.24,137.76,140.28,134.40
137.76,141.12,145.32,137.76
141.12,147.00,147.00,141.12
145.32,147.00,147.00,141.96
nan,157.92,nan,nan
158.76,158.76,160.44,155.40
156.24,159.60,159.60,147.00
159.60,153.72,163.80,153.72
157.08,152.88,157.08,152.04
153.72,147.00,154.77,145.32
151.20,154.56,155.40,148.68
152.88,141.12,152.88,136.92
140.28,136.08,146.16,136.08
134.40,133.56,136.08,131.04
136.08,135.24,138.60,132.72
138.60,133.56,138.60,133.56
130.20,131.04,136.08,130.20
131.04,130.20,133.56,127.68
128.52,131.04,134.40,128.52
130.20,131.88,132.72,128.52
133.56,131.04,134.40,130.20
131.88,136.08,136.92,130.20
136.08,135.24,144.48,135.24
131.88,128.52,131.88,126.84
nan,129.36,nan,nan
130.20,130.20,131.04,127.68
129.36,127.68,130.20,124.32
nan,126.84,nan,nan
126.00,124.32,128.52,122.64
125.16,123.48,126.00,123.48
125.16,126.84,126.84,121.80
nan,124.32,nan,nan
123.48,126.84,128.52,123.48
130.20,128.52,133.56,126.00
127.68,123.48,130.20,122.64
123.48,126.21,128.52,123.48
128.52,131.04,132.72,126.84
130.20,130.20,131.88,127.68
131.04,128.52,131.04,127.68
nan,128.52,nan,nan
129.36,129.36,131.04,128.52
129.36,125.16,129.36,125.16
nan,125.58,nan,nan
126.00,125.16,128.52,124.32
124.32,126.00,127.68,124.32
126.84,126.84,127.68,126.00
126.00,125.16,127.68,123.48
126.00,124.32,127.68,121.80
nan,125.16,nan,nan
120.96,121.80,123.48,116.76
124.32,120.96,124.32,119.28
121.80,120.12,121.80,119.28
nan,122.64,nan,nan
120.96,124.32,124.32,120.12
123.48,123.48,124.32,120.96
122.64,123.48,125.16,121.80
122.64,121.80,122.70,120.12
120.96,121.80,122.64,120.12
119.28,123.48,130.20,119.28
126.00,124.32,126.00,121.80
122.64,125.16,125.16,121.80
126.00,123.48,127.68,120.12
nan,122.64,nan,nan
nan,120.12,nan,nan
nan,117.60,nan,nan
115.08,115.92,120.96,110.88
114.24,112.56,115.92,110.88
nan,112.56,nan,nan
112.56,108.36,112.56,107.52
108.36,102.48,109.20,102.48
102.48,106.68,111.72,100.80
106.68,115.08,119.28,103.32
114.24,110.04,115.92,110.04
nan,110.04,nan,nan
112.55,111.72,112.56,110.04
nan,110.88,nan,nan
108.36,107.52,110.04,107.52
105.00,105.84,109.20,104.16
105.84,104.16,110.04,103.32
112.56,113.40,120.96,104.93
111.72,110.04,115.08,108.36
111.72,110.04,114.24,109.20
110.04,109.20,110.96,106.68
109.20,110.88,110.88,106.68
109.20,112.56,115.92,106.68
115.08,115.92,120.96,110.87
118.44,111.72,118.44,108.36
111.72,111.72,115.08,109.20
111.72,113.40,114.24,109.20
112.56,115.92,115.92,112.56
117.60,120.12,127.68,115.08
117.60,120.12,122.64,116.76
120.96,122.64,123.48,117.60
124.32,124.32,126.85,117.60
122.64,120.96,124.32,120.12
121.80,120.96,121.80,118.44
118.44,120.12,120.96,117.60
119.28,115.92,119.90,114.24
115.08,114.24,117.60,113.40
113.40,109.20,116.76,107.52
110.88,106.68,110.88,104.16
106.68,103.32,107.53,102.48
104.16,106.68,108.44,103.32
105.84,105.00,109.20,105.00
107.52,105.00,114.24,105.00
nan,107.52,nan,nan
nan,108.36,nan,nan
107.52,108.36,110.88,107.52
109.20,116.76,116.76,108.36
115.92,124.32,127.68,112.56
121.80,124.32,124.32,115.92
123.48,120.96,124.32,117.60
120.96,117.60,121.80,115.92
nan,122.64,nan,nan
120.96,118.44,120.96,113.40
116.76,115.08,118.44,114.24
115.92,118.44,118.44,115.08
121.80,136.08,139.44,119.28
nan,138.60,nan,nan
134.40,129.36,134.40,126.00
129.36,128.52,131.88,124.32
nan,148.68,nan,nan
141.12,135.24,151.19,132.72
134.40,136.92,142.80,131.88
136.08,133.56,141.12,131.88
134.40,131.88,137.76,131.88
nan,134.40,nan,nan
134.40,132.73,136.92,131.04
132.72,128.52,133.56,128.52
nan,132.72,nan,nan
132.72,130.20,138.60,130.20
nan,136.08,nan,nan
138.60,134.40,140.29,133.56
135.24,131.46,136.08,131.04
nan,131.04,nan,nan
129.36,126.84,134.40,126.00
128.37,114.24,134.40,111.72
nan,110.88,nan,nan
114.24,107.52,114.24,107.10
109.20,108.36,112.56,108.36
nan,105.84,nan,nan
107.52,105.84,110.04,105.00
109.20,105.84,110.04,105.84
105.00,106.68,108.36,105.00
nan,106.68,nan,nan
109.20,107.52,109.20,102.48
106.68,105.84,106.68,102.48
106.68,105.84,107.52,105.00
106.68,106.68,108.36,106.68
106.68,109.20,109.20,105.84
109.20,109.20,110.88,105.84
108.36,110.04,110.88,106.68
109.20,113.40,116.76,109.20
115.08,111.72,117.60,111.72
112.56,114.24,115.92,112.56
nan,104.16,nan,nan
105.84,101.64,107.52,99.96
nan,99.96,nan,nan
100.80,105.00,105.84,100.80
103.32,103.32,105.00,101.64
105.00,100.80,105.00,100.80
106.68,103.32,106.68,100.80
102.48,105.00,106.68,102.48
105.84,102.48,106.68,100.80
104.16,102.48,104.16,101.64
103.32,101.64,105.00,100.80
101.64,98.28,101.64,98.28
98.28,94.92,99.12,94.08
94.92,97.44,98.28,94.92
98.28,102.48,104.16,98.28
nan,99.96,nan,nan
98.28,98.28,99.96,98.28
99.12,94.08,99.12,94.08
94.08,95.76,97.39,94.08
nan,95.76,nan,nan
96.60,93.24,97.44,91.56
94.08,91.56,95.76,91.56
84.84,88.20,92.40,81.48
86.52,69.72,86.52,68.04
72.24,73.08,74.76,61.61
nan,63.00,nan,nan
0.00,65.52,68.88,60.48
64.68,63.84,71.40,63.04
63.84,66.35,67.08,63.84
66.36,66.36,69.72,64.68
68.04,70.56,73.92,66.49
70.56,69.77,72.24,68.88
71.40,67.20,72.23,67.20
67.20,63.78,67.20,60.48
61.32,63.85,65.52,60.52
65.52,61.32,66.19,61.32
62.16,63.84,63.84,58.80
63.84,62.16,63.84,59.09
63.84,63.00,63.84,61.36
60.56,65.52,67.12,60.56
63.84,69.64,69.64,63.84
70.56,70.56,70.56,67.28
70.56,70.56,70.56,66.36
70.56,67.20,70.56,66.36
70.56,65.08,70.56,63.18
61.32,61.74,64.60,60.48
62.16,62.65,64.68,61.45
63.13,63.00,65.52,62.16
62.58,61.32,65.52,60.51
57.96,55.44,60.23,54.10
nan,59.64,nan,nan
57.97,59.64,61.32,57.97
63.00,62.16,63.00,57.12
63.00,59.01,63.00,58.00
57.96,58.80,60.19,57.79
58.42,59.65,62.16,58.42
58.80,56.28,60.45,56.28
nan,55.19,nan,nan
45.36,42.00,46.19,39.70
42.00,41.50,42.00,38.10
nan,40.32,nan,nan
38.64,36.13,41.15,36.12
36.96,36.96,38.64,34.45
36.96,36.96,36.96,32.76
36.96,32.76,36.96,30.66
30.24,33.60,33.60,30.24
34.44,36.96,39.47,32.76
nan,38.64,nan,nan
37.80,35.28,37.80,33.60
36.96,38.22,40.24,35.30
37.80,37.81,39.48,36.20
36.96,38.89,40.23,36.96
41.58,47.88,49.57,41.58
50.40,44.52,50.40,42.97
47.04,45.36,47.04,42.00
47.04,44.10,47.04,43.26
nan,51.24,nan,nan
54.60,50.90,54.60,47.04
50.40,49.56,52.92,48.13
48.72,47.91,50.40,46.59
48.05,53.07,57.12,43.68
56.28,52.08,56.28,48.72
53.76,51.24,55.44,48.46
nan,53.59,nan,nan
52.08,51.24,52.09,49.07
50.40,47.88,50.40,46.20
48.72,48.81,50.40,48.72
48.72,49.31,52.08,48.72
51.24,53.76,53.76,49.31
54.60,55.45,57.54,53.09
nan,56.18,nan,nan
53.76,53.76,55.44,53.76
53.80,53.76,55.42,50.57
53.76,56.28,56.28,50.40
54.60,52.08,54.60,51.41
49.63,50.82,54.38,49.31
50.65,52.08,52.92,49.81
50.54,53.76,53.76,50.54
53.76,52.08,54.53,51.24
52.09,50.40,55.44,49.56
50.63,50.48,52.88,50.31
nan,47.85,nan,nan
50.40,43.68,50.40,43.68
45.36,48.72,51.24,44.63
49.77,46.20,49.98,44.54
46.20,48.72,50.31,46.20
50.40,59.64,62.16,47.89
61.32,61.32,66.34,59.67
62.97,64.67,67.96,56.53
62.17,69.72,70.14,61.57
nan,64.68,nan,nan
56.41,58.59,58.80,52.92
60.48,58.48,61.32,57.12
57.12,57.11,61.32,52.50
56.28,53.89,58.80,53.16
52.08,51.32,53.74,47.04
51.24,48.72,51.24,48.72
47.04,48.55,50.40,47.04
48.30,46.20,48.30,44.10
46.20,43.60,47.67,42.00
42.00,40.32,42.00,39.95
40.32,41.16,44.59,40.32
nan,41.90,nan,nan
43.68,39.92,43.68,39.48
40.33,42.00,43.01,40.33
40.32,40.82,42.76,40.32
nan,49.56,nan,nan
50.32,47.14,50.32,46.20
48.72,45.68,48.72,44.52
45.36,45.36,48.72,45.36
46.20,46.20,48.72,42.00
47.88,46.22,47.91,44.60
46.20,45.36,47.88,44.52
45.36,45.95,52.92,45.36
46.20,45.79,47.04,44.52
nan,44.64,nan,nan
44.52,47.04,47.88,44.52
46.38,45.70,48.72,45.36
46.20,43.85,47.77,43.69
44.10,44.18,45.36,43.83
44.52,44.52,45.35,43.93
44.52,44.52,45.36,40.32
44.10,45.34,45.36,44.10
45.12,47.04,52.08,45.12
48.72,46.20,49.14,46.20
47.88,47.80,50.33,46.27
46.20,45.45,47.79,45.36
46.20,46.20,47.12,45.45
46.20,46.20,48.62,46.20
46.38,48.19,49.55,46.20
49.90,55.27,56.20,48.97
55.02,53.42,56.27,51.66
52.92,55.44,55.44,51.41
57.04,54.29,57.04,53.10
54.60,50.48,54.60,50.48
63.00,57.11,65.52,52.09
57.89,57.12,57.89,53.76
57.12,57.96,58.75,54.18
57.96,63.00,65.52,57.96
64.61,59.21,65.10,58.90
58.80,55.44,60.47,52.08
55.44,52.92,56.28,52.24
52.08,53.58,55.27,51.42
52.91,57.96,63.84,52.91
61.32,61.32,63.00,58.83
62.16,65.51,66.36,62.16
66.28,60.48,67.19,60.48
58.87,60.48,62.08,58.87
59.64,63.00,64.67,58.74
63.01,62.08,66.29,59.87
63.00,59.64,63.00,57.27
61.25,60.48,61.32,57.54
58.80,57.96,60.48,57.54
59.64,55.43,60.48,54.60
54.60,54.60,57.96,51.24
53.76,55.03,55.44,53.75
55.44,52.08,55.44,52.08
52.08,52.09,55.02,52.08
52.08,54.18,54.18,50.65
54.60,54.68,55.44,52.21
57.12,52.92,58.70,52.16
52.92,55.01,57.12,52.90
53.76,53.75,57.02,52.92
52.92,52.90,54.60,52.08
52.08,54.60,56.28,52.08
54.60,57.76,60.48,54.60
58.80,57.96,60.48,56.53
56.34,59.64,59.64,56.28
57.96,60.48,61.63,54.60
62.09,62.15,63.84,59.66
62.16,59.64,63.00,58.00
58.80,57.96,64.68,57.12
60.48,58.80,60.48,55.18
59.39,55.96,59.39,54.60
54.60,53.74,56.28,52.08
55.44,50.40,55.44,50.40
50.68,51.24,52.84,50.50
51.24,48.71,51.66,47.03
50.40,49.14,51.65,48.72
52.07,47.88,52.91,47.04
48.72,48.16,50.40,47.88
49.56,47.54,49.56,47.54
48.94,49.14,54.60,48.09
50.82,48.01,52.08,46.56
50.40,48.73,50.40,48.72
48.72,50.40,51.24,48.72
51.24,49.56,51.24,49.56
51.24,48.64,51.24,47.04
50.40,49.14,50.40,47.46
47.88,47.89,50.32,47.71
49.56,47.46,49.56,47.04
47.88,44.53,48.71,44.53
44.61,42.00,47.04,42.00
44.52,41.16,44.52,41.15
42.00,40.32,44.52,39.48
42.00,39.48,42.00,39.48
39.48,41.16,42.76,38.64
40.32,39.46,41.16,37.80
39.47,42.00,42.00,37.80
42.84,42.00,42.84,40.35
42.00,40.63,42.00,39.90
40.32,40.30,41.71,37.80
39.85,36.12,39.85,32.76
36.96,42.00,42.00,36.88
42.84,41.16,42.84,39.56
42.42,39.47,42.84,38.64
38.64,44.52,46.12,38.64
47.04,43.04,47.04,42.84
44.52,54.14,54.14,44.52
53.76,50.40,57.12,48.72
53.76,50.40,53.76,50.40
52.08,49.56,53.76,48.72
49.56,43.68,53.68,42.00
42.84,43.68,49.43,42.00
43.67,41.16,43.68,40.27
40.33,41.25,42.84,39.48
42.12,40.99,44.52,40.32
40.32,38.89,43.55,38.64
38.94,40.33,41.92,38.94
40.74,41.16,41.50,39.57
43.68,41.16,43.68,40.32
40.32,38.64,41.16,38.64
38.64,38.64,41.16,38.64
40.32,38.64,40.32,37.80
41.16,40.15,41.16,37.84
41.58,38.69,41.58,38.68
38.21,36.12,40.64,36.12
36.97,38.74,40.32,36.96
41.65,39.48,41.65,37.88
39.49,38.72,41.08,37.88
37.88,38.22,41.13,37.88
40.32,38.64,40.32,38.64
38.64,38.44,39.48,36.96
38.44,38.81,39.48,37.38
38.82,41.64,41.64,37.80
40.78,42.00,42.00,40.32
42.84,44.52,46.83,39.90
45.36,42.00,46.20,42.00
41.16,42.17,45.36,39.48
42.17,43.65,45.35,42.00
43.68,42.84,44.52,42.00
41.16,45.27,45.36,41.16
45.36,44.51,45.36,42.00
44.52,47.88,48.64,42.89
47.87,49.55,50.40,46.62
49.56,47.05,49.56,46.63
46.20,48.70,49.13,43.68
48.70,46.20,48.72,46.20
46.20,46.20,47.87,44.32
46.20,46.20,47.02,46.20
47.04,45.36,47.04,44.79
44.52,45.36,46.95,43.68
43.67,43.95,43.95,42.84
43.68,42.10,44.60,42.00
41.16,43.68,45.36,41.16
44.52,42.00,46.20,41.15
40.49,40.74,40.74,39.06
42.00,40.32,42.84,39.88
43.68,40.32,43.69,39.48
40.32,43.68,46.19,38.64
43.69,42.00,44.52,39.75
40.32,42.00,42.84,39.82
42.84,42.56,42.84,39.49
40.32,40.58,42.00,40.32
41.16,42.84,42.87,39.58
42.84,44.52,44.52,41.58
42.84,44.52,44.52,41.19
42.84,45.36,45.36,41.16
43.68,43.68,44.52,42.00
42.13,46.20,46.20,42.13
0.00,42.84,46.20,40.16
38.40,38.76,41.52,36.84
38.28,38.87,38.88,37.68
38.52,40.44,42.00,38.40
40.44,40.08,41.27,39.72
39.84,39.96,40.92,39.61
39.24,40.32,41.64,38.27
40.92,40.68,41.52,40.68
40.44,41.64,41.64,39.96
40.08,45.00,46.20,40.08
44.76,45.60,45.60,42.60
45.72,49.08,50.16,45.36
49.08,48.72,51.60,48.60
48.72,47.40,50.16,46.56
46.80,47.52,48.96,46.70
46.92,46.80,50.16,46.68
48.00,48.48,48.72,47.16
48.48,61.68,65.64,48.48
60.48,68.76,74.76,59.40
66.36,61.44,70.56,60.36
60.60,60.24,68.16,60.00
61.92,58.20,62.88,55.32
58.20,55.68,58.80,54.72
55.20,55.20,56.40,52.92
56.04,55.92,57.84,54.51
57.00,55.20,57.60,54.00
55.35,54.84,55.80,53.40
55.80,58.68,59.52,53.64
60.72,64.92,65.88,59.64
64.68,63.96,65.88,62.66
63.48,61.32,64.20,61.32
61.92,58.44,63.84,57.00
59.28,59.52,60.00,56.40
60.24,62.40,62.40,60.12
61.92,65.64,66.60,61.92
66.60,80.40,95.16,65.40
78.24,77.40,81.60,74.04
77.28,74.40,78.48,72.60
74.64,67.20,75.00,62.16
67.80,62.64,68.74,61.32
62.64,69.12,73.06,62.64
67.08,71.16,72.36,66.36
72.48,77.88,82.80,72.36
79.80,83.76,88.80,76.92
84.00,80.28,87.00,76.80
80.40,83.88,86.88,80.40
85.80,89.52,93.24,84.84
90.00,86.04,90.00,84.13
85.92,84.60,88.80,83.16
84.96,82.92,88.08,81.12
82.20,80.76,83.40,79.32
82.32,69.36,82.44,69.24
69.00,66.24,70.80,64.80
66.00,63.36,69.00,61.56
63.84,55.56,63.97,55.08
55.80,56.40,60.48,55.80
57.00,57.60,59.64,55.80
56.16,56.16,58.20,51.60
55.08,57.72,59.50,54.00
58.20,58.56,59.88,55.20
59.40,59.16,60.60,58.08
59.52,60.36,61.08,58.92
59.76,62.28,63.60,59.40
64.80,64.32,65.40,62.93
65.16,62.52,65.88,62.16
62.16,59.40,64.80,58.25
61.80,62.02,63.48,59.28
64.68,73.36,75.00,64.44
72.84,76.44,87.00,72.74
78.48,91.08,98.16,78.00
97.20,78.36,97.20,76.80
84.36,77.40,84.36,75.00
87.48,72.84,87.60,71.40
72.36,74.64,74.88,69.00
74.04,75.36,76.80,73.44
74.40,75.48,75.48,73.80
73.80,75.60,75.96,70.92
75.60,74.16,78.00,72.36
75.60,75.48,75.84,72.60
75.60,75.36,75.60,73.80
75.60,75.36,76.08,74.28
75.00,68.52,75.60,63.00
69.60,75.24,75.36,68.88
75.48,75.00,76.08,73.44
75.24,72.36,75.24,69.43
72.00,75.96,76.20,71.52
75.24,72.72,75.84,71.04
74.64,72.00,75.12,71.40
72.96,69.39,72.96,69.24
71.40,69.36,72.00,69.00
72.60,67.56,72.60,66.84
66.60,69.12,70.08,65.16
69.60,68.40,71.40,66.36
68.52,65.76,68.52,63.96
65.88,64.44,66.00,64.20
65.52,64.92,66.00,64.08
64.56,63.11,64.80,62.16
61.20,61.32,62.88,60.12
61.68,64.02,64.32,60.24
64.80,65.16,66.84,63.12
65.04,63.24,65.04,60.48
63.00,62.16,63.24,61.56
61.92,64.32,65.88,60.48
64.32,70.20,70.44,61.80
70.20,67.68,72.23,67.32
69.00,68.16,69.48,67.32
69.48,68.52,70.68,67.92
68.52,66.36,69.00,65.76
66.48,64.56,67.68,64.20
64.80,64.62,65.46,64.20
65.04,65.16,66.84,64.20
65.76,64.68,65.88,63.60
64.92,64.68,65.40,64.20
65.16,64.68,66.84,64.56
64.56,64.68,65.64,63.72
65.04,64.92,65.98,64.44
64.80,64.44,65.64,64.44
65.04,66.96,67.68,63.84
66.84,66.00,68.64,65.16
66.60,66.96,68.16,66.24
67.32,70.10,71.64,67.32
71.64,69.36,72.60,67.98
71.40,69.59,71.40,67.32
70.20,65.99,70.20,64.80
68.40,66.84,69.96,64.80
68.76,67.20,68.76,65.16
67.20,66.36,67.20,65.12
65.64,66.12,66.48,65.16
66.00,66.00,66.96,64.08
66.24,66.06,67.08,64.80
66.48,65.16,66.48,64.21
66.12,65.04,66.24,64.32
64.80,65.40,66.48,64.44
66.00,67.68,68.52,64.44
67.68,66.84,68.88,66.00
67.80,68.40,69.00,66.72
68.40,69.36,70.32,66.60
70.32,69.24,70.32,67.20
68.28,67.80,69.60,67.20
67.56,69.00,69.48,66.72
69.48,67.20,70.56,66.24
66.72,67.68,70.20,66.60
67.20,67.56,69.00,67.20
68.64,66.12,68.64,65.04
66.24,66.72,67.20,64.32
66.12,66.96,67.68,65.56
67.20,67.08,67.68,63.72
67.44,66.12,67.79,64.92
66.84,65.40,66.96,64.20
65.64,64.81,65.76,63.60
64.32,60.42,64.43,60.00
60.36,61.80,63.48,60.12
63.48,63.72,65.16,61.20
63.84,62.04,65.40,61.32
62.40,61.80,62.40,60.24
61.32,60.36,62.52,60.12
60.00,61.56,61.92,58.08
61.32,59.40,62.76,58.92
59.88,60.24,62.76,58.20
60.23,60.00,60.24,59.40
59.76,60.12,61.08,59.04
60.00,59.64,60.96,59.52
59.88,60.00,60.60,59.52
60.00,59.28,60.24,55.32
59.52,56.28,59.52,55.68
56.04,54.60,56.64,53.04
54.48,56.40,57.00,54.00
56.40,55.92,57.60,55.20
57.00,55.32,58.80,55.08
54.84,53.70,55.20,52.20
54.00,53.64,55.08,53.64
54.60,55.32,55.68,53.88
55.20,53.16,55.20,52.56
52.32,49.02,52.80,48.60
48.84,49.20,50.76,48.48
49.56,46.20,49.56,45.60
46.20,48.00,48.00,45.60
47.52,46.20,49.20,45.84
45.96,44.52,46.56,43.20
44.52,41.64,44.52,40.32
40.32,36.00,40.32,35.16
36.60,36.48,36.84,35.88
36.60,36.48,36.60,35.88
36.60,36.84,37.08,36.48
36.60,35.88,37.56,34.92
36.00,38.16,38.88,35.52
39.24,39.00,39.60,37.54
39.72,41.28,43.68,39.59
42.12,40.20,42.48,39.96
40.80,41.28,42.00,39.72
41.16,40.56,41.52,39.96
40.68,38.88,40.87,37.43
38.40,38.40,39.00,38.04
38.76,38.04,39.00,37.08
38.52,38.16,38.64,37.32
38.40,38.28,38.52,37.80
38.52,38.16,38.64,37.80
38.28,37.80,38.28,37.38
38.04,37.92,38.04,37.44
37.68,38.52,38.64,37.44
38.16,38.52,40.56,37.80
38.88,37.92,38.88,37.74
37.92,37.44,38.16,37.32
37.32,37.08,37.44,36.60
36.72,36.42,37.20,36.00
36.12,35.88,36.60,34.32
35.28,33.60,35.76,33.36
34.32,34.32,34.80,33.60
34.08,35.40,35.52,34.08
34.92,35.16,35.88,34.80
34.80,35.40,35.52,34.21
35.64,36.96,37.32,35.04
38.04,38.88,39.48,37.20
