WSO,Watsco,NASDAQ
87.10,85.91,87.43,85.82
85.01,83.01,85.01,82.74
83.32,81.61,83.32,80.46
80.50,81.35,81.66,79.66
82.38,82.51,82.62,81.21
83.43,81.83,83.78,81.74
82.38,83.71,84.10,82.20
83.62,83.96,84.87,82.68
83.87,86.10,86.33,83.87
86.05,85.58,87.11,84.97
85.45,86.38,86.77,84.61
87.10,88.03,88.10,86.06
88.40,87.46,88.40,86.65
87.95,89.19,89.23,87.27
88.78,88.54,89.37,87.97
91.14,90.65,91.50,89.72
90.50,93.92,94.02,90.50
93.84,92.87,94.36,92.50
92.69,92.00,92.93,90.69
92.38,93.40,93.40,91.32
93.97,93.73,94.15,92.31
94.42,94.94,94.99,93.49
95.39,94.71,95.60,94.32
94.88,94.24,94.88,93.86
94.68,93.13,94.68,92.97
92.76,92.94,93.36,91.97
92.32,92.94,93.51,92.19
92.89,92.38,93.17,91.80
92.76,92.26,93.17,91.92
92.31,93.35,94.12,91.97
94.43,95.39,97.61,94.09
95.15,95.02,95.45,94.71
94.89,94.35,94.89,93.95
94.14,93.29,94.79,92.34
93.02,92.17,93.20,91.83
92.64,92.78,93.43,91.84
92.49,92.33,93.12,91.57
91.84,92.55,93.12,91.84
92.64,92.63,93.14,91.40
92.48,91.31,92.48,90.84
90.23,90.35,91.31,88.76
89.50,89.97,91.35,89.50
89.97,89.03,90.38,88.87
89.11,90.05,90.34,88.79
89.59,88.63,90.38,88.48
88.93,90.92,91.00,88.93
91.01,89.94,91.71,89.77
89.98,90.32,91.45,89.26
89.45,87.34,90.31,87.25
87.17,87.39,88.25,87.17
87.55,91.74,91.92,87.38
91.62,89.80,92.10,89.61
90.89,88.38,91.33,86.98
88.48,89.96,90.04,88.31
89.87,89.61,90.69,89.44
89.82,90.18,91.44,88.15
90.63,91.52,92.38,90.63
92.05,93.10,93.30,92.05
93.12,92.10,93.12,91.81
92.11,92.70,93.61,91.71
92.95,92.20,93.44,91.39
93.93,91.56,94.34,91.26
91.56,91.89,92.16,91.16
91.80,93.88,94.00,90.98
94.54,93.55,94.93,92.85
93.55,92.60,94.06,92.60
92.74,92.17,92.81,91.81
92.64,92.61,94.07,92.29
92.79,91.86,93.48,91.83
93.63,94.10,94.76,93.04
93.91,93.75,94.19,93.22
92.49,94.27,95.01,92.49
93.82,93.99,94.97,93.42
93.46,94.01,94.21,92.59
94.10,93.69,95.03,92.16
93.58,94.36,94.55,92.68
93.66,94.52,94.86,92.97
94.91,94.44,95.00,93.75
94.69,93.27,94.69,92.90
94.04,94.67,95.39,93.79
94.64,96.42,96.49,94.58
95.79,95.72,96.36,95.24
95.25,94.38,95.97,93.61
90.27,93.95,94.67,90.03
93.26,93.40,94.16,92.86
94.16,95.01,95.23,93.72
95.09,94.75,95.44,93.91
95.10,96.07,96.11,95.10
95.72,96.16,96.55,95.37
96.50,96.85,97.10,95.77
97.20,97.04,97.20,96.31
96.83,96.46,96.92,95.90
96.73,97.47,97.52,96.14
97.83,95.81,98.13,95.70
96.22,95.29,96.46,94.71
95.28,95.02,95.79,93.87
95.46,97.20,97.38,94.85
96.49,96.16,96.74,95.52
96.98,95.33,96.98,95.30
95.50,93.87,95.76,93.77
93.77,94.07,94.52,93.12
94.14,94.54,95.10,93.61
94.49,95.20,95.28,93.91
94.57,95.59,95.59,94.55
95.47,95.51,96.70,94.87
95.47,96.09,96.40,95.03
96.20,95.92,97.07,95.65
96.11,95.41,96.66,95.18
95.82,94.82,96.19,94.36
95.47,96.21,96.63,95.25
96.04,95.96,96.67,95.47
96.25,95.65,96.49,95.32
96.08,96.43,97.03,96.02
96.42,96.46,97.00,95.68
96.82,95.96,97.79,95.80
95.76,94.28,96.24,94.15
93.86,92.37,94.33,92.06
92.11,92.29,92.98,91.40
92.30,91.73,93.03,91.12
92.44,93.65,93.96,91.79
93.62,95.09,95.59,93.62
94.90,94.52,95.51,94.10
94.57,92.62,94.82,91.97
92.69,93.55,93.68,91.83
93.56,93.77,94.67,93.27
93.77,93.22,94.03,92.84
93.06,92.36,93.18,92.11
92.80,93.65,93.84,91.89
93.59,92.57,93.69,92.36
92.63,94.33,94.73,92.45
95.18,95.20,95.66,94.27
95.60,96.39,96.44,95.39
96.60,96.43,97.08,96.24
96.66,96.62,97.06,96.23
96.46,96.84,97.37,96.41
96.78,96.06,96.96,95.88
96.05,95.03,96.14,94.56
95.13,95.23,95.76,94.65
95.43,93.27,95.98,92.87
93.76,94.13,94.31,93.13
93.95,92.95,94.11,92.34
93.10,93.47,93.54,92.64
93.73,94.82,95.19,93.73
93.98,93.75,94.91,93.48
94.38,95.78,95.81,93.90
94.70,95.01,96.19,94.16
95.00,95.21,95.30,94.45
95.16,95.33,95.48,94.54
95.92,95.43,95.92,94.89
95.60,97.66,97.81,95.41
97.24,98.84,99.01,96.79
97.98,96.62,98.14,96.21
96.71,95.15,97.08,94.27
95.42,95.40,96.85,94.82
94.39,94.62,95.78,94.26
95.54,94.96,95.78,94.64
93.46,94.62,95.40,93.30
94.41,91.12,94.63,90.60
91.09,91.80,92.27,90.74
91.53,91.60,92.98,90.90
91.69,92.19,92.84,91.11
92.35,93.15,93.45,92.13
93.25,92.97,93.25,91.73
92.97,94.36,94.78,92.53
94.51,95.56,95.99,94.35
95.15,93.30,95.91,92.78
93.46,95.76,95.89,93.31
95.74,96.71,96.84,95.30
96.64,96.90,98.05,96.45
97.04,98.24,98.40,96.82
98.35,97.98,98.81,97.84
98.17,98.26,99.38,98.06
98.32,97.29,98.33,96.91
97.62,96.55,98.39,96.44
96.52,98.59,98.61,96.26
98.89,98.38,99.59,97.90
97.54,97.78,98.62,96.52
98.86,99.27,99.55,98.38
99.14,99.89,99.99,98.78
100.00,100.47,100.60,99.70
101.13,100.43,101.13,99.77
100.04,100.31,100.51,99.25
100.47,99.62,100.90,99.13
99.13,99.37,99.48,98.38
99.52,97.63,99.68,97.33
97.42,97.09,98.22,96.80
97.57,98.06,98.33,97.38
98.00,98.61,98.93,97.97
98.90,99.23,99.98,98.27
98.90,99.18,99.28,97.82
99.89,99.60,100.68,99.04
99.93,98.66,99.93,98.09
99.08,98.85,99.66,98.33
99.42,98.60,99.57,98.24
98.52,98.39,98.96,97.53
98.90,98.87,99.25,98.23
99.25,99.91,100.15,98.87
99.80,100.09,100.89,99.52
100.34,100.41,101.04,99.94
100.46,100.10,100.94,99.59
100.94,98.81,100.97,98.31
98.50,96.93,98.62,95.97
96.96,98.06,98.25,96.17
98.20,99.59,99.75,97.73
99.83,99.20,100.62,98.99
97.68,97.75,98.93,97.01
98.65,97.37,99.00,96.60
97.39,97.72,98.25,95.96
97.94,98.88,99.16,97.28
103.75,104.18,105.23,101.10
103.97,103.88,104.90,102.94
103.86,104.84,105.39,103.48
104.65,103.12,105.09,102.90
103.62,103.00,103.62,102.06
102.66,101.56,102.66,101.00
102.17,101.54,102.55,99.89
101.54,101.39,102.30,100.34
101.41,102.91,103.03,100.84
102.95,102.32,103.33,101.62
102.50,102.14,103.64,101.64
101.23,102.42,102.70,100.88
102.10,101.40,102.68,101.03
101.57,101.94,101.98,100.42
101.54,101.29,103.28,101.05
101.26,102.58,102.64,100.51
102.62,104.63,105.00,102.58
103.96,102.92,104.43,102.74
102.83,100.69,102.83,100.37
100.00,99.65,100.06,98.36
99.42,99.84,99.88,98.50
99.64,100.40,100.69,99.29
100.33,98.80,100.33,98.11
98.95,99.15,99.65,98.14
99.08,99.37,99.80,99.01
99.30,100.78,100.89,99.10
101.48,101.12,101.91,100.63
101.06,101.04,101.98,100.87
101.41,101.02,101.44,100.49
101.29,100.63,101.71,100.33
100.86,101.27,101.73,99.27
100.43,99.96,101.07,99.87
99.66,100.61,100.79,99.60
100.59,102.68,102.84,100.03
103.03,103.69,104.13,102.89
103.52,103.95,105.17,103.52
103.89,103.77,104.18,103.44
103.15,102.75,103.94,102.41
102.78,101.59,102.78,101.35
101.93,101.33,101.95,100.73
100.94,100.79,101.13,99.89
100.54,101.63,103.16,100.29
101.78,102.21,102.30,100.69
102.60,101.82,102.78,101.14
101.82,101.55,102.31,101.21
101.60,101.10,102.02,100.67
100.86,100.54,102.63,100.49
100.02,101.74,101.96,100.02
101.77,101.00,101.77,100.19
100.38,102.16,102.30,100.38
102.16,102.76,103.01,101.35
102.76,104.16,105.19,102.75
103.65,101.95,103.92,101.53
102.33,103.10,103.48,102.10
102.59,100.77,103.05,100.53
100.69,100.22,101.17,99.70
100.34,100.35,100.58,99.35
98.74,98.81,99.45,98.49
97.85,97.70,98.80,97.42
98.72,98.09,98.77,97.83
98.02,98.54,98.78,97.80
98.83,97.49,99.14,97.23
96.45,92.77,96.45,91.97
92.31,92.23,92.57,91.00
91.79,91.40,92.02,91.03
92.08,92.59,92.76,91.40
92.45,92.81,93.20,91.80
92.85,92.44,92.97,92.19
91.67,91.89,92.20,91.17
91.73,91.23,91.73,90.81
91.28,90.62,91.99,90.54
91.15,90.92,91.15,90.20
89.79,89.57,90.42,89.46
89.61,89.38,89.79,89.06
89.80,89.93,90.25,89.24
89.40,89.94,90.58,89.40
89.78,89.94,90.44,89.54
90.20,89.85,90.74,89.74
89.82,91.31,91.62,89.82
91.90,92.14,92.63,91.56
92.05,93.27,93.48,92.05
93.35,92.52,93.64,92.44
92.70,92.57,92.90,92.02
93.16,92.36,93.29,92.12
93.16,93.61,93.86,92.85
93.85,94.00,94.45,93.72
93.70,93.63,94.42,93.32
93.72,93.67,94.05,92.95
93.81,93.44,93.81,93.17
93.86,93.76,94.06,93.30
93.99,93.52,94.03,93.32
93.35,93.42,93.53,93.13
92.70,92.67,93.35,92.29
92.59,92.49,92.69,91.91
92.89,92.98,93.77,92.31
93.01,91.98,93.16,91.75
92.33,92.30,93.49,91.87
91.86,91.58,92.36,91.27
91.66,91.73,91.94,91.11
91.80,90.49,91.80,90.27
90.65,90.18,90.94,89.93
89.53,89.81,90.10,89.31
89.99,89.31,90.35,88.80
89.47,89.61,90.40,88.96
89.29,89.69,89.99,89.05
89.71,89.45,90.48,89.17
89.48,89.05,89.53,88.66
89.00,87.82,89.15,87.50
87.66,86.49,87.96,86.08
84.97,85.53,85.82,84.28
85.71,86.70,86.77,85.20
86.30,85.76,86.54,85.37
85.77,87.06,87.24,85.70
86.50,87.18,87.24,86.48
87.20,86.18,87.33,86.04
85.85,86.47,87.12,85.04
86.53,87.35,87.69,86.08
88.26,87.01,88.62,87.00
87.41,87.43,87.71,86.76
86.70,86.14,87.43,86.10
86.20,87.87,88.19,85.49
87.57,87.16,87.93,86.42
85.93,86.41,87.28,85.26
86.40,86.84,87.65,86.00
87.37,88.58,89.10,87.23
87.37,89.41,90.30,86.68
88.46,88.87,90.16,87.98
89.85,89.23,90.15,88.67
88.92,91.83,91.86,88.57
92.24,92.96,93.07,91.89
93.07,91.72,93.43,91.36
92.16,95.94,96.75,92.05
96.42,96.93,97.55,95.76
96.45,96.86,97.35,95.93
97.63,99.58,99.74,97.02
99.40,99.40,100.54,98.61
99.30,100.73,100.87,98.64
102.38,101.62,102.48,100.69
101.73,101.49,102.39,100.90
101.00,100.89,101.78,100.74
101.73,101.61,101.98,101.01
101.58,103.10,103.19,101.57
103.18,103.15,103.51,102.50
103.04,103.28,104.23,103.04
103.07,102.46,103.50,101.94
101.49,102.96,103.42,101.49
103.22,102.26,103.51,101.67
102.34,101.50,103.42,101.03
101.73,100.78,101.94,100.36
100.88,101.06,102.02,100.40
100.81,100.20,101.12,99.15
99.51,100.82,101.38,99.15
102.00,101.35,102.21,101.09
101.84,102.58,102.63,101.39
102.66,102.46,103.23,101.51
102.61,102.18,102.95,101.84
102.32,101.50,102.45,101.13
101.02,101.16,101.67,100.15
101.16,102.89,103.04,101.16
103.07,104.17,105.00,102.50
104.30,104.35,104.85,103.51
104.24,105.84,105.95,104.12
105.30,104.88,106.72,104.59
103.63,105.58,105.63,103.62
105.10,103.82,105.57,103.80
104.29,104.84,105.92,103.93
103.58,103.09,104.59,103.05
103.36,103.14,104.43,102.72
102.97,103.65,105.22,102.75
103.90,105.92,106.14,103.50
106.40,106.96,107.43,105.54
106.52,106.27,107.08,105.99
106.34,105.85,106.87,105.65
106.17,106.65,107.69,106.17
106.82,106.86,107.32,106.17
107.37,106.98,107.65,106.80
107.06,108.20,108.40,106.33
107.08,107.51,108.37,106.50
107.60,107.00,108.85,106.94
107.75,106.19,108.24,105.72
105.44,105.05,106.03,104.69
105.37,104.92,105.40,102.99
105.33,105.61,106.22,104.94
106.44,107.74,108.01,106.22
107.71,107.87,108.29,106.95
108.30,108.52,109.19,107.50
109.44,111.07,111.11,108.69
110.03,108.01,111.19,107.32
107.89,105.61,107.98,105.11
104.53,105.61,105.75,103.52
106.81,107.69,108.81,105.74
107.48,108.27,108.61,107.48
109.01,110.78,111.17,108.14
110.82,110.74,111.83,108.94
110.34,111.13,111.46,110.04
109.99,111.04,111.86,109.39
111.78,110.99,112.20,110.59
110.96,111.57,112.49,110.47
110.87,108.86,111.39,108.70
108.94,109.73,110.00,107.76
109.73,111.95,112.47,109.73
111.59,110.68,112.03,110.38
111.00,111.47,111.67,110.65
111.72,111.00,111.98,110.47
110.99,110.36,111.30,109.86
111.00,110.78,111.04,109.52
110.93,109.84,111.30,109.48
110.93,115.66,116.97,110.04
116.90,116.96,118.49,115.53
117.84,117.42,120.76,116.88
116.72,116.00,117.40,115.79
115.79,115.26,115.99,114.34
115.36,116.78,117.10,114.46
116.66,116.52,117.33,115.57
116.89,117.03,117.35,116.39
117.05,116.76,117.58,116.27
116.57,117.96,118.64,116.32
118.14,117.24,118.29,117.22
117.44,119.52,120.95,117.16
118.74,118.42,119.19,117.68
117.75,118.23,118.35,116.77
118.18,118.48,118.91,116.42
117.52,116.50,118.38,116.32
116.70,116.35,117.43,115.73
115.50,117.04,118.13,115.33
117.27,118.74,118.80,116.41
119.37,121.14,121.66,119.23
121.10,120.39,121.10,118.81
121.09,120.85,122.07,120.27
120.51,121.23,121.71,120.20
120.77,122.54,122.89,120.08
121.96,122.62,122.85,121.58
122.72,123.68,124.36,122.24
123.74,123.45,124.43,123.00
123.80,123.99,125.07,122.69
124.35,122.36,124.83,122.26
122.34,122.49,123.05,121.23
122.28,123.81,124.38,121.81
124.74,125.09,125.96,123.80
124.90,125.70,125.97,124.06
125.15,124.70,126.34,123.95
124.46,125.23,125.86,124.20
124.88,125.75,126.53,124.88
125.67,124.14,125.80,123.97
124.64,124.07,124.64,123.33
124.23,123.75,124.23,122.43
124.32,124.96,125.35,123.07
124.66,124.88,125.69,123.91
124.99,125.50,125.76,123.38
129.81,124.67,131.10,123.12
124.11,121.91,124.88,121.42
121.29,120.14,121.38,119.59
120.86,122.95,123.06,120.79
123.30,123.44,124.17,122.41
123.38,123.78,124.15,121.71
123.78,124.37,124.80,122.82
124.80,124.17,124.97,123.06
124.59,123.41,125.84,122.75
123.50,123.92,124.56,122.43
122.82,122.69,123.98,121.94
121.85,120.29,122.94,120.00
120.72,121.27,121.94,120.16
121.38,122.23,122.42,121.04
121.85,120.82,122.70,120.15
120.93,121.08,121.28,119.93
120.84,122.90,123.50,120.39
124.14,124.66,125.54,123.04
124.40,124.26,125.82,123.94
123.49,124.22,124.77,122.56
124.33,124.36,125.08,123.49
124.85,126.80,127.54,124.00
127.01,126.31,127.50,125.35
125.58,126.93,127.16,125.26
127.01,127.84,128.20,126.22
127.69,128.00,128.82,126.75
127.80,127.50,128.50,127.13
127.69,126.79,128.19,126.46
126.59,125.67,126.90,124.92
125.66,127.00,127.20,125.13
126.62,127.23,127.54,126.08
127.00,125.92,127.87,125.08
126.67,128.46,128.92,125.60
127.85,128.35,129.40,126.93
128.76,128.49,128.88,127.81
127.74,126.41,128.41,126.05
126.38,127.76,127.80,125.50
127.85,123.03,127.85,122.46
122.75,122.85,123.44,121.98
123.19,124.00,124.62,122.70
123.83,124.15,124.57,123.67
123.90,123.60,124.33,122.91
122.34,122.58,123.17,121.24
122.13,122.97,123.48,121.92
123.55,122.92,123.88,122.10
123.32,124.76,125.00,123.10
124.20,123.92,124.95,123.89
124.80,123.68,124.97,122.61
123.57,123.72,124.22,122.67
123.73,123.45,124.56,122.70
123.61,123.83,124.99,122.84
124.45,124.19,125.47,124.08
123.46,123.25,124.83,121.92
124.35,123.74,124.86,123.35
124.85,123.45,124.85,123.07
124.15,122.48,124.15,121.95
121.79,122.84,123.38,120.77
123.14,123.13,123.70,121.83
122.33,122.29,123.09,121.74
123.89,123.72,124.78,123.58
124.68,124.30,124.68,123.76
124.61,125.45,125.63,124.09
125.26,124.52,125.51,124.10
124.45,124.40,124.78,123.70
125.01,124.51,125.18,124.11
124.61,124.20,124.61,123.20
124.88,127.04,128.55,124.35
125.20,125.76,128.18,124.00
125.74,125.32,127.01,124.98
125.50,125.08,126.20,124.75
124.58,123.44,125.11,122.97
122.87,123.39,123.71,122.37
123.85,123.16,124.20,122.93
123.09,125.51,125.82,122.68
125.13,126.45,127.37,124.37
127.30,128.24,129.14,126.97
128.31,128.19,128.57,127.41
128.28,128.08,129.27,127.30
128.39,128.77,129.81,128.13
128.76,127.06,128.83,126.34
126.91,127.46,127.61,126.25
128.44,128.74,129.46,127.85
127.74,128.47,128.82,127.64
127.73,129.50,129.96,126.85
129.19,129.63,130.89,128.76
129.76,130.63,130.87,129.11
130.04,131.81,132.23,129.55
131.05,130.44,131.70,130.02
129.52,129.71,130.57,129.03
128.57,128.31,129.70,128.03
127.33,125.88,128.22,125.56
119.90,119.56,124.82,118.01
123.55,118.13,124.45,118.04
120.28,121.12,121.51,117.89
122.61,122.60,123.45,120.62
122.37,122.46,123.17,121.61
122.03,122.46,123.21,121.53
120.11,119.89,121.50,119.78
121.21,121.70,121.75,119.92
121.89,122.93,123.91,121.68
121.82,122.37,124.00,121.82
124.15,124.97,125.66,123.19
125.89,123.82,126.47,123.58
123.33,122.65,124.62,122.03
122.81,123.00,123.30,121.65
123.40,121.90,123.96,121.83
122.39,123.76,123.99,121.81
123.53,125.66,126.07,123.53
125.85,126.36,128.87,124.92
124.80,124.29,126.17,123.50
125.14,125.72,127.03,124.86
124.06,123.84,124.84,122.97
124.28,124.33,124.70,123.45
123.33,123.31,123.81,121.27
123.99,123.69,125.63,123.30
123.21,120.06,123.30,119.40
119.93,118.26,120.91,117.66
119.50,118.48,120.25,117.06
118.86,118.20,120.12,117.17
117.07,119.74,120.06,116.32
120.16,122.43,122.78,120.16
122.50,124.61,124.91,122.50
125.29,127.17,127.58,124.87
126.75,128.82,129.15,126.02
129.32,128.62,130.97,128.04
128.58,128.50,129.34,127.62
127.30,127.47,128.93,126.88
127.31,126.16,127.90,125.93
126.72,126.64,126.91,125.40
126.43,126.73,127.29,125.03
125.93,127.25,127.34,125.64
126.91,127.50,128.38,126.73
128.00,126.98,129.05,126.79
127.77,129.22,129.83,127.68
130.08,131.89,132.31,129.20
132.01,130.68,133.09,130.53
121.27,116.84,121.27,110.17
116.50,119.49,120.59,112.89
119.89,122.95,123.35,118.74
123.16,123.03,125.16,122.26
123.26,123.39,124.05,122.87
123.33,123.37,123.91,122.47
123.50,122.97,124.38,122.63
123.18,122.95,123.68,122.07
123.36,122.50,123.47,121.22
121.78,121.84,122.32,120.51
121.47,122.86,122.93,121.28
122.89,122.50,123.95,120.90
122.30,120.26,122.30,119.81
120.04,120.86,122.50,120.00
120.66,122.49,123.21,120.66
122.52,121.70,123.84,121.60
122.09,122.80,123.09,121.56
122.64,121.68,122.64,121.52
122.42,121.99,122.75,120.97
121.73,123.72,124.66,121.55
123.04,124.57,125.42,122.81
125.36,127.73,127.86,124.82
127.67,128.19,128.35,126.93
128.25,127.11,128.62,126.80
127.39,127.63,128.61,126.84
127.61,126.26,127.78,125.47
126.75,125.67,126.87,124.15
126.42,126.24,126.82,125.33
126.18,126.08,126.34,124.93
125.06,123.74,125.28,123.57
123.25,121.52,124.32,120.90
121.51,122.10,122.87,120.86
120.94,120.93,122.00,120.18
120.99,120.66,121.49,119.60
121.56,119.94,122.31,118.63
120.43,119.78,121.04,117.62
120.20,118.87,120.20,118.29
118.52,116.24,118.52,116.05
116.64,116.75,117.19,115.65
116.97,119.00,119.29,116.48
119.58,119.74,120.33,119.19
119.61,119.82,120.26,119.21
119.32,118.98,120.52,118.46
119.74,119.18,120.16,117.66
118.75,117.86,119.27,117.74
117.26,117.13,118.42,116.83
115.97,115.37,116.10,113.95
115.37,116.43,116.92,115.37
114.99,115.84,116.58,114.72
114.43,113.80,115.44,113.08
114.52,112.97,115.18,112.87
113.12,112.37,113.91,111.40
113.17,112.49,113.47,111.26
111.87,108.79,112.70,107.92
108.91,109.28,109.49,107.47
106.94,109.85,110.08,106.58
110.76,110.00,112.04,109.12
108.70,109.16,110.32,106.61
109.44,108.09,110.52,107.71
108.98,110.33,110.98,108.46
110.11,109.18,110.22,108.16
109.68,111.55,111.83,109.61
111.17,110.09,111.97,109.23
110.99,111.38,111.63,109.58
111.61,116.21,116.26,111.61
115.52,115.50,115.98,114.15
114.55,112.78,114.55,112.37
113.62,114.08,114.40,111.68
113.89,115.47,116.58,113.89
114.97,112.52,115.66,112.22
111.62,111.10,111.72,110.07
109.90,110.18,110.99,109.15
110.67,110.90,112.51,110.38
112.77,121.91,123.34,111.56
123.83,124.22,125.26,122.30
124.58,124.21,126.46,124.05
125.11,125.30,126.62,124.63
125.15,124.62,125.93,124.43
124.59,125.55,126.21,124.25
126.70,125.90,127.06,125.02
125.76,125.25,126.30,124.96
124.11,126.62,127.50,123.64
126.97,127.79,127.86,126.28
128.22,128.88,129.04,127.73
128.90,127.55,129.28,127.47
128.34,129.75,129.82,127.91
129.24,129.27,129.93,128.53
129.48,130.00,130.31,128.88
130.10,129.02,130.25,128.56
128.65,130.01,130.36,128.08
129.48,127.64,129.84,127.31
127.59,127.77,128.52,127.04
128.09,126.63,128.70,125.77
127.49,127.86,128.09,126.53
127.55,128.24,128.64,127.17
127.98,127.88,128.43,127.09
127.76,128.51,128.94,126.79
128.79,130.78,131.42,128.46
129.99,131.47,131.93,129.65
131.32,130.74,132.06,129.70
130.08,130.90,131.15,129.70
130.73,131.01,131.69,129.25
130.73,133.71,133.85,130.64
133.81,132.72,134.02,132.41
132.55,134.84,135.00,131.91
136.43,133.57,136.43,132.78
133.87,134.74,135.60,133.25
134.02,133.22,135.28,132.28
133.34,132.69,134.19,132.52
131.85,131.92,132.81,131.02
131.76,134.34,134.75,131.39
133.82,133.25,133.85,132.54
134.07,132.88,134.72,132.09
133.72,132.67,134.37,132.51
132.50,134.16,134.73,131.72
134.27,134.98,135.23,133.27
134.84,134.51,135.12,133.88
134.51,135.42,135.95,134.30
135.37,134.87,135.49,134.18
135.31,135.23,136.38,134.74
130.11,135.65,136.52,130.11
135.92,136.69,138.30,135.86
136.79,136.93,137.47,136.23
136.07,136.09,136.47,134.73
136.61,136.99,137.66,136.00
137.26,136.62,137.82,135.75
136.42,135.41,137.00,135.13
135.05,134.47,136.99,133.49
135.29,135.75,136.56,134.52
135.27,134.44,136.30,133.61
134.08,133.99,134.57,133.16
134.28,132.93,135.02,132.59
132.55,134.19,134.36,131.65
133.64,133.48,134.36,132.38
133.48,135.06,135.11,132.52
134.83,133.22,134.83,132.60
133.67,133.93,134.69,132.51
133.71,131.97,133.84,131.24
132.00,132.41,133.59,132.00
131.90,131.26,132.65,130.40
130.88,129.28,130.88,128.38
128.51,129.30,129.73,127.66
129.95,130.09,130.75,129.63
129.56,129.00,130.68,128.91
129.57,131.98,132.47,129.12
132.68,132.24,132.95,131.51
132.41,132.45,132.86,131.94
132.68,133.47,134.27,132.42
133.90,134.23,134.62,133.43
134.85,134.41,135.12,133.32
134.20,135.54,135.60,133.33
135.61,135.38,135.87,134.29
136.68,135.99,136.97,135.29
135.88,135.89,136.77,135.10
135.90,136.69,136.95,135.24
136.35,136.16,136.83,135.36
135.16,134.15,135.50,133.61
134.09,132.86,134.77,132.37
132.44,133.59,133.96,131.94
134.23,133.49,134.79,132.92
132.70,134.23,134.51,131.21
133.74,133.37,134.27,132.89
134.98,134.79,136.43,134.61
133.97,135.07,135.77,133.97
135.30,135.05,136.03,134.48
136.00,137.91,138.02,135.86
133.70,135.34,135.88,133.70
134.29,133.30,134.75,131.84
134.63,134.09,134.67,133.10
135.33,137.17,137.22,135.32
137.83,140.69,140.69,136.58
140.47,142.21,142.69,140.47
141.62,143.78,144.17,141.62
143.84,143.88,144.69,143.02
143.71,139.30,144.10,139.04
139.80,140.87,141.54,139.60
141.33,142.66,144.01,141.33
143.01,142.15,143.50,141.90
141.53,140.28,142.24,140.20
140.69,138.37,141.73,137.94
139.05,138.90,139.43,138.36
138.96,138.98,139.57,138.37
139.00,139.30,139.39,138.65
139.97,140.89,141.21,139.39
141.38,141.42,141.96,140.50
138.60,143.75,144.49,137.60
142.16,141.88,143.41,140.70
141.62,142.62,143.76,140.88
143.78,142.52,144.26,142.00
142.02,144.27,144.66,141.89
144.50,144.04,144.99,143.75
143.70,142.96,143.70,141.80
142.67,141.74,142.71,140.85
141.93,141.87,142.00,141.27
141.68,142.09,142.97,141.68
143.27,142.83,143.28,142.29
142.94,142.99,143.24,142.04
142.80,142.86,143.31,142.31
142.56,143.03,143.53,142.56
143.82,143.27,143.89,142.54
142.84,144.41,144.53,142.71
144.98,146.13,146.25,144.38
145.63,143.77,148.20,143.46
143.47,144.65,144.96,143.17
144.46,146.03,146.56,144.46
145.64,145.24,146.32,144.77
145.63,145.67,145.91,144.28
145.87,147.11,147.46,145.42
146.82,147.96,148.07,146.34
147.80,148.02,149.53,147.17
148.76,146.91,149.99,146.01
147.00,147.86,149.18,146.58
148.36,148.69,148.81,147.28
148.45,147.86,149.27,147.84
148.12,148.72,148.84,146.68
149.13,149.64,149.91,148.47
149.40,148.45,149.40,147.58
147.90,147.32,149.15,145.79
147.32,146.70,147.91,146.61
145.95,142.08,146.28,141.99
140.96,143.21,143.82,140.11
142.40,140.66,142.58,140.30
141.26,142.00,142.64,140.33
141.67,143.71,143.88,140.40
142.76,141.71,142.76,141.05
141.96,143.85,144.40,140.96
144.52,138.54,144.63,138.46
139.33,140.16,140.35,138.40
140.90,140.95,141.65,140.36
141.37,140.92,141.90,139.56
140.11,140.01,141.37,139.83
140.21,141.52,141.58,139.60
142.00,141.56,142.31,140.42
141.50,140.11,141.50,139.64
140.81,140.90,141.65,140.24
141.17,141.73,142.49,140.67
141.89,140.75,142.27,139.71
141.36,140.39,142.38,139.74
140.62,146.64,146.98,140.12
146.79,144.32,146.79,144.05
144.77,144.74,146.09,144.24
144.25,140.71,144.25,140.25
140.69,141.92,142.61,140.17
140.00,139.35,140.00,138.46
143.45,142.89,144.36,141.25
143.96,142.20,144.92,141.72
143.96,141.35,143.96,141.10
141.64,140.86,141.64,140.62
140.15,139.73,141.43,139.51
139.69,141.10,141.84,138.98
142.67,141.84,143.96,141.02
136.00,130.88,136.00,128.60
130.93,134.77,135.74,130.93
134.71,134.69,135.29,133.76
134.82,136.04,137.03,134.82
135.70,137.29,137.82,135.65
136.93,135.03,137.54,134.88
134.44,133.66,135.72,133.64
133.88,133.12,134.24,132.83
133.18,134.60,136.55,133.18
137.06,135.84,137.06,135.21
135.48,136.72,137.63,135.28
134.25,140.85,141.93,134.25
141.53,142.07,143.67,140.92
142.11,144.71,144.75,142.11
145.40,144.62,147.82,144.45
144.78,144.89,145.09,143.06
144.86,145.75,146.41,143.75
146.88,145.96,147.45,145.09
146.00,146.38,146.71,145.52
147.20,146.10,147.21,145.47
146.57,146.66,147.47,145.52
146.64,146.82,147.34,146.07
146.61,147.38,148.29,146.08
147.58,147.51,148.05,146.55
147.79,146.16,147.79,145.36
146.97,149.00,149.93,146.64
149.15,150.34,152.34,149.08
150.23,150.57,151.51,149.42
151.68,151.68,152.33,150.62
