BAP,Credicorp Ltd. Common Stock,NASDAQ
128.08,125.14,128.58,123.40
125.39,124.64,125.87,123.33
122.32,123.41,124.72,120.61
124.98,124.96,125.93,124.00
126.02,125.99,126.81,124.51
126.84,127.99,129.04,125.54
127.56,127.96,128.47,126.20
129.02,128.49,132.02,127.97
128.00,127.24,129.07,124.80
132.96,123.92,132.96,122.74
124.87,125.11,125.24,122.44
126.04,119.29,126.21,119.04
119.85,117.96,120.72,117.26
118.39,113.50,118.39,112.05
114.81,117.40,119.71,114.32
117.36,118.21,118.42,115.50
119.39,119.03,123.40,118.14
118.95,118.98,119.70,117.91
119.81,116.97,119.81,116.80
117.21,116.03,118.72,114.84
115.00,113.79,116.26,111.05
114.00,117.79,117.88,113.50
119.00,119.14,119.81,116.93
119.42,116.93,119.78,116.71
116.62,116.37,117.15,115.27
116.12,118.31,118.53,115.61
118.35,119.31,120.00,118.00
119.79,119.73,121.29,118.73
119.72,118.79,120.73,117.57
120.51,120.31,122.64,119.92
120.47,120.55,122.40,119.84
120.59,121.63,122.04,120.53
122.28,121.61,123.61,120.72
121.56,121.08,122.10,120.81
122.74,123.28,127.28,121.71
122.91,125.13,126.89,121.69
125.29,131.90,132.40,125.29
134.70,132.60,135.82,131.02
132.53,132.42,132.75,131.08
131.23,130.32,132.14,129.78
129.49,128.43,130.71,127.75
128.32,125.95,128.32,125.45
126.28,125.41,127.55,125.33
124.16,123.56,125.93,123.05
123.81,125.45,126.27,122.91
125.97,126.98,127.10,125.12
126.92,124.86,126.92,124.53
123.82,122.12,123.82,120.91
121.89,121.05,122.54,120.40
121.00,121.82,122.22,120.08
121.95,121.24,121.95,119.68
122.00,121.04,123.51,120.29
121.03,123.95,124.19,120.25
123.80,125.55,125.93,122.42
126.05,125.37,126.58,123.88
125.83,126.87,127.07,124.66
127.28,129.24,129.50,126.24
128.96,127.08,129.74,126.40
126.75,125.88,126.95,124.60
126.33,125.07,126.62,124.22
126.66,126.12,126.66,124.70
126.49,125.39,126.65,125.01
125.62,130.96,131.73,125.25
131.81,132.05,133.48,129.51
132.05,132.17,132.81,131.71
131.79,130.07,132.57,129.05
130.33,130.77,131.47,129.29
131.09,130.72,131.33,129.11
131.58,128.25,131.65,127.63
127.16,127.61,130.33,127.16
126.70,128.46,128.85,125.92
129.31,128.47,129.77,127.86
128.60,129.00,129.88,128.60
129.20,130.49,132.63,128.35
131.18,131.56,132.77,129.92
130.43,130.62,131.96,129.95
130.60,133.50,133.68,130.60
133.34,135.73,135.79,133.14
136.32,138.35,138.86,135.64
137.86,138.33,139.27,137.09
138.54,136.20,138.54,136.10
135.31,135.89,137.46,135.31
136.95,135.34,137.29,134.59
135.26,138.10,138.30,134.74
138.52,138.76,139.38,137.14
138.08,139.14,139.83,137.79
139.32,139.92,140.39,138.90
138.66,138.70,139.48,137.37
138.87,139.70,139.70,138.13
139.48,138.83,140.81,138.19
138.64,141.82,142.11,138.63
141.71,140.91,142.71,140.27
140.47,139.88,141.95,138.78
139.56,136.60,139.56,136.50
136.32,136.00,137.75,134.97
136.04,134.45,136.82,133.88
133.10,134.83,135.30,132.74
134.89,135.14,135.41,133.64
135.13,135.05,135.57,133.50
132.05,129.77,135.73,129.65
129.82,131.21,131.29,128.83
130.45,130.20,131.71,129.24
128.92,130.09,130.82,127.51
130.10,130.52,131.09,129.35
130.66,132.30,133.01,130.47
133.01,130.50,133.47,130.29
130.60,127.26,131.04,126.37
126.89,126.25,127.54,125.01
125.62,124.55,126.41,124.32
124.62,125.19,125.96,124.13
125.23,126.41,128.38,125.12
127.17,127.29,128.59,126.01
127.36,128.46,129.30,127.36
128.81,128.50,129.74,128.01
128.78,128.62,130.30,127.82
128.63,125.71,129.74,124.22
126.13,125.95,127.13,124.45
124.98,127.64,128.43,124.98
129.51,128.27,130.43,128.04
132.90,131.21,134.03,130.41
131.24,131.69,132.39,130.90
130.82,130.75,131.74,130.06
130.27,129.32,130.50,128.61
129.31,128.35,130.05,127.72
130.82,129.74,131.04,128.76
130.24,130.18,132.97,129.19
131.49,133.12,133.68,130.99
132.24,131.68,133.08,131.26
132.39,131.70,132.39,131.02
131.51,130.87,131.86,130.78
130.50,130.58,132.20,129.60
131.03,130.51,131.50,128.91
130.86,130.32,130.86,129.57
129.95,131.06,131.50,128.66
130.89,132.73,132.73,130.69
131.94,130.92,132.04,129.87
130.78,130.53,130.78,129.04
130.47,129.25,131.20,128.57
129.37,130.80,131.66,128.51
130.73,129.88,131.00,129.01
129.90,128.23,130.33,126.91
128.83,131.51,131.61,128.56
131.00,130.93,132.92,130.64
131.86,131.78,132.99,131.15
132.25,131.06,132.31,130.94
130.28,131.24,131.33,130.06
130.42,132.50,133.63,130.28
132.00,133.95,134.31,131.44
135.19,139.89,139.96,134.98
138.74,140.54,140.61,138.33
137.18,135.38,138.57,135.01
135.23,133.70,135.86,132.84
134.53,132.53,135.22,132.32
134.75,130.22,134.75,128.50
131.38,132.09,132.17,130.20
130.30,131.92,132.68,129.20
131.84,127.36,132.59,126.04
128.30,127.98,129.56,126.60
128.35,125.45,129.13,123.57
126.29,125.82,126.42,124.76
126.04,125.14,126.75,124.51
125.19,128.25,130.94,123.74
128.57,133.30,133.56,128.53
133.22,132.00,134.75,131.97
130.95,131.71,132.15,130.37
131.85,133.97,134.37,130.55
133.82,129.22,134.23,128.36
129.00,127.15,129.67,127.03
127.45,126.51,128.60,125.74
126.78,127.80,128.92,125.62
128.34,131.13,131.75,128.03
131.66,130.88,131.73,130.36
130.94,128.84,131.58,128.44
128.56,128.79,129.33,127.44
129.03,129.90,131.17,129.01
129.02,129.14,130.79,128.29
130.78,129.86,131.88,129.04
129.75,130.57,131.00,129.32
133.64,132.69,135.28,131.05
132.69,129.63,132.74,129.04
128.88,129.10,130.07,128.14
129.59,127.32,129.62,127.05
127.00,127.29,128.75,127.00
127.91,125.55,128.39,125.01
125.25,126.57,126.71,125.00
126.69,127.03,128.09,126.53
126.80,127.73,128.34,126.57
127.88,126.18,127.88,125.76
126.05,127.76,128.36,126.03
128.28,126.53,129.40,125.90
127.11,125.90,127.70,124.66
125.60,128.30,128.50,125.60
129.13,130.19,131.93,127.84
130.52,132.83,132.96,130.52
133.43,134.83,136.04,132.09
136.10,137.92,137.92,135.21
138.33,137.39,139.22,137.14
137.52,137.70,139.37,136.90
138.21,138.00,139.10,136.85
137.90,140.78,142.60,137.87
140.66,140.43,141.66,138.65
141.21,140.25,142.20,140.06
139.98,141.44,141.67,138.62
141.11,140.56,143.40,140.41
139.41,139.57,140.64,138.94
140.67,141.52,142.91,140.41
141.49,138.85,142.46,138.00
139.30,141.03,141.03,137.64
139.13,141.21,141.34,138.08
141.20,140.23,141.20,140.10
140.13,140.80,141.20,140.00
140.79,143.75,144.00,140.79
144.19,142.88,144.40,142.64
141.82,143.34,144.15,141.53
143.42,144.55,145.00,142.53
145.66,145.00,147.79,144.20
144.82,149.25,149.35,144.32
149.18,150.21,150.25,147.92
151.00,150.12,151.76,148.83
149.90,150.02,150.30,148.75
149.75,149.69,150.70,148.66
150.00,150.41,150.62,149.18
150.78,148.89,152.61,148.73
150.00,157.05,163.31,150.00
157.43,158.91,159.64,156.25
158.91,157.01,159.50,156.92
156.96,157.05,157.68,156.18
157.00,155.62,158.20,154.82
156.12,156.01,157.45,155.26
155.07,155.57,156.50,154.65
155.80,153.99,156.37,153.35
154.27,156.59,159.82,153.70
156.60,157.05,157.37,155.83
156.96,156.70,157.52,155.97
157.48,155.05,157.48,154.66
155.04,156.96,157.46,154.06
156.96,155.17,157.49,154.74
155.23,156.25,157.26,153.91
156.54,157.33,157.84,156.24
157.24,156.79,157.94,155.77
156.60,156.37,156.69,155.36
157.30,157.05,157.30,156.41
157.98,156.75,158.02,155.98
157.00,157.19,157.50,155.99
156.85,157.67,157.67,156.14
156.67,156.99,157.86,155.97
156.68,157.35,157.35,155.71
157.32,156.39,157.49,155.92
156.27,156.50,156.52,155.56
156.07,154.22,157.54,153.98
154.23,155.79,155.82,153.15
156.19,155.81,157.48,155.50
155.51,155.64,157.19,153.79
155.88,157.08,157.20,155.70
157.25,155.18,157.75,154.86
155.02,156.02,156.65,153.41
156.20,156.65,157.54,155.05
156.76,156.21,156.79,155.33
156.52,155.47,157.00,154.83
155.47,157.08,157.24,155.47
156.75,156.77,157.69,155.89
156.63,156.50,157.12,156.13
155.61,156.80,157.10,154.83
156.90,156.67,157.71,156.36
157.06,154.38,157.89,153.07
153.07,150.82,153.60,150.63
150.80,149.99,151.67,149.36
150.80,150.65,151.66,149.88
149.20,148.30,150.36,147.37
148.80,147.95,150.30,147.64
147.19,149.12,150.42,146.90
149.78,151.00,152.41,149.78
150.22,151.04,151.40,149.91
151.10,150.75,152.01,150.22
150.59,152.85,153.12,150.30
152.96,152.59,154.19,152.08
151.95,152.57,153.05,151.49
152.79,151.24,152.79,150.48
151.40,150.78,151.95,150.41
150.90,149.53,151.68,149.17
148.32,147.92,149.48,147.01
147.85,149.18,149.58,147.85
149.90,150.99,151.45,149.72
150.49,150.04,151.18,150.00
149.42,149.02,150.29,148.43
149.56,148.50,150.34,148.01
148.50,152.87,153.12,148.50
152.74,154.45,157.99,152.24
154.58,155.25,155.69,153.96
155.64,155.68,156.62,155.22
155.92,154.65,156.77,154.17
155.49,153.41,156.21,152.31
154.00,156.02,156.02,153.46
155.82,152.91,156.91,152.50
152.48,154.88,154.95,151.50
154.50,155.15,156.05,153.41
155.40,154.88,156.15,154.21
155.55,154.90,156.44,154.19
154.94,152.12,155.31,151.79
152.26,153.26,153.40,151.36
153.25,153.28,153.64,151.87
153.60,155.07,155.08,153.27
155.21,157.59,157.73,155.21
158.00,159.03,160.14,157.94
158.88,156.57,160.24,155.66
156.82,157.96,158.44,156.78
157.69,156.97,159.13,156.37
156.54,154.88,157.54,154.48
154.87,153.62,155.38,152.68
153.52,153.00,154.20,152.96
152.99,153.03,153.38,151.43
153.10,154.46,154.66,153.10
154.40,154.98,156.63,153.60
154.97,154.59,155.77,154.04
155.26,155.33,156.25,154.50
155.68,155.50,156.04,155.22
155.29,153.03,155.35,152.90
152.33,150.68,153.62,150.68
151.08,154.53,155.10,151.05
153.65,151.64,153.65,150.99
152.12,153.62,153.79,150.66
151.26,151.68,152.00,150.88
151.84,153.39,153.52,150.60
152.63,152.27,153.74,150.74
152.22,150.97,152.22,149.43
151.44,152.07,152.31,150.07
152.93,152.70,156.43,152.23
152.35,151.17,154.02,151.14
151.67,155.73,155.81,151.10
155.44,154.90,155.99,153.40
154.87,149.99,154.89,149.97
150.22,150.00,152.01,149.76
150.27,149.98,152.13,148.74
148.86,148.88,149.35,147.08
147.27,151.00,152.49,146.54
153.26,151.24,153.55,150.54
151.29,151.59,152.37,151.04
152.00,153.02,153.49,152.00
152.76,152.63,154.60,151.49
154.08,149.70,154.08,149.51
149.84,151.65,151.65,149.84
150.48,150.63,150.67,149.49
151.03,151.89,152.07,149.99
152.37,154.21,154.39,151.98
154.17,157.54,157.83,154.17
159.08,161.00,161.21,158.00
160.36,160.59,161.59,159.22
160.29,161.79,161.97,160.12
161.91,161.71,162.53,160.68
161.73,162.07,162.28,160.76
162.68,162.18,164.35,160.90
162.55,159.96,162.57,159.30
160.46,161.02,162.87,159.11
160.90,161.85,163.35,160.38
162.31,160.25,162.58,159.69
160.67,159.37,160.67,158.61
159.00,160.00,160.60,158.89
160.37,161.07,162.18,158.99
161.07,159.58,161.90,158.39
159.85,161.56,161.96,159.33
163.09,167.00,167.00,162.10
168.07,167.81,169.30,166.87
167.46,167.31,168.80,166.66
168.06,169.25,169.70,167.40
168.27,165.66,169.23,165.60
164.68,164.60,165.85,163.15
164.78,167.50,167.87,164.18
168.02,169.97,170.19,167.90
168.87,168.86,169.53,165.96
169.63,168.78,170.09,168.08
168.87,168.80,170.85,167.88
167.08,169.29,169.62,167.08
169.05,163.59,169.94,163.06
163.16,159.96,163.84,158.00
158.91,153.85,159.71,153.78
154.50,152.36,155.30,150.00
150.80,151.60,152.68,148.52
152.10,158.62,159.09,151.67
161.09,162.57,163.03,159.79
163.03,159.09,163.26,158.85
159.77,159.72,160.48,157.43
159.87,161.65,162.94,158.57
161.48,160.35,162.06,159.63
161.32,161.66,163.51,160.90
162.09,162.64,164.14,162.09
161.67,160.80,162.76,160.60
161.48,160.18,161.55,159.51
160.60,159.35,160.60,156.76
158.23,155.00,158.23,154.62
155.61,154.78,156.53,153.80
156.49,155.52,156.50,153.74
156.48,156.96,157.91,155.02
157.06,155.20,158.00,155.05
154.42,151.55,154.91,151.30
153.19,151.61,153.37,148.15
148.90,146.52,149.98,145.50
147.44,146.95,149.25,144.38
147.43,145.59,148.89,145.34
146.45,145.63,146.56,144.04
146.00,146.65,147.29,145.88
147.15,149.14,149.16,147.15
148.00,149.80,150.83,147.92
149.31,152.40,153.31,149.29
150.33,151.75,152.80,150.05
151.93,147.12,151.93,147.00
147.20,146.25,148.12,145.50
145.00,144.12,145.98,143.48
144.25,147.38,147.95,143.80
148.54,152.30,153.72,148.13
151.54,152.03,153.06,150.81
152.00,153.88,154.80,152.00
154.42,151.14,154.60,150.56
151.22,154.00,154.56,150.06
154.00,148.75,155.40,147.04
147.62,149.21,149.66,146.68
150.19,150.33,152.24,149.08
149.95,150.53,152.06,149.85
150.66,152.58,152.58,149.34
152.05,149.39,152.05,148.96
148.36,148.67,150.23,147.96
148.54,149.31,149.92,148.16
149.59,148.39,149.59,146.92
147.85,147.77,148.86,147.20
147.33,147.70,148.95,147.33
147.06,146.79,148.08,146.03
146.87,145.22,148.95,145.18
143.39,146.27,146.52,143.39
146.26,149.27,149.42,145.79
149.22,148.72,150.00,147.61
148.33,149.36,150.00,148.03
148.15,145.17,149.68,145.07
145.81,144.35,146.67,143.25
143.38,140.62,143.86,140.60
141.34,139.75,141.65,139.20
140.76,141.25,142.07,140.02
140.44,138.90,140.44,137.41
140.15,137.93,140.95,137.80
138.09,137.10,138.09,134.24
136.63,139.93,140.13,135.62
139.41,139.15,140.19,138.11
140.09,139.00,140.99,138.89
139.23,138.17,140.59,138.11
137.80,138.98,139.80,137.80
139.96,138.49,141.21,138.17
137.83,135.46,137.95,134.26
135.10,138.55,138.94,134.08
140.00,140.83,141.98,138.61
140.77,140.63,142.32,139.70
145.12,146.69,146.75,143.09
146.32,150.88,151.00,146.32
150.98,150.00,151.95,149.93
149.54,149.11,151.50,149.07
149.89,149.92,151.16,149.00
149.56,151.87,152.04,149.24
151.23,150.71,152.05,150.08
150.85,149.08,150.85,148.66
149.64,150.08,150.84,148.78
150.50,151.02,152.17,149.36
150.84,151.74,153.47,150.72
149.52,149.16,150.99,146.67
149.76,148.43,151.36,148.21
148.59,149.02,149.22,148.24
149.68,149.30,150.13,147.89
148.63,150.46,151.15,148.32
150.96,150.55,152.08,149.78
150.71,151.68,152.33,150.15
152.21,152.16,153.78,150.88
150.56,151.25,152.34,150.56
151.45,152.55,154.36,150.13
153.34,154.00,154.64,152.47
154.40,156.31,157.03,153.54
156.61,155.28,157.89,154.95
155.99,154.77,156.53,153.75
154.37,153.16,154.37,152.18
155.39,151.57,155.99,151.33
152.00,154.23,155.62,151.64
153.92,152.34,155.22,151.55
153.39,152.60,154.89,152.28
153.37,151.31,153.44,151.28
151.72,150.39,152.69,150.10
149.95,146.50,150.38,146.03
146.84,146.19,146.84,144.49
146.57,145.78,148.51,145.77
145.05,145.35,146.24,144.75
144.83,146.72,147.14,144.83
145.82,143.41,146.55,142.85
142.57,140.97,143.16,140.79
140.61,141.75,141.87,140.06
141.43,141.14,142.84,140.41
142.17,141.68,142.29,140.36
142.14,143.80,144.78,142.14
144.02,142.70,144.47,142.33
141.58,140.70,141.85,140.05
140.39,140.26,141.22,140.00
140.41,140.35,142.31,140.17
140.36,139.10,140.95,138.93
140.05,138.63,140.68,138.48
138.28,137.83,139.15,137.00
137.00,138.19,138.51,136.02
137.00,136.58,138.12,135.87
137.00,136.52,137.02,135.99
137.32,136.75,137.60,135.51
137.15,138.22,138.65,136.12
137.42,137.79,138.00,136.60
138.64,140.05,140.47,138.08
140.34,141.10,141.68,139.87
140.70,142.36,142.91,140.70
142.31,142.04,143.66,141.33
142.59,143.82,144.00,141.75
142.24,139.63,142.48,139.19
140.15,138.92,141.46,138.64
139.85,140.14,141.67,139.16
139.57,139.44,140.50,139.15
137.62,137.85,139.18,136.75
137.46,137.62,138.01,135.43
136.95,135.84,137.26,135.68
136.40,137.18,138.19,136.21
138.00,139.56,139.78,136.66
140.64,141.79,142.18,139.24
141.19,140.39,141.36,139.26
140.10,138.96,141.38,138.77
140.38,138.76,141.10,138.38
138.93,137.00,138.93,136.00
136.84,137.04,138.15,136.12
137.00,136.30,138.56,136.05
136.00,135.10,136.84,134.66
135.20,133.44,135.70,133.38
132.68,131.79,133.43,131.46
131.43,130.18,132.23,130.01
131.20,130.57,132.08,129.30
131.02,130.17,131.42,130.06
130.25,131.34,131.74,129.20
132.05,131.90,132.27,130.72
131.64,131.43,132.78,130.94
131.55,131.74,133.35,131.11
132.76,131.29,134.20,131.15
130.70,131.04,131.61,130.36
130.93,129.89,131.94,129.61
130.57,131.79,132.52,130.17
130.69,127.87,132.01,127.30
126.78,124.48,126.79,123.50
124.25,123.47,124.78,123.07
122.00,116.51,122.97,112.82
115.77,114.90,116.74,114.45
114.90,115.49,115.91,113.90
114.93,115.50,115.76,113.12
114.38,113.31,114.79,113.25
112.46,110.24,112.46,110.01
105.86,105.23,106.89,81.78
108.46,102.91,108.46,102.84
105.02,104.82,105.08,101.45
106.29,111.20,112.22,105.12
110.57,111.97,112.09,110.03
110.83,109.98,111.94,109.49
107.52,107.13,108.88,105.65
108.47,108.07,109.12,106.74
108.23,108.60,111.02,108.23
107.33,107.39,108.83,106.95
109.45,108.53,110.73,107.01
109.88,106.89,111.26,106.83
106.93,107.96,108.91,106.32
108.59,110.88,111.01,107.35
110.59,110.76,111.19,109.56
110.81,109.11,111.69,108.01
109.73,110.00,110.07,108.68
109.89,108.79,110.80,108.03
106.77,108.06,109.14,106.40
108.93,108.47,109.54,107.53
107.00,105.80,107.06,105.19
105.80,104.73,106.50,103.70
103.42,104.25,104.60,102.29
106.18,101.80,106.50,101.40
101.02,100.70,102.59,100.12
100.82,103.87,103.97,100.44
105.04,106.36,106.64,104.97
110.01,105.70,110.84,105.12
103.92,106.64,106.76,100.36
107.45,111.56,111.77,106.98
111.83,112.06,113.99,111.72
113.35,114.85,116.17,113.35
113.98,115.39,115.62,112.76
116.25,116.82,117.19,115.43
116.83,114.35,117.72,113.78
113.33,115.12,115.31,113.09
115.22,114.51,115.83,114.21
114.94,114.70,115.61,112.80
115.12,114.39,115.12,113.19
113.68,114.14,114.46,113.04
113.79,115.00,115.15,113.58
114.73,111.65,115.36,111.52
112.83,114.48,115.86,112.83
115.61,114.19,116.50,113.85
114.05,114.78,115.79,113.87
113.83,113.50,114.32,112.48
113.15,114.13,114.56,112.78
113.23,113.81,114.55,113.23
113.38,113.18,113.84,112.15
113.25,114.43,114.80,112.49
113.86,115.09,115.80,113.51
114.59,113.98,116.20,113.60
114.31,113.76,114.87,113.40
115.19,113.99,118.99,112.87
113.75,112.07,113.92,111.62
112.00,112.84,112.99,110.62
113.32,114.99,115.94,113.28
114.08,111.49,115.77,111.40
110.93,109.63,111.49,109.21
109.60,112.10,112.37,108.97
113.02,111.05,113.33,110.86
111.27,111.90,112.03,110.69
111.71,111.10,112.19,110.04
111.73,111.86,112.04,110.81
111.63,110.97,112.34,110.81
109.80,112.60,112.70,109.80
112.22,109.29,112.96,109.06
109.32,106.14,110.86,105.37
105.69,105.61,107.28,104.03
106.41,107.18,107.59,105.02
106.90,104.44,107.32,103.46
105.00,103.42,105.72,102.94
103.15,106.15,106.42,102.68
105.57,105.97,106.77,104.79
104.85,103.71,105.28,102.72
103.09,103.33,106.35,102.56
102.94,100.91,103.44,100.60
99.70,98.99,100.90,98.93
98.96,98.24,100.00,97.67
99.50,99.94,101.65,99.50
101.38,101.52,101.59,98.71
102.02,102.39,102.67,101.21
101.50,96.14,102.10,96.11
97.00,97.01,98.43,95.32
97.34,97.58,98.02,96.35
98.59,99.28,99.85,98.59
99.46,99.98,100.98,99.17
99.67,98.82,100.17,97.82
99.35,99.48,100.32,98.58
98.84,97.46,99.16,97.39
96.61,97.32,98.28,96.20
95.46,94.70,97.09,94.23
94.73,94.69,95.52,93.33
93.99,93.47,95.17,93.26
91.49,89.76,92.74,89.76
90.09,89.48,91.24,89.25
90.46,88.39,90.46,87.81
89.52,91.39,91.62,89.24
92.18,88.96,92.85,88.46
89.13,89.88,90.14,88.21
87.23,87.51,88.36,86.88
88.50,87.59,88.72,87.16
85.93,88.11,88.71,84.72
87.79,87.11,89.17,86.79
88.85,91.09,91.25,88.14
91.16,90.27,91.35,89.13
90.68,91.57,91.70,89.40
92.01,94.37,95.36,91.08
95.23,97.98,99.37,95.23
98.68,101.36,101.37,98.68
100.22,101.23,101.71,99.22
99.28,97.05,99.37,96.67
98.19,97.99,98.60,95.18
97.99,100.02,100.98,97.99
99.95,99.29,99.95,98.24
98.67,97.57,98.67,96.63
96.96,98.49,99.17,92.89
99.37,104.21,104.81,98.14
101.21,105.18,105.83,100.19
107.25,110.75,113.18,107.25
110.99,110.35,112.14,109.81
111.63,113.10,113.69,110.78
112.66,110.99,113.68,110.97
110.44,112.95,112.95,110.10
115.98,115.52,119.10,114.64
114.79,115.49,115.91,113.50
114.25,117.62,117.83,112.94
117.56,119.53,119.56,116.67
120.68,118.58,120.90,117.46
119.51,117.24,120.06,117.05
118.23,119.87,120.12,117.48
120.14,125.95,126.30,119.16
125.50,127.66,127.78,125.09
128.88,129.71,129.72,127.54
129.03,127.79,129.84,127.14
127.00,125.28,127.41,124.92
126.22,129.23,130.11,125.73
129.92,128.93,130.34,125.40
130.00,129.44,130.07,128.05
129.01,129.39,130.11,128.26
128.00,127.16,129.61,125.98
126.00,126.85,127.38,124.97
127.13,133.13,134.39,126.77
133.47,134.08,134.89,133.07
134.00,131.55,134.00,131.29
130.40,128.06,130.78,127.93
127.53,126.57,127.91,125.51
125.66,123.99,125.66,122.76
123.95,123.89,124.38,123.07
123.08,127.09,127.19,122.27
127.93,131.09,131.39,127.93
130.55,131.01,131.29,129.50
129.88,127.99,130.81,127.56
127.18,128.23,128.40,125.77
126.87,126.08,126.87,124.18
125.75,124.65,126.03,123.38
123.52,122.78,124.11,121.91
124.26,125.62,125.88,121.38
130.01,138.40,141.63,130.01
138.00,144.65,145.00,137.45
145.69,143.55,147.95,142.75
138.18,140.35,142.00,138.18
140.23,138.89,141.32,138.17
138.00,139.67,140.46,136.64
139.83,143.11,143.11,139.22
141.99,143.71,144.00,141.53
143.84,143.65,144.44,143.02
143.10,142.43,144.15,141.98
141.67,141.33,142.45,139.47
142.71,143.73,143.88,141.70
144.60,145.41,145.64,144.01
142.90,145.34,145.77,142.90
145.26,145.42,146.12,144.24
145.51,144.99,146.35,144.40
142.99,139.73,143.66,139.21
139.16,135.63,139.16,134.47
137.02,136.66,138.11,135.57
137.20,140.02,140.30,133.66
139.17,137.62,139.77,136.78
138.99,142.27,144.11,137.67
142.63,143.09,144.80,141.36
143.59,143.53,145.31,141.90
143.85,144.55,153.23,142.69
144.77,146.92,149.52,144.22
146.11,146.62,148.17,145.18
146.22,144.87,147.81,144.01
144.20,139.68,144.20,138.01
141.00,139.50,141.24,139.11
138.86,140.97,142.60,137.51
142.66,141.16,142.66,140.93
142.85,144.06,144.36,141.57
144.85,145.47,145.85,144.58
144.98,142.38,145.19,141.64
142.38,140.20,143.55,139.81
139.50,143.03,143.25,139.31
142.14,144.82,145.22,141.91
144.96,149.74,150.12,144.96
151.04,150.65,153.00,149.80
151.76,152.53,152.88,150.47
153.49,152.80,156.89,152.55
151.68,154.55,154.99,150.87
152.82,147.18,153.38,146.48
145.13,145.15,146.04,142.98
145.25,144.24,145.81,144.05
145.63,148.41,150.19,143.85
146.64,149.96,150.00,145.63
150.02,151.06,153.97,150.02
153.00,151.84,155.03,151.54
151.76,151.67,152.79,149.93
152.78,151.26,152.78,150.35
154.09,152.94,154.09,151.30
141.12,146.35,150.10,140.97
152.39,144.26,152.39,141.05
146.65,149.26,149.98,145.83
152.04,152.22,154.68,151.29
153.76,154.33,155.60,151.68
154.82,153.92,155.14,153.28
152.44,150.30,153.74,149.50
149.50,150.34,150.50,147.79
151.83,150.20,152.49,149.94
151.13,156.33,156.95,151.13
159.32,157.59,159.32,156.48
159.20,155.22,160.09,154.73
155.22,158.12,159.19,154.33
158.89,159.00,159.96,156.64
159.00,156.08,159.96,155.66
156.00,159.02,159.05,155.94
157.45,158.59,159.46,157.26
158.19,159.51,160.09,157.93
159.43,159.34,160.50,158.20
160.53,161.93,162.30,159.24
161.02,161.38,161.42,159.13
161.38,162.06,163.14,160.07
163.15,160.90,163.15,160.64
160.82,160.10,161.51,158.54
159.36,160.33,162.16,159.28
159.61,160.24,161.56,159.61
159.73,158.84,160.83,157.35
158.33,159.13,160.05,158.00
159.21,159.33,161.02,158.09
159.33,159.86,160.69,158.31
160.52,160.33,162.87,159.14
158.44,158.13,159.87,150.42
158.40,161.52,162.42,158.40
161.94,162.51,163.96,160.52
161.88,158.90,163.02,158.73
159.20,159.12,160.64,158.43
159.27,157.73,159.83,157.09
157.43,156.77,158.99,155.48
157.66,156.98,158.54,156.20
156.53,159.57,160.19,155.72
158.30,160.00,160.08,157.71
160.56,159.85,160.65,159.81
159.11,160.93,161.31,159.11
160.53,160.38,162.10,159.64
160.64,157.00,161.41,156.47
157.41,159.31,159.40,157.30
159.75,157.85,159.98,156.93
156.93,156.68,157.75,155.87
156.71,160.76,161.99,156.54
161.73,162.15,162.41,160.36
162.83,163.77,166.26,161.88
162.96,162.98,164.14,162.26
162.43,161.22,163.66,160.65
159.90,154.53,159.90,154.47
153.00,155.71,156.12,151.19
153.56,151.91,153.58,151.20
151.06,152.67,153.36,151.06
152.38,154.00,154.61,151.55
151.95,151.16,152.43,150.48
153.66,152.41,155.91,152.20
153.86,153.90,154.37,152.23
155.26,157.04,157.12,152.78
158.48,159.72,161.04,158.48
157.54,156.87,159.56,156.60
155.07,153.63,155.23,153.54
154.13,152.97,154.48,151.90
152.59,153.33,153.88,151.87
151.35,150.94,153.70,150.94
152.03,152.22,153.87,151.92
152.62,151.79,152.98,151.07
151.83,148.47,152.93,148.46
150.02,147.00,150.88,146.69
146.83,146.30,147.34,145.71
147.00,146.53,148.57,146.01
147.58,148.57,150.28,147.49
148.53,147.04,149.60,146.43
147.18,147.55,148.84,146.05
145.81,145.98,146.71,144.23
146.71,146.65,148.87,146.14
146.78,145.23,147.18,145.02
147.50,148.67,148.94,146.72
149.32,151.06,151.52,147.97
150.65,151.67,153.08,150.21
148.66,151.01,152.20,148.66
152.31,150.52,152.35,150.00
150.07,150.08,151.50,149.94
149.10,150.65,151.55,148.76
151.20,148.16,152.26,148.10
148.49,148.31,148.99,147.13
149.33,148.68,149.36,147.76
149.42,149.16,150.68,147.13
148.83,147.15,148.99,146.64
147.79,146.96,149.85,146.18
149.27,155.82,157.69,148.00
159.00,163.10,163.56,158.21
163.00,162.65,165.00,159.44
162.64,162.70,163.95,156.54
163.29,159.45,164.50,159.19
158.29,155.05,159.54,154.13
155.43,152.65,156.64,152.01
154.07,153.46,154.07,151.56
152.29,151.75,153.79,151.59
151.75,149.09,151.92,148.46
149.17,152.70,153.84,146.03
154.17,150.35,154.55,150.12
151.31,151.26,153.07,150.02
149.35,149.66,151.72,149.29
150.27,152.69,153.20,148.44
152.00,151.11,154.41,151.05
150.75,153.41,154.84,150.21
154.29,156.69,157.56,154.29
157.56,159.13,161.07,157.56
158.83,155.08,159.38,155.01
156.09,157.85,158.40,155.27
