ESGR,Enstar Group Limited - Ordinary Shares,NASDAQ
131.04,129.38,131.97,129.12
128.65,127.58,129.76,126.23
127.18,127.71,129.81,127.02
128.98,130.78,131.95,127.71
132.00,132.30,133.60,131.50
132.71,134.03,134.87,132.71
133.45,132.98,134.22,132.11
133.21,135.20,135.57,132.51
134.76,134.99,136.90,134.25
133.91,134.89,136.30,133.91
136.79,134.97,136.79,134.31
136.67,138.00,138.12,135.01
138.00,137.96,138.75,136.93
138.20,141.02,142.45,137.88
141.51,142.71,143.40,139.40
143.00,145.18,147.73,142.33
146.19,145.83,147.54,144.71
145.90,146.31,147.58,145.05
147.01,146.61,147.85,146.00
147.34,146.00,147.79,145.38
146.64,146.24,146.64,144.81
145.76,145.88,146.09,145.02
145.78,143.60,145.78,140.62
144.00,144.90,145.20,136.90
144.32,145.63,145.89,144.32
144.78,145.14,145.18,144.74
145.00,143.75,145.00,142.45
144.40,144.28,144.65,143.17
144.15,143.68,145.07,143.55
144.60,144.09,144.94,143.21
144.00,145.35,145.39,140.02
144.54,144.73,146.10,143.87
144.61,144.03,144.99,143.26
143.48,142.01,144.56,141.86
143.28,142.80,143.67,140.96
142.98,142.20,144.03,140.53
140.52,139.43,140.86,138.29
139.05,135.00,139.05,133.38
134.73,135.89,137.60,134.00
135.04,136.52,136.75,134.01
135.76,137.37,138.24,135.76
136.52,138.10,139.51,136.52
138.38,140.52,140.69,138.38
139.60,138.79,140.59,138.42
139.54,141.72,142.63,139.54
141.60,140.41,142.72,139.82
140.75,138.74,141.50,138.50
137.90,134.07,138.65,134.01
133.53,133.81,134.80,131.50
133.97,136.99,137.20,133.97
136.50,134.77,137.25,133.19
136.12,136.38,137.69,134.60
136.09,134.00,138.98,131.17
133.69,134.37,135.10,133.03
134.97,135.34,136.00,132.90
136.00,135.96,136.00,134.40
136.10,138.43,138.84,136.10
138.63,137.48,138.84,136.97
137.10,137.02,138.39,136.43
137.68,137.40,139.01,137.23
138.01,140.37,140.62,138.01
139.77,142.37,142.66,139.77
142.11,143.25,143.99,141.38
143.96,138.29,143.96,137.92
139.47,135.21,139.47,134.90
134.85,138.29,139.27,134.21
137.65,138.79,140.19,136.88
138.89,138.45,139.05,137.34
138.28,138.95,139.00,137.48
138.32,137.13,138.76,136.26
136.44,136.60,137.40,134.56
136.70,138.23,139.28,136.35
137.66,138.30,140.00,137.23
138.10,135.19,138.90,134.74
135.11,135.73,137.55,135.10
134.50,135.50,136.94,134.24
136.00,133.20,136.00,132.50
132.70,135.05,135.48,132.70
135.99,137.10,138.10,135.99
136.84,137.53,137.90,136.84
136.59,137.71,137.71,136.01
137.00,138.50,139.14,137.00
138.80,140.42,140.59,138.80
140.30,141.13,141.57,139.70
142.67,140.77,142.67,138.55
140.21,138.99,140.21,137.79
139.86,140.52,140.78,138.04
139.60,139.28,140.80,138.96
139.60,139.12,140.59,138.53
139.85,136.70,140.04,136.42
136.45,138.68,139.49,135.74
138.44,137.89,139.17,135.83
137.50,136.18,138.96,136.18
136.34,135.93,138.94,135.19
135.49,135.10,139.48,135.00
135.95,135.66,136.43,135.00
135.03,135.70,136.10,135.00
136.74,135.16,137.60,135.01
135.57,135.07,136.92,135.00
134.13,133.80,135.90,133.02
133.65,133.30,134.07,132.05
134.44,134.70,135.57,133.01
135.96,136.87,136.87,134.11
136.39,134.36,136.94,134.33
134.09,133.76,135.07,132.40
135.00,133.34,135.53,133.25
133.79,134.46,135.21,132.90
133.10,135.00,135.50,133.10
135.50,135.15,135.50,133.84
135.10,137.32,137.51,133.80
137.48,138.86,140.43,137.48
139.41,139.40,140.70,139.34
140.17,139.51,140.27,138.51
140.20,139.31,140.40,139.31
139.69,138.68,139.72,138.60
139.85,138.73,139.85,138.45
138.71,137.99,139.48,137.25
137.37,137.51,137.95,136.71
138.67,137.91,139.79,137.80
138.00,138.29,138.35,136.70
138.45,136.67,138.99,136.16
136.80,135.25,136.80,131.46
135.45,134.10,136.55,133.50
133.91,134.30,135.88,133.71
134.35,134.97,136.00,133.70
134.44,135.25,135.67,133.71
136.19,136.82,136.87,134.09
136.50,134.72,136.50,134.69
133.37,137.09,138.15,133.36
137.83,138.61,139.39,134.60
139.94,138.98,139.94,138.12
139.03,139.43,140.00,138.54
139.94,140.15,140.49,138.94
139.76,136.85,139.76,136.84
136.69,138.91,139.63,136.41
137.92,137.64,138.79,136.52
137.77,138.05,139.35,137.00
137.89,135.57,137.99,135.00
135.88,135.56,136.98,135.11
135.96,133.83,135.96,133.01
133.98,134.13,136.11,133.55
133.72,135.44,135.78,132.84
135.00,133.80,135.33,132.71
134.07,135.15,135.85,134.07
134.85,135.06,135.62,134.39
134.99,134.49,135.19,133.54
134.96,133.10,134.99,132.35
133.38,133.37,133.58,132.55
133.37,134.11,134.28,133.28
133.72,131.71,134.00,130.63
130.71,130.89,132.43,130.38
131.02,127.99,131.84,127.72
127.71,127.86,128.51,126.19
126.51,123.12,126.86,122.77
123.86,123.99,125.48,123.07
122.40,123.96,124.25,122.01
123.99,122.60,123.99,122.49
122.95,123.60,124.16,122.95
123.00,121.02,124.24,120.51
121.47,121.58,123.09,119.82
121.50,121.50,122.99,120.06
121.05,123.00,123.62,120.45
123.45,125.17,125.36,123.25
125.11,124.75,126.18,123.47
123.50,124.09,124.71,122.58
124.33,124.27,125.39,123.22
124.63,125.30,125.65,124.21
126.52,123.28,126.52,123.28
124.47,125.97,127.83,124.35
126.79,126.00,126.79,125.17
125.63,126.53,127.88,125.63
126.46,125.97,129.23,125.07
126.00,126.54,126.55,125.16
126.56,126.50,127.08,125.42
127.32,125.18,127.77,123.89
124.62,122.51,124.62,121.80
124.33,128.01,128.02,122.85
127.05,127.86,128.03,125.10
127.50,130.07,130.07,127.39
130.31,131.05,131.05,128.94
130.48,134.72,134.85,130.00
134.99,134.87,136.20,133.97
135.00,138.20,138.21,134.30
138.01,138.85,139.87,138.01
138.58,137.77,138.72,137.05
138.00,138.34,139.01,137.49
137.95,137.92,138.48,136.96
137.42,136.37,137.91,135.58
136.61,138.26,138.68,135.59
139.58,138.24,141.64,137.88
138.70,137.15,139.32,136.78
137.51,138.50,140.40,136.94
139.68,134.06,139.68,134.01
134.79,134.67,134.88,133.00
134.73,133.56,136.54,133.50
135.36,136.31,136.40,134.05
135.95,136.63,137.59,134.00
136.53,134.19,136.53,133.37
134.45,133.26,134.45,131.52
134.20,131.67,134.50,130.99
131.64,131.63,131.76,129.94
132.55,133.69,134.27,131.89
133.14,134.15,134.15,132.94
133.10,131.10,133.20,129.35
130.21,131.52,132.53,130.21
132.77,133.41,135.18,131.51
131.86,131.80,133.56,129.06
133.06,133.21,133.52,132.37
132.54,133.18,134.41,131.47
132.68,133.61,133.64,132.05
133.73,133.59,134.19,133.32
132.54,132.49,133.04,132.06
132.69,133.03,133.30,132.04
132.11,129.68,133.02,129.55
129.90,129.45,129.90,128.16
130.54,129.80,130.54,129.01
128.83,129.10,130.00,128.06
128.39,129.47,130.02,128.31
129.45,131.00,131.25,129.17
130.63,130.16,131.13,129.06
129.95,128.01,130.43,127.84
128.00,129.36,129.37,127.31
128.53,128.22,130.88,127.95
127.40,130.21,130.21,127.40
130.89,137.35,137.93,130.89
137.38,136.16,140.37,136.16
136.32,133.84,137.67,133.04
133.36,135.52,135.99,132.77
135.58,136.89,137.09,134.54
136.21,139.64,139.65,135.18
138.87,137.81,138.87,137.30
138.65,140.06,140.59,137.88
140.16,140.50,141.00,139.24
140.47,141.98,142.66,139.49
142.15,143.00,143.84,141.19
143.03,141.67,143.03,140.46
141.09,142.15,142.53,139.94
142.58,140.90,143.14,140.60
141.47,139.91,141.47,139.57
139.39,140.63,141.26,137.60
139.89,139.99,140.94,139.21
140.05,143.83,144.01,140.05
145.17,146.49,146.92,143.63
146.68,147.75,148.32,145.85
147.02,146.73,147.55,144.52
146.51,145.06,146.51,144.51
145.95,145.16,147.50,144.47
145.16,141.78,145.16,141.46
142.17,142.02,143.09,138.33
142.25,141.92,144.56,140.90
142.41,142.50,142.82,141.01
142.65,142.12,143.16,141.58
140.50,144.86,145.00,140.50
144.59,146.01,147.38,144.59
145.54,145.79,147.63,145.54
145.50,147.67,147.82,145.50
147.14,146.81,147.73,146.25
145.60,150.09,152.47,145.34
150.44,150.73,150.98,149.09
151.72,153.38,153.69,151.72
152.93,152.46,153.34,151.66
153.06,152.67,153.74,152.45
152.02,149.68,152.02,149.28
150.54,148.91,150.54,147.30
149.06,148.21,149.49,148.09
146.36,146.47,148.02,145.20
145.70,145.39,147.24,144.90
146.58,146.58,147.10,145.31
146.13,145.22,146.13,144.45
145.88,143.72,145.88,143.71
142.61,141.42,143.70,140.97
140.92,143.97,144.63,140.92
142.90,141.84,142.99,141.00
142.02,142.11,142.79,141.53
142.37,142.01,143.42,141.61
143.98,141.77,143.98,141.50
141.50,139.09,141.87,138.78
139.67,139.60,140.00,138.00
139.34,139.11,140.40,138.08
139.51,138.59,139.51,137.94
137.82,138.00,138.60,137.14
137.76,138.71,139.39,137.60
137.93,139.42,140.14,137.93
138.75,139.05,140.30,138.01
140.29,140.27,140.32,139.25
139.97,139.15,140.15,137.61
138.83,139.10,139.70,138.83
139.72,140.26,140.80,139.27
140.40,139.67,140.57,139.01
141.10,141.10,141.59,140.00
140.95,144.20,144.77,140.95
146.91,145.87,146.91,143.12
147.01,149.37,149.76,146.34
149.20,147.15,149.25,145.94
146.79,145.62,148.74,144.75
144.78,145.83,146.20,144.50
146.25,145.28,146.48,143.98
146.63,145.60,147.14,144.35
146.02,145.90,147.97,145.37
145.70,144.83,145.80,144.02
144.15,142.33,144.17,141.82
142.68,141.90,142.68,140.00
142.28,144.36,144.36,140.40
144.54,142.83,146.20,141.61
142.77,140.79,143.82,140.79
140.10,140.24,141.28,140.03
140.03,140.94,140.97,139.28
140.06,139.54,142.26,138.70
140.00,139.50,140.75,139.06
139.24,140.86,141.11,139.24
141.39,139.60,141.39,138.93
140.33,139.50,140.33,138.83
139.49,140.10,141.21,139.00
139.71,139.59,140.43,138.03
139.04,140.57,141.60,139.04
141.97,140.58,141.97,138.50
140.21,139.30,141.24,138.50
139.53,138.01,139.54,138.00
138.51,139.57,140.87,138.51
140.04,139.00,140.10,138.26
138.94,139.63,139.63,138.66
140.79,138.93,140.79,138.25
139.24,136.32,141.44,136.31
135.93,136.35,138.00,135.05
139.98,138.19,139.98,136.26
139.21,137.51,139.24,137.06
138.20,136.50,138.20,135.91
137.80,137.00,137.83,135.13
136.45,137.58,138.68,135.06
137.00,136.18,140.58,135.24
135.25,136.51,137.22,135.25
136.00,136.89,137.99,135.70
136.99,137.76,138.66,136.99
140.38,137.84,140.38,135.27
136.07,137.53,137.65,135.54
139.49,136.99,139.49,135.31
135.88,137.23,137.45,135.71
136.40,137.97,138.98,136.40
138.49,137.24,138.53,136.90
138.38,137.59,138.77,136.91
138.01,137.94,138.01,137.55
137.18,137.66,138.50,136.74
138.40,143.23,144.19,138.00
143.00,146.65,147.55,139.00
145.68,147.93,149.97,137.98
149.93,148.07,151.65,143.47
148.00,146.18,148.99,146.03
145.30,148.78,148.98,145.30
148.52,150.15,152.94,148.52
151.16,149.04,151.50,146.62
146.53,149.05,150.44,146.33
151.00,150.95,151.36,146.87
150.44,150.98,152.21,144.19
150.01,150.50,150.53,148.60
149.00,145.88,149.00,145.09
145.18,145.61,147.56,145.18
144.96,145.00,146.01,143.63
144.91,145.19,146.39,143.62
145.44,145.00,145.64,144.23
145.61,144.42,146.18,144.42
146.30,145.71,147.06,144.12
145.40,147.33,150.85,144.51
146.73,147.00,148.00,145.30
147.20,147.29,147.60,146.00
146.64,145.95,147.31,144.75
145.89,144.51,145.89,144.20
144.51,146.78,146.96,144.50
146.13,143.09,146.78,143.09
143.46,145.47,145.48,142.44
145.10,145.29,145.96,144.17
145.50,147.00,147.44,144.31
146.24,149.81,150.50,146.00
149.73,145.71,149.73,145.52
148.31,147.01,149.40,146.01
145.52,146.80,147.84,145.52
146.79,148.09,148.49,145.46
148.34,146.60,150.12,145.75
146.09,150.69,151.99,145.63
151.17,151.41,151.99,148.06
150.37,152.70,154.12,147.10
152.31,153.41,154.29,152.31
153.80,153.38,155.81,152.10
153.27,154.00,161.73,153.27
156.31,152.72,161.94,148.08
152.44,153.56,155.15,146.98
153.46,154.50,158.41,153.31
153.74,152.89,154.87,151.95
152.91,149.19,152.91,148.51
147.72,145.40,148.98,144.70
145.00,144.15,145.00,142.25
146.15,143.52,146.15,142.71
144.56,147.49,148.36,144.56
144.69,142.32,147.07,142.28
144.59,142.14,144.59,140.51
142.13,140.53,144.81,140.30
140.05,137.54,141.17,135.08
137.21,137.88,139.41,136.25
137.19,139.99,141.10,137.19
140.44,140.72,144.98,136.42
142.67,139.96,142.67,137.93
145.89,142.00,145.89,140.03
141.60,140.65,143.60,139.72
142.25,140.89,143.73,138.52
139.40,140.50,141.85,138.90
140.05,135.95,143.08,135.29
135.34,136.45,138.30,135.29
135.17,134.97,136.65,134.13
136.00,135.48,136.85,133.36
135.50,136.36,137.59,134.88
137.80,137.85,138.92,136.80
137.15,140.46,140.46,137.15
140.82,140.23,141.61,138.99
139.00,139.22,140.12,138.02
138.30,136.27,138.30,136.24
136.06,134.95,138.20,134.95
136.21,136.89,137.98,135.11
136.30,137.82,139.99,136.30
137.13,137.75,138.59,136.77
136.50,135.65,137.67,134.71
135.85,137.26,138.22,134.76
136.81,136.88,138.67,136.05
136.96,136.80,137.95,136.06
136.86,138.40,138.82,136.73
137.86,138.60,140.05,137.86
137.72,138.80,139.80,137.65
139.13,139.10,140.40,137.79
139.42,141.00,142.28,138.59
142.00,140.17,142.45,140.00
138.21,138.97,140.94,138.16
139.00,139.00,142.16,138.75
138.51,137.74,140.00,137.02
137.50,138.07,139.08,136.01
137.36,136.51,137.84,136.51
136.30,136.55,137.99,136.30
137.86,139.97,140.00,137.86
140.00,139.96,140.69,139.22
140.00,140.49,141.42,139.55
139.86,140.99,141.24,139.50
140.30,140.74,141.24,140.01
140.40,140.56,141.15,139.06
138.62,141.77,142.80,138.62
142.56,143.44,145.84,141.03
144.70,144.35,144.97,142.93
143.72,141.73,143.72,141.30
141.54,140.51,141.54,140.00
139.90,142.55,142.95,139.90
143.00,142.96,143.80,141.82
142.51,141.86,144.08,141.74
141.11,142.70,142.99,141.00
143.00,142.90,143.50,141.04
142.17,142.60,143.02,140.89
142.60,142.11,142.77,141.50
141.53,142.40,143.00,141.21
142.29,142.00,142.80,141.10
142.66,142.25,142.80,142.00
142.00,142.30,142.73,141.76
141.76,141.57,142.85,141.00
141.52,142.08,142.94,141.07
142.37,142.27,142.79,141.55
141.91,142.00,142.60,141.56
142.11,142.88,142.90,141.64
142.99,140.99,142.99,140.00
140.29,140.17,141.67,139.36
140.00,140.75,140.76,139.51
140.39,141.94,141.99,140.39
142.00,141.72,142.00,141.00
140.62,142.65,142.81,140.62
142.50,142.90,143.49,142.28
142.23,142.04,142.50,141.50
142.20,142.40,142.70,141.99
142.69,143.31,143.49,142.25
143.29,143.12,143.50,142.54
143.50,145.29,145.99,142.53
145.25,146.57,147.48,144.62
146.56,148.48,149.58,146.56
148.48,148.37,149.56,147.41
148.61,149.50,149.73,147.76
147.00,149.72,149.80,147.00
149.50,150.00,150.00,148.65
150.00,148.06,150.44,148.06
147.99,148.95,149.00,146.95
148.35,150.75,150.83,147.45
148.34,152.61,152.78,148.15
151.80,152.19,153.59,147.71
151.87,149.64,152.00,148.65
149.92,148.50,150.66,148.15
146.42,151.00,151.61,146.42
151.49,151.67,152.29,150.80
150.00,151.62,152.99,149.36
152.97,153.59,155.00,152.21
152.52,155.50,156.36,152.52
156.33,158.99,159.00,154.26
158.34,156.15,158.88,155.00
156.78,154.90,156.98,153.10
154.51,157.26,158.63,154.51
159.00,157.43,159.00,155.50
158.39,158.65,159.00,155.94
158.75,159.98,160.00,156.10
159.12,157.90,160.50,157.41
156.58,154.71,157.12,153.30
154.79,158.79,159.79,154.33
158.92,155.94,159.00,155.61
156.69,157.11,157.98,155.49
156.21,155.26,157.21,155.20
156.00,157.25,158.65,155.02
157.14,159.97,160.33,156.73
159.98,157.58,161.24,157.29
157.45,156.95,160.12,155.24
157.00,156.10,158.04,155.60
155.76,154.20,156.90,153.37
154.96,154.95,156.30,153.27
155.56,154.08,156.85,153.05
155.07,155.47,156.05,153.53
154.61,156.80,157.19,154.61
156.80,156.56,158.09,154.83
155.93,154.28,160.61,154.01
155.91,155.65,157.37,154.66
157.00,159.11,159.47,156.54
159.07,158.83,159.78,157.38
158.66,162.57,163.35,158.55
162.38,162.70,163.45,161.24
162.02,163.31,164.46,161.83
162.66,163.00,164.11,161.91
164.75,161.26,164.75,161.08
161.00,162.24,163.00,161.00
163.29,164.10,165.62,162.00
163.94,161.12,166.40,161.01
161.85,160.93,162.55,160.01
160.06,160.33,161.98,160.00
161.28,161.00,161.85,159.00
161.53,161.79,162.00,160.09
161.80,160.40,162.59,158.72
161.12,159.99,162.20,158.11
159.20,159.95,160.44,157.64
159.50,161.15,161.83,158.12
160.71,159.86,163.39,158.01
160.33,158.55,160.58,155.61
157.55,159.35,160.56,155.84
157.18,158.37,160.00,153.53
157.00,159.19,159.34,156.31
158.51,158.29,160.19,156.89
158.81,160.51,160.57,158.09
160.00,161.16,161.25,158.62
160.20,161.84,162.35,160.20
157.49,156.60,161.30,155.00
156.40,153.84,156.74,153.05
153.26,151.75,153.97,150.26
149.76,151.00,152.69,149.50
146.53,148.06,146.96,144.90
151.98,145.96,151.98,145.12
148.66,146.94,148.66,143.63
148.21,145.85,148.30,144.24
144.99,146.02,146.21,144.82
146.56,146.11,146.68,145.44
144.25,147.07,148.89,144.04
147.96,149.41,149.41,146.11
148.26,149.90,150.49,148.26
148.46,150.00,150.29,148.46
150.99,151.02,151.03,148.93
151.82,150.01,152.18,149.75
150.05,151.31,151.31,149.79
150.40,150.56,151.36,150.00
147.83,151.37,151.56,147.83
151.78,150.20,151.84,149.74
150.00,150.27,150.60,149.47
150.19,150.43,152.73,149.12
150.00,151.08,151.65,149.95
151.67,150.01,152.44,149.64
150.00,150.00,150.69,149.47
149.36,150.90,151.06,149.36
150.08,150.03,151.28,149.26
150.98,149.91,150.98,149.33
149.50,149.02,150.76,148.75
149.46,148.28,149.46,147.25
149.05,150.00,151.39,147.25
149.41,148.03,150.00,147.25
147.25,147.63,148.01,145.73
149.58,150.53,150.53,147.85
150.24,148.61,150.53,148.06
149.40,152.88,153.57,149.40
152.82,153.35,155.00,152.50
154.00,153.04,154.00,152.56
153.13,153.22,153.99,151.21
153.50,152.99,155.06,152.55
152.75,153.59,155.56,152.75
154.40,156.79,157.75,153.32
157.41,155.88,159.03,155.83
155.59,153.93,155.59,150.49
153.90,156.80,157.50,153.32
156.82,155.90,156.82,152.54
156.56,157.33,157.94,155.97
157.50,156.92,157.98,154.84
157.08,158.33,158.96,156.00
157.97,156.11,159.00,153.84
156.90,159.92,160.76,152.45
158.91,161.21,161.97,156.60
160.85,157.80,161.00,157.03
156.04,156.55,157.93,153.86
156.13,156.06,157.52,153.51
156.00,157.81,157.81,153.84
157.12,158.92,159.13,155.27
158.69,159.00,160.22,156.13
157.85,157.64,160.00,155.75
153.40,158.85,159.64,153.38
158.85,160.49,160.73,157.94
159.03,154.71,159.32,154.46
154.00,155.21,158.18,153.92
156.52,156.73,156.79,154.59
156.75,155.71,157.20,155.00
157.78,156.13,158.04,154.56
156.48,155.85,156.49,154.23
156.55,156.34,156.55,155.00
156.67,156.53,157.17,154.06
155.21,152.99,155.46,152.06
153.59,150.69,153.59,149.18
150.16,154.35,154.40,150.16
154.35,154.11,155.04,150.21
154.33,154.26,154.89,153.42
153.82,151.94,154.74,151.94
151.82,151.90,153.18,150.63
151.19,152.81,153.50,151.19
152.21,152.10,153.50,150.99
151.25,150.78,152.48,150.66
150.50,149.75,151.28,149.07
150.55,149.88,150.65,149.31
148.98,149.82,150.50,148.98
149.64,150.06,150.76,149.64
150.47,150.29,151.00,149.20
150.90,150.18,151.17,149.00
150.64,150.16,151.28,149.96
149.47,149.99,150.37,149.47
150.12,150.77,151.24,149.70
151.00,152.70,152.70,150.00
153.02,154.52,155.55,152.31
153.98,153.50,153.98,152.51
152.88,151.50,153.40,150.34
151.90,153.28,153.43,151.20
153.28,154.08,154.43,152.81
156.04,150.04,156.04,149.90
149.79,150.21,150.82,148.05
151.40,150.21,151.71,149.50
149.31,151.36,151.36,149.31
149.67,149.90,150.54,149.42
149.98,150.07,150.74,149.52
150.66,150.75,151.38,149.53
151.42,150.12,152.40,149.71
150.10,150.24,150.93,149.50
150.56,151.17,152.90,149.77
148.88,151.53,151.65,148.88
151.55,150.37,152.32,149.15
149.35,149.95,150.58,147.94
150.00,150.13,151.20,149.15
150.99,150.29,150.99,149.49
149.65,150.03,150.58,149.65
150.42,151.74,152.38,150.00
151.60,149.88,152.14,149.77
151.03,151.43,151.43,149.89
151.61,159.55,159.56,151.54
158.74,155.19,159.12,154.31
154.48,151.52,154.48,149.81
152.48,150.06,152.48,149.70
150.10,148.42,150.20,146.93
148.28,145.46,152.77,144.56
143.98,144.13,145.19,143.91
144.01,145.55,145.90,142.35
147.02,148.08,150.30,146.08
146.89,145.65,147.80,145.01
146.65,151.35,152.18,146.65
152.70,152.12,152.70,151.26
152.56,153.73,158.09,151.81
153.63,153.56,155.00,152.72
154.00,153.85,155.00,153.59
154.87,154.63,156.79,153.22
154.81,154.46,156.69,154.30
153.97,155.72,155.75,152.47
155.55,159.00,159.80,155.55
159.00,157.49,159.56,156.88
158.31,158.05,159.79,156.72
159.52,161.21,162.50,158.54
160.90,160.10,160.90,158.08
160.78,158.23,160.86,157.97
158.49,159.10,159.10,156.41
158.22,159.99,160.00,158.22
160.00,160.71,162.09,159.54
161.29,161.11,162.00,160.15
161.41,161.23,162.10,159.10
160.91,162.77,164.69,160.85
161.99,162.90,163.50,161.99
163.30,161.99,163.43,161.31
161.43,161.43,162.59,161.05
160.36,162.34,162.83,160.36
161.44,158.82,161.84,158.33
159.12,159.11,160.84,158.45
157.67,158.02,158.50,157.13
157.75,157.64,158.04,156.96
157.45,156.07,157.45,155.74
156.77,157.40,158.74,156.77
158.22,162.63,162.65,157.35
162.33,163.01,163.52,161.85
162.61,162.58,163.78,160.72
161.59,164.87,164.91,161.59
164.68,162.36,164.68,162.13
161.98,161.40,164.56,160.84
160.56,160.94,161.69,159.30
159.45,159.34,160.80,158.50
159.02,159.22,159.96,158.09
159.72,159.30,159.78,158.12
159.04,160.91,161.30,158.26
160.66,163.49,163.49,159.35
164.06,162.95,164.14,161.92
162.21,161.87,162.39,159.86
161.00,162.04,162.18,159.32
161.24,161.94,162.48,158.92
162.38,162.80,163.13,159.85
163.22,159.36,163.22,159.30
159.63,160.99,161.72,159.63
160.41,159.24,160.80,159.00
159.12,161.78,162.47,159.12
161.16,160.43,161.46,160.15
160.32,158.40,160.32,158.01
158.50,158.44,159.47,156.79
158.42,160.65,161.19,158.42
160.66,158.46,161.50,158.16
157.77,158.73,159.91,157.31
158.16,158.90,160.93,158.16
158.24,158.46,158.69,157.24
159.27,158.12,159.87,157.85
158.91,158.61,159.40,157.84
158.64,156.71,161.11,156.50
156.63,157.20,158.30,156.14
156.91,156.20,161.54,155.03
156.81,157.10,158.27,156.44
157.54,154.24,157.54,154.00
154.16,156.34,156.63,154.16
155.70,154.17,155.70,152.54
155.08,155.79,159.94,154.36
154.98,153.38,155.89,152.91
154.50,155.72,156.58,154.50
155.86,156.39,157.40,154.87
156.80,155.22,156.80,154.80
155.78,157.24,157.32,155.16
156.84,155.87,156.85,155.00
155.34,156.67,156.78,155.10
155.34,155.40,156.50,155.18
155.15,154.34,156.83,153.92
153.38,155.00,156.20,150.11
155.30,155.40,155.81,153.03
156.40,155.52,156.40,151.50
156.00,155.06,156.82,154.16
154.52,154.61,155.91,154.03
155.05,156.22,157.50,154.11
156.44,156.21,157.27,155.44
156.05,154.42,156.88,154.32
154.24,155.69,156.20,153.00
153.38,153.15,157.72,153.15
154.83,154.90,155.99,154.13
153.76,156.82,156.89,153.44
156.76,155.47,158.86,154.36
156.40,156.96,157.15,153.66
153.25,152.47,155.70,150.02
151.30,151.31,152.24,148.91
152.01,153.94,155.77,151.54
155.40,157.68,158.40,153.99
158.32,161.99,162.08,157.32
161.70,159.20,162.93,157.70
159.00,159.78,160.06,158.21
159.04,159.21,159.95,157.65
158.83,159.40,160.78,158.14
160.69,161.73,162.00,157.32
161.90,162.86,164.48,161.07
164.25,164.52,167.34,163.00
165.12,165.99,168.03,164.32
167.69,168.50,169.58,167.29
169.89,170.70,170.94,168.48
170.55,169.02,171.66,168.93
168.86,167.01,168.86,166.33
167.75,167.08,168.53,167.01
166.33,166.05,167.78,164.80
164.46,167.81,168.86,162.89
167.81,168.00,168.74,166.28
166.60,167.80,170.00,165.86
166.59,169.44,169.94,166.59
168.57,168.95,169.71,167.10
167.89,166.59,168.30,165.92
167.19,167.31,169.04,166.56
167.43,166.01,167.88,165.50
166.30,167.74,168.15,165.44
167.44,167.08,169.33,165.42
166.84,168.63,169.92,166.26
167.77,168.51,168.97,166.98
167.60,167.61,168.88,166.36
168.70,166.41,168.70,165.05
166.62,165.99,166.87,164.93
165.38,164.88,166.49,163.46
164.49,165.01,166.39,163.60
164.03,164.16,165.44,163.82
164.52,162.67,164.52,161.50
161.71,162.64,162.64,160.83
162.93,161.86,162.93,160.08
160.75,162.44,162.44,160.16
163.11,164.00,164.02,162.25
164.79,162.56,164.85,162.54
162.56,163.99,165.72,162.56
165.68,164.06,165.68,163.13
164.23,164.52,165.76,163.86
164.43,166.09,168.92,164.06
166.32,166.59,168.63,165.78
166.82,166.12,167.25,165.12
166.91,166.13,167.48,164.66
165.86,164.81,165.92,163.72
164.62,165.78,165.98,164.19
165.50,164.45,167.14,163.90
163.12,160.44,163.12,160.22
159.55,163.08,163.94,159.55
162.02,160.01,162.85,159.56
160.11,159.56,160.82,159.00
159.55,160.14,160.45,159.19
160.73,159.95,160.73,159.01
160.12,159.70,162.97,159.52
160.70,160.08,160.70,159.90
160.35,163.25,164.00,160.16
164.48,166.59,166.77,164.11
165.61,162.85,165.80,162.46
161.16,160.92,161.47,160.20
160.78,163.27,164.00,160.42
163.18,164.32,165.69,162.14
163.76,161.57,163.76,160.81
161.86,164.47,165.05,161.47
163.35,163.00,164.70,161.01
163.10,163.74,164.88,161.01
163.52,163.00,165.45,162.15
162.99,165.92,165.95,162.12
165.13,166.15,167.15,164.90
167.30,168.69,170.75,166.96
168.22,166.99,168.74,165.58
167.00,167.36,168.62,166.55
167.00,165.29,167.20,165.00
165.99,167.01,167.21,165.13
167.20,165.95,167.20,165.60
166.75,165.65,166.75,165.25
166.40,165.80,166.40,164.76
166.00,164.50,166.00,164.05
163.25,164.30,164.80,163.00
165.65,165.80,166.60,164.70
165.45,166.25,166.65,164.42
166.00,167.45,167.80,165.80
167.90,166.30,169.00,166.20
166.55,166.50,167.50,166.05
166.02,168.60,169.40,166.02
168.42,166.85,169.60,166.45
166.80,166.80,168.55,166.10
168.00,167.20,169.75,166.45
166.85,166.60,167.95,166.10
169.10,170.90,172.65,166.85
170.75,173.00,175.40,167.40
172.10,181.60,184.50,172.10
183.70,189.00,200.00,181.80
188.80,200.00,200.00,188.80
200.50,200.05,202.50,196.42
200.00,202.15,202.90,195.95
201.00,203.80,209.35,199.65
205.20,199.35,205.20,198.72
200.45,197.50,200.65,195.78
198.80,197.00,200.40,194.40
197.80,200.10,201.10,195.50
199.50,200.05,200.70,188.03
198.00,197.70,199.70,196.55
196.25,198.70,201.70,195.36
199.95,198.60,200.10,194.75
199.75,196.65,201.70,196.45
198.50,196.75,198.50,195.60
196.30,193.20,198.80,192.00
193.70,193.65,196.25,190.05
