RYT,Guggenheim S&P 500 Equal Weight Technology ETF,NASDAQ
65.94,65.32,66.00,65.29
64.48,63.59,64.66,63.47
63.68,63.38,63.79,62.74
62.97,62.33,62.97,62.00
63.07,63.21,63.21,62.76
64.04,63.71,64.04,63.50
64.04,64.27,64.55,64.04
64.05,64.14,64.44,63.66
64.83,64.39,64.96,64.24
64.43,64.32,64.80,63.91
64.12,64.67,64.84,63.92
65.47,65.41,65.47,64.63
65.55,65.10,65.61,65.05
65.79,65.63,65.79,65.34
65.63,66.08,66.11,65.63
66.88,67.43,67.43,66.83
67.53,67.71,67.74,67.41
67.79,67.81,67.91,67.66
67.88,67.71,68.00,67.49
67.86,67.93,68.03,67.63
68.03,68.07,68.26,67.85
67.75,67.54,67.75,67.30
67.54,67.58,67.68,67.39
67.81,67.24,67.81,67.17
67.72,67.20,67.76,67.09
67.33,67.61,67.66,67.11
67.15,67.52,67.52,66.93
67.39,67.13,67.49,67.06
67.43,67.88,67.99,67.41
67.99,68.00,68.45,67.86
68.57,69.07,69.09,68.57
68.91,69.08,69.10,68.75
68.99,69.20,69.30,68.99
69.25,68.86,69.25,68.64
68.68,68.62,68.74,68.25
68.93,68.93,69.22,68.49
68.85,68.73,69.03,68.56
68.51,69.06,69.15,68.51
69.15,69.46,69.51,68.81
69.32,69.19,69.38,69.05
69.08,67.71,69.08,67.65
67.73,67.74,68.04,67.62
67.70,67.19,67.87,67.16
67.17,67.54,67.69,67.07
67.18,67.19,67.63,67.00
67.34,67.80,68.24,67.15
67.93,67.94,68.05,67.86
68.01,67.67,68.14,67.66
67.02,66.14,67.02,66.00
66.06,66.40,66.59,66.00
66.29,66.78,66.97,66.29
66.91,66.32,66.91,66.19
67.28,66.90,67.43,66.61
66.97,67.77,67.82,66.88
67.71,67.93,68.07,67.71
68.15,68.04,68.41,67.47
68.72,69.12,69.25,68.67
69.54,69.96,69.97,69.53
69.89,70.14,70.22,69.81
70.05,69.87,70.25,69.83
69.92,70.06,70.06,69.64
70.75,70.34,70.75,70.19
70.45,70.59,70.71,70.36
70.78,71.37,71.50,70.55
71.46,71.33,71.57,71.24
71.38,70.77,71.38,70.68
70.82,70.32,70.82,70.00
70.31,70.30,70.58,70.00
70.32,70.38,70.70,70.19
70.60,70.37,70.87,70.29
70.11,70.09,70.34,69.91
69.38,69.78,69.97,69.27
69.89,70.37,70.52,69.89
69.98,70.39,70.41,69.95
70.34,69.77,70.34,69.21
69.76,70.53,70.58,69.72
70.30,69.92,70.30,69.75
69.90,68.67,70.03,68.55
68.73,68.59,68.98,67.76
69.28,69.78,69.81,69.13
69.60,70.21,70.34,69.56
69.87,70.67,70.71,69.87
70.44,69.65,70.44,69.59
69.98,70.29,70.38,69.91
70.09,70.60,70.60,69.77
70.85,71.35,71.39,70.75
71.70,71.73,71.84,71.52
71.97,71.74,72.01,71.32
71.65,70.75,71.65,70.52
70.81,70.82,70.97,70.58
71.15,71.00,71.15,70.69
70.94,71.07,71.17,70.81
71.44,71.88,71.88,71.44
71.80,71.31,71.82,71.06
71.09,71.10,71.53,70.90
71.42,71.37,71.56,71.03
71.74,71.55,71.74,71.36
71.32,71.45,71.55,70.87
71.77,71.72,71.77,71.39
71.96,70.91,71.96,70.83
71.04,71.91,71.91,71.04
71.91,72.11,72.15,71.71
72.05,72.50,72.50,71.94
72.21,73.24,73.24,72.21
73.04,73.06,73.06,72.72
73.27,73.30,73.30,72.81
73.31,72.63,73.47,72.63
72.73,72.11,72.81,72.05
72.33,71.92,72.48,71.84
72.29,72.93,72.93,72.18
72.90,72.95,72.97,72.76
73.10,72.75,73.10,72.52
72.85,72.94,73.06,72.72
73.07,73.35,73.38,72.99
73.33,73.34,73.49,73.33
73.36,73.02,73.42,73.02
73.06,73.14,73.42,72.99
73.02,73.27,73.49,72.75
73.63,73.06,73.63,72.88
73.59,73.93,73.95,73.51
74.11,73.85,74.13,73.79
73.83,73.82,74.01,73.61
73.81,72.87,73.90,72.74
72.83,72.44,72.85,72.26
72.78,72.73,72.99,72.61
73.56,73.73,73.88,73.49
73.76,74.15,74.30,73.71
73.98,74.65,74.65,73.03
74.65,74.89,74.99,74.60
75.06,75.73,75.80,75.06
76.18,76.34,76.34,75.85
76.30,76.43,76.43,76.22
76.56,76.58,76.63,76.37
76.78,76.57,76.89,76.44
76.52,76.77,76.81,76.46
76.86,77.07,77.14,76.86
76.82,76.32,76.82,76.07
76.32,76.35,76.50,76.08
76.28,75.84,76.28,75.68
76.14,76.75,76.81,76.09
76.78,77.11,77.22,76.69
77.30,76.85,77.36,76.59
76.86,77.00,77.04,76.49
77.07,76.15,77.33,75.95
76.27,77.57,77.57,76.27
77.84,78.39,78.45,77.73
78.43,78.25,78.43,78.10
78.21,78.23,78.56,78.04
78.55,78.49,78.70,78.00
78.50,78.82,78.88,78.45
78.63,78.09,78.63,77.77
77.73,76.38,77.73,76.36
76.37,75.72,76.51,75.29
75.65,76.06,76.08,75.50
75.48,75.46,75.97,75.00
75.92,76.45,76.57,75.70
75.73,75.87,76.23,75.62
75.77,74.01,76.00,73.83
74.30,74.41,74.55,73.63
74.54,74.43,74.55,73.36
74.81,75.48,75.62,74.81
75.78,76.60,76.65,75.58
76.70,76.84,76.84,76.59
76.95,77.81,77.93,76.95
78.01,78.12,78.27,77.83
77.82,78.65,78.71,77.50
78.78,78.91,79.03,78.41
79.00,79.23,79.29,78.77
79.21,78.96,79.51,78.88
79.01,79.52,79.54,78.67
79.75,79.49,79.91,79.45
79.60,79.99,80.39,79.49
79.96,79.69,79.98,79.46
79.69,80.02,80.40,79.63
80.18,80.44,80.47,79.83
80.30,80.23,80.61,79.49
79.22,79.45,79.66,78.85
80.25,80.87,80.88,80.25
80.91,80.90,80.98,80.72
81.02,80.93,81.11,80.79
81.09,80.66,81.13,80.38
80.80,80.33,80.80,80.07
80.52,79.88,80.76,79.74
79.31,80.13,80.13,79.31
80.34,78.69,80.36,78.50
78.77,78.64,79.14,78.51
78.87,79.55,79.71,78.87
79.60,80.54,80.64,79.60
80.60,80.53,81.14,80.13
80.37,81.38,81.53,80.23
81.68,80.69,81.68,80.59
80.72,80.18,80.92,79.52
80.51,80.48,80.99,79.93
81.00,79.38,81.05,79.38
79.40,79.06,79.48,78.60
79.30,79.30,79.93,79.17
79.88,80.24,80.40,79.78
80.52,81.26,81.26,80.52
81.42,81.42,81.53,81.08
81.63,80.83,81.71,80.52
81.29,79.22,81.29,79.07
78.92,78.19,79.28,77.86
78.36,78.93,79.13,78.10
79.34,79.98,80.01,79.05
80.11,77.83,80.11,77.61
77.10,76.54,77.75,76.38
76.94,77.50,77.73,76.78
77.74,77.93,78.07,76.47
78.57,78.58,78.58,77.59
78.32,78.87,79.05,78.15
79.17,79.15,79.29,78.60
79.25,79.64,79.85,79.20
79.65,79.10,79.65,79.02
79.84,79.26,79.84,78.75
78.86,77.63,78.86,77.60
77.85,77.51,78.20,76.49
77.79,77.97,78.17,77.38
77.72,78.49,78.55,77.55
78.68,78.52,79.15,78.30
78.63,78.69,78.97,78.40
78.18,78.79,78.85,77.92
78.76,77.91,78.76,77.91
78.25,77.88,78.25,77.23
77.69,77.96,79.03,77.44
78.10,78.25,78.30,77.60
78.70,79.53,79.54,78.70
79.59,79.24,79.73,79.18
79.26,78.75,79.29,78.65
78.94,78.13,78.94,77.66
78.35,78.66,78.69,77.88
78.60,79.36,79.36,78.39
79.06,78.72,79.19,78.51
78.97,79.19,79.27,78.90
79.28,79.59,79.69,79.10
79.62,80.16,80.16,79.61
80.51,80.90,80.90,80.50
80.81,80.80,80.94,80.63
81.04,81.19,81.21,80.87
81.26,81.12,81.28,80.76
81.35,81.25,81.35,80.77
81.13,81.27,81.35,80.93
81.01,81.53,81.62,81.00
81.68,82.08,82.12,81.27
82.26,82.66,82.66,82.26
82.69,82.75,83.09,82.58
82.79,82.82,82.85,82.59
82.66,82.86,82.99,82.59
82.99,82.28,82.99,82.17
82.67,82.79,82.98,82.44
82.91,83.12,83.26,82.63
83.11,83.70,83.79,83.06
83.79,84.03,84.05,83.26
84.17,83.78,84.18,83.41
83.60,83.48,83.64,83.28
83.55,83.58,83.66,83.35
83.62,83.16,84.12,83.05
83.10,83.53,83.59,83.05
83.60,83.26,83.60,82.84
83.23,83.47,83.47,83.14
83.47,83.79,83.90,83.34
83.97,84.69,84.89,83.97
84.80,84.60,84.85,84.50
84.91,85.19,85.24,84.88
85.17,84.72,85.17,84.61
84.75,83.83,84.84,83.36
84.00,84.25,84.34,83.98
83.35,83.95,84.29,83.11
84.04,84.14,84.27,83.90
84.79,84.55,84.81,84.48
84.84,84.41,84.97,83.93
84.95,84.81,85.02,84.56
84.39,83.61,84.84,83.54
83.85,84.61,84.67,83.85
84.55,84.66,84.81,84.24
85.09,85.32,85.49,84.97
84.93,84.42,84.93,84.37
84.73,84.91,84.96,84.68
84.79,84.58,84.79,84.38
84.66,84.58,84.77,84.00
84.78,84.31,84.81,84.24
84.67,84.77,84.86,84.26
84.44,83.19,84.44,83.12
83.00,82.90,83.44,82.40
83.09,83.54,83.70,82.33
83.12,83.00,83.63,82.68
82.53,82.88,83.23,82.07
83.25,82.29,83.31,82.07
82.40,83.01,83.07,82.26
83.21,83.55,83.85,83.21
83.59,83.28,83.59,82.90
83.69,84.08,84.09,83.57
84.28,84.25,84.47,84.00
84.67,84.25,84.82,83.65
84.75,85.14,85.14,84.71
85.33,85.64,85.70,85.27
85.57,85.91,85.93,85.55
85.94,86.27,86.34,85.83
86.28,86.20,86.38,86.13
86.56,86.16,86.56,86.00
86.35,86.41,86.48,86.28
86.57,86.15,86.57,86.04
86.00,86.13,86.22,85.62
86.35,86.57,86.61,86.16
86.70,86.58,86.84,86.25
86.85,86.73,86.98,86.60
86.78,86.64,87.47,86.47
86.96,87.03,87.04,86.53
87.10,87.24,87.52,86.94
87.19,86.47,87.22,86.46
86.62,86.94,87.02,86.37
86.78,87.08,87.08,86.51
87.10,86.54,87.10,86.38
86.88,85.74,86.88,85.66
85.65,86.55,86.61,85.50
86.67,86.67,87.06,86.48
87.04,87.47,87.47,86.99
87.60,86.57,87.64,86.21
86.43,85.53,86.43,85.25
85.25,85.33,85.75,85.16
85.17,85.96,85.99,85.02
85.86,84.40,86.06,84.34
84.65,84.94,85.14,84.44
84.23,85.11,85.11,84.03
86.00,85.03,86.00,84.78
84.74,83.39,84.76,83.30
83.32,83.41,83.66,82.26
85.08,84.18,85.08,83.84
84.34,83.94,84.62,83.67
83.59,82.39,83.59,82.38
82.40,83.81,83.93,81.60
83.58,82.09,83.60,81.99
81.28,78.83,81.34,78.82
78.77,77.66,79.40,77.62
78.32,78.12,79.09,77.95
77.04,78.32,78.45,76.27
76.99,78.32,78.67,76.60
79.20,79.41,80.05,79.04
78.90,79.97,79.98,78.67
80.53,82.08,82.11,80.53
82.36,81.08,82.36,81.06
81.72,82.25,82.63,81.72
82.48,83.16,83.19,82.30
83.02,83.37,83.48,82.71
83.60,84.59,84.67,83.60
84.73,84.67,85.16,84.09
84.65,85.36,85.42,84.46
86.84,87.20,87.29,86.62
87.49,87.53,87.90,87.42
87.54,87.51,87.82,87.20
88.03,88.08,88.18,87.56
88.11,88.21,88.24,87.78
88.26,87.91,88.26,87.51
87.95,88.29,88.37,87.79
88.30,88.09,88.42,87.91
87.89,88.15,88.26,87.74
88.37,88.08,88.57,87.87
88.09,88.80,88.81,88.09
88.82,88.67,88.82,88.20
88.85,89.30,89.50,88.76
89.13,88.76,89.13,88.37
88.60,88.96,89.09,88.30
90.00,89.51,90.02,89.29
89.80,90.18,90.18,89.76
90.19,90.37,90.64,90.19
90.60,91.10,91.10,90.43
91.16,91.52,91.69,91.13
91.38,90.55,91.38,90.48
90.71,90.96,91.07,90.45
90.91,91.89,91.96,90.91
91.86,91.74,92.04,91.39
92.10,92.11,92.18,91.82
92.00,90.99,92.09,90.61
90.11,91.13,91.14,89.19
90.94,89.53,91.09,89.45
89.88,90.00,91.03,89.85
89.72,88.60,89.80,88.60
89.19,88.35,89.52,87.89
88.00,87.62,89.31,87.40
88.33,89.24,89.27,87.59
90.55,91.59,91.61,90.41
91.47,91.57,91.92,91.21
91.95,92.31,92.31,91.83
92.79,92.52,93.00,92.52
92.89,92.61,92.95,92.57
92.78,92.66,93.00,92.66
92.66,92.31,92.66,92.23
92.20,91.78,92.20,91.62
91.83,90.76,92.15,90.76
91.16,90.76,91.49,90.00
90.37,89.24,90.55,89.01
89.23,87.83,89.39,87.29
88.34,88.52,88.82,87.96
89.48,90.49,90.66,89.47
90.83,90.26,90.89,89.79
90.33,89.07,90.33,88.79
89.58,88.68,90.78,87.93
87.85,88.07,88.20,87.17
88.51,86.89,88.61,86.88
86.62,88.03,88.18,86.48
88.32,88.42,88.73,87.52
88.49,88.67,88.92,87.70
89.00,89.79,89.90,88.12
89.81,89.94,90.19,89.69
89.79,89.68,89.79,88.93
88.77,88.00,88.77,87.34
89.06,87.38,89.30,87.38
87.38,87.91,88.10,86.43
87.70,86.38,88.00,86.29
86.60,87.21,87.37,85.21
87.70,88.79,88.85,87.64
88.60,88.91,89.48,88.60
89.11,89.61,89.63,88.86
89.98,89.46,90.39,89.22
89.45,89.21,89.66,89.05
89.56,90.58,90.66,89.19
90.80,90.93,91.16,90.43
91.42,92.38,92.41,91.42
92.60,93.11,93.14,92.56
93.20,93.15,93.29,92.72
93.06,93.18,93.35,92.83
92.99,93.56,93.66,92.93
93.61,94.42,94.44,93.31
94.40,93.93,94.40,93.65
94.03,94.37,94.57,93.65
94.30,94.30,94.59,94.09
94.75,94.74,95.07,94.37
94.80,94.62,95.00,94.35
94.78,95.63,95.65,94.62
95.25,94.29,95.25,94.10
94.27,93.93,94.27,93.32
94.16,94.19,94.28,93.76
93.99,92.88,94.01,92.75
93.11,93.36,93.48,92.97
92.79,91.37,92.79,91.32
91.50,91.12,91.87,91.02
91.00,91.82,91.88,90.98
91.82,91.53,91.91,90.77
91.75,92.87,92.87,91.75
92.67,92.49,92.68,92.12
92.32,93.48,93.83,91.72
93.59,93.50,93.69,93.35
93.74,94.16,94.37,93.71
94.19,93.92,94.32,93.91
93.98,93.34,94.03,93.34
93.32,90.65,93.32,90.65
89.98,90.56,90.88,89.30
90.66,91.58,91.65,90.27
92.19,92.59,92.69,92.00
92.38,91.90,92.55,91.90
91.89,91.33,91.89,90.80
91.47,91.58,92.04,91.24
91.02,91.89,92.08,90.55
91.84,92.00,92.65,91.71
92.19,92.48,92.70,92.06
92.44,93.00,93.07,92.20
92.93,93.38,93.38,92.79
93.22,92.72,93.62,92.61
92.57,92.43,92.81,91.96
92.78,93.37,93.62,92.76
93.08,93.09,93.27,92.80
92.49,91.80,92.49,91.44
92.34,92.75,92.86,92.01
93.26,93.18,93.52,93.02
93.46,94.00,94.09,92.99
93.67,94.05,94.37,93.35
94.14,93.51,94.14,93.18
93.79,93.29,94.04,93.25
93.50,93.65,93.80,92.65
93.21,93.30,93.56,92.57
93.21,92.38,93.23,91.94
92.99,93.79,93.89,92.99
94.07,94.03,94.26,93.89
93.70,92.63,93.75,92.47
92.90,92.26,93.13,91.81
92.42,92.89,93.06,92.29
93.57,93.93,94.04,93.57
93.71,93.63,93.98,93.61
93.23,93.09,93.41,92.45
93.35,93.53,93.84,93.25
94.02,94.86,94.88,94.00
95.00,94.48,95.16,94.33
94.48,95.08,95.15,94.41
95.30,94.78,95.30,94.70
95.20,94.83,95.25,94.76
94.80,94.92,95.06,94.50
94.81,95.07,95.28,94.81
94.78,93.75,94.78,93.41
93.98,95.61,95.68,93.90
95.36,95.46,95.52,95.22
95.52,95.11,95.62,94.82
95.35,95.34,95.62,94.73
95.22,95.13,95.54,94.56
95.31,95.20,95.69,95.10
94.74,94.26,95.07,94.03
94.04,94.45,94.53,93.54
94.56,93.18,94.56,93.07
93.10,93.00,93.15,92.32
93.30,94.32,94.46,93.30
94.70,94.42,94.80,94.36
94.20,93.85,94.20,93.68
93.22,93.25,93.33,92.41
92.91,93.78,93.86,92.91
93.83,93.98,94.22,93.47
94.05,94.99,95.03,94.05
94.68,94.36,94.76,94.09
94.73,94.84,95.03,94.58
95.03,94.64,95.03,94.41
94.51,93.84,94.57,93.83
94.12,93.61,94.12,93.49
93.35,92.35,93.35,92.07
91.44,90.26,91.81,90.15
90.88,90.24,90.88,89.96
90.85,90.76,91.16,90.38
90.85,90.74,90.87,90.32
90.06,90.05,90.57,89.58
90.12,90.24,90.37,88.26
89.51,88.63,89.64,88.62
89.69,88.58,90.04,88.57
89.53,89.80,89.95,89.10
90.34,90.69,90.78,90.06
90.97,91.13,91.31,90.97
91.19,90.81,91.21,90.62
91.37,91.45,91.46,91.09
91.56,91.52,91.59,91.19
91.70,91.58,91.89,91.53
91.42,91.33,91.87,91.21
90.42,90.60,90.80,90.30
90.96,90.89,91.79,90.74
91.32,90.18,91.32,89.95
89.63,89.16,89.80,89.11
89.63,90.47,90.62,88.91
90.42,91.20,91.26,90.15
90.88,91.48,91.67,90.52
91.71,91.24,91.71,91.17
91.25,90.99,91.25,90.38
91.01,90.78,91.14,90.47
91.48,92.09,92.54,91.48
92.15,90.73,92.15,90.56
90.72,91.01,91.04,90.38
91.58,92.61,92.72,91.58
91.83,91.18,91.94,90.86
90.59,91.60,91.81,89.79
91.62,91.24,91.81,91.21
91.15,91.61,91.70,91.00
91.27,92.19,92.19,90.87
91.94,91.41,91.95,91.30
91.18,90.61,91.40,90.10
89.93,88.17,89.97,88.17
87.29,85.45,88.04,85.45
79.21,82.40,85.17,75.85
83.25,81.33,85.03,81.33
82.50,84.84,84.97,81.82
85.68,87.14,87.20,85.50
86.76,87.23,87.49,86.76
87.04,86.69,87.41,86.45
85.89,84.20,85.89,83.62
85.06,85.55,85.55,84.21
85.97,86.07,87.00,85.83
85.21,84.73,85.47,84.39
86.38,87.53,87.58,86.18
88.26,86.25,88.50,86.19
86.14,86.88,87.54,85.98
86.44,87.06,87.08,86.15
87.33,86.77,87.33,86.58
87.04,87.85,88.11,87.00
87.92,88.44,88.56,87.79
88.25,87.90,89.14,87.72
86.48,86.32,87.31,86.12
86.75,86.80,87.42,86.22
85.66,85.21,85.66,84.77
85.43,85.24,85.67,84.83
84.49,85.11,85.28,83.57
85.75,85.13,85.94,84.50
84.64,82.84,84.78,82.82
83.06,82.94,83.63,82.48
84.13,85.14,85.27,84.13
85.28,84.94,85.28,83.87
83.95,86.48,86.48,83.79
87.07,88.23,88.50,87.07
88.12,88.30,88.52,87.68
88.92,89.24,89.40,88.02
89.13,90.01,90.12,88.79
90.12,90.20,90.25,89.76
90.25,90.36,90.41,89.92
89.93,89.69,90.47,89.62
89.83,90.20,90.83,89.77
90.43,91.06,91.06,90.29
91.19,91.14,91.19,90.71
90.96,91.29,91.45,90.83
91.15,91.15,91.41,90.87
91.58,90.37,91.61,90.30
91.11,92.81,92.99,91.11
93.70,94.11,94.27,93.38
94.05,93.49,94.05,93.27
93.22,93.15,93.40,92.90
93.17,94.13,94.13,93.00
93.35,93.12,93.49,93.01
93.29,93.24,93.60,93.13
93.40,94.05,94.15,93.29
93.99,94.45,94.80,93.74
94.75,94.36,94.75,94.07
94.55,93.87,94.62,93.60
94.05,94.89,94.97,94.04
94.89,93.85,94.89,93.40
93.39,93.31,93.41,92.89
93.78,93.29,93.88,93.12
93.00,92.17,93.20,92.17
92.12,90.77,92.12,90.69
90.99,92.06,92.11,90.83
92.35,92.47,93.16,92.14
92.83,93.66,93.74,92.51
93.95,93.89,94.25,93.68
94.17,94.42,94.48,94.16
94.50,94.13,94.50,93.84
93.58,94.22,94.41,93.33
94.23,94.17,94.40,94.10
94.26,94.29,94.42,94.13
94.67,94.73,94.89,94.31
94.99,95.72,95.75,94.99
95.72,94.95,95.91,94.87
95.44,93.83,95.48,93.42
94.00,95.63,95.80,93.95
95.48,94.91,95.48,94.67
93.99,94.74,94.94,93.75
94.38,93.42,95.05,93.00
93.37,93.60,94.18,93.25
92.66,91.93,92.74,91.74
91.96,91.86,92.19,90.90
92.53,92.94,93.41,92.53
93.59,94.06,94.20,92.71
94.40,92.46,94.40,92.46
91.83,90.63,92.01,90.63
91.31,91.61,91.61,90.89
92.01,92.27,92.42,91.43
92.54,93.20,93.23,92.54
93.18,93.32,93.54,92.97
92.97,93.05,93.05,92.25
93.60,94.09,94.30,93.60
94.03,93.50,94.14,93.46
93.22,92.27,93.25,92.27
90.73,90.87,90.87,89.72
91.27,90.66,91.45,90.47
89.45,89.01,89.68,88.53
87.19,86.60,88.32,86.43
87.09,85.50,87.14,85.43
86.00,85.68,86.10,84.48
86.35,86.57,86.91,85.41
86.77,84.00,87.00,83.76
84.30,85.37,85.90,83.34
82.97,82.95,83.63,81.84
83.93,82.79,84.15,82.06
81.62,82.36,83.08,80.09
82.83,82.86,83.97,82.24
84.16,84.59,84.71,83.90
84.31,83.33,84.36,83.23
83.56,84.50,84.68,83.42
84.13,83.08,84.71,82.72
83.74,82.82,83.80,82.19
83.35,85.58,85.61,83.35
85.07,85.98,86.29,84.88
85.15,83.42,85.15,83.09
83.90,83.66,84.13,82.20
83.63,84.53,85.08,83.52
84.29,81.85,84.29,81.63
80.56,79.57,80.56,78.32
78.68,79.18,80.56,78.53
80.01,79.73,81.28,79.65
78.67,79.37,79.60,78.18
79.95,80.72,80.76,79.13
81.58,82.85,82.94,81.58
83.36,84.73,84.86,83.36
85.15,84.74,85.29,84.64
84.63,85.32,85.36,84.38
86.20,86.64,86.86,86.20
86.16,85.30,86.28,85.20
84.41,86.30,86.39,83.91
86.67,87.38,87.38,85.95
87.94,87.58,88.01,87.31
87.44,87.15,88.23,87.14
87.61,89.20,89.20,87.51
88.99,89.49,89.49,88.87
89.48,89.89,89.92,89.00
90.24,90.29,90.84,89.89
89.81,90.59,90.80,89.81
90.04,89.01,90.04,88.98
89.44,89.74,89.94,89.28
90.24,89.67,90.80,88.76
90.35,91.45,91.45,90.35
91.08,91.39,91.43,90.96
90.88,90.97,91.09,90.59
90.78,91.86,92.03,90.78
91.79,92.54,92.75,91.63
92.32,92.63,92.65,92.13
92.46,92.96,92.96,92.39
92.51,93.05,93.37,92.47
93.05,92.03,93.05,91.99
91.71,91.99,91.99,91.32
92.19,92.06,92.38,91.84
91.84,93.25,93.34,91.62
93.60,93.71,94.27,93.50
93.58,93.76,94.07,93.55
93.17,94.35,94.42,93.17
94.33,93.71,94.42,93.66
93.20,92.74,93.37,92.60
92.66,93.70,93.71,92.27
93.03,92.20,93.03,91.85
92.76,92.29,93.15,92.11
92.87,92.29,93.53,92.25
92.29,92.18,92.45,91.31
92.71,93.69,93.81,92.71
93.33,93.07,93.34,92.69
93.22,92.77,93.22,92.56
92.41,93.26,93.32,92.32
93.43,92.70,93.44,92.31
92.83,93.20,93.59,92.57
93.27,92.90,93.43,92.84
92.59,92.67,93.17,92.28
92.45,92.36,92.49,92.03
92.59,92.61,92.92,92.43
92.37,93.02,93.16,92.03
92.67,91.51,93.19,91.35
91.10,89.95,91.10,89.34
90.11,90.41,90.53,89.80
89.82,89.30,89.88,89.19
88.90,88.64,89.10,88.35
89.00,88.69,89.33,88.63
88.40,89.46,89.46,88.40
89.43,89.48,89.85,89.40
89.83,90.68,90.70,89.79
90.53,90.24,91.10,90.24
90.46,89.84,90.59,89.32
89.74,89.72,90.47,89.57
89.76,90.70,91.09,89.76
90.48,90.01,90.86,89.78
89.73,90.55,91.16,89.73
90.31,90.06,90.61,89.49
90.68,91.43,91.53,90.47
91.55,91.60,92.01,91.51
91.97,93.62,93.73,91.97
94.08,94.03,94.33,93.88
93.93,94.27,94.41,93.92
94.24,95.02,95.05,94.24
95.30,95.50,95.59,94.94
94.82,95.54,95.66,94.82
95.26,95.95,95.96,95.26
95.79,95.56,95.79,94.85
95.48,95.74,95.97,95.48
96.00,96.41,96.41,95.98
96.34,96.49,96.59,96.15
95.98,96.27,96.35,95.93
95.32,94.83,95.32,94.58
94.50,94.18,95.11,94.06
93.83,94.32,94.46,93.64
94.76,94.35,94.83,94.30
93.76,94.59,94.66,93.18
94.30,93.88,94.30,93.59
95.22,94.91,95.73,94.85
95.10,95.38,95.51,95.01
95.38,94.89,95.67,94.86
95.72,96.76,96.77,95.67
93.15,91.90,94.23,91.81
91.14,88.63,91.14,88.27
89.66,90.61,90.65,89.66
91.36,92.43,92.62,91.36
92.65,93.82,93.82,92.58
93.75,93.74,94.09,93.62
93.25,92.61,93.25,92.19
92.31,93.07,93.17,91.71
93.30,93.48,93.80,93.16
94.12,95.53,95.53,94.11
95.93,96.23,96.41,95.93
97.03,97.78,97.84,97.03
97.93,97.73,98.13,97.67
98.38,98.29,98.51,98.10
98.44,98.10,98.44,97.86
98.32,98.56,98.77,98.25
98.51,98.40,98.59,98.25
98.70,99.56,99.69,98.70
99.80,99.20,100.00,98.96
99.10,99.77,99.80,98.75
99.79,99.95,100.03,99.69
100.26,101.50,101.50,100.21
102.19,100.77,102.19,100.37
100.84,100.93,101.04,100.45
100.83,100.50,100.83,99.99
100.50,100.36,100.67,100.06
100.22,99.11,100.29,98.67
98.82,99.48,99.48,98.73
99.62,99.80,99.97,99.59
100.46,101.14,101.20,100.46
101.39,100.98,101.51,100.86
101.25,101.25,101.56,101.20
101.52,100.67,101.52,100.51
101.15,101.32,101.46,101.13
101.47,101.37,101.47,101.11
102.19,102.07,102.34,101.69
101.80,101.38,101.80,101.27
101.27,101.03,101.27,100.52
101.11,101.77,101.77,101.11
101.75,102.41,102.46,101.73
102.15,102.36,102.46,101.93
102.72,102.89,103.12,102.72
102.86,102.29,103.08,102.09
102.09,102.67,102.84,102.09
102.83,103.14,103.74,102.53
103.21,103.39,103.72,103.21
103.30,103.29,103.74,102.94
103.26,103.12,103.26,102.65
103.10,103.58,103.61,102.58
104.02,104.01,104.43,103.69
104.20,104.17,104.24,103.73
104.26,104.46,104.59,104.10
104.19,104.03,104.30,103.76
103.22,101.37,103.38,101.32
100.56,102.95,103.05,100.44
102.27,101.71,102.77,101.29
101.78,101.77,102.40,101.42
101.85,103.41,103.56,101.85
103.24,102.75,103.26,102.32
103.06,103.00,103.76,102.76
103.39,102.78,103.46,102.58
103.11,104.37,104.44,103.11
104.97,104.91,105.13,104.71
104.74,104.20,104.74,104.20
103.68,103.60,104.00,103.24
103.51,104.89,104.92,103.51
105.00,105.23,105.23,104.43
105.13,104.78,105.44,104.50
104.91,105.51,105.79,104.89
105.25,105.11,105.60,104.91
105.28,104.72,105.51,104.37
104.99,105.46,105.75,104.99
105.55,105.56,105.59,104.82
105.53,104.98,105.53,104.48
105.46,105.29,105.94,105.24
105.25,103.42,105.25,102.87
103.39,103.30,103.53,102.77
102.54,102.37,102.68,101.23
102.80,102.78,103.74,102.71
102.77,102.20,102.95,102.20
103.05,103.12,103.44,102.95
102.98,103.55,103.69,102.96
103.39,103.41,103.44,102.78
103.14,103.45,103.50,102.79
103.95,104.66,104.70,103.95
104.61,104.11,104.72,103.85
103.98,104.68,105.17,103.98
105.18,104.40,105.29,104.26
104.43,104.43,105.38,104.07
104.71,104.63,104.85,104.43
104.83,103.93,104.93,103.05
103.88,103.34,104.39,103.02
103.15,102.66,103.28,102.55
102.28,102.14,103.04,101.94
103.56,104.57,104.61,103.56
104.51,104.92,105.39,104.17
102.10,105.20,105.42,101.94
105.63,104.61,106.64,103.42
104.55,105.83,105.88,104.55
105.90,105.27,106.22,105.02
105.57,106.34,106.52,105.57
106.07,106.90,106.96,105.96
106.96,107.89,107.90,106.96
108.02,107.60,108.02,107.46
107.86,108.49,108.51,107.67
108.77,108.72,108.87,108.37
108.66,108.53,108.66,108.22
108.63,108.96,108.96,108.52
109.00,108.75,109.13,108.67
108.80,108.91,109.42,108.50
109.09,108.08,109.09,108.07
108.12,104.83,108.12,104.62
