NWY,New York & Company,NASDAQ
5.00,5.13,5.14,4.97
5.12,4.98,5.16,4.94
4.93,5.01,5.05,4.92
4.98,5.06,5.13,4.98
5.09,5.28,5.33,5.03
5.29,5.82,5.87,5.22
5.79,5.82,5.84,5.60
5.89,5.75,5.89,5.73
5.74,5.74,5.84,5.70
5.75,5.40,5.75,5.31
5.46,5.59,5.67,5.38
5.64,5.86,5.86,5.64
5.86,5.89,6.00,5.84
5.94,5.88,6.00,5.79
5.89,5.91,5.91,5.67
5.91,6.03,6.03,5.86
6.08,6.15,6.22,6.02
6.15,6.02,6.15,5.97
5.95,6.08,6.09,5.85
6.03,6.18,6.19,6.01
6.20,6.21,6.25,6.12
6.16,6.17,6.20,6.05
6.22,6.16,6.30,6.13
6.12,6.24,6.25,6.12
6.24,6.28,6.30,6.17
6.71,6.31,6.83,6.28
6.38,6.65,6.74,6.36
6.63,6.87,6.90,6.62
6.93,6.94,6.99,6.86
7.00,6.95,7.00,6.81
6.95,6.74,6.99,6.71
6.72,6.50,6.77,6.46
6.64,6.33,6.66,6.29
6.30,5.99,6.30,5.96
5.98,5.86,6.01,5.79
5.88,5.84,5.95,5.76
5.80,5.70,5.86,5.68
5.63,5.55,5.65,5.31
5.53,5.52,5.56,5.38
5.48,5.40,5.51,5.32
5.27,5.39,5.44,5.21
5.35,5.35,5.41,5.26
5.43,5.45,5.45,5.30
5.80,6.61,6.84,5.54
6.64,6.51,6.78,6.48
6.50,6.44,6.64,6.36
6.40,6.28,6.49,6.12
6.32,6.46,6.60,6.23
6.52,6.60,6.80,6.45
6.72,6.65,6.80,6.55
6.68,6.87,6.90,6.63
6.94,7.25,7.39,6.88
7.25,7.01,7.25,6.94
7.04,6.93,7.04,6.85
6.92,6.95,7.02,6.84
6.92,7.00,7.00,6.86
7.05,7.10,7.11,6.91
7.12,7.43,7.50,7.07
7.50,7.14,7.50,7.09
7.18,7.13,7.50,7.11
7.00,6.74,7.00,6.71
6.80,7.00,7.00,6.74
6.93,6.87,7.00,6.82
6.85,6.89,6.93,6.80
6.75,6.49,6.79,6.45
6.50,6.80,6.82,6.43
6.94,6.69,6.97,6.63
6.74,6.49,6.74,6.47
6.61,6.49,6.71,6.46
6.50,6.55,6.64,6.37
6.55,6.48,6.58,6.43
6.45,6.47,6.47,6.33
6.47,6.14,6.51,6.04
6.07,5.89,6.14,5.77
5.82,5.75,6.01,5.73
5.73,5.64,5.86,5.64
5.62,5.80,6.00,5.60
5.90,5.78,5.91,5.58
5.79,5.60,5.85,5.59
5.63,5.99,6.01,5.63
5.97,5.91,6.04,5.83
5.87,6.24,6.28,5.87
6.22,5.97,6.30,5.93
5.91,5.78,6.03,5.75
5.73,5.75,5.79,5.63
5.76,5.75,5.87,5.66
5.78,5.81,5.90,5.67
6.17,5.53,6.17,5.45
5.43,5.23,5.51,5.20
5.27,5.06,5.30,5.02
5.02,5.23,5.25,5.00
5.23,5.53,5.58,5.20
5.55,5.45,5.65,5.38
5.52,5.30,5.52,5.24
5.29,5.13,5.36,5.08
5.12,4.96,5.17,4.94
5.00,4.93,5.17,4.90
4.91,4.71,4.98,4.65
4.74,4.71,4.87,4.69
4.67,4.41,4.67,4.34
4.44,4.43,4.55,4.42
4.42,4.25,4.47,4.23
4.28,4.42,4.52,4.28
4.51,4.41,4.60,4.34
4.34,4.38,4.44,4.18
4.39,4.34,4.48,4.24
4.38,4.39,4.49,4.25
4.36,4.30,4.40,4.25
4.33,4.52,4.52,4.33
4.49,4.43,4.61,4.40
4.39,4.73,4.75,4.31
4.74,4.88,4.89,4.58
4.85,5.02,5.04,4.74
5.03,5.06,5.07,4.98
5.10,5.04,5.10,4.98
5.05,4.95,5.10,4.94
4.95,4.90,4.95,4.68
4.91,4.81,4.96,4.78
4.82,4.90,4.90,4.73
4.98,5.42,5.46,4.93
5.34,5.44,5.45,5.30
5.37,5.19,5.45,5.15
5.18,5.15,5.25,5.07
5.18,5.26,5.37,5.16
5.25,5.23,5.25,5.12
5.24,5.24,5.26,5.11
5.21,5.33,5.35,5.15
5.39,5.78,5.78,5.34
5.82,5.66,5.82,5.61
5.70,5.81,5.85,5.62
5.81,5.75,5.81,5.71
5.67,5.68,5.78,5.61
5.65,5.37,5.78,5.29
5.32,5.24,5.34,5.14
5.21,5.37,5.39,5.21
5.29,5.46,5.46,5.16
5.52,5.32,5.56,5.17
5.30,5.15,5.33,5.14
5.15,5.39,5.41,4.99
5.29,5.23,5.44,5.20
5.32,5.08,5.32,4.80
4.91,4.12,5.05,3.82
4.27,5.00,5.02,4.13
4.75,4.54,4.91,4.52
4.60,4.86,5.02,4.56
4.93,4.76,4.94,4.72
4.80,4.89,4.93,4.64
4.79,4.85,4.95,4.74
4.89,4.60,4.90,4.57
4.57,4.21,4.58,4.16
2.52,3.35,3.80,2.48
3.07,2.80,3.27,2.56
2.82,3.15,3.17,2.66
3.13,3.31,3.45,3.02
3.34,3.18,3.37,3.16
3.14,3.34,3.37,3.09
3.38,3.64,3.64,3.38
3.83,3.77,3.89,3.69
3.80,3.50,3.81,3.50
3.51,3.42,3.57,3.33
3.28,3.30,3.39,3.21
3.13,3.27,3.29,3.11
3.35,3.33,3.50,3.31
3.33,3.24,3.44,3.17
3.18,3.25,3.32,3.15
3.21,3.35,3.39,3.21
3.37,3.50,3.54,3.37
3.55,3.53,3.60,3.41
3.56,3.66,3.70,3.44
3.68,3.60,3.68,3.56
3.50,3.44,3.52,3.38
3.48,3.21,3.53,3.20
3.23,3.02,3.36,3.00
2.90,3.12,3.17,2.86
3.12,3.25,3.27,3.07
3.31,3.29,3.32,3.01
3.39,3.27,3.43,3.22
3.27,3.14,3.35,3.11
3.29,3.32,3.34,3.11
3.22,3.19,3.25,3.13
3.13,3.01,3.26,2.98
2.96,3.54,3.58,2.66
3.51,3.37,3.59,3.29
3.33,3.40,3.40,3.19
3.41,3.27,3.45,3.23
3.34,3.38,3.42,3.23
3.32,3.41,3.47,3.28
3.45,3.24,3.50,3.23
3.23,3.06,3.30,3.02
3.09,3.00,3.18,2.95
2.96,2.92,3.05,2.90
2.96,3.01,3.04,2.90
3.01,3.00,3.12,2.91
3.02,2.83,3.02,2.75
2.84,2.66,2.84,2.62
2.68,2.68,2.75,2.65
2.65,2.60,2.70,2.60
2.67,2.68,2.69,2.55
2.81,2.80,2.89,2.74
2.77,2.81,2.93,2.76
2.76,2.67,2.79,2.64
2.55,2.48,2.65,2.43
2.55,2.61,2.63,2.40
2.63,2.70,2.73,2.50
2.66,2.64,2.75,2.62
2.65,2.65,2.71,2.56
2.68,2.65,2.68,2.62
2.57,2.61,2.72,2.55
2.65,2.58,2.68,2.55
2.60,2.70,2.78,2.60
2.68,2.64,2.73,2.60
2.63,2.63,2.72,2.59
2.58,2.55,2.71,2.55
2.54,2.43,2.58,2.38
2.38,2.42,2.45,2.25
2.35,2.35,2.49,2.25
2.34,2.40,2.43,2.29
2.37,2.34,2.42,2.28
2.35,2.25,2.39,2.25
2.33,2.41,2.47,2.33
2.43,2.42,2.47,2.37
2.57,2.68,2.71,2.42
2.66,2.94,3.00,2.63
3.00,3.00,3.10,2.95
3.08,2.89,3.08,2.79
2.91,2.95,3.04,2.84
2.98,2.99,3.05,2.86
2.95,2.72,2.95,2.69
2.73,2.94,3.00,2.70
2.88,2.93,2.97,2.74
2.97,2.82,2.97,2.80
2.80,2.84,2.85,2.71
2.87,2.81,2.87,2.74
2.82,2.82,2.84,2.69
2.86,2.70,2.96,2.66
2.79,2.91,2.91,2.79
2.89,2.94,2.96,2.82
2.94,2.64,2.94,2.61
2.65,2.74,2.77,2.51
2.72,2.77,2.82,2.60
2.74,2.66,2.75,2.63
2.67,2.69,2.75,2.64
2.67,2.66,2.67,2.65
2.75,2.80,2.83,2.65
2.77,2.70,2.86,2.69
2.66,2.81,2.82,2.61
2.79,2.74,2.83,2.71
2.77,2.81,2.87,2.74
2.86,2.85,2.87,2.77
2.84,2.90,2.92,2.80
2.90,3.01,3.03,2.84
2.60,2.67,2.85,2.60
2.60,2.75,2.78,2.45
2.75,2.81,2.85,2.65
2.82,2.94,2.95,2.77
2.93,3.02,3.04,2.85
3.00,2.99,3.03,2.95
2.95,3.02,3.05,2.95
3.00,3.17,3.18,3.00
3.19,3.10,3.19,3.03
3.07,3.14,3.14,3.04
3.10,2.75,3.11,2.75
2.92,2.79,2.92,2.61
2.81,2.79,2.85,2.69
2.79,2.79,2.85,2.74
2.87,3.00,3.00,2.74
2.98,2.98,3.01,2.98
2.97,2.96,2.99,2.88
2.96,2.88,2.99,2.82
2.87,2.80,2.87,2.77
2.77,2.75,2.81,2.75
2.79,2.74,2.79,2.67
2.70,2.76,2.79,2.66
2.79,2.75,2.79,2.66
2.74,2.69,2.79,2.66
2.72,2.67,2.74,2.66
2.67,2.70,2.77,2.67
2.69,2.64,2.72,2.63
2.65,2.63,2.71,2.57
2.62,2.65,2.67,2.57
2.63,2.61,2.63,2.59
2.60,2.68,2.69,2.56
2.68,2.61,2.73,2.61
2.63,2.74,2.80,2.63
2.74,2.84,2.86,2.63
2.82,3.26,3.29,2.81
3.24,3.21,3.26,3.16
3.22,3.25,3.33,3.19
3.28,3.37,3.48,3.25
3.38,3.31,3.45,3.28
3.31,3.25,3.32,3.21
3.60,3.49,3.60,3.43
3.52,3.50,3.52,3.38
3.48,3.49,3.58,3.46
3.71,3.67,3.77,3.59
3.67,3.64,3.73,3.59
3.62,3.61,3.72,3.60
3.62,3.69,3.69,3.60
3.63,3.67,3.73,3.63
3.68,3.70,3.76,3.63
3.76,3.76,3.88,3.70
3.75,3.73,3.82,3.70
3.72,3.63,3.78,3.53
3.60,3.68,3.71,3.60
3.73,3.73,3.78,3.69
3.72,3.71,3.78,3.67
3.71,3.67,3.76,3.63
3.64,3.53,3.71,3.50
3.50,3.54,3.59,3.50
3.47,3.40,3.50,3.40
3.41,3.26,3.42,3.20
3.26,3.46,3.47,3.26
3.46,3.66,3.67,3.46
3.62,3.64,3.68,3.58
3.67,3.65,3.70,3.55
3.70,3.72,3.76,3.68
3.72,3.91,3.94,3.72
3.90,3.97,4.03,3.84
4.03,4.01,4.05,3.89
3.92,3.84,3.93,3.75
3.83,3.81,3.86,3.70
3.86,4.01,4.01,3.81
4.01,4.02,4.05,4.00
4.06,4.09,4.10,3.95
4.06,3.95,4.07,3.91
3.94,4.03,4.04,3.94
3.97,4.05,4.14,3.95
4.06,3.96,4.10,3.87
4.00,3.85,4.04,3.78
3.83,3.80,3.87,3.78
3.75,3.72,3.75,3.63
3.65,3.72,3.75,3.62
3.78,3.82,3.82,3.71
3.77,3.83,3.84,3.74
3.75,3.68,3.80,3.65
3.69,3.50,3.71,3.44
3.56,3.43,3.58,3.42
3.43,3.37,3.48,3.29
4.03,3.36,4.03,3.30
3.38,3.47,3.48,3.31
3.48,3.24,3.50,3.20
3.17,3.42,3.43,3.16
3.42,3.44,3.45,3.33
3.43,3.41,3.44,3.36
3.46,3.54,3.55,3.42
3.50,3.53,3.54,3.49
3.52,3.53,3.54,3.36
3.40,3.43,3.45,3.32
3.44,3.43,3.50,3.39
3.42,3.51,3.51,3.42
3.56,3.59,3.61,3.48
3.67,3.50,3.67,3.48
3.48,3.62,3.66,3.42
3.69,3.50,3.71,3.49
3.54,3.57,3.60,3.40
3.57,3.62,3.74,3.51
3.62,3.61,3.66,3.49
3.60,3.62,3.68,3.55
3.60,3.58,3.65,3.55
3.59,3.69,3.72,3.59
3.68,3.67,3.72,3.64
3.65,3.52,3.65,3.51
3.56,3.52,3.58,3.49
3.43,3.56,3.58,3.35
3.56,3.46,3.56,3.40
3.47,3.38,3.48,3.36
3.33,3.30,3.38,3.19
3.40,3.48,3.53,3.32
3.47,3.60,3.61,3.45
3.60,3.71,3.78,3.57
3.69,3.72,3.84,3.69
3.67,3.68,3.73,3.65
3.69,3.60,3.72,3.56
3.65,3.59,3.68,3.57
3.60,3.53,3.60,3.49
3.49,3.54,3.62,3.47
3.89,4.21,4.27,3.86
4.16,4.24,4.35,4.04
4.25,4.29,4.35,4.18
4.29,4.47,4.47,4.23
4.50,4.55,4.57,4.45
4.54,4.58,4.65,4.50
4.51,4.64,4.69,4.50
4.68,4.64,4.69,4.58
4.70,4.50,4.72,4.49
4.62,4.45,4.63,4.45
4.46,4.54,4.56,4.46
4.53,4.61,4.67,4.51
4.58,4.55,4.59,4.50
4.56,4.51,4.67,4.50
4.47,4.21,4.66,4.09
4.28,4.21,4.42,4.15
4.24,4.24,4.37,4.20
4.28,4.29,4.36,4.21
4.28,4.28,4.35,4.23
4.28,4.25,4.30,4.21
4.22,4.17,4.28,4.13
4.16,3.99,4.16,3.94
3.62,3.66,3.92,3.50
3.66,3.71,3.74,3.66
3.70,3.80,3.84,3.50
3.82,3.91,3.94,3.77
3.88,3.95,3.99,3.84
3.99,3.90,4.04,3.87
3.90,3.98,4.00,3.88
3.96,3.75,3.96,3.74
3.75,3.78,3.81,3.68
3.78,3.79,3.80,3.75
3.79,3.90,3.93,3.78
3.92,3.94,3.98,3.89
3.88,3.84,3.90,3.81
3.90,3.73,3.90,3.73
3.75,3.79,3.82,3.60
3.79,3.87,3.88,3.70
3.90,4.00,4.08,3.90
4.05,4.00,4.05,3.97
4.00,4.01,4.03,3.92
3.99,4.01,4.05,3.94
4.04,4.00,4.05,3.93
4.01,4.01,4.11,3.97
4.04,4.09,4.12,4.02
4.07,4.00,4.10,3.91
3.98,3.88,3.98,3.82
3.89,3.92,4.03,3.85
3.88,3.84,3.91,3.80
3.90,3.80,3.90,3.74
3.77,3.65,3.77,3.61
3.67,3.60,3.73,3.59
3.61,3.57,3.61,3.50
3.56,3.70,3.74,3.52
3.68,3.75,3.80,3.60
3.79,3.68,3.83,3.66
3.71,3.64,3.74,3.57
3.64,3.58,3.70,3.40
3.61,3.53,3.66,3.52
3.55,3.46,3.55,3.38
3.45,3.45,3.54,3.45
3.45,3.38,3.48,3.38
3.38,3.36,3.41,3.30
3.40,3.43,3.49,3.37
3.44,3.49,3.50,3.40
3.52,3.59,3.59,3.48
3.63,3.58,3.67,3.55
3.58,3.56,3.68,3.55
3.56,3.48,3.63,3.40
3.45,3.36,3.49,3.28
3.36,3.38,3.40,3.24
3.35,3.37,3.44,3.28
3.38,3.31,3.38,3.26
3.36,3.31,3.39,3.23
3.30,3.27,3.37,3.21
3.27,3.37,3.41,3.25
3.37,3.52,3.55,3.37
3.57,3.53,3.58,3.41
3.54,3.57,3.57,3.48
3.60,3.58,3.65,3.52
3.50,3.36,3.53,3.35
3.35,3.25,3.43,3.20
3.22,3.31,3.34,3.22
3.31,3.34,3.40,3.26
3.31,3.27,3.32,3.23
3.29,3.22,3.30,3.21
3.21,3.20,3.24,3.09
3.20,3.23,3.25,3.13
3.29,3.36,3.36,3.24
3.34,3.39,3.41,3.34
3.38,3.41,3.42,3.38
3.42,3.45,3.45,3.38
3.43,3.57,3.57,3.43
3.58,3.54,3.59,3.54
3.53,3.74,3.83,3.53
3.99,3.78,3.99,3.56
3.78,3.72,3.78,3.67
3.73,3.64,3.82,3.63
3.66,3.61,3.67,3.46
3.62,3.53,3.64,3.52
3.54,3.59,3.63,3.54
3.62,3.48,3.62,3.45
3.48,3.44,3.48,3.30
3.48,3.49,3.50,3.38
3.51,3.44,3.51,3.38
3.44,3.40,3.44,3.30
3.38,3.45,3.47,3.38
3.49,3.60,3.60,3.41
3.62,3.56,3.62,3.49
3.55,3.62,3.62,3.50
3.63,3.62,3.64,3.57
3.60,3.62,3.63,3.58
3.60,3.63,3.64,3.60
3.64,3.60,3.64,3.59
3.62,3.62,3.67,3.58
3.61,3.60,3.63,3.57
3.59,3.81,3.84,3.56
3.92,3.76,3.94,3.66
3.78,3.76,3.88,3.74
3.79,3.72,3.82,3.62
3.68,3.62,3.72,3.61
3.61,3.59,3.62,3.59
3.60,3.62,3.69,3.59
3.63,3.67,3.68,3.60
3.69,3.74,3.75,3.69
3.74,3.65,3.74,3.63
3.61,3.66,3.70,3.61
3.66,3.71,3.72,3.66
3.73,3.76,3.79,3.71
3.75,3.81,3.91,3.75
3.85,3.81,3.94,3.78
3.82,3.80,3.84,3.77
3.80,3.81,3.89,3.80
3.83,3.83,3.84,3.80
3.83,3.84,3.85,3.80
3.83,3.94,3.97,3.80
3.95,3.85,3.96,3.80
3.85,3.91,3.96,3.83
3.94,3.91,3.96,3.90
3.87,3.94,3.97,3.83
3.96,3.90,4.00,3.85
3.90,3.90,3.97,3.87
3.91,3.90,3.91,3.84
3.90,3.89,3.91,3.86
3.90,4.00,4.05,3.88
4.24,4.30,4.44,4.16
4.33,4.48,4.49,4.27
4.44,4.46,4.48,4.39
4.45,4.31,4.50,4.26
4.33,4.37,4.45,4.32
4.39,4.37,4.50,4.37
4.38,4.38,4.45,4.32
4.40,4.33,4.40,4.30
4.36,4.23,4.36,4.19
4.28,4.22,4.28,4.20
4.21,4.21,4.27,4.20
4.20,4.31,4.33,4.20
4.26,4.32,4.34,4.17
4.29,4.37,4.38,4.28
4.40,4.37,4.43,4.33
4.36,4.25,4.37,4.23
4.24,4.30,4.31,4.22
4.34,4.36,4.37,4.20
4.35,4.43,4.48,4.25
4.40,4.38,4.43,4.34
4.37,4.40,4.42,4.35
4.40,4.62,4.62,4.38
4.60,4.49,4.65,4.46
4.42,4.42,4.54,4.41
4.46,4.48,4.54,4.40
4.53,4.50,4.53,4.46
4.45,4.55,4.55,4.44
4.13,4.37,4.47,3.59
4.37,4.20,4.37,4.12
4.24,4.21,4.25,4.17
4.18,4.14,4.18,4.11
4.11,4.09,4.14,4.06
4.13,4.06,4.21,3.96
4.08,4.01,4.11,3.97
4.02,4.02,4.06,3.96
4.03,4.23,4.24,4.03
4.19,4.20,4.25,4.12
4.20,4.19,4.21,4.15
4.18,4.13,4.23,4.12
4.13,4.25,4.25,4.09
4.23,4.29,4.33,4.22
4.26,4.24,4.29,4.21
4.84,4.30,4.93,4.28
4.38,4.31,4.49,4.28
4.25,4.24,4.32,4.21
4.25,4.23,4.28,4.15
4.21,4.17,4.25,4.13
4.20,4.01,4.24,3.99
4.04,4.13,4.15,3.99
4.14,4.21,4.22,4.14
4.21,4.33,4.37,4.19
4.35,4.33,4.35,4.14
4.35,4.33,4.43,4.30
4.37,4.46,4.50,4.27
4.43,4.35,4.46,4.27
5.02,4.38,5.02,4.36
4.43,4.42,4.49,4.34
4.44,4.51,4.60,4.37
4.55,4.52,4.57,4.43
4.48,4.44,4.50,4.43
4.43,4.48,4.51,4.42
4.50,4.56,4.59,4.48
4.56,4.57,4.58,4.54
4.57,4.59,4.62,4.57
4.59,4.70,4.72,4.59
4.70,4.71,4.77,4.66
4.71,4.71,4.76,4.62
4.73,4.73,4.75,4.70
4.71,4.86,4.90,4.71
4.88,4.80,4.90,4.76
4.73,5.03,5.03,4.70
5.30,5.30,5.46,5.14
5.38,5.65,5.84,5.35
5.65,5.72,5.86,5.65
5.75,5.62,5.76,5.60
5.62,5.55,5.67,5.51
5.55,5.75,5.79,5.47
5.78,5.71,5.87,5.59
5.74,5.52,5.80,5.45
5.49,5.62,5.64,5.40
5.67,5.69,5.75,5.58
5.66,5.66,5.69,5.59
5.66,5.54,5.66,5.52
5.58,5.50,5.59,5.50
5.49,5.55,5.58,5.40
5.55,5.58,5.64,5.45
5.65,5.85,5.86,5.61
5.89,6.16,6.32,5.86
6.14,6.22,6.27,6.10
6.17,6.16,6.20,6.09
