TSI,TCW Strategic Income Fund,NASDAQ
5.43,5.50,5.52,5.43
5.45,5.39,5.45,5.38
5.40,5.46,5.49,5.38
5.42,5.44,5.54,5.25
5.43,5.53,5.57,5.43
5.55,5.54,5.57,5.52
5.57,5.51,5.57,5.50
5.51,5.51,5.53,5.50
5.54,5.49,5.54,5.48
5.47,5.29,5.47,5.29
5.26,5.31,5.34,5.20
5.30,5.32,5.41,5.29
5.29,5.35,5.42,5.27
5.41,5.45,5.48,5.34
5.53,5.42,5.56,5.34
5.39,5.42,5.48,5.36
5.46,5.43,5.46,5.37
5.40,5.41,5.47,5.40
5.45,5.39,5.45,5.38
5.39,5.42,5.45,5.38
5.45,5.42,5.49,5.40
5.41,5.49,5.50,5.41
5.49,5.46,5.49,5.43
5.42,5.46,5.48,5.41
5.42,5.47,5.51,5.42
5.42,5.47,5.53,5.42
5.50,5.45,5.51,5.45
5.46,5.44,5.48,5.44
5.45,5.44,5.47,5.42
5.44,5.44,5.46,5.43
5.42,5.43,5.45,5.42
5.42,5.40,5.43,5.40
5.42,5.43,5.43,5.40
5.43,5.43,5.45,5.40
5.42,5.41,5.43,5.41
5.43,5.41,5.44,5.40
5.41,5.41,5.42,5.40
5.41,5.38,5.43,5.36
5.39,5.33,5.40,5.31
5.35,5.32,5.36,5.31
5.34,5.29,5.35,5.29
5.32,5.31,5.34,5.29
5.32,5.29,5.33,5.25
5.30,5.27,5.31,5.24
5.24,5.29,5.32,5.24
5.27,5.25,5.30,5.24
5.26,5.21,5.26,5.21
5.21,5.31,5.31,5.21
5.29,5.31,5.38,5.27
5.33,5.27,5.33,5.24
5.28,5.24,5.30,5.21
5.21,5.23,5.25,5.21
5.25,5.23,5.25,5.23
5.22,5.25,5.26,5.22
5.25,5.26,5.28,5.25
5.28,5.27,5.28,5.24
5.30,5.26,5.30,5.23
5.24,5.27,5.28,5.24
5.26,5.27,5.28,5.25
5.28,5.29,5.30,5.27
5.29,5.29,5.30,5.29
5.31,5.38,5.42,5.29
5.41,5.39,5.41,5.33
5.36,5.46,5.47,5.32
5.43,5.47,5.50,5.43
5.44,5.53,5.54,5.44
5.52,5.49,5.52,5.25
5.40,5.40,5.43,5.35
5.36,5.32,5.36,5.26
5.29,5.39,5.40,5.29
5.36,5.39,5.40,5.35
5.39,5.37,5.40,5.33
5.38,5.31,5.38,5.29
5.34,5.31,5.34,5.27
5.27,5.29,5.32,5.26
5.30,5.33,5.35,5.29
5.30,5.27,5.30,5.26
5.29,5.30,5.30,5.26
5.33,5.30,5.35,5.30
5.33,5.32,5.34,5.30
5.31,5.27,5.34,5.26
5.28,5.30,5.31,5.27
5.31,5.42,5.48,5.29
5.48,5.43,5.60,5.39
5.43,5.42,5.45,5.38
5.50,5.44,5.50,5.42
5.42,5.36,5.45,5.35
5.44,5.37,5.44,5.36
5.40,5.38,5.40,5.35
5.36,5.43,5.43,5.35
5.45,5.55,5.58,5.43
5.51,5.60,5.60,5.49
5.58,5.60,5.60,5.52
5.59,5.59,5.59,5.53
5.59,5.55,5.62,5.52
5.53,5.56,5.56,5.53
5.58,5.56,5.59,5.53
5.53,5.46,5.54,5.46
5.46,5.42,5.49,5.42
5.40,5.44,5.49,5.39
5.47,5.43,5.47,5.43
5.46,5.43,5.48,5.42
5.47,5.45,5.47,5.43
5.46,5.46,5.51,5.43
5.49,5.50,5.50,5.47
5.53,5.52,5.54,5.50
5.53,5.50,5.54,5.48
5.49,5.47,5.52,5.47
5.48,5.47,5.52,5.42
5.44,5.49,5.50,5.44
5.50,5.49,5.50,5.48
5.49,5.51,5.53,5.48
5.51,5.51,5.51,5.50
5.51,5.49,5.52,5.45
5.48,5.42,5.49,5.42
5.45,5.43,5.47,5.40
5.45,5.40,5.46,5.40
5.43,5.39,5.43,5.37
5.39,5.38,5.41,5.38
5.40,5.38,5.47,5.37
5.41,5.41,5.43,5.38
5.43,5.36,5.44,5.36
5.35,5.34,5.37,5.33
5.30,5.30,5.32,5.28
5.33,5.34,5.36,5.29
5.31,5.36,5.39,5.30
5.32,5.33,5.35,5.30
5.35,5.30,5.36,5.30
5.31,5.42,5.43,5.31
5.42,5.42,5.44,5.37
5.44,5.41,5.44,5.39
5.34,5.35,5.38,5.31
5.38,5.33,5.38,5.30
5.35,5.34,5.35,5.30
5.35,5.32,5.35,5.30
5.32,5.30,5.32,5.27
5.33,5.31,5.33,5.29
5.33,5.32,5.34,5.31
5.31,5.32,5.34,5.31
5.32,5.34,5.34,5.32
5.36,5.37,5.37,5.34
5.34,5.35,5.36,5.32
5.33,5.35,5.36,5.33
5.35,5.33,5.36,5.33
5.33,5.35,5.35,5.32
5.36,5.33,5.36,5.32
5.33,5.37,5.38,5.33
5.37,5.34,5.38,5.33
5.35,5.35,5.36,5.33
5.33,5.35,5.36,5.32
5.35,5.32,5.36,5.31
5.34,5.33,5.35,5.31
5.34,5.33,5.34,5.31
5.35,5.32,5.35,5.31
5.33,5.35,5.37,5.33
5.36,5.38,5.38,5.34
5.37,5.38,5.43,5.35
5.38,5.42,5.42,5.38
5.43,5.43,5.43,5.38
5.44,5.43,5.44,5.41
5.43,5.44,5.44,5.41
5.44,5.45,5.46,5.43
5.47,5.46,5.48,5.44
5.46,5.50,5.50,5.44
5.49,5.51,5.51,5.47
5.51,5.48,5.52,5.48
5.49,5.50,5.51,5.45
5.48,5.45,5.49,5.45
5.47,5.51,5.52,5.45
5.53,5.46,5.53,5.45
5.48,5.47,5.48,5.45
5.47,5.47,5.52,5.45
5.48,5.46,5.49,5.46
5.46,5.43,5.48,5.38
5.43,5.45,5.45,5.40
5.47,5.49,5.50,5.43
5.49,5.50,5.50,5.44
5.50,5.45,5.50,5.43
5.43,5.36,5.43,5.34
5.35,5.41,5.44,5.34
5.43,5.42,5.43,5.39
5.41,5.44,5.46,5.37
5.42,5.40,5.45,5.40
5.39,5.40,5.43,5.39
5.37,5.37,5.38,5.35
5.38,5.38,5.40,5.36
5.41,5.39,5.41,5.37
5.42,5.40,5.42,5.39
5.40,5.42,5.44,5.40
5.44,5.43,5.44,5.42
5.46,5.44,5.46,5.43
5.44,5.46,5.48,5.44
5.42,5.41,5.42,5.40
5.41,5.44,5.45,5.39
5.44,5.46,5.53,5.43
5.46,5.42,5.49,5.40
5.46,5.48,5.49,5.44
5.47,5.43,5.47,5.42
5.46,5.44,5.47,5.42
5.45,5.43,5.46,5.42
5.44,5.44,5.47,5.42
5.46,5.45,5.47,5.45
5.47,5.46,5.47,5.45
5.47,5.45,5.47,5.44
5.46,5.43,5.46,5.42
5.45,5.42,5.45,5.42
5.42,5.44,5.45,5.42
5.45,5.45,5.46,5.44
5.46,5.43,5.46,5.43
5.42,5.45,5.45,5.42
5.45,5.46,5.47,5.44
5.47,5.47,5.47,5.45
5.45,5.45,5.46,5.44
5.47,5.51,5.54,5.46
5.52,5.48,5.53,5.45
5.51,5.48,5.51,5.48
5.47,5.50,5.50,5.47
5.51,5.48,5.51,5.48
5.49,5.50,5.50,5.48
5.49,5.50,5.51,5.49
5.52,5.52,5.52,5.50
5.51,5.45,5.52,5.45
5.45,5.49,5.50,5.45
5.47,5.50,5.51,5.47
5.49,5.55,5.55,5.49
5.52,5.53,5.54,5.51
5.53,5.53,5.53,5.52
5.53,5.55,5.55,5.51
5.52,5.51,5.53,5.51
5.52,5.51,5.54,5.51
5.52,5.52,5.53,5.49
5.54,5.53,5.54,5.53
5.53,5.53,5.54,5.51
5.51,5.52,5.54,5.51
5.52,5.53,5.53,5.51
5.54,5.51,5.54,5.51
5.51,5.54,5.54,5.49
5.52,5.50,5.52,5.49
5.49,5.47,5.51,5.47
5.45,5.50,5.50,5.45
5.48,5.49,5.50,5.48
5.49,5.51,5.51,5.49
5.50,5.51,5.52,5.50
5.50,5.52,5.53,5.50
5.51,5.55,5.55,5.51
5.52,5.56,5.56,5.50
5.54,5.56,5.57,5.54
5.55,5.57,5.57,5.54
5.56,5.56,5.57,5.54
5.55,5.54,5.56,5.54
5.56,5.55,5.56,5.54
5.56,5.56,5.57,5.54
5.55,5.57,5.57,5.55
5.54,5.59,5.59,5.54
5.57,5.59,5.61,5.57
5.56,5.51,5.58,5.51
5.50,5.51,5.54,5.50
5.52,5.52,5.52,5.50
5.50,5.50,5.52,5.50
5.52,5.50,5.58,5.50
5.50,5.49,5.51,5.49
5.49,5.53,5.54,5.49
5.53,5.54,5.54,5.52
5.53,5.52,5.55,5.52
5.53,5.54,5.59,5.52
5.56,5.57,5.57,5.54
5.58,5.57,5.58,5.55
5.53,5.53,5.54,5.52
5.53,5.54,5.54,5.52
5.54,5.54,5.56,5.54
5.55,5.60,5.60,5.53
5.57,5.56,5.58,5.53
5.55,5.57,5.59,5.55
5.59,5.57,5.59,5.57
5.56,5.57,5.59,5.56
5.56,5.56,5.57,5.54
5.54,5.57,5.58,5.54
5.57,5.58,5.58,5.56
5.57,5.57,5.58,5.55
5.55,5.52,5.55,5.49
5.51,5.52,5.53,5.50
5.52,5.55,5.55,5.51
5.55,5.54,5.55,5.53
5.53,5.55,5.55,5.53
5.55,5.50,5.55,5.50
5.50,5.52,5.53,5.50
5.54,5.51,5.54,5.51
5.50,5.51,5.52,5.49
5.51,5.50,5.53,5.50
5.50,5.50,5.52,5.50
5.50,5.52,5.52,5.50
5.51,5.53,5.56,5.49
5.52,5.55,5.55,5.52
5.54,5.57,5.58,5.53
5.57,5.52,5.57,5.52
5.55,5.52,5.55,5.51
5.52,5.58,5.58,5.52
5.55,5.58,5.58,5.55
5.56,5.53,5.57,5.52
5.52,5.52,5.56,5.50
5.52,5.54,5.55,5.52
5.53,5.54,5.55,5.53
5.53,5.61,5.61,5.53
5.61,5.59,5.62,5.59
5.57,5.54,5.59,5.54
5.57,5.62,5.62,5.57
5.59,5.64,5.65,5.59
5.65,5.63,5.67,5.59
5.62,5.65,5.66,5.61
5.62,5.65,5.65,5.61
5.63,5.65,5.66,5.62
5.63,5.69,5.70,5.63
5.69,5.68,5.70,5.67
5.70,5.67,5.70,5.66
5.66,5.68,5.69,5.65
5.65,5.65,5.67,5.64
5.67,5.68,5.69,5.66
5.66,5.66,5.68,5.66
5.65,5.64,5.67,5.63
5.61,5.69,5.69,5.58
5.63,5.64,5.65,5.61
5.63,5.63,5.70,5.61
5.66,5.57,5.66,5.54
5.56,5.52,5.58,5.52
5.52,5.54,5.56,5.52
5.53,5.52,5.55,5.49
5.53,5.50,5.53,5.46
5.50,5.59,5.62,5.50
5.56,5.59,5.61,5.56
5.63,5.57,5.63,5.56
5.60,5.52,5.60,5.49
5.53,5.48,5.55,5.43
5.50,5.41,5.50,5.36
5.39,5.49,5.49,5.35
5.49,5.45,5.54,5.42
5.41,5.41,5.48,5.41
5.41,5.45,5.46,5.41
5.47,5.45,5.50,5.44
5.45,5.45,5.49,5.43
5.44,5.42,5.45,5.41
5.42,5.42,5.43,5.41
5.42,5.47,5.49,5.42
5.46,5.47,5.49,5.46
5.49,5.47,5.50,5.47
5.51,5.50,5.51,5.47
5.52,5.47,5.53,5.46
5.49,5.46,5.50,5.45
5.46,5.47,5.49,5.44
5.47,5.49,5.49,5.46
5.50,5.50,5.55,5.48
5.54,5.52,5.54,5.51
5.54,5.55,5.55,5.52
5.53,5.53,5.55,5.48
5.53,5.51,5.54,5.50
5.49,5.53,5.54,5.49
5.51,5.52,5.53,5.48
5.52,5.51,5.53,5.50
5.49,5.53,5.53,5.48
5.53,5.56,5.56,5.51
5.56,5.58,5.59,5.55
5.59,5.52,5.59,5.52
5.54,5.58,5.58,5.53
5.55,5.51,5.59,5.44
5.49,5.48,5.51,5.46
5.48,5.49,5.50,5.47
5.49,5.51,5.52,5.48
5.52,5.53,5.53,5.50
5.51,5.50,5.54,5.48
5.50,5.50,5.51,5.49
5.52,5.49,5.53,5.49
5.48,5.48,5.50,5.46
5.49,5.48,5.50,5.48
5.48,5.48,5.50,5.48
5.48,5.47,5.49,5.46
5.48,5.49,5.51,5.48
5.48,5.48,5.50,5.46
5.49,5.45,5.50,5.45
5.47,5.49,5.51,5.47
5.50,5.45,5.50,5.43
5.42,5.52,5.52,5.41
5.49,5.50,5.51,5.48
5.51,5.51,5.54,5.50
5.52,5.51,5.53,5.50
5.48,5.37,5.49,5.36
5.40,5.39,5.41,5.36
5.39,5.39,5.44,5.36
5.41,5.38,5.43,5.37
5.40,5.37,5.40,5.36
5.36,5.34,5.39,5.33
5.41,5.38,5.46,5.35
5.39,5.39,5.43,5.39
5.42,5.43,5.44,5.39
5.30,5.42,5.45,5.30
5.42,5.42,5.45,5.42
5.40,5.42,5.45,5.40
5.42,5.44,5.50,5.41
5.43,5.45,5.47,5.43
5.46,5.42,5.46,5.41
5.43,5.42,5.44,5.41
5.43,5.43,5.46,5.42
5.45,5.43,5.46,5.41
5.43,5.40,5.44,5.40
5.41,5.39,5.41,5.38
5.38,5.43,5.43,5.38
5.40,5.46,5.48,5.40
5.44,5.46,5.48,5.44
5.49,5.44,5.49,5.44
5.46,5.49,5.49,5.44
5.47,5.45,5.49,5.45
5.45,5.40,5.46,5.40
5.39,5.39,5.43,5.36
5.37,5.38,5.42,5.37
5.38,5.40,5.40,5.38
5.40,5.38,5.41,5.36
5.37,5.38,5.39,5.36
5.37,5.43,5.43,5.37
5.41,5.38,5.43,5.29
5.44,5.40,5.45,5.38
5.42,5.40,5.42,5.38
5.40,5.40,5.42,5.39
5.41,5.39,5.42,5.39
5.40,5.40,5.41,5.38
5.40,5.39,5.42,5.39
5.39,5.37,5.41,5.37
5.42,5.39,5.42,5.38
5.42,5.40,5.42,5.37
5.38,5.39,5.42,5.38
5.39,5.41,5.41,5.38
5.40,5.41,5.42,5.40
5.40,5.40,5.41,5.38
5.40,5.39,5.41,5.36
5.38,5.38,5.39,5.38
5.39,5.40,5.40,5.38
5.39,5.40,5.41,5.39
5.41,5.41,5.43,5.40
5.41,5.41,5.42,5.39
5.42,5.40,5.42,5.38
5.40,5.43,5.43,5.39
5.42,5.42,5.43,5.40
5.43,5.45,5.45,5.41
5.43,5.41,5.45,5.41
5.42,5.44,5.44,5.40
5.42,5.44,5.44,5.40
5.42,5.40,5.43,5.40
5.40,5.40,5.43,5.39
5.39,5.42,5.44,5.39
5.42,5.41,5.46,5.41
5.37,5.37,5.37,5.35
5.37,5.37,5.40,5.34
5.36,5.37,5.38,5.35
5.38,5.38,5.38,5.36
5.37,5.37,5.39,5.37
5.38,5.39,5.39,5.37
5.40,5.38,5.40,5.37
5.39,5.37,5.39,5.37
5.38,5.39,5.40,5.37
5.40,5.40,5.41,5.38
5.41,5.43,5.43,5.40
5.42,5.44,5.45,5.41
5.45,5.45,5.45,5.40
5.44,5.40,5.45,5.40
5.41,5.40,5.43,5.38
5.41,5.41,5.42,5.39
5.40,5.41,5.42,5.39
5.41,5.40,5.42,5.40
5.42,5.44,5.44,5.39
5.44,5.45,5.48,5.43
5.46,5.47,5.48,5.44
5.47,5.48,5.49,5.47
5.48,5.44,5.48,5.44
5.44,5.38,5.47,5.38
5.40,5.43,5.45,5.38
5.42,5.43,5.44,5.41
5.44,5.44,5.45,5.41
5.41,5.44,5.44,5.40
5.41,5.41,5.46,5.40
5.42,5.41,5.43,5.41
5.43,5.39,5.43,5.38
5.41,5.40,5.42,5.39
5.39,5.42,5.42,5.39
5.42,5.46,5.46,5.39
5.46,5.48,5.48,5.44
5.46,5.38,5.47,5.35
5.39,5.37,5.41,5.36
5.37,5.38,5.40,5.36
5.38,5.39,5.40,5.35
5.39,5.42,5.42,5.39
5.40,5.41,5.42,5.39
5.40,5.41,5.42,5.39
5.41,5.43,5.43,5.41
5.42,5.45,5.46,5.40
5.45,5.41,5.45,5.39
5.42,5.38,5.43,5.38
5.37,5.38,5.40,5.37
5.39,5.37,5.39,5.33
5.38,5.33,5.39,5.32
5.33,5.36,5.37,5.33
5.30,5.31,5.34,5.30
5.31,5.34,5.35,5.31
5.34,5.34,5.36,5.33
5.35,5.34,5.35,5.33
5.35,5.35,5.36,5.34
5.36,5.38,5.38,5.35
5.38,5.39,5.39,5.38
5.39,5.37,5.39,5.37
5.39,5.39,5.39,5.37
5.37,5.31,5.39,5.30
5.30,5.21,5.30,5.20
5.23,5.17,5.24,5.15
5.16,5.15,5.22,5.15
5.19,5.13,5.21,5.13
5.15,5.14,5.19,5.14
5.10,5.14,5.18,5.10
5.18,5.18,5.19,5.15
5.18,5.14,5.19,5.14
5.17,5.19,5.20,5.15
5.26,5.25,5.29,5.19
5.25,5.26,5.28,5.25
5.24,5.22,5.26,5.22
5.23,5.25,5.25,5.23
5.26,5.26,5.27,5.25
5.25,5.24,5.27,5.22
5.25,5.24,5.26,5.22
5.23,5.25,5.26,5.21
5.25,5.28,5.28,5.22
5.27,5.29,5.30,5.25
5.29,5.25,5.29,5.19
5.24,5.27,5.29,5.22
5.25,5.21,5.27,5.21
5.25,5.27,5.27,5.21
5.24,5.23,5.27,5.21
5.23,5.26,5.27,5.23
5.26,5.28,5.29,5.25
5.27,5.22,5.30,5.22
5.24,5.30,5.30,5.24
5.29,5.26,5.29,5.24
5.25,5.25,5.29,5.25
5.25,5.28,5.30,5.25
5.28,5.27,5.29,5.27
5.23,5.25,5.28,5.23
5.27,5.26,5.28,5.25
5.25,5.27,5.28,5.25
5.27,5.27,5.29,5.26
5.25,5.33,5.33,5.25
5.27,5.31,5.32,5.27
5.28,5.25,5.29,5.15
5.23,5.27,5.28,5.23
5.23,5.24,5.30,5.22
5.21,5.19,5.23,5.16
5.23,5.18,5.24,5.17
5.20,5.19,5.21,5.15
5.19,5.19,5.23,5.16
5.19,5.20,5.20,5.15
5.20,5.21,5.23,5.19
5.21,5.19,5.21,5.19
5.20,5.21,5.21,5.20
5.21,5.20,5.22,5.20
5.21,5.16,5.21,5.16
5.18,5.16,5.19,5.15
5.16,5.15,5.18,5.14
5.13,5.11,5.18,5.11
5.11,5.09,5.12,5.07
5.09,5.08,5.10,5.07
5.08,5.08,5.10,5.07
5.08,5.07,5.08,5.00
5.04,5.11,5.12,5.04
5.11,5.10,5.12,5.07
5.10,5.13,5.14,5.10
5.13,5.15,5.17,5.13
5.16,5.20,5.21,5.13
5.20,5.23,5.24,5.20
5.18,5.14,5.18,5.13
5.14,5.11,5.15,5.09
5.14,5.20,5.20,5.10
5.17,5.20,5.21,5.17
5.18,5.22,5.22,5.18
5.21,5.24,5.25,5.21
5.23,5.29,5.29,5.23
5.26,5.28,5.29,5.22
5.26,5.31,5.31,5.25
5.30,5.33,5.35,5.29
5.31,5.34,5.37,5.30
5.33,5.29,5.35,5.29
5.29,5.29,5.30,5.29
5.29,5.29,5.31,5.28
5.29,5.33,5.35,5.29
5.31,5.30,5.33,5.30
5.30,5.31,5.32,5.29
5.29,5.29,5.32,5.29
5.31,5.30,5.35,5.29
5.33,5.27,5.33,5.25
5.26,5.25,5.28,5.22
5.25,5.31,5.31,5.25
5.31,5.29,5.31,5.25
5.29,5.28,5.30,5.25
5.27,5.32,5.33,5.26
5.32,5.30,5.32,5.26
5.29,5.23,5.31,5.23
5.26,5.28,5.29,5.26
5.29,5.28,5.30,5.25
5.28,5.26,5.28,5.24
5.27,5.23,5.27,5.23
5.23,5.24,5.26,5.21
5.25,5.22,5.26,5.20
5.21,5.21,5.23,5.15
5.22,5.27,5.27,5.17
5.27,5.32,5.34,5.24
5.30,5.26,5.32,5.26
5.26,5.27,5.30,5.24
5.29,5.26,5.29,5.24
5.28,5.34,5.34,5.26
5.33,5.32,5.33,5.29
5.31,5.25,5.31,5.24
5.25,5.26,5.28,5.25
5.26,5.27,5.30,5.26
5.27,5.32,5.32,5.26
5.31,5.32,5.32,5.30
5.29,5.23,5.31,5.22
5.26,5.26,5.27,5.22
5.26,5.26,5.27,5.21
5.26,5.24,5.26,5.20
5.24,5.29,5.29,5.21
5.25,5.25,5.26,5.23
5.22,5.23,5.24,5.20
5.22,5.22,5.23,5.19
5.23,5.18,5.24,5.17
5.16,5.22,5.23,5.16
5.23,5.24,5.28,5.22
5.24,5.26,5.26,5.23
5.23,5.27,5.27,5.23
5.28,5.30,5.31,5.28
5.30,5.29,5.31,5.29
5.30,5.35,5.37,5.29
5.34,5.36,5.36,5.30
5.34,5.38,5.39,5.32
5.32,5.33,5.39,5.25
5.33,5.34,5.34,5.25
5.34,5.27,5.35,5.26
5.25,5.28,5.30,5.24
5.30,5.34,5.34,5.28
5.30,5.37,5.39,5.30
5.36,5.38,5.39,5.33
5.39,5.38,5.39,5.35
5.38,5.37,5.39,5.31
5.36,5.34,5.36,5.31
5.34,5.29,5.34,5.27
5.27,5.30,5.32,5.22
5.25,5.27,5.30,5.23
5.30,5.16,5.30,5.07
5.12,5.15,5.16,5.06
5.15,5.14,5.22,5.11
5.16,5.20,5.21,5.12
5.19,5.12,5.20,5.11
5.15,5.20,5.20,5.13
5.19,5.20,5.21,5.14
5.19,5.21,5.24,5.16
5.20,5.22,5.25,5.17
5.18,5.18,5.21,5.16
5.15,5.16,5.18,5.15
5.16,5.18,5.20,5.16
5.17,5.19,5.21,5.17
5.20,5.19,5.21,5.16
5.16,5.13,5.18,5.11
5.12,5.14,5.16,5.10
5.13,5.14,5.16,5.13
5.11,5.11,5.14,5.11
5.11,5.13,5.16,5.11
5.13,5.10,5.13,5.09
5.11,5.14,5.14,5.09
5.13,5.12,5.13,5.10
5.13,5.10,5.13,5.10
5.12,5.12,5.13,5.11
5.13,5.10,5.15,5.09
5.10,5.13,5.15,5.10
5.13,5.13,5.14,5.12
5.13,5.14,5.14,5.12
5.13,5.13,5.15,5.13
5.12,5.13,5.17,5.12
5.13,5.15,5.16,5.10
5.14,5.14,5.19,5.13
5.15,5.14,5.18,5.12
5.13,5.19,5.24,5.13
5.20,5.22,5.23,5.19
5.23,5.21,5.24,5.18
5.23,5.18,5.25,5.18
5.22,5.18,5.24,5.16
5.21,5.20,5.23,5.20
5.23,5.20,5.23,5.18
5.21,5.24,5.24,5.18
5.24,5.26,5.26,5.21
5.26,5.25,5.30,5.25
5.24,5.23,5.25,5.20
5.25,5.24,5.25,5.20
5.26,5.24,5.26,5.23
5.23,5.25,5.26,5.20
5.23,5.22,5.24,5.20
5.20,5.18,5.22,5.18
5.21,5.20,5.22,5.18
5.19,5.22,5.26,5.19
5.22,5.19,5.24,5.19
5.23,5.21,5.23,5.20
5.20,5.23,5.24,5.20
5.23,5.23,5.25,5.21
5.22,5.20,5.23,5.18
5.20,5.21,5.24,5.20
5.21,5.18,5.23,5.18
5.19,5.24,5.24,5.19
5.24,5.21,5.24,5.19
5.21,5.22,5.24,5.21
5.23,5.21,5.23,5.19
5.21,5.27,5.27,5.20
5.26,5.22,5.27,5.20
5.23,5.26,5.27,5.22
5.25,5.28,5.28,5.24
5.25,5.24,5.27,5.23
5.27,5.28,5.30,5.26
5.30,5.31,5.35,5.28
5.32,5.34,5.34,5.30
5.33,5.28,5.35,5.28
5.30,5.32,5.34,5.28
5.30,5.33,5.35,5.30
5.33,5.32,5.33,5.32
5.31,5.29,5.36,5.26
5.33,5.26,5.33,5.26
5.29,5.30,5.30,5.26
5.29,5.32,5.35,5.28
5.33,5.33,5.34,5.30
5.33,5.30,5.34,5.28
5.32,5.27,5.33,5.12
5.29,5.32,5.32,5.28
5.32,5.33,5.34,5.31
5.33,5.31,5.36,5.30
5.32,5.23,5.33,5.23
5.25,5.29,5.29,5.24
5.27,5.28,5.30,5.27
5.30,5.31,5.31,5.29
5.31,5.31,5.31,5.30
5.31,5.28,5.31,5.26
5.30,5.29,5.30,5.27
5.27,5.31,5.32,5.27
5.30,5.30,5.32,5.27
5.30,5.29,5.32,5.29
5.31,5.30,5.32,5.29
5.31,5.31,5.32,5.26
5.31,5.31,5.32,5.28
5.30,5.28,5.32,5.27
5.30,5.33,5.34,5.28
5.32,5.29,5.33,5.29
5.30,5.35,5.35,5.30
5.34,5.33,5.36,5.33
5.32,5.30,5.35,5.29
5.32,5.31,5.35,5.31
5.33,5.35,5.35,5.31
5.34,5.34,5.35,5.32
5.36,5.35,5.37,5.34
5.35,5.36,5.37,5.34
5.37,5.37,5.37,5.35
5.36,5.38,5.38,5.35
5.34,5.38,5.38,5.32
5.36,5.38,5.38,5.34
5.32,5.35,5.38,5.32
5.37,5.40,5.41,5.37
5.40,5.44,5.44,5.39
5.42,5.43,5.44,5.40
5.43,5.41,5.44,5.40
5.43,5.45,5.45,5.42
5.45,5.45,5.45,5.43
5.45,5.43,5.45,5.41
5.44,5.40,5.44,5.39
5.40,5.40,5.43,5.39
5.42,5.39,5.43,5.39
5.34,5.39,5.40,5.32
5.42,5.39,5.43,5.37
5.41,5.39,5.43,5.37
5.41,5.40,5.41,5.35
5.38,5.38,5.40,5.36
5.40,5.42,5.42,5.38
5.41,5.41,5.41,5.38
5.42,5.42,5.42,5.40
5.42,5.41,5.43,5.40
5.40,5.41,5.42,5.36
5.39,5.40,5.41,5.38
5.39,5.44,5.44,5.39
5.44,5.45,5.45,5.42
5.44,5.41,5.44,5.40
5.40,5.40,5.40,5.35
5.39,5.40,5.41,5.39
5.39,5.40,5.42,5.38
5.40,5.40,5.42,5.39
5.41,5.38,5.41,5.38
5.41,5.36,5.41,5.35
5.37,5.38,5.38,5.35
5.38,5.41,5.43,5.36
5.40,5.42,5.45,5.40
5.41,5.38,5.42,5.37
5.37,5.38,5.39,5.36
5.38,5.38,5.40,5.35
5.36,5.38,5.39,5.36
5.38,5.41,5.41,5.38
5.41,5.40,5.41,5.39
5.38,5.39,5.40,5.38
5.38,5.39,5.40,5.35
5.37,5.41,5.41,5.37
5.40,5.40,5.41,5.38
5.39,5.39,5.41,5.38
5.39,5.39,5.39,5.38
5.38,5.38,5.40,5.37
5.38,5.37,5.40,5.36
5.37,5.36,5.39,5.36
5.39,5.39,5.39,5.37
5.36,5.37,5.39,5.36
5.38,5.36,5.38,5.34
5.34,5.40,5.40,5.34
5.35,5.35,5.38,5.32
5.32,5.35,5.38,5.32
5.34,5.33,5.35,5.33
5.33,5.32,5.40,5.32
5.34,5.33,5.37,5.32
5.33,5.34,5.35,5.32
5.35,5.32,5.35,5.32
5.35,5.34,5.36,5.32
5.33,5.36,5.36,5.32
5.35,5.36,5.36,5.33
5.35,5.34,5.36,5.32
5.28,5.32,5.34,5.28
5.33,5.30,5.35,5.29
5.33,5.30,5.33,5.30
5.30,5.34,5.34,5.30
5.34,5.35,5.35,5.30
5.33,5.33,5.34,5.31
5.33,5.33,5.34,5.31
5.32,5.33,5.34,5.32
5.33,5.33,5.35,5.33
5.35,5.33,5.35,5.31
5.34,5.32,5.34,5.32
5.33,5.29,5.34,5.29
5.32,5.29,5.33,5.29
5.31,5.28,5.31,5.26
5.27,5.26,5.29,5.26
5.27,5.31,5.31,5.26
5.29,5.29,5.31,5.28
5.30,5.30,5.32,5.29
5.31,5.32,5.32,5.28
5.30,5.31,5.32,5.30
5.32,5.30,5.32,5.28
5.30,5.31,5.31,5.29
5.30,5.31,5.31,5.29
5.31,5.31,5.33,5.30
5.31,5.32,5.32,5.30
5.30,5.30,5.32,5.29
5.30,5.31,5.31,5.29
5.31,5.28,5.31,5.28
5.29,5.28,5.30,5.26
5.29,5.26,5.29,5.26
5.25,5.24,5.27,5.22
5.27,5.22,5.27,5.20
5.20,5.22,5.23,5.20
5.20,5.19,5.24,5.19
5.19,5.21,5.22,5.19
5.23,5.24,5.24,5.21
5.23,5.22,5.27,5.21
5.23,5.25,5.25,5.23
5.23,5.24,5.25,5.23
5.23,5.25,5.26,5.23
5.24,5.22,5.25,5.21
5.23,5.22,5.23,5.22
5.22,5.24,5.25,5.22
5.22,5.24,5.26,5.22
5.24,5.23,5.25,5.22
5.23,5.23,5.24,5.23
5.24,5.22,5.24,5.22
5.22,5.22,5.26,5.22
5.23,5.23,5.27,5.22
