THRK,SPDR Russell 3000 ETF,NASDAQ
121.04,119.50,121.04,119.50
119.72,119.00,119.72,118.39
117.27,117.85,118.00,116.61
118.63,118.64,118.65,118.00
117.99,119.93,120.03,117.99
120.79,120.84,120.90,120.56
120.40,120.15,120.45,120.15
121.58,120.93,121.62,120.93
121.63,120.91,121.67,120.67
120.78,120.87,120.87,120.78
121.92,122.02,122.06,121.92
123.21,122.99,123.21,122.80
124.99,123.85,124.99,123.28
123.76,124.08,124.28,123.76
125.04,125.14,125.14,125.04
125.34,125.62,125.80,125.34
126.04,126.04,126.04,126.04
126.05,125.59,126.05,125.57
126.20,126.33,126.33,126.20
125.92,126.89,126.89,125.92
126.44,126.79,126.83,126.44
126.79,126.79,126.79,126.79
127.07,127.10,127.10,127.07
126.70,126.48,126.70,126.48
126.23,126.23,126.23,126.23
126.64,126.64,126.64,126.64
126.92,126.59,126.94,126.56
127.00,126.48,127.00,126.48
126.48,126.48,126.48,126.48
127.59,128.42,128.65,127.59
128.42,128.35,128.42,128.35
128.45,128.50,128.57,128.36
127.63,127.66,127.66,127.63
127.15,127.15,127.15,127.15
127.79,127.79,127.79,127.79
127.40,127.40,127.40,127.40
127.33,127.10,127.33,127.09
127.10,127.10,127.10,127.10
127.44,127.09,127.44,127.09
125.64,125.16,125.64,125.00
125.20,125.17,125.20,125.17
124.45,124.20,124.55,124.13
124.45,124.78,125.07,124.45
124.20,124.01,124.80,123.98
124.12,125.29,125.29,124.12
125.55,125.21,125.55,125.21
125.41,125.54,125.97,125.41
123.64,123.35,124.00,123.35
123.29,123.41,123.75,123.29
124.16,124.19,124.19,124.16
123.52,123.52,123.52,123.52
124.30,123.69,124.30,123.31
124.30,124.72,124.72,124.30
125.11,125.04,125.28,125.00
125.52,125.44,125.61,125.44
126.44,126.49,126.49,126.44
127.06,127.25,127.28,127.05
127.25,127.25,127.25,127.25
127.47,127.49,127.68,127.32
127.55,127.65,127.65,127.52
129.00,128.80,129.00,128.80
128.23,129.02,129.05,128.23
128.80,128.80,128.80,128.80
131.06,130.52,131.06,130.51
129.77,129.55,129.77,129.55
128.68,128.23,128.68,128.23
128.35,128.75,128.75,128.35
128.03,127.90,128.50,127.90
128.50,128.07,128.74,128.07
127.57,127.57,127.57,127.57
126.88,127.06,127.26,126.88
127.15,128.43,128.48,127.03
127.42,128.16,128.16,127.41
127.56,127.30,127.73,126.68
127.58,127.91,128.09,127.46
127.35,127.17,127.42,126.96
126.99,125.21,126.99,125.21
125.59,125.30,125.59,124.30
126.93,127.86,127.86,126.86
128.81,128.55,128.81,128.55
129.29,129.44,129.44,129.29
129.03,128.69,129.10,128.52
129.50,130.17,130.17,129.50
130.31,130.88,130.88,130.31
131.30,131.88,131.99,131.30
132.41,131.94,132.41,131.80
132.70,132.59,132.83,132.58
131.95,131.89,132.11,131.89
131.97,132.55,132.55,131.94
132.93,132.95,132.95,132.93
133.01,133.13,133.42,132.91
133.56,133.75,133.77,133.47
134.42,133.12,134.49,132.94
133.24,132.98,133.58,132.59
133.20,132.95,133.20,132.76
133.23,133.57,133.57,133.09
132.58,133.36,133.36,132.58
133.45,133.39,133.80,133.39
133.61,131.53,133.70,131.53
131.99,132.87,132.87,131.93
132.87,132.87,132.87,132.87
133.06,133.07,133.43,133.06
132.54,134.34,134.34,132.54
135.00,134.90,135.00,134.82
135.23,135.39,135.39,135.23
136.00,135.61,136.00,135.61
135.61,135.61,135.61,135.61
135.00,134.85,135.00,134.85
134.85,135.38,135.38,134.85
135.60,135.76,135.77,135.60
136.05,136.05,136.05,136.05
136.36,136.37,136.37,136.36
136.47,136.47,136.47,136.47
136.47,136.47,136.47,136.47
136.33,136.41,136.61,136.29
135.44,135.35,135.57,135.35
135.90,135.73,135.90,135.47
135.35,135.00,135.39,135.00
136.20,136.33,136.49,136.20
136.67,136.59,136.88,136.59
136.64,136.38,136.67,136.38
135.16,134.50,135.19,134.50
134.62,134.50,134.62,134.37
134.45,134.38,134.45,134.32
134.90,135.17,135.34,134.90
135.10,134.52,135.10,134.52
134.52,134.52,134.52,134.52
136.42,136.82,136.82,136.42
136.16,137.25,137.25,136.16
137.77,137.59,137.98,137.59
137.98,137.88,137.98,137.88
138.63,138.98,139.03,138.61
138.94,138.60,138.94,138.57
138.64,138.56,138.89,138.56
139.33,139.37,139.37,139.33
139.12,138.19,139.12,138.00
138.59,138.51,138.59,138.51
138.66,137.74,138.66,137.74
138.69,138.46,138.75,138.46
138.84,138.55,138.84,138.55
138.89,138.57,139.15,138.37
138.36,138.98,138.98,138.36
139.02,137.50,139.12,137.50
138.59,138.64,138.64,138.59
139.19,139.60,139.76,139.19
139.60,139.60,139.60,139.60
138.95,138.95,138.95,138.95
139.57,138.91,139.70,138.75
139.39,139.53,139.64,139.39
138.02,138.05,138.26,138.02
137.23,136.28,137.23,136.28
135.42,134.78,135.58,134.69
135.37,135.04,135.40,135.04
134.77,134.58,134.77,134.58
135.47,135.22,135.47,134.83
134.07,135.17,135.43,134.07
134.43,131.56,134.43,131.56
131.82,132.64,132.98,131.82
132.08,132.45,132.50,132.08
132.45,132.45,132.45,132.45
135.12,135.77,135.77,135.12
136.03,136.04,136.12,135.61
136.38,137.76,137.76,136.38
137.97,138.16,138.16,137.97
136.84,138.57,138.57,136.84
139.00,138.97,139.00,138.97
139.51,139.84,139.84,139.51
140.03,138.54,140.03,138.54
139.53,139.94,139.94,139.53
139.96,139.82,139.96,139.82
140.31,140.76,141.07,140.31
140.87,140.29,140.87,140.29
140.21,140.10,140.21,140.10
140.54,141.13,141.14,140.30
141.92,141.26,141.92,141.26
140.56,140.00,140.56,140.00
141.92,142.71,142.71,141.92
142.80,142.65,142.91,142.53
142.85,142.90,142.90,142.85
143.60,142.60,143.60,142.46
142.50,142.64,142.70,142.25
143.11,141.94,143.11,141.94
141.52,141.93,141.93,141.52
141.62,140.40,141.62,140.40
140.32,140.41,140.80,140.20
140.82,141.53,141.53,140.82
142.49,142.32,142.49,142.18
142.66,141.45,142.66,140.94
141.26,142.25,142.25,141.26
142.50,141.61,142.64,141.43
141.58,140.55,141.58,140.21
141.00,141.12,141.17,140.74
141.69,141.10,141.69,141.03
139.18,139.31,139.88,139.18
139.79,140.13,140.78,139.79
140.13,140.13,140.13,140.13
142.63,142.48,142.63,142.17
142.86,142.99,142.99,142.86
142.77,142.86,142.86,142.77
141.27,141.27,141.27,141.27
139.96,139.68,139.96,138.99
139.34,139.84,139.84,139.24
140.19,140.19,140.19,140.19
141.03,138.78,141.03,138.78
137.77,136.91,137.80,136.91
137.68,137.50,138.20,137.50
137.96,138.72,138.72,137.50
139.67,139.93,139.93,139.67
139.93,139.93,139.93,139.93
140.82,140.83,141.07,140.43
141.40,141.40,141.40,141.40
141.56,141.61,141.61,141.56
141.50,141.50,141.50,141.50
140.38,140.50,140.50,140.38
140.82,140.70,141.05,139.97
141.42,141.42,141.42,141.42
140.86,141.86,141.86,140.86
141.78,141.97,141.97,141.78
141.97,141.97,141.97,141.97
141.28,142.00,142.02,141.28
140.86,140.89,140.89,140.64
141.05,141.01,141.05,141.01
142.00,141.80,142.11,141.80
140.58,140.91,140.91,140.58
142.00,142.76,142.76,142.00
142.90,143.03,143.08,142.86
142.51,142.26,142.60,142.26
141.63,140.66,141.63,140.10
140.75,140.52,140.75,140.52
141.91,141.91,141.91,141.91
141.92,140.95,141.92,140.95
141.59,141.93,142.04,141.37
142.43,142.83,142.83,142.43
142.59,143.15,143.15,142.59
144.23,144.20,144.23,144.19
143.99,143.83,143.99,143.83
143.83,143.83,143.83,143.83
144.62,144.57,144.75,144.57
144.57,144.57,144.57,144.57
144.64,144.98,144.98,144.53
144.69,145.17,145.17,144.69
145.17,145.17,145.17,145.17
147.13,146.89,147.13,146.82
147.32,147.00,147.40,147.00
147.39,146.93,147.39,146.93
146.75,146.74,146.75,146.49
146.92,146.82,146.92,146.82
146.10,145.94,146.10,145.93
145.93,146.00,146.00,145.93
146.92,146.92,146.92,146.92
146.92,146.92,146.92,146.92
147.72,148.09,148.09,147.72
147.60,147.61,147.79,147.60
148.00,147.49,148.00,147.34
147.94,148.00,148.00,147.94
146.22,147.56,147.56,146.22
146.93,146.93,146.93,146.93
147.17,147.33,147.33,147.17
147.78,147.85,147.98,147.78
148.59,149.09,149.09,148.59
148.98,148.59,148.98,148.59
149.24,149.58,149.60,149.24
149.51,148.70,149.51,148.58
148.67,147.28,148.67,147.28
148.03,148.27,148.27,148.03
147.10,147.48,148.00,146.01
147.78,147.60,147.78,147.60
148.33,148.56,148.68,148.33
148.89,147.92,148.89,147.92
148.49,148.53,149.03,148.44
147.91,147.59,148.43,147.50
147.04,148.29,148.29,147.04
148.01,148.01,148.01,148.01
148.74,148.94,148.94,148.72
148.84,149.14,149.14,148.84
149.37,148.99,149.37,148.99
148.92,148.45,148.92,148.45
148.58,148.32,151.28,147.52
148.83,148.31,148.83,148.09
148.08,147.57,148.08,147.57
146.00,145.02,146.00,145.02
144.54,143.97,144.95,143.97
144.66,145.46,145.46,144.66
145.21,143.92,145.32,143.92
143.70,144.08,144.08,142.93
144.73,143.32,144.81,143.32
143.91,145.00,145.00,143.91
145.91,145.85,146.39,145.54
145.92,145.37,145.92,145.37
146.51,146.31,146.51,146.23
146.88,146.77,147.02,146.77
147.71,147.06,147.71,146.54
148.01,148.33,148.47,148.00
148.87,149.24,149.29,148.81
149.16,149.39,149.50,148.92
149.81,149.81,149.95,149.80
149.97,149.66,150.02,149.66
150.61,150.28,150.74,150.26
151.87,150.74,151.87,150.70
150.93,150.71,151.09,150.51
150.09,150.21,150.38,150.09
150.82,150.82,150.82,150.82
151.37,150.79,151.37,150.50
151.49,150.64,151.49,150.58
151.17,150.40,151.17,150.40
150.35,150.48,150.48,150.10
150.96,150.72,151.28,150.30
150.84,149.68,150.92,149.53
149.51,149.51,149.51,149.51
149.93,150.53,150.53,149.91
150.39,149.89,150.39,149.65
149.63,149.39,149.63,149.01
149.05,150.27,150.58,149.05
150.74,150.41,150.88,150.28
151.00,151.00,151.33,151.00
151.30,150.43,151.30,150.10
150.55,148.67,150.55,148.67
148.91,147.97,148.92,147.97
148.08,149.30,149.30,148.00
148.73,147.08,148.73,147.02
147.01,147.88,147.88,146.92
147.33,147.61,147.88,147.08
148.00,147.85,148.32,147.80
147.12,145.00,147.12,145.00
145.42,145.30,145.65,144.53
146.26,146.85,147.18,146.25
147.63,147.32,147.63,147.32
144.73,144.20,144.73,144.20
144.68,146.66,146.92,144.52
145.89,143.69,145.89,143.69
143.76,143.76,143.76,143.76
142.22,139.56,142.22,139.56
140.32,140.24,140.91,140.21
138.82,139.15,139.32,135.90
137.84,139.77,139.78,137.72
141.81,140.85,141.99,140.51
141.32,142.34,142.34,141.32
143.25,145.40,145.43,143.25
144.94,144.05,144.94,144.05
146.17,146.84,146.84,146.04
146.01,146.58,146.58,146.01
146.35,146.66,146.66,146.11
147.51,148.62,148.62,147.51
149.00,148.64,149.00,147.79
148.36,149.41,149.41,148.19
151.66,150.97,151.66,150.42
151.70,151.02,151.79,151.00
150.62,150.65,150.80,149.95
151.03,151.27,151.56,151.03
151.25,152.16,152.16,151.25
152.10,151.92,152.10,151.92
152.77,152.45,152.77,152.30
152.60,152.65,152.88,152.50
152.98,152.98,152.98,152.98
153.60,152.53,153.60,152.44
152.78,152.64,152.78,152.47
153.00,152.37,153.00,152.37
153.38,153.51,153.51,153.06
153.24,153.18,153.24,152.66
153.18,153.51,153.63,152.83
154.61,154.54,155.39,154.49
154.76,154.89,155.43,154.62
155.03,155.00,155.29,154.98
155.68,155.24,155.68,155.06
155.50,155.20,155.50,155.20
154.26,153.71,154.26,153.57
153.47,154.40,154.40,153.47
154.85,155.15,155.20,154.85
155.52,155.23,155.52,155.06
155.70,155.51,155.70,155.36
155.41,154.27,155.60,153.72
153.13,154.41,154.41,152.66
153.81,152.05,153.81,151.73
154.19,152.72,154.19,152.58
151.44,150.29,151.90,150.24
150.29,149.45,150.29,149.42
148.57,147.91,151.20,146.13
148.63,150.94,150.94,148.63
152.80,154.29,154.29,152.80
154.72,153.86,154.72,153.31
154.74,154.59,154.74,154.17
154.87,155.40,155.40,154.82
155.38,155.49,155.49,155.20
155.88,155.65,155.88,155.49
155.23,156.10,156.11,155.23
156.00,154.91,156.00,154.91
155.13,154.72,155.54,154.72
153.95,153.50,154.63,152.61
152.34,150.74,152.34,150.68
151.26,149.77,151.50,148.72
151.11,151.01,151.11,150.41
152.01,153.52,153.95,152.01
152.42,152.59,153.16,152.42
152.45,151.08,152.45,150.73
152.71,150.80,153.61,150.15
149.49,150.39,150.40,148.63
149.51,148.69,150.45,148.69
149.20,149.60,149.89,148.50
151.22,150.64,151.22,149.45
151.16,151.73,151.73,151.16
152.44,154.04,154.04,152.30
154.20,153.40,154.21,153.40
152.95,153.94,153.94,152.95
152.77,152.40,153.10,151.43
152.07,151.00,152.07,151.00
149.80,150.68,150.80,149.80
150.92,149.70,151.05,149.70
150.24,150.09,150.24,148.81
152.34,153.21,153.26,151.91
153.10,153.16,153.59,152.90
154.19,154.24,154.35,153.75
154.69,154.12,155.24,153.52
153.13,153.10,153.98,152.78
154.61,154.95,154.95,153.33
155.10,155.32,155.32,154.03
155.52,156.28,156.28,155.30
156.98,156.89,157.09,156.54
157.39,157.51,157.60,156.71
157.36,157.33,157.36,157.19
156.72,157.46,157.76,156.72
157.43,158.49,158.49,157.43
157.80,158.08,158.17,157.67
158.02,158.49,158.83,158.02
158.43,158.22,159.12,158.22
158.28,158.27,158.67,158.27
158.50,157.86,158.50,157.86
158.41,158.69,158.79,158.20
159.05,158.31,159.05,157.82
157.64,157.43,157.86,157.12
158.04,157.53,158.06,157.39
157.55,156.00,157.55,156.00
156.23,156.21,156.27,155.88
155.01,154.07,155.01,153.92
154.30,154.17,154.30,153.84
154.17,155.70,155.72,154.17
155.97,154.75,155.97,154.00
155.09,156.50,156.50,155.09
155.96,156.70,156.70,155.74
155.95,157.97,157.97,155.90
157.79,157.40,157.79,157.15
157.50,158.51,158.56,152.38
158.40,158.36,158.56,158.36
157.82,156.99,157.82,156.99
157.93,155.48,157.93,155.47
154.44,154.44,155.00,153.89
154.96,154.83,154.96,154.63
155.56,156.74,156.94,155.56
156.15,155.76,156.72,155.76
155.84,154.60,155.84,154.59
155.71,155.67,155.77,155.42
154.96,156.63,157.11,154.96
157.04,156.43,157.23,156.43
156.93,156.49,156.93,156.22
156.70,157.35,157.35,156.70
157.29,158.10,158.13,157.29
158.24,157.32,158.45,157.30
157.22,157.56,157.61,156.87
158.52,158.50,158.87,158.31
158.24,158.43,158.43,158.24
157.80,156.47,157.80,156.00
158.04,157.77,158.18,157.77
159.07,157.91,159.07,157.63
157.45,158.63,158.71,157.45
158.59,159.27,159.27,158.51
159.03,158.88,159.42,158.88
159.72,158.50,159.72,158.42
158.23,158.54,158.79,157.41
157.87,158.09,158.59,157.45
157.75,156.42,157.75,155.78
157.28,157.28,157.28,157.28
157.34,158.64,158.75,157.34
158.22,156.94,158.41,156.35
156.00,155.74,156.28,155.74
155.91,156.72,156.99,155.91
158.49,158.37,158.54,158.33
158.30,158.19,158.88,158.19
156.92,157.78,158.12,156.68
158.08,157.60,158.20,157.59
158.43,158.98,158.98,158.43
158.90,159.09,159.23,158.90
159.47,160.00,160.00,159.30
160.05,159.90,160.05,159.61
159.53,159.94,160.20,159.53
159.99,160.20,160.31,159.96
159.84,159.81,159.92,159.81
159.78,157.90,159.78,157.81
159.09,159.51,159.51,159.09
159.40,158.93,159.40,158.88
159.19,158.65,159.19,158.41
159.36,158.89,159.43,158.06
158.95,159.04,159.38,158.95
159.48,159.70,159.82,158.91
158.79,157.73,158.79,157.54
157.76,157.80,158.12,157.76
157.77,157.15,157.84,156.84
156.23,156.83,156.95,156.23
157.68,158.53,158.87,157.68
159.01,158.88,159.09,158.88
157.79,157.89,157.89,157.79
156.80,157.21,157.32,156.80
157.73,158.13,158.13,157.40
158.51,158.78,158.78,157.80
159.79,160.00,160.00,159.79
159.00,159.00,159.00,159.00
160.10,160.11,160.11,160.10
159.94,159.54,159.94,159.54
160.00,158.24,160.00,158.24
158.67,157.97,158.67,157.97
158.61,157.88,158.64,157.29
157.41,154.92,157.41,154.92
155.98,155.32,155.98,154.94
156.96,155.45,156.96,155.38
155.45,155.45,155.45,155.45
155.02,155.06,156.13,155.02
155.00,156.01,156.01,154.51
155.59,154.10,155.59,153.70
155.48,154.56,155.68,154.56
156.10,156.10,156.22,155.59
157.23,157.55,157.55,157.23
158.16,158.58,158.61,158.16
157.15,158.14,158.73,157.15
159.11,159.24,159.28,159.11
159.11,159.24,159.32,158.99
159.54,159.36,159.54,158.98
159.11,158.59,159.11,158.59
158.71,158.23,158.71,158.20
158.50,157.31,158.91,157.21
158.16,155.83,158.16,155.83
155.67,154.43,155.67,154.43
155.24,156.11,156.13,155.20
156.79,157.13,157.50,156.73
157.38,157.71,157.93,157.38
157.73,157.65,158.42,157.62
157.29,157.03,157.29,156.59
157.14,156.75,157.29,156.75
157.75,157.74,158.13,157.74
157.34,156.45,157.34,156.45
155.93,155.93,155.93,155.93
157.00,157.30,157.48,157.00
157.21,156.32,157.21,155.65
154.89,156.23,156.23,153.90
156.43,156.88,156.88,156.23
156.20,156.70,156.70,156.20
155.96,157.70,157.70,155.96
157.46,157.38,157.57,157.08
155.32,156.12,156.12,155.32
154.41,153.27,154.46,153.27
150.62,148.64,151.74,148.36
145.00,143.34,148.75,101.78
142.93,142.13,145.73,142.13
144.31,145.62,145.91,141.50
147.89,147.21,149.50,146.74
148.61,149.03,149.60,148.61
148.49,148.34,148.49,148.22
144.26,143.37,146.11,143.06
145.78,146.04,146.04,145.07
147.43,146.47,147.57,146.47
145.00,145.50,145.56,145.00
146.97,147.79,147.79,146.69
149.46,147.54,149.46,147.36
146.11,147.47,147.47,146.07
146.42,147.28,147.28,146.42
146.87,146.87,146.87,146.81
148.26,148.88,149.46,148.26
149.25,150.36,150.36,149.25
150.44,151.35,151.35,150.37
147.83,147.43,148.18,147.35
147.31,147.00,148.26,146.74
145.72,145.22,145.86,144.62
145.57,144.78,145.66,144.72
143.20,143.35,143.60,143.20
145.20,144.27,145.68,144.19
144.00,140.50,144.00,140.50
140.65,140.50,141.01,139.80
142.28,142.28,142.45,141.84
142.83,142.84,142.87,141.75
141.41,144.60,144.60,141.32
146.32,147.54,147.54,146.32
148.15,147.50,148.28,147.29
147.87,148.62,148.62,147.87
148.73,148.73,148.73,148.73
150.71,150.54,150.71,149.78
150.58,150.57,150.59,149.99
150.43,149.70,150.43,149.69
149.68,149.21,149.68,148.78
149.38,150.98,150.98,149.38
151.20,151.40,151.40,150.75
151.23,151.51,151.51,151.22
151.13,151.17,151.90,151.13
150.96,151.30,151.30,150.96
150.97,152.04,152.04,150.97
153.42,154.01,154.04,153.42
153.82,153.57,153.82,153.51
153.35,153.35,153.35,153.35
154.05,154.90,154.90,154.05
155.42,154.89,155.42,154.85
155.07,154.64,155.07,154.64
156.43,155.75,156.43,155.75
156.54,156.72,156.72,156.54
156.72,156.72,156.72,156.72
156.30,156.00,156.47,155.77
156.42,155.94,156.42,155.11
155.63,154.15,155.63,154.06
153.98,154.99,155.12,153.98
154.58,154.58,154.58,154.58
153.11,151.95,153.11,151.95
151.75,150.63,151.75,150.36
150.38,152.06,152.06,150.38
153.41,152.84,153.41,152.84
153.19,154.71,154.71,153.19
154.68,154.88,154.96,154.56
155.36,155.36,155.36,155.36
155.83,155.15,155.87,155.15
155.07,155.63,155.63,155.07
155.70,155.71,155.83,155.63
155.68,155.76,155.76,155.68
156.20,155.28,156.20,155.28
156.09,156.34,156.34,156.09
156.48,154.83,156.73,154.83
155.51,152.79,155.51,152.36
154.45,155.59,155.59,154.22
155.33,153.78,155.33,153.77
153.45,153.57,153.57,153.45
152.01,151.86,152.01,151.86
152.96,152.80,153.90,152.53
151.33,149.61,151.33,149.48
150.01,150.13,150.13,149.07
151.95,151.72,152.29,151.63
152.11,152.30,152.30,152.11
152.71,152.39,152.84,152.39
150.72,148.94,150.72,148.85
149.42,148.62,149.60,148.62
150.48,151.20,151.20,149.94
151.50,152.87,152.87,151.50
152.92,152.71,152.92,152.71
151.81,152.27,152.35,151.26
153.11,153.57,153.67,153.11
153.45,152.74,153.79,152.74
151.94,152.18,152.38,151.80
149.15,148.81,149.15,147.56
149.26,149.34,149.42,148.61
147.46,147.08,147.62,146.80
145.47,144.11,145.95,143.78
144.67,141.96,144.69,141.96
143.06,142.39,143.06,140.65
143.74,142.79,143.81,141.88
143.47,139.47,143.47,139.47
140.39,141.56,141.84,138.88
138.05,138.72,139.20,137.60
140.06,139.02,140.06,137.81
136.33,137.46,137.46,133.38
136.91,137.66,139.20,136.91
143.46,140.35,143.46,139.38
139.89,139.46,139.89,139.46
139.02,139.69,140.27,139.02
140.63,140.79,141.02,140.60
139.92,139.84,142.70,139.20
141.08,142.71,142.85,141.08
142.10,142.16,142.16,141.80
145.61,140.64,145.61,140.12
140.00,140.00,142.15,138.57
142.10,140.81,142.10,140.81
140.93,138.70,140.93,138.08
136.59,136.40,136.59,134.60
134.80,136.98,136.98,134.80
137.58,136.19,137.63,136.15
134.10,134.93,134.93,133.39
135.28,137.17,137.17,135.28
139.55,139.53,139.55,139.50
139.34,141.75,141.82,139.34
141.97,141.04,142.36,141.04
140.69,141.38,141.38,140.54
142.93,142.96,143.75,142.93
142.75,142.10,143.43,141.69
140.14,140.14,140.14,140.14
142.59,143.32,143.32,142.59
144.02,144.00,144.49,144.00
144.40,143.83,144.40,143.83
143.62,146.08,146.08,143.62
146.95,146.58,146.95,145.75
147.00,147.57,147.57,146.74
147.83,148.17,148.59,147.83
147.90,148.13,148.67,147.90
147.49,146.57,147.78,146.57
147.50,147.27,147.56,147.09
148.67,147.40,148.67,147.14
149.16,149.74,149.87,149.12
149.37,149.94,150.15,149.27
149.23,149.20,149.23,148.97
149.66,149.25,149.66,149.25
149.71,151.35,151.83,149.71
151.22,151.11,151.32,150.89
151.30,151.85,151.85,150.70
150.75,151.07,151.80,150.75
151.98,151.00,151.98,150.41
149.60,149.98,149.98,149.55
150.31,150.26,150.55,150.26
149.85,151.19,151.19,149.85
153.63,152.84,153.63,152.59
152.26,152.74,153.00,152.26
152.47,153.10,153.10,151.06
154.48,152.56,154.48,152.56
151.43,150.96,151.94,150.96
152.05,152.31,152.31,151.12
152.27,150.81,152.32,150.81
152.08,151.28,152.13,151.28
152.00,151.71,152.13,151.64
150.89,152.25,152.42,150.89
154.20,154.06,154.29,153.56
154.37,154.47,154.81,153.94
153.91,153.68,154.35,153.68
153.49,154.84,154.98,146.61
155.97,155.50,156.01,155.18
156.08,156.13,156.47,155.49
155.27,155.15,155.71,155.10
155.35,155.10,155.40,154.67
155.34,154.66,155.34,153.94
154.97,155.32,155.33,154.75
154.55,154.89,155.33,154.55
155.38,153.93,155.88,153.93
153.77,152.31,153.77,152.14
153.86,154.88,154.88,153.73
152.74,152.71,153.26,152.66
152.47,151.97,153.97,151.39
151.91,151.70,152.07,151.66
151.52,151.99,152.51,151.05
152.65,152.49,153.08,152.24
152.73,154.40,154.40,152.73
155.03,152.92,155.03,152.92
153.19,152.82,153.67,152.08
152.35,151.66,152.82,151.37
152.11,153.42,153.42,152.11
152.51,151.71,153.30,151.41
152.53,151.20,152.53,151.11
150.69,151.42,151.60,150.26
152.57,152.13,152.57,152.08
152.34,152.45,152.83,152.05
153.00,154.20,154.50,153.00
154.83,155.60,155.74,154.83
155.15,155.54,155.54,155.15
155.93,155.92,155.93,155.92
155.93,155.58,156.21,155.16
155.88,156.12,156.50,155.19
155.80,156.25,156.25,155.80
156.07,156.64,156.64,155.38
156.17,157.06,157.59,156.17
157.40,157.43,157.83,157.40
157.19,158.13,158.14,157.19
157.35,157.06,157.35,157.06
157.20,155.98,157.20,155.98
155.99,154.79,156.22,154.79
154.94,154.38,154.94,153.60
155.30,155.20,155.30,155.07
153.60,154.10,154.10,152.79
154.51,153.16,154.51,153.16
155.56,155.07,155.56,155.07
154.25,154.95,154.95,154.25
155.36,154.47,155.36,154.47
155.63,156.35,156.35,155.63
151.95,150.57,153.74,150.57
149.76,148.34,149.76,147.85
149.36,150.20,150.50,149.09
151.87,153.09,153.60,151.87
153.18,155.09,155.29,153.18
155.92,155.66,155.92,155.42
155.00,154.42,155.00,153.96
154.54,154.99,155.47,154.50
156.13,155.09,156.13,154.69
156.27,157.59,157.83,156.27
158.32,158.21,158.77,158.21
159.69,159.40,159.69,159.40
160.23,159.47,160.23,159.47
160.30,160.46,160.83,160.23
160.44,160.00,160.52,159.83
159.94,160.64,160.69,159.94
160.26,160.25,160.54,159.91
160.95,161.47,161.54,160.95
160.57,160.45,160.80,160.38
161.14,161.30,161.50,160.84
161.66,160.91,161.66,160.51
160.55,161.16,161.39,160.55
161.57,161.19,161.71,160.84
160.93,161.51,161.55,160.63
160.82,161.71,161.87,160.82
161.32,161.16,161.47,161.06
161.29,160.05,161.29,159.48
160.67,160.49,160.67,159.87
160.85,160.71,161.07,160.59
161.44,162.05,162.05,161.30
162.43,162.17,162.43,161.93
162.33,162.06,162.43,162.06
162.46,161.81,162.46,161.58
162.82,162.69,162.82,162.08
162.50,162.20,162.55,162.10
163.22,163.15,163.22,162.98
162.79,161.99,162.79,161.99
162.27,162.26,162.27,161.07
161.84,162.86,162.86,161.84
162.19,162.55,162.55,161.97
162.16,162.41,162.79,161.50
163.73,162.80,163.73,162.80
163.17,161.83,163.17,161.83
161.62,162.00,162.11,161.56
162.82,161.32,162.82,161.32
162.05,162.44,162.80,162.05
162.21,162.05,162.23,161.93
162.23,161.63,162.23,161.30
161.83,161.83,161.83,161.63
163.02,162.76,163.02,162.48
163.25,163.08,163.25,163.08
163.15,163.24,163.24,162.85
163.31,163.10,163.31,163.10
161.49,159.39,161.49,159.16
159.69,161.42,161.42,159.57
159.83,158.62,159.83,158.44
158.80,158.21,159.62,158.17
158.21,158.21,158.21,158.21
158.47,158.58,158.90,158.47
159.61,159.08,159.82,159.03
159.74,159.20,159.77,159.09
159.92,160.56,160.56,159.12
161.91,161.75,162.09,161.71
161.45,160.90,161.45,160.90
160.45,159.67,160.53,159.67
160.37,160.63,160.65,160.01
160.21,161.30,161.31,160.21
161.67,160.04,161.67,159.98
161.32,161.91,161.91,160.93
160.62,160.68,160.68,160.62
160.27,159.82,160.28,159.68
160.97,160.95,161.36,160.67
160.40,160.69,160.77,160.40
161.11,160.70,161.11,159.66
161.44,161.06,161.44,161.06
160.38,159.29,160.38,158.44
159.32,159.32,159.32,159.32
157.88,158.70,159.17,157.18
159.50,158.69,159.62,158.56
158.58,157.92,158.64,157.92
158.91,159.44,159.50,158.79
159.08,159.50,159.73,159.08
158.89,159.32,159.32,158.89
158.70,159.23,159.31,158.65
159.77,159.96,160.31,159.76
159.29,159.23,159.66,158.93
158.74,159.15,159.53,158.60
159.59,158.61,159.59,158.38
157.72,158.00,159.07,157.28
158.22,158.15,158.22,157.63
158.19,157.05,158.19,156.02
156.47,156.05,156.70,155.63
156.01,154.97,156.07,154.62
155.04,155.08,156.04,154.97
156.98,156.98,156.98,156.98
159.29,159.27,159.29,159.27
158.45,160.51,161.25,157.82
160.92,161.45,161.45,160.92
160.61,160.82,161.39,160.41
162.21,161.93,162.21,161.77
162.19,163.13,163.14,161.89
162.83,163.09,163.13,162.83
163.81,163.71,163.81,163.55
163.73,163.37,163.73,163.37
163.42,164.23,164.24,163.42
164.90,165.62,165.62,164.68
164.40,165.77,165.77,164.40
165.77,165.97,165.97,165.77
165.75,165.58,165.89,165.20
165.28,165.46,165.78,165.28
166.06,165.21,166.06,165.12
165.23,164.37,165.23,164.14
164.29,164.39,164.90,164.29
165.23,165.59,165.77,165.18
