EMITF,Elbit Imaging Ltd. - Ordinary Shares,NASDAQ
41.20,41.20,42.60,41.20
40.40,40.80,42.40,40.40
40.82,41.20,42.00,40.80
40.60,44.77,44.77,40.20
43.40,43.00,43.60,40.20
41.74,42.40,43.60,40.60
40.58,42.00,42.00,40.00
41.00,40.00,41.23,39.00
38.60,37.80,38.60,36.60
34.40,33.80,35.20,31.00
33.20,35.40,35.80,32.60
34.40,34.40,35.40,32.80
35.20,35.40,35.40,35.20
32.80,34.20,34.20,32.80
34.00,34.38,34.38,34.00
33.00,30.80,33.00,29.20
32.20,33.40,36.40,29.80
32.20,32.80,34.20,31.20
31.80,32.40,32.40,31.80
29.80,30.00,30.60,27.88
27.60,27.00,28.80,27.00
27.80,28.00,38.00,27.40
25.40,25.80,25.80,20.00
24.80,24.20,25.60,24.20
24.20,24.80,24.80,23.60
23.80,23.60,24.20,23.00
23.00,22.22,24.00,22.00
23.00,23.00,23.20,22.40
24.60,22.60,24.60,22.00
22.60,22.62,22.73,22.60
22.60,21.40,22.60,21.00
21.00,20.94,21.00,20.93
20.45,20.36,20.45,20.00
20.62,20.60,20.62,20.60
22.27,22.14,22.27,22.14
23.00,23.24,24.00,23.00
23.20,21.20,23.20,21.20
N/A,N/A,N/A,N/A
21.00,21.00,21.02,21.00
21.20,21.00,21.22,21.00
21.20,21.80,21.80,21.00
22.00,22.00,22.00,22.00
N/A,N/A,N/A,N/A
23.80,24.80,25.00,23.80
24.80,22.40,25.00,22.20
20.80,20.40,21.00,20.40
20.40,21.60,21.60,20.40
21.20,20.80,22.80,20.60
22.80,22.80,23.00,22.66
22.80,22.40,22.80,21.20
23.00,22.04,23.00,22.00
23.00,22.20,23.00,22.00
20.60,22.80,24.00,20.60
22.20,22.00,24.06,22.00
22.00,23.00,23.00,22.00
24.00,24.00,24.00,22.20
23.40,23.98,24.00,23.20
24.00,24.60,24.60,23.71
22.60,23.60,23.80,22.60
23.60,22.40,23.60,22.40
24.00,22.20,24.00,22.20
22.34,25.20,27.60,22.34
23.02,23.80,25.00,23.02
24.20,24.60,25.20,23.20
23.80,25.40,26.20,22.60
24.80,23.80,25.20,23.80
N/A,N/A,N/A,N/A
23.40,24.20,24.60,23.40
23.60,23.60,24.00,23.60
23.80,22.20,23.80,22.20
25.40,22.60,25.40,22.60
22.90,23.11,23.24,22.90
24.00,22.40,24.00,22.40
23.80,22.00,24.00,22.00
22.84,22.00,24.00,22.00
23.60,24.58,27.20,22.40
29.20,25.60,29.20,25.00
25.20,25.00,25.20,25.00
25.00,25.00,25.00,24.40
24.80,23.60,25.38,23.09
24.20,24.36,24.80,23.20
23.20,23.00,23.20,23.00
23.00,22.20,23.20,22.00
21.60,22.20,23.98,21.40
22.80,22.80,24.60,22.40
22.60,22.60,23.57,22.60
23.60,22.00,23.60,21.80
22.00,22.00,22.00,22.00
22.20,23.00,23.20,22.20
22.80,22.80,22.80,22.80
22.80,23.80,23.80,22.20
24.80,23.40,25.20,23.38
23.80,24.00,24.40,23.80
24.00,23.40,24.00,23.00
23.40,23.40,23.40,22.60
22.62,24.20,24.20,22.60
23.40,24.40,25.20,23.40
24.00,24.00,24.00,22.80
23.60,24.00,25.00,22.80
24.00,24.00,24.80,23.80
24.60,24.40,24.60,24.00
24.32,22.60,24.32,22.60
23.20,23.40,23.40,23.20
22.80,23.00,23.40,22.80
23.40,22.20,23.60,22.00
23.00,22.40,23.00,22.40
22.00,22.28,22.96,22.00
N/A,N/A,N/A,N/A
22.20,22.52,23.00,22.20
22.60,22.80,22.80,22.60
20.60,23.00,23.00,20.60
23.60,21.60,23.60,21.60
21.80,22.00,22.80,21.80
22.00,22.00,22.40,20.60
22.80,21.60,22.80,21.60
20.20,20.60,21.20,20.20
19.60,21.00,21.60,19.60
21.40,21.60,21.60,21.00
20.60,20.00,20.80,19.50
20.00,20.00,20.20,19.80
19.18,18.06,21.40,15.68
18.00,17.70,18.00,17.20
15.00,14.83,15.20,14.60
13.80,14.60,14.76,13.80
14.64,14.08,14.80,14.06
14.60,14.04,14.60,13.60
14.11,14.20,14.20,14.11
14.00,14.29,15.20,13.81
14.40,15.40,15.60,14.40
14.40,14.00,14.40,13.62
14.00,13.80,14.00,13.80
18.70,19.40,19.80,18.43
22.00,24.20,24.80,22.00
24.40,26.20,27.60,24.00
26.00,26.40,28.60,25.00
25.00,25.60,26.18,25.00
25.00,23.00,25.20,22.80
23.20,21.20,23.20,21.20
21.00,21.40,21.60,19.80
21.60,21.40,21.60,20.04
20.60,20.40,21.20,20.00
21.40,23.00,26.00,21.40
22.80,21.60,22.98,21.20
21.00,21.40,22.40,20.00
22.60,21.20,22.60,21.20
21.20,20.60,21.20,20.40
20.40,20.60,22.00,20.40
21.00,20.66,21.80,20.20
21.00,21.20,21.60,21.00
20.20,20.40,20.98,20.20
19.80,19.26,20.60,19.20
19.19,18.60,19.80,18.20
19.00,18.20,19.00,18.00
18.60,18.20,18.73,16.24
16.63,16.62,17.00,16.60
16.60,16.80,16.80,16.58
16.30,16.41,17.20,16.30
16.31,16.40,16.40,16.31
16.20,16.60,16.80,16.20
16.49,16.80,16.80,16.49
17.98,16.20,17.98,16.20
16.20,15.60,16.20,15.60
15.40,15.00,15.40,15.00
15.20,15.40,17.55,14.80
6.35,6.80,7.16,5.60
6.75,5.90,6.75,5.90
4.06,3.56,4.18,3.50
3.79,3.20,3.79,3.20
3.86,4.40,5.04,3.82
4.28,4.46,4.73,4.04
4.39,4.56,4.94,4.05
4.25,4.36,4.37,4.04
4.35,4.16,4.38,4.10
3.98,3.74,3.98,3.62
3.82,4.05,4.20,3.81
4.02,3.80,4.02,3.76
3.80,3.56,3.80,3.55
3.62,3.76,4.00,3.62
3.76,4.00,4.40,3.68
4.00,3.90,4.10,3.80
4.10,3.95,4.10,3.88
3.95,3.98,4.10,3.82
4.00,4.00,4.10,3.71
4.10,4.08,4.29,4.03
4.60,5.40,5.98,4.60
5.16,4.80,5.16,4.66
4.86,5.12,5.58,4.62
5.39,5.20,5.50,5.04
5.35,4.94,5.35,4.90
4.90,4.84,5.00,4.65
4.75,4.53,4.79,4.43
4.53,4.56,4.75,4.42
4.46,4.54,4.70,4.40
4.60,4.56,4.70,4.55
4.60,4.47,4.68,4.24
4.35,4.51,4.54,4.30
4.50,4.30,4.50,4.22
4.40,4.40,4.58,4.22
4.38,4.20,4.38,4.04
4.50,4.60,4.60,4.35
4.44,4.40,4.53,4.40
4.60,4.23,4.79,4.22
4.58,4.40,4.58,4.23
4.60,4.46,4.80,4.46
4.60,4.69,4.70,4.47
4.88,4.60,4.88,4.45
4.65,4.40,4.65,4.36
4.40,4.59,4.66,4.32
4.52,4.50,4.60,4.23
4.40,4.40,4.50,4.26
4.40,4.40,4.47,4.32
4.49,4.46,4.49,4.23
4.30,4.40,4.45,4.28
4.26,4.37,4.39,4.20
4.23,4.21,4.34,4.20
3.78,4.00,4.00,3.62
3.88,3.81,3.90,3.65
3.71,3.80,3.80,3.63
3.80,3.80,3.80,3.65
3.64,3.74,3.77,3.61
3.71,3.68,3.71,3.43
3.50,3.60,3.64,3.50
3.60,3.47,3.62,3.47
3.60,3.60,3.67,3.50
3.60,3.80,3.80,3.60
3.86,4.38,4.40,3.60
4.40,4.16,4.50,3.92
4.00,4.06,4.16,3.87
3.97,3.89,4.10,3.60
3.63,3.89,3.89,3.63
3.69,3.74,3.76,3.54
3.60,3.77,4.18,3.60
3.74,3.74,3.74,3.60
3.66,3.64,3.66,3.60
3.66,3.65,3.66,3.52
3.77,3.78,3.98,3.67
3.65,3.63,3.68,3.56
3.60,3.60,3.68,3.40
3.43,3.60,3.60,3.43
3.51,3.68,3.68,3.49
3.60,3.70,4.00,3.60
3.67,3.62,3.70,3.52
3.60,3.65,3.69,3.50
3.57,3.57,3.68,3.57
3.57,3.54,3.72,3.54
3.68,3.54,3.68,3.50
3.58,3.76,3.82,3.58
3.64,3.60,3.68,3.60
3.60,3.66,3.72,3.52
3.51,3.62,3.69,3.51
3.62,3.60,3.70,3.58
3.48,3.40,3.49,3.33
3.25,3.42,3.59,3.25
3.40,3.50,3.60,3.40
3.60,3.74,3.76,3.59
3.80,3.66,4.00,3.60
3.67,3.66,3.77,3.51
3.56,3.65,3.76,3.56
3.63,3.72,3.87,3.63
3.75,3.74,3.80,3.60
3.60,3.80,3.94,3.60
3.67,3.65,3.73,3.60
3.62,3.74,3.80,3.62
3.74,4.00,4.40,3.62
3.96,3.90,4.00,3.80
3.89,3.88,4.00,3.82
4.07,4.14,4.28,3.90
4.10,4.40,4.50,4.06
4.46,4.20,4.46,4.05
4.35,4.28,4.38,4.00
4.34,4.32,4.56,4.10
4.34,4.18,4.34,4.12
4.11,4.20,4.29,4.10
4.04,3.92,4.19,3.73
3.94,4.02,4.07,3.86
4.08,3.94,4.08,3.75
3.84,4.00,4.06,3.84
3.86,3.95,4.00,3.81
3.84,3.95,3.99,3.81
3.90,3.86,3.90,3.50
3.89,4.00,4.00,3.89
3.83,3.98,4.00,3.81
3.84,3.98,3.99,3.84
3.85,3.96,3.99,3.80
3.83,3.93,3.97,3.80
3.98,3.96,3.98,3.88
3.86,3.90,3.98,3.60
3.87,4.00,4.06,3.87
4.00,3.94,4.00,3.80
3.96,3.84,4.00,3.76
3.64,3.86,3.97,3.64
3.95,3.80,4.10,3.64
3.90,3.62,3.90,3.62
3.90,3.64,3.90,3.54
3.32,3.77,3.90,3.28
3.84,3.63,3.84,3.63
3.78,3.70,3.80,3.61
3.73,3.77,3.92,3.68
3.70,3.84,3.89,3.69
3.68,3.96,4.03,3.55
3.89,3.82,3.96,3.70
3.83,3.74,3.83,3.71
3.72,3.60,3.79,3.58
3.53,3.69,3.73,3.53
3.65,3.64,3.68,3.52
3.61,3.56,3.64,3.51
3.53,3.45,3.53,3.41
3.45,3.49,3.50,3.45
3.39,3.37,3.48,3.35
3.40,3.25,3.40,3.19
3.20,3.14,3.24,3.02
3.13,3.25,3.36,3.04
3.18,3.22,3.22,3.13
3.16,3.35,3.43,3.06
3.25,3.12,3.25,3.10
3.08,3.17,3.17,3.05
3.06,3.17,3.19,3.06
3.08,3.10,3.13,3.03
3.08,3.16,3.20,3.03
3.04,3.00,3.04,2.91
2.91,2.97,2.98,2.91
2.96,2.93,2.97,2.86
2.89,2.90,2.92,2.75
2.87,3.00,3.13,2.87
2.86,2.75,2.86,2.75
2.76,2.94,3.02,2.75
2.91,2.98,2.98,2.84
2.84,2.90,2.94,2.84
2.90,2.89,2.90,2.73
2.82,2.76,2.88,2.58
2.72,2.76,2.76,2.61
2.65,2.69,2.76,2.60
2.64,2.75,2.76,2.59
2.73,2.76,2.76,2.70
2.64,2.64,2.68,2.62
2.53,2.58,2.59,2.47
2.56,2.54,2.74,2.50
2.59,2.67,2.71,2.54
2.70,2.60,2.70,2.58
2.61,2.60,2.61,2.48
2.53,2.64,2.70,2.53
2.63,2.65,2.68,2.52
2.58,2.63,2.66,2.58
2.51,2.56,2.65,2.50
2.53,2.50,2.55,2.49
2.48,2.50,2.51,2.48
2.47,2.53,2.55,2.29
2.53,2.60,2.62,2.51
2.59,2.57,2.61,2.52
2.50,2.40,2.53,2.40
2.40,2.48,2.50,2.40
2.42,2.46,2.48,2.40
2.45,2.32,2.45,2.30
2.29,2.31,2.40,2.27
2.24,2.22,2.27,2.11
2.14,2.14,2.15,1.97
2.10,2.09,2.13,2.00
2.01,2.00,2.07,2.00
2.01,2.02,2.07,2.01
1.99,1.95,2.04,1.74
1.96,2.09,2.27,1.96
2.06,2.00,2.07,2.00
1.99,2.02,2.02,1.84
1.94,1.91,2.00,1.90
1.86,1.85,1.98,1.82
1.83,1.84,1.88,1.79
1.80,1.77,1.80,1.74
1.76,1.75,1.78,1.75
1.61,1.62,1.65,1.57
1.53,1.55,1.60,1.53
1.49,1.48,1.59,1.44
1.45,1.49,1.53,1.40
1.47,1.45,1.47,1.40
1.35,1.34,1.37,1.30
1.28,1.25,1.43,1.20
1.34,1.43,1.48,1.32
1.50,1.66,1.70,1.50
1.73,1.66,1.73,1.61
1.73,1.82,2.10,1.73
1.74,1.75,1.79,1.70
1.65,1.62,1.68,1.60
1.56,1.69,1.69,1.53
1.54,1.58,1.64,1.50
1.61,1.67,1.72,1.59
1.62,1.68,1.69,1.60
1.67,1.73,2.00,1.67
1.68,1.77,1.79,1.68
1.77,1.88,1.96,1.75
1.92,1.98,2.10,1.61
2.01,2.12,2.16,1.73
2.15,2.11,2.15,2.02
2.07,2.08,2.18,2.03
2.09,2.14,2.18,2.09
2.06,2.09,2.09,1.93
2.02,2.03,2.07,1.95
2.09,2.05,2.09,1.99
1.99,2.00,2.04,1.95
1.98,1.98,2.04,1.95
1.99,1.97,2.02,1.91
1.94,1.97,1.97,1.94
1.90,1.88,1.90,1.78
1.81,1.84,1.88,1.80
1.80,1.76,1.83,1.75
1.72,1.83,1.87,1.72
1.75,1.77,1.83,1.75
1.73,1.72,1.76,1.66
1.66,1.72,1.72,1.63
1.68,1.71,1.77,1.68
1.69,1.72,1.81,1.69
1.74,1.73,1.78,1.73
1.70,1.70,1.72,1.67
1.74,1.78,1.78,1.74
1.72,1.76,1.76,1.70
1.72,1.74,1.77,1.68
1.75,1.81,1.83,1.74
1.75,1.76,1.78,1.73
1.70,1.78,1.78,1.70
1.72,1.76,1.78,1.72
1.75,1.75,1.78,1.72
1.69,1.69,1.78,1.69
1.64,1.68,1.68,1.64
1.70,1.67,1.75,1.65
1.69,1.68,1.69,1.67
1.72,1.70,1.72,1.70
1.72,1.76,1.85,1.72
1.70,1.70,1.73,1.67
1.69,1.70,1.72,1.68
1.71,1.70,1.72,1.70
1.67,1.69,1.70,1.65
1.68,1.55,1.68,1.53
1.52,1.48,1.53,1.46
1.38,1.41,1.46,1.34
1.40,1.50,1.51,1.39
1.49,1.48,1.53,1.45
1.43,1.45,1.48,1.42
1.41,1.41,1.48,1.39
1.40,1.43,1.44,1.40
1.41,1.39,1.46,1.39
1.43,1.42,1.44,1.42
1.42,1.43,1.45,1.40
1.41,1.41,1.43,1.38
1.40,1.41,1.48,1.37
1.34,1.40,1.45,1.34
1.34,1.38,1.39,1.34
1.37,1.29,1.37,1.26
1.29,1.29,1.31,1.23
1.29,1.26,1.31,1.22
1.37,1.28,1.37,1.22
1.24,1.28,1.34,1.24
1.25,1.28,1.37,1.25
1.29,1.31,1.32,1.23
1.30,1.31,1.33,1.29
1.28,1.29,1.35,1.28
1.24,1.24,1.26,1.22
1.25,1.26,1.28,1.24
1.32,1.40,1.62,1.31
1.40,1.43,1.44,1.36
1.38,1.43,1.43,1.37
1.38,1.39,1.43,1.36
1.35,1.37,1.39,1.35
1.37,1.38,1.40,1.35
1.36,1.40,1.40,1.36
1.40,1.40,1.40,1.36
1.35,1.41,1.50,1.35
1.40,1.40,1.43,1.36
1.37,1.40,1.40,1.33
1.34,1.38,1.40,1.34
1.38,1.37,1.40,1.37
1.33,1.37,1.42,1.30
1.36,1.40,1.41,1.36
1.38,1.37,1.40,1.37
1.34,1.38,1.39,1.34
1.38,1.39,1.39,1.37
1.38,1.36,1.39,1.36
1.36,1.40,1.44,1.36
1.43,1.43,1.43,1.38
1.48,1.59,1.63,1.45
1.58,1.63,1.74,1.53
1.56,1.62,1.63,1.56
1.60,1.58,1.63,1.57
1.55,1.60,1.66,1.54
1.60,1.73,1.93,1.60
1.88,1.70,1.88,1.70
1.68,1.70,1.72,1.43
1.70,1.74,1.78,1.67
1.80,1.85,1.87,1.80
1.89,1.90,2.00,1.89
1.81,1.82,1.84,1.63
1.77,1.78,1.81,1.77
1.56,1.55,1.58,1.49
1.51,1.53,1.56,1.48
1.48,1.52,1.54,1.43
1.44,1.37,1.46,1.30
1.37,1.36,1.41,1.36
1.35,1.40,1.45,1.35
1.41,1.44,1.44,1.40
1.44,1.41,1.44,1.39
1.37,1.39,1.41,1.37
1.35,1.33,1.38,1.33
1.32,1.36,1.38,1.28
1.41,1.40,1.44,1.36
1.41,1.40,1.42,1.39
1.37,1.40,1.40,1.35
1.39,1.39,1.46,1.36
1.39,1.41,1.44,1.39
1.38,1.40,1.40,1.38
1.34,1.40,1.40,1.34
1.30,1.32,1.35,1.30
1.30,1.32,1.33,1.25
1.34,1.34,1.37,1.29
1.35,1.37,1.37,1.32
1.35,1.34,1.35,1.28
1.32,1.32,1.33,1.29
1.30,1.30,1.30,1.27
1.32,1.33,1.34,1.30
1.35,1.35,1.35,1.31
1.31,1.29,1.33,1.29
1.30,1.31,1.32,1.27
1.30,1.30,1.34,1.28
1.32,1.30,1.35,1.26
1.29,1.34,1.39,1.29
1.31,1.31,1.32,1.29
1.35,1.39,1.39,1.35
1.33,1.32,1.35,1.29
1.33,1.32,1.37,1.32
1.33,1.32,1.35,1.32
1.33,1.30,1.33,1.24
1.30,1.29,1.30,1.29
1.30,1.27,1.30,1.22
1.28,1.28,1.29,1.28
1.24,1.29,1.30,1.24
1.30,1.30,1.39,1.26
1.27,1.33,1.34,1.27
1.29,1.33,1.34,1.29
1.30,1.34,1.37,1.29
1.32,1.34,1.35,1.22
1.32,1.30,1.38,1.23
1.31,1.30,1.31,1.27
1.30,1.32,1.32,1.27
1.30,1.30,1.30,1.29
1.30,1.30,1.30,1.26
1.28,1.29,1.30,1.28
1.28,1.30,1.30,1.27
1.28,1.31,1.33,1.25
1.28,1.30,1.31,1.25
1.28,1.28,1.30,1.25
1.20,1.18,1.22,1.07
1.18,1.23,1.28,1.18
1.21,1.27,1.30,1.18
1.23,1.25,1.26,1.22
1.25,1.27,1.27,1.22
1.24,1.23,1.25,1.20
1.18,1.22,1.23,1.18
1.21,1.24,1.24,1.20
1.20,1.25,1.25,1.19
1.21,1.23,1.24,1.19
1.24,1.28,1.28,1.24
1.28,1.28,1.28,1.24
1.28,1.28,1.28,1.23
1.25,1.27,1.27,1.24
1.22,1.26,1.27,1.22
1.25,1.31,1.32,1.22
1.28,1.31,1.33,1.27
1.30,1.36,1.36,1.27
1.31,1.40,1.40,1.30
1.30,1.31,1.32,1.27
1.34,1.31,1.34,1.27
1.28,1.31,1.34,1.27
1.27,1.30,1.30,1.23
1.30,1.30,1.31,1.25
1.24,1.28,1.30,1.24
1.27,1.28,1.29,1.27
1.28,1.28,1.29,1.28
1.28,1.27,1.28,1.24
1.29,1.29,1.29,1.25
1.30,1.30,1.30,1.25
1.30,1.30,1.37,1.29
1.27,1.36,1.47,1.27
1.34,1.32,1.34,1.30
1.29,1.30,1.35,1.29
1.29,1.30,1.35,1.26
1.25,1.26,1.29,1.22
1.28,1.28,1.28,1.23
1.36,1.29,1.36,1.24
1.27,1.27,1.30,1.26
1.24,1.27,1.28,1.24
1.21,1.21,1.24,1.17
1.19,1.20,1.22,1.16
1.14,1.18,1.18,1.11
1.15,1.17,1.19,1.15
1.13,1.15,1.16,1.06
1.14,1.18,1.19,1.12
1.15,1.11,1.16,1.10
1.10,1.17,1.17,1.09
1.17,1.16,1.17,1.14
1.13,1.16,1.17,1.13
1.13,1.13,1.14,1.11
1.12,1.15,1.15,1.10
1.14,1.14,1.14,1.10
1.14,1.13,1.14,1.13
1.09,1.12,1.13,1.09
1.08,1.08,1.11,1.06
1.10,1.11,1.13,1.07
1.10,1.12,1.12,1.06
1.11,1.08,1.11,1.08
1.06,1.07,1.08,1.03
1.03,1.14,1.14,1.02
1.12,1.10,1.12,1.03
1.10,1.10,1.10,1.04
1.12,1.10,1.13,1.10
1.09,1.09,1.10,1.05
1.07,1.07,1.07,1.05
1.05,1.06,1.10,1.03
1.04,1.08,1.10,1.04
1.07,1.07,1.07,1.02
1.02,0.98,1.06,0.93
0.94,1.00,1.14,0.86
0.99,0.95,1.00,0.90
0.94,0.95,0.97,0.93
0.90,0.92,0.95,0.90
0.81,0.87,0.91,0.81
0.84,0.86,0.92,0.81
0.80,0.84,0.85,0.78
0.81,0.78,0.83,0.75
0.82,0.78,0.82,0.77
0.75,0.73,0.78,0.69
0.72,0.75,0.76,0.67
0.70,0.70,0.72,0.69
0.70,0.70,0.71,0.68
0.66,0.69,0.70,0.64
0.66,0.67,0.67,0.65
0.66,0.67,0.74,0.66
0.68,0.72,0.72,0.66
0.66,0.66,0.72,0.64
0.66,0.68,0.73,0.66
0.64,0.65,0.66,0.63
0.66,0.67,0.68,0.63
0.84,0.69,0.84,0.69
0.70,0.73,0.84,0.70
0.74,0.74,0.74,0.71
0.70,0.72,0.73,0.68
0.73,0.70,0.73,0.67
0.70,0.70,0.70,0.69
0.69,0.72,0.72,0.64
0.68,0.69,0.70,0.65
0.68,0.67,0.68,0.66
0.67,0.67,0.67,0.64
0.65,0.68,0.70,0.62
0.62,0.67,0.69,0.61
0.65,0.68,0.70,0.64
0.70,0.68,0.70,0.67
0.67,0.70,0.71,0.66
0.66,0.70,0.70,0.64
0.66,0.69,0.71,0.66
0.67,0.71,0.71,0.67
0.70,0.70,0.70,0.69
0.67,0.67,0.71,0.67
0.67,0.70,0.71,0.65
0.70,0.70,0.70,0.66
0.71,0.70,0.73,0.65
0.66,0.70,0.70,0.66
0.70,0.70,0.72,0.69
0.70,0.73,0.73,0.70
0.70,0.72,0.75,0.67
0.70,0.70,0.73,0.66
0.73,0.73,0.73,0.73
N/A,N/A,N/A,N/A
0.70,0.71,0.71,0.70
0.69,0.69,0.74,0.68
0.72,0.72,0.72,0.71
0.71,0.72,0.73,0.62
0.70,0.72,0.72,0.70
0.69,0.72,0.72,0.67
N/A,N/A,N/A,N/A
0.71,0.71,0.72,0.68
0.69,0.70,0.70,0.67
0.67,0.70,0.73,0.67
0.71,0.71,0.71,0.68
0.72,0.73,0.73,0.70
0.72,0.73,0.73,0.72
0.70,1.00,1.00,0.68
0.84,0.80,0.86,0.80
0.81,0.85,0.99,0.79
0.85,0.90,0.92,0.80
0.92,0.97,1.00,0.90
0.92,0.94,0.95,0.90
0.87,0.87,0.89,0.78
0.85,0.87,0.88,0.83
0.86,0.87,0.87,0.86
0.92,0.88,0.92,0.86
0.87,0.80,0.87,0.74
0.81,0.82,0.86,0.81
0.84,0.86,0.97,0.76
0.87,0.88,0.94,0.85
0.91,0.89,0.91,0.86
0.85,0.89,0.89,0.85
0.89,0.84,0.89,0.84
0.86,0.87,0.90,0.84
0.96,0.85,0.96,0.85
0.86,0.87,0.89,0.85
0.86,0.85,0.88,0.84
0.85,0.87,0.87,0.83
0.87,0.87,0.87,0.84
0.88,0.88,0.88,0.87
0.85,0.86,0.90,0.85
0.87,0.87,0.87,0.86
0.83,0.88,0.88,0.82
0.77,0.86,0.88,0.74
0.88,0.85,0.88,0.85
0.85,0.87,0.87,0.83
0.82,0.87,0.92,0.82
0.82,0.86,0.86,0.82
0.81,0.87,0.87,0.81
0.82,0.86,0.87,0.82
0.87,0.82,0.87,0.80
0.86,0.83,0.86,0.83
0.87,0.85,0.87,0.85
0.80,0.85,0.85,0.80
0.80,0.85,0.87,0.80
0.81,0.85,0.85,0.81
0.84,0.85,0.85,0.84
0.85,0.85,0.85,0.85
0.86,0.85,0.86,0.82
0.85,0.88,0.90,0.84
0.85,0.88,0.88,0.80
0.86,0.88,0.88,0.84
0.87,0.88,0.88,0.87
0.82,0.88,0.88,0.82
0.82,0.88,0.89,0.80
0.85,0.88,0.88,0.82
0.87,0.88,0.88,0.87
0.86,0.90,0.92,0.86
0.86,0.90,0.92,0.84
0.91,0.91,0.91,0.91
0.85,0.90,0.90,0.84
0.87,0.93,1.00,0.87
0.89,0.93,0.93,0.86
0.88,0.89,0.94,0.83
0.92,0.90,0.97,0.87
0.88,0.89,0.92,0.85
0.86,0.89,0.91,0.85
0.87,0.89,0.90,0.82
0.89,0.87,0.90,0.86
0.84,0.86,0.86,0.84
0.85,0.88,0.91,0.83
0.89,0.90,0.91,0.87
0.90,0.91,0.95,0.88
0.94,0.90,0.98,0.87
0.88,0.87,0.90,0.87
0.87,0.87,0.88,0.86
0.87,0.88,0.88,0.85
0.86,0.94,0.99,0.86
0.98,0.95,0.98,0.87
0.89,0.86,0.92,0.85
0.85,0.87,0.92,0.83
0.89,0.88,0.89,0.82
0.85,0.88,0.88,0.85
0.89,0.86,0.94,0.86
2.35,2.33,2.50,2.33
2.42,2.37,2.49,2.16
2.40,2.42,2.42,2.36
2.36,2.34,2.42,2.34
2.39,2.41,2.41,2.33
2.33,2.40,2.40,2.33
2.28,2.34,2.34,2.27
2.30,2.32,2.34,2.29
2.37,2.31,2.37,2.31
2.31,2.33,2.44,2.27
2.40,2.55,2.68,2.40
2.61,2.61,2.63,2.52
2.64,2.63,2.65,2.60
2.62,2.69,2.69,2.60
2.61,2.65,2.70,2.61
2.58,2.52,2.58,2.44
2.55,2.58,2.68,2.52
2.51,2.59,2.60,2.51
2.56,2.65,2.65,2.56
2.59,2.70,2.88,2.58
2.63,2.66,2.67,2.60
2.64,2.65,2.80,2.57
2.66,2.67,2.68,2.65
2.70,2.70,2.70,2.66
2.70,2.80,2.94,2.65
2.73,2.80,2.82,2.72
2.86,2.81,2.89,2.75
2.82,2.78,2.91,2.77
2.90,2.89,2.90,2.87
2.90,2.93,2.93,2.90
2.93,2.98,3.05,2.92
3.03,3.05,3.06,2.98
3.07,3.24,3.24,3.07
3.23,3.19,3.30,3.19
3.25,3.31,3.42,3.23
3.38,3.50,3.52,3.37
3.57,3.69,3.70,3.49
3.89,3.95,4.00,3.80
3.99,3.99,4.00,3.80
4.00,4.00,4.01,3.91
4.01,4.01,4.02,3.97
4.00,4.00,4.01,3.97
3.87,3.89,3.92,3.57
3.87,3.86,3.90,3.86
3.51,3.49,3.58,3.46
3.56,3.75,3.79,3.55
3.73,3.84,3.95,3.71
3.78,3.95,3.96,3.72
3.97,3.89,3.97,3.87
3.85,3.95,3.95,3.84
3.86,3.99,3.99,3.86
3.89,4.00,4.04,3.89
4.03,3.90,4.03,3.90
3.75,3.86,3.92,3.75
3.78,3.84,3.97,3.78
3.70,3.84,3.84,3.70
3.77,3.81,3.84,3.70
3.79,3.80,3.81,3.74
3.81,3.75,3.81,3.70
3.63,3.64,3.71,3.54
3.53,3.70,3.82,3.53
3.66,3.80,3.81,3.66
3.81,3.77,3.84,3.74
3.78,3.78,3.84,3.74
3.73,3.83,3.85,3.71
3.77,3.82,3.82,3.76
3.79,3.78,3.85,3.72
3.80,3.88,3.90,3.80
3.80,3.88,3.88,3.80
3.85,3.88,3.88,3.84
3.84,3.90,3.90,3.84
3.84,3.90,3.90,3.83
3.80,3.90,3.90,3.80
3.81,3.96,3.98,3.81
3.98,3.95,3.98,3.90
3.91,3.91,3.97,3.89
3.81,3.93,3.93,3.75
3.83,3.90,3.90,3.80
3.84,3.83,3.85,3.77
3.82,3.80,3.85,3.75
3.87,3.86,3.87,3.86
3.85,3.85,3.85,3.85
3.84,3.85,3.86,3.84
3.85,3.83,3.85,3.79
3.75,3.83,3.84,3.75
3.76,3.85,3.94,3.76
3.77,3.85,3.88,3.75
3.84,3.80,3.85,3.80
3.79,3.84,3.84,3.73
3.73,3.86,3.86,3.73
3.74,3.80,3.80,3.73
3.72,3.68,3.80,3.68
3.73,3.79,3.84,3.73
3.57,3.71,3.75,3.57
3.76,3.75,3.78,3.70
3.58,3.70,3.86,3.55
3.67,3.74,3.79,3.59
3.76,3.66,3.76,3.64
3.56,3.58,3.67,3.54
3.66,3.66,3.79,3.60
3.61,3.62,3.85,3.60
3.58,3.65,3.87,3.55
3.41,3.60,3.68,3.41
3.54,3.60,3.69,3.54
3.54,3.60,3.64,3.53
3.51,3.56,3.64,3.49
N/A,N/A,N/A,N/A
3.45,3.39,3.56,3.38
3.40,3.41,3.49,3.38
3.42,3.48,3.48,3.42
3.42,3.49,3.54,3.42
3.51,3.51,3.51,3.51
3.47,3.50,3.50,3.47
3.46,3.66,3.71,3.33
