SBR,Sabine Royalty Trust Common Stock,NASDAQ
51.58,50.82,52.24,50.25
50.92,50.93,51.84,50.28
50.34,49.80,50.84,49.25
50.00,51.00,51.46,49.40
51.39,51.99,52.00,51.00
52.00,51.69,52.27,51.44
51.84,51.67,52.16,51.51
52.31,51.88,52.67,51.53
51.83,51.71,52.32,50.01
50.18,50.78,51.30,50.05
50.66,50.64,51.26,50.33
51.07,51.51,51.51,50.68
51.50,51.50,52.11,51.00
51.31,51.23,52.19,51.08
52.46,51.48,52.68,50.71
51.04,51.43,51.92,50.71
51.43,51.10,51.43,50.88
51.10,50.81,51.41,50.81
50.89,50.97,51.31,50.69
50.83,51.37,51.81,50.83
51.04,51.14,51.40,50.84
51.14,51.39,51.65,50.69
51.10,51.05,51.56,50.72
51.41,51.29,52.00,51.04
51.11,51.25,51.67,51.11
51.25,51.74,51.75,51.20
51.97,51.17,51.97,51.00
51.49,51.40,51.56,51.00
51.25,51.25,51.53,51.21
51.25,51.25,51.60,51.25
51.20,51.98,51.98,51.00
51.49,52.84,52.85,51.49
52.85,52.72,53.00,52.31
53.25,53.14,53.40,52.77
53.42,53.34,53.70,52.64
53.42,53.59,53.69,52.84
53.37,53.19,53.64,52.71
53.23,52.33,53.30,52.23
52.38,52.11,53.21,51.40
51.49,50.91,52.18,50.91
50.56,51.44,51.75,50.55
51.36,51.42,51.78,51.01
51.39,51.91,52.40,51.19
51.41,51.30,52.08,50.75
51.50,51.81,52.30,51.50
52.24,52.81,53.36,51.94
52.32,53.80,53.80,52.32
53.38,53.31,53.70,52.33
53.55,52.50,53.95,52.50
52.99,53.04,53.51,52.45
53.42,52.03,53.42,52.00
52.69,52.02,53.15,52.00
52.00,52.30,52.50,51.82
52.02,52.13,52.48,52.02
52.20,51.85,52.64,51.52
51.83,51.64,52.35,51.60
51.50,51.72,52.18,51.50
51.80,51.86,52.05,51.50
51.60,51.52,51.78,51.20
51.80,50.96,51.83,50.71
51.23,51.14,51.66,51.01
51.20,51.73,51.73,51.03
51.80,51.16,51.80,51.00
51.11,51.25,51.50,51.11
51.25,51.39,51.54,51.15
51.35,51.57,51.64,50.96
51.51,51.50,51.70,51.28
51.74,51.73,52.00,51.55
51.57,51.51,51.75,51.50
51.67,51.15,51.99,51.11
50.99,50.85,51.47,50.69
51.00,50.58,51.26,50.10
50.35,51.67,51.67,50.05
51.71,52.32,52.32,51.16
52.32,52.75,53.16,51.65
52.73,52.45,53.16,52.25
52.17,51.75,52.36,51.54
51.97,51.60,51.97,51.50
51.62,51.55,52.44,51.30
51.41,51.56,52.17,51.41
51.77,51.88,52.30,51.61
51.95,52.16,52.29,51.59
52.15,51.72,52.49,51.67
51.72,52.09,52.12,51.70
51.64,51.13,51.90,50.77
50.89,50.99,51.20,50.70
50.82,50.97,51.39,50.61
50.70,50.82,51.02,50.51
51.14,50.93,51.25,50.70
51.18,50.53,51.46,50.52
50.55,50.71,51.08,50.23
51.03,51.21,51.23,50.75
50.95,50.74,51.40,50.56
50.97,50.78,50.97,50.50
51.00,50.93,51.06,50.78
51.29,51.27,51.29,50.99
51.06,51.23,51.38,50.90
50.88,51.03,51.20,50.84
51.05,51.28,51.35,51.05
51.05,51.55,51.55,51.05
51.60,52.07,52.28,51.58
52.26,51.41,52.26,51.30
50.91,50.98,51.46,50.69
51.00,51.37,51.50,50.99
51.45,51.12,51.53,51.06
51.18,51.29,51.31,51.05
51.05,51.33,51.38,51.05
51.40,51.38,51.40,51.00
51.38,51.56,51.56,50.99
51.50,51.83,51.93,51.16
51.69,51.50,51.96,51.50
51.49,51.22,51.75,51.22
51.25,51.45,51.55,51.25
51.67,51.69,51.83,51.67
51.83,51.74,51.83,51.45
51.59,51.72,51.80,51.51
51.73,51.49,52.00,51.30
51.35,51.23,51.55,51.11
51.70,51.21,51.70,51.10
51.30,51.21,51.50,51.15
51.50,51.32,51.58,51.31
51.37,51.34,52.00,51.33
51.34,51.46,51.46,51.10
51.20,51.42,51.51,51.20
51.53,51.48,51.70,51.11
51.28,50.78,51.28,50.78
50.80,50.81,50.91,50.60
50.53,50.54,51.00,50.53
50.53,50.33,51.00,50.28
50.17,50.39,50.49,50.16
50.43,50.54,50.91,50.29
50.80,50.25,50.80,50.25
50.19,50.15,50.52,50.00
50.00,49.75,50.14,49.75
49.90,50.56,50.89,49.50
50.13,50.31,50.46,50.07
50.44,50.41,50.93,49.95
50.50,50.98,51.35,50.50
51.25,50.85,51.25,50.50
50.85,50.39,51.10,50.07
50.31,49.70,50.32,49.00
49.68,49.81,50.10,49.54
49.60,49.64,49.82,49.30
49.60,49.99,50.00,49.54
49.99,50.06,50.25,49.75
50.06,49.75,50.19,49.58
49.64,49.74,50.06,49.50
49.65,49.99,50.12,49.60
49.83,49.99,50.12,49.50
49.98,49.93,50.12,49.75
49.81,49.92,49.99,49.61
51.50,50.20,51.50,49.80
50.46,49.76,50.46,49.75
49.52,50.17,50.47,49.52
50.53,50.55,50.60,50.30
50.05,50.69,50.75,50.05
50.51,50.72,51.06,50.51
50.92,51.49,51.49,50.52
51.60,51.18,51.89,50.62
51.01,51.30,51.30,50.75
51.02,51.06,51.37,51.00
51.04,50.80,51.20,50.80
51.10,51.15,51.24,50.84
51.15,51.40,51.45,50.80
50.90,51.60,51.78,50.90
51.95,51.43,51.97,51.35
51.84,51.28,51.84,50.73
51.01,51.04,51.37,51.00
51.04,51.31,51.40,51.04
51.58,51.01,51.58,51.01
51.15,51.01,51.40,50.90
51.11,50.60,51.27,50.60
50.65,50.50,51.04,50.49
50.25,49.96,50.27,47.81
50.34,50.84,51.18,49.21
51.07,50.88,51.19,50.22
50.72,50.52,51.07,50.50
50.34,49.65,50.78,49.53
49.74,49.93,50.00,49.68
49.80,50.40,50.74,49.80
50.52,50.69,50.75,50.41
50.48,49.80,50.75,49.80
49.82,49.31,49.82,49.11
49.31,49.31,49.84,49.31
49.40,49.46,49.61,49.25
49.50,49.67,49.67,49.12
49.46,49.39,49.75,49.38
49.30,49.25,49.73,49.21
49.44,49.28,49.73,49.10
49.27,49.73,49.73,49.15
49.50,49.26,49.73,49.26
49.26,49.16,49.41,49.10
49.20,49.63,49.75,49.11
49.39,49.26,49.64,49.10
49.60,49.37,49.72,49.11
49.57,49.50,49.80,49.33
49.71,49.42,49.80,49.14
49.21,49.65,49.80,49.20
49.72,50.79,50.80,49.65
50.88,51.42,51.42,50.88
51.04,50.94,51.44,50.71
51.08,51.25,51.35,50.96
51.50,51.73,51.73,51.17
51.75,51.39,51.76,51.39
51.30,51.07,51.39,50.67
51.19,51.07,51.24,50.77
50.91,50.95,51.24,50.77
51.00,51.02,51.05,50.79
51.22,50.81,51.50,50.75
51.00,51.00,51.37,50.82
51.13,51.15,51.30,51.00
51.40,51.55,51.69,51.27
51.66,51.15,51.97,51.15
51.20,50.97,51.20,50.80
51.06,51.44,51.57,50.80
51.40,51.56,51.58,51.33
51.59,51.74,51.99,51.35
51.95,51.37,51.97,51.27
52.30,53.48,53.74,52.30
53.56,53.99,54.00,53.25
54.00,54.10,54.75,54.00
54.50,54.49,54.65,54.20
54.27,54.21,54.50,53.99
54.21,54.12,54.30,53.80
54.31,54.04,54.59,54.00
54.13,53.95,54.25,53.61
54.00,53.85,54.23,53.85
53.99,53.80,53.99,53.36
53.64,53.75,53.99,53.53
53.95,54.69,54.93,53.95
54.73,54.71,54.99,54.36
54.78,55.33,55.68,54.50
55.61,55.70,55.94,55.23
55.90,55.64,55.94,55.50
55.60,55.61,55.75,55.60
55.76,55.62,55.79,55.53
55.50,56.47,57.00,55.10
56.65,56.78,56.88,55.86
57.38,57.28,57.40,56.70
57.37,57.25,57.50,57.02
57.00,57.78,57.87,56.84
57.77,59.04,59.05,57.70
59.25,59.81,59.88,59.25
59.95,60.11,60.62,59.57
60.11,59.83,60.33,59.80
60.50,59.99,60.50,59.58
59.61,60.05,60.36,59.21
60.28,60.72,60.72,60.02
60.95,61.28,61.46,60.25
61.40,61.70,61.95,61.21
61.94,62.03,62.28,60.63
62.31,63.48,63.76,62.00
63.91,63.02,63.91,63.02
63.02,62.40,63.47,62.27
62.49,58.76,62.49,58.41
58.73,59.74,60.21,58.50
60.03,60.50,60.79,59.54
60.01,60.33,60.49,59.50
60.94,60.60,60.98,59.81
60.94,59.82,60.94,59.82
59.49,59.55,59.75,58.70
59.60,59.00,59.84,58.90
58.71,58.43,58.76,58.08
58.34,58.99,59.12,58.05
59.06,58.82,59.13,58.25
58.54,58.73,59.12,58.35
58.36,58.06,58.74,57.32
58.07,58.09,58.71,58.07
58.05,57.90,58.70,57.32
57.72,58.01,58.28,57.60
58.00,58.37,58.70,57.99
58.51,58.89,58.96,58.30
58.64,58.89,58.89,58.50
58.90,58.80,59.18,58.60
58.89,58.50,59.21,58.50
58.75,58.00,59.30,58.00
57.90,58.33,58.42,57.87
58.05,57.81,58.30,57.50
58.25,58.78,59.00,58.13
59.32,58.37,59.32,58.00
58.36,56.75,58.66,56.74
56.43,56.81,57.17,55.75
56.67,57.02,57.79,56.53
57.18,56.35,57.32,56.35
56.50,57.03,57.18,56.43
57.76,56.78,57.79,56.73
57.19,57.74,57.75,56.50
57.70,57.89,58.56,57.31
57.88,57.79,58.55,57.12
57.98,57.45,58.69,57.20
57.73,57.10,57.73,56.80
56.85,57.42,58.04,56.85
57.80,56.64,57.92,56.51
56.70,56.40,56.77,56.30
56.20,56.95,57.57,56.12
56.95,56.65,57.15,56.56
56.60,55.90,56.65,55.75
55.89,54.84,56.64,54.01
55.00,55.85,55.85,54.46
55.99,54.70,55.99,54.59
54.84,55.88,56.00,54.40
56.17,57.01,57.24,55.59
57.14,55.50,57.14,55.00
55.52,57.19,57.19,55.52
56.98,55.93,57.19,55.31
55.70,55.25,55.70,55.01
55.13,56.00,56.30,55.13
56.00,55.12,56.00,55.00
55.00,55.98,56.20,55.00
55.25,54.86,55.45,54.40
54.68,55.00,55.25,54.25
54.73,54.00,54.73,53.68
53.72,55.19,55.48,53.72
55.00,54.24,55.90,54.22
54.26,54.79,54.79,53.76
54.98,54.45,55.49,54.09
54.64,55.86,55.86,54.64
55.89,53.78,55.89,53.75
54.10,55.00,55.01,53.91
55.10,55.81,55.81,54.90
55.77,54.25,55.77,54.23
54.20,55.72,55.72,53.85
56.00,54.24,56.00,53.95
54.10,55.28,55.48,53.87
55.11,54.10,55.30,53.85
54.32,53.40,54.53,53.25
53.36,53.85,53.85,51.73
53.35,53.42,53.90,53.09
53.06,52.02,53.06,51.47
51.75,51.46,51.95,50.02
50.95,49.00,50.95,45.60
48.55,47.52,49.23,46.10
47.52,48.21,48.92,47.52
47.50,47.71,47.87,46.49
46.50,50.24,50.78,46.36
50.15,49.10,51.00,49.00
49.10,50.99,50.99,49.10
51.00,53.01,53.99,50.83
53.23,51.55,53.23,51.10
52.01,51.04,52.21,51.01
51.00,50.33,51.05,49.58
50.00,49.62,50.15,49.60
49.62,52.10,52.10,49.62
52.49,51.25,52.49,51.17
51.23,50.79,51.57,50.41
51.49,52.09,52.13,50.80
52.09,50.51,52.61,50.50
50.50,50.01,50.59,49.10
49.95,51.15,51.29,49.60
51.05,50.79,51.10,50.50
50.94,51.70,51.75,50.94
51.70,51.60,52.45,51.52
51.67,52.30,52.55,50.50
51.76,50.78,52.46,50.77
50.69,50.13,51.20,49.64
50.00,51.09,51.45,49.60
50.69,50.50,51.00,50.25
50.84,51.23,51.53,49.83
51.00,52.00,52.00,50.45
51.64,52.28,52.29,51.62
52.50,52.22,52.59,51.63
51.97,52.20,52.50,51.60
51.82,51.47,52.00,51.00
51.21,50.07,51.46,50.04
49.50,48.25,50.21,48.14
48.84,44.86,48.84,44.20
44.25,44.50,44.98,42.25
44.19,46.06,46.82,43.97
45.55,44.37,46.27,43.51
44.00,45.00,45.37,43.50
44.10,41.00,44.56,40.08
38.06,41.50,41.82,38.03
41.00,39.18,41.48,38.04
38.15,39.13,41.47,38.15
37.87,38.24,38.98,37.83
37.86,36.05,39.00,35.10
35.27,36.01,37.09,33.77
35.76,39.57,40.00,35.76
41.01,37.85,41.01,37.54
37.90,38.32,38.79,37.50
39.20,38.28,39.51,37.06
38.03,38.32,39.22,37.55
38.56,37.24,38.56,37.20
37.75,36.64,38.19,36.25
37.05,36.69,37.68,36.38
36.19,35.59,36.39,35.40
35.35,35.78,36.04,35.00
36.35,37.75,38.29,36.00
37.49,36.36,37.49,35.85
36.36,36.17,36.99,35.49
37.08,35.64,37.68,35.64
36.13,37.72,38.00,36.00
38.00,38.16,38.94,36.98
38.16,37.15,38.79,37.12
37.15,36.75,37.72,36.72
36.71,36.92,37.90,36.50
37.30,37.44,37.87,37.15
37.77,39.75,39.96,36.94
39.35,38.89,39.96,38.35
39.23,39.07,39.75,38.65
39.68,39.46,39.77,38.79
39.78,39.80,39.97,39.40
39.80,39.64,42.13,39.55
39.66,40.21,40.47,39.51
40.40,39.84,41.45,39.50
40.25,39.11,40.25,38.24
38.62,39.70,39.95,38.60
40.19,41.74,41.74,40.00
41.95,42.29,43.68,41.55
41.70,40.52,42.26,40.05
41.68,41.75,42.07,40.61
42.14,42.06,42.80,41.08
41.96,42.97,42.97,41.69
43.27,42.79,43.27,42.15
42.31,42.03,42.67,42.02
42.01,41.05,42.51,40.25
41.05,42.01,42.18,40.87
42.22,42.40,42.54,42.00
42.01,42.00,42.77,42.00
41.74,41.94,42.70,41.01
41.94,41.40,42.46,41.21
41.74,41.89,42.80,41.26
42.40,42.61,43.39,41.94
43.28,43.03,43.28,42.37
42.90,43.00,43.30,42.50
42.77,42.71,43.27,42.70
43.21,43.95,44.39,42.71
44.24,44.32,45.02,42.70
44.62,44.52,45.00,43.44
44.29,43.40,44.96,43.40
43.93,42.61,43.93,42.61
42.60,42.51,43.52,42.50
42.41,42.33,43.36,42.25
42.96,42.58,42.96,42.26
42.03,41.21,42.40,40.69
40.73,40.34,40.73,39.61
39.80,38.82,40.19,38.30
38.82,39.14,39.25,38.50
38.68,40.84,40.84,38.53
40.36,39.20,40.84,39.02
39.72,39.62,40.73,39.05
39.72,39.52,40.40,39.52
39.95,39.56,40.17,39.51
39.94,39.60,39.95,39.34
39.82,39.88,40.96,39.61
39.76,39.41,40.00,39.26
39.90,40.43,40.87,39.39
40.68,39.34,40.69,39.18
39.30,39.01,40.26,38.61
38.99,39.86,40.00,38.99
39.50,40.16,41.25,39.50
39.82,40.23,40.80,39.82
40.00,39.82,40.25,39.59
39.81,39.97,40.00,39.81
40.00,39.90,40.33,39.89
39.72,40.00,40.00,39.72
40.00,39.98,40.10,39.83
40.13,41.47,41.51,39.85
41.52,41.69,41.97,41.00
41.63,41.95,42.05,41.26
41.98,41.41,42.74,41.41
41.60,41.60,42.45,41.55
41.60,42.12,42.31,41.60
41.76,41.57,42.08,41.35
41.64,41.47,41.64,41.06
41.21,40.01,41.22,40.01
40.25,39.81,40.44,39.55
40.00,40.45,40.45,39.63
40.17,40.34,40.45,39.87
40.14,40.22,40.45,40.08
40.45,39.77,40.45,39.75
40.04,40.23,40.45,39.93
40.26,40.28,41.38,39.99
40.10,39.98,40.70,39.78
40.08,40.23,40.27,39.83
40.39,40.02,40.39,40.00
40.21,39.93,40.88,39.80
39.81,39.52,40.50,39.52
39.57,39.35,39.59,39.28
39.35,39.86,39.96,39.09
39.86,40.40,40.85,39.74
40.06,40.49,40.89,39.16
40.26,39.53,40.74,39.51
39.76,39.59,40.06,39.27
39.22,39.28,39.74,39.01
39.02,39.02,39.51,38.00
39.02,39.36,39.48,38.00
39.14,39.27,39.34,38.95
39.43,39.48,39.48,39.01
39.47,39.23,39.48,39.22
39.22,39.85,39.93,39.20
39.62,39.65,39.96,39.50
39.66,39.17,39.66,38.95
39.03,39.26,40.00,39.03
39.47,39.40,39.98,39.37
39.82,39.55,39.86,39.53
39.77,39.58,39.95,39.57
39.44,39.48,39.73,39.33
39.34,39.10,39.95,39.10
39.10,39.23,39.33,39.03
39.36,39.03,39.76,39.03
39.15,39.32,39.75,39.15
39.18,39.22,39.57,39.05
39.05,39.15,39.38,39.05
39.16,39.04,39.50,39.00
39.04,39.20,39.72,39.04
39.31,39.05,39.43,39.01
39.00,38.97,39.24,38.97
39.00,38.17,39.04,38.01
38.14,38.00,38.38,37.88
38.07,37.75,38.24,37.50
37.71,37.04,37.71,36.75
37.01,37.95,38.50,37.01
37.52,37.89,38.32,37.52
37.72,38.55,38.55,37.50
38.12,38.85,39.44,37.99
39.00,38.86,39.43,38.52
38.69,38.74,39.23,38.50
38.75,38.40,39.00,38.07
38.15,37.49,38.15,37.44
37.49,36.54,37.49,35.74
36.35,35.69,37.17,35.50
35.80,35.87,35.98,35.72
35.63,34.35,35.78,34.11
34.26,35.28,35.80,34.00
35.51,34.83,36.69,34.00
34.58,35.27,35.71,34.19
35.03,34.14,35.75,34.14
34.19,32.99,34.25,32.25
33.23,34.85,35.04,32.80
34.91,35.07,35.60,34.20
35.27,34.31,35.59,33.57
33.98,33.09,33.98,32.86
32.94,31.58,32.94,31.40
31.80,31.30,31.95,30.51
30.85,31.27,31.83,30.51
30.97,32.20,32.24,30.51
31.76,32.16,32.99,31.76
33.00,33.70,33.95,32.40
33.16,33.71,34.10,32.80
33.75,33.53,34.48,33.08
33.20,31.82,33.20,31.60
31.80,31.50,31.95,31.00
31.35,30.37,31.64,30.36
30.17,29.95,31.00,29.74
29.79,28.04,29.95,27.10
27.95,29.71,29.91,27.66
29.63,29.19,30.28,28.77
26.56,28.94,29.34,26.56
29.01,30.50,30.50,28.82
31.19,31.88,32.48,30.01
32.47,32.34,33.53,31.85
32.69,32.81,34.60,32.32
34.01,32.72,34.49,32.29
32.50,31.24,32.50,31.06
31.17,31.16,31.60,30.19
30.84,31.00,32.76,30.76
30.80,31.45,31.55,30.71
31.47,31.69,32.50,31.00
31.98,31.40,32.92,31.35
31.75,31.77,32.23,31.65
31.07,30.33,32.30,30.25
30.88,30.45,30.91,30.01
30.40,30.80,31.70,30.20
31.18,32.10,32.20,30.87
32.19,31.71,33.75,31.15
31.01,31.84,33.00,31.01
32.05,32.03,32.45,31.25
31.66,31.72,32.54,31.44
31.78,31.06,32.54,31.05
31.14,31.47,32.29,31.06
31.30,31.28,31.90,31.01
31.00,30.38,31.80,30.28
30.36,29.60,30.77,29.00
29.55,30.56,30.76,29.48
30.94,30.93,31.60,30.60
30.74,31.33,31.42,30.57
31.47,32.45,33.00,31.10
32.50,34.30,34.78,32.25
34.99,34.49,35.04,34.10
35.04,35.75,35.80,34.05
35.59,35.50,36.00,34.75
35.50,34.60,35.99,34.01
34.50,34.47,35.41,33.84
34.57,35.27,35.61,34.57
34.57,34.67,35.56,34.02
34.95,34.80,34.95,33.60
34.69,35.37,35.45,33.40
35.15,35.02,35.74,34.52
34.75,34.50,34.99,33.64
34.96,33.74,35.14,33.74
33.55,33.33,34.28,32.57
33.03,33.14,34.20,33.00
32.71,31.66,32.75,30.60
31.73,31.97,32.40,31.01
32.30,32.36,33.14,31.81
32.71,32.15,32.71,31.27
32.40,32.47,33.10,32.17
32.46,32.48,32.95,32.03
32.50,32.47,32.50,31.60
32.04,32.15,32.36,31.55
32.06,31.96,32.29,31.80
32.30,31.80,32.30,31.64
31.66,31.78,32.30,31.55
31.90,32.18,32.50,31.73
31.22,31.63,32.19,31.11
31.63,31.40,31.72,30.80
31.21,31.68,31.77,31.21
31.82,31.10,31.96,30.74
31.46,31.55,31.55,30.79
31.43,31.66,31.81,30.80
31.54,31.50,31.74,31.01
31.56,31.17,31.65,31.11
31.23,32.17,32.43,31.23
32.01,32.00,32.49,31.74
32.13,32.16,32.50,32.01
32.36,32.94,33.00,32.20
32.99,33.26,33.50,32.97
33.20,32.65,33.27,32.56
32.69,30.76,32.78,30.57
30.50,29.73,30.50,29.33
29.47,28.50,29.47,27.85
28.01,28.22,28.72,28.00
28.16,28.47,28.99,28.16
28.45,28.95,29.87,28.25
28.31,28.55,28.86,28.11
28.30,27.45,28.30,27.13
27.19,27.66,27.66,27.10
27.43,27.75,28.20,27.20
27.57,27.17,27.75,27.11
27.10,25.92,27.50,25.53
25.90,25.54,26.12,25.52
25.75,26.16,26.83,25.50
26.27,27.97,28.15,26.00
28.00,27.53,28.00,27.40
26.57,26.43,26.58,25.93
26.87,26.69,27.11,26.33
26.25,26.42,26.89,25.65
26.50,26.26,27.51,25.84
26.43,26.01,26.70,26.00
26.00,26.69,26.85,25.71
26.36,26.07,26.78,26.00
26.00,26.19,26.91,25.93
26.44,27.31,27.63,26.42
27.31,26.92,27.35,26.51
27.23,26.76,27.23,26.50
26.72,26.06,27.00,25.90
26.06,26.63,26.95,25.80
25.81,26.63,26.73,25.51
26.25,24.22,26.25,24.00
23.45,25.72,26.00,22.75
25.68,26.76,27.24,25.18
27.00,27.01,28.11,26.85
26.77,25.74,26.80,25.74
26.14,27.71,27.91,26.00
27.75,28.79,28.99,27.34
29.52,30.43,30.50,28.54
30.99,32.80,32.99,30.64
31.42,31.81,31.81,30.16
31.13,32.08,32.23,30.14
32.26,33.45,33.86,32.00
33.15,32.09,34.75,32.00
31.78,31.63,32.10,31.22
30.02,31.70,31.98,29.98
31.48,30.54,31.48,30.00
30.62,30.99,32.83,30.10
29.75,30.40,30.69,28.86
30.92,31.32,31.90,30.51
32.44,31.16,32.44,30.04
31.78,33.34,33.91,31.26
33.66,33.18,33.87,32.39
32.48,31.86,32.79,31.70
32.52,32.25,32.84,31.72
31.92,31.45,32.50,31.35
31.20,32.28,32.39,31.20
32.28,32.10,32.28,31.50
32.30,32.20,33.00,31.90
32.48,31.98,32.99,31.64
32.37,31.87,32.37,31.20
32.08,32.54,32.68,31.77
32.23,32.85,33.35,32.23
32.99,33.35,33.80,32.60
33.08,34.00,34.40,33.08
33.51,32.25,33.60,32.00
32.20,32.67,33.15,32.05
32.92,31.41,33.33,31.20
31.35,31.92,32.14,31.35
31.67,31.66,32.20,31.60
31.63,31.58,32.02,31.11
31.83,32.62,32.99,31.83
32.51,32.90,33.31,32.51
33.01,32.05,33.06,32.05
31.96,32.20,32.42,31.96
31.85,31.95,32.59,31.06
31.93,31.50,32.49,31.06
30.11,30.38,30.63,29.27
30.10,29.63,30.29,29.06
29.50,29.21,29.50,27.75
29.66,29.50,30.52,28.93
29.50,29.60,29.87,29.50
29.42,29.11,29.85,28.93
29.02,29.16,29.62,29.00
29.01,29.98,30.10,28.99
29.91,30.53,31.13,29.77
30.20,29.34,30.34,29.01
29.76,30.34,31.38,29.56
30.50,30.16,30.50,30.00
30.27,31.27,31.94,30.27
30.90,31.83,32.00,30.80
31.89,31.59,32.00,31.26
31.44,30.91,31.61,30.66
30.16,31.47,31.99,30.16
31.57,32.13,32.47,31.57
31.86,32.20,32.53,31.34
32.20,31.90,32.29,31.67
31.88,31.73,32.40,31.67
31.94,31.48,32.17,31.39
31.42,32.32,32.39,31.38
31.91,32.84,32.97,31.91
32.75,32.64,33.32,32.50
32.96,32.55,33.50,32.41
32.64,32.62,32.87,32.05
32.16,32.41,32.71,32.10
32.45,32.49,33.07,32.45
32.98,32.81,33.28,32.14
32.15,32.35,33.00,32.15
32.25,32.32,32.74,32.05
32.35,32.81,33.45,32.35
32.57,33.30,33.69,32.57
33.20,33.23,33.52,33.03
33.29,33.00,33.57,32.65
33.41,33.45,33.90,32.83
33.70,34.72,34.89,33.70
34.89,34.65,34.89,34.40
34.65,34.50,34.75,33.40
34.57,34.95,34.95,34.18
34.71,34.67,35.00,34.42
34.34,34.60,34.96,34.34
34.55,34.67,34.98,34.53
34.86,34.35,34.90,34.09
34.64,34.38,34.65,33.71
34.50,34.14,34.51,33.70
34.09,33.73,34.17,33.66
33.51,33.49,33.51,33.07
33.44,33.59,33.75,33.03
33.84,34.20,34.34,33.53
34.10,34.96,35.15,33.96
35.39,35.29,35.55,34.85
35.04,35.43,35.49,34.54
35.10,34.65,35.47,34.60
34.39,34.02,34.47,33.75
33.68,33.99,34.17,33.35
33.99,34.72,35.10,33.00
34.42,34.46,35.22,33.57
34.76,34.30,35.78,34.01
34.79,34.43,34.98,34.00
34.38,34.55,34.82,34.04
34.55,34.35,34.78,33.73
34.40,34.42,34.60,34.00
33.10,33.74,34.41,33.10
33.25,32.85,33.50,32.22
32.99,33.19,34.18,32.78
33.63,33.77,33.99,33.42
33.68,33.41,33.68,33.10
33.75,34.18,34.30,33.32
33.88,33.48,33.93,33.20
33.21,33.14,33.58,33.01
33.90,35.77,36.48,33.90
36.27,36.45,36.79,36.04
37.00,36.21,37.25,35.84
36.40,36.37,37.12,36.31
36.52,36.32,36.89,36.23
36.41,35.47,36.77,35.38
35.36,35.43,35.77,35.36
35.29,35.49,35.99,35.13
35.69,35.20,35.94,35.12
35.24,35.23,35.85,35.23
35.13,35.24,35.85,35.13
35.26,35.59,35.75,35.26
35.59,35.82,35.99,35.40
35.52,36.32,36.48,35.52
36.39,36.55,36.75,36.20
36.75,36.77,37.00,36.60
36.91,36.79,37.45,36.75
37.19,36.06,37.40,35.50
36.11,35.11,36.26,35.03
35.27,35.64,36.16,35.27
35.79,36.80,37.18,35.79
37.00,37.45,37.49,36.81
37.49,38.90,38.90,37.47
38.71,39.15,39.25,37.79
39.11,39.59,39.91,38.54
39.62,40.82,40.99,39.35
40.72,39.63,40.87,39.33
39.36,39.15,39.87,38.58
38.55,37.23,38.95,37.19
37.30,37.32,37.85,36.84
37.16,38.11,38.13,36.92
38.11,37.52,38.11,37.20
37.31,36.94,37.31,36.69
37.09,37.05,37.28,36.35
36.80,36.82,37.13,36.36
36.66,36.72,37.38,36.43
36.77,36.92,37.10,36.44
37.00,36.83,37.08,36.60
36.95,36.55,37.32,36.51
36.51,36.25,36.79,36.09
36.35,36.32,36.53,36.10
36.45,36.80,36.90,36.10
36.49,36.85,36.99,36.26
36.75,37.20,37.20,36.51
37.26,37.93,38.00,37.04
37.71,37.13,37.96,36.56
36.86,36.93,36.97,36.50
36.75,36.80,37.12,36.51
36.71,36.40,36.80,36.28
36.37,37.05,37.23,36.37
36.75,37.04,37.05,36.67
37.03,36.55,37.03,36.29
36.76,36.52,37.29,36.52
36.67,36.90,37.26,36.67
37.14,36.76,37.37,36.76
36.85,36.44,36.85,36.16
36.42,36.54,37.15,36.42
36.62,37.31,37.80,36.54
37.58,38.26,38.32,36.96
38.30,37.91,38.39,37.91
38.22,36.76,38.22,36.46
36.98,37.05,37.52,36.46
37.14,36.56,37.36,36.40
36.58,37.06,37.49,36.58
37.00,37.02,37.40,36.71
36.83,37.05,37.24,36.83
37.40,37.29,37.85,37.24
37.44,36.49,37.67,36.34
36.64,37.15,37.15,36.40
36.70,37.05,37.44,36.70
37.22,36.97,37.22,36.90
37.01,37.00,37.40,36.97
37.06,37.17,37.41,37.04
37.15,37.68,37.83,37.06
37.77,37.10,37.79,37.05
37.05,37.11,37.23,37.05
37.21,36.90,37.29,36.56
36.91,36.71,36.91,36.66
36.73,36.97,37.41,36.53
37.01,36.93,37.13,36.61
36.88,36.38,36.89,36.36
36.50,36.20,36.57,35.75
36.00,36.00,36.28,35.80
35.75,36.45,37.05,35.75
36.40,36.75,37.20,36.25
36.75,37.00,37.00,36.25
37.00,36.50,37.00,36.26
36.40,35.99,36.60,35.80
35.65,36.80,37.06,35.65
36.55,36.50,36.95,35.75
36.60,35.90,36.60,35.90
36.15,35.30,36.15,35.15
35.30,35.50,35.60,35.25
35.45,35.45,35.62,35.20
35.40,35.65,35.85,35.39
35.50,35.75,35.80,35.20
35.85,35.90,36.27,35.72
35.90,35.55,35.95,35.30
35.50,36.00,36.14,35.50
36.00,36.00,36.00,35.75
35.75,35.30,35.75,35.00
35.30,34.75,35.57,33.46
35.00,35.10,35.73,34.80
35.35,35.80,35.99,35.35
35.60,35.90,35.90,35.60
36.00,36.10,36.84,36.00
