SGOL,ETFS Physical Swiss Gold Shares,NASDAQ
127.70,125.98,128.74,125.73
127.54,127.49,127.98,126.92
126.70,126.35,127.03,125.76
126.12,125.80,126.31,125.34
122.13,120.55,122.18,120.40
121.39,118.17,121.60,118.00
117.38,121.43,121.53,116.99
122.24,123.43,124.25,121.83
123.66,122.42,123.80,122.13
123.00,123.05,124.07,122.87
120.31,120.43,120.47,119.03
121.35,121.79,121.95,121.28
123.24,122.98,125.00,122.48
123.60,123.25,124.68,122.96
126.63,126.62,126.79,125.92
125.90,126.49,126.63,125.74
126.42,126.56,126.70,126.30
127.16,127.33,127.52,126.81
127.52,125.73,128.14,125.14
126.48,126.40,126.88,126.21
127.31,127.48,127.64,127.31
130.11,131.39,131.85,130.11
131.15,132.38,132.56,130.90
131.77,130.11,131.92,129.51
130.23,131.18,131.25,130.23
130.65,131.33,131.46,129.50
131.02,131.06,131.23,130.83
130.48,130.63,130.73,129.77
130.24,130.39,131.27,128.68
130.41,129.07,130.41,128.85
129.20,128.78,129.59,128.78
128.98,128.22,129.14,127.91
126.82,126.42,126.93,126.00
126.42,126.52,126.94,126.30
127.25,129.33,129.40,127.25
128.98,129.31,129.71,128.76
132.08,131.65,132.17,131.41
131.02,130.24,131.08,129.92
130.17,131.44,131.53,130.10
130.55,134.26,134.87,130.45
135.04,135.18,135.83,134.00
134.96,134.53,135.03,134.13
134.82,135.06,135.63,134.82
134.34,134.69,135.75,134.13
135.22,135.37,135.90,134.99
135.09,137.53,137.81,135.08
137.57,138.15,138.15,136.86
139.63,139.43,140.19,139.25
139.92,139.41,140.10,139.36
138.69,138.59,139.18,137.77
137.29,137.26,138.21,137.10
138.12,139.04,139.39,137.72
137.26,137.25,137.39,136.47
136.73,134.73,136.87,134.43
135.96,136.77,136.91,135.96
136.71,136.54,136.87,136.35
134.43,134.28,134.50,133.71
134.14,134.24,134.33,133.85
131.18,130.14,131.25,130.14
129.68,130.27,130.40,128.73
130.01,128.90,130.22,128.84
129.26,129.00,129.38,128.57
127.82,134.57,134.60,127.67
134.53,134.43,135.28,134.00
133.20,130.51,133.40,130.44
130.00,129.98,130.89,129.82
128.90,130.22,130.51,128.85
129.99,131.27,131.70,129.99
131.07,130.24,131.33,129.86
131.53,131.58,132.19,131.45
130.38,130.72,131.58,130.38
127.72,126.98,127.72,126.25
127.77,129.55,130.18,127.77
129.25,129.61,130.14,128.76
129.55,128.94,129.56,128.47
129.72,130.15,130.70,129.62
130.24,129.84,130.94,129.72
128.71,128.56,129.12,127.53
127.81,126.72,128.19,126.50
124.86,124.96,125.16,124.30
126.27,125.25,126.61,125.25
124.61,126.11,126.65,124.61
125.87,125.99,126.28,124.91
129.44,129.90,130.30,129.36
129.38,129.37,129.69,129.08
129.59,129.45,129.75,129.35
130.73,131.87,132.31,130.69
131.08,131.16,131.50,130.89
131.98,132.46,133.00,131.98
132.38,132.99,133.49,132.32
132.95,133.12,133.97,132.70
132.67,132.30,133.06,132.17
133.34,132.12,133.78,131.38
130.31,130.23,130.94,129.92
129.38,129.46,129.48,128.60
129.68,129.27,129.98,129.24
129.22,128.99,129.30,128.47
129.57,129.64,129.92,129.54
128.68,128.59,129.27,128.39
126.82,126.73,126.82,126.15
126.36,126.28,126.36,126.09
125.97,124.83,126.09,124.26
125.33,125.29,125.59,124.80
126.31,126.72,127.30,126.31
126.66,126.71,126.87,126.56
126.15,125.31,126.17,124.95
125.32,125.31,125.73,125.25
124.00,122.48,124.56,122.18
122.10,122.15,122.66,121.71
122.54,122.25,122.67,122.23
121.52,122.79,123.36,121.47
122.30,122.25,122.60,121.99
122.83,121.80,122.83,121.61
123.01,123.04,123.40,123.00
121.50,120.00,121.62,119.80
119.90,120.24,120.60,119.65
120.59,122.28,123.04,120.07
120.44,120.66,121.53,119.70
121.12,120.82,121.55,120.37
121.21,122.04,122.26,121.16
124.49,124.12,124.65,123.87
123.88,123.36,123.92,122.98
120.96,120.60,121.04,120.37
121.19,121.69,121.77,121.19
121.46,121.93,123.06,121.20
121.25,120.93,122.12,120.77
121.29,119.89,122.38,119.51
118.24,117.05,118.29,116.87
117.60,118.22,118.61,117.35
117.83,117.86,118.35,117.71
118.02,118.34,118.50,118.02
119.55,118.99,119.55,118.95
119.63,119.37,119.69,119.18
118.61,117.64,118.66,117.43
116.85,118.36,119.26,116.72
120.20,120.26,121.00,120.10
120.99,121.72,121.93,120.95
122.04,121.73,122.69,119.67
120.86,121.16,121.16,120.54
120.24,120.45,122.00,119.91
120.38,120.77,120.82,120.38
122.00,122.56,122.68,122.00
122.60,123.40,123.40,122.59
122.91,122.23,123.33,122.11
121.49,121.99,122.11,121.46
122.14,122.10,122.23,121.92
122.74,123.29,123.38,122.56
121.61,122.08,122.29,121.59
122.04,121.54,122.04,121.54
123.34,124.15,124.35,123.34
124.49,124.66,124.85,123.97
124.07,123.32,124.32,123.13
123.77,123.25,123.77,122.00
124.53,124.84,124.84,123.40
122.03,122.15,122.48,121.98
122.97,122.39,123.09,121.87
122.90,123.71,124.46,122.71
122.73,123.38,123.43,122.73
124.21,123.69,124.21,123.14
123.79,123.61,123.85,123.31
123.61,124.58,124.59,123.61
125.22,125.31,125.64,125.21
125.88,126.83,127.14,125.83
126.90,126.85,127.33,126.65
127.16,128.01,128.03,127.16
129.51,129.58,129.81,129.22
129.92,129.87,130.22,129.64
129.80,128.73,129.93,128.65
129.30,130.06,130.22,128.94
130.02,130.13,130.56,129.71
131.00,131.40,131.58,131.00
131.08,131.76,132.10,131.08
131.01,130.57,131.22,129.90
130.91,130.83,131.17,130.52
130.83,130.10,130.83,129.71
132.54,132.91,133.18,132.41
131.03,131.18,131.80,130.89
131.30,131.42,131.78,131.13
132.23,132.70,132.99,132.05
130.73,131.68,131.78,130.73
131.40,131.65,132.11,131.39
132.52,132.39,132.69,131.55
134.21,134.37,134.65,134.00
134.32,134.82,135.09,134.18
136.23,135.73,136.23,134.96
135.39,134.26,135.88,134.00
132.95,133.20,133.68,132.91
132.15,130.61,132.22,130.26
130.24,130.38,130.85,130.10
131.54,131.00,131.58,130.96
129.35,128.74,129.53,128.55
128.89,128.88,129.24,128.77
128.65,127.92,128.82,127.62
127.45,127.07,127.59,126.82
126.61,127.03,127.39,126.30
126.91,126.07,127.13,126.01
126.10,125.78,126.25,125.50
126.80,126.69,127.08,126.66
126.19,126.36,126.61,126.07
127.62,128.03,128.29,127.38
127.52,127.38,127.88,127.34
128.63,128.55,128.73,128.45
127.98,128.76,129.11,127.80
129.45,129.48,129.79,129.44
129.56,129.46,129.76,129.21
130.35,130.31,130.57,130.13
127.23,127.99,128.13,127.01
127.70,127.89,128.00,127.49
127.82,127.20,127.90,127.06
126.52,126.67,126.67,126.25
126.61,126.26,126.61,125.36
126.15,126.13,126.24,125.87
125.21,126.98,127.51,125.21
127.59,127.87,128.13,127.58
127.73,127.31,127.73,126.95
127.67,127.27,127.72,127.11
126.67,126.68,127.41,126.30
125.54,126.21,126.21,125.50
126.13,127.46,128.08,125.77
128.96,128.70,128.97,128.50
128.48,128.44,128.49,128.19
127.92,126.59,127.97,126.39
126.55,126.58,126.76,126.37
126.77,126.57,126.80,126.29
127.81,127.25,127.84,127.17
127.24,127.06,127.38,126.92
128.31,128.22,128.35,128.00
127.18,127.44,127.75,127.00
126.79,126.87,127.07,126.76
127.72,127.03,127.87,126.92
126.50,127.12,127.24,126.50
126.62,126.82,126.82,126.00
127.56,127.06,127.67,127.00
126.98,126.92,127.00,126.70
125.34,124.27,125.39,124.16
123.89,123.54,124.05,123.36
123.12,123.30,123.78,123.12
123.07,122.77,123.47,121.96
122.10,122.08,122.63,122.01
122.11,122.35,122.44,121.74
122.43,122.09,122.47,122.02
122.92,123.00,123.17,122.92
123.02,122.98,123.07,122.31
123.12,123.05,123.16,122.97
123.69,123.80,123.80,123.61
123.89,123.77,123.92,123.65
124.27,124.97,125.05,124.22
124.94,125.35,125.37,124.94
125.35,124.72,125.41,124.72
124.29,124.74,124.74,124.19
124.57,125.09,125.11,124.55
126.72,129.44,129.62,126.72
128.75,128.97,129.51,128.70
129.09,129.27,129.37,128.87
129.74,129.46,129.78,129.26
129.31,129.46,130.00,129.14
129.14,129.16,129.25,128.69
129.43,129.38,129.64,129.21
129.03,130.44,130.44,128.88
130.50,130.23,130.50,130.11
130.23,130.23,130.66,130.17
129.31,129.51,129.65,129.31
128.90,129.46,129.46,128.72
129.71,129.50,130.00,128.97
130.06,130.35,130.72,129.76
131.62,131.08,131.72,131.02
130.94,131.29,131.34,130.94
127.99,128.16,128.48,127.89
128.41,126.98,128.77,126.91
127.43,127.35,127.89,127.30
127.95,129.57,130.22,127.83
128.29,128.60,128.66,128.18
129.00,128.82,129.00,128.70
128.82,128.19,128.90,127.92
128.16,128.06,128.41,127.97
127.28,126.77,127.28,126.34
126.91,128.29,128.37,126.91
127.93,128.08,128.14,127.86
128.26,127.60,128.32,127.20
127.37,127.25,127.37,126.87
126.32,125.80,126.62,125.71
126.90,126.85,127.22,126.76
126.83,126.40,126.83,126.19
126.14,126.37,126.91,125.87
128.20,128.15,128.44,128.00
127.95,128.72,128.97,127.95
128.56,128.69,128.77,128.41
128.34,128.41,128.47,128.11
128.87,128.42,129.22,128.33
128.72,128.68,128.93,128.41
128.68,128.80,128.98,128.61
126.98,127.95,128.49,126.84
127.23,127.39,127.50,127.18
127.40,127.10,127.41,126.92
127.16,126.64,127.22,126.37
125.15,125.26,125.59,124.97
125.43,125.56,125.69,125.00
125.28,125.13,125.40,125.12
126.32,125.76,126.32,125.74
125.98,125.81,126.15,125.73
126.55,126.44,126.71,126.32
126.23,126.30,126.49,126.11
124.36,124.11,124.49,123.74
124.16,124.56,124.59,124.08
124.86,123.86,125.01,123.61
124.25,124.40,124.41,124.05
123.99,123.17,123.99,122.81
122.92,123.21,123.26,122.36
122.46,122.61,122.80,121.97
121.97,121.84,122.04,121.20
120.97,120.71,121.16,120.43
121.07,121.00,121.14,120.78
121.17,121.12,121.59,120.80
121.24,119.80,121.39,119.80
119.70,120.13,120.30,119.65
119.80,119.39,119.87,119.04
118.97,119.12,119.60,118.91
120.25,119.92,120.31,119.68
119.44,119.32,119.73,119.26
118.61,119.77,120.02,118.55
119.37,119.35,119.37,118.90
119.56,119.28,119.68,119.23
118.78,118.48,119.56,118.24
118.96,119.17,119.50,118.96
119.17,118.99,119.36,118.75
117.41,116.83,117.68,116.71
117.38,118.30,118.48,117.22
118.66,118.69,118.93,118.50
119.31,119.78,119.97,118.24
120.16,119.97,120.52,119.86
119.96,119.94,120.00,119.56
120.52,120.82,120.99,120.30
120.88,120.92,121.10,120.70
121.54,121.30,122.35,121.22
121.39,121.53,121.97,121.31
121.34,121.35,121.53,120.85
121.98,122.18,122.19,121.94
122.59,122.37,122.85,122.24
122.00,121.67,122.09,121.62
121.00,120.78,121.00,120.23
120.89,120.65,120.92,120.45
120.43,120.49,120.65,120.39
120.76,120.40,120.76,120.38
119.99,118.73,120.21,118.66
118.03,117.46,118.08,117.28
113.98,114.84,115.11,113.86
114.61,114.30,114.84,114.23
114.30,114.37,114.89,114.30
112.10,111.98,112.95,111.81
112.10,112.05,112.43,111.91
112.93,115.11,115.31,112.90
114.35,112.58,114.35,112.43
113.21,114.23,114.81,113.08
114.23,113.65,114.31,113.43
114.07,113.85,114.46,113.54
112.89,116.73,116.89,112.89
116.20,116.28,116.43,115.92
117.08,117.31,117.37,116.87
117.21,115.98,117.59,115.21
116.80,117.10,117.23,116.47
117.83,117.61,118.19,116.97
117.44,117.36,117.59,117.06
117.27,117.57,117.65,117.17
117.46,117.38,117.54,117.24
115.64,114.32,115.95,114.30
116.00,118.87,119.43,116.00
117.34,117.42,117.76,117.05
117.99,118.59,119.01,117.89
118.33,118.18,118.57,118.01
117.40,116.66,117.40,116.51
117.19,118.04,118.33,116.83
119.30,120.46,121.04,119.30
120.43,120.29,120.72,120.15
119.27,120.00,120.50,119.17
119.66,119.69,119.91,119.00
118.49,116.65,119.13,116.65
118.57,117.23,118.77,116.64
117.30,116.48,117.72,115.91
117.84,117.40,118.06,116.87
117.22,117.08,117.40,117.08
117.16,114.77,117.20,114.57
115.02,114.97,115.49,114.82
115.09,114.98,115.09,114.93
117.24,117.12,117.25,116.81
116.91,115.93,116.91,115.50
117.20,117.43,118.53,117.17
117.10,115.85,117.17,115.62
114.71,116.32,116.83,114.69
117.05,118.10,118.27,117.00
118.54,119.39,119.75,118.21
118.80,118.69,119.10,118.50
118.78,118.20,119.12,118.16
118.80,119.54,119.55,118.80
119.73,120.84,120.91,119.73
121.26,120.52,121.44,120.26
121.36,120.37,121.53,120.21
122.71,123.32,124.00,122.69
124.03,124.97,125.49,124.03
126.09,126.65,127.04,125.99
127.58,126.71,127.74,125.80
127.48,127.71,128.03,126.76
126.88,126.73,126.90,125.85
125.69,125.43,125.78,124.99
126.09,126.87,127.04,125.97
125.99,125.92,126.31,125.36
124.50,123.06,124.61,122.67
123.87,125.81,125.86,123.35
124.36,124.83,125.56,124.24
124.20,123.50,124.20,123.00
124.01,124.08,124.27,123.39
123.40,124.21,124.21,123.02
121.51,120.98,121.86,120.45
121.27,121.56,121.72,121.27
121.03,120.86,121.28,120.59
120.88,119.40,120.88,119.40
120.08,119.73,120.10,119.51
120.40,120.32,120.91,120.20
118.75,118.31,118.87,117.93
118.28,118.65,118.86,117.33
118.68,118.29,118.70,118.08
118.38,117.67,119.00,117.37
117.69,117.68,118.51,117.36
117.22,117.49,117.64,116.66
118.13,117.98,118.13,117.61
118.78,118.19,118.82,118.09
119.07,118.59,119.26,118.58
118.77,117.97,118.86,117.93
118.37,117.78,118.85,117.67
117.95,117.37,118.00,117.34
117.66,117.31,118.24,117.15
115.46,114.06,115.46,113.98
114.65,114.18,114.82,114.18
114.27,113.59,114.54,113.40
113.39,112.92,113.45,112.42
113.37,112.89,113.38,112.50
113.27,113.11,113.47,112.74
113.27,113.08,113.34,112.66
112.13,112.37,113.50,111.96
112.57,114.66,115.08,112.38
114.13,114.52,114.73,113.83
114.94,115.86,116.26,114.94
115.99,116.58,116.61,115.80
116.65,116.88,116.90,116.18
117.34,117.02,117.44,116.99
118.14,117.83,118.14,117.66
117.42,117.31,117.55,116.85
116.22,116.04,116.24,115.94
116.06,115.84,116.40,115.65
116.79,117.88,118.21,116.79
117.85,117.59,117.85,117.16
119.57,119.01,119.72,118.87
118.62,118.44,118.75,118.26
118.26,117.57,118.28,117.29
117.05,116.98,117.05,116.81
118.28,118.26,118.38,117.84
117.62,117.48,117.68,117.22
116.94,116.72,117.16,116.67
117.13,117.70,117.84,116.81
117.83,117.37,117.95,116.95
117.65,117.84,118.03,117.65
117.13,116.99,117.21,116.71
117.00,117.54,117.75,116.96
117.14,116.15,117.14,116.10
116.36,116.88,117.21,116.35
116.25,115.32,116.25,115.05
116.10,117.65,118.05,116.00
117.68,118.59,118.85,117.68
118.31,117.81,118.59,117.61
116.14,115.74,116.14,115.18
114.60,115.32,115.39,114.60
116.40,116.36,116.67,116.17
117.22,116.76,117.34,116.70
116.86,116.63,117.01,116.42
116.14,115.79,116.14,115.64
116.68,116.29,116.68,115.93
116.31,115.83,116.41,115.42
116.43,116.76,116.88,116.37
118.07,118.84,119.20,118.02
119.58,119.51,120.05,119.46
119.05,119.82,119.90,119.05
120.10,119.85,120.19,119.63
118.92,118.17,118.92,118.05
118.31,118.35,118.62,118.13
117.90,117.95,118.15,117.74
117.85,117.87,118.01,117.70
115.95,116.14,116.40,115.95
116.00,116.12,116.20,115.97
116.16,116.29,116.35,115.45
116.37,116.35,116.59,116.25
117.34,116.32,117.78,116.20
116.61,116.71,116.91,116.52
116.43,115.94,116.49,115.37
115.26,115.06,115.26,114.71
113.85,114.46,114.56,113.80
114.54,114.78,114.86,114.46
115.42,115.07,115.46,115.04
116.40,116.02,116.40,116.01
115.57,115.58,115.64,115.27
115.27,115.45,115.64,115.26
115.56,115.97,116.41,115.52
115.39,115.60,115.69,115.15
115.26,115.96,116.27,114.91
117.64,117.56,117.85,117.26
117.73,117.40,117.73,117.34
116.24,115.93,116.24,115.65
115.23,115.15,115.37,115.05
114.63,114.81,114.90,114.58
114.62,114.67,114.84,114.59
114.47,114.90,114.90,114.46
115.08,115.26,115.40,114.81
114.48,114.59,115.20,114.08
114.34,114.26,114.59,114.17
113.92,113.98,113.98,113.65
113.97,114.27,114.73,113.91
113.24,113.00,113.32,112.24
113.61,113.27,113.80,113.27
114.13,113.53,114.13,113.39
113.28,113.66,113.82,113.25
112.74,113.16,113.32,112.58
113.28,112.90,113.28,112.80
112.25,112.35,112.35,111.78
111.89,111.91,112.03,111.83
111.27,110.80,111.27,110.53
108.71,107.77,108.80,107.68
108.00,107.45,108.29,107.38
106.44,106.91,107.07,106.32
107.12,106.37,107.39,106.35
105.66,107.41,107.56,105.66
106.98,106.95,107.49,106.77
107.26,107.11,107.26,106.97
107.04,107.23,107.46,106.63
106.21,106.35,107.02,105.95
107.56,107.00,107.77,106.96
106.62,106.17,106.84,106.11
106.68,106.34,106.83,106.09
106.44,105.95,106.50,105.88
106.22,106.48,106.80,106.19
106.67,106.77,107.38,106.67
107.08,107.73,108.35,107.03
108.78,108.40,108.78,107.92
109.11,109.82,110.00,109.11
109.15,108.97,109.18,108.85
109.04,109.02,109.49,108.68
109.66,109.20,109.66,109.13
108.86,109.21,109.29,108.43
109.83,110.65,110.78,109.81
112.15,112.55,112.76,111.93
113.20,113.27,113.50,112.38
113.95,112.73,114.23,111.73
112.22,111.31,112.22,110.90
109.89,109.70,110.12,109.25
109.51,109.82,110.07,109.33
110.29,110.81,111.46,110.29
110.44,110.95,111.04,110.23
111.98,111.39,111.98,111.19
111.29,110.79,111.50,110.68
109.93,109.92,110.27,109.73
109.18,109.67,109.69,109.18
109.65,109.73,110.05,109.55
108.77,108.22,108.77,107.65
108.72,108.47,108.75,108.36
107.82,108.18,108.20,107.46
107.79,108.35,108.40,107.79
107.96,107.91,108.11,107.84
108.66,109.40,109.74,108.66
109.00,110.52,110.68,109.00
111.14,111.31,111.52,111.03
110.63,110.68,110.74,110.56
109.62,109.90,110.00,109.60
110.67,110.36,110.67,110.36
111.83,112.64,112.88,111.83
112.06,112.02,112.15,111.73
110.45,110.50,110.95,110.41
110.42,110.10,110.80,110.10
109.00,109.03,109.13,108.62
109.06,108.87,109.32,108.76
110.65,111.18,111.40,110.65
111.26,110.90,111.51,110.70
111.97,112.01,112.35,111.84
111.73,111.93,112.14,111.73
111.39,111.38,112.34,111.30
112.54,113.20,113.27,112.54
113.96,113.52,113.96,113.32
113.56,114.08,114.08,113.56
115.00,116.05,116.14,114.63
115.53,115.51,116.07,115.22
115.45,114.78,115.74,114.78
114.89,114.18,114.97,114.18
114.69,114.81,115.34,114.67
114.69,114.04,114.69,113.79
113.82,113.94,114.36,113.70
114.10,113.70,114.10,113.32
114.00,113.63,114.17,113.60
113.47,113.89,114.01,113.47
114.94,112.97,115.39,112.55
112.36,111.90,112.57,111.90
111.75,111.42,111.75,111.32
110.80,110.74,111.01,110.68
110.00,109.14,110.00,108.86
109.14,108.10,109.14,108.06
108.00,107.77,108.12,107.75
106.32,106.19,106.49,106.10
106.40,106.49,106.61,106.29
106.09,106.27,106.71,105.93
106.15,105.89,106.30,105.88
105.17,105.93,106.27,105.04
105.55,105.64,105.73,105.55
105.97,105.77,106.04,105.60
105.47,104.37,105.47,104.18
104.39,104.45,104.82,104.24
105.08,105.65,106.12,105.08
105.65,105.15,105.65,105.06
104.44,104.27,104.75,104.20
105.16,104.98,105.16,104.87
104.51,104.48,104.70,104.33
103.20,103.27,103.42,102.99
103.62,103.95,104.08,103.62
104.29,104.34,104.40,103.87
103.29,102.69,103.33,102.59
103.21,103.77,104.00,102.98
104.85,106.05,106.27,104.72
105.37,104.69,105.37,104.59
105.17,104.86,105.17,104.68
105.59,104.66,105.59,104.47
104.43,104.57,104.83,104.43
103.96,105.12,105.33,103.96
104.78,103.98,104.78,103.76
103.63,103.49,103.94,103.44
104.58,104.72,105.18,103.83
102.80,102.49,102.94,102.26
103.17,103.97,104.24,103.17
104.78,105.17,105.50,104.78
105.14,104.60,105.20,104.60
104.40,104.33,104.55,104.28
104.87,105.03,105.05,104.83
104.48,104.25,104.56,104.11
104.53,104.18,104.53,104.17
103.56,103.42,103.62,103.35
103.48,103.49,103.70,103.35
105.08,104.90,105.69,104.54
105.20,105.21,105.54,105.06
106.39,106.68,106.82,106.07
107.88,108.22,108.35,107.46
107.59,107.71,107.81,107.15
107.70,106.80,107.70,106.80
106.12,106.36,106.58,105.80
105.90,106.75,106.82,105.90
105.76,105.03,106.21,104.52
106.95,106.12,106.95,106.12
106.21,106.05,106.45,105.84
107.04,107.44,108.18,107.04
107.11,107.46,107.49,106.66
107.05,107.06,107.51,106.93
107.88,108.17,108.20,107.76
108.41,109.48,109.70,108.40
109.02,109.88,110.15,108.91
108.71,108.71,108.98,108.63
108.75,109.07,109.08,108.54
109.65,110.25,110.25,109.65
110.16,110.24,110.24,109.62
110.03,111.45,111.87,110.03
112.63,112.75,112.88,112.16
112.07,114.55,114.57,111.81
115.89,116.14,117.06,115.74
116.77,115.88,116.96,115.88
116.31,116.74,116.76,115.68
121.04,121.47,122.94,120.22
120.52,120.77,121.08,120.32
118.36,117.07,118.52,117.07
117.80,117.92,118.21,117.35
117.56,120.60,120.79,117.55
119.74,119.86,120.22,119.44
117.63,117.82,118.40,117.63
119.09,119.49,119.72,118.99
121.13,119.91,122.21,119.72
119.97,120.25,121.24,119.97
119.74,119.44,119.98,118.19
120.06,121.00,121.00,119.94
121.31,120.16,121.31,119.85
120.89,121.57,121.57,120.56
121.99,123.13,123.65,121.36
123.68,123.05,124.77,122.83
123.69,123.57,124.00,122.83
124.41,123.06,124.41,122.91
122.00,122.03,122.59,121.38
122.91,123.95,124.19,122.87
123.69,121.81,123.69,121.81
122.78,120.23,122.78,119.91
120.12,120.32,120.40,119.83
119.85,122.91,123.05,119.67
123.67,122.53,123.67,122.43
122.18,122.17,122.65,121.92
121.49,121.29,121.66,121.09
122.20,121.68,122.31,121.41
119.19,118.89,119.43,118.54
118.92,118.62,119.21,118.62
119.14,118.94,119.18,118.62
119.88,121.07,121.10,119.19
120.30,119.45,120.54,119.39
120.52,120.07,120.70,120.07
118.48,119.22,119.28,117.96
119.05,118.40,119.05,118.40
120.09,119.97,120.19,119.61
119.08,119.23,119.59,118.79
120.98,121.00,121.18,120.49
120.45,120.90,121.10,120.35
121.77,122.42,122.65,121.77
122.58,122.48,122.73,122.13
121.74,121.16,121.84,120.95
120.39,119.41,120.46,119.33
119.71,120.29,120.40,119.71
120.87,120.04,120.90,120.02
122.42,121.82,122.43,121.82
122.08,121.32,122.36,121.09
122.83,121.81,122.91,121.51
121.09,120.19,121.32,119.60
120.45,120.63,121.01,120.45
121.11,121.11,121.18,120.83
121.47,121.33,121.87,120.81
122.25,123.63,123.72,122.11
124.77,126.01,126.27,124.77
126.30,125.83,126.43,125.52
126.26,125.42,126.26,125.00
125.35,124.75,125.59,124.03
125.14,124.48,125.14,123.73
125.31,125.62,126.20,125.31
123.69,123.04,123.69,122.99
123.16,123.43,123.68,122.50
124.47,124.54,124.56,123.89
124.47,123.56,124.74,123.44
123.53,124.08,124.12,123.23
125.39,124.23,125.39,123.94
124.00,124.69,124.91,124.00
123.57,122.51,124.11,122.29
121.50,122.23,122.29,121.35
122.66,122.02,122.66,121.71
121.25,121.72,121.94,121.15
120.39,119.66,120.57,119.63
118.83,119.31,119.36,118.70
120.05,118.86,120.05,118.80
118.48,117.95,118.62,117.65
117.95,118.38,118.68,117.95
118.18,118.22,118.40,117.50
118.20,117.94,118.26,117.94
120.68,121.18,121.18,120.59
121.28,121.33,121.47,120.88
120.91,121.15,121.34,120.79
122.72,122.94,123.04,122.64
123.11,123.68,123.80,123.01
124.00,124.19,124.38,123.62
125.36,125.07,125.36,124.47
125.41,125.23,125.45,124.80
124.86,126.02,126.27,124.86
127.76,124.80,128.01,124.63
125.81,126.47,126.54,125.25
124.84,125.55,125.61,124.59
124.12,123.27,124.22,123.24
123.32,123.38,123.64,123.12
122.90,122.49,123.40,122.49
129.40,128.46,129.40,127.55
129.14,129.20,129.55,128.40
127.99,127.83,129.05,127.57
128.44,128.25,129.29,128.25
128.42,128.95,128.95,128.09
130.12,130.95,130.97,130.00
131.47,132.00,132.17,130.75
133.21,132.85,133.68,132.43
132.31,132.35,132.67,131.65
132.51,133.09,133.09,131.60
132.16,131.88,132.43,131.82
131.14,129.72,131.14,129.09
130.58,130.86,131.00,130.38
128.93,129.92,129.92,128.52
129.05,129.25,129.66,128.87
129.44,129.59,130.00,129.22
129.51,129.75,129.81,129.38
127.99,127.92,128.54,127.85
128.29,129.90,129.90,128.18
128.96,128.90,129.09,128.52
128.12,127.94,128.69,127.76
128.71,128.55,128.71,128.35
129.31,130.64,130.64,128.70
130.63,130.24,130.71,129.81
130.92,131.61,131.91,130.42
131.29,131.79,131.87,131.23
132.67,132.96,133.10,132.56
132.75,132.24,132.75,131.95
132.63,132.56,132.79,132.48
131.10,130.13,131.10,129.83
129.99,130.03,130.26,129.87
130.55,130.52,130.62,130.37
131.97,131.10,131.97,130.81
131.14,130.15,131.69,130.07
131.73,129.99,131.80,129.77
130.00,130.46,130.75,130.00
130.65,131.11,131.57,130.65
130.84,131.05,131.49,130.21
131.58,131.71,131.73,131.26
130.75,130.48,131.19,130.43
130.26,130.13,130.39,130.00
130.60,130.32,130.69,130.27
129.40,128.89,129.44,128.87
128.59,128.69,128.80,128.52
129.52,128.62,130.54,128.49
128.52,128.76,128.97,128.50
128.33,127.47,128.43,127.46
127.37,127.37,127.59,127.17
127.28,127.80,127.97,127.19
128.71,129.02,129.03,128.09
130.01,131.29,131.51,129.82
131.24,130.94,131.39,130.70
130.84,130.15,131.06,129.98
129.74,129.34,129.87,129.30
128.97,129.16,129.38,128.50
129.11,128.29,129.11,128.14
128.51,128.74,128.99,128.51
128.20,127.96,128.52,127.50
127.41,127.55,127.69,127.22
128.13,127.77,128.13,127.73
128.04,127.87,128.06,127.73
128.97,129.81,129.85,128.53
130.20,130.10,130.74,130.01
130.10,130.15,130.39,130.03
130.45,130.05,130.56,130.00
129.45,129.13,129.45,128.92
128.89,128.77,128.89,128.32
128.34,128.63,128.80,128.18
129.35,128.18,129.35,127.81
128.09,127.84,128.09,127.45
125.83,123.52,125.83,123.32
124.05,123.25,124.05,122.86
122.14,121.99,122.33,121.66
122.84,122.16,122.97,120.84
122.88,122.56,122.88,122.39
122.36,122.00,122.46,121.94
122.20,122.08,122.20,121.66
122.35,122.45,122.75,122.20
121.73,121.76,122.49,121.68
122.11,122.08,122.22,122.01
122.52,122.87,123.02,122.29
123.63,123.43,123.85,123.40
123.86,123.19,123.96,123.08
123.44,123.24,123.44,122.99
123.74,123.03,123.74,122.66
123.39,123.91,124.12,123.39
123.77,123.23,123.77,123.08
123.57,123.44,123.58,123.20
123.68,124.00,124.84,123.28
124.00,124.34,124.34,123.67
125.35,125.18,125.62,125.14
126.29,126.08,127.17,126.08
126.03,126.72,126.85,125.85
126.95,126.88,126.99,126.60
125.13,124.61,125.17,124.39
124.94,124.10,125.18,123.87
126.91,124.03,126.91,123.60
124.12,122.19,124.12,121.85
121.98,119.40,122.04,118.70
118.29,118.50,119.44,117.85
118.73,119.40,119.50,118.73
119.62,119.10,119.62,119.00
119.23,118.43,119.48,117.84
117.76,117.49,118.06,117.28
118.09,117.86,118.18,117.61
118.07,117.85,118.07,117.43
116.08,115.49,116.12,114.99
115.64,114.86,115.70,114.65
115.37,116.01,116.03,115.02
115.07,115.55,115.68,115.01
114.99,114.06,114.99,113.78
113.32,113.78,114.19,112.95
114.01,114.32,114.47,114.01
113.33,113.63,114.22,112.50
