MTX,Minerals Technologies Inc. Common Stock,NASDAQ
41.96,41.55,42.10,41.35
41.68,41.56,42.01,41.19
41.23,41.12,41.57,40.70
41.62,41.36,41.75,41.03
41.79,41.10,41.79,40.99
41.50,41.44,41.61,41.21
41.24,41.34,41.79,41.20
41.57,42.67,42.91,41.27
42.67,42.53,42.82,42.07
42.41,42.73,43.00,42.07
43.35,43.89,43.91,43.10
44.07,44.06,44.40,43.85
44.44,44.70,44.91,44.14
44.81,44.45,44.94,44.26
44.92,44.48,45.09,44.36
44.42,44.86,44.99,44.35
44.98,44.81,45.14,44.45
44.93,44.61,45.10,44.27
44.92,45.00,45.27,44.66
45.17,45.32,45.69,44.95
45.26,45.23,45.47,44.84
45.16,45.59,45.77,45.16
45.84,45.55,45.92,45.42
45.63,45.33,45.78,44.97
45.07,45.79,45.93,45.01
45.35,44.86,45.45,44.50
45.01,45.47,45.59,44.74
45.96,46.13,46.31,45.45
46.39,46.00,46.39,45.78
46.49,46.97,47.35,46.03
46.96,46.43,46.96,46.29
46.30,46.67,46.84,46.06
46.42,46.57,46.67,46.17
46.38,46.51,46.72,46.21
46.99,47.01,47.35,46.65
46.98,47.33,47.56,46.66
47.15,47.56,47.61,47.15
47.78,47.81,47.84,47.27
47.71,47.40,47.89,47.29
46.95,46.63,47.01,46.39
46.34,46.59,46.69,46.16
46.59,45.98,46.65,45.93
46.06,46.80,47.01,45.97
46.49,46.15,46.77,46.05
46.25,46.55,46.94,46.11
46.54,46.60,46.71,46.12
46.59,46.65,47.20,46.25
45.80,44.70,46.31,44.67
44.78,44.68,44.96,44.57
44.62,45.10,45.40,44.52
45.01,44.40,45.13,44.29
44.95,44.28,45.40,43.66
44.25,45.01,45.08,44.06
45.00,45.30,45.46,44.64
45.41,45.16,45.62,44.49
45.23,45.95,45.99,45.21
46.13,46.86,46.88,46.00
46.87,46.83,46.98,46.59
46.64,46.17,46.83,46.02
46.43,46.51,46.52,46.11
46.98,46.56,46.98,46.49
46.56,46.89,46.96,46.39
46.95,47.63,47.76,46.60
47.68,47.73,48.10,47.25
47.97,48.46,48.79,47.97
48.32,48.46,48.58,48.00
48.45,48.69,48.89,47.95
48.69,48.68,49.18,48.31
48.70,49.03,49.23,48.39
48.64,48.95,49.45,48.59
48.64,49.37,49.51,48.46
49.49,50.20,50.35,49.46
50.00,50.46,50.59,49.66
50.26,49.94,50.29,49.54
49.83,50.34,50.55,49.67
49.93,49.50,50.20,49.49
49.64,49.28,49.81,49.02
49.55,49.61,49.98,49.23
50.24,50.78,50.78,50.22
50.49,51.70,51.80,50.37
51.27,52.21,52.24,51.23
52.03,52.00,52.57,51.85
52.27,52.74,52.84,52.20
52.44,53.82,53.88,52.44
54.19,54.85,55.05,53.75
54.79,54.86,55.13,54.62
55.16,55.36,55.49,54.93
55.19,55.68,55.85,55.11
55.89,55.80,56.00,55.45
56.02,56.10,56.11,55.57
56.00,56.11,56.30,55.83
56.38,57.26,57.34,56.14
57.45,56.58,57.45,56.22
56.68,56.63,57.18,55.92
54.05,56.37,57.30,54.05
56.66,57.03,57.20,56.11
56.87,56.40,56.87,56.31
56.57,56.48,57.00,56.19
56.80,55.35,56.80,55.34
55.27,56.49,56.73,55.20
56.17,56.38,56.67,56.13
56.18,56.34,56.67,56.08
55.93,57.28,57.29,55.93
57.28,56.85,57.33,56.72
56.78,57.05,57.12,56.35
57.35,57.45,57.63,56.99
57.45,57.61,57.77,57.06
57.78,57.71,57.79,57.11
57.77,58.45,58.59,57.50
58.48,58.63,58.80,58.30
58.58,58.90,59.11,58.28
58.76,59.51,59.69,58.57
59.43,59.61,59.61,59.23
59.86,59.40,59.95,58.94
59.28,58.61,59.36,58.48
58.34,58.10,58.69,57.73
57.68,58.30,58.61,57.31
58.09,58.31,58.44,57.73
59.08,59.57,59.68,58.91
59.81,59.56,60.16,59.21
59.32,58.76,59.77,58.69
58.99,57.57,58.99,57.38
57.70,58.54,58.79,57.59
58.85,58.40,59.05,58.19
60.16,58.91,60.16,58.50
58.88,58.68,58.93,58.24
58.90,59.14,59.14,57.95
59.17,58.82,59.33,58.58
58.90,59.76,60.23,58.66
59.88,59.64,60.07,59.33
59.75,60.40,60.69,59.41
60.51,60.24,60.69,60.00
60.52,60.29,60.56,60.03
60.14,60.29,60.53,59.74
60.55,60.07,60.75,59.93
60.08,58.89,60.08,58.36
58.88,59.46,59.66,58.78
59.72,58.55,59.72,58.29
58.88,59.19,59.35,58.55
59.21,59.37,59.50,58.61
59.42,59.15,59.61,58.54
59.36,59.27,59.38,58.79
59.08,58.23,59.17,57.76
58.56,59.28,59.37,58.26
59.36,59.08,59.44,58.77
59.17,58.89,59.36,58.68
58.95,58.54,58.95,58.28
59.12,58.19,59.14,58.06
58.38,58.15,58.38,57.55
58.05,58.00,58.34,57.13
57.52,56.17,57.60,55.57
56.39,55.41,56.59,55.40
55.71,55.79,55.88,54.84
55.40,54.51,55.72,54.43
54.81,53.85,54.84,53.77
53.00,51.68,53.67,51.34
51.48,48.81,51.98,48.73
49.06,50.25,50.27,48.50
49.94,49.97,50.18,49.31
50.15,50.33,50.46,49.87
50.42,51.05,51.17,50.19
50.92,51.32,51.40,50.75
51.32,51.91,52.01,51.15
52.11,52.24,52.40,51.77
51.84,53.08,53.24,51.84
53.63,53.40,53.79,52.84
53.40,53.51,53.90,53.02
53.12,52.44,53.59,52.43
52.63,52.79,52.98,52.19
52.95,52.75,53.13,52.48
52.74,52.57,53.05,52.48
52.57,52.91,53.44,52.24
53.12,53.96,54.29,52.71
53.78,53.66,54.38,53.30
53.70,53.50,54.19,53.42
53.50,53.11,53.81,52.49
54.89,54.87,55.11,53.94
54.76,54.55,54.87,54.35
53.52,54.05,54.95,53.52
54.45,54.41,54.54,54.05
56.10,57.91,57.96,55.64
58.16,58.18,59.34,57.95
57.83,57.91,58.18,57.48
58.17,57.74,58.61,57.67
57.50,57.65,57.69,56.97
58.00,58.43,58.78,58.00
58.54,59.91,59.92,58.54
59.75,60.01,60.13,59.32
60.93,62.18,62.26,60.18
62.48,63.61,64.36,62.26
63.73,63.63,64.11,63.18
63.95,64.48,64.64,63.35
64.68,63.48,64.68,63.43
63.39,63.35,63.65,63.08
63.34,63.57,64.00,63.09
64.17,64.56,64.66,63.69
64.61,65.75,66.00,64.32
65.81,65.84,65.96,65.47
65.78,66.50,66.74,65.78
66.85,65.34,67.00,64.95
64.98,63.95,64.98,63.76
64.16,63.62,64.49,63.20
63.66,63.33,63.88,62.52
63.37,62.67,63.58,62.24
61.97,61.23,62.51,61.22
62.06,60.78,62.06,60.65
60.82,60.77,61.51,59.66
61.14,61.09,61.59,60.78
60.98,62.11,62.27,60.92
61.92,62.01,62.51,61.47
62.07,62.70,63.14,61.79
62.68,61.77,63.02,61.76
61.85,61.33,62.36,61.00
61.00,60.34,61.64,59.51
60.70,60.40,60.70,59.46
60.76,59.99,60.99,59.81
59.91,59.49,60.07,59.21
59.60,60.05,60.63,59.21
60.09,60.04,60.88,59.86
59.81,60.20,60.65,59.41
59.98,59.92,60.37,59.71
60.18,60.76,60.82,59.57
60.80,60.02,61.75,59.88
59.59,61.18,61.22,59.59
61.24,62.40,62.73,61.24
62.23,62.36,62.72,62.07
62.18,62.68,62.89,61.61
62.23,61.52,62.31,60.50
61.34,61.43,61.72,60.75
61.45,62.42,63.22,61.38
62.43,61.76,62.43,60.94
61.88,61.39,62.45,61.21
61.34,61.71,61.84,61.10
61.50,62.65,62.76,61.35
63.15,62.71,63.48,62.32
62.50,62.47,62.99,62.19
62.77,62.56,62.90,61.83
62.69,62.00,62.72,61.96
62.21,61.84,62.21,61.11
61.66,60.60,61.97,60.56
60.47,60.99,61.11,60.28
61.10,62.78,62.79,60.60
62.78,63.14,63.29,62.73
63.24,63.70,63.73,63.01
63.78,63.48,64.00,63.04
63.05,62.68,63.39,62.32
62.45,62.11,62.94,61.91
62.50,62.12,62.50,61.69
62.19,61.65,62.19,61.36
61.65,62.96,63.34,61.47
63.08,63.57,63.67,62.28
63.61,64.95,65.01,63.48
65.00,65.41,65.44,64.90
65.50,65.01,65.82,64.86
64.99,64.55,66.38,64.17
64.27,65.39,65.70,64.27
65.24,64.74,65.24,64.39
64.34,65.01,65.19,64.22
64.86,65.58,65.60,64.16
65.98,66.56,66.97,65.92
66.47,66.45,67.35,66.34
66.69,67.02,67.22,66.58
66.80,66.34,66.91,66.18
66.18,66.05,66.60,65.50
66.10,65.16,66.20,64.96
63.86,64.46,65.18,63.77
64.23,64.57,64.78,63.89
64.93,64.98,65.18,64.33
65.00,63.78,65.24,63.67
64.09,63.03,64.34,62.63
62.73,62.76,63.34,62.39
62.59,62.94,63.60,62.50
62.59,61.83,62.94,61.78
62.10,62.65,63.32,62.05
62.81,62.68,63.17,62.14
62.63,62.15,62.99,61.94
61.53,60.99,61.87,60.81
61.06,61.35,61.51,59.83
61.34,59.90,61.53,59.82
60.04,59.79,60.48,59.70
59.30,58.07,59.46,58.01
58.06,57.14,58.08,56.65
57.42,57.79,57.92,56.37
57.44,57.72,58.18,57.31
57.27,58.13,58.53,56.37
58.18,57.32,58.54,57.22
59.53,60.58,60.89,58.25
60.90,61.01,61.11,60.11
60.68,61.08,61.14,60.44
61.09,61.32,61.38,60.87
61.36,61.77,61.90,61.32
61.88,61.56,61.88,60.95
61.88,61.58,62.00,61.34
61.71,62.33,62.42,61.50
62.02,62.43,62.54,61.90
62.27,62.85,62.86,61.77
62.77,62.42,62.94,62.37
62.50,62.51,62.79,62.25
62.53,62.92,63.05,62.41
62.92,62.72,63.12,62.64
62.39,62.61,63.14,62.30
62.61,62.62,62.87,62.25
62.88,63.59,63.65,62.75
63.85,63.06,63.96,62.97
63.06,63.05,64.04,62.88
63.71,64.30,65.07,63.61
64.24,64.18,64.44,63.90
63.89,62.39,63.93,61.60
62.58,62.17,62.58,61.72
61.77,62.16,62.33,61.59
62.13,61.27,62.24,61.14
61.30,61.23,61.49,60.89
61.20,61.40,61.85,60.89
61.59,61.32,61.84,61.15
61.59,61.40,61.82,61.27
61.90,63.48,63.73,61.85
63.18,63.48,63.68,63.08
63.28,63.00,63.36,62.86
63.11,63.70,63.86,62.88
63.48,62.81,63.59,62.57
62.83,63.45,63.70,62.58
62.73,63.04,63.26,62.41
62.88,61.71,62.94,61.68
61.55,58.48,61.55,58.42
58.33,60.03,60.14,58.26
60.60,60.40,60.62,60.15
60.50,60.34,60.68,60.14
59.89,59.26,60.05,59.23
59.12,60.56,60.66,58.74
60.40,59.30,60.57,59.08
59.02,58.06,59.62,57.99
58.13,58.32,58.79,57.41
58.75,59.02,59.87,58.55
58.07,59.52,59.82,57.19
58.44,59.45,59.67,57.61
60.33,60.83,61.29,59.96
60.73,62.20,62.37,60.42
62.50,63.36,63.38,62.24
63.49,62.23,63.85,62.01
62.98,64.08,64.36,62.69
65.96,69.93,70.01,65.79
70.36,71.52,71.77,70.22
71.51,74.27,74.30,71.51
74.30,74.79,75.87,73.82
74.38,75.20,75.42,73.99
75.73,76.71,76.99,75.26
76.99,75.91,77.12,75.57
75.95,75.74,76.70,75.39
76.08,75.46,76.43,75.04
75.54,75.61,76.30,75.45
75.38,75.18,75.60,74.51
75.36,76.85,77.07,74.97
76.91,76.21,77.38,76.00
76.00,76.99,77.04,76.00
77.31,76.42,77.44,76.06
76.50,76.38,76.71,76.06
76.34,75.97,77.07,75.94
76.27,76.93,77.95,76.27
76.90,75.92,77.26,75.37
75.47,76.56,76.56,75.22
77.48,76.42,77.49,76.17
76.46,77.40,77.41,76.06
77.31,76.36,77.72,76.31
76.20,76.15,76.48,75.81
76.15,74.23,76.31,73.94
74.05,71.89,74.05,71.82
72.17,72.54,72.63,71.83
72.63,73.92,74.04,72.61
73.86,72.67,73.95,72.35
72.50,72.52,73.61,71.97
72.07,70.19,72.59,69.94
69.24,69.53,69.77,68.39
69.36,66.35,69.59,66.32
66.85,67.15,68.25,66.81
66.03,65.54,66.40,64.47
66.15,65.16,66.36,64.92
64.76,64.74,65.41,64.23
64.80,66.70,66.88,64.53
67.49,68.84,68.89,66.84
68.92,70.86,71.42,68.60
70.57,70.58,70.67,69.46
71.00,71.73,71.83,70.77
71.99,71.84,72.12,71.00
72.20,71.59,72.22,71.14
71.54,72.33,72.95,71.29
71.90,71.14,72.17,70.69
71.28,69.45,71.70,69.36
69.76,68.33,70.24,67.49
67.63,64.39,68.21,64.12
64.70,62.22,64.97,62.04
62.84,63.08,63.11,61.55
63.80,65.86,66.58,63.61
65.88,63.92,66.02,63.78
63.97,62.56,64.37,62.49
63.05,61.74,63.52,60.50
60.78,60.98,61.37,60.08
60.98,59.23,61.30,58.84
58.85,61.14,61.24,58.85
61.14,60.18,61.21,59.16
59.84,60.61,60.95,59.36
61.29,61.94,62.09,60.03
61.81,61.49,62.13,60.58
61.28,62.14,62.27,60.59
61.28,61.53,61.96,60.69
61.97,60.32,62.08,60.31
60.31,59.00,60.43,58.54
60.83,65.33,67.21,60.28
65.35,64.67,65.35,62.64
64.92,66.21,66.69,64.70
65.48,63.11,65.58,62.89
63.57,66.31,66.44,62.99
66.37,66.84,67.31,66.12
66.80,68.16,68.73,66.34
68.30,68.96,69.10,67.53
68.65,69.47,69.87,68.27
70.00,71.04,71.50,69.72
71.22,71.19,71.49,69.73
70.78,70.81,71.68,70.26
70.19,71.55,71.97,70.19
70.96,71.54,72.00,70.18
71.32,72.67,72.83,69.99
72.20,72.60,72.61,70.84
72.49,72.86,72.95,72.03
72.88,72.35,72.99,71.74
71.85,72.65,72.70,71.47
72.84,73.23,73.66,72.84
73.47,74.74,74.87,72.56
74.10,71.93,74.10,71.27
71.55,71.11,71.55,70.51
71.28,70.22,71.28,69.76
69.52,68.71,70.25,68.39
68.98,70.13,70.43,68.68
69.29,68.90,69.65,68.22
68.90,69.46,70.12,68.78
69.88,71.31,71.43,69.88
71.01,69.91,71.20,69.15
69.96,70.73,70.80,69.46
70.20,70.88,71.02,69.83
70.38,70.71,71.12,68.95
70.25,69.91,70.73,69.52
70.48,71.38,71.60,70.08
71.38,71.62,72.07,71.16
71.73,71.16,72.12,71.06
71.39,71.88,72.50,71.24
71.81,72.24,72.92,71.63
72.19,70.65,72.45,70.65
71.17,71.68,71.90,70.92
71.58,73.10,73.25,71.29
72.60,73.38,73.40,71.66
73.32,73.27,74.04,72.78
72.95,74.21,74.27,72.63
74.06,72.80,74.07,72.76
72.72,73.09,73.39,72.37
72.92,72.77,73.22,71.46
73.20,72.91,73.27,72.53
72.65,71.81,72.80,71.46
71.63,71.81,71.97,70.89
72.19,72.47,73.17,72.01
72.32,71.02,72.32,70.91
70.47,69.53,70.47,69.22
70.00,71.20,71.37,69.39
71.59,70.18,71.59,70.05
70.02,68.84,70.56,68.24
68.52,70.51,70.54,68.36
70.36,69.37,71.81,65.60
70.10,70.24,72.19,70.04
70.31,71.48,72.24,70.02
71.09,70.08,71.39,69.90
69.88,67.73,70.50,67.55
67.84,68.28,68.72,67.59
68.51,68.21,69.43,67.74
68.21,66.94,69.36,66.56
67.53,67.88,68.16,67.28
67.54,68.36,69.01,67.54
69.22,69.45,70.79,69.17
69.19,69.13,69.64,69.00
68.68,67.64,68.68,66.85
68.06,67.96,68.25,67.08
68.44,69.54,69.57,68.03
69.20,67.54,69.20,67.37
67.22,68.34,69.13,66.84
68.52,68.13,68.76,67.37
68.15,68.20,68.89,67.57
68.08,68.55,69.18,67.78
68.08,67.60,68.96,67.10
67.26,66.49,67.45,65.56
66.75,67.89,68.44,66.72
67.82,67.59,67.97,67.21
67.37,67.31,68.39,67.24
67.65,67.76,68.16,66.23
67.53,68.62,68.95,67.53
68.92,69.98,70.25,68.57
69.28,68.73,70.00,68.04
68.57,69.91,70.00,68.23
69.66,68.78,70.58,68.68
68.72,69.12,69.32,68.04
69.70,70.89,71.80,69.61
70.95,70.32,71.48,70.04
70.12,70.14,70.54,69.83
69.35,68.54,69.35,68.18
68.36,70.20,70.36,67.99
70.47,68.21,70.47,67.75
68.62,69.10,69.28,67.96
68.87,68.79,69.70,68.30
69.48,68.35,69.48,67.91
68.30,68.44,68.67,67.53
68.09,67.76,68.74,67.43
67.90,67.94,68.12,67.50
68.24,69.02,69.87,67.90
68.22,66.74,69.17,66.53
67.51,68.13,68.84,66.04
68.40,68.15,69.15,67.54
68.33,67.84,69.03,67.21
67.84,67.04,69.09,66.72
67.00,67.18,67.36,65.25
66.25,64.72,66.37,64.39
65.71,64.27,66.53,64.23
65.01,64.41,65.01,64.12
65.09,65.28,65.64,64.57
65.30,65.86,66.23,65.12
65.95,65.08,66.29,65.01
65.54,64.08,65.54,63.99
63.89,64.10,64.80,63.81
64.08,64.80,64.96,63.49
64.98,64.45,67.03,63.90
64.03,64.05,64.47,63.67
64.22,63.35,64.53,63.25
62.86,61.52,62.90,61.02
61.27,61.36,61.70,60.50
61.68,63.90,64.03,60.79
64.09,64.67,65.07,63.43
64.38,64.60,64.84,63.90
64.93,64.75,65.60,64.57
64.90,63.61,64.90,62.99
63.51,63.52,64.12,63.20
64.04,64.08,65.40,63.69
63.97,63.32,64.77,63.23
59.99,60.60,66.80,59.99
60.74,60.84,60.89,59.50
60.23,61.02,61.75,59.50
60.57,59.99,61.05,58.72
60.09,60.00,60.35,59.36
59.73,59.48,60.18,59.23
59.12,59.72,60.29,59.01
59.36,57.35,59.94,57.23
56.62,56.31,57.54,55.65
55.70,54.93,56.16,54.88
53.05,50.34,53.06,50.10
47.49,47.81,50.00,47.49
49.36,46.69,49.99,46.58
47.79,49.37,49.45,46.91
51.27,53.03,53.09,50.10
52.91,53.77,53.93,51.60
53.33,53.79,54.19,52.96
52.71,51.81,53.21,51.51
52.68,52.44,52.68,51.23
52.52,52.45,53.85,52.16
51.62,50.43,52.02,49.97
51.12,51.40,51.55,50.55
52.00,50.83,52.43,50.71
50.78,51.26,51.75,50.18
51.08,51.17,51.61,50.51
51.17,50.37,51.17,50.31
50.54,50.85,50.90,49.49
50.77,52.92,53.09,50.63
53.16,52.41,53.72,51.83
52.36,52.59,53.54,51.81
53.00,52.25,53.05,52.06
51.47,51.70,52.00,51.15
51.77,50.38,51.86,50.15
49.76,49.99,50.43,49.25
50.73,50.31,52.02,50.00
49.83,48.44,50.86,48.36
48.46,48.30,49.46,47.78
48.76,48.16,49.24,47.68
48.40,48.45,48.63,47.14
47.69,49.53,49.53,47.21
50.01,50.96,51.12,49.59
51.02,51.69,52.11,50.85
52.10,53.13,53.33,51.86
53.25,55.54,55.65,52.90
55.52,56.60,56.64,55.50
56.56,56.61,56.83,56.00
57.18,56.94,57.55,56.06
56.96,57.02,57.69,56.52
57.25,57.99,58.05,56.46
58.26,57.80,58.26,56.95
57.27,58.41,58.42,56.59
58.18,59.07,59.52,58.07
59.09,57.13,59.09,57.03
57.85,59.11,59.37,56.68
60.29,61.47,63.24,59.55
61.23,61.42,62.26,61.08
60.95,59.15,60.95,58.68
59.19,60.29,60.45,58.26
60.20,59.39,60.46,58.87
59.35,58.94,59.78,58.65
58.85,59.62,59.85,58.46
59.57,60.24,61.11,59.57
60.48,59.96,60.54,59.25
59.77,60.17,60.48,59.17
59.80,61.80,62.27,59.76
61.55,61.08,61.55,60.36
61.00,60.93,61.34,60.19
61.16,60.73,61.16,59.82
60.03,58.97,60.44,58.80
58.62,59.42,60.45,57.90
59.25,60.16,60.35,58.52
60.09,59.37,60.78,59.19
59.66,60.90,61.00,59.16
60.55,60.06,61.20,59.80
60.39,59.93,60.73,59.63
59.75,59.86,60.82,58.23
59.65,61.51,61.75,59.26
61.28,61.09,61.31,60.28
60.98,60.53,61.14,59.91
60.77,61.54,61.89,60.34
61.60,61.61,61.89,60.80
61.38,60.10,61.38,59.96
60.44,58.97,60.58,58.33
58.97,59.96,60.49,58.97
59.43,57.46,59.46,57.12
56.43,56.38,57.00,55.56
56.71,56.62,58.49,56.03
56.47,56.43,57.10,55.02
55.40,53.80,55.86,53.69
53.68,52.05,53.68,51.90
52.68,50.63,52.75,50.17
50.85,49.51,50.97,48.46
49.48,47.53,49.48,47.47
47.25,45.92,47.25,45.87
46.19,45.69,46.40,45.40
45.89,45.35,46.27,44.91
45.79,47.11,47.28,45.53
47.15,46.79,47.44,46.66
46.45,46.89,46.91,45.87
46.95,46.61,47.48,45.00
46.32,45.64,46.55,45.48
45.38,45.86,46.68,45.22
45.15,43.40,45.55,43.01
43.40,42.89,43.78,42.82
42.11,41.50,42.48,40.85
40.35,39.71,40.98,39.55
40.02,39.16,40.21,39.15
39.45,38.87,39.50,38.42
39.39,39.11,39.59,38.20
39.11,37.63,39.67,36.78
37.90,39.44,40.23,37.34
38.50,39.79,39.99,38.14
40.18,37.03,40.18,36.39
36.45,38.76,39.08,35.89
38.60,37.67,38.71,37.47
38.72,39.56,40.59,38.72
39.03,38.00,39.12,37.87
38.31,39.61,39.71,38.12
39.15,38.72,39.90,38.52
39.48,39.26,39.81,38.74
39.43,40.99,41.04,39.43
40.53,40.05,40.53,39.35
39.07,38.47,39.44,38.11
39.25,39.78,40.00,37.23
40.07,40.19,40.94,39.30
39.92,41.39,42.26,38.25
40.74,41.82,41.95,39.87
41.13,43.30,44.17,41.00
43.61,43.74,45.23,43.23
42.97,43.39,44.34,41.92
43.99,44.33,45.11,43.00
45.07,46.41,46.86,44.19
46.59,47.37,47.61,45.95
47.54,47.27,48.01,46.82
47.00,48.60,48.99,45.60
49.25,49.78,49.86,48.87
49.42,48.99,49.64,48.47
48.18,49.45,49.61,47.65
49.45,49.36,49.45,48.12
49.80,50.20,50.58,49.46
50.33,50.82,51.17,49.83
51.22,51.65,51.86,50.72
51.63,52.45,52.50,51.16
52.45,53.72,53.77,52.20
54.04,54.42,54.90,53.34
54.29,55.02,55.23,54.06
54.58,52.56,54.58,52.48
52.88,52.31,53.27,51.98
52.54,52.48,52.91,51.31
52.88,53.21,53.34,52.72
52.87,52.91,53.62,51.94
52.48,52.11,52.65,51.62
51.89,52.59,52.80,51.80
52.61,55.60,55.89,52.61
55.91,56.72,57.17,55.55
56.45,55.32,57.26,55.21
54.91,55.26,56.37,53.73
55.02,53.94,55.27,53.91
53.50,54.30,54.48,52.51
54.50,54.04,54.52,53.15
53.79,56.92,56.95,53.63
57.54,56.88,57.54,56.08
56.96,56.85,57.19,56.30
56.06,57.12,57.16,55.28
57.05,56.99,57.51,56.42
56.40,56.21,57.24,56.12
56.43,56.29,56.95,55.09
55.66,53.96,56.40,53.81
54.72,54.11,55.41,53.99
54.41,54.73,55.51,53.80
54.98,57.87,58.33,54.84
58.10,60.32,60.52,57.61
60.20,60.05,60.39,59.46
59.72,60.34,60.61,59.01
59.58,59.51,61.13,58.78
59.27,60.47,60.72,59.27
60.48,60.00,60.65,59.74
60.25,59.44,60.91,59.18
59.66,59.89,60.31,59.17
59.81,59.78,59.92,59.10
60.14,60.92,61.31,59.97
61.25,61.66,62.10,60.94
61.48,60.05,61.59,59.94
59.98,59.90,60.11,58.93
59.85,60.29,60.40,59.03
59.50,58.46,60.19,58.18
58.26,58.24,58.86,57.59
59.18,58.50,59.84,58.02
58.55,59.30,61.16,58.00
58.95,58.70,60.00,58.45
58.91,60.95,61.04,58.01
60.81,60.18,61.10,60.12
59.65,57.96,59.77,57.83
57.53,57.46,58.28,57.26
57.92,57.90,58.60,57.63
57.93,57.08,58.73,56.84
56.64,56.22,57.73,56.07
55.74,55.57,56.76,54.67
55.61,55.86,56.07,55.11
55.86,56.33,56.84,55.19
56.60,57.75,57.87,56.07
57.77,58.63,59.03,57.17
58.93,57.78,59.23,57.61
57.67,58.05,58.50,57.09
58.03,57.60,58.56,57.34
57.14,57.39,57.52,56.27
56.91,57.94,57.94,56.39
57.96,57.90,58.04,57.09
58.19,59.16,59.69,57.88
59.46,59.50,59.98,58.59
59.75,59.62,60.19,59.57
59.17,59.10,59.21,58.10
58.19,58.77,59.20,57.60
58.46,57.59,58.88,57.38
57.57,56.95,57.57,56.23
56.99,57.36,58.19,56.91
56.84,57.81,57.85,55.90
57.95,58.13,58.45,57.37
59.10,58.73,59.91,58.64
58.74,58.46,58.95,57.65
58.67,57.91,59.01,57.90
58.82,60.39,60.41,58.82
57.37,54.63,58.02,54.33
53.63,52.87,53.63,51.29
53.87,52.53,54.75,52.18
53.54,55.37,55.42,53.25
55.53,56.80,56.82,55.45
57.12,57.38,58.45,57.12
56.87,56.00,56.87,55.76
56.00,56.30,56.57,55.43
56.64,56.81,57.76,56.54
57.76,59.42,59.48,56.91
59.85,59.70,60.35,59.50
60.33,62.27,62.94,60.33
62.62,63.01,63.11,62.14
63.61,64.12,64.45,63.40
64.83,65.47,65.51,63.89
65.18,65.20,65.45,64.66
64.91,65.48,65.52,64.90
65.58,65.45,66.00,64.91
65.46,65.18,65.46,64.73
64.99,64.99,65.26,64.33
64.60,64.02,64.98,63.63
63.93,64.69,65.17,63.63
64.93,65.13,65.33,64.54
64.67,65.66,66.00,64.67
65.65,65.26,65.98,64.57
65.38,65.26,65.98,64.75
65.40,64.87,65.60,64.83
64.96,65.92,66.00,64.34
65.71,65.94,66.39,65.32
66.50,67.78,67.85,66.50
68.32,70.47,70.68,68.32
70.43,69.47,70.75,68.67
69.73,69.77,70.14,69.16
69.95,70.60,70.93,69.32
70.29,69.03,70.59,68.82
69.37,70.41,70.54,69.05
70.07,70.06,70.68,69.87
70.16,70.37,70.62,69.60
70.51,70.77,71.00,69.92
70.44,70.79,70.99,69.80
70.31,70.53,70.95,69.46
71.01,70.77,71.25,70.06
70.64,69.92,70.64,69.39
69.51,70.88,71.00,69.43
71.05,70.73,72.00,70.01
70.74,72.02,72.19,70.53
71.84,71.10,72.51,70.88
70.76,70.57,71.07,69.83
70.73,71.33,71.37,69.76
71.98,72.51,72.54,71.33
72.00,67.62,72.00,66.77
67.30,69.00,69.65,67.11
69.00,68.63,69.38,68.54
67.61,65.17,67.77,65.14
64.30,66.94,67.00,64.12
64.99,63.80,66.64,63.55
63.99,64.56,65.09,63.85
64.55,65.46,65.80,64.44
64.83,66.04,66.34,64.70
66.20,65.96,66.44,63.64
66.52,66.00,66.78,65.15
66.44,67.96,68.05,66.44
68.15,68.75,69.76,68.04
68.27,67.86,68.90,67.81
67.54,67.47,68.25,67.40
67.28,68.12,68.40,67.22
68.44,70.23,70.24,67.98
70.16,69.06,70.81,68.88
69.69,70.69,71.26,68.86
71.39,69.76,71.39,69.57
69.70,68.59,70.66,68.48
69.25,70.30,70.49,68.62
69.96,70.39,70.50,69.61
70.34,68.60,70.34,68.12
68.99,69.39,70.00,68.86
68.89,68.15,68.97,67.55
68.22,68.48,69.11,67.81
67.21,67.84,68.24,66.58
68.53,67.58,68.55,67.10
67.50,68.00,68.10,67.40
69.20,68.65,69.40,68.45
68.85,69.25,69.80,68.50
68.80,68.30,68.90,68.10
67.25,67.65,68.05,67.10
68.80,69.15,69.80,68.40
68.95,68.30,68.95,67.28
67.75,67.30,68.30,67.25
67.75,66.30,67.75,65.90
66.40,66.10,67.25,65.80
66.10,67.20,67.50,65.55
67.20,66.60,67.70,65.75
66.40,66.20,66.95,66.05
66.50,66.80,67.00,66.45
67.00,67.90,69.15,66.70
69.50,67.55,70.00,66.85
67.35,67.35,67.65,65.95
66.40,70.45,70.70,66.40
71.10,71.95,73.00,70.65
71.95,73.80,74.05,71.80
74.45,74.25,75.15,73.60
74.10,74.55,74.75,73.65
74.05,74.80,75.00,73.65
75.35,75.50,77.95,73.50
75.55,77.10,77.25,75.20
77.95,79.05,79.10,77.60
79.45,80.20,80.25,78.50
79.70,80.75,80.80,78.90
81.20,81.30,81.30,79.10
80.75,80.85,81.10,80.38
80.05,79.70,80.65,78.95
80.45,81.00,81.60,80.10
81.60,79.40,81.75,78.73
77.00,77.10,78.50,76.75
78.20,79.75,79.85,78.05
