NSYS,Nortech Systems Incorporated - Common Stock,NASDAQ
3.32,3.32,3.32,3.32
3.33,3.42,3.44,3.33
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.32,3.32,3.32,3.32
3.41,3.41,3.41,3.41
3.41,3.41,3.41,3.41
3.40,3.35,3.40,3.35
3.41,3.50,3.55,3.41
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.50
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.50,3.56,3.56,3.50
3.56,3.56,3.56,3.56
3.56,3.60,3.60,3.56
3.57,3.69,3.69,3.32
3.69,3.69,3.69,3.69
3.66,3.66,3.66,3.66
3.66,3.66,3.66,3.66
3.66,3.66,3.66,3.66
3.62,3.62,3.62,3.62
3.62,3.62,3.62,3.62
3.66,3.47,3.66,3.35
3.51,3.68,3.68,3.50
3.75,3.59,3.75,3.59
3.61,3.73,3.73,3.61
3.73,3.87,3.89,3.73
3.89,3.91,3.94,3.87
3.92,4.01,4.25,3.90
4.02,4.06,4.16,3.99
4.12,4.23,4.31,4.06
4.22,4.15,4.23,4.10
4.19,4.19,4.19,4.19
4.16,4.17,4.17,4.16
4.15,4.15,4.15,4.15
4.06,4.07,4.07,4.06
4.06,4.08,4.08,4.06
3.88,4.13,4.13,3.88
4.14,4.14,4.14,4.14
4.12,4.12,4.12,4.12
3.88,4.10,4.10,3.85
4.11,4.15,4.15,4.11
4.18,4.23,4.25,4.15
4.16,4.75,4.79,4.16
4.60,4.74,4.94,4.53
4.81,4.91,5.23,4.75
4.95,4.94,5.12,4.65
5.08,4.73,5.08,4.59
4.74,4.69,5.00,4.50
4.77,4.74,4.77,4.74
4.75,4.75,4.77,4.75
5.01,4.80,5.03,4.80
4.82,4.80,5.01,4.80
4.81,4.67,5.01,4.67
4.55,4.57,4.69,4.55
5.07,4.95,5.07,4.93
4.98,4.80,5.09,4.80
4.80,4.80,4.89,4.77
4.80,4.76,4.85,4.60
4.73,4.69,4.73,4.68
4.70,4.77,4.77,4.70
4.80,4.75,4.82,4.75
4.76,4.76,4.76,4.76
4.78,4.63,4.87,4.63
4.69,4.70,4.70,4.65
4.64,4.76,4.76,4.64
4.62,4.62,4.62,4.62
4.62,4.77,4.84,4.62
4.82,4.77,4.82,4.77
4.77,4.64,4.77,4.60
4.69,4.82,4.82,4.69
4.82,4.82,4.82,4.82
4.63,4.84,4.84,4.63
4.63,4.65,4.92,4.63
4.62,4.65,4.67,4.60
4.73,4.66,4.73,4.66
4.60,4.68,4.93,4.60
4.67,4.56,4.77,4.56
4.51,4.51,4.51,4.51
4.55,4.72,4.80,4.55
4.74,4.74,4.74,4.74
4.74,4.74,4.74,4.74
4.74,4.74,4.74,4.74
4.62,4.77,4.77,4.26
4.41,4.82,4.83,4.41
4.82,4.80,4.84,4.80
4.76,4.73,4.80,4.63
5.04,5.02,5.04,5.02
4.99,4.83,4.99,4.63
4.63,4.73,4.80,4.63
4.65,4.73,4.79,4.65
4.72,4.65,4.72,4.65
4.78,4.78,4.78,4.78
4.79,5.90,6.31,4.67
6.00,6.00,6.64,5.66
6.55,7.00,9.80,6.50
7.10,6.18,7.31,6.01
6.29,5.51,6.29,5.44
5.55,5.69,5.69,5.31
5.69,5.59,5.71,5.53
5.70,5.88,6.05,5.70
5.97,5.85,5.97,5.75
5.90,6.03,6.04,5.89
6.01,6.00,6.38,5.96
6.06,6.01,6.32,6.00
6.04,5.90,6.24,5.75
5.85,5.86,6.03,5.85
5.89,6.02,6.03,5.85
6.03,5.99,6.03,5.70
5.91,5.80,5.95,5.76
5.83,6.19,7.20,5.83
6.15,5.95,6.20,5.80
5.81,5.75,5.98,5.70
5.69,5.76,5.95,5.69
5.86,5.94,6.00,5.65
5.87,6.04,6.11,5.70
5.85,5.96,6.10,5.85
5.82,5.96,5.96,5.75
5.93,5.72,6.18,5.57
5.65,5.91,6.20,5.65
5.91,5.91,5.91,5.91
5.96,5.76,5.96,5.74
5.75,5.83,5.86,5.69
5.77,5.58,5.77,5.51
5.55,5.49,5.63,5.45
5.46,5.70,5.70,5.46
5.73,5.50,5.73,5.50
5.58,5.79,5.96,5.58
5.82,5.73,5.83,5.73
5.71,5.75,5.85,5.68
5.75,5.72,5.78,5.69
5.59,5.73,5.73,5.59
5.83,5.84,5.88,5.73
5.78,5.85,5.87,5.55
5.77,5.77,5.77,5.77
5.75,5.63,5.76,5.63
5.62,5.78,5.81,5.60
5.86,5.72,5.86,5.57
5.69,5.71,5.83,5.69
5.72,5.55,5.82,5.55
5.61,5.44,5.62,5.20
5.56,5.23,5.61,5.19
5.18,5.31,5.45,5.17
5.35,5.18,5.35,5.12
5.19,5.23,5.40,5.19
5.25,5.21,5.25,5.15
5.25,5.12,5.30,5.12
5.14,5.29,5.30,5.14
5.26,5.27,5.39,5.25
5.30,5.42,5.42,5.30
5.44,5.41,5.44,5.36
5.42,5.38,5.44,5.35
5.37,5.38,5.40,5.15
5.41,5.31,5.41,5.17
5.36,5.35,5.36,5.28
5.35,5.34,5.35,5.30
5.35,5.28,5.35,5.23
5.29,5.30,5.30,5.22
5.23,5.15,5.27,5.13
5.14,5.19,5.19,5.13
5.21,5.15,5.21,5.15
5.12,5.08,5.15,4.97
5.10,5.05,5.10,5.05
5.03,5.03,5.11,5.03
5.05,5.09,5.09,5.04
4.75,5.04,5.09,4.75
4.93,5.11,5.13,4.93
5.10,5.57,5.58,5.08
5.59,5.61,5.62,5.36
5.62,5.53,5.62,5.53
5.24,5.32,5.43,5.24
5.35,5.30,5.35,5.30
5.30,5.16,5.30,5.15
5.08,5.04,5.12,5.02
5.04,5.17,5.17,5.04
5.07,5.09,5.09,5.07
5.09,5.07,5.09,5.07
5.08,5.07,5.17,5.07
5.18,5.05,5.18,5.05
5.12,5.05,5.12,5.03
5.04,5.03,5.05,5.03
5.06,5.05,5.06,5.05
5.06,5.03,5.06,5.03
5.00,4.89,5.00,4.86
4.87,4.89,4.89,4.87
4.97,5.03,5.03,4.86
5.00,5.00,5.00,5.00
5.00,5.32,5.35,4.96
4.96,5.01,5.09,4.96
5.01,4.95,5.01,4.95
4.95,5.04,5.04,4.95
5.04,5.04,5.04,5.04
5.08,5.06,5.12,5.06
5.06,5.06,5.06,5.06
5.06,5.05,5.09,5.03
5.05,5.05,5.05,5.05
5.05,5.05,5.06,5.05
5.09,5.20,5.21,5.05
5.20,5.15,5.20,5.06
5.15,5.08,5.25,5.07
5.10,5.08,5.10,5.08
5.08,5.08,5.08,5.08
5.08,5.08,5.08,5.08
5.10,5.06,5.10,5.06
5.08,5.08,5.08,5.08
5.05,5.05,5.05,5.05
5.05,5.03,5.05,5.03
5.00,4.98,5.01,4.98
4.96,4.98,4.99,4.95
5.00,5.00,5.00,4.98
5.00,5.00,5.00,5.00
5.00,5.08,5.08,4.95
4.90,5.16,5.16,4.90
5.04,5.04,5.05,4.91
5.01,5.00,5.01,5.00
5.00,4.90,5.00,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.89,4.84,4.89,4.75
4.78,4.76,4.78,4.53
4.55,4.65,4.74,4.55
4.75,4.59,4.76,4.57
4.57,4.73,4.73,4.57
4.73,4.74,4.74,4.61
4.59,4.75,4.75,4.59
4.75,4.70,4.76,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.67,4.78,4.78,4.67
4.70,4.69,4.70,4.68
4.68,4.70,4.70,4.68
4.70,4.72,4.82,4.70
4.73,4.73,4.73,4.73
4.73,4.73,4.73,4.73
4.71,4.74,4.75,4.71
4.70,4.66,4.71,4.62
4.71,4.81,4.81,4.70
4.73,4.73,4.73,4.73
4.65,4.63,4.65,4.63
4.60,4.31,4.60,3.93
4.37,4.50,4.50,4.37
4.37,4.78,4.78,4.32
4.76,4.63,4.76,4.63
4.57,4.41,4.57,4.38
4.51,4.51,4.51,4.51
4.52,4.60,4.60,4.50
4.60,4.60,4.60,4.60
4.60,4.60,4.60,4.60
4.89,4.66,4.94,4.66
4.77,4.76,5.30,4.75
4.76,4.85,4.85,4.76
4.85,4.85,4.85,4.85
4.68,4.88,4.88,4.67
4.81,4.83,4.83,4.81
4.69,4.69,4.69,4.69
4.68,4.79,4.79,4.68
4.68,4.83,4.83,4.68
4.68,4.75,4.83,4.68
4.87,4.71,4.87,4.71
4.74,4.71,4.87,4.70
4.70,4.72,4.72,4.70
4.72,4.98,5.07,4.72
5.00,4.78,5.07,4.78
4.72,4.88,4.91,4.72
4.99,4.90,4.99,4.73
4.80,4.77,4.94,4.75
4.78,4.76,4.92,4.76
4.75,4.85,4.95,4.75
4.82,4.79,4.87,4.79
4.78,4.78,4.78,4.78
4.78,4.78,4.78,4.78
4.77,4.75,4.82,4.74
4.74,4.94,4.94,4.74
4.75,4.75,4.75,4.75
4.85,4.85,4.86,4.85
4.88,4.84,4.88,4.82
4.88,5.00,5.01,4.88
5.00,5.02,5.10,5.00
5.00,4.99,5.00,4.90
4.92,4.90,4.92,4.90
4.91,4.85,4.91,4.74
4.90,4.96,4.96,4.88
5.00,4.99,5.00,4.99
4.96,4.97,4.97,4.96
4.96,4.93,5.00,4.90
5.04,4.90,5.04,4.90
5.09,5.03,5.09,5.03
5.08,5.08,5.08,5.08
5.00,5.04,5.04,4.93
5.05,5.09,5.09,5.05
5.00,5.00,5.00,5.00
5.00,5.03,5.03,5.00
5.01,5.01,5.09,5.01
5.04,5.07,5.07,5.04
5.08,5.07,5.08,5.07
5.10,5.14,5.15,5.10
5.10,5.07,5.11,5.01
5.00,5.13,5.13,5.00
5.06,5.06,5.06,5.06
5.14,5.25,5.25,5.13
5.25,5.26,5.28,5.25
5.26,5.26,5.26,5.26
5.26,5.26,5.26,5.26
5.20,5.25,5.25,5.16
5.25,5.25,5.25,5.25
5.18,5.24,5.24,5.18
5.22,5.22,5.23,5.22
5.22,5.22,5.22,5.22
4.93,5.15,5.20,4.93
5.15,5.15,5.15,5.15
5.06,5.15,5.15,5.05
5.10,5.05,5.15,5.05
5.07,5.07,5.07,5.07
5.19,5.20,5.20,5.07
5.18,5.06,5.20,5.06
5.11,5.20,5.25,5.11
5.25,5.20,5.25,5.20
5.24,5.25,5.28,5.24
5.25,5.25,5.25,5.12
5.25,5.28,5.28,5.19
5.25,5.25,5.25,5.20
5.25,5.19,5.25,5.16
5.21,5.24,5.24,5.20
5.28,5.28,5.28,5.15
5.28,5.28,5.28,5.17
5.28,5.45,5.61,5.28
5.28,5.61,5.61,5.28
5.50,5.50,5.50,5.47
5.60,5.50,5.60,5.50
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.58,5.60,5.55
5.50,5.51,5.60,5.50
5.51,5.50,5.51,5.50
5.48,5.43,5.48,5.34
5.59,5.30,5.59,5.28
5.40,5.55,5.55,5.39
5.55,5.44,5.55,5.30
5.47,5.65,5.65,5.39
5.65,6.25,6.25,5.65
6.35,6.35,6.45,6.25
6.63,6.38,6.64,6.31
6.52,6.42,6.52,6.33
6.42,6.42,6.55,6.42
6.66,6.68,6.68,6.31
6.75,6.48,6.75,6.37
6.80,6.80,6.80,6.80
6.51,6.72,6.72,6.51
6.37,6.49,6.50,6.35
6.35,6.44,6.44,6.35
6.47,6.47,6.47,6.47
6.45,6.35,6.47,6.35
6.46,6.47,6.47,6.46
6.47,6.35,6.47,6.34
6.36,6.26,6.36,6.25
6.36,6.09,6.36,6.02
6.18,6.18,6.18,6.18
6.18,6.18,6.19,6.18
6.16,6.16,6.16,6.16
6.18,6.04,6.18,6.04
5.82,5.82,5.82,5.82
5.83,5.73,5.83,5.70
5.77,5.77,5.77,5.75
5.78,5.71,5.96,5.71
5.78,5.99,5.99,5.74
6.00,5.98,6.00,5.95
5.98,5.98,5.98,5.98
5.71,5.79,5.80,5.71
5.79,5.82,5.86,5.72
5.80,5.95,5.95,5.80
5.82,5.82,5.82,5.82
5.70,5.75,5.79,5.57
5.50,5.50,5.50,5.50
5.75,5.75,5.75,5.75
5.70,5.70,5.70,5.68
5.71,5.72,5.72,5.71
5.68,5.68,5.68,5.68
5.61,5.71,5.71,5.61
5.57,5.57,5.57,5.57
5.59,5.59,5.59,5.59
5.69,5.71,5.73,5.69
5.71,5.85,5.98,5.71
5.98,5.85,6.00,5.75
5.85,5.85,5.85,5.83
5.85,5.75,5.86,5.75
5.60,5.98,5.98,5.50
5.82,5.96,5.96,5.80
5.83,5.50,5.83,5.50
5.72,5.51,5.72,5.50
5.67,5.70,5.77,5.54
5.63,5.58,5.63,5.43
5.56,5.58,5.58,5.56
5.56,5.53,5.80,5.53
5.40,5.69,5.69,5.40
5.69,5.69,5.69,5.69
5.69,5.57,5.75,5.43
5.52,5.67,5.67,5.52
5.68,5.87,5.87,5.50
5.50,5.83,5.83,5.50
5.59,5.56,5.59,5.56
5.56,5.46,5.70,5.37
5.45,5.68,5.68,5.38
5.48,5.48,5.59,5.46
5.46,5.46,5.46,5.46
5.69,5.46,5.69,5.46
5.45,5.50,5.50,5.38
5.48,5.55,5.55,5.35
5.66,5.37,5.66,5.35
5.35,5.23,5.38,5.23
5.22,5.24,5.42,5.22
5.41,5.58,5.58,5.34
5.80,5.75,5.90,5.57
5.78,5.70,5.79,5.70
5.80,5.55,5.80,5.41
5.68,5.66,5.70,5.66
5.65,5.61,5.65,5.61
5.61,5.61,5.61,5.61
5.90,5.65,5.90,5.65
5.65,5.65,5.65,5.65
5.98,5.89,5.98,5.89
5.88,5.65,5.88,5.65
5.65,5.65,5.65,5.65
5.72,5.67,5.72,5.67
5.65,5.66,5.78,5.65
5.10,5.26,5.49,5.10
5.14,5.30,5.30,5.14
5.16,5.06,5.16,5.06
5.06,5.04,5.06,5.00
5.05,5.00,5.33,5.00
5.25,4.92,5.25,4.92
4.92,4.95,4.95,4.81
5.11,4.93,5.11,4.93
4.83,4.97,5.07,4.83
5.09,5.09,5.09,5.09
5.09,5.09,5.09,5.09
4.92,4.98,5.00,4.86
4.94,4.90,4.94,4.90
4.94,4.93,4.94,4.86
4.96,5.00,5.00,4.81
4.90,4.85,4.90,4.67
4.85,4.81,4.85,4.70
4.79,4.79,4.79,4.46
4.74,4.85,4.85,4.60
4.85,4.85,4.85,4.85
4.84,4.85,4.90,4.84
4.84,4.84,4.84,4.84
4.89,5.08,5.49,4.77
5.25,4.91,5.35,4.90
4.90,4.84,4.91,4.72
4.85,4.92,5.00,4.81
4.81,4.89,4.97,4.79
4.85,4.93,4.93,4.70
4.75,4.79,4.85,4.73
4.76,4.77,4.92,4.76
4.70,4.72,4.75,4.68
4.80,4.80,4.80,4.80
4.75,4.82,4.82,4.72
4.83,4.83,4.83,4.83
4.84,4.84,4.84,4.84
4.80,4.91,5.25,4.80
4.82,4.88,4.88,4.82
4.85,4.92,4.95,4.85
4.95,4.95,4.95,4.95
4.03,4.65,4.99,4.03
4.60,4.57,4.82,4.38
4.52,4.38,4.52,4.38
4.54,4.51,4.54,4.51
4.49,4.40,4.50,4.32
4.45,4.45,4.45,4.33
4.43,4.50,4.56,4.43
4.56,4.41,4.56,4.41
4.42,4.49,4.50,4.33
4.45,4.39,4.45,4.32
4.39,4.49,4.50,4.30
4.39,4.44,4.44,4.30
4.31,4.40,4.41,4.26
4.21,4.34,4.34,4.20
4.38,4.30,4.38,4.17
4.43,4.36,4.43,4.36
4.38,4.33,4.38,4.33
4.39,4.27,4.39,4.26
4.37,4.39,4.39,4.31
4.35,4.38,4.39,4.35
4.35,4.27,4.40,4.10
4.37,4.26,4.37,4.26
4.27,4.26,4.37,4.20
4.36,4.19,4.36,4.04
4.18,4.26,4.28,4.11
4.31,4.27,4.44,4.12
4.25,4.35,4.39,4.24
4.43,4.32,4.43,4.32
4.25,4.23,4.45,4.21
4.44,4.55,4.56,4.40
4.66,4.50,4.98,4.50
4.37,4.49,4.71,4.37
4.49,4.34,4.60,4.32
4.27,4.31,4.49,4.27
4.40,4.35,4.51,4.35
4.25,4.31,4.49,4.25
4.32,4.20,4.33,4.20
4.19,4.35,4.36,4.15
4.35,4.38,4.38,4.29
4.38,4.38,4.38,4.38
4.26,4.44,4.44,4.26
4.39,4.59,4.60,4.39
4.64,4.55,4.64,4.44
4.75,4.45,4.84,4.44
4.50,4.56,4.58,4.47
4.47,4.47,4.49,4.47
4.49,4.49,4.49,4.49
4.49,4.49,4.49,4.49
4.38,4.38,4.38,4.38
4.48,4.48,4.48,4.48
4.38,4.36,4.42,4.36
4.43,4.42,4.43,4.40
4.42,4.42,4.42,4.42
4.43,4.44,4.44,4.41
4.36,4.37,4.47,4.36
4.43,4.44,4.49,4.39
4.49,4.54,4.71,4.49
4.80,4.56,4.80,4.51
4.50,4.50,4.50,4.50
4.49,4.45,4.50,4.45
4.42,4.49,4.55,4.39
4.46,4.45,4.48,4.45
4.48,4.37,4.48,4.19
4.18,4.30,4.40,4.06
4.18,3.89,4.18,3.88
4.06,4.14,4.15,3.99
4.16,4.25,4.25,4.15
4.28,4.36,4.36,4.28
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.26,4.25,4.26,4.25
4.25,4.18,4.25,4.17
4.17,4.07,4.25,3.65
4.28,4.25,4.28,4.13
4.24,4.27,4.58,3.83
4.15,4.20,4.20,4.11
4.20,4.11,4.20,4.11
4.11,4.11,4.11,4.11
4.14,4.28,4.28,4.13
4.22,4.21,4.22,4.20
4.20,4.25,4.25,4.15
4.36,4.33,4.40,4.25
4.33,4.33,4.33,4.33
4.27,4.36,4.36,4.27
4.49,4.49,4.49,4.49
4.40,4.30,4.40,4.26
4.30,4.13,4.30,4.12
4.14,4.15,4.15,4.14
4.15,4.15,4.15,4.14
4.00,4.01,4.10,3.95
4.09,4.07,4.09,4.00
4.00,4.00,4.01,4.00
4.00,4.29,4.30,3.95
4.30,4.00,4.30,4.00
4.10,4.18,4.18,4.10
4.14,4.02,4.14,4.02
4.00,4.00,4.02,3.99
4.01,4.00,4.04,4.00
4.01,3.99,4.01,3.94
3.94,3.87,4.02,3.86
4.00,4.20,4.20,4.00
4.18,4.25,4.25,4.15
4.22,4.22,4.22,4.22
4.22,4.22,4.22,4.22
4.33,4.12,4.33,4.10
4.10,4.00,4.10,4.00
3.96,3.90,3.96,3.90
3.90,3.90,3.90,3.90
4.01,4.25,4.25,4.01
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.01,4.30,4.33,3.97
4.04,4.03,4.04,4.03
4.19,4.19,4.19,4.19
4.07,4.07,4.07,4.07
4.10,4.00,4.17,4.00
4.00,4.00,4.00,4.00
4.00,4.00,4.00,4.00
3.84,4.02,4.02,3.84
4.02,3.90,4.02,3.90
3.90,3.90,3.90,3.90
4.00,4.00,4.00,4.00
4.10,4.00,4.10,4.00
4.15,4.10,4.15,4.10
4.05,4.05,4.05,4.05
4.24,4.24,4.24,4.24
4.00,4.00,4.10,4.00
3.75,4.05,4.07,3.75
4.05,4.29,4.29,4.05
4.09,4.10,4.24,4.08
4.09,4.08,4.09,4.08
4.09,4.08,4.09,4.08
4.08,4.08,4.08,4.08
4.32,4.32,4.32,4.32
4.16,3.90,4.18,3.90
4.00,4.00,4.00,4.00
4.04,3.90,4.04,3.90
4.04,3.90,4.04,3.90
3.86,4.05,4.05,3.86
4.04,4.03,4.04,4.03
4.02,4.04,4.04,4.02
4.33,4.16,4.33,3.98
4.10,4.22,4.22,4.10
4.22,4.22,4.22,4.22
4.22,4.22,4.22,4.22
3.96,4.04,4.04,3.96
4.10,4.13,4.13,4.10
4.18,4.18,4.18,4.18
4.13,4.13,4.13,4.13
4.06,4.06,4.06,4.06
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
4.01,4.01,4.01,4.01
3.98,3.98,3.98,3.98
3.90,3.96,3.96,3.90
3.96,3.96,3.96,3.96
3.89,3.94,3.94,3.89
4.06,3.97,4.06,3.97
3.98,3.98,3.98,3.98
3.98,3.98,3.98,3.98
3.96,3.91,3.96,3.91
3.98,3.96,3.98,3.94
3.86,3.93,3.93,3.86
3.93,3.93,3.93,3.93
3.93,3.93,3.93,3.93
4.05,3.88,4.05,3.88
3.86,3.86,3.99,3.86
3.80,3.99,3.99,3.75
4.02,4.25,4.28,3.95
4.07,4.24,4.24,3.75
4.24,4.24,4.24,4.24
4.16,4.11,4.23,4.00
4.00,4.19,4.19,4.00
4.05,4.08,4.21,4.00
4.13,4.12,4.16,4.10
4.00,4.00,4.00,4.00
4.00,4.13,4.13,3.85
3.95,3.95,4.04,3.95
4.02,4.02,4.02,4.02
4.04,3.77,4.07,3.75
3.77,3.77,3.77,3.77
3.90,3.93,3.98,3.64
3.93,3.93,3.93,3.93
3.93,3.93,3.93,3.93
3.94,3.98,3.98,3.94
3.86,3.86,3.86,3.86
3.82,3.82,3.82,3.82
3.88,3.88,3.88,3.88
3.83,3.83,3.83,3.80
3.83,3.83,3.83,3.83
3.83,3.83,3.83,3.83
3.80,3.80,3.80,3.80
3.71,3.76,3.88,3.71
3.81,3.81,3.81,3.81
3.78,3.78,3.78,3.78
3.23,3.74,3.74,3.23
3.66,3.66,3.66,3.66
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.78,3.78,3.78,3.78
3.79,4.04,4.10,3.79
4.04,4.04,4.04,4.04
4.05,4.05,4.05,4.05
3.83,3.83,3.83,3.83
3.99,3.99,3.99,3.99
3.82,3.93,3.93,3.82
4.01,3.97,4.01,3.90
3.98,3.98,3.98,3.98
3.98,3.98,3.98,3.98
3.98,3.98,3.98,3.98
3.98,3.90,3.98,3.87
3.80,3.79,3.80,3.79
3.79,3.79,3.79,3.79
3.85,3.85,3.85,3.85
3.88,4.00,4.01,3.88
3.76,3.89,4.00,3.76
3.89,3.89,3.89,3.89
3.50,3.80,3.80,3.48
3.85,3.85,3.85,3.85
3.84,3.89,3.89,3.72
3.85,3.85,3.85,3.85
3.83,3.83,3.83,3.83
3.83,3.80,3.83,3.80
3.83,3.90,3.90,3.78
3.74,3.85,3.85,3.74
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.85,3.85,3.85,3.85
3.84,3.84,3.84,3.84
3.84,3.84,3.84,3.84
3.75,3.75,3.75,3.75
3.75,3.80,3.80,3.75
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.84,3.84,3.84,3.84
3.84,3.84,3.84,3.84
3.85,3.85,3.90,3.85
3.90,3.87,3.90,3.82
3.81,3.89,3.89,3.81
3.78,3.88,3.88,3.78
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.88,3.88,3.88,3.88
3.90,3.80,3.90,3.79
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.70,3.75,3.70
3.70,3.70,3.70,3.70
3.72,3.72,3.72,3.72
3.80,3.80,3.80,3.80
3.70,3.72,3.73,3.67
3.71,3.71,3.71,3.71
3.70,3.75,3.75,3.65
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.60,3.65,3.65,3.60
3.61,3.70,3.70,3.61
3.66,3.75,3.79,3.60
3.80,3.75,3.80,3.73
3.80,3.70,3.80,3.70
3.75,3.79,3.79,3.75
3.79,3.79,3.79,3.79
3.60,3.79,3.79,3.59
3.75,3.76,3.80,3.66
3.75,3.61,3.75,3.60
3.80,3.80,3.80,3.77
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
3.79,3.80,3.80,3.79
3.80,3.80,3.80,3.80
3.59,3.59,3.59,3.59
3.72,3.72,3.72,3.72
3.52,3.75,3.76,3.52
3.76,3.66,3.76,3.66
3.51,3.65,3.65,3.51
3.65,3.65,3.65,3.65
3.79,3.79,3.79,3.79
3.79,3.79,3.79,3.79
3.69,3.69,3.69,3.69
3.70,3.73,3.73,3.70
3.78,3.73,3.78,3.73
3.74,3.74,3.74,3.74
3.74,3.74,3.74,3.74
3.61,3.75,3.75,3.61
3.66,3.75,3.75,3.66
1.69,3.75,3.80,1.69
3.66,3.66,3.66,3.66
3.01,3.66,3.67,3.01
3.62,3.70,3.70,3.62
3.70,3.70,3.70,3.70
3.65,3.71,3.80,3.65
3.77,3.77,3.77,3.77
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.69,3.74,3.79,3.69
3.79,3.79,3.85,3.75
4.02,4.01,4.04,3.90
3.86,3.89,3.97,3.85
4.00,4.13,4.28,3.90
4.10,4.04,4.23,3.79
4.12,3.91,4.12,3.91
4.00,4.19,4.25,4.00
4.45,4.52,5.52,4.31
4.25,3.67,4.34,3.15
3.68,3.73,3.90,3.51
3.81,3.74,3.81,3.66
3.54,3.73,3.78,3.54
3.69,3.76,3.81,3.58
3.65,3.88,3.95,3.65
3.86,3.99,4.03,3.86
3.95,3.99,4.02,3.95
4.05,3.98,4.20,3.92
3.77,3.98,3.99,3.61
3.96,3.87,4.00,3.70
3.84,3.70,3.84,3.69
3.73,3.71,3.81,3.67
3.75,3.88,3.90,3.69
3.93,4.04,4.05,3.88
4.02,4.02,4.10,3.91
4.18,4.09,4.19,4.00
4.03,3.94,4.17,3.93
4.01,3.97,4.10,3.97
4.13,4.02,4.15,3.89
3.97,3.86,4.13,3.85
3.96,3.96,3.96,3.96
3.85,3.81,3.85,3.81
3.81,3.73,3.90,3.72
3.71,3.75,3.80,3.71
3.76,3.72,3.76,3.72
3.73,3.70,3.76,3.62
3.72,3.70,3.85,3.70
3.75,3.88,3.98,3.70
3.90,3.86,3.94,3.83
3.90,4.06,4.14,3.90
4.05,4.01,4.05,3.96
4.05,4.08,4.11,3.94
3.95,4.06,4.06,3.87
3.95,4.00,4.10,3.83
3.93,3.87,4.01,3.72
3.89,3.90,3.98,3.88
3.93,3.86,3.93,3.85
3.84,3.86,3.93,3.81
3.83,3.71,3.86,3.71
3.74,3.75,3.83,3.70
3.70,3.75,3.82,3.70
3.75,3.72,3.75,3.70
3.78,3.82,3.82,3.78
3.72,3.71,3.74,3.71
3.71,3.71,3.71,3.71
3.84,3.78,3.90,3.78
3.86,3.78,4.00,3.78
3.90,3.76,3.98,3.76
3.79,3.78,3.79,3.78
3.74,3.77,3.86,3.74
3.80,3.71,3.88,3.71
3.85,3.75,3.95,3.73
3.76,3.76,3.97,3.76
3.81,3.77,3.86,3.77
3.79,3.80,3.80,3.77
3.78,3.86,3.95,3.76
3.86,3.86,3.86,3.86
3.92,3.77,3.92,3.77
3.77,3.73,3.77,3.63
3.68,3.71,3.74,3.65
3.71,3.71,3.71,3.71
3.64,3.66,3.67,3.64
3.61,3.63,3.64,3.50
3.65,3.75,3.89,3.65
3.76,3.82,3.93,3.75
3.76,3.77,3.84,3.76
3.83,3.84,3.84,3.75
3.77,3.83,3.83,3.75
3.80,3.48,3.92,3.48
3.65,3.70,3.70,3.65
3.67,3.76,3.76,3.66
3.67,3.77,3.94,3.67
3.87,4.14,4.39,3.87
4.21,3.88,4.21,3.79
3.95,3.83,4.07,3.83
3.84,3.91,4.04,3.84
3.92,3.82,3.95,3.66
4.06,3.85,4.06,3.71
3.87,3.97,3.97,3.86
4.00,3.97,4.00,3.92
3.83,3.85,3.90,3.82
3.88,4.05,4.47,3.81
4.05,3.72,4.05,3.62
3.87,3.81,3.90,3.62
3.82,3.86,3.86,3.82
