ZIXI,Zix Corporation - Common Stock,NASDAQ
4.06,4.06,4.11,4.02
4.09,4.09,4.10,4.02
4.07,4.12,4.20,4.00
4.18,4.12,4.18,4.10
4.15,4.11,4.17,4.06
4.15,4.18,4.24,4.05
4.17,4.23,4.32,4.16
4.25,4.32,4.35,4.21
4.34,4.19,4.35,4.15
4.22,4.23,4.29,4.20
4.25,4.28,4.31,4.19
4.30,4.24,4.30,4.23
4.28,4.33,4.35,4.24
4.30,4.28,4.33,4.27
4.32,4.30,4.34,4.29
4.31,4.27,4.40,4.27
4.29,4.40,4.40,4.27
4.40,4.43,4.43,4.35
4.45,4.36,4.45,4.34
4.39,4.22,4.43,4.20
4.20,4.14,4.21,4.09
4.11,4.18,4.20,4.10
4.21,4.29,4.35,4.19
4.27,4.25,4.33,4.16
4.24,4.53,4.55,4.24
4.48,4.46,4.55,4.38
4.45,4.50,4.54,4.39
4.53,4.56,4.58,4.51
4.56,4.50,4.58,4.46
4.56,4.59,4.60,4.50
4.59,4.63,4.68,4.52
4.64,4.63,4.65,4.57
4.63,4.60,4.69,4.58
4.60,4.65,4.72,4.51
4.69,4.54,4.70,4.51
4.52,4.50,4.54,4.45
4.47,4.45,4.50,4.32
4.44,4.40,4.48,4.37
4.43,4.47,4.51,4.37
4.45,4.33,4.46,4.31
4.31,4.32,4.41,4.30
4.32,4.43,4.48,4.32
4.42,4.49,4.54,4.40
4.48,4.44,4.54,4.43
4.44,4.45,4.54,4.43
4.45,4.40,4.46,4.32
4.40,4.44,4.48,4.37
4.39,4.32,4.43,4.31
4.32,4.29,4.33,4.20
4.27,4.31,4.34,4.20
4.29,4.31,4.34,4.25
4.33,4.44,4.48,4.33
4.43,4.47,4.48,4.42
4.47,4.58,4.65,4.45
4.61,4.48,4.62,4.46
4.48,4.61,4.61,4.48
4.62,4.60,4.65,4.56
4.60,4.68,4.69,4.59
4.66,4.55,4.67,4.55
4.57,4.52,4.57,4.46
4.57,4.56,4.60,4.54
4.59,4.63,4.65,4.51
4.70,4.82,4.86,4.69
4.85,4.83,4.87,4.71
4.83,4.94,4.94,4.77
4.98,4.91,5.03,4.80
4.92,4.83,4.93,4.80
4.83,4.89,4.96,4.80
4.92,4.93,4.98,4.87
4.89,4.89,5.00,4.86
4.85,4.90,4.91,4.76
4.87,4.86,4.93,4.83
4.84,4.83,4.89,4.80
4.84,4.80,4.85,4.68
4.77,4.87,4.92,4.74
4.82,4.83,4.93,4.75
4.81,4.46,4.81,4.42
4.40,4.38,4.50,4.29
4.45,4.56,4.56,4.41
4.53,4.76,4.77,4.50
4.71,4.85,4.87,4.68
4.84,4.78,4.84,4.74
4.78,4.75,4.83,4.65
4.75,4.77,4.78,4.67
4.83,4.83,4.83,4.72
4.82,4.89,4.94,4.82
4.90,4.89,4.97,4.79
4.86,4.51,4.88,4.45
4.57,4.61,4.65,4.54
4.64,4.49,4.67,4.45
4.49,4.29,4.55,4.25
4.30,4.26,4.34,4.22
4.26,4.15,4.32,4.12
4.14,4.08,4.17,3.90
4.12,4.12,4.13,4.01
4.11,4.42,4.45,4.10
4.41,4.21,4.41,4.21
4.25,4.19,4.32,4.14
4.25,4.22,4.40,4.21
4.21,4.25,4.27,4.17
4.22,4.29,4.35,4.20
4.26,4.34,4.40,4.22
4.33,4.49,4.50,4.31
4.47,4.43,4.49,4.40
4.43,4.48,4.50,4.40
4.48,4.41,4.51,4.39
4.40,4.47,4.50,4.37
4.50,4.50,4.52,4.40
4.52,4.55,4.63,4.50
4.53,4.49,4.59,4.49
4.49,4.54,4.57,4.45
4.53,4.62,4.63,4.47
4.61,4.62,4.62,4.51
4.64,4.63,4.64,4.57
4.60,4.33,4.60,4.29
4.31,4.18,4.40,4.14
4.18,4.31,4.34,4.15
4.30,4.21,4.37,4.20
4.27,4.28,4.35,4.20
4.30,4.34,4.36,4.27
4.33,4.42,4.47,4.31
4.41,4.37,4.49,4.36
4.36,4.36,4.45,4.31
4.36,4.45,4.47,4.36
4.46,4.49,4.54,4.45
4.50,4.52,4.54,4.41
4.54,4.59,4.60,4.48
4.59,4.53,4.65,4.49
4.55,4.60,4.65,4.45
4.64,4.56,4.64,4.56
4.56,4.60,4.63,4.54
4.60,4.55,4.63,4.50
4.55,4.51,4.55,4.49
4.48,4.54,4.55,4.47
4.52,4.56,4.62,4.51
4.57,4.57,4.59,4.48
4.56,4.54,4.61,4.51
4.56,4.56,4.65,4.54
4.61,4.63,4.65,4.51
4.61,4.88,4.94,4.60
4.88,4.66,4.90,4.64
4.70,4.70,4.78,4.66
4.68,4.65,4.79,4.62
4.69,4.69,4.73,4.63
4.72,4.74,4.78,4.63
4.76,4.75,4.78,4.71
4.76,4.68,4.76,4.63
4.73,4.62,4.75,4.56
4.62,4.75,4.77,4.60
4.75,4.69,4.75,4.66
4.64,4.61,4.71,4.57
4.58,4.63,4.72,4.50
4.64,4.55,4.74,4.47
4.49,4.49,4.64,4.41
4.52,4.54,4.65,4.50
4.47,4.49,4.55,4.47
4.50,4.41,4.63,4.40
4.41,4.47,4.54,4.39
4.45,4.50,4.52,4.31
4.54,4.51,4.60,4.47
4.50,4.52,4.58,4.49
4.53,4.54,4.57,4.48
4.52,4.50,4.56,4.49
4.50,4.45,4.53,4.43
4.43,4.50,4.54,4.42
4.51,4.43,4.53,4.42
4.46,4.51,4.56,4.45
4.25,4.55,4.55,4.11
4.53,4.66,4.73,4.50
4.69,4.69,4.75,4.62
4.72,4.72,4.75,4.65
4.69,4.64,4.77,4.63
4.65,4.55,4.68,4.54
4.51,4.53,4.60,4.50
4.55,4.52,4.58,4.44
4.46,4.47,4.53,4.42
4.50,4.51,4.58,4.49
4.49,4.62,4.65,4.44
4.66,4.61,4.69,4.60
4.65,4.61,4.65,4.56
4.60,4.54,4.64,4.52
4.52,4.43,4.54,4.41
4.44,4.40,4.47,4.39
4.40,4.31,4.48,4.23
4.31,4.29,4.32,4.27
4.30,4.27,4.35,4.26
4.25,4.27,4.30,4.25
4.26,4.14,4.28,4.13
4.15,4.08,4.21,4.07
4.11,3.95,4.13,3.88
4.04,4.11,4.12,4.01
4.15,4.18,4.20,4.12
4.23,4.19,4.24,4.17
4.19,4.23,4.27,4.18
4.21,4.17,4.27,4.13
4.17,4.14,4.25,4.14
4.18,4.18,4.22,4.12
4.18,4.20,4.22,4.11
4.17,4.17,4.27,4.12
4.19,4.02,4.19,3.96
3.99,4.02,4.06,3.95
4.01,4.10,4.19,4.01
4.09,4.13,4.14,4.06
4.14,4.02,4.20,4.00
3.99,4.00,4.07,3.95
4.05,4.01,4.05,3.95
4.01,4.00,4.03,3.90
4.02,3.91,4.02,3.91
3.91,3.89,3.97,3.85
3.89,3.88,3.91,3.86
3.88,3.88,3.92,3.82
3.87,3.47,3.88,3.36
3.50,3.46,3.52,3.44
3.47,3.44,3.52,3.42
3.44,3.38,3.50,3.33
3.41,3.35,3.46,3.34
3.33,3.28,3.38,3.25
3.26,3.32,3.35,3.21
3.35,3.26,3.40,3.24
3.25,3.27,3.32,3.22
3.26,3.23,3.33,3.22
3.25,3.19,3.27,3.15
3.20,3.15,3.26,3.15
3.12,3.20,3.22,3.11
3.19,3.19,3.26,3.17
3.17,3.13,3.20,3.13
3.11,3.11,3.15,3.10
3.25,3.39,3.56,3.24
3.37,3.30,3.55,3.25
3.27,3.30,3.37,3.27
3.30,3.29,3.34,3.22
3.29,3.27,3.33,3.21
3.29,3.27,3.32,3.22
3.27,3.31,3.39,3.26
3.34,3.38,3.40,3.32
3.36,3.39,3.44,3.36
3.39,3.32,3.43,3.31
3.34,3.30,3.38,3.29
3.32,3.29,3.32,3.26
3.28,3.23,3.30,3.21
3.23,3.26,3.28,3.23
3.28,3.29,3.31,3.20
3.31,3.41,3.42,3.28
3.42,3.63,3.63,3.38
3.57,3.51,3.57,3.48
3.50,3.50,3.54,3.46
3.50,3.50,3.54,3.46
3.52,3.39,3.52,3.37
3.37,3.43,3.47,3.36
3.43,3.43,3.45,3.40
3.44,3.51,3.52,3.42
3.53,3.54,3.56,3.49
3.52,3.50,3.52,3.45
3.49,3.41,3.49,3.41
3.40,3.35,3.52,3.35
3.33,3.45,3.45,3.30
3.44,3.40,3.44,3.37
3.37,3.45,3.52,3.35
3.43,3.42,3.44,3.37
3.41,3.39,3.48,3.37
3.37,3.41,3.46,3.37
3.41,3.45,3.45,3.41
3.43,3.33,3.45,3.33
3.31,3.22,3.33,3.20
3.22,3.23,3.24,3.14
3.15,3.25,3.28,3.15
3.23,3.22,3.35,3.19
3.24,3.20,3.28,3.19
3.19,3.18,3.25,3.09
3.18,3.10,3.20,3.08
3.10,3.03,3.15,3.01
3.01,3.02,3.05,2.96
3.02,2.98,3.09,2.98
2.98,2.94,3.05,2.90
3.00,3.37,3.40,3.00
3.38,3.46,3.49,3.28
3.43,3.44,3.53,3.38
3.46,3.37,3.46,3.29
3.35,3.38,3.41,3.31
3.39,3.39,3.43,3.36
3.39,3.47,3.60,3.36
3.62,3.44,3.62,3.42
3.44,3.53,3.54,3.39
3.50,3.62,3.66,3.50
3.59,3.66,3.70,3.59
3.69,3.69,3.72,3.64
3.67,3.70,3.72,3.59
3.68,3.74,3.78,3.65
3.71,3.71,3.74,3.70
3.71,3.80,3.81,3.71
3.78,3.75,3.80,3.73
3.80,3.69,3.80,3.64
3.72,3.83,3.83,3.65
3.81,3.78,3.81,3.77
3.75,3.81,3.85,3.74
3.80,3.81,3.84,3.75
3.82,3.85,3.88,3.80
3.86,3.81,3.87,3.78
3.80,3.85,3.86,3.79
3.83,3.76,3.86,3.75
3.76,3.75,3.83,3.66
3.75,3.85,3.86,3.73
3.85,3.84,3.87,3.78
3.86,3.85,3.89,3.75
3.84,3.78,3.86,3.76
3.76,3.84,3.85,3.76
3.85,3.85,3.86,3.82
3.86,3.85,3.90,3.84
3.85,3.85,3.90,3.83
3.85,3.98,4.00,3.85
4.05,3.97,4.08,3.96
4.02,3.85,4.02,3.85
3.87,3.85,3.89,3.76
3.84,3.80,3.89,3.80
3.80,3.77,3.89,3.77
3.80,3.64,3.82,3.62
3.67,3.59,3.68,3.57
3.59,3.51,3.60,3.47
3.50,3.65,3.67,3.50
3.65,3.49,3.67,3.48
3.47,3.57,3.60,3.47
3.55,3.48,3.60,3.48
3.49,3.42,3.54,3.42
3.42,3.35,3.42,3.32
3.36,3.61,3.63,3.35
3.66,3.62,3.67,3.55
3.64,3.45,3.67,3.45
3.42,3.42,3.46,3.33
3.43,3.50,3.50,3.36
3.51,3.35,3.51,3.35
3.31,3.36,3.42,3.30
3.36,3.56,3.58,3.36
3.60,3.67,3.67,3.54
3.60,3.68,3.70,3.47
3.65,3.77,3.80,3.62
3.83,3.64,3.83,3.60
3.61,3.74,3.74,3.59
3.77,3.68,3.80,3.60
3.57,3.26,3.57,3.13
3.31,3.28,3.35,3.23
3.30,3.24,3.30,3.19
3.22,3.26,3.27,3.17
3.29,3.38,3.41,3.25
3.38,3.28,3.42,3.27
3.26,3.29,3.31,3.25
3.36,3.30,3.36,3.29
3.28,3.28,3.35,3.22
3.25,3.36,3.37,3.25
3.37,3.35,3.42,3.33
3.35,3.33,3.35,3.22
3.32,3.32,3.33,3.24
3.30,3.37,3.38,3.29
3.30,3.36,3.41,3.30
3.36,3.37,3.37,3.30
3.39,3.27,3.42,3.24
3.29,3.39,3.42,3.26
3.37,3.29,3.41,3.29
3.29,3.28,3.34,3.28
3.30,3.25,3.30,3.21
3.23,3.31,3.33,3.21
3.36,3.28,3.36,3.25
3.27,3.27,3.30,3.25
3.26,3.23,3.29,3.18
3.24,3.28,3.28,3.18
3.25,3.16,3.29,3.16
3.16,3.09,3.18,3.04
3.11,3.13,3.14,3.08
3.14,3.15,3.17,3.05
3.15,3.24,3.25,3.15
3.24,3.24,3.25,3.18
3.24,3.20,3.36,3.03
3.18,3.32,3.33,3.16
3.29,3.34,3.39,3.15
3.15,3.43,3.47,3.15
3.27,3.44,3.45,3.27
3.44,3.38,3.45,3.35
3.36,3.37,3.45,3.34
3.36,3.44,3.45,3.33
3.47,3.49,3.53,3.43
3.47,3.61,3.61,3.47
3.65,3.76,3.78,3.64
3.76,3.71,3.76,3.66
3.73,3.73,3.75,3.70
3.72,3.76,3.78,3.67
3.76,3.67,3.76,3.62
3.64,3.63,3.73,3.58
3.62,3.60,3.67,3.58
3.60,3.55,3.68,3.50
3.52,3.48,3.55,3.46
3.50,3.39,3.50,3.31
3.40,3.38,3.45,3.36
3.46,3.64,3.67,3.42
3.64,3.53,3.64,3.47
3.54,3.52,3.62,3.44
3.70,3.67,3.75,3.61
3.62,3.67,3.74,3.60
3.68,3.60,3.68,3.54
3.60,3.71,3.71,3.60
3.73,3.69,3.73,3.62
3.70,3.68,3.72,3.63
3.71,3.71,3.75,3.63
3.69,3.70,3.77,3.63
3.70,3.72,3.75,3.66
3.61,3.66,3.71,3.61
3.67,3.58,3.69,3.55
3.59,3.61,3.63,3.53
3.61,3.54,3.63,3.52
3.53,3.52,3.55,3.47
3.55,3.55,3.62,3.52
3.56,3.54,3.63,3.52
3.55,3.58,3.60,3.53
3.59,3.56,3.63,3.55
3.57,3.53,3.60,3.52
3.56,3.60,3.62,3.50
3.60,3.60,3.65,3.57
3.60,3.65,3.69,3.58
3.66,3.74,3.78,3.65
3.77,3.79,3.99,3.77
3.66,3.73,3.78,3.49
3.72,3.88,3.94,3.72
3.89,3.81,3.90,3.80
3.79,3.82,3.84,3.65
3.81,3.97,4.00,3.75
3.93,3.99,4.05,3.93
3.98,4.00,4.04,3.97
4.01,4.00,4.05,4.00
4.00,4.01,4.04,3.99
3.99,4.00,4.05,3.97
3.96,3.91,3.99,3.90
3.91,4.30,4.35,3.86
4.40,4.19,4.41,4.17
4.21,4.06,4.21,4.04
4.03,3.93,4.09,3.92
3.95,3.94,4.00,3.92
3.96,3.95,4.04,3.92
3.96,3.92,3.98,3.87
3.95,3.95,3.95,3.90
3.94,3.98,4.00,3.92
3.98,4.12,4.15,3.96
4.12,4.10,4.20,4.09
4.13,4.06,4.20,4.02
4.07,4.02,4.10,4.01
4.03,4.10,4.13,4.01
4.11,3.96,4.11,3.95
3.95,3.89,4.04,3.88
3.90,3.91,3.95,3.85
3.94,4.02,4.04,3.94
3.97,3.93,4.01,3.91
3.91,3.98,3.99,3.88
3.99,3.96,4.00,3.94
3.93,3.92,4.00,3.90
3.93,3.90,3.98,3.89
3.91,3.95,3.98,3.88
3.94,3.96,4.00,3.93
3.99,3.98,3.99,3.93
3.99,3.99,4.01,3.96
3.98,3.98,3.98,3.91
3.98,4.07,4.09,3.97
4.04,4.10,4.10,4.04
4.06,4.02,4.08,3.98
4.03,4.04,4.07,3.98
4.05,4.13,4.26,4.05
3.95,4.27,4.29,3.95
4.25,4.43,4.48,4.22
4.30,4.55,4.62,4.30
4.59,4.44,4.60,4.39
4.41,4.38,4.48,4.37
4.35,4.24,4.42,4.24
4.20,4.26,4.35,4.20
4.26,4.47,4.48,4.26
4.47,4.43,4.47,4.39
4.60,4.36,4.60,4.33
4.37,4.31,4.40,4.28
4.29,4.31,4.39,4.28
4.37,4.43,4.48,4.34
4.45,4.53,4.56,4.39
4.57,4.70,4.79,4.51
4.75,4.69,4.75,4.63
4.69,4.70,4.73,4.64
4.70,4.63,4.72,4.62
4.59,4.65,4.65,4.55
4.64,4.62,4.68,4.55
4.62,4.67,4.67,4.58
4.66,4.65,4.70,4.62
4.64,4.61,4.68,4.55
4.59,4.59,4.63,4.50
4.58,4.65,4.65,4.55
4.62,4.57,4.66,4.55
4.58,4.59,4.60,4.48
4.60,4.59,4.65,4.52
4.58,4.65,4.67,4.52
4.65,4.70,4.72,4.65
4.70,4.69,4.75,4.63
4.68,4.74,4.76,4.63
4.71,4.75,4.81,4.71
4.75,4.73,4.76,4.67
4.71,4.88,4.90,4.70
4.90,5.04,5.06,4.86
5.03,5.02,5.03,4.96
5.01,5.18,5.23,4.92
5.24,5.42,5.47,5.21
5.29,5.26,5.38,5.16
5.27,5.29,5.47,5.27
5.31,5.44,5.47,5.22
5.44,5.40,5.47,5.38
5.36,5.37,5.45,5.36
5.29,5.25,5.38,5.13
5.29,5.32,5.32,5.21
5.35,5.17,5.35,5.14
5.10,5.07,5.17,5.02
5.14,5.17,5.23,5.02
5.18,5.16,5.25,5.09
5.20,5.12,5.21,5.07
5.05,5.10,5.15,5.01
5.13,5.10,5.13,4.95
5.03,5.02,5.07,4.96
5.06,5.11,5.17,5.00
5.15,5.29,5.31,5.14
5.35,5.34,5.39,5.31
5.34,5.34,5.36,5.31
5.33,5.30,5.35,5.27
5.32,5.34,5.39,5.28
5.35,5.33,5.40,5.32
5.36,5.20,5.37,5.17
5.22,5.28,5.30,5.12
5.14,5.14,5.22,4.99
5.16,5.11,5.23,5.02
5.08,4.99,5.19,4.99
5.01,4.90,5.02,4.90
4.93,4.97,5.06,4.85
4.95,4.82,5.00,4.81
4.80,4.91,4.98,4.78
4.90,4.88,4.98,4.85
4.86,4.92,4.93,4.80
4.93,4.93,4.99,4.85
4.91,4.78,5.00,4.78
4.75,4.80,4.91,4.75
4.76,4.86,4.90,4.76
4.87,4.90,4.97,4.86
4.84,4.86,4.95,4.84
4.82,4.89,4.92,4.73
4.87,4.86,4.97,4.82
4.85,4.93,4.97,4.80
4.90,4.95,5.00,4.89
4.79,4.84,4.98,4.79
4.84,4.79,4.89,4.77
4.77,4.60,4.80,4.60
4.50,4.46,4.59,4.41
4.10,4.25,4.34,3.98
4.38,4.23,4.38,4.21
4.30,4.37,4.42,4.17
4.30,4.35,4.42,4.22
4.34,4.43,4.50,4.32
4.38,4.38,4.46,4.37
4.31,4.36,4.41,4.30
4.39,4.48,4.53,4.39
4.48,4.42,4.55,4.42
4.36,4.54,4.58,4.30
4.62,4.64,4.69,4.58
4.69,4.54,4.69,4.54
4.50,4.58,4.66,4.49
4.56,4.67,4.74,4.56
4.67,4.55,4.71,4.50
4.58,4.60,4.65,4.55
4.58,4.46,4.63,4.42
4.49,4.50,4.62,4.41
4.45,4.33,4.56,4.30
4.39,4.37,4.45,4.32
4.35,4.31,4.39,4.28
4.34,4.39,4.43,4.30
4.38,4.45,4.45,4.36
4.51,4.28,4.51,4.25
4.29,4.18,4.36,4.17
4.22,4.27,4.28,4.14
4.32,4.21,4.32,4.12
4.19,4.25,4.29,4.12
4.23,4.25,4.26,4.15
4.25,4.40,4.49,4.25
4.40,4.34,4.45,4.27
4.35,4.38,4.40,4.31
4.40,4.34,4.40,4.33
4.36,4.43,4.43,4.36
4.45,4.51,4.56,4.40
4.51,4.43,4.57,4.41
4.41,4.40,4.49,4.34
4.42,4.59,4.60,4.42
4.58,4.63,4.64,4.55
4.63,4.69,4.72,4.59
4.70,4.68,4.72,4.61
5.00,5.00,5.35,4.83
4.98,5.01,5.05,4.94
5.01,5.02,5.03,4.94
5.02,5.11,5.12,5.01
5.12,5.05,5.13,5.03
5.08,5.25,5.25,5.01
5.24,5.20,5.25,5.17
5.20,5.18,5.24,5.15
5.13,5.14,5.18,5.10
5.11,5.12,5.18,5.08
5.11,5.18,5.20,5.11
5.18,5.18,5.22,5.13
5.15,5.18,5.20,5.12
5.18,5.24,5.25,5.15
5.25,5.30,5.47,5.13
5.28,5.19,5.34,5.18
5.16,5.20,5.21,4.95
5.15,5.13,5.20,5.06
5.09,5.21,5.22,5.09
5.23,5.19,5.28,5.15
5.19,5.44,5.47,5.13
5.47,5.68,5.68,5.42
5.70,5.49,5.75,5.48
5.52,5.58,5.64,5.49
5.52,5.71,5.74,5.52
5.72,5.68,5.78,5.63
5.58,5.73,5.78,5.55
5.77,5.61,5.77,5.60
5.64,5.68,5.72,5.57
5.65,5.66,5.75,5.63
5.68,5.56,5.74,5.56
5.56,5.60,5.71,5.56
5.58,5.49,5.60,5.41
5.43,5.54,5.59,5.33
5.53,5.45,5.57,5.42
5.45,5.37,5.49,5.35
5.27,5.36,5.57,5.26
5.43,5.32,5.43,5.27
5.32,5.33,5.36,5.21
5.35,5.35,5.38,5.25
5.36,5.21,5.39,5.18
5.18,5.25,5.26,5.14
5.26,5.06,5.31,5.05
5.06,5.17,5.18,5.00
5.18,5.23,5.25,5.13
5.21,5.24,5.28,5.17
5.25,5.23,5.28,5.15
5.25,5.25,5.37,5.16
5.28,5.18,5.29,5.16
5.19,5.08,5.22,5.08
5.00,4.82,5.01,4.81
4.83,4.87,4.90,4.74
4.81,4.78,4.87,4.72
4.89,4.78,5.09,4.69
4.77,4.59,4.83,4.56
4.62,4.71,4.80,4.60
4.76,4.72,4.80,4.63
4.71,4.67,4.80,4.62
4.70,4.76,4.79,4.61
4.62,4.54,4.71,4.30
4.60,4.45,4.68,4.38
4.40,4.43,4.49,4.21
4.45,4.42,4.49,4.35
4.47,4.43,4.52,4.40
4.43,4.36,4.49,4.34
4.41,4.43,4.46,4.34
4.42,4.37,4.46,4.33
4.40,4.45,4.52,4.40
4.48,4.49,4.58,4.43
4.46,4.53,4.57,4.45
4.47,4.47,4.50,4.43
4.49,4.45,4.56,4.34
4.43,4.39,4.49,4.34
4.38,4.20,4.39,4.15
4.18,4.19,4.22,4.09
4.15,4.10,4.25,4.06
4.13,4.08,4.22,4.08
4.03,4.06,4.14,4.02
4.07,4.27,4.28,4.05
4.32,4.28,4.39,4.21
3.92,3.44,4.00,3.23
3.48,3.61,3.65,3.46
3.65,3.53,3.71,3.52
3.55,3.64,3.70,3.54
3.72,3.79,3.90,3.70
3.74,3.90,3.91,3.70
3.90,3.95,3.97,3.83
3.98,4.01,4.03,3.93
4.00,3.99,4.02,3.96
4.00,4.08,4.08,4.00
4.06,4.13,4.19,4.05
4.11,4.14,4.15,4.10
4.13,4.09,4.47,4.07
4.06,4.24,4.36,4.02
4.25,4.09,4.25,4.04
4.10,4.19,4.23,4.10
4.24,4.09,4.27,4.07
4.12,4.14,4.16,4.05
4.13,4.05,4.13,3.97
4.01,3.87,4.04,3.83
3.88,3.88,4.00,3.85
3.90,3.91,3.92,3.86
3.94,3.72,3.94,3.72
3.72,3.73,3.80,3.68
3.71,3.64,3.81,3.62
3.63,3.58,3.65,3.58
3.58,3.70,3.71,3.55
3.70,3.78,3.83,3.68
3.78,3.82,3.84,3.75
3.83,3.95,4.00,3.82
3.94,3.93,3.95,3.87
3.88,3.90,3.92,3.84
3.89,3.86,3.90,3.84
3.83,3.82,3.87,3.79
3.82,3.93,3.98,3.81
3.91,3.79,3.94,3.75
3.83,3.82,3.86,3.80
3.83,3.78,3.87,3.77
3.75,3.78,3.83,3.69
3.77,3.90,3.91,3.77
3.90,3.89,3.90,3.81
3.86,3.91,3.96,3.86
3.89,4.00,4.04,3.88
4.01,3.96,4.01,3.89
3.98,3.96,4.01,3.92
3.99,4.01,4.04,3.92
4.02,4.10,4.14,4.01
4.10,4.07,4.11,4.05
4.06,4.09,4.11,4.01
4.00,3.75,4.04,3.69
3.76,3.77,3.90,3.75
3.79,3.73,3.81,3.71
3.74,3.77,3.80,3.72
3.75,3.78,3.81,3.72
3.75,3.82,3.86,3.71
3.80,3.75,3.84,3.75
3.71,3.75,3.76,3.66
3.75,3.85,3.88,3.75
3.84,3.88,3.89,3.82
3.86,3.79,3.88,3.78
3.80,3.75,3.80,3.72
3.75,3.77,3.82,3.73
3.77,3.78,3.81,3.74
3.77,3.64,3.80,3.61
3.63,3.80,3.81,3.63
3.75,3.70,3.80,3.66
3.70,3.80,3.80,3.70
3.79,3.78,3.87,3.78
3.79,3.93,3.95,3.79
3.93,3.93,4.04,3.80
3.95,4.01,4.02,3.95
4.01,4.03,4.05,4.01
4.01,4.02,4.04,3.98
3.99,4.07,4.07,3.92
4.04,4.04,4.06,4.02
4.02,4.13,4.17,3.95
4.11,4.11,4.18,4.09
4.11,4.08,4.16,4.08
4.06,4.13,4.15,4.05
4.10,4.09,4.13,4.01
4.08,4.05,4.14,4.01
4.04,3.99,4.07,3.98
4.00,4.04,4.07,3.96
4.07,4.06,4.13,4.04
4.02,4.00,4.06,3.95
3.99,4.02,4.06,3.95
4.04,4.08,4.09,3.91
4.06,3.99,4.07,3.96
4.01,3.93,4.01,3.93
3.98,4.00,4.00,3.96
3.90,3.72,3.92,3.66
3.69,3.62,3.79,3.61
3.64,3.72,3.74,3.64
3.79,3.83,3.83,3.72
3.85,3.75,3.89,3.74
3.74,3.79,3.80,3.72
3.80,3.77,3.83,3.76
3.74,3.78,3.81,3.74
3.78,3.80,3.87,3.78
3.81,3.90,3.93,3.81
3.90,4.00,4.00,3.89
4.00,4.06,4.10,3.99
4.09,4.08,4.17,4.06
4.12,4.12,4.15,4.09
4.15,3.93,4.15,3.91
3.94,4.03,4.05,3.94
4.03,4.04,4.04,3.95
4.04,4.11,4.11,4.03
4.08,4.15,4.17,4.04
4.12,4.16,4.19,4.09
4.17,4.21,4.24,4.17
4.23,4.28,4.28,4.22
4.26,3.93,4.27,3.89
3.91,3.94,4.02,3.89
3.94,4.06,4.06,3.91
4.04,3.90,4.10,3.90
3.90,3.84,3.93,3.84
3.85,3.79,3.85,3.75
3.81,3.80,3.85,3.76
3.80,3.85,3.86,3.80
3.87,3.83,3.87,3.81
3.84,3.84,3.84,3.79
3.84,3.77,3.84,3.74
3.80,3.83,3.84,3.75
3.81,3.68,3.81,3.68
3.73,3.69,3.73,3.67
3.70,3.66,3.71,3.65
3.67,3.67,3.69,3.67
3.70,3.71,3.72,3.70
3.71,3.73,3.74,3.70
3.73,3.73,3.76,3.71
3.75,3.78,3.80,3.71
3.77,3.82,3.87,3.77
3.81,3.87,3.94,3.81
3.87,3.86,3.91,3.82
3.85,3.82,3.89,3.78
3.81,3.83,3.87,3.80
3.83,3.81,3.85,3.79
3.80,3.90,3.90,3.79
3.89,3.87,3.90,3.83
3.88,3.96,3.96,3.88
3.94,4.04,4.06,3.87
4.03,4.14,4.15,4.00
4.09,4.05,4.15,4.01
4.02,4.11,4.13,4.00
4.11,4.11,4.16,4.08
4.13,4.11,4.13,4.08
4.11,4.13,4.13,4.09
4.16,4.25,4.25,4.11
4.24,4.16,4.27,4.11
4.16,4.13,4.19,4.13
4.14,4.12,4.15,4.09
4.11,4.15,4.17,4.08
4.14,4.09,4.15,4.07
4.05,4.05,4.14,4.03
4.05,4.05,4.06,4.03
4.05,4.08,4.09,4.05
4.06,4.02,4.08,4.02
4.06,4.10,4.12,4.02
4.06,4.05,4.08,4.05
4.06,4.06,4.08,4.04
4.08,4.02,4.09,4.01
4.03,4.00,4.03,3.98
4.00,4.05,4.06,3.95
4.08,4.07,4.08,3.99
4.07,4.02,4.12,3.97
4.03,4.03,4.07,3.99
4.00,4.03,4.04,3.98
4.02,4.05,4.07,4.01
4.05,4.05,4.07,4.04
4.05,4.13,4.16,4.05
4.12,4.13,4.19,4.09
4.11,4.06,4.13,4.05
4.02,4.10,4.13,4.01
4.12,4.17,4.19,4.11
4.15,4.16,4.18,4.10
3.91,4.05,4.09,3.91
4.05,4.11,4.20,4.01
4.12,4.07,4.18,4.05
4.11,4.07,4.11,4.06
4.07,4.08,4.09,4.05
4.07,4.12,4.17,4.06
4.12,4.11,4.16,4.08
4.12,4.18,4.32,4.12
4.21,4.40,4.42,4.21
4.38,4.33,4.41,4.31
4.21,4.44,4.45,4.13
4.45,4.56,4.62,4.33
4.53,4.90,4.91,4.52
4.90,4.76,5.00,4.74
4.80,4.64,4.80,4.60
4.61,4.70,4.71,4.45
4.72,4.67,4.74,4.64
4.67,4.67,4.67,4.58
4.66,4.69,4.75,4.64
4.72,4.69,4.75,4.65
4.66,4.59,4.69,4.58
4.62,4.61,4.68,4.58
4.60,4.49,4.60,4.48
4.52,4.50,4.59,4.41
4.53,4.45,4.55,4.45
4.43,4.40,4.46,4.37
4.40,4.35,4.44,4.32
4.35,4.42,4.42,4.35
