FXS,Guggenheim CurrencyShares Swedish Krona Trust,NASDAQ
132.06,131.42,132.73,131.42
131.31,126.90,131.31,121.00
129.28,129.56,130.01,127.90
132.34,132.32,132.54,132.18
131.10,131.33,131.50,131.00
131.78,131.65,132.48,131.46
130.80,130.19,130.99,130.19
130.00,128.37,130.00,127.97
128.78,129.24,129.24,127.55
129.65,127.33,130.09,127.04
128.00,127.20,128.00,126.25
125.70,125.65,126.18,124.59
126.38,127.74,127.74,126.32
126.68,126.86,127.42,126.52
124.09,124.79,124.90,123.50
125.16,124.32,125.16,124.32
125.84,125.00,125.84,125.00
126.62,127.50,127.50,126.62
127.00,127.10,128.09,127.00
126.96,127.27,127.75,126.96
127.68,127.20,127.68,127.20
124.83,124.83,124.83,124.83
124.00,122.67,124.00,122.66
123.01,122.74,123.70,122.66
123.74,124.00,125.50,123.74
126.12,125.96,126.18,125.37
125.63,125.51,125.72,125.22
127.12,126.52,127.12,126.52
127.49,128.30,128.40,127.49
127.58,127.89,127.89,127.58
128.38,128.34,128.66,127.99
128.54,128.34,129.24,128.34
129.73,128.37,129.83,128.37
126.37,126.37,126.37,126.37
128.81,128.24,128.81,128.24
127.75,127.75,127.75,127.75
128.36,128.44,128.44,128.36
128.50,128.78,128.78,128.50
127.27,127.67,127.67,127.27
127.70,127.66,128.16,127.58
128.92,129.71,129.71,128.46
131.14,131.14,131.14,131.14
130.75,130.58,131.30,130.58
131.14,131.54,131.54,130.66
132.23,132.09,132.25,131.97
132.61,132.77,133.13,132.61
132.59,132.60,132.60,132.59
133.54,134.27,134.30,133.44
134.22,135.09,135.35,134.22
136.32,136.48,136.48,135.70
135.45,135.99,136.01,135.44
135.44,135.24,135.44,135.11
134.45,134.83,134.92,134.11
134.97,134.19,135.17,134.19
135.40,135.90,136.32,135.40
135.28,136.16,136.16,135.00
135.99,136.30,136.33,135.99
136.30,136.61,136.61,136.30
136.38,136.49,136.49,136.38
137.63,138.08,138.69,137.41
137.17,138.21,138.21,137.17
139.58,140.20,140.20,139.58
140.03,140.32,140.32,140.03
140.18,139.54,140.23,139.21
139.59,139.78,139.78,139.15
140.42,140.70,140.70,140.42
140.37,140.38,140.38,140.37
138.95,139.02,139.19,137.37
135.99,135.31,135.99,134.87
134.78,135.28,135.28,134.78
134.15,133.49,134.15,132.91
135.00,135.00,135.00,135.00
135.83,135.81,135.83,135.81
135.65,135.68,135.68,135.64
135.40,134.67,135.44,134.59
134.00,134.06,134.06,134.00
134.20,134.27,134.32,134.20
133.00,133.27,134.01,133.00
132.92,133.27,133.27,132.91
134.38,134.65,134.65,134.38
135.60,135.39,135.60,135.35
134.75,134.75,134.75,134.75
134.75,134.75,134.75,134.75
136.78,136.57,136.84,136.57
136.81,137.20,137.20,136.75
137.35,137.85,137.85,137.35
136.32,135.90,136.32,135.88
137.11,136.93,137.11,136.93
137.02,136.92,137.02,136.90
137.58,137.58,137.58,137.58
138.86,139.13,139.13,138.86
139.13,141.14,141.14,139.13
140.60,140.62,140.84,140.40
140.85,141.33,141.33,140.85
141.33,140.69,141.56,140.69
141.50,142.12,142.43,141.50
143.01,144.62,144.83,142.78
146.26,145.28,146.41,145.00
144.09,144.09,144.80,143.90
145.62,146.29,146.32,145.35
146.01,145.57,146.01,145.38
145.38,147.39,147.63,145.37
147.61,148.25,148.44,147.50
148.24,147.74,148.24,146.60
148.47,148.38,148.60,148.22
147.50,147.15,147.50,147.00
148.73,148.25,148.90,148.25
148.49,148.25,148.50,148.01
149.91,149.58,149.91,149.00
148.99,149.28,149.46,148.53
149.29,149.31,149.60,149.13
148.89,149.79,149.81,148.19
150.08,150.27,150.27,149.84
151.61,151.69,152.01,151.42
151.63,150.20,151.63,150.14
149.47,149.99,150.05,149.47
147.02,145.95,147.29,145.90
148.00,149.68,149.84,148.00
150.09,149.04,150.53,148.92
150.00,150.11,150.42,149.80
152.07,151.26,152.07,151.01
148.03,147.84,148.40,147.75
147.53,146.80,147.53,146.63
148.25,147.84,148.30,147.84
148.03,149.05,149.05,148.03
149.40,148.42,149.50,148.42
150.09,149.99,150.09,149.63
149.79,150.83,150.83,149.27
152.84,152.44,153.18,152.40
151.06,150.69,151.25,150.66
149.54,148.54,149.54,148.50
149.55,147.39,149.55,147.17
147.02,147.77,148.08,146.45
146.26,145.32,146.26,145.12
146.42,144.91,146.89,144.81
145.11,144.51,145.11,144.38
144.13,143.12,144.13,142.38
143.51,143.46,143.80,143.46
144.77,144.69,144.89,144.50
144.76,145.27,145.30,144.59
144.69,144.52,144.69,143.92
143.01,142.77,143.01,142.42
143.28,143.10,143.46,143.01
142.10,142.14,142.14,142.10
141.47,142.25,142.30,141.08
140.94,141.90,141.97,140.94
142.31,142.76,142.89,141.78
143.61,144.15,144.27,143.61
145.35,146.26,146.26,145.32
144.92,145.49,145.49,144.86
146.17,144.79,146.17,144.79
143.84,144.54,144.91,143.75
143.97,144.42,144.49,143.97
144.25,143.93,144.25,143.93
144.75,145.51,145.77,144.67
145.82,146.31,146.45,145.80
146.19,145.20,146.41,145.20
145.64,146.23,146.23,145.41
146.12,145.50,146.12,145.38
145.37,145.37,145.37,145.37
145.49,145.22,145.49,145.22
145.02,144.95,145.10,144.95
145.10,145.25,145.41,145.00
146.03,146.18,146.19,145.53
145.78,144.79,145.78,144.69
145.54,146.15,146.36,145.14
147.06,147.44,147.61,147.03
148.55,148.96,149.06,147.78
148.40,148.56,148.94,148.05
148.81,148.21,148.82,147.65
146.63,146.91,147.45,146.49
146.12,144.88,146.12,144.86
144.24,143.79,144.33,143.72
143.88,144.63,144.74,143.88
144.79,145.42,145.44,144.79
146.63,147.20,147.24,146.63
148.47,148.38,149.00,147.60
149.12,149.45,149.53,149.12
149.81,149.18,149.81,149.04
150.42,150.50,150.79,150.33
150.00,149.59,150.02,149.32
150.46,151.05,151.05,150.46
151.50,151.53,151.53,151.24
151.44,152.39,152.82,151.44
153.33,153.68,154.00,153.25
155.23,154.90,155.70,154.45
154.69,152.93,154.69,152.08
153.86,154.49,154.91,153.86
155.75,156.42,156.52,155.33
163.47,155.31,163.47,154.20
153.54,153.75,154.30,153.03
153.22,153.88,153.88,152.99
153.48,154.45,154.57,153.15
154.98,154.80,155.56,154.60
154.90,154.81,155.26,154.69
153.67,153.59,154.21,153.01
153.65,153.60,153.83,153.12
152.55,153.15,153.48,152.55
153.69,153.47,154.07,153.22
154.59,154.85,155.26,153.90
155.28,155.55,155.62,154.71
155.93,155.35,155.93,154.89
155.66,154.54,155.66,154.36
155.62,155.45,155.82,155.15
156.08,156.01,156.51,155.48
155.53,155.03,155.53,154.64
157.55,157.39,158.05,156.83
158.31,157.10,158.31,156.79
157.90,157.83,158.11,157.43
158.02,157.47,158.02,157.00
158.00,156.88,158.00,156.60
156.35,156.96,157.53,156.35
156.71,155.97,156.71,155.97
157.13,157.34,157.60,156.89
156.36,155.17,156.36,155.17
155.21,157.12,157.12,155.21
157.01,156.83,157.06,156.54
154.49,155.94,156.22,154.43
155.27,153.54,155.27,152.90
154.18,155.43,155.61,154.18
157.40,158.60,158.73,157.40
159.27,158.95,159.41,158.13
159.09,157.83,159.09,157.37
157.72,157.20,157.72,156.90
157.76,157.35,158.00,157.10
157.00,156.00,157.00,155.66
156.32,156.00,156.72,155.96
156.67,157.32,157.32,156.45
157.05,157.31,157.94,156.73
157.81,158.07,158.37,157.73
156.45,158.20,158.80,156.30
158.00,157.53,158.00,157.23
157.05,157.35,157.61,157.00
158.12,158.02,158.53,157.98
158.19,157.58,158.19,157.40
159.73,160.36,160.38,159.73
160.02,159.00,160.02,159.00
159.56,158.09,159.56,157.84
159.37,159.11,159.99,158.94
159.72,160.45,160.62,159.63
160.45,160.88,161.19,160.33
159.93,158.04,159.93,157.07
159.39,160.17,160.26,159.24
162.03,162.69,162.71,162.03
163.51,163.08,163.93,163.00
163.33,163.39,164.03,163.27
163.98,163.34,163.98,162.92
163.88,164.93,164.93,163.25
165.30,165.79,165.82,165.04
166.12,168.44,168.44,164.84
166.09,165.37,166.45,165.28
165.00,164.58,165.37,163.98
164.64,163.26,164.87,163.15
162.26,159.61,162.26,159.60
160.16,157.99,160.75,157.71
158.40,159.03,159.49,157.25
159.86,160.25,160.41,159.24
159.63,157.55,159.63,157.09
157.54,158.01,158.48,157.14
158.15,155.96,158.15,155.20
156.92,156.81,157.72,156.61
156.57,157.52,157.56,156.20
157.99,157.89,158.40,157.57
158.49,158.93,159.40,158.32
158.51,158.01,159.07,157.31
156.08,156.44,156.79,155.80
157.33,156.98,157.41,156.91
156.90,157.33,157.79,156.71
158.30,158.04,158.46,157.36
159.26,159.88,160.00,159.26
161.56,161.20,161.68,161.17
161.36,159.19,161.36,159.19
160.33,160.59,160.99,159.65
160.60,162.27,162.45,160.55
161.68,160.65,161.76,160.63
161.77,161.98,162.10,161.65
161.30,160.73,161.39,160.68
159.50,159.63,160.13,159.37
158.59,156.73,158.59,156.60
157.00,157.36,157.62,156.75
157.25,157.39,157.84,157.05
155.29,153.57,155.51,153.28
153.37,153.79,153.86,152.93
154.94,155.34,155.82,154.59
155.10,155.28,155.73,155.10
156.28,156.66,156.86,156.24
156.40,156.27,157.22,156.27
153.04,154.35,154.35,152.38
154.23,152.97,154.23,152.97
153.18,154.65,154.72,153.18
154.54,154.28,155.10,154.13
155.50,156.60,156.99,155.37
157.63,157.50,158.14,157.50
157.99,158.79,158.79,157.72
158.84,158.16,158.99,157.94
156.78,156.45,156.98,156.01
156.70,157.48,157.69,156.69
156.16,155.70,156.25,154.96
152.76,151.72,152.82,151.30
151.41,150.85,152.18,150.85
152.03,153.00,154.14,152.03
154.12,152.81,154.26,152.51
152.93,153.20,153.35,152.59
151.81,151.87,151.87,150.67
152.96,152.95,153.51,152.50
153.93,154.51,154.53,153.93
157.01,157.75,157.89,156.60
157.58,157.35,157.58,156.22
157.17,157.19,157.54,156.84
158.61,159.45,159.69,158.54
158.89,157.05,158.89,156.81
156.78,157.23,157.55,156.78
157.48,158.43,158.69,157.30
158.87,157.51,158.90,156.46
156.56,155.24,157.49,155.00
156.85,156.82,156.93,156.06
153.79,152.40,153.79,152.15
154.15,153.77,154.65,152.47
153.36,153.72,153.85,151.92
153.95,154.41,154.41,151.70
153.30,151.49,153.30,151.25
151.71,153.01,153.55,151.58
153.75,152.80,153.83,152.60
154.50,155.54,155.80,154.50
155.48,155.57,156.26,155.37
157.39,157.45,158.06,156.99
156.15,154.53,156.15,154.02
155.66,156.01,156.67,155.66
157.55,156.46,157.55,156.46
157.00,157.61,157.61,156.91
157.67,157.45,158.16,157.30
158.07,157.76,158.07,156.44
157.59,158.35,158.65,156.73
158.96,158.30,159.02,158.02
156.76,157.10,157.16,156.05
157.19,157.16,157.92,156.92
156.61,155.53,156.85,155.51
154.80,155.81,155.81,154.80
155.06,153.79,155.09,153.64
155.51,156.18,156.46,155.33
156.17,154.55,156.55,154.26
154.17,151.85,154.17,151.37
150.61,148.25,150.61,146.82
149.02,149.39,150.03,148.81
148.78,148.60,148.89,147.42
150.56,151.05,151.39,149.63
150.50,150.41,150.63,149.58
147.78,149.11,149.15,147.20
149.49,149.95,150.49,149.27
149.12,147.46,149.55,147.46
144.55,144.39,145.16,143.55
144.49,144.02,145.34,143.76
145.10,146.00,146.01,144.04
148.10,147.20,148.49,147.20
147.74,146.06,147.78,146.06
146.92,146.32,147.34,145.78
145.21,145.33,146.13,145.21
144.74,143.90,145.17,143.71
142.96,144.54,144.55,142.26
145.03,144.83,145.21,144.09
144.51,146.05,146.29,143.84
146.74,146.22,147.34,146.20
148.68,149.52,150.09,148.68
148.30,149.24,149.30,147.96
151.05,150.30,151.05,150.30
149.56,149.84,149.91,148.77
151.36,150.90,151.36,150.52
149.86,149.53,149.99,149.23
148.96,150.81,150.81,148.72
150.59,150.15,150.89,149.76
150.17,150.29,150.60,148.90
151.39,151.45,151.81,150.97
151.45,151.92,152.35,151.45
152.17,151.70,152.17,151.43
152.68,152.75,152.75,151.54
155.83,157.15,157.51,155.83
156.11,156.40,156.74,156.11
154.93,153.00,154.99,152.94
149.55,150.50,150.63,149.50
151.49,150.52,151.62,150.52
150.97,151.34,151.61,150.67
150.76,151.14,151.23,150.45
150.83,151.67,151.75,150.81
151.87,152.47,152.56,151.74
149.21,148.76,149.54,148.65
149.03,148.93,149.15,148.51
150.05,150.74,150.75,150.05
150.27,148.50,150.27,148.50
148.08,148.02,148.08,147.49
147.21,146.37,147.46,146.37
146.83,146.13,146.97,146.03
147.07,146.61,147.38,146.61
146.01,146.16,147.65,145.57
146.44,146.07,146.44,145.84
144.70,143.79,144.70,143.63
142.81,142.07,142.81,142.07
144.34,142.76,144.34,142.76
143.82,144.67,144.92,143.82
147.44,146.99,148.00,142.86
147.14,146.75,147.22,146.75
147.76,147.39,147.80,146.70
148.34,147.75,148.34,147.75
147.19,147.68,147.68,147.14
147.31,148.04,148.13,147.31
147.17,146.88,147.17,146.24
146.87,147.70,147.73,146.87
145.69,144.75,145.69,144.75
145.00,142.34,145.47,142.21
142.11,142.19,142.41,141.76
143.16,142.58,143.16,142.45
142.49,143.71,143.99,142.49
144.02,143.77,144.38,143.72
145.60,144.92,145.88,144.89
144.57,144.49,144.58,144.20
143.34,145.00,145.00,143.34
144.44,144.74,144.76,144.44
144.75,145.30,145.33,144.75
144.82,144.07,144.82,143.77
143.83,144.40,144.40,143.82
144.93,144.57,144.96,144.52
145.07,145.72,146.00,145.07
144.75,145.48,145.71,144.33
144.01,143.49,144.01,143.44
143.13,143.11,143.67,143.11
143.52,144.31,144.31,143.52
144.23,144.38,144.66,144.23
143.11,143.31,143.38,143.11
144.01,143.65,144.01,143.44
142.03,142.16,142.16,141.44
143.50,143.30,143.75,143.30
144.94,144.89,144.94,144.83
146.38,147.20,147.24,146.30
146.43,146.65,146.67,146.23
147.17,147.86,147.86,147.17
147.14,146.67,147.15,146.33
147.00,147.43,147.43,147.00
147.47,146.63,147.85,146.61
146.97,147.62,147.63,146.58
146.56,147.52,147.52,146.56
146.78,145.94,146.78,145.92
147.43,147.41,148.10,147.41
147.29,147.59,147.59,147.29
148.01,148.41,148.41,147.76
148.50,148.50,148.50,148.50
148.50,149.29,149.29,148.27
149.49,149.53,149.89,149.49
149.64,149.82,150.07,149.64
148.85,148.98,149.24,148.58
148.97,149.35,149.69,148.97
149.19,148.34,149.19,148.02
148.53,148.00,148.53,147.88
147.20,148.21,148.21,147.17
148.18,147.63,148.18,147.63
148.16,149.66,149.89,148.15
148.47,149.39,149.52,148.47
149.14,149.45,149.95,149.12
151.00,151.87,151.99,151.00
150.25,150.71,151.00,150.25
150.98,151.35,151.79,150.74
151.79,150.43,151.79,150.43
150.00,150.21,150.50,149.91
148.65,148.92,148.92,148.59
147.79,148.45,148.63,147.79
145.97,146.40,146.60,145.97
146.12,146.12,146.12,146.12
147.09,148.78,148.78,147.09
146.84,146.17,146.84,146.09
145.75,145.98,146.25,145.75
146.36,146.65,147.02,146.14
145.99,145.08,145.99,145.06
145.96,146.91,146.91,145.96
147.50,147.37,147.50,147.09
147.75,148.32,148.36,147.50
147.73,148.12,148.12,147.45
147.81,147.89,147.97,147.25
147.61,146.31,147.61,146.31
147.72,147.61,147.75,147.61
148.93,149.27,149.38,148.23
148.34,148.21,149.19,148.21
149.21,149.40,149.41,149.06
149.43,149.31,149.43,148.57
150.00,150.11,150.56,149.84
150.65,150.76,150.76,150.65
149.90,149.23,150.90,149.14
147.59,148.00,148.15,147.59
147.51,147.16,147.51,146.75
146.04,147.37,147.37,146.04
146.03,146.28,146.28,145.70
146.71,146.00,146.71,146.00
146.96,147.42,147.60,146.96
146.15,146.69,146.69,146.10
146.08,146.92,146.92,146.08
147.05,147.21,147.21,147.00
146.77,147.58,147.58,146.77
147.34,147.80,147.80,147.34
148.78,148.46,148.78,148.46
147.76,147.32,147.76,146.53
147.06,147.54,147.74,147.06
147.23,147.74,147.79,147.23
147.63,147.79,147.79,147.63
147.26,148.09,148.22,147.26
147.11,147.89,147.90,147.11
147.33,147.33,147.33,147.33
146.25,147.33,147.43,146.25
147.32,147.29,147.32,146.91
145.75,145.74,145.75,145.74
146.11,146.11,146.11,146.11
144.33,145.15,145.21,144.33
145.15,145.15,145.15,145.15
142.06,143.25,146.30,142.06
143.36,143.25,143.36,142.11
141.76,141.36,141.99,141.36
140.51,138.10,140.51,138.10
138.60,138.35,139.53,138.25
138.35,137.67,138.35,137.67
139.00,139.21,139.21,139.00
139.00,139.70,139.70,139.00
138.91,138.96,139.25,138.91
138.31,138.01,138.91,138.00
140.40,138.00,140.40,138.00
138.15,138.79,138.82,138.10
138.80,138.02,138.85,136.84
136.70,137.20,137.20,136.70
137.00,136.66,137.00,136.26
136.28,137.02,137.02,136.28
137.35,138.02,138.02,137.35
138.12,137.97,138.16,137.70
138.00,138.69,138.69,137.96
138.69,138.69,138.69,138.69
138.48,139.50,139.66,138.48
140.92,139.90,140.92,139.90
140.36,140.56,140.56,140.18
141.00,141.44,141.55,141.00
141.85,141.97,141.97,141.85
142.78,142.61,142.78,141.90
141.77,141.54,141.77,141.49
142.61,142.78,142.85,142.61
143.00,142.92,143.07,142.92
142.09,142.09,142.09,142.09
141.89,141.95,141.95,141.89
141.01,140.71,141.01,140.71
140.71,140.72,140.79,140.38
141.13,141.27,141.27,141.13
140.93,140.82,140.93,140.82
143.97,143.82,144.27,143.72
143.69,143.69,143.69,143.69
143.21,143.58,143.62,143.16
143.05,142.91,143.05,141.94
141.49,141.61,141.61,141.49
141.73,142.19,142.19,141.73
142.80,142.80,142.80,142.80
142.80,142.34,142.80,142.20
141.35,141.48,141.60,141.30
141.50,141.39,141.50,141.39
141.21,141.36,141.49,141.04
142.16,142.86,142.86,141.70
143.59,143.38,143.59,143.25
143.39,143.87,143.87,143.37
143.90,143.59,143.90,143.59
142.40,143.65,143.65,142.13
142.61,142.74,142.74,142.49
142.61,142.83,142.83,142.61
144.95,144.92,145.10,144.77
145.03,145.39,145.39,145.03
145.81,146.69,146.69,145.81
146.11,146.55,146.55,146.11
146.94,147.01,147.25,146.94
145.85,146.18,146.33,145.85
148.20,148.20,148.20,148.20
148.20,148.19,148.20,148.18
148.40,148.40,148.40,148.40
148.65,148.65,148.65,148.65
148.65,148.41,148.65,148.41
148.74,149.29,149.44,148.74
149.13,148.38,149.46,148.38
148.95,148.66,148.95,148.65
148.60,148.96,148.96,148.60
148.87,148.67,148.87,148.54
149.69,149.15,149.69,148.28
149.69,149.14,149.69,149.14
150.00,149.58,150.00,149.58
148.79,149.71,149.71,148.78
150.24,150.81,150.98,150.20
150.77,151.22,151.22,150.77
151.34,150.85,151.34,150.85
151.40,150.95,151.48,150.73
149.83,149.57,149.83,149.45
148.80,148.72,148.80,148.72
150.13,150.27,150.60,150.13
149.02,147.88,149.02,147.88
148.25,147.96,148.25,147.96
147.66,147.49,147.66,147.49
150.22,150.56,150.56,150.22
150.45,150.06,150.50,150.06
150.06,150.06,150.06,150.06
151.71,151.30,151.71,151.30
150.36,151.39,151.52,150.36
152.12,151.95,152.12,151.95
151.51,151.24,151.51,151.24
151.52,151.43,151.54,151.43
152.66,152.98,152.98,152.66
151.90,152.47,152.55,151.51
152.51,151.84,152.51,151.44
151.09,151.36,151.36,151.09
152.13,151.40,152.15,151.40
150.35,150.76,150.76,150.35
152.00,152.33,152.33,152.00
151.99,151.81,152.10,151.81
151.52,151.11,151.52,150.94
150.91,150.60,151.00,150.60
148.92,148.76,148.92,148.76
149.96,150.49,150.67,149.96
150.49,150.49,150.49,150.49
150.11,150.11,150.11,150.11
149.08,149.42,149.42,149.08
149.10,148.65,149.10,148.61
148.63,148.60,148.63,148.60
148.40,148.57,148.57,148.40
149.17,149.15,149.17,148.79
150.23,149.99,150.23,149.99
150.94,150.94,150.94,150.94
151.90,151.70,151.90,151.70
151.62,151.43,151.62,151.31
150.90,150.56,151.03,150.56
149.82,149.65,149.82,149.65
148.98,148.99,148.99,148.98
148.33,148.35,148.35,148.33
148.55,148.55,148.55,148.55
150.09,150.09,150.09,150.09
149.47,149.63,149.77,149.37
148.80,148.50,148.80,148.50
148.57,148.62,148.62,148.51
148.70,148.93,148.93,148.70
148.62,148.62,148.62,148.62
148.62,148.62,148.62,148.62
147.69,147.69,147.69,147.69
147.46,147.29,148.87,147.29
146.73,146.69,146.73,146.59
146.69,146.59,146.69,146.59
148.47,147.80,148.47,147.80
146.33,146.33,146.46,146.32
147.00,147.80,147.80,147.00
146.88,146.83,146.94,146.74
146.84,147.89,147.89,146.84
147.15,150.32,150.32,147.15
148.60,150.32,150.59,148.60
148.84,148.84,148.84,148.84
149.21,149.43,149.43,148.94
148.27,149.25,149.43,148.27
149.59,149.25,149.77,149.23
149.26,150.07,150.09,149.26
150.74,150.94,150.94,150.74
150.68,150.90,151.23,150.68
150.36,149.80,150.36,149.80
149.52,149.28,149.52,149.03
148.64,148.64,148.64,148.61
149.66,149.69,149.77,149.39
150.00,149.60,150.00,149.51
148.01,149.23,149.23,148.01
148.90,149.11,149.20,148.90
149.84,149.84,149.84,149.84
150.20,150.96,150.96,150.20
152.70,151.87,153.02,151.87
151.40,152.73,152.98,151.40
152.85,151.73,152.85,151.73
152.17,151.82,152.17,151.82
152.44,152.92,152.92,152.44
153.20,153.15,153.20,152.66
153.06,152.79,153.31,152.71
153.03,153.14,153.14,152.72
153.84,153.01,154.00,152.84
151.41,152.58,153.00,151.41
151.74,152.31,152.31,151.73
153.00,152.95,153.09,152.82
152.09,152.09,152.09,152.09
151.31,151.50,151.50,151.31
153.25,153.15,153.45,153.13
154.03,153.96,154.04,153.85
154.00,154.32,154.45,154.00
153.71,152.70,153.71,152.70
153.27,153.17,153.27,153.12
153.36,153.33,153.36,153.33
152.36,152.28,152.36,152.28
152.51,152.90,152.93,152.47
152.30,152.65,152.78,151.93
152.73,153.34,153.34,152.71
154.10,153.80,154.13,153.74
154.82,154.91,155.10,154.67
155.20,156.43,156.43,155.20
156.73,156.92,156.94,156.55
156.40,156.64,156.68,156.40
157.36,157.82,158.37,157.18
157.12,157.24,157.31,157.12
156.51,157.24,157.24,156.50
156.65,156.46,156.94,156.37
155.15,155.02,155.40,154.86
154.86,154.43,154.90,154.43
155.23,155.47,155.64,155.11
156.16,156.13,156.62,156.13
158.19,158.13,158.38,157.89
157.17,157.34,157.34,157.12
157.33,157.42,157.42,157.26
157.62,157.79,157.79,157.62
158.10,156.58,158.20,156.58
155.04,154.94,155.47,154.86
154.70,154.96,154.96,154.55
155.92,154.01,155.92,154.01
153.71,154.20,154.20,153.71
154.50,154.72,154.72,154.40
154.40,154.39,154.62,154.39
154.35,154.73,154.73,154.09
154.50,155.01,155.05,154.50
156.17,155.88,156.17,155.69
155.30,155.27,155.34,155.24
157.16,157.35,157.45,157.16
155.52,155.56,155.56,155.30
155.51,155.66,155.66,155.28
156.60,156.55,156.60,156.42
155.48,154.90,155.48,154.90
153.71,154.27,154.27,153.71
155.87,155.61,156.00,155.61
154.39,154.61,154.73,154.39
154.57,154.26,154.57,153.76
154.26,154.26,154.26,154.26
153.60,153.47,153.60,153.29
152.97,153.52,153.52,152.97
152.34,152.67,152.67,152.25
153.22,153.05,153.60,153.05
152.90,152.94,153.05,152.90
153.21,152.99,153.21,152.80
152.79,153.10,153.10,152.75
153.34,153.48,153.49,153.34
153.16,152.92,153.48,152.92
151.69,152.60,152.79,151.54
153.78,154.31,154.75,153.78
154.76,155.03,155.03,154.76
155.96,155.72,155.96,155.72
156.49,155.74,156.49,155.74
156.94,156.69,156.99,156.69
156.69,156.69,156.69,156.69
155.77,155.54,155.77,155.38
155.98,156.45,156.75,155.98
152.89,152.71,152.89,152.71
152.32,152.20,152.62,152.20
152.89,151.95,153.32,151.95
152.26,152.08,152.29,152.08
150.24,149.85,150.24,149.74
150.51,150.37,150.51,149.91
150.59,150.60,150.87,150.59
151.43,151.30,151.43,151.30
152.22,151.80,152.22,151.80
151.77,153.38,154.03,151.77
154.10,153.76,154.24,153.74
152.68,151.95,152.85,151.95
152.52,153.69,153.69,152.52
152.53,152.10,152.53,152.04
152.39,152.42,152.42,152.39
153.36,152.95,153.36,152.95
152.85,151.60,152.85,151.55
153.86,150.34,153.86,150.25
150.60,150.60,150.60,150.60
149.74,149.18,149.74,149.18
149.20,148.79,149.20,148.79
149.51,149.97,149.98,149.51
148.54,148.45,148.54,148.34
149.34,149.56,149.56,149.31
149.10,150.40,150.43,149.10
150.91,149.74,151.14,149.70
149.63,149.63,149.63,149.63
149.96,149.64,149.96,149.58
149.67,148.26,149.67,148.23
149.61,149.43,149.88,149.39
151.18,151.47,151.76,151.18
150.16,150.13,150.19,149.65
150.31,152.11,152.33,150.31
151.61,151.48,151.64,151.30
150.87,151.00,151.03,150.81
151.77,152.06,152.67,151.77
151.25,151.66,151.81,151.25
150.44,151.31,151.31,150.44
150.78,150.78,150.78,150.78
153.35,153.04,153.35,152.38
152.72,153.44,153.65,152.72
153.95,154.41,154.47,153.95
154.30,154.01,154.30,153.63
153.61,154.60,154.60,153.61
