ERX,Direxion Energy Bull 3X Shares,NASDAQ
61.44,61.79,62.38,60.31
62.80,62.92,63.52,61.45
63.88,63.30,65.05,63.25
62.68,62.46,63.99,61.95
63.68,63.89,65.40,63.31
64.13,64.16,65.82,63.32
63.99,64.29,64.40,62.65
65.25,66.47,66.59,63.81
67.46,67.80,69.00,67.35
68.90,69.90,70.11,68.55
70.52,68.66,70.55,68.18
71.34,70.65,71.34,69.09
70.02,71.45,71.49,69.92
71.87,71.31,71.92,70.89
71.38,69.92,71.79,68.60
70.48,70.88,71.48,70.22
71.50,73.01,73.65,71.34
73.98,76.10,76.10,73.38
75.81,75.45,76.44,75.26
75.83,75.83,76.76,75.50
76.20,73.26,76.20,72.19
72.82,74.79,75.00,72.34
73.51,74.12,74.32,72.30
73.32,72.31,73.52,71.47
72.30,71.85,72.72,70.65
72.25,72.49,74.10,72.13
74.42,76.10,76.30,74.33
75.34,74.99,75.34,73.63
74.28,74.47,74.66,73.40
73.99,73.07,75.10,72.58
72.42,72.38,73.17,71.50
73.42,73.51,74.03,71.70
73.29,72.90,74.02,71.84
71.83,71.96,72.79,71.35
72.56,72.31,72.82,71.00
72.08,71.41,72.74,71.25
70.44,70.28,71.10,69.27
69.71,69.37,70.10,68.47
68.88,65.99,69.04,65.86
66.09,67.13,68.24,65.75
66.69,66.10,67.86,65.70
67.09,69.08,69.81,66.61
69.76,70.56,70.83,68.48
71.13,70.19,71.92,69.72
68.61,68.79,70.34,68.40
69.59,72.30,73.06,69.50
71.95,70.04,72.01,69.66
70.68,69.87,71.06,69.37
71.91,71.53,72.70,70.40
71.20,72.65,73.22,70.74
73.01,73.33,74.28,72.94
74.33,73.49,75.00,71.88
74.01,75.77,76.00,73.70
76.00,75.84,76.06,73.90
75.48,77.55,77.55,74.80
77.45,76.21,77.78,76.04
76.29,76.06,76.99,75.70
77.63,76.00,78.00,75.71
76.18,77.10,77.64,75.76
76.91,79.89,80.81,76.39
80.00,79.31,81.00,78.87
79.72,77.39,80.00,76.89
76.68,76.30,77.16,75.58
76.35,76.50,78.13,75.50
77.00,76.52,77.79,76.32
76.95,76.78,77.33,75.68
75.93,75.78,76.26,75.06
73.26,74.19,75.04,72.73
73.57,75.68,76.20,73.55
74.67,76.14,76.42,73.50
76.03,74.33,76.03,73.11
74.69,76.33,76.94,73.68
73.80,74.39,75.93,73.74
74.52,72.07,75.09,71.96
72.25,71.24,72.25,69.91
73.00,75.34,75.34,72.76
74.31,77.69,78.40,74.25
76.34,79.25,79.45,75.90
78.79,78.35,79.90,77.51
80.04,81.96,82.62,79.88
81.60,82.34,82.53,81.04
84.20,85.08,85.16,83.30
85.10,84.08,86.05,83.52
85.10,85.47,87.05,84.29
83.33,81.53,83.48,80.71
81.66,82.65,82.95,80.14
83.13,84.05,84.68,82.49
83.65,84.18,84.74,82.90
84.80,86.10,86.10,84.75
85.95,84.11,87.00,82.26
84.22,83.44,85.70,82.60
83.28,82.41,83.34,79.59
83.72,85.60,85.75,83.16
84.38,83.13,85.14,83.00
84.54,83.90,85.83,83.16
84.51,80.17,84.93,79.34
80.26,83.72,83.83,79.88
83.75,84.17,84.84,83.31
83.67,81.79,84.01,81.08
80.86,83.89,83.94,80.65
83.60,85.41,85.58,83.60
86.16,86.90,86.90,84.88
87.89,84.68,88.09,84.07
84.32,85.10,86.07,83.08
86.20,84.56,87.11,83.93
85.42,87.00,87.44,85.29
87.31,88.33,88.44,85.66
87.93,86.05,88.68,84.70
86.08,85.25,86.92,84.36
84.68,83.61,85.84,82.23
84.13,83.06,85.26,82.50
83.30,83.26,84.95,81.91
82.67,84.04,84.65,82.20
83.78,83.05,84.36,81.15
82.54,82.17,83.45,81.76
84.34,82.98,84.75,82.20
83.45,83.26,84.22,82.25
83.00,82.54,84.07,82.27
82.71,79.08,82.74,78.61
79.00,80.21,81.08,78.60
79.25,79.24,79.82,78.13
80.50,81.17,82.08,79.86
81.16,79.88,81.40,79.10
80.31,83.51,83.60,78.50
82.64,84.08,84.35,82.21
84.09,84.75,85.68,84.04
85.71,84.86,86.62,84.70
85.12,86.36,86.54,85.00
86.94,88.28,88.49,86.63
88.77,89.46,89.77,88.23
89.54,87.42,90.07,87.28
87.96,89.88,90.10,87.22
88.47,86.20,89.09,85.21
86.25,85.37,87.55,84.80
86.05,85.48,86.45,84.25
86.36,87.49,87.72,85.10
87.44,85.71,87.50,84.81
85.97,84.96,86.31,82.90
85.21,85.22,85.38,83.51
84.42,80.12,84.84,79.89
81.45,83.13,83.28,81.05
83.59,82.48,83.76,82.12
82.00,82.86,82.86,80.87
83.50,82.44,84.69,82.08
83.99,84.25,84.98,82.26
84.99,85.54,85.76,83.93
84.19,82.67,84.67,81.50
81.02,77.55,81.08,77.32
77.92,76.53,78.32,75.01
77.24,78.35,78.69,76.58
76.35,77.04,78.68,75.09
78.25,77.83,78.98,76.50
75.09,74.82,76.80,73.88
74.87,70.95,75.51,70.49
71.92,72.90,73.47,71.18
72.98,70.89,73.07,70.54
71.37,74.12,74.48,71.32
75.12,76.34,76.62,73.98
76.33,75.30,76.33,74.24
75.42,78.20,78.91,75.31
78.91,77.57,79.38,77.40
76.14,78.50,79.30,75.86
79.05,81.69,82.22,78.70
82.12,82.86,83.17,81.76
82.37,83.21,85.72,82.34
83.00,84.84,85.30,82.75
85.35,82.78,85.49,82.69
83.51,86.41,88.73,83.50
86.17,86.50,86.90,84.34
86.48,84.88,86.78,84.03
84.77,85.00,85.42,83.25
85.00,86.26,87.27,84.87
84.63,84.66,87.58,83.90
86.36,87.28,88.19,85.99
86.51,85.02,86.88,84.34
85.22,86.81,87.09,85.13
87.60,87.49,88.07,86.48
87.14,87.80,87.92,85.60
88.20,84.69,88.34,83.98
83.04,84.82,85.46,82.75
85.36,82.12,85.36,81.32
81.92,82.50,83.38,81.67
83.38,83.79,84.58,82.85
84.62,85.88,86.65,83.98
85.91,83.81,86.01,82.33
82.72,84.88,85.30,81.86
85.98,85.59,87.50,85.57
86.50,85.03,87.50,84.62
86.01,87.16,87.50,86.01
88.33,86.15,88.86,85.95
86.05,88.22,88.99,85.60
89.15,91.47,92.07,88.96
92.72,91.43,93.04,90.68
91.57,93.09,93.12,91.50
92.70,94.16,94.58,92.39
94.53,95.97,97.07,94.27
98.02,94.91,98.45,94.46
94.28,90.25,94.33,90.17
90.77,92.81,93.34,90.37
93.61,94.10,94.27,91.25
92.82,90.10,94.73,89.61
88.68,89.44,90.96,88.68
91.40,93.06,93.53,90.20
93.81,96.77,96.84,92.13
98.56,100.28,100.30,98.04
100.66,103.10,103.89,100.16
103.68,105.15,105.32,102.76
104.62,104.51,105.45,102.70
104.78,106.26,107.07,104.78
107.70,106.27,107.80,105.82
105.47,104.47,106.31,103.50
105.30,105.03,105.70,102.31
106.36,106.38,109.19,106.20
105.70,106.27,106.60,104.08
105.38,105.48,106.54,104.55
105.13,106.11,108.31,104.40
104.79,107.52,108.07,104.38
107.83,108.03,109.60,107.76
109.63,110.77,111.24,107.62
110.44,106.09,110.65,105.80
106.38,105.90,107.00,104.63
107.02,108.00,108.16,106.26
108.40,109.19,109.59,108.21
109.35,109.26,110.29,108.88
108.74,105.59,109.02,103.21
105.80,104.72,105.80,103.10
103.95,105.61,106.54,103.90
105.62,104.79,106.20,104.27
105.89,107.85,108.52,105.89
107.50,107.69,109.50,107.49
107.74,107.36,109.00,107.11
108.00,108.13,108.79,106.92
108.34,108.63,109.73,107.40
109.76,111.44,111.61,108.46
110.26,111.10,111.44,109.59
111.60,110.66,112.11,109.75
110.31,111.85,112.25,109.98
111.57,111.62,111.95,110.34
111.35,113.56,114.01,110.73
114.91,116.46,116.92,114.53
116.82,117.02,118.82,116.12
116.90,116.37,117.26,115.57
115.45,117.64,118.19,114.62
119.17,118.90,121.18,118.29
120.00,122.33,122.35,117.80
123.48,124.58,125.26,122.93
123.64,124.07,124.27,121.89
124.22,127.09,127.29,123.22
127.24,129.82,129.82,126.30
131.04,133.73,133.73,130.47
134.81,135.03,135.98,133.89
134.71,126.73,134.97,125.71
125.15,129.40,129.69,124.56
129.66,129.77,130.22,126.32
129.00,129.86,129.97,127.55
129.83,130.13,130.52,128.19
131.60,130.29,132.12,129.41
129.80,129.79,131.05,128.93
131.16,131.07,131.40,129.10
130.60,128.17,131.05,127.59
127.44,127.45,128.47,126.12
127.95,130.00,130.20,127.60
127.18,126.31,127.66,124.40
125.58,123.41,125.94,122.49
125.05,126.57,126.98,124.85
125.63,124.90,126.48,122.52
126.39,130.48,130.71,126.34
130.30,124.37,131.49,123.99
125.01,125.33,126.18,123.52
125.17,125.88,126.18,123.76
127.56,128.58,129.72,127.26
129.88,131.01,131.10,127.97
131.50,131.48,132.92,130.15
130.64,128.58,130.64,128.07
128.25,127.49,128.75,125.30
126.66,126.50,128.75,126.40
128.55,124.36,129.52,123.18
122.18,116.32,125.46,116.10
115.00,113.50,116.26,110.47
113.57,119.07,119.91,112.37
117.84,111.34,118.48,109.46
110.25,112.26,116.00,110.16
113.50,110.09,114.54,108.36
111.02,115.60,115.97,110.42
116.90,115.60,119.05,115.01
114.81,113.21,115.06,111.73
114.80,114.20,116.00,112.93
114.44,112.20,115.15,111.77
112.98,114.61,115.18,112.08
116.01,115.62,116.72,114.32
116.47,118.31,118.95,116.11
118.00,119.11,119.55,116.48
119.50,119.33,119.79,117.80
118.95,116.88,119.15,115.54
117.99,120.11,120.31,117.99
120.55,121.99,123.72,120.55
122.29,121.17,122.63,120.27
120.46,121.13,121.59,119.73
122.20,123.26,123.38,120.75
122.74,118.65,122.88,117.07
120.62,119.51,121.93,119.40
119.85,114.53,120.47,113.00
114.80,116.91,117.02,112.46
115.04,111.56,115.04,109.93
111.56,110.04,113.37,108.12
109.50,109.13,109.58,105.31
107.09,109.34,109.89,105.26
108.79,104.31,108.79,103.53
104.19,106.61,107.44,102.48
106.33,110.52,112.54,105.85
111.00,108.67,111.88,107.72
109.22,107.07,109.79,106.18
107.60,106.76,109.13,106.62
105.95,102.00,105.98,100.85
101.69,101.11,104.16,101.05
100.98,101.34,103.09,96.61
101.28,96.69,101.28,96.67
97.04,100.29,101.56,95.69
97.03,99.71,100.31,95.90
99.10,95.93,100.08,94.18
96.00,89.95,97.29,89.27
88.75,88.74,90.41,84.07
89.99,88.44,90.06,86.00
89.56,88.52,91.21,86.58
87.19,85.07,90.48,85.03
84.31,87.60,87.77,80.28
85.57,77.68,85.89,77.21
77.11,74.51,79.64,72.12
74.10,67.50,76.70,67.42
69.23,65.12,70.97,64.04
62.76,66.46,67.12,59.03
62.36,70.04,72.17,61.48
73.80,71.90,76.25,70.10
71.62,73.76,74.44,70.68
76.00,80.50,81.00,76.00
81.10,76.04,82.59,75.81
79.17,80.25,82.60,77.95
79.96,79.22,80.19,76.17
75.45,74.40,75.68,71.94
75.43,79.48,79.99,73.98
81.93,80.27,83.96,77.92
78.50,79.39,80.30,76.49
79.78,84.15,84.37,77.60
84.25,80.08,86.91,79.33
77.01,75.08,77.25,73.16
77.71,79.13,80.05,75.67
77.58,82.01,82.15,76.81
82.57,84.82,86.75,82.13
87.00,82.52,88.15,81.75
82.94,83.33,83.82,80.35
81.50,80.98,84.22,80.76
80.00,78.49,80.22,73.88
79.13,80.11,80.40,77.39
78.96,78.75,80.30,77.81
78.61,79.02,81.04,77.94
79.56,80.33,81.15,77.40
80.76,83.32,83.69,80.21
87.50,86.52,88.58,84.78
85.83,84.64,87.18,83.47
85.35,80.41,85.60,80.15
79.30,77.36,79.91,77.02
67.80,62.35,68.95,61.78
61.46,63.24,63.62,59.68
61.88,65.22,66.94,61.65
66.23,67.46,69.10,65.67
65.50,65.76,67.00,63.92
65.26,63.29,65.93,62.60
60.58,55.67,61.11,55.25
55.25,57.43,58.11,54.78
54.74,52.14,55.00,51.03
52.00,51.95,55.95,51.64
50.25,49.09,51.90,48.85
50.59,47.76,51.67,47.44
46.40,48.96,53.50,46.11
49.90,55.27,56.62,49.67
59.29,58.49,60.00,53.98
60.24,63.47,64.03,58.33
62.65,61.89,62.88,59.90
63.16,64.12,64.80,61.90
63.12,62.61,63.38,60.55
63.59,62.67,64.32,61.87
63.32,63.26,64.74,62.25
62.84,61.75,63.54,61.26
60.67,60.47,62.39,59.35
59.56,61.35,61.88,58.67
58.75,53.67,58.79,52.86
53.40,51.26,54.69,50.20
53.24,51.66,53.80,50.63
52.77,55.15,55.39,52.21
55.34,53.80,55.42,52.27
51.49,49.16,51.60,48.30
49.68,47.84,50.80,46.57
46.51,48.29,48.58,44.28
50.02,46.44,50.36,46.37
47.27,51.01,51.19,47.24
50.06,51.23,51.28,48.38
52.14,54.21,54.35,51.57
55.41,55.04,55.57,52.08
54.23,53.89,56.24,53.65
54.41,56.23,56.60,53.00
54.85,56.15,56.93,54.50
55.63,49.62,55.63,49.20
50.62,49.95,50.89,46.68
48.87,51.20,52.96,47.85
53.06,55.96,55.96,52.08
57.89,60.52,61.41,57.80
58.12,57.58,59.18,56.01
59.61,60.03,60.99,58.53
61.45,59.93,61.75,59.16
60.75,60.29,62.29,59.80
60.55,60.14,60.59,56.88
57.75,58.95,59.64,56.96
61.24,61.15,61.98,59.97
63.00,65.07,65.24,62.50
64.37,65.58,65.98,63.00
64.00,63.33,64.84,62.77
59.38,62.36,63.47,58.53
61.89,61.51,62.89,60.00
59.65,60.84,62.24,59.22
61.76,61.26,62.00,60.09
61.20,62.11,62.50,60.49
61.09,58.73,61.09,57.81
59.29,57.94,59.55,57.82
57.65,56.77,57.80,55.10
56.80,57.34,58.39,56.10
57.28,57.13,57.50,55.26
56.67,56.12,56.90,55.85
54.88,53.11,55.77,52.69
52.80,51.95,54.63,51.95
50.58,49.71,51.55,49.70
50.08,50.20,50.80,49.14
50.58,49.23,51.12,49.17
48.25,48.64,48.84,47.06
47.91,50.62,50.74,47.43
49.76,49.96,50.60,48.96
49.00,54.42,55.21,48.85
52.47,51.79,53.10,51.33
53.34,54.14,54.98,52.90
54.33,53.53,55.48,53.48
53.94,52.35,54.11,52.31
53.45,54.44,55.67,53.29
56.36,54.24,56.80,53.67
53.77,53.03,53.95,52.60
54.54,56.20,56.60,54.41
54.85,54.83,56.21,54.10
55.87,55.26,56.72,54.93
54.61,55.62,56.57,54.13
56.52,58.49,59.51,55.81
58.49,58.80,59.92,57.96
59.50,57.34,59.94,57.23
57.76,60.04,60.43,57.64
60.56,60.79,61.13,59.76
61.52,59.08,61.86,58.73
60.02,62.16,62.60,60.02
63.25,66.57,67.06,62.94
66.05,66.25,67.95,64.60
65.23,64.67,65.52,63.20
65.00,65.45,67.60,64.90
66.00,63.40,66.05,62.61
63.92,64.63,65.35,62.62
65.10,65.93,67.20,64.88
65.30,64.77,65.56,63.92
65.68,64.56,66.25,64.30
64.56,65.60,65.90,63.97
65.06,67.13,67.39,64.27
67.86,66.49,68.13,65.34
66.64,66.90,67.23,65.36
67.37,66.39,68.08,65.40
67.82,64.02,68.79,63.90
65.68,63.34,66.42,62.33
62.83,61.23,62.91,59.78
62.51,64.13,64.33,60.50
64.15,60.46,64.43,60.33
60.33,61.38,62.27,59.96
62.96,60.84,63.18,60.18
61.40,60.93,62.61,60.68
60.07,61.56,62.20,59.57
61.29,61.62,61.87,60.39
60.45,59.04,60.55,58.75
59.68,59.29,59.90,58.33
60.47,61.01,61.28,59.70
59.93,60.32,61.16,59.40
58.89,57.46,59.27,56.81
57.40,57.16,58.75,56.25
56.56,56.49,56.78,55.39
56.39,56.28,57.35,55.82
56.73,55.95,56.73,55.62
56.33,56.90,57.80,55.46
56.50,55.66,57.68,55.58
55.04,53.56,55.25,53.42
52.84,54.64,56.09,52.75
54.20,53.72,54.95,53.35
54.71,53.68,55.68,53.65
55.67,55.58,56.11,55.11
55.99,55.00,56.24,54.77
54.00,53.12,54.07,52.81
51.80,52.69,53.53,51.50
52.82,53.84,53.94,52.22
54.72,53.51,55.46,52.73
54.08,53.43,54.72,53.26
52.66,51.95,53.36,51.87
53.40,53.80,53.93,52.62
53.80,54.32,54.61,53.42
54.01,53.29,54.87,53.28
53.41,51.78,53.46,51.66
51.60,52.09,52.22,50.71
50.30,49.24,51.20,49.14
50.55,50.15,50.81,49.33
50.50,48.35,50.61,47.73
48.77,48.90,49.70,48.56
47.00,47.02,48.43,46.42
46.62,48.32,48.78,44.88
47.39,45.43,48.27,44.80
47.25,46.10,47.82,46.06
46.85,46.71,47.69,46.12
47.11,47.67,48.10,46.90
47.35,48.80,49.38,47.32
48.17,46.31,48.78,45.75
47.04,46.44,47.44,46.15
46.25,44.83,46.25,44.28
44.72,42.92,44.77,42.80
43.25,43.03,44.25,42.60
42.47,41.94,43.23,41.65
42.15,41.84,42.85,40.88
41.90,39.43,41.90,38.96
37.87,37.76,39.07,37.20
38.00,40.94,41.56,37.77
40.60,42.58,42.72,40.25
42.37,41.72,42.72,41.16
40.88,39.00,40.88,38.79
37.76,36.53,38.43,36.27
37.00,36.14,37.82,35.67
37.00,35.25,38.15,35.19
34.89,37.02,37.24,33.91
36.54,34.96,37.40,34.61
35.31,38.32,38.38,35.27
36.19,38.56,38.66,35.85
37.99,40.66,40.95,37.49
39.70,38.87,40.32,38.64
39.08,38.56,39.84,38.26
38.11,38.78,39.35,37.59
38.65,38.42,38.87,37.77
37.88,35.17,37.90,34.64
34.85,32.79,35.56,32.75
31.82,29.42,32.81,29.33
24.52,24.68,28.01,23.01
27.72,23.50,27.80,23.50
25.20,25.95,25.99,23.86
27.68,29.80,29.97,27.41
29.44,31.83,32.73,29.44
31.01,32.86,33.41,29.36
30.18,29.35,31.08,28.48
30.57,30.05,30.68,28.05
30.68,30.43,32.28,29.79
29.11,28.84,29.47,28.48
29.79,30.16,30.32,28.71
30.77,28.51,31.92,28.34
28.85,28.99,29.46,27.68
28.09,28.18,28.30,27.00
27.82,27.46,27.97,27.04
27.68,28.37,28.67,27.67
29.01,30.78,30.93,28.96
30.90,30.74,32.38,30.17
29.00,28.33,29.63,27.79
29.11,28.85,29.43,28.28
27.54,27.83,28.79,27.30
28.19,26.81,28.59,26.78
26.26,27.12,27.72,25.67
28.02,27.31,28.06,26.59
26.42,24.09,26.42,24.02
24.43,23.95,24.96,23.44
24.58,25.59,25.87,24.51
26.58,25.79,27.44,25.06
24.86,28.96,28.99,24.73
30.00,31.60,31.86,29.95
32.02,33.65,34.37,31.41
34.87,34.94,36.22,32.88
34.65,37.00,37.38,34.08
37.17,36.17,37.29,35.55
36.38,34.85,36.40,33.83
33.92,33.72,35.27,33.48
33.48,34.53,34.96,33.27
34.14,36.49,36.50,33.78
36.81,36.57,37.13,35.10
35.52,34.40,35.54,33.86
34.10,34.65,35.20,33.62
34.20,33.42,34.76,33.32
33.97,35.21,35.46,33.94
34.76,35.00,35.94,34.06
34.72,32.34,34.75,32.34
31.08,31.19,31.55,30.22
31.76,33.30,33.92,31.14
33.00,33.78,34.73,32.78
34.25,34.52,35.55,33.14
33.87,36.94,37.43,33.65
37.76,39.75,40.54,37.59
39.81,38.64,40.13,37.76
38.01,37.63,39.34,37.13
36.65,37.02,37.50,35.41
36.88,35.89,38.00,35.48
35.69,36.24,37.12,35.10
36.24,33.87,36.32,33.64
32.38,31.55,33.12,31.37
31.24,31.14,32.00,30.05
31.00,34.25,34.37,31.00
33.82,33.11,34.42,32.74
33.86,34.80,34.89,32.87
34.07,33.37,34.74,32.52
33.39,32.28,33.85,32.19
32.20,33.02,33.52,31.60
33.54,35.16,35.55,33.28
34.32,34.24,35.13,33.57
33.37,33.50,33.92,33.13
33.96,33.90,34.82,33.50
33.93,34.64,34.75,33.72
33.90,31.44,34.39,31.11
31.99,29.56,32.20,29.10
28.56,28.98,29.49,27.30
26.83,25.63,26.90,24.51
23.96,24.82,25.88,23.25
25.29,25.79,27.41,24.75
25.70,26.32,27.46,25.33
25.20,23.38,25.20,23.32
23.13,23.65,24.07,22.27
24.68,25.42,25.81,24.63
25.36,24.99,25.99,24.19
24.99,23.23,25.19,23.14
23.23,21.93,23.25,21.90
22.12,21.98,22.51,21.28
22.23,22.73,23.17,21.91
24.13,25.66,25.75,23.90
25.75,25.06,25.88,24.73
23.75,23.64,24.10,23.27
24.81,24.09,25.06,23.75
23.16,23.14,24.15,23.08
23.00,23.43,23.83,22.63
23.22,23.49,24.00,22.28
23.40,23.73,23.77,22.60
22.04,20.93,22.16,20.43
19.77,19.49,21.14,19.20
19.95,18.64,20.05,18.45
18.93,17.47,18.95,16.79
18.23,17.56,18.44,16.15
18.17,16.34,18.60,15.80
16.90,18.47,18.87,16.06
16.23,16.82,17.30,15.82
17.24,15.75,17.42,14.94
14.82,14.47,15.17,12.85
14.43,15.84,16.36,14.14
17.53,17.90,18.23,16.76
16.87,15.43,18.23,15.38
16.20,17.14,17.20,15.64
16.81,16.90,18.32,16.27
18.83,18.48,19.02,17.40
18.54,20.06,20.12,18.36
19.05,19.02,19.47,18.16
17.68,17.14,17.90,16.88
17.89,19.01,19.01,16.05
18.93,18.92,20.12,18.64
18.14,17.61,18.38,17.13
16.57,17.33,17.64,15.78
16.54,16.05,17.15,15.25
15.90,15.88,16.94,15.35
14.98,15.68,16.00,14.36
16.32,16.91,17.10,15.87
17.78,17.42,17.82,16.64
18.05,19.09,19.33,17.81
19.64,18.40,19.68,18.10
17.63,18.29,18.29,17.19
19.30,19.66,19.92,19.07
19.14,17.66,19.38,17.56
16.66,18.18,18.29,16.54
17.91,18.25,18.37,17.16
19.11,18.54,19.29,18.38
18.90,18.03,18.92,17.87
18.27,19.27,19.41,17.74
18.90,20.75,20.78,18.69
20.48,21.72,21.80,20.48
22.02,22.33,23.25,21.35
22.23,23.83,23.95,21.98
23.25,20.85,23.33,20.75
21.76,21.89,22.68,20.96
21.89,21.94,21.99,20.74
22.78,23.63,23.85,22.72
22.72,23.13,23.39,22.47
22.25,22.98,23.01,21.70
23.33,24.22,24.37,22.95
24.81,25.22,25.80,24.13
25.72,25.36,25.84,24.68
25.19,25.04,25.65,24.33
24.27,24.75,25.40,24.15
24.19,23.10,24.47,22.97
22.10,23.37,23.45,21.80
23.46,23.09,23.65,22.58
22.23,23.35,23.42,21.88
23.94,23.46,24.29,23.11
23.26,23.52,24.01,23.12
22.25,22.48,22.73,22.03
22.39,22.00,23.11,21.84
21.55,21.56,22.04,21.31
22.13,22.90,22.98,21.62
22.47,22.55,23.09,22.01
23.88,23.94,24.30,23.57
24.44,23.63,24.71,23.63
23.85,25.79,26.14,23.80
25.70,26.07,26.31,25.16
26.33,26.30,26.43,25.80
25.66,25.22,25.95,25.10
23.55,26.40,26.64,23.46
26.86,28.03,28.12,26.54
27.50,28.78,29.43,27.32
28.86,28.36,29.26,28.11
28.55,29.49,29.82,28.41
29.21,28.53,29.23,27.87
29.05,29.88,29.90,28.81
30.35,31.51,31.78,30.30
31.16,30.23,31.85,29.83
30.50,29.99,31.23,28.65
29.99,29.91,30.22,28.83
28.86,27.75,28.86,27.28
27.86,26.56,28.43,26.11
28.00,27.29,28.38,26.59
26.66,27.07,28.04,26.52
26.79,25.90,26.79,24.87
26.28,27.22,27.26,26.24
26.88,27.45,28.19,26.38
28.19,27.72,28.84,27.08
27.32,26.63,27.95,26.47
27.70,27.96,28.25,27.45
28.00,28.34,29.03,27.74
28.35,27.47,28.63,27.00
26.84,27.60,27.76,25.96
27.80,28.04,28.21,27.32
27.56,27.82,28.20,27.26
28.39,28.25,28.73,27.73
28.90,29.56,29.72,28.83
29.90,29.17,30.31,28.95
28.94,29.29,29.32,28.42
29.46,28.89,30.17,28.54
28.10,29.05,29.20,27.86
28.22,28.88,28.88,27.96
28.83,28.56,29.27,27.98
29.33,30.41,30.46,29.17
30.70,32.42,32.70,30.70
33.03,32.23,33.45,31.97
31.15,31.64,31.97,31.08
30.53,29.60,31.11,29.31
29.01,29.23,30.35,28.90
28.75,29.09,29.55,28.12
28.83,28.90,29.91,28.29
27.99,28.50,28.60,26.78
29.26,29.32,29.51,28.85
30.62,30.10,30.82,30.04
29.95,31.17,31.36,29.63
31.58,30.65,31.58,30.57
31.51,32.20,32.20,31.24
28.53,28.72,30.10,28.42
27.87,26.27,27.92,25.57
27.72,28.36,28.43,27.26
28.95,30.01,30.54,28.84
29.71,30.78,30.80,29.46
30.58,31.26,31.56,30.57
29.98,29.39,30.31,28.45
28.86,29.69,29.78,28.25
30.17,28.78,30.82,28.21
29.63,29.96,30.26,29.09
30.44,30.07,30.84,30.07
31.48,32.35,32.74,31.30
31.99,31.51,32.61,30.65
32.15,31.95,32.50,31.73
32.33,31.92,32.57,31.60
31.59,32.01,32.05,31.07
31.78,31.44,31.90,31.12
31.07,31.33,31.79,30.30
31.12,30.39,31.92,30.16
30.60,30.64,30.81,30.09
30.03,28.90,30.32,28.52
28.40,29.39,29.42,28.29
29.47,28.46,30.10,28.10
28.40,28.49,28.88,27.88
27.48,29.39,29.45,27.21
28.63,26.47,28.77,26.18
27.01,27.15,27.54,25.73
27.20,28.71,28.75,26.83
28.32,28.57,29.18,28.10
28.78,29.37,29.48,28.47
29.99,30.49,31.12,29.95
30.92,30.00,30.94,29.70
30.25,29.10,30.45,28.87
29.60,30.33,30.73,29.24
30.55,30.83,31.14,30.36
31.40,31.51,31.79,31.10
31.50,31.70,32.04,30.85
31.54,32.00,32.08,31.19
32.33,33.86,33.88,32.33
33.79,33.16,33.80,32.79
32.30,32.17,32.40,31.58
32.01,32.67,32.93,32.00
32.21,32.31,32.78,32.04
32.24,32.05,32.42,31.71
32.13,31.72,32.92,31.24
31.32,32.31,32.40,31.20
32.50,31.93,32.92,31.64
31.69,30.49,31.69,29.96
30.08,30.30,30.42,29.48
30.93,31.15,31.45,30.63
31.47,32.63,32.70,31.44
33.01,33.20,33.39,32.65
33.81,35.05,35.19,33.35
34.11,32.00,34.39,32.00
31.32,32.91,33.35,31.06
31.90,30.04,31.90,29.78
29.90,29.04,31.01,28.74
29.42,30.06,30.69,29.15
29.03,29.32,29.64,28.70
30.10,29.28,30.27,29.25
29.29,28.61,29.76,28.60
29.45,30.54,30.61,29.26
31.59,30.72,31.91,30.64
30.30,29.46,31.07,28.96
29.64,29.06,30.24,28.94
28.28,28.52,28.73,27.55
28.94,32.14,32.30,28.28
32.06,32.05,33.10,31.16
32.71,33.31,33.82,32.06
33.53,33.22,33.55,32.44
33.28,32.25,33.58,31.83
33.15,33.69,34.16,33.12
34.00,33.82,34.35,32.95
33.90,33.29,34.29,32.98
34.24,34.78,35.19,34.20
34.45,33.60,34.61,33.10
33.08,33.19,33.56,32.38
32.65,32.60,33.17,31.37
33.14,32.14,33.48,32.02
32.03,31.60,32.40,31.08
32.48,31.96,32.76,31.57
32.75,33.32,34.08,32.70
32.87,33.25,33.63,32.22
32.73,32.58,32.75,32.02
32.50,32.30,32.92,31.24
32.16,31.81,33.29,31.70
31.07,32.01,32.46,30.81
32.45,31.70,32.60,31.66
31.57,31.37,32.86,30.83
31.21,30.43,31.58,30.25
31.07,30.45,31.41,29.43
29.63,29.37,29.85,28.26
29.55,29.70,29.91,28.92
29.37,29.27,30.15,28.74
30.32,31.10,31.15,30.32
30.76,31.25,31.78,30.56
31.45,32.83,33.49,30.50
32.58,33.16,33.95,32.38
32.61,31.45,32.79,30.61
31.09,31.93,32.00,30.55
32.73,34.58,34.71,32.73
34.25,33.83,35.07,33.59
34.76,33.24,35.40,32.96
33.58,33.65,34.16,33.08
35.04,35.97,36.13,35.04
35.97,35.90,36.58,34.66
35.49,36.47,36.75,35.33
35.80,35.89,36.16,35.30
36.30,34.33,36.40,34.18
32.63,33.10,33.68,32.01
36.51,38.15,39.12,36.51
40.08,38.51,40.63,38.33
38.49,38.77,39.26,38.00
39.65,39.78,40.70,39.30
39.05,39.60,40.03,38.33
39.29,40.52,40.64,39.24
40.90,41.12,41.28,39.87
