SLG,SL Green Realty Corporation Common Stock,NASDAQ
88.00,84.36,88.07,83.68
85.16,85.19,86.44,84.06
84.42,84.84,86.79,83.00
85.78,85.64,86.30,84.79
86.64,86.64,87.67,86.60
87.02,88.76,88.93,86.96
88.45,88.19,88.91,87.38
88.53,87.87,88.85,87.60
87.92,89.51,89.58,87.23
88.87,90.27,90.78,88.34
90.44,90.49,90.98,88.47
90.46,90.81,91.47,90.40
90.91,91.50,92.02,90.78
91.50,91.09,91.58,90.71
92.14,93.59,93.69,92.06
93.59,93.66,93.77,92.75
93.21,93.75,94.00,92.18
93.68,93.12,93.75,92.98
93.71,93.13,93.71,92.82
93.19,94.24,94.34,92.99
94.24,94.93,94.95,93.90
94.79,95.22,95.36,94.14
95.29,95.61,95.83,94.83
95.57,93.61,95.65,92.66
93.12,92.88,94.08,92.37
92.69,92.90,93.16,92.03
93.32,91.71,93.32,91.55
92.41,91.21,92.65,90.56
91.59,90.65,91.87,89.54
91.31,90.75,91.74,90.11
90.38,89.85,91.39,89.23
89.87,89.93,90.78,89.35
89.54,89.55,90.58,88.18
89.88,89.41,90.24,89.05
89.70,89.78,90.04,89.22
89.67,90.14,90.93,89.25
89.73,89.71,90.04,89.01
89.58,88.82,89.58,88.25
88.52,89.45,89.78,88.27
88.35,88.51,89.06,87.77
88.15,86.13,88.39,85.97
86.11,85.40,86.19,85.20
85.56,87.39,87.98,85.42
87.32,86.52,88.24,86.10
86.63,87.15,87.44,86.01
87.47,87.95,88.03,86.79
87.95,87.77,88.21,87.30
86.84,87.60,87.99,86.65
87.77,87.38,87.81,86.90
87.19,87.58,87.62,86.67
87.78,87.19,88.16,86.81
88.09,86.01,88.09,84.89
86.07,86.34,86.70,85.40
86.20,85.58,86.80,85.36
86.26,86.81,87.11,85.51
87.32,89.29,89.35,86.28
89.41,89.92,90.35,88.78
89.67,90.82,90.82,89.53
90.81,89.22,91.20,88.98
89.43,90.21,90.26,88.95
91.48,90.82,92.42,90.27
90.95,90.45,91.85,89.91
90.73,93.22,93.44,89.89
93.59,92.83,94.74,92.69
93.10,91.32,93.48,91.32
91.22,90.43,91.92,90.40
90.63,88.95,90.79,88.78
88.95,88.69,89.41,87.91
88.59,88.84,89.09,88.01
88.22,88.59,88.87,87.93
87.92,88.84,89.02,87.92
88.95,90.20,91.51,88.63
89.60,90.13,90.19,88.78
89.65,88.39,89.98,87.97
88.40,88.84,89.45,88.08
88.15,88.50,88.81,87.71
88.60,87.63,88.74,87.49
87.95,88.08,88.83,87.73
89.02,89.99,90.04,88.69
89.62,92.27,92.27,89.07
91.77,92.01,92.40,91.31
91.52,92.33,92.96,91.42
92.79,93.42,93.70,90.65
93.00,94.67,94.79,92.76
94.53,94.71,94.99,93.78
94.50,94.12,94.68,93.71
94.25,95.02,95.45,92.86
94.81,95.33,95.44,94.06
95.48,96.60,97.11,94.60
97.16,98.09,98.18,96.54
98.14,98.15,98.25,96.58
96.07,95.35,96.32,95.06
95.79,95.24,95.79,94.52
95.35,94.57,95.52,94.14
95.04,95.67,95.80,94.38
95.76,95.34,96.14,94.71
94.86,93.74,95.22,93.68
93.92,92.92,94.32,92.85
93.04,91.43,93.34,91.34
91.09,91.30,91.59,89.54
91.55,91.86,92.01,90.86
91.46,90.89,91.74,89.87
90.50,91.39,91.40,89.94
91.68,92.12,92.64,91.56
91.84,92.70,92.74,91.40
92.70,91.97,93.00,91.80
91.60,91.20,91.98,90.73
91.31,90.41,92.42,89.76
91.00,91.04,91.40,90.06
91.08,91.71,91.77,90.45
91.91,91.58,92.11,91.25
91.52,90.96,91.72,90.66
90.97,91.68,91.90,90.58
92.00,90.47,92.00,90.45
90.47,90.53,92.06,89.84
90.27,91.07,91.44,90.22
90.21,91.50,92.14,89.93
90.65,92.42,92.50,89.78
91.27,94.24,94.42,91.27
94.24,93.49,94.60,93.23
93.83,92.48,94.44,92.26
92.84,90.15,93.14,89.99
90.22,90.10,91.26,89.23
90.43,89.76,91.58,89.50
89.62,89.53,90.73,89.50
89.60,90.17,90.61,89.05
90.64,92.35,92.40,89.56
92.20,92.55,93.14,91.50
91.85,91.90,92.57,91.25
92.30,92.81,93.42,92.01
92.78,92.66,93.57,92.49
92.66,92.40,93.19,92.03
91.89,92.05,92.18,91.01
92.14,92.08,92.62,91.72
92.31,92.38,93.16,92.01
92.17,91.98,92.77,91.18
92.07,92.81,93.65,91.97
92.92,92.31,93.32,92.14
92.27,93.14,93.43,91.62
93.32,93.05,93.66,92.53
93.12,92.49,93.18,91.26
92.86,92.81,93.31,92.27
92.73,92.15,93.25,91.66
92.46,92.83,93.05,91.82
92.90,93.68,93.85,92.57
93.19,93.50,93.74,92.83
93.26,92.99,93.50,92.70
93.56,93.85,93.96,93.07
93.96,94.44,94.89,93.63
94.31,93.93,94.80,93.59
93.73,92.04,93.97,91.99
92.04,91.34,92.94,91.11
91.76,92.92,93.63,91.76
92.55,92.02,93.24,91.46
91.94,93.74,93.99,91.10
92.65,93.77,94.67,92.64
93.86,90.96,93.86,90.55
91.21,93.66,93.83,90.81
93.56,93.50,94.36,92.74
93.53,94.03,94.20,93.30
94.50,94.41,95.11,93.73
94.28,95.64,95.73,93.59
95.39,96.02,96.39,94.80
95.93,96.26,96.29,95.36
95.42,96.02,97.03,95.36
95.92,96.67,97.00,95.83
96.52,97.07,97.09,95.69
96.63,97.23,98.04,96.44
97.26,96.80,98.05,96.43
96.80,96.90,97.40,96.40
96.90,96.80,97.73,96.58
97.06,99.70,99.97,96.97
100.00,98.97,100.00,98.82
98.84,98.58,101.78,98.01
98.48,99.33,99.86,98.37
98.65,99.13,99.36,97.98
99.35,100.51,100.74,99.35
100.25,99.94,100.81,99.24
99.99,99.64,100.24,99.26
99.74,98.89,99.88,98.21
98.89,97.78,99.22,97.29
98.10,98.70,99.46,98.08
98.32,98.70,99.05,98.27
98.96,97.83,99.13,97.53
97.82,98.50,99.10,97.82
99.10,98.80,99.58,98.03
98.70,99.94,100.01,98.04
99.86,97.67,100.57,97.42
97.55,98.11,98.23,96.31
98.02,99.16,99.68,98.02
99.16,98.34,99.41,97.47
98.79,99.43,99.65,98.41
99.58,98.00,99.80,98.00
97.54,98.71,98.75,97.35
98.79,99.47,100.27,98.79
99.85,100.62,100.81,99.11
100.70,101.47,101.47,100.16
101.09,101.21,101.50,100.60
101.18,100.68,101.24,100.29
101.40,101.15,101.98,100.59
100.74,101.38,102.20,100.74
101.62,101.90,102.21,100.97
102.14,101.19,102.35,101.11
101.08,99.76,102.00,99.74
99.48,99.31,100.55,99.08
100.09,100.10,100.75,99.42
100.17,102.06,102.25,100.17
102.56,102.62,103.46,101.25
102.27,101.49,102.43,101.20
101.81,102.11,102.48,101.21
102.24,102.29,102.60,101.37
101.74,101.96,102.42,101.72
102.53,103.38,104.60,101.23
103.21,102.21,103.24,102.16
102.71,103.75,103.79,102.48
103.95,103.51,104.09,103.16
103.47,104.71,104.74,103.00
104.32,105.56,105.71,103.87
105.72,106.10,106.95,105.21
105.70,106.03,106.44,105.09
105.55,106.07,106.49,105.08
106.63,107.59,107.75,106.12
107.57,107.89,108.85,107.27
107.92,108.49,108.55,107.59
108.63,108.95,109.10,108.34
109.00,108.40,109.66,108.11
108.44,108.30,109.03,107.73
108.29,107.99,108.77,107.08
108.21,108.57,108.57,107.40
108.50,108.37,108.94,107.80
108.27,108.37,108.91,108.01
108.82,108.25,109.90,108.09
108.18,107.78,108.49,107.75
108.13,108.90,108.90,107.78
108.99,109.10,109.33,108.00
108.88,108.49,108.91,107.64
108.72,109.00,109.21,108.15
109.09,109.49,109.81,108.51
109.71,110.39,110.63,109.28
110.01,110.12,110.71,109.47
109.96,110.63,110.88,109.68
110.82,112.79,112.85,110.29
112.75,112.48,112.75,111.79
112.40,111.32,112.94,111.12
111.12,110.24,111.51,109.61
110.51,110.52,111.08,109.61
110.52,110.15,110.72,109.11
110.47,110.70,111.09,109.37
110.79,110.20,111.20,109.94
110.04,110.00,110.55,109.36
109.92,110.65,111.20,109.53
111.18,111.57,111.57,110.67
111.26,111.02,111.59,110.63
111.20,110.75,111.64,110.65
110.49,110.66,110.99,110.15
110.65,110.06,111.10,109.94
109.66,109.00,109.80,108.52
108.86,109.32,109.58,108.72
109.51,109.41,110.11,108.61
110.01,109.64,110.01,108.26
109.69,108.90,109.69,108.58
108.90,108.34,109.14,108.06
108.42,108.26,109.06,108.00
108.44,108.69,109.02,108.29
108.72,108.61,109.00,107.51
108.41,109.75,109.97,108.18
109.79,109.22,109.97,108.96
109.45,109.50,109.72,108.72
109.51,110.28,110.57,109.51
110.38,110.25,110.62,109.50
110.13,109.39,110.57,109.39
109.85,110.61,110.72,109.63
110.51,110.26,110.82,109.98
111.33,111.72,111.98,110.48
111.61,111.63,112.06,111.30
111.63,111.86,112.65,110.90
111.75,109.75,111.88,109.61
109.78,110.31,110.80,109.43
110.24,109.01,111.02,109.01
109.19,109.37,109.81,108.88
108.77,107.80,109.29,107.67
107.73,107.33,108.31,107.11
107.23,108.17,108.52,106.71
107.61,106.77,108.17,106.61
106.57,106.80,107.47,105.59
106.72,106.76,107.92,106.18
106.81,107.35,107.48,106.07
107.53,107.82,108.35,107.31
107.82,107.99,108.43,107.45
108.12,110.07,110.18,108.12
110.38,110.13,110.64,109.38
110.17,109.83,110.68,109.44
110.38,110.96,111.24,110.10
110.96,111.14,111.60,110.68
110.82,111.12,111.43,109.84
111.40,110.29,111.70,110.28
110.32,109.74,110.41,109.09
110.01,109.18,110.01,108.99
109.17,109.40,110.06,108.72
109.78,109.60,110.34,109.13
109.52,109.22,110.01,109.12
109.70,109.35,109.88,109.02
109.24,109.23,109.80,109.08
109.83,109.07,110.15,108.92
108.99,108.62,109.54,108.55
108.77,108.88,109.39,108.55
108.67,109.29,109.49,108.46
109.48,109.23,109.54,108.98
108.96,107.80,108.99,107.73
107.51,108.25,108.67,107.46
107.57,103.98,107.86,103.97
104.04,103.45,104.51,103.22
103.32,103.99,104.70,103.00
104.47,105.14,105.98,104.39
105.16,105.31,105.69,104.77
104.72,105.25,105.75,104.72
104.80,103.60,105.08,103.56
103.52,102.83,104.19,102.80
102.75,102.20,103.39,101.94
102.18,101.34,102.75,100.90
101.00,102.63,102.93,100.72
102.28,102.49,102.58,101.29
102.54,101.32,102.75,101.18
101.11,101.32,101.80,100.57
100.95,101.57,101.78,99.89
102.17,102.12,102.70,101.27
102.38,102.51,103.10,101.68
102.03,101.23,102.83,101.14
101.57,104.26,104.37,101.46
103.89,104.08,105.08,103.42
104.39,105.31,106.26,104.37
106.02,105.77,107.08,105.56
105.95,108.20,108.57,105.77
107.53,106.70,109.27,106.30
105.94,107.67,108.01,105.54
108.92,108.25,108.92,107.08
108.23,109.79,109.86,108.19
107.93,110.88,110.96,107.93
110.88,110.60,111.90,110.45
111.29,112.73,112.74,110.65
112.54,112.17,113.08,111.65
112.19,112.73,112.84,111.76
112.94,113.37,113.42,112.42
113.06,113.24,113.52,112.28
112.89,114.94,115.00,112.64
115.65,115.70,115.99,114.72
115.68,116.50,116.65,115.30
116.54,116.80,116.96,115.75
117.15,116.80,117.42,116.11
116.62,115.00,116.65,114.82
115.00,114.06,115.52,113.94
114.08,115.41,115.59,113.94
115.10,114.13,115.35,113.75
113.77,112.17,114.03,112.02
112.55,113.65,113.66,112.11
113.82,113.14,114.07,112.82
113.19,113.21,113.81,112.69
113.48,114.33,114.62,113.17
113.95,114.22,114.70,113.46
114.08,114.25,114.45,113.57
114.73,114.37,115.23,114.19
114.78,114.65,115.15,114.24
114.70,114.43,115.11,113.99
114.85,115.87,115.97,114.37
116.08,116.14,117.17,115.51
116.16,116.35,117.13,115.46
116.12,118.27,118.34,115.81
118.10,118.78,118.84,117.59
118.73,119.13,119.35,117.72
118.43,119.53,119.56,117.46
119.53,120.45,120.52,118.62
120.19,122.28,122.41,119.71
122.29,122.48,123.16,121.43
122.90,122.22,123.89,122.12
121.63,120.39,122.85,120.31
120.94,119.06,121.10,118.44
119.00,118.72,120.13,118.15
118.88,122.26,122.28,118.37
123.00,123.10,123.60,122.30
122.86,121.78,123.25,120.97
121.75,122.67,122.76,121.15
123.10,121.93,123.38,121.81
121.37,120.98,122.65,120.88
121.46,122.04,122.45,121.46
122.13,121.57,123.21,121.52
121.40,121.49,122.57,121.12
122.18,119.02,122.70,118.97
119.75,121.32,121.43,119.54
120.93,121.98,122.50,120.38
121.98,122.92,123.50,121.88
123.48,124.34,124.51,122.15
124.34,124.95,125.78,124.17
124.77,125.20,125.77,124.04
126.18,127.72,128.06,124.94
128.23,127.42,128.55,126.50
126.77,128.17,128.45,125.89
128.29,128.31,128.71,127.49
128.08,128.00,128.40,127.27
128.04,127.75,128.51,127.33
127.75,127.72,128.17,126.97
128.00,128.64,129.00,126.90
127.86,128.51,128.93,127.42
128.54,130.56,130.56,128.01
129.78,130.31,130.75,129.57
130.57,130.02,131.64,129.56
130.28,129.61,130.77,127.89
128.29,126.00,128.86,125.98
126.33,126.24,126.88,123.55
125.22,127.61,127.62,124.79
126.95,127.39,127.98,126.16
127.43,129.38,129.42,127.23
128.98,127.58,128.99,126.86
127.28,126.59,128.55,126.55
127.16,127.41,127.66,126.02
127.67,127.46,128.12,126.00
126.80,129.24,129.50,126.28
129.34,128.59,129.88,127.93
128.27,128.41,130.22,127.87
128.66,129.93,130.19,127.70
129.36,127.17,129.72,126.88
126.74,128.64,128.85,126.38
129.23,129.75,129.95,127.74
129.48,126.88,129.48,125.81
126.79,127.12,128.70,126.53
127.32,125.76,127.32,125.50
126.07,126.93,127.01,124.82
127.21,127.89,129.10,126.77
127.64,128.11,128.66,126.94
127.69,127.36,128.55,126.74
127.85,127.91,129.36,127.36
126.53,123.54,126.53,123.11
124.48,125.17,125.34,123.85
124.82,124.23,125.66,123.85
124.61,124.00,124.83,123.73
124.95,127.35,127.40,124.77
127.40,127.42,127.68,126.29
128.30,128.39,129.39,127.69
128.05,129.14,129.32,127.45
128.76,130.60,130.81,127.05
130.13,130.42,131.52,129.84
130.87,134.00,135.81,130.86
133.18,133.42,135.09,132.87
133.10,131.63,134.02,131.24
131.83,129.28,132.10,128.71
129.03,128.28,129.14,126.86
127.85,127.74,128.55,127.18
128.25,129.55,129.76,127.52
129.16,128.38,129.94,128.15
128.65,127.95,128.73,127.00
127.72,129.88,130.09,127.72
130.33,131.64,131.99,129.49
131.40,129.48,131.57,129.43
129.45,130.01,130.45,129.45
129.72,127.10,130.02,127.00
128.20,127.85,128.94,127.30
127.37,127.54,128.27,127.37
127.70,128.32,129.08,127.70
128.39,126.87,129.89,126.78
126.50,127.74,128.21,126.23
127.55,126.68,127.81,125.60
126.75,127.03,127.78,126.40
127.43,128.12,128.68,127.43
128.09,128.51,129.48,127.62
128.51,127.35,129.44,126.13
127.33,128.82,129.18,126.73
129.24,129.15,130.24,128.56
128.50,127.75,128.50,127.16
126.77,124.06,127.54,123.76
123.61,122.36,124.08,121.58
122.78,122.72,124.31,122.53
123.17,123.65,124.35,123.14
123.08,120.19,123.67,119.82
120.00,119.33,120.65,118.56
119.51,121.16,121.73,118.99
122.51,123.01,124.96,122.39
122.47,121.13,123.59,120.67
120.29,121.53,122.18,119.56
122.03,120.27,122.90,119.84
121.01,122.79,122.87,120.73
122.72,123.72,124.68,122.72
122.87,121.87,123.69,121.75
121.70,120.37,121.81,120.20
120.39,120.61,121.37,120.00
120.73,119.29,121.14,118.85
119.29,119.21,120.46,118.65
119.09,119.18,119.49,118.36
119.07,120.48,120.65,118.97
120.11,119.94,121.12,119.13
120.09,118.66,120.48,118.43
118.81,121.00,121.17,118.26
120.24,119.76,120.29,118.92
119.55,118.82,120.75,118.30
118.41,117.63,118.92,117.41
116.78,116.27,116.92,115.62
116.27,115.41,116.54,115.37
115.41,114.57,115.71,114.33
114.75,115.04,116.07,113.99
115.89,115.90,116.37,115.21
115.98,114.94,116.60,114.79
114.54,114.13,114.99,112.90
114.19,114.99,115.14,113.96
115.01,115.63,115.83,114.21
116.00,116.53,117.66,115.13
116.18,115.36,116.35,115.00
115.32,114.37,116.18,114.25
114.25,113.83,115.66,113.63
114.01,113.51,114.58,113.44
113.06,112.14,113.56,112.13
111.59,111.72,112.67,111.18
112.35,110.03,112.59,109.96
110.72,109.89,111.26,109.45
110.62,111.96,111.96,109.58
112.63,112.74,114.03,112.54
112.33,113.56,113.85,111.05
114.00,114.96,115.49,112.47
114.35,114.10,115.27,113.93
114.75,113.93,115.04,113.53
114.65,114.93,115.59,114.23
113.98,114.26,116.04,113.36
114.21,114.40,114.96,112.62
113.93,114.40,114.59,113.45
115.08,115.22,115.53,114.73
114.94,114.52,115.34,114.16
114.30,114.67,114.99,113.76
114.54,114.58,115.22,113.95
114.46,114.82,115.42,114.06
114.62,112.74,115.20,111.92
112.74,113.20,113.97,112.13
113.53,113.29,114.10,112.92
113.40,113.67,114.11,112.91
113.56,114.61,114.72,112.79
114.25,114.21,114.95,113.81
114.55,115.14,115.99,113.49
115.14,115.66,115.88,114.69
115.37,114.72,116.31,113.09
115.07,113.85,115.26,113.21
113.43,113.81,114.03,112.00
113.51,113.62,114.57,112.70
114.27,113.70,114.44,113.23
113.09,114.49,115.16,113.09
113.56,114.73,114.89,113.42
114.07,115.69,115.80,113.08
115.36,115.94,116.35,114.42
116.10,116.97,117.06,115.19
116.73,116.69,116.89,116.06
116.05,116.06,116.64,115.10
114.83,113.98,115.23,113.85
113.56,111.58,113.88,111.53
107.50,105.25,109.37,104.64
107.37,101.89,107.45,101.85
103.72,105.01,105.22,102.41
106.01,106.31,107.30,104.58
105.53,106.56,106.82,105.28
106.33,103.51,106.53,103.40
102.96,101.33,102.96,100.40
102.06,102.60,103.12,101.51
103.17,103.16,103.76,102.23
102.04,100.95,102.46,99.97
102.34,102.80,102.99,101.43
103.99,101.83,104.53,101.62
101.87,103.04,104.56,101.87
102.69,105.05,105.07,102.56
105.38,104.72,105.56,104.34
104.89,106.28,106.53,104.11
106.18,108.26,108.43,105.46
108.33,110.58,112.53,107.83
109.35,110.20,110.90,109.23
110.69,111.11,111.95,109.85
110.00,109.25,110.77,108.93
109.31,110.35,110.79,108.85
110.01,109.41,110.66,108.64
109.71,109.73,110.56,108.87
108.54,107.64,108.96,106.98
107.85,108.95,109.50,107.33
110.18,108.16,110.18,107.66
108.63,108.56,108.77,106.95
107.59,109.65,109.70,107.23
109.84,111.78,111.81,109.70
111.71,112.13,112.76,111.12
112.98,113.82,113.85,112.59
113.77,114.20,114.27,112.89
114.19,114.23,114.31,113.07
114.46,114.60,115.13,113.52
114.23,113.92,115.00,113.32
114.11,113.83,114.95,111.73
114.29,116.32,116.36,111.43
116.80,117.61,118.02,116.14
117.26,119.00,119.08,117.26
118.62,118.34,119.59,117.53
118.98,117.52,119.30,117.26
117.64,119.24,120.75,117.64
119.28,117.68,119.63,117.13
118.02,118.24,118.31,116.83
118.06,118.61,118.87,117.35
118.68,118.61,119.51,116.26
118.32,119.18,119.37,118.15
119.48,118.62,119.98,118.58
118.69,121.80,121.89,118.37
121.43,119.92,121.94,119.68
120.19,119.82,120.59,119.33
119.67,120.14,120.71,118.91
119.11,116.24,119.11,115.19
115.70,114.75,115.91,113.74
114.86,117.04,117.20,114.60
117.30,117.18,117.72,116.52
116.80,115.99,117.00,115.80
117.05,115.21,117.51,115.08
115.07,116.05,116.05,114.47
115.83,116.66,117.99,115.24
117.08,117.97,118.04,116.23
118.24,118.38,119.11,117.54
118.82,119.31,119.83,118.80
119.21,118.89,119.89,118.35
118.37,117.56,118.38,116.84
117.77,118.29,118.34,117.21
118.12,118.92,119.61,117.71
119.35,118.08,119.92,117.95
118.63,120.54,120.62,118.63
120.22,117.72,120.79,117.54
117.38,116.27,117.73,115.52
117.19,117.82,118.45,116.94
117.47,115.98,117.54,115.52
116.37,115.08,117.15,114.71
114.30,115.12,116.22,113.79
115.38,112.98,115.54,112.83
112.26,111.87,113.00,111.01
111.89,111.45,112.19,110.23
112.40,112.70,113.28,111.86
113.22,114.31,114.54,112.28
114.50,112.75,114.90,112.30
112.04,110.22,112.75,110.14
111.39,110.00,111.86,109.36
110.61,110.44,111.18,109.96
110.95,113.12,113.29,110.95
113.00,113.05,114.20,112.24
112.78,113.45,113.63,112.25
114.10,114.07,114.73,113.45
113.25,114.03,114.48,112.05
113.95,112.98,113.97,112.39
111.81,110.08,111.81,109.19
110.50,110.92,111.14,109.80
109.87,109.25,110.21,108.46
108.02,106.39,108.34,106.21
106.74,104.27,107.34,104.09
104.71,104.71,106.02,104.41
105.18,102.97,105.42,102.50
103.20,102.15,103.50,101.77
102.30,101.82,102.68,101.16
100.47,100.14,100.51,98.56
101.24,100.06,101.24,99.56
98.95,96.63,99.23,94.22
97.12,96.75,99.00,96.07
98.16,102.11,102.99,98.16
102.29,101.66,103.81,101.28
101.87,103.18,103.18,101.87
102.71,101.67,102.71,100.82
105.00,93.42,105.24,92.00
94.74,96.61,97.40,92.88
95.77,92.97,96.45,92.84
93.40,89.88,93.57,88.24
90.28,89.07,90.31,87.15
88.65,91.05,92.36,88.05
91.06,87.75,91.23,87.63
87.36,83.88,87.85,82.09
82.45,81.19,83.47,80.30
82.05,82.72,84.12,81.58
81.49,80.54,81.89,80.12
81.73,81.01,82.00,80.55
83.34,82.73,84.00,82.04
83.49,83.69,85.64,83.45
83.76,85.17,85.98,83.24
84.76,87.32,87.69,84.30
88.19,90.10,90.30,88.09
89.33,88.64,91.25,88.11
88.00,88.51,88.77,87.07
89.20,90.04,90.28,89.20
89.98,89.34,90.61,89.31
89.44,88.18,89.98,87.98
89.01,93.37,93.39,88.93
93.06,94.31,94.33,92.44
94.42,95.33,95.43,93.84
95.28,94.98,95.62,94.33
94.42,93.84,94.68,93.24
93.51,91.10,93.97,90.79
91.53,92.63,93.48,91.03
93.50,92.54,93.50,91.50
94.36,94.89,95.03,92.90
94.40,94.30,96.76,93.61
93.50,92.75,93.88,92.25
92.14,95.25,95.46,92.09
95.46,96.50,97.08,95.00
96.48,94.75,96.86,94.73
95.32,96.10,96.23,94.67
95.25,96.17,96.69,95.10
95.89,94.53,96.44,94.53
93.70,94.27,94.38,92.51
94.48,94.20,95.05,93.22
93.55,96.24,96.96,93.42
96.67,95.86,97.21,95.72
95.70,96.88,97.13,95.46
96.31,96.66,96.96,95.65
96.62,96.31,97.40,95.90
95.55,95.51,95.91,95.30
95.62,96.87,96.96,94.39
96.32,95.65,96.51,95.17
96.81,96.93,97.47,96.40
97.11,97.85,98.18,96.56
98.86,99.10,99.27,98.32
99.32,98.90,99.53,98.26
98.65,99.23,99.52,98.12
99.04,100.47,100.78,98.40
99.85,101.21,101.22,99.61
101.54,102.36,102.41,101.02
102.04,102.12,102.64,101.69
106.50,105.18,108.76,103.71
105.43,105.25,106.34,105.02
105.07,105.91,105.91,105.01
106.13,106.59,106.68,105.56
106.50,106.25,107.15,105.39
105.32,105.64,106.61,105.13
105.26,105.08,105.53,102.57
105.97,106.72,106.93,105.43
105.79,105.14,105.99,104.15
104.45,105.23,105.93,103.99
105.20,104.71,105.79,104.15
104.68,104.91,104.98,102.31
105.13,105.61,105.98,103.41
106.25,106.42,106.45,105.62
106.29,104.60,106.56,104.48
105.10,104.10,105.10,103.20
103.89,101.99,104.31,101.47
102.04,102.73,103.61,101.37
102.49,101.04,103.66,100.48
100.57,99.29,100.94,98.11
98.55,98.33,99.48,97.29
99.02,99.34,99.97,98.50
99.49,99.69,99.98,98.85
100.57,100.09,100.60,99.62
100.32,100.39,100.75,98.97
100.43,100.37,100.96,99.63
100.57,100.58,101.63,99.69
100.74,101.36,101.71,100.28
101.03,101.43,101.79,100.71
101.19,102.06,102.06,100.12
102.62,101.53,104.71,101.37
101.69,100.44,102.18,99.93
100.49,100.79,101.39,99.47
100.67,101.30,101.38,100.45
100.97,101.48,101.98,100.61
100.93,99.97,102.92,99.86
99.97,99.46,101.44,99.23
99.43,98.42,99.92,97.92
98.54,99.73,100.62,98.18
99.04,99.86,99.96,98.01
99.76,100.32,100.42,99.26
101.19,102.25,103.41,101.10
102.35,102.19,102.59,100.64
102.41,102.58,103.22,101.90
103.47,105.37,105.37,103.01
101.69,102.16,104.63,101.47
101.29,97.91,101.81,97.05
99.02,99.93,99.98,98.69
100.78,103.02,103.04,100.72
103.17,106.47,106.52,102.44
105.73,104.18,106.04,103.91
103.46,103.78,103.92,103.07
103.42,103.32,103.71,102.82
103.11,102.56,103.11,101.36
103.38,105.98,106.06,103.38
106.04,107.05,107.28,105.31
107.26,109.02,109.25,106.64
109.29,109.21,109.85,108.27
109.29,108.71,110.05,108.23
106.74,109.17,109.64,106.74
109.37,110.25,110.29,108.25
110.31,110.88,111.06,109.13
110.75,110.90,111.19,109.58
110.44,113.13,113.45,109.67
113.02,114.82,115.80,113.02
115.13,115.66,116.33,115.00
115.92,116.01,116.68,114.91
116.05,115.94,116.50,114.95
115.88,116.30,117.40,115.60
116.37,117.82,118.42,116.23
117.80,117.49,117.92,117.02
117.18,116.03,117.71,115.70
116.20,116.28,116.61,115.50
116.10,117.01,117.21,115.57
117.59,117.56,117.94,117.10
117.85,117.69,118.36,117.21
117.61,118.00,118.06,116.97
118.19,117.77,118.71,117.20
118.31,118.84,119.25,117.77
118.74,119.15,120.63,118.59
118.41,119.20,119.91,118.30
118.56,118.22,119.03,117.72
118.58,118.30,118.58,116.56
118.34,117.80,118.63,117.30
117.37,115.45,117.37,115.10
115.49,116.19,116.35,114.83
116.81,115.95,116.81,115.95
115.96,115.49,116.41,114.46
115.64,115.52,117.40,115.27
115.93,114.26,116.36,113.51
114.63,115.56,115.73,114.63
115.70,115.25,116.02,114.12
115.44,117.72,117.84,114.79
117.73,115.53,117.85,114.78
116.21,116.77,118.01,115.87
116.93,117.34,117.42,116.10
117.08,118.44,118.87,116.39
117.88,116.59,118.14,116.26
115.45,111.00,115.45,111.00
110.61,113.93,114.53,110.60
112.64,110.80,113.08,110.36
110.90,110.80,111.49,110.28
110.35,110.62,111.08,109.92
109.83,109.91,110.41,109.60
110.36,110.37,110.64,110.01
111.24,110.23,111.41,110.09
110.51,112.15,112.50,109.29
112.98,113.68,114.04,112.94
113.10,113.83,114.70,112.25
113.39,112.29,113.69,112.10
112.43,110.79,112.59,110.51
110.27,110.39,110.95,109.72
109.66,107.91,110.19,107.90
108.53,108.10,109.15,107.50
107.89,107.03,108.00,106.68
107.26,106.04,108.88,105.51
106.29,103.58,106.69,103.30
102.93,104.99,105.29,102.39
105.60,104.75,106.86,104.28
104.94,105.98,106.40,104.51
105.77,104.62,106.29,104.13
104.91,105.36,105.49,104.05
104.80,105.59,105.78,104.67
106.14,105.07,106.56,104.98
105.32,105.17,106.14,104.95
106.41,105.33,106.41,105.12
105.30,105.70,105.77,104.64
108.00,104.52,108.45,103.27
103.50,103.61,104.14,102.08
102.74,101.83,102.74,101.02
101.27,100.50,101.36,99.78
100.22,98.83,100.22,98.59
98.91,96.79,98.91,96.28
97.03,95.81,97.84,95.25
96.37,98.22,98.31,95.56
98.02,96.91,98.41,96.76
97.04,95.47,97.62,95.47
95.32,94.23,95.87,94.08
94.27,96.05,96.12,93.90
97.97,98.63,99.21,97.48
98.70,98.15,98.74,97.65
96.47,99.43,100.00,95.06
99.59,101.77,104.06,99.00
101.50,103.51,105.72,101.41
103.62,107.39,108.65,103.55
107.45,106.11,108.23,105.52
105.77,104.02,106.01,103.16
104.10,104.49,106.25,103.59
104.59,103.42,104.69,102.89
103.87,104.82,105.88,103.87
105.15,106.07,106.62,104.54
105.07,105.38,105.71,104.02
106.00,105.17,106.49,105.01
104.78,104.89,106.67,104.14
105.08,106.03,106.57,104.48
105.67,105.36,106.28,104.40
105.11,105.37,106.92,104.84
105.84,107.42,107.69,105.31
108.25,108.23,109.00,105.92
