RWR,SPDR DJ Wilshire REIT ETF,NASDAQ
74.76,72.32,74.76,71.97
72.06,72.73,73.38,71.45
72.07,72.50,74.04,70.89
73.08,73.82,74.19,72.60
74.59,74.78,75.08,74.40
75.17,76.30,76.38,75.17
76.13,75.95,76.56,75.54
76.25,75.63,76.68,75.50
75.71,76.84,76.94,74.16
76.67,76.25,76.67,75.48
76.44,76.01,76.64,74.44
76.48,76.19,76.82,76.10
76.77,77.23,77.48,76.34
77.23,77.16,77.39,76.52
78.65,79.14,79.22,78.23
78.74,78.64,79.29,78.25
78.77,78.92,79.14,78.43
78.88,78.91,79.26,78.75
79.26,79.31,79.44,78.87
79.47,80.06,80.06,79.34
79.96,79.81,80.12,79.61
79.79,80.15,80.24,78.96
80.29,80.08,80.39,79.76
80.30,78.46,80.30,77.96
78.23,78.57,78.69,77.99
78.40,78.62,78.65,77.96
78.33,78.02,78.71,77.90
78.28,77.73,78.72,77.48
76.67,76.50,78.11,75.84
76.73,76.24,76.97,76.04
76.47,75.84,76.70,75.79
75.67,75.74,76.07,75.52
75.54,75.48,76.00,75.36
75.45,75.23,75.45,74.87
75.85,75.24,75.88,74.90
75.23,75.90,76.38,75.16
75.75,75.28,75.75,75.01
75.29,74.27,75.29,74.07
74.08,74.05,74.47,73.93
73.52,72.63,73.60,72.36
72.61,70.72,72.61,70.70
70.68,69.83,70.80,69.82
70.27,71.45,71.76,70.27
71.23,71.36,72.42,70.38
71.65,71.83,72.07,70.16
72.10,72.53,72.59,71.59
72.61,72.35,72.72,72.18
71.92,72.06,72.41,71.60
72.04,71.70,72.11,71.50
72.49,71.63,72.49,71.07
71.83,71.20,72.16,71.05
71.61,70.49,71.71,69.94
70.69,71.09,71.40,70.29
71.20,70.36,71.20,70.31
70.95,71.52,72.14,70.95
71.70,72.98,72.99,71.50
73.00,73.06,73.39,72.56
73.04,73.56,73.57,72.96
73.56,73.09,74.00,72.96
72.95,73.28,73.42,72.95
74.25,74.10,75.01,73.87
74.29,74.02,74.66,73.90
74.05,76.62,76.64,73.19
76.81,76.55,77.49,76.50
75.96,74.58,76.01,74.43
74.24,74.03,74.86,73.95
73.93,73.40,74.06,73.33
73.55,73.58,74.10,73.01
73.91,74.03,74.06,73.57
73.77,73.61,74.03,73.26
73.35,72.93,73.89,72.67
72.82,74.00,74.76,72.81
73.76,74.13,74.17,73.27
73.86,72.79,74.02,72.38
72.90,72.70,73.21,72.20
72.37,73.02,73.31,72.19
72.90,72.35,73.25,72.27
72.33,72.31,73.06,72.19
72.67,74.14,74.19,72.67
73.99,74.97,74.97,73.78
74.51,74.93,74.95,74.22
74.93,74.62,75.23,74.44
74.82,76.05,76.09,74.82
76.05,77.20,77.33,75.78
77.54,77.03,77.58,76.62
76.93,76.48,77.06,76.24
77.02,77.34,77.60,76.53
77.09,77.27,77.40,76.78
77.21,77.21,77.39,76.89
77.35,78.15,78.22,77.23
78.06,77.48,78.06,76.82
77.26,76.88,77.49,76.52
76.59,76.27,76.81,75.94
76.20,75.88,76.56,75.39
75.91,76.35,76.50,75.49
76.51,76.50,76.64,75.78
76.25,75.18,76.25,75.03
75.29,75.06,75.78,74.98
75.10,74.03,75.12,73.92
73.47,73.15,73.61,72.01
73.05,73.18,73.67,73.05
74.00,72.70,74.00,72.26
72.49,73.22,73.24,72.36
73.35,73.84,74.34,72.77
73.84,73.97,74.19,73.59
74.10,73.59,74.28,73.54
73.47,73.05,73.63,72.78
73.15,72.27,73.80,72.00
72.25,72.81,73.04,72.14
72.94,72.45,73.00,72.10
72.47,72.03,72.63,71.97
71.83,71.74,72.24,71.67
71.77,72.45,72.48,71.40
72.53,71.69,72.57,71.63
71.65,71.26,71.89,71.01
71.02,71.20,71.43,70.87
70.83,71.55,72.04,70.57
71.27,71.87,72.00,71.04
72.40,72.51,72.63,72.09
72.63,72.79,72.84,72.13
71.47,72.66,73.04,71.47
72.52,70.95,72.82,70.85
70.95,70.49,71.00,70.27
70.74,70.69,71.64,70.48
70.91,70.87,71.08,70.50
70.98,71.28,71.36,70.61
71.14,72.45,72.52,70.45
72.19,71.40,72.24,71.02
70.70,71.17,71.26,70.51
71.10,71.29,71.79,71.10
71.20,71.44,71.53,71.19
71.46,71.54,72.27,71.27
71.58,71.56,71.59,70.95
71.78,71.76,72.35,71.49
71.45,71.27,71.91,71.17
71.94,71.17,71.94,70.70
71.10,71.73,71.94,71.10
72.02,72.09,72.38,71.65
72.11,72.31,72.65,71.88
72.17,72.07,72.44,71.63
72.24,72.04,72.24,71.48
72.37,72.97,73.03,72.37
73.00,72.44,73.12,72.28
72.52,73.00,73.17,72.46
72.99,73.44,73.61,72.99
73.46,73.60,73.63,73.32
73.58,73.16,73.65,73.08
73.41,73.77,74.08,73.35
73.82,74.02,74.25,73.82
73.90,73.72,73.93,73.49
73.51,72.80,73.56,72.68
72.72,72.21,73.14,71.99
72.25,72.79,73.01,72.25
72.39,72.47,72.77,72.06
72.83,73.65,73.86,72.76
73.15,74.04,74.43,71.89
74.19,72.94,74.19,72.68
73.04,73.90,73.96,72.85
73.90,73.78,73.90,73.43
73.88,74.43,74.46,73.87
74.61,75.03,75.06,74.40
75.17,75.83,75.95,74.81
75.71,76.17,76.48,75.54
76.38,76.12,76.38,75.76
75.83,76.39,76.74,75.77
76.42,76.65,76.81,76.40
76.77,77.02,77.02,76.25
76.87,77.10,77.82,76.87
76.97,76.80,77.60,76.53
76.78,76.95,77.29,76.35
77.11,77.11,77.88,77.11
77.12,77.38,77.68,77.09
77.43,77.49,77.80,77.20
77.44,77.27,77.79,76.91
77.32,77.91,78.26,77.22
77.60,77.99,78.05,77.23
78.37,79.20,79.26,78.37
79.12,79.10,79.38,78.44
79.26,78.48,79.26,78.27
78.20,77.62,78.25,77.20
77.52,77.16,77.68,76.88
77.21,77.71,77.92,77.21
77.40,77.90,77.96,77.40
78.13,77.51,78.18,77.39
77.46,77.72,78.03,77.37
77.92,77.90,78.40,77.66
78.02,78.22,78.24,77.60
78.27,76.65,78.59,76.42
76.58,76.91,76.91,75.99
76.61,76.96,77.31,76.49
77.25,76.61,77.30,76.16
77.00,77.35,77.48,76.71
77.51,76.41,77.63,76.41
76.24,76.97,77.03,76.11
77.16,77.48,77.75,77.16
77.70,78.03,78.35,77.17
78.17,78.43,78.47,77.60
78.25,78.50,78.59,78.04
78.60,78.39,78.71,78.13
78.68,78.76,79.19,78.33
78.69,79.07,79.55,78.69
79.05,79.55,79.58,78.79
79.56,79.33,79.70,78.91
79.27,78.61,79.74,78.39
78.25,78.14,78.87,77.99
78.51,78.55,78.65,78.00
78.61,79.53,79.57,78.53
79.70,80.10,80.16,79.47
80.02,79.74,80.02,79.30
79.65,80.03,80.11,79.58
80.11,80.14,80.24,79.35
80.13,79.82,80.26,79.63
80.00,80.22,80.38,79.86
80.06,79.93,80.26,79.77
80.12,80.64,80.67,79.86
80.78,80.63,80.98,80.39
80.56,80.93,80.98,80.40
80.91,81.35,81.40,80.27
81.01,81.32,81.64,80.86
81.05,81.46,81.53,80.73
81.34,81.18,81.46,80.92
81.06,82.24,82.26,81.06
82.22,82.41,82.75,82.13
82.36,82.42,82.72,81.97
82.70,82.70,82.82,82.37
82.64,82.12,83.29,81.99
82.08,82.25,82.52,81.85
82.16,82.11,82.21,81.46
82.30,82.83,82.85,81.82
82.76,82.60,82.79,82.17
82.58,82.37,82.86,82.07
82.60,81.89,82.61,81.73
81.91,81.66,82.16,81.63
81.86,82.36,82.39,81.73
82.50,82.93,82.99,82.41
82.69,82.31,82.69,81.85
82.42,82.51,82.58,82.15
82.40,82.91,83.04,82.37
82.83,83.22,83.43,82.80
83.08,83.10,83.31,82.87
83.05,83.26,83.44,82.82
83.25,84.85,84.86,83.13
85.00,84.39,85.06,84.29
84.26,83.40,84.73,83.25
83.29,82.79,83.44,82.51
82.57,82.60,82.89,82.18
82.53,82.37,82.54,81.74
82.26,82.57,82.69,81.80
82.49,82.09,82.85,81.99
82.01,82.31,82.36,81.71
82.35,82.97,83.09,81.96
83.04,83.52,83.56,82.88
82.86,83.15,83.15,82.38
83.19,82.84,83.40,82.76
82.74,82.82,83.07,82.58
82.79,82.74,82.98,82.50
82.74,82.56,82.84,82.38
82.50,83.26,83.26,82.42
83.22,83.00,83.23,82.46
83.00,83.36,83.60,82.75
83.42,83.16,83.45,82.69
83.02,82.71,83.02,82.36
82.60,82.96,83.12,82.43
82.89,83.25,83.46,82.89
83.27,83.36,83.43,82.72
83.03,83.70,83.92,83.03
83.56,83.71,83.82,83.31
83.77,84.16,84.16,83.52
84.10,84.24,84.33,83.78
84.39,84.53,84.65,84.00
84.36,84.08,84.51,83.97
84.23,84.85,84.88,84.18
84.54,84.52,84.72,84.33
84.73,84.85,85.12,84.73
85.00,85.01,85.15,84.75
85.11,85.03,85.29,84.79
84.89,84.43,85.07,84.35
84.54,84.99,85.22,84.45
85.07,84.55,85.07,84.41
84.51,84.46,84.87,84.08
83.96,83.12,84.24,83.12
83.10,82.98,83.73,82.97
82.99,83.47,83.63,82.56
83.26,82.56,83.37,82.42
82.43,82.51,82.90,82.10
82.85,82.51,82.99,82.33
82.76,82.97,83.03,82.33
83.11,83.52,83.75,83.05
83.39,83.40,83.74,83.24
83.53,84.60,84.66,83.53
84.66,84.51,84.90,84.34
84.76,84.38,84.96,84.13
84.68,85.29,85.29,84.19
85.53,85.50,85.68,85.14
85.45,85.85,85.99,84.99
85.78,85.70,86.22,85.64
85.79,84.97,85.79,84.73
85.38,84.82,85.38,84.53
84.90,84.96,85.20,84.81
85.06,85.04,85.26,84.81
84.94,84.98,85.17,84.74
85.08,85.43,85.51,84.99
85.48,85.44,85.66,85.26
85.65,85.72,85.84,85.43
85.72,85.45,86.03,85.17
85.48,86.34,86.34,85.48
86.26,86.23,86.51,86.04
86.06,85.77,86.21,85.60
85.59,84.39,85.59,84.32
84.16,84.46,84.68,84.06
84.09,81.75,84.09,81.34
81.78,81.43,82.20,81.12
81.43,82.21,82.45,81.43
82.52,82.20,82.96,82.17
82.30,81.50,82.41,81.48
81.09,80.94,81.40,80.69
80.85,80.38,80.85,80.30
80.27,79.71,80.66,79.71
79.71,79.53,80.55,79.40
79.59,79.25,79.78,78.88
79.16,80.25,80.32,78.94
79.72,80.20,80.23,79.34
80.21,79.80,80.42,79.62
79.34,79.86,80.42,79.34
79.77,79.79,80.25,79.25
80.37,80.29,80.48,79.65
80.79,80.46,80.91,80.26
80.37,79.88,80.71,79.87
80.13,81.59,81.62,80.03
81.47,81.68,82.57,81.47
81.71,81.79,82.75,81.71
81.79,81.79,82.68,81.79
82.25,83.24,83.77,82.06
82.92,82.73,83.50,82.02
82.17,82.88,83.08,81.77
83.48,83.07,83.59,82.31
82.99,84.31,84.31,82.99
84.54,85.07,85.09,84.10
85.16,85.07,85.62,84.94
85.52,85.77,85.91,85.12
85.77,85.69,86.09,85.18
85.47,86.34,86.34,85.47
86.23,86.67,86.68,85.97
86.56,86.52,86.78,85.97
86.31,87.01,87.02,86.12
87.43,88.26,88.31,87.41
88.54,89.15,89.21,88.32
89.15,89.31,89.33,88.46
89.50,89.07,89.55,88.58
89.00,88.37,89.34,88.24
88.37,88.16,88.66,87.88
87.91,89.04,89.05,87.89
89.08,88.60,89.08,88.24
88.64,87.95,88.64,87.83
88.03,88.46,88.66,88.01
88.50,87.74,88.57,87.58
87.68,88.13,88.30,87.68
88.27,88.55,88.68,88.01
88.39,87.85,88.60,87.79
87.67,88.04,88.05,87.47
88.73,88.68,88.80,88.41
88.90,88.93,89.23,88.69
89.04,89.08,89.28,88.78
89.10,89.94,90.02,89.10
89.94,90.16,91.17,89.94
90.20,90.02,90.71,89.90
89.98,90.54,90.63,89.36
90.52,90.46,90.62,90.15
90.40,90.72,90.79,89.97
90.24,90.25,90.50,89.54
90.09,90.83,91.28,90.09
90.38,91.27,91.50,90.27
91.07,91.25,91.53,90.87
91.26,91.31,91.78,91.22
91.11,90.47,91.59,90.46
90.67,89.43,90.99,89.22
89.42,89.31,90.07,88.75
89.46,91.25,91.29,89.46
91.87,91.95,91.95,91.17
91.07,90.97,91.37,90.54
91.05,92.45,92.49,91.02
92.60,92.10,92.81,91.88
92.20,91.67,92.50,91.57
92.10,92.00,92.25,91.78
91.99,92.49,92.83,91.83
92.53,92.38,92.92,92.15
92.48,90.90,93.10,90.76
91.44,92.20,92.26,91.17
91.88,92.71,92.88,91.79
92.75,93.63,93.93,92.75
93.90,95.10,95.21,93.54
95.48,95.41,95.72,94.70
95.48,95.56,96.01,94.82
95.71,96.32,96.40,95.71
96.60,96.09,96.88,95.61
95.77,96.95,97.02,95.50
97.10,97.17,97.37,96.56
97.06,98.06,98.15,96.84
98.52,97.25,98.59,96.99
97.09,97.17,97.24,96.70
97.55,98.96,99.00,97.20
98.95,98.64,99.16,98.34
98.39,99.45,99.45,98.25
99.00,99.43,99.81,98.87
99.32,98.76,100.11,98.76
98.90,99.01,99.05,98.07
98.86,96.86,98.89,96.85
97.20,96.76,97.20,94.92
96.81,97.56,97.57,95.94
97.29,97.17,97.59,96.60
97.54,98.37,98.40,97.15
98.19,95.51,98.19,95.10
95.37,94.93,95.92,94.88
95.02,95.18,95.39,94.07
95.26,94.90,95.70,94.27
95.13,96.06,96.10,94.73
96.10,95.23,96.22,94.75
95.21,95.07,96.12,94.81
95.11,95.96,96.07,94.35
95.70,93.81,95.86,93.64
93.87,94.79,94.92,93.80
94.92,95.58,95.65,94.75
95.12,93.64,95.22,93.26
93.50,93.66,94.66,93.50
93.59,92.67,93.59,92.46
92.73,93.31,93.53,92.26
93.37,93.81,94.83,93.27
93.65,93.60,93.84,92.81
93.54,92.68,93.67,92.46
93.05,93.03,93.93,92.98
92.09,90.02,92.09,89.83
90.53,90.69,90.93,90.36
90.34,90.61,91.09,90.33
90.73,90.62,90.96,90.36
90.99,92.22,92.29,90.99
92.13,92.16,92.44,91.60
92.51,93.26,93.75,92.51
93.00,93.13,93.52,92.63
93.11,95.09,95.35,92.62
94.90,95.09,95.60,94.71
94.92,97.05,97.11,94.85
96.96,96.90,97.62,96.61
96.74,96.10,96.85,96.09
96.28,94.37,96.31,94.17
94.13,93.82,94.36,93.50
94.01,94.04,94.44,93.70
94.44,95.44,95.53,94.16
95.12,94.57,95.63,94.36
94.45,94.29,94.86,93.65
94.12,95.00,95.37,94.12
95.24,96.07,96.33,95.24
95.89,94.32,95.89,94.32
94.59,94.48,94.65,94.26
94.30,92.51,94.30,92.28
92.95,92.41,93.57,92.12
92.46,92.14,92.73,92.13
92.37,92.49,92.98,92.37
92.83,91.87,92.91,91.83
91.75,92.15,92.55,91.29
91.63,91.64,92.23,91.05
92.06,91.85,92.37,91.55
92.08,92.05,92.58,91.79
92.13,92.24,92.71,92.00
92.21,92.48,92.68,92.04
92.63,92.67,93.23,92.25
92.50,92.65,93.41,92.43
92.51,92.40,92.66,91.81
91.48,90.46,91.90,90.32
90.07,89.00,90.26,88.50
89.11,89.81,90.46,89.11
90.18,89.95,90.75,89.77
89.77,87.95,89.77,87.81
88.10,87.87,88.22,87.33
87.98,89.21,89.60,87.98
90.10,90.62,91.74,90.10
90.37,89.09,90.80,88.86
88.67,89.39,89.66,87.90
89.84,88.57,90.34,88.38
89.00,90.30,90.32,88.87
90.56,91.15,91.44,90.49
90.81,90.88,91.12,90.43
90.43,90.59,91.14,90.33
90.71,90.48,91.10,90.38
90.66,90.00,90.76,89.65
89.98,90.00,90.61,89.45
89.94,89.28,89.94,89.02
89.42,90.24,90.36,89.19
90.16,89.97,90.44,89.55
89.89,88.97,90.19,88.81
89.13,90.13,90.28,88.87
89.74,89.21,89.74,88.89
89.15,87.98,89.28,87.84
87.91,87.81,88.19,87.55
86.95,86.81,87.50,86.09
86.82,86.63,87.06,86.46
86.55,86.04,86.77,85.91
86.05,86.70,87.43,85.90
87.28,87.29,87.57,87.07
87.15,87.12,87.52,86.90
87.01,86.68,87.05,86.46
86.81,87.46,87.62,86.64
87.49,88.17,88.28,86.88
88.25,89.43,89.83,88.25
88.64,87.84,88.69,87.73
88.00,87.05,88.38,86.98
86.91,86.30,86.93,86.17
86.28,85.91,86.72,85.88
86.09,85.00,86.16,85.00
84.99,85.65,85.87,84.71
85.55,84.23,86.24,84.23
84.71,84.38,85.13,84.08
84.41,85.73,85.75,84.19
86.14,86.01,87.17,85.85
85.71,86.45,86.62,85.57
86.85,87.90,88.02,86.80
87.39,87.56,87.83,87.30
88.00,87.26,88.10,87.03
87.64,87.87,88.52,87.42
88.00,87.96,88.99,87.51
88.11,88.16,88.45,87.62
87.95,88.30,88.58,87.78
88.48,89.01,89.11,88.48
88.94,88.63,89.24,88.40
88.74,88.83,88.94,88.26
88.84,88.52,89.22,88.52
88.49,88.91,89.23,88.49
88.94,87.86,88.94,87.33
87.87,88.29,88.60,87.73
88.23,88.50,89.02,88.23
88.57,88.62,88.87,88.26
88.53,89.11,89.19,88.13
89.20,88.72,89.20,88.43
89.35,89.37,90.06,88.94
89.41,89.83,90.01,89.35
89.89,89.29,90.35,89.14
89.53,88.86,89.63,88.50
88.89,89.05,89.15,87.59
88.99,89.48,89.58,88.31
89.83,89.17,89.99,88.83
88.42,89.84,90.21,88.42
89.62,90.10,90.14,89.04
90.11,90.28,90.63,89.24
90.16,90.72,90.80,89.69
90.70,91.56,91.56,90.35
91.54,91.78,91.88,91.24
91.51,91.20,91.66,90.74
90.71,90.59,91.24,90.29
90.16,88.96,90.50,88.93
88.08,84.57,88.08,84.39
85.41,82.34,86.40,82.31
83.15,84.61,84.82,82.83
85.30,86.28,86.93,84.66
86.27,86.11,86.41,85.54
85.96,84.09,86.00,84.09
83.25,82.46,83.67,81.90
83.17,83.35,83.71,82.59
83.67,83.54,84.19,83.37
83.02,81.84,83.02,81.32
82.62,83.11,83.33,82.37
83.63,82.11,84.00,81.98
82.09,82.32,83.21,81.96
82.42,83.95,83.95,82.19
84.00,83.94,84.26,83.68
83.98,84.83,85.00,83.38
84.85,85.79,85.97,84.65
85.81,86.74,88.12,85.41
85.08,85.83,86.85,85.08
85.88,86.53,86.92,85.88
85.98,85.43,86.29,85.23
85.62,86.03,86.47,85.19
85.89,85.28,86.33,84.73
85.55,85.72,86.38,85.10
85.59,84.39,85.59,83.80
84.56,85.51,85.81,84.31
86.06,86.17,86.33,85.44
86.30,86.58,86.78,85.70
86.59,87.39,87.39,85.74
87.63,88.78,88.85,87.63
88.70,88.58,89.30,88.38
88.84,89.63,89.64,88.58
89.60,90.42,90.49,89.11
90.46,90.24,90.48,89.79
90.41,90.81,91.18,90.20
90.56,90.14,90.91,89.89
90.22,89.39,90.39,89.22
89.64,90.68,90.68,89.55
90.71,91.29,91.54,90.71
91.15,92.71,92.72,91.15
92.53,92.65,92.87,92.21
92.71,92.29,93.12,92.21
92.43,93.06,93.32,92.43
93.13,92.00,93.13,91.51
92.02,92.00,92.20,91.29
91.80,92.18,92.22,91.64
92.21,92.13,92.81,90.48
91.83,92.09,92.19,91.41
92.12,91.16,92.19,91.08
91.30,93.07,93.10,91.08
92.82,92.05,93.19,91.76
92.09,91.72,92.30,91.44
91.70,92.01,92.08,91.22
90.71,89.15,90.84,88.60
88.77,87.66,88.77,87.06
87.69,88.75,88.90,87.69
88.86,88.88,89.20,88.50
88.69,88.36,89.05,88.15
88.30,87.28,88.80,87.22
87.07,88.20,88.20,86.99
87.95,88.23,89.01,87.95
88.37,89.07,89.15,87.81
89.20,89.49,89.93,89.09
89.74,90.50,90.59,89.74
90.46,90.66,91.05,90.37
90.25,90.18,90.35,89.42
90.18,90.59,90.80,90.16
90.43,91.41,91.69,90.43
91.55,90.60,91.88,90.37
90.94,91.91,91.96,90.87
91.69,89.98,91.83,89.86
89.82,88.64,89.82,88.38
88.85,90.47,90.58,88.71
90.36,90.21,90.51,89.81
89.85,90.19,90.52,89.69
89.91,89.63,90.58,89.18
89.66,88.89,89.99,88.82
88.48,88.92,89.23,88.12
88.86,89.35,89.42,88.24
89.73,90.42,90.89,89.73
90.74,92.12,92.35,90.62
92.15,91.66,92.25,91.41
90.40,89.59,90.88,89.59
89.97,89.94,90.52,89.15
90.13,90.24,90.90,90.13
90.46,91.21,91.25,90.46
91.32,91.25,91.57,90.76
90.95,91.77,91.78,90.86
92.00,92.75,92.87,92.00
92.66,92.44,93.01,92.42
92.37,91.63,92.61,91.61
90.89,90.48,90.89,89.70
90.40,92.20,92.50,90.40
91.53,91.87,92.12,91.32
90.80,90.18,91.18,90.13
90.57,88.91,90.76,88.79
89.04,89.41,89.90,89.04
89.91,88.87,89.91,88.40
89.16,87.73,89.94,87.63
87.64,87.42,88.30,86.94
86.23,86.88,87.13,85.71
86.77,87.47,88.04,86.77
86.66,84.89,87.10,83.27
85.26,85.39,86.52,84.75
86.25,87.64,88.02,86.25
87.47,87.10,88.42,86.90
87.53,88.98,88.98,87.39
88.48,87.18,88.76,86.50
87.55,86.34,87.89,85.94
86.78,87.91,88.07,86.08
87.52,88.02,88.76,87.08
87.72,87.13,87.72,86.69
87.51,87.79,88.00,86.65
87.49,87.76,88.18,86.87
87.60,86.04,87.60,85.97
85.51,83.68,85.52,82.35
82.77,82.11,83.03,81.60
82.47,82.63,83.74,82.47
81.50,81.24,81.77,80.74
81.78,82.14,82.31,81.28
82.73,83.62,83.76,82.43
84.01,84.39,85.33,84.01
84.48,85.20,85.47,84.16
84.88,85.81,86.13,84.65
86.25,86.66,87.24,86.25
86.54,86.45,87.56,86.39
86.19,86.34,86.53,85.49
86.66,87.93,88.02,86.66
87.75,87.51,88.19,87.49
87.45,87.16,88.44,87.02
87.78,89.80,89.82,87.78
89.59,90.54,90.55,89.59
90.80,90.90,90.90,89.96
90.79,91.02,91.11,90.29
90.62,91.29,91.46,90.43
91.43,90.30,91.43,90.19
90.52,90.72,91.30,90.31
91.24,90.37,91.57,89.37
91.36,92.43,92.47,91.14
92.29,92.42,92.54,91.95
91.98,92.56,92.72,91.86
92.28,93.58,93.78,91.94
93.58,95.02,95.22,93.25
94.13,93.46,94.25,93.46
93.42,92.54,93.67,92.45
92.49,92.48,92.83,92.05
92.51,91.93,92.52,91.91
91.52,91.88,91.97,91.13
92.07,92.76,92.95,91.86
92.92,94.80,94.83,92.82
94.98,94.58,95.12,94.51
94.47,95.15,95.28,94.43
94.78,95.14,95.30,94.44
95.19,94.89,95.38,94.61
94.48,94.29,94.73,94.07
94.25,94.50,94.57,93.77
94.13,93.94,94.53,93.50
94.23,94.44,94.85,94.22
94.48,94.11,94.80,94.11
94.24,94.85,95.11,94.10
95.10,94.40,95.17,94.06
94.30,93.75,94.30,93.55
93.93,94.47,94.69,93.62
94.32,94.85,94.90,94.13
95.14,94.89,95.14,94.54
94.98,93.27,94.98,93.15
93.21,91.71,93.45,91.40
92.00,92.67,92.87,91.93
92.49,93.48,93.50,92.49
93.77,93.82,94.33,93.43
93.79,93.64,93.79,92.72
93.09,93.39,94.00,93.08
92.88,92.33,93.20,91.50
92.60,93.93,94.20,92.60
93.70,94.06,94.14,93.41
93.37,95.45,95.52,93.37
95.13,95.74,95.87,95.13
95.72,96.73,96.81,95.27
96.94,97.76,97.90,96.94
98.13,97.83,98.13,97.45
97.76,95.47,97.76,95.24
95.44,96.00,96.31,94.88
95.74,95.00,95.74,94.45
95.01,96.01,96.36,94.82
95.78,94.20,95.78,93.71
93.91,92.80,93.91,91.74
92.09,91.76,92.09,91.32
92.12,92.53,92.74,91.99
92.62,92.50,92.97,92.30
92.98,93.57,93.82,92.98
93.68,93.57,93.77,92.66
93.51,93.74,94.01,93.23
93.74,94.15,94.55,93.73
94.28,94.16,94.43,93.61
93.92,94.12,94.38,93.41
94.13,94.52,94.53,93.54
95.11,94.79,95.76,94.35
94.83,93.92,95.03,93.41
94.18,94.38,94.70,94.14
94.23,94.97,95.10,94.09
94.90,95.20,95.40,94.74
94.71,94.70,95.03,94.46
94.86,94.82,95.50,94.70
94.78,94.59,95.00,94.25
94.63,95.56,95.91,94.63
95.50,96.11,96.12,94.98
95.25,95.27,95.32,94.51
95.74,95.32,96.42,95.25
95.51,95.76,96.04,95.40
95.86,95.57,95.99,95.29
95.96,96.07,96.53,95.80
94.34,95.03,96.06,93.62
94.71,95.22,95.37,93.86
95.80,97.26,97.28,95.42
97.66,98.45,98.58,97.66
98.64,99.43,99.44,97.92
99.76,99.56,100.24,99.20
99.31,100.54,100.61,99.31
100.32,100.15,100.60,99.70
99.95,99.14,99.95,98.66
99.63,100.75,100.86,99.63
100.63,101.53,101.67,100.26
101.25,101.53,101.58,100.67
101.69,102.09,102.10,101.21
101.78,101.22,101.96,100.96
101.21,101.22,101.28,100.55
101.42,101.40,101.52,101.13
101.50,101.97,102.00,100.97
102.10,101.98,102.10,101.65
101.60,102.22,102.27,101.35
102.07,103.16,103.44,102.07
103.22,103.03,103.58,102.61
102.94,102.45,102.97,102.24
102.21,101.50,102.22,100.74
100.99,102.33,102.79,100.99
102.32,103.79,104.34,102.32
103.63,104.01,104.19,103.48
103.62,102.42,103.92,102.20
102.28,101.87,102.28,101.33
102.01,101.50,102.08,101.26
101.54,101.69,101.87,101.20
101.65,101.94,102.40,101.46
101.86,102.43,102.46,101.28
102.55,102.25,102.90,101.94
102.28,100.99,102.28,100.45
101.21,101.38,102.34,101.12
101.51,101.39,101.85,101.29
101.08,100.16,101.08,100.00
100.22,100.52,100.62,99.35
100.51,100.44,100.85,99.98
100.11,99.62,100.18,99.33
99.68,100.08,100.23,99.56
100.50,100.15,100.67,100.12
100.23,99.67,100.24,99.15
99.64,100.23,100.88,99.64
100.36,99.30,101.02,98.64
99.60,100.31,100.56,99.60
100.36,100.13,100.39,99.19
100.02,100.22,100.50,99.68
99.89,100.04,100.34,99.45
100.47,100.82,101.94,100.37
100.88,101.38,101.40,100.26
101.49,101.97,102.03,100.94
101.55,100.66,101.55,100.64
100.15,96.81,100.15,96.81
96.59,97.98,98.42,96.58
97.48,95.47,97.48,95.35
95.81,95.86,96.33,95.42
95.80,96.22,96.32,95.39
95.73,95.43,95.73,94.76
95.76,96.26,96.37,95.76
96.76,96.24,96.90,96.03
96.49,97.41,97.54,95.07
98.29,99.17,99.28,97.99
99.27,99.47,99.87,98.11
99.26,99.70,99.95,99.02
99.96,98.66,99.98,98.50
98.75,99.42,99.48,98.50
99.12,98.04,99.12,97.76
98.58,97.37,99.00,97.34
97.02,95.45,97.02,95.27
95.17,94.16,95.17,93.61
94.45,92.38,94.96,92.22
92.04,92.48,93.13,91.21
92.91,92.26,93.92,91.90
92.49,92.84,93.19,92.49
92.51,91.92,92.91,91.70
92.02,92.96,93.00,92.02
92.58,93.55,93.66,92.50
93.53,93.20,94.11,92.93
93.39,93.33,93.91,93.16
93.93,93.90,94.45,93.62
93.92,94.11,94.20,93.40
94.16,93.84,94.57,93.44
93.44,93.49,93.71,92.93
93.84,93.69,94.71,93.35
93.39,93.44,93.57,92.98
93.10,92.32,93.10,91.63
92.12,90.05,92.38,89.75
90.20,90.31,91.06,90.02
90.67,91.86,91.95,90.39
91.58,89.89,91.58,89.53
89.74,88.69,90.16,88.69
88.80,88.18,88.89,88.05
88.37,88.77,89.03,88.00
90.07,90.15,90.27,89.50
90.15,90.70,90.97,89.84
88.54,89.34,90.07,87.39
89.33,88.20,89.41,86.90
88.05,88.78,89.92,88.05
88.72,91.01,91.25,88.25
91.24,90.03,91.94,89.47
89.91,89.71,90.37,89.07
89.71,88.81,90.32,88.67
88.94,88.95,89.25,88.50
89.04,88.59,89.83,88.47
88.90,90.06,90.10,88.79
89.35,89.69,89.72,88.82
89.87,90.15,90.65,89.87
90.20,90.70,91.16,90.15
90.61,91.44,91.79,90.61
90.75,90.62,91.31,90.07
90.22,89.36,90.51,88.93
89.65,90.23,91.10,89.15
90.31,90.92,91.01,89.92
