PNC,PNC Financial Services Group,NASDAQ
71.82,71.71,72.23,71.02
71.13,70.53,71.14,70.15
71.35,72.70,72.84,70.86
73.43,73.18,74.19,73.04
73.70,73.63,74.13,73.43
73.48,72.92,73.52,72.56
73.23,73.49,74.33,73.04
73.27,73.85,74.33,73.26
73.49,73.97,74.09,73.21
74.52,75.92,75.94,74.47
76.25,76.35,76.72,75.83
76.64,76.26,76.79,75.86
75.68,74.59,75.75,73.99
75.16,74.10,75.17,73.46
74.30,74.91,74.96,73.70
74.99,75.06,75.48,74.79
75.03,74.50,75.33,73.71
73.21,73.55,74.42,72.58
73.91,75.91,76.14,73.71
76.27,77.19,77.31,75.70
77.19,77.18,77.44,76.67
76.66,77.14,77.65,76.40
77.27,77.10,77.91,76.88
76.43,76.00,76.96,75.80
75.85,75.90,75.96,75.29
75.87,75.87,76.08,75.30
76.06,75.54,76.42,75.41
75.64,76.05,76.97,75.64
76.80,77.65,77.83,76.43
77.40,77.43,77.93,76.95
77.29,77.16,77.58,76.84
77.13,76.53,77.16,76.14
76.20,75.79,76.30,75.54
76.18,76.22,76.67,75.54
76.16,75.96,76.50,75.67
75.62,76.11,76.52,75.47
76.25,75.98,76.29,75.47
76.04,75.88,76.60,75.87
75.25,74.92,75.70,74.53
74.56,74.91,75.39,74.46
74.76,73.93,74.88,73.90
73.89,74.59,74.86,73.72
74.34,74.40,74.98,73.74
74.48,74.99,75.28,74.37
75.31,75.02,75.37,74.55
75.01,74.21,75.10,74.19
73.32,72.24,73.50,72.12
72.27,72.55,73.25,71.97
72.36,72.58,73.13,72.00
72.69,72.27,72.71,71.97
73.05,72.48,73.78,72.03
72.44,72.54,72.94,72.14
72.54,73.35,73.61,72.22
73.60,73.19,73.68,71.99
73.23,72.95,73.31,72.36
73.45,73.65,73.85,73.28
73.60,73.56,73.80,73.08
73.66,73.11,73.71,73.03
73.28,73.25,73.47,72.73
74.34,74.19,74.56,73.65
74.25,74.77,74.84,73.69
74.82,74.40,75.54,74.29
74.57,74.05,74.82,73.42
74.12,74.05,74.49,73.76
73.78,72.96,73.87,72.65
72.78,72.72,73.27,72.52
72.67,73.05,73.65,72.22
73.13,72.44,73.46,72.04
72.26,72.63,72.92,72.08
71.95,72.45,72.68,71.48
72.40,72.67,72.91,72.16
72.23,72.68,72.99,72.20
72.46,72.42,72.70,72.01
72.79,72.97,73.16,72.36
72.36,71.88,72.39,71.70
71.76,70.94,71.93,70.91
71.03,70.87,71.20,70.63
71.41,72.62,72.71,71.32
72.34,72.96,73.12,71.80
72.56,72.98,73.08,72.15
72.41,72.51,73.23,72.18
73.76,73.87,74.38,72.43
73.58,74.68,74.77,73.43
74.55,75.04,75.15,73.86
75.02,75.12,75.21,74.60
75.09,75.56,75.79,74.79
75.25,75.24,75.54,75.07
75.27,74.82,75.34,74.68
74.82,75.36,75.37,74.68
75.27,75.50,75.86,74.99
75.59,75.20,75.67,74.82
75.31,74.81,75.45,74.56
74.61,73.53,74.89,73.53
73.62,73.37,73.98,72.99
73.45,73.17,73.58,73.00
72.95,73.29,74.02,72.92
73.97,73.88,74.00,73.43
74.09,72.90,74.24,72.85
73.28,75.52,75.67,72.92
75.52,75.42,75.81,75.03
75.16,74.18,75.21,73.87
73.95,74.27,74.27,73.33
73.91,74.68,74.73,73.55
74.94,75.14,75.60,74.72
75.20,75.31,76.00,75.02
75.44,75.50,75.90,75.18
75.70,75.20,75.85,74.83
75.42,76.33,76.58,75.25
76.34,76.82,76.98,76.13
76.95,76.32,77.33,76.25
76.47,76.61,76.85,76.17
76.55,77.41,77.49,76.39
77.65,76.95,77.85,76.92
76.85,77.50,77.90,76.85
77.22,75.62,77.35,75.41
75.59,75.72,76.44,75.18
75.36,75.02,75.52,74.80
75.96,76.17,76.33,75.44
76.77,76.28,76.79,76.07
75.91,76.56,76.89,75.81
76.46,75.48,76.56,75.23
75.49,75.82,76.11,75.26
75.77,75.38,76.27,75.14
75.10,75.48,75.67,75.09
75.47,74.65,75.50,74.41
74.76,75.64,75.65,73.92
75.38,76.00,76.31,74.91
76.28,76.37,76.74,76.21
76.73,77.02,77.39,76.38
77.09,77.13,77.32,76.86
77.32,77.26,77.47,77.13
77.51,78.20,78.36,77.19
78.20,77.51,78.29,77.36
77.54,77.58,77.78,77.35
76.06,76.60,77.22,76.06
76.81,76.96,77.23,76.67
77.29,76.86,77.94,76.85
76.69,77.43,77.75,76.69
77.50,78.72,78.83,77.50
78.95,79.19,79.29,78.65
79.08,78.77,79.14,78.21
78.03,77.37,78.35,77.17
77.62,78.00,78.19,77.08
78.14,78.84,79.12,78.14
80.69,80.93,81.28,78.84
82.15,82.26,84.41,81.76
82.75,84.11,84.28,82.62
84.22,84.21,84.43,83.45
83.66,82.66,83.78,82.23
82.13,81.03,82.29,81.03
81.15,80.80,81.66,80.22
81.39,81.24,81.54,80.74
80.60,79.87,81.30,79.85
80.90,81.62,81.72,80.43
80.33,79.88,80.80,79.78
79.88,78.43,80.38,78.32
78.87,78.88,79.45,78.16
78.87,78.81,79.13,78.03
78.91,79.83,79.87,78.58
80.02,79.89,80.80,79.57
80.09,79.84,80.37,79.24
79.82,81.00,81.27,79.65
81.14,81.02,81.77,80.62
80.45,81.14,81.24,80.11
81.01,81.62,81.80,80.95
83.53,81.55,83.53,81.41
81.16,79.67,81.46,79.47
79.97,79.98,80.30,79.06
80.00,80.23,80.77,79.81
80.28,81.34,81.82,80.22
81.26,80.71,81.34,80.28
81.07,81.13,81.34,80.16
80.99,81.34,81.35,80.40
81.48,81.78,82.65,81.41
80.82,80.98,81.21,80.35
80.25,82.03,82.22,80.25
82.12,82.94,82.98,82.12
83.04,82.82,83.59,82.71
83.40,83.98,84.65,83.29
83.82,84.09,84.11,83.35
84.06,83.22,84.06,82.93
82.80,83.46,83.53,82.50
83.84,82.79,84.05,82.63
82.75,82.86,83.55,82.56
83.26,84.17,84.28,83.26
84.20,84.62,84.70,83.78
84.73,85.06,85.80,83.85
84.81,86.63,86.88,84.67
87.59,86.87,87.80,86.67
87.23,86.95,87.64,86.55
87.15,86.42,87.16,86.15
86.99,85.32,86.99,85.31
85.33,85.14,86.10,84.45
85.63,85.73,86.17,85.10
86.21,87.00,87.29,86.13
87.18,87.26,87.47,86.54
87.50,87.61,87.78,87.26
87.55,87.41,87.67,86.97
87.83,86.25,88.03,86.20
86.04,84.82,86.39,84.61
84.94,84.63,85.05,83.91
84.77,84.59,84.90,84.30
84.61,82.21,84.89,82.20
80.95,81.14,81.93,79.80
81.93,81.59,82.19,80.73
81.82,82.15,82.30,80.87
83.17,84.38,84.65,82.40
83.91,83.77,84.24,83.19
84.01,83.70,84.63,83.57
83.63,84.66,84.78,83.36
84.50,84.73,84.92,84.35
85.04,84.26,85.09,84.04
84.28,83.87,84.73,83.70
84.11,82.96,84.19,82.54
83.54,83.42,84.02,83.24
83.52,84.04,84.23,83.40
83.96,83.77,84.36,83.36
84.07,84.73,85.88,83.80
84.50,84.16,84.50,83.51
83.76,82.95,83.83,82.93
83.27,83.86,83.96,83.08
83.56,83.86,84.41,83.53
83.73,84.18,84.21,83.34
84.57,85.47,85.68,84.31
85.52,84.78,85.68,84.68
84.73,83.29,85.05,83.10
83.06,82.64,83.20,81.65
82.52,82.78,82.95,82.04
82.54,83.21,83.37,82.48
83.00,82.63,83.21,82.33
82.95,83.52,84.24,82.95
83.56,84.09,84.10,83.36
84.20,84.51,84.69,83.86
84.88,84.70,85.66,84.64
84.68,84.52,84.77,84.15
84.56,84.76,84.82,84.16
84.63,85.27,85.58,84.62
85.51,85.62,85.70,84.71
85.41,85.43,85.79,85.02
85.17,85.68,85.87,85.16
85.84,86.63,86.80,85.31
86.86,87.32,87.49,86.65
87.34,88.51,88.64,87.34
88.09,88.42,88.50,87.75
87.94,88.03,88.43,87.80
87.27,87.35,87.86,86.84
87.38,87.81,88.26,87.19
87.65,87.69,87.89,87.26
87.67,88.36,88.72,85.88
88.32,88.63,88.72,87.76
88.68,88.55,88.82,88.26
88.98,89.42,89.61,88.73
89.58,89.34,89.85,89.01
89.14,88.60,89.80,88.55
88.71,88.74,89.03,87.81
88.57,88.68,88.82,87.82
88.55,89.31,89.35,88.52
88.99,89.05,89.59,88.87
89.44,89.36,89.96,89.10
89.22,88.95,89.63,88.84
89.52,89.97,90.00,89.35
88.18,89.07,89.77,88.18
88.93,88.05,88.97,87.90
88.34,88.26,88.47,87.95
87.24,87.45,87.58,86.84
86.85,87.33,87.51,86.55
88.00,87.12,88.35,87.00
87.82,88.24,88.51,87.52
86.38,85.18,87.19,84.52
84.15,83.34,84.47,83.18
83.92,83.88,84.17,83.16
83.41,83.88,84.02,83.03
84.14,83.68,84.47,83.61
83.80,83.97,84.18,83.52
83.93,84.57,84.71,83.93
84.38,84.82,84.92,84.24
84.50,83.86,84.78,83.79
83.91,83.46,84.07,83.45
84.05,84.11,84.47,83.50
83.70,82.56,84.00,82.55
82.54,82.01,82.95,81.61
82.34,82.30,82.50,81.67
80.63,81.85,82.49,80.43
81.62,81.53,82.35,81.41
81.97,81.23,82.20,81.09
81.33,81.72,81.76,81.00
82.09,81.70,82.17,81.56
81.59,81.80,82.40,81.47
82.27,82.25,82.84,81.96
82.20,82.25,82.83,82.08
82.55,82.04,82.80,81.40
82.37,82.90,82.97,82.37
83.10,82.98,83.49,82.81
82.85,83.53,83.60,82.68
83.56,84.55,84.77,83.40
84.31,84.35,84.96,84.24
84.99,85.13,85.62,84.98
85.24,85.11,85.55,85.02
85.30,84.94,85.39,84.76
84.57,84.54,84.84,84.24
85.02,84.75,85.02,84.52
84.75,85.20,85.27,84.36
85.67,85.16,86.00,84.96
85.15,85.10,85.80,84.82
84.84,85.35,85.38,84.44
85.30,85.47,85.73,85.02
85.12,84.81,85.19,84.49
84.68,85.75,85.79,84.68
85.53,85.77,86.03,85.36
85.84,86.22,86.63,85.75
86.50,86.30,86.50,85.84
86.29,86.51,86.75,86.00
86.52,87.18,87.58,86.19
87.77,87.94,88.46,87.62
88.40,87.89,88.80,87.71
87.76,87.28,88.22,87.12
87.21,86.00,87.47,86.00
86.10,86.67,86.71,85.88
86.59,85.46,86.63,85.45
85.41,85.88,86.04,85.33
85.02,85.69,85.88,85.02
85.94,85.58,86.35,85.40
85.58,84.58,85.70,84.31
84.08,84.21,84.43,83.15
84.86,85.01,85.49,84.81
85.47,85.01,85.88,84.99
84.52,83.26,84.73,83.24
83.28,84.83,84.90,83.27
84.89,83.02,84.95,82.89
82.77,81.73,83.54,81.69
81.95,81.05,82.61,81.00
81.18,81.59,82.25,81.08
80.94,78.00,81.39,77.13
76.72,78.87,79.28,76.69
79.52,79.77,80.19,78.98
79.28,79.64,79.97,79.16
80.13,81.16,81.29,80.11
81.27,81.02,82.28,80.97
81.73,81.56,82.25,81.40
81.69,82.52,82.61,81.32
82.79,82.86,82.93,82.10
82.99,84.09,84.09,82.91
83.95,84.80,84.95,83.70
84.79,85.42,85.74,84.22
86.02,86.39,86.64,86.02
86.71,86.54,86.94,86.26
86.72,86.95,86.98,86.12
87.45,87.64,87.70,87.03
87.49,88.38,88.39,87.44
88.10,88.45,88.85,87.87
88.12,88.68,88.73,88.12
88.80,88.24,88.84,88.11
87.62,88.04,88.19,87.60
88.09,87.83,88.17,87.44
87.57,87.41,87.98,87.21
87.40,87.28,87.40,86.92
87.27,87.43,87.78,87.22
87.63,87.07,87.63,86.45
86.56,86.93,86.93,86.27
87.80,86.85,87.97,86.75
87.32,87.98,88.11,87.32
88.21,88.16,88.35,87.61
87.98,88.06,88.26,87.54
88.44,87.47,88.48,87.34
87.37,86.59,87.37,86.08
86.60,87.50,87.90,86.57
87.50,88.33,88.40,87.44
88.12,88.37,88.48,87.75
88.84,90.18,90.43,88.76
90.11,90.33,90.98,89.63
89.42,90.82,90.83,89.24
90.37,88.77,90.90,88.74
89.04,88.95,90.11,88.76
88.05,87.74,88.95,87.63
88.31,87.44,88.69,86.85
86.83,86.85,88.49,86.58
87.60,89.44,89.51,87.35
90.78,92.36,92.36,90.48
92.64,91.71,93.05,91.63
91.71,91.85,92.28,91.64
92.27,92.93,93.45,92.13
92.55,92.58,93.25,92.42
92.56,92.51,93.20,92.49
92.18,92.67,93.30,91.89
92.53,92.42,92.81,92.24
92.59,91.23,92.86,91.18
91.84,90.82,92.10,89.88
90.21,88.04,90.63,88.02
88.35,85.76,89.32,85.38
86.81,86.75,87.27,86.09
87.49,88.42,88.59,87.45
88.43,86.77,88.46,86.61
86.68,86.16,86.96,85.85
86.15,84.52,87.01,84.14
83.17,83.00,83.98,81.84
83.00,82.42,83.39,82.07
82.87,84.44,84.91,82.60
84.73,84.62,85.45,84.12
83.94,84.78,85.55,83.66
85.31,87.06,87.31,85.10
86.78,86.28,87.23,86.25
86.00,86.78,86.85,85.74
85.76,85.50,86.28,85.19
85.96,83.65,86.23,83.62
83.65,85.54,85.54,83.58
84.45,84.54,85.81,84.18
85.01,86.18,86.39,84.29
86.69,87.61,87.70,86.58
87.23,87.75,88.46,87.23
87.88,88.82,88.93,87.77
90.13,90.44,91.79,89.80
89.50,89.51,90.33,89.36
90.27,90.20,90.55,89.45
89.86,89.79,90.03,89.23
90.30,91.56,91.56,89.88
91.46,92.38,92.58,91.33
92.05,92.38,92.64,91.88
92.18,91.31,92.23,91.08
90.93,91.62,91.66,90.55
91.13,92.27,92.43,90.64
91.79,91.62,92.07,91.29
91.48,92.34,92.68,91.26
92.14,92.27,92.51,91.99
92.34,92.16,92.37,91.64
91.71,91.96,92.33,91.67
91.96,92.95,92.95,91.58
92.50,92.33,92.78,91.68
91.65,92.07,92.31,91.52
92.15,92.54,92.56,91.59
92.76,93.73,95.21,92.76
93.64,94.53,94.63,93.51
93.24,92.88,93.58,92.54
93.19,93.32,93.50,92.83
94.59,96.63,96.71,94.50
96.48,95.69,96.48,95.18
96.22,95.96,96.65,95.60
95.23,95.82,96.02,95.04
95.37,96.03,96.49,95.28
95.92,94.87,96.08,94.39
95.17,95.97,96.23,94.82
96.09,95.11,96.34,95.09
95.00,94.45,95.19,94.39
94.39,92.50,94.53,92.50
92.48,92.49,93.05,91.97
92.49,92.04,92.51,91.53
92.63,93.85,94.56,92.63
93.35,93.24,93.81,92.98
93.32,92.50,93.33,92.20
92.56,93.29,93.50,92.21
92.05,92.49,93.12,91.52
92.93,93.02,93.47,92.74
93.04,92.84,93.51,92.53
92.81,93.51,93.57,92.36
93.35,93.48,93.91,92.94
92.80,93.32,93.84,92.75
92.84,93.62,93.84,92.84
92.63,92.20,93.61,92.03
92.05,91.76,92.21,90.76
91.35,90.93,91.64,90.42
91.74,91.43,91.98,91.20
91.43,91.20,91.99,91.01
91.07,91.41,91.90,90.64
91.33,91.40,91.72,90.99
91.20,91.00,91.64,90.63
91.45,90.82,91.72,90.65
90.67,91.41,91.52,90.67
91.14,91.86,92.44,91.10
91.80,91.73,92.44,91.39
92.33,92.00,92.46,91.68
92.22,93.27,93.36,92.15
92.82,93.11,94.27,92.69
93.30,92.66,93.56,92.07
92.54,92.37,92.76,92.15
93.02,93.65,93.77,92.50
93.44,93.65,94.05,93.10
93.24,93.87,94.07,92.68
93.56,94.19,94.61,93.41
94.96,94.96,95.07,94.34
94.96,93.74,95.08,93.33
93.84,94.63,94.76,93.78
94.76,95.56,95.70,94.66
95.33,95.04,95.63,94.93
94.80,94.96,95.23,94.59
94.99,95.22,95.60,94.95
94.91,94.61,95.09,94.19
95.00,95.89,96.03,94.69
95.89,96.00,96.06,95.35
95.94,95.69,95.97,95.32
96.14,94.62,96.14,94.55
94.44,94.64,94.94,93.89
95.30,96.02,96.40,95.01
95.59,94.95,95.94,94.70
96.08,96.51,96.85,95.67
96.34,96.29,97.00,96.18
96.33,97.57,97.66,96.16
97.97,99.18,99.61,97.69
99.12,98.78,99.59,98.59
98.51,98.42,98.90,98.04
97.50,97.83,98.53,97.20
97.85,98.54,98.76,97.61
98.81,97.46,98.91,97.29
97.77,97.89,98.13,96.93
97.45,97.13,98.03,97.05
97.99,98.21,98.51,97.74
98.95,99.00,99.24,98.57
98.53,97.89,99.25,97.83
98.41,97.40,98.48,97.21
97.86,97.62,98.25,97.44
96.43,95.66,97.14,95.56
96.77,95.65,97.24,95.40
96.89,97.05,97.60,96.56
96.85,96.47,97.29,95.97
95.14,96.18,96.44,95.05
95.89,95.70,96.24,94.14
94.94,94.14,95.34,94.09
95.51,94.90,95.69,94.60
96.26,96.30,96.83,95.59
96.60,96.93,97.17,96.47
96.31,97.50,97.59,95.90
96.27,98.32,98.65,95.50
99.36,99.22,99.84,98.94
98.66,98.81,99.11,98.10
99.11,99.53,99.90,98.80
99.62,99.20,100.24,98.90
99.27,99.79,100.25,99.01
99.80,99.02,100.52,98.86
98.82,98.34,99.34,98.24
97.64,97.51,98.09,97.19
98.39,98.14,98.64,97.12
98.34,98.55,98.83,97.83
98.29,98.67,98.94,98.16
98.74,98.18,98.78,97.72
98.23,97.82,98.52,97.07
97.96,97.92,98.98,97.82
98.72,98.58,99.56,98.26
98.80,98.54,99.21,98.11
98.37,97.80,99.20,97.20
98.49,99.86,99.91,98.47
98.40,97.92,99.03,97.48
96.94,96.07,97.21,94.78
94.46,96.40,96.68,93.71
96.38,97.59,97.66,96.17
96.92,98.05,98.54,96.84
97.95,99.00,99.28,97.95
98.44,97.97,98.91,97.44
96.90,95.08,97.11,95.06
94.18,92.28,94.94,92.22
87.70,88.83,90.39,82.77
91.54,85.85,91.64,85.80
87.83,89.03,89.08,86.10
90.06,91.33,91.39,89.63
90.94,91.23,91.67,90.54
90.74,91.12,91.47,90.47
89.15,87.19,89.72,86.58
89.00,88.94,89.29,87.71
89.39,89.55,90.59,89.01
88.51,87.66,88.98,87.06
89.53,90.98,91.03,89.23
92.27,89.96,92.43,89.76
89.60,90.53,91.18,89.35
89.94,90.35,90.40,89.57
90.40,90.66,91.38,90.03
91.09,91.97,92.34,90.89
91.93,91.77,92.00,90.66
91.70,89.82,92.65,89.47
88.16,87.43,88.67,87.09
88.16,88.87,89.34,87.95
87.46,87.79,88.32,87.07
87.60,87.95,88.66,87.44
86.92,87.80,88.18,86.61
89.10,89.29,90.03,88.85
88.43,87.35,88.93,87.15
87.33,87.85,88.24,86.98
88.76,89.20,89.50,88.22
89.08,89.06,89.72,88.04
86.86,88.16,88.27,84.93
89.01,90.59,90.95,88.88
90.36,89.95,90.85,89.86
90.74,90.56,91.28,89.98
90.37,90.97,91.09,89.97
90.79,89.82,91.26,89.57
89.63,89.71,90.10,89.23
88.97,88.63,89.36,88.53
88.09,86.20,88.26,85.88
86.79,87.22,87.39,86.13
88.22,87.61,88.22,87.05
87.16,86.71,87.91,86.48
86.38,88.02,88.27,86.38
88.50,87.58,89.03,87.48
88.11,89.48,90.16,88.04
90.10,91.24,91.38,89.98
90.99,90.32,91.37,90.12
89.69,89.63,90.46,89.29
89.66,92.92,93.08,89.65
92.47,92.15,93.64,92.09
92.08,90.26,92.21,90.02
90.83,91.93,92.20,90.71
91.43,91.76,92.28,91.13
92.00,92.22,92.67,91.86
92.11,92.64,93.30,92.11
94.99,95.20,96.08,94.67
95.48,94.63,95.89,93.98
94.23,95.30,95.35,93.78
95.98,95.11,96.06,94.95
94.03,93.26,94.90,93.20
93.06,92.32,93.65,91.78
92.19,93.34,93.37,91.89
93.64,93.24,94.48,92.69
93.48,95.11,95.23,93.20
93.74,95.10,95.46,93.74
95.70,95.38,95.82,95.00
95.31,94.90,95.91,94.77
94.19,95.15,95.37,93.98
95.04,94.72,95.50,94.46
94.97,95.48,95.63,94.33
95.49,95.51,96.02,95.11
96.16,96.35,96.66,95.29
96.28,95.22,96.68,95.00
95.53,93.85,95.93,93.63
94.31,97.19,97.25,93.95
96.84,96.49,97.31,95.87
95.46,94.86,95.98,94.50
94.17,93.56,95.36,92.99
93.58,94.35,95.40,93.06
92.75,92.37,93.52,91.85
92.73,92.77,93.48,91.45
93.73,94.84,95.71,93.73
95.59,97.00,97.18,94.40
97.39,95.68,97.50,95.65
94.91,93.75,95.25,93.63
94.47,94.46,95.31,93.33
94.71,94.57,94.94,93.04
95.29,96.17,96.27,94.87
95.91,96.24,96.80,95.88
95.74,95.94,95.99,94.78
96.53,96.95,97.31,96.04
96.96,96.10,96.99,95.95
95.52,95.31,96.46,95.20
94.00,93.16,94.26,92.26
93.23,93.29,93.73,92.27
91.34,91.60,92.75,91.21
90.01,89.28,90.85,88.88
89.95,87.96,90.39,87.67
88.38,88.28,88.85,87.37
89.16,89.00,89.40,87.66
89.32,86.41,89.84,85.83
85.82,86.87,87.15,85.45
84.57,86.33,86.67,82.84
87.14,85.33,87.78,84.58
83.80,84.17,85.11,82.54
84.54,84.13,86.12,83.87
85.79,85.74,86.27,84.78
85.67,82.73,85.81,82.54
83.36,84.45,84.58,82.93
84.45,85.05,87.04,84.20
85.62,84.91,86.18,84.56
85.56,86.65,86.66,84.92
86.65,86.09,86.81,85.46
84.86,83.80,85.38,83.43
84.07,83.85,84.26,81.38
83.26,84.89,85.12,83.12
85.19,83.57,85.71,83.24
82.45,81.77,82.52,80.72
80.48,82.20,82.68,80.28
82.74,81.51,83.49,81.47
79.20,78.17,80.22,77.67
79.71,80.93,81.19,79.44
82.36,83.27,84.21,81.51
84.14,84.06,84.65,83.86
84.05,82.58,84.20,82.24
81.83,82.82,82.99,81.32
82.82,84.45,84.51,82.82
83.94,82.81,84.27,81.78
81.55,82.30,82.41,80.57
82.57,82.94,82.96,82.12
83.83,83.97,84.91,83.08
83.70,81.31,83.75,81.30
81.82,84.48,84.48,81.62
84.60,85.64,85.65,84.23
85.63,86.58,86.58,85.25
87.19,87.30,87.96,86.73
86.52,86.96,87.28,86.24
86.08,85.07,86.48,85.00
85.75,84.62,85.94,84.42
85.39,85.14,86.24,84.00
86.24,86.40,86.55,85.62
85.95,85.82,86.13,85.19
85.06,85.79,85.87,84.87
85.60,84.69,86.33,84.38
84.59,85.20,85.52,83.82
85.64,86.16,87.02,85.47
86.15,86.20,86.72,85.63
85.59,85.85,86.49,85.26
85.96,85.35,86.08,85.16
84.72,84.80,84.87,83.82
85.38,84.88,85.44,84.54
84.35,84.47,84.66,83.46
85.00,85.35,86.13,84.85
85.20,84.57,85.57,84.31
84.65,85.29,85.41,83.70
85.09,85.32,85.99,84.70
84.39,82.94,84.68,82.86
82.80,83.80,83.83,82.30
82.97,81.47,83.10,81.06
81.96,81.82,82.97,81.55
82.36,81.92,83.08,81.92
81.94,82.86,82.97,81.44
83.32,85.17,85.51,83.24
83.00,84.69,85.89,82.69
84.59,84.16,85.15,83.66
83.48,85.01,85.10,83.38
85.37,86.27,86.43,85.10
86.69,87.74,87.98,86.13
87.67,87.51,88.56,87.26
87.77,88.09,88.45,87.36
87.55,87.71,87.81,86.94
87.87,88.88,88.96,87.46
88.74,88.99,89.77,88.22
88.00,88.19,89.00,87.68
87.69,87.78,88.13,87.10
88.52,87.91,88.55,87.63
86.65,86.87,87.13,86.00
86.00,85.37,86.47,84.57
85.45,85.35,86.10,85.03
84.90,85.61,85.74,84.70
84.86,84.99,86.04,84.61
85.79,86.59,87.02,85.52
86.29,86.34,87.28,86.23
86.65,86.18,87.34,85.62
85.94,84.74,86.76,84.39
84.46,85.45,85.80,84.46
85.12,85.23,86.14,84.40
85.30,88.38,88.38,85.27
87.86,87.88,88.86,87.02
88.33,88.19,88.92,87.89
88.19,87.82,88.48,87.31
88.40,89.03,89.46,88.12
89.48,90.23,90.85,89.37
90.34,89.49,90.35,89.41
89.84,90.24,90.26,89.44
90.78,89.74,90.80,89.33
88.91,89.74,89.96,88.41
89.59,90.01,90.10,89.20
88.61,88.57,88.82,87.11
88.81,89.93,90.43,88.73
89.90,89.10,90.30,89.07
88.90,89.50,89.68,88.89
88.87,88.33,89.44,87.73
87.31,87.00,87.61,86.78
86.72,86.34,87.62,86.34
86.05,84.41,86.72,83.86
84.67,84.22,85.62,84.15
83.43,83.87,84.02,82.70
83.84,83.68,84.53,82.83
85.22,84.02,85.74,83.85
84.69,84.53,84.84,83.53
84.65,84.76,85.79,84.54
85.85,86.67,86.76,85.79
82.10,81.08,83.37,80.93
79.77,77.88,79.77,77.40
79.27,78.97,79.30,77.95
79.90,80.34,80.51,78.69
81.04,81.39,81.65,80.28
81.03,80.93,81.65,80.62
80.03,78.83,80.36,78.50
78.35,79.38,79.78,77.86
79.78,79.49,80.48,78.84
80.58,80.62,81.35,80.45
81.23,81.06,81.46,80.83
81.95,82.34,82.63,81.72
82.26,82.10,82.63,81.50
83.41,82.86,83.59,82.46
85.03,82.06,85.44,81.74
81.67,82.09,82.45,81.67
81.79,82.37,82.74,81.50
82.86,82.60,82.89,82.03
82.78,82.45,83.26,82.31
82.59,82.83,83.08,82.24
82.61,82.76,83.07,82.51
82.70,82.69,83.41,82.55
82.83,82.62,83.44,82.51
82.40,83.02,83.16,81.98
82.71,82.65,83.32,82.65
83.09,82.42,83.42,82.30
82.37,81.66,82.67,81.35
82.17,83.85,83.96,82.17
84.06,83.88,84.35,83.64
84.72,86.44,86.48,84.64
86.36,86.49,86.97,86.22
86.41,86.25,86.72,85.96
86.08,85.39,86.27,85.30
85.41,85.50,85.72,85.00
84.63,85.00,85.09,84.60
85.08,85.63,85.78,85.06
85.18,85.67,85.96,85.12
85.65,85.78,85.96,85.53
85.73,85.46,85.93,85.24
85.31,85.42,85.57,84.97
85.31,85.53,85.63,85.09
85.98,85.71,86.38,85.70
85.79,85.67,86.08,85.50
85.62,85.87,86.08,85.54
86.31,86.69,87.00,85.80
86.78,87.92,88.18,86.54
87.92,88.87,88.87,87.89
89.47,90.10,90.16,88.72
90.29,89.99,90.64,89.19
90.09,90.54,90.89,89.53
90.36,89.48,90.51,88.85
89.57,90.42,90.43,89.07
90.53,90.72,91.13,90.24
90.54,89.92,91.35,89.92
89.27,90.90,91.14,88.86
89.86,89.92,90.24,88.81
89.80,89.29,90.45,89.17
89.06,90.32,90.64,88.82
89.03,89.39,89.90,88.83
89.89,90.11,91.10,89.82
90.92,90.36,90.96,90.07
90.92,90.74,91.39,90.07
90.93,90.00,91.13,89.79
89.86,89.41,90.50,89.41
88.88,87.77,89.03,87.53
87.38,88.55,88.69,87.04
88.87,89.41,89.49,88.48
89.22,88.99,90.44,88.52
89.57,90.09,90.50,89.28
89.55,89.40,89.97,89.12
90.23,90.50,90.77,89.44
90.77,91.52,91.94,90.34
91.75,91.82,91.99,90.98
91.78,91.42,91.99,90.79
91.79,91.69,92.06,91.41
91.64,90.51,91.89,90.18
90.65,90.38,91.10,90.17
89.00,87.94,89.25,87.34
89.59,88.03,90.09,87.59
88.42,88.21,89.18,87.97
89.46,89.86,89.96,88.64
90.23,91.60,91.87,90.13
91.19,93.30,93.43,91.04
92.79,92.92,93.18,92.37
93.38,93.02,93.67,92.87
93.61,93.14,93.69,92.87
92.92,94.28,94.40,92.76
94.58,95.43,95.59,94.46
95.70,95.10,95.74,94.39
95.46,95.60,95.73,95.08
96.07,95.57,96.26,94.64
95.09,94.77,95.30,94.44
95.05,94.90,96.35,94.54
95.19,94.65,95.60,94.30
96.01,96.40,96.56,95.97
95.95,96.64,96.99,95.30
98.29,101.25,101.63,97.30
102.42,105.98,106.34,102.42
105.43,105.93,106.23,104.78
106.91,108.10,109.17,106.48
106.88,108.78,108.83,105.47
107.74,107.51,108.16,106.97
107.52,110.60,110.81,107.46
110.91,111.24,111.39,110.27
111.35,110.71,111.35,110.22
110.87,110.76,111.44,110.19
111.31,111.14,111.97,110.37
111.23,112.07,112.07,111.15
111.23,109.80,111.62,109.61
110.00,109.26,110.43,109.16
110.60,110.54,111.23,110.12
111.23,112.60,112.68,110.68
112.42,111.08,112.42,110.69
112.04,111.50,112.52,111.10
111.46,111.49,111.99,110.85
