TPX,Tempur Sealy International,NASDAQ
41.72,41.28,41.88,39.55
40.78,40.29,40.93,39.44
40.96,41.62,42.00,40.66
42.08,41.72,42.89,41.70
42.06,44.10,44.79,41.77
43.81,43.90,44.40,43.58
43.97,44.81,45.35,43.75
44.89,44.08,45.19,43.86
43.73,44.01,44.37,43.48
44.30,44.49,44.65,42.81
44.58,43.54,44.96,43.43
43.93,44.52,44.70,43.43
44.43,45.89,46.56,44.43
46.67,46.93,47.80,46.67
46.93,46.32,47.28,45.88
46.36,45.48,46.51,45.40
45.50,45.00,45.70,44.41
45.10,44.91,45.37,44.51
44.59,43.86,45.85,43.70
43.71,43.89,44.51,43.29
43.85,43.99,44.63,43.45
44.11,43.60,44.25,43.49
43.53,42.48,43.66,42.05
42.17,41.96,42.61,41.57
37.05,37.05,39.10,36.70
37.10,36.61,37.32,36.51
37.02,39.06,39.84,37.00
39.11,39.65,40.16,39.01
40.11,40.10,41.62,40.01
39.75,39.87,40.25,39.31
39.68,40.50,40.51,39.68
40.36,40.08,40.42,39.42
39.66,39.46,40.01,39.27
39.59,39.64,39.95,39.37
39.46,39.62,39.94,39.17
39.30,40.11,40.35,39.05
40.13,39.76,40.13,39.51
39.51,38.63,39.51,38.46
38.01,37.20,38.17,37.04
36.98,36.98,38.17,36.95
37.02,36.16,37.14,36.12
36.31,37.46,37.89,36.16
37.26,36.36,37.47,36.31
36.58,36.68,37.19,36.37
37.22,38.35,38.55,36.77
38.36,38.45,38.84,38.16
37.90,37.46,38.34,37.20
37.34,37.77,37.94,37.34
37.74,38.78,39.30,37.38
38.74,38.51,39.26,38.33
39.21,39.75,40.00,39.10
40.21,41.96,42.57,40.21
41.88,41.76,42.22,41.20
39.90,42.15,42.65,39.76
42.49,42.75,43.22,42.22
43.50,41.63,43.92,40.07
41.43,42.06,42.19,39.84
42.02,42.03,42.31,41.62
42.02,42.49,42.68,41.57
43.10,42.00,43.22,41.89
42.07,43.06,43.11,41.95
42.95,45.36,45.77,42.95
45.41,44.50,45.98,43.73
44.53,43.82,44.64,43.21
43.75,42.44,43.78,42.31
42.57,43.11,43.90,42.33
43.22,44.08,44.62,43.13
44.23,44.34,44.72,43.31
43.76,43.87,44.26,43.40
43.48,43.96,44.36,43.26
43.99,45.00,45.47,43.62
44.53,44.93,45.38,43.93
44.93,45.16,45.37,44.35
45.33,45.11,45.74,44.72
44.53,44.45,45.40,44.01
44.57,41.85,44.94,41.70
42.14,40.98,42.24,40.45
41.49,40.84,41.81,40.26
40.79,41.52,41.59,40.40
41.10,41.28,41.59,40.97
40.85,39.84,40.96,39.08
40.16,39.81,40.19,38.98
37.60,38.70,38.99,37.33
39.10,39.29,39.45,38.44
39.22,39.04,39.90,38.78
39.20,39.86,40.10,38.39
39.73,40.15,40.99,39.65
40.16,40.44,40.87,40.01
40.62,39.12,40.62,38.91
39.10,38.46,39.27,38.22
38.65,38.81,38.89,37.28
38.92,38.87,39.61,38.38
38.84,38.35,38.84,37.95
38.24,38.98,39.01,37.93
39.01,40.39,40.87,38.97
40.01,40.31,40.73,39.61
40.48,40.11,40.49,39.71
45.44,44.96,47.37,44.80
45.03,44.88,45.79,44.61
44.07,44.79,45.33,43.81
44.29,44.24,44.99,43.82
44.12,45.69,45.93,44.00
45.60,46.76,46.88,45.14
46.77,46.54,46.84,46.09
46.79,46.37,47.29,46.25
46.38,46.75,47.39,46.13
46.90,47.05,48.13,46.77
47.09,48.94,49.33,46.93
48.79,49.00,49.33,48.33
48.92,49.37,49.59,48.38
49.48,50.20,50.49,49.48
50.38,50.11,50.53,49.66
50.27,51.02,51.34,49.79
50.87,50.41,51.84,50.30
50.25,49.77,50.25,49.43
49.79,50.22,51.14,49.68
51.25,50.68,51.25,50.13
51.43,51.17,51.86,50.36
51.31,51.32,51.91,51.07
51.05,51.27,51.93,51.01
51.34,50.01,51.45,49.78
50.11,49.78,50.11,49.35
49.96,49.82,50.09,49.53
49.84,51.54,51.85,49.84
51.48,50.95,51.56,50.39
51.29,51.81,51.99,50.61
51.63,51.15,51.93,51.04
51.20,51.44,51.70,50.40
51.71,52.87,52.98,51.57
52.91,52.70,53.35,52.62
52.82,53.44,54.13,52.41
53.44,53.31,53.63,52.74
53.25,54.19,54.38,53.08
54.19,53.96,54.31,53.41
53.81,54.39,55.25,53.27
54.76,54.38,55.20,54.00
53.12,51.14,53.31,50.32
51.51,51.35,51.95,50.64
51.36,52.08,52.35,51.17
52.58,51.31,52.73,50.98
51.30,51.44,51.96,50.68
51.25,49.42,51.40,49.10
49.64,49.76,50.25,49.02
49.70,48.88,50.04,48.74
48.79,48.52,48.88,47.86
48.56,48.15,48.68,48.10
48.51,47.96,49.02,47.14
48.13,48.85,49.37,48.02
48.48,49.00,49.09,47.89
49.25,47.71,49.41,47.44
47.78,48.13,48.55,47.04
48.16,46.96,48.58,46.78
46.79,47.21,47.38,46.33
47.65,49.19,50.00,47.53
48.35,49.29,49.85,48.31
49.29,47.34,49.29,46.94
47.53,48.10,48.67,47.22
47.81,47.43,48.09,46.89
47.47,49.70,49.87,47.00
48.00,47.13,51.42,45.67
46.95,45.64,47.18,45.50
45.65,45.95,46.84,45.07
46.10,46.48,46.68,45.90
46.16,47.44,47.69,45.87
47.28,48.13,48.13,46.86
49.21,48.84,50.84,48.71
47.93,48.83,49.55,47.93
49.00,49.47,49.87,48.48
49.50,49.64,50.00,49.03
49.54,49.43,49.80,49.23
49.45,49.00,49.75,48.82
49.27,50.28,50.81,49.00
50.07,50.82,50.84,49.83
50.73,51.87,51.95,50.49
51.17,51.60,51.88,50.97
52.10,51.24,52.63,51.00
51.13,51.67,51.94,51.13
51.80,51.55,52.04,51.09
51.72,51.09,52.04,50.67
50.99,50.09,51.46,49.93
50.17,49.82,50.70,49.28
49.69,50.87,50.94,49.40
51.00,49.41,51.00,49.07
49.41,50.37,50.55,49.21
50.63,50.96,51.33,50.28
51.07,51.70,51.84,50.90
51.44,51.58,52.79,51.19
51.58,51.36,51.81,51.02
51.67,50.79,51.87,50.68
50.92,50.15,51.04,49.20
50.39,50.65,50.98,50.14
51.02,49.45,51.75,49.40
49.33,48.85,49.70,48.50
48.91,49.70,50.40,48.79
49.95,50.67,51.31,49.78
50.53,50.01,51.18,49.63
49.95,50.48,51.34,49.43
50.42,50.24,51.00,50.00
50.56,49.61,52.35,49.49
49.47,46.79,49.47,46.67
46.76,47.70,48.06,46.51
47.88,48.41,48.49,47.01
48.60,47.58,49.11,47.26
47.20,47.70,48.04,47.00
48.17,47.25,48.40,46.94
47.39,47.64,48.33,46.52
47.88,48.24,48.32,47.51
48.25,48.36,48.72,47.60
48.58,49.85,50.01,48.25
49.93,50.80,51.07,49.81
50.68,49.92,51.38,49.70
50.20,50.83,51.31,49.40
50.49,49.36,50.49,49.23
49.36,48.62,49.99,47.73
48.78,48.93,48.98,48.40
48.75,50.18,50.23,48.75
50.31,50.55,51.29,49.66
52.50,53.21,54.47,51.25
52.86,52.95,53.75,52.01
52.82,52.35,52.96,52.11
52.33,52.87,53.15,51.69
52.73,52.49,54.00,52.09
52.27,53.19,53.22,51.99
53.64,54.77,54.88,53.54
54.85,54.87,55.17,54.59
54.77,54.49,55.05,54.16
54.14,53.84,54.59,53.00
53.95,54.02,54.54,53.43
53.87,54.43,54.66,53.57
54.07,53.53,54.48,53.23
53.69,53.34,53.96,52.85
53.41,54.23,54.46,53.06
54.14,54.98,55.04,53.95
55.35,56.03,56.25,55.00
55.86,54.85,56.12,54.70
54.92,54.56,55.51,54.43
54.71,54.96,55.15,54.27
55.06,55.38,55.56,54.70
55.07,54.85,55.23,54.12
54.91,57.43,57.92,54.62
57.51,57.61,57.86,56.44
57.61,59.02,59.04,57.16
59.01,59.07,59.85,58.61
59.02,58.30,59.27,58.22
58.00,58.65,58.76,57.93
58.60,57.53,58.60,57.01
57.73,57.27,57.74,57.06
57.58,57.64,58.18,56.98
57.55,57.77,58.13,56.81
57.73,57.77,57.99,57.13
57.77,58.64,58.66,57.53
58.73,58.08,58.80,57.97
58.37,58.53,59.18,57.67
58.53,57.84,59.20,57.58
57.89,58.96,59.33,57.68
58.78,58.91,59.36,58.07
58.95,59.23,59.45,58.60
59.31,59.70,59.76,58.78
59.70,59.58,60.51,59.53
59.68,59.45,60.26,59.40
59.56,60.49,60.60,58.95
60.73,59.81,60.78,59.62
59.75,59.25,59.75,58.43
59.29,60.05,60.68,58.51
59.11,60.81,60.93,58.54
60.65,60.80,61.38,60.41
61.24,61.34,61.70,60.88
61.20,60.51,61.54,60.35
60.86,60.07,60.87,59.88
60.44,59.89,60.97,59.62
60.13,60.19,60.56,59.80
59.99,60.27,60.84,59.99
60.59,60.59,61.11,60.30
60.71,61.11,61.59,60.22
61.25,61.12,62.00,60.73
57.50,55.75,58.79,55.63
55.73,54.80,55.83,54.30
54.88,54.28,55.39,54.20
54.64,54.90,55.20,54.57
54.46,54.71,55.20,54.46
54.34,54.46,55.18,54.15
54.57,55.26,55.76,54.52
54.76,54.92,55.70,54.57
54.42,54.88,55.29,54.42
55.30,55.59,56.32,55.27
55.83,56.83,56.98,55.73
57.80,58.59,59.43,57.80
58.42,58.55,58.83,58.07
59.02,58.86,59.48,58.64
58.93,59.00,59.25,58.75
59.49,58.22,59.67,58.15
58.77,59.09,59.18,58.58
59.50,59.02,60.56,59.02
58.80,58.64,59.04,58.35
58.46,57.83,58.92,57.37
57.88,58.24,58.52,57.60
58.26,57.46,58.55,57.43
57.48,57.76,58.24,57.33
58.02,58.17,58.38,57.85
57.82,57.71,58.15,57.35
57.93,58.52,58.60,57.67
58.53,58.90,59.47,58.42
59.23,59.53,59.58,58.48
59.41,60.06,61.03,59.41
59.83,61.05,61.15,59.68
60.95,61.00,61.43,60.80
61.07,60.94,61.72,60.64
60.93,60.49,61.24,60.28
60.08,60.38,60.94,60.02
60.39,59.42,60.51,59.11
59.47,59.19,60.22,59.12
58.99,59.62,59.99,58.97
59.82,60.00,60.56,59.44
60.00,59.09,60.15,58.84
58.93,59.46,60.06,58.48
59.25,58.23,59.54,58.22
58.20,57.73,58.59,57.72
57.76,57.88,58.41,57.23
57.70,57.25,58.13,56.97
57.30,57.22,57.52,56.75
56.64,57.50,57.79,56.61
57.51,56.17,57.51,56.00
56.03,54.23,56.04,54.10
54.04,54.62,54.74,53.53
55.18,55.32,55.87,54.80
55.36,55.00,55.54,54.62
54.53,54.09,55.03,53.84
54.22,54.14,54.39,52.78
54.04,52.03,54.38,51.97
52.02,51.06,52.49,50.99
50.99,50.02,51.62,49.83
50.39,49.95,50.95,49.59
48.12,50.88,51.13,48.12
49.97,51.70,52.20,49.89
52.24,52.64,53.36,51.90
52.65,54.12,54.64,52.65
54.70,55.37,55.99,54.70
55.46,55.13,56.04,54.93
56.84,57.20,58.11,56.35
57.29,56.89,57.31,55.86
56.52,57.50,57.69,55.53
57.69,58.06,58.44,57.19
58.11,57.89,58.39,57.11
57.58,58.71,59.00,57.16
50.77,52.64,53.19,50.35
52.76,53.53,53.54,52.05
53.54,53.27,53.68,52.74
53.55,53.60,53.68,53.00
53.70,54.97,55.02,53.41
54.94,54.55,55.18,54.31
54.66,55.08,55.22,54.36
55.20,54.88,55.81,54.71
54.85,55.38,55.40,54.29
55.54,55.04,55.60,54.72
55.08,54.62,55.30,54.56
54.49,54.15,54.76,54.06
54.05,54.30,54.77,54.02
54.32,55.25,55.30,54.01
55.06,55.88,56.49,55.06
56.71,55.55,56.71,55.54
55.44,56.56,56.66,55.44
57.29,56.60,57.60,56.27
56.59,56.79,57.24,56.26
56.88,57.05,57.29,56.60
56.81,56.98,57.38,56.51
56.96,54.72,57.06,54.29
54.69,54.76,55.48,54.26
54.68,54.83,54.90,54.11
55.05,54.44,55.08,54.26
54.32,54.03,54.48,53.69
53.38,54.15,54.34,52.71
54.01,53.29,54.41,53.12
53.61,53.28,54.38,53.23
53.01,53.40,53.92,53.01
53.54,53.35,54.29,52.74
53.25,52.52,53.69,52.46
52.25,53.95,54.12,51.95
54.68,55.07,55.46,54.32
55.12,53.48,55.15,53.07
53.40,54.20,54.28,53.12
54.36,55.13,55.50,54.19
55.22,54.98,55.76,54.73
55.24,55.05,56.07,54.89
54.97,55.30,55.91,54.74
55.18,55.73,56.04,54.85
55.77,54.91,56.11,54.88
55.18,53.86,55.21,53.11
53.38,52.45,53.58,52.08
52.63,51.64,52.68,50.98
52.17,53.28,53.63,52.11
53.97,54.20,54.41,53.26
54.00,54.21,54.45,53.70
54.30,54.49,55.16,53.42
54.88,54.14,56.08,53.39
53.60,54.83,55.05,53.55
55.02,52.67,55.02,52.59
52.44,54.07,54.11,52.08
54.41,54.53,55.06,53.85
54.42,55.58,55.88,54.12
56.04,55.12,56.42,54.52
55.03,55.10,55.66,54.61
55.15,54.91,55.89,54.78
54.74,54.81,55.36,54.15
55.20,54.84,55.65,54.30
55.01,54.99,56.23,54.55
55.47,55.03,55.99,54.39
55.31,54.75,55.35,53.73
54.86,55.62,55.73,54.29
55.80,56.34,57.09,55.52
56.23,55.85,56.67,55.65
50.50,50.14,51.14,49.00
49.77,49.17,50.48,49.01
49.95,53.48,54.37,49.51
53.41,53.13,53.53,52.65
53.54,53.91,54.16,52.69
53.69,55.62,55.65,53.12
55.50,56.47,57.59,55.09
56.27,55.01,56.35,54.78
55.07,54.35,55.54,54.21
54.30,54.04,54.55,53.75
54.25,56.67,56.76,54.25
56.60,56.88,57.04,56.41
56.90,57.35,57.44,56.38
57.31,57.46,57.56,56.35
57.47,57.51,57.77,56.81
57.51,57.01,57.66,56.74
56.96,57.50,57.67,56.79
57.40,57.18,57.40,56.32
57.30,56.85,57.44,56.62
56.58,55.73,56.79,55.51
55.91,55.83,56.18,55.51
55.56,56.00,56.18,55.29
56.03,55.66,56.20,55.29
55.98,56.41,56.42,55.66
56.30,55.04,56.30,54.61
55.21,55.50,55.82,54.66
55.35,55.65,55.91,54.72
55.62,56.25,56.52,54.93
56.11,57.68,57.74,56.11
57.88,59.14,59.21,57.41
59.09,58.39,59.20,58.37
58.39,58.33,59.04,57.81
58.39,57.80,58.96,57.76
57.66,56.05,57.66,55.98
56.06,56.43,56.63,55.78
56.84,57.57,58.06,56.79
57.51,57.74,58.85,57.49
57.16,56.87,57.29,56.01
56.47,57.36,57.41,56.11
57.50,57.69,58.46,57.22
57.75,56.35,57.99,56.35
56.52,57.82,57.87,56.40
57.90,57.38,58.03,56.92
57.40,58.18,58.21,57.21
58.00,57.98,58.42,57.86
58.00,58.08,58.52,57.51
58.13,58.80,58.91,58.13
58.86,57.67,58.86,57.02
57.39,57.12,57.39,56.43
57.52,57.24,57.52,56.75
57.51,57.88,58.12,57.10
58.63,59.09,59.28,58.01
59.16,61.08,61.23,58.73
61.05,60.94,61.10,60.20
60.68,60.04,61.06,59.76
59.80,60.30,60.71,58.82
61.09,61.38,62.34,60.61
61.80,60.91,62.72,60.80
61.37,61.35,61.65,60.80
61.53,61.03,61.67,60.75
60.69,60.26,62.35,60.22
60.55,59.51,60.67,58.89
59.55,60.06,60.42,59.17
60.70,62.00,62.85,60.57
61.81,59.82,62.85,59.55
59.23,59.03,59.65,58.14
59.00,59.35,59.45,57.90
59.60,59.50,59.79,58.75
59.49,60.12,60.17,59.16
60.15,60.81,60.88,60.05
61.79,61.42,62.73,61.31
61.41,60.78,61.45,60.15
60.66,60.29,61.14,60.09
60.21,59.93,60.52,59.72
59.78,59.00,60.12,58.77
58.95,59.78,59.87,58.67
59.53,59.47,60.05,59.32
59.56,59.59,60.39,59.14
59.75,60.57,61.39,59.63
60.48,60.35,60.68,60.04
60.46,62.24,62.26,60.39
62.01,62.01,62.47,61.64
62.00,62.57,62.64,61.31
62.43,62.61,62.99,62.19
62.61,62.68,62.79,61.88
62.98,63.75,63.83,62.83
63.77,63.61,64.52,63.29
63.08,64.38,64.51,62.90
64.00,64.09,64.48,63.27
63.97,64.88,65.00,63.49
65.09,65.05,65.57,64.68
65.15,64.88,65.65,64.79
64.88,64.44,65.19,64.30
64.95,65.67,66.02,64.72
65.83,65.93,66.04,65.43
66.00,65.41,66.33,65.33
65.56,66.11,66.41,65.23
66.31,67.18,67.36,65.84
66.71,65.28,66.95,65.22
66.00,65.90,66.26,65.08
67.18,67.60,68.05,66.62
68.26,67.70,68.59,67.35
67.33,67.86,68.69,67.12
68.09,67.95,68.52,66.66
67.27,67.50,67.94,66.99
68.46,68.59,69.35,68.03
69.23,69.89,70.05,69.11
70.30,70.40,70.65,69.97
70.32,71.01,71.04,70.32
70.95,70.97,71.40,70.49
71.49,71.17,71.49,70.70
70.88,69.97,71.43,69.34
70.14,69.68,70.20,69.51
69.64,69.72,70.46,69.34
69.62,69.92,70.19,69.62
70.00,68.49,70.00,68.31
68.74,67.93,69.15,67.73
68.26,68.44,68.75,67.39
68.61,70.23,70.30,68.12
70.78,71.15,71.42,69.89
70.74,71.35,71.99,70.61
73.64,75.55,77.93,73.51
75.96,75.87,76.70,75.02
75.83,76.48,77.17,75.25
76.91,76.53,77.36,76.25
76.52,76.49,76.97,75.76
76.39,76.61,76.71,76.00
76.90,76.83,77.84,76.52
76.34,75.94,76.44,75.40
75.30,76.20,76.65,74.30
76.06,77.49,77.89,75.89
77.47,77.77,78.00,76.72
77.49,78.17,78.78,77.18
78.50,78.13,78.79,77.83
77.82,78.04,78.46,77.14
77.39,75.86,77.89,75.79
75.28,74.51,76.16,74.44
68.22,71.25,73.44,62.84
73.06,70.32,73.22,70.31
71.83,72.90,73.20,70.55
73.61,73.81,74.44,72.27
73.62,73.47,74.39,72.92
73.34,73.02,73.83,72.53
71.60,71.04,72.47,70.70
71.64,72.53,72.58,70.90
72.82,73.11,73.87,72.58
72.02,71.75,72.70,71.32
73.28,78.48,78.77,72.65
79.74,78.44,80.39,78.27
78.20,78.64,80.18,78.07
77.21,76.87,78.00,76.00
76.61,76.10,76.87,74.63
76.54,77.03,77.37,75.54
77.18,76.95,77.58,76.39
77.09,78.53,79.75,76.60
77.47,76.78,78.70,76.36
77.21,76.85,78.63,76.34
75.83,76.05,76.61,74.51
76.43,76.04,76.69,75.27
75.56,75.70,76.18,75.21
76.63,75.98,76.95,75.58
75.60,71.82,75.92,71.67
71.99,70.85,74.12,70.12
71.65,71.43,72.59,70.94
71.54,73.40,73.60,71.30
72.32,73.38,73.41,70.79
73.73,74.57,75.00,73.65
74.66,73.84,75.67,73.26
74.56,73.92,74.69,73.20
73.63,75.86,75.99,73.56
75.99,77.11,77.58,75.64
77.16,77.69,77.84,76.50
77.16,75.71,78.15,75.62
75.58,73.49,76.14,73.20
73.61,72.83,73.76,71.49
72.87,71.97,73.30,71.84
71.85,72.80,73.11,71.34
72.80,72.34,73.85,72.02
72.69,71.14,72.95,70.71
71.36,72.28,72.42,70.85
73.08,70.95,74.08,70.87
70.75,73.25,73.33,70.30
73.39,73.48,74.56,71.74
74.27,76.32,76.42,74.03
75.55,76.62,78.00,74.82
76.87,77.84,78.45,76.03
78.23,78.76,79.33,77.68
78.86,79.77,81.00,77.49
80.31,80.49,81.08,79.41
80.79,81.85,81.92,80.50
81.78,81.89,82.61,80.48
81.60,81.00,81.85,78.90
81.12,81.10,82.02,80.54
81.24,80.10,81.57,79.90
79.34,79.71,80.01,78.66
79.16,76.71,79.19,76.51
76.57,78.42,78.71,76.04
79.23,78.67,80.63,77.82
78.89,80.38,80.55,77.73
80.25,79.83,80.53,79.39
80.33,79.83,81.01,79.68
79.91,80.50,80.74,79.34
79.70,81.00,81.26,79.34
81.20,81.05,81.66,80.83
80.93,80.23,81.24,80.15
80.55,79.50,80.58,79.25
79.23,80.71,80.97,78.73
80.84,80.58,81.38,80.19
80.94,77.35,81.39,76.76
77.92,79.03,79.15,77.10
79.36,78.39,80.53,77.67
77.60,77.47,78.62,76.96
77.07,75.62,78.67,75.44
75.86,75.60,76.30,75.12
74.87,74.01,75.08,73.76
73.60,72.74,75.30,72.41
73.25,73.85,74.53,72.82
74.47,75.57,75.83,73.93
75.54,73.88,75.71,73.39
73.88,71.27,73.89,71.17
71.49,70.82,72.55,69.12
71.00,71.14,71.62,69.86
71.65,72.25,72.50,71.41
72.21,71.64,72.68,71.46
71.07,70.99,71.55,70.33
71.58,71.47,72.29,70.99
71.28,70.65,72.07,70.55
70.88,70.46,71.06,69.93
69.31,69.29,69.36,67.34
69.29,69.32,70.02,68.72
68.20,68.00,69.39,67.24
66.12,65.70,68.10,65.02
66.23,64.17,66.89,63.98
64.71,63.82,65.16,62.97
64.37,65.85,66.12,64.18
65.94,62.04,66.30,61.60
62.17,62.02,63.15,61.29
60.20,60.36,61.09,58.75
60.00,54.62,60.00,54.31
53.40,54.75,55.39,50.80
54.97,56.71,57.32,53.76
57.78,59.18,60.29,57.78
58.62,57.19,59.28,57.07
57.30,56.94,57.98,55.86
56.36,57.44,57.70,55.83
58.22,57.95,59.10,57.22
58.44,60.34,60.38,57.70
59.55,61.43,62.27,58.93
60.77,60.95,62.09,59.88
61.46,60.39,61.56,58.48
55.19,56.06,56.75,51.36
56.25,53.21,57.46,53.01
52.92,52.51,54.06,51.26
52.45,53.58,53.91,51.63
54.00,54.31,55.30,53.71
53.56,53.39,54.65,52.88
54.31,54.13,54.75,51.95
54.57,56.30,56.37,54.00
56.45,55.81,57.69,55.69
56.24,55.55,56.36,54.85
55.28,55.83,55.86,54.20
56.22,57.65,57.93,55.95
57.69,56.94,58.38,56.51
56.43,57.62,57.98,56.03
57.67,57.94,58.43,56.53
58.20,58.68,58.92,57.29
58.58,57.67,59.04,57.66
58.14,60.06,60.39,57.50
60.12,60.32,61.05,59.78
60.29,61.74,61.81,60.00
61.86,61.18,62.49,60.87
61.00,62.57,63.28,60.40
61.73,59.26,62.97,59.12
59.85,58.91,59.95,58.12
59.38,57.05,59.38,55.90
57.78,57.78,58.24,56.01
57.74,58.15,58.71,57.38
58.45,57.91,59.08,56.34
58.54,61.08,61.55,58.54
61.08,61.97,62.75,60.36
62.09,63.19,64.62,62.09
63.21,60.52,63.21,60.06
59.24,59.47,60.10,57.51
59.47,57.88,59.48,57.88
57.62,57.81,58.01,56.95
57.64,59.44,60.08,57.43
59.38,60.13,60.33,59.30
60.30,60.39,60.89,60.08
60.23,60.79,60.99,60.04
60.35,61.22,61.36,60.00
61.51,60.68,62.15,60.47
60.00,60.05,60.75,59.00
59.97,59.99,60.10,58.84
59.52,58.06,60.01,57.25
58.89,58.80,59.49,58.32
59.14,58.77,59.93,58.76
59.04,58.28,59.07,57.60
58.44,60.15,60.37,58.27
60.23,59.86,60.91,59.74
59.86,59.30,59.86,58.77
58.99,59.23,59.69,58.54
59.30,59.29,60.02,58.90
59.25,60.32,60.49,59.15
60.50,60.71,61.81,60.30
59.47,57.33,59.57,56.60
57.18,56.47,57.32,56.08
56.40,58.94,59.01,56.40
58.92,58.72,59.62,58.40
56.54,58.48,59.97,56.27
58.88,60.67,62.12,58.52
60.76,61.18,61.48,60.11
60.54,59.71,60.73,59.14
61.48,62.41,63.70,61.07
61.95,60.30,62.58,59.90
59.76,59.25,60.51,58.79
59.00,58.63,59.77,57.91
58.45,59.91,60.47,58.39
59.49,59.66,59.70,58.31
60.13,58.01,60.78,56.67
57.62,56.65,58.20,56.32
56.80,56.84,57.50,56.63
56.75,57.23,58.33,56.10
57.38,56.74,58.01,56.17
56.43,57.34,58.32,56.27
57.81,58.39,58.58,56.96
58.22,57.47,58.59,57.20
57.51,58.60,58.97,57.51
59.03,58.94,59.36,58.07
59.16,58.34,59.16,58.17
58.29,59.55,59.59,58.23
59.40,58.22,59.81,57.80
58.07,61.89,62.01,57.79
62.09,61.95,63.04,61.45
61.58,60.61,61.94,59.89
60.65,61.33,61.88,60.36
61.45,62.74,63.25,61.27
62.55,62.76,63.14,62.34
62.73,60.98,62.73,60.25
59.44,59.18,60.27,57.80
58.62,57.90,59.44,57.88
57.88,57.87,58.59,56.78
58.40,58.14,59.46,57.60
58.16,57.36,58.21,56.64
57.05,57.93,58.97,56.88
58.81,59.33,60.15,58.67
60.45,59.25,60.66,58.92
59.72,59.67,60.37,59.20
60.34,60.37,61.18,60.16
57.90,55.62,58.13,55.35
55.00,53.95,55.00,51.78
54.77,56.01,56.44,54.67
56.85,57.06,57.57,56.42
57.00,55.32,57.05,54.73
55.49,54.98,55.90,54.25
54.37,53.95,54.85,52.67
53.27,54.61,54.71,52.97
55.03,54.85,55.90,54.30
55.44,56.40,56.95,55.05
56.97,56.94,57.45,56.48
57.38,58.88,59.44,56.85
58.87,57.98,59.32,57.49
58.65,58.41,58.94,58.09
58.67,59.44,59.48,57.82
59.31,59.52,59.78,59.00
59.36,59.37,59.85,59.05
59.56,60.33,60.49,58.84
59.12,60.13,60.98,58.01
60.23,61.37,61.67,59.66
61.00,61.48,61.48,60.15
61.51,63.02,63.02,61.35
63.31,63.39,63.53,62.05
74.40,74.04,74.94,71.17
74.27,75.63,76.14,73.50
75.24,76.33,77.07,74.90
76.25,76.24,76.80,74.84
75.94,76.37,77.67,75.87
76.37,76.17,77.23,75.79
77.28,77.32,78.00,76.65
79.50,78.76,79.60,77.18
78.58,78.54,78.95,77.78
78.80,78.59,79.15,78.30
78.70,78.55,79.31,78.33
78.53,78.33,78.57,77.83
78.55,79.43,79.83,78.55
78.99,79.26,79.44,78.59
78.89,79.07,79.50,78.44
79.09,79.22,79.45,78.92
78.98,79.20,79.86,78.82
79.01,79.33,79.86,78.57
80.04,80.25,80.78,79.83
80.00,79.02,80.52,78.72
78.85,78.96,79.38,78.22
79.32,78.81,80.04,78.02
78.89,79.01,79.56,78.14
78.91,78.61,79.28,77.89
78.68,78.42,79.26,77.56
78.51,78.15,79.00,77.62
78.64,78.34,79.72,78.16
78.38,80.27,80.42,76.91
80.51,82.04,82.32,80.15
81.61,80.17,81.75,80.15
79.63,77.10,79.93,76.58
76.48,78.02,78.44,75.92
76.84,75.54,77.22,74.30
76.18,75.43,77.11,75.28
75.19,75.93,76.21,74.62
75.63,75.00,76.23,74.93
75.51,76.20,77.07,75.27
76.71,75.29,76.71,74.98
75.84,76.69,76.78,75.43
77.65,77.64,78.19,76.85
77.22,76.47,77.60,76.44
76.07,74.50,76.32,74.43
74.64,74.45,75.15,74.08
57.89,57.77,58.75,56.00
56.63,55.24,58.29,54.50
55.50,56.74,57.18,54.24
56.92,54.30,57.04,54.20
54.52,53.52,54.74,53.00
53.41,53.39,54.38,53.26
53.54,53.57,53.92,53.20
53.79,52.80,54.18,52.34
52.80,52.35,53.64,52.35
52.37,51.94,52.52,51.69
51.83,51.53,52.28,51.45
51.23,50.94,51.58,50.76
51.32,52.00,52.10,50.99
51.87,52.07,52.50,51.57
52.74,52.60,53.32,52.16
52.55,53.02,53.71,52.18
52.35,52.40,52.47,51.60
51.94,51.70,52.04,51.05
52.56,52.11,52.60,51.51
51.70,51.45,52.02,50.74
51.24,51.00,51.57,50.55
54.50,54.74,57.95,53.47
54.87,54.57,55.30,53.82
54.74,54.07,54.86,54.04
53.85,54.11,54.58,53.59
53.97,55.02,55.59,53.83
55.07,54.03,55.52,53.82
53.44,54.51,56.20,53.42
55.43,55.66,56.17,55.30
55.57,55.93,56.39,54.98
54.72,58.01,58.70,54.70
58.31,61.15,61.74,58.30
60.53,61.06,62.22,60.14
61.40,63.64,64.12,61.20
63.53,62.54,64.29,61.73
62.43,61.32,62.43,60.85
61.78,62.43,63.00,61.71
62.70,61.53,63.13,61.42
61.26,62.84,62.99,60.72
63.15,63.42,63.46,62.71
63.44,63.53,63.85,62.99
63.85,64.82,65.48,63.69
64.36,62.77,64.36,62.43
63.05,63.40,64.09,63.05
63.45,63.30,63.99,62.70
63.38,63.49,64.65,63.02
63.42,63.28,64.29,63.18
63.94,63.39,64.85,63.26
63.29,62.37,63.29,60.92
