TLH,iShares 10-20 Year Treasury Bond ETF,NASDAQ
115.73,115.94,116.10,115.58
115.65,115.49,115.70,115.45
115.59,115.54,115.99,115.44
115.25,114.94,115.25,114.80
115.27,115.69,115.83,115.00
116.06,116.58,116.72,116.06
116.64,117.07,117.23,116.56
117.00,116.69,117.04,116.49
117.00,116.84,117.34,116.77
116.82,117.98,118.03,116.82
117.56,117.20,117.56,117.09
117.04,116.44,117.18,116.41
116.31,116.28,116.63,115.94
115.83,115.75,116.09,115.69
115.65,116.13,116.25,115.55
115.80,116.33,116.39,115.71
117.23,117.57,117.61,117.11
116.72,116.45,116.80,116.38
116.91,117.05,117.19,116.78
117.10,116.55,117.17,116.50
117.06,117.17,117.33,116.86
117.79,118.13,118.18,117.70
117.81,117.92,118.03,117.75
117.88,118.52,119.10,117.87
118.97,119.59,119.60,118.94
119.67,119.25,119.78,119.20
119.60,120.10,120.13,119.50
121.08,121.59,121.62,121.08
121.29,120.98,121.31,120.78
121.47,121.14,121.68,121.08
121.14,122.05,122.28,121.10
121.98,121.62,122.20,121.57
121.49,121.77,121.88,121.37
122.53,123.15,123.20,122.39
123.59,122.48,123.94,122.37
122.57,123.29,123.29,122.52
122.72,121.21,122.96,121.21
121.87,122.83,122.83,121.81
123.42,123.60,123.63,123.12
122.49,121.80,122.49,121.00
121.39,121.07,121.46,120.94
119.65,120.19,120.32,119.55
121.01,121.46,121.54,120.90
121.13,120.92,121.23,120.58
120.09,119.59,120.22,119.51
119.24,119.21,119.40,118.96
118.95,119.67,119.82,118.95
120.17,120.49,120.51,120.06
120.02,119.69,120.40,119.61
119.29,119.03,119.34,118.83
119.41,119.24,119.58,119.05
119.45,119.67,119.69,119.21
119.98,120.96,121.13,119.82
121.61,121.34,121.85,121.32
122.02,121.60,122.13,121.30
121.01,120.62,121.01,120.62
121.41,121.98,122.06,121.41
122.10,122.63,122.86,122.09
122.64,122.37,122.70,122.19
122.08,122.18,122.28,121.32
121.34,121.81,121.90,121.08
121.92,122.17,122.18,121.82
122.10,121.86,122.15,121.70
122.76,122.92,123.42,122.76
122.86,122.67,122.89,122.65
123.00,122.60,123.35,122.59
122.76,122.78,122.90,122.53
122.74,122.09,122.98,122.01
121.45,121.89,121.95,121.27
121.98,120.99,122.17,120.89
120.42,120.05,120.60,119.78
120.65,120.89,121.04,120.55
120.44,121.22,121.37,120.44
120.99,121.34,121.54,120.79
121.11,120.52,121.16,120.52
120.30,120.61,120.67,120.30
121.26,120.91,121.39,120.84
120.18,119.63,120.28,119.58
119.21,118.83,119.47,118.81
119.18,119.35,119.47,119.01
119.67,119.88,120.04,119.64
120.22,119.36,120.22,119.25
119.95,120.14,120.24,119.95
120.82,119.48,121.10,118.97
120.19,120.54,120.77,120.19
119.90,119.66,120.15,119.57
119.86,119.70,120.15,119.50
119.78,118.22,119.78,118.20
118.19,118.54,118.55,117.24
118.63,118.39,118.63,118.23
118.08,117.42,118.23,117.40
116.74,115.61,117.06,115.61
116.27,117.17,117.17,115.61
117.00,116.55,117.30,116.55
116.31,116.34,116.34,115.71
116.46,116.86,116.86,116.46
117.47,117.51,117.61,117.09
118.12,117.92,118.23,117.77
117.17,116.34,117.17,116.28
116.82,117.03,117.09,116.71
117.64,117.50,117.67,117.22
118.51,117.92,118.53,117.83
116.19,115.63,116.37,115.59
115.65,115.30,115.96,115.30
116.05,115.12,116.05,114.99
115.62,116.10,116.10,115.53
114.88,113.96,114.89,113.46
113.21,112.93,113.23,111.99
113.13,113.11,113.40,112.53
112.69,112.24,112.83,112.24
112.05,112.70,113.02,111.81
111.88,111.05,111.88,110.73
111.28,110.58,111.48,110.19
110.58,111.21,111.21,110.13
111.48,112.36,112.53,111.48
112.80,112.37,113.15,112.02
112.40,112.54,112.54,111.88
112.70,112.18,112.70,111.99
112.08,111.76,112.14,111.66
111.85,112.54,112.54,111.57
111.96,110.64,111.96,110.53
110.72,112.13,112.20,110.58
111.65,111.98,112.11,111.43
112.08,112.70,112.83,112.08
111.71,112.29,112.62,111.56
112.31,112.39,112.79,112.14
111.45,110.82,111.61,110.54
111.02,111.38,111.48,110.82
111.26,112.05,112.28,111.10
112.28,112.55,112.65,112.02
112.35,112.08,112.35,111.58
111.38,111.59,111.93,111.26
111.61,112.40,112.57,111.53
112.71,112.13,112.89,112.13
111.55,111.69,111.78,111.16
111.55,112.10,112.11,111.55
111.61,111.08,111.62,110.75
110.81,111.48,111.48,110.76
111.73,111.53,111.81,111.42
111.79,112.46,112.57,111.40
112.19,111.38,112.19,111.29
111.37,111.69,111.82,111.02
111.24,112.34,112.52,111.24
112.24,111.82,112.41,111.60
110.93,110.88,111.19,110.64
111.10,110.62,111.24,110.38
110.29,110.13,110.56,110.04
109.70,109.21,109.81,109.02
108.84,109.21,109.28,108.78
109.18,108.46,109.37,108.40
108.70,109.21,109.57,108.35
109.07,108.85,109.24,108.80
109.40,109.56,109.76,109.18
109.45,109.89,110.06,109.45
109.71,110.14,110.17,109.71
109.95,109.95,110.20,109.76
110.36,110.31,110.51,110.24
109.99,110.29,110.29,109.81
110.71,111.56,111.56,110.68
111.58,111.42,111.98,111.40
111.88,111.80,112.20,111.75
111.87,112.29,112.29,111.81
112.33,112.32,112.34,112.14
111.44,112.07,112.11,111.44
111.69,111.24,111.93,111.24
110.62,110.39,110.79,110.31
110.51,111.15,111.20,110.51
110.50,110.79,111.24,110.47
110.68,110.39,110.75,110.38
110.61,111.08,111.25,110.44
111.51,112.37,112.37,111.39
112.40,112.03,112.43,111.94
112.23,112.21,112.47,112.06
113.40,112.94,113.54,112.87
113.65,114.00,114.77,113.39
113.48,113.57,113.75,113.16
113.05,113.50,113.50,113.05
113.10,112.95,113.17,112.66
112.71,113.11,113.11,112.71
113.56,112.82,113.64,112.82
112.53,112.24,112.74,112.23
112.57,111.95,112.61,111.95
111.75,111.97,112.22,111.72
111.78,111.56,112.21,111.42
111.66,111.92,111.96,111.66
112.13,111.80,112.13,111.67
111.09,111.54,111.55,111.09
111.90,111.83,112.11,111.79
111.61,111.32,111.70,111.25
111.14,110.51,111.16,110.51
110.46,110.32,110.57,110.29
110.05,110.04,110.19,109.85
109.96,110.12,110.26,109.84
110.74,110.90,111.11,110.72
110.54,111.36,111.36,110.53
111.49,111.15,111.54,111.10
111.96,112.19,112.23,111.84
111.84,112.49,112.51,111.52
112.51,112.73,112.73,112.42
112.57,112.18,112.61,112.18
112.49,112.23,112.59,111.56
112.39,112.70,112.73,112.33
112.99,113.36,113.36,112.95
112.92,112.72,113.00,112.67
113.19,113.15,113.35,112.96
113.23,113.61,113.61,113.12
113.28,113.32,113.49,113.07
113.63,113.67,113.76,113.50
114.06,114.17,114.54,114.06
114.60,114.95,115.01,114.40
114.22,114.84,115.18,114.20
114.75,114.86,115.03,114.72
114.62,114.39,114.74,114.33
114.28,114.84,114.95,114.26
114.95,114.50,115.03,114.16
114.80,115.11,115.47,114.76
115.17,115.51,115.51,114.90
115.86,116.05,116.14,115.72
115.90,115.22,116.00,115.20
114.52,115.21,115.21,114.46
115.20,115.39,115.46,115.10
115.86,115.74,116.11,115.70
115.59,115.94,115.94,115.45
116.01,115.80,116.08,115.73
115.98,116.51,116.51,115.98
116.18,116.26,116.49,116.09
116.11,116.51,116.62,116.11
116.87,117.51,117.52,116.77
116.81,116.25,117.06,116.21
117.06,116.73,117.06,116.28
116.11,116.37,116.55,116.00
116.06,116.59,116.59,115.84
116.81,117.13,117.17,116.77
117.24,116.60,117.41,116.44
117.06,117.16,117.40,117.01
116.72,116.84,117.26,116.72
116.04,115.59,116.04,115.50
115.70,116.91,116.98,115.70
117.28,117.56,117.72,117.14
117.19,117.38,117.48,117.10
117.62,117.30,117.62,117.01
117.06,116.87,117.26,116.76
117.25,116.83,117.34,116.61
117.48,117.68,117.82,117.48
117.60,117.81,118.08,117.60
117.93,116.96,117.93,116.89
116.70,115.88,116.78,115.67
115.80,115.04,115.80,114.94
115.14,114.58,115.14,114.00
114.60,114.02,114.60,113.87
114.51,114.56,114.68,114.45
115.00,114.86,115.15,114.70
114.41,114.64,114.64,114.16
115.57,115.92,116.04,115.57
116.57,117.01,117.15,116.38
117.47,117.52,117.59,116.97
117.16,117.75,117.80,116.81
117.17,116.90,117.50,116.84
116.27,117.00,117.00,116.27
116.98,116.67,117.19,116.61
116.57,117.80,117.80,116.50
117.34,117.06,117.34,116.91
116.46,116.24,116.61,116.00
116.54,116.79,116.86,116.47
116.10,116.19,116.99,116.01
116.35,116.78,116.92,116.32
116.53,116.73,116.87,116.19
117.09,116.94,117.14,116.83
117.72,118.76,118.85,117.72
118.22,118.99,119.35,118.22
119.56,120.84,120.90,119.31
120.87,121.01,121.85,120.86
121.41,123.38,123.51,121.27
122.22,121.56,123.45,121.52
122.61,124.39,124.54,122.61
124.01,125.30,127.26,123.56
126.42,127.64,127.72,126.19
126.67,124.45,127.06,123.84
125.27,125.87,125.98,125.04
125.64,125.02,125.86,124.97
124.96,125.90,126.30,124.93
126.05,126.99,127.04,125.51
128.36,128.29,129.51,127.78
128.55,128.79,128.85,128.11
128.07,128.58,128.78,128.07
127.96,127.76,128.78,127.69
127.41,125.59,127.43,125.37
125.81,126.45,126.58,125.81
127.32,127.04,127.69,126.52
125.71,125.93,126.01,125.69
126.96,127.13,127.33,126.81
127.45,126.15,127.45,126.15
126.26,127.30,127.30,125.65
128.96,129.51,129.70,128.51
130.80,130.24,130.91,130.03
129.45,129.02,129.58,128.95
129.32,129.70,129.77,128.93
130.05,130.62,130.87,129.88
130.54,130.52,130.88,130.31
130.33,129.77,130.33,129.62
129.62,130.07,130.14,129.44
128.97,128.79,129.25,128.73
128.41,129.19,129.34,128.41
130.66,130.71,131.09,130.56
130.70,130.94,130.95,130.53
130.79,132.34,132.37,130.67
134.01,134.59,135.13,133.96
134.67,133.24,134.81,133.14
132.72,132.11,133.18,132.02
130.61,130.76,130.90,130.25
130.56,130.52,130.56,129.61
130.49,130.86,131.46,130.42
132.01,132.19,132.33,131.45
132.50,133.87,133.96,132.09
134.23,133.08,134.77,133.04
132.80,132.46,132.82,132.18
132.03,131.06,132.27,131.05
130.00,130.36,130.67,129.32
128.89,128.26,129.03,126.99
129.32,128.97,129.33,128.62
128.08,128.17,128.34,127.37
128.48,128.71,129.34,128.39
127.65,127.65,128.06,127.43
127.99,128.89,128.99,127.99
129.09,128.68,129.58,128.24
128.34,128.65,129.00,128.02
128.52,128.33,129.19,128.16
128.01,127.85,128.31,127.65
128.08,127.70,128.10,127.54
127.67,129.49,129.50,127.60
128.90,128.26,129.49,128.19
126.94,125.75,127.17,125.25
126.07,126.37,126.71,125.98
127.79,129.21,129.22,127.75
130.87,131.45,134.53,130.15
129.87,130.76,130.79,129.74
129.72,129.67,130.31,129.61
129.56,129.87,130.28,129.36
129.97,130.38,131.11,129.86
130.18,129.47,130.74,129.39
131.16,131.26,131.72,130.65
130.35,130.34,130.94,129.64
129.69,129.49,129.76,129.21
130.14,130.57,130.88,130.14
130.88,130.40,131.23,130.05
130.98,131.13,131.15,130.53
130.88,131.90,132.21,130.80
131.54,131.39,131.75,131.16
132.24,132.07,132.46,131.96
132.19,132.76,132.77,131.85
132.45,133.58,133.72,132.45
132.82,132.46,132.82,132.36
130.81,132.41,132.62,130.81
131.92,131.87,132.40,131.34
130.84,130.38,131.03,130.24
129.56,129.84,130.18,129.12
129.45,130.75,130.87,129.45
129.77,130.76,130.85,129.75
130.36,130.16,130.58,129.81
130.33,130.56,130.79,130.01
130.47,131.53,131.61,130.37
131.49,130.12,131.49,130.02
130.91,130.71,134.74,130.71
130.41,131.75,132.08,130.32
132.07,132.99,132.99,131.85
132.46,132.93,132.96,132.45
133.03,133.71,133.99,133.02
133.63,134.46,134.57,133.63
133.70,132.61,133.70,132.57
132.73,131.78,132.92,131.78
132.41,132.12,132.66,132.00
131.44,131.18,131.51,130.83
130.94,131.15,131.15,130.68
131.48,132.44,132.77,131.39
132.51,132.92,132.94,132.23
133.00,132.93,133.49,132.89
131.83,131.85,132.28,131.53
131.83,131.09,131.84,130.88
131.15,130.97,131.76,130.75
131.08,131.63,131.80,131.06
131.43,131.51,132.17,131.37
131.03,131.38,131.66,130.93
131.77,132.34,132.52,131.77
132.34,132.15,132.44,131.88
133.06,133.01,133.52,133.01
133.00,133.27,133.54,133.00
133.58,132.51,133.58,132.48
132.18,131.30,132.26,130.89
131.01,130.53,131.10,130.52
130.04,129.98,130.37,129.66
130.35,130.10,130.35,129.80
130.10,130.67,131.90,129.97
131.12,131.63,131.68,131.07
131.81,132.00,132.15,131.39
133.14,132.84,133.42,132.81
132.73,133.69,133.82,132.73
133.00,132.79,133.12,132.53
132.75,132.88,132.94,132.53
131.19,131.22,131.36,130.84
131.27,131.80,131.92,131.04
131.17,130.83,131.21,130.60
130.69,130.81,131.04,130.52
130.48,130.39,130.56,129.71
131.13,131.27,131.51,130.97
130.97,131.34,131.47,130.93
131.54,131.72,132.04,131.40
131.75,131.78,132.23,131.75
131.44,131.06,131.65,130.73
130.51,130.84,130.84,130.51
130.44,130.08,130.45,129.85
130.43,130.99,131.00,130.43
130.76,131.18,131.38,130.56
131.33,131.44,131.55,131.25
132.24,132.19,132.35,132.08
132.57,132.11,132.64,131.89
132.11,131.45,132.12,131.09
130.34,130.35,130.52,129.75
130.68,131.09,131.28,130.68
130.96,130.68,131.27,130.63
131.49,131.50,131.81,131.39
131.46,131.15,131.46,131.15
130.86,130.50,131.01,130.38
130.19,130.31,130.31,129.84
130.72,130.36,130.78,130.36
129.86,128.98,129.95,128.95
128.14,126.91,128.14,126.75
126.76,126.80,127.22,126.69
126.31,126.88,126.90,126.07
126.75,126.10,126.91,125.73
126.16,126.15,126.42,125.82
126.47,127.02,127.11,126.45
127.51,127.38,127.54,127.18
127.80,127.97,128.18,127.77
127.88,127.75,127.89,127.16
127.87,128.34,128.62,127.83
128.25,128.33,128.94,128.22
128.89,128.92,129.06,128.58
128.94,127.76,129.04,127.76
128.33,127.92,128.45,127.83
128.29,126.75,128.57,126.68
127.38,127.47,127.61,127.23
128.33,128.25,128.37,127.85
130.26,130.08,130.29,129.99
130.38,131.00,131.26,130.27
130.27,130.35,130.50,130.11
130.47,130.00,130.47,129.84
130.73,131.15,131.18,130.72
130.95,131.09,131.56,130.95
130.88,130.93,131.04,130.73
131.20,131.18,131.30,131.05
131.54,131.48,131.63,131.41
131.07,131.44,131.45,131.05
132.07,131.98,132.32,131.95
131.76,131.55,131.84,131.50
131.09,131.16,131.52,130.71
131.88,131.75,131.89,131.45
131.74,131.96,131.98,131.60
132.14,132.03,132.22,131.96
132.03,131.42,132.12,131.19
131.90,131.89,131.95,131.64
131.49,131.89,131.94,131.43
132.18,132.58,132.62,132.11
132.74,132.60,132.80,132.52
133.00,133.05,133.50,133.00
133.62,133.18,133.67,133.01
132.67,133.09,133.10,132.46
133.74,133.72,133.80,133.41
134.53,134.70,134.81,134.41
134.71,135.03,135.05,134.54
134.50,135.30,135.35,134.42
135.32,136.46,136.50,135.32
135.83,136.28,136.44,135.75
136.08,135.90,136.19,135.79
135.22,135.37,135.37,134.98
135.88,136.15,136.45,135.88
135.65,135.55,135.74,135.37
135.87,135.79,138.85,135.70
136.01,135.71,136.29,135.71
137.14,137.57,137.61,137.09
138.02,138.25,138.89,137.94
139.18,139.95,140.05,139.05
139.27,139.27,139.65,138.97
138.85,138.43,138.93,138.33
138.24,136.81,138.24,136.74
136.62,137.06,137.08,136.47
138.07,137.13,138.14,136.85
136.98,137.67,137.82,136.97
137.15,136.68,137.32,136.59
136.79,137.53,137.68,136.59
137.33,137.19,137.57,136.97
137.87,137.82,138.18,137.74
138.17,138.00,138.18,137.59
137.44,137.21,137.52,137.03
136.58,136.94,137.48,136.25
137.10,137.53,137.82,137.10
136.84,136.64,136.96,136.52
137.33,137.60,137.69,137.31
137.08,137.24,137.59,137.07
137.40,137.41,137.50,137.06
138.06,137.88,138.48,137.82
136.58,136.63,136.97,136.47
136.84,137.42,137.94,136.78
137.29,136.76,137.32,136.76
136.89,137.11,137.39,136.86
137.85,137.85,138.05,137.67
138.18,138.50,138.61,138.03
138.36,138.67,138.80,138.30
138.83,138.76,139.48,138.67
139.14,139.33,139.33,138.98
139.18,139.08,139.18,138.76
139.70,139.48,139.92,139.42
139.22,138.97,139.35,138.78
139.23,138.92,139.27,138.92
138.77,138.64,139.04,138.53
139.31,139.63,139.73,139.27
140.23,139.94,140.39,139.84
139.67,140.54,140.64,139.66
140.41,140.53,140.67,140.21
140.23,139.98,140.30,139.97
139.22,138.47,139.22,137.68
138.45,138.97,139.04,138.37
139.29,139.31,139.37,138.61
138.47,138.49,140.83,138.12
139.03,138.96,139.55,138.75
138.08,137.71,138.17,137.34
137.90,137.81,138.18,137.73
136.84,136.82,136.96,136.50
136.97,136.47,137.12,136.38
136.08,136.36,136.49,135.83
137.17,136.85,137.17,136.77
137.09,136.80,137.29,136.79
135.87,135.75,136.04,135.67
135.32,134.66,135.38,134.57
134.82,134.16,134.92,133.90
134.39,134.46,134.74,134.35
134.41,134.58,134.76,134.33
134.26,134.74,134.82,133.82
135.50,136.13,136.16,135.37
136.44,136.53,136.70,136.41
136.89,136.50,136.94,136.49
136.77,136.96,137.06,136.77
137.16,137.19,137.50,137.03
137.07,136.87,137.07,136.66
137.53,137.38,137.63,137.35
137.29,138.35,138.43,137.29
137.87,137.97,138.22,137.70
137.77,137.58,137.98,137.51
136.86,136.42,136.86,136.29
137.55,136.25,137.55,136.25
136.19,136.38,136.40,135.95
136.20,135.92,136.28,135.83
135.13,135.04,135.26,134.81
135.42,134.96,135.64,133.98
133.85,132.98,133.87,132.75
133.14,133.53,133.67,133.14
134.24,133.99,134.25,133.90
134.55,134.39,134.63,134.24
135.14,134.54,135.14,134.30
134.29,134.83,134.84,134.22
135.14,135.29,135.46,135.14
135.51,136.08,136.08,135.12
136.65,137.08,137.08,136.61
136.78,136.65,136.92,136.48
136.99,136.74,137.20,136.48
136.51,136.76,136.83,136.28
136.45,136.73,136.83,136.39
136.50,136.77,136.77,136.38
136.33,135.96,136.52,135.85
135.19,134.98,135.28,134.84
135.55,135.55,135.62,135.31
135.17,135.35,135.56,135.09
135.07,135.91,135.94,134.92
135.34,136.28,136.28,135.30
136.45,136.43,136.88,136.33
136.43,136.30,136.59,136.16
135.88,135.38,135.88,135.37
134.77,134.28,134.79,134.21
134.45,133.93,134.60,133.78
134.04,134.79,134.93,134.04
134.52,134.28,134.71,134.28
134.96,135.17,135.21,134.91
134.76,134.71,134.96,134.64
133.93,134.21,134.50,133.79
134.73,135.32,135.33,134.65
135.62,136.07,136.24,135.62
135.68,135.50,135.75,135.27
134.89,135.49,135.49,134.86
135.81,135.94,136.10,135.81
135.80,135.17,135.90,135.13
136.69,136.62,136.93,136.55
136.64,137.73,137.74,136.48
137.70,137.89,137.95,137.46
137.95,138.09,138.10,137.85
138.43,138.19,138.43,137.90
137.73,138.34,138.38,137.72
137.92,138.35,138.50,137.92
138.21,138.19,138.67,138.16
137.62,137.80,137.87,137.51
137.55,137.00,137.62,137.00
136.87,136.78,136.87,136.70
136.72,136.71,136.84,136.62
137.21,137.07,137.52,136.99
137.27,137.43,137.43,137.11
137.88,137.59,137.96,137.52
137.59,137.71,137.83,137.38
137.94,137.65,137.94,137.53
138.05,137.38,138.05,136.86
137.52,137.70,137.75,137.43
137.83,137.76,138.04,137.67
138.15,137.87,138.22,137.86
137.16,137.16,137.52,137.14
137.49,137.37,137.49,137.19
136.99,136.88,136.99,136.76
136.72,136.01,136.94,135.99
135.66,135.89,136.14,135.59
136.11,136.32,136.35,136.03
136.17,135.23,136.18,135.23
134.96,134.42,135.19,134.18
134.66,134.67,135.08,134.60
135.03,134.73,135.16,134.68
135.56,135.41,135.63,135.37
135.39,135.35,135.39,135.30
135.22,135.36,135.45,135.22
135.22,135.67,136.02,135.22
136.05,136.20,136.20,135.84
135.84,134.86,135.84,134.21
134.01,133.95,134.22,133.86
133.94,133.04,133.95,132.97
132.85,133.14,133.14,132.57
133.12,133.16,133.29,132.88
133.52,133.61,133.67,133.44
133.65,133.65,133.84,133.46
133.21,133.23,133.54,133.12
132.98,133.77,133.77,132.93
134.00,133.75,134.12,133.70
134.37,134.11,134.47,134.05
134.47,134.34,134.54,134.19
133.73,133.58,133.79,133.42
133.78,134.07,134.14,133.78
133.73,134.24,134.30,133.73
134.35,134.26,134.49,134.21
134.05,134.01,134.18,133.73
133.18,132.82,133.20,132.64
131.98,132.45,132.47,131.98
132.43,132.07,132.69,131.97
131.77,132.02,132.02,131.53
132.08,132.17,132.20,131.79
132.54,131.13,132.69,131.11
131.83,132.07,132.25,131.69
131.53,131.54,131.58,131.32
131.84,132.08,132.10,131.60
131.98,132.02,132.49,131.98
132.04,132.19,132.23,131.72
132.11,132.13,132.36,132.10
131.97,131.91,132.13,131.76
131.15,131.21,131.57,131.14
131.75,131.98,132.04,131.41
131.95,131.93,132.00,131.50
132.17,131.58,132.17,131.54
131.35,131.82,131.86,131.35
132.30,132.25,132.49,132.18
132.32,132.40,132.52,132.32
131.91,133.93,133.93,131.91
133.69,133.58,134.15,133.46
134.27,133.38,134.27,133.30
133.56,133.50,133.62,133.27
133.64,133.77,133.83,133.50
133.65,133.37,133.79,133.35
133.16,133.11,133.18,132.98
132.52,132.37,132.74,132.37
132.00,131.76,132.09,131.68
130.77,130.91,131.20,130.75
130.98,130.90,131.05,130.79
131.14,131.37,131.49,131.14
131.16,131.29,131.42,131.03
130.91,131.19,131.41,130.91
131.26,131.78,131.78,131.26
132.53,132.48,132.57,132.21
132.71,133.03,133.31,132.60
132.53,132.37,132.76,132.34
132.89,132.83,132.90,132.52
132.94,132.94,133.08,132.73
132.51,132.94,133.04,132.51
132.70,133.12,133.21,132.68
133.76,133.88,134.15,133.76
133.85,133.75,134.06,133.71
133.59,133.85,134.90,133.48
133.58,133.60,133.75,133.43
133.78,134.33,134.51,133.78
134.63,135.04,135.16,134.57
136.03,136.32,136.53,136.03
136.18,135.73,136.35,135.67
135.89,135.58,136.00,135.49
135.07,134.66,135.10,134.63
134.93,134.87,135.02,134.80
135.54,136.01,136.05,135.46
136.12,136.57,136.63,136.01
135.96,136.01,136.22,135.92
136.09,136.50,136.87,136.09
136.44,136.73,136.74,136.44
136.33,136.54,136.54,136.33
136.67,136.57,136.83,136.47
136.92,136.40,137.10,135.67
136.45,136.60,136.66,136.37
136.29,136.34,136.38,136.16
136.96,137.12,137.18,136.83
137.15,136.85,137.23,136.83
137.11,136.81,137.40,136.67
137.17,137.36,137.49,137.12
137.18,137.34,137.35,137.07
136.18,135.40,136.18,135.27
135.50,135.10,135.55,134.94
134.82,134.83,135.02,134.77
135.05,135.02,135.24,134.90
135.26,135.02,135.67,135.01
134.75,133.89,134.75,133.45
133.44,133.46,133.63,133.30
133.84,132.68,133.84,132.65
133.29,133.10,133.48,132.71
133.59,133.97,134.21,133.59
133.57,133.03,133.67,132.99
133.24,132.77,133.29,132.77
132.69,133.36,133.40,132.43
133.54,131.88,133.82,131.87
132.56,132.25,132.71,131.72
132.41,132.44,132.73,132.26
131.82,130.23,131.91,130.14
130.55,130.95,130.98,130.50
131.12,131.08,131.18,130.66
131.09,130.66,131.17,129.76
129.96,130.61,131.20,129.95
130.18,130.16,130.53,130.04
130.50,131.02,131.08,130.47
130.97,131.12,132.19,130.62
130.62,129.88,130.83,129.82
129.68,129.41,129.74,129.17
128.93,130.02,130.02,128.77
129.46,129.03,130.06,129.03
129.54,130.40,130.48,129.54
130.57,130.58,130.91,130.40
130.45,129.81,130.45,129.78
129.36,129.89,130.05,129.36
129.96,128.40,130.01,127.91
