CYRX,CryoPort,NASDAQ
3.00,3.24,4.08,2.64
3.00,3.00,3.60,3.00
3.24,2.88,3.36,2.88
N/A,N/A,N/A,N/A
2.78,2.76,2.78,2.76
2.76,2.82,2.88,2.76
2.76,2.76,2.76,2.76
2.88,2.76,2.88,2.76
2.88,2.80,2.88,2.80
3.00,2.99,3.00,2.94
2.99,2.97,2.99,2.97
2.97,2.97,2.97,2.97
N/A,N/A,N/A,N/A
2.97,2.88,3.12,2.88
3.12,3.12,3.12,3.12
3.12,3.00,3.60,2.76
3.60,3.57,3.60,3.57
3.54,3.90,3.90,3.36
3.90,3.90,3.90,3.48
3.02,3.04,3.72,3.02
3.72,3.60,3.72,3.60
3.72,3.60,3.72,3.36
N/A,N/A,N/A,N/A
3.60,3.36,3.60,3.36
3.48,3.48,3.48,3.48
3.52,3.36,3.52,3.36
3.36,3.36,3.36,3.36
3.36,3.36,3.36,3.36
N/A,N/A,N/A,N/A
3.36,3.36,3.36,3.36
3.24,3.24,3.24,3.24
3.36,3.00,3.36,3.00
3.00,2.88,3.12,2.88
3.36,3.36,3.36,2.94
3.06,3.60,3.84,3.06
3.72,3.84,3.84,3.60
3.84,3.60,3.96,3.60
2.76,3.66,3.72,2.76
3.72,3.84,3.84,3.72
3.84,3.84,3.96,3.60
3.96,3.96,4.07,3.78
3.96,4.20,4.20,3.84
4.08,4.44,4.44,3.72
4.44,4.80,4.80,4.32
5.16,5.04,5.16,4.80
5.16,4.56,5.16,4.56
4.44,4.44,4.80,4.44
4.74,4.20,5.16,4.20
4.32,4.56,4.56,4.32
4.68,5.04,5.04,4.32
4.92,4.92,4.92,4.20
4.92,4.80,4.92,4.80
4.92,4.80,5.04,4.80
N/A,N/A,N/A,N/A
5.04,5.88,5.88,4.80
5.94,6.24,6.60,5.88
5.88,5.76,6.00,5.76
5.76,6.12,6.12,5.52
6.12,6.00,6.12,5.76
5.76,5.64,6.00,5.64
6.00,6.00,6.36,5.76
6.48,6.00,6.48,6.00
5.88,5.88,6.48,5.52
6.12,5.52,6.84,5.52
6.00,6.00,6.00,6.00
5.76,5.76,5.76,5.76
5.76,6.00,6.00,5.76
5.82,6.00,6.00,5.82
5.82,5.88,5.88,4.86
5.52,5.40,5.52,5.05
5.16,5.27,5.27,5.16
5.28,5.28,5.28,5.27
4.92,5.16,5.28,4.92
4.80,5.52,5.52,4.56
5.16,5.40,5.40,5.16
5.28,5.28,5.28,5.28
5.28,5.88,5.88,5.28
5.58,5.76,5.76,5.58
5.76,5.64,5.76,5.64
5.64,5.16,5.76,5.06
5.04,5.28,5.28,5.04
N/A,N/A,N/A,N/A
4.98,4.98,4.98,4.98
5.10,4.98,5.10,4.98
N/A,N/A,N/A,N/A
5.28,4.98,5.28,4.98
4.98,4.98,4.98,4.98
4.98,4.98,4.98,4.98
5.28,5.40,5.64,4.80
5.40,5.16,5.40,5.16
5.40,6.00,6.00,5.04
5.40,5.76,5.76,5.04
N/A,N/A,N/A,N/A
5.04,5.76,5.76,5.04
5.76,5.64,5.76,5.64
5.64,5.10,5.88,5.10
5.28,5.82,5.82,5.28
5.28,5.28,5.28,5.28
5.10,5.16,5.16,5.10
5.40,5.52,6.24,5.10
5.52,6.65,6.90,5.52
6.96,6.60,6.96,6.06
6.48,6.12,6.60,6.06
6.06,6.36,6.36,6.00
6.24,6.00,6.60,5.52
6.00,6.00,6.00,5.16
5.40,5.89,6.35,4.80
5.64,5.74,5.74,5.64
5.40,4.80,5.64,4.80
5.14,4.68,5.14,4.38
4.38,4.74,4.78,4.26
4.80,4.80,4.80,4.41
4.80,4.68,4.92,4.68
4.68,4.68,4.68,4.44
4.68,4.44,4.68,4.38
4.44,4.44,4.44,4.38
4.44,4.20,4.44,4.20
4.32,4.80,4.80,3.74
4.32,4.80,4.80,4.20
4.80,4.80,4.80,3.96
4.80,4.32,4.80,3.84
4.08,4.44,4.44,3.72
4.08,3.72,4.20,3.72
3.72,3.62,4.04,3.60
3.72,4.04,4.04,3.72
4.04,3.84,4.80,3.59
3.87,4.32,4.32,3.87
4.32,4.32,4.32,4.32
3.84,3.85,4.08,3.84
4.67,4.68,4.68,3.96
4.55,4.08,4.56,4.08
4.55,4.80,4.80,4.11
4.56,4.56,4.56,4.56
4.80,4.80,4.80,4.80
4.35,4.80,5.04,4.00
4.80,4.92,4.92,4.20
5.16,4.80,5.16,4.80
4.92,4.76,4.99,4.76
4.76,5.16,5.16,4.76
4.82,4.80,5.04,4.80
4.76,4.80,4.80,4.76
4.92,4.80,4.92,4.80
N/A,N/A,N/A,N/A
4.80,5.52,5.52,4.80
5.58,5.52,5.58,5.04
5.04,5.04,5.22,4.68
5.28,4.86,5.28,4.80
4.86,4.80,4.92,4.74
4.80,4.80,4.80,4.80
4.80,4.62,5.04,4.62
4.98,4.74,5.04,4.74
4.74,4.92,5.04,4.74
4.98,4.86,5.10,4.80
5.28,5.04,5.28,5.04
5.22,4.98,5.22,4.98
4.92,5.10,5.28,4.92
5.64,6.84,7.08,5.04
6.84,6.48,6.84,5.52
6.36,6.24,6.48,5.76
6.24,6.12,6.24,6.09
6.36,5.52,6.36,5.34
5.52,5.16,5.52,5.16
5.52,5.40,6.19,5.20
6.05,5.98,6.05,5.64
6.12,5.98,6.12,5.52
5.52,6.00,6.24,5.52
6.24,5.88,6.24,5.88
5.88,5.88,6.00,5.88
6.00,6.12,6.12,6.00
6.34,6.38,6.38,6.24
6.38,6.60,6.60,6.06
6.60,6.72,7.08,6.48
6.84,6.72,6.84,6.72
6.36,6.48,6.48,6.00
6.48,6.30,6.48,6.30
5.16,6.00,6.00,4.80
5.76,6.24,6.24,5.64
6.11,6.12,6.19,5.64
6.19,6.00,6.19,5.94
6.19,6.19,6.19,5.64
6.19,6.00,6.19,6.00
6.00,6.00,6.00,6.00
5.88,5.46,5.88,5.46
5.46,5.46,5.64,5.46
5.64,5.63,5.64,5.52
5.63,5.50,5.63,5.50
5.64,5.52,5.76,5.46
5.76,6.12,6.12,5.48
5.58,6.24,6.24,5.58
5.64,6.24,6.24,5.64
6.24,6.36,6.48,6.24
6.12,6.12,6.14,5.71
6.12,6.12,6.12,6.12
6.00,5.64,6.00,5.64
5.64,5.46,5.64,5.46
5.46,5.64,5.64,5.46
4.80,5.40,5.40,4.80
4.80,5.64,5.64,4.80
5.28,5.16,5.28,5.16
5.16,5.52,5.52,4.92
5.52,5.40,6.00,5.04
5.04,5.05,5.40,5.04
5.11,4.68,5.11,4.62
4.68,4.56,4.90,4.56
4.68,4.26,4.68,4.26
4.68,4.54,4.68,3.72
4.20,4.51,4.53,4.20
4.20,4.20,4.33,4.20
4.49,4.46,4.49,4.44
4.49,4.56,4.56,4.49
4.56,5.04,5.04,4.56
5.16,5.60,5.62,5.16
5.60,5.60,5.60,5.60
4.80,5.60,5.60,4.80
N/A,N/A,N/A,N/A
5.52,5.52,5.52,5.52
5.52,5.53,5.53,5.52
5.60,5.60,5.60,5.53
5.60,5.64,6.00,5.53
6.00,5.96,6.00,5.96
5.96,5.96,5.96,5.64
5.64,5.53,5.64,5.53
5.64,5.64,6.00,5.64
5.76,5.64,5.76,5.40
6.00,6.00,6.00,5.76
N/A,N/A,N/A,N/A
6.00,5.40,6.00,5.40
5.04,5.04,5.04,5.04
N/A,N/A,N/A,N/A
5.10,5.10,5.10,5.10
5.40,5.64,5.64,5.40
5.64,5.52,5.64,5.16
5.52,5.16,5.52,5.16
5.52,5.04,5.52,5.04
5.04,5.16,5.16,5.04
5.52,5.52,5.52,5.52
5.04,5.28,5.64,5.04
5.28,5.16,5.28,5.16
5.28,5.76,5.88,5.28
5.19,5.22,5.76,5.19
5.40,5.40,5.40,5.40
5.76,5.76,5.76,5.76
5.76,5.40,5.76,5.40
N/A,N/A,N/A,N/A
5.16,5.22,5.76,5.16
5.82,5.52,5.82,5.52
5.76,5.82,5.82,5.76
5.82,5.88,5.88,5.48
5.88,5.88,5.88,5.88
5.22,5.22,5.54,5.22
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
N/A,N/A,N/A,N/A
5.22,5.22,5.22,5.22
5.64,5.52,5.76,5.52
5.76,5.52,5.76,5.52
5.52,5.52,5.52,5.52
5.76,5.76,5.76,5.76
5.76,5.40,5.76,5.40
5.40,5.28,5.52,5.28
N/A,N/A,N/A,N/A
5.22,5.22,5.22,5.22
5.28,5.40,5.52,5.28
5.28,5.40,5.40,5.28
5.28,5.52,5.52,5.28
5.52,5.49,5.52,5.40
5.28,5.22,5.28,5.22
5.22,5.52,5.70,5.22
5.29,5.58,5.58,5.29
5.58,5.40,5.58,5.40
5.40,5.40,5.40,5.40
5.40,5.52,5.52,5.40
5.52,5.58,5.58,5.52
5.52,5.58,5.64,5.52
5.76,5.46,5.76,5.46
5.46,5.46,5.46,5.46
5.76,5.52,5.88,5.52
5.76,5.76,5.76,5.76
5.52,5.28,5.52,5.28
5.22,5.40,5.40,5.16
5.40,5.40,5.40,5.40
5.17,5.40,5.40,5.17
5.40,5.52,5.58,5.40
5.52,5.16,5.64,5.16
5.68,5.68,5.68,5.68
5.70,5.40,5.70,5.40
5.40,5.58,5.58,5.40
5.40,5.50,5.50,5.28
5.34,5.52,5.52,5.34
5.52,5.40,5.52,5.40
5.52,5.80,5.80,5.52
5.74,5.86,5.86,5.74
5.88,5.40,5.88,5.40
N/A,N/A,N/A,N/A
5.41,5.41,5.87,5.41
5.41,5.04,5.41,5.04
5.16,5.28,5.28,4.56
4.62,5.04,5.58,4.62
5.04,5.04,5.04,5.04
5.40,5.04,5.40,5.04
5.39,5.40,5.40,5.39
N/A,N/A,N/A,N/A
5.04,5.04,5.04,5.04
5.04,5.58,5.58,5.04
N/A,N/A,N/A,N/A
5.52,5.04,5.52,5.04
5.04,5.04,5.04,5.04
5.04,5.04,5.16,5.04
5.40,5.40,5.40,5.40
5.04,5.16,5.16,4.68
5.40,5.39,5.40,5.16
N/A,N/A,N/A,N/A
5.39,5.39,5.39,5.39
5.39,5.39,5.39,5.39
4.57,4.92,4.92,4.57
4.92,4.92,4.92,4.68
4.80,4.80,4.80,4.80
4.56,4.56,4.62,4.56
4.70,4.56,4.70,4.56
4.56,4.92,4.92,4.56
4.68,4.44,4.68,4.32
4.56,4.74,4.74,4.56
4.32,4.32,4.64,4.32
4.38,4.80,4.80,4.38
4.56,4.98,4.98,4.56
4.32,4.86,4.86,4.32
4.80,4.55,4.98,4.32
4.56,4.56,4.56,4.50
4.44,4.50,4.56,4.44
4.56,4.56,4.56,4.56
4.56,4.44,4.56,4.44
4.56,4.56,4.56,4.56
4.56,5.10,5.10,4.56
4.86,4.86,4.86,4.86
N/A,N/A,N/A,N/A
4.86,5.40,5.40,4.86
4.92,4.92,4.92,4.92
5.40,5.40,5.40,5.40
5.04,5.28,5.28,5.04
4.86,5.16,5.16,4.86
5.04,5.40,5.40,4.87
5.52,5.52,5.88,5.52
5.52,5.04,5.88,4.86
4.86,4.80,4.86,4.46
5.04,4.80,5.04,4.80
4.80,5.04,5.04,4.80
5.88,5.40,5.88,5.40
5.10,4.62,5.10,4.62
5.04,4.62,5.04,4.62
5.04,5.76,5.76,4.68
5.76,4.45,5.76,4.45
5.04,5.64,5.64,4.68
4.70,5.40,5.64,4.69
5.52,4.80,5.52,4.69
4.80,5.64,5.64,4.80
5.64,5.64,5.64,4.80
5.16,5.64,5.64,5.16
5.40,5.16,5.64,5.16
4.80,5.28,5.28,4.80
5.82,5.16,5.82,4.80
5.40,5.40,5.40,5.40
5.58,5.16,5.58,5.16
5.58,5.58,5.58,5.58
5.70,5.52,5.70,5.40
5.52,5.52,5.76,5.52
5.52,5.64,5.64,5.52
5.64,5.64,5.64,5.64
5.52,5.52,5.52,5.52
5.52,5.52,5.52,5.52
5.76,5.52,5.76,5.52
5.40,4.92,5.40,4.80
4.92,4.80,5.04,4.62
4.80,4.80,4.92,4.44
4.91,4.68,4.91,4.56
4.92,4.65,5.04,4.65
4.65,5.16,5.16,4.50
N/A,N/A,N/A,N/A
4.50,4.80,4.80,4.50
4.62,4.62,4.68,4.56
4.56,5.34,5.34,4.56
4.68,5.28,5.28,4.68
5.34,5.34,5.34,5.34
5.28,4.94,5.34,4.92
4.94,4.80,4.94,4.68
4.80,4.68,4.80,4.68
N/A,N/A,N/A,N/A
4.80,4.80,4.80,4.80
4.56,4.56,4.57,4.56
4.80,4.80,4.80,4.80
4.78,4.80,4.80,4.78
4.56,4.56,4.56,4.56
4.80,4.80,4.80,4.56
4.80,4.80,4.92,4.56
4.80,4.80,4.80,4.80
4.80,4.74,4.80,4.74
4.80,5.10,5.10,4.80
4.80,5.10,5.10,4.80
5.10,4.80,5.10,4.80
N/A,N/A,N/A,N/A
5.04,5.33,5.33,5.04
5.10,5.40,5.40,5.10
5.40,5.28,5.40,5.28
5.34,5.40,5.52,4.80
5.40,5.58,5.64,5.40
5.64,6.00,6.48,5.64
6.00,6.00,6.30,5.34
5.64,6.60,7.56,5.40
6.60,6.48,6.72,6.37
6.33,6.36,7.20,6.24
6.60,6.12,6.60,6.12
6.06,6.01,6.12,6.01
6.36,6.01,6.36,6.01
6.36,6.36,6.36,6.06
6.12,6.24,6.24,6.12
6.24,6.24,6.36,6.06
6.12,6.00,6.24,6.00
6.48,6.48,6.48,6.47
6.48,6.48,6.84,6.48
6.72,6.24,6.72,6.12
6.24,6.06,6.25,6.06
6.12,6.06,6.12,6.06
6.12,6.48,6.48,6.12
6.47,6.24,6.48,6.24
6.36,6.48,6.84,6.36
6.47,6.48,6.60,6.47
6.50,6.48,6.50,6.48
6.48,6.78,6.78,6.36
6.60,6.72,6.72,6.12
6.48,6.60,6.60,6.48
6.12,6.12,6.12,6.12
6.36,6.72,6.72,6.36
6.72,6.67,6.84,6.48
6.60,6.60,6.72,6.60
6.60,6.60,6.60,6.60
6.60,6.72,6.72,6.60
6.84,6.72,6.96,6.72
6.36,6.90,6.90,6.36
7.08,7.80,7.86,7.08
8.55,8.40,10.44,7.80
8.76,8.28,9.60,7.32
7.57,8.40,8.40,7.57
8.76,8.64,8.76,8.29
8.64,8.88,9.24,8.40
9.00,8.52,9.00,8.40
9.48,8.72,9.48,7.92
8.52,8.52,9.00,8.22
8.52,8.43,8.64,8.34
8.34,8.40,8.52,8.28
8.34,8.58,8.88,8.13
8.46,8.37,8.46,8.16
8.28,8.18,8.58,7.98
8.40,8.52,8.52,8.40
8.52,8.28,8.52,8.16
8.74,8.52,8.74,8.52
8.52,8.26,8.64,6.82
8.28,7.20,8.40,7.20
7.50,7.75,7.75,7.20
7.80,7.80,8.04,7.56
7.92,7.80,8.04,7.80
7.80,7.68,7.80,7.20
7.44,7.56,7.56,7.44
7.32,7.44,7.80,7.32
7.44,7.56,8.16,7.44
8.16,7.80,8.16,7.56
7.80,7.68,7.80,7.68
7.56,7.38,7.56,7.32
7.38,7.38,7.80,7.38
7.44,7.74,8.12,7.44
7.44,7.68,7.68,7.38
8.04,7.40,8.04,7.40
7.44,7.80,7.80,7.44
8.28,8.28,8.28,8.28
8.16,7.50,8.16,7.50
7.68,8.28,8.28,7.32
7.44,7.32,7.53,7.32
7.20,7.21,7.21,7.20
7.10,7.10,7.10,7.10
7.20,7.20,7.20,7.20
7.21,7.21,7.21,7.21
N/A,N/A,N/A,N/A
7.82,8.15,8.25,7.82
8.25,8.25,8.25,8.25
8.00,8.00,8.00,8.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
7.99,7.99,7.99,7.99
7.75,7.21,7.75,7.21
7.21,7.00,7.21,6.00
6.75,7.90,7.90,6.65
7.68,7.68,7.68,7.68
6.26,6.40,6.40,6.26
6.57,6.57,6.57,6.57
N/A,N/A,N/A,N/A
6.60,5.51,6.60,5.50
6.99,6.21,7.00,6.21
6.60,6.60,6.60,6.60
6.65,8.00,8.55,6.65
7.92,7.00,7.92,7.00
7.00,7.00,7.00,7.00
N/A,N/A,N/A,N/A
7.25,8.00,8.19,7.25
7.02,7.02,7.02,7.02
7.20,7.15,7.20,7.00
7.25,7.65,8.10,7.25
7.21,7.20,7.21,7.20
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,7.00,nan,7.00
6.99,6.66,6.99,6.66
6.70,6.70,6.80,6.70
7.14,6.75,7.14,6.75
6.70,6.70,6.70,6.70
6.50,6.45,6.51,5.51
6.60,6.62,6.62,6.60
6.60,6.60,6.60,6.60
6.01,6.01,6.01,6.01
6.01,6.00,6.01,5.52
6.00,6.00,6.00,6.00
6.00,4.65,6.80,4.61
4.75,4.00,5.79,4.00
2.45,2.25,2.60,2.24
2.43,2.63,2.80,2.29
2.65,2.80,2.95,2.64
2.80,2.56,2.89,2.55
2.65,2.50,2.65,2.44
3.00,2.51,3.00,2.50
2.57,2.77,3.27,2.51
2.57,2.70,2.85,2.55
2.56,2.85,2.85,2.56
2.80,2.90,2.94,2.51
2.95,3.14,3.44,2.85
3.10,2.95,3.35,2.94
3.01,3.19,3.20,3.01
3.22,3.02,3.29,3.01
3.02,2.92,3.15,2.79
2.90,3.01,3.24,2.76
3.05,2.87,3.20,2.87
2.93,2.97,3.14,2.87
3.06,3.06,3.14,2.80
3.13,3.07,3.14,3.00
3.13,2.88,3.19,2.82
2.76,2.80,2.97,2.65
2.99,2.79,3.08,2.70
2.75,2.89,3.10,2.71
2.86,2.87,2.98,2.74
2.91,2.88,2.95,2.77
2.81,2.81,2.98,2.79
2.80,2.99,2.99,2.76
2.95,2.97,2.99,2.90
3.00,2.99,3.00,2.90
2.90,3.00,3.00,2.90
2.95,2.96,3.14,2.95
2.99,2.93,3.09,2.81
2.92,3.09,3.10,2.90
3.09,3.10,3.16,3.04
3.11,2.98,3.11,2.88
2.97,2.85,3.05,2.83
2.91,3.09,3.09,2.91
3.05,2.95,3.20,2.90
2.90,2.47,2.98,2.47
2.64,2.55,2.83,2.47
2.65,2.82,2.99,2.65
2.93,2.89,3.00,2.82
2.97,2.73,2.99,2.70
2.73,2.66,2.86,2.49
2.58,2.38,2.72,2.28
2.49,2.34,2.49,2.34
2.36,2.36,2.49,2.35
2.50,2.73,2.75,2.50
2.77,2.77,2.89,2.69
2.81,2.94,2.94,2.79
2.88,2.91,2.91,2.80
2.95,2.80,3.00,2.80
2.84,2.91,2.96,2.63
2.85,2.88,2.88,2.73
2.83,2.88,2.89,2.64
2.77,2.68,2.77,2.68
2.72,2.57,2.75,2.39
2.65,2.66,2.75,2.56
2.72,2.62,2.74,2.62
2.63,2.67,2.74,2.63
2.71,2.70,2.71,2.70
2.75,2.68,2.93,2.68
2.71,2.73,2.88,2.71
2.76,2.69,2.86,2.55
2.66,2.70,2.83,2.60
2.71,2.63,2.83,2.59
2.75,3.02,3.16,2.75
3.00,2.93,3.10,2.89
3.02,2.87,3.02,2.70
3.00,2.90,3.00,2.90
2.94,2.74,2.94,2.74
2.87,2.62,2.87,2.50
2.50,2.59,2.74,2.50
2.64,2.55,2.71,2.50
2.63,2.53,2.63,2.50
2.54,2.50,2.59,2.50
2.54,2.56,2.61,2.42
2.45,2.37,2.46,2.37
2.40,2.39,2.46,2.35
2.42,2.12,2.51,2.11
2.21,2.21,2.42,2.15
2.08,2.20,2.30,2.08
2.20,2.33,2.34,2.18
2.31,2.34,2.35,2.28
2.28,2.32,2.35,2.21
2.28,2.45,2.50,2.28
2.47,2.54,2.71,2.47
2.55,2.75,2.75,2.55
2.71,2.63,2.71,2.60
2.72,2.48,2.72,2.48
2.50,2.47,2.69,2.46
2.47,2.37,2.59,2.37
2.46,2.46,2.47,2.42
2.50,2.50,2.50,2.48
2.47,2.32,2.56,2.32
2.49,2.40,2.69,2.40
2.40,2.30,2.56,2.30
2.35,2.26,2.35,2.25
2.31,2.23,2.31,2.20
2.27,2.24,2.30,2.20
2.25,2.25,2.38,2.25
2.21,2.30,2.34,2.20
2.25,2.22,2.29,2.20
2.19,2.22,2.23,2.12
2.23,2.13,2.23,2.10
2.16,2.19,2.23,2.16
2.16,2.19,2.22,2.16
2.25,2.16,2.25,2.15
2.20,2.00,2.20,2.00
2.05,2.08,2.19,2.03
2.08,2.02,2.08,2.00
2.03,2.08,2.12,2.03
2.09,2.10,2.14,2.09
2.09,2.09,2.10,2.09
2.06,2.06,2.08,2.03
2.08,2.10,2.15,2.08
2.18,2.13,2.18,2.08
2.17,2.16,2.18,2.16
2.07,2.14,2.14,2.07
2.16,2.16,2.17,2.08
2.10,2.06,2.15,2.03
2.05,2.11,2.11,2.05
2.10,1.97,2.10,1.86
2.13,2.10,2.13,2.10
2.08,1.99,2.08,1.99
2.15,1.99,2.15,1.99
2.05,1.80,2.05,1.80
2.12,1.93,2.12,1.92
1.98,1.83,1.98,1.82
1.85,1.70,1.85,1.70
1.70,1.75,1.76,1.53
1.68,1.53,1.68,1.47
1.53,1.36,1.53,1.20
1.63,1.41,1.63,1.36
1.50,1.43,1.50,1.42
1.23,1.08,1.23,1.04
1.08,1.07,1.08,1.03
1.08,1.10,1.13,1.08
1.15,1.15,1.24,1.13
1.15,1.57,1.77,1.15
1.64,1.56,1.72,1.56
1.66,1.41,1.66,1.35
1.54,1.49,1.65,1.34
1.47,1.65,1.66,1.40
1.66,1.60,1.74,1.53
1.66,1.65,1.66,1.59
1.72,1.72,1.72,1.61
1.76,1.70,1.77,1.69
1.70,1.65,1.70,1.65
1.67,1.62,1.69,1.62
1.63,1.74,1.76,1.63
1.76,1.96,1.99,1.76
2.00,2.15,2.20,1.97
2.23,2.15,2.36,2.14
2.22,1.83,2.24,1.63
1.83,1.79,1.83,1.67
1.79,1.76,1.79,1.76
1.78,1.70,1.83,1.70
1.77,1.76,1.79,1.67
1.66,1.67,1.77,1.60
1.70,1.59,1.74,1.53
1.57,1.46,1.58,1.46
1.48,1.42,1.60,1.38
1.42,1.50,1.55,1.35
1.48,1.70,1.70,1.48
1.70,1.69,1.70,1.60
1.67,1.72,1.79,1.61
1.74,1.73,1.75,1.65
1.75,1.77,1.78,1.70
1.78,1.90,2.44,1.78
1.91,2.10,2.25,1.91
2.12,2.03,2.15,2.00
2.10,2.00,2.10,2.00
1.97,2.08,2.14,1.97
2.15,2.00,2.15,2.00
2.10,2.24,2.24,2.10
2.17,2.20,2.25,2.15
2.20,2.11,2.24,1.86
2.15,2.17,2.25,2.00
2.16,2.20,2.25,2.10
2.24,2.52,2.69,2.24
2.49,2.53,2.53,2.49
2.54,2.44,2.54,2.44
2.51,2.47,2.64,2.47
2.65,2.61,2.65,2.53
2.62,2.70,2.85,2.61
2.80,2.92,3.00,2.65
2.88,2.66,2.93,2.65
2.66,2.65,2.69,2.43
2.65,2.49,2.65,2.41
2.50,2.52,2.85,2.48
2.40,2.42,2.66,2.33
2.37,2.26,2.54,2.25
2.30,2.03,2.40,2.03
2.30,1.95,2.31,1.95
1.97,1.85,1.98,1.63
1.72,1.98,1.98,1.72
1.75,1.87,1.98,1.75
1.90,1.94,1.94,1.75
1.90,1.94,1.95,1.84
1.88,2.12,2.22,1.82
2.20,2.13,2.20,2.00
2.13,2.04,2.13,1.97
2.06,2.01,2.12,2.00
1.95,1.75,1.95,1.65
1.82,1.74,1.82,1.73
1.74,2.00,2.06,1.71
2.04,2.09,2.24,2.00
2.20,1.98,2.20,1.91
1.95,1.93,1.96,1.93
1.99,1.89,1.99,1.80
1.83,1.83,1.90,1.76
1.85,1.79,1.93,1.75
1.78,1.84,1.85,1.60
1.83,1.79,1.84,1.79
1.84,1.80,1.85,1.80
1.79,1.66,1.80,1.61
1.66,1.79,1.79,1.63
1.71,1.70,1.85,1.70
1.70,1.63,1.72,1.63
1.61,1.59,1.61,1.57
1.65,1.59,1.65,1.52
1.54,1.53,1.66,1.50
1.52,1.55,1.55,1.50
1.55,1.56,1.60,1.55
1.57,1.51,1.58,1.50
1.51,1.61,1.61,1.51
1.61,1.56,1.61,1.55
1.60,1.59,1.77,1.50
1.56,1.58,1.61,1.56
1.63,1.56,1.68,1.56
1.55,1.56,1.60,1.55
1.55,1.72,1.74,1.55
1.75,1.93,2.00,1.68
1.96,2.36,2.69,1.85
2.15,2.08,2.55,2.07
2.09,1.70,2.20,1.70
1.84,1.67,1.84,1.66
1.72,1.68,1.74,1.67
1.70,1.78,1.97,1.70
1.89,1.82,1.92,1.75
1.93,1.71,1.93,1.71
1.78,1.74,1.82,1.73
1.78,1.77,1.92,1.71
1.82,1.88,1.96,1.82
1.87,1.78,1.91,1.73
1.79,1.77,1.79,1.70
1.80,1.78,1.85,1.78
1.83,1.79,1.88,1.77
1.80,1.80,1.84,1.78
1.76,1.75,1.84,1.74
1.75,1.80,1.81,1.63
1.80,1.90,1.90,1.67
1.90,1.93,2.03,1.90
2.00,2.03,2.05,1.80
2.00,2.02,2.04,1.86
2.10,2.12,2.50,1.91
2.12,2.16,2.33,2.10
2.20,2.22,2.28,2.04
2.25,2.25,2.50,2.20
2.26,2.27,2.27,2.15
2.21,2.15,2.27,2.10
2.22,2.20,2.30,2.14
2.20,2.15,2.26,2.15
2.20,2.15,2.23,2.10
2.10,1.96,2.10,1.80
1.95,2.00,2.04,1.91
2.07,1.91,2.07,1.85
1.87,1.89,1.94,1.82
1.88,1.97,2.17,1.86
1.90,2.00,2.09,1.86
2.01,2.10,2.11,1.88
2.02,2.07,2.07,1.95
2.05,2.07,2.07,1.96
2.00,1.99,2.03,1.97
1.99,2.00,2.00,1.98
2.00,1.97,2.00,1.97
1.98,2.03,2.05,1.98
2.01,2.02,2.07,1.98
1.98,2.05,2.05,1.98
2.07,1.99,2.07,1.99
1.96,1.99,2.05,1.96
2.00,1.90,2.00,1.90
1.96,2.08,2.10,1.96
1.97,2.01,2.07,1.97
2.10,2.09,2.10,1.96
1.97,2.01,2.01,1.95
1.96,1.95,1.98,1.92
1.95,1.98,2.06,1.95
1.97,2.08,2.08,1.97
2.10,2.03,2.10,1.97
2.07,2.08,2.08,2.02
2.10,2.02,2.12,1.95
2.02,2.07,2.08,2.02
2.04,1.96,2.04,1.95
2.00,2.02,2.02,1.99
2.05,2.07,2.10,2.01
2.05,1.97,2.05,1.97
2.00,1.94,2.00,1.90
1.96,1.97,2.01,1.95
1.98,1.98,1.98,1.95
1.91,1.94,1.98,1.90
1.95,1.94,1.96,1.94
1.89,1.96,2.01,1.89
1.99,2.02,2.02,1.99
2.00,2.00,2.02,2.00
1.96,1.99,1.99,1.96
1.95,2.00,2.00,1.95
2.00,1.96,2.01,1.93
1.91,1.91,1.91,1.91
1.92,1.90,1.92,1.88
1.91,1.88,1.91,1.88
1.88,1.88,1.88,1.88
1.90,1.83,1.90,1.81
1.84,1.83,1.84,1.83
1.83,1.89,1.89,1.80
1.90,1.96,1.96,1.90
1.95,2.25,2.25,1.95
2.24,2.16,2.25,1.88
2.07,2.01,2.15,2.00
2.12,2.05,2.12,2.02
2.02,2.03,2.50,2.02
2.50,2.14,2.50,2.04
2.08,2.23,2.39,2.08
2.22,2.20,2.27,2.10
2.25,2.29,2.30,2.25
2.20,2.10,2.20,2.09
2.07,2.18,2.18,2.07
2.22,2.17,2.22,2.17
2.16,2.18,2.23,2.16
2.16,2.22,2.22,2.09
2.22,2.26,2.32,2.22
2.27,2.38,2.44,2.26
2.27,2.55,2.67,2.27
2.59,2.51,2.79,2.50
2.52,2.31,2.74,2.30
2.36,2.42,2.42,2.30
2.40,2.41,2.41,2.26
2.40,2.40,2.41,2.40
2.35,2.33,2.41,2.31
2.35,2.35,2.40,2.32
2.36,2.27,2.44,2.25
2.25,2.29,2.34,2.25
2.31,2.35,2.36,2.30
2.31,2.49,2.50,2.31
2.50,2.46,2.51,2.46
2.46,2.56,2.60,2.46
2.50,2.64,2.74,2.50
2.63,2.87,2.87,2.63
2.90,3.10,3.25,2.82
3.40,3.21,3.40,3.12
3.03,3.25,3.41,2.75
