RVSB,Riverview Bancorp Inc - Common Stock,NASDAQ
2.45,2.45,2.50,2.45
2.50,2.53,2.53,2.41
2.51,2.42,2.51,2.42
2.51,2.50,2.53,2.50
2.57,2.54,2.57,2.53
2.54,2.53,2.55,2.50
2.55,2.51,2.55,2.51
2.53,2.47,2.55,2.47
2.47,2.43,2.55,2.29
2.42,2.42,2.43,2.37
2.37,2.44,2.44,2.37
2.44,2.44,2.45,2.40
2.41,2.52,2.57,2.30
2.56,2.75,2.75,2.55
2.73,2.85,2.89,2.71
2.85,2.83,2.85,2.79
2.79,2.79,2.83,2.75
2.76,2.84,2.85,2.71
2.84,2.85,2.85,2.72
2.85,2.76,2.85,2.72
2.79,2.72,2.79,2.71
2.71,2.83,2.83,2.71
2.79,2.74,2.83,2.72
2.81,2.96,2.96,2.72
2.89,2.90,2.90,2.84
2.85,2.85,2.85,2.77
2.82,2.76,2.82,2.76
2.70,2.51,2.70,2.51
2.54,2.60,2.65,2.53
2.66,2.70,2.71,2.60
2.73,2.63,2.77,2.63
2.65,2.72,2.72,2.63
2.76,2.72,2.76,2.65
2.67,2.68,2.76,2.66
2.69,2.69,2.76,2.69
2.73,2.69,2.76,2.69
2.72,2.77,2.77,2.70
2.75,2.77,2.79,2.75
2.75,2.75,2.75,2.75
2.75,2.71,2.75,2.70
2.75,2.70,2.75,2.70
2.67,2.66,2.74,2.65
2.65,2.63,2.70,2.63
2.69,2.65,2.69,2.60
2.70,2.70,2.78,2.61
2.71,2.65,2.71,2.63
2.72,2.66,2.74,2.62
2.61,2.53,2.65,2.50
2.57,2.68,2.70,2.51
2.68,2.56,2.68,2.56
2.62,2.68,2.69,2.62
2.67,2.68,2.70,2.55
2.69,2.69,2.69,2.69
2.69,2.63,2.69,2.57
2.63,2.70,2.74,2.63
2.74,2.73,2.74,2.61
2.68,2.73,2.73,2.67
2.73,2.71,2.74,2.71
2.71,2.77,2.79,2.70
2.77,2.75,2.78,2.71
2.75,2.72,2.77,2.72
2.71,2.75,2.75,2.69
2.76,2.73,2.77,2.73
2.70,2.70,2.75,2.61
2.68,2.70,2.70,2.68
2.65,2.67,2.69,2.61
2.70,2.77,2.78,2.60
2.71,2.73,2.73,2.67
2.69,2.69,2.72,2.62
2.66,2.61,2.66,2.61
2.60,2.63,2.70,2.60
2.64,2.69,2.70,2.60
2.65,2.69,2.70,2.65
2.66,2.60,2.67,2.60
2.58,2.59,2.62,2.55
2.55,2.51,2.60,2.50
2.50,2.53,2.55,2.45
2.53,2.63,2.63,2.51
2.61,2.59,2.70,2.46
2.62,2.60,2.65,2.58
2.57,2.70,2.70,2.47
2.66,2.63,2.66,2.54
2.52,2.67,2.67,2.40
2.64,2.67,2.67,2.51
2.66,2.65,2.69,2.64
2.68,2.74,2.74,2.61
2.72,2.69,2.74,2.65
2.66,2.69,2.69,2.62
2.71,2.73,2.75,2.71
2.75,2.74,2.75,2.71
2.71,2.69,2.75,2.69
2.68,2.75,2.78,2.68
2.66,2.60,2.66,2.54
2.62,2.66,2.70,2.62
2.62,2.61,2.68,2.58
2.65,2.65,2.67,2.60
2.61,2.62,2.66,2.60
2.60,2.63,2.68,2.59
2.61,2.66,2.66,2.58
2.63,2.70,2.70,2.62
2.70,2.60,2.70,2.60
2.61,2.63,2.66,2.60
2.73,2.72,2.73,2.66
2.61,2.61,2.61,2.61
2.66,2.71,2.73,2.64
2.71,2.71,2.71,2.68
2.68,2.73,2.74,2.68
2.75,2.73,2.75,2.73
2.72,2.72,2.72,2.71
2.72,2.70,2.72,2.61
2.69,2.71,2.71,2.68
2.67,2.74,2.78,2.67
2.76,2.76,2.76,2.76
2.70,2.70,2.73,2.70
2.70,2.75,2.78,2.70
2.75,2.77,2.77,2.74
2.75,2.77,2.77,2.75
2.75,2.75,2.76,2.73
2.79,2.77,2.79,2.75
2.76,2.75,2.77,2.75
2.75,2.78,2.78,2.75
2.73,2.76,2.78,2.73
2.75,2.78,2.78,2.75
2.76,2.80,2.80,2.76
2.81,2.88,3.00,2.81
2.85,2.98,3.04,2.85
2.95,2.93,2.96,2.90
2.93,2.93,2.93,2.90
2.92,2.90,2.93,2.90
2.93,2.94,3.00,2.76
2.90,2.90,2.95,2.90
2.94,2.95,2.98,2.86
2.92,2.94,2.98,2.80
2.94,2.93,2.94,2.81
2.91,2.90,2.91,2.84
2.86,2.83,2.93,2.76
2.84,2.89,2.89,2.82
2.92,2.86,2.93,2.80
2.90,2.89,2.90,2.82
2.90,2.87,2.90,2.82
2.84,2.82,2.92,2.82
2.86,2.83,3.00,2.83
2.88,2.92,3.10,2.88
3.00,3.09,3.09,2.99
3.00,3.14,3.14,3.00
3.17,3.04,3.20,3.04
3.06,3.09,3.10,3.02
3.03,3.09,3.09,3.02
3.11,3.18,3.25,3.04
3.13,3.13,3.22,3.11
3.10,3.06,3.12,3.06
3.05,3.09,3.13,3.05
3.12,3.15,3.17,3.11
3.11,3.15,3.16,3.11
3.11,3.18,3.19,3.11
3.17,3.13,3.17,3.03
3.15,3.17,3.19,3.12
3.12,3.23,3.23,3.10
3.24,3.18,3.24,3.12
3.22,3.21,3.22,3.15
3.22,3.23,3.30,3.17
3.26,3.25,3.30,3.19
3.30,3.29,3.30,3.21
3.25,3.36,3.42,3.25
3.39,3.36,3.40,3.32
3.49,3.45,3.49,3.33
3.45,3.42,3.45,3.42
3.41,3.40,3.45,3.39
3.40,3.39,3.42,3.36
3.42,3.40,3.42,3.36
3.43,3.38,3.43,3.37
3.36,3.35,3.39,3.34
3.38,3.39,3.44,3.33
3.36,3.39,3.45,3.36
3.37,3.38,3.44,3.36
3.37,3.44,3.45,3.37
3.45,3.44,3.46,3.42
3.44,3.43,3.45,3.43
3.41,3.41,3.44,3.40
3.45,3.45,3.45,3.38
3.45,3.40,3.45,3.39
3.39,3.41,3.45,3.39
3.39,3.39,3.39,3.20
3.38,3.42,3.42,3.35
3.38,3.41,3.42,3.33
3.45,3.41,3.45,3.35
3.44,3.41,3.44,3.33
3.40,3.38,3.41,3.35
3.39,3.36,3.39,3.35
3.40,3.42,3.42,3.38
3.40,3.40,3.42,3.35
3.44,3.40,3.44,3.40
3.40,3.38,3.41,3.38
3.39,3.40,3.40,3.39
3.42,3.49,3.50,3.40
3.50,3.43,3.50,3.40
3.45,3.45,3.49,3.42
3.48,3.42,3.48,3.35
3.38,3.40,3.40,3.37
3.37,3.38,3.42,3.36
3.35,3.41,3.41,3.35
3.42,3.44,3.45,3.37
3.44,3.45,3.45,3.34
3.45,3.49,3.49,3.43
3.45,3.47,3.47,3.42
3.46,3.44,3.46,3.44
3.41,3.43,3.43,3.33
3.37,3.39,3.39,3.36
3.39,3.40,3.47,3.38
3.40,3.48,3.49,3.39
3.45,3.59,3.85,3.45
3.65,3.60,3.65,3.59
3.79,3.54,3.79,3.54
3.55,3.49,3.55,3.44
3.51,3.43,3.54,3.41
3.48,3.45,3.51,3.42
3.42,3.48,3.48,3.42
3.47,3.45,3.47,3.37
3.54,3.63,3.73,3.54
3.69,3.76,3.80,3.64
3.80,3.75,3.80,3.75
3.75,3.78,3.82,3.67
3.74,3.69,3.74,3.61
3.74,3.70,3.77,3.69
3.74,3.72,3.85,3.70
3.73,3.79,3.85,3.72
3.80,3.75,3.83,3.75
3.75,3.73,3.75,3.69
3.75,3.67,3.79,3.63
3.70,3.68,3.80,3.63
3.68,3.70,3.70,3.68
3.70,3.71,3.76,3.66
3.74,3.74,3.75,3.71
3.71,3.72,3.73,3.65
3.77,3.74,3.78,3.72
3.75,3.73,3.77,3.72
3.73,3.70,3.73,3.70
3.66,3.71,3.72,3.66
3.63,3.66,3.74,3.63
3.63,3.69,3.71,3.63
3.72,3.71,3.72,3.69
3.74,3.74,3.81,3.73
3.71,3.71,3.79,3.70
3.71,3.73,3.79,3.71
3.76,3.79,3.80,3.73
3.85,3.79,3.85,3.74
3.77,3.75,3.78,3.73
3.73,3.77,3.79,3.71
3.74,3.77,3.80,3.70
3.72,3.72,3.79,3.68
3.78,3.78,3.80,3.73
3.67,3.73,3.80,3.67
3.72,3.79,3.79,3.69
3.78,3.71,3.78,3.71
3.75,3.68,3.75,3.66
3.65,3.64,3.70,3.63
3.65,3.76,3.77,3.56
3.76,4.03,4.03,3.75
4.00,3.88,4.00,3.87
3.95,3.98,4.00,3.95
3.95,3.92,4.00,3.91
3.96,3.95,3.96,3.94
3.99,3.93,4.00,3.90
3.90,3.90,3.96,3.85
3.93,3.91,3.93,3.86
3.86,3.95,3.95,3.85
3.90,3.85,3.95,3.80
3.88,3.91,3.96,3.86
3.91,3.90,3.99,3.89
3.96,3.92,3.96,3.90
3.92,3.90,3.92,3.86
3.89,3.84,3.89,3.83
3.87,3.83,3.90,3.80
3.90,3.86,3.90,3.85
3.85,3.81,3.86,3.76
3.90,3.82,3.90,3.76
3.86,3.84,3.88,3.77
3.84,3.83,3.85,3.78
3.81,3.81,3.86,3.78
3.78,3.87,3.90,3.78
3.79,3.82,3.89,3.79
3.76,3.84,3.86,3.76
3.80,3.74,3.83,3.68
3.71,3.67,3.76,3.62
3.63,3.72,3.75,3.63
3.68,3.67,3.70,3.60
3.66,3.78,3.82,3.66
3.78,3.79,3.79,3.73
3.78,3.75,3.78,3.71
3.75,3.73,3.75,3.73
3.68,3.72,3.75,3.68
3.71,3.74,3.74,3.69
3.71,3.72,3.75,3.69
3.70,3.74,3.76,3.70
3.71,3.72,3.75,3.70
3.67,3.76,3.76,3.66
3.73,3.76,3.79,3.71
3.73,3.75,3.76,3.72
3.79,3.78,3.79,3.78
3.77,3.77,3.79,3.75
3.80,3.80,3.81,3.78
3.79,3.84,3.84,3.77
3.84,3.81,3.84,3.79
3.84,3.83,3.84,3.80
3.83,3.83,3.84,3.82
3.83,3.84,3.84,3.82
3.81,3.90,3.90,3.81
3.83,3.85,3.90,3.78
3.87,3.87,3.89,3.80
3.90,3.85,3.91,3.85
3.90,3.86,3.90,3.80
3.87,3.78,3.87,3.77
3.81,3.82,3.83,3.79
3.86,3.88,3.89,3.77
3.89,3.86,3.90,3.84
3.86,3.87,3.91,3.81
3.90,3.86,3.91,3.85
3.89,3.85,3.90,3.81
3.82,3.89,3.93,3.82
3.88,3.88,3.88,3.83
3.81,3.90,3.93,3.78
3.96,3.98,4.09,3.85
4.00,3.99,4.00,3.86
3.95,3.88,3.96,3.88
3.85,3.91,3.95,3.85
3.92,3.97,3.98,3.92
3.91,4.02,4.02,3.91
3.95,4.00,4.04,3.95
3.96,4.05,4.05,3.95
4.05,3.99,4.07,3.99
3.91,3.97,3.99,3.90
3.96,3.94,4.02,3.91
3.91,3.99,4.00,3.91
3.96,3.95,4.00,3.90
3.88,3.94,3.98,3.88
3.90,3.97,4.04,3.90
3.98,3.97,3.99,3.92
3.97,3.97,4.05,3.96
4.00,3.97,4.04,3.92
3.97,3.96,3.99,3.94
3.97,3.95,3.99,3.93
3.95,3.91,4.00,3.87
3.94,3.88,3.95,3.87
3.75,3.84,3.92,3.30
3.87,4.00,4.03,3.86
4.02,4.07,4.08,4.00
4.05,4.18,4.22,4.05
4.20,4.15,4.20,4.12
4.19,4.19,4.20,4.13
4.17,4.13,4.17,4.13
4.14,4.14,4.16,4.07
4.15,4.15,4.20,4.13
4.20,4.16,4.20,4.14
4.15,4.18,4.18,4.15
4.16,4.16,4.17,4.16
4.19,4.14,4.19,4.08
4.15,4.12,4.18,4.10
4.13,4.11,4.13,4.02
4.03,4.15,4.15,4.03
4.16,4.06,4.20,4.06
4.12,4.14,4.14,4.07
4.10,4.26,4.34,4.10
4.29,4.18,4.35,4.18
4.18,4.20,4.25,4.10
4.26,4.21,4.26,4.20
4.16,4.17,4.20,4.06
4.13,4.20,4.22,4.13
4.13,4.15,4.32,4.13
4.07,4.20,4.33,4.07
4.32,4.28,4.33,4.21
4.30,4.16,4.40,4.16
4.08,4.19,4.25,4.08
4.21,4.18,4.21,4.18
4.21,4.26,4.35,4.17
4.20,4.27,4.39,4.20
4.33,4.36,4.45,4.25
4.38,4.33,4.38,4.28
4.33,4.35,4.39,4.33
4.41,4.46,4.50,4.41
4.50,4.48,4.50,4.32
4.44,4.43,4.47,4.32
4.45,4.49,4.50,4.37
4.43,4.47,4.50,4.43
4.50,4.49,4.50,4.47
4.50,4.45,4.50,4.45
4.43,4.47,4.50,4.43
4.43,4.48,4.48,4.43
4.53,4.42,4.53,4.17
4.55,4.40,4.55,4.35
4.37,4.49,4.50,4.36
4.50,4.40,4.50,4.40
4.43,4.40,4.43,4.35
4.40,4.43,4.43,4.38
4.38,4.35,4.42,4.35
4.39,4.40,4.40,4.29
4.35,4.32,4.48,4.32
4.28,4.47,4.49,4.26
4.35,4.38,4.44,4.31
4.35,4.34,4.55,4.26
4.26,4.40,4.41,4.26
4.27,4.47,4.49,4.24
4.44,4.35,4.52,4.35
4.42,4.35,4.48,4.32
4.42,4.39,4.47,4.39
4.33,4.43,4.48,4.33
4.46,4.47,4.48,4.46
4.35,4.40,4.55,4.33
4.43,4.48,4.55,4.38
4.46,4.46,4.46,4.46
4.55,4.43,4.55,4.40
4.44,4.37,4.49,4.34
4.55,4.45,4.55,4.45
4.34,4.40,4.48,4.32
4.39,4.32,4.46,4.27
4.33,4.36,4.47,4.27
4.36,4.36,4.44,4.32
4.44,4.48,4.54,4.38
4.49,4.48,4.55,4.29
4.48,4.51,4.55,4.30
4.54,4.43,4.54,4.39
4.43,4.41,4.49,4.32
4.44,4.40,4.49,4.33
4.38,4.47,4.47,4.38
4.47,4.38,4.47,4.35
4.36,4.49,4.49,4.36
4.37,4.50,4.50,4.37
4.52,4.51,4.76,4.38
4.50,4.48,4.50,4.48
4.53,4.54,4.55,4.50
4.54,4.74,4.75,4.54
4.66,4.65,4.69,4.53
4.70,4.68,4.70,4.66
4.56,4.70,4.70,4.55
4.70,4.57,4.70,4.48
4.59,4.64,4.74,4.54
4.70,4.67,4.70,4.64
4.69,4.66,4.70,4.60
4.67,4.67,4.68,4.64
4.69,4.65,4.70,4.65
4.60,4.69,4.69,4.52
4.61,4.52,4.68,4.52
4.50,4.50,4.57,4.50
4.50,4.49,4.53,4.45
4.46,4.46,4.53,4.46
4.47,4.43,4.58,4.42
4.64,4.55,4.64,4.50
4.55,4.49,4.55,4.48
4.50,4.50,4.55,4.46
4.42,4.41,4.50,4.40
4.37,4.48,4.55,4.37
4.48,4.51,4.51,4.44
4.47,4.52,4.54,4.46
4.50,4.49,4.50,4.42
4.45,4.47,4.47,4.45
4.36,4.49,4.49,4.36
4.40,4.41,4.47,4.34
4.39,4.42,4.43,4.39
4.40,4.42,4.42,4.35
4.42,4.43,4.43,4.36
4.37,4.48,4.48,4.34
4.46,4.44,4.46,4.35
4.44,4.46,4.46,4.35
4.47,4.40,4.48,4.40
4.44,4.30,4.44,4.05
4.29,4.40,4.40,4.25
4.26,4.31,4.43,4.26
4.32,4.29,4.34,4.27
4.20,4.32,4.40,4.20
4.34,4.44,4.52,4.34
4.34,4.37,4.41,4.30
4.35,4.48,4.48,4.33
4.40,4.41,4.48,4.33
4.38,4.50,4.50,4.35
4.42,4.50,4.50,4.38
4.48,4.47,4.50,4.40
4.40,4.47,4.49,4.38
4.40,4.50,4.50,4.38
4.40,4.42,4.49,4.38
4.41,4.39,4.45,4.38
4.40,4.26,4.40,4.24
4.19,4.15,4.31,4.10
4.12,4.13,4.21,4.11
4.16,4.16,4.24,4.12
4.12,4.20,4.26,4.12
4.11,4.21,4.24,4.10
4.17,4.15,4.42,4.15
4.17,4.08,4.24,4.06
4.02,4.11,4.19,4.00
4.14,4.14,4.30,4.04
4.12,4.20,4.24,4.12
4.21,4.23,4.23,4.15
4.27,4.14,4.27,4.14
4.10,4.11,4.25,4.09
4.10,4.23,4.23,4.10
4.19,4.14,4.30,4.14
4.16,4.20,4.39,4.16
4.38,4.24,4.39,4.13
4.21,4.20,4.40,4.18
4.21,4.26,4.40,4.20
4.30,4.27,4.30,4.10
4.30,4.16,4.34,4.11
4.23,4.37,4.39,4.18
4.25,4.28,4.32,4.25
4.15,4.47,4.47,4.15
4.41,4.21,4.41,4.18
4.29,4.27,4.30,4.24
4.35,4.25,4.35,4.18
4.28,4.26,4.36,4.18
4.27,4.34,4.35,4.15
4.25,4.25,4.30,4.25
4.16,4.28,4.34,4.16
4.30,4.21,4.38,4.21
4.28,4.30,4.32,4.28
4.35,4.30,4.35,4.19
4.30,4.30,4.30,4.29
4.30,4.15,4.45,4.11
4.37,4.30,4.38,4.28
4.38,4.45,4.45,4.30
4.36,4.27,4.44,4.24
4.23,4.28,4.28,4.19
4.30,4.31,4.33,4.30
4.32,4.30,4.32,4.27
4.27,4.20,4.27,4.20
4.18,4.22,4.30,4.08
4.25,4.22,4.44,4.22
4.30,4.24,4.30,4.22
4.25,4.23,4.36,4.19
4.20,4.23,4.30,4.20
4.19,4.20,4.24,4.15
4.28,4.23,4.38,4.23
4.22,4.37,4.44,4.22
4.26,4.31,4.37,4.26
4.38,4.33,4.40,4.32
4.30,4.27,4.35,4.26
4.21,4.22,4.25,4.21
4.23,4.25,4.30,4.23
4.20,4.25,4.26,4.15
4.25,4.26,4.34,4.25
4.26,4.30,4.42,4.25
4.25,4.27,4.27,4.25
4.20,4.38,4.43,4.20
4.32,4.41,4.41,4.29
4.37,4.40,4.41,4.37
4.34,4.37,4.41,4.34
4.40,4.49,4.50,4.37
4.50,4.45,4.50,4.35
4.43,4.43,4.47,4.35
4.36,4.43,4.45,4.35
4.36,4.44,4.44,4.35
4.41,4.46,4.46,4.26
4.43,4.45,4.45,4.25
4.32,4.39,4.45,4.32
4.29,4.32,4.50,4.29
4.26,4.42,4.50,4.25
4.42,4.42,4.42,4.30
4.37,4.42,4.45,4.35
4.40,4.45,4.47,4.35
4.45,4.42,4.46,4.35
4.42,4.34,4.43,4.25
4.30,4.25,4.40,4.25
4.25,4.21,4.37,4.20
4.24,4.21,4.32,4.21
4.21,4.24,4.32,4.21
4.28,4.23,4.31,4.22
4.25,4.22,4.29,4.22
4.20,4.41,4.50,4.20
4.40,4.36,4.48,4.21
4.48,4.35,4.50,4.26
4.28,4.26,4.49,4.26
4.26,4.28,4.36,4.25
4.29,4.26,4.33,4.25
4.24,4.37,4.40,4.24
4.31,4.44,4.54,4.20
4.46,4.62,4.75,4.46
4.69,4.75,4.95,4.65
4.72,4.82,4.90,4.58
4.83,4.83,4.84,4.50
4.74,4.77,4.95,4.74
4.75,4.92,4.95,4.75
4.91,5.11,5.48,4.90
5.11,5.11,5.22,5.11
5.15,4.99,5.17,4.91
4.95,4.93,5.00,4.84
4.92,4.86,4.96,4.86
4.90,4.89,5.00,4.87
4.90,4.96,5.00,4.87
4.97,4.83,4.99,4.83
4.86,4.92,5.01,4.86
4.92,4.85,4.94,4.62
4.87,4.84,4.99,4.41
4.86,4.88,4.94,4.86
4.81,4.85,4.86,4.80
4.80,4.90,4.92,4.80
4.91,4.72,4.91,4.72
4.74,4.88,4.89,4.74
4.79,4.72,4.88,4.63
4.75,4.72,4.96,4.71
4.62,4.72,4.80,4.62
4.75,4.87,5.00,4.70
4.80,4.81,4.89,4.80
4.75,4.85,5.00,4.75
4.80,4.95,4.95,4.80
4.92,4.82,4.95,4.70
4.87,4.82,4.90,4.82
4.80,4.82,4.94,4.79
4.75,4.61,4.85,4.61
4.66,4.72,4.72,4.57
4.63,4.55,4.63,4.51
4.63,4.72,4.72,4.63
4.72,4.56,4.72,4.52
4.69,4.58,4.69,4.58
4.58,4.59,4.59,4.58
4.50,4.37,4.62,4.37
4.37,4.51,4.58,4.36
4.51,4.61,4.61,4.51
4.52,4.63,4.64,4.52
4.58,4.50,4.58,4.30
4.46,4.53,4.54,4.46
4.50,4.58,4.58,4.45
4.57,4.51,4.57,4.51
4.51,4.54,4.59,4.51
4.49,4.37,4.49,4.25
4.35,4.43,4.43,4.35
4.36,4.37,4.40,4.35
4.40,4.40,4.40,4.39
4.40,4.35,4.44,4.35
4.35,4.35,4.49,4.35
4.53,4.39,4.54,4.35
4.40,4.37,4.50,4.37
4.36,4.36,4.36,4.36
4.35,4.67,4.73,4.35
4.42,4.41,4.42,4.41
4.48,4.49,4.74,4.41
4.55,4.60,4.65,4.41
4.41,4.65,4.67,4.41
4.57,4.62,4.67,4.50
4.59,4.66,4.75,4.57
4.63,4.65,4.75,4.63
4.66,4.69,4.75,4.66
4.53,4.63,4.73,4.48
4.53,4.65,4.68,4.53
4.56,4.71,4.78,4.56
4.70,4.76,4.76,4.66
4.61,4.70,4.75,4.61
4.59,4.60,4.70,4.59
4.52,4.49,4.56,4.48
4.58,4.46,4.58,4.39
4.48,4.54,4.54,4.46
4.49,4.40,4.49,4.31
4.49,4.40,4.49,4.35
4.40,4.45,4.48,4.28
4.46,4.45,4.59,4.45
4.50,4.50,4.51,4.48
4.52,4.50,4.52,4.50
4.42,4.33,4.52,4.31
4.37,4.42,4.48,4.37
4.52,4.42,4.52,4.42
4.47,4.32,4.47,4.32
4.30,4.40,4.43,4.30
4.45,4.41,4.54,4.39
4.38,4.50,4.50,4.36
4.43,4.47,4.47,4.35
4.33,4.35,4.47,4.33
4.35,4.39,4.39,4.35
4.38,4.38,4.38,4.38
4.41,4.36,4.41,4.35
4.35,4.33,4.37,4.26
4.15,4.25,4.29,4.15
4.27,4.30,4.30,4.25
4.29,4.25,4.44,4.20
4.21,4.40,4.40,4.20
4.23,4.26,4.26,4.23
4.26,4.21,4.46,4.21
4.29,4.21,4.43,4.17
4.44,4.26,4.44,4.21
4.37,4.25,4.37,4.25
4.34,4.27,4.36,4.26
4.46,4.26,4.49,4.25
4.26,4.34,4.35,4.25
4.36,4.28,4.44,4.22
4.40,4.30,4.44,4.30
4.37,4.31,4.44,4.31
4.43,4.36,4.43,4.36
4.25,4.24,4.36,4.24
4.33,4.34,4.35,4.28
4.29,4.33,4.33,4.25
4.26,4.33,4.33,4.26
4.33,4.33,4.33,4.33
4.26,4.33,4.33,4.26
4.34,4.37,4.37,4.33
4.35,4.35,4.36,4.31
4.37,4.27,4.49,4.27
4.29,4.28,4.35,4.27
4.28,4.28,4.28,4.28
4.34,4.28,4.35,4.28
4.28,4.28,4.28,4.28
4.27,4.30,4.46,4.26
4.35,4.35,4.41,4.31
4.42,4.40,4.49,4.40
4.43,4.20,4.49,4.20
4.35,4.33,4.47,4.28
4.42,4.42,4.44,4.27
4.44,4.57,4.60,4.39
4.56,4.44,4.60,4.44
4.44,4.44,4.44,4.44
4.59,4.66,4.71,4.48
4.60,4.75,4.75,4.58
4.72,4.81,4.93,4.46
4.58,4.60,4.60,4.55
4.61,4.62,4.78,4.61
4.80,4.51,4.80,4.51
4.50,4.54,4.76,4.50
4.75,4.50,4.75,4.49
4.76,4.62,4.76,4.62
4.50,4.55,4.60,4.49
4.54,4.46,4.54,4.41
4.50,4.47,4.60,4.46
4.46,4.50,4.72,4.46
4.51,4.50,4.52,4.49
4.49,4.51,4.51,4.49
4.50,4.36,4.55,4.36
4.37,4.36,4.50,4.31
4.32,4.31,4.42,4.30
4.47,4.30,4.47,4.30
4.35,4.35,4.40,4.35
4.44,4.30,4.44,4.25
4.41,4.30,4.41,4.28
4.37,4.38,4.38,4.34
4.37,4.44,4.55,4.37
4.37,4.44,4.55,4.37
4.40,4.55,4.55,4.40
4.49,4.56,4.69,4.47
4.59,4.61,4.68,4.59
4.65,4.62,4.65,4.61
4.65,4.68,4.68,4.62
4.61,4.69,4.70,4.61
4.71,4.76,4.78,4.71
4.76,4.78,4.82,4.73
4.61,4.78,4.82,4.61
4.82,4.81,4.85,4.80
4.80,4.72,4.85,4.72
4.78,4.66,4.86,4.66
4.74,4.69,4.78,4.65
4.69,4.69,4.75,4.69
4.70,4.72,4.75,4.60
4.72,4.89,4.89,4.63
4.74,4.70,4.83,4.65
4.74,4.75,4.84,4.62
4.62,4.72,4.75,4.62
4.65,4.77,4.77,4.65
4.79,4.85,4.88,4.71
4.86,4.78,4.86,4.78
4.79,4.80,4.80,4.79
4.69,4.77,4.79,4.65
4.58,4.84,4.84,4.58
4.76,4.75,4.80,4.75
4.75,4.65,4.75,4.62
4.65,4.66,4.74,4.65
4.67,4.65,4.73,4.65
4.75,4.75,4.75,4.63
4.65,4.67,4.67,4.65
4.74,4.70,4.74,4.65
4.73,4.73,4.74,4.69
4.71,4.73,4.75,4.71
4.65,4.79,4.79,4.65
4.80,4.77,4.85,4.77
4.70,4.76,4.84,4.70
4.82,4.82,4.82,4.82
4.86,4.87,5.05,4.85
4.75,4.79,4.93,4.75
4.90,4.94,4.94,4.87
4.90,4.91,4.92,4.90
4.90,4.95,4.95,4.90
4.90,4.92,4.94,4.88
4.96,4.78,4.96,4.61
4.81,4.85,4.86,4.77
4.85,4.81,4.85,4.81
4.80,4.80,4.80,4.80
4.80,4.82,4.91,4.80
4.88,4.80,4.88,4.80
4.85,4.80,4.87,4.80
4.76,4.81,4.89,4.76
4.87,4.80,4.87,4.80
4.85,4.69,4.85,4.69
4.77,4.81,4.85,4.77
4.83,4.81,4.89,4.80
4.77,4.81,4.87,4.77
4.85,4.82,4.85,4.79
4.82,4.85,4.87,4.80
4.95,4.87,4.95,4.83
4.86,4.87,4.88,4.81
4.89,4.81,4.90,4.81
4.80,4.90,4.93,4.80
4.87,4.97,5.03,4.87
4.89,4.93,5.02,4.89
4.95,4.96,5.00,4.86
4.99,4.95,5.00,4.95
4.96,5.04,5.10,4.93
5.09,5.16,5.19,5.08
5.11,5.20,5.20,5.11
5.20,5.34,5.34,5.20
5.34,5.41,5.44,5.34
5.42,5.18,5.42,5.18
5.15,5.19,5.20,5.01
5.18,5.11,5.18,5.10
5.10,5.25,5.28,4.91
5.19,5.27,5.27,5.19
5.27,5.25,5.27,5.17
5.24,5.24,5.27,5.20
5.22,5.22,5.26,5.05
5.25,5.16,5.26,5.14
5.19,5.15,5.19,5.15
5.17,5.11,5.17,5.06
5.07,5.07,5.15,5.06
5.09,5.14,5.24,5.09
5.17,5.14,5.23,5.01
5.05,5.16,5.24,5.02
5.13,5.09,5.23,5.04
5.10,5.22,5.22,5.10
5.20,5.25,5.27,5.20
5.24,5.24,5.30,5.15
5.23,5.21,5.29,5.21
5.19,5.28,5.29,5.19
5.27,5.20,5.27,5.12
5.22,5.30,5.30,5.22
5.26,5.22,5.34,5.22
5.22,5.29,5.29,5.16
5.39,5.38,5.46,5.25
5.34,5.47,5.53,5.33
5.34,5.37,5.52,5.30
5.42,5.49,5.49,5.39
5.49,5.38,5.67,5.35
5.35,5.50,5.50,5.26
5.48,5.57,5.60,5.48
5.57,5.67,5.67,5.55
5.61,5.63,5.75,5.61
5.69,5.60,5.69,5.48
5.58,5.63,5.69,5.57
5.60,5.49,5.60,5.49
5.49,5.57,5.57,5.49
5.54,5.62,5.65,5.54
5.60,5.59,5.62,5.52
5.55,5.56,5.66,5.53
5.60,5.56,5.60,5.48
5.56,5.57,5.62,5.33
5.53,5.49,5.57,5.47
5.52,5.50,5.56,5.47
5.49,5.44,5.49,5.42
5.51,5.23,5.51,5.20
5.24,5.46,5.47,5.20
5.37,5.41,5.50,5.06
5.49,5.32,5.50,5.32
5.31,5.24,5.50,5.20
5.21,5.25,5.48,5.18
5.33,5.25,5.45,5.18
5.24,5.34,5.34,5.23
5.28,5.57,5.57,5.22
5.53,5.53,5.57,5.46
5.61,5.61,5.64,5.57
5.61,5.61,5.69,5.55
5.65,5.74,5.75,5.65
5.70,5.73,5.77,5.67
5.74,5.79,5.79,5.73
5.79,5.76,5.80,5.69
5.80,5.91,5.99,5.78
5.95,5.98,6.00,5.92
5.97,5.99,5.99,5.92
5.99,5.98,5.99,5.92
5.98,6.05,6.20,5.84
6.04,6.07,6.20,6.02
6.11,6.16,6.27,6.11
6.20,6.27,6.27,6.16
6.35,6.41,6.43,6.35
