TEAR,TearLab Corporation - Common Stock,NASDAQ
2.99,2.99,3.00,2.96
2.96,2.95,3.00,2.95
2.95,2.94,3.00,2.92
3.00,2.88,3.00,2.88
2.90,2.93,2.99,2.87
2.90,2.93,2.93,2.86
2.95,2.80,2.95,2.73
2.80,2.84,2.90,2.80
2.80,2.82,2.82,2.80
2.80,2.83,2.83,2.79
2.87,2.87,2.87,2.87
2.67,2.74,2.81,2.67
2.70,2.70,2.74,2.68
2.59,2.61,2.75,2.57
2.60,2.50,2.63,2.46
2.59,2.40,2.59,2.40
2.44,2.40,2.46,2.35
2.51,2.71,2.71,2.44
2.76,2.56,2.86,2.56
2.57,2.56,2.57,2.55
2.67,2.61,2.67,2.61
2.65,2.65,2.67,2.65
2.66,2.51,2.66,2.50
2.51,2.37,2.53,2.37
2.59,2.34,2.59,2.34
2.39,2.38,2.39,2.36
2.42,2.39,2.57,2.39
2.53,2.37,2.53,2.37
2.34,2.40,2.43,2.34
2.35,2.26,2.35,2.15
2.26,2.24,2.26,2.21
2.38,2.22,2.38,2.22
2.15,2.35,2.90,2.15
2.49,2.16,2.49,2.16
2.20,2.14,2.36,2.05
2.06,2.18,2.40,2.06
2.11,2.13,2.23,2.11
2.16,2.15,2.19,2.10
2.15,2.19,2.20,2.13
2.13,2.12,2.20,2.10
2.15,2.19,2.19,2.15
2.25,2.18,2.26,2.11
2.26,2.11,2.50,2.11
2.11,2.06,2.16,2.05
2.09,2.05,2.12,2.05
2.05,2.19,2.23,2.05
2.15,2.15,2.21,2.15
2.22,2.17,2.23,2.14
2.19,2.19,2.22,2.16
2.17,2.47,2.47,2.17
2.46,2.67,2.90,2.46
2.86,2.64,2.86,2.64
2.70,2.25,2.70,2.25
2.27,2.31,2.48,2.26
2.30,2.15,2.36,2.06
2.26,2.21,2.26,2.16
2.29,2.22,2.29,2.19
2.19,2.06,2.21,2.03
2.15,2.14,2.20,2.06
2.25,2.11,2.25,2.10
2.17,2.20,2.20,2.10
2.16,2.21,2.25,2.15
2.19,2.20,2.22,2.08
2.20,2.18,2.20,2.10
2.18,2.18,2.22,2.11
2.20,2.15,2.25,2.08
2.09,2.13,2.24,2.06
2.20,2.20,2.22,2.20
2.10,2.17,2.17,2.08
2.21,2.19,2.22,2.11
2.18,2.20,2.20,2.16
2.22,2.27,2.29,2.22
2.27,2.27,2.27,2.27
2.20,2.26,2.26,2.19
2.24,2.23,2.30,2.23
2.30,2.40,2.40,2.24
2.40,2.40,2.40,2.35
2.40,2.35,2.40,2.35
2.27,2.30,2.34,2.27
2.29,2.25,2.29,2.25
2.38,2.28,2.38,2.20
2.21,2.13,2.27,2.12
2.19,2.13,2.19,2.13
2.13,2.20,2.25,2.13
2.20,2.20,2.20,2.14
2.15,2.18,2.18,2.12
2.12,2.11,2.12,2.11
2.15,2.17,2.17,2.15
2.17,2.09,2.26,1.98
1.99,2.12,2.15,1.99
2.09,2.07,2.09,2.07
1.97,1.95,2.00,1.88
1.90,1.91,1.96,1.72
1.88,1.78,1.88,1.75
1.78,1.88,1.90,1.78
1.90,1.43,1.90,1.34
1.50,1.60,1.66,1.45
1.66,1.60,1.80,1.50
1.70,1.58,1.70,1.53
1.71,1.80,1.89,1.71
1.75,1.85,1.90,1.75
1.85,1.91,1.91,1.84
1.91,1.91,1.93,1.90
1.91,1.87,1.91,1.87
1.99,2.10,2.18,1.90
2.11,2.11,2.20,2.10
2.18,2.15,2.18,2.15
2.04,2.14,2.15,2.01
2.09,2.00,2.09,1.96
1.87,1.94,1.99,1.87
1.91,1.97,1.97,1.91
1.94,1.95,1.97,1.94
1.99,2.04,2.10,1.99
2.09,2.00,2.09,1.96
2.01,2.04,2.04,1.97
2.02,1.97,2.02,1.97
1.95,1.90,1.96,1.90
1.88,1.90,1.93,1.83
1.90,1.93,2.00,1.90
1.89,1.93,2.03,1.85
1.94,1.84,1.94,1.84
1.97,1.80,1.97,1.80
1.98,1.89,1.98,1.89
1.96,1.96,1.96,1.92
1.95,1.91,2.00,1.85
1.96,1.91,1.96,1.85
2.07,2.15,2.17,1.87
2.15,2.05,2.17,1.94
2.05,2.14,2.17,1.98
2.19,2.17,2.19,2.10
2.17,2.08,2.18,2.08
2.00,2.00,2.00,2.00
2.07,2.00,2.20,2.00
2.09,2.17,2.20,2.07
2.18,2.15,2.18,2.15
2.16,2.06,2.16,2.06
2.09,1.93,2.09,1.92
1.93,1.91,1.93,1.91
1.92,2.00,2.00,1.92
2.00,1.96,2.03,1.90
2.15,2.00,2.15,2.00
1.99,1.99,2.00,1.97
2.00,2.11,2.11,2.00
2.08,2.19,2.20,2.08
2.01,2.12,2.15,1.99
2.12,2.10,2.14,2.10
2.11,2.13,2.13,2.11
2.11,2.10,2.15,2.00
2.10,2.10,2.10,2.10
2.08,2.08,2.08,2.08
2.08,2.08,2.08,2.08
2.08,2.15,2.17,2.08
2.17,2.20,2.20,2.16
2.20,2.19,2.20,2.19
2.19,2.06,2.19,2.03
2.13,2.09,2.17,2.09
2.01,2.10,2.10,2.00
2.01,2.01,2.03,2.01
2.10,2.03,2.10,2.00
2.03,2.03,2.03,2.03
2.03,1.87,2.03,1.87
1.88,1.82,1.95,1.75
1.82,1.64,1.82,1.62
1.74,1.78,1.80,1.74
1.80,1.75,1.80,1.75
1.70,1.77,1.80,1.64
1.76,1.88,1.89,1.70
1.89,1.80,1.95,1.80
1.80,1.80,1.85,1.79
1.91,1.84,1.91,1.80
1.85,1.90,1.92,1.80
1.89,1.80,1.89,1.80
1.88,1.84,1.91,1.82
1.84,2.00,2.01,1.82
2.01,1.98,2.01,1.91
1.90,1.86,1.90,1.81
2.05,1.84,2.05,1.84
1.84,1.81,1.84,1.71
1.83,1.71,2.00,1.71
1.75,1.80,1.84,1.75
1.80,1.84,1.84,1.80
1.94,1.79,1.94,1.70
1.80,1.78,1.84,1.67
1.86,1.76,1.86,1.76
1.80,1.84,1.91,1.80
1.79,1.80,1.80,1.78
1.89,1.79,1.89,1.79
1.78,1.75,1.79,1.71
1.75,1.77,1.77,1.73
1.74,1.85,1.99,1.74
1.80,1.87,1.87,1.78
1.89,1.80,1.89,1.74
1.79,1.77,1.85,1.77
1.76,1.81,1.81,1.76
1.76,1.83,1.86,1.76
1.84,1.78,1.84,1.75
1.70,1.70,1.70,1.63
1.72,1.73,1.87,1.72
1.64,1.61,1.66,1.60
1.60,1.43,1.60,1.25
1.55,1.45,1.60,1.45
1.60,1.51,1.66,1.51
1.51,1.51,1.51,1.51
1.53,1.46,1.55,1.46
1.43,1.27,1.46,1.25
1.30,1.30,1.36,1.30
1.45,1.35,1.46,1.26
1.33,1.25,1.33,1.20
1.20,1.20,1.26,1.20
1.20,1.06,1.21,1.06
1.02,1.20,1.24,0.91
1.20,1.20,1.20,1.20
1.20,1.27,1.27,1.16
1.27,1.35,1.35,1.18
1.33,1.31,1.38,1.31
1.43,1.23,1.44,1.20
1.24,1.26,1.37,1.18
1.26,1.37,1.37,1.26
1.30,1.30,1.36,1.28
1.30,1.25,1.30,1.25
1.20,1.37,1.37,1.15
1.30,1.30,1.30,1.30
1.33,1.21,1.33,1.20
1.25,1.22,1.25,1.22
1.21,1.08,1.30,1.08
1.01,1.02,1.12,1.01
1.05,1.27,1.29,1.05
1.32,1.25,1.33,1.22
1.21,1.10,1.27,1.08
1.02,1.08,1.19,1.02
1.02,0.99,1.08,0.92
1.01,0.93,1.02,0.88
0.93,0.96,1.00,0.88
0.97,0.96,0.97,0.94
0.94,0.90,0.94,0.88
0.88,0.85,0.90,0.83
0.83,0.86,0.90,0.83
0.85,0.78,0.90,0.78
0.80,0.87,0.87,0.78
0.84,0.88,0.88,0.80
0.90,0.89,0.90,0.89
0.85,0.84,0.85,0.84
0.84,0.84,0.89,0.83
0.80,0.84,0.84,0.78
0.84,0.89,0.89,0.84
0.84,0.88,0.89,0.79
0.86,0.89,0.89,0.86
0.90,0.96,0.96,0.90
0.95,1.00,1.00,0.95
0.96,1.00,1.00,0.96
1.00,1.00,1.00,1.00
1.01,1.01,1.01,0.99
1.01,1.01,1.01,1.01
0.99,0.99,0.99,0.99
1.00,1.09,1.10,0.99
1.09,1.09,1.10,1.05
1.14,1.16,1.16,1.13
1.16,1.26,1.26,1.15
1.25,1.19,1.26,1.11
1.21,1.28,1.28,1.21
1.29,1.32,1.32,1.28
1.30,1.25,1.30,1.20
1.21,1.21,1.21,1.21
1.29,1.24,1.29,1.18
1.21,1.26,1.26,1.21
1.22,1.22,1.22,1.22
1.20,1.24,1.24,1.19
1.22,1.17,1.22,1.17
1.17,1.17,1.17,1.17
1.23,1.17,1.25,1.17
1.16,1.16,1.17,1.14
1.29,1.31,1.36,1.29
1.28,1.30,1.30,1.28
1.26,1.26,1.26,1.26
1.24,1.21,1.24,1.21
1.17,1.16,1.18,1.14
1.19,1.27,1.27,1.10
1.30,1.24,1.45,1.24
1.25,1.24,1.25,1.24
1.50,1.25,2.25,1.16
1.26,1.15,1.33,1.15
1.23,1.35,1.48,1.20
1.40,1.27,1.40,1.25
1.26,1.25,1.35,1.23
1.25,1.26,1.26,1.22
1.28,1.24,1.48,1.24
1.35,1.22,1.35,1.19
1.22,1.20,1.33,1.18
1.28,1.23,1.29,1.23
1.20,1.08,1.22,1.05
1.15,1.08,1.15,0.98
1.06,1.14,1.14,1.05
1.18,1.16,1.18,1.10
1.13,1.17,1.18,1.10
1.16,1.10,1.16,1.09
1.10,1.10,1.10,1.10
1.09,1.09,1.13,1.08
1.07,1.12,1.18,1.07
1.18,1.37,1.45,1.17
1.44,1.38,1.48,1.33
1.40,1.30,1.40,1.28
1.28,1.38,1.44,1.28
1.35,1.21,1.35,1.19
1.21,1.10,1.22,1.07
1.17,1.29,1.35,1.15
1.28,1.29,1.30,1.27
1.25,1.33,1.35,1.25
1.31,1.31,1.35,1.26
1.32,1.35,1.35,1.32
1.33,1.30,1.33,1.28
1.30,1.42,1.44,1.30
1.20,1.25,1.33,1.20
1.36,1.61,1.85,1.36
1.66,1.80,1.85,1.63
1.82,1.74,1.91,1.63
1.81,1.70,1.81,1.70
1.73,1.67,1.74,1.65
1.68,1.81,1.85,1.50
1.78,1.72,1.78,1.69
1.71,1.80,1.80,1.70
1.80,1.83,1.83,1.71
1.82,1.85,1.85,1.74
1.77,1.77,1.79,1.75
1.78,1.75,1.78,1.74
1.73,1.78,1.84,1.69
1.66,1.66,1.75,1.65
1.69,1.75,1.75,1.69
1.83,1.83,1.84,1.80
1.88,1.84,1.88,1.78
1.83,1.81,1.85,1.81
1.84,1.83,1.89,1.82
1.81,1.80,1.85,1.77
1.77,1.97,2.03,1.69
1.93,2.02,2.02,1.85
2.05,1.97,2.05,1.91
1.89,1.84,1.95,1.84
1.92,1.80,1.93,1.76
1.75,1.72,1.78,1.71
1.73,1.71,1.75,1.70
1.72,1.76,1.87,1.70
1.78,2.04,2.05,1.78
2.04,2.02,2.07,2.00
2.05,2.26,2.31,2.02
2.42,2.85,2.85,2.40
2.80,2.96,3.14,2.72
3.05,2.90,3.08,2.74
2.86,2.85,2.89,2.78
2.86,2.94,2.95,2.85
2.94,2.76,2.95,2.76
2.76,2.71,2.76,2.64
2.60,2.68,2.68,2.60
2.66,2.60,2.66,2.57
2.61,2.70,2.80,2.61
2.71,2.90,3.16,2.70
2.95,3.62,3.85,2.90
3.62,3.72,3.89,3.42
3.67,3.65,3.85,3.51
3.72,3.53,3.75,3.47
3.49,3.49,3.60,3.37
3.47,3.40,3.47,3.35
3.43,3.54,3.61,3.36
3.61,3.48,3.61,3.39
3.57,3.50,3.57,3.36
3.55,4.20,4.41,3.51
4.17,3.88,4.20,3.81
3.90,3.70,3.97,3.50
4.00,3.91,4.14,3.85
3.96,4.26,4.29,3.94
4.88,4.37,4.88,4.29
4.71,4.46,4.71,4.32
4.53,4.23,4.53,4.13
4.12,4.14,4.19,3.88
4.14,4.03,4.20,4.00
3.97,4.08,4.14,3.90
4.12,4.30,4.37,4.04
4.31,4.46,4.65,4.17
4.69,4.32,4.69,4.21
4.26,4.08,4.26,3.92
4.13,4.26,4.27,4.05
4.23,4.10,4.23,4.01
4.03,4.11,4.26,4.01
4.12,4.14,4.27,4.12
4.15,4.07,4.19,4.03
4.10,4.06,4.10,4.01
4.04,4.26,4.30,4.01
4.23,4.17,4.35,4.08
4.11,4.11,4.18,4.01
4.16,4.12,4.16,4.03
4.05,4.00,4.13,3.95
3.95,3.83,3.95,3.56
3.87,3.74,4.04,3.66
3.71,3.60,3.81,3.60
3.59,3.24,3.59,3.18
3.21,3.18,3.26,3.13
3.15,3.29,3.30,3.11
3.26,3.22,3.38,3.22
3.19,3.08,3.24,3.06
3.07,2.97,3.15,2.95
2.93,3.11,3.30,2.93
3.11,3.14,3.40,3.11
3.17,3.05,3.17,3.00
3.04,3.24,3.27,3.03
3.21,3.02,3.26,2.98
3.01,3.00,3.05,2.91
3.00,3.00,3.03,2.86
3.00,3.11,3.17,3.00
3.09,3.04,3.24,3.03
3.05,3.17,3.20,3.01
3.23,3.19,3.23,3.11
3.07,3.15,3.19,3.03
3.17,3.12,3.23,3.08
3.16,3.07,3.16,3.07
3.10,3.00,3.15,2.83
2.94,3.25,3.28,2.93
3.25,3.21,3.28,3.17
3.22,3.26,3.31,3.18
3.23,3.16,3.27,3.10
3.16,3.13,3.25,3.05
3.07,2.98,3.07,2.87
2.99,3.07,3.07,2.79
3.03,2.91,3.09,2.90
2.90,2.91,2.94,2.75
2.98,3.21,3.23,2.93
3.20,3.19,3.25,3.16
3.17,3.11,3.23,3.10
3.13,3.11,3.20,3.11
3.11,3.16,3.23,3.07
3.19,3.17,3.19,3.11
3.17,3.15,3.18,3.11
3.19,3.13,3.22,3.12
3.15,3.29,3.70,3.15
3.36,3.54,3.73,3.28
3.49,3.63,3.64,3.46
3.63,3.60,3.63,3.50
3.62,3.54,3.67,3.50
3.53,3.68,3.80,3.49
3.65,3.43,3.65,3.41
3.45,3.44,3.48,3.32
3.48,3.34,3.48,3.32
3.40,3.58,3.60,3.35
3.66,3.48,3.67,3.48
3.54,3.68,3.70,3.48
3.65,3.61,3.70,3.54
3.60,3.67,3.80,3.57
3.65,3.56,3.70,3.51
3.56,3.68,3.68,3.50
3.73,3.60,3.74,3.57
3.60,3.45,3.63,3.39
3.39,3.59,3.60,3.25
3.50,3.33,3.50,3.20
3.32,3.34,3.40,3.21
3.30,3.31,3.32,3.23
3.30,3.34,3.38,3.23
3.35,3.40,3.47,3.27
3.34,3.44,3.47,3.26
3.46,3.29,3.49,3.28
3.33,3.44,3.47,3.30
3.42,3.38,3.50,3.34
3.42,3.40,3.45,3.36
3.43,3.40,3.43,3.35
3.42,3.24,3.42,3.17
3.17,3.18,3.19,3.10
3.19,3.19,3.24,3.17
3.15,3.24,3.27,3.14
3.30,3.52,3.66,3.21
3.47,3.58,3.69,3.46
3.65,3.91,4.00,3.62
3.91,3.92,4.00,3.80
3.91,3.84,3.92,3.79
3.83,3.73,3.89,3.60
3.74,3.70,3.74,3.57
3.67,3.65,3.72,3.63
3.69,3.59,3.72,3.53
3.61,3.75,3.89,3.60
3.79,3.77,3.83,3.72
3.75,3.74,3.78,3.72
3.74,3.72,3.77,3.65
3.72,3.68,3.78,3.67
3.69,3.86,3.95,3.68
3.80,3.90,3.91,3.80
3.93,3.87,3.93,3.79
3.82,3.87,4.10,3.81
3.86,3.64,3.86,3.52
3.65,3.73,3.75,3.65
3.78,3.74,3.79,3.68
3.69,3.85,3.88,3.65
3.85,3.90,3.97,3.84
3.90,3.86,3.92,3.74
3.94,3.89,3.98,3.88
3.87,4.01,4.10,3.85
4.04,4.31,4.55,4.03
4.26,4.31,4.39,4.18
4.30,4.27,4.33,4.22
4.31,4.25,4.37,4.21
4.28,4.31,4.42,4.25
4.33,4.41,4.43,4.30
4.44,4.39,4.49,4.34
4.39,4.40,4.41,4.33
4.40,4.32,4.40,4.26
4.27,4.35,4.40,4.25
4.37,4.34,4.40,4.30
4.37,4.38,4.60,4.35
4.35,4.40,4.46,4.28
4.41,4.36,4.45,4.35
4.36,4.35,4.42,4.31
4.40,4.30,4.40,4.30
4.26,4.29,4.31,4.20
4.25,4.13,4.30,4.05
4.18,4.08,4.21,3.90
4.03,4.08,4.16,3.96
3.93,3.85,4.07,3.78
3.86,3.79,3.86,3.66
3.74,3.72,3.93,3.68
3.68,3.82,3.82,3.65
3.87,4.10,4.32,3.86
4.13,4.45,4.56,4.06
4.43,4.59,4.71,4.35
4.60,4.42,4.60,4.36
4.42,4.54,4.62,4.42
4.56,4.59,4.78,4.52
4.60,4.70,4.71,4.60
4.67,4.64,4.71,4.57
4.65,4.64,4.70,4.60
4.61,4.61,4.65,4.44
4.64,4.55,4.64,4.46
4.55,4.40,4.55,4.32
4.39,4.54,4.54,4.24
4.54,4.44,4.55,4.37
4.48,4.12,4.48,3.87
4.15,4.12,4.18,4.00
4.10,4.10,4.13,4.00
4.09,4.25,4.28,4.02
4.29,4.24,4.29,4.13
4.23,4.05,4.23,4.02
4.07,4.07,4.10,3.97
4.03,4.19,4.34,3.99
4.23,4.04,4.23,4.02
4.08,4.07,4.18,4.04
4.04,3.91,4.07,3.89
3.91,3.95,4.00,3.86
3.97,3.90,3.99,3.87
3.96,3.87,3.96,3.80
3.80,3.73,3.88,3.71
3.77,3.88,3.95,3.76
3.92,3.96,4.05,3.88
3.95,4.13,4.18,3.95
4.08,4.10,4.33,4.02
4.06,4.10,4.13,3.92
4.13,4.22,4.25,4.11
4.25,4.48,4.64,4.25
4.44,4.83,4.94,4.43
4.56,5.25,5.37,4.50
5.33,5.35,5.50,5.20
5.35,5.12,5.40,4.92
5.10,5.15,5.24,4.99
5.17,5.31,5.33,5.09
5.28,5.44,5.55,5.28
5.39,5.32,5.50,5.28
5.33,5.30,5.40,5.15
5.32,5.33,5.40,5.22
5.37,5.48,5.48,5.27
5.60,5.41,5.83,5.36
5.39,5.27,5.41,5.13
5.23,5.39,5.53,5.23
5.36,5.50,5.50,5.31
5.49,5.38,5.51,5.32
5.37,5.36,5.41,5.11
5.26,5.28,5.40,5.08
5.25,5.60,5.68,5.21
5.62,5.91,6.04,5.56
5.98,5.63,6.00,5.41
5.60,5.30,5.61,5.27
5.28,5.31,5.43,5.16
5.31,5.56,5.64,5.28
5.55,5.42,5.55,5.40
5.44,5.51,5.57,5.41
5.51,5.42,5.75,5.42
5.47,5.40,5.51,5.27
5.40,5.39,5.41,5.30
5.42,5.28,5.42,5.26
5.29,5.49,5.50,5.28
5.48,5.45,5.64,5.37
5.46,5.45,5.57,5.36
5.50,5.55,5.60,5.46
5.55,5.38,5.64,5.36
5.40,5.31,5.44,5.30
5.39,5.51,5.54,5.34
5.50,5.92,6.04,5.50
5.95,5.73,5.98,5.65
5.76,6.21,6.25,5.76
6.60,5.99,6.60,5.97
6.03,6.43,6.49,6.02
6.45,6.50,6.61,6.31
6.52,6.37,6.52,6.20
6.35,5.99,6.50,5.98
6.00,6.01,6.29,6.00
6.01,6.13,6.42,6.01
6.17,6.01,6.44,5.91
6.00,6.10,6.18,6.00
6.11,6.13,6.15,5.81
6.18,6.33,6.35,6.12
6.45,6.74,6.77,6.02
6.86,6.87,6.95,6.45
6.86,6.88,6.97,6.80
6.99,6.83,7.05,6.80
6.88,6.89,6.95,6.59
6.84,6.94,6.97,6.63
6.97,6.90,7.00,6.82
6.92,6.87,7.10,6.73
6.87,6.80,6.93,6.59
6.77,6.67,6.87,6.61
6.72,6.62,6.80,6.60
6.62,6.79,6.79,6.59
6.85,7.09,7.33,6.85
7.09,7.39,7.42,7.01
7.48,7.48,7.52,7.27
7.54,7.49,7.55,7.36
7.64,7.48,7.64,7.40
7.49,7.25,7.49,7.02
7.26,7.51,7.56,7.21
7.45,7.40,7.50,7.25
7.38,7.51,7.51,7.24
7.50,7.34,7.50,7.28
7.47,7.84,7.89,7.34
7.92,7.83,8.22,7.78
7.81,7.66,7.96,7.43
7.60,7.70,7.78,7.51
7.70,7.59,7.70,7.53
7.61,7.39,7.69,7.35
7.41,7.48,7.53,7.01
7.51,7.55,7.63,7.32
7.57,7.79,7.87,7.53
7.93,8.26,8.31,7.92
8.25,8.13,8.37,8.10
8.11,8.20,8.25,8.09
8.22,8.16,8.22,7.96
8.17,8.06,8.17,7.97
8.10,8.02,8.30,7.99
8.06,7.96,8.23,7.85
8.85,9.34,9.37,8.47
9.35,9.45,9.52,8.98
9.43,9.40,9.74,9.29
9.45,10.16,10.20,9.44
10.20,9.92,10.25,9.91
9.99,9.63,10.24,9.41
9.70,9.55,9.90,9.41
9.55,10.28,10.34,9.44
10.32,10.07,10.40,9.91
10.41,10.04,10.73,9.88
10.01,9.78,10.07,9.58
9.75,10.27,10.35,9.64
10.28,10.52,10.57,9.93
11.65,11.47,11.98,11.06
11.53,12.09,12.39,11.51
12.14,12.43,12.70,12.11
12.60,11.99,12.97,11.86
12.59,11.84,12.59,11.63
11.90,11.87,12.26,11.48
11.50,11.56,12.00,11.20
11.70,10.94,11.79,10.74
10.85,11.72,11.84,10.72
11.63,11.42,11.74,10.99
11.13,11.39,11.74,11.11
11.41,11.19,11.59,10.92
11.17,11.08,11.36,11.00
