MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,NASDAQ
100.29,100.26,100.29,100.25
100.25,100.27,100.29,100.25
100.32,100.26,100.33,100.26
100.29,100.32,100.34,100.29
100.25,100.33,100.33,100.25
100.33,100.34,100.34,100.27
100.33,100.27,100.33,100.26
100.27,100.27,100.31,100.25
100.33,100.26,100.83,100.25
100.34,100.30,100.35,100.29
100.33,100.31,100.35,100.31
100.31,100.32,100.34,100.31
100.29,100.34,100.34,100.28
100.34,100.29,100.34,100.29
100.31,100.30,100.32,100.29
100.30,100.31,100.33,100.30
100.34,100.29,100.34,100.28
100.30,100.40,100.40,100.21
100.35,100.29,100.35,100.27
100.22,100.27,100.29,100.22
100.34,100.27,100.34,100.27
100.27,100.27,100.27,100.24
100.31,100.30,100.31,100.27
100.25,100.26,100.30,100.24
100.28,100.26,100.28,100.22
100.28,100.27,100.29,100.25
100.26,100.27,100.28,100.25
100.28,100.25,100.28,100.25
100.24,100.21,100.26,100.20
100.19,100.20,100.23,100.19
100.16,100.21,100.21,100.16
100.21,100.20,100.21,100.17
100.13,100.13,100.17,100.09
100.14,100.17,100.17,100.13
100.18,100.16,100.18,100.14
100.12,100.15,100.17,100.12
100.15,100.18,100.20,100.15
100.18,100.19,100.19,100.15
100.20,100.20,100.21,100.17
100.19,100.23,100.23,100.19
100.16,100.19,100.20,100.16
100.20,100.23,100.23,100.20
100.20,100.20,100.20,100.18
100.17,100.21,100.25,100.17
100.23,100.22,100.23,100.19
100.24,100.24,100.25,100.22
100.27,100.28,100.28,100.24
100.28,100.28,100.28,100.25
100.30,100.30,100.32,100.27
100.27,100.32,100.33,100.27
100.35,100.34,100.35,100.30
100.36,100.35,100.38,100.33
100.35,100.40,100.40,100.35
100.41,100.43,100.44,100.38
100.36,100.36,100.37,100.33
100.35,100.36,100.37,100.34
100.37,100.36,100.37,100.35
100.36,100.38,100.38,100.35
100.40,100.38,100.42,100.38
100.39,100.40,100.41,100.35
100.37,100.39,100.41,100.37
100.39,100.40,100.41,100.38
100.41,100.41,100.41,100.37
100.44,100.45,100.45,100.41
100.46,100.48,100.48,100.43
100.46,100.53,100.53,100.45
100.51,100.52,100.53,100.49
100.54,100.50,100.56,100.50
100.56,100.54,100.56,100.52
100.50,100.55,100.56,100.50
100.56,100.56,100.58,100.53
100.54,100.54,100.56,100.50
100.50,100.50,100.55,100.49
100.54,100.60,100.60,100.54
100.58,100.62,100.63,100.57
100.57,100.55,100.57,100.53
100.60,100.63,100.64,100.52
100.61,100.61,100.63,100.59
100.65,100.64,100.65,100.58
100.65,100.67,100.67,100.61
100.67,100.68,100.68,100.64
100.67,100.65,100.70,100.64
100.70,100.69,100.70,100.65
100.65,100.65,100.69,100.64
100.69,100.68,100.71,100.64
100.69,100.70,100.72,100.68
100.67,100.72,100.73,100.67
100.69,100.73,100.73,100.69
100.74,100.71,100.75,100.70
100.75,100.74,100.76,100.71
100.77,100.75,100.77,100.73
100.74,100.80,100.80,100.74
100.76,100.79,100.79,100.75
100.81,100.76,100.81,100.76
100.80,100.78,100.81,100.77
100.80,100.76,100.80,100.73
100.73,100.82,100.82,100.73
100.74,100.74,100.76,100.71
100.71,100.75,100.75,100.71
100.72,100.76,100.76,100.72
100.75,100.76,100.77,100.73
100.73,100.76,100.76,100.73
100.77,100.78,100.78,100.75
100.78,100.74,100.78,100.73
100.75,100.76,100.76,100.73
100.76,100.79,100.79,100.74
100.79,100.82,100.82,100.78
100.82,100.86,100.86,100.82
100.84,100.84,100.85,100.82
100.83,100.83,100.86,100.83
100.87,100.88,100.88,100.84
100.91,100.90,100.92,100.86
100.92,100.91,100.93,100.88
100.90,100.88,100.92,100.88
100.90,100.91,100.93,100.90
100.90,100.90,100.92,100.89
100.93,100.96,100.97,100.91
100.97,100.98,100.99,100.95
100.88,100.92,100.92,100.87
100.89,100.94,100.94,100.89
100.96,100.97,100.99,100.94
100.97,100.96,100.97,100.94
100.95,100.93,100.98,100.92
100.95,100.93,100.96,100.93
100.98,100.97,100.99,100.95
101.05,101.10,101.13,100.99
101.01,100.97,101.05,100.97
100.98,101.02,101.03,100.98
101.04,101.06,101.06,101.00
101.02,101.06,101.06,101.02
101.04,101.06,101.06,101.02
101.04,101.08,101.09,101.00
101.04,101.04,101.08,101.04
101.05,101.08,101.08,101.04
101.09,101.08,101.09,101.06
101.09,101.10,101.10,101.07
101.09,101.10,101.10,101.06
101.08,101.09,101.10,101.05
101.08,101.10,101.10,101.06
101.03,101.02,101.04,101.01
101.07,101.05,101.07,101.04
101.04,101.09,101.09,101.04
101.10,101.11,101.11,101.09
101.11,101.11,101.13,101.09
101.13,101.15,101.16,101.10
101.10,101.14,101.15,101.10
101.10,101.14,101.15,101.09
101.12,101.13,101.13,101.08
101.11,101.12,101.15,101.11
101.14,101.11,101.16,101.09
101.10,101.10,101.12,101.08
101.08,101.04,101.09,101.04
101.05,101.09,101.09,101.04
101.09,101.12,101.12,101.08
101.12,101.09,101.12,101.09
101.11,101.13,101.13,101.10
101.09,101.14,101.14,101.09
101.10,101.11,101.12,101.10
101.09,101.10,101.10,101.06
101.12,101.12,101.12,101.08
101.04,101.05,101.05,101.03
101.05,101.05,101.05,101.02
101.01,101.00,101.01,100.97
101.00,101.00,101.00,100.94
100.96,101.02,101.02,100.96
101.02,101.02,101.05,100.99
100.79,100.58,100.79,100.58
100.57,100.57,100.59,100.52
100.57,100.60,100.64,100.55
100.54,100.58,100.61,100.54
100.57,100.64,100.67,100.56
100.54,100.61,100.61,100.54
100.55,100.48,100.55,100.46
100.54,100.59,100.63,100.54
100.64,100.58,100.65,100.57
100.56,100.58,100.65,100.56
100.59,100.66,100.67,100.59
100.64,100.63,100.65,100.60
100.60,100.70,100.70,100.59
100.62,100.60,100.65,100.57
100.58,100.67,100.67,100.50
100.64,100.59,100.67,100.55
100.61,100.71,100.73,100.61
100.70,100.64,100.71,100.62
100.72,100.73,100.77,100.68
100.71,100.70,100.72,100.67
100.70,100.70,100.70,100.66
100.71,100.75,100.76,100.70
100.75,100.80,100.81,100.75
100.82,100.79,100.82,100.76
100.71,100.77,100.77,100.71
100.73,100.83,100.83,100.72
100.84,100.85,100.86,100.82
100.83,100.83,100.84,100.78
100.82,100.84,100.84,100.75
100.78,100.76,100.81,100.71
100.74,100.80,100.80,100.74
100.81,100.81,100.82,100.77
100.81,100.85,100.86,100.80
100.86,100.83,100.88,100.81
100.83,100.88,100.89,100.82
100.87,100.93,100.93,100.85
100.85,100.81,100.85,100.79
100.78,100.78,100.82,100.73
100.80,100.77,100.80,100.71
100.74,100.73,100.74,100.66
100.70,100.67,100.74,100.66
100.66,100.69,100.73,100.65
100.72,100.61,100.72,100.61
100.63,100.67,100.71,100.63
100.69,100.67,100.71,100.63
100.67,100.70,100.75,100.67
100.70,100.69,100.75,100.69
100.69,100.75,100.75,100.69
100.79,100.81,100.81,100.75
100.79,100.85,100.85,100.79
100.83,100.90,100.90,100.82
100.92,100.93,100.94,100.88
100.92,100.91,100.94,100.90
100.92,100.92,100.98,100.91
100.93,100.95,100.96,100.89
100.92,100.96,100.96,100.88
100.90,100.94,100.94,100.89
100.93,100.93,100.95,100.91
100.94,100.86,100.95,100.86
100.87,100.96,100.96,100.85
100.95,100.98,100.98,100.94
100.95,100.95,100.97,100.93
100.98,101.01,101.02,100.96
101.01,101.01,101.02,100.96
101.07,101.06,101.07,101.00
101.08,101.04,101.10,101.03
101.12,100.98,101.12,100.95
101.00,101.01,101.09,100.99
100.99,101.04,101.05,100.97
101.00,100.99,101.05,100.99
101.02,101.01,101.02,100.98
101.04,100.99,101.04,100.97
101.08,100.98,101.08,100.98
101.00,101.06,101.08,101.00
101.04,101.04,101.08,101.02
101.00,101.06,101.06,100.99
101.04,101.05,101.08,101.03
101.05,101.11,101.12,101.03
101.01,100.93,101.05,100.90
100.93,101.04,101.04,100.93
101.04,101.00,101.05,101.00
101.02,101.00,101.02,100.93
101.00,101.00,101.02,100.99
101.00,100.97,101.01,100.94
100.96,100.99,101.03,100.96
100.99,101.01,101.03,100.99
101.02,101.07,101.08,101.02
101.06,101.10,101.10,101.03
101.05,101.02,101.07,101.01
101.08,101.10,101.13,101.07
101.07,101.15,101.16,101.07
101.11,101.18,101.19,101.11
101.20,101.19,101.20,101.12
101.18,101.17,101.18,101.14
101.15,101.20,101.21,101.13
101.22,101.23,101.24,101.18
101.20,101.20,101.21,101.16
101.21,101.26,101.26,101.21
101.16,101.17,101.17,101.11
101.20,101.15,101.22,101.15
101.20,101.16,101.20,101.16
101.16,101.20,101.21,101.16
101.19,101.21,101.21,101.16
101.16,101.22,101.22,101.16
101.19,101.23,101.25,101.19
101.20,101.22,101.24,101.19
101.20,101.24,101.25,101.20
101.23,101.22,101.25,101.20
101.25,101.27,101.29,101.25
101.27,101.27,101.28,101.22
101.27,101.27,101.27,101.23
101.24,101.22,101.25,101.22
101.21,101.25,101.25,101.21
101.25,101.23,101.26,101.23
101.27,101.24,101.27,101.24
101.26,101.27,101.27,101.24
101.26,101.26,101.27,101.24
101.26,101.23,101.26,101.23
101.26,101.28,101.28,101.24
101.18,101.20,101.20,101.15
101.17,101.21,101.21,101.16
101.18,101.18,101.20,101.17
101.17,101.20,101.20,101.17
101.18,101.15,101.18,101.15
101.17,101.20,101.20,101.16
101.21,101.21,101.22,101.18
101.19,101.16,101.19,101.14
101.16,101.19,101.19,101.16
101.19,101.19,101.19,101.18
101.14,101.13,101.17,101.12
101.16,101.17,101.17,101.11
101.14,101.17,101.18,101.13
101.17,101.14,101.19,101.14
101.19,101.19,101.21,101.15
101.18,101.18,101.18,101.16
101.18,101.19,101.24,101.17
101.16,101.19,101.19,101.16
101.17,101.20,101.20,101.17
101.20,101.16,101.20,101.16
101.14,101.13,101.16,101.11
101.15,101.08,101.15,101.08
101.06,101.09,101.10,101.02
101.06,101.10,101.10,101.06
101.08,101.14,101.14,101.08
101.14,101.15,101.15,101.10
101.11,101.10,101.12,101.08
101.15,101.13,101.16,101.12
101.11,101.14,101.16,101.11
101.14,101.16,101.16,101.11
101.10,101.14,101.15,101.10
101.14,101.09,101.15,101.08
101.12,101.07,101.13,101.07
101.14,101.14,101.15,101.09
101.11,101.13,101.13,101.06
101.07,101.11,101.13,101.07
101.10,101.10,101.11,101.05
101.08,101.11,101.12,101.08
101.08,101.12,101.12,101.07
101.12,101.15,101.15,101.08
101.12,101.05,101.13,101.05
101.08,101.06,101.09,101.06
101.07,101.03,101.09,100.95
101.06,101.09,101.10,101.06
101.08,101.08,101.13,101.07
101.08,101.17,101.18,101.08
101.15,101.17,101.19,101.12
101.13,101.07,101.16,101.05
101.02,101.00,101.09,100.99
100.96,101.08,101.13,100.95
100.93,100.92,101.11,100.90
100.94,101.04,101.05,100.85
100.95,101.01,101.01,100.89
100.93,100.94,100.95,100.89
100.94,100.91,100.94,100.90
100.90,100.93,100.95,100.85
100.88,100.88,100.91,100.84
100.81,100.88,100.88,100.80
100.83,100.85,100.85,100.77
100.79,100.71,100.86,100.70
100.70,100.73,100.76,100.69
100.76,100.76,100.78,100.72
100.73,100.75,100.75,100.70
100.75,100.74,100.77,100.70
100.72,100.72,100.75,100.70
100.70,100.71,100.71,100.65
100.72,100.79,100.80,100.72
100.78,100.75,100.80,100.74
100.77,100.70,100.77,100.67
100.74,100.77,100.78,100.70
100.78,100.75,100.80,100.75
100.75,100.72,100.79,100.69
100.68,100.73,100.75,100.68
100.69,100.74,100.74,100.68
100.72,100.75,100.76,100.72
100.71,100.74,100.75,100.70
100.69,100.73,100.73,100.68
100.74,100.70,100.74,100.66
100.70,100.72,100.72,100.67
100.70,100.69,100.71,100.63
100.63,100.42,100.63,100.42
100.42,100.34,100.44,100.32
100.35,100.40,100.41,100.31
100.31,100.41,100.41,100.31
100.40,100.26,100.40,100.26
100.28,100.38,100.40,100.28
100.28,100.42,100.42,100.28
100.42,100.29,100.42,100.29
100.22,100.11,100.27,100.08
100.16,100.15,100.18,100.10
100.07,100.01,100.13,99.98
100.04,100.06,100.09,99.94
100.00,100.00,100.03,99.94
100.01,99.92,100.01,99.89
99.93,99.97,100.00,99.93
100.00,100.03,100.09,100.00
100.05,100.02,100.07,100.00
100.07,100.17,100.17,100.05
100.14,100.18,100.18,100.13
100.13,100.17,100.18,100.09
100.12,100.19,100.19,100.12
100.20,100.14,100.24,100.14
100.19,100.18,100.22,100.16
100.20,100.32,100.32,100.20
100.27,100.27,100.32,100.25
100.31,100.24,100.48,100.23
100.19,100.36,100.37,100.19
100.40,100.30,100.40,100.29
100.40,100.32,100.40,100.23
100.34,100.48,100.48,100.30
100.44,100.47,100.48,100.43
100.49,100.46,100.54,100.44
100.45,100.46,100.49,100.43
100.47,100.44,100.49,100.42
100.47,100.33,100.47,100.32
100.33,100.33,100.41,100.32
100.40,100.45,100.45,100.34
100.46,100.37,100.48,100.29
100.43,100.42,100.43,100.31
100.38,100.37,100.44,100.37
100.41,100.38,100.42,100.37
100.45,100.41,100.45,100.35
100.34,100.30,100.35,100.30
100.26,100.33,100.38,100.23
100.26,100.23,100.31,100.16
100.19,100.23,100.27,100.18
100.26,100.34,100.34,100.23
100.26,100.31,100.36,100.24
100.26,100.33,100.34,100.22
100.31,100.14,100.31,100.14
100.24,100.21,100.25,100.16
100.24,100.25,100.25,100.21
100.20,100.23,100.23,100.19
100.20,100.17,100.22,100.17
100.23,100.22,100.23,100.15
100.16,100.13,100.21,100.11
100.15,100.15,100.19,100.12
100.14,100.12,100.18,100.08
100.13,100.14,100.14,100.08
100.12,100.14,100.14,100.06
100.15,100.18,100.18,100.13
100.10,100.17,100.18,100.10
100.10,100.14,100.16,100.09
100.11,100.09,100.17,100.09
100.10,100.15,100.16,100.07
100.19,100.13,100.36,100.08
100.10,100.16,100.21,100.10
100.03,100.07,100.09,100.02
100.08,100.14,100.17,100.05
100.09,100.15,100.20,100.09
100.09,100.05,100.13,100.01
100.05,100.13,100.13,100.03
100.07,100.15,100.16,100.07
100.18,100.13,100.19,100.11
100.13,100.19,100.19,100.13
100.19,100.09,100.19,100.09
100.17,100.18,100.22,100.16
100.21,100.29,100.29,100.19
100.25,100.33,100.34,100.24
100.26,100.30,100.35,100.26
100.24,100.36,100.36,100.22
100.30,100.33,100.37,100.30
100.34,100.46,100.46,100.34
100.49,100.48,100.49,100.41
100.45,100.49,100.51,100.42
100.46,100.50,100.62,100.45
100.48,100.49,100.60,100.48
100.50,100.53,100.57,100.48
100.58,100.54,100.58,100.49
100.55,100.46,100.55,100.46
100.48,100.50,100.57,100.48
100.59,100.52,100.59,100.51
100.60,100.62,100.63,100.57
100.66,100.60,100.68,100.57
100.69,100.67,100.69,100.60
100.70,100.75,100.76,100.70
100.71,100.73,100.74,100.70
100.78,100.79,100.86,100.72
100.84,100.83,100.84,100.74
100.83,100.82,100.84,100.77
100.88,100.82,100.88,100.82
100.88,100.87,100.90,100.84
100.87,100.88,100.90,100.85
100.91,100.88,100.91,100.87
100.90,100.90,100.94,100.88
100.92,100.98,100.99,100.92
100.99,100.99,101.01,100.92
100.95,100.96,101.02,100.95
101.06,101.00,101.07,100.98
100.97,100.95,100.99,100.91
100.94,100.97,100.97,100.93
100.92,101.01,101.02,100.92
101.03,100.93,101.03,100.92
101.00,100.98,101.00,100.93
100.97,100.98,100.98,100.96
100.99,100.97,101.01,100.96
100.98,100.97,100.99,100.96
101.00,101.05,101.06,101.00
101.02,101.03,101.10,101.01
101.05,101.04,101.07,101.01
101.01,101.04,101.05,101.01
101.00,100.98,101.04,100.97
101.02,101.02,101.02,100.97
100.99,101.03,101.03,100.98
101.04,101.00,101.04,101.00
101.05,101.01,101.05,100.99
101.00,101.02,101.06,101.00
101.08,101.03,101.08,101.01
101.07,101.12,101.13,101.02
101.11,101.10,101.12,101.08
101.06,101.12,101.13,101.06
101.05,101.03,101.06,100.96
100.97,101.06,101.08,100.97
101.06,100.99,101.06,100.95
100.97,101.00,101.02,100.97
101.05,101.05,101.05,100.99
101.05,101.13,101.13,101.02
101.06,101.15,101.15,101.05
101.12,101.13,101.13,101.06
101.14,101.12,101.14,101.07
101.07,101.13,101.14,101.07
101.13,101.14,101.17,101.10
101.14,101.15,101.15,101.04
101.13,101.10,101.15,101.10
101.15,101.17,101.17,101.10
101.15,101.19,101.19,101.10
101.16,101.14,101.19,101.13
101.19,101.17,101.19,101.14
101.14,101.14,101.19,101.13
101.16,101.16,101.18,101.14
101.18,101.16,101.18,101.14
101.10,101.09,101.10,101.05
101.06,101.04,101.09,101.04
101.05,101.07,101.10,101.04
101.08,101.15,101.17,101.07
101.17,101.16,101.17,101.12
101.19,101.16,101.19,101.13
101.17,101.12,101.17,101.11
101.18,101.17,101.18,101.13
101.12,101.11,101.16,101.10
101.17,101.13,101.17,101.11
101.13,101.16,101.19,101.12
101.15,101.14,101.16,101.11
101.08,101.13,101.13,101.08
101.10,101.09,101.10,101.04
101.05,101.07,101.11,101.04
101.07,101.10,101.12,101.04
101.05,101.09,101.09,101.05
101.07,101.10,101.11,101.07
101.09,101.02,101.09,101.02
101.01,101.11,101.11,101.01
101.12,101.05,101.12,101.05
101.13,101.08,101.13,101.05
101.07,101.06,101.07,101.02
101.00,101.07,101.08,101.00
101.10,101.06,101.10,101.02
101.00,101.05,101.06,100.99
101.06,101.02,101.07,101.01
101.06,101.05,101.08,101.02
101.09,101.06,101.10,101.03
101.05,101.07,101.11,101.04
101.09,100.97,101.09,100.97
101.00,100.98,101.06,100.97
101.04,101.03,101.05,101.00
101.09,101.08,101.10,101.03
101.08,101.08,101.09,101.05
101.11,101.13,101.13,101.07
101.11,101.08,101.14,101.05
101.11,101.10,101.13,101.05
101.09,101.12,101.13,101.06
101.12,101.18,101.18,101.11
101.16,101.14,101.17,101.13
101.11,101.18,101.18,101.11
101.17,101.16,101.18,101.12
101.11,101.09,101.11,101.03
101.13,101.11,101.14,101.07
101.10,101.07,101.12,101.07
101.06,101.09,101.16,101.06
101.16,101.13,101.17,101.08
101.18,101.20,101.20,101.15
101.19,101.19,101.20,101.18
101.18,101.22,101.22,101.18
101.23,101.24,101.24,101.16
101.22,101.26,101.26,101.21
101.35,101.28,101.35,101.26
101.32,101.28,101.32,101.26
101.30,101.31,101.32,101.25
101.27,101.32,101.32,101.27
101.33,101.32,101.33,101.28
101.33,101.32,101.33,101.28
101.29,101.34,101.34,101.28
101.30,101.36,101.36,101.30
101.34,101.34,101.36,101.33
101.31,101.30,101.34,101.28
101.35,101.37,101.39,101.34
101.31,101.31,101.32,101.28
101.28,101.29,101.34,101.28
101.35,101.26,101.35,101.26
101.31,101.30,101.31,101.25
101.31,101.30,101.31,101.27
101.27,101.30,101.30,101.26
101.29,101.27,101.30,101.23
101.29,101.29,101.30,101.25
101.32,101.34,101.35,101.30
101.27,101.34,101.34,101.27
101.33,101.28,101.33,101.27
101.35,101.29,101.35,101.26
101.30,101.32,101.34,101.27
101.34,101.31,101.35,101.30
101.33,101.34,101.35,101.30
101.34,101.31,101.34,101.31
101.32,101.38,101.40,101.32
101.35,101.36,101.38,101.34
101.36,101.36,101.39,101.35
101.39,101.40,101.41,101.36
101.40,101.42,101.42,101.38
101.43,101.39,101.43,101.39
101.39,101.44,101.44,101.38
101.36,101.39,101.41,101.34
101.39,101.41,101.41,101.35
101.39,101.37,101.39,101.37
101.37,101.34,101.38,101.32
101.42,101.41,101.45,101.36
101.43,101.38,101.46,101.38
101.39,101.41,101.44,101.39
101.41,101.42,101.45,101.41
101.51,101.49,101.51,101.40
101.45,101.38,101.48,101.38
101.43,101.39,101.49,101.39
101.43,101.46,101.49,101.43
101.49,101.44,101.53,101.44
101.49,101.48,101.49,101.45
101.49,101.49,101.49,101.47
101.49,101.54,101.55,101.49
101.54,101.51,101.54,101.49
101.53,101.58,101.60,101.52
101.56,101.57,101.57,101.51
101.48,101.49,101.49,101.45
101.45,101.47,101.51,101.45
101.46,101.50,101.51,101.46
101.49,101.53,101.54,101.48
101.49,101.50,101.50,101.47
101.49,101.49,101.49,101.47
101.52,101.53,101.53,101.47
101.51,101.52,101.52,101.47
101.50,101.52,101.53,101.50
101.49,101.49,101.53,101.48
101.51,101.54,101.54,101.50
101.53,101.52,101.55,101.51
101.54,101.52,101.54,101.51
101.51,101.49,101.54,101.48
101.51,101.47,101.53,101.47
101.51,101.51,101.52,101.50
101.50,101.50,101.52,101.50
101.52,101.56,101.56,101.50
101.50,101.54,101.55,101.50
101.55,101.52,101.55,101.50
101.53,101.52,101.56,101.50
101.49,101.52,101.52,101.48
101.51,101.51,101.51,101.45
101.48,101.52,101.52,101.47
101.50,101.51,101.53,101.50
101.54,101.47,101.54,101.46
101.48,101.51,101.55,101.45
101.52,101.55,101.55,101.50
101.45,101.52,101.54,101.45
101.50,101.56,101.57,101.50
101.56,101.57,101.58,101.52
101.55,101.51,101.57,101.51
101.52,101.52,101.54,101.50
101.55,101.57,101.59,101.53
101.52,101.57,101.57,101.52
101.55,101.50,101.57,101.50
101.50,101.52,101.54,101.49
101.49,101.48,101.54,101.48
101.52,101.50,101.54,101.45
101.50,101.52,101.54,101.47
101.53,101.53,101.56,101.50
101.54,101.55,101.55,101.52
101.50,101.49,101.52,101.46
101.48,101.48,101.49,101.45
101.47,101.50,101.51,101.45
101.48,101.54,101.54,101.48
101.52,101.52,101.55,101.50
101.53,101.52,101.54,101.50
101.51,101.52,101.55,101.51
101.52,101.53,101.53,101.50
101.53,101.52,101.54,101.49
101.50,101.52,101.53,101.50
101.50,101.57,101.57,101.50
101.50,101.45,101.56,101.45
101.47,101.50,101.51,101.47
101.50,101.53,101.53,101.48
101.54,101.55,101.55,101.50
101.54,101.56,101.56,101.52
101.57,101.54,101.57,101.52
101.55,101.57,101.57,101.54
101.44,101.47,101.48,101.43
101.52,101.46,101.52,101.45
101.49,101.48,101.50,101.46
101.46,101.46,101.51,101.41
101.46,101.43,101.48,101.40
101.44,101.45,101.49,101.43
101.49,101.47,101.51,101.46
101.50,101.52,101.55,101.47
101.54,101.49,101.56,101.49
101.47,101.50,101.52,101.47
101.50,101.55,101.55,101.48
101.54,101.56,101.57,101.54
101.53,101.53,101.53,101.52
101.57,101.58,101.60,101.54
101.55,101.50,101.57,101.49
101.55,101.58,101.58,101.53
101.55,101.61,101.61,101.55
101.57,101.60,101.61,101.56
101.57,101.55,101.58,101.52
101.54,101.54,101.55,101.52
101.53,101.55,101.55,101.52
101.55,101.56,101.58,101.54
101.57,101.57,101.57,101.54
101.50,101.50,101.50,101.47
101.51,101.50,101.54,101.49
101.52,101.53,101.54,101.51
101.49,101.49,101.52,101.48
101.51,101.56,101.57,101.51
101.54,101.52,101.54,101.50
101.52,101.54,101.54,101.51
101.54,101.51,101.54,101.51
101.52,101.48,101.53,101.48
101.49,101.53,101.53,101.48
101.53,101.53,101.54,101.51
101.51,101.53,101.54,101.50
101.55,101.50,101.57,101.50
101.51,101.52,101.58,101.51
101.54,101.58,101.59,101.52
101.55,101.60,101.60,101.54
101.59,101.61,101.63,101.55
101.62,101.60,101.63,101.60
101.60,101.59,101.63,101.58
101.53,101.54,101.55,101.49
101.54,101.53,101.55,101.50
101.52,101.52,101.52,101.51
101.52,101.52,101.53,101.49
101.49,101.51,101.52,101.48
101.48,101.51,101.52,101.48
101.50,101.50,101.51,101.49
101.50,101.52,101.53,101.50
101.54,101.55,101.55,101.52
101.54,101.54,101.54,101.52
101.53,101.54,101.54,101.48
101.51,101.54,101.56,101.49
101.57,101.57,101.58,101.54
101.58,101.57,101.59,101.55
101.52,101.57,101.58,101.52
101.55,101.56,101.58,101.53
101.58,101.59,101.59,101.55
101.58,101.58,101.59,101.56
101.55,101.59,101.59,101.55
101.57,101.55,101.61,101.54
101.52,101.53,101.53,101.45
101.53,101.54,101.54,101.50
101.51,101.53,101.54,101.48
101.53,101.53,101.54,101.49
101.51,101.53,101.56,101.51
101.53,101.51,101.56,101.51
101.53,101.49,101.55,101.49
101.53,101.51,101.54,101.51
101.52,101.51,101.55,101.51
101.53,101.54,101.54,101.52
101.54,101.56,101.56,101.53
101.54,101.54,101.56,101.54
101.54,101.53,101.56,101.53
101.54,101.58,101.60,101.54
101.58,101.61,101.63,101.55
101.57,101.56,101.61,101.55
101.59,101.64,101.64,101.59
101.60,101.61,101.64,101.59
101.62,101.60,101.64,101.58
101.62,101.57,101.62,101.56
101.59,101.63,101.63,101.58
101.61,101.64,101.65,101.59
101.61,101.60,101.61,101.59
101.59,101.64,101.64,101.59
101.62,101.60,101.64,101.59
101.60,101.59,101.62,101.59
101.61,101.63,101.63,101.60
101.59,101.61,101.63,101.58
101.58,101.56,101.61,101.55
101.58,101.56,101.60,101.56
101.60,101.56,101.60,101.54
101.58,101.60,101.60,101.56
101.59,101.56,101.63,101.56
101.60,101.63,101.64,101.58
101.59,101.62,101.64,101.59
101.61,101.61,101.63,101.58
101.62,101.62,101.63,101.60
101.63,101.64,101.65,101.62
101.61,101.61,101.64,101.59
101.64,101.60,101.64,101.58
101.61,101.61,101.62,101.58
101.62,101.56,101.62,101.55
101.55,101.57,101.59,101.54
101.55,101.57,101.58,101.55
101.51,101.47,101.52,101.47
101.50,101.53,101.56,101.48
101.50,101.49,101.51,101.47
101.49,101.46,101.52,101.46
101.50,101.51,101.53,101.47
101.51,101.49,101.52,101.46
101.46,101.45,101.48,101.45
101.43,101.46,101.47,101.40
101.45,101.46,101.47,101.43
101.46,101.51,101.52,101.44
101.51,101.54,101.55,101.50
101.50,101.51,101.54,101.48
